"X1";"X288";"X32";"X46";"X4";"X2";"X36";"X19";"X61";"X64";"X18";"X11";"X14";"X29";"X22";"X37";"X59";"X3";"X58";"X56";"X52";"X15";"X12";"X1.1";"X51";"X43";"X54";"X28";"X25";"X23";"X30";"X13";"X20";"X35";"X44";"X26";"X48";"X55";"X27";"X49";"X21";"X57";"X38";"X39";"X45";"X6";"X31";"X33";"X7";"X8";"X41";"X5";"X42";"X47";"X40";"X24";"X50";"X16";"X10";"X62";"X34";"X17";"X63";"X9";"X60";"X53"
11;258;2;49;19;18;52;17;60;42;21;24;58;36;15;31;14;30;29;3;1;64;27;61;4;9;7;33;57;26;43;35;32;20;6;44;16;34;41;22;50;51;53;62;56;12;63;11;47;25;10;38;59;13;40;54;37;45;23;8;46;55;5;39;28;48
2;49;19;18;52;17;60;42;21;24;58;36;45;31;14;30;29;3;1;64;27;61;4;9;7;33;57;26;43;35;32;20;6;44;16;34;41;22;50;51;53;62;56;12;63;11;47;25;10;38;59;13;40;54;37;15;23;8;46;55;5;39;28;48;11;258
11;258;2;49;19;18;52;17;60;42;21;24;58;36;45;31;14;30;29;3;1;64;27;61;4;9;7;33;57;26;43;35;32;20;6;44;16;34;41;22;50;51;53;62;56;12;63;11;47;25;10;38;59;13;40;54;37;15;23;8;46;55;5;39;28;48
2;49;19;18;52;17;60;42;21;24;41;36;45;31;14;30;29;3;1;64;27;61;4;9;7;33;57;26;43;35;32;20;6;44;16;34;58;22;50;51;53;62;56;12;63;11;47;25;10;38;59;13;40;54;37;15;23;8;46;55;5;39;28;48;11;258
11;258;2;49;19;18;52;17;60;42;21;24;41;36;45;31;14;30;29;3;1;64;27;61;4;9;7;33;57;26;43;35;32;20;6;44;16;34;58;22;50;51;53;62;56;12;63;11;47;25;10;38;59;13;40;54;37;15;23;8;46;55;5;39;28;48
2;49;19;18;52;17;60;42;21;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;7;33;57;26;43;35;32;20;6;44;16;34;58;22;50;51;53;62;56;12;63;11;30;25;10;38;59;13;40;54;37;15;23;8;46;55;5;39;28;48;11;258
11;258;2;49;19;18;52;17;60;42;21;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;7;33;57;26;43;35;32;20;6;44;16;34;58;22;50;51;53;62;56;12;63;11;30;25;10;38;59;13;40;54;37;15;23;8;46;55;5;39;28;48
2;49;19;18;52;17;60;42;21;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;7;33;57;26;43;35;32;20;6;44;16;25;58;22;50;51;53;62;56;12;63;11;30;34;10;38;59;13;40;54;37;15;23;8;46;55;5;39;28;48;11;258
11;258;2;49;19;18;52;17;60;42;21;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;7;33;57;26;43;35;32;20;6;44;16;25;58;22;50;51;53;62;56;12;63;11;30;34;10;38;59;13;40;54;37;15;23;8;46;55;5;39;28;48
2;49;19;18;52;17;60;42;21;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;7;33;57;34;43;35;32;20;6;44;16;25;58;22;50;51;53;62;56;12;63;11;30;26;10;38;59;13;40;54;37;15;23;8;46;55;5;39;28;48;11;254
11;254;2;49;19;18;52;17;60;42;21;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;7;33;57;34;43;35;32;20;6;44;16;25;58;22;50;51;53;62;56;12;63;11;30;26;10;38;59;13;40;54;37;15;23;8;46;55;5;39;28;48
2;49;19;18;52;23;60;42;21;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;7;33;57;34;43;35;32;20;6;44;16;25;58;22;50;51;53;62;56;12;63;11;30;26;10;38;59;13;40;54;37;15;17;8;46;55;5;39;28;48;11;262
11;262;2;49;19;18;52;23;60;42;21;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;7;33;57;34;43;35;32;20;6;44;16;25;58;22;50;51;53;62;56;12;63;11;30;26;10;38;59;13;40;54;37;15;17;8;46;55;5;39;28;48
2;49;19;18;52;23;60;42;21;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;11;33;57;34;43;35;32;20;6;44;16;25;58;22;50;51;53;62;56;12;63;7;30;26;10;38;59;13;40;54;37;15;17;8;46;55;5;39;28;48;11;270
11;270;2;49;19;18;52;23;60;42;21;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;11;33;57;34;43;35;32;20;6;44;16;25;58;22;50;51;53;62;56;12;63;7;30;26;10;38;59;13;40;54;37;15;17;8;46;55;5;39;28;48
2;49;19;18;52;13;60;42;21;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;11;33;57;34;43;35;32;20;6;44;16;25;58;22;50;51;53;62;56;12;63;7;30;26;10;38;59;23;40;54;37;15;17;8;46;55;5;39;28;48;11;254
11;254;2;49;19;18;52;13;60;42;21;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;11;33;57;34;43;35;32;20;6;44;16;25;58;22;50;51;53;62;56;12;63;7;30;26;10;38;59;23;40;54;37;15;17;8;46;55;5;39;28;48
2;49;19;18;52;13;60;42;21;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;11;6;57;34;43;35;32;20;33;44;16;25;58;22;50;51;53;62;56;12;63;7;30;26;10;38;59;23;40;54;37;15;17;8;46;55;5;39;28;48;11;260
11;260;2;49;19;18;52;13;60;42;21;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;11;6;57;34;43;35;32;20;33;44;16;25;58;22;50;51;53;62;56;12;63;7;30;26;10;38;59;23;40;54;37;15;17;8;46;55;5;39;28;48
2;49;19;18;52;13;54;42;21;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;11;6;57;34;43;35;32;20;33;44;16;25;58;22;50;51;53;62;56;12;63;7;30;26;10;38;59;23;40;60;37;15;17;8;46;55;5;39;28;48;11;260
11;260;2;49;19;18;52;13;54;42;21;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;11;6;57;34;43;35;32;20;33;44;16;25;58;22;50;51;53;62;56;12;63;7;30;26;10;38;59;23;40;60;37;15;17;8;46;55;5;39;28;48
2;49;19;18;52;13;54;42;39;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;11;6;57;34;43;35;32;20;33;44;16;25;58;22;50;51;53;62;56;12;63;7;30;26;10;38;59;23;40;60;37;15;17;8;46;55;5;21;28;48;11;260
11;260;2;49;19;18;52;13;54;42;39;24;41;36;45;31;14;47;29;3;1;64;27;61;4;9;11;6;57;34;43;35;32;20;33;44;16;25;58;22;50;51;53;62;56;12;63;7;30;26;10;38;59;23;40;60;37;15;17;8;46;55;5;21;28;48
2;49;19;18;52;13;54;3;39;24;41;36;45;31;14;47;29;42;1;64;27;61;4;9;11;6;57;34;43;35;32;20;33;44;16;25;58;22;50;51;53;62;56;12;63;7;30;26;10;38;59;23;40;60;37;15;17;8;46;55;5;21;28;48;11;256
11;256;2;49;19;18;52;13;54;3;39;24;41;36;45;31;14;47;29;42;1;64;27;61;4;9;11;6;57;34;43;35;32;20;33;44;16;25;58;22;50;51;53;62;56;12;63;7;30;26;10;38;59;23;40;60;37;15;17;8;46;55;5;21;28;48
2;49;19;18;52;13;54;3;39;24;41;36;45;31;14;47;29;42;1;64;7;61;4;9;11;6;57;34;43;35;32;20;33;44;16;25;58;22;50;51;53;62;56;12;63;27;30;26;10;38;59;23;40;60;37;15;17;8;46;55;5;21;28;48;11;252
11;252;2;49;19;18;52;13;54;3;39;24;41;36;45;31;14;47;29;42;1;64;7;61;4;9;11;6;57;34;43;35;32;20;33;44;16;25;58;22;50;51;53;62;56;12;63;27;30;26;10;38;59;23;40;60;37;15;17;8;46;55;5;21;28;48
2;49;19;18;52;13;54;3;39;24;41;36;45;31;14;47;29;42;1;64;7;61;4;9;11;6;57;34;43;35;32;20;33;44;16;25;58;22;50;51;53;62;56;12;63;27;30;26;10;38;59;8;40;60;37;15;17;23;46;55;5;21;28;48;11;252
12;252;2;49;19;18;52;13;54;3;39;24;41;36;45;31;14;47;29;42;1;64;7;61;4;9;11;6;57;34;43;35;32;20;33;44;16;25;58;22;50;51;53;62;56;12;63;27;30;26;10;38;59;8;40;60;37;15;17;23;46;55;5;21;28;48
2;7;19;18;52;13;54;3;39;24;41;36;45;31;14;47;29;42;1;64;49;61;4;9;11;6;57;34;43;35;32;20;33;44;16;25;58;22;50;51;53;62;56;12;63;27;30;26;10;38;59;8;40;60;37;15;17;23;46;55;5;21;28;48;12;252
12;252;2;7;19;18;52;13;54;3;39;24;41;36;45;31;14;47;29;42;1;64;49;61;4;9;11;6;57;34;43;35;32;20;33;44;16;25;58;22;50;51;53;62;56;12;63;27;30;26;10;38;59;8;40;60;37;15;17;23;46;55;5;21;28;48
2;7;19;18;52;13;54;3;39;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;57;34;43;35;32;20;33;29;16;25;58;22;50;51;53;62;56;12;63;27;30;26;10;38;59;8;40;60;37;15;17;23;46;55;5;21;28;48;12;260
12;260;2;7;19;18;52;13;54;3;39;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;57;34;43;35;32;20;33;29;16;25;58;22;50;51;53;62;56;12;63;27;30;26;10;38;59;8;40;60;37;15;17;23;46;55;5;21;28;48
2;7;19;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;57;34;43;35;32;20;33;29;39;25;58;22;50;51;53;62;56;12;63;27;30;26;10;38;59;8;40;60;37;15;17;23;46;55;5;21;28;48;12;254
12;254;2;7;19;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;57;34;43;35;32;20;33;29;39;25;58;22;50;51;53;62;56;12;63;27;30;26;10;38;59;8;40;60;37;15;17;23;46;55;5;21;28;48
2;7;12;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;57;34;43;35;32;20;33;29;39;25;58;22;50;51;53;62;56;19;63;27;30;26;10;38;59;8;40;60;37;15;17;23;46;55;5;21;28;48;12;264
12;264;2;7;12;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;57;34;43;35;32;20;33;29;39;25;58;22;50;51;53;62;56;19;63;27;30;26;10;38;59;8;40;60;37;15;17;23;46;55;5;21;28;48
2;7;12;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;57;34;43;35;32;20;33;29;39;25;58;46;50;51;53;62;56;19;63;27;30;26;10;38;59;8;40;60;37;15;17;23;22;55;5;21;28;48;12;264
12;264;2;7;12;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;57;34;43;35;32;20;33;29;39;25;58;46;50;51;53;62;56;19;63;27;30;26;10;38;59;8;40;60;37;15;17;23;22;55;5;21;28;48
2;7;12;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;57;34;25;35;32;20;33;29;39;43;58;46;50;51;53;62;56;19;63;27;30;26;10;38;59;8;40;60;37;15;17;23;22;55;5;21;28;48;12;264
12;264;2;7;12;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;57;34;25;35;32;20;33;29;39;43;58;46;50;51;53;62;56;19;63;27;30;26;10;38;59;8;40;60;37;15;17;23;22;55;5;21;28;48
2;7;12;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;57;34;25;35;32;20;33;29;39;43;58;46;50;51;53;62;56;19;63;27;30;22;10;38;59;8;40;60;37;15;17;23;26;55;5;21;28;48;12;264
12;264;2;7;12;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;57;34;25;35;32;20;33;29;39;43;58;46;50;51;53;62;56;19;63;27;30;22;10;38;59;8;40;60;37;15;17;23;26;55;5;21;28;48
2;7;12;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;57;34;25;35;32;20;33;29;39;43;15;46;50;51;53;62;56;19;63;27;30;22;10;38;59;8;40;60;37;58;17;23;26;55;5;21;28;48;12;240
12;240;2;7;12;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;57;34;25;35;32;20;33;29;39;43;15;46;50;51;53;62;56;19;63;27;30;22;10;38;59;8;40;60;37;58;17;23;26;55;5;21;28;48
2;7;8;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;57;34;25;35;32;20;33;29;39;43;15;46;50;51;53;62;56;19;63;27;30;22;10;38;59;12;40;60;37;58;17;23;26;55;5;21;28;48;12;240
12;240;2;7;8;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;57;34;25;35;32;20;33;29;39;43;15;46;50;51;53;62;56;19;63;27;30;22;10;38;59;12;40;60;37;58;17;23;26;55;5;21;28;48
2;7;8;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;25;34;57;35;32;20;33;29;39;43;15;46;50;51;53;62;56;19;63;27;30;22;10;38;59;12;40;60;37;58;17;23;26;55;5;21;28;48;12;248
12;248;2;7;8;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;25;34;57;35;32;20;33;29;39;43;15;46;50;51;53;62;56;19;63;27;30;22;10;38;59;12;40;60;37;58;17;23;26;55;5;21;28;48
2;7;8;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;25;34;57;35;32;20;33;29;39;43;15;46;50;51;53;37;56;19;63;27;30;22;10;38;59;12;40;60;62;58;17;23;26;55;5;21;28;48;12;248
12;248;2;7;8;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;25;34;57;35;32;20;33;29;39;43;15;46;50;51;53;37;56;19;63;27;30;22;10;38;59;12;40;60;62;58;17;23;26;55;5;21;28;48
2;7;8;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;25;34;57;50;32;20;33;29;39;43;15;46;35;51;53;37;56;19;63;27;30;22;10;38;59;12;40;60;62;58;17;23;26;55;5;21;28;48;12;254
12;254;2;7;8;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;25;34;57;50;32;20;33;29;39;43;15;46;35;51;53;37;56;19;63;27;30;22;10;38;59;12;40;60;62;58;17;23;26;55;5;21;28;48
2;7;8;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;25;51;57;50;32;20;33;29;39;43;15;46;35;34;53;37;56;19;63;27;30;22;10;38;59;12;40;60;62;58;17;23;26;55;5;21;28;48;12;254
12;254;2;7;8;18;52;13;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;25;51;57;50;32;20;33;29;39;43;15;46;35;34;53;37;56;19;63;27;30;22;10;38;59;12;40;60;62;58;17;23;26;55;5;21;28;48
2;7;8;18;52;59;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;25;51;57;50;32;20;33;29;39;43;15;46;35;34;53;37;56;19;63;27;30;22;10;38;13;12;40;60;62;58;17;23;26;55;5;21;28;48;12;258
12;258;2;7;8;18;52;59;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;6;25;51;57;50;32;20;33;29;39;43;15;46;35;34;53;37;56;19;63;27;30;22;10;38;13;12;40;60;62;58;17;23;26;55;5;21;28;48
2;7;8;18;52;59;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;33;25;51;57;50;32;20;6;29;39;43;15;46;35;34;53;37;56;19;63;27;30;22;10;38;13;12;40;60;62;58;17;23;26;55;5;21;28;48;12;260
12;260;2;7;8;18;52;59;54;3;16;24;41;36;45;31;14;47;44;42;1;64;49;61;4;9;11;33;25;51;57;50;32;20;6;29;39;43;15;46;35;34;53;37;56;19;63;27;30;22;10;38;13;12;40;60;62;58;17;23;26;55;5;21;28;48
2;7;8;18;52;59;54;3;16;41;24;36;45;31;14;47;44;42;1;64;49;61;4;9;11;33;25;51;57;50;32;20;6;29;39;43;15;46;35;34;53;37;56;19;63;27;30;22;10;38;13;12;40;60;62;58;17;23;26;55;5;21;28;48;12;268
12;268;2;7;8;18;52;59;54;3;16;41;24;36;45;31;14;47;44;42;1;64;49;61;4;9;11;33;25;51;57;50;32;20;6;29;39;43;15;46;35;34;53;37;56;19;63;27;30;22;10;38;13;12;40;60;62;58;17;23;26;55;5;21;28;48
2;7;8;18;52;59;54;3;16;41;24;36;45;31;14;47;44;42;1;64;49;61;4;9;11;33;25;23;57;50;32;20;6;29;39;43;15;46;35;34;53;37;56;19;63;27;30;22;10;38;13;12;40;60;62;58;17;51;26;55;5;21;28;48;12;272
12;272;2;7;8;18;52;59;54;3;16;41;24;36;45;31;14;47;44;42;1;64;49;61;4;9;11;33;25;23;57;50;32;20;6;29;39;43;15;46;35;34;53;37;56;19;63;27;30;22;10;38;13;12;40;60;62;58;17;51;26;55;5;21;28;48
2;7;8;18;52;59;54;3;16;41;24;36;48;31;14;47;44;42;1;64;49;61;4;9;11;33;25;23;57;50;32;20;6;29;39;43;15;46;35;34;53;37;56;19;63;27;30;22;10;38;13;12;40;60;62;58;17;51;26;55;5;21;28;45;12;272
12;272;2;7;8;18;52;59;54;3;16;41;24;36;48;31;14;47;44;42;1;64;49;61;4;9;11;33;25;23;57;50;32;20;6;29;39;43;15;46;35;34;53;37;56;19;63;27;30;22;10;38;13;12;40;60;62;58;17;51;26;55;5;21;28;45
2;7;8;48;52;59;54;3;16;41;24;36;18;31;14;47;44;42;1;64;49;61;4;9;11;33;25;23;57;50;32;20;6;29;39;43;15;46;35;34;53;37;56;19;63;27;30;22;10;38;13;12;40;60;62;58;17;51;26;55;5;21;28;45;12;264
12;264;2;7;8;48;52;59;54;3;16;41;24;36;18;31;14;47;44;42;1;64;49;61;4;9;11;33;25;23;57;50;32;20;6;29;39;43;15;46;35;34;53;37;56;19;63;27;30;22;10;38;13;12;40;60;62;58;17;51;26;55;5;21;28;45
2;7;8;48;52;59;54;3;16;10;24;36;18;31;14;47;44;42;1;64;49;61;4;9;11;33;25;23;57;50;32;20;6;29;39;43;15;46;35;34;53;37;56;19;63;27;30;22;41;38;13;12;40;60;62;58;17;51;26;55;5;21;28;45;12;260
13;260;2;7;8;48;52;59;54;3;16;10;24;36;18;31;14;47;44;42;1;64;49;61;4;9;11;33;25;23;57;50;32;20;6;29;39;43;15;46;35;34;53;37;56;19;63;27;30;22;41;38;13;12;40;60;62;58;17;51;26;55;5;21;28;45
2;7;8;48;52;59;54;3;16;10;24;36;18;31;14;47;44;42;1;64;49;61;4;9;11;33;27;23;57;50;32;20;6;29;39;43;15;46;35;34;53;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;51;26;55;5;21;28;45;13;260
13;260;2;7;8;48;52;59;54;3;16;10;24;36;18;31;14;47;44;42;1;64;49;61;4;9;11;33;27;23;57;50;32;20;6;29;39;43;15;46;35;34;53;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;51;26;55;5;21;28;45
2;7;8;48;52;59;54;3;16;10;24;36;18;31;14;47;44;42;1;64;49;61;4;9;11;33;27;51;57;50;32;20;6;29;39;43;15;46;35;34;53;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;23;26;55;5;21;28;45;13;256
13;256;2;7;8;48;52;59;54;3;16;10;24;36;18;31;14;47;44;42;1;64;49;61;4;9;11;33;27;51;57;50;32;20;6;29;39;43;15;46;35;34;53;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;23;26;55;5;21;28;45
2;7;8;48;52;59;54;3;16;10;53;36;18;31;14;47;44;42;1;64;49;61;4;9;11;33;27;51;57;50;32;20;6;29;39;43;15;46;35;34;24;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;23;26;55;5;21;28;45;13;264
13;264;2;7;8;48;52;59;54;3;16;10;53;36;18;31;14;47;44;42;1;64;49;61;4;9;11;33;27;51;57;50;32;20;6;29;39;43;15;46;35;34;24;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;23;26;55;5;21;28;45
2;7;8;48;52;59;54;3;16;10;53;36;18;31;14;47;44;42;21;64;49;61;4;9;11;33;27;51;57;50;32;20;6;29;39;43;15;46;35;34;24;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;23;26;55;5;1;28;45;13;268
13;268;2;7;8;48;52;59;54;3;16;10;53;36;18;31;14;47;44;42;21;64;49;61;4;9;11;33;27;51;57;50;32;20;6;29;39;43;15;46;35;34;24;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;23;26;55;5;1;28;45
2;7;8;48;52;59;54;3;16;10;53;36;18;31;14;47;44;42;21;64;49;61;4;9;11;33;27;51;29;50;32;20;6;57;39;43;15;46;35;34;24;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;23;26;55;5;1;28;45;13;268
13;268;2;7;8;48;52;59;54;3;16;10;53;36;18;31;14;47;44;42;21;64;49;61;4;9;11;33;27;51;29;50;32;20;6;57;39;43;15;46;35;34;24;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;23;26;55;5;1;28;45
2;7;8;48;52;59;54;4;16;10;53;36;18;31;14;47;44;42;21;64;49;61;3;9;11;33;27;51;29;50;32;20;6;57;39;43;15;46;35;34;24;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;23;26;55;5;1;28;45;13;276
13;268;2;7;8;48;52;59;54;3;16;10;53;36;18;31;14;47;44;42;21;64;49;61;4;9;11;33;27;51;29;50;32;20;6;57;39;43;15;46;35;34;24;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;23;26;55;5;1;28;45
2;7;8;48;52;59;54;3;16;10;53;36;18;31;14;47;44;42;21;64;49;61;4;9;50;33;27;51;29;11;32;20;6;57;39;43;15;46;35;34;24;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;23;26;55;5;1;28;45;13;268
13;268;2;7;8;48;52;59;54;3;16;10;53;36;18;31;14;47;44;42;21;64;49;61;4;9;50;33;27;51;29;11;32;20;6;57;39;43;15;46;35;34;24;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;23;26;55;5;1;28;45
2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;47;44;42;21;64;49;61;4;9;50;33;52;51;29;11;32;20;6;57;39;43;15;46;35;34;24;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;23;26;55;5;1;28;45;13;260
13;260;2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;47;44;42;21;64;49;61;4;9;50;33;52;51;29;11;32;20;6;57;39;43;15;46;35;34;24;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;23;26;55;5;1;28;45
2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;47;61;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;6;57;39;43;15;46;35;34;24;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;23;26;55;5;1;28;45;13;248
13;248;2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;47;61;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;6;57;39;43;15;46;35;34;24;37;56;19;63;25;30;22;41;38;13;12;40;60;62;58;17;23;26;55;5;1;28;45
2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;13;61;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;6;57;39;43;15;46;35;34;24;37;56;19;63;25;30;22;41;38;47;12;40;60;62;58;17;23;26;55;5;1;28;45;13;248
13;248;2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;13;61;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;6;57;39;43;15;46;35;34;24;37;56;19;63;25;30;22;41;38;47;12;40;60;62;58;17;23;26;55;5;1;28;45
2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;13;61;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;6;57;39;43;15;46;35;30;24;37;56;19;63;25;34;22;41;38;47;12;40;60;62;58;17;23;26;55;5;1;28;45;13;248
13;248;2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;13;61;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;6;57;39;43;15;46;35;30;24;37;56;19;63;25;34;22;41;38;47;12;40;60;62;58;17;23;26;55;5;1;28;45
2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;13;19;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;6;57;39;43;15;46;35;30;24;37;56;61;63;25;34;22;41;38;47;12;40;60;62;58;17;23;26;55;5;1;28;45;13;248
13;248;2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;13;19;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;6;57;39;43;15;46;35;30;24;37;56;61;63;25;34;22;41;38;47;12;40;60;62;58;17;23;26;55;5;1;28;45
2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;13;19;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;6;57;39;43;15;46;35;23;24;37;56;61;63;25;34;22;41;38;47;12;40;60;62;58;17;30;26;55;5;1;28;45;13;248
13;248;2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;13;19;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;6;57;39;43;15;46;35;23;24;37;56;61;63;25;34;22;41;38;47;12;40;60;62;58;17;30;26;55;5;1;28;45
2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;13;19;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;25;57;39;43;15;46;35;23;24;37;56;61;63;6;34;22;41;38;47;12;40;60;62;58;17;30;26;55;5;1;28;45;13;268
13;268;2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;13;19;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;25;57;39;43;15;46;35;23;24;37;56;61;63;6;34;22;41;38;47;12;40;60;62;58;17;30;26;55;5;1;28;45
2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;13;19;42;40;64;49;44;4;9;50;33;52;51;29;11;32;20;25;57;39;43;15;46;35;23;24;37;56;61;63;6;34;22;41;38;47;12;21;60;62;58;17;30;26;55;5;1;28;45;13;284
13;268;2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;13;19;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;25;57;39;43;15;46;35;23;24;37;56;61;63;6;34;22;41;38;47;12;40;60;62;58;17;30;26;55;5;1;28;45
2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;13;19;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;22;57;39;43;15;46;35;23;24;37;56;61;63;6;34;25;41;38;47;12;40;60;62;58;17;30;26;55;5;1;28;45;13;266
13;266;2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;13;19;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;22;57;39;43;15;46;35;23;24;37;56;61;63;6;34;25;41;38;47;12;40;60;62;58;17;30;26;55;5;1;28;45
2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;13;19;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;23;57;39;43;15;46;35;22;24;37;56;61;63;6;34;25;41;38;47;12;40;60;62;58;17;30;26;55;5;1;28;45;13;262
13;262;2;7;8;48;27;59;54;3;16;10;53;36;18;31;14;13;19;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;23;57;39;43;15;46;35;22;24;37;56;61;63;6;34;25;41;38;47;12;40;60;62;58;17;30;26;55;5;1;28;45
2;7;8;48;27;59;54;3;16;10;53;36;18;31;25;13;19;42;21;64;49;44;4;9;50;33;52;51;29;11;32;20;23;57;39;43;15;46;35;22;24;37;56;61;63;6;34;14;41;38;47;12;40;60;62;58;17;30;26;55;5;1;28;45;13;248
