"X1";"X286";"X46";"X52";"X12";"X42";"X4";"X57";"X64";"X48";"X27";"X11";"X59";"X24";"X31";"X6";"X33";"X53";"X18";"X34";"X60";"X30";"X7";"X5";"X62";"X50";"X16";"X15";"X45";"X40";"X19";"X2";"X58";"X37";"X13";"X61";"X10";"X8";"X39";"X56";"X55";"X41";"X35";"X28";"X38";"X25";"X21";"X54";"X14";"X43";"X36";"X49";"X47";"X44";"X26";"X9";"X22";"X63";"X17";"X51";"X3";"X32";"X1.1";"X23";"X29";"X20"
13;272;25;27;33;21;60;49;38;28;36;23;37;34;39;6;63;31;29;7;24;48;59;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;61;18;19;8;13;64;1;40;50;54;14;56;35;20;26;62;4;2;45;11;44;46;9
25;27;33;21;60;49;38;28;36;23;37;34;39;6;63;31;29;7;24;48;59;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;61;18;19;8;13;64;1;40;50;54;14;56;35;20;26;62;2;4;45;11;44;46;9;13;272
13;272;25;27;33;21;60;49;38;28;36;23;37;34;39;6;63;31;29;7;24;48;59;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;61;18;19;8;13;64;1;40;50;54;14;56;35;20;26;62;2;4;45;11;44;46;9
25;27;33;21;60;49;38;28;36;23;37;34;39;6;63;31;29;7;24;48;54;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;61;18;19;8;13;64;1;40;50;59;14;56;35;20;26;62;2;4;45;11;44;46;9;13;272
13;272;25;27;33;21;60;49;38;28;36;23;37;34;39;6;63;31;29;7;24;48;54;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;61;18;19;8;13;64;1;40;50;59;14;56;35;20;26;62;2;4;45;11;44;46;9
25;27;33;21;60;49;38;28;36;13;37;34;39;6;63;31;29;7;24;48;54;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;61;18;19;8;23;64;1;40;50;59;14;56;35;20;26;62;2;4;45;11;44;46;9;13;272
13;272;25;27;33;21;60;49;38;28;36;13;37;34;39;6;63;31;29;7;24;48;54;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;61;18;19;8;23;64;1;40;50;59;14;56;35;20;26;62;2;4;45;11;44;46;9
25;27;49;21;60;33;38;28;36;13;37;34;39;6;63;31;29;7;24;48;54;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;61;18;19;8;23;64;1;40;50;59;14;56;35;20;26;62;2;4;45;11;44;46;9;13;282
13;282;25;27;49;21;60;33;38;28;36;13;37;34;39;6;63;31;29;7;24;48;54;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;61;18;19;8;23;64;1;40;50;59;14;56;35;20;26;62;2;4;45;11;44;46;9
25;27;49;21;60;33;38;35;36;13;37;34;39;6;63;31;29;7;24;48;54;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;61;18;19;8;23;64;1;40;50;59;14;56;28;20;26;62;2;4;45;11;44;46;9;13;282
13;282;25;27;49;21;60;33;38;35;36;13;37;34;39;6;63;31;29;7;24;48;54;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;61;18;19;8;23;64;1;40;50;59;14;56;28;20;26;62;2;4;45;11;44;46;9
25;27;49;21;60;33;38;35;36;13;37;34;39;6;63;31;28;7;24;48;54;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;61;18;19;8;23;64;1;40;50;59;14;56;29;20;26;62;2;4;45;11;44;46;9;13;294
13;294;25;27;49;21;60;33;38;35;36;13;37;34;39;6;63;31;28;7;24;48;54;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;61;18;19;8;23;64;1;40;50;59;14;56;29;20;26;62;2;4;45;11;44;46;9
20;27;49;21;60;33;38;35;36;13;37;34;39;6;63;31;28;7;24;48;54;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;61;18;19;8;23;64;1;40;50;59;14;56;29;25;26;62;2;4;45;11;44;46;9;13;294
13;294;20;27;49;21;60;33;38;35;36;13;37;34;39;6;63;31;28;7;24;48;54;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;61;18;19;8;23;64;1;40;50;59;14;56;29;25;26;62;2;4;45;11;44;46;9
20;27;49;21;60;11;38;35;36;13;37;34;39;6;63;31;28;7;24;48;54;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;61;18;19;8;23;64;1;40;50;59;14;56;29;25;26;62;2;4;45;33;44;46;9;13;282
14;282;20;27;49;21;60;11;38;35;36;13;37;34;39;6;63;31;28;7;24;48;54;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;61;18;19;8;23;64;1;40;50;59;14;56;29;25;26;62;2;4;45;33;44;46;9
20;27;49;21;60;11;38;35;36;13;37;34;39;6;63;31;28;7;24;48;54;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;19;18;61;8;23;64;1;40;50;59;14;56;29;25;26;62;2;4;45;33;44;46;9;14;290
14;290;20;27;49;21;60;11;38;35;36;13;37;34;39;6;63;31;28;7;24;48;54;43;58;5;12;47;51;53;30;10;42;17;22;55;15;57;32;52;3;41;16;19;18;61;8;23;64;1;40;50;59;14;56;29;25;26;62;2;4;45;33;44;46;9
20;27;49;21;60;11;38;35;36;13;37;34;39;6;63;31;28;7;24;48;54;43;58;5;12;47;51;53;8;10;42;17;22;55;15;57;32;52;3;41;16;19;18;61;30;23;64;1;40;50;59;14;56;29;25;26;62;2;4;45;33;44;46;9;14;290
14;290;20;27;49;21;60;11;38;35;36;13;37;34;39;6;63;31;28;7;24;48;54;43;58;5;12;47;51;53;8;10;42;17;22;55;15;57;32;52;3;41;16;19;18;61;30;23;64;1;40;50;59;14;56;29;25;26;62;2;4;45;33;44;46;9
20;27;49;21;60;11;38;35;36;13;6;34;39;37;63;31;28;7;24;48;54;43;58;5;12;47;51;53;8;10;42;17;22;55;15;57;32;52;3;41;16;19;18;61;30;23;64;1;40;50;59;14;56;29;25;26;62;2;4;45;33;44;46;9;14;282
14;282;20;27;49;21;60;11;38;35;36;13;6;34;39;37;63;31;28;7;24;48;54;43;58;5;12;47;51;53;8;10;42;17;22;55;15;57;32;52;3;41;16;19;18;61;30;23;64;1;40;50;59;14;56;29;25;26;62;2;4;45;33;44;46;9
20;27;49;21;60;11;38;35;36;13;6;34;39;37;63;31;28;7;24;48;54;43;58;5;12;47;51;53;19;10;42;17;22;55;15;57;32;52;3;41;16;8;18;61;30;23;64;1;40;50;59;14;56;29;25;26;62;2;4;45;33;44;46;9;14;282
14;282;20;27;49;21;60;11;38;35;36;13;6;34;39;37;63;31;28;7;24;48;54;43;58;5;12;47;51;53;19;10;42;17;22;55;15;57;32;52;3;41;16;8;18;61;30;23;64;1;40;50;59;14;56;29;25;26;62;2;4;45;33;44;46;9
20;27;49;21;60;11;38;35;36;13;6;34;39;37;63;31;28;7;24;48;54;43;58;5;12;47;51;53;19;10;42;17;22;55;15;57;33;52;3;41;16;8;18;61;30;23;64;1;40;50;59;14;56;29;25;26;62;2;4;45;32;44;46;9;14;290
14;290;20;27;49;21;60;11;38;35;36;13;6;34;39;37;63;31;28;7;24;48;54;43;58;5;12;47;51;53;19;10;42;17;22;55;15;57;33;52;3;41;16;8;18;61;30;23;64;1;40;50;59;14;56;29;25;26;62;2;4;45;32;44;46;9
20;27;49;21;60;11;38;35;36;13;6;34;39;37;63;31;28;7;24;48;54;43;58;5;12;47;51;53;19;10;42;17;22;55;15;45;33;52;3;41;16;8;18;61;30;23;64;1;40;50;59;14;56;29;25;26;62;2;4;57;32;44;46;9;14;290
14;290;20;27;49;21;60;11;38;35;36;13;6;34;39;37;63;31;28;7;24;48;54;43;58;5;12;47;51;53;19;10;42;17;22;55;15;45;33;52;3;41;16;8;18;61;30;23;64;1;40;50;59;14;56;29;25;26;62;2;4;57;32;44;46;9
20;27;49;21;60;11;38;35;36;13;6;34;39;64;63;31;28;7;24;48;54;43;58;5;12;47;51;53;19;10;42;17;22;55;15;45;33;52;3;41;16;8;18;61;30;23;37;1;40;50;59;14;56;29;25;26;62;2;4;57;32;44;46;9;14;290
14;290;20;27;49;21;60;11;38;35;36;13;6;34;39;64;63;31;28;7;24;48;54;43;58;5;12;47;51;53;19;10;42;17;22;55;15;45;33;52;3;41;16;8;18;61;30;23;37;1;40;50;59;14;56;29;25;26;62;2;4;57;32;44;46;9
20;27;49;21;60;11;38;35;36;13;6;34;19;64;63;31;28;7;24;48;54;43;58;5;12;47;51;53;39;10;42;17;22;55;15;45;33;52;3;41;16;8;18;61;30;23;37;1;40;50;59;14;56;29;25;26;62;2;4;57;32;44;46;9;14;290
14;290;20;27;49;21;60;11;38;35;36;13;6;34;19;64;63;31;28;7;24;48;54;43;58;5;12;47;51;53;39;10;42;17;22;55;15;45;33;52;3;41;16;8;18;61;30;23;37;1;40;50;59;14;56;29;25;26;62;2;4;57;32;44;46;9
20;27;49;21;60;11;38;35;36;13;1;34;19;64;63;31;28;7;24;48;54;43;58;5;12;47;51;53;39;10;42;17;22;55;15;45;33;52;3;41;16;8;18;61;30;23;37;6;40;50;59;14;56;29;25;26;62;2;4;57;32;44;46;9;14;286
14;286;20;27;49;21;60;11;38;35;36;13;1;34;19;64;63;31;28;7;24;48;54;43;58;5;12;47;51;53;39;10;42;17;22;55;15;45;33;52;3;41;16;8;18;61;30;23;37;6;40;50;59;14;56;29;25;26;62;2;4;57;32;44;46;9
20;27;49;21;60;11;38;35;36;13;1;34;15;64;63;31;28;7;24;48;54;43;58;5;12;47;51;53;39;10;42;17;22;55;19;45;33;52;3;41;16;8;18;61;30;23;37;6;40;50;59;14;56;29;25;26;62;2;4;57;32;44;46;9;14;284
14;284;20;27;49;21;60;11;38;35;36;13;1;34;15;64;63;31;28;7;24;48;54;43;58;5;12;47;51;53;39;10;42;17;22;55;19;45;33;52;3;41;16;8;18;61;30;23;37;6;40;50;59;14;56;29;25;26;62;2;4;57;32;44;46;9
20;27;49;21;60;11;38;35;36;13;1;34;15;64;63;31;28;7;24;48;54;43;58;5;12;47;51;53;39;10;42;17;22;55;19;45;33;52;3;41;62;8;18;61;30;23;37;6;40;50;59;14;56;29;25;26;16;2;4;57;32;44;46;9;14;284
14;284;20;27;49;21;60;11;38;35;36;13;1;34;15;64;63;31;28;7;24;48;54;43;58;5;12;47;51;53;39;10;42;17;22;55;19;45;33;52;3;41;62;8;18;61;30;23;37;6;40;50;59;14;56;29;25;26;16;2;4;57;32;44;46;9
20;27;49;21;60;11;38;35;36;13;1;34;15;64;63;31;28;7;24;48;54;43;58;5;12;47;51;53;39;10;42;17;22;55;19;45;33;52;3;41;62;8;18;61;30;23;37;6;40;50;46;14;56;29;25;26;16;2;4;57;32;44;59;9;14;284
14;284;20;27;49;21;60;11;38;35;36;13;1;34;15;64;63;31;28;7;24;48;54;43;58;5;12;47;51;53;39;10;42;17;22;55;19;45;33;52;3;41;62;8;18;61;30;23;37;6;40;50;46;14;56;29;25;26;16;2;4;57;32;44;59;9
20;27;49;21;60;11;38;35;36;13;1;34;15;64;63;31;28;7;2;48;54;43;58;5;12;47;51;53;39;10;42;17;22;55;19;45;33;52;3;41;62;8;18;61;30;23;37;6;40;50;46;14;56;29;25;26;16;24;4;57;32;44;59;9;14;288
14;288;20;27;49;21;60;11;38;35;36;13;1;34;15;64;63;31;28;7;2;48;54;43;58;5;12;47;51;53;39;10;42;17;22;55;19;45;33;52;3;41;62;8;18;61;30;23;37;6;40;50;46;14;56;29;25;26;16;24;4;57;32;44;59;9
20;27;49;21;60;11;38;35;36;13;1;34;15;64;63;31;28;7;2;48;54;43;58;5;10;47;51;53;39;12;42;17;22;55;19;45;33;52;3;41;62;8;18;61;30;23;37;6;40;50;46;14;56;29;25;26;16;24;4;57;32;44;59;9;14;292
14;292;20;27;49;21;60;11;38;35;36;13;1;34;15;64;63;31;28;7;2;48;54;43;58;5;10;47;51;53;39;12;42;17;22;55;19;45;33;52;3;41;62;8;18;61;30;23;37;6;40;50;46;14;56;29;25;26;16;24;4;57;32;44;59;9
20;27;49;21;60;11;38;35;36;13;1;34;15;55;63;31;28;7;2;48;54;43;58;5;10;47;51;53;39;12;42;17;22;64;19;45;33;52;3;41;62;8;18;61;30;23;37;6;40;50;46;14;56;29;25;26;16;24;4;57;32;44;59;9;14;280
14;280;20;27;49;21;60;11;38;35;36;13;1;34;15;55;63;31;28;7;2;48;54;43;58;5;10;47;51;53;39;12;42;17;22;64;19;45;33;52;3;41;62;8;18;61;30;23;37;6;40;50;46;14;56;29;25;26;16;24;4;57;32;44;59;9
20;27;49;21;60;11;38;35;36;13;1;34;15;55;63;31;28;7;2;48;54;43;58;5;10;47;51;53;39;12;42;17;22;64;19;45;33;52;3;41;62;8;18;61;4;23;37;6;40;50;46;14;56;29;25;26;16;24;30;57;32;44;59;9;14;280
14;280;20;27;49;21;60;11;38;35;36;13;1;34;15;55;63;31;28;7;2;48;54;43;58;5;10;47;51;53;39;12;42;17;22;64;19;45;33;52;3;41;62;8;18;61;4;23;37;6;40;50;46;14;56;29;25;26;16;24;30;57;32;44;59;9
20;27;49;21;60;11;38;35;36;13;1;34;15;55;63;31;50;7;2;48;54;43;58;5;10;47;51;53;39;12;42;17;22;64;19;45;33;52;3;41;62;8;18;61;4;23;37;6;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9;14;276
14;276;20;27;49;21;60;11;38;35;36;13;1;34;15;55;63;31;50;7;2;48;54;43;58;5;10;47;51;53;39;12;42;17;22;64;19;45;33;52;3;41;62;8;18;61;4;23;37;6;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9
20;27;49;21;60;11;38;35;36;13;1;34;15;55;63;31;50;7;2;48;54;43;58;5;10;47;51;53;39;17;42;12;22;64;19;45;33;52;3;41;62;8;18;61;4;23;37;6;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9;14;268
14;268;20;27;49;21;60;11;38;35;36;13;1;34;15;55;63;31;50;7;2;48;54;43;58;5;10;47;51;53;39;17;42;12;22;64;19;45;33;52;3;41;62;8;18;61;4;23;37;6;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9
20;27;49;21;60;11;38;35;36;51;1;34;15;55;63;31;50;7;2;48;54;43;58;5;10;47;13;53;39;17;42;12;22;64;19;45;33;52;3;41;62;8;18;61;4;23;37;6;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9;14;260
14;260;20;27;49;21;60;11;38;35;36;51;1;34;15;55;63;31;50;7;2;48;54;43;58;5;10;47;13;53;39;17;42;12;22;64;19;45;33;52;3;41;62;8;18;61;4;23;37;6;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9
20;27;49;21;60;11;38;35;36;51;1;34;15;55;63;31;50;17;2;48;54;43;58;5;10;47;13;53;39;7;42;12;22;64;19;45;33;52;3;41;62;8;18;61;4;23;37;6;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9;14;268
15;260;20;27;49;21;60;11;38;35;36;51;1;34;15;55;63;31;50;7;2;48;54;43;58;5;10;47;13;53;39;17;42;12;22;64;19;45;33;52;3;41;62;8;18;61;4;23;37;6;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9
20;27;49;21;60;11;38;35;36;51;1;34;15;55;63;31;50;7;2;48;54;43;58;5;10;47;13;22;39;17;42;12;53;64;19;45;33;52;3;41;62;8;18;61;4;23;37;6;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9;15;256
15;256;20;27;49;21;60;11;38;35;36;51;1;34;15;55;63;31;50;7;2;48;54;43;58;5;10;47;13;22;39;17;42;12;53;64;19;45;33;52;3;41;62;8;18;61;4;23;37;6;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9
20;27;49;21;60;11;38;35;36;6;1;34;15;55;63;31;50;7;2;48;54;43;58;5;10;47;13;22;39;17;42;12;53;64;19;45;33;52;3;41;62;8;18;61;4;23;37;51;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9;15;272
15;272;20;27;49;21;60;11;38;35;36;6;1;34;15;55;63;31;50;7;2;48;54;43;58;5;10;47;13;22;39;17;42;12;53;64;19;45;33;52;3;41;62;8;18;61;4;23;37;51;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9
20;27;49;21;60;11;38;35;36;6;1;34;15;55;63;31;50;7;2;48;54;43;58;5;10;47;13;22;39;17;42;61;53;64;19;45;33;52;3;41;62;8;18;12;4;23;37;51;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9;15;270
15;270;20;27;49;21;60;11;38;35;36;6;1;34;15;55;63;31;50;7;2;48;54;43;58;5;10;47;13;22;39;17;42;61;53;64;19;45;33;52;3;41;62;8;18;12;4;23;37;51;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9
20;27;49;21;60;11;38;35;36;6;1;34;45;55;63;31;50;7;2;48;54;43;58;5;10;47;13;22;39;17;42;61;53;64;19;15;33;52;3;41;62;8;18;12;4;23;37;51;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9;15;270
15;270;20;27;49;21;60;11;38;35;36;6;1;34;45;55;63;31;50;7;2;48;54;43;58;5;10;47;13;22;39;17;42;61;53;64;19;15;33;52;3;41;62;8;18;12;4;23;37;51;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9
20;27;49;21;60;11;38;35;36;6;1;34;45;55;63;31;50;53;2;48;54;43;58;5;10;47;13;22;39;17;42;61;7;64;19;15;33;52;3;41;62;8;18;12;4;23;37;51;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9;15;268
15;268;20;27;49;21;60;11;38;35;36;6;1;34;45;55;63;31;50;53;2;48;54;43;58;5;10;47;13;22;39;17;42;61;7;64;19;15;33;52;3;41;62;8;18;12;4;23;37;51;40;28;46;14;56;29;25;26;16;24;30;57;32;44;59;9
20;27;49;21;60;11;38;35;36;6;1;34;45;55;63;31;50;53;2;48;54;43;58;5;10;47;13;22;39;17;42;61;7;64;19;15;33;52;3;41;62;8;18;12;4;23;16;51;40;28;46;14;56;29;25;26;37;24;30;57;32;44;59;9;15;268
15;268;20;27;49;21;60;11;38;35;36;6;1;34;45;55;63;31;50;53;2;48;54;43;58;5;10;47;13;22;39;17;42;61;7;64;19;15;33;52;3;41;62;8;18;12;4;23;16;51;40;28;46;14;56;29;25;26;37;24;30;57;32;44;59;9
20;27;49;21;60;11;38;35;36;6;1;34;45;55;63;31;7;53;2;48;54;43;58;5;10;47;13;22;39;17;42;61;50;64;19;15;33;52;3;41;62;8;18;12;4;23;16;51;40;28;46;14;56;29;25;26;37;24;30;57;32;44;59;9;15;250
15;250;20;27;49;21;60;11;38;35;36;6;1;34;45;55;63;31;7;53;2;48;54;43;58;5;10;47;13;22;39;17;42;61;50;64;19;15;33;52;3;41;62;8;18;12;4;23;16;51;40;28;46;14;56;29;25;26;37;24;30;57;32;44;59;9
20;27;49;21;60;11;38;35;36;6;1;34;45;55;63;31;7;53;2;39;54;43;58;5;10;47;13;22;48;17;42;61;50;64;19;15;33;52;3;41;62;8;18;12;4;23;16;51;40;28;46;14;56;29;25;26;37;24;30;57;32;44;59;9;15;246
15;246;20;27;49;21;60;11;38;35;36;6;1;34;45;55;63;31;7;53;2;39;54;43;58;5;10;47;13;22;48;17;42;61;50;64;19;15;33;52;3;41;62;8;18;12;4;23;16;51;40;28;46;14;56;29;25;26;37;24;30;57;32;44;59;9
20;27;49;21;60;11;38;35;36;6;1;34;45;55;63;22;7;53;2;39;54;43;58;5;10;47;13;31;48;17;42;61;50;64;19;15;33;52;3;41;62;8;18;12;4;23;16;51;40;28;46;14;56;29;25;26;37;24;30;57;32;44;59;9;15;246
15;246;20;27;49;21;60;11;38;35;36;6;1;34;45;55;63;22;7;53;2;39;54;43;58;5;10;47;13;31;48;17;42;61;50;64;19;15;33;52;3;41;62;8;18;12;4;23;16;51;40;28;46;14;56;29;25;26;37;24;30;57;32;44;59;9
20;27;49;21;62;11;38;35;36;6;1;34;45;55;63;22;7;53;2;39;54;43;58;5;10;47;13;31;48;17;42;61;50;64;19;15;33;52;3;41;60;8;18;12;4;23;16;51;40;28;46;14;56;29;25;26;37;24;30;57;32;44;59;9;15;246
15;246;20;27;49;21;62;11;38;35;36;6;1;34;45;55;63;22;7;53;2;39;54;43;58;5;10;47;13;31;48;17;42;61;50;64;19;15;33;52;3;41;60;8;18;12;4;23;16;51;40;28;46;14;56;29;25;26;37;24;30;57;32;44;59;9
20;27;49;21;62;11;38;35;36;6;1;34;45;55;63;22;7;53;2;39;54;43;58;5;10;47;13;31;48;17;42;61;50;64;19;9;33;52;3;41;60;8;18;12;4;23;16;51;40;28;46;14;56;29;25;26;37;24;30;57;32;44;59;15;15;246
15;246;20;27;49;21;62;11;38;35;36;6;1;34;45;55;63;22;7;53;2;39;54;43;58;5;10;47;13;31;48;17;42;61;50;64;19;9;33;52;3;41;60;8;18;12;4;23;16;51;40;28;46;14;56;29;25;26;37;24;30;57;32;44;59;15
20;27;49;21;62;17;38;35;36;6;1;34;45;55;63;22;7;53;2;39;54;43;58;5;10;47;13;31;48;11;42;61;50;64;19;9;33;52;3;41;60;8;18;12;4;23;16;51;40;28;46;14;56;29;25;26;37;24;30;57;32;44;59;15;15;250
15;250;20;27;49;21;62;17;38;35;36;6;1;34;45;55;63;22;7;53;2;39;54;43;58;5;10;47;13;31;48;11;42;61;50;64;19;9;33;52;3;41;60;8;18;12;4;23;16;51;40;28;46;14;56;29;25;26;37;24;30;57;32;44;59;15
20;27;49;21;62;17;38;35;36;6;1;34;45;55;63;22;7;53;2;39;54;43;58;5;10;47;13;31;48;11;42;61;50;64;19;9;33;52;3;41;60;8;18;12;4;23;16;51;32;28;46;14;56;29;25;26;37;24;30;57;40;44;59;15;15;250
15;250;20;27;49;21;62;17;38;35;36;6;1;34;45;55;63;22;7;53;2;39;54;43;58;5;10;47;13;31;48;11;42;61;50;64;19;9;33;52;3;41;60;8;18;12;4;23;16;51;32;28;46;14;56;29;25;26;37;24;30;57;40;44;59;15
20;27;49;21;62;17;38;35;36;6;1;34;45;55;63;22;7;53;2;39;54;47;58;5;10;43;13;31;48;11;42;61;50;64;19;9;33;52;3;41;60;8;18;12;4;23;16;51;32;28;46;14;56;29;25;26;37;24;30;57;40;44;59;15;15;248
15;248;20;27;49;21;62;17;38;35;36;6;1;34;45;55;63;22;7;53;2;39;54;47;58;5;10;43;13;31;48;11;42;61;50;64;19;9;33;52;3;41;60;8;18;12;4;23;16;51;32;28;46;14;56;29;25;26;37;24;30;57;40;44;59;15
20;27;49;21;62;17;38;35;36;6;1;34;45;55;63;22;7;53;2;39;54;47;58;5;10;43;13;31;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;12;4;23;16;8;32;28;46;14;56;29;25;26;37;24;30;57;40;44;59;15;15;248
15;248;20;27;49;21;62;17;38;35;36;6;1;34;45;55;63;22;7;53;2;39;54;47;58;5;10;43;13;31;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;12;4;23;16;8;32;28;46;14;56;29;25;26;37;24;30;57;40;44;59;15
20;27;49;21;62;17;38;35;36;6;1;34;12;55;63;22;7;53;2;39;54;47;58;5;10;43;13;31;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;45;4;23;16;8;32;28;46;14;56;29;25;26;37;24;30;57;40;44;59;15;15;240
15;240;20;27;49;21;62;17;38;35;36;6;1;34;12;55;63;22;7;53;2;39;54;47;58;5;10;43;13;31;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;45;4;23;16;8;32;28;46;14;56;29;25;26;37;24;30;57;40;44;59;15
20;27;49;21;62;17;38;35;36;6;1;34;12;55;63;22;7;53;2;39;54;47;58;5;10;43;13;37;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;45;4;23;16;8;32;28;46;14;56;29;25;26;31;24;30;57;40;44;59;15;15;244
15;244;20;27;49;21;62;17;38;35;36;6;1;34;12;55;63;22;7;53;2;39;54;47;58;5;10;43;13;37;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;45;4;23;16;8;32;28;46;14;56;29;25;26;31;24;30;57;40;44;59;15
20;27;49;21;62;17;38;35;36;6;1;34;55;12;63;22;7;53;2;39;54;47;58;5;10;43;13;37;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;45;4;23;16;8;32;28;46;14;56;29;25;26;31;24;30;57;40;44;59;15;15;264
15;244;20;27;49;21;62;17;38;35;36;6;1;34;12;55;63;22;7;53;2;39;54;47;58;5;10;43;13;37;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;45;4;23;16;8;32;28;46;14;56;29;25;26;31;24;30;57;40;44;59;15
1;27;49;21;62;17;38;35;36;6;20;34;12;55;63;22;7;53;2;39;54;47;58;5;10;43;13;37;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;45;4;23;16;8;32;28;46;14;56;29;25;26;31;24;30;57;40;44;59;15;15;260
15;260;1;27;49;21;62;17;38;35;36;6;20;34;12;55;63;22;7;53;2;39;54;47;58;5;10;43;13;37;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;45;4;23;16;8;32;28;46;14;56;29;25;26;31;24;30;57;40;44;59;15
1;27;49;21;62;17;38;35;36;6;20;34;12;55;63;22;7;53;2;39;54;47;58;5;10;43;13;37;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;45;4;23;15;8;32;28;46;14;56;29;25;26;31;24;30;57;40;44;59;16;15;260
16;260;1;27;49;21;62;17;38;35;36;6;20;34;12;55;63;22;7;53;2;39;54;47;58;5;10;43;13;37;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;45;4;23;15;8;32;28;46;14;56;29;25;26;31;24;30;57;40;44;59;16
1;27;56;21;62;17;38;35;36;6;20;34;12;55;63;22;7;53;2;39;54;47;58;5;10;43;13;37;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;45;4;23;15;8;32;28;46;14;49;29;25;26;31;24;30;57;40;44;59;16;16;262
16;262;1;27;56;21;62;17;38;35;36;6;20;34;12;55;63;22;7;53;2;39;54;47;58;5;10;43;13;37;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;45;4;23;15;8;32;28;46;14;49;29;25;26;31;24;30;57;40;44;59;16
1;27;56;21;24;17;38;35;36;6;20;34;12;55;63;22;7;53;2;39;54;47;58;5;10;43;13;37;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;45;4;23;15;8;32;28;46;14;49;29;25;26;31;62;30;57;40;44;59;16;16;262
16;262;1;27;56;21;24;17;38;35;36;6;20;34;12;55;63;22;7;53;2;39;54;47;58;5;10;43;13;37;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;45;4;23;15;8;32;28;46;14;49;29;25;26;31;62;30;57;40;44;59;16
14;27;56;21;24;17;38;35;36;6;20;34;12;55;63;22;7;53;2;39;54;47;58;5;10;43;13;37;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;45;4;23;15;8;32;28;46;1;49;29;25;26;31;62;30;57;40;44;59;16;16;262
16;262;14;27;56;21;24;17;38;35;36;6;20;34;12;55;63;22;7;53;2;39;54;47;58;5;10;43;13;37;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;45;4;23;15;8;32;28;46;1;49;29;25;26;31;62;30;57;40;44;59;16
14;27;56;21;24;17;53;35;36;6;20;34;12;55;63;22;7;38;2;39;54;47;58;5;10;43;13;37;48;11;42;61;50;64;19;9;33;52;3;41;60;51;18;45;4;23;15;8;32;28;46;1;49;29;25;26;31;62;30;57;40;44;59;16;16;262
