"X1";"X288";"X18";"X49";"X56";"X39";"X25";"X51";"X61";"X19";"X57";"X5";"X34";"X52";"X11";"X60";"X26";"X12";"X33";"X35";"X31";"X21";"X58";"X40";"X45";"X50";"X54";"X13";"X1.1";"X10";"X23";"X32";"X29";"X27";"X16";"X53";"X3";"X37";"X47";"X48";"X44";"X6";"X4";"X59";"X62";"X46";"X15";"X42";"X38";"X30";"X20";"X17";"X7";"X24";"X64";"X22";"X43";"X36";"X2";"X28";"X14";"X63";"X8";"X41";"X55";"X9"
8;264;36;6;46;24;37;7;16;8;34;56;5;18;14;53;25;61;3;23;9;50;55;13;62;43;1;52;54;31;45;11;47;10;48;20;42;59;33;12;29;19;21;38;57;15;44;64;63;28;49;51;39;41;22;4;35;32;40;27;17;58;60;2;26;30
36;6;46;24;37;7;16;8;34;56;5;18;14;53;25;61;3;23;9;50;55;13;62;43;1;52;54;31;45;11;47;10;48;20;42;59;28;12;29;19;21;38;57;15;44;64;63;33;49;51;39;41;22;4;35;32;40;27;17;58;60;2;26;30;8;268
8;268;36;6;46;24;37;7;16;8;34;56;5;18;14;53;25;61;3;23;9;50;55;13;62;43;1;52;54;31;45;11;47;10;48;20;42;59;28;12;29;19;21;38;57;15;44;64;63;33;49;51;39;41;22;4;35;32;40;27;17;58;60;2;26;30
36;6;46;24;37;7;16;8;34;56;5;18;14;53;25;61;3;23;9;50;55;13;62;43;1;52;54;31;45;11;47;10;48;20;42;59;28;12;29;19;21;38;57;15;44;64;63;33;49;51;35;41;22;4;39;32;40;27;17;58;60;2;26;30;8;268
8;268;36;6;46;24;37;7;16;8;34;56;5;18;14;53;25;61;3;23;9;50;55;13;62;43;1;52;54;31;45;11;47;10;48;20;42;59;28;12;29;19;21;38;57;15;44;64;63;33;49;51;35;41;22;4;39;32;40;27;17;58;60;2;26;30
36;6;46;24;37;7;16;8;34;56;5;18;14;53;25;61;3;38;9;50;55;13;62;43;1;52;54;31;45;11;47;10;48;20;42;59;28;12;29;19;21;23;57;15;44;64;63;33;49;51;35;41;22;4;39;32;40;27;17;58;60;2;26;30;8;268
8;268;36;6;46;24;37;7;16;8;34;56;5;18;14;53;25;61;3;38;9;50;55;13;62;43;1;52;54;31;45;11;47;10;48;20;42;59;28;12;29;19;21;23;57;15;44;64;63;33;49;51;35;41;22;4;39;32;40;27;17;58;60;2;26;30
36;6;46;24;37;7;16;8;34;56;5;18;14;53;25;61;3;38;9;50;55;13;62;43;1;52;54;31;45;11;47;10;44;20;42;59;28;12;29;19;21;23;57;15;48;64;63;33;49;51;35;41;22;4;39;32;40;27;17;58;60;2;26;30;8;266
8;266;36;6;46;24;37;7;16;8;34;56;5;18;14;53;25;61;3;38;9;50;55;13;62;43;1;52;54;31;45;11;47;10;44;20;42;59;28;12;29;19;21;23;57;15;48;64;63;33;49;51;35;41;22;4;39;32;40;27;17;58;60;2;26;30
36;6;46;24;37;7;16;8;34;56;5;18;14;53;25;61;3;38;9;50;55;13;62;43;1;52;54;31;45;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;49;51;35;41;22;4;39;32;40;27;17;59;60;2;26;30;8;266
8;266;36;6;46;24;37;7;16;8;34;56;5;18;14;53;25;61;3;38;9;50;55;13;62;43;1;52;54;31;45;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;49;51;35;41;22;4;39;32;40;27;17;59;60;2;26;30
36;6;46;24;37;17;16;8;34;56;5;18;14;53;25;61;3;38;9;50;55;13;62;43;1;52;54;31;45;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;49;51;35;41;22;4;39;32;40;27;7;59;60;2;26;30;8;274
8;274;36;6;46;24;37;17;16;8;34;56;5;18;14;53;25;61;3;38;9;50;55;13;62;43;1;52;54;31;45;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;49;51;35;41;22;4;39;32;40;27;7;59;60;2;26;30
36;6;46;24;37;17;16;8;34;56;5;18;14;53;25;61;3;38;9;50;55;13;62;43;1;52;54;26;45;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;49;51;35;41;22;4;39;32;40;27;7;59;60;2;31;30;8;270
8;270;36;6;46;24;37;17;16;8;34;56;5;18;14;53;25;61;3;38;9;50;55;13;62;43;1;52;54;26;45;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;49;51;35;41;22;4;39;32;40;27;7;59;60;2;31;30
36;6;46;24;37;17;16;8;34;56;5;18;14;53;25;61;3;38;9;50;55;13;62;43;1;52;54;26;49;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;41;22;4;39;32;40;27;7;59;60;2;31;30;8;270
9;270;36;6;46;24;37;17;16;8;34;56;5;18;14;53;25;61;3;38;9;50;55;13;62;43;1;52;54;26;49;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;41;22;4;39;32;40;27;7;59;60;2;31;30
36;6;46;24;37;17;16;8;34;56;5;18;14;53;25;9;3;38;61;50;55;13;62;43;1;52;54;26;49;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;41;22;4;39;32;40;27;7;59;60;2;31;30;9;270
9;270;36;6;46;24;37;17;16;8;34;56;5;18;14;53;25;9;3;38;61;50;55;13;62;43;1;52;54;26;49;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;41;22;4;39;32;40;27;7;59;60;2;31;30
36;6;46;24;37;54;16;8;34;56;5;18;14;53;25;9;3;38;61;50;55;13;62;43;1;52;17;26;49;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;41;22;4;39;32;40;27;7;59;60;2;31;30;9;266
9;266;36;6;46;24;37;54;16;8;34;56;5;18;14;53;25;9;3;38;61;50;55;13;62;43;1;52;17;26;49;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;41;22;4;39;32;40;27;7;59;60;2;31;30
36;6;46;24;37;14;16;8;34;56;5;18;54;53;25;9;3;38;61;50;55;13;62;43;1;52;17;26;49;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;41;22;4;39;32;40;27;7;59;60;2;31;30;9;266
9;266;36;6;46;24;37;14;16;8;34;56;5;18;54;53;25;9;3;38;61;50;55;13;62;43;1;52;17;26;49;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;41;22;4;39;32;40;27;7;59;60;2;31;30
36;6;46;24;37;14;16;8;34;56;5;18;54;53;25;9;3;38;61;50;55;13;62;43;1;52;17;26;49;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;7;59;60;2;31;30;9;266
9;266;36;6;46;24;37;14;16;8;34;56;5;18;54;53;25;9;3;38;61;50;55;13;62;43;1;52;17;26;49;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;7;59;60;2;31;30
36;6;46;24;37;14;16;8;7;56;5;18;54;53;25;9;3;38;61;50;55;13;62;43;1;52;17;26;49;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;60;2;31;30;9;266
9;266;36;6;46;24;37;14;16;8;7;56;5;18;54;53;25;9;3;38;61;50;55;13;62;43;1;52;17;26;49;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;60;2;31;30
36;6;46;24;37;14;16;60;7;56;5;18;54;53;25;9;3;38;61;50;55;13;62;43;1;52;17;26;49;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;2;31;30;9;270
9;270;36;6;46;24;37;14;16;60;7;56;5;18;54;53;25;9;3;38;61;50;55;13;62;43;1;52;17;26;49;11;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;2;31;30
36;6;46;24;37;14;16;60;7;56;5;18;54;53;25;9;3;38;61;50;55;13;62;43;1;52;17;11;49;26;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;2;31;30;9;270
9;270;36;6;46;24;37;14;16;60;7;56;5;18;54;53;25;9;3;38;61;50;55;13;62;43;1;52;17;11;49;26;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;2;31;30
36;6;46;24;37;14;16;60;7;56;5;18;13;53;25;9;3;38;61;50;55;54;62;43;1;52;17;11;49;26;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;2;31;30;9;266
9;266;36;6;46;24;37;14;16;60;7;56;5;18;13;53;25;9;3;38;61;50;55;54;62;43;1;52;17;11;49;26;47;10;44;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;2;31;30
36;6;46;24;37;14;16;60;7;56;5;18;13;53;44;9;3;38;61;50;55;54;62;43;1;52;17;11;49;26;47;10;25;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;2;31;30;9;274
9;274;36;6;46;24;37;14;16;60;7;56;5;18;13;53;44;9;3;38;61;50;55;54;62;43;1;52;17;11;49;26;47;10;25;20;42;58;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;2;31;30
36;6;46;24;37;14;16;60;7;56;5;18;13;53;44;9;3;38;61;50;55;54;62;43;1;52;17;11;49;26;47;10;25;58;42;20;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;2;31;30;9;274
9;274;36;6;46;24;37;14;16;60;7;56;5;18;13;53;44;9;3;38;61;50;55;54;62;43;1;52;17;11;49;26;47;10;25;58;42;20;28;12;29;19;21;23;57;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;2;31;30
21;6;46;24;37;14;16;60;7;56;5;18;13;53;44;9;3;38;61;50;55;54;62;43;1;52;17;11;49;26;47;10;25;58;42;20;28;12;29;19;36;23;57;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;2;31;30;9;274
9;274;21;6;46;24;37;14;16;60;7;56;5;18;13;53;44;9;3;38;61;50;55;54;62;43;1;52;17;11;49;26;47;10;25;58;42;20;28;12;29;19;36;23;57;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;2;31;30
21;6;46;24;37;57;16;60;7;56;5;18;13;53;44;9;3;38;61;50;55;54;62;43;1;52;17;11;49;26;47;10;25;58;42;20;28;12;29;19;36;23;14;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;2;31;30;9;270
9;270;21;6;46;24;37;57;16;60;7;56;5;18;13;53;44;9;3;38;61;50;55;54;62;43;1;52;17;11;49;26;47;10;25;58;42;20;28;12;29;19;36;23;14;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;2;31;30
21;6;46;24;37;57;16;60;7;56;5;18;13;53;44;9;3;38;61;50;55;54;62;43;1;52;17;11;49;26;47;36;25;58;42;20;28;12;29;19;10;23;14;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;2;31;30;9;272
9;272;21;6;46;24;37;57;16;60;7;56;5;18;13;53;44;9;3;38;61;50;55;54;62;43;1;52;17;11;49;26;47;36;25;58;42;20;28;12;29;19;10;23;14;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;2;31;30
21;6;46;24;37;57;16;60;7;56;5;18;13;53;44;9;2;38;61;50;55;54;62;43;1;52;17;11;49;26;47;36;25;58;42;20;28;12;29;19;10;23;14;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;3;31;30;9;276
9;276;21;6;46;24;37;57;16;60;7;56;5;18;13;53;44;9;2;38;61;50;55;54;62;43;1;52;17;11;49;26;47;36;25;58;42;20;28;12;29;19;10;23;14;15;48;64;63;33;45;51;35;32;22;4;39;41;40;27;34;59;8;3;31;30
21;6;46;24;37;57;16;60;7;56;5;18;13;53;44;9;2;38;61;50;55;54;62;43;1;52;17;11;49;26;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;63;33;45;51;35;32;22;4;39;41;40;25;34;59;8;3;31;30;9;278
9;278;21;6;46;24;37;57;16;60;7;56;5;18;13;53;44;9;2;38;61;50;55;54;62;43;1;52;17;11;49;26;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;63;33;45;51;35;32;22;4;39;41;40;25;34;59;8;3;31;30
21;6;46;24;37;57;16;60;7;13;5;18;56;53;44;9;2;38;61;50;55;54;62;43;1;52;17;11;49;26;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;63;33;45;51;35;32;22;4;39;41;40;25;34;59;8;3;31;30;9;290
9;290;21;6;46;24;37;57;16;60;7;13;5;18;56;53;44;9;2;38;61;50;55;54;62;43;1;52;17;11;49;26;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;63;33;45;51;35;32;22;4;39;41;40;25;34;59;8;3;31;30
21;6;46;24;37;57;16;60;7;13;5;18;56;53;44;9;2;38;61;50;55;54;62;43;1;52;17;11;49;26;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;3;33;45;51;35;32;22;4;39;41;40;25;34;59;8;63;31;30;9;290
9;290;21;6;46;24;37;57;16;60;7;13;5;18;56;53;44;9;2;38;61;50;55;54;62;43;1;52;17;11;49;26;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;3;33;45;51;35;32;22;4;39;41;40;25;34;59;8;63;31;30
21;6;46;24;37;57;16;60;7;62;5;18;56;53;44;9;2;38;61;50;55;54;13;43;1;52;17;11;49;26;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;3;33;45;51;35;32;22;4;39;41;40;25;34;59;8;63;31;30;9;274
9;274;21;6;46;24;37;57;16;60;7;62;5;18;56;53;44;9;2;38;61;50;55;54;13;43;1;52;17;11;49;26;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;3;33;45;51;35;32;22;4;39;41;40;25;34;59;8;63;31;30
21;6;46;24;11;57;16;60;7;62;5;18;56;53;44;9;2;38;61;50;55;54;13;43;1;52;17;37;49;26;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;3;33;45;51;35;32;22;4;39;41;40;25;34;59;8;63;31;30;9;278
9;278;21;6;46;24;11;57;16;60;7;62;5;18;56;53;44;9;2;38;61;50;55;54;13;43;1;52;17;37;49;26;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;3;33;45;51;35;32;22;4;39;41;40;25;34;59;8;63;31;30
21;6;46;24;11;57;16;60;7;62;5;18;56;53;44;9;2;38;61;50;55;54;13;43;1;52;17;37;49;41;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;3;33;45;51;35;32;22;4;39;26;40;25;34;59;8;63;31;30;9;270
10;270;21;6;46;24;11;57;16;60;7;62;5;18;56;53;44;9;2;38;61;50;55;54;13;43;1;52;17;37;49;41;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;3;33;45;51;35;32;22;4;39;26;40;25;34;59;8;63;31;30
21;6;46;24;11;57;16;60;7;62;5;18;61;53;44;9;2;38;56;50;55;54;13;43;1;52;17;37;49;41;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;3;33;45;51;35;32;22;4;39;26;40;25;34;59;8;63;31;30;10;274
10;274;21;6;46;24;11;57;16;60;7;62;5;18;61;53;44;9;2;38;56;50;55;54;13;43;1;52;17;37;49;41;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;3;33;45;51;35;32;22;4;39;26;40;25;34;59;8;63;31;30
21;6;46;24;11;57;16;60;7;62;5;18;61;53;44;9;2;38;56;50;59;54;13;43;1;52;17;37;49;41;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;3;33;45;51;35;32;22;4;39;26;40;25;34;55;8;63;31;30;10;274
10;274;21;6;46;24;11;57;16;60;7;62;5;18;61;53;44;9;2;38;56;50;59;54;13;43;1;52;17;37;49;41;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;3;33;45;51;35;32;22;4;39;26;40;25;34;55;8;63;31;30
21;6;46;24;11;59;16;60;7;62;5;18;61;53;44;9;2;38;56;50;57;54;13;43;1;52;17;37;49;41;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;3;33;45;51;35;32;22;4;39;26;40;25;34;55;8;63;31;30;10;270
10;270;21;6;46;24;11;59;16;60;7;62;5;18;61;53;44;9;2;38;56;50;57;54;13;43;1;52;17;37;49;41;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;3;33;45;51;35;32;22;4;39;26;40;25;34;55;8;63;31;30
21;6;46;24;11;59;16;60;7;62;5;18;61;53;44;9;2;38;56;50;57;54;34;43;1;52;17;37;49;41;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;3;33;45;51;35;32;22;4;39;26;40;25;13;55;8;63;31;30;10;270
10;270;21;6;46;24;11;59;16;60;7;62;5;18;61;53;44;9;2;38;56;50;57;54;34;43;1;52;17;37;49;41;47;36;27;58;42;20;28;12;29;19;10;23;14;15;48;64;3;33;45;51;35;32;22;4;39;26;40;25;13;55;8;63;31;30
21;6;46;24;11;59;16;60;7;62;5;18;61;53;44;9;2;38;56;50;57;54;34;43;1;52;17;37;49;41;47;36;27;58;42;20;51;12;29;19;10;23;14;15;48;64;3;33;45;28;35;32;22;4;39;26;40;25;13;55;8;63;31;30;10;270
10;270;21;6;46;24;11;59;16;60;7;62;5;18;61;53;44;9;2;38;56;50;57;54;34;43;1;52;17;37;49;41;47;36;27;58;42;20;51;12;29;19;10;23;14;15;48;64;3;33;45;28;35;32;22;4;39;26;40;25;13;55;8;63;31;30
21;6;46;24;11;59;16;38;7;62;5;18;61;53;44;9;2;60;56;50;57;54;34;43;1;52;17;37;49;41;47;36;27;58;42;20;51;12;29;19;10;23;14;15;48;64;3;33;45;28;35;32;22;4;39;26;40;25;13;55;8;63;31;30;10;274
10;274;21;6;46;24;11;59;16;38;7;62;5;18;61;53;44;9;2;60;56;50;57;54;34;43;1;52;17;37;49;41;47;36;27;58;42;20;51;12;29;19;10;23;14;15;48;64;3;33;45;28;35;32;22;4;39;26;40;25;13;55;8;63;31;30
21;6;46;24;11;59;16;38;7;3;5;18;61;53;44;9;2;60;56;50;57;54;34;43;1;52;17;37;49;41;47;36;27;58;42;20;51;12;29;19;10;23;14;15;48;64;62;33;45;28;35;32;22;4;39;26;40;25;13;55;8;63;31;30;10;282
10;282;21;6;46;24;11;59;16;38;7;3;5;18;61;53;44;9;2;60;56;50;57;54;34;43;1;52;17;37;49;41;47;36;27;58;42;20;51;12;29;19;10;23;14;15;48;64;62;33;45;28;35;32;22;4;39;26;40;25;13;55;8;63;31;30
21;6;46;24;11;59;16;38;7;3;5;18;61;53;44;9;2;60;20;50;57;54;34;43;1;52;17;37;49;41;47;36;27;58;42;56;51;12;29;19;10;23;14;15;48;64;62;33;45;28;35;32;22;4;39;26;40;25;13;55;8;63;31;30;10;286
10;286;21;6;46;24;11;59;16;38;7;3;5;18;61;53;44;9;2;60;20;50;57;54;34;43;1;52;17;37;49;41;47;36;27;58;42;56;51;12;29;19;10;23;14;15;48;64;62;33;45;28;35;32;22;4;39;26;40;25;13;55;8;63;31;30
21;49;46;24;11;59;16;38;7;3;5;18;61;53;44;9;2;60;20;50;57;54;34;43;1;52;17;37;6;41;47;36;27;58;42;56;51;12;29;19;10;23;14;15;48;64;62;33;45;28;35;32;22;4;39;26;40;25;13;55;8;63;31;30;10;286
10;286;21;49;46;24;11;59;16;38;7;3;5;18;61;53;44;9;2;60;20;50;57;54;34;43;1;52;17;37;6;41;47;36;27;58;42;56;51;12;29;19;10;23;14;15;48;64;62;33;45;28;35;32;22;4;39;26;40;25;13;55;8;63;31;30
21;8;46;24;11;59;16;38;7;3;5;18;61;53;44;9;2;60;20;50;57;54;34;43;1;52;17;37;6;41;47;36;27;58;42;56;51;12;29;19;10;23;14;15;48;64;62;33;45;28;35;32;22;4;39;26;40;25;13;55;49;63;31;30;10;286
10;286;21;8;46;24;11;59;16;38;7;3;5;18;61;53;44;9;2;60;20;50;57;54;34;43;1;52;17;37;6;41;47;36;27;58;42;56;51;12;29;19;10;23;14;15;48;64;62;33;45;28;35;32;22;4;39;26;40;25;13;55;49;63;31;30
21;8;46;24;11;59;16;38;7;3;5;18;61;53;44;9;2;60;20;50;57;54;34;43;1;52;17;37;6;41;47;36;27;58;42;56;51;12;29;19;10;33;14;15;48;64;62;23;45;28;35;32;22;4;39;26;40;25;13;55;49;63;31;30;10;286
10;286;21;8;46;24;11;59;16;38;7;3;5;18;61;53;44;9;2;60;20;50;57;54;34;43;1;52;17;37;6;41;47;36;27;58;42;56;51;12;29;19;10;33;14;15;48;64;62;23;45;28;35;32;22;4;39;26;40;25;13;55;49;63;31;30
21;8;46;24;11;59;16;38;7;3;5;18;61;53;44;9;2;60;20;50;57;54;34;43;1;52;17;37;6;41;47;36;27;58;42;56;51;12;29;19;10;33;55;15;48;64;62;23;45;28;35;32;22;4;39;26;40;25;13;14;49;63;31;30;10;286
10;286;21;8;46;24;11;59;16;38;7;3;5;18;61;53;44;9;2;60;20;50;57;54;34;43;1;52;17;37;6;41;47;36;27;58;42;56;51;12;29;19;10;33;55;15;48;64;62;23;45;28;35;32;22;4;39;26;40;25;13;14;49;63;31;30
21;8;46;24;11;59;16;38;7;3;5;18;61;53;44;9;2;60;20;50;57;31;34;43;1;52;17;37;6;41;47;36;27;58;42;56;51;12;29;19;10;33;55;15;48;64;62;23;45;28;35;32;22;4;39;26;40;25;13;14;49;63;54;30;10;290
10;290;21;8;46;24;11;59;16;38;7;3;5;18;61;53;44;9;2;60;20;50;57;31;34;43;1;52;17;37;6;41;47;36;27;58;42;56;51;12;29;19;10;33;55;15;48;64;62;23;45;28;35;32;22;4;39;26;40;25;13;14;49;63;54;30
21;8;46;24;11;59;16;38;7;3;5;18;61;53;44;9;2;60;20;50;57;31;34;43;1;52;17;37;6;41;47;36;27;58;42;56;51;12;29;19;10;33;55;15;48;64;62;23;45;28;35;32;22;4;39;26;30;25;13;14;49;63;54;40;10;290
10;290;21;8;46;24;11;59;16;38;7;3;5;18;61;53;44;9;2;60;20;50;57;31;34;43;1;52;17;37;6;41;47;36;27;58;42;56;51;12;29;19;10;33;55;15;48;64;62;23;45;28;35;32;22;4;39;26;30;25;13;14;49;63;54;40
21;8;46;24;11;59;16;38;7;3;5;18;61;53;44;9;62;60;20;50;57;31;34;43;1;52;17;37;6;41;47;36;27;58;42;56;51;12;29;19;10;33;55;15;48;64;2;23;45;28;35;32;22;4;39;26;30;25;13;14;49;63;54;40;10;290
10;290;21;8;46;24;11;59;16;38;7;3;5;18;61;53;44;9;62;60;20;50;57;31;34;43;1;52;17;37;6;41;47;36;27;58;42;56;51;12;29;19;10;33;55;15;48;64;2;23;45;28;35;32;22;4;39;26;30;25;13;14;49;63;54;40
21;8;46;24;11;59;51;38;7;3;5;18;61;53;44;9;62;60;20;50;57;31;34;43;1;52;17;37;6;41;47;36;27;58;42;56;16;12;29;19;10;33;55;15;48;64;2;23;45;28;35;32;22;4;39;26;30;25;13;14;49;63;54;40;10;290
10;290;21;8;46;24;11;59;51;38;7;3;5;18;61;53;44;9;62;60;20;50;57;31;34;43;1;52;17;37;6;41;47;36;27;58;42;56;16;12;29;19;10;33;55;15;48;64;2;23;45;28;35;32;22;4;39;26;30;25;13;14;49;63;54;40
21;8;46;24;11;59;51;38;7;3;5;18;61;53;44;49;62;60;20;50;57;31;34;43;1;52;17;37;6;41;47;36;27;58;42;56;16;12;29;19;10;33;55;15;48;64;2;23;45;28;35;32;22;4;39;26;30;25;13;14;9;63;54;40;10;290
10;290;21;8;46;24;11;59;51;38;7;3;5;18;61;53;44;49;62;60;20;50;57;31;34;43;1;52;17;37;6;41;47;36;27;58;42;56;16;12;29;19;10;33;55;15;48;64;2;23;45;28;35;32;22;4;39;26;30;25;13;14;9;63;54;40
21;8;46;59;11;24;51;38;7;3;5;18;61;53;44;49;62;60;20;50;57;31;34;43;1;52;17;37;6;41;47;36;27;58;42;56;16;12;29;19;10;33;55;15;48;64;2;23;45;28;35;32;22;4;39;26;30;25;13;14;9;63;54;40;10;278
10;278;21;8;46;59;11;24;51;38;7;3;5;18;61;53;44;49;62;60;20;50;57;31;34;43;1;52;17;37;6;41;47;36;27;58;42;56;16;12;29;19;10;33;55;15;48;64;2;23;45;28;35;32;22;4;39;26;30;25;13;14;9;63;54;40
21;8;46;59;11;9;51;38;7;3;5;18;61;53;44;49;62;60;20;50;57;31;34;43;1;52;17;37;6;41;47;36;27;58;42;56;16;12;29;19;10;33;55;15;48;64;2;23;45;28;35;32;22;4;39;26;30;25;13;14;24;63;54;40;10;290
10;290;21;8;46;59;11;9;51;38;7;3;5;18;61;53;44;49;62;60;20;50;57;31;34;43;1;52;17;37;6;41;47;36;27;58;42;56;16;12;29;19;10;33;55;15;48;64;2;23;45;28;35;32;22;4;39;26;30;25;13;14;24;63;54;40
21;8;46;59;11;9;51;38;7;3;5;18;61;53;44;49;62;60;20;50;57;31;34;43;1;52;17;37;22;41;47;36;27;58;42;56;16;12;29;19;10;33;55;15;48;64;2;23;45;28;35;32;6;4;39;26;30;25;13;14;24;63;54;40;10;290
11;290;21;8;46;59;11;9;51;38;7;3;5;18;61;53;44;49;62;60;20;50;57;31;34;43;1;52;17;37;22;41;47;36;27;58;42;56;16;12;29;19;10;33;55;15;48;64;2;23;45;28;35;32;6;4;39;26;30;25;13;14;24;63;54;40
21;8;46;59;11;9;51;38;7;3;5;18;61;53;44;49;62;60;20;50;57;31;34;43;1;52;17;37;22;41;47;36;27;58;42;56;16;12;10;19;29;33;55;15;48;64;2;23;45;28;35;32;6;4;39;26;30;25;13;14;24;63;54;40;11;296
11;296;21;8;46;59;11;9;51;38;7;3;5;18;61;53;44;49;62;60;20;50;57;31;34;43;1;52;17;37;22;41;47;36;27;58;42;56;16;12;10;19;29;33;55;15;48;64;2;23;45;28;35;32;6;4;39;26;30;25;13;14;24;63;54;40
21;8;40;59;11;9;51;38;7;3;5;18;61;53;44;49;62;60;20;50;57;31;34;43;1;52;17;37;22;41;47;36;27;58;42;56;16;12;10;19;29;33;55;15;48;64;2;23;45;28;35;32;6;4;39;26;30;25;13;14;24;63;54;46;11;300
11;300;21;8;40;59;11;9;51;38;7;3;5;18;61;53;44;49;62;60;20;50;57;31;34;43;1;52;17;37;22;41;47;36;27;58;42;56;16;12;10;19;29;33;55;15;48;64;2;23;45;28;35;32;6;4;39;26;30;25;13;14;24;63;54;46
21;8;40;59;11;9;51;38;7;3;5;32;61;53;44;49;62;60;20;50;57;31;34;43;1;52;17;37;22;41;47;36;27;58;42;56;16;12;10;19;29;33;55;15;48;64;2;23;45;28;35;18;6;4;39;26;30;25;13;14;24;63;54;46;11;300
11;300;21;8;40;59;11;9;51;38;7;3;5;32;61;53;44;49;62;60;20;50;57;31;34;43;1;52;17;37;22;41;47;36;27;58;42;56;16;12;10;19;29;33;55;15;48;64;2;23;45;28;35;18;6;4;39;26;30;25;13;14;24;63;54;46
21;8;40;59;11;9;51;38;7;3;5;32;61;53;44;49;62;60;20;50;57;31;34;43;1;52;17;37;22;41;47;36;27;58;42;12;16;56;10;19;29;33;55;15;48;64;2;23;45;28;35;18;6;4;39;26;30;25;13;14;24;63;54;46;11;300
