"X1";"X27336";"X17";"X10";"X22";"X23";"X16";"X31";"X20";"X11";"X8";"X4";"X19";"X26";"X27";"X24";"X32";"X1.1";"X9";"X5";"X6";"X21";"X14";"X18";"X2";"X28";"X15";"X7";"X25";"X29";"X13";"X30";"X12";"X3"
35;27840;7;22;13;19;31;17;16;24;27;3;15;2;6;1;29;14;9;23;28;20;5;11;4;18;26;8;10;12;25;30;32;21
7;22;13;19;31;17;16;29;27;3;15;2;6;1;24;14;9;23;28;20;5;11;4;18;26;8;10;12;25;30;32;21;35;27740
35;27740;7;22;13;19;31;17;16;29;27;3;15;2;6;1;24;14;9;23;28;20;5;11;4;18;26;8;10;12;25;30;32;21
7;22;13;19;31;17;16;29;27;3;15;8;6;1;24;14;9;23;28;20;5;11;4;18;26;2;10;12;25;30;32;21;35;27500
35;27500;7;22;13;19;31;17;16;29;27;3;15;8;6;1;24;14;9;23;28;20;5;11;4;18;26;2;10;12;25;30;32;21
7;22;13;19;31;17;16;29;27;3;15;8;6;1;24;14;9;23;28;26;5;11;4;18;20;2;10;12;25;30;32;21;35;26580
36;26580;7;22;13;19;31;17;16;29;27;3;15;8;6;1;24;14;9;23;28;26;5;11;4;18;20;2;10;12;25;30;32;21
7;22;13;19;31;17;15;29;27;3;16;8;6;1;24;14;9;23;28;26;5;11;4;18;20;2;10;12;25;30;32;21;36;26320
36;26320;7;22;13;19;31;17;15;29;27;3;16;8;6;1;24;14;9;23;28;26;5;11;4;18;20;2;10;12;25;30;32;21
7;22;13;19;18;17;15;29;27;3;16;8;6;1;24;14;9;23;28;26;5;11;4;31;20;2;10;12;25;30;32;21;36;26600
36;26600;7;22;13;19;18;17;15;29;27;3;16;8;6;1;24;14;9;23;28;26;5;11;4;31;20;2;10;12;25;30;32;21
7;22;13;19;18;17;15;29;27;3;16;8;6;1;24;14;9;23;28;26;5;11;4;31;20;2;12;10;25;30;32;21;36;26520
36;26520;7;22;13;19;18;17;15;29;27;3;16;8;6;1;24;14;9;23;28;26;5;11;4;31;20;2;12;10;25;30;32;21
7;22;13;19;18;17;15;29;27;24;16;8;6;1;3;14;9;23;28;26;5;11;4;31;20;2;12;10;25;30;32;21;36;26448
36;26448;7;22;13;19;18;17;15;29;27;24;16;8;6;1;3;14;9;23;28;26;5;11;4;31;20;2;12;10;25;30;32;21
7;22;13;19;18;17;15;29;27;24;16;8;6;1;23;14;9;3;28;26;5;11;4;31;20;2;12;10;25;30;32;21;36;25804
36;25804;7;22;13;19;18;17;15;29;27;24;16;8;6;1;23;14;9;3;28;26;5;11;4;31;20;2;12;10;25;30;32;21
7;22;13;19;18;17;15;29;27;24;16;8;6;1;23;14;9;11;28;26;5;3;4;31;20;2;12;10;25;30;32;21;36;25924
36;25924;7;22;13;19;18;17;15;29;27;24;16;8;6;1;23;14;9;11;28;26;5;3;4;31;20;2;12;10;25;30;32;21
7;22;13;19;18;17;15;29;27;24;16;8;12;1;23;14;9;11;28;26;5;3;4;31;20;2;6;10;25;30;32;21;36;26084
36;26084;7;22;13;19;18;17;15;29;27;24;16;8;12;1;23;14;9;11;28;26;5;3;4;31;20;2;6;10;25;30;32;21
7;22;13;19;18;17;15;29;28;24;16;8;12;1;23;14;9;11;27;26;5;3;4;31;20;2;6;10;25;30;32;21;36;26224
36;26224;7;22;13;19;18;17;15;29;28;24;16;8;12;1;23;14;9;11;27;26;5;3;4;31;20;2;6;10;25;30;32;21
7;22;13;19;18;17;15;29;28;24;16;8;12;1;23;14;9;11;27;26;5;21;4;31;20;2;6;10;25;30;32;3;36;26422
36;26422;7;22;13;19;18;17;15;29;28;24;16;8;12;1;23;14;9;11;27;26;5;21;4;31;20;2;6;10;25;30;32;3
7;22;13;19;18;17;15;29;28;24;16;5;12;1;23;14;9;11;27;26;8;21;4;31;20;2;6;10;25;30;32;3;36;26602
36;26602;7;22;13;19;18;17;15;29;28;24;16;5;12;1;23;14;9;11;27;26;8;21;4;31;20;2;6;10;25;30;32;3
7;22;14;19;18;17;15;29;28;24;16;5;12;1;23;13;9;11;27;26;8;21;4;31;20;2;6;10;25;30;32;3;36;26702
36;26702;7;22;14;19;18;17;15;29;28;24;16;5;12;1;23;13;9;11;27;26;8;21;4;31;20;2;6;10;25;30;32;3
7;22;14;19;18;17;15;29;28;24;16;5;12;1;23;13;9;11;27;26;4;21;8;31;20;2;6;10;25;30;32;3;36;26782
36;26782;7;22;14;19;18;17;15;29;28;24;16;5;12;1;23;13;9;11;27;26;4;21;8;31;20;2;6;10;25;30;32;3
7;22;14;19;3;17;15;29;28;24;16;5;12;1;23;13;9;11;27;26;4;21;8;31;20;2;6;10;25;30;32;18;36;26732
36;26732;7;22;14;19;3;17;15;29;28;24;16;5;12;1;23;13;9;11;27;26;4;21;8;31;20;2;6;10;25;30;32;18
7;22;14;19;3;17;15;29;28;24;16;5;12;21;23;13;9;11;27;26;4;1;8;31;20;2;6;10;25;30;32;18;36;27142
36;27142;7;22;14;19;3;17;15;29;28;24;16;5;12;21;23;13;9;11;27;26;4;1;8;31;20;2;6;10;25;30;32;18
7;22;14;19;3;17;15;29;28;24;16;5;12;21;23;13;9;11;27;26;4;1;8;31;20;18;6;10;25;30;32;2;36;26958
36;26958;7;22;14;19;3;17;15;29;28;24;16;5;12;21;23;13;9;11;27;26;4;1;8;31;20;18;6;10;25;30;32;2
7;22;25;19;3;17;15;29;28;24;16;5;12;21;23;13;9;11;27;26;4;1;8;31;20;18;6;10;14;30;32;2;36;26702
36;26702;7;22;25;19;3;17;15;29;28;24;16;5;12;21;23;13;9;11;27;26;4;1;8;31;20;18;6;10;14;30;32;2
7;28;25;19;3;17;15;29;22;24;16;5;12;21;23;13;9;11;27;26;4;1;8;31;20;18;6;10;14;30;32;2;36;27382
36;26702;7;22;25;19;3;17;15;29;28;24;16;5;12;21;23;13;9;11;27;26;4;1;8;31;20;18;6;10;14;30;32;2
7;22;25;19;3;17;15;29;28;24;16;5;12;21;23;13;9;11;2;26;4;1;8;31;20;18;6;10;14;30;32;27;36;26650
36;26650;7;22;25;19;3;17;15;29;28;24;16;5;12;21;23;13;9;11;2;26;4;1;8;31;20;18;6;10;14;30;32;27
7;22;25;19;3;17;15;29;16;24;28;5;12;21;23;13;9;11;2;26;4;1;8;31;20;18;6;10;14;30;32;27;36;26304
36;26304;7;22;25;19;3;17;15;29;16;24;28;5;12;21;23;13;9;11;2;26;4;1;8;31;20;18;6;10;14;30;32;27
7;22;25;19;1;17;15;29;16;24;28;5;12;21;23;13;9;11;2;26;4;3;8;31;20;18;6;10;14;30;32;27;36;26144
37;26144;7;22;25;19;1;17;15;29;16;24;28;5;12;21;23;13;9;11;2;26;4;3;8;31;20;18;6;10;14;30;32;27
7;22;25;19;4;17;15;29;16;24;28;5;12;21;23;13;9;11;2;26;1;3;8;31;20;18;6;10;14;30;32;27;37;26744
37;26744;7;22;25;19;4;17;15;29;16;24;28;5;12;21;23;13;9;11;2;26;1;3;8;31;20;18;6;10;14;30;32;27
7;22;25;19;4;17;15;29;16;24;28;5;12;21;23;13;9;26;2;11;1;3;8;31;20;18;6;10;14;30;32;27;37;26254
37;26254;7;22;25;19;4;17;15;29;16;24;28;5;12;21;23;13;9;26;2;11;1;3;8;31;20;18;6;10;14;30;32;27
7;22;25;19;4;17;15;29;16;24;28;5;12;31;23;13;9;26;2;11;1;3;8;21;20;18;6;10;14;30;32;27;37;26214
37;26214;7;22;25;19;4;17;15;29;16;24;28;5;12;31;23;13;9;26;2;11;1;3;8;21;20;18;6;10;14;30;32;27
7;22;25;19;29;17;15;4;16;24;28;5;12;31;23;13;9;26;2;11;1;3;8;21;20;18;6;10;14;30;32;27;37;25924
37;25924;7;22;25;19;29;17;15;4;16;24;28;5;12;31;23;13;9;26;2;11;1;3;8;21;20;18;6;10;14;30;32;27
7;22;25;19;29;17;15;4;16;24;28;5;23;31;12;13;9;26;2;11;1;3;8;21;20;18;6;10;14;30;32;27;37;27806
37;27806;7;22;25;19;29;17;15;4;16;24;28;5;23;31;12;13;9;26;2;11;1;3;8;21;20;18;6;10;14;30;32;27
7;22;25;8;29;17;15;4;16;24;28;5;23;31;12;13;9;26;2;11;1;3;19;21;20;18;6;10;14;30;32;27;37;27582
37;27582;7;22;25;8;29;17;15;4;16;24;28;5;23;31;12;13;9;26;2;11;1;3;19;21;20;18;6;10;14;30;32;27
13;22;25;8;29;17;15;4;16;24;28;5;23;31;12;7;9;26;2;11;1;3;19;21;20;18;6;10;14;30;32;27;37;27542
37;27542;13;22;25;8;29;17;15;4;16;24;28;5;23;31;12;7;9;26;2;11;1;3;19;21;20;18;6;10;14;30;32;27
13;22;25;8;29;17;15;4;16;24;28;5;23;31;12;7;9;26;19;11;1;3;2;21;20;18;6;10;14;30;32;27;37;27264
37;27264;13;22;25;8;29;17;15;4;16;24;28;5;23;31;12;7;9;26;19;11;1;3;2;21;20;18;6;10;14;30;32;27
13;22;25;8;29;17;15;4;16;24;28;5;19;31;12;7;9;26;23;11;1;3;2;21;20;18;6;10;14;30;32;27;37;27784
37;27784;13;22;25;8;29;17;15;4;16;24;28;5;19;31;12;7;9;26;23;11;1;3;2;21;20;18;6;10;14;30;32;27
29;22;25;8;13;17;15;4;16;24;28;5;19;31;12;7;9;26;23;11;1;3;2;21;20;18;6;10;14;30;32;27;37;27830
37;27830;29;22;25;8;13;17;15;4;16;24;28;5;19;31;12;7;9;26;23;11;1;3;2;21;20;18;6;10;14;30;32;27
29;22;25;11;13;17;15;4;16;24;28;5;19;31;12;7;9;26;23;8;1;3;2;21;20;18;6;10;14;30;32;27;37;27750
37;27750;29;22;25;11;13;17;15;4;16;24;28;5;19;31;12;7;9;26;23;8;1;3;2;21;20;18;6;10;14;30;32;27
29;22;25;11;13;17;15;4;16;24;28;5;19;31;12;7;9;26;27;8;1;3;2;21;20;18;6;10;14;30;32;23;37;27710
37;27710;29;22;25;11;13;17;15;4;16;24;28;5;19;31;12;7;9;26;27;8;1;3;2;21;20;18;6;10;14;30;32;23
29;22;25;11;13;17;15;4;16;24;28;5;19;31;12;7;14;26;27;8;1;3;2;21;20;18;6;10;9;30;32;23;37;27510
37;27510;29;22;25;11;13;17;15;4;16;24;28;5;19;31;12;7;14;26;27;8;1;3;2;21;20;18;6;10;9;30;32;23
29;22;25;11;13;17;15;4;2;24;28;5;19;31;12;7;14;26;27;8;1;3;16;21;20;18;6;10;9;30;32;23;37;28110
37;28110;29;22;25;11;13;17;15;4;2;24;28;5;19;31;12;7;14;26;27;8;1;3;16;21;20;18;6;10;9;30;32;23
29;22;25;11;13;17;2;4;15;24;28;5;19;31;12;7;14;26;27;8;1;3;16;21;20;18;6;10;9;30;32;23;37;27870
37;27870;29;22;25;11;13;17;2;4;15;24;28;5;19;31;12;7;14;26;27;8;1;3;16;21;20;18;6;10;9;30;32;23
29;22;25;11;24;17;2;4;15;13;28;5;19;31;12;7;14;26;27;8;1;3;16;21;20;18;6;10;9;30;32;23;37;27258
37;27258;29;22;25;11;24;17;2;4;15;13;28;5;19;31;12;7;14;26;27;8;1;3;16;21;20;18;6;10;9;30;32;23
29;22;25;11;24;17;2;4;15;13;28;5;19;31;12;7;9;26;27;8;1;3;16;21;20;18;6;10;14;30;32;23;37;27218
37;27218;29;22;25;11;24;17;2;4;15;13;28;5;19;31;12;7;9;26;27;8;1;3;16;21;20;18;6;10;14;30;32;23
29;22;25;11;24;17;2;4;15;13;28;5;19;31;12;7;9;26;27;8;1;3;18;21;20;16;6;10;14;30;32;23;37;28040
37;28040;29;22;25;11;24;17;2;4;15;13;28;5;19;31;12;7;9;26;27;8;1;3;18;21;20;16;6;10;14;30;32;23
29;22;25;11;24;17;2;4;15;13;28;5;19;31;12;7;9;26;27;8;1;3;18;21;30;16;6;10;14;20;32;23;37;27880
37;27880;29;22;25;11;24;17;2;4;15;13;28;5;19;31;12;7;9;26;27;8;1;3;18;21;30;16;6;10;14;20;32;23
29;22;18;11;24;17;2;4;15;13;28;5;19;31;12;7;9;26;27;8;1;3;25;21;30;16;6;10;14;20;32;23;37;28000
38;28000;29;22;18;11;24;17;2;4;15;13;28;5;19;31;12;7;9;26;27;8;1;3;25;21;30;16;6;10;14;20;32;23
29;22;18;11;24;17;2;4;15;13;28;32;19;31;12;7;9;26;27;8;1;3;25;21;30;16;6;10;14;20;5;23;38;28032
38;28032;29;22;18;11;24;17;2;4;15;13;28;32;19;31;12;7;9;26;27;8;1;3;25;21;30;16;6;10;14;20;5;23
29;22;18;11;24;17;2;4;15;13;28;32;19;31;12;23;9;26;27;8;1;3;25;21;30;16;6;10;14;20;5;7;38;27756
38;27756;29;22;18;11;24;17;2;4;15;13;28;32;19;31;12;23;9;26;27;8;1;3;25;21;30;16;6;10;14;20;5;7
29;22;18;11;24;17;2;4;15;13;28;32;19;30;12;23;9;26;27;8;1;3;25;21;31;16;6;10;14;20;5;7;38;27836
38;27836;29;22;18;11;24;17;2;4;15;13;28;32;19;30;12;23;9;26;27;8;1;3;25;21;31;16;6;10;14;20;5;7
29;22;18;11;24;17;2;4;15;13;28;20;19;30;12;23;9;26;27;8;1;3;25;21;31;16;6;10;14;32;5;7;38;27196
38;27196;29;22;18;11;24;17;2;4;15;13;28;20;19;30;12;23;9;26;27;8;1;3;25;21;31;16;6;10;14;32;5;7
29;22;18;20;24;17;2;4;15;13;28;11;19;30;12;23;9;26;27;8;1;3;25;21;31;16;6;10;14;32;5;7;38;27974
38;27974;29;22;18;20;24;17;2;4;15;13;28;11;19;30;12;23;9;26;27;8;1;3;25;21;31;16;6;10;14;32;5;7
29;22;18;20;24;17;2;4;15;13;28;11;19;30;12;23;9;26;7;8;1;3;25;21;31;16;6;10;14;32;5;27;38;27922
38;27922;29;22;18;20;24;17;2;4;15;13;28;11;19;30;12;23;9;26;7;8;1;3;25;21;31;16;6;10;14;32;5;27
29;22;18;20;24;17;2;4;15;13;28;11;19;30;12;23;9;26;32;8;1;3;25;21;31;16;6;10;14;7;5;27;38;28030
38;28030;29;22;18;20;24;17;2;4;15;13;28;11;19;30;12;23;9;26;32;8;1;3;25;21;31;16;6;10;14;7;5;27
29;22;28;20;24;17;2;4;15;13;18;11;19;30;12;23;9;26;32;8;1;3;25;21;31;16;6;10;14;7;5;27;38;27470
38;27470;29;22;28;20;24;17;2;4;15;13;18;11;19;30;12;23;9;26;32;8;1;3;25;21;31;16;6;10;14;7;5;27
29;22;28;20;24;17;2;4;15;3;18;11;19;30;12;23;9;26;32;8;1;13;25;21;31;16;6;10;14;7;5;27;38;27990
38;27990;29;22;28;20;24;17;2;4;15;3;18;11;19;30;12;23;9;26;32;8;1;13;25;21;31;16;6;10;14;7;5;27
29;22;28;20;24;17;12;4;15;3;18;11;19;30;2;23;9;26;32;8;1;13;25;21;31;16;6;10;14;7;5;27;38;28790
38;27990;29;22;28;20;24;17;2;4;15;3;18;11;19;30;12;23;9;26;32;8;1;13;25;21;31;16;6;10;14;7;5;27
29;22;28;20;24;17;2;4;15;3;18;11;19;30;12;23;21;26;32;8;1;13;25;9;31;16;6;10;14;7;5;27;38;27026
38;27026;29;22;28;20;24;17;2;4;15;3;18;11;19;30;12;23;21;26;32;8;1;13;25;9;31;16;6;10;14;7;5;27
29;22;28;20;24;17;2;4;21;3;18;11;19;30;12;23;15;26;32;8;1;13;25;9;31;16;6;10;14;7;5;27;38;27980
38;27980;29;22;28;20;24;17;2;4;21;3;18;11;19;30;12;23;15;26;32;8;1;13;25;9;31;16;6;10;14;7;5;27
29;22;28;20;24;17;2;4;21;3;18;32;19;30;12;23;15;26;11;8;1;13;25;9;31;16;6;10;14;7;5;27;38;27764
38;27764;29;22;28;20;24;17;2;4;21;3;18;32;19;30;12;23;15;26;11;8;1;13;25;9;31;16;6;10;14;7;5;27
29;22;28;20;24;17;2;4;21;3;18;32;9;30;12;23;15;26;11;8;1;13;25;19;31;16;6;10;14;7;5;27;38;27764
38;27764;29;22;28;20;24;17;2;4;21;3;18;32;9;30;12;23;15;26;11;8;1;13;25;19;31;16;6;10;14;7;5;27
29;22;28;3;24;17;2;4;21;20;18;32;9;30;12;23;15;26;11;8;1;13;25;19;31;16;6;10;14;7;5;27;38;28080
38;28080;29;22;28;3;24;17;2;4;21;20;18;32;9;30;12;23;15;26;11;8;1;13;25;19;31;16;6;10;14;7;5;27
29;22;28;3;24;17;2;4;21;20;18;8;9;30;12;23;15;26;11;32;1;13;25;19;31;16;6;10;14;7;5;27;38;28648
38;28648;29;22;28;3;24;17;2;4;21;20;18;8;9;30;12;23;15;26;11;32;1;13;25;19;31;16;6;10;14;7;5;27
22;29;28;3;24;17;2;4;21;20;18;8;9;30;12;23;15;26;11;32;1;13;25;19;31;16;6;10;14;7;5;27;38;28628
38;28628;22;29;28;3;24;17;2;4;21;20;18;8;9;30;12;23;15;26;11;32;1;13;25;19;31;16;6;10;14;7;5;27
22;29;28;3;24;17;2;4;21;20;18;8;9;30;12;31;15;26;11;32;1;13;25;19;23;16;6;10;14;7;5;27;38;29228
38;29228;22;29;28;3;24;17;2;4;21;20;18;8;9;30;12;31;15;26;11;32;1;13;25;19;23;16;6;10;14;7;5;27
22;29;28;3;24;17;2;4;21;20;18;8;9;30;12;31;1;26;11;32;15;13;25;19;23;16;6;10;14;7;5;27;38;29368
38;29368;22;29;28;3;24;17;2;4;21;20;18;8;9;30;12;31;1;26;11;32;15;13;25;19;23;16;6;10;14;7;5;27
22;29;28;3;24;17;2;4;21;20;18;8;9;30;12;31;14;26;11;32;15;13;25;19;23;16;6;10;1;7;5;27;38;29728
39;29728;22;29;28;3;24;17;2;4;21;20;18;8;9;30;12;31;14;26;11;32;15;13;25;19;23;16;6;10;1;7;5;27
22;29;28;3;10;17;2;4;21;20;18;8;9;30;12;31;14;26;11;32;15;13;25;19;23;16;6;24;1;7;5;27;39;29354
39;29354;22;29;28;3;10;17;2;4;21;20;18;8;9;30;12;31;14;26;11;32;15;13;25;19;23;16;6;24;1;7;5;27
22;29;28;3;10;17;2;4;21;20;18;8;9;30;12;31;14;26;5;32;15;13;25;19;23;16;6;24;1;7;11;27;39;29234
39;29234;22;29;28;3;10;17;2;4;21;20;18;8;9;30;12;31;14;26;5;32;15;13;25;19;23;16;6;24;1;7;11;27
22;29;28;3;10;17;9;4;21;20;18;8;2;30;12;31;14;26;5;32;15;13;25;19;23;16;6;24;1;7;11;27;39;29534
39;29534;22;29;28;3;10;17;9;4;21;20;18;8;2;30;12;31;14;26;5;32;15;13;25;19;23;16;6;24;1;7;11;27
22;29;28;15;10;17;9;4;21;20;18;8;2;30;12;31;14;26;5;32;3;13;25;19;23;16;6;24;1;7;11;27;39;28654
39;28654;22;29;28;15;10;17;9;4;21;20;18;8;2;30;12;31;14;26;5;32;3;13;25;19;23;16;6;24;1;7;11;27
22;29;28;15;10;14;9;4;21;20;18;8;2;30;12;31;17;26;5;32;3;13;25;19;23;16;6;24;1;7;11;27;39;28420
39;28420;22;29;28;15;10;14;9;4;21;20;18;8;2;30;12;31;17;26;5;32;3;13;25;19;23;16;6;24;1;7;11;27
22;29;28;15;10;14;9;4;21;20;18;8;2;30;12;13;17;26;5;32;3;31;25;19;23;16;6;24;1;7;11;27;39;28254
39;28254;22;29;28;15;10;14;9;4;21;20;18;8;2;30;12;13;17;26;5;32;3;31;25;19;23;16;6;24;1;7;11;27
22;29;28;15;10;14;9;4;21;20;18;8;2;7;12;13;17;26;5;32;3;31;25;19;23;16;6;24;1;30;11;27;39;28346
39;28346;22;29;28;15;10;14;9;4;21;20;18;8;2;7;12;13;17;26;5;32;3;31;25;19;23;16;6;24;1;30;11;27
22;29;28;15;10;14;9;18;21;20;4;8;2;7;12;13;17;26;5;32;3;31;25;19;23;16;6;24;1;30;11;27;39;28138
39;28138;22;29;28;15;10;14;9;18;21;20;4;8;2;7;12;13;17;26;5;32;3;31;25;19;23;16;6;24;1;30;11;27
22;29;28;15;10;14;9;18;21;20;25;8;2;7;12;13;17;26;5;32;3;31;4;19;23;16;6;24;1;30;11;27;39;27416
39;27416;22;29;28;15;10;14;9;18;21;20;25;8;2;7;12;13;17;26;5;32;3;31;4;19;23;16;6;24;1;30;11;27
22;29;28;15;2;14;9;18;21;20;25;8;10;7;12;13;17;26;5;32;3;31;4;19;23;16;6;24;1;30;11;27;39;27776
39;27776;22;29;28;15;2;14;9;18;21;20;25;8;10;7;12;13;17;26;5;32;3;31;4;19;23;16;6;24;1;30;11;27
22;29;28;15;2;14;9;18;21;20;25;8;10;7;12;13;17;26;5;32;3;27;4;19;23;16;6;24;1;30;11;31;39;27476
39;27476;22;29;28;15;2;14;9;18;21;20;25;8;10;7;12;13;17;26;5;32;3;27;4;19;23;16;6;24;1;30;11;31
22;29;28;15;2;14;26;18;21;20;25;8;10;7;12;13;17;9;5;32;3;27;4;19;23;16;6;24;1;30;11;31;39;26608
39;26608;22;29;28;15;2;14;26;18;21;20;25;8;10;7;12;13;17;9;5;32;3;27;4;19;23;16;6;24;1;30;11;31
22;29;28;15;2;14;26;18;21;20;25;8;10;7;12;13;17;9;5;32;3;27;4;19;6;16;23;24;1;30;11;31;39;26768
39;26768;22;29;28;15;2;14;26;18;21;20;25;8;10;7;12;13;17;9;5;32;3;27;4;19;6;16;23;24;1;30;11;31
22;29;28;15;2;14;27;18;21;20;25;8;10;7;12;13;17;9;5;32;3;26;4;19;6;16;23;24;1;30;11;31;39;26968
39;26968;22;29;28;15;2;14;27;18;21;20;25;8;10;7;12;13;17;9;5;32;3;26;4;19;6;16;23;24;1;30;11;31
22;29;28;15;2;14;27;18;21;20;3;8;10;7;12;13;17;9;5;32;25;26;4;19;6;16;23;24;1;30;11;31;39;27390
39;27390;22;29;28;15;2;14;27;18;21;20;3;8;10;7;12;13;17;9;5;32;25;26;4;19;6;16;23;24;1;30;11;31
22;29;28;15;2;14;27;18;21;20;3;8;10;7;12;13;1;9;5;32;25;26;4;19;6;16;23;24;17;30;11;31;39;26792
39;26792;22;29;28;15;2;14;27;18;21;20;3;8;10;7;12;13;1;9;5;32;25;26;4;19;6;16;23;24;17;30;11;31
22;29;28;15;2;14;27;18;21;20;3;8;10;7;12;31;1;9;5;32;25;26;4;19;6;16;23;24;17;30;11;13;39;27000
39;27000;22;29;28;15;2;14;27;18;21;20;3;8;10;7;12;31;1;9;5;32;25;26;4;19;6;16;23;24;17;30;11;13
22;29;28;15;2;14;27;18;21;20;3;8;10;7;19;31;1;9;5;32;25;26;4;12;6;16;23;24;17;30;11;13;39;27850
39;27850;22;29;28;15;2;14;27;18;21;20;3;8;10;7;19;31;1;9;5;32;25;26;4;12;6;16;23;24;17;30;11;13
22;29;28;15;2;14;27;18;21;20;3;8;10;7;19;31;12;9;5;32;25;26;4;1;6;16;23;24;17;30;11;13;39;26970
39;26970;22;29;28;15;2;14;27;18;21;20;3;8;10;7;19;31;12;9;5;32;25;26;4;1;6;16;23;24;17;30;11;13
22;29;19;15;2;14;27;18;21;20;3;8;10;7;28;31;12;9;5;32;25;26;4;1;6;16;23;24;17;30;11;13;39;27010
40;27010;22;29;19;15;2;14;27;18;21;20;3;8;10;7;28;31;12;9;5;32;25;26;4;1;6;16;23;24;17;30;11;13
22;29;19;15;2;14;27;18;21;20;3;8;23;7;28;31;12;9;5;32;25;26;4;1;6;16;10;24;17;30;11;13;40;25922
40;25922;22;29;19;15;2;14;27;18;21;20;3;8;23;7;28;31;12;9;5;32;25;26;4;1;6;16;10;24;17;30;11;13
22;29;19;15;2;14;27;18;21;20;3;31;23;7;28;8;12;9;5;32;25;26;4;1;6;16;10;24;17;30;11;13;40;26150
40;26150;22;29;19;15;2;14;27;18;21;20;3;31;23;7;28;8;12;9;5;32;25;26;4;1;6;16;10;24;17;30;11;13
22;29;19;15;2;14;27;23;21;20;3;31;18;7;28;8;12;9;5;32;25;26;4;1;6;16;10;24;17;30;11;13;40;26510
40;26510;22;29;19;15;2;14;27;23;21;20;3;31;18;7;28;8;12;9;5;32;25;26;4;1;6;16;10;24;17;30;11;13
22;29;19;15;2;14;27;23;21;20;3;31;18;7;28;8;12;9;10;32;25;26;4;1;6;16;5;24;17;30;11;13;40;26590
40;26590;22;29;19;15;2;14;27;23;21;20;3;31;18;7;28;8;12;9;10;32;25;26;4;1;6;16;5;24;17;30;11;13
22;5;19;15;2;14;27;23;21;20;3;31;18;7;28;8;12;9;10;32;25;26;4;1;6;16;29;24;17;30;11;13;40;26396
40;26396;22;5;19;15;2;14;27;23;21;20;3;31;18;7;28;8;12;9;10;32;25;26;4;1;6;16;29;24;17;30;11;13
22;21;19;15;2;14;27;23;5;20;3;31;18;7;28;8;12;9;10;32;25;26;4;1;6;16;29;24;17;30;11;13;40;27040
40;27040;22;21;19;15;2;14;27;23;5;20;3;31;18;7;28;8;12;9;10;32;25;26;4;1;6;16;29;24;17;30;11;13
22;21;19;15;2;14;27;23;5;20;3;31;18;8;28;7;12;9;10;32;25;26;4;1;6;16;29;24;17;30;11;13;40;26600
40;26600;22;21;19;15;2;14;27;23;5;20;3;31;18;8;28;7;12;9;10;32;25;26;4;1;6;16;29;24;17;30;11;13
22;26;19;15;2;14;27;23;5;20;3;31;18;8;28;7;12;9;10;32;25;21;4;1;6;16;29;24;17;30;11;13;40;26280
40;26280;22;26;19;15;2;14;27;23;5;20;3;31;18;8;28;7;12;9;10;32;25;21;4;1;6;16;29;24;17;30;11;13
22;26;19;15;2;14;27;23;5;20;3;31;18;8;28;7;12;9;10;32;25;21;4;24;6;16;29;1;17;30;11;13;40;27128
40;27128;22;26;19;15;2;14;27;23;5;20;3;31;18;8;28;7;12;9;10;32;25;21;4;24;6;16;29;1;17;30;11;13
22;26;19;15;2;14;27;23;5;9;3;31;18;8;28;7;12;20;10;32;25;21;4;24;6;16;29;1;17;30;11;13;40;27496
40;27496;22;26;19;15;2;14;27;23;5;9;3;31;18;8;28;7;12;20;10;32;25;21;4;24;6;16;29;1;17;30;11;13
22;26;19;15;2;14;27;23;5;9;3;31;18;8;28;7;10;20;12;32;25;21;4;24;6;16;29;1;17;30;11;13;40;27056
40;27056;22;26;19;15;2;14;27;23;5;9;3;31;18;8;28;7;10;20;12;32;25;21;4;24;6;16;29;1;17;30;11;13
22;26;19;15;2;14;27;23;5;9;3;31;18;8;28;7;10;29;12;32;25;21;4;24;6;16;20;1;17;30;11;13;40;27336
40;27336;22;26;19;15;2;14;27;23;5;9;3;31;18;8;28;7;10;29;12;32;25;21;4;24;6;16;20;1;17;30;11;13
3;26;19;15;2;14;27;23;5;9;22;31;18;8;28;7;10;29;12;32;25;21;4;24;6;16;20;1;17;30;11;13;40;27140
40;27140;3;26;19;15;2;14;27;23;5;9;22;31;18;8;28;7;10;29;12;32;25;21;4;24;6;16;20;1;17;30;11;13
3;17;19;15;2;14;27;23;5;9;22;31;18;8;28;7;10;29;12;32;25;21;4;24;6;16;20;1;26;30;11;13;40;27820
40;27820;3;17;19;15;2;14;27;23;5;9;22;31;18;8;28;7;10;29;12;32;25;21;4;24;6;16;20;1;26;30;11;13
3;17;19;15;6;14;27;23;5;9;22;31;18;8;28;7;10;29;12;32;25;21;4;24;2;16;20;1;26;30;11;13;40;27560
40;27560;3;17;19;15;6;14;27;23;5;9;22;31;18;8;28;7;10;29;12;32;25;21;4;24;2;16;20;1;26;30;11;13
3;17;19;15;6;14;27;23;5;9;22;31;18;8;28;7;10;29;12;32;25;21;4;24;2;20;16;1;26;30;11;13;40;27648
40;27648;3;17;19;15;6;14;27;23;5;9;22;31;18;8;28;7;10;29;12;32;25;21;4;24;2;20;16;1;26;30;11;13
3;17;19;15;6;14;27;23;5;9;22;31;18;8;28;7;10;12;29;32;25;21;4;24;2;20;16;1;26;30;11;13;40;26302
