"X1";"X28676";"X2";"X30";"X32";"X31";"X6";"X25";"X24";"X21";"X15";"X12";"X3";"X20";"X28";"X18";"X1.1";"X4";"X26";"X7";"X19";"X23";"X9";"X29";"X14";"X5";"X11";"X16";"X13";"X22";"X10";"X17";"X8";"X27"
14;27304;32;26;14;3;7;24;9;19;31;6;5;12;22;8;10;17;2;20;21;1;25;27;4;15;18;28;29;23;13;30;11;16
32;26;14;3;7;24;9;19;31;6;5;12;22;8;10;17;2;20;21;30;25;27;4;15;18;28;29;23;13;1;11;16;14;27076
14;27076;32;26;14;3;7;24;9;19;31;6;5;12;22;8;10;17;2;20;21;30;25;27;4;15;18;28;29;23;13;1;11;16
32;26;14;3;7;2;9;19;31;6;5;12;22;8;10;17;24;20;21;30;25;27;4;15;18;28;29;23;13;1;11;16;14;26974
14;26974;32;26;14;3;7;2;9;19;31;6;5;12;22;8;10;17;24;20;21;30;25;27;4;15;18;28;29;23;13;1;11;16
32;26;14;3;7;2;9;19;31;6;5;12;22;1;10;17;24;20;21;30;25;27;4;15;18;28;29;23;13;8;11;16;14;27094
14;27094;32;26;14;3;7;2;9;19;31;6;5;12;22;1;10;17;24;20;21;30;25;27;4;15;18;28;29;23;13;8;11;16
32;26;14;10;7;2;9;19;31;6;5;12;22;1;3;17;24;20;21;30;25;27;4;15;18;28;29;23;13;8;11;16;14;26774
14;26774;32;26;14;10;7;2;9;19;31;6;5;12;22;1;3;17;24;20;21;30;25;27;4;15;18;28;29;23;13;8;11;16
32;26;14;10;1;2;9;19;31;6;5;12;22;7;3;17;24;20;21;30;25;27;4;15;18;28;29;23;13;8;11;16;14;27034
14;27034;32;26;14;10;1;2;9;19;31;6;5;12;22;7;3;17;24;20;21;30;25;27;4;15;18;28;29;23;13;8;11;16
32;26;14;10;1;2;9;19;31;6;5;12;22;7;3;17;24;20;21;30;25;27;4;29;18;28;15;23;13;8;11;16;14;27082
14;27082;32;26;14;10;1;2;9;19;31;6;5;12;22;7;3;17;24;20;21;30;25;27;4;29;18;28;15;23;13;8;11;16
32;26;14;10;13;2;9;19;31;6;5;12;22;7;3;17;24;20;21;30;25;27;4;29;18;28;15;23;1;8;11;16;14;27282
14;27282;32;26;14;10;13;2;9;19;31;6;5;12;22;7;3;17;24;20;21;30;25;27;4;29;18;28;15;23;1;8;11;16
32;26;14;10;13;2;9;19;31;6;5;12;22;7;3;17;24;25;21;30;20;27;4;29;18;28;15;23;1;8;11;16;14;28082
14;28082;32;26;14;10;13;2;9;19;31;6;5;12;22;7;3;17;24;25;21;30;20;27;4;29;18;28;15;23;1;8;11;16
32;26;14;10;13;2;9;19;1;6;5;12;22;7;3;17;24;25;21;30;20;27;4;29;18;28;15;23;31;8;11;16;14;28322
14;28322;32;26;14;10;13;2;9;19;1;6;5;12;22;7;3;17;24;25;21;30;20;27;4;29;18;28;15;23;31;8;11;16
32;26;14;10;13;2;9;19;1;6;5;12;22;8;3;17;24;25;21;30;20;27;4;29;18;28;15;23;31;7;11;16;14;28522
14;28522;32;26;14;10;13;2;9;19;1;6;5;12;22;8;3;17;24;25;21;30;20;27;4;29;18;28;15;23;31;7;11;16
32;26;14;10;7;2;9;19;1;6;5;12;22;8;3;17;24;25;21;30;20;27;4;29;18;28;15;23;31;13;11;16;14;28002
14;28002;32;26;14;10;7;2;9;19;1;6;5;12;22;8;3;17;24;25;21;30;20;27;4;29;18;28;15;23;31;13;11;16
32;26;14;10;7;9;2;19;1;6;5;12;22;8;3;17;24;25;21;30;20;27;4;29;18;28;15;23;31;13;11;16;14;27402
14;27402;32;26;14;10;7;9;2;19;1;6;5;12;22;8;3;17;24;25;21;30;20;27;4;29;18;28;15;23;31;13;11;16
32;26;14;10;7;9;2;19;1;6;5;12;22;8;3;17;24;25;21;30;20;27;4;29;18;28;15;31;23;13;11;16;14;27682
14;27682;32;26;14;10;7;9;2;19;1;6;5;12;22;8;3;17;24;25;21;30;20;27;4;29;18;28;15;31;23;13;11;16
32;26;14;10;7;9;2;19;1;6;5;12;22;8;3;17;24;25;21;11;20;27;4;29;18;28;15;31;23;13;30;16;14;27402
15;27402;32;26;14;10;7;9;2;19;1;6;5;12;22;8;3;17;24;25;21;11;20;27;4;29;18;28;15;31;23;13;30;16
32;26;14;10;7;9;30;19;1;6;5;12;22;8;3;17;24;25;21;11;20;27;4;29;18;28;15;31;23;13;2;16;15;28084
15;28084;32;26;14;10;7;9;30;19;1;6;5;12;22;8;3;17;24;25;21;11;20;27;4;29;18;28;15;31;23;13;2;16
32;26;14;10;7;9;30;19;1;6;5;12;22;8;3;17;2;25;21;11;20;27;4;29;18;28;15;31;23;13;24;16;15;27828
15;27828;32;26;14;10;7;9;30;19;1;6;5;12;22;8;3;17;2;25;21;11;20;27;4;29;18;28;15;31;23;13;24;16
32;26;14;10;7;9;30;19;1;6;5;12;22;8;3;17;2;25;21;11;20;27;4;29;18;28;15;31;24;13;23;16;15;27848
15;27848;32;26;14;10;7;9;30;19;1;6;5;12;22;8;3;17;2;25;21;11;20;27;4;29;18;28;15;31;24;13;23;16
32;26;14;10;7;9;30;19;1;6;5;12;22;8;23;17;2;25;21;11;20;27;4;29;18;28;15;31;24;13;3;16;15;27554
15;27554;32;26;14;10;7;9;30;19;1;6;5;12;22;8;23;17;2;25;21;11;20;27;4;29;18;28;15;31;24;13;3;16
32;26;14;10;7;9;30;19;1;11;5;12;22;8;23;17;2;25;21;6;20;27;4;29;18;28;15;31;24;13;3;16;15;27274
15;27274;32;26;14;10;7;9;30;19;1;11;5;12;22;8;23;17;2;25;21;6;20;27;4;29;18;28;15;31;24;13;3;16
32;26;14;22;7;9;30;19;1;11;5;12;10;8;23;17;2;25;21;6;20;27;4;29;18;28;15;31;24;13;3;16;15;26764
15;26764;32;26;14;22;7;9;30;19;1;11;5;12;10;8;23;17;2;25;21;6;20;27;4;29;18;28;15;31;24;13;3;16
7;26;14;22;32;9;30;19;1;11;5;12;10;8;23;17;2;25;21;6;20;27;4;29;18;28;15;31;24;13;3;16;15;26250
15;26250;7;26;14;22;32;9;30;19;1;11;5;12;10;8;23;17;2;25;21;6;20;27;4;29;18;28;15;31;24;13;3;16
7;26;14;22;32;9;30;19;1;11;5;12;10;8;23;17;2;25;21;6;20;27;4;29;18;28;15;13;24;31;3;16;15;25870
15;25870;7;26;14;22;32;9;30;19;1;11;5;12;10;8;23;17;2;25;21;6;20;27;4;29;18;28;15;13;24;31;3;16
7;26;14;22;32;9;30;19;1;11;5;12;10;8;23;17;15;25;21;6;20;27;4;29;18;28;2;13;24;31;3;16;15;26110
15;26110;7;26;14;22;32;9;30;19;1;11;5;12;10;8;23;17;15;25;21;6;20;27;4;29;18;28;2;13;24;31;3;16
7;26;14;18;32;9;30;19;1;11;5;12;10;8;23;17;15;25;21;6;20;27;4;29;22;28;2;13;24;31;3;16;15;26450
15;26450;7;26;14;18;32;9;30;19;1;11;5;12;10;8;23;17;15;25;21;6;20;27;4;29;22;28;2;13;24;31;3;16
7;26;14;18;32;9;30;19;1;11;5;12;21;8;23;17;15;25;10;6;20;27;4;29;22;28;2;13;24;31;3;16;15;27278
15;27278;7;26;14;18;32;9;30;19;1;11;5;12;21;8;23;17;15;25;10;6;20;27;4;29;22;28;2;13;24;31;3;16
7;26;14;18;32;15;30;19;1;11;5;12;21;8;23;17;9;25;10;6;20;27;4;29;22;28;2;13;24;31;3;16;15;26818
15;26818;7;26;14;18;32;15;30;19;1;11;5;12;21;8;23;17;9;25;10;6;20;27;4;29;22;28;2;13;24;31;3;16
7;26;14;18;17;15;30;19;1;11;5;12;21;8;23;32;9;25;10;6;20;27;4;29;22;28;2;13;24;31;3;16;15;27578
15;27578;7;26;14;18;17;15;30;19;1;11;5;12;21;8;23;32;9;25;10;6;20;27;4;29;22;28;2;13;24;31;3;16
7;26;14;3;17;15;30;19;1;11;5;12;21;8;23;32;9;25;10;6;20;27;4;29;22;28;2;13;24;31;18;16;15;27840
15;27840;7;26;14;3;17;15;30;19;1;11;5;12;21;8;23;32;9;25;10;6;20;27;4;29;22;28;2;13;24;31;18;16
7;26;14;8;17;15;30;19;1;11;5;12;21;3;23;32;9;25;10;6;20;27;4;29;22;28;2;13;24;31;18;16;15;27800
15;27800;7;26;14;8;17;15;30;19;1;11;5;12;21;3;23;32;9;25;10;6;20;27;4;29;22;28;2;13;24;31;18;16
7;26;14;8;17;15;11;19;1;30;5;12;21;3;23;32;9;25;10;6;20;27;4;29;22;28;2;13;24;31;18;16;15;27528
15;27528;7;26;14;8;17;15;11;19;1;30;5;12;21;3;23;32;9;25;10;6;20;27;4;29;22;28;2;13;24;31;18;16
7;26;14;8;17;15;11;19;1;30;5;12;21;3;23;32;9;25;10;6;20;27;4;29;13;28;2;22;24;31;18;16;15;27236
15;27236;7;26;14;8;17;15;11;19;1;30;5;12;21;3;23;32;9;25;10;6;20;27;4;29;13;28;2;22;24;31;18;16
7;26;14;8;17;15;11;19;31;30;5;12;21;3;23;32;9;25;10;6;20;27;4;29;13;28;2;22;24;1;18;16;15;27590
15;27590;7;26;14;8;17;15;11;19;31;30;5;12;21;3;23;32;9;25;10;6;20;27;4;29;13;28;2;22;24;1;18;16
7;26;14;8;17;15;11;19;31;30;5;12;21;3;23;32;9;25;10;6;20;27;4;29;13;24;2;22;28;1;18;16;15;27690
15;27690;7;26;14;8;17;15;11;19;31;30;5;12;21;3;23;32;9;25;10;6;20;27;4;29;13;24;2;22;28;1;18;16
7;22;14;8;17;15;11;19;31;30;5;12;21;3;23;32;9;25;10;6;20;27;4;29;13;24;2;26;28;1;18;16;15;27670
16;27670;7;22;14;8;17;15;11;19;31;30;5;12;21;3;23;32;9;25;10;6;20;27;4;29;13;24;2;26;28;1;18;16
7;22;14;8;17;15;11;19;31;30;5;12;21;26;23;32;9;25;10;6;20;27;4;29;13;24;2;3;28;1;18;16;16;27578
16;27578;7;22;14;8;17;15;11;19;31;30;5;12;21;26;23;32;9;25;10;6;20;27;4;29;13;24;2;3;28;1;18;16
7;22;14;8;17;15;11;19;31;30;5;12;21;26;23;32;9;25;10;6;20;27;4;29;13;24;2;3;28;1;16;18;16;27578
16;27578;7;22;14;8;17;15;11;19;31;30;5;12;21;26;23;32;9;25;10;6;20;27;4;29;13;24;2;3;28;1;16;18
7;22;19;8;17;15;11;14;31;30;5;12;21;26;23;32;9;25;10;6;20;27;4;29;13;24;2;3;28;1;16;18;16;27228
16;27228;7;22;19;8;17;15;11;14;31;30;5;12;21;26;23;32;9;25;10;6;20;27;4;29;13;24;2;3;28;1;16;18
7;22;19;8;17;15;11;14;24;30;5;12;21;26;23;32;9;25;10;6;20;27;4;29;13;31;2;3;28;1;16;18;16;27168
16;27168;7;22;19;8;17;15;11;14;24;30;5;12;21;26;23;32;9;25;10;6;20;27;4;29;13;31;2;3;28;1;16;18
27;22;19;8;17;15;11;14;24;30;5;12;21;26;23;32;9;25;10;6;20;7;4;29;13;31;2;3;28;1;16;18;16;27298
16;27298;27;22;19;8;17;15;11;14;24;30;5;12;21;26;23;32;9;25;10;6;20;7;4;29;13;31;2;3;28;1;16;18
27;22;19;8;17;15;1;14;24;30;5;12;21;26;23;32;9;25;10;6;20;7;4;29;13;31;2;3;28;11;16;18;16;27378
16;27378;27;22;19;8;17;15;1;14;24;30;5;12;21;26;23;32;9;25;10;6;20;7;4;29;13;31;2;3;28;11;16;18
27;22;19;8;17;15;1;14;24;30;5;12;21;26;23;32;9;16;10;6;20;7;4;29;13;31;2;3;28;11;25;18;16;27664
16;27664;27;22;19;8;17;15;1;14;24;30;5;12;21;26;23;32;9;16;10;6;20;7;4;29;13;31;2;3;28;11;25;18
27;22;19;8;17;15;1;14;24;16;5;12;21;26;23;32;9;30;10;6;20;7;4;29;13;31;2;3;28;11;25;18;16;26884
16;26884;27;22;19;8;17;15;1;14;24;16;5;12;21;26;23;32;9;30;10;6;20;7;4;29;13;31;2;3;28;11;25;18
27;22;19;8;17;15;1;14;24;10;5;12;21;26;23;32;9;30;16;6;20;7;4;29;13;31;2;3;28;11;25;18;16;26584
16;26584;27;22;19;8;17;15;1;14;24;10;5;12;21;26;23;32;9;30;16;6;20;7;4;29;13;31;2;3;28;11;25;18
27;22;19;8;17;15;1;14;24;10;5;12;21;26;23;32;9;30;16;6;20;7;4;29;13;31;11;3;28;2;25;18;16;26744
16;26744;27;22;19;8;17;15;1;14;24;10;5;12;21;26;23;32;9;30;16;6;20;7;4;29;13;31;11;3;28;2;25;18
27;22;19;8;17;15;1;4;24;10;5;12;21;26;23;32;9;30;16;6;20;7;14;29;13;31;11;3;28;2;25;18;16;27084
16;27084;27;22;19;8;17;15;1;4;24;10;5;12;21;26;23;32;9;30;16;6;20;7;14;29;13;31;11;3;28;2;25;18
27;22;19;14;17;15;1;4;24;10;5;12;21;26;23;32;9;30;16;6;20;7;8;29;13;31;11;3;28;2;25;18;16;26804
16;26804;27;22;19;14;17;15;1;4;24;10;5;12;21;26;23;32;9;30;16;6;20;7;8;29;13;31;11;3;28;2;25;18
16;22;19;14;17;15;1;4;24;10;5;12;21;26;23;32;9;30;27;6;20;7;8;29;13;31;11;3;28;2;25;18;16;27128
16;27128;16;22;19;14;17;15;1;4;24;10;5;12;21;26;23;32;9;30;27;6;20;7;8;29;13;31;11;3;28;2;25;18
16;28;19;14;17;15;1;4;24;10;5;12;21;26;23;32;9;30;27;6;20;7;8;29;13;31;11;3;22;2;25;18;16;27368
16;27368;16;28;19;14;17;15;1;4;24;10;5;12;21;26;23;32;9;30;27;6;20;7;8;29;13;31;11;3;22;2;25;18
16;28;19;26;17;15;1;4;24;10;5;12;21;14;23;32;9;30;27;6;20;7;8;29;13;31;11;3;22;2;25;18;16;27534
16;27534;16;28;19;26;17;15;1;4;24;10;5;12;21;14;23;32;9;30;27;6;20;7;8;29;13;31;11;3;22;2;25;18
16;28;31;26;17;15;1;4;24;10;5;12;21;14;23;32;9;30;27;6;20;7;8;29;13;19;11;3;22;2;25;18;16;27954
16;27954;16;28;31;26;17;15;1;4;24;10;5;12;21;14;23;32;9;30;27;6;20;7;8;29;13;19;11;3;22;2;25;18
16;28;31;13;17;15;1;4;24;10;5;12;21;14;23;32;9;30;27;6;20;7;8;29;26;19;11;3;22;2;25;18;16;28100
16;28100;16;28;31;13;17;15;1;4;24;10;5;12;21;14;23;32;9;30;27;6;20;7;8;29;26;19;11;3;22;2;25;18
16;28;31;13;17;15;2;4;24;10;5;12;21;14;23;32;9;30;27;6;20;7;8;29;26;19;11;3;22;1;25;18;16;27960
16;27960;16;28;31;13;17;15;2;4;24;10;5;12;21;14;23;32;9;30;27;6;20;7;8;29;26;19;11;3;22;1;25;18
16;28;31;13;17;15;2;4;24;10;5;12;21;14;23;27;9;30;32;6;20;7;8;29;26;19;11;3;22;1;25;18;16;27400
16;27400;16;28;31;13;17;15;2;4;24;10;5;12;21;14;23;27;9;30;32;6;20;7;8;29;26;19;11;3;22;1;25;18
16;28;31;13;17;15;2;4;24;5;10;12;21;14;23;27;9;30;32;6;20;7;8;29;26;19;11;3;22;1;25;18;16;27040
17;27040;16;28;31;13;17;15;2;4;24;5;10;12;21;14;23;27;9;30;32;6;20;7;8;29;26;19;11;3;22;1;25;18
16;28;31;13;17;15;2;4;24;5;10;12;21;14;23;19;9;30;32;6;20;7;8;29;26;27;11;3;22;1;25;18;17;26800
17;26800;16;28;31;13;17;15;2;4;24;5;10;12;21;14;23;19;9;30;32;6;20;7;8;29;26;27;11;3;22;1;25;18
16;28;31;13;17;15;2;4;24;6;10;12;21;14;23;19;9;30;32;5;20;7;8;29;26;27;11;3;22;1;25;18;17;26900
17;26900;16;28;31;13;17;15;2;4;24;6;10;12;21;14;23;19;9;30;32;5;20;7;8;29;26;27;11;3;22;1;25;18
16;28;31;13;17;15;2;4;24;6;10;12;21;14;23;19;9;30;3;5;20;7;8;29;26;27;11;32;22;1;25;18;17;27220
17;27220;16;28;31;13;17;15;2;4;24;6;10;12;21;14;23;19;9;30;3;5;20;7;8;29;26;27;11;32;22;1;25;18
16;28;31;13;17;15;2;4;24;6;10;12;21;11;23;19;9;30;3;5;20;7;8;29;26;27;14;32;22;1;25;18;17;27060
17;27060;16;28;31;13;17;15;2;4;24;6;10;12;21;11;23;19;9;30;3;5;20;7;8;29;26;27;14;32;22;1;25;18
16;28;31;13;17;15;2;4;24;6;10;19;21;11;23;12;9;30;3;5;20;7;8;29;26;27;14;32;22;1;25;18;17;27124
17;27124;16;28;31;13;17;15;2;4;24;6;10;19;21;11;23;12;9;30;3;5;20;7;8;29;26;27;14;32;22;1;25;18
16;29;31;13;17;15;2;4;24;6;10;19;21;11;23;12;9;30;3;5;20;7;8;28;26;27;14;32;22;1;25;18;17;27684
17;27684;16;29;31;13;17;15;2;4;24;6;10;19;21;11;23;12;9;30;3;5;20;7;8;28;26;27;14;32;22;1;25;18
16;29;31;5;17;15;2;4;24;6;10;19;21;11;23;12;9;30;3;13;20;7;8;28;26;27;14;32;22;1;25;18;17;27724
17;27724;16;29;31;5;17;15;2;4;24;6;10;19;21;11;23;12;9;30;3;13;20;7;8;28;26;27;14;32;22;1;25;18
16;23;31;5;17;15;2;4;24;6;10;19;21;11;29;12;9;30;3;13;20;7;8;28;26;27;14;32;22;1;25;18;17;27324
17;27324;16;23;31;5;17;15;2;4;24;6;10;19;21;11;29;12;9;30;3;13;20;7;8;28;26;27;14;32;22;1;25;18
16;23;31;5;17;15;2;4;24;6;10;19;21;11;29;12;9;1;3;13;20;7;8;28;26;27;14;32;22;30;25;18;17;27458
17;27458;16;23;31;5;17;15;2;4;24;6;10;19;21;11;29;12;9;1;3;13;20;7;8;28;26;27;14;32;22;30;25;18
16;23;31;5;17;15;2;4;24;6;10;19;21;11;29;18;9;1;3;13;20;7;8;28;26;27;14;32;22;30;25;12;17;27534
17;27534;16;23;31;5;17;15;2;4;24;6;10;19;21;11;29;18;9;1;3;13;20;7;8;28;26;27;14;32;22;30;25;12
16;23;31;5;17;15;2;4;24;6;10;19;21;11;29;18;30;1;3;13;20;7;8;28;26;27;14;32;22;9;25;12;17;27706
17;27706;16;23;31;5;17;15;2;4;24;6;10;19;21;11;29;18;30;1;3;13;20;7;8;28;26;27;14;32;22;9;25;12
16;23;31;5;19;15;2;4;24;6;10;17;21;11;29;18;30;1;3;13;20;7;8;28;26;27;14;32;22;9;25;12;17;27586
17;27586;16;23;31;5;19;15;2;4;24;6;10;17;21;11;29;18;30;1;3;13;20;7;8;28;26;27;14;32;22;9;25;12
16;23;31;5;19;15;2;4;24;6;10;17;21;11;29;18;20;1;3;13;30;7;8;28;26;27;14;32;22;9;25;12;17;27566
17;27566;16;23;31;5;19;15;2;4;24;6;10;17;21;11;29;18;20;1;3;13;30;7;8;28;26;27;14;32;22;9;25;12
16;23;31;5;19;15;2;4;24;6;10;17;7;11;29;18;20;1;3;13;30;21;8;28;26;27;14;32;22;9;25;12;17;27584
17;27584;16;23;31;5;19;15;2;4;24;6;10;17;7;11;29;18;20;1;3;13;30;21;8;28;26;27;14;32;22;9;25;12
16;12;31;5;19;15;2;4;24;6;10;17;7;11;29;18;20;1;3;13;30;21;8;28;26;27;14;32;22;9;25;23;17;28254
17;28254;16;12;31;5;19;15;2;4;24;6;10;17;7;11;29;18;20;1;3;13;30;21;8;28;26;27;14;32;22;9;25;23
16;12;31;5;19;15;2;4;24;6;10;17;7;11;29;18;3;1;20;13;30;21;8;28;26;27;14;32;22;9;25;23;17;27434
17;27434;16;12;31;5;19;15;2;4;24;6;10;17;7;11;29;18;3;1;20;13;30;21;8;28;26;27;14;32;22;9;25;23
16;12;31;5;19;15;2;4;24;6;10;17;7;11;8;18;3;1;20;13;30;21;29;28;26;27;14;32;22;9;25;23;17;27182
17;27182;16;12;31;5;19;15;2;4;24;6;10;17;7;11;8;18;3;1;20;13;30;21;29;28;26;27;14;32;22;9;25;23
16;12;31;7;19;15;2;4;24;6;10;17;5;11;8;18;3;1;20;13;30;21;29;28;26;27;14;32;22;9;25;23;17;26862
17;26862;16;12;31;7;19;15;2;4;24;6;10;17;5;11;8;18;3;1;20;13;30;21;29;28;26;27;14;32;22;9;25;23
16;12;31;7;19;15;2;4;24;6;29;17;5;11;8;18;3;1;20;13;30;21;10;28;26;27;14;32;22;9;25;23;17;27636
17;27636;16;12;31;7;19;15;2;4;24;6;29;17;5;11;8;18;3;1;20;13;30;21;10;28;26;27;14;32;22;9;25;23
16;12;31;4;19;15;2;7;24;6;29;17;5;11;8;18;3;1;20;13;30;21;10;28;26;27;14;32;22;9;25;23;17;28036
18;28036;16;12;31;4;19;15;2;7;24;6;29;17;5;11;8;18;3;1;20;13;30;21;10;28;26;27;14;32;22;9;25;23
16;12;31;4;19;15;2;7;24;6;30;17;5;11;8;18;3;1;20;13;29;21;10;28;26;27;14;32;22;9;25;23;18;28016
18;28016;16;12;31;4;19;15;2;7;24;6;30;17;5;11;8;18;3;1;20;13;29;21;10;28;26;27;14;32;22;9;25;23
16;12;31;4;19;15;23;7;24;6;30;17;5;11;8;18;3;1;20;13;29;21;10;28;26;27;14;32;22;9;25;2;18;27898
18;27898;16;12;31;4;19;15;23;7;24;6;30;17;5;11;8;18;3;1;20;13;29;21;10;28;26;27;14;32;22;9;25;2
16;12;31;4;19;15;23;7;24;30;6;17;5;11;8;18;3;1;20;13;29;21;10;28;26;27;14;32;22;9;25;2;18;27108
18;27108;16;12;31;4;19;15;23;7;24;30;6;17;5;11;8;18;3;1;20;13;29;21;10;28;26;27;14;32;22;9;25;2
16;12;3;4;19;15;23;7;24;30;6;17;5;11;8;18;31;1;20;13;29;21;10;28;26;27;14;32;22;9;25;2;18;28010
18;28010;16;12;3;4;19;15;23;7;24;30;6;17;5;11;8;18;31;1;20;13;29;21;10;28;26;27;14;32;22;9;25;2
16;12;3;4;19;15;23;7;24;30;6;17;5;11;8;18;31;1;28;13;29;21;10;20;26;27;14;32;22;9;25;2;18;28090
18;28090;16;12;3;4;19;15;23;7;24;30;6;17;5;11;8;18;31;1;28;13;29;21;10;20;26;27;14;32;22;9;25;2
16;12;32;4;19;15;23;7;24;30;6;17;5;11;8;18;31;1;28;13;29;21;10;20;26;27;14;3;22;9;25;2;18;28192
18;28192;16;12;32;4;19;15;23;7;24;30;6;17;5;11;8;18;31;1;28;13;29;21;10;20;26;27;14;3;22;9;25;2
16;12;32;4;19;15;23;7;24;30;6;17;5;11;29;18;31;1;28;13;8;21;10;20;26;27;14;3;22;9;25;2;18;28512
18;28512;16;12;32;4;19;15;23;7;24;30;6;17;5;11;29;18;31;1;28;13;8;21;10;20;26;27;14;3;22;9;25;2
16;12;32;4;19;15;23;7;24;30;9;17;5;11;29;18;31;1;28;13;8;21;10;20;26;27;14;3;22;6;25;2;18;28952
18;28952;16;12;32;4;19;15;23;7;24;30;9;17;5;11;29;18;31;1;28;13;8;21;10;20;26;27;14;3;22;6;25;2
16;5;32;4;19;15;23;7;24;30;9;17;12;11;29;18;31;1;28;13;8;21;10;20;26;27;14;3;22;6;25;2;18;29352
18;29352;16;5;32;4;19;15;23;7;24;30;9;17;12;11;29;18;31;1;28;13;8;21;10;20;26;27;14;3;22;6;25;2
16;5;32;4;19;15;23;7;29;30;9;17;12;11;24;18;31;1;28;13;8;21;10;20;26;27;14;3;22;6;25;2;18;29032
18;29032;16;5;32;4;19;15;23;7;29;30;9;17;12;11;24;18;31;1;28;13;8;21;10;20;26;27;14;3;22;6;25;2
24;5;32;4;19;15;23;7;29;30;9;17;12;11;16;18;31;1;28;13;8;21;10;20;26;27;14;3;22;6;25;2;18;28750
18;28750;24;5;32;4;19;15;23;7;29;30;9;17;12;11;16;18;31;1;28;13;8;21;10;20;26;27;14;3;22;6;25;2
29;5;32;4;19;15;23;7;24;30;9;17;12;11;16;18;31;1;28;13;8;21;10;20;26;27;14;3;22;6;25;2;18;28810
18;28810;29;5;32;4;19;15;23;7;24;30;9;17;12;11;16;18;31;1;28;13;8;21;10;20;26;27;14;3;22;6;25;2
29;5;32;4;3;15;23;7;24;30;9;17;12;11;16;18;31;1;28;13;8;21;10;20;26;27;14;19;22;6;25;2;18;29040
18;29040;29;5;32;4;3;15;23;7;24;30;9;17;12;11;16;18;31;1;28;13;8;21;10;20;26;27;14;19;22;6;25;2
29;5;32;4;21;15;23;7;24;30;9;17;12;11;16;18;31;1;28;13;8;3;10;20;26;27;14;19;22;6;25;2;18;28844
18;28844;29;5;32;4;21;15;23;7;24;30;9;17;12;11;16;18;31;1;28;13;8;3;10;20;26;27;14;19;22;6;25;2
29;5;24;4;21;15;23;7;32;30;9;17;12;11;16;18;31;1;28;13;8;3;10;20;26;27;14;19;22;6;25;2;18;28764
18;28764;29;5;24;4;21;15;23;7;32;30;9;17;12;11;16;18;31;1;28;13;8;3;10;20;26;27;14;19;22;6;25;2
1;5;24;4;21;15;23;7;32;30;9;17;12;11;16;18;31;29;28;13;8;3;10;20;26;27;14;19;22;6;25;2;18;28442
18;28442;1;5;24;4;21;15;23;7;32;30;9;17;12;11;16;18;31;29;28;13;8;3;10;20;26;27;14;19;22;6;25;2
1;5;24;4;21;15;23;7;32;30;9;17;12;11;16;18;31;29;28;13;8;3;10;20;26;6;14;19;22;27;25;2;18;28350
18;28350;1;5;24;4;21;15;23;7;32;30;9;17;12;11;16;18;31;29;28;13;8;3;10;20;26;6;14;19;22;27;25;2
1;5;24;4;21;15;23;7;32;30;9;17;12;11;16;18;31;29;28;13;8;3;10;20;26;22;14;19;6;27;25;2;18;28028
18;28028;1;5;24;4;21;15;23;7;32;30;9;17;12;11;16;18;31;29;28;13;8;3;10;20;26;22;14;19;6;27;25;2
1;5;24;4;21;15;23;7;32;30;8;17;12;11;16;18;31;29;28;13;9;3;10;20;26;22;14;19;6;27;25;2;18;27908
18;27908;1;5;24;4;21;15;23;7;32;30;8;17;12;11;16;18;31;29;28;13;9;3;10;20;26;22;14;19;6;27;25;2
1;5;24;4;21;2;23;7;32;30;8;17;12;11;16;18;31;29;28;13;9;3;10;20;26;22;14;19;6;27;25;15;18;27348
19;27348;1;5;24;4;21;2;23;7;32;30;8;17;12;11;16;18;31;29;28;13;9;3;10;20;26;22;14;19;6;27;25;15
1;5;24;4;21;2;13;7;32;30;8;17;12;11;16;18;31;29;28;23;9;3;10;20;26;22;14;19;6;27;25;15;19;27434
19;27434;1;5;24;4;21;2;13;7;32;30;8;17;12;11;16;18;31;29;28;23;9;3;10;20;26;22;14;19;6;27;25;15
23;5;24;4;21;2;13;7;32;30;8;17;12;11;16;18;31;29;28;1;9;3;10;20;26;22;14;19;6;27;25;15;19;26630
19;26630;23;5;24;4;21;2;13;7;32;30;8;17;12;11;16;18;31;29;28;1;9;3;10;20;26;22;14;19;6;27;25;15
23;13;24;4;21;2;5;7;32;30;8;17;12;11;16;18;31;29;28;1;9;3;10;20;26;22;14;19;6;27;25;15;19;27030
19;27030;23;13;24;4;21;2;5;7;32;30;8;17;12;11;16;18;31;29;28;1;9;3;10;20;26;22;14;19;6;27;25;15
23;13;24;4;21;2;5;7;32;30;8;17;12;11;16;18;31;6;28;1;9;3;10;20;26;22;14;19;29;27;25;15;19;27226
19;27226;23;13;24;4;21;2;5;7;32;30;8;17;12;11;16;18;31;6;28;1;9;3;10;20;26;22;14;19;29;27;25;15
3;13;24;4;21;2;5;7;32;30;8;17;12;11;16;18;31;6;28;1;9;23;10;20;26;22;14;19;29;27;25;15;19;27620
19;27620;3;13;24;4;21;2;5;7;32;30;8;17;12;11;16;18;31;6;28;1;9;23;10;20;26;22;14;19;29;27;25;15
3;13;24;4;21;2;5;7;12;30;8;17;32;11;16;18;31;6;28;1;9;23;10;20;26;22;14;19;29;27;25;15;19;27834
