"X1";"X5833072";"X12";"X4";"X6";"X1.1";"X22";"X14";"X19";"X10";"X13";"X21";"X2";"X5";"X18";"X20";"X26";"X25";"X11";"X15";"X7";"X17";"X23";"X24";"X9";"X8";"X16";"X3"
2;22;4;15;13;25;7;24;3;18;6;26;19;23;12;21;5;20;16;14;9;10;8;17;11;1;58;5817412
58;5817412;2;22;4;15;13;25;7;24;3;18;6;26;19;23;12;21;5;20;16;14;9;10;8;17;11;1
8;22;4;15;13;25;7;24;3;18;6;26;19;23;12;21;5;20;16;14;9;10;2;17;11;1;58;5815615
58;5815615;8;22;4;15;13;25;7;24;3;18;6;26;19;23;12;21;5;20;16;14;9;10;2;17;11;1
8;6;4;15;13;25;7;24;3;18;22;26;19;23;12;21;5;20;16;14;9;10;2;17;11;1;58;5816880
58;5816880;8;6;4;15;13;25;7;24;3;18;22;26;19;23;12;21;5;20;16;14;9;10;2;17;11;1
8;6;4;15;25;13;7;24;3;18;22;26;19;23;12;21;5;20;16;14;9;10;2;17;11;1;58;5840981
58;5840981;8;6;4;15;25;13;7;24;3;18;22;26;19;23;12;21;5;20;16;14;9;10;2;17;11;1
8;6;4;15;25;13;22;24;3;18;7;26;19;23;12;21;5;20;16;14;9;10;2;17;11;1;58;5794600
58;5794600;8;6;4;15;25;13;22;24;3;18;7;26;19;23;12;21;5;20;16;14;9;10;2;17;11;1
14;6;4;15;25;13;22;24;3;18;7;26;19;23;12;21;5;20;16;8;9;10;2;17;11;1;58;5783346
58;5783346;14;6;4;15;25;13;22;24;3;18;7;26;19;23;12;21;5;20;16;8;9;10;2;17;11;1
14;6;4;2;25;13;22;24;3;18;7;26;19;23;12;21;5;20;16;8;9;10;15;17;11;1;58;5789693
59;5789693;14;6;4;2;25;13;22;24;3;18;7;26;19;23;12;21;5;20;16;8;9;10;15;17;11;1
14;6;4;2;25;13;22;24;3;18;7;26;19;23;9;21;5;20;16;8;12;10;15;17;11;1;59;5768492
59;5768492;14;6;4;2;25;13;22;24;3;18;7;26;19;23;9;21;5;20;16;8;12;10;15;17;11;1
14;23;4;2;25;13;22;24;3;18;7;26;19;6;9;21;5;20;16;8;12;10;15;17;11;1;59;5766589
59;5766589;14;23;4;2;25;13;22;24;3;18;7;26;19;6;9;21;5;20;16;8;12;10;15;17;11;1
14;23;4;2;25;13;22;24;3;18;7;26;19;6;12;21;5;20;16;8;9;10;15;17;11;1;59;5793262
59;5793262;14;23;4;2;25;13;22;24;3;18;7;26;19;6;12;21;5;20;16;8;9;10;15;17;11;1
14;23;4;2;21;13;22;24;3;18;7;26;19;6;12;25;5;20;16;8;9;10;15;17;11;1;59;5797505
59;5797505;14;23;4;2;21;13;22;24;3;18;7;26;19;6;12;25;5;20;16;8;9;10;15;17;11;1
14;23;4;2;21;13;22;24;3;18;7;19;26;6;12;25;5;20;16;8;9;10;15;17;11;1;59;5809833
59;5809833;14;23;4;2;21;13;22;24;3;18;7;19;26;6;12;25;5;20;16;8;9;10;15;17;11;1
14;23;4;2;21;15;22;24;3;18;7;19;26;6;12;25;5;20;16;8;9;10;13;17;11;1;59;5785190
59;5785190;14;23;4;2;21;15;22;24;3;18;7;19;26;6;12;25;5;20;16;8;9;10;13;17;11;1
14;20;4;2;21;15;22;24;3;18;7;19;26;6;12;25;5;23;16;8;9;10;13;17;11;1;59;5878391
59;5878391;14;20;4;2;21;15;22;24;3;18;7;19;26;6;12;25;5;23;16;8;9;10;13;17;11;1
14;20;9;2;21;15;22;24;3;18;7;19;26;6;12;25;5;23;16;8;4;10;13;17;11;1;59;5817108
59;5817108;14;20;9;2;21;15;22;24;3;18;7;19;26;6;12;25;5;23;16;8;4;10;13;17;11;1
14;20;9;2;21;15;19;24;3;18;7;22;26;6;12;25;5;23;16;8;4;10;13;17;11;1;59;5847539
59;5847539;14;20;9;2;21;15;19;24;3;18;7;22;26;6;12;25;5;23;16;8;4;10;13;17;11;1
17;20;9;2;21;15;19;24;3;18;7;22;26;6;12;25;5;23;16;8;4;10;13;14;11;1;59;5874960
59;5847539;14;20;9;2;21;15;19;24;3;18;7;22;26;6;12;25;5;23;16;8;4;10;13;17;11;1
14;17;9;2;21;15;19;24;3;18;7;22;26;6;12;25;5;23;16;8;4;10;13;20;11;1;59;5878806
59;5878806;14;17;9;2;21;15;19;24;3;18;7;22;26;6;12;25;5;23;16;8;4;10;13;20;11;1
14;17;18;2;21;15;19;24;3;9;7;22;26;6;12;25;5;23;16;8;4;10;13;20;11;1;59;5792168
59;5792168;14;17;18;2;21;15;19;24;3;9;7;22;26;6;12;25;5;23;16;8;4;10;13;20;11;1
14;17;18;2;21;15;19;24;3;9;7;22;13;6;12;25;5;23;16;8;4;10;26;20;11;1;59;5793580
59;5793580;14;17;18;2;21;15;19;24;3;9;7;22;13;6;12;25;5;23;16;8;4;10;26;20;11;1
14;17;18;2;21;15;19;13;3;9;7;22;24;6;12;25;5;23;16;8;4;10;26;20;11;1;59;5821866
59;5821866;14;17;18;2;21;15;19;13;3;9;7;22;24;6;12;25;5;23;16;8;4;10;26;20;11;1
14;17;18;3;21;15;19;13;2;9;7;22;24;6;12;25;5;23;16;8;4;10;26;20;11;1;59;5851274
59;5851274;14;17;18;3;21;15;19;13;2;9;7;22;24;6;12;25;5;23;16;8;4;10;26;20;11;1
14;17;18;3;21;23;19;13;2;9;7;22;24;6;12;25;5;15;16;8;4;10;26;20;11;1;59;5848489
59;5848489;14;17;18;3;21;23;19;13;2;9;7;22;24;6;12;25;5;15;16;8;4;10;26;20;11;1
14;17;18;3;21;23;19;13;2;9;7;22;24;6;12;25;5;15;16;4;8;10;26;20;11;1;59;5861955
59;5861955;14;17;18;3;21;23;19;13;2;9;7;22;24;6;12;25;5;15;16;4;8;10;26;20;11;1
14;17;18;3;21;23;19;13;2;9;7;15;24;6;12;25;5;22;16;4;8;10;26;20;11;1;59;5890491
59;5890491;14;17;18;3;21;23;19;13;2;9;7;15;24;6;12;25;5;22;16;4;8;10;26;20;11;1
14;17;18;3;21;23;19;13;9;2;7;15;24;6;12;25;5;22;16;4;8;10;26;20;11;1;59;5890851
59;5890851;14;17;18;3;21;23;19;13;9;2;7;15;24;6;12;25;5;22;16;4;8;10;26;20;11;1
14;17;18;3;21;23;19;13;9;2;7;15;24;6;12;25;5;22;16;4;8;10;20;26;11;1;59;5890851
60;5890851;14;17;18;3;21;23;19;13;9;2;7;15;24;6;12;25;5;22;16;4;8;10;20;26;11;1
14;17;5;3;21;23;19;13;9;2;7;15;24;6;12;25;18;22;16;4;8;10;20;26;11;1;60;6019789
60;6019789;14;17;5;3;21;23;19;13;9;2;7;15;24;6;12;25;18;22;16;4;8;10;20;26;11;1
14;17;5;3;21;23;19;13;9;2;7;6;24;15;12;25;18;22;16;4;8;10;20;26;11;1;60;6021269
60;6021269;14;17;5;3;21;23;19;13;9;2;7;6;24;15;12;25;18;22;16;4;8;10;20;26;11;1
14;17;5;3;21;23;19;13;9;4;7;6;24;15;12;25;18;22;16;2;8;10;20;26;11;1;60;5979646
60;5979646;14;17;5;3;21;23;19;13;9;4;7;6;24;15;12;25;18;22;16;2;8;10;20;26;11;1
14;17;5;3;21;23;19;13;9;4;10;6;24;15;12;25;18;22;16;2;8;7;20;26;11;1;60;6031331
60;6031331;14;17;5;3;21;23;19;13;9;4;10;6;24;15;12;25;18;22;16;2;8;7;20;26;11;1
14;17;5;3;21;23;19;13;9;4;22;6;24;15;12;25;18;10;16;2;8;7;20;26;11;1;60;6038083
60;6038083;14;17;5;3;21;23;19;13;9;4;22;6;24;15;12;25;18;10;16;2;8;7;20;26;11;1
14;17;6;3;21;23;19;13;9;4;22;5;24;15;12;25;18;10;16;2;8;7;20;26;11;1;60;5894178
60;5894178;14;17;6;3;21;23;19;13;9;4;22;5;24;15;12;25;18;10;16;2;8;7;20;26;11;1
14;17;6;3;21;23;19;24;9;4;22;5;13;15;12;25;18;10;16;2;8;7;20;26;11;1;60;5871448
60;5871448;14;17;6;3;21;23;19;24;9;4;22;5;13;15;12;25;18;10;16;2;8;7;20;26;11;1
14;17;6;3;8;23;19;24;9;4;22;5;13;15;12;25;18;10;16;2;21;7;20;26;11;1;60;5837227
60;5837227;14;17;6;3;8;23;19;24;9;4;22;5;13;15;12;25;18;10;16;2;21;7;20;26;11;1
14;17;6;3;8;23;19;24;9;10;22;5;13;15;12;25;18;4;16;2;21;7;20;26;11;1;60;5828985
60;5828985;14;17;6;3;8;23;19;24;9;10;22;5;13;15;12;25;18;4;16;2;21;7;20;26;11;1
14;17;6;3;8;11;19;24;9;10;22;5;13;15;12;25;18;4;16;2;21;7;20;26;23;1;60;5828051
60;5828051;14;17;6;3;8;11;19;24;9;10;22;5;13;15;12;25;18;4;16;2;21;7;20;26;23;1
14;17;6;3;16;11;19;24;9;10;22;5;13;15;12;25;18;4;8;2;21;7;20;26;23;1;60;5771390
60;5771390;14;17;6;3;16;11;19;24;9;10;22;5;13;15;12;25;18;4;8;2;21;7;20;26;23;1
14;20;6;3;16;11;19;24;9;10;22;5;13;15;12;25;18;4;8;2;21;7;17;26;23;1;60;5804281
60;5804281;14;20;6;3;16;11;19;24;9;10;22;5;13;15;12;25;18;4;8;2;21;7;17;26;23;1
14;20;6;3;16;11;19;24;9;10;22;12;13;15;5;25;18;4;8;2;21;7;17;26;23;1;60;5861158
60;5804281;14;20;6;3;16;11;19;24;9;10;22;5;13;15;12;25;18;4;8;2;21;7;17;26;23;1
14;20;6;3;16;11;19;24;9;10;12;5;13;15;22;25;18;4;8;2;21;7;17;26;23;1;60;5788936
60;5788936;14;20;6;3;16;11;19;24;9;10;12;5;13;15;22;25;18;4;8;2;21;7;17;26;23;1
14;10;6;3;16;11;19;24;9;20;12;5;13;15;22;25;18;4;8;2;21;7;17;26;23;1;60;5772314
60;5772314;14;10;6;3;16;11;19;24;9;20;12;5;13;15;22;25;18;4;8;2;21;7;17;26;23;1
14;10;8;3;16;11;19;24;9;20;12;5;13;15;22;25;18;4;6;2;21;7;17;26;23;1;60;5796464
60;5796464;14;10;8;3;16;11;19;24;9;20;12;5;13;15;22;25;18;4;6;2;21;7;17;26;23;1
14;10;8;3;24;11;19;16;9;20;12;5;13;15;22;25;18;4;6;2;21;7;17;26;23;1;60;5803235
60;5803235;14;10;8;3;24;11;19;16;9;20;12;5;13;15;22;25;18;4;6;2;21;7;17;26;23;1
14;10;8;3;4;11;19;16;9;20;12;5;13;15;22;25;18;24;6;2;21;7;17;26;23;1;60;5804589
60;5804589;14;10;8;3;4;11;19;16;9;20;12;5;13;15;22;25;18;24;6;2;21;7;17;26;23;1
14;10;8;3;4;11;22;16;9;20;12;5;13;15;19;25;18;24;6;2;21;7;17;26;23;1;60;5784877
60;5784877;14;10;8;3;4;11;22;16;9;20;12;5;13;15;19;25;18;24;6;2;21;7;17;26;23;1
14;10;8;3;4;11;22;16;9;20;12;5;13;15;19;25;18;24;6;2;17;7;21;26;23;1;60;5785533
61;5785533;14;10;8;3;4;11;22;16;9;20;12;5;13;15;19;25;18;24;6;2;17;7;21;26;23;1
14;10;8;3;4;11;22;16;9;20;12;5;13;7;19;25;18;24;6;2;17;15;21;26;23;1;61;5777095
61;5777095;14;10;8;3;4;11;22;16;9;20;12;5;13;7;19;25;18;24;6;2;17;15;21;26;23;1
14;10;8;3;4;11;22;16;9;20;12;5;13;7;19;25;18;24;6;2;17;1;21;26;23;15;61;5863060
61;5863060;14;10;8;3;4;11;22;16;9;20;12;5;13;7;19;25;18;24;6;2;17;1;21;26;23;15
14;10;8;5;4;11;22;16;9;20;12;3;13;7;19;25;18;24;6;2;17;1;21;26;23;15;61;6011125
61;6011125;14;10;8;5;4;11;22;16;9;20;12;3;13;7;19;25;18;24;6;2;17;1;21;26;23;15
19;10;8;5;4;11;22;16;9;20;12;3;13;7;14;25;18;24;6;2;17;1;21;26;23;15;61;6049328
61;6049328;19;10;8;5;4;11;22;16;9;20;12;3;13;7;14;25;18;24;6;2;17;1;21;26;23;15
19;10;8;5;4;11;22;16;9;14;12;3;13;7;20;25;18;24;6;2;17;1;21;26;23;15;61;5963647
61;5963647;19;10;8;5;4;11;22;16;9;14;12;3;13;7;20;25;18;24;6;2;17;1;21;26;23;15
19;10;8;5;4;11;22;16;9;14;12;3;13;7;25;20;18;24;6;2;17;1;21;26;23;15;61;5912246
61;5912246;19;10;8;5;4;11;22;16;9;14;12;3;13;7;25;20;18;24;6;2;17;1;21;26;23;15
19;10;8;5;4;11;22;16;9;14;12;3;25;7;13;20;18;24;6;2;17;1;21;26;23;15;61;5926165
61;5926165;19;10;8;5;4;11;22;16;9;14;12;3;25;7;13;20;18;24;6;2;17;1;21;26;23;15
19;10;8;5;4;11;22;16;9;14;12;3;25;7;13;1;18;24;6;2;17;20;21;26;23;15;61;5934059
61;5934059;19;10;8;5;4;11;22;16;9;14;12;3;25;7;13;1;18;24;6;2;17;20;21;26;23;15
19;10;8;5;4;11;22;16;9;14;12;3;20;7;13;1;18;24;6;2;17;25;21;26;23;15;61;5867368
61;5867368;19;10;8;5;4;11;22;16;9;14;12;3;20;7;13;1;18;24;6;2;17;25;21;26;23;15
19;10;8;5;4;11;22;16;9;14;12;3;20;7;13;1;18;24;15;2;17;25;21;26;23;6;61;5829012
61;5829012;19;10;8;5;4;11;22;16;9;14;12;3;20;7;13;1;18;24;15;2;17;25;21;26;23;6
19;10;8;5;4;11;22;16;9;14;12;3;20;7;13;1;18;15;24;2;17;25;21;26;23;6;61;5827612
61;5827612;19;10;8;5;4;11;22;16;9;14;12;3;20;7;13;1;18;15;24;2;17;25;21;26;23;6
19;15;8;5;4;11;22;16;9;14;12;3;20;7;13;1;18;10;24;2;17;25;21;26;23;6;61;5841842
61;5841842;19;15;8;5;4;11;22;16;9;14;12;3;20;7;13;1;18;10;24;2;17;25;21;26;23;6
19;23;8;5;4;11;22;16;9;14;12;3;20;7;13;1;18;10;24;2;17;25;21;26;15;6;61;5878865
61;5841842;19;15;8;5;4;11;22;16;9;14;12;3;20;7;13;1;18;10;24;2;17;25;21;26;23;6
19;15;8;5;4;11;22;16;9;14;12;3;6;7;13;1;18;10;24;2;17;25;21;26;23;20;61;5857735
61;5857735;19;15;8;5;4;11;22;16;9;14;12;3;6;7;13;1;18;10;24;2;17;25;21;26;23;20
4;15;8;5;19;11;22;16;9;14;12;3;6;7;13;1;18;10;24;2;17;25;21;26;23;20;61;5862721
61;5862721;4;15;8;5;19;11;22;16;9;14;12;3;6;7;13;1;18;10;24;2;17;25;21;26;23;20
4;15;8;5;19;11;22;16;9;14;12;23;6;7;13;1;18;10;24;2;17;25;21;26;3;20;61;5852191
61;5852191;4;15;8;5;19;11;22;16;9;14;12;23;6;7;13;1;18;10;24;2;17;25;21;26;3;20
12;15;8;5;19;11;22;16;9;14;4;23;6;7;13;1;18;10;24;2;17;25;21;26;3;20;61;5871289
61;5871289;12;15;8;5;19;11;22;16;9;14;4;23;6;7;13;1;18;10;24;2;17;25;21;26;3;20
12;15;8;5;19;11;22;3;9;14;4;23;6;7;13;1;18;10;24;2;17;25;21;26;16;20;61;5863091
61;5863091;12;15;8;5;19;11;22;3;9;14;4;23;6;7;13;1;18;10;24;2;17;25;21;26;16;20
12;15;8;5;19;11;22;3;9;14;4;23;20;7;13;1;18;10;24;2;17;25;21;26;16;6;61;5849471
61;5849471;12;15;8;5;19;11;22;3;9;14;4;23;20;7;13;1;18;10;24;2;17;25;21;26;16;6
12;15;8;5;19;11;22;14;9;3;4;23;20;7;13;1;18;10;24;2;17;25;21;26;16;6;61;5849631
62;5849631;12;15;8;5;19;11;22;14;9;3;4;23;20;7;13;1;18;10;24;2;17;25;21;26;16;6
12;15;8;5;19;11;22;14;26;3;4;23;20;7;13;1;18;10;24;2;17;25;21;9;16;6;62;6056270
62;5849631;12;15;8;5;19;11;22;14;9;3;4;23;20;7;13;1;18;10;24;2;17;25;21;26;16;6
12;15;8;5;23;11;22;14;9;3;4;19;20;7;13;1;18;10;24;2;17;25;21;26;16;6;62;5810663
62;5810663;12;15;8;5;23;11;22;14;9;3;4;19;20;7;13;1;18;10;24;2;17;25;21;26;16;6
12;15;8;4;23;11;22;14;9;3;5;19;20;7;13;1;18;10;24;2;17;25;21;26;16;6;62;5659475
62;5659475;12;15;8;4;23;11;22;14;9;3;5;19;20;7;13;1;18;10;24;2;17;25;21;26;16;6
12;15;8;4;23;11;22;14;26;3;5;19;20;7;13;1;18;10;24;2;17;25;21;9;16;6;62;5766410
62;5766410;12;15;8;4;23;11;22;14;26;3;5;19;20;7;13;1;18;10;24;2;17;25;21;9;16;6
12;15;19;4;23;11;22;14;26;3;5;8;20;7;13;1;18;10;24;2;17;25;21;9;16;6;62;5824859
62;5824859;12;15;19;4;23;11;22;14;26;3;5;8;20;7;13;1;18;10;24;2;17;25;21;9;16;6
12;15;19;4;23;11;22;14;26;3;10;8;20;7;13;1;18;5;24;2;17;25;21;9;16;6;62;5788673
62;5788673;12;15;19;4;23;11;22;14;26;3;10;8;20;7;13;1;18;5;24;2;17;25;21;9;16;6
12;15;19;4;23;11;22;14;26;3;10;8;20;7;13;1;18;5;24;2;17;6;21;9;16;25;62;5793222
62;5793222;12;15;19;4;23;11;22;14;26;3;10;8;20;7;13;1;18;5;24;2;17;6;21;9;16;25
12;15;19;4;23;11;22;3;26;14;10;8;20;7;13;1;18;5;24;2;17;6;21;9;16;25;62;5769942
62;5769942;12;15;19;4;23;11;22;3;26;14;10;8;20;7;13;1;18;5;24;2;17;6;21;9;16;25
12;22;19;4;23;11;15;3;26;14;10;8;20;7;13;1;18;5;24;2;17;6;21;9;16;25;62;5780068
62;5780068;12;22;19;4;23;11;15;3;26;14;10;8;20;7;13;1;18;5;24;2;17;6;21;9;16;25
12;22;19;4;23;11;15;24;26;14;10;8;20;7;13;1;18;5;3;2;17;6;21;9;16;25;62;5770413
62;5770413;12;22;19;4;23;11;15;24;26;14;10;8;20;7;13;1;18;5;3;2;17;6;21;9;16;25
12;22;19;4;23;11;7;24;26;14;10;8;20;15;13;1;18;5;3;2;17;6;21;9;16;25;62;5766248
62;5766248;12;22;19;4;23;11;7;24;26;14;10;8;20;15;13;1;18;5;3;2;17;6;21;9;16;25
12;24;19;4;23;11;7;22;26;14;10;8;20;15;13;1;18;5;3;2;17;6;21;9;16;25;62;5773545
62;5773545;12;24;19;4;23;11;7;22;26;14;10;8;20;15;13;1;18;5;3;2;17;6;21;9;16;25
26;24;19;4;23;11;7;22;12;14;10;8;20;15;13;1;18;5;3;2;17;6;21;9;16;25;62;5777369
62;5777369;26;24;19;4;23;11;7;22;12;14;10;8;20;15;13;1;18;5;3;2;17;6;21;9;16;25
26;24;19;4;23;18;7;22;12;14;10;8;20;15;13;1;11;5;3;2;17;6;21;9;16;25;62;5838401
62;5777369;26;24;19;4;23;11;7;22;12;14;10;8;20;15;13;1;18;5;3;2;17;6;21;9;16;25
26;24;19;4;23;11;7;22;12;14;10;8;20;15;13;3;18;5;1;2;17;6;21;9;16;25;62;5753926
62;5753926;26;24;19;4;23;11;7;22;12;14;10;8;20;15;13;3;18;5;1;2;17;6;21;9;16;25
26;24;19;4;23;14;7;22;12;11;10;8;20;15;13;3;18;5;1;2;17;6;21;9;16;25;62;5752537
62;5752537;26;24;19;4;23;14;7;22;12;11;10;8;20;15;13;3;18;5;1;2;17;6;21;9;16;25
26;24;19;4;23;14;5;22;12;11;10;8;20;15;13;3;18;7;1;2;17;6;21;9;16;25;62;5884443
62;5752537;26;24;19;4;23;14;7;22;12;11;10;8;20;15;13;3;18;5;1;2;17;6;21;9;16;25
26;24;19;4;23;14;17;22;12;11;10;8;20;15;13;3;18;5;1;2;7;6;21;9;16;25;62;5743278
62;5743278;26;24;19;4;23;14;17;22;12;11;10;8;20;15;13;3;18;5;1;2;7;6;21;9;16;25
26;24;19;4;23;14;17;22;12;18;10;8;20;15;13;3;11;5;1;2;7;6;21;9;16;25;62;5807371
62;5807371;26;24;19;4;23;14;17;22;12;18;10;8;20;15;13;3;11;5;1;2;7;6;21;9;16;25
26;24;19;4;23;14;17;22;12;18;10;8;20;15;13;3;11;5;1;21;7;6;2;9;16;25;62;5810249
63;5810249;26;24;19;4;23;14;17;22;12;18;10;8;20;15;13;3;11;5;1;21;7;6;2;9;16;25
26;24;19;4;23;25;17;22;12;18;10;8;20;15;13;3;11;5;1;21;7;6;2;9;16;14;63;5851762
63;5851762;26;24;19;4;23;25;17;22;12;18;10;8;20;15;13;3;11;5;1;21;7;6;2;9;16;14
26;24;19;4;3;25;17;22;12;18;10;8;20;15;13;23;11;5;1;21;7;6;2;9;16;14;63;5875222
63;5875222;26;24;19;4;3;25;17;22;12;18;10;8;20;15;13;23;11;5;1;21;7;6;2;9;16;14
26;7;19;4;3;25;17;22;12;18;10;8;20;15;13;23;11;5;1;21;24;6;2;9;16;14;63;5869450
63;5869450;26;7;19;4;3;25;17;22;12;18;10;8;20;15;13;23;11;5;1;21;24;6;2;9;16;14
26;7;19;2;3;25;17;22;12;18;10;8;20;15;13;23;11;5;1;21;24;6;4;9;16;14;63;5847490
63;5847490;26;7;19;2;3;25;17;22;12;18;10;8;20;15;13;23;11;5;1;21;24;6;4;9;16;14
26;7;19;2;3;25;14;22;12;18;10;8;20;15;13;23;11;5;1;21;24;6;4;9;16;17;63;5805621
63;5805621;26;7;19;2;3;25;14;22;12;18;10;8;20;15;13;23;11;5;1;21;24;6;4;9;16;17
26;18;19;2;3;25;14;22;12;7;10;8;20;15;13;23;11;5;1;21;24;6;4;9;16;17;63;5808169
63;5808169;26;18;19;2;3;25;14;22;12;7;10;8;20;15;13;23;11;5;1;21;24;6;4;9;16;17
21;18;19;2;3;25;14;22;12;7;10;8;20;15;13;23;11;5;1;26;24;6;4;9;16;17;63;5803820
63;5803820;21;18;19;2;3;25;14;22;12;7;10;8;20;15;13;23;11;5;1;26;24;6;4;9;16;17
21;18;19;2;3;25;14;10;12;7;22;8;20;15;13;23;11;5;1;26;24;6;4;9;16;17;63;5796831
63;5796831;21;18;19;2;3;25;14;10;12;7;22;8;20;15;13;23;11;5;1;26;24;6;4;9;16;17
21;18;19;2;3;25;14;10;12;7;22;8;20;15;13;23;11;4;1;26;24;6;5;9;16;17;63;6035274
63;5796831;21;18;19;2;3;25;14;10;12;7;22;8;20;15;13;23;11;5;1;26;24;6;4;9;16;17
21;18;19;2;3;25;14;10;12;7;22;8;20;15;13;23;11;6;1;26;24;5;4;9;16;17;63;6147019
63;5796831;21;18;19;2;3;25;14;10;12;7;22;8;20;15;13;23;11;5;1;26;24;6;4;9;16;17
21;18;19;2;5;25;14;10;12;7;22;8;20;15;13;23;11;3;1;26;24;6;4;9;16;17;63;6109244
63;5796831;21;18;19;2;3;25;14;10;12;7;22;8;20;15;13;23;11;5;1;26;24;6;4;9;16;17
21;18;19;2;3;25;20;10;12;7;22;8;14;15;13;23;11;5;1;26;24;6;4;9;16;17;63;5723041
63;5723041;21;18;19;2;3;25;20;10;12;7;22;8;14;15;13;23;11;5;1;26;24;6;4;9;16;17
21;18;19;2;3;25;20;10;12;7;22;8;6;15;13;23;11;5;1;26;24;14;4;9;16;17;63;5816959
63;5816959;21;18;19;2;3;25;20;10;12;7;22;8;6;15;13;23;11;5;1;26;24;14;4;9;16;17
21;13;19;2;3;25;20;10;12;7;22;8;6;15;18;23;11;5;1;26;24;14;4;9;16;17;63;5818800
63;5818800;21;13;19;2;3;25;20;10;12;7;22;8;6;15;18;23;11;5;1;26;24;14;4;9;16;17
21;13;19;2;3;4;20;10;12;7;22;8;6;15;18;23;11;5;1;26;24;14;25;9;16;17;63;5761072
63;5761072;21;13;19;2;3;4;20;10;12;7;22;8;6;15;18;23;11;5;1;26;24;14;25;9;16;17
21;13;19;12;3;4;20;10;2;7;22;8;6;15;18;23;11;5;1;26;24;14;25;9;16;17;63;5772376
63;5772376;21;13;19;12;3;4;20;10;2;7;22;8;6;15;18;23;11;5;1;26;24;14;25;9;16;17
21;13;19;12;3;4;20;10;14;7;22;8;6;15;18;23;11;5;1;26;24;2;25;9;16;17;63;5775700
63;5775700;21;13;19;12;3;4;20;10;14;7;22;8;6;15;18;23;11;5;1;26;24;2;25;9;16;17
21;13;19;12;3;4;20;10;14;7;25;8;6;15;18;23;11;5;1;26;24;2;22;9;16;17;63;5783189
63;5783189;21;13;19;12;3;4;20;10;14;7;25;8;6;15;18;23;11;5;1;26;24;2;22;9;16;17
21;13;19;12;3;4;20;10;9;7;25;8;6;15;18;23;11;5;1;26;24;2;22;14;16;17;63;5673604
63;5673604;21;13;19;12;3;4;20;10;9;7;25;8;6;15;18;23;11;5;1;26;24;2;22;14;16;17
21;13;19;12;23;4;20;10;9;7;25;8;6;15;18;3;11;5;1;26;24;2;22;14;16;17;63;5670427
64;5670427;21;13;19;12;23;4;20;10;9;7;25;8;6;15;18;3;11;5;1;26;24;2;22;14;16;17
21;13;19;12;23;4;20;10;9;7;25;8;6;15;18;3;11;5;1;26;24;17;22;14;16;2;64;5668886
64;5668886;21;13;19;12;23;4;20;10;9;7;25;8;6;15;18;3;11;5;1;26;24;17;22;14;16;2
22;13;19;12;23;4;20;10;9;7;25;8;6;15;18;3;11;5;1;26;24;17;21;14;16;2;64;5654086
64;5654086;22;13;19;12;23;4;20;10;9;7;25;8;6;15;18;3;11;5;1;26;24;17;21;14;16;2
22;13;19;15;23;4;20;10;9;7;25;8;6;12;18;3;11;5;1;26;24;17;21;14;16;2;64;5680934
64;5680934;22;13;19;15;23;4;20;10;9;7;25;8;6;12;18;3;11;5;1;26;24;17;21;14;16;2
22;13;19;15;23;4;1;10;9;7;25;8;6;12;18;3;11;5;20;26;24;17;21;14;16;2;64;5707041
64;5707041;22;13;19;15;23;4;1;10;9;7;25;8;6;12;18;3;11;5;20;26;24;17;21;14;16;2
22;13;19;15;23;4;1;10;9;7;25;8;3;12;18;6;11;5;20;26;24;17;21;14;16;2;64;5710683
64;5710683;22;13;19;15;23;4;1;10;9;7;25;8;3;12;18;6;11;5;20;26;24;17;21;14;16;2
22;13;4;15;23;19;1;10;9;7;25;8;3;12;18;6;11;5;20;26;24;17;21;14;16;2;64;5732509
64;5732509;22;13;4;15;23;19;1;10;9;7;25;8;3;12;18;6;11;5;20;26;24;17;21;14;16;2
22;13;4;15;2;19;1;10;9;7;25;8;3;12;18;6;11;5;20;26;24;17;21;14;16;23;64;5730395
64;5730395;22;13;4;15;2;19;1;10;9;7;25;8;3;12;18;6;11;5;20;26;24;17;21;14;16;23
15;13;4;22;2;19;1;10;9;7;25;8;3;12;18;6;11;5;20;26;24;17;21;14;16;23;64;5709134
64;5709134;15;13;4;22;2;19;1;10;9;7;25;8;3;12;18;6;11;5;20;26;24;17;21;14;16;23
15;6;4;22;2;19;1;10;9;7;25;8;3;12;18;13;11;5;20;26;24;17;21;14;16;23;64;5729532
64;5709134;15;13;4;22;2;19;1;10;9;7;25;8;3;12;18;6;11;5;20;26;24;17;21;14;16;23
15;13;4;22;2;19;3;10;9;7;25;8;1;12;18;6;11;5;20;26;24;17;21;14;16;23;64;5762187
64;5762187;15;13;4;22;2;19;3;10;9;7;25;8;1;12;18;6;11;5;20;26;24;17;21;14;16;23
15;13;4;5;2;19;3;10;9;7;25;8;1;12;18;6;11;22;20;26;24;17;21;14;16;23;64;6125448
64;6125448;15;13;4;5;2;19;3;10;9;7;25;8;1;12;18;6;11;22;20;26;24;17;21;14;16;23
15;13;4;5;2;19;3;10;9;7;25;8;1;12;18;6;24;22;20;26;11;17;21;14;16;23;64;6143640
64;6143640;15;13;4;5;2;19;3;10;9;7;25;8;1;12;18;6;24;22;20;26;11;17;21;14;16;23
15;13;4;5;2;19;3;10;9;6;25;8;1;12;18;7;24;22;20;26;11;17;21;14;16;23;64;6143864
