"X1";"X27114";"X23";"X21";"X18";"X25";"X22";"X7";"X29";"X10";"X31";"X28";"X11";"X2";"X1.1";"X26";"X9";"X20";"X8";"X15";"X4";"X6";"X14";"X13";"X27";"X30";"X17";"X12";"X3";"X5";"X24";"X32";"X19";"X16"
48;27838;29;2;9;24;30;8;31;14;22;7;13;15;10;12;26;6;19;16;23;25;5;21;17;20;28;18;1;32;11;27;4;3
29;2;9;24;30;8;31;14;22;7;13;15;10;12;26;6;19;16;23;25;5;28;17;20;21;18;1;32;11;27;4;3;48;28038
48;28038;29;2;9;24;30;8;31;14;22;7;13;15;10;12;26;6;19;16;23;25;5;28;17;20;21;18;1;32;11;27;4;3
29;2;9;24;30;8;31;14;22;7;13;15;10;20;26;6;19;16;23;25;5;28;17;12;21;18;1;32;11;27;4;3;48;28130
48;28130;29;2;9;24;30;8;31;14;22;7;13;15;10;20;26;6;19;16;23;25;5;28;17;12;21;18;1;32;11;27;4;3
29;2;9;24;3;8;31;14;22;7;13;15;10;20;26;6;19;16;23;25;5;28;17;12;21;18;1;32;11;27;4;30;48;28468
48;28468;29;2;9;24;3;8;31;14;22;7;13;15;10;20;26;6;19;16;23;25;5;28;17;12;21;18;1;32;11;27;4;30
29;2;9;24;3;8;31;14;22;7;13;15;10;20;26;6;19;16;23;25;5;28;1;12;21;18;17;32;11;27;4;30;48;28146
48;28146;29;2;9;24;3;8;31;14;22;7;13;15;10;20;26;6;19;16;23;25;5;28;1;12;21;18;17;32;11;27;4;30
29;2;9;24;3;8;31;20;22;7;13;15;10;14;26;6;19;16;23;25;5;28;1;12;21;18;17;32;11;27;4;30;48;27938
48;27938;29;2;9;24;3;8;31;20;22;7;13;15;10;14;26;6;19;16;23;25;5;28;1;12;21;18;17;32;11;27;4;30
29;2;9;24;3;8;31;20;22;7;13;15;10;14;11;6;19;16;23;25;5;28;1;12;21;18;17;32;26;27;4;30;48;28198
48;28198;29;2;9;24;3;8;31;20;22;7;13;15;10;14;11;6;19;16;23;25;5;28;1;12;21;18;17;32;26;27;4;30
29;27;9;24;3;8;31;20;22;7;13;15;10;14;11;6;19;16;23;25;5;28;1;12;21;18;17;32;26;2;4;30;48;27796
48;27796;29;27;9;24;3;8;31;20;22;7;13;15;10;14;11;6;19;16;23;25;5;28;1;12;21;18;17;32;26;2;4;30
29;27;9;24;3;8;31;28;22;7;13;15;10;14;11;6;19;16;23;25;5;20;1;12;21;18;17;32;26;2;4;30;48;27956
48;27796;29;27;9;24;3;8;31;20;22;7;13;15;10;14;11;6;19;16;23;25;5;28;1;12;21;18;17;32;26;2;4;30
29;27;19;24;3;8;31;20;22;7;13;15;10;14;11;6;9;16;23;25;5;28;1;12;21;18;17;32;26;2;4;30;48;28174
48;28174;29;27;19;24;3;8;31;20;22;7;13;15;10;14;11;6;9;16;23;25;5;28;1;12;21;18;17;32;26;2;4;30
29;27;19;24;3;8;31;20;22;7;13;15;12;14;11;6;9;16;23;25;5;28;1;10;21;18;17;32;26;2;4;30;48;28654
48;28654;29;27;19;24;3;8;31;20;22;7;13;15;12;14;11;6;9;16;23;25;5;28;1;10;21;18;17;32;26;2;4;30
29;27;32;24;3;8;31;20;22;7;13;15;12;14;11;6;9;16;23;25;5;28;1;10;21;18;17;19;26;2;4;30;48;28974
49;28974;29;27;32;24;3;8;31;20;22;7;13;15;12;14;11;6;9;16;23;25;5;28;1;10;21;18;17;19;26;2;4;30
29;27;32;24;3;8;31;20;18;7;13;15;12;14;11;6;9;16;23;25;5;28;1;10;21;22;17;19;26;2;4;30;49;28794
49;28794;29;27;32;24;3;8;31;20;18;7;13;15;12;14;11;6;9;16;23;25;5;28;1;10;21;22;17;19;26;2;4;30
29;27;32;24;3;8;31;20;18;7;13;15;12;14;11;6;9;16;23;25;17;28;1;10;21;22;5;19;26;2;4;30;49;28376
49;28376;29;27;32;24;3;8;31;20;18;7;13;15;12;14;11;6;9;16;23;25;17;28;1;10;21;22;5;19;26;2;4;30
29;27;32;24;3;21;31;20;18;7;13;15;12;14;11;6;9;16;23;25;17;28;1;10;8;22;5;19;26;2;4;30;49;28110
49;28110;29;27;32;24;3;21;31;20;18;7;13;15;12;14;11;6;9;16;23;25;17;28;1;10;8;22;5;19;26;2;4;30
29;27;32;24;3;21;31;20;18;22;13;15;12;14;11;6;9;16;23;25;17;28;1;10;8;7;5;19;26;2;4;30;49;27296
49;27296;29;27;32;24;3;21;31;20;18;22;13;15;12;14;11;6;9;16;23;25;17;28;1;10;8;7;5;19;26;2;4;30
29;27;32;24;3;21;31;20;18;22;13;15;12;14;11;6;9;16;23;25;17;28;1;10;26;7;5;19;8;2;4;30;49;28250
49;27296;29;27;32;24;3;21;31;20;18;22;13;15;12;14;11;6;9;16;23;25;17;28;1;10;8;7;5;19;26;2;4;30
29;27;32;24;3;18;31;20;21;22;13;15;12;14;11;6;9;16;23;25;17;28;1;10;8;7;5;19;26;2;4;30;49;27296
49;27296;29;27;32;24;3;18;31;20;21;22;13;15;12;14;11;6;9;16;23;25;17;28;1;10;8;7;5;19;26;2;4;30
29;27;25;24;3;18;31;20;21;22;13;15;12;14;11;6;9;16;23;32;17;28;1;10;8;7;5;19;26;2;4;30;49;26816
49;26816;29;27;25;24;3;18;31;20;21;22;13;15;12;14;11;6;9;16;23;32;17;28;1;10;8;7;5;19;26;2;4;30
29;27;25;24;3;18;31;20;21;22;13;7;12;14;11;6;9;16;23;32;17;28;1;10;8;15;5;19;26;2;4;30;49;26896
49;26896;29;27;25;24;3;18;31;20;21;22;13;7;12;14;11;6;9;16;23;32;17;28;1;10;8;15;5;19;26;2;4;30
29;27;25;24;3;23;31;20;21;22;13;7;12;14;11;6;9;16;18;32;17;28;1;10;8;15;5;19;26;2;4;30;49;26376
49;26376;29;27;25;24;3;23;31;20;21;22;13;7;12;14;11;6;9;16;18;32;17;28;1;10;8;15;5;19;26;2;4;30
29;27;25;24;3;23;31;20;21;22;10;7;12;14;11;6;9;16;18;32;17;28;1;13;8;15;5;19;26;2;4;30;49;26056
49;26056;29;27;25;24;3;23;31;20;21;22;10;7;12;14;11;6;9;16;18;32;17;28;1;13;8;15;5;19;26;2;4;30
29;27;25;24;1;23;31;20;21;22;10;7;12;14;11;6;9;16;18;32;17;28;3;13;8;15;5;19;26;2;4;30;49;26456
49;26456;29;27;25;24;1;23;31;20;21;22;10;7;12;14;11;6;9;16;18;32;17;28;3;13;8;15;5;19;26;2;4;30
29;27;14;24;1;23;31;20;21;22;10;7;12;25;11;6;9;16;18;32;17;28;3;13;8;15;5;19;26;2;4;30;49;27006
49;26456;29;27;25;24;1;23;31;20;21;22;10;7;12;14;11;6;9;16;18;32;17;28;3;13;8;15;5;19;26;2;4;30
29;27;25;24;1;23;31;20;21;11;10;7;12;14;22;6;9;16;18;32;17;28;3;13;8;15;5;19;26;2;4;30;49;26456
49;26456;29;27;25;24;1;23;31;20;21;11;10;7;12;14;22;6;9;16;18;32;17;28;3;13;8;15;5;19;26;2;4;30
29;8;25;24;1;23;31;20;21;11;10;7;12;14;22;6;9;16;18;32;17;28;3;13;27;15;5;19;26;2;4;30;49;27202
49;27202;29;8;25;24;1;23;31;20;21;11;10;7;12;14;22;6;9;16;18;32;17;28;3;13;27;15;5;19;26;2;4;30
29;8;25;24;1;23;31;20;21;11;10;7;12;32;22;6;9;16;18;14;17;28;3;13;27;15;5;19;26;2;4;30;49;27826
49;27826;29;8;25;24;1;23;31;20;21;11;10;7;12;32;22;6;9;16;18;14;17;28;3;13;27;15;5;19;26;2;4;30
29;8;25;24;1;23;31;20;21;28;10;7;12;32;22;6;9;16;18;14;17;11;3;13;27;15;5;19;26;2;4;30;49;27562
49;27562;29;8;25;24;1;23;31;20;21;28;10;7;12;32;22;6;9;16;18;14;17;11;3;13;27;15;5;19;26;2;4;30
29;10;25;24;1;23;31;20;21;28;8;7;12;32;22;6;9;16;18;14;17;11;3;13;27;15;5;19;26;2;4;30;49;27382
49;27382;29;10;25;24;1;23;31;20;21;28;8;7;12;32;22;6;9;16;18;14;17;11;3;13;27;15;5;19;26;2;4;30
29;10;11;24;1;23;31;20;21;28;8;7;12;32;22;6;9;16;18;14;17;25;3;13;27;15;5;19;26;2;4;30;49;26990
49;26990;29;10;11;24;1;23;31;20;21;28;8;7;12;32;22;6;9;16;18;14;17;25;3;13;27;15;5;19;26;2;4;30
29;10;28;24;1;23;31;20;21;11;8;7;12;32;22;6;9;16;18;14;17;25;3;13;27;15;5;19;26;2;4;30;49;28046
49;26990;29;10;11;24;1;23;31;20;21;28;8;7;12;32;22;6;9;16;18;14;17;25;3;13;27;15;5;19;26;2;4;30
11;10;29;24;1;23;31;20;21;28;8;7;12;32;22;6;9;16;18;14;17;25;3;13;27;15;5;19;26;2;4;30;49;27068
50;27068;11;10;29;24;1;23;31;20;21;28;8;7;12;32;22;6;9;16;18;14;17;25;3;13;27;15;5;19;26;2;4;30
11;10;29;24;1;23;31;20;21;28;8;2;12;32;22;6;9;16;18;14;17;25;3;13;27;15;5;19;26;7;4;30;50;27308
50;27308;11;10;29;24;1;23;31;20;21;28;8;2;12;32;22;6;9;16;18;14;17;25;3;13;27;15;5;19;26;7;4;30
11;10;29;24;1;23;31;20;21;28;8;2;27;32;22;6;9;16;18;14;17;25;3;13;12;15;5;19;26;7;4;30;50;26568
50;26568;11;10;29;24;1;23;31;20;21;28;8;2;27;32;22;6;9;16;18;14;17;25;3;13;12;15;5;19;26;7;4;30
11;10;29;24;1;23;31;13;21;28;8;2;27;32;22;6;9;16;18;14;17;25;3;20;12;15;5;19;26;7;4;30;50;25496
50;25496;11;10;29;24;1;23;31;13;21;28;8;2;27;32;22;6;9;16;18;14;17;25;3;20;12;15;5;19;26;7;4;30
11;10;29;24;1;23;31;13;21;28;8;2;27;32;22;6;9;5;18;14;17;25;3;20;12;15;16;19;26;7;4;30;50;25956
50;25496;11;10;29;24;1;23;31;13;21;28;8;2;27;32;22;6;9;16;18;14;17;25;3;20;12;15;5;19;26;7;4;30
11;10;29;24;1;23;32;13;21;28;8;2;27;31;22;6;9;16;18;14;17;25;3;20;12;15;5;19;26;7;4;30;50;25876
50;25876;11;10;29;24;1;23;32;13;21;28;8;2;27;31;22;6;9;16;18;14;17;25;3;20;12;15;5;19;26;7;4;30
11;10;29;24;1;23;32;13;21;28;8;2;27;14;22;6;9;16;18;31;17;25;3;20;12;15;5;19;26;7;4;30;50;25696
50;25696;11;10;29;24;1;23;32;13;21;28;8;2;27;14;22;6;9;16;18;31;17;25;3;20;12;15;5;19;26;7;4;30
11;10;29;24;1;23;32;22;21;28;8;2;27;14;13;6;9;16;18;31;17;25;3;20;12;15;5;19;26;7;4;30;50;26118
50;26118;11;10;29;24;1;23;32;22;21;28;8;2;27;14;13;6;9;16;18;31;17;25;3;20;12;15;5;19;26;7;4;30
11;10;29;24;1;23;32;22;21;28;2;8;27;14;13;6;9;16;18;31;17;25;3;20;12;15;5;19;26;7;4;30;50;26318
50;26318;11;10;29;24;1;23;32;22;21;28;2;8;27;14;13;6;9;16;18;31;17;25;3;20;12;15;5;19;26;7;4;30
11;10;29;24;1;23;32;22;21;4;2;8;27;14;13;6;9;16;18;31;17;25;3;20;12;15;5;19;26;7;28;30;50;26600
50;26600;11;10;29;24;1;23;32;22;21;4;2;8;27;14;13;6;9;16;18;31;17;25;3;20;12;15;5;19;26;7;28;30
11;10;29;24;1;23;32;22;21;4;2;8;27;14;13;6;26;16;18;31;17;25;3;20;12;15;5;19;9;7;28;30;50;26846
50;26846;11;10;29;24;1;23;32;22;21;4;2;8;27;14;13;6;26;16;18;31;17;25;3;20;12;15;5;19;9;7;28;30
11;10;29;24;12;23;32;22;21;4;2;8;27;14;13;6;26;16;18;31;17;25;3;20;1;15;5;19;9;7;28;30;50;26706
50;26706;11;10;29;24;12;23;32;22;21;4;2;8;27;14;13;6;26;16;18;31;17;25;3;20;1;15;5;19;9;7;28;30
11;10;29;24;12;23;32;22;21;4;2;8;27;14;13;6;26;16;18;31;17;30;3;20;1;15;5;19;9;7;28;25;50;26666
50;26666;11;10;29;24;12;23;32;22;21;4;2;8;27;14;13;6;26;16;18;31;17;30;3;20;1;15;5;19;9;7;28;25
11;10;29;24;12;16;32;22;21;4;2;8;27;14;13;6;26;23;18;31;17;30;3;20;1;15;5;19;9;7;28;25;50;27074
50;26666;11;10;29;24;12;23;32;22;21;4;2;8;27;14;13;6;26;16;18;31;17;30;3;20;1;15;5;19;9;7;28;25
11;10;29;24;12;23;32;22;21;4;2;8;27;5;13;6;26;16;18;31;17;30;3;20;1;15;14;19;9;7;28;25;50;26986
50;26986;11;10;29;24;12;23;32;22;21;4;2;8;27;5;13;6;26;16;18;31;17;30;3;20;1;15;14;19;9;7;28;25
11;10;29;24;12;23;32;22;21;4;25;8;27;5;13;6;26;16;18;31;17;30;3;20;1;15;14;19;9;7;28;2;50;26482
50;26482;11;10;29;24;12;23;32;22;21;4;25;8;27;5;13;6;26;16;18;31;17;30;3;20;1;15;14;19;9;7;28;2
11;10;29;24;12;23;32;22;21;4;25;8;27;5;13;6;26;16;1;31;17;30;3;20;18;15;14;19;9;7;28;2;50;26374
50;26374;11;10;29;24;12;23;32;22;21;4;25;8;27;5;13;6;26;16;1;31;17;30;3;20;18;15;14;19;9;7;28;2
11;10;29;24;12;23;32;22;21;4;25;8;27;3;13;6;26;16;1;31;17;30;5;20;18;15;14;19;9;7;28;2;50;25994
50;25994;11;10;29;24;12;23;32;22;21;4;25;8;27;3;13;6;26;16;1;31;17;30;5;20;18;15;14;19;9;7;28;2
11;10;29;24;12;23;32;22;21;4;25;8;27;3;17;6;26;16;1;31;13;30;5;20;18;15;14;19;9;7;28;2;50;25662
50;25662;11;10;29;24;12;23;32;22;21;4;25;8;27;3;17;6;26;16;1;31;13;30;5;20;18;15;14;19;9;7;28;2
11;10;29;24;12;23;32;22;21;4;25;8;27;3;17;6;26;16;1;28;13;30;5;20;18;15;14;19;9;7;31;2;50;25622
50;25622;11;10;29;24;12;23;32;22;21;4;25;8;27;3;17;6;26;16;1;28;13;30;5;20;18;15;14;19;9;7;31;2
11;10;29;24;12;23;32;22;21;4;25;8;27;3;17;6;30;16;1;28;13;26;5;20;18;15;14;19;9;7;31;2;50;25722
51;25622;11;10;29;24;12;23;32;22;21;4;25;8;27;3;17;6;26;16;1;28;13;30;5;20;18;15;14;19;9;7;31;2
11;10;29;24;16;23;32;22;21;4;25;8;27;3;17;6;26;12;1;28;13;30;5;20;18;15;14;19;9;7;31;2;51;25902
51;25902;11;10;29;24;16;23;32;22;21;4;25;8;27;3;17;6;26;12;1;28;13;30;5;20;18;15;14;19;9;7;31;2
11;10;29;24;16;23;32;22;21;4;7;8;27;3;17;6;26;12;1;28;13;30;5;20;18;15;14;19;9;25;31;2;51;25818
51;25818;11;10;29;24;16;23;32;22;21;4;7;8;27;3;17;6;26;12;1;28;13;30;5;20;18;15;14;19;9;25;31;2
11;10;29;24;16;23;32;22;21;5;7;8;27;3;17;6;26;12;1;28;13;30;4;20;18;15;14;19;9;25;31;2;51;26538
51;25818;11;10;29;24;16;23;32;22;21;4;7;8;27;3;17;6;26;12;1;28;13;30;5;20;18;15;14;19;9;25;31;2
11;10;29;24;16;23;32;22;21;4;26;8;27;3;17;6;7;12;1;28;13;30;5;20;18;15;14;19;9;25;31;2;51;26002
51;26002;11;10;29;24;16;23;32;22;21;4;26;8;27;3;17;6;7;12;1;28;13;30;5;20;18;15;14;19;9;25;31;2
11;10;29;24;16;23;32;31;21;4;26;8;27;3;17;6;7;12;1;28;13;30;5;20;18;15;14;19;9;25;22;2;51;25842
51;25842;11;10;29;24;16;23;32;31;21;4;26;8;27;3;17;6;7;12;1;28;13;30;5;20;18;15;14;19;9;25;22;2
11;10;29;25;16;23;32;31;21;4;26;8;27;3;17;6;7;12;1;28;13;30;5;20;18;15;14;19;9;24;22;2;51;25802
51;25802;11;10;29;25;16;23;32;31;21;4;26;8;27;3;17;6;7;12;1;28;13;30;5;20;18;15;14;19;9;24;22;2
11;10;29;25;16;23;32;31;21;4;26;8;27;3;17;6;7;12;1;5;13;30;28;20;18;15;14;19;9;24;22;2;51;26640
51;26640;11;10;29;25;16;23;32;31;21;4;26;8;27;3;17;6;7;12;1;5;13;30;28;20;18;15;14;19;9;24;22;2
11;10;29;25;16;23;32;31;21;4;26;8;27;3;17;6;7;12;15;5;13;30;28;20;18;1;14;19;9;24;22;2;51;27040
51;27040;11;10;29;25;16;23;32;31;21;4;26;8;27;3;17;6;7;12;15;5;13;30;28;20;18;1;14;19;9;24;22;2
11;10;29;25;16;23;32;31;21;4;26;8;27;3;17;6;7;15;12;5;13;30;28;20;18;1;14;19;9;24;22;2;51;26840
51;26840;11;10;29;25;16;23;32;31;21;4;26;8;27;3;17;6;7;15;12;5;13;30;28;20;18;1;14;19;9;24;22;2
11;10;29;25;16;23;32;31;21;20;26;8;27;3;17;6;7;15;12;5;13;30;28;4;18;1;14;19;9;24;22;2;51;26334
51;26334;11;10;29;25;16;23;32;31;21;20;26;8;27;3;17;6;7;15;12;5;13;30;28;4;18;1;14;19;9;24;22;2
11;10;29;25;16;23;32;31;21;4;26;8;27;3;17;6;7;15;12;5;13;30;28;20;18;1;14;19;9;24;22;2;51;26840
51;26840;11;10;29;25;16;23;32;31;21;4;26;8;27;3;17;6;7;15;12;5;13;30;28;20;18;1;14;19;9;24;22;2
11;10;29;25;16;23;32;31;21;4;26;8;27;3;17;6;7;9;12;5;13;30;28;20;18;1;14;19;15;24;22;2;51;26800
51;26800;11;10;29;25;16;23;32;31;21;4;26;8;27;3;17;6;7;9;12;5;13;30;28;20;18;1;14;19;15;24;22;2
11;10;29;25;16;23;32;31;21;4;26;8;27;3;9;6;7;17;12;5;13;30;28;20;18;1;14;19;15;24;22;2;51;27056
51;27056;11;10;29;25;16;23;32;31;21;4;26;8;27;3;9;6;7;17;12;5;13;30;28;20;18;1;14;19;15;24;22;2
11;10;29;25;16;23;32;31;21;4;26;8;27;3;9;6;2;17;12;5;13;30;28;20;18;1;14;19;15;24;22;7;51;27616
51;27616;11;10;29;25;16;23;32;31;21;4;26;8;27;3;9;6;2;17;12;5;13;30;28;20;18;1;14;19;15;24;22;7
11;10;29;25;16;30;32;31;21;4;26;8;27;3;9;6;2;17;12;5;13;23;28;20;18;1;14;19;15;24;22;7;51;27656
51;27656;11;10;29;25;16;30;32;31;21;4;26;8;27;3;9;6;2;17;12;5;13;23;28;20;18;1;14;19;15;24;22;7
11;10;29;25;1;30;32;31;21;4;26;8;27;3;9;6;2;17;12;5;13;23;28;20;18;16;14;19;15;24;22;7;51;28776
51;27656;11;10;29;25;16;30;32;31;21;4;26;8;27;3;9;6;2;17;12;5;13;23;28;20;18;1;14;19;15;24;22;7
11;10;29;25;16;30;32;31;21;4;26;17;27;3;9;6;2;8;12;5;13;23;28;20;18;1;14;19;15;24;22;7;51;27346
51;27346;11;10;29;25;16;30;32;31;21;4;26;17;27;3;9;6;2;8;12;5;13;23;28;20;18;1;14;19;15;24;22;7
2;10;29;25;16;30;32;31;21;4;26;17;27;3;9;6;11;8;12;5;13;23;28;20;18;1;14;19;15;24;22;7;51;26826
51;26826;2;10;29;25;16;30;32;31;21;4;26;17;27;3;9;6;11;8;12;5;13;23;28;20;18;1;14;19;15;24;22;7
2;10;29;25;16;30;32;31;21;4;26;17;27;3;9;6;11;8;15;5;13;23;28;20;18;1;14;19;12;24;22;7;51;26666
51;26666;2;10;29;25;16;30;32;31;21;4;26;17;27;3;9;6;11;8;15;5;13;23;28;20;18;1;14;19;12;24;22;7
2;10;29;25;16;30;32;31;21;4;28;17;27;3;9;6;11;8;15;5;13;23;26;20;18;1;14;19;12;24;22;7;51;27146
52;27146;2;10;29;25;16;30;32;31;21;4;28;17;27;3;9;6;11;8;15;5;13;23;26;20;18;1;14;19;12;24;22;7
2;10;29;25;16;30;32;31;21;4;28;17;27;3;8;6;11;9;15;5;13;23;26;20;18;1;14;19;12;24;22;7;52;27546
52;27546;2;10;29;25;16;30;32;31;21;4;28;17;27;3;8;6;11;9;15;5;13;23;26;20;18;1;14;19;12;24;22;7
2;10;14;25;16;30;32;31;21;4;28;17;27;3;8;6;11;9;15;5;13;23;26;20;18;1;29;19;12;24;22;7;52;27068
52;27068;2;10;14;25;16;30;32;31;21;4;28;17;27;3;8;6;11;9;15;5;13;23;26;20;18;1;29;19;12;24;22;7
2;12;14;25;16;30;32;31;21;4;28;17;27;3;8;6;11;9;15;5;13;23;26;20;18;1;29;19;10;24;22;7;52;27108
52;27108;2;12;14;25;16;30;32;31;21;4;28;17;27;3;8;6;11;9;15;5;13;23;26;20;18;1;29;19;10;24;22;7
2;12;14;25;16;30;32;31;21;4;28;17;27;3;8;6;11;9;15;5;13;23;7;20;18;1;29;19;10;24;22;26;52;27158
52;27158;2;12;14;25;16;30;32;31;21;4;28;17;27;3;8;6;11;9;15;5;13;23;7;20;18;1;29;19;10;24;22;26
2;12;14;25;16;30;32;31;21;4;28;17;27;3;8;6;11;9;15;23;13;5;7;20;18;1;29;19;10;24;22;26;52;26876
52;26876;2;12;14;25;16;30;32;31;21;4;28;17;27;3;8;6;11;9;15;23;13;5;7;20;18;1;29;19;10;24;22;26
2;12;14;25;16;30;32;31;21;4;28;17;27;3;8;6;11;5;15;23;13;9;7;20;18;1;29;19;10;24;22;26;52;26636
52;26636;2;12;14;25;16;30;32;31;21;4;28;17;27;3;8;6;11;5;15;23;13;9;7;20;18;1;29;19;10;24;22;26
2;12;14;25;16;30;32;31;21;4;28;17;27;3;8;6;11;5;15;23;13;9;7;20;18;1;19;29;10;24;22;26;52;27316
52;27316;2;12;14;25;16;30;32;31;21;4;28;17;27;3;8;6;11;5;15;23;13;9;7;20;18;1;19;29;10;24;22;26
2;12;14;25;16;30;32;31;21;4;28;17;27;3;8;6;11;5;15;23;13;9;7;20;18;19;1;29;10;24;22;26;52;26912
52;26912;2;12;14;25;16;30;32;31;21;4;28;17;27;3;8;6;11;5;15;23;13;9;7;20;18;19;1;29;10;24;22;26
2;12;14;25;16;30;32;28;21;4;31;17;27;3;8;6;11;5;15;23;13;9;7;20;18;19;1;29;10;24;22;26;52;26752
52;26752;2;12;14;25;16;30;32;28;21;4;31;17;27;3;8;6;11;5;15;23;13;9;7;20;18;19;1;29;10;24;22;26
2;12;14;25;16;30;32;28;21;8;31;17;27;3;4;6;11;5;15;23;13;9;7;20;18;19;1;29;10;24;22;26;52;26872
52;26872;2;12;14;25;16;30;32;28;21;8;31;17;27;3;4;6;11;5;15;23;13;9;7;20;18;19;1;29;10;24;22;26
2;12;14;23;16;30;32;28;21;8;31;17;27;3;4;6;11;5;15;25;13;9;7;20;18;19;1;29;10;24;22;26;52;26292
52;26292;2;12;14;23;16;30;32;28;21;8;31;17;27;3;4;6;11;5;15;25;13;9;7;20;18;19;1;29;10;24;22;26
2;12;14;9;16;30;32;28;21;8;31;17;27;3;4;6;11;5;15;25;13;23;7;20;18;19;1;29;10;24;22;26;52;26664
52;26664;2;12;14;9;16;30;32;28;21;8;31;17;27;3;4;6;11;5;15;25;13;23;7;20;18;19;1;29;10;24;22;26
2;12;14;9;16;30;32;28;21;8;31;17;11;3;4;6;27;5;15;25;13;23;7;20;18;19;1;29;10;24;22;26;52;27492
52;27492;2;12;14;9;16;30;32;28;21;8;31;17;11;3;4;6;27;5;15;25;13;23;7;20;18;19;1;29;10;24;22;26
2;12;14;20;16;30;32;28;21;8;31;17;11;3;4;6;27;5;15;25;13;23;7;9;18;19;1;29;10;24;22;26;52;26790
52;26790;2;12;14;20;16;30;32;28;21;8;31;17;11;3;4;6;27;5;15;25;13;23;7;9;18;19;1;29;10;24;22;26
2;12;14;20;16;30;32;28;21;8;31;17;11;9;4;6;27;5;15;25;13;23;7;3;18;19;1;29;10;24;22;26;52;26950
52;26950;2;12;14;20;16;30;32;28;21;8;31;17;11;9;4;6;27;5;15;25;13;23;7;3;18;19;1;29;10;24;22;26
2;12;14;20;16;30;32;28;21;8;31;17;11;9;4;6;27;5;15;25;13;22;7;3;18;19;1;29;10;24;23;26;52;27010
52;27010;2;12;14;20;16;30;32;28;21;8;31;17;11;9;4;6;27;5;15;25;13;22;7;3;18;19;1;29;10;24;23;26
2;12;29;20;16;30;32;28;21;8;31;17;11;9;4;6;27;5;15;25;13;22;7;3;18;19;1;14;10;24;23;26;52;26580
52;26580;2;12;29;20;16;30;32;28;21;8;31;17;11;9;4;6;27;5;15;25;13;22;7;3;18;19;1;14;10;24;23;26
2;27;29;20;16;30;32;28;21;8;31;17;11;9;4;6;12;5;15;25;13;22;7;3;18;19;1;14;10;24;23;26;52;26634
52;26634;2;27;29;20;16;30;32;28;21;8;31;17;11;9;4;6;12;5;15;25;13;22;7;3;18;19;1;14;10;24;23;26
2;27;29;19;16;30;32;28;21;8;31;17;11;9;4;6;12;5;15;25;13;22;7;3;18;20;1;14;10;24;23;26;52;26774
52;26774;2;27;29;19;16;30;32;28;21;8;31;17;11;9;4;6;12;5;15;25;13;22;7;3;18;20;1;14;10;24;23;26
2;27;29;19;16;30;32;28;21;8;6;17;11;9;4;31;12;5;15;25;13;22;7;3;18;20;1;14;10;24;23;26;52;26682
53;26682;2;27;29;19;16;30;32;28;21;8;6;17;11;9;4;31;12;5;15;25;13;22;7;3;18;20;1;14;10;24;23;26
2;27;29;19;16;30;5;28;21;8;6;17;11;9;4;31;12;32;15;25;13;22;7;3;18;20;1;14;10;24;23;26;53;27082
53;27082;2;27;29;19;16;30;5;28;21;8;6;17;11;9;4;31;12;32;15;25;13;22;7;3;18;20;1;14;10;24;23;26
2;27;29;19;16;30;5;28;21;8;6;17;11;32;4;31;12;9;15;25;13;22;7;3;18;20;1;14;10;24;23;26;53;27020
53;27020;2;27;29;19;16;30;5;28;21;8;6;17;11;32;4;31;12;9;15;25;13;22;7;3;18;20;1;14;10;24;23;26
2;27;29;19;16;18;5;28;21;8;6;17;11;32;4;31;12;9;15;25;13;22;7;3;30;20;1;14;10;24;23;26;53;27200
53;27200;2;27;29;19;16;18;5;28;21;8;6;17;11;32;4;31;12;9;15;25;13;22;7;3;30;20;1;14;10;24;23;26
2;1;29;19;16;18;5;28;21;8;6;17;11;32;4;31;12;9;15;25;13;22;7;3;30;20;27;14;10;24;23;26;53;27990
53;27990;2;1;29;19;16;18;5;28;21;8;6;17;11;32;4;31;12;9;15;25;13;22;7;3;30;20;27;14;10;24;23;26
2;17;29;19;16;18;5;28;21;8;6;1;11;32;4;31;12;9;15;25;13;22;7;3;30;20;27;14;10;24;23;26;53;27944
53;27944;2;17;29;19;16;18;5;28;21;8;6;1;11;32;4;31;12;9;15;25;13;22;7;3;30;20;27;14;10;24;23;26
2;17;29;19;16;18;5;28;21;8;6;1;11;32;4;31;12;9;15;25;13;22;7;3;30;20;27;14;23;24;10;26;53;28410
53;27944;2;17;29;19;16;18;5;28;21;8;6;1;11;32;4;31;12;9;15;25;13;22;7;3;30;20;27;14;10;24;23;26
2;12;29;19;16;18;5;28;21;8;6;1;11;32;4;31;17;9;15;25;13;22;7;3;30;20;27;14;10;24;23;26;53;27998
53;27998;2;12;29;19;16;18;5;28;21;8;6;1;11;32;4;31;17;9;15;25;13;22;7;3;30;20;27;14;10;24;23;26
31;12;29;19;16;18;5;28;21;8;6;1;11;32;4;2;17;9;15;25;13;22;7;3;30;20;27;14;10;24;23;26;53;28094
53;28094;31;12;29;19;16;18;5;28;21;8;6;1;11;32;4;2;17;9;15;25;13;22;7;3;30;20;27;14;10;24;23;26
31;12;29;19;16;18;5;9;21;8;6;1;11;32;4;2;17;28;15;25;13;22;7;3;30;20;27;14;10;24;23;26;53;26320
