"X1";"X290";"X45";"X36";"X2";"X34";"X18";"X56";"X16";"X17";"X63";"X49";"X28";"X4";"X58";"X57";"X40";"X12";"X7";"X25";"X21";"X62";"X44";"X48";"X29";"X31";"X59";"X60";"X32";"X47";"X22";"X41";"X54";"X24";"X19";"X30";"X50";"X10";"X35";"X55";"X33";"X27";"X14";"X13";"X51";"X52";"X37";"X43";"X26";"X5";"X46";"X53";"X11";"X8";"X1.1";"X39";"X6";"X20";"X9";"X15";"X61";"X3";"X64";"X38";"X23";"X42"
20;51;35;13;50;39;46;6;58;18;64;53;19;63;54;37;36;17;7;38;27;59;24;52;12;14;32;10;29;62;2;9;49;3;48;8;23;28;40;47;15;43;61;31;16;57;5;26;30;1;56;55;42;34;41;45;25;22;60;11;4;44;33;21;20;282
20;282;20;51;35;13;50;39;46;6;58;18;64;53;19;63;54;37;36;17;7;38;27;59;24;52;12;14;32;10;29;62;2;9;49;3;48;8;23;28;40;47;15;43;61;31;16;57;5;26;30;1;56;55;42;34;41;45;25;22;60;11;4;44;33;21
20;51;35;13;50;39;46;6;58;18;64;53;9;63;54;37;36;17;7;38;27;59;24;52;12;14;32;10;29;62;2;19;49;3;48;8;23;28;40;47;15;43;61;31;16;57;5;26;30;1;56;55;42;34;41;45;25;22;60;11;4;44;33;21;20;288
20;288;20;51;35;13;50;39;46;6;58;18;64;53;9;63;54;37;36;17;7;38;27;59;24;52;12;14;32;10;29;62;2;19;49;3;48;8;23;28;40;47;15;43;61;31;16;57;5;26;30;1;56;55;42;34;41;45;25;22;60;11;4;44;33;21
20;51;35;13;50;39;46;6;58;18;64;53;9;63;54;37;36;17;7;38;27;59;24;52;12;14;32;10;29;62;3;19;49;2;48;8;23;28;40;47;15;43;61;31;16;57;5;26;30;1;56;55;42;34;41;45;25;22;60;11;4;44;33;21;20;288
20;288;20;51;35;13;50;39;46;6;58;18;64;53;9;63;54;37;36;17;7;38;27;59;24;52;12;14;32;10;29;62;3;19;49;2;48;8;23;28;40;47;15;43;61;31;16;57;5;26;30;1;56;55;42;34;41;45;25;22;60;11;4;44;33;21
20;51;35;13;50;39;46;6;58;18;64;53;9;63;54;37;36;17;7;38;27;59;24;52;12;14;32;10;29;62;3;19;49;15;48;8;23;28;40;47;2;43;61;31;16;57;5;26;30;1;56;55;42;34;41;45;25;22;60;11;4;44;33;21;20;288
20;288;20;51;35;13;50;39;46;6;58;18;64;53;9;63;54;37;36;17;7;38;27;59;24;52;12;14;32;10;29;62;3;19;49;15;48;8;23;28;40;47;2;43;61;31;16;57;5;26;30;1;56;55;42;34;41;45;25;22;60;11;4;44;33;21
20;51;35;13;50;39;46;6;58;18;64;53;9;63;54;37;36;17;7;38;27;59;24;52;12;14;32;10;29;62;3;19;49;15;48;8;23;28;40;47;2;43;61;31;16;57;5;26;30;1;56;55;11;34;41;45;25;22;60;42;4;44;33;21;20;288
20;288;20;51;35;13;50;39;46;6;58;18;64;53;9;63;54;37;36;17;7;38;27;59;24;52;12;14;32;10;29;62;3;19;49;15;48;8;23;28;40;47;2;43;61;31;16;57;5;26;30;1;56;55;11;34;41;45;25;22;60;42;4;44;33;21
20;51;35;13;50;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;27;59;24;52;12;14;32;10;29;62;3;19;49;15;48;8;23;28;40;47;2;43;61;31;16;57;5;26;30;1;56;55;11;34;41;45;25;22;60;42;4;44;33;21;20;288
20;288;20;51;35;13;50;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;27;59;24;52;12;14;32;10;29;62;3;19;49;15;48;8;23;28;40;47;2;43;61;31;16;57;5;26;30;1;56;55;11;34;41;45;25;22;60;42;4;44;33;21
20;51;35;13;50;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;27;59;24;52;12;14;57;10;29;62;3;19;49;15;48;8;23;28;40;47;2;43;61;31;16;32;5;26;30;1;56;55;11;34;41;45;25;22;60;42;4;44;33;21;20;280
20;280;20;51;35;13;50;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;27;59;24;52;12;14;57;10;29;62;3;19;49;15;48;8;23;28;40;47;2;43;61;31;16;32;5;26;30;1;56;55;11;34;41;45;25;22;60;42;4;44;33;21
20;51;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;59;24;52;12;14;57;10;29;62;3;19;49;15;48;8;23;28;40;47;2;43;61;31;16;32;5;26;30;1;56;55;11;34;41;45;25;22;60;42;4;44;33;21;20;280
20;280;20;51;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;59;24;52;12;14;57;10;29;62;3;19;49;15;48;8;23;28;40;47;2;43;61;31;16;32;5;26;30;1;56;55;11;34;41;45;25;22;60;42;4;44;33;21
20;51;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;59;24;52;12;14;57;10;29;62;3;19;49;15;48;8;23;28;40;47;2;43;33;31;16;32;5;26;30;1;56;55;11;34;41;45;25;22;60;42;4;44;61;21;20;280
20;280;20;51;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;59;24;52;12;14;57;10;29;62;3;19;49;15;48;8;23;28;40;47;2;43;33;31;16;32;5;26;30;1;56;55;11;34;41;45;25;22;60;42;4;44;61;21
20;51;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;24;52;12;14;57;10;29;62;3;19;49;15;48;59;23;28;40;47;2;43;33;31;16;32;5;26;30;1;56;55;11;34;41;45;25;22;60;42;4;44;61;21;20;286
20;286;20;51;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;24;52;12;14;57;10;29;62;3;19;49;15;48;59;23;28;40;47;2;43;33;31;16;32;5;26;30;1;56;55;11;34;41;45;25;22;60;42;4;44;61;21
20;12;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;24;52;51;14;57;10;29;62;3;19;49;15;48;59;23;28;40;47;2;43;33;31;16;32;5;26;30;1;56;55;11;34;41;45;25;22;60;42;4;44;61;21;20;286
20;286;20;12;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;24;52;51;14;57;10;29;62;3;19;49;15;48;59;23;28;40;47;2;43;33;31;16;32;5;26;30;1;56;55;11;34;41;45;25;22;60;42;4;44;61;21
20;12;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;24;52;51;55;57;10;29;62;3;19;49;15;48;59;23;28;40;47;2;43;33;31;16;32;5;26;30;1;56;14;11;34;41;45;25;22;60;42;4;44;61;21;20;286
20;286;20;12;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;24;52;51;55;57;10;29;62;3;19;49;15;48;59;23;28;40;47;2;43;33;31;16;32;5;26;30;1;56;14;11;34;41;45;25;22;60;42;4;44;61;21
20;12;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;24;52;51;55;57;10;29;62;3;19;49;15;48;59;23;28;40;47;2;43;33;31;16;32;5;26;30;22;56;14;11;34;41;45;25;1;60;42;4;44;61;21;20;286
20;286;20;12;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;24;52;51;55;57;10;29;62;3;19;49;15;48;59;23;28;40;47;2;43;33;31;16;32;5;26;30;22;56;14;11;34;41;45;25;1;60;42;4;44;61;21
20;12;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;24;52;51;55;57;10;29;62;56;19;49;15;48;59;23;28;40;47;2;43;33;31;16;32;5;26;30;22;3;14;11;34;41;45;25;1;60;42;4;44;61;21;20;286
20;286;20;12;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;24;52;51;55;57;10;29;62;56;19;49;15;48;59;23;28;40;47;2;43;33;31;16;32;5;26;30;22;3;14;11;34;41;45;25;1;60;42;4;44;61;21
20;12;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;24;52;51;55;57;10;29;62;56;19;49;5;48;59;23;28;40;47;2;43;33;31;16;32;15;26;30;22;3;14;11;34;41;45;25;1;60;42;4;44;61;21;20;286
20;286;20;12;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;24;52;51;55;57;10;29;62;56;19;49;5;48;59;23;28;40;47;2;43;33;31;16;32;15;26;30;22;3;14;11;34;41;45;25;1;60;42;4;44;61;21
20;12;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;24;52;51;55;57;10;29;62;56;19;49;5;48;59;23;28;40;47;2;43;33;42;16;32;15;26;30;22;3;14;11;34;41;45;25;1;60;31;4;44;61;21;20;306
20;306;20;12;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;24;52;51;55;57;10;29;62;56;19;49;5;48;59;23;28;40;47;2;43;33;42;16;32;15;26;30;22;3;14;11;34;41;45;25;1;60;31;4;44;61;21
20;12;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;16;52;51;55;57;10;29;62;56;19;49;5;48;59;23;28;40;47;2;43;33;42;24;32;15;26;30;22;3;14;11;34;41;45;25;1;60;31;4;44;61;21;20;306
20;306;20;12;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;16;52;51;55;57;10;29;62;56;19;49;5;48;59;23;28;40;47;2;43;33;42;24;32;15;26;30;22;3;14;11;34;41;45;25;1;60;31;4;44;61;21
20;12;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;16;52;51;55;57;10;29;62;56;19;49;5;48;59;23;28;40;47;2;43;33;42;24;32;15;26;30;22;3;14;11;34;41;45;25;1;60;31;61;44;4;21;20;306
20;306;20;12;35;13;27;39;46;6;58;18;64;17;9;63;54;37;36;53;7;38;50;8;16;52;51;55;57;10;29;62;56;19;49;5;48;59;23;28;40;47;2;43;33;42;24;32;15;26;30;22;3;14;11;34;41;45;25;1;60;31;61;44;4;21
20;12;35;13;27;39;46;7;58;18;64;17;9;63;54;37;36;53;6;38;50;8;16;52;51;55;57;10;29;62;56;19;49;5;48;59;23;28;40;47;2;43;33;42;24;32;15;26;30;22;3;14;11;34;41;45;25;1;60;31;61;44;4;21;20;306
20;306;20;12;35;13;27;39;46;7;58;18;64;17;9;63;54;37;36;53;6;38;50;8;16;52;51;55;57;10;29;62;56;19;49;5;48;59;23;28;40;47;2;43;33;42;24;32;15;26;30;22;3;14;11;34;41;45;25;1;60;31;61;44;4;21
20;12;35;13;27;39;46;7;58;18;64;17;9;63;54;37;36;53;6;38;50;8;16;52;51;55;57;10;29;62;3;19;49;5;48;59;23;28;40;47;2;43;33;42;24;32;15;26;30;22;56;14;11;34;41;45;25;1;60;31;61;44;4;21;20;306
21;306;20;12;35;13;27;39;46;7;58;18;64;17;9;63;54;37;36;53;6;38;50;8;16;52;51;55;57;10;29;62;3;19;49;5;48;59;23;28;40;47;2;43;33;42;24;32;15;26;30;22;56;14;11;34;41;45;25;1;60;31;61;44;4;21
20;12;35;13;27;39;46;7;58;18;64;17;9;63;54;37;36;53;6;38;50;8;16;52;51;55;57;10;29;41;3;19;49;5;48;59;23;28;40;47;2;43;33;42;24;32;15;26;30;22;56;14;11;34;62;45;25;1;60;31;61;44;4;21;21;298
21;298;20;12;35;13;27;39;46;7;58;18;64;17;9;63;54;37;36;53;6;38;50;8;16;52;51;55;57;10;29;41;3;19;49;5;48;59;23;28;40;47;2;43;33;42;24;32;15;26;30;22;56;14;11;34;62;45;25;1;60;31;61;44;4;21
20;12;35;13;27;39;46;7;58;18;64;17;9;63;54;37;36;53;6;38;50;8;16;52;51;55;57;10;29;41;5;19;49;3;48;59;23;28;40;47;2;43;33;42;24;32;15;26;30;22;56;14;11;34;62;45;25;1;60;31;61;44;4;21;21;298
21;298;20;12;35;13;27;39;46;7;58;18;64;17;9;63;54;37;36;53;6;38;50;8;16;52;51;55;57;10;29;41;5;19;49;3;48;59;23;28;40;47;2;43;33;42;24;32;15;26;30;22;56;14;11;34;62;45;25;1;60;31;61;44;4;21
20;12;35;13;27;39;46;7;58;18;64;17;9;63;54;37;36;53;6;38;50;8;16;52;51;55;57;10;29;41;5;26;49;3;48;59;23;28;40;47;2;43;33;42;24;32;15;19;30;22;56;14;11;34;62;45;25;1;60;31;61;44;4;21;21;292
21;292;20;12;35;13;27;39;46;7;58;18;64;17;9;63;54;37;36;53;6;38;50;8;16;52;51;55;57;10;29;41;5;26;49;3;48;59;23;28;40;47;2;43;33;42;24;32;15;19;30;22;56;14;11;34;62;45;25;1;60;31;61;44;4;21
20;12;35;13;27;39;46;7;58;2;64;17;9;63;54;37;36;53;6;38;50;8;16;52;51;55;57;10;29;41;5;26;49;3;48;59;23;28;40;47;18;43;33;42;24;32;15;19;30;22;56;14;11;34;62;45;25;1;60;31;61;44;4;21;21;288
21;288;20;12;35;13;27;39;46;7;58;2;64;17;9;63;54;37;36;53;6;38;50;8;16;52;51;55;57;10;29;41;5;26;49;3;48;59;23;28;40;47;18;43;33;42;24;32;15;19;30;22;56;14;11;34;62;45;25;1;60;31;61;44;4;21
20;12;56;13;27;39;46;7;58;2;64;17;9;63;54;37;36;53;6;38;50;8;16;52;51;55;57;10;29;41;5;26;49;3;48;59;23;28;40;47;18;43;33;42;24;32;15;19;30;22;35;14;11;34;62;45;25;1;60;31;61;44;4;21;21;294
21;294;20;12;56;13;27;39;46;7;58;2;64;17;9;63;54;37;36;53;6;38;50;8;16;52;51;55;57;10;29;41;5;26;49;3;48;59;23;28;40;47;18;43;33;42;24;32;15;19;30;22;35;14;11;34;62;45;25;1;60;31;61;44;4;21
20;12;56;13;27;39;46;7;58;2;64;17;9;63;54;37;36;53;6;8;50;38;16;52;51;55;57;10;29;41;5;26;49;3;48;59;23;28;40;47;18;43;33;42;24;32;15;19;30;22;35;14;11;34;62;45;25;1;60;31;61;44;4;21;21;298
21;298;20;12;56;13;27;39;46;7;58;2;64;17;9;63;54;37;36;53;6;8;50;38;16;52;51;55;57;10;29;41;5;26;49;3;48;59;23;28;40;47;18;43;33;42;24;32;15;19;30;22;35;14;11;34;62;45;25;1;60;31;61;44;4;21
20;12;56;13;27;39;46;7;58;2;64;17;9;63;54;37;36;53;6;8;50;38;16;52;51;55;57;10;40;41;5;26;49;3;48;59;23;28;29;47;18;43;33;42;24;32;15;19;30;22;35;14;11;34;62;45;25;1;60;31;61;44;4;21;21;280
21;280;20;12;56;13;27;39;46;7;58;2;64;17;9;63;54;37;36;53;6;8;50;38;16;52;51;55;57;10;40;41;5;26;49;3;48;59;23;28;29;47;18;43;33;42;24;32;15;19;30;22;35;14;11;34;62;45;25;1;60;31;61;44;4;21
20;12;56;13;27;39;46;7;58;2;64;17;9;63;54;37;36;53;6;8;50;38;16;52;51;55;57;10;40;41;5;26;49;3;48;59;23;28;29;47;18;43;33;42;24;32;15;19;30;22;35;14;25;34;62;45;11;1;60;31;61;44;4;21;21;280
21;280;20;12;56;13;27;39;46;7;58;2;64;17;9;63;54;37;36;53;6;8;50;38;16;52;51;55;57;10;40;41;5;26;49;3;48;59;23;28;29;47;18;43;33;42;24;32;15;19;30;22;35;14;25;34;62;45;11;1;60;31;61;44;4;21
20;12;56;13;27;39;46;7;58;2;64;17;9;63;54;37;36;53;6;8;50;38;16;52;51;55;57;10;61;41;5;26;49;3;48;59;23;28;29;47;18;43;33;42;24;32;15;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;21;21;280
21;280;20;12;56;13;27;39;46;7;58;2;64;17;9;63;54;37;36;53;6;8;50;38;16;52;51;55;57;10;61;41;5;26;49;3;48;59;23;28;29;47;18;43;33;42;24;32;15;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;21
20;12;56;13;27;39;46;7;58;2;64;17;9;63;54;37;36;53;6;10;50;38;16;52;51;55;57;8;61;41;5;26;49;3;48;59;23;28;29;47;18;43;33;42;24;32;15;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;21;21;282
21;282;20;12;56;13;27;39;46;7;58;2;64;17;9;63;54;37;36;53;6;10;50;38;16;52;51;55;57;8;61;41;5;26;49;3;48;59;23;28;29;47;18;43;33;42;24;32;15;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;21
20;12;56;13;27;47;46;7;58;2;64;17;9;63;54;37;36;53;6;10;50;38;16;52;51;55;57;8;61;41;5;26;49;3;48;59;23;28;29;39;18;43;33;42;24;32;15;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;21;21;286
21;286;20;12;56;13;27;47;46;7;58;2;64;17;9;63;54;37;36;53;6;10;50;38;16;52;51;55;57;8;61;41;5;26;49;3;48;59;23;28;29;39;18;43;33;42;24;32;15;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;21
20;12;56;13;27;47;46;7;58;2;64;17;9;63;54;37;36;53;6;10;50;21;16;52;51;55;57;8;61;41;5;26;49;3;48;59;23;28;29;39;18;43;33;42;24;32;15;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;38;21;284
21;284;20;12;56;13;27;47;46;7;58;2;64;17;9;63;54;37;36;53;6;10;50;21;16;52;51;55;57;8;61;41;5;26;49;3;48;59;23;28;29;39;18;43;33;42;24;32;15;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;38
20;12;56;13;17;47;46;7;58;2;64;27;9;63;54;37;36;53;6;10;50;21;16;52;51;55;57;8;61;41;5;26;49;3;48;59;23;28;29;39;18;43;33;42;24;32;15;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;38;21;284
21;284;20;12;56;13;17;47;46;7;58;2;64;27;9;63;54;37;36;53;6;10;50;21;16;52;51;55;57;8;61;41;5;26;49;3;48;59;23;28;29;39;18;43;33;42;24;32;15;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;38
20;12;56;13;17;47;46;7;58;2;64;27;9;63;54;57;36;53;6;10;50;21;16;52;51;55;37;8;61;41;5;26;49;3;48;59;23;28;29;39;18;43;33;42;24;32;15;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;38;21;292
21;292;20;12;56;13;17;47;46;7;58;2;64;27;9;63;54;57;36;53;6;10;50;21;16;52;51;55;37;8;61;41;5;26;49;3;48;59;23;28;29;39;18;43;33;42;24;32;15;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;38
20;12;56;13;17;47;46;7;58;2;64;27;9;63;54;57;36;53;6;10;50;21;16;52;51;55;37;8;61;41;5;26;49;3;48;59;23;28;29;39;18;43;38;42;24;32;15;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;33;21;292
21;292;20;12;56;13;17;47;46;7;58;2;64;27;9;63;54;57;36;53;6;10;50;21;16;52;51;55;37;8;61;41;5;26;49;3;48;59;23;28;29;39;18;43;38;42;24;32;15;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;33
20;12;56;13;17;47;46;15;58;2;64;27;9;63;54;57;36;53;6;10;50;21;16;52;51;55;37;8;61;41;5;26;49;3;48;59;23;28;29;39;18;43;38;42;24;32;7;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;33;21;292
21;292;20;12;56;13;17;47;46;15;58;2;64;27;9;63;54;57;36;53;6;10;50;21;16;52;51;55;37;8;61;41;5;26;49;3;48;59;23;28;29;39;18;43;38;42;24;32;7;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;33
20;12;46;13;17;47;56;15;58;2;64;27;9;63;54;57;36;53;6;10;50;21;16;52;51;55;37;8;61;41;5;26;49;3;48;59;23;28;29;39;18;43;38;42;24;32;7;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;33;21;286
21;286;20;12;46;13;17;47;56;15;58;2;64;27;9;63;54;57;36;53;6;10;50;21;16;52;51;55;37;8;61;41;5;26;49;3;48;59;23;28;29;39;18;43;38;42;24;32;7;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;33
20;12;57;13;17;47;56;15;58;2;64;27;9;63;54;46;36;53;6;10;50;21;16;52;51;55;37;8;61;41;5;26;49;3;48;59;23;28;29;39;18;43;38;42;24;32;7;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;33;21;284
21;284;20;12;57;13;17;47;56;15;58;2;64;27;9;63;54;46;36;53;6;10;50;21;16;52;51;55;37;8;61;41;5;26;49;3;48;59;23;28;29;39;18;43;38;42;24;32;7;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;33
20;12;57;13;17;47;56;15;58;2;64;27;9;63;54;46;36;53;6;10;59;21;16;52;51;55;37;8;61;41;5;26;49;3;48;50;23;28;29;39;18;43;38;42;24;32;7;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;33;21;284
21;284;20;12;57;13;17;47;56;15;58;2;64;27;9;63;54;46;36;53;6;10;59;21;16;52;51;55;37;8;61;41;5;26;49;3;48;50;23;28;29;39;18;43;38;42;24;32;7;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;33
20;12;57;13;17;47;18;15;58;2;64;27;9;63;54;46;36;53;6;10;59;21;16;52;51;55;37;8;61;41;5;26;49;3;48;50;23;28;29;39;56;43;38;42;24;32;7;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;33;21;284
22;284;20;12;57;13;17;47;18;15;58;2;64;27;9;63;54;46;36;53;6;10;59;21;16;52;51;55;37;8;61;41;5;26;49;3;48;50;23;28;29;39;56;43;38;42;24;32;7;19;30;22;35;14;25;34;62;45;11;1;60;31;40;44;4;33
20;12;57;13;17;47;18;15;58;2;64;27;9;63;45;46;36;53;6;10;59;21;16;52;51;55;37;8;61;41;5;26;49;3;48;50;23;28;29;39;56;43;38;42;24;32;7;19;30;22;35;14;25;34;62;54;11;1;60;31;40;44;4;33;22;278
22;278;20;12;57;13;17;47;18;15;58;2;64;27;9;63;45;46;36;53;6;10;59;21;16;52;51;55;37;8;61;41;5;26;49;3;48;50;23;28;29;39;56;43;38;42;24;32;7;19;30;22;35;14;25;34;62;54;11;1;60;31;40;44;4;33
20;12;57;13;17;47;18;15;58;2;64;27;9;63;45;46;36;53;6;10;59;21;16;52;51;55;37;24;61;41;5;26;49;3;48;50;23;28;29;39;56;43;38;42;8;32;7;19;30;22;35;14;25;34;62;54;11;1;60;31;40;44;4;33;22;278
22;278;20;12;57;13;17;47;18;15;58;2;64;27;9;63;45;46;36;53;6;10;59;21;16;52;51;55;37;24;61;41;5;26;49;3;48;50;23;28;29;39;56;43;38;42;8;32;7;19;30;22;35;14;25;34;62;54;11;1;60;31;40;44;4;33
20;12;57;13;17;47;18;15;58;2;64;27;9;63;22;46;36;53;6;10;59;21;16;52;51;55;37;24;61;41;5;26;49;3;48;50;23;28;29;39;56;43;38;42;8;32;7;19;30;45;35;14;25;34;62;54;11;1;60;31;40;44;4;33;22;286
22;286;20;12;57;13;17;47;18;15;58;2;64;27;9;63;22;46;36;53;6;10;59;21;16;52;51;55;37;24;61;41;5;26;49;3;48;50;23;28;29;39;56;43;38;42;8;32;7;19;30;45;35;14;25;34;62;54;11;1;60;31;40;44;4;33
20;12;57;13;17;47;18;15;58;2;64;27;9;63;22;46;36;31;6;10;59;21;16;52;51;55;37;24;61;41;5;26;49;3;48;50;23;28;29;39;56;43;38;42;8;32;7;19;30;45;35;14;25;34;62;54;11;1;60;53;40;44;4;33;22;286
22;286;20;12;57;13;17;47;18;15;58;2;64;27;9;63;22;46;36;31;6;10;59;21;16;52;51;55;37;24;61;41;5;26;49;3;48;50;23;28;29;39;56;43;38;42;8;32;7;19;30;45;35;14;25;34;62;54;11;1;60;53;40;44;4;33
20;12;57;13;17;47;18;15;58;2;64;27;9;35;22;46;36;31;6;10;59;21;16;52;51;55;37;24;61;41;5;26;49;3;48;50;23;28;29;39;56;43;38;42;8;32;7;19;30;45;63;14;25;34;62;54;11;1;60;53;40;44;4;33;22;294
22;294;20;12;57;13;17;47;18;15;58;2;64;27;9;35;22;46;36;31;6;10;59;21;16;52;51;55;37;24;61;41;5;26;49;3;48;50;23;28;29;39;56;43;38;42;8;32;7;19;30;45;63;14;25;34;62;54;11;1;60;53;40;44;4;33
20;12;57;13;17;47;18;15;58;2;22;27;9;35;64;46;36;31;6;10;59;21;16;52;51;55;37;24;61;41;5;26;49;3;48;50;23;28;29;39;56;43;38;42;8;32;7;19;30;45;63;14;25;34;62;54;11;1;60;53;40;44;4;33;22;292
22;292;20;12;57;13;17;47;18;15;58;2;22;27;9;35;64;46;36;31;6;10;59;21;16;52;51;55;37;24;61;41;5;26;49;3;48;50;23;28;29;39;56;43;38;42;8;32;7;19;30;45;63;14;25;34;62;54;11;1;60;53;40;44;4;33
20;12;57;13;17;47;18;15;58;2;22;27;9;35;64;46;36;31;6;10;59;21;16;52;51;55;37;24;61;41;5;26;49;3;56;50;23;28;29;39;48;43;38;42;8;32;7;19;30;45;63;14;25;34;62;54;11;1;60;53;40;44;4;33;22;288
22;288;20;12;57;13;17;47;18;15;58;2;22;27;9;35;64;46;36;31;6;10;59;21;16;52;51;55;37;24;61;41;5;26;49;3;56;50;23;28;29;39;48;43;38;42;8;32;7;19;30;45;63;14;25;34;62;54;11;1;60;53;40;44;4;33
20;12;57;13;17;47;18;15;58;2;28;27;9;35;64;46;36;31;6;10;59;21;16;52;51;55;37;24;61;41;5;26;49;3;56;50;23;22;29;39;48;43;38;42;8;32;7;19;30;45;63;14;25;34;62;54;11;1;60;53;40;44;4;33;22;284
22;284;20;12;57;13;17;47;18;15;58;2;28;27;9;35;64;46;36;31;6;10;59;21;16;52;51;55;37;24;61;41;5;26;49;3;56;50;23;22;29;39;48;43;38;42;8;32;7;19;30;45;63;14;25;34;62;54;11;1;60;53;40;44;4;33
20;12;57;13;17;47;18;15;58;2;28;27;9;35;64;46;36;31;6;10;59;21;16;52;51;55;37;24;61;41;5;26;49;3;56;4;23;22;29;39;48;43;38;42;8;32;7;19;30;45;63;14;25;34;62;54;11;1;60;53;40;44;50;33;22;284
22;284;20;12;57;13;17;47;18;15;58;2;28;27;9;35;64;46;36;31;6;10;59;21;16;52;51;55;37;24;61;41;5;26;49;3;56;4;23;22;29;39;48;43;38;42;8;32;7;19;30;45;63;14;25;34;62;54;11;1;60;53;40;44;50;33
20;12;57;13;17;47;18;15;58;2;28;27;9;35;64;46;36;31;6;10;59;21;16;52;51;55;37;29;61;41;5;26;49;3;56;4;23;22;24;39;48;43;38;42;8;32;7;19;30;45;63;14;25;34;62;54;11;1;60;53;40;44;50;33;22;282
22;282;20;12;57;13;17;47;18;15;58;2;28;27;9;35;64;46;36;31;6;10;59;21;16;52;51;55;37;29;61;41;5;26;49;3;56;4;23;22;24;39;48;43;38;42;8;32;7;19;30;45;63;14;25;34;62;54;11;1;60;53;40;44;50;33
20;12;57;40;17;47;18;15;58;2;28;27;9;35;64;46;36;31;6;10;59;21;16;52;51;55;37;29;61;41;5;26;49;3;56;4;23;22;24;39;48;43;38;42;8;32;7;19;30;45;63;14;25;34;62;54;11;1;60;53;13;44;50;33;22;286
22;286;20;12;57;40;17;47;18;15;58;2;28;27;9;35;64;46;36;31;6;10;59;21;16;52;51;55;37;29;61;41;5;26;49;3;56;4;23;22;24;39;48;43;38;42;8;32;7;19;30;45;63;14;25;34;62;54;11;1;60;53;13;44;50;33
20;12;57;40;17;47;18;15;58;2;28;27;26;35;64;46;36;31;6;10;59;21;16;52;51;55;37;29;61;41;5;9;49;3;56;4;23;22;24;39;48;43;38;42;8;32;7;19;30;45;63;14;25;34;62;54;11;1;60;53;13;44;50;33;22;286
22;286;20;12;57;40;17;47;18;15;58;2;28;27;26;35;64;46;36;31;6;10;59;21;16;52;51;55;37;29;61;41;5;9;49;3;56;4;23;22;24;39;48;43;38;42;8;32;7;19;30;45;63;14;25;34;62;54;11;1;60;53;13;44;50;33
