"X1";"X28646";"X4";"X16";"X3";"X13";"X19";"X1.1";"X12";"X6";"X17";"X29";"X10";"X27";"X11";"X23";"X5";"X21";"X8";"X7";"X32";"X30";"X25";"X31";"X9";"X18";"X15";"X20";"X22";"X14";"X2";"X28";"X24";"X26"
44;28256;1;19;17;2;11;10;26;4;30;13;31;28;20;5;9;29;21;8;22;24;32;27;6;25;7;12;3;15;16;23;18;14
1;19;17;2;11;10;26;4;30;13;20;28;31;5;9;29;21;8;22;24;32;27;6;25;7;12;3;15;16;23;18;14;44;27496
44;27496;1;19;17;2;11;10;26;4;30;13;20;28;31;5;9;29;21;8;22;24;32;27;6;25;7;12;3;15;16;23;18;14
1;19;17;2;11;10;24;4;30;13;20;28;31;5;9;29;21;8;22;26;32;27;6;25;7;12;3;15;16;23;18;14;44;27636
44;27636;1;19;17;2;11;10;24;4;30;13;20;28;31;5;9;29;21;8;22;26;32;27;6;25;7;12;3;15;16;23;18;14
1;19;17;2;11;10;24;4;30;13;20;14;31;5;9;29;21;8;22;26;32;27;6;25;7;12;3;15;16;23;18;28;44;27820
44;27820;1;19;17;2;11;10;24;4;30;13;20;14;31;5;9;29;21;8;22;26;32;27;6;25;7;12;3;15;16;23;18;28
1;19;17;2;11;18;24;4;30;13;20;14;31;5;9;29;21;8;22;26;32;27;6;25;7;12;3;15;16;23;10;28;44;27870
44;27870;1;19;17;2;11;18;24;4;30;13;20;14;31;5;9;29;21;8;22;26;32;27;6;25;7;12;3;15;16;23;10;28
1;19;17;2;11;18;24;20;30;13;4;14;31;5;9;29;21;8;22;26;32;27;6;25;7;12;3;15;16;23;10;28;44;27870
44;27870;1;19;17;2;11;18;24;20;30;13;4;14;31;5;9;29;21;8;22;26;32;27;6;25;7;12;3;15;16;23;10;28
1;19;17;2;11;18;24;27;30;13;4;14;31;5;9;29;21;8;22;26;32;20;6;25;7;12;3;15;16;23;10;28;44;27690
44;27690;1;19;17;2;11;18;24;27;30;13;4;14;31;5;9;29;21;8;22;26;32;20;6;25;7;12;3;15;16;23;10;28
1;19;17;2;11;18;15;27;30;13;4;14;31;5;9;29;21;8;22;26;32;20;6;25;7;12;3;24;16;23;10;28;44;28280
44;28280;1;19;17;2;11;18;15;27;30;13;4;14;31;5;9;29;21;8;22;26;32;20;6;25;7;12;3;24;16;23;10;28
1;19;17;14;11;18;15;27;30;13;4;2;31;5;9;29;21;8;22;26;32;20;6;25;7;12;3;24;16;23;10;28;44;27980
44;27980;1;19;17;14;11;18;15;27;30;13;4;2;31;5;9;29;21;8;22;26;32;20;6;25;7;12;3;24;16;23;10;28
1;19;17;14;11;18;15;27;30;13;4;2;31;5;9;29;21;8;22;26;32;20;7;25;6;12;3;24;16;23;10;28;44;28000
44;28000;1;19;17;14;11;18;15;27;30;13;4;2;31;5;9;29;21;8;22;26;32;20;7;25;6;12;3;24;16;23;10;28
1;15;17;14;11;18;19;27;30;13;4;2;31;5;9;29;21;8;22;26;32;20;7;25;6;12;3;24;16;23;10;28;44;28752
44;28000;1;19;17;14;11;18;15;27;30;13;4;2;31;5;9;29;21;8;22;26;32;20;7;25;6;12;3;24;16;23;10;28
1;19;17;14;11;18;15;27;20;13;4;2;31;5;9;29;21;8;22;26;32;30;7;25;6;12;3;24;16;23;10;28;44;28560
44;28560;1;19;17;14;11;18;15;27;20;13;4;2;31;5;9;29;21;8;22;26;32;30;7;25;6;12;3;24;16;23;10;28
1;19;17;4;11;18;15;27;20;13;14;2;31;5;9;29;21;8;22;26;32;30;7;25;6;12;3;24;16;23;10;28;44;28780
44;28780;1;19;17;4;11;18;15;27;20;13;14;2;31;5;9;29;21;8;22;26;32;30;7;25;6;12;3;24;16;23;10;28
1;19;17;4;18;11;15;27;20;13;14;2;31;5;9;29;21;8;22;26;32;30;7;25;6;12;3;24;16;23;10;28;44;29180
44;29180;1;19;17;4;18;11;15;27;20;13;14;2;31;5;9;29;21;8;22;26;32;30;7;25;6;12;3;24;16;23;10;28
1;19;17;4;18;11;15;31;20;13;14;2;27;5;9;29;21;8;22;26;32;30;7;25;6;12;3;24;16;23;10;28;44;29140
44;29140;1;19;17;4;18;11;15;31;20;13;14;2;27;5;9;29;21;8;22;26;32;30;7;25;6;12;3;24;16;23;10;28
1;19;17;4;18;11;15;31;20;16;14;2;27;5;9;29;21;8;22;26;32;30;7;25;6;12;3;24;13;23;10;28;44;28820
44;28820;1;19;17;4;18;11;15;31;20;16;14;2;27;5;9;29;21;8;22;26;32;30;7;25;6;12;3;24;13;23;10;28
1;19;2;4;18;11;15;31;20;16;14;17;27;5;9;29;21;8;22;26;32;30;7;25;6;12;3;24;13;23;10;28;44;28874
44;28874;1;19;2;4;18;11;15;31;20;16;14;17;27;5;9;29;21;8;22;26;32;30;7;25;6;12;3;24;13;23;10;28
1;19;2;4;18;11;15;31;20;16;14;17;27;5;22;29;21;8;9;26;32;30;7;25;6;12;3;24;13;23;10;28;44;28308
44;28308;1;19;2;4;18;11;15;31;20;16;14;17;27;5;22;29;21;8;9;26;32;30;7;25;6;12;3;24;13;23;10;28
1;19;2;4;18;11;15;31;20;16;23;17;27;5;22;29;21;8;9;26;32;30;7;25;6;12;3;24;13;14;10;28;44;27648
45;27648;1;19;2;4;18;11;15;31;20;16;23;17;27;5;22;29;21;8;9;26;32;30;7;25;6;12;3;24;13;14;10;28
1;9;2;4;18;11;15;31;20;16;23;17;27;5;22;29;21;8;19;26;32;30;7;25;6;12;3;24;13;14;10;28;45;28102
45;28102;1;9;2;4;18;11;15;31;20;16;23;17;27;5;22;29;21;8;19;26;32;30;7;25;6;12;3;24;13;14;10;28
1;9;2;4;18;28;15;31;20;16;23;17;27;5;22;29;21;8;19;26;32;30;7;25;6;12;3;24;13;14;10;11;45;28200
45;28200;1;9;2;4;18;28;15;31;20;16;23;17;27;5;22;29;21;8;19;26;32;30;7;25;6;12;3;24;13;14;10;11
1;31;2;4;18;28;15;9;20;16;23;17;27;5;22;29;21;8;19;26;32;30;7;25;6;12;3;24;13;14;10;11;45;28094
45;28094;1;31;2;4;18;28;15;9;20;16;23;17;27;5;22;29;21;8;19;26;32;30;7;25;6;12;3;24;13;14;10;11
1;31;2;4;25;28;15;9;20;16;23;17;27;5;22;29;21;8;19;26;32;30;7;18;6;12;3;24;13;14;10;11;45;27914
45;27914;1;31;2;4;25;28;15;9;20;16;23;17;27;5;22;29;21;8;19;26;32;30;7;18;6;12;3;24;13;14;10;11
1;31;2;4;25;28;15;9;20;16;23;17;18;5;22;29;21;8;19;26;32;30;7;27;6;12;3;24;13;14;10;11;45;28074
45;28074;1;31;2;4;25;28;15;9;20;16;23;17;18;5;22;29;21;8;19;26;32;30;7;27;6;12;3;24;13;14;10;11
1;31;2;4;25;28;15;9;20;16;23;17;18;10;22;29;21;8;19;26;32;30;7;27;6;12;3;24;13;14;5;11;45;27914
45;27914;1;31;2;4;25;28;15;9;20;16;23;17;18;10;22;29;21;8;19;26;32;30;7;27;6;12;3;24;13;14;5;11
1;31;2;4;25;28;8;9;20;16;23;17;18;10;22;29;21;15;19;26;32;30;7;27;6;12;3;24;13;14;5;11;45;27954
45;27954;1;31;2;4;25;28;8;9;20;16;23;17;18;10;22;29;21;15;19;26;32;30;7;27;6;12;3;24;13;14;5;11
1;31;2;4;25;28;8;20;9;16;23;17;18;10;22;29;21;15;19;26;32;30;7;27;6;12;3;24;13;14;5;11;45;28144
45;28144;1;31;2;4;25;28;8;20;9;16;23;17;18;10;22;29;21;15;19;26;32;30;7;27;6;12;3;24;13;14;5;11
1;31;2;4;25;28;8;20;5;16;23;17;18;10;22;29;21;15;19;26;32;30;7;27;6;12;3;24;13;14;9;11;45;27964
45;27964;1;31;2;4;25;28;8;20;5;16;23;17;18;10;22;29;21;15;19;26;32;30;7;27;6;12;3;24;13;14;9;11
1;31;2;3;25;28;8;20;5;16;23;17;18;10;22;29;21;15;19;26;32;30;7;27;6;12;4;24;13;14;9;11;45;27704
45;27704;1;31;2;3;25;28;8;20;5;16;23;17;18;10;22;29;21;15;19;26;32;30;7;27;6;12;4;24;13;14;9;11
1;31;2;3;25;28;8;20;5;16;23;10;18;17;22;29;21;15;19;26;32;30;7;27;6;12;4;24;13;14;9;11;45;28444
45;27704;1;31;2;3;25;28;8;20;5;16;23;17;18;10;22;29;21;15;19;26;32;30;7;27;6;12;4;24;13;14;9;11
1;31;2;3;25;28;8;20;5;16;23;17;18;10;22;29;21;15;19;26;32;30;7;27;6;24;4;12;13;14;9;11;45;28152
45;28152;1;31;2;3;25;28;8;20;5;16;23;17;18;10;22;29;21;15;19;26;32;30;7;27;6;24;4;12;13;14;9;11
1;31;2;3;25;28;8;17;5;16;23;20;18;10;22;29;21;15;19;26;32;30;7;27;6;24;4;12;13;14;9;11;45;28072
45;28072;1;31;2;3;25;28;8;17;5;16;23;20;18;10;22;29;21;15;19;26;32;30;7;27;6;24;4;12;13;14;9;11
1;31;2;3;25;18;8;17;5;16;23;20;28;10;22;29;21;15;19;26;32;30;7;27;6;24;4;12;13;14;9;11;45;27432
45;27432;1;31;2;3;25;18;8;17;5;16;23;20;28;10;22;29;21;15;19;26;32;30;7;27;6;24;4;12;13;14;9;11
1;31;2;3;25;18;8;17;5;16;23;6;28;10;22;29;21;15;19;26;32;30;7;27;20;24;4;12;13;14;9;11;45;27056
45;27056;1;31;2;3;25;18;8;17;5;16;23;6;28;10;22;29;21;15;19;26;32;30;7;27;20;24;4;12;13;14;9;11
1;31;2;3;25;18;8;17;5;16;23;6;4;10;22;29;21;15;19;26;32;30;7;27;20;24;28;12;13;14;9;11;45;27404
45;27404;1;31;2;3;25;18;8;17;5;16;23;6;4;10;22;29;21;15;19;26;32;30;7;27;20;24;28;12;13;14;9;11
1;31;2;3;25;18;16;17;5;8;23;6;4;10;22;29;21;15;19;26;32;30;7;27;20;24;28;12;13;14;9;11;45;27884
45;27884;1;31;2;3;25;18;16;17;5;8;23;6;4;10;22;29;21;15;19;26;32;30;7;27;20;24;28;12;13;14;9;11
1;31;2;23;25;18;16;17;5;8;3;6;4;10;22;29;21;15;19;26;32;30;7;27;20;24;28;12;13;14;9;11;45;26974
45;26974;1;31;2;23;25;18;16;17;5;8;3;6;4;10;22;29;21;15;19;26;32;30;7;27;20;24;28;12;13;14;9;11
1;31;2;18;25;23;16;17;5;8;3;6;4;10;22;29;21;15;19;26;32;30;7;27;20;24;28;12;13;14;9;11;45;27094
45;27094;1;31;2;18;25;23;16;17;5;8;3;6;4;10;22;29;21;15;19;26;32;30;7;27;20;24;28;12;13;14;9;11
1;31;2;18;25;23;16;17;5;8;3;6;4;10;21;29;22;15;19;26;32;30;7;27;20;24;28;12;13;14;9;11;45;27154
46;27154;1;31;2;18;25;23;16;17;5;8;3;6;4;10;21;29;22;15;19;26;32;30;7;27;20;24;28;12;13;14;9;11
1;31;2;4;25;23;16;17;5;8;3;6;18;10;21;29;22;15;19;26;32;30;7;27;20;24;28;12;13;14;9;11;46;28648
46;27154;1;31;2;18;25;23;16;17;5;8;3;6;4;10;21;29;22;15;19;26;32;30;7;27;20;24;28;12;13;14;9;11
1;31;2;18;25;23;16;14;5;8;3;6;4;10;21;29;22;15;19;26;32;30;7;27;20;24;28;12;13;17;9;11;46;26658
46;26658;1;31;2;18;25;23;16;14;5;8;3;6;4;10;21;29;22;15;19;26;32;30;7;27;20;24;28;12;13;17;9;11
1;31;2;18;26;23;16;14;5;8;3;6;4;10;21;29;22;15;19;25;32;30;7;27;20;24;28;12;13;17;9;11;46;26438
46;26438;1;31;2;18;26;23;16;14;5;8;3;6;4;10;21;29;22;15;19;25;32;30;7;27;20;24;28;12;13;17;9;11
1;31;2;18;26;23;16;14;5;8;3;6;4;10;19;29;22;15;21;25;32;30;7;27;20;24;28;12;13;17;9;11;46;26178
46;26178;1;31;2;18;26;23;16;14;5;8;3;6;4;10;19;29;22;15;21;25;32;30;7;27;20;24;28;12;13;17;9;11
1;31;2;18;26;23;16;14;5;19;3;6;4;10;8;29;22;15;21;25;32;30;7;27;20;24;28;12;13;17;9;11;46;27418
46;27418;1;31;2;18;26;23;16;14;5;19;3;6;4;10;8;29;22;15;21;25;32;30;7;27;20;24;28;12;13;17;9;11
1;31;2;18;26;23;16;14;5;19;3;6;4;10;8;11;22;15;21;25;32;30;7;27;20;24;28;12;13;17;9;29;46;26274
46;26274;1;31;2;18;26;23;16;14;5;19;3;6;4;10;8;11;22;15;21;25;32;30;7;27;20;24;28;12;13;17;9;29
1;31;12;18;26;23;16;14;5;19;3;6;4;10;8;11;22;15;21;25;32;30;7;27;20;24;28;2;13;17;9;29;46;26274
46;26274;1;31;12;18;26;23;16;14;5;19;3;6;4;10;8;11;22;15;21;25;32;30;7;27;20;24;28;2;13;17;9;29
1;31;12;18;26;23;16;14;5;19;3;6;4;10;8;11;22;2;21;25;32;30;7;27;20;24;28;15;13;17;9;29;46;26714
46;26714;1;31;12;18;26;23;16;14;5;19;3;6;4;10;8;11;22;2;21;25;32;30;7;27;20;24;28;15;13;17;9;29
1;31;12;18;26;23;16;14;5;19;3;11;4;10;8;6;22;2;21;25;32;30;7;27;20;24;28;15;13;17;9;29;46;26554
46;26554;1;31;12;18;26;23;16;14;5;19;3;11;4;10;8;6;22;2;21;25;32;30;7;27;20;24;28;15;13;17;9;29
1;31;12;18;26;23;16;14;5;19;3;11;4;10;8;6;21;2;22;25;32;30;7;27;20;24;28;15;13;17;9;29;46;27234
46;27234;1;31;12;18;26;23;16;14;5;19;3;11;4;10;8;6;21;2;22;25;32;30;7;27;20;24;28;15;13;17;9;29
7;31;12;18;26;23;16;14;5;19;3;11;4;10;8;6;21;2;22;25;32;30;1;27;20;24;28;15;13;17;9;29;46;26694
46;26694;7;31;12;18;26;23;16;14;5;19;3;11;4;10;8;6;21;2;22;25;32;30;1;27;20;24;28;15;13;17;9;29
7;31;12;18;26;23;16;14;5;19;3;11;4;10;8;6;21;2;22;25;32;30;1;27;20;24;9;15;13;17;28;29;46;26430
46;26430;7;31;12;18;26;23;16;14;5;19;3;11;4;10;8;6;21;2;22;25;32;30;1;27;20;24;9;15;13;17;28;29
7;31;12;18;26;23;16;14;5;19;3;11;27;10;8;6;21;2;22;25;32;30;1;4;20;24;9;15;13;17;28;29;46;26590
46;26590;7;31;12;18;26;23;16;14;5;19;3;11;27;10;8;6;21;2;22;25;32;30;1;4;20;24;9;15;13;17;28;29
7;31;12;18;26;23;16;14;5;19;3;25;27;10;8;6;21;2;22;11;32;30;1;4;20;24;9;15;13;17;28;29;46;26498
46;26498;7;31;12;18;26;23;16;14;5;19;3;25;27;10;8;6;21;2;22;11;32;30;1;4;20;24;9;15;13;17;28;29
7;31;12;18;26;23;16;14;5;19;3;25;27;10;8;28;21;2;22;11;32;30;1;4;20;24;9;15;13;17;6;29;46;26834
46;26834;7;31;12;18;26;23;16;14;5;19;3;25;27;10;8;28;21;2;22;11;32;30;1;4;20;24;9;15;13;17;6;29
7;31;12;18;26;23;16;14;5;19;3;25;27;10;8;28;21;2;9;11;32;30;1;4;20;24;22;15;13;17;6;29;46;26686
46;26686;7;31;12;18;26;23;16;14;5;19;3;25;27;10;8;28;21;2;9;11;32;30;1;4;20;24;22;15;13;17;6;29
7;31;12;18;26;23;16;21;5;19;3;25;27;10;8;28;14;2;9;11;32;30;1;4;20;24;22;15;13;17;6;29;46;27270
46;26686;7;31;12;18;26;23;16;14;5;19;3;25;27;10;8;28;21;2;9;11;32;30;1;4;20;24;22;15;13;17;6;29
7;31;23;18;26;12;16;14;5;19;3;25;27;10;8;28;21;2;9;11;32;30;1;4;20;24;22;15;13;17;6;29;46;26686
46;26686;7;31;23;18;26;12;16;14;5;19;3;25;27;10;8;28;21;2;9;11;32;30;1;4;20;24;22;15;13;17;6;29
7;31;23;18;26;12;16;14;5;19;3;25;27;10;8;28;21;2;9;11;32;4;1;30;20;24;22;15;13;17;6;29;46;26592
46;26592;7;31;23;18;26;12;16;14;5;19;3;25;27;10;8;28;21;2;9;11;32;4;1;30;20;24;22;15;13;17;6;29
7;31;23;18;26;12;16;3;5;19;14;25;27;10;8;28;21;2;9;11;32;4;1;30;20;24;22;15;13;17;6;29;46;26912
47;26912;7;31;23;18;26;12;16;3;5;19;14;25;27;10;8;28;21;2;9;11;32;4;1;30;20;24;22;15;13;17;6;29
7;31;23;18;26;12;16;3;5;19;14;25;27;10;8;28;21;2;9;11;32;4;17;30;20;24;22;15;13;1;6;29;47;26958
47;26958;7;31;23;18;26;12;16;3;5;19;14;25;27;10;8;28;21;2;9;11;32;4;17;30;20;24;22;15;13;1;6;29
7;31;24;18;26;12;16;3;5;19;14;25;27;10;8;28;21;2;9;11;32;4;17;30;20;23;22;15;13;1;6;29;47;26818
47;26818;7;31;24;18;26;12;16;3;5;19;14;25;27;10;8;28;21;2;9;11;32;4;17;30;20;23;22;15;13;1;6;29
7;32;24;18;26;12;16;3;5;19;14;25;27;10;8;28;21;2;9;11;31;4;17;30;20;23;22;15;13;1;6;29;47;26858
47;26858;7;32;24;18;26;12;16;3;5;19;14;25;27;10;8;28;21;2;9;11;31;4;17;30;20;23;22;15;13;1;6;29
7;32;24;18;26;12;16;3;5;19;14;25;27;15;8;28;21;2;9;11;31;4;17;30;20;23;22;10;13;1;6;29;47;27018
47;27018;7;32;24;18;26;12;16;3;5;19;14;25;27;15;8;28;21;2;9;11;31;4;17;30;20;23;22;10;13;1;6;29
7;32;24;18;26;12;16;3;5;14;19;25;27;15;8;28;21;2;9;11;31;4;17;30;20;23;22;10;13;1;6;29;47;25812
47;25812;7;32;24;18;26;12;16;3;5;14;19;25;27;15;8;28;21;2;9;11;31;4;17;30;20;23;22;10;13;1;6;29
7;32;24;18;26;12;16;3;5;14;19;25;27;4;8;28;21;2;9;11;31;15;17;30;20;23;22;10;13;1;6;29;47;25772
47;25772;7;32;24;18;26;12;16;3;5;14;19;25;27;4;8;28;21;2;9;11;31;15;17;30;20;23;22;10;13;1;6;29
7;21;24;18;26;12;16;3;5;14;19;25;27;4;8;28;32;2;9;11;31;15;17;30;20;23;22;10;13;1;6;29;47;26192
47;26192;7;21;24;18;26;12;16;3;5;14;19;25;27;4;8;28;32;2;9;11;31;15;17;30;20;23;22;10;13;1;6;29
7;21;24;18;26;12;16;3;5;14;19;25;27;4;8;28;32;2;10;11;31;15;17;30;20;23;22;9;13;1;6;29;47;26432
47;26432;7;21;24;18;26;12;16;3;5;14;19;25;27;4;8;28;32;2;10;11;31;15;17;30;20;23;22;9;13;1;6;29
7;21;24;18;26;12;16;3;5;14;19;20;27;4;8;28;32;2;10;11;31;15;17;30;25;23;22;9;13;1;6;29;47;26192
47;26192;7;21;24;18;26;12;16;3;5;14;19;20;27;4;8;28;32;2;10;11;31;15;17;30;25;23;22;9;13;1;6;29
7;21;24;18;26;12;16;3;5;14;19;20;27;4;8;28;32;2;10;11;31;15;17;25;30;23;22;9;13;1;6;29;47;26152
47;26152;7;21;24;18;26;12;16;3;5;14;19;20;27;4;8;28;32;2;10;11;31;15;17;25;30;23;22;9;13;1;6;29
7;21;24;18;26;12;16;3;5;14;19;20;27;4;8;28;32;2;10;11;31;15;25;17;30;23;22;9;13;1;6;29;47;26112
47;26112;7;21;24;18;26;12;16;3;5;14;19;20;27;4;8;28;32;2;10;11;31;15;25;17;30;23;22;9;13;1;6;29
7;21;24;18;26;12;16;3;5;1;19;20;27;4;8;28;32;2;10;11;31;15;25;17;30;23;22;9;13;14;6;29;47;26432
47;26432;7;21;24;18;26;12;16;3;5;1;19;20;27;4;8;28;32;2;10;11;31;15;25;17;30;23;22;9;13;14;6;29
7;21;24;18;26;12;16;3;5;1;19;20;27;4;8;28;32;2;10;11;31;30;25;17;15;23;22;9;13;14;6;29;47;26566
47;26566;7;21;24;18;26;12;16;3;5;1;19;20;27;4;8;28;32;2;10;11;31;30;25;17;15;23;22;9;13;14;6;29
7;21;24;18;26;12;16;3;5;1;19;20;27;4;8;28;32;2;10;11;23;30;25;17;15;31;22;9;13;14;6;29;47;27246
47;26566;7;21;24;18;26;12;16;3;5;1;19;20;27;4;8;28;32;2;10;11;31;30;25;17;15;23;22;9;13;14;6;29
7;21;24;18;26;12;16;3;5;1;19;20;27;4;8;28;32;2;10;11;31;30;6;17;15;23;22;9;13;14;25;29;47;26664
47;26664;7;21;24;18;26;12;16;3;5;1;19;20;27;4;8;28;32;2;10;11;31;30;6;17;15;23;22;9;13;14;25;29
7;21;24;18;26;12;16;3;5;6;19;20;27;4;8;28;32;2;10;11;31;30;1;17;15;23;22;9;13;14;25;29;47;26824
47;26664;7;21;24;18;26;12;16;3;5;1;19;20;27;4;8;28;32;2;10;11;31;30;6;17;15;23;22;9;13;14;25;29
7;4;24;18;26;12;16;3;5;1;19;20;27;21;8;28;32;2;10;11;31;30;6;17;15;23;22;9;13;14;25;29;47;26294
47;26294;7;4;24;18;26;12;16;3;5;1;19;20;27;21;8;28;32;2;10;11;31;30;6;17;15;23;22;9;13;14;25;29
7;4;24;9;26;12;16;3;5;1;19;20;27;21;8;28;32;2;10;11;31;30;6;17;15;23;22;18;13;14;25;29;47;26744
47;26744;7;4;24;9;26;12;16;3;5;1;19;20;27;21;8;28;32;2;10;11;31;30;6;17;15;23;22;18;13;14;25;29
7;4;24;9;1;12;16;3;5;26;19;20;27;21;8;28;32;2;10;11;31;30;6;17;15;23;22;18;13;14;25;29;47;27452
47;26744;7;4;24;9;26;12;16;3;5;1;19;20;27;21;8;28;32;2;10;11;31;30;6;17;15;23;22;18;13;14;25;29
7;4;24;9;26;12;16;3;5;1;31;20;27;21;8;28;32;2;10;11;19;30;6;17;15;23;22;18;13;14;25;29;47;26884
48;26744;7;4;24;9;26;12;16;3;5;1;19;20;27;21;8;28;32;2;10;11;31;30;6;17;15;23;22;18;13;14;25;29
7;4;24;9;26;18;16;3;5;1;19;20;27;21;8;28;32;2;10;11;31;30;6;17;15;23;22;12;13;14;25;29;48;26826
48;26826;7;4;24;9;26;18;16;3;5;1;19;20;27;21;8;28;32;2;10;11;31;30;6;17;15;23;22;12;13;14;25;29
13;4;24;9;26;18;16;3;5;1;19;20;27;21;8;28;32;2;10;11;31;30;6;17;15;23;22;12;7;14;25;29;48;27826
48;27826;13;4;24;9;26;18;16;3;5;1;19;20;27;21;8;28;32;2;10;11;31;30;6;17;15;23;22;12;7;14;25;29
13;4;24;9;26;18;16;3;30;1;19;20;27;21;8;28;32;2;10;11;31;5;6;17;15;23;22;12;7;14;25;29;48;27198
48;27198;13;4;24;9;26;18;16;3;30;1;19;20;27;21;8;28;32;2;10;11;31;5;6;17;15;23;22;12;7;14;25;29
13;4;24;9;26;18;16;3;30;1;19;20;6;21;8;28;32;2;10;11;31;5;27;17;15;23;22;12;7;14;25;29;48;28316
48;27198;13;4;24;9;26;18;16;3;30;1;19;20;27;21;8;28;32;2;10;11;31;5;6;17;15;23;22;12;7;14;25;29
13;4;24;9;26;18;16;3;30;1;19;20;27;21;8;28;32;2;10;11;31;5;6;17;15;23;14;12;7;22;25;29;48;26830
48;26830;13;4;24;9;26;18;16;3;30;1;19;20;27;21;8;28;32;2;10;11;31;5;6;17;15;23;14;12;7;22;25;29
13;4;24;9;26;18;16;3;30;1;19;20;27;21;8;28;6;2;10;11;31;5;32;17;15;23;14;12;7;22;25;29;48;26832
48;26832;13;4;24;9;26;18;16;3;30;1;19;20;27;21;8;28;6;2;10;11;31;5;32;17;15;23;14;12;7;22;25;29
13;19;24;9;26;18;16;3;30;1;4;20;27;21;8;28;6;2;10;11;31;5;32;17;15;23;14;12;7;22;25;29;48;27134
48;27134;13;19;24;9;26;18;16;3;30;1;4;20;27;21;8;28;6;2;10;11;31;5;32;17;15;23;14;12;7;22;25;29
13;19;24;9;26;18;23;3;30;1;4;20;27;21;8;28;6;2;10;11;31;5;32;17;15;16;14;12;7;22;25;29;48;27560
48;27134;13;19;24;9;26;18;16;3;30;1;4;20;27;21;8;28;6;2;10;11;31;5;32;17;15;23;14;12;7;22;25;29
13;19;24;9;26;18;16;3;30;1;4;20;27;21;8;28;6;2;10;11;14;5;32;17;15;23;31;12;7;22;25;29;48;27296
48;27296;13;19;24;9;26;18;16;3;30;1;4;20;27;21;8;28;6;2;10;11;14;5;32;17;15;23;31;12;7;22;25;29
13;19;24;9;26;18;16;3;30;1;4;20;27;21;8;28;6;2;10;11;14;5;32;17;15;23;31;12;7;25;22;29;48;27456
48;27456;13;19;24;9;26;18;16;3;30;1;4;20;27;21;8;28;6;2;10;11;14;5;32;17;15;23;31;12;7;25;22;29
13;19;24;9;26;18;16;3;30;1;4;20;27;21;8;28;6;2;10;11;14;12;32;17;15;23;31;5;7;25;22;29;48;27256
48;27256;13;19;24;9;26;18;16;3;30;1;4;20;27;21;8;28;6;2;10;11;14;12;32;17;15;23;31;5;7;25;22;29
13;19;24;9;26;12;16;3;30;1;4;20;27;21;8;28;6;2;10;11;14;18;32;17;15;23;31;5;7;25;22;29;48;27200
48;27200;13;19;24;9;26;12;16;3;30;1;4;20;27;21;8;28;6;2;10;11;14;18;32;17;15;23;31;5;7;25;22;29
13;19;24;9;26;12;16;3;30;1;4;20;27;21;8;6;28;2;10;11;14;18;32;17;15;23;31;5;7;25;22;29;48;27200
48;27200;13;19;24;9;26;12;16;3;30;1;4;20;27;21;8;6;28;2;10;11;14;18;32;17;15;23;31;5;7;25;22;29
13;5;24;9;26;12;16;3;30;1;4;20;27;21;8;6;28;2;10;11;14;18;32;17;15;23;31;19;7;25;22;29;48;27322
48;27200;13;19;24;9;26;12;16;3;30;1;4;20;27;21;8;6;28;2;10;11;14;18;32;17;15;23;31;5;7;25;22;29
13;19;24;9;26;12;16;3;30;1;4;20;27;21;8;6;28;2;10;11;14;32;18;17;15;23;31;5;7;25;22;29;48;27240
48;27240;13;19;24;9;26;12;16;3;30;1;4;20;27;21;8;6;28;2;10;11;14;32;18;17;15;23;31;5;7;25;22;29
13;19;24;9;26;12;16;3;15;1;4;20;27;21;8;6;28;2;10;11;14;32;18;17;30;23;31;5;7;25;22;29;48;26738
48;26738;13;19;24;9;26;12;16;3;15;1;4;20;27;21;8;6;28;2;10;11;14;32;18;17;30;23;31;5;7;25;22;29
13;19;24;9;26;12;16;3;15;1;4;20;27;21;23;6;28;2;10;11;14;32;18;17;30;8;31;5;7;25;22;29;48;27268
48;26738;13;19;24;9;26;12;16;3;15;1;4;20;27;21;8;6;28;2;10;11;14;32;18;17;30;23;31;5;7;25;22;29
13;8;24;9;26;12;16;3;15;1;4;20;27;21;19;6;28;2;10;11;14;32;18;17;30;23;31;5;7;25;22;29;48;26514
48;26514;13;8;24;9;26;12;16;3;15;1;4;20;27;21;19;6;28;2;10;11;14;32;18;17;30;23;31;5;7;25;22;29
13;8;24;9;26;27;16;3;15;1;4;20;12;21;19;6;28;2;10;11;14;32;18;17;30;23;31;5;7;25;22;29;48;25804
48;25804;13;8;24;9;26;27;16;3;15;1;4;20;12;21;19;6;28;2;10;11;14;32;18;17;30;23;31;5;7;25;22;29
13;8;24;9;4;27;16;3;15;1;26;20;12;21;19;6;28;2;10;11;14;32;18;17;30;23;31;5;7;25;22;29;48;25902
49;25902;13;8;24;9;4;27;16;3;15;1;26;20;12;21;19;6;28;2;10;11;14;32;18;17;30;23;31;5;7;25;22;29
13;8;24;9;4;27;16;3;15;1;26;20;12;21;19;6;28;2;10;11;23;32;18;17;30;14;31;5;7;25;22;29;49;26612
49;25902;13;8;24;9;4;27;16;3;15;1;26;20;12;21;19;6;28;2;10;11;14;32;18;17;30;23;31;5;7;25;22;29
13;8;24;9;4;27;16;3;15;1;26;20;12;21;19;5;28;2;10;11;14;32;18;17;30;23;31;6;7;25;22;29;49;26462
