"X1";"X29290";"X18";"X8";"X6";"X13";"X9";"X12";"X29";"X32";"X24";"X3";"X31";"X22";"X7";"X11";"X23";"X20";"X21";"X30";"X26";"X14";"X27";"X1.1";"X15";"X25";"X19";"X16";"X10";"X17";"X2";"X4";"X5";"X28"
23;11;15;25;20;13;28;26;32;5;19;31;16;2;6;7;30;29;3;1;17;14;12;24;4;8;27;9;22;10;18;21;36;26962
36;26962;23;11;15;25;20;13;28;26;32;5;19;31;16;2;6;7;30;29;3;1;17;14;12;24;4;8;27;9;22;10;18;21
23;11;15;25;20;13;28;26;32;5;19;31;16;7;6;2;30;29;3;1;17;14;12;24;4;8;27;9;22;10;18;21;36;27442
36;27442;23;11;15;25;20;13;28;26;32;5;19;31;16;7;6;2;30;29;3;1;17;14;12;24;4;8;27;9;22;10;18;21
23;11;15;21;20;13;28;26;32;5;19;31;16;7;6;2;30;29;3;1;17;14;12;24;4;8;27;9;22;10;18;25;36;27382
36;27382;23;11;15;21;20;13;28;26;32;5;19;31;16;7;6;2;30;29;3;1;17;14;12;24;4;8;27;9;22;10;18;25
23;11;15;21;20;13;28;26;32;5;19;31;16;7;6;2;30;29;3;1;17;14;12;24;4;8;25;9;22;10;18;27;36;27222
36;27222;23;11;15;21;20;13;28;26;32;5;19;31;16;7;6;2;30;29;3;1;17;14;12;24;4;8;25;9;22;10;18;27
23;11;15;21;20;13;28;26;32;4;19;31;16;7;6;2;30;29;3;1;17;14;12;24;5;8;25;9;22;10;18;27;36;27502
36;27502;23;11;15;21;20;13;28;26;32;4;19;31;16;7;6;2;30;29;3;1;17;14;12;24;5;8;25;9;22;10;18;27
23;11;15;21;24;13;28;26;32;4;19;31;16;7;6;2;30;29;3;1;17;14;12;20;5;8;25;9;22;10;18;27;36;27322
36;27322;23;11;15;21;24;13;28;26;32;4;19;31;16;7;6;2;30;29;3;1;17;14;12;20;5;8;25;9;22;10;18;27
23;11;15;21;24;13;28;26;32;4;19;5;16;7;6;2;30;29;3;1;17;14;12;20;31;8;25;9;22;10;18;27;36;27830
36;27830;23;11;15;21;24;13;28;26;32;4;19;5;16;7;6;2;30;29;3;1;17;14;12;20;31;8;25;9;22;10;18;27
23;11;15;21;24;13;28;26;32;4;19;5;16;7;22;2;30;29;3;1;17;14;12;20;31;8;25;9;6;10;18;27;36;28106
36;28106;23;11;15;21;24;13;28;26;32;4;19;5;16;7;22;2;30;29;3;1;17;14;12;20;31;8;25;9;6;10;18;27
23;11;15;21;24;13;28;26;32;4;19;5;16;7;22;30;2;29;3;1;17;14;12;20;31;8;25;9;6;10;18;27;36;28106
36;28106;23;11;15;21;24;13;28;26;32;4;19;5;16;7;22;30;2;29;3;1;17;14;12;20;31;8;25;9;6;10;18;27
23;11;15;21;24;13;7;26;32;4;19;5;16;28;22;30;2;29;3;1;17;14;12;20;31;8;25;9;6;10;18;27;36;28184
36;28184;23;11;15;21;24;13;7;26;32;4;19;5;16;28;22;30;2;29;3;1;17;14;12;20;31;8;25;9;6;10;18;27
9;11;15;21;24;13;7;26;32;4;19;5;16;28;22;30;2;29;3;1;17;14;12;20;31;8;25;23;6;10;18;27;36;28396
36;28396;9;11;15;21;24;13;7;26;32;4;19;5;16;28;22;30;2;29;3;1;17;14;12;20;31;8;25;23;6;10;18;27
9;11;15;21;24;13;7;26;32;4;19;5;16;28;22;30;2;29;3;1;17;14;12;18;31;8;25;23;6;10;20;27;36;28156
36;28156;9;11;15;21;24;13;7;26;32;4;19;5;16;28;22;30;2;29;3;1;17;14;12;18;31;8;25;23;6;10;20;27
9;11;15;21;24;13;7;26;32;4;19;5;16;22;28;30;2;29;3;1;17;14;12;18;31;8;25;23;6;10;20;27;36;28616
36;28616;9;11;15;21;24;13;7;26;32;4;19;5;16;22;28;30;2;29;3;1;17;14;12;18;31;8;25;23;6;10;20;27
9;11;15;21;24;13;7;26;23;4;19;5;16;22;28;30;2;29;3;1;17;14;12;18;31;8;25;32;6;10;20;27;36;28116
36;28116;9;11;15;21;24;13;7;26;23;4;19;5;16;22;28;30;2;29;3;1;17;14;12;18;31;8;25;32;6;10;20;27
9;11;15;21;24;13;12;26;23;4;19;5;16;22;28;30;2;29;3;1;17;14;7;18;31;8;25;32;6;10;20;27;36;28396
36;28116;9;11;15;21;24;13;7;26;23;4;19;5;16;22;28;30;2;29;3;1;17;14;12;18;31;8;25;32;6;10;20;27
9;11;15;21;24;13;7;26;23;4;19;5;16;22;28;30;12;29;3;1;17;14;2;18;31;8;25;32;6;10;20;27;36;27396
36;27396;9;11;15;21;24;13;7;26;23;4;19;5;16;22;28;30;12;29;3;1;17;14;2;18;31;8;25;32;6;10;20;27
9;11;15;21;24;13;7;26;23;4;16;5;19;22;28;30;12;29;3;1;17;14;2;18;31;8;25;32;6;10;20;27;36;26260
37;26260;9;11;15;21;24;13;7;26;23;4;16;5;19;22;28;30;12;29;3;1;17;14;2;18;31;8;25;32;6;10;20;27
9;11;15;21;8;13;7;26;23;4;16;5;19;22;28;30;12;29;3;1;17;14;2;18;31;24;25;32;6;10;20;27;37;25754
37;25754;9;11;15;21;8;13;7;26;23;4;16;5;19;22;28;30;12;29;3;1;17;14;2;18;31;24;25;32;6;10;20;27
9;11;15;21;8;13;7;26;23;4;16;5;19;22;28;30;12;29;3;1;18;14;2;17;31;24;25;32;6;10;20;27;37;25614
37;25614;9;11;15;21;8;13;7;26;23;4;16;5;19;22;28;30;12;29;3;1;18;14;2;17;31;24;25;32;6;10;20;27
9;11;15;21;8;13;7;26;23;4;16;5;19;22;28;30;12;29;3;1;24;14;2;17;31;18;25;32;6;10;20;27;37;26114
37;26114;9;11;15;21;8;13;7;26;23;4;16;5;19;22;28;30;12;29;3;1;24;14;2;17;31;18;25;32;6;10;20;27
9;11;15;21;8;13;7;26;23;1;16;5;19;22;28;30;12;29;3;4;24;14;2;17;31;18;25;32;6;10;20;27;37;26454
37;26454;9;11;15;21;8;13;7;26;23;1;16;5;19;22;28;30;12;29;3;4;24;14;2;17;31;18;25;32;6;10;20;27
9;11;15;21;8;13;29;26;23;1;16;5;19;22;28;30;12;7;3;4;24;14;2;17;31;18;25;32;6;10;20;27;37;28326
37;28326;9;11;15;21;8;13;29;26;23;1;16;5;19;22;28;30;12;7;3;4;24;14;2;17;31;18;25;32;6;10;20;27
9;11;15;21;8;13;29;26;23;1;16;5;19;22;28;30;12;7;3;4;24;14;2;17;31;18;25;10;6;32;20;27;37;28194
37;28194;9;11;15;21;8;13;29;26;23;1;16;5;19;22;28;30;12;7;3;4;24;14;2;17;31;18;25;10;6;32;20;27
9;11;15;21;8;14;29;26;23;1;16;5;19;22;28;30;12;7;3;4;24;13;2;17;31;18;25;10;6;32;20;27;37;28074
37;28074;9;11;15;21;8;14;29;26;23;1;16;5;19;22;28;30;12;7;3;4;24;13;2;17;31;18;25;10;6;32;20;27
9;11;15;21;8;23;29;26;14;1;16;5;19;22;28;30;12;7;3;4;24;13;2;17;31;18;25;10;6;32;20;27;37;28294
37;28294;9;11;15;21;8;23;29;26;14;1;16;5;19;22;28;30;12;7;3;4;24;13;2;17;31;18;25;10;6;32;20;27
9;11;15;23;8;21;29;26;14;1;16;5;19;22;28;30;12;7;3;4;24;13;2;17;31;18;25;10;6;32;20;27;37;28334
37;28334;9;11;15;23;8;21;29;26;14;1;16;5;19;22;28;30;12;7;3;4;24;13;2;17;31;18;25;10;6;32;20;27
9;11;15;23;1;21;29;26;14;8;16;5;19;22;28;30;12;7;3;4;24;13;2;17;31;18;25;10;6;32;20;27;37;28894
37;28894;9;11;15;23;1;21;29;26;14;8;16;5;19;22;28;30;12;7;3;4;24;13;2;17;31;18;25;10;6;32;20;27
9;11;4;23;1;21;29;26;14;8;16;5;19;22;28;30;12;7;3;15;24;13;2;17;31;18;25;10;6;32;20;27;37;28734
37;28734;9;11;4;23;1;21;29;26;14;8;16;5;19;22;28;30;12;7;3;15;24;13;2;17;31;18;25;10;6;32;20;27
9;11;4;23;1;21;29;26;14;8;16;5;19;22;28;30;12;7;3;15;24;13;2;17;31;25;18;10;6;32;20;27;37;28454
37;28454;9;11;4;23;1;21;29;26;14;8;16;5;19;22;28;30;12;7;3;15;24;13;2;17;31;25;18;10;6;32;20;27
9;11;4;23;1;21;29;26;14;8;16;5;19;22;28;30;12;7;3;15;24;27;2;17;31;25;18;10;6;32;20;13;37;28064
37;28064;9;11;4;23;1;21;29;26;14;8;16;5;19;22;28;30;12;7;3;15;24;27;2;17;31;25;18;10;6;32;20;13
9;11;4;23;1;21;29;19;14;8;16;5;26;22;28;30;12;7;3;15;24;27;2;17;31;25;18;10;6;32;20;13;37;27544
37;27544;9;11;4;23;1;21;29;19;14;8;16;5;26;22;28;30;12;7;3;15;24;27;2;17;31;25;18;10;6;32;20;13
9;11;4;23;1;21;29;19;17;8;16;5;26;22;28;30;12;7;3;15;24;27;2;14;31;25;18;10;6;32;20;13;37;27902
37;27902;9;11;4;23;1;21;29;19;17;8;16;5;26;22;28;30;12;7;3;15;24;27;2;14;31;25;18;10;6;32;20;13
9;11;4;23;1;21;29;19;17;8;16;5;26;22;28;30;12;25;3;15;24;27;2;14;31;7;18;10;6;32;20;13;37;27452
37;27452;9;11;4;23;1;21;29;19;17;8;16;5;26;22;28;30;12;25;3;15;24;27;2;14;31;7;18;10;6;32;20;13
9;11;4;23;1;21;29;19;17;8;16;5;26;22;28;18;12;25;3;15;24;27;2;14;31;7;30;10;6;32;20;13;37;27172
37;27172;9;11;4;23;1;21;29;19;17;8;16;5;26;22;28;18;12;25;3;15;24;27;2;14;31;7;30;10;6;32;20;13
32;11;4;23;1;21;29;19;17;8;16;5;26;22;28;18;12;25;3;15;24;27;2;14;31;7;30;10;6;9;20;13;37;27572
37;27172;9;11;4;23;1;21;29;19;17;8;16;5;26;22;28;18;12;25;3;15;24;27;2;14;31;7;30;10;6;32;20;13
9;11;4;23;1;21;29;19;17;8;16;5;26;22;28;18;12;25;3;15;24;27;2;14;31;7;30;10;6;13;20;32;37;27068
37;27068;9;11;4;23;1;21;29;19;17;8;16;5;26;22;28;18;12;25;3;15;24;27;2;14;31;7;30;10;6;13;20;32
9;11;4;23;1;13;29;19;17;8;16;5;26;22;28;18;12;25;3;15;24;27;2;14;31;7;30;10;6;21;20;32;37;26974
38;26974;9;11;4;23;1;13;29;19;17;8;16;5;26;22;28;18;12;25;3;15;24;27;2;14;31;7;30;10;6;21;20;32
9;11;4;23;1;13;29;19;17;8;7;5;26;22;28;18;12;25;3;15;24;27;2;14;31;16;30;10;6;21;20;32;38;27174
38;27174;9;11;4;23;1;13;29;19;17;8;7;5;26;22;28;18;12;25;3;15;24;27;2;14;31;16;30;10;6;21;20;32
9;11;4;23;1;13;29;19;17;8;7;5;26;22;10;18;12;25;3;15;24;27;2;14;31;16;30;28;6;21;20;32;38;26984
38;26984;9;11;4;23;1;13;29;19;17;8;7;5;26;22;10;18;12;25;3;15;24;27;2;14;31;16;30;28;6;21;20;32
9;11;4;23;1;13;29;19;17;8;7;5;26;22;10;18;12;25;3;15;24;27;14;2;31;16;30;28;6;21;20;32;38;27164
38;27164;9;11;4;23;1;13;29;19;17;8;7;5;26;22;10;18;12;25;3;15;24;27;14;2;31;16;30;28;6;21;20;32
9;11;4;23;1;13;29;19;17;8;7;5;26;22;10;12;18;25;3;15;24;27;14;2;31;16;30;28;6;21;20;32;38;27164
38;27164;9;11;4;23;1;13;29;19;17;8;7;5;26;22;10;12;18;25;3;15;24;27;14;2;31;16;30;28;6;21;20;32
9;25;4;23;1;13;29;19;17;8;7;5;26;22;10;12;18;11;3;15;24;27;14;2;31;16;30;28;6;21;20;32;38;27952
38;27952;9;25;4;23;1;13;29;19;17;8;7;5;26;22;10;12;18;11;3;15;24;27;14;2;31;16;30;28;6;21;20;32
9;25;4;23;1;13;29;19;17;8;7;5;26;22;10;12;18;11;3;15;28;27;14;2;31;16;30;24;6;21;20;32;38;27932
38;27932;9;25;4;23;1;13;29;19;17;8;7;5;26;22;10;12;18;11;3;15;28;27;14;2;31;16;30;24;6;21;20;32
9;25;4;23;1;13;29;19;17;8;7;5;26;22;10;12;18;11;3;15;28;30;14;2;31;16;27;24;6;21;20;32;38;28052
38;28052;9;25;4;23;1;13;29;19;17;8;7;5;26;22;10;12;18;11;3;15;28;30;14;2;31;16;27;24;6;21;20;32
9;25;4;23;1;13;29;19;17;8;7;5;26;22;10;12;18;11;3;15;28;30;14;2;31;20;27;24;6;21;16;32;38;28236
38;28236;9;25;4;23;1;13;29;19;17;8;7;5;26;22;10;12;18;11;3;15;28;30;14;2;31;20;27;24;6;21;16;32
9;25;4;23;1;13;19;29;17;8;7;5;26;22;10;12;18;11;3;15;28;30;14;2;31;20;27;24;6;21;16;32;38;27776
38;27776;9;25;4;23;1;13;19;29;17;8;7;5;26;22;10;12;18;11;3;15;28;30;14;2;31;20;27;24;6;21;16;32
9;17;4;23;1;13;19;29;25;8;7;5;26;22;10;12;18;11;3;15;28;30;14;2;31;20;27;24;6;21;16;32;38;27616
38;27616;9;17;4;23;1;13;19;29;25;8;7;5;26;22;10;12;18;11;3;15;28;30;14;2;31;20;27;24;6;21;16;32
9;17;4;23;1;13;19;29;25;8;7;5;26;22;10;12;18;11;3;15;24;30;14;2;31;20;27;28;6;21;16;32;38;27476
38;27476;9;17;4;23;1;13;19;29;25;8;7;5;26;22;10;12;18;11;3;15;24;30;14;2;31;20;27;28;6;21;16;32
12;17;4;23;1;13;19;29;25;8;7;5;26;22;10;9;18;11;3;15;24;30;14;2;31;20;27;28;6;21;16;32;38;27276
38;27276;12;17;4;23;1;13;19;29;25;8;7;5;26;22;10;9;18;11;3;15;24;30;14;2;31;20;27;28;6;21;16;32
12;10;4;23;1;13;19;29;25;8;7;5;26;22;17;9;18;11;3;15;24;30;14;2;31;20;27;28;6;21;16;32;38;26828
38;26828;12;10;4;23;1;13;19;29;25;8;7;5;26;22;17;9;18;11;3;15;24;30;14;2;31;20;27;28;6;21;16;32
12;10;4;23;22;13;19;29;25;8;7;5;26;1;17;9;18;11;3;15;24;30;14;2;31;20;27;28;6;21;16;32;38;26898
38;26898;12;10;4;23;22;13;19;29;25;8;7;5;26;1;17;9;18;11;3;15;24;30;14;2;31;20;27;28;6;21;16;32
12;10;4;23;22;13;19;29;25;8;17;5;26;1;7;9;18;11;3;15;24;30;14;2;31;20;27;28;6;21;16;32;38;27016
38;27016;12;10;4;23;22;13;19;29;25;8;17;5;26;1;7;9;18;11;3;15;24;30;14;2;31;20;27;28;6;21;16;32
12;10;4;23;22;13;19;29;25;8;17;7;26;1;5;9;18;11;3;15;24;30;14;2;31;20;27;28;6;21;16;32;38;27496
38;27496;12;10;4;23;22;13;19;29;25;8;17;7;26;1;5;9;18;11;3;15;24;30;14;2;31;20;27;28;6;21;16;32
12;10;4;23;22;13;19;29;25;8;30;7;26;1;5;9;18;11;3;15;24;17;14;2;31;20;27;28;6;21;16;32;38;27576
38;27576;12;10;4;23;22;13;19;29;25;8;30;7;26;1;5;9;18;11;3;15;24;17;14;2;31;20;27;28;6;21;16;32
12;10;4;23;3;13;19;29;25;8;30;7;26;1;5;9;18;11;22;15;24;17;14;2;31;20;27;28;6;21;16;32;38;27822
38;27822;12;10;4;23;3;13;19;29;25;8;30;7;26;1;5;9;18;11;22;15;24;17;14;2;31;20;27;28;6;21;16;32
12;10;4;23;3;13;19;29;25;24;30;7;26;1;5;9;18;11;22;15;8;17;14;2;31;20;27;28;6;21;16;32;38;27362
38;27362;12;10;4;23;3;13;19;29;25;24;30;7;26;1;5;9;18;11;22;15;8;17;14;2;31;20;27;28;6;21;16;32
12;10;4;23;3;13;19;29;25;24;30;7;26;1;5;9;18;11;22;16;8;17;14;2;31;20;27;28;6;21;15;32;38;27682
39;27682;12;10;4;23;3;13;19;29;25;24;30;7;26;1;5;9;18;11;22;16;8;17;14;2;31;20;27;28;6;21;15;32
12;10;4;23;3;13;16;29;25;24;30;7;26;1;5;9;18;11;22;19;8;17;14;2;31;20;27;28;6;21;15;32;39;28452
39;28452;12;10;4;23;3;13;16;29;25;24;30;7;26;1;5;9;18;11;22;19;8;17;14;2;31;20;27;28;6;21;15;32
12;10;4;23;3;13;16;29;25;24;30;7;26;1;5;9;18;11;22;15;8;17;14;2;31;20;27;28;6;21;19;32;39;27804
39;27804;12;10;4;23;3;13;16;29;25;24;30;7;26;1;5;9;18;11;22;15;8;17;14;2;31;20;27;28;6;21;19;32
12;10;4;23;3;13;16;29;21;24;30;7;26;1;5;9;18;11;22;15;8;17;14;2;31;20;27;28;6;25;19;32;39;28104
39;28104;12;10;4;23;3;13;16;29;21;24;30;7;26;1;5;9;18;11;22;15;8;17;14;2;31;20;27;28;6;25;19;32
12;10;4;23;13;3;16;29;21;24;30;7;26;1;5;9;18;11;22;15;8;17;14;2;31;20;27;28;6;25;19;32;39;27664
39;27664;12;10;4;23;13;3;16;29;21;24;30;7;26;1;5;9;18;11;22;15;8;17;14;2;31;20;27;28;6;25;19;32
12;10;4;23;13;3;16;29;21;24;30;7;28;1;5;9;18;11;22;15;8;17;14;2;31;20;27;26;6;25;19;32;39;28344
39;28344;12;10;4;23;13;3;16;29;21;24;30;7;28;1;5;9;18;11;22;15;8;17;14;2;31;20;27;26;6;25;19;32
12;10;4;23;13;14;16;29;21;24;30;7;28;1;5;9;18;11;22;15;8;17;3;2;31;20;27;26;6;25;19;32;39;28424
39;28424;12;10;4;23;13;14;16;29;21;24;30;7;28;1;5;9;18;11;22;15;8;17;3;2;31;20;27;26;6;25;19;32
12;21;4;23;13;14;16;29;10;24;30;7;28;1;5;9;18;11;22;15;8;17;3;2;31;20;27;26;6;25;19;32;39;28408
39;28408;12;21;4;23;13;14;16;29;10;24;30;7;28;1;5;9;18;11;22;15;8;17;3;2;31;20;27;26;6;25;19;32
12;21;4;23;13;14;16;29;10;24;30;7;3;1;5;9;18;11;22;15;8;17;28;2;31;20;27;26;6;25;19;32;39;28502
39;28502;12;21;4;23;13;14;16;29;10;24;30;7;3;1;5;9;18;11;22;15;8;17;28;2;31;20;27;26;6;25;19;32
12;21;4;23;13;14;16;29;10;24;30;7;3;1;5;9;18;11;22;15;8;17;28;19;31;20;27;26;6;25;2;32;39;28726
39;28726;12;21;4;23;13;14;16;29;10;24;30;7;3;1;5;9;18;11;22;15;8;17;28;19;31;20;27;26;6;25;2;32
12;18;4;23;13;14;16;29;10;24;30;7;3;1;5;9;21;11;22;15;8;17;28;19;31;20;27;26;6;25;2;32;39;28766
39;28766;12;18;4;23;13;14;16;29;10;24;30;7;3;1;5;9;21;11;22;15;8;17;28;19;31;20;27;26;6;25;2;32
12;32;4;23;13;14;16;29;10;24;30;7;3;1;5;9;21;11;22;15;8;17;28;19;31;20;27;26;6;25;2;18;39;28746
39;28746;12;32;4;23;13;14;16;29;10;24;30;7;3;1;5;9;21;11;22;15;8;17;28;19;31;20;27;26;6;25;2;18
12;32;4;23;13;14;16;29;10;24;30;7;3;1;5;9;26;11;22;15;8;17;28;19;31;20;27;21;6;25;2;18;39;28026
39;28026;12;32;4;23;13;14;16;29;10;24;30;7;3;1;5;9;26;11;22;15;8;17;28;19;31;20;27;21;6;25;2;18
12;32;4;23;13;14;16;29;10;24;30;3;7;1;5;9;26;11;22;15;8;17;28;19;31;20;27;21;6;25;2;18;39;27866
39;27866;12;32;4;23;13;14;16;29;10;24;30;3;7;1;5;9;26;11;22;15;8;17;28;19;31;20;27;21;6;25;2;18
12;32;4;23;13;14;16;29;10;24;30;1;7;3;5;9;26;11;22;15;8;17;28;19;31;20;27;21;6;25;2;18;39;27666
39;27666;12;32;4;23;13;14;16;29;10;24;30;1;7;3;5;9;26;11;22;15;8;17;28;19;31;20;27;21;6;25;2;18
12;32;4;16;13;14;23;29;10;24;30;1;7;3;5;9;26;11;22;15;8;17;28;19;31;20;27;21;6;25;2;18;39;27998
39;27666;12;32;4;23;13;14;16;29;10;24;30;1;7;3;5;9;26;11;22;15;8;17;28;19;31;20;27;21;6;25;2;18
12;32;4;10;13;14;16;29;23;24;30;1;7;3;5;9;26;11;22;15;8;17;28;19;31;20;27;21;6;25;2;18;39;27702
39;27702;12;32;4;10;13;14;16;29;23;24;30;1;7;3;5;9;26;11;22;15;8;17;28;19;31;20;27;21;6;25;2;18
12;32;4;10;13;3;16;29;23;24;30;1;7;14;5;9;26;11;22;15;8;17;28;19;31;20;27;21;6;25;2;18;39;28182
39;28182;12;32;4;10;13;3;16;29;23;24;30;1;7;14;5;9;26;11;22;15;8;17;28;19;31;20;27;21;6;25;2;18
12;32;26;10;13;3;16;29;23;24;30;1;7;14;5;9;4;11;22;15;8;17;28;19;31;20;27;21;6;25;2;18;39;28724
39;28724;12;32;26;10;13;3;16;29;23;24;30;1;7;14;5;9;4;11;22;15;8;17;28;19;31;20;27;21;6;25;2;18
12;32;26;10;2;3;16;29;23;24;30;1;7;14;5;9;4;11;22;15;8;17;28;19;31;20;27;21;6;25;13;18;39;28524
39;28524;12;32;26;10;2;3;16;29;23;24;30;1;7;14;5;9;4;11;22;15;8;17;28;19;31;20;27;21;6;25;13;18
12;32;26;10;14;3;16;29;23;24;30;1;7;2;5;9;4;11;22;15;8;17;28;19;31;20;27;21;6;25;13;18;39;28144
40;28144;12;32;26;10;14;3;16;29;23;24;30;1;7;2;5;9;4;11;22;15;8;17;28;19;31;20;27;21;6;25;13;18
12;32;26;10;14;3;20;29;23;24;30;1;7;2;5;9;4;11;22;15;8;17;28;19;31;16;27;21;6;25;13;18;40;27974
40;27974;12;32;26;10;14;3;20;29;23;24;30;1;7;2;5;9;4;11;22;15;8;17;28;19;31;16;27;21;6;25;13;18
12;32;26;10;14;3;20;29;23;24;30;1;7;2;5;9;4;11;6;15;8;17;28;19;31;16;27;21;22;25;13;18;40;27928
40;27928;12;32;26;10;14;3;20;29;23;24;30;1;7;2;5;9;4;11;6;15;8;17;28;19;31;16;27;21;22;25;13;18
12;32;26;10;14;3;20;29;23;24;30;1;7;2;5;9;4;11;6;15;8;17;19;28;31;16;27;21;22;25;13;18;40;27748
40;27748;12;32;26;10;14;3;20;29;23;24;30;1;7;2;5;9;4;11;6;15;8;17;19;28;31;16;27;21;22;25;13;18
12;32;26;10;14;3;20;29;23;24;30;1;7;2;9;5;4;11;6;15;8;17;19;28;31;16;27;21;22;25;13;18;40;27808
40;27808;12;32;26;10;14;3;20;29;23;24;30;1;7;2;9;5;4;11;6;15;8;17;19;28;31;16;27;21;22;25;13;18
12;32;26;10;14;3;20;29;23;24;30;1;7;2;9;19;4;11;6;15;8;17;5;28;31;16;27;21;22;25;13;18;40;27790
40;27790;12;32;26;10;14;3;20;29;23;24;30;1;7;2;9;19;4;11;6;15;8;17;5;28;31;16;27;21;22;25;13;18
12;32;26;10;14;3;20;29;23;31;30;1;7;2;9;19;4;11;6;15;8;17;5;28;24;16;27;21;22;25;13;18;40;28170
40;28170;12;32;26;10;14;3;20;29;23;31;30;1;7;2;9;19;4;11;6;15;8;17;5;28;24;16;27;21;22;25;13;18
12;32;26;29;14;3;20;10;23;31;30;1;7;2;9;19;4;11;6;15;8;17;5;28;24;16;27;21;22;25;13;18;40;28468
40;28468;12;32;26;29;14;3;20;10;23;31;30;1;7;2;9;19;4;11;6;15;8;17;5;28;24;16;27;21;22;25;13;18
12;32;26;29;14;3;20;10;23;31;30;1;7;2;9;19;4;11;24;15;8;17;5;28;6;16;27;21;22;25;13;18;40;28512
40;28512;12;32;26;29;14;3;20;10;23;31;30;1;7;2;9;19;4;11;24;15;8;17;5;28;6;16;27;21;22;25;13;18
12;32;26;29;23;3;20;10;14;31;30;1;7;2;9;19;4;11;24;15;8;17;5;28;6;16;27;21;22;25;13;18;40;28768
40;28768;12;32;26;29;23;3;20;10;14;31;30;1;7;2;9;19;4;11;24;15;8;17;5;28;6;16;27;21;22;25;13;18
12;32;26;29;23;3;20;10;14;31;30;1;7;2;9;19;4;11;24;28;8;17;5;15;6;16;27;21;22;25;13;18;40;28780
40;28780;12;32;26;29;23;3;20;10;14;31;30;1;7;2;9;19;4;11;24;28;8;17;5;15;6;16;27;21;22;25;13;18
12;32;26;29;23;3;20;31;14;10;30;1;7;2;9;19;4;11;24;28;8;17;5;15;6;16;27;21;22;25;13;18;40;28534
40;28534;12;32;26;29;23;3;20;31;14;10;30;1;7;2;9;19;4;11;24;28;8;17;5;15;6;16;27;21;22;25;13;18
12;8;26;29;23;3;20;31;14;10;30;1;7;2;9;19;4;11;24;28;32;17;5;15;6;16;27;21;22;25;13;18;40;28470
40;28470;12;8;26;29;23;3;20;31;14;10;30;1;7;2;9;19;4;11;24;28;32;17;5;15;6;16;27;21;22;25;13;18
12;8;26;29;2;3;20;31;14;10;30;1;7;23;9;19;4;11;24;28;32;17;5;15;6;16;27;21;22;25;13;18;40;29016
40;29016;12;8;26;29;2;3;20;31;14;10;30;1;7;23;9;19;4;11;24;28;32;17;5;15;6;16;27;21;22;25;13;18
12;8;26;29;2;3;20;31;14;10;30;27;7;23;9;19;4;11;24;28;32;17;5;15;6;16;1;21;22;25;13;18;40;28804
40;28804;12;8;26;29;2;3;20;31;14;10;30;27;7;23;9;19;4;11;24;28;32;17;5;15;6;16;1;21;22;25;13;18
12;8;26;29;2;3;20;31;14;10;30;27;11;23;9;19;4;7;24;28;32;17;5;15;6;16;1;21;22;25;13;18;40;28704
40;28704;12;8;26;29;2;3;20;31;14;10;30;27;11;23;9;19;4;7;24;28;32;17;5;15;6;16;1;21;22;25;13;18
12;8;26;29;2;5;20;31;14;10;30;27;11;23;9;19;4;7;24;28;32;17;3;15;6;16;1;21;22;25;13;18;40;29024
40;29024;12;8;26;29;2;5;20;31;14;10;30;27;11;23;9;19;4;7;24;28;32;17;3;15;6;16;1;21;22;25;13;18
12;8;26;29;2;5;20;31;14;10;30;27;11;23;9;19;4;7;24;21;32;17;3;15;6;16;1;28;22;25;13;18;40;29144
40;29144;12;8;26;29;2;5;20;31;14;10;30;27;11;23;9;19;4;7;24;21;32;17;3;15;6;16;1;28;22;25;13;18
12;8;26;29;2;21;20;31;14;10;30;27;11;23;9;19;4;7;24;5;32;17;3;15;6;16;1;28;22;25;13;18;40;29374
40;29374;12;8;26;29;2;21;20;31;14;10;30;27;11;23;9;19;4;7;24;5;32;17;3;15;6;16;1;28;22;25;13;18
12;8;26;29;2;18;20;31;14;10;30;27;11;23;9;19;4;7;24;5;32;17;3;15;6;16;1;28;22;25;13;21;40;29254
40;29254;12;8;26;29;2;18;20;31;14;10;30;27;11;23;9;19;4;7;24;5;32;17;3;15;6;16;1;28;22;25;13;21
12;8;26;21;2;18;20;31;14;10;30;27;11;23;9;19;4;7;24;5;32;17;3;15;6;16;1;28;22;25;13;29;40;28774
41;28774;12;8;26;21;2;18;20;31;14;10;30;27;11;23;9;19;4;7;24;5;32;17;3;15;6;16;1;28;22;25;13;29
12;8;26;15;2;18;20;31;14;10;30;27;11;23;9;19;4;7;24;5;32;17;3;21;6;16;1;28;22;25;13;29;41;28396
41;28396;12;8;26;15;2;18;20;31;14;10;30;27;11;23;9;19;4;7;24;5;32;17;3;21;6;16;1;28;22;25;13;29
12;8;26;15;2;18;20;31;14;10;30;27;11;23;9;19;4;7;32;5;24;17;3;21;6;16;1;28;22;25;13;29;41;27996
41;27996;12;8;26;15;2;18;20;31;14;10;30;27;11;23;9;19;4;7;32;5;24;17;3;21;6;16;1;28;22;25;13;29
12;8;2;15;26;18;20;31;14;10;30;27;11;23;9;19;4;7;32;5;24;17;3;21;6;16;1;28;22;25;13;29;41;27944
41;27944;12;8;2;15;26;18;20;31;14;10;30;27;11;23;9;19;4;7;32;5;24;17;3;21;6;16;1;28;22;25;13;29
