"X1";"X26680";"X30";"X6";"X15";"X11";"X32";"X7";"X31";"X17";"X10";"X8";"X18";"X5";"X14";"X22";"X12";"X16";"X26";"X25";"X19";"X24";"X3";"X27";"X20";"X9";"X1.1";"X4";"X2";"X13";"X23";"X21";"X28";"X29"
31;32;23;15;18;9;6;1;5;24;11;7;29;3;27;30;20;14;22;13;17;25;19;28;12;4;2;10;21;26;16;8;41;28246
41;28246;31;32;23;15;18;9;6;1;5;24;11;7;29;3;27;30;20;14;22;13;17;25;19;28;12;4;2;10;21;26;16;8
31;32;23;15;18;9;6;1;5;24;11;7;8;3;27;30;20;14;22;13;17;25;19;28;12;4;2;10;21;26;16;29;41;27190
42;27190;31;32;23;15;18;9;6;1;5;24;11;7;8;3;27;30;20;14;22;13;17;25;19;28;12;4;2;10;21;26;16;29
31;32;23;1;18;9;6;15;5;24;11;7;8;3;27;30;20;14;22;13;17;25;19;28;12;4;2;10;21;26;16;29;42;27490
42;27490;31;32;23;1;18;9;6;15;5;24;11;7;8;3;27;30;20;14;22;13;17;25;19;28;12;4;2;10;21;26;16;29
31;32;20;1;18;9;6;15;5;24;11;7;8;3;27;30;23;14;22;13;17;25;19;28;12;4;2;10;21;26;16;29;42;27170
42;27170;31;32;20;1;18;9;6;15;5;24;11;7;8;3;27;30;23;14;22;13;17;25;19;28;12;4;2;10;21;26;16;29
31;32;20;1;4;9;6;15;5;24;11;7;8;3;27;30;23;14;22;13;17;25;19;28;12;18;2;10;21;26;16;29;42;27520
42;27520;31;32;20;1;4;9;6;15;5;24;11;7;8;3;27;30;23;14;22;13;17;25;19;28;12;18;2;10;21;26;16;29
31;32;20;1;4;9;6;15;5;24;11;7;8;3;27;30;23;14;29;13;17;25;19;28;12;18;2;10;21;26;16;22;42;27560
42;27560;31;32;20;1;4;9;6;15;5;24;11;7;8;3;27;30;23;14;29;13;17;25;19;28;12;18;2;10;21;26;16;22
31;32;20;1;4;9;6;15;5;24;11;7;8;3;27;30;23;14;25;13;17;29;19;28;12;18;2;10;21;26;16;22;42;27820
42;27820;31;32;20;1;4;9;6;15;5;24;11;7;8;3;27;30;23;14;25;13;17;29;19;28;12;18;2;10;21;26;16;22
31;32;20;1;4;9;11;15;5;24;6;7;8;3;27;30;23;14;25;13;17;29;19;28;12;18;2;10;21;26;16;22;42;27900
42;27900;31;32;20;1;4;9;11;15;5;24;6;7;8;3;27;30;23;14;25;13;17;29;19;28;12;18;2;10;21;26;16;22
31;32;20;1;4;9;11;15;5;24;6;7;8;2;27;30;23;14;25;13;17;29;19;28;12;18;3;10;21;26;16;22;42;27900
42;27900;31;32;20;1;4;9;11;15;5;24;6;7;8;2;27;30;23;14;25;13;17;29;19;28;12;18;3;10;21;26;16;22
31;11;20;1;4;9;32;15;5;24;6;7;8;2;27;30;23;14;25;13;17;29;19;28;12;18;3;10;21;26;16;22;42;28596
42;28596;31;11;20;1;4;9;32;15;5;24;6;7;8;2;27;30;23;14;25;13;17;29;19;28;12;18;3;10;21;26;16;22
31;11;20;1;4;9;32;15;5;24;6;7;8;2;27;30;23;14;25;13;17;29;19;28;12;10;3;18;21;26;16;22;42;27656
42;27656;31;11;20;1;4;9;32;15;5;24;6;7;8;2;27;30;23;14;25;13;17;29;19;28;12;10;3;18;21;26;16;22
31;11;20;1;4;9;32;29;5;24;6;7;8;2;27;30;23;14;25;13;17;15;19;28;12;10;3;18;21;26;16;22;42;27294
42;27294;31;11;20;1;4;9;32;29;5;24;6;7;8;2;27;30;23;14;25;13;17;15;19;28;12;10;3;18;21;26;16;22
31;11;20;1;4;9;32;29;5;24;6;25;8;2;27;30;23;14;7;13;17;15;19;28;12;10;3;18;21;26;16;22;42;28010
42;28010;31;11;20;1;4;9;32;29;5;24;6;25;8;2;27;30;23;14;7;13;17;15;19;28;12;10;3;18;21;26;16;22
31;11;20;1;4;9;32;29;5;24;6;25;8;2;28;30;23;14;7;13;17;15;19;27;12;10;3;18;21;26;16;22;42;28190
42;28190;31;11;20;1;4;9;32;29;5;24;6;25;8;2;28;30;23;14;7;13;17;15;19;27;12;10;3;18;21;26;16;22
31;11;20;1;4;9;32;29;5;27;6;25;8;2;28;30;23;14;7;13;17;15;19;24;12;10;3;18;21;26;16;22;42;28190
42;28190;31;11;20;1;4;9;32;29;5;27;6;25;8;2;28;30;23;14;7;13;17;15;19;24;12;10;3;18;21;26;16;22
31;11;20;1;4;9;32;29;5;27;6;25;8;2;28;30;21;14;7;13;17;15;19;24;12;10;3;18;23;26;16;22;42;28350
42;28190;31;11;20;1;4;9;32;29;5;27;6;25;8;2;28;30;23;14;7;13;17;15;19;24;12;10;3;18;21;26;16;22
31;11;20;1;4;9;32;29;18;27;6;25;8;2;28;30;23;14;7;13;17;15;19;24;12;10;3;5;21;26;16;22;42;28172
42;28172;31;11;20;1;4;9;32;29;18;27;6;25;8;2;28;30;23;14;7;13;17;15;19;24;12;10;3;5;21;26;16;22
31;7;20;1;4;9;32;29;18;27;6;25;8;2;28;30;23;14;11;13;17;15;19;24;12;10;3;5;21;26;16;22;42;28352
42;28352;31;7;20;1;4;9;32;29;18;27;6;25;8;2;28;30;23;14;11;13;17;15;19;24;12;10;3;5;21;26;16;22
31;7;20;1;4;9;32;29;18;27;21;25;8;2;28;30;23;14;11;13;17;15;19;24;12;10;3;5;6;26;16;22;42;28882
42;28882;31;7;20;1;4;9;32;29;18;27;21;25;8;2;28;30;23;14;11;13;17;15;19;24;12;10;3;5;6;26;16;22
31;7;20;1;4;30;32;29;18;27;21;25;8;2;28;9;23;14;11;13;17;15;19;24;12;10;3;5;6;26;16;22;42;29088
42;29088;31;7;20;1;4;30;32;29;18;27;21;25;8;2;28;9;23;14;11;13;17;15;19;24;12;10;3;5;6;26;16;22
31;7;20;1;4;30;32;29;18;27;21;25;8;2;28;9;23;14;11;13;17;15;10;24;12;19;3;5;6;26;16;22;42;29474
42;29474;31;7;20;1;4;30;32;29;18;27;21;25;8;2;28;9;23;14;11;13;17;15;10;24;12;19;3;5;6;26;16;22
31;7;20;1;4;30;32;29;18;27;21;25;8;2;28;9;23;3;11;13;17;15;10;24;12;19;14;5;6;26;16;22;42;29034
43;29034;31;7;20;1;4;30;32;29;18;27;21;25;8;2;28;9;23;3;11;13;17;15;10;24;12;19;14;5;6;26;16;22
31;7;20;1;4;30;32;29;17;27;21;25;8;2;28;9;23;3;11;13;18;15;10;24;12;19;14;5;6;26;16;22;43;28954
43;28954;31;7;20;1;4;30;32;29;17;27;21;25;8;2;28;9;23;3;11;13;18;15;10;24;12;19;14;5;6;26;16;22
31;7;4;1;20;30;32;29;17;27;21;25;8;2;28;9;23;3;11;13;18;15;10;24;12;19;14;5;6;26;16;22;43;28862
43;28862;31;7;4;1;20;30;32;29;17;27;21;25;8;2;28;9;23;3;11;13;18;15;10;24;12;19;14;5;6;26;16;22
31;7;4;1;20;10;32;29;17;27;21;25;8;2;28;9;23;3;11;13;18;15;30;24;12;19;14;5;6;26;16;22;43;28978
43;28978;31;7;4;1;20;10;32;29;17;27;21;25;8;2;28;9;23;3;11;13;18;15;30;24;12;19;14;5;6;26;16;22
31;7;4;1;20;10;32;29;17;27;21;25;8;2;28;9;23;3;11;13;18;15;30;26;12;19;14;5;6;24;16;22;43;28898
43;28898;31;7;4;1;20;10;32;29;17;27;21;25;8;2;28;9;23;3;11;13;18;15;30;26;12;19;14;5;6;24;16;22
31;7;4;1;20;10;32;29;17;27;21;25;8;2;28;9;23;3;11;13;18;15;30;26;12;19;14;5;6;24;22;16;43;28898
43;28898;31;7;4;1;20;10;32;29;17;27;21;25;8;2;28;9;23;3;11;13;18;15;30;26;12;19;14;5;6;24;22;16
31;7;4;1;20;10;32;29;17;27;21;25;8;2;11;9;23;3;28;13;18;15;30;26;12;19;14;5;6;24;22;16;43;28356
43;28356;31;7;4;1;20;10;32;29;17;27;21;25;8;2;11;9;23;3;28;13;18;15;30;26;12;19;14;5;6;24;22;16
31;7;4;1;20;10;32;29;17;27;21;25;8;2;11;9;23;3;28;13;18;15;22;26;12;19;14;5;6;24;30;16;43;27996
43;27996;31;7;4;1;20;10;32;29;17;27;21;25;8;2;11;9;23;3;28;13;18;15;22;26;12;19;14;5;6;24;30;16
31;7;4;1;20;10;32;29;17;27;21;25;8;2;11;9;23;3;14;13;18;15;22;26;12;19;28;5;6;24;30;16;43;27968
43;27968;31;7;4;1;20;10;32;29;17;27;21;25;8;2;11;9;23;3;14;13;18;15;22;26;12;19;28;5;6;24;30;16
31;7;4;1;20;10;32;29;17;27;21;25;8;9;11;2;23;3;14;13;18;15;22;26;12;19;28;5;6;24;30;16;43;28048
43;28048;31;7;4;1;20;10;32;29;17;27;21;25;8;9;11;2;23;3;14;13;18;15;22;26;12;19;28;5;6;24;30;16
31;7;4;1;20;10;13;29;17;27;21;25;8;9;11;2;23;3;14;32;18;15;22;26;12;19;28;5;6;24;30;16;43;28518
43;28048;31;7;4;1;20;10;32;29;17;27;21;25;8;9;11;2;23;3;14;13;18;15;22;26;12;19;28;5;6;24;30;16
31;8;4;1;20;10;32;29;17;27;21;25;7;9;11;2;23;3;14;13;18;15;22;26;12;19;28;5;6;24;30;16;43;27948
43;27948;31;8;4;1;20;10;32;29;17;27;21;25;7;9;11;2;23;3;14;13;18;15;22;26;12;19;28;5;6;24;30;16
31;8;4;1;20;10;32;29;17;27;21;25;7;28;11;2;23;3;14;13;18;15;22;26;12;19;9;5;6;24;30;16;43;27880
43;27880;31;8;4;1;20;10;32;29;17;27;21;25;7;28;11;2;23;3;14;13;18;15;22;26;12;19;9;5;6;24;30;16
31;8;4;1;20;10;22;29;17;27;21;25;7;28;11;2;23;3;14;13;18;15;32;26;12;19;9;5;6;24;30;16;43;27120
43;27120;31;8;4;1;20;10;22;29;17;27;21;25;7;28;11;2;23;3;14;13;18;15;32;26;12;19;9;5;6;24;30;16
31;8;4;1;19;10;22;29;17;27;21;25;7;28;11;2;23;3;14;13;18;15;32;26;12;20;9;5;6;24;30;16;43;26780
43;26780;31;8;4;1;19;10;22;29;17;27;21;25;7;28;11;2;23;3;14;13;18;15;32;26;12;20;9;5;6;24;30;16
31;8;4;1;19;10;22;29;17;27;21;25;7;28;26;2;23;3;14;13;18;15;32;11;12;20;9;5;6;24;30;16;43;26886
43;26886;31;8;4;1;19;10;22;29;17;27;21;25;7;28;26;2;23;3;14;13;18;15;32;11;12;20;9;5;6;24;30;16
31;8;4;1;19;10;22;29;17;12;21;25;7;28;26;2;23;3;14;13;18;15;32;11;27;20;9;5;6;24;30;16;43;26980
43;26980;31;8;4;1;19;10;22;29;17;12;21;25;7;28;26;2;23;3;14;13;18;15;32;11;27;20;9;5;6;24;30;16
31;8;4;1;19;10;22;29;17;12;21;25;7;28;26;2;23;3;14;30;18;15;32;11;27;20;9;5;6;24;13;16;43;26740
43;26740;31;8;4;1;19;10;22;29;17;12;21;25;7;28;26;2;23;3;14;30;18;15;32;11;27;20;9;5;6;24;13;16
31;26;4;1;19;10;22;29;17;12;21;25;7;28;8;2;23;3;14;30;18;15;32;11;27;20;9;5;6;24;13;16;43;25552
43;25552;31;26;4;1;19;10;22;29;17;12;21;25;7;28;8;2;23;3;14;30;18;15;32;11;27;20;9;5;6;24;13;16
31;26;4;1;16;10;22;29;17;12;21;25;7;28;8;2;23;3;14;30;18;15;32;11;27;20;9;5;6;24;13;19;43;26566
43;26566;31;26;4;1;16;10;22;29;17;12;21;25;7;28;8;2;23;3;14;30;18;15;32;11;27;20;9;5;6;24;13;19
21;26;4;1;16;10;22;29;17;12;31;25;7;28;8;2;23;3;14;30;18;15;32;11;27;20;9;5;6;24;13;19;43;26606
44;26606;21;26;4;1;16;10;22;29;17;12;31;25;7;28;8;2;23;3;14;30;18;15;32;11;27;20;9;5;6;24;13;19
16;26;4;1;21;10;22;29;17;12;31;25;7;28;8;2;23;3;14;30;18;15;32;11;27;20;9;5;6;24;13;19;44;27096
44;27096;16;26;4;1;21;10;22;29;17;12;31;25;7;28;8;2;23;3;14;30;18;15;32;11;27;20;9;5;6;24;13;19
16;26;4;1;3;10;22;29;17;12;31;25;7;28;8;2;23;21;14;30;18;15;32;11;27;20;9;5;6;24;13;19;44;27096
44;27096;16;26;4;1;3;10;22;29;17;12;31;25;7;28;8;2;23;21;14;30;18;15;32;11;27;20;9;5;6;24;13;19
16;26;4;22;3;10;1;29;17;12;31;25;7;28;8;2;23;21;14;30;18;15;32;11;27;20;9;5;6;24;13;19;44;27396
44;27396;16;26;4;22;3;10;1;29;17;12;31;25;7;28;8;2;23;21;14;30;18;15;32;11;27;20;9;5;6;24;13;19
16;26;4;22;3;10;1;29;17;12;31;7;25;28;8;2;23;21;14;30;18;15;32;11;27;20;9;5;6;24;13;19;44;27040
44;27040;16;26;4;22;3;10;1;29;17;12;31;7;25;28;8;2;23;21;14;30;18;15;32;11;27;20;9;5;6;24;13;19
16;26;4;22;3;23;1;29;17;12;31;7;25;28;8;2;10;21;14;30;18;15;32;11;27;20;9;5;6;24;13;19;44;27082
44;27082;16;26;4;22;3;23;1;29;17;12;31;7;25;28;8;2;10;21;14;30;18;15;32;11;27;20;9;5;6;24;13;19
16;26;4;22;32;23;1;29;17;12;31;7;25;28;8;2;10;21;14;30;18;15;3;11;27;20;9;5;6;24;13;19;44;27110
44;27110;16;26;4;22;32;23;1;29;17;12;31;7;25;28;8;2;10;21;14;30;18;15;3;11;27;20;9;5;6;24;13;19
16;26;4;22;32;31;1;29;17;12;23;7;25;28;8;2;10;21;14;30;18;15;3;11;27;20;9;5;6;24;13;19;44;27110
44;27110;16;26;4;22;32;31;1;29;17;12;23;7;25;28;8;2;10;21;14;30;18;15;3;11;27;20;9;5;6;24;13;19
16;26;4;24;32;31;1;29;17;12;23;7;25;28;8;2;10;21;14;30;18;15;3;11;27;20;9;5;6;22;13;19;44;27350
44;27350;16;26;4;24;32;31;1;29;17;12;23;7;25;28;8;2;10;21;14;30;18;15;3;11;27;20;9;5;6;22;13;19
16;26;4;24;32;31;1;29;17;12;23;7;13;28;8;2;10;21;14;30;18;15;3;11;27;20;9;5;6;22;25;19;44;27726
44;27726;16;26;4;24;32;31;1;29;17;12;23;7;13;28;8;2;10;21;14;30;18;15;3;11;27;20;9;5;6;22;25;19
16;26;4;24;32;31;1;29;17;12;23;8;13;28;7;2;10;21;14;30;18;15;3;11;27;20;9;5;6;22;25;19;44;27986
44;27986;16;26;4;24;32;31;1;29;17;12;23;8;13;28;7;2;10;21;14;30;18;15;3;11;27;20;9;5;6;22;25;19
16;30;4;24;32;31;1;29;17;12;23;8;13;28;7;2;10;21;14;26;18;15;3;11;27;20;9;5;6;22;25;19;44;28206
44;28206;16;30;4;24;32;31;1;29;17;12;23;8;13;28;7;2;10;21;14;26;18;15;3;11;27;20;9;5;6;22;25;19
16;30;4;6;32;31;1;29;17;12;23;8;13;28;7;2;10;21;14;26;18;15;3;11;27;20;9;5;24;22;25;19;44;28182
44;28182;16;30;4;6;32;31;1;29;17;12;23;8;13;28;7;2;10;21;14;26;18;15;3;11;27;20;9;5;24;22;25;19
16;30;4;6;32;31;1;29;17;12;23;8;13;28;7;24;10;21;14;26;18;15;3;11;27;20;9;5;2;22;25;19;44;27624
44;27624;16;30;4;6;32;31;1;29;17;12;23;8;13;28;7;24;10;21;14;26;18;15;3;11;27;20;9;5;2;22;25;19
16;30;4;6;32;31;1;29;17;12;23;8;13;18;7;24;10;21;14;26;28;15;3;11;27;20;9;5;2;22;25;19;44;28024
44;28024;16;30;4;6;32;31;1;29;17;12;23;8;13;18;7;24;10;21;14;26;28;15;3;11;27;20;9;5;2;22;25;19
29;30;4;6;32;31;1;16;17;12;23;8;13;18;7;24;10;21;14;26;28;15;3;11;27;20;9;5;2;22;25;19;44;28148
44;28148;29;30;4;6;32;31;1;16;17;12;23;8;13;18;7;24;10;21;14;26;28;15;3;11;27;20;9;5;2;22;25;19
29;30;4;6;32;31;1;16;23;12;17;8;13;18;7;24;10;21;14;26;28;15;3;11;27;20;9;5;2;22;25;19;44;28888
44;28888;29;30;4;6;32;31;1;16;23;12;17;8;13;18;7;24;10;21;14;26;28;15;3;11;27;20;9;5;2;22;25;19
29;30;4;6;32;31;1;16;23;12;17;8;13;18;7;24;10;21;14;26;28;15;3;11;9;20;27;5;2;22;25;19;44;29208
44;29208;29;30;4;6;32;31;1;16;23;12;17;8;13;18;7;24;10;21;14;26;28;15;3;11;9;20;27;5;2;22;25;19
29;30;4;6;32;31;1;16;23;12;22;8;13;18;7;24;10;21;14;26;28;15;3;11;9;20;27;5;2;17;25;19;44;28528
44;28528;29;30;4;6;32;31;1;16;23;12;22;8;13;18;7;24;10;21;14;26;28;15;3;11;9;20;27;5;2;17;25;19
29;30;4;6;32;31;1;16;23;12;10;8;13;18;7;24;22;21;14;26;28;15;3;11;9;20;27;5;2;17;25;19;44;28212
44;28212;29;30;4;6;32;31;1;16;23;12;10;8;13;18;7;24;22;21;14;26;28;15;3;11;9;20;27;5;2;17;25;19
29;30;4;6;12;31;1;16;23;32;10;8;13;18;7;24;22;21;14;26;28;15;3;11;9;20;27;5;2;17;25;19;44;28512
45;28512;29;30;4;6;12;31;1;16;23;32;10;8;13;18;7;24;22;21;14;26;28;15;3;11;9;20;27;5;2;17;25;19
29;30;10;6;12;31;1;16;23;32;4;8;13;18;7;24;22;21;14;26;28;15;3;11;9;20;27;5;2;17;25;19;45;28752
45;28752;29;30;10;6;12;31;1;16;23;32;4;8;13;18;7;24;22;21;14;26;28;15;3;11;9;20;27;5;2;17;25;19
29;30;10;31;12;6;1;16;23;32;4;8;13;18;7;24;22;21;14;26;28;15;3;11;9;20;27;5;2;17;25;19;45;29056
45;29056;29;30;10;31;12;6;1;16;23;32;4;8;13;18;7;24;22;21;14;26;28;15;3;11;9;20;27;5;2;17;25;19
29;30;10;31;12;6;1;16;23;32;4;8;13;18;7;24;22;28;14;26;21;15;3;11;9;20;27;5;2;17;25;19;45;28616
45;28616;29;30;10;31;12;6;1;16;23;32;4;8;13;18;7;24;22;28;14;26;21;15;3;11;9;20;27;5;2;17;25;19
29;30;10;31;2;6;1;16;23;32;4;8;13;18;7;24;22;28;14;26;21;15;3;11;9;20;27;5;12;17;25;19;45;28776
45;28776;29;30;10;31;2;6;1;16;23;32;4;8;13;18;7;24;22;28;14;26;21;15;3;11;9;20;27;5;12;17;25;19
29;30;10;31;2;6;4;16;23;32;1;8;13;18;7;24;22;28;14;26;21;15;3;11;9;20;27;5;12;17;25;19;45;28756
45;28756;29;30;10;31;2;6;4;16;23;32;1;8;13;18;7;24;22;28;14;26;21;15;3;11;9;20;27;5;12;17;25;19
29;30;10;31;2;6;4;16;23;32;1;8;13;18;7;24;22;28;14;25;21;15;3;11;9;20;27;5;12;17;26;19;45;29076
45;29076;29;30;10;31;2;6;4;16;23;32;1;8;13;18;7;24;22;28;14;25;21;15;3;11;9;20;27;5;12;17;26;19
13;30;10;31;2;6;4;16;23;32;1;8;29;18;7;24;22;28;14;25;21;15;3;11;9;20;27;5;12;17;26;19;45;29076
45;29076;13;30;10;31;2;6;4;16;23;32;1;8;29;18;7;24;22;28;14;25;21;15;3;11;9;20;27;5;12;17;26;19
13;30;26;31;2;6;4;16;23;32;1;8;29;18;7;24;22;28;14;25;21;15;3;11;9;20;27;5;12;17;10;19;45;29122
45;29122;13;30;26;31;2;6;4;16;23;32;1;8;29;18;7;24;22;28;14;25;21;15;3;11;9;20;27;5;12;17;10;19
32;30;26;31;2;6;4;16;23;13;1;8;29;18;7;24;22;28;14;25;21;15;3;11;9;20;27;5;12;17;10;19;45;28184
45;28184;32;30;26;31;2;6;4;16;23;13;1;8;29;18;7;24;22;28;14;25;21;15;3;11;9;20;27;5;12;17;10;19
32;30;26;31;2;6;13;16;23;4;1;8;29;18;7;24;22;28;14;25;21;15;3;11;9;20;27;5;12;17;10;19;45;27464
45;27464;32;30;26;31;2;6;13;16;23;4;1;8;29;18;7;24;22;28;14;25;21;15;3;11;9;20;27;5;12;17;10;19
32;30;26;31;2;6;13;16;23;4;1;5;29;18;7;24;22;28;14;25;21;15;3;11;9;20;27;8;12;17;10;19;45;27344
45;27344;32;30;26;31;2;6;13;16;23;4;1;5;29;18;7;24;22;28;14;25;21;15;3;11;9;20;27;8;12;17;10;19
32;30;26;31;2;6;13;16;23;4;1;11;29;18;7;24;22;28;14;25;21;15;3;5;9;20;27;8;12;17;10;19;45;27424
45;27424;32;30;26;31;2;6;13;16;23;4;1;11;29;18;7;24;22;28;14;25;21;15;3;5;9;20;27;8;12;17;10;19
32;30;26;31;2;6;13;16;23;4;1;11;29;18;15;24;22;28;14;25;21;7;3;5;9;20;27;8;12;17;10;19;45;27464
45;27464;32;30;26;31;2;6;13;16;23;4;1;11;29;18;15;24;22;28;14;25;21;7;3;5;9;20;27;8;12;17;10;19
32;30;26;31;2;6;13;16;23;4;1;11;29;18;7;24;22;28;14;25;21;15;3;5;9;20;27;8;12;17;10;19;45;27424
45;27424;32;30;26;31;2;6;13;16;23;4;1;11;29;18;7;24;22;28;14;25;21;15;3;5;9;20;27;8;12;17;10;19
32;30;26;31;2;6;13;16;23;4;5;11;29;18;7;24;22;28;14;25;21;15;3;1;9;20;27;8;12;17;10;19;45;27104
45;27104;32;30;26;31;2;6;13;16;23;4;5;11;29;18;7;24;22;28;14;25;21;15;3;1;9;20;27;8;12;17;10;19
32;30;26;31;2;4;13;16;23;6;5;11;29;18;7;24;22;28;14;25;21;15;3;1;9;20;27;8;12;17;10;19;45;27704
45;27704;32;30;26;31;2;4;13;16;23;6;5;11;29;18;7;24;22;28;14;25;21;15;3;1;9;20;27;8;12;17;10;19
32;30;26;31;2;4;13;16;23;6;5;11;29;18;7;24;22;28;8;25;21;15;3;1;9;20;27;14;12;17;10;19;45;27384
45;27384;32;30;26;31;2;4;13;16;23;6;5;11;29;18;7;24;22;28;8;25;21;15;3;1;9;20;27;14;12;17;10;19
32;30;26;31;2;4;13;16;23;6;5;11;29;18;7;24;22;27;8;25;21;15;3;1;9;20;28;14;12;17;10;19;45;27324
45;27324;32;30;26;31;2;4;13;16;23;6;5;11;29;18;7;24;22;27;8;25;21;15;3;1;9;20;28;14;12;17;10;19
32;30;26;31;2;4;13;19;23;6;5;11;29;18;7;24;22;27;8;25;21;15;3;1;9;20;28;14;12;17;10;16;45;27208
45;27208;32;30;26;31;2;4;13;19;23;6;5;11;29;18;7;24;22;27;8;25;21;15;3;1;9;20;28;14;12;17;10;16
32;10;26;31;2;4;13;19;23;6;5;11;29;18;7;24;22;27;8;25;21;15;3;1;9;20;28;14;12;17;30;16;45;26966
46;26966;32;10;26;31;2;4;13;19;23;6;5;11;29;18;7;24;22;27;8;25;21;15;3;1;9;20;28;14;12;17;30;16
32;5;26;31;2;4;13;19;23;6;10;11;29;18;7;24;22;27;8;25;21;15;3;1;9;20;28;14;12;17;30;16;46;26806
46;26806;32;5;26;31;2;4;13;19;23;6;10;11;29;18;7;24;22;27;8;25;21;15;3;1;9;20;28;14;12;17;30;16
32;5;26;31;2;13;4;19;23;6;10;11;29;18;7;24;22;27;8;25;21;15;3;1;9;20;28;14;12;17;30;16;46;27526
46;27526;32;5;26;31;2;13;4;19;23;6;10;11;29;18;7;24;22;27;8;25;21;15;3;1;9;20;28;14;12;17;30;16
32;5;26;31;2;11;4;19;23;6;10;13;29;18;7;24;22;27;8;25;21;15;3;1;9;20;28;14;12;17;30;16;46;27186
46;27186;32;5;26;31;2;11;4;19;23;6;10;13;29;18;7;24;22;27;8;25;21;15;3;1;9;20;28;14;12;17;30;16
32;5;26;14;2;11;4;19;23;6;10;13;29;18;7;24;22;27;8;25;21;15;3;1;9;20;28;31;12;17;30;16;46;27360
46;27360;32;5;26;14;2;11;4;19;23;6;10;13;29;18;7;24;22;27;8;25;21;15;3;1;9;20;28;31;12;17;30;16
32;5;26;14;2;11;4;19;23;6;10;21;29;18;7;24;22;27;8;25;13;15;3;1;9;20;28;31;12;17;30;16;46;27014
46;27014;32;5;26;14;2;11;4;19;23;6;10;21;29;18;7;24;22;27;8;25;13;15;3;1;9;20;28;31;12;17;30;16
32;5;26;14;2;11;4;19;23;6;10;21;29;18;7;24;15;27;8;25;13;22;3;1;9;20;28;31;12;17;30;16;46;27408
46;27408;32;5;26;14;2;11;4;19;23;6;10;21;29;18;7;24;15;27;8;25;13;22;3;1;9;20;28;31;12;17;30;16
32;5;26;14;2;11;4;19;12;6;10;21;29;18;7;24;15;27;8;25;13;22;3;1;9;20;28;31;23;17;30;16;46;27876
46;27876;32;5;26;14;2;11;4;19;12;6;10;21;29;18;7;24;15;27;8;25;13;22;3;1;9;20;28;31;23;17;30;16
32;5;26;14;2;11;4;19;12;6;10;1;29;18;7;24;15;27;8;25;13;22;3;21;9;20;28;31;23;17;30;16;46;27956
46;27956;32;5;26;14;2;11;4;19;12;6;10;1;29;18;7;24;15;27;8;25;13;22;3;21;9;20;28;31;23;17;30;16
32;5;26;14;2;11;4;19;12;3;10;1;29;18;7;24;15;27;8;25;13;22;6;21;9;20;28;31;23;17;30;16;46;27596
46;27596;32;5;26;14;2;11;4;19;12;3;10;1;29;18;7;24;15;27;8;25;13;22;6;21;9;20;28;31;23;17;30;16
32;5;26;14;2;11;4;19;12;3;10;1;29;18;7;13;15;27;8;25;24;22;6;21;9;20;28;31;23;17;30;16;46;26974
46;26974;32;5;26;14;2;11;4;19;12;3;10;1;29;18;7;13;15;27;8;25;24;22;6;21;9;20;28;31;23;17;30;16
32;5;26;25;2;11;4;19;12;3;10;1;29;18;7;13;15;27;8;14;24;22;6;21;9;20;28;31;23;17;30;16;46;27612
46;27612;32;5;26;25;2;11;4;19;12;3;10;1;29;18;7;13;15;27;8;14;24;22;6;21;9;20;28;31;23;17;30;16
32;5;26;25;2;11;4;19;12;3;10;1;29;18;7;13;8;27;15;14;24;22;6;21;9;20;28;31;23;17;30;16;46;27892
46;27612;32;5;26;25;2;11;4;19;12;3;10;1;29;18;7;13;15;27;8;14;24;22;6;21;9;20;28;31;23;17;30;16
32;5;26;25;2;11;4;19;12;3;10;1;29;18;23;13;15;27;8;14;24;22;6;21;9;20;28;31;7;17;30;16;46;27336
46;27336;32;5;26;25;2;11;4;19;12;3;10;1;29;18;23;13;15;27;8;14;24;22;6;21;9;20;28;31;7;17;30;16
32;5;26;25;2;11;4;9;12;3;10;1;29;18;23;13;15;27;8;14;24;22;6;21;19;20;28;31;7;17;30;16;46;26004
46;26004;32;5;26;25;2;11;4;9;12;3;10;1;29;18;23;13;15;27;8;14;24;22;6;21;19;20;28;31;7;17;30;16
32;5;26;25;2;11;4;9;12;3;10;1;29;18;28;13;15;27;8;14;24;22;6;21;19;20;23;31;7;17;30;16;46;26244
46;26244;32;5;26;25;2;11;4;9;12;3;10;1;29;18;28;13;15;27;8;14;24;22;6;21;19;20;23;31;7;17;30;16
32;5;26;25;2;11;6;9;12;3;10;1;29;18;28;13;15;27;8;14;24;22;4;21;19;20;23;31;7;17;30;16;46;25404
46;25404;32;5;26;25;2;11;6;9;12;3;10;1;29;18;28;13;15;27;8;14;24;22;4;21;19;20;23;31;7;17;30;16
32;5;26;25;2;11;6;9;12;3;10;1;29;19;28;13;15;27;8;14;24;22;4;21;18;20;23;31;7;17;30;16;46;25444
46;25444;32;5;26;25;2;11;6;9;12;3;10;1;29;19;28;13;15;27;8;14;24;22;4;21;18;20;23;31;7;17;30;16
32;5;26;25;2;11;6;9;12;3;22;1;29;19;28;13;15;27;8;14;24;10;4;21;18;20;23;31;7;17;30;16;46;25510
46;25510;32;5;26;25;2;11;6;9;12;3;22;1;29;19;28;13;15;27;8;14;24;10;4;21;18;20;23;31;7;17;30;16
