"X1";"X286";"X38";"X39";"X9";"X32";"X14";"X22";"X43";"X44";"X18";"X21";"X58";"X42";"X29";"X16";"X1.1";"X10";"X36";"X25";"X23";"X8";"X15";"X62";"X28";"X56";"X20";"X37";"X11";"X64";"X31";"X34";"X55";"X59";"X7";"X46";"X52";"X17";"X33";"X24";"X47";"X3";"X51";"X40";"X4";"X49";"X45";"X26";"X61";"X53";"X6";"X60";"X5";"X57";"X50";"X48";"X12";"X19";"X27";"X2";"X54";"X41";"X30";"X35";"X13";"X63"
13;33;32;3;47;48;8;37;53;14;21;45;31;19;34;57;4;61;39;50;30;12;62;40;43;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;58;9;46;60;59;2;42;10;51;11;56;41;5;7;18;1;17;274
17;274;13;33;32;3;47;48;8;37;53;14;21;45;31;19;34;57;4;61;39;50;30;12;62;40;43;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;58;9;46;60;59;2;42;10;51;11;56;41;5;7;18;1
13;33;32;3;47;48;8;37;53;14;21;45;31;11;34;57;4;61;39;50;30;12;62;40;43;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;58;9;46;60;59;2;42;10;51;19;56;41;5;7;18;1;17;262
17;262;13;33;32;3;47;48;8;37;53;14;21;45;31;11;34;57;4;61;39;50;30;12;62;40;43;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;58;9;46;60;59;2;42;10;51;19;56;41;5;7;18;1
34;33;32;3;47;48;8;37;53;14;21;45;31;11;13;57;4;61;39;50;30;12;62;40;43;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;58;9;46;60;59;2;42;10;51;19;56;41;5;7;18;1;17;258
18;258;34;33;32;3;47;48;8;37;53;14;21;45;31;11;13;57;4;61;39;50;30;12;62;40;43;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;58;9;46;60;59;2;42;10;51;19;56;41;5;7;18;1
34;33;32;3;47;48;8;45;53;14;21;37;31;11;13;57;4;61;39;50;30;12;62;40;43;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;58;9;46;60;59;2;42;10;51;19;56;41;5;7;18;1;18;254
18;254;34;33;32;3;47;48;8;45;53;14;21;37;31;11;13;57;4;61;39;50;30;12;62;40;43;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;58;9;46;60;59;2;42;10;51;19;56;41;5;7;18;1
34;33;32;3;47;58;8;45;53;14;21;37;31;11;13;57;4;61;39;50;30;12;62;40;43;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;48;9;46;60;59;2;42;10;51;19;56;41;5;7;18;1;18;274
18;274;34;33;32;3;47;58;8;45;53;14;21;37;31;11;13;57;4;61;39;50;30;12;62;40;43;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;48;9;46;60;59;2;42;10;51;19;56;41;5;7;18;1
34;33;32;3;47;58;8;45;53;14;21;37;31;11;13;57;4;61;39;7;30;12;62;40;43;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;48;9;46;60;59;2;42;10;51;19;56;41;5;50;18;1;18;268
18;268;34;33;32;3;47;58;8;45;53;14;21;37;31;11;13;57;4;61;39;7;30;12;62;40;43;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;48;9;46;60;59;2;42;10;51;19;56;41;5;50;18;1
34;33;32;3;47;58;8;45;53;14;21;37;31;11;13;57;4;61;30;7;39;12;62;40;43;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;48;9;46;60;59;2;42;10;51;19;56;41;5;50;18;1;18;268
18;268;34;33;32;3;47;58;8;45;53;14;21;37;31;11;13;57;4;61;30;7;39;12;62;40;43;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;48;9;46;60;59;2;42;10;51;19;56;41;5;50;18;1
34;33;32;3;47;58;8;45;53;14;21;37;31;11;13;57;4;61;30;7;39;59;62;40;43;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;48;9;46;60;12;2;42;10;51;19;56;41;5;50;18;1;18;270
18;270;34;33;32;3;47;58;8;45;53;14;21;37;31;11;13;57;4;61;30;7;39;59;62;40;43;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;48;9;46;60;12;2;42;10;51;19;56;41;5;50;18;1
34;33;32;3;47;58;8;45;53;14;21;37;31;11;13;57;4;61;30;7;39;59;62;40;48;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;60;12;2;42;10;51;19;56;41;5;50;18;1;18;270
18;270;34;33;32;3;47;58;8;45;53;14;21;37;31;11;13;57;4;61;30;7;39;59;62;40;48;55;22;16;23;15;38;26;20;27;52;63;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;60;12;2;42;10;51;19;56;41;5;50;18;1
34;33;32;3;47;58;8;45;53;14;21;37;31;11;13;57;4;61;30;63;39;59;62;40;48;55;22;16;23;15;38;26;20;27;52;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;60;12;2;42;10;51;19;56;41;5;50;18;1;18;280
18;280;34;33;32;3;47;58;8;45;53;14;21;37;31;11;13;57;4;61;30;63;39;59;62;40;48;55;22;16;23;15;38;26;20;27;52;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;60;12;2;42;10;51;19;56;41;5;50;18;1
34;33;32;3;47;58;8;45;53;14;21;37;31;11;55;57;4;61;30;63;39;59;62;40;48;13;22;16;23;15;38;26;20;27;52;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;60;12;2;42;10;51;19;56;41;5;50;18;1;18;296
18;296;34;33;32;3;47;58;8;45;53;14;21;37;31;11;55;57;4;61;30;63;39;59;62;40;48;13;22;16;23;15;38;26;20;27;52;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;60;12;2;42;10;51;19;56;41;5;50;18;1
60;33;32;3;47;58;8;45;53;14;21;37;31;11;55;57;4;61;30;63;39;59;62;40;48;13;22;16;23;15;38;26;20;27;52;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;34;12;2;42;10;51;19;56;41;5;50;18;1;18;296
18;296;60;33;32;3;47;58;8;45;53;14;21;37;31;11;55;57;4;61;30;63;39;59;62;40;48;13;22;16;23;15;38;26;20;27;52;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;34;12;2;42;10;51;19;56;41;5;50;18;1
60;33;32;3;47;58;8;45;53;14;21;37;31;11;55;57;4;61;30;63;39;59;62;40;48;13;22;16;23;15;38;26;20;27;52;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;34;12;50;42;10;51;19;56;41;5;2;18;1;18;296
18;296;60;33;32;3;47;58;8;45;53;14;21;37;31;11;55;57;4;61;30;63;39;59;62;40;48;13;22;16;23;15;38;26;20;27;52;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;34;12;50;42;10;51;19;56;41;5;2;18;1
60;33;32;3;47;58;8;45;53;14;21;37;31;11;55;57;4;61;30;63;39;59;62;40;48;13;22;16;23;15;38;26;20;27;34;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;52;12;50;42;10;51;19;56;41;5;2;18;1;18;300
18;300;60;33;32;3;47;58;8;45;53;14;21;37;31;11;55;57;4;61;30;63;39;59;62;40;48;13;22;16;23;15;38;26;20;27;34;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;52;12;50;42;10;51;19;56;41;5;2;18;1
60;33;32;3;47;58;8;45;53;14;37;21;31;11;55;57;4;61;30;63;39;59;62;40;48;13;22;16;23;15;38;26;20;27;34;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;52;12;50;42;10;51;19;56;41;5;2;18;1;18;292
18;292;60;33;32;3;47;58;8;45;53;14;37;21;31;11;55;57;4;61;30;63;39;59;62;40;48;13;22;16;23;15;38;26;20;27;34;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;52;12;50;42;10;51;19;56;41;5;2;18;1
60;33;32;3;47;58;8;45;53;14;37;21;31;15;55;57;4;61;30;63;39;59;62;40;48;13;22;16;23;11;38;26;20;27;34;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;52;12;50;42;10;51;19;56;41;5;2;18;1;18;292
18;292;60;33;32;3;47;58;8;45;53;14;37;21;31;15;55;57;4;61;30;63;39;59;62;40;48;13;22;16;23;11;38;26;20;27;34;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;52;12;50;42;10;51;19;56;41;5;2;18;1
60;33;32;3;47;58;8;45;53;14;37;21;31;15;55;57;4;61;38;63;39;59;62;40;48;13;22;16;23;11;30;26;20;27;34;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;52;12;50;42;10;51;19;56;41;5;2;18;1;18;280
18;280;60;33;32;3;47;58;8;45;53;14;37;21;31;15;55;57;4;61;38;63;39;59;62;40;48;13;22;16;23;11;30;26;20;27;34;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;52;12;50;42;10;51;19;56;41;5;2;18;1
60;33;32;3;47;58;42;45;53;14;37;21;31;15;55;57;4;61;38;63;39;59;62;40;48;13;22;16;23;11;30;26;20;27;34;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;52;12;50;8;10;51;19;56;41;5;2;18;1;18;280
18;280;60;33;32;3;47;58;42;45;53;14;37;21;31;15;55;57;4;61;38;63;39;59;62;40;48;13;22;16;23;11;30;26;20;27;34;7;44;17;28;36;24;29;54;35;49;64;6;25;43;9;46;52;12;50;8;10;51;19;56;41;5;2;18;1
60;33;32;3;47;58;42;29;53;14;37;21;31;15;55;57;4;61;38;63;39;59;62;40;48;13;22;16;23;11;30;26;20;27;34;7;44;17;28;36;24;45;54;35;49;64;6;25;43;9;46;52;12;50;8;10;51;19;56;41;5;2;18;1;18;296
18;296;60;33;32;3;47;58;42;29;53;14;37;21;31;15;55;57;4;61;38;63;39;59;62;40;48;13;22;16;23;11;30;26;20;27;34;7;44;17;28;36;24;45;54;35;49;64;6;25;43;9;46;52;12;50;8;10;51;19;56;41;5;2;18;1
60;33;32;3;47;58;42;29;53;14;37;21;31;15;55;57;4;61;38;63;39;59;62;40;48;13;22;16;23;11;30;26;20;27;34;7;19;17;28;36;24;45;54;35;49;64;6;25;43;9;46;52;12;50;8;10;51;44;56;41;5;2;18;1;18;304
18;304;60;33;32;3;47;58;42;29;53;14;37;21;31;15;55;57;4;61;38;63;39;59;62;40;48;13;22;16;23;11;30;26;20;27;34;7;19;17;28;36;24;45;54;35;49;64;6;25;43;9;46;52;12;50;8;10;51;44;56;41;5;2;18;1
60;33;32;3;47;58;42;29;53;14;37;21;31;15;55;57;4;61;18;63;39;59;62;40;48;13;22;16;23;11;30;26;20;27;34;7;19;17;28;36;24;45;54;35;49;64;6;25;43;9;46;52;12;50;8;10;51;44;56;41;5;2;38;1;18;308
18;308;60;33;32;3;47;58;42;29;53;14;37;21;31;15;55;57;4;61;18;63;39;59;62;40;48;13;22;16;23;11;30;26;20;27;34;7;19;17;28;36;24;45;54;35;49;64;6;25;43;9;46;52;12;50;8;10;51;44;56;41;5;2;38;1
60;33;32;3;47;58;42;29;53;14;63;21;31;15;55;57;4;61;18;37;39;59;62;40;48;13;22;16;23;11;30;26;20;27;34;7;19;17;28;36;24;45;54;35;49;64;6;25;43;9;46;52;12;50;8;10;51;44;56;41;5;2;38;1;18;294
18;294;60;33;32;3;47;58;42;29;53;14;63;21;31;15;55;57;4;61;18;37;39;59;62;40;48;13;22;16;23;11;30;26;20;27;34;7;19;17;28;36;24;45;54;35;49;64;6;25;43;9;46;52;12;50;8;10;51;44;56;41;5;2;38;1
60;33;32;3;47;58;42;29;53;14;63;21;31;37;55;57;4;61;18;15;39;59;62;40;48;13;22;16;23;11;30;26;20;27;34;7;19;17;28;36;24;45;54;35;49;64;6;25;43;9;46;52;12;50;8;10;51;44;56;41;5;2;38;1;18;296
19;296;60;33;32;3;47;58;42;29;53;14;63;21;31;37;55;57;4;61;18;15;39;59;62;40;48;13;22;16;23;11;30;26;20;27;34;7;19;17;28;36;24;45;54;35;49;64;6;25;43;9;46;52;12;50;8;10;51;44;56;41;5;2;38;1
60;33;32;3;47;58;42;29;53;14;63;21;31;37;55;57;13;61;18;15;39;59;62;40;48;4;22;16;23;11;30;26;20;27;34;7;19;17;28;36;24;45;54;35;49;64;6;25;43;9;46;52;12;50;8;10;51;44;56;41;5;2;38;1;19;288
19;288;60;33;32;3;47;58;42;29;53;14;63;21;31;37;55;57;13;61;18;15;39;59;62;40;48;4;22;16;23;11;30;26;20;27;34;7;19;17;28;36;24;45;54;35;49;64;6;25;43;9;46;52;12;50;8;10;51;44;56;41;5;2;38;1
60;33;32;3;47;58;42;29;53;14;63;21;31;37;55;57;13;61;18;15;39;59;62;40;48;4;22;24;23;11;30;26;20;27;34;7;19;17;28;36;16;45;54;35;49;64;6;25;43;9;46;52;12;50;8;10;51;44;56;41;5;2;38;1;19;292
19;292;60;33;32;3;47;58;42;29;53;14;63;21;31;37;55;57;13;61;18;15;39;59;62;40;48;4;22;24;23;11;30;26;20;27;34;7;19;17;28;36;16;45;54;35;49;64;6;25;43;9;46;52;12;50;8;10;51;44;56;41;5;2;38;1
60;33;32;3;47;58;42;29;53;14;63;21;31;37;55;57;13;61;18;15;39;59;62;40;48;4;22;24;23;11;30;26;20;27;34;7;19;17;28;36;25;45;54;35;49;64;6;16;43;9;46;52;12;50;8;10;51;44;56;41;5;2;38;1;19;292
19;292;60;33;32;3;47;58;42;29;53;14;63;21;31;37;55;57;13;61;18;15;39;59;62;40;48;4;22;24;23;11;30;26;20;27;34;7;19;17;28;36;25;45;54;35;49;64;6;16;43;9;46;52;12;50;8;10;51;44;56;41;5;2;38;1
60;33;32;3;47;58;42;29;53;14;63;21;31;37;55;57;13;61;18;15;39;59;62;40;48;4;22;24;23;11;30;26;20;27;34;7;19;17;28;36;25;45;54;35;49;64;6;16;43;9;46;52;51;50;8;10;12;44;56;41;5;2;38;1;19;292
19;292;60;33;32;3;47;58;42;29;53;14;63;21;31;37;55;57;13;61;18;15;39;59;62;40;48;4;22;24;23;11;30;26;20;27;34;7;19;17;28;36;25;45;54;35;49;64;6;16;43;9;46;52;51;50;8;10;12;44;56;41;5;2;38;1
60;33;32;3;47;58;42;29;53;14;63;21;31;37;55;57;13;61;18;15;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;7;19;17;28;36;25;45;54;35;49;64;6;16;43;9;46;52;51;50;20;10;12;44;56;41;5;2;38;1;19;292
19;292;60;33;32;3;47;58;42;29;53;14;63;21;31;37;55;57;13;61;18;15;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;7;19;17;28;36;25;45;54;35;49;64;6;16;43;9;46;52;51;50;20;10;12;44;56;41;5;2;38;1
60;33;32;3;47;58;42;29;53;14;63;21;31;37;55;57;13;61;18;7;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;15;19;17;28;36;25;45;54;35;49;64;6;16;43;9;46;52;51;50;20;10;12;44;56;41;5;2;38;1;19;290
19;290;60;33;32;3;47;58;42;29;53;14;63;21;31;37;55;57;13;61;18;7;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;15;19;17;28;36;25;45;54;35;49;64;6;16;43;9;46;52;51;50;20;10;12;44;56;41;5;2;38;1
60;33;32;3;47;58;42;29;53;14;63;7;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;15;19;17;28;36;25;45;54;35;49;64;6;16;43;9;46;52;51;50;20;10;12;44;56;41;5;2;38;1;19;290
19;290;60;33;32;3;47;58;42;29;53;14;63;7;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;15;19;17;28;36;25;45;54;35;49;64;6;16;43;9;46;52;51;50;20;10;12;44;56;41;5;2;38;1
60;33;32;3;47;58;42;29;53;14;63;7;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;15;19;43;28;36;25;45;54;35;49;64;6;16;17;9;46;52;51;50;20;10;12;44;56;41;5;2;38;1;19;290
19;290;60;33;32;3;47;58;42;29;53;14;63;7;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;15;19;43;28;36;25;45;54;35;49;64;6;16;17;9;46;52;51;50;20;10;12;44;56;41;5;2;38;1
60;33;32;3;47;58;42;28;53;14;63;7;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;15;19;43;29;36;25;45;54;35;49;64;6;16;17;9;46;52;51;50;20;10;12;44;56;41;5;2;38;1;19;292
19;292;60;33;32;3;47;58;42;28;53;14;63;7;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;15;19;43;29;36;25;45;54;35;49;64;6;16;17;9;46;52;51;50;20;10;12;44;56;41;5;2;38;1
60;33;32;3;47;58;42;9;53;14;63;7;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;15;19;43;29;36;25;45;54;35;49;64;6;16;17;28;46;52;51;50;20;10;12;44;56;41;5;2;38;1;19;292
19;292;60;33;32;3;47;58;42;9;53;14;63;7;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;15;19;43;29;36;25;45;54;35;49;64;6;16;17;28;46;52;51;50;20;10;12;44;56;41;5;2;38;1
60;19;32;3;47;58;42;9;53;14;63;7;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;15;33;43;29;36;25;45;54;35;49;64;6;16;17;28;46;52;51;50;20;10;12;44;56;41;5;2;38;1;19;284
19;284;60;19;32;3;47;58;42;9;53;14;63;7;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;15;33;43;29;36;25;45;54;35;49;64;6;16;17;28;46;52;51;50;20;10;12;44;56;41;5;2;38;1
60;19;32;3;47;58;42;9;53;14;63;33;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;15;7;43;29;36;25;45;54;35;49;64;6;16;17;28;46;52;51;50;20;10;12;44;56;41;5;2;38;1;19;288
19;288;60;19;32;3;47;58;42;9;53;14;63;33;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;15;7;43;29;36;25;45;54;35;49;64;6;16;17;28;46;52;51;50;20;10;12;44;56;41;5;2;38;1
60;19;32;3;47;58;42;9;53;14;63;33;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;15;7;43;29;36;25;45;54;35;38;64;6;16;17;28;46;52;51;50;20;10;12;44;56;41;5;2;49;1;19;288
19;288;60;19;32;3;47;58;42;9;53;14;63;33;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;27;34;15;7;43;29;36;25;45;54;35;38;64;6;16;17;28;46;52;51;50;20;10;12;44;56;41;5;2;49;1
60;19;32;3;47;58;42;9;53;14;63;33;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;44;34;15;7;43;29;36;25;45;54;35;38;64;6;16;17;28;46;52;51;50;20;10;12;27;56;41;5;2;49;1;19;288
19;288;60;19;32;3;47;58;42;9;53;14;63;33;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;44;34;15;7;43;29;36;25;45;54;35;38;64;6;16;17;28;46;52;51;50;20;10;12;27;56;41;5;2;49;1
60;19;32;3;47;58;42;9;53;14;63;33;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;44;34;15;7;43;29;36;25;45;54;35;38;28;6;16;17;64;46;52;51;50;20;10;12;27;56;41;5;2;49;1;19;292
19;292;60;19;32;3;47;58;42;9;53;14;63;33;31;37;55;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;44;34;15;7;43;29;36;25;45;54;35;38;28;6;16;17;64;46;52;51;50;20;10;12;27;56;41;5;2;49;1
60;19;32;3;47;58;42;9;53;14;63;33;31;37;7;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;44;34;15;55;43;29;36;25;45;54;35;38;28;6;16;17;64;46;52;51;50;20;10;12;27;56;41;5;2;49;1;19;292
19;292;60;19;32;3;47;58;42;9;53;14;63;33;31;37;7;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;44;34;15;55;43;29;36;25;45;54;35;38;28;6;16;17;64;46;52;51;50;20;10;12;27;56;41;5;2;49;1
60;49;32;3;47;58;42;9;53;14;63;33;31;37;7;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;44;34;15;55;43;29;36;25;45;54;35;38;28;6;16;17;64;46;52;51;50;20;10;12;27;56;41;5;2;19;1;19;292
19;292;60;49;32;3;47;58;42;9;53;14;63;33;31;37;7;57;13;61;18;21;39;59;62;40;48;4;22;24;23;11;30;26;8;44;34;15;55;43;29;36;25;45;54;35;38;28;6;16;17;64;46;52;51;50;20;10;12;27;56;41;5;2;19;1
60;49;32;3;47;58;42;9;53;14;63;33;31;37;7;57;13;61;18;21;39;59;62;40;48;4;22;24;54;11;30;26;8;44;34;15;55;43;29;36;25;45;23;35;38;28;6;16;17;64;46;52;51;50;20;10;12;27;56;41;5;2;19;1;19;292
19;292;60;49;32;3;47;58;42;9;53;14;63;33;31;37;7;57;13;61;18;21;39;59;62;40;48;4;22;24;54;11;30;26;8;44;34;15;55;43;29;36;25;45;23;35;38;28;6;16;17;64;46;52;51;50;20;10;12;27;56;41;5;2;19;1
60;49;32;3;47;58;42;9;53;14;63;33;31;37;7;57;13;61;18;21;39;59;62;40;48;4;22;24;54;11;30;26;8;44;34;15;55;43;29;36;25;45;23;35;38;28;6;16;17;64;46;41;51;50;20;10;12;27;56;52;5;2;19;1;19;292
19;292;60;49;32;3;47;58;42;9;53;14;63;33;31;37;7;57;13;61;18;21;39;59;62;40;48;4;22;24;54;11;30;26;8;44;34;15;55;43;29;36;25;45;23;35;38;28;6;16;17;64;46;41;51;50;20;10;12;27;56;52;5;2;19;1
60;49;32;3;47;58;42;9;53;14;63;33;31;37;7;57;13;61;18;21;39;59;62;40;48;25;22;24;54;11;30;26;8;44;34;15;55;43;29;36;4;45;23;35;38;28;6;16;17;64;46;41;51;50;20;10;12;27;56;52;5;2;19;1;19;292
20;292;60;49;32;3;47;58;42;9;53;14;63;33;31;37;7;57;13;61;18;21;39;59;62;40;48;25;22;24;54;11;30;26;8;44;34;15;55;43;29;36;4;45;23;35;38;28;6;16;17;64;46;41;51;50;20;10;12;27;56;52;5;2;19;1
60;49;32;3;47;58;42;9;53;14;63;33;31;37;7;57;13;61;18;21;39;59;62;40;48;25;22;24;54;11;30;26;8;44;20;15;55;43;29;36;4;45;23;35;38;28;6;16;17;64;46;41;51;50;34;10;12;27;56;52;5;2;19;1;20;290
20;290;60;49;32;3;47;58;42;9;53;14;63;33;31;37;7;57;13;61;18;21;39;59;62;40;48;25;22;24;54;11;30;26;8;44;20;15;55;43;29;36;4;45;23;35;38;28;6;16;17;64;46;41;51;50;34;10;12;27;56;52;5;2;19;1
60;49;32;3;47;58;42;9;53;14;63;33;31;37;22;57;13;61;18;21;39;59;62;40;48;25;7;24;54;11;30;26;8;44;20;15;55;43;29;36;4;45;23;35;38;28;6;16;17;64;46;41;51;50;34;10;12;27;56;52;5;2;19;1;20;300
20;300;60;49;32;3;47;58;42;9;53;14;63;33;31;37;22;57;13;61;18;21;39;59;62;40;48;25;7;24;54;11;30;26;8;44;20;15;55;43;29;36;4;45;23;35;38;28;6;16;17;64;46;41;51;50;34;10;12;27;56;52;5;2;19;1
60;49;32;3;47;58;42;9;53;14;63;33;31;37;22;57;13;61;18;21;39;59;62;40;48;25;7;24;16;11;30;26;8;44;20;15;55;43;29;36;4;45;23;35;38;28;6;54;17;64;46;41;51;50;34;10;12;27;56;52;5;2;19;1;20;300
20;300;60;49;32;3;47;58;42;9;53;14;63;33;31;37;22;57;13;61;18;21;39;59;62;40;48;25;7;24;16;11;30;26;8;44;20;15;55;43;29;36;4;45;23;35;38;28;6;54;17;64;46;41;51;50;34;10;12;27;56;52;5;2;19;1
60;49;32;3;47;58;42;8;53;14;63;33;31;37;22;57;13;61;18;21;39;59;62;40;48;25;7;24;16;11;30;26;9;44;20;15;55;43;29;36;4;45;23;35;38;28;6;54;17;64;46;41;51;50;34;10;12;27;56;52;5;2;19;1;20;304
20;304;60;49;32;3;47;58;42;8;53;14;63;33;31;37;22;57;13;61;18;21;39;59;62;40;48;25;7;24;16;11;30;26;9;44;20;15;55;43;29;36;4;45;23;35;38;28;6;54;17;64;46;41;51;50;34;10;12;27;56;52;5;2;19;1
60;49;32;3;47;58;17;8;53;14;63;33;31;37;22;57;13;61;18;21;39;59;62;40;48;25;7;24;16;11;30;26;9;44;20;15;55;43;29;36;4;45;23;35;38;28;6;54;42;64;46;41;51;50;34;10;12;27;56;52;5;2;19;1;20;304
20;304;60;49;32;3;47;58;17;8;53;14;63;33;31;37;22;57;13;61;18;21;39;59;62;40;48;25;7;24;16;11;30;26;9;44;20;15;55;43;29;36;4;45;23;35;38;28;6;54;42;64;46;41;51;50;34;10;12;27;56;52;5;2;19;1
60;49;32;3;47;58;17;8;53;14;63;33;31;37;22;57;13;61;18;21;39;59;12;40;48;25;7;24;16;11;30;26;9;44;20;15;55;43;29;36;4;45;23;35;38;28;6;54;42;64;46;41;51;50;34;10;62;27;56;52;5;2;19;1;20;304
20;304;60;49;32;3;47;58;17;8;53;14;63;33;31;37;22;57;13;61;18;21;39;59;12;40;48;25;7;24;16;11;30;26;9;44;20;15;55;43;29;36;4;45;23;35;38;28;6;54;42;64;46;41;51;50;34;10;62;27;56;52;5;2;19;1
60;49;32;3;47;58;17;8;53;14;63;33;31;37;22;57;13;61;18;41;39;59;12;40;48;25;7;24;16;11;30;26;9;44;20;15;55;43;29;36;4;45;23;35;38;28;6;54;42;64;46;21;51;50;34;10;62;27;56;52;5;2;19;1;20;308
20;308;60;49;32;3;47;58;17;8;53;14;63;33;31;37;22;57;13;61;18;41;39;59;12;40;48;25;7;24;16;11;30;26;9;44;20;15;55;43;29;36;4;45;23;35;38;28;6;54;42;64;46;21;51;50;34;10;62;27;56;52;5;2;19;1
60;49;32;3;47;58;17;8;53;14;63;33;31;37;22;57;13;61;18;41;39;34;12;40;48;25;7;24;16;11;30;26;9;44;20;15;55;43;29;36;4;45;23;35;38;28;6;54;42;64;46;21;51;50;59;10;62;27;56;52;5;2;19;1;20;304
20;304;60;49;32;3;47;58;17;8;53;14;63;33;31;37;22;57;13;61;18;41;39;34;12;40;48;25;7;24;16;11;30;26;9;44;20;15;55;43;29;36;4;45;23;35;38;28;6;54;42;64;46;21;51;50;59;10;62;27;56;52;5;2;19;1
60;49;32;3;47;58;17;8;53;7;63;33;31;37;22;57;13;61;18;41;39;34;12;40;48;25;14;24;16;11;30;26;9;44;20;15;55;43;29;36;4;45;23;35;38;28;6;54;42;64;46;21;51;50;59;10;62;27;56;52;5;2;19;1;20;288
20;288;60;49;32;3;47;58;17;8;53;7;63;33;31;37;22;57;13;61;18;41;39;34;12;40;48;25;14;24;16;11;30;26;9;44;20;15;55;43;29;36;4;45;23;35;38;28;6;54;42;64;46;21;51;50;59;10;62;27;56;52;5;2;19;1
