"X1";"X5821855";"X5";"X7";"X25";"X14";"X16";"X9";"X26";"X21";"X1.1";"X2";"X8";"X18";"X12";"X22";"X23";"X20";"X24";"X3";"X15";"X17";"X11";"X19";"X10";"X13";"X4";"X6"
16;6;19;8;25;9;22;5;2;7;24;23;14;13;15;20;12;17;4;18;26;11;3;21;1;10;26;5983590
26;5983590;16;6;19;8;25;9;22;5;2;7;24;23;14;13;15;20;12;17;4;18;26;11;3;21;1;10
16;6;19;8;25;9;22;5;2;7;24;23;14;13;15;20;10;17;4;18;26;11;3;21;1;12;26;6022358
27;6022358;16;6;19;8;25;9;22;5;2;7;24;23;14;13;15;20;10;17;4;18;26;11;3;21;1;12
16;6;19;8;25;9;22;5;3;7;24;23;14;13;15;20;10;17;4;18;26;11;2;21;1;12;27;5889409
27;5889409;16;6;19;8;25;9;22;5;3;7;24;23;14;13;15;20;10;17;4;18;26;11;2;21;1;12
16;6;19;8;25;9;22;5;3;7;24;23;14;13;15;20;10;17;4;18;26;12;2;21;1;11;27;5845412
27;5845412;16;6;19;8;25;9;22;5;3;7;24;23;14;13;15;20;10;17;4;18;26;12;2;21;1;11
16;6;19;8;25;17;22;5;3;7;24;23;14;13;15;20;10;9;4;18;26;12;2;21;1;11;27;5822491
27;5822491;16;6;19;8;25;17;22;5;3;7;24;23;14;13;15;20;10;9;4;18;26;12;2;21;1;11
16;6;19;8;25;17;22;5;3;10;24;23;14;13;15;20;7;9;4;18;26;12;2;21;1;11;27;5811272
27;5811272;16;6;19;8;25;17;22;5;3;10;24;23;14;13;15;20;7;9;4;18;26;12;2;21;1;11
16;6;19;8;25;17;22;5;3;10;24;23;14;13;15;20;11;9;4;18;26;12;2;21;1;7;27;5819510
27;5819510;16;6;19;8;25;17;22;5;3;10;24;23;14;13;15;20;11;9;4;18;26;12;2;21;1;7
16;6;19;8;25;17;22;5;3;10;24;23;14;13;15;20;11;9;4;18;26;21;2;12;1;7;27;5843671
27;5843671;16;6;19;8;25;17;22;5;3;10;24;23;14;13;15;20;11;9;4;18;26;21;2;12;1;7
16;6;19;8;25;18;22;5;3;10;24;23;14;13;15;20;11;9;4;17;26;21;2;12;1;7;27;5915067
27;5915067;16;6;19;8;25;18;22;5;3;10;24;23;14;13;15;20;11;9;4;17;26;21;2;12;1;7
16;6;19;8;25;18;2;5;3;10;24;23;14;13;15;20;11;9;4;17;26;21;22;12;1;7;27;5943988
27;5943988;16;6;19;8;25;18;2;5;3;10;24;23;14;13;15;20;11;9;4;17;26;21;22;12;1;7
16;6;9;8;25;18;2;5;3;10;24;23;14;13;15;20;11;19;4;17;26;21;22;12;1;7;27;5963453
27;5963453;16;6;9;8;25;18;2;5;3;10;24;23;14;13;15;20;11;19;4;17;26;21;22;12;1;7
16;6;9;8;25;18;2;5;3;10;24;23;14;13;15;20;11;4;19;17;26;21;22;12;1;7;27;5942073
27;5942073;16;6;9;8;25;18;2;5;3;10;24;23;14;13;15;20;11;4;19;17;26;21;22;12;1;7
16;6;9;15;25;18;2;5;3;10;24;23;14;13;8;20;11;4;19;17;26;21;22;12;1;7;27;5956078
27;5956078;16;6;9;15;25;18;2;5;3;10;24;23;14;13;8;20;11;4;19;17;26;21;22;12;1;7
16;6;9;15;25;18;2;5;3;13;24;23;14;10;8;20;11;4;19;17;26;21;22;12;1;7;27;5963986
27;5963986;16;6;9;15;25;18;2;5;3;13;24;23;14;10;8;20;11;4;19;17;26;21;22;12;1;7
16;6;9;15;1;18;2;5;3;13;24;23;14;10;8;20;11;4;19;17;26;21;22;12;25;7;27;5942221
27;5942221;16;6;9;15;1;18;2;5;3;13;24;23;14;10;8;20;11;4;19;17;26;21;22;12;25;7
16;6;9;15;1;18;2;5;3;13;24;23;14;10;8;20;11;4;21;17;26;19;22;12;25;7;27;5937105
27;5937105;16;6;9;15;1;18;2;5;3;13;24;23;14;10;8;20;11;4;21;17;26;19;22;12;25;7
16;6;9;15;1;18;2;5;3;13;24;23;17;10;8;20;11;4;21;14;26;19;22;12;25;7;27;5981400
27;5981400;16;6;9;15;1;18;2;5;3;13;24;23;17;10;8;20;11;4;21;14;26;19;22;12;25;7
16;6;9;15;1;18;14;5;3;13;24;23;17;10;8;20;11;4;21;2;26;19;22;12;25;7;27;6012892
27;6012892;16;6;9;15;1;18;14;5;3;13;24;23;17;10;8;20;11;4;21;2;26;19;22;12;25;7
16;6;9;15;1;10;14;5;3;13;24;23;17;18;8;20;11;4;21;2;26;19;22;12;25;7;27;5950735
27;5950735;16;6;9;15;1;10;14;5;3;13;24;23;17;18;8;20;11;4;21;2;26;19;22;12;25;7
16;6;9;15;1;10;14;5;3;13;19;23;17;18;8;20;11;4;21;2;26;24;22;12;25;7;27;5876488
27;5876488;16;6;9;15;1;10;14;5;3;13;19;23;17;18;8;20;11;4;21;2;26;24;22;12;25;7
16;6;9;15;1;10;14;5;3;13;19;23;17;21;8;20;11;4;18;2;26;24;22;12;25;7;27;5837817
27;5837817;16;6;9;15;1;10;14;5;3;13;19;23;17;21;8;20;11;4;18;2;26;24;22;12;25;7
16;6;9;15;1;7;14;5;3;13;19;23;17;21;8;20;11;4;18;2;26;24;22;12;25;10;27;5814211
28;5814211;16;6;9;15;1;7;14;5;3;13;19;23;17;21;8;20;11;4;18;2;26;24;22;12;25;10
11;6;9;15;1;7;14;5;3;13;19;23;17;21;8;20;16;4;18;2;26;24;22;12;25;10;28;5806852
28;5806852;11;6;9;15;1;7;14;5;3;13;19;23;17;21;8;20;16;4;18;2;26;24;22;12;25;10
11;6;9;15;23;7;14;5;3;13;19;1;17;21;8;20;16;4;18;2;26;24;22;12;25;10;28;5760209
28;5760209;11;6;9;15;23;7;14;5;3;13;19;1;17;21;8;20;16;4;18;2;26;24;22;12;25;10
11;6;9;15;23;7;14;5;3;13;19;1;17;21;8;20;16;4;24;2;26;18;22;12;25;10;28;5829655
28;5760209;11;6;9;15;23;7;14;5;3;13;19;1;17;21;8;20;16;4;18;2;26;24;22;12;25;10
11;6;9;15;23;7;14;5;3;13;25;1;17;21;8;20;16;4;18;2;26;24;22;12;19;10;28;5857237
28;5857237;11;6;9;15;23;7;14;5;3;13;25;1;17;21;8;20;16;4;18;2;26;24;22;12;19;10
11;6;9;15;23;7;14;5;3;13;25;1;17;21;8;20;22;4;18;2;26;24;16;12;19;10;28;5852162
28;5852162;11;6;9;15;23;7;14;5;3;13;25;1;17;21;8;20;22;4;18;2;26;24;16;12;19;10
11;21;9;15;23;7;14;5;3;13;25;1;17;6;8;20;22;4;18;2;26;24;16;12;19;10;28;5875869
28;5875869;11;21;9;15;23;7;14;5;3;13;25;1;17;6;8;20;22;4;18;2;26;24;16;12;19;10
11;21;9;5;23;7;14;15;3;13;25;1;17;6;8;20;22;4;18;2;26;24;16;12;19;10;28;5811812
28;5811812;11;21;9;5;23;7;14;15;3;13;25;1;17;6;8;20;22;4;18;2;26;24;16;12;19;10
11;21;9;5;23;7;13;15;3;14;25;1;17;6;8;20;22;4;18;2;26;24;16;12;19;10;28;5802255
28;5802255;11;21;9;5;23;7;13;15;3;14;25;1;17;6;8;20;22;4;18;2;26;24;16;12;19;10
11;21;9;5;23;3;13;15;7;14;25;1;17;6;8;20;22;4;18;2;26;24;16;12;19;10;28;5822730
28;5822730;11;21;9;5;23;3;13;15;7;14;25;1;17;6;8;20;22;4;18;2;26;24;16;12;19;10
11;21;9;5;23;3;13;15;7;14;18;1;17;6;8;20;22;4;25;2;26;24;16;12;19;10;28;5836516
28;5836516;11;21;9;5;23;3;13;15;7;14;18;1;17;6;8;20;22;4;25;2;26;24;16;12;19;10
11;21;9;5;23;3;13;15;7;4;18;1;17;6;8;20;22;14;25;2;26;24;16;12;19;10;28;5859088
28;5859088;11;21;9;5;23;3;13;15;7;4;18;1;17;6;8;20;22;14;25;2;26;24;16;12;19;10
11;21;4;5;23;3;13;15;7;9;18;1;17;6;8;20;22;14;25;2;26;24;16;12;19;10;28;5873485
28;5873485;11;21;4;5;23;3;13;15;7;9;18;1;17;6;8;20;22;14;25;2;26;24;16;12;19;10
11;21;4;5;23;3;13;15;7;9;18;1;17;6;8;20;26;14;25;2;22;24;16;12;19;10;28;5852180
28;5852180;11;21;4;5;23;3;13;15;7;9;18;1;17;6;8;20;26;14;25;2;22;24;16;12;19;10
11;4;21;5;23;3;13;15;7;9;18;1;17;6;8;20;26;14;25;2;22;24;16;12;19;10;28;5862837
28;5862837;11;4;21;5;23;3;13;15;7;9;18;1;17;6;8;20;26;14;25;2;22;24;16;12;19;10
11;4;21;5;23;3;13;15;7;9;18;16;17;6;8;20;26;14;25;2;22;24;1;12;19;10;28;5911280
28;5911280;11;4;21;5;23;3;13;15;7;9;18;16;17;6;8;20;26;14;25;2;22;24;1;12;19;10
11;4;21;5;23;3;17;15;7;9;18;16;13;6;8;20;26;14;25;2;22;24;1;12;19;10;28;5912693
28;5912693;11;4;21;5;23;3;17;15;7;9;18;16;13;6;8;20;26;14;25;2;22;24;1;12;19;10
11;4;21;5;23;3;17;26;7;9;18;16;13;6;8;20;15;14;25;2;22;24;1;12;19;10;28;5895911
28;5895911;11;4;21;5;23;3;17;26;7;9;18;16;13;6;8;20;15;14;25;2;22;24;1;12;19;10
11;4;21;5;23;3;17;26;7;9;18;16;19;6;8;20;15;14;25;2;22;24;1;12;13;10;28;5812757
28;5812757;11;4;21;5;23;3;17;26;7;9;18;16;19;6;8;20;15;14;25;2;22;24;1;12;13;10
11;4;21;5;23;3;17;20;7;9;18;16;19;6;8;26;15;14;25;2;22;24;1;12;13;10;28;5811496
28;5811496;11;4;21;5;23;3;17;20;7;9;18;16;19;6;8;26;15;14;25;2;22;24;1;12;13;10
11;4;12;5;23;3;17;20;7;9;18;16;19;6;8;26;15;14;25;2;22;24;1;21;13;10;28;5797139
29;5797139;11;4;12;5;23;3;17;20;7;9;18;16;19;6;8;26;15;14;25;2;22;24;1;21;13;10
11;4;12;5;23;3;21;20;7;9;18;16;19;6;8;26;15;14;25;2;22;24;1;17;13;10;29;5768423
29;5768423;11;4;12;5;23;3;21;20;7;9;18;16;19;6;8;26;15;14;25;2;22;24;1;17;13;10
11;4;12;5;23;3;21;20;7;9;18;16;19;6;8;13;15;14;25;2;22;24;1;17;26;10;29;5773224
29;5773224;11;4;12;5;23;3;21;20;7;9;18;16;19;6;8;13;15;14;25;2;22;24;1;17;26;10
11;4;12;5;23;3;21;20;18;9;7;16;19;6;8;13;15;14;25;2;22;24;1;17;26;10;29;5772576
29;5772576;11;4;12;5;23;3;21;20;18;9;7;16;19;6;8;13;15;14;25;2;22;24;1;17;26;10
11;4;12;5;23;3;21;13;18;9;7;16;19;6;8;20;15;14;25;2;22;24;1;17;26;10;29;5772768
29;5772768;11;4;12;5;23;3;21;13;18;9;7;16;19;6;8;20;15;14;25;2;22;24;1;17;26;10
11;4;12;5;23;3;21;13;18;9;7;16;19;24;8;20;15;14;25;2;22;6;1;17;26;10;29;5780085
29;5780085;11;4;12;5;23;3;21;13;18;9;7;16;19;24;8;20;15;14;25;2;22;6;1;17;26;10
11;4;12;20;23;3;21;13;18;9;7;16;19;24;8;5;15;14;25;2;22;6;1;17;26;10;29;5798956
29;5798956;11;4;12;20;23;3;21;13;18;9;7;16;19;24;8;5;15;14;25;2;22;6;1;17;26;10
11;4;12;20;23;3;21;13;18;9;7;16;19;24;8;5;15;14;25;2;22;6;17;1;26;10;29;5798956
29;5798956;11;4;12;20;23;3;21;13;18;9;7;16;19;24;8;5;15;14;25;2;22;6;17;1;26;10
11;4;12;20;21;3;23;13;18;9;7;16;19;24;8;5;15;14;25;2;22;6;17;1;26;10;29;5832093
29;5832093;11;4;12;20;21;3;23;13;18;9;7;16;19;24;8;5;15;14;25;2;22;6;17;1;26;10
17;4;12;20;21;3;23;13;18;9;7;16;19;24;8;5;15;14;25;2;22;6;11;1;26;10;29;5838083
29;5838083;17;4;12;20;21;3;23;13;18;9;7;16;19;24;8;5;15;14;25;2;22;6;11;1;26;10
17;19;12;20;21;3;23;13;18;9;7;16;4;24;8;5;15;14;25;2;22;6;11;1;26;10;29;5864211
29;5864211;17;19;12;20;21;3;23;13;18;9;7;16;4;24;8;5;15;14;25;2;22;6;11;1;26;10
17;19;12;20;21;3;23;13;18;9;7;16;2;24;8;5;15;14;25;4;22;6;11;1;26;10;29;5855617
29;5855617;17;19;12;20;21;3;23;13;18;9;7;16;2;24;8;5;15;14;25;4;22;6;11;1;26;10
17;19;12;20;21;3;23;25;18;9;7;16;2;24;8;5;15;14;13;4;22;6;11;1;26;10;29;5843023
29;5843023;17;19;12;20;21;3;23;25;18;9;7;16;2;24;8;5;15;14;13;4;22;6;11;1;26;10
17;13;12;20;21;3;23;25;18;9;7;16;2;24;8;5;15;14;19;4;22;6;11;1;26;10;29;5832836
29;5832836;17;13;12;20;21;3;23;25;18;9;7;16;2;24;8;5;15;14;19;4;22;6;11;1;26;10
17;13;12;14;21;3;23;25;18;9;7;16;2;24;8;5;15;20;19;4;22;6;11;1;26;10;29;5903196
29;5903196;17;13;12;14;21;3;23;25;18;9;7;16;2;24;8;5;15;20;19;4;22;6;11;1;26;10
17;13;12;14;21;3;23;9;18;25;7;16;2;24;8;5;15;20;19;4;22;6;11;1;26;10;29;5923336
29;5923336;17;13;12;14;21;3;23;9;18;25;7;16;2;24;8;5;15;20;19;4;22;6;11;1;26;10
17;26;12;14;21;3;23;9;18;25;7;16;2;24;8;5;15;20;19;4;22;6;11;1;13;10;29;5929707
29;5929707;17;26;12;14;21;3;23;9;18;25;7;16;2;24;8;5;15;20;19;4;22;6;11;1;13;10
17;26;12;14;21;3;23;9;18;16;7;25;2;24;8;5;15;20;19;4;22;6;11;1;13;10;29;5936874
29;5936874;17;26;12;14;21;3;23;9;18;16;7;25;2;24;8;5;15;20;19;4;22;6;11;1;13;10
17;26;12;14;21;3;23;7;18;16;9;25;2;24;8;5;15;20;19;4;22;6;11;1;13;10;29;5890967
29;5890967;17;26;12;14;21;3;23;7;18;16;9;25;2;24;8;5;15;20;19;4;22;6;11;1;13;10
17;26;12;14;21;3;23;7;18;16;9;25;2;24;8;5;22;20;19;4;15;6;11;1;13;10;29;5921976
29;5921976;17;26;12;14;21;3;23;7;18;16;9;25;2;24;8;5;22;20;19;4;15;6;11;1;13;10
17;26;12;14;21;23;3;7;18;16;9;25;2;24;8;5;22;20;19;4;15;6;11;1;13;10;29;5921976
30;5921976;17;26;12;14;21;23;3;7;18;16;9;25;2;24;8;5;22;20;19;4;15;6;11;1;13;10
17;26;12;14;21;23;3;7;18;5;9;25;2;24;8;16;22;20;19;4;15;6;11;1;13;10;30;5917417
30;5917417;17;26;12;14;21;23;3;7;18;5;9;25;2;24;8;16;22;20;19;4;15;6;11;1;13;10
17;26;12;14;21;23;3;7;25;5;9;18;2;24;8;16;22;20;19;4;15;6;11;1;13;10;30;5867992
30;5867992;17;26;12;14;21;23;3;7;25;5;9;18;2;24;8;16;22;20;19;4;15;6;11;1;13;10
17;26;16;14;21;23;3;7;25;5;9;18;2;24;8;12;22;20;19;4;15;6;11;1;13;10;30;5848561
30;5848561;17;26;16;14;21;23;3;7;25;5;9;18;2;24;8;12;22;20;19;4;15;6;11;1;13;10
17;26;16;14;21;7;3;23;25;5;9;18;2;24;8;12;22;20;19;4;15;6;11;1;13;10;30;5846417
30;5846417;17;26;16;14;21;7;3;23;25;5;9;18;2;24;8;12;22;20;19;4;15;6;11;1;13;10
17;26;16;14;20;7;3;23;25;5;9;18;2;24;8;12;22;21;19;4;15;6;11;1;13;10;30;5828487
30;5828487;17;26;16;14;20;7;3;23;25;5;9;18;2;24;8;12;22;21;19;4;15;6;11;1;13;10
17;26;16;14;20;7;3;23;25;5;4;18;2;24;8;12;22;21;19;9;15;6;11;1;13;10;30;5844823
30;5844823;17;26;16;14;20;7;3;23;25;5;4;18;2;24;8;12;22;21;19;9;15;6;11;1;13;10
17;26;16;14;20;7;3;23;25;5;4;18;2;24;8;12;22;21;19;9;10;6;11;1;13;15;30;5827055
30;5827055;17;26;16;14;20;7;3;23;25;5;4;18;2;24;8;12;22;21;19;9;10;6;11;1;13;15
7;26;16;14;20;17;3;23;25;5;4;18;2;24;8;12;22;21;19;9;10;6;11;1;13;15;30;5837705
30;5837705;7;26;16;14;20;17;3;23;25;5;4;18;2;24;8;12;22;21;19;9;10;6;11;1;13;15
7;26;16;14;20;17;3;23;25;5;1;18;2;24;8;12;22;21;19;9;10;6;11;4;13;15;30;5786445
30;5786445;7;26;16;14;20;17;3;23;25;5;1;18;2;24;8;12;22;21;19;9;10;6;11;4;13;15
7;26;16;14;20;17;3;23;25;5;1;18;2;24;8;12;22;21;19;9;10;15;11;4;13;6;30;5802210
30;5802210;7;26;16;14;20;17;3;23;25;5;1;18;2;24;8;12;22;21;19;9;10;15;11;4;13;6
7;26;16;14;20;17;3;23;21;5;1;18;2;24;8;12;22;25;19;9;10;15;11;4;13;6;30;5820023
30;5820023;7;26;16;14;20;17;3;23;21;5;1;18;2;24;8;12;22;25;19;9;10;15;11;4;13;6
7;26;16;14;20;17;3;23;21;5;1;18;6;24;8;12;22;25;19;9;10;15;11;4;13;2;30;5834461
30;5834461;7;26;16;14;20;17;3;23;21;5;1;18;6;24;8;12;22;25;19;9;10;15;11;4;13;2
7;26;16;14;20;17;3;23;21;5;24;18;6;1;8;12;22;25;19;9;10;15;11;4;13;2;30;5856833
30;5856833;7;26;16;14;20;17;3;23;21;5;24;18;6;1;8;12;22;25;19;9;10;15;11;4;13;2
7;26;16;14;20;17;3;23;21;5;24;25;6;1;8;12;22;18;19;9;10;15;11;4;13;2;30;5839083
30;5839083;7;26;16;14;20;17;3;23;21;5;24;25;6;1;8;12;22;18;19;9;10;15;11;4;13;2
7;26;16;14;20;17;3;23;25;5;24;21;6;1;8;12;22;18;19;9;10;15;11;4;13;2;30;5842492
30;5842492;7;26;16;14;20;17;3;23;25;5;24;21;6;1;8;12;22;18;19;9;10;15;11;4;13;2
4;26;16;14;20;17;3;23;25;5;24;21;6;1;8;12;22;18;19;9;10;15;11;7;13;2;30;5843189
30;5843189;4;26;16;14;20;17;3;23;25;5;24;21;6;1;8;12;22;18;19;9;10;15;11;7;13;2
1;26;16;14;20;17;3;23;25;5;24;21;6;4;8;12;22;18;19;9;10;15;11;7;13;2;30;5853179
30;5853179;1;26;16;14;20;17;3;23;25;5;24;21;6;4;8;12;22;18;19;9;10;15;11;7;13;2
1;6;16;14;20;17;3;23;25;5;24;21;26;4;8;12;22;18;19;9;10;15;11;7;13;2;30;5847146
30;5847146;1;6;16;14;20;17;3;23;25;5;24;21;26;4;8;12;22;18;19;9;10;15;11;7;13;2
4;6;16;14;20;17;3;23;25;5;24;21;26;1;8;12;22;18;19;9;10;15;11;7;13;2;30;5836999
30;5836999;4;6;16;14;20;17;3;23;25;5;24;21;26;1;8;12;22;18;19;9;10;15;11;7;13;2
7;6;16;14;20;17;3;23;25;5;24;21;26;1;8;12;22;18;19;9;10;15;11;4;13;2;30;5836292
31;5836292;7;6;16;14;20;17;3;23;25;5;24;21;26;1;8;12;22;18;19;9;10;15;11;4;13;2
7;6;16;14;20;17;3;23;25;5;24;21;13;1;8;12;22;18;19;9;10;15;11;4;26;2;31;5836284
31;5836284;7;6;16;14;20;17;3;23;25;5;24;21;13;1;8;12;22;18;19;9;10;15;11;4;26;2
7;6;16;14;20;17;3;23;25;5;24;21;13;1;2;12;22;18;19;9;10;15;11;4;26;8;31;5917853
31;5917853;7;6;16;14;20;17;3;23;25;5;24;21;13;1;2;12;22;18;19;9;10;15;11;4;26;8
7;6;16;14;12;17;3;23;25;5;24;21;13;1;2;20;22;18;19;9;10;15;11;4;26;8;31;5957601
31;5957601;7;6;16;14;12;17;3;23;25;5;24;21;13;1;2;20;22;18;19;9;10;15;11;4;26;8
7;6;16;14;12;17;3;23;25;5;24;21;13;1;2;20;22;18;19;9;10;26;11;4;15;8;31;5941883
31;5941883;7;6;16;14;12;17;3;23;25;5;24;21;13;1;2;20;22;18;19;9;10;26;11;4;15;8
7;6;16;14;12;17;3;23;25;5;24;21;13;1;2;20;22;18;8;9;10;26;11;4;15;19;31;5895993
31;5895993;7;6;16;14;12;17;3;23;25;5;24;21;13;1;2;20;22;18;8;9;10;26;11;4;15;19
7;6;16;14;12;11;3;23;25;5;24;21;13;1;2;20;22;18;8;9;10;26;17;4;15;19;31;5902056
31;5902056;7;6;16;14;12;11;3;23;25;5;24;21;13;1;2;20;22;18;8;9;10;26;17;4;15;19
7;6;16;14;12;11;3;23;25;5;24;21;1;13;2;20;22;18;8;9;10;26;17;4;15;19;31;5890092
31;5890092;7;6;16;14;12;11;3;23;25;5;24;21;1;13;2;20;22;18;8;9;10;26;17;4;15;19
7;6;16;14;12;9;3;23;25;5;24;21;1;13;2;20;22;18;8;11;10;26;17;4;15;19;31;5919584
31;5919584;7;6;16;14;12;9;3;23;25;5;24;21;1;13;2;20;22;18;8;11;10;26;17;4;15;19
7;6;16;14;12;9;25;23;3;5;24;21;1;13;2;20;22;18;8;11;10;26;17;4;15;19;31;5956716
31;5956716;7;6;16;14;12;9;25;23;3;5;24;21;1;13;2;20;22;18;8;11;10;26;17;4;15;19
7;6;16;14;12;9;25;23;22;5;24;21;1;13;2;20;3;18;8;11;10;26;17;4;15;19;31;5898975
31;5898975;7;6;16;14;12;9;25;23;22;5;24;21;1;13;2;20;3;18;8;11;10;26;17;4;15;19
7;6;16;14;12;9;25;23;17;5;24;21;1;13;2;20;3;18;8;11;10;26;22;4;15;19;31;5880512
31;5880512;7;6;16;14;12;9;25;23;17;5;24;21;1;13;2;20;3;18;8;11;10;26;22;4;15;19
7;6;16;14;12;9;25;23;17;5;24;21;1;13;2;20;3;18;15;11;10;26;22;4;8;19;31;5935561
31;5935561;7;6;16;14;12;9;25;23;17;5;24;21;1;13;2;20;3;18;15;11;10;26;22;4;8;19
7;6;16;14;12;9;24;23;17;5;25;21;1;13;2;20;3;18;15;11;10;26;22;4;8;19;31;5935236
31;5935236;7;6;16;14;12;9;24;23;17;5;25;21;1;13;2;20;3;18;15;11;10;26;22;4;8;19
7;6;16;14;12;9;24;23;17;5;25;21;1;13;2;20;3;18;15;11;8;26;22;4;10;19;31;5840219
31;5840219;7;6;16;14;12;9;24;23;17;5;25;21;1;13;2;20;3;18;15;11;8;26;22;4;10;19
7;6;16;14;12;9;24;23;17;5;25;21;1;13;2;20;3;18;15;11;8;10;22;4;26;19;31;5859255
31;5859255;7;6;16;14;12;9;24;23;17;5;25;21;1;13;2;20;3;18;15;11;8;10;22;4;26;19
7;6;16;14;12;9;24;23;17;5;25;21;1;13;2;10;3;18;15;11;8;20;22;4;26;19;31;5829348
31;5829348;7;6;16;14;12;9;24;23;17;5;25;21;1;13;2;10;3;18;15;11;8;20;22;4;26;19
7;6;16;14;12;9;24;23;17;5;15;21;1;13;2;10;3;18;25;11;8;20;22;4;26;19;31;5852475
31;5852475;7;6;16;14;12;9;24;23;17;5;15;21;1;13;2;10;3;18;25;11;8;20;22;4;26;19
7;6;16;14;12;9;10;23;17;5;15;21;1;13;2;24;3;18;25;11;8;20;22;4;26;19;31;5852679
31;5852679;7;6;16;14;12;9;10;23;17;5;15;21;1;13;2;24;3;18;25;11;8;20;22;4;26;19
7;11;16;14;12;9;10;23;17;5;15;21;1;13;2;24;3;18;25;6;8;20;22;4;26;19;31;5855882
31;5855882;7;11;16;14;12;9;10;23;17;5;15;21;1;13;2;24;3;18;25;6;8;20;22;4;26;19
7;11;16;24;12;9;10;23;17;5;15;21;1;13;2;14;3;18;25;6;8;20;22;4;26;19;31;5863324
32;5863324;7;11;16;24;12;9;10;23;17;5;15;21;1;13;2;14;3;18;25;6;8;20;22;4;26;19
7;11;16;24;12;9;10;23;17;5;15;21;19;13;2;14;3;18;25;6;8;20;22;4;26;1;32;5785199
32;5785199;7;11;16;24;12;9;10;23;17;5;15;21;19;13;2;14;3;18;25;6;8;20;22;4;26;1
7;18;16;24;12;9;10;23;17;5;15;21;19;13;2;14;3;11;25;6;8;20;22;4;26;1;32;5834735
32;5834735;7;18;16;24;12;9;10;23;17;5;15;21;19;13;2;14;3;11;25;6;8;20;22;4;26;1
7;18;16;24;12;9;10;23;17;5;15;21;19;13;14;2;3;11;25;6;8;20;22;4;26;1;32;5801462
32;5801462;7;18;16;24;12;9;10;23;17;5;15;21;19;13;14;2;3;11;25;6;8;20;22;4;26;1
7;18;16;24;12;9;10;23;17;5;15;21;19;13;14;2;3;11;25;6;8;20;26;4;22;1;32;5812953
32;5812953;7;18;16;24;12;9;10;23;17;5;15;21;19;13;14;2;3;11;25;6;8;20;26;4;22;1
7;18;16;24;12;9;10;23;17;5;15;19;21;13;14;2;3;11;25;6;8;20;26;4;22;1;32;5813345
32;5813345;7;18;16;24;12;9;10;23;17;5;15;19;21;13;14;2;3;11;25;6;8;20;26;4;22;1
7;18;16;24;12;9;10;23;17;5;15;19;21;13;14;2;20;11;25;6;8;3;26;4;22;1;32;5845396
32;5845396;7;18;16;24;12;9;10;23;17;5;15;19;21;13;14;2;20;11;25;6;8;3;26;4;22;1
7;18;16;24;12;9;10;23;17;5;15;19;21;13;14;2;20;4;25;6;8;3;26;11;22;1;32;5871693
32;5871693;7;18;16;24;12;9;10;23;17;5;15;19;21;13;14;2;20;4;25;6;8;3;26;11;22;1
7;18;16;24;12;9;10;4;17;5;15;19;21;13;14;2;20;23;25;6;8;3;26;11;22;1;32;5875034
32;5875034;7;18;16;24;12;9;10;4;17;5;15;19;21;13;14;2;20;23;25;6;8;3;26;11;22;1
7;18;16;24;12;9;10;4;17;5;15;19;21;13;22;2;20;23;25;6;8;3;26;11;14;1;32;6043365
32;6043365;7;18;16;24;12;9;10;4;17;5;15;19;21;13;22;2;20;23;25;6;8;3;26;11;14;1
7;18;16;24;12;9;10;4;17;5;15;19;21;13;20;2;22;23;25;6;8;3;26;11;14;1;32;6042844
32;6042844;7;18;16;24;12;9;10;4;17;5;15;19;21;13;20;2;22;23;25;6;8;3;26;11;14;1
7;18;14;24;12;9;10;4;17;5;15;19;21;13;20;2;22;23;25;6;8;3;26;11;16;1;32;5878364
32;5878364;7;18;14;24;12;9;10;4;17;5;15;19;21;13;20;2;22;23;25;6;8;3;26;11;16;1
7;18;8;24;12;9;10;4;17;5;15;19;21;13;20;2;22;23;25;6;14;3;26;11;16;1;32;5925960
32;5925960;7;18;8;24;12;9;10;4;17;5;15;19;21;13;20;2;22;23;25;6;14;3;26;11;16;1
7;18;8;24;12;9;10;19;17;5;15;4;21;13;20;2;22;23;25;6;14;3;26;11;16;1;32;5896801
32;5896801;7;18;8;24;12;9;10;19;17;5;15;4;21;13;20;2;22;23;25;6;14;3;26;11;16;1
7;18;8;24;12;9;10;19;17;6;15;4;21;13;20;2;22;23;25;5;14;3;26;11;16;1;32;6225935
32;6225935;7;18;8;24;12;9;10;19;17;6;15;4;21;13;20;2;22;23;25;5;14;3;26;11;16;1
22;18;8;24;12;9;10;19;17;6;15;4;21;13;20;2;7;23;25;5;14;3;26;11;16;1;32;6172600
32;6172600;22;18;8;24;12;9;10;19;17;6;15;4;21;13;20;2;7;23;25;5;14;3;26;11;16;1
22;18;8;24;1;9;10;19;17;6;15;4;21;13;20;2;7;23;25;5;14;3;26;11;16;12;32;6222471
32;6222471;22;18;8;24;1;9;10;19;17;6;15;4;21;13;20;2;7;23;25;5;14;3;26;11;16;12
22;18;8;24;1;9;10;19;17;6;15;4;21;13;20;5;7;23;25;2;14;3;26;11;16;12;32;6018967
32;6018967;22;18;8;24;1;9;10;19;17;6;15;4;21;13;20;5;7;23;25;2;14;3;26;11;16;12
22;18;8;24;1;9;10;19;17;6;15;4;21;13;3;5;7;23;25;2;14;20;26;11;16;12;32;5986736
