"X1";"X282";"X20";"X26";"X7";"X42";"X60";"X17";"X56";"X34";"X23";"X14";"X30";"X41";"X21";"X57";"X64";"X15";"X29";"X46";"X27";"X8";"X22";"X38";"X11";"X9";"X32";"X47";"X62";"X12";"X53";"X13";"X49";"X2";"X28";"X40";"X33";"X48";"X18";"X35";"X51";"X61";"X50";"X39";"X25";"X5";"X6";"X55";"X1.1";"X43";"X24";"X59";"X44";"X4";"X37";"X45";"X16";"X58";"X19";"X3";"X63";"X36";"X52";"X31";"X10";"X54"
8;296;3;61;7;49;27;19;13;50;46;15;1;44;11;43;23;9;17;32;62;48;47;56;21;26;51;64;31;12;14;42;54;52;10;37;35;38;4;5;8;18;45;41;55;24;39;34;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;59;6
3;61;7;49;27;19;13;50;46;15;1;44;11;43;23;9;17;32;62;48;47;56;21;26;51;64;31;24;14;42;54;52;10;37;35;38;4;5;8;18;45;41;55;12;39;34;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;59;6;8;300
8;300;3;61;7;49;27;19;13;50;46;15;1;44;11;43;23;9;17;32;62;48;47;56;21;26;51;64;31;24;14;42;54;52;10;37;35;38;4;5;8;18;45;41;55;12;39;34;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;59;6
3;61;7;49;27;19;13;34;46;15;1;44;11;43;23;9;17;32;62;48;47;56;21;26;51;64;31;24;14;42;54;52;10;37;35;38;4;5;8;18;45;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;59;6;8;300
8;300;3;61;7;49;27;19;13;34;46;15;1;44;11;43;23;9;17;32;62;48;47;56;21;26;51;64;31;24;14;42;54;52;10;37;35;38;4;5;8;18;45;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;59;6
3;61;7;49;27;19;13;34;46;15;1;44;11;43;23;9;17;32;62;10;47;56;21;26;51;64;31;24;14;42;54;52;48;37;35;38;4;5;8;18;45;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;59;6;8;300
8;300;3;61;7;49;27;19;13;34;46;15;1;44;11;43;23;9;17;32;62;10;47;56;21;26;51;64;31;24;14;42;54;52;48;37;35;38;4;5;8;18;45;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;59;6
3;61;7;49;27;19;59;34;46;15;1;44;11;43;23;9;17;32;62;10;47;56;21;26;51;64;31;24;14;42;54;52;48;37;35;38;4;5;8;18;45;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;13;6;8;300
8;300;3;61;7;49;27;19;59;34;46;15;1;44;11;43;23;9;17;32;62;10;47;56;21;26;51;64;31;24;14;42;54;52;48;37;35;38;4;5;8;18;45;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;13;6
3;61;7;49;27;19;59;34;45;15;1;44;11;43;23;9;17;32;62;10;47;56;21;26;51;64;31;24;14;42;54;52;48;37;35;38;4;5;8;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;13;6;8;300
8;300;3;61;7;49;27;19;59;34;45;15;1;44;11;43;23;9;17;32;62;10;47;56;21;26;51;64;31;24;14;42;54;52;48;37;35;38;4;5;8;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;13;6
3;61;7;49;27;19;59;34;45;15;1;44;11;43;23;9;17;47;62;10;32;56;21;26;51;64;31;24;14;42;54;52;48;37;35;38;4;5;8;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;13;6;8;300
8;300;3;61;7;49;27;19;59;34;45;15;1;44;11;43;23;9;17;47;62;10;32;56;21;26;51;64;31;24;14;42;54;52;48;37;35;38;4;5;8;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;13;6
3;61;7;49;27;19;59;34;26;15;1;44;11;43;23;9;17;47;62;10;32;56;21;45;51;64;31;24;14;42;54;52;48;37;35;38;4;5;8;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;13;6;8;300
8;300;3;61;7;49;27;19;59;34;26;15;1;44;11;43;23;9;17;47;62;10;32;56;21;45;51;64;31;24;14;42;54;52;48;37;35;38;4;5;8;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;13;6
3;61;42;49;27;19;59;34;26;15;1;44;11;43;23;9;17;47;62;10;32;56;21;45;51;64;31;24;14;7;54;52;48;37;35;38;4;5;8;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;13;6;8;294
8;294;3;61;42;49;27;19;59;34;26;15;1;44;11;43;23;9;17;47;62;10;32;56;21;45;51;64;31;24;14;7;54;52;48;37;35;38;4;5;8;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;13;6
3;61;42;49;27;19;59;34;26;15;1;44;11;43;23;31;17;47;62;10;32;56;21;45;51;64;9;24;14;7;54;52;48;37;35;38;4;5;8;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;13;6;8;294
8;294;3;61;42;49;27;19;59;34;26;15;1;44;11;43;23;31;17;47;62;10;32;56;21;45;51;64;9;24;14;7;54;52;48;37;35;38;4;5;8;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;13;6
3;61;42;49;27;19;59;34;26;15;13;44;11;43;23;31;17;47;62;10;32;56;21;45;51;64;9;24;14;7;54;52;48;37;35;38;4;5;8;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;1;6;8;306
8;306;3;61;42;49;27;19;59;34;26;15;13;44;11;43;23;31;17;47;62;10;32;56;21;45;51;64;9;24;14;7;54;52;48;37;35;38;4;5;8;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;29;36;25;33;20;2;28;1;6
3;61;29;49;27;19;59;34;26;15;13;44;11;43;23;31;17;47;62;10;32;56;21;45;51;64;9;24;14;7;54;52;48;37;35;38;4;5;8;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;42;36;25;33;20;2;28;1;6;8;302
8;302;3;61;29;49;27;19;59;34;26;15;13;44;11;43;23;31;17;47;62;10;32;56;21;45;51;64;9;24;14;7;54;52;48;37;35;38;4;5;8;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;42;36;25;33;20;2;28;1;6
3;61;29;49;27;19;59;34;26;15;13;44;11;43;23;31;17;8;62;10;32;56;21;45;51;64;9;24;14;7;54;52;48;37;35;38;4;5;47;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;42;36;25;33;20;2;28;1;6;8;296
8;296;3;61;29;49;27;19;59;34;26;15;13;44;11;43;23;31;17;8;62;10;32;56;21;45;51;64;9;24;14;7;54;52;48;37;35;38;4;5;47;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;42;36;25;33;20;2;28;1;6
3;61;29;49;27;19;59;34;26;15;13;44;11;43;23;31;17;8;62;10;32;56;21;45;51;64;9;24;14;7;54;52;48;37;35;38;4;5;47;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;42;28;25;33;20;2;36;1;6;8;296
8;296;3;61;29;49;27;19;59;34;26;15;13;44;11;43;23;31;17;8;62;10;32;56;21;45;51;64;9;24;14;7;54;52;48;37;35;38;4;5;47;18;46;41;55;12;39;50;60;40;30;22;58;53;16;57;63;42;28;25;33;20;2;36;1;6
3;61;29;50;27;19;59;34;26;15;13;44;11;43;23;31;17;8;62;10;32;56;21;45;51;64;9;24;14;7;54;52;48;37;35;38;4;5;47;18;46;41;55;12;39;49;60;40;30;22;58;53;16;57;63;42;28;25;33;20;2;36;1;6;8;292
8;292;3;61;29;50;27;19;59;34;26;15;13;44;11;43;23;31;17;8;62;10;32;56;21;45;51;64;9;24;14;7;54;52;48;37;35;38;4;5;47;18;46;41;55;12;39;49;60;40;30;22;58;53;16;57;63;42;28;25;33;20;2;36;1;6
3;61;29;50;27;19;59;34;26;15;13;44;11;43;23;31;17;8;62;10;32;56;21;36;51;64;9;24;14;7;54;52;48;37;35;38;4;5;47;18;46;41;55;12;39;49;60;40;30;22;58;53;16;57;63;42;28;25;33;20;2;45;1;6;8;292
8;292;3;61;29;50;27;19;59;34;26;15;13;44;11;43;23;31;17;8;62;10;32;56;21;36;51;64;9;24;14;7;54;52;48;37;35;38;4;5;47;18;46;41;55;12;39;49;60;40;30;22;58;53;16;57;63;42;28;25;33;20;2;45;1;6
3;61;29;50;27;19;59;34;26;15;13;44;11;43;23;31;17;8;62;10;32;56;21;36;51;64;9;24;14;7;54;52;48;37;35;22;4;5;47;18;46;41;55;12;39;49;60;40;30;38;58;53;16;57;63;42;28;25;33;20;2;45;1;6;8;292
8;292;3;61;29;50;27;19;59;34;26;15;13;44;11;43;23;31;17;8;62;10;32;56;21;36;51;64;9;24;14;7;54;52;48;37;35;22;4;5;47;18;46;41;55;12;39;49;60;40;30;38;58;53;16;57;63;42;28;25;33;20;2;45;1;6
57;61;29;50;27;19;59;34;26;15;13;44;11;43;23;31;17;8;62;10;32;56;21;36;51;64;9;24;14;7;54;52;48;37;35;22;4;5;47;18;46;41;55;12;39;49;60;40;30;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6;8;292
8;292;57;61;29;50;27;19;59;34;26;15;13;44;11;43;23;31;17;8;62;10;32;56;21;36;51;64;9;24;14;7;54;52;48;37;35;22;4;5;47;18;46;41;55;12;39;49;60;40;30;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6
57;61;29;50;27;19;59;34;26;15;13;44;11;43;23;31;17;8;62;10;32;56;21;36;51;64;9;24;14;18;54;52;48;37;35;22;4;5;47;7;46;41;55;12;39;49;60;40;30;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6;8;292
8;292;57;61;29;50;27;19;59;34;26;15;13;44;11;43;23;31;17;8;62;10;32;56;21;36;51;64;9;24;14;18;54;52;48;37;35;22;4;5;47;7;46;41;55;12;39;49;60;40;30;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6
57;61;29;50;27;19;59;34;26;30;13;44;11;43;23;31;17;8;62;10;32;56;21;36;51;64;9;24;14;18;54;52;48;37;35;22;4;5;47;7;46;41;55;12;39;49;60;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6;8;288
9;288;57;61;29;50;27;19;59;34;26;30;13;44;11;43;23;31;17;8;62;10;32;56;21;36;51;64;9;24;14;18;54;52;48;37;35;22;4;5;47;7;46;41;55;12;39;49;60;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6
57;61;29;50;27;19;59;34;64;30;13;44;11;43;23;31;17;8;62;10;32;56;21;36;51;26;9;24;14;18;54;52;48;37;35;22;4;5;47;7;46;41;55;12;39;49;60;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6;9;288
9;288;57;61;29;50;27;19;59;34;64;30;13;44;11;43;23;31;17;8;62;10;32;56;21;36;51;26;9;24;14;18;54;52;48;37;35;22;4;5;47;7;46;41;55;12;39;49;60;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6
57;61;29;50;27;19;59;34;64;13;30;44;11;43;23;31;17;8;62;10;32;56;21;36;51;26;9;24;14;18;54;52;48;37;35;22;4;5;47;7;46;41;55;12;39;49;60;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6;9;292
9;292;57;61;29;50;27;19;59;34;64;13;30;44;11;43;23;31;17;8;62;10;32;56;21;36;51;26;9;24;14;18;54;52;48;37;35;22;4;5;47;7;46;41;55;12;39;49;60;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6
57;61;29;50;27;19;59;34;64;13;30;44;23;43;11;31;17;8;62;10;32;56;21;36;51;26;9;24;14;18;54;52;48;37;35;22;4;5;47;7;46;41;55;12;39;49;60;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6;9;278
9;278;57;61;29;50;27;19;59;34;64;13;30;44;23;43;11;31;17;8;62;10;32;56;21;36;51;26;9;24;14;18;54;52;48;37;35;22;4;5;47;7;46;41;55;12;39;49;60;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6
57;61;29;50;27;19;60;34;64;13;30;44;23;43;11;31;17;8;62;10;32;56;21;36;51;26;9;24;14;18;54;52;48;37;35;22;4;5;47;7;46;41;55;12;39;49;59;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6;9;278
9;278;57;61;29;50;27;19;60;34;64;13;30;44;23;43;11;31;17;8;62;10;32;56;21;36;51;26;9;24;14;18;54;52;48;37;35;22;4;5;47;7;46;41;55;12;39;49;59;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6
57;61;29;50;27;19;60;34;64;13;30;44;48;43;11;31;17;8;62;10;32;56;21;36;51;26;9;24;14;18;54;52;23;37;35;22;4;5;47;7;46;41;55;12;39;49;59;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6;9;278
9;278;57;61;29;50;27;19;60;34;64;13;30;44;48;43;11;31;17;8;62;10;32;56;21;36;51;26;9;24;14;18;54;52;23;37;35;22;4;5;47;7;46;41;55;12;39;49;59;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6
57;61;29;50;27;19;60;34;64;13;30;44;48;43;11;31;17;8;62;10;32;56;21;36;51;59;9;24;14;18;54;52;23;37;35;22;4;5;47;7;46;41;55;12;39;49;26;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6;9;278
9;278;57;61;29;50;27;19;60;34;64;13;30;44;48;43;11;31;17;8;62;10;32;56;21;36;51;59;9;24;14;18;54;52;23;37;35;22;4;5;47;7;46;41;55;12;39;49;26;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6
57;61;29;50;27;19;60;34;64;56;30;44;48;43;11;31;17;8;62;10;32;13;21;36;51;59;9;24;14;18;54;52;23;37;35;22;4;5;47;7;46;41;55;12;39;49;26;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6;9;280
9;280;57;61;29;50;27;19;60;34;64;56;30;44;48;43;11;31;17;8;62;10;32;13;21;36;51;59;9;24;14;18;54;52;23;37;35;22;4;5;47;7;46;41;55;12;39;49;26;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6
57;61;29;50;27;19;60;34;64;56;30;44;48;43;11;31;17;8;62;10;32;13;21;36;51;59;9;24;14;18;54;52;23;37;35;22;4;12;47;7;46;41;55;5;39;49;26;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6;9;284
9;284;57;61;29;50;27;19;60;34;64;56;30;44;48;43;11;31;17;8;62;10;32;13;21;36;51;59;9;24;14;18;54;52;23;37;35;22;4;12;47;7;46;41;55;5;39;49;26;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6
57;61;29;50;27;55;60;34;64;56;30;44;48;43;11;31;17;8;62;10;32;13;21;36;51;59;9;24;14;18;54;52;23;37;35;22;4;12;47;7;46;41;19;5;39;49;26;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6;9;288
9;288;57;61;29;50;27;55;60;34;64;56;30;44;48;43;11;31;17;8;62;10;32;13;21;36;51;59;9;24;14;18;54;52;23;37;35;22;4;12;47;7;46;41;19;5;39;49;26;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6
57;61;29;50;27;55;60;34;64;56;30;44;48;43;11;31;17;8;62;10;32;13;21;35;51;59;9;24;14;18;54;52;23;37;36;22;4;12;47;7;46;41;19;5;39;49;26;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6;9;290
9;290;57;61;29;50;27;55;60;34;64;56;30;44;48;43;11;31;17;8;62;10;32;13;21;35;51;59;9;24;14;18;54;52;23;37;36;22;4;12;47;7;46;41;19;5;39;49;26;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6
57;61;29;50;27;55;60;34;64;56;30;44;48;43;11;31;17;8;62;10;32;13;21;35;51;59;9;24;22;18;54;52;23;37;36;14;4;12;47;7;46;41;19;5;39;49;26;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6;9;290
9;290;57;61;29;50;27;55;60;34;64;56;30;44;48;43;11;31;17;8;62;10;32;13;21;35;51;59;9;24;22;18;54;52;23;37;36;14;4;12;47;7;46;41;19;5;39;49;26;40;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6
57;40;29;50;27;55;60;34;64;56;30;44;48;43;11;31;17;8;62;10;32;13;21;35;51;59;9;24;22;18;54;52;23;37;36;14;4;12;47;7;46;41;19;5;39;49;26;61;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6;9;290
9;290;57;40;29;50;27;55;60;34;64;56;30;44;48;43;11;31;17;8;62;10;32;13;21;35;51;59;9;24;22;18;54;52;23;37;36;14;4;12;47;7;46;41;19;5;39;49;26;61;15;38;58;53;16;3;63;42;28;25;33;20;2;45;1;6
57;40;29;50;27;55;60;34;64;56;30;44;48;43;11;31;17;8;62;10;32;13;21;35;51;59;9;24;22;18;54;52;23;37;36;14;4;12;47;7;46;41;19;5;53;49;26;61;15;38;58;39;16;3;63;42;28;25;33;20;2;45;1;6;9;290
9;290;57;40;29;50;27;55;60;34;64;56;30;44;48;43;11;31;17;8;62;10;32;13;21;35;51;59;9;24;22;18;54;52;23;37;36;14;4;12;47;7;46;41;19;5;53;49;26;61;15;38;58;39;16;3;63;42;28;25;33;20;2;45;1;6
57;40;29;50;27;55;60;34;64;56;30;44;48;43;11;31;17;8;62;18;32;13;21;35;51;59;9;24;22;10;54;52;23;37;36;14;4;12;47;7;46;41;19;5;53;49;26;61;15;38;58;39;16;3;63;42;28;25;33;20;2;45;1;6;9;290
9;290;57;40;29;50;27;55;60;34;64;56;30;44;48;43;11;31;17;8;62;18;32;13;21;35;51;59;9;24;22;10;54;52;23;37;36;14;4;12;47;7;46;41;19;5;53;49;26;61;15;38;58;39;16;3;63;42;28;25;33;20;2;45;1;6
57;40;29;50;27;55;60;34;64;56;30;44;48;43;11;31;17;8;62;18;32;13;21;35;51;59;9;24;22;10;54;52;23;37;36;14;4;12;47;7;46;41;19;5;53;49;26;61;15;38;58;39;16;3;63;45;28;25;33;20;2;42;1;6;9;290
9;290;57;40;29;50;27;55;60;34;64;56;30;44;48;43;11;31;17;8;62;18;32;13;21;35;51;59;9;24;22;10;54;52;23;37;36;14;4;12;47;7;46;41;19;5;53;49;26;61;15;38;58;39;16;3;63;45;28;25;33;20;2;42;1;6
57;40;29;50;27;55;60;34;64;56;30;44;48;43;11;31;17;8;62;41;32;13;21;35;51;59;9;24;22;10;54;52;23;37;36;14;4;12;47;7;46;18;19;5;53;49;26;61;15;38;58;39;16;3;63;45;28;25;33;20;2;42;1;6;9;294
9;294;57;40;29;50;27;55;60;34;64;56;30;44;48;43;11;31;17;8;62;41;32;13;21;35;51;59;9;24;22;10;54;52;23;37;36;14;4;12;47;7;46;18;19;5;53;49;26;61;15;38;58;39;16;3;63;45;28;25;33;20;2;42;1;6
57;40;29;50;27;55;60;24;64;56;30;44;48;43;11;31;17;8;62;41;32;13;21;35;51;59;9;34;22;10;54;52;23;37;36;14;4;12;47;7;46;18;19;5;53;49;26;61;15;38;58;39;16;3;63;45;28;25;33;20;2;42;1;6;9;286
9;286;57;40;29;50;27;55;60;24;64;56;30;44;48;43;11;31;17;8;62;41;32;13;21;35;51;59;9;34;22;10;54;52;23;37;36;14;4;12;47;7;46;18;19;5;53;49;26;61;15;38;58;39;16;3;63;45;28;25;33;20;2;42;1;6
57;40;29;50;27;55;60;24;64;56;30;44;23;43;11;31;17;8;62;41;32;13;21;35;51;59;9;34;22;10;54;52;48;37;36;14;4;12;47;7;46;18;19;5;53;49;26;61;15;38;58;39;16;3;63;45;28;25;33;20;2;42;1;6;9;282
9;282;57;40;29;50;27;55;60;24;64;56;30;44;23;43;11;31;17;8;62;41;32;13;21;35;51;59;9;34;22;10;54;52;48;37;36;14;4;12;47;7;46;18;19;5;53;49;26;61;15;38;58;39;16;3;63;45;28;25;33;20;2;42;1;6
57;40;29;50;27;55;60;24;64;56;30;44;23;43;11;31;17;49;62;41;32;13;21;35;51;59;9;34;22;10;54;52;48;37;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;3;63;45;28;25;33;20;2;42;1;6;9;274
9;274;57;40;29;50;27;55;60;24;64;56;30;44;23;43;11;31;17;49;62;41;32;13;21;35;51;59;9;34;22;10;54;52;48;37;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;3;63;45;28;25;33;20;2;42;1;6
57;40;29;50;27;55;60;24;64;56;30;44;23;43;11;31;17;49;62;41;32;13;21;35;51;59;9;52;22;10;54;34;48;37;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;3;63;45;28;25;33;20;2;42;1;6;9;278
10;278;57;40;29;50;27;55;60;24;64;56;30;44;23;43;11;31;17;49;62;41;32;13;21;35;51;59;9;52;22;10;54;34;48;37;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;3;63;45;28;25;33;20;2;42;1;6
57;40;29;50;27;55;60;24;64;56;30;44;23;43;11;31;17;49;62;41;32;13;21;35;51;59;9;52;22;10;54;34;48;37;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;63;45;28;25;3;20;2;42;1;6;10;278
10;278;57;40;29;50;27;55;60;24;64;56;30;44;23;43;11;31;17;49;62;41;32;13;21;35;51;59;9;52;22;10;54;34;48;37;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;63;45;28;25;3;20;2;42;1;6
57;40;3;50;27;55;60;24;64;56;30;44;23;43;11;31;17;49;62;41;32;13;21;35;51;59;9;52;22;10;54;34;48;37;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;63;45;28;25;29;20;2;42;1;6;10;278
10;278;57;40;3;50;27;55;60;24;64;56;30;44;23;43;11;31;17;49;62;41;32;13;21;35;51;59;9;52;22;10;54;34;48;37;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;63;45;28;25;29;20;2;42;1;6
57;40;3;50;27;55;60;24;64;56;30;54;23;43;11;31;17;49;62;41;32;13;21;35;51;59;9;52;22;10;44;34;48;37;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;63;45;28;25;29;20;2;42;1;6;10;278
10;278;57;40;3;50;27;55;60;24;64;56;30;54;23;43;11;31;17;49;62;41;32;13;21;35;51;59;9;52;22;10;44;34;48;37;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;63;45;28;25;29;20;2;42;1;6
57;40;3;51;27;55;60;24;64;56;30;54;23;43;11;31;17;49;62;41;32;13;21;35;50;59;9;52;22;10;44;34;48;37;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;63;45;28;25;29;20;2;42;1;6;10;278
10;278;57;40;3;51;27;55;60;24;64;56;30;54;23;43;11;31;17;49;62;41;32;13;21;35;50;59;9;52;22;10;44;34;48;37;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;63;45;28;25;29;20;2;42;1;6
57;40;3;51;27;55;60;24;64;56;30;54;23;43;11;31;17;49;62;41;32;13;21;35;50;42;9;52;22;10;44;34;48;37;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;63;45;28;25;29;20;2;59;1;6;10;278
10;278;57;40;3;51;27;55;60;24;64;56;30;54;23;43;11;31;17;49;62;41;32;13;21;35;50;42;9;52;22;10;44;34;48;37;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;63;45;28;25;29;20;2;59;1;6
57;40;3;51;27;55;60;24;64;56;30;54;23;43;11;31;17;49;62;41;32;13;21;35;50;42;37;52;22;10;44;34;48;9;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;63;45;28;25;29;20;2;59;1;6;10;274
10;274;57;40;3;51;27;55;60;24;64;56;30;54;23;43;11;31;17;49;62;41;32;13;21;35;50;42;37;52;22;10;44;34;48;9;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;63;45;28;25;29;20;2;59;1;6
57;40;3;51;27;55;60;24;64;56;63;54;23;43;11;31;17;49;62;41;32;13;21;35;50;42;37;52;22;10;44;34;48;9;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;30;45;28;25;29;20;2;59;1;6;10;270
10;270;57;40;3;51;27;55;60;24;64;56;63;54;23;43;11;31;17;49;62;41;32;13;21;35;50;42;37;52;22;10;44;34;48;9;36;14;4;12;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;30;45;28;25;29;20;2;59;1;6
57;40;3;51;27;55;12;24;64;56;63;54;23;43;11;31;17;49;62;41;32;13;21;35;50;42;37;52;22;10;44;34;48;9;36;14;4;60;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;30;45;28;25;29;20;2;59;1;6;10;270
10;270;57;40;3;51;27;55;12;24;64;56;63;54;23;43;11;31;17;49;62;41;32;13;21;35;50;42;37;52;22;10;44;34;48;9;36;14;4;60;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;30;45;28;25;29;20;2;59;1;6
57;40;3;51;27;55;12;24;64;56;63;54;23;43;11;31;17;49;62;41;32;13;21;35;50;42;37;52;22;10;44;34;48;9;36;14;4;60;25;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;30;45;28;47;29;20;2;59;1;6;10;282
10;270;57;40;3;51;27;55;12;24;64;56;63;54;23;43;11;31;17;49;62;41;32;13;21;35;50;42;37;52;22;10;44;34;48;9;36;14;4;60;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;30;45;28;25;29;20;2;59;1;6
57;40;3;51;27;55;12;24;64;56;37;54;23;43;11;31;17;49;62;41;32;13;21;35;50;42;63;52;22;10;44;34;48;9;36;14;4;60;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;30;45;28;25;29;20;2;59;1;6;10;266
10;266;57;40;3;51;27;55;12;24;64;56;37;54;23;43;11;31;17;49;62;41;32;13;21;35;50;42;63;52;22;10;44;34;48;9;36;14;4;60;47;7;46;18;19;5;53;8;26;61;15;38;58;39;16;33;30;45;28;25;29;20;2;59;1;6
57;40;3;51;27;55;12;24;64;56;37;54;23;43;11;31;17;7;62;41;32;13;21;35;50;42;63;52;22;10;44;34;48;9;36;14;4;60;47;49;46;18;19;5;53;8;26;61;15;38;58;39;16;33;30;45;28;25;29;20;2;59;1;6;10;266
10;266;57;40;3;51;27;55;12;24;64;56;37;54;23;43;11;31;17;7;62;41;32;13;21;35;50;42;63;52;22;10;44;34;48;9;36;14;4;60;47;49;46;18;19;5;53;8;26;61;15;38;58;39;16;33;30;45;28;25;29;20;2;59;1;6
57;40;3;51;27;55;12;24;64;56;37;54;23;43;11;31;17;7;62;41;32;13;21;35;50;42;63;52;22;25;44;34;48;9;36;14;4;60;47;49;46;18;19;5;53;8;26;61;15;38;58;39;16;33;30;45;28;10;29;20;2;59;1;6;10;266
10;266;57;40;3;51;27;55;12;24;64;56;37;54;23;43;11;31;17;7;62;41;32;13;21;35;50;42;63;52;22;25;44;34;48;9;36;14;4;60;47;49;46;18;19;5;53;8;26;61;15;38;58;39;16;33;30;45;28;10;29;20;2;59;1;6
57;40;3;51;27;55;12;24;64;56;37;54;23;43;11;31;17;7;62;41;60;13;21;35;50;42;63;52;22;25;44;34;48;9;36;14;4;32;47;49;46;18;19;5;53;8;26;61;15;38;58;39;16;33;30;45;28;10;29;20;2;59;1;6;10;266
