"X1";"X286";"X23";"X31";"X36";"X60";"X3";"X35";"X46";"X58";"X25";"X39";"X63";"X51";"X29";"X28";"X55";"X49";"X33";"X45";"X21";"X20";"X7";"X18";"X56";"X59";"X37";"X62";"X54";"X14";"X57";"X16";"X4";"X13";"X64";"X27";"X24";"X11";"X44";"X43";"X9";"X8";"X41";"X32";"X22";"X50";"X53";"X2";"X15";"X10";"X47";"X26";"X30";"X42";"X38";"X61";"X19";"X17";"X5";"X12";"X34";"X1.1";"X52";"X6";"X40";"X48"
22;37;31;52;8;63;40;58;3;25;38;42;64;57;21;20;46;11;53;30;12;32;41;49;2;19;44;1;18;27;5;34;15;23;60;9;17;7;51;10;59;47;61;4;39;16;45;62;43;56;13;35;24;14;54;29;36;26;55;33;48;28;50;6;8;288
8;288;22;37;31;52;8;63;40;58;3;25;38;42;64;57;21;20;46;11;53;30;12;32;41;49;2;19;44;1;18;27;5;34;15;23;60;9;17;7;51;10;59;47;61;4;39;16;45;62;43;56;13;35;24;14;54;29;36;26;55;33;48;28;50;6
22;37;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;11;53;30;12;32;41;49;2;19;44;1;18;27;5;34;15;23;60;9;17;7;51;10;59;47;46;4;39;16;45;62;43;56;13;35;24;14;54;29;36;26;55;33;48;28;50;6;8;276
8;276;22;37;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;11;53;30;12;32;41;49;2;19;44;1;18;27;5;34;15;23;60;9;17;7;51;10;59;47;46;4;39;16;45;62;43;56;13;35;24;14;54;29;36;26;55;33;48;28;50;6
22;37;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;13;53;30;12;32;41;49;2;19;44;1;18;27;5;34;15;23;60;9;17;7;51;10;59;47;46;4;39;16;45;62;43;56;11;35;24;14;54;29;36;26;55;33;48;28;50;6;8;276
8;276;22;37;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;13;53;30;12;32;41;49;2;19;44;1;18;27;5;34;15;23;60;9;17;7;51;10;59;47;46;4;39;16;45;62;43;56;11;35;24;14;54;29;36;26;55;33;48;28;50;6
22;37;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;13;53;16;12;32;41;49;2;19;44;1;18;27;5;34;15;23;60;9;17;7;51;10;59;47;46;4;39;30;45;62;43;56;11;35;24;14;54;29;36;26;55;33;48;28;50;6;8;252
8;252;22;37;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;13;53;16;12;32;41;49;2;19;44;1;18;27;5;34;15;23;60;9;17;7;51;10;59;47;46;4;39;30;45;62;43;56;11;35;24;14;54;29;36;26;55;33;48;28;50;6
22;37;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;13;53;16;12;32;41;49;2;19;44;1;18;27;5;15;34;23;60;9;17;7;51;10;59;47;46;4;39;30;45;62;43;56;11;35;24;14;54;29;36;26;55;33;48;28;50;6;8;252
8;252;22;37;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;13;53;16;12;32;41;49;2;19;44;1;18;27;5;15;34;23;60;9;17;7;51;10;59;47;46;4;39;30;45;62;43;56;11;35;24;14;54;29;36;26;55;33;48;28;50;6
22;7;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;13;53;16;12;32;41;49;2;19;44;1;18;27;5;15;34;23;60;9;17;37;51;10;59;47;46;4;39;30;45;62;43;56;11;35;24;14;54;29;36;26;55;33;48;28;50;6;8;252
8;252;22;7;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;13;53;16;12;32;41;49;2;19;44;1;18;27;5;15;34;23;60;9;17;37;51;10;59;47;46;4;39;30;45;62;43;56;11;35;24;14;54;29;36;26;55;33;48;28;50;6
22;7;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;13;53;16;12;32;41;49;2;19;44;1;18;27;5;15;34;23;60;9;17;10;51;37;59;47;46;4;39;30;45;62;43;56;11;35;24;14;54;29;36;26;55;33;48;28;50;6;8;252
8;252;22;7;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;13;53;16;12;32;41;49;2;19;44;1;18;27;5;15;34;23;60;9;17;10;51;37;59;47;46;4;39;30;45;62;43;56;11;35;24;14;54;29;36;26;55;33;48;28;50;6
22;7;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;13;53;16;12;32;41;49;2;19;44;1;18;27;5;15;34;35;60;9;17;10;51;37;59;47;46;4;39;30;45;62;43;56;11;23;24;14;54;29;36;26;55;33;48;28;50;6;8;252
8;252;22;7;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;13;53;16;12;32;41;49;2;19;44;1;18;27;5;15;34;35;60;9;17;10;51;37;59;47;46;4;39;30;45;62;43;56;11;23;24;14;54;29;36;26;55;33;48;28;50;6
22;7;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;13;53;16;27;32;41;49;2;19;44;1;18;12;5;15;34;35;60;9;17;10;51;37;59;47;46;4;39;30;45;62;43;56;11;23;24;14;54;29;36;26;55;33;48;28;50;6;8;256
8;256;22;7;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;13;53;16;27;32;41;49;2;19;44;1;18;12;5;15;34;35;60;9;17;10;51;37;59;47;46;4;39;30;45;62;43;56;11;23;24;14;54;29;36;26;55;33;48;28;50;6
22;7;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;13;53;16;27;32;41;49;2;19;44;1;18;12;5;15;34;35;60;9;17;10;51;54;59;47;46;4;39;30;45;62;43;56;11;23;24;14;37;29;36;26;55;33;48;28;50;6;8;256
8;256;22;7;31;52;8;63;40;58;3;25;38;42;64;57;21;20;61;13;53;16;27;32;41;49;2;19;44;1;18;12;5;15;34;35;60;9;17;10;51;54;59;47;46;4;39;30;45;62;43;56;11;23;24;14;37;29;36;26;55;33;48;28;50;6
22;7;31;52;8;63;40;58;3;25;38;42;64;57;21;54;61;13;53;16;27;32;41;49;2;19;44;1;18;12;5;15;34;35;60;9;17;10;51;20;59;47;46;4;39;30;45;62;43;56;11;23;24;14;37;29;36;26;55;33;48;28;50;6;8;256
8;256;22;7;31;52;8;63;40;58;3;25;38;42;64;57;21;54;61;13;53;16;27;32;41;49;2;19;44;1;18;12;5;15;34;35;60;9;17;10;51;20;59;47;46;4;39;30;45;62;43;56;11;23;24;14;37;29;36;26;55;33;48;28;50;6
22;7;31;52;8;63;28;58;3;25;38;42;64;57;21;54;61;13;53;16;27;32;41;49;2;19;44;1;18;12;5;15;34;35;60;9;17;10;51;20;59;47;46;4;39;30;45;62;43;56;11;23;24;14;37;29;36;26;55;33;48;40;50;6;8;256
8;256;22;7;31;52;8;63;28;58;3;25;38;42;64;57;21;54;61;13;53;16;27;32;41;49;2;19;44;1;18;12;5;15;34;35;60;9;17;10;51;20;59;47;46;4;39;30;45;62;43;56;11;23;24;14;37;29;36;26;55;33;48;40;50;6
22;7;31;52;8;63;28;58;3;25;38;42;64;57;21;54;61;13;53;16;27;32;41;49;2;19;44;1;18;12;5;15;34;35;60;9;17;10;51;20;59;47;46;4;39;30;45;62;43;24;11;23;56;14;37;29;36;26;55;33;48;40;50;6;8;256
8;256;22;7;31;52;8;63;28;58;3;25;38;42;64;57;21;54;61;13;53;16;27;32;41;49;2;19;44;1;18;12;5;15;34;35;60;9;17;10;51;20;59;47;46;4;39;30;45;62;43;24;11;23;56;14;37;29;36;26;55;33;48;40;50;6
22;7;31;52;8;40;28;58;3;25;38;42;64;57;21;54;61;13;53;16;27;32;41;49;2;19;44;1;18;12;5;15;34;35;60;9;17;10;51;20;59;47;46;4;39;30;45;62;43;24;11;23;56;14;37;29;36;26;55;33;48;63;50;6;8;272
9;272;22;7;31;52;8;40;28;58;3;25;38;42;64;57;21;54;61;13;53;16;27;32;41;49;2;19;44;1;18;12;5;15;34;35;60;9;17;10;51;20;59;47;46;4;39;30;45;62;43;24;11;23;56;14;37;29;36;26;55;33;48;63;50;6
22;7;31;52;8;40;28;58;3;25;38;42;64;57;21;54;61;13;53;16;27;32;41;49;2;19;44;1;18;12;5;15;34;35;60;9;55;10;51;20;59;47;46;4;39;30;45;62;43;24;11;23;56;14;37;29;36;26;17;33;48;63;50;6;9;276
9;276;22;7;31;52;8;40;28;58;3;25;38;42;64;57;21;54;61;13;53;16;27;32;41;49;2;19;44;1;18;12;5;15;34;35;60;9;55;10;51;20;59;47;46;4;39;30;45;62;43;24;11;23;56;14;37;29;36;26;17;33;48;63;50;6
22;7;31;52;8;40;28;58;3;25;38;42;64;57;21;54;61;60;53;16;27;32;41;49;2;19;44;1;18;12;5;15;34;35;13;9;55;10;51;20;59;47;46;4;39;30;45;62;43;24;11;23;56;14;37;29;36;26;17;33;48;63;50;6;9;278
9;278;22;7;31;52;8;40;28;58;3;25;38;42;64;57;21;54;61;60;53;16;27;32;41;49;2;19;44;1;18;12;5;15;34;35;13;9;55;10;51;20;59;47;46;4;39;30;45;62;43;24;11;23;56;14;37;29;36;26;17;33;48;63;50;6
22;7;31;52;8;40;28;58;3;25;38;42;64;57;21;54;61;60;53;16;27;32;41;24;2;19;44;1;18;12;5;15;34;35;13;9;55;10;51;20;59;47;46;4;39;30;45;62;43;49;11;23;56;14;37;29;36;26;17;33;48;63;50;6;9;278
9;278;22;7;31;52;8;40;28;58;3;25;38;42;64;57;21;54;61;60;53;16;27;32;41;24;2;19;44;1;18;12;5;15;34;35;13;9;55;10;51;20;59;47;46;4;39;30;45;62;43;49;11;23;56;14;37;29;36;26;17;33;48;63;50;6
22;7;31;52;8;40;28;58;3;25;38;42;64;57;21;54;61;60;53;16;27;32;41;24;2;19;44;1;18;12;5;15;34;35;13;9;55;10;51;20;59;47;46;4;39;63;45;62;43;49;11;23;56;14;37;29;36;26;17;33;48;30;50;6;9;274
9;274;22;7;31;52;8;40;28;58;3;25;38;42;64;57;21;54;61;60;53;16;27;32;41;24;2;19;44;1;18;12;5;15;34;35;13;9;55;10;51;20;59;47;46;4;39;63;45;62;43;49;11;23;56;14;37;29;36;26;17;33;48;30;50;6
22;7;31;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;41;24;2;19;44;1;18;12;5;15;34;35;13;9;55;10;51;20;59;47;46;4;39;63;45;62;43;49;11;23;56;14;37;29;36;26;17;33;48;64;50;6;9;274
9;274;22;7;31;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;41;24;2;19;44;1;18;12;5;15;34;35;13;9;55;10;51;20;59;47;46;4;39;63;45;62;43;49;11;23;56;14;37;29;36;26;17;33;48;64;50;6
22;7;31;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;41;24;2;19;44;1;18;12;5;15;34;35;13;9;55;10;51;20;59;47;46;4;39;63;45;62;43;49;11;23;48;14;37;29;36;26;17;33;56;64;50;6;9;274
9;274;22;7;31;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;41;24;2;19;44;1;18;12;5;15;34;35;13;9;55;10;51;20;59;47;46;4;39;63;45;62;43;49;11;23;48;14;37;29;36;26;17;33;56;64;50;6
22;7;31;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;56;24;2;19;44;1;18;12;5;15;34;35;13;9;55;10;51;20;59;47;46;4;39;63;45;62;43;49;11;23;48;14;37;29;36;26;17;33;41;64;50;6;9;274
9;274;22;7;31;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;56;24;2;19;44;1;18;12;5;15;34;35;13;9;55;10;51;20;59;47;46;4;39;63;45;62;43;49;11;23;48;14;37;29;36;26;17;33;41;64;50;6
22;7;31;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;56;24;2;19;44;1;18;12;5;15;34;35;47;9;55;10;51;20;59;13;46;4;39;63;45;62;43;49;11;23;48;14;37;29;36;26;17;33;41;64;50;6;9;274
9;274;22;7;31;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;56;24;2;19;44;1;18;12;5;15;34;35;47;9;55;10;51;20;59;13;46;4;39;63;45;62;43;49;11;23;48;14;37;29;36;26;17;33;41;64;50;6
22;7;31;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;56;24;2;19;44;1;18;12;5;15;34;35;47;9;55;10;51;20;59;13;46;4;39;26;45;62;43;49;11;23;48;14;37;29;36;63;17;33;41;64;50;6;9;282
9;282;22;7;31;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;56;24;2;19;44;1;18;12;5;15;34;35;47;9;55;10;51;20;59;13;46;4;39;26;45;62;43;49;11;23;48;14;37;29;36;63;17;33;41;64;50;6
22;7;31;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;56;24;2;19;44;1;46;12;5;15;34;35;47;9;55;10;51;20;59;13;18;4;39;26;45;62;43;49;11;23;48;14;37;29;36;63;17;33;41;64;50;6;9;282
9;282;22;7;31;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;56;24;2;19;44;1;46;12;5;15;34;35;47;9;55;10;51;20;59;13;18;4;39;26;45;62;43;49;11;23;48;14;37;29;36;63;17;33;41;64;50;6
22;7;48;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;56;24;2;19;44;1;46;12;5;15;34;35;47;9;55;10;51;20;59;13;18;4;39;26;45;62;43;49;11;23;31;14;37;29;36;63;17;33;41;64;50;6;9;280
9;280;22;7;48;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;56;24;2;19;44;1;46;12;5;15;34;35;47;9;55;10;51;20;59;13;18;4;39;26;45;62;43;49;11;23;31;14;37;29;36;63;17;33;41;64;50;6
22;7;56;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;48;24;2;19;44;1;46;12;5;15;34;35;47;9;55;10;51;20;59;13;18;4;39;26;45;62;43;49;11;23;31;14;37;29;36;63;17;33;41;64;50;6;9;284
9;284;22;7;56;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;48;24;2;19;44;1;46;12;5;15;34;35;47;9;55;10;51;20;59;13;18;4;39;26;45;62;43;49;11;23;31;14;37;29;36;63;17;33;41;64;50;6
22;7;56;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;48;24;2;43;44;1;46;12;5;15;34;35;47;9;55;10;51;20;59;13;18;4;39;26;45;62;19;49;11;23;31;14;37;29;36;63;17;33;41;64;50;6;9;284
9;284;22;7;56;52;8;40;28;58;3;25;38;42;30;57;21;54;61;60;53;16;27;32;48;24;2;43;44;1;46;12;5;15;34;35;47;9;55;10;51;20;59;13;18;4;39;26;45;62;19;49;11;23;31;14;37;29;36;63;17;33;41;64;50;6
22;7;56;52;8;40;28;58;3;25;38;42;30;57;21;54;53;60;61;16;27;32;48;24;2;43;44;1;46;12;5;15;34;35;47;9;55;10;51;20;59;13;18;4;39;26;45;62;19;49;11;23;31;14;37;29;36;63;17;33;41;64;50;6;9;284
9;284;22;7;56;52;8;40;28;58;3;25;38;42;30;57;21;54;53;60;61;16;27;32;48;24;2;43;44;1;46;12;5;15;34;35;47;9;55;10;51;20;59;13;18;4;39;26;45;62;19;49;11;23;31;14;37;29;36;63;17;33;41;64;50;6
22;7;56;52;8;40;28;58;3;25;38;55;30;57;21;54;53;60;61;16;27;32;48;24;2;43;44;1;46;12;5;15;34;35;47;9;42;10;51;20;59;13;18;4;39;26;45;62;19;49;11;23;31;14;37;29;36;63;17;33;41;64;50;6;9;280
9;280;22;7;56;52;8;40;28;58;3;25;38;55;30;57;21;54;53;60;61;16;27;32;48;24;2;43;44;1;46;12;5;15;34;35;47;9;42;10;51;20;59;13;18;4;39;26;45;62;19;49;11;23;31;14;37;29;36;63;17;33;41;64;50;6
22;7;56;52;8;40;28;58;3;25;38;55;30;57;21;54;53;60;61;16;27;32;48;24;2;43;44;1;46;12;5;15;34;35;47;9;42;10;51;20;59;13;18;4;39;26;45;62;19;29;11;23;31;14;37;49;36;63;17;33;41;64;50;6;9;280
9;280;22;7;56;52;8;40;28;58;3;25;38;55;30;57;21;54;53;60;61;16;27;32;48;24;2;43;44;1;46;12;5;15;34;35;47;9;42;10;51;20;59;13;18;4;39;26;45;62;19;29;11;23;31;14;37;49;36;63;17;33;41;64;50;6
22;7;56;52;8;40;28;58;3;25;38;55;30;57;21;54;53;60;61;23;27;32;48;24;2;43;44;1;46;12;5;15;34;35;47;9;42;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;14;37;49;36;63;17;33;41;64;50;6;9;282
9;282;22;7;56;52;8;40;28;58;3;25;38;55;30;57;21;54;53;60;61;23;27;32;48;24;2;43;44;1;46;12;5;15;34;35;47;9;42;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;14;37;49;36;63;17;33;41;64;50;6
22;7;56;52;8;40;2;58;3;25;38;55;30;57;21;54;53;60;61;23;27;32;48;24;28;43;44;1;46;12;5;15;34;35;47;9;42;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;14;37;49;36;63;17;33;41;64;50;6;9;282
9;282;22;7;56;52;8;40;2;58;3;25;38;55;30;57;21;54;53;60;61;23;27;32;48;24;28;43;44;1;46;12;5;15;34;35;47;9;42;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;14;37;49;36;63;17;33;41;64;50;6
22;7;33;52;8;40;2;58;3;25;38;55;30;57;21;54;53;60;61;23;27;32;48;24;28;43;44;1;46;12;5;15;34;35;47;9;42;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;14;37;49;36;63;17;56;41;64;50;6;9;282
9;282;22;7;33;52;8;40;2;58;3;25;38;55;30;57;21;54;53;60;61;23;27;32;48;24;28;43;44;1;46;12;5;15;34;35;47;9;42;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;14;37;49;36;63;17;56;41;64;50;6
22;7;33;52;8;40;2;58;3;25;38;55;30;57;21;54;53;60;61;23;27;32;48;24;28;43;44;46;1;12;5;15;34;35;47;9;42;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;14;37;49;36;63;17;56;41;64;50;6;9;282
10;282;22;7;33;52;8;40;2;58;3;25;38;55;30;57;21;54;53;60;61;23;27;32;48;24;28;43;44;46;1;12;5;15;34;35;47;9;42;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;14;37;49;36;63;17;56;41;64;50;6
22;7;33;52;8;40;2;58;3;25;38;55;30;57;21;54;53;60;61;23;27;32;48;24;28;43;44;46;1;12;5;42;34;35;47;9;15;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;14;37;49;36;63;17;56;41;64;50;6;10;294
10;294;22;7;33;52;8;40;2;58;3;25;38;55;30;57;21;54;53;60;61;23;27;32;48;24;28;43;44;46;1;12;5;42;34;35;47;9;15;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;14;37;49;36;63;17;56;41;64;50;6
22;7;33;52;8;40;2;58;3;25;38;55;30;57;21;54;53;60;61;23;27;32;48;24;28;6;44;46;1;12;5;42;34;35;47;9;15;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;14;37;49;36;63;17;56;41;64;50;43;10;294
10;294;22;7;33;52;8;40;2;58;3;25;38;55;30;57;21;54;53;60;61;23;27;32;48;24;28;6;44;46;1;12;5;42;34;35;47;9;15;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;14;37;49;36;63;17;56;41;64;50;43
22;7;33;52;8;40;2;58;3;25;38;55;30;57;21;54;53;60;61;23;27;32;48;24;28;6;44;64;1;12;5;42;34;35;47;9;15;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;14;37;49;36;63;17;56;41;46;50;43;10;298
10;298;22;7;33;52;8;40;2;58;3;25;38;55;30;57;21;54;53;60;61;23;27;32;48;24;28;6;44;64;1;12;5;42;34;35;47;9;15;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;14;37;49;36;63;17;56;41;46;50;43
60;7;33;52;8;40;2;58;3;25;38;55;30;57;21;54;53;22;61;23;27;32;48;24;28;6;44;64;1;12;5;42;34;35;47;9;15;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;14;37;49;36;63;17;56;41;46;50;43;10;298
10;298;60;7;33;52;8;40;2;58;3;25;38;55;30;57;21;54;53;22;61;23;27;32;48;24;28;6;44;64;1;12;5;42;34;35;47;9;15;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;14;37;49;36;63;17;56;41;46;50;43
60;7;33;52;8;40;2;58;3;25;38;55;30;57;21;54;53;22;61;23;27;32;48;24;28;6;44;64;1;12;5;42;34;35;47;9;15;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;50;37;49;36;63;17;56;41;46;14;43;10;298
10;298;60;7;33;52;8;40;2;58;3;25;38;55;30;57;21;54;53;22;61;23;27;32;48;24;28;6;44;64;1;12;5;42;34;35;47;9;15;10;51;20;59;13;18;4;39;26;45;62;19;29;11;16;31;50;37;49;36;63;17;56;41;46;14;43
60;7;33;52;8;40;2;58;3;25;38;55;30;57;21;54;53;22;61;23;27;32;48;24;28;6;44;64;1;12;5;42;34;35;47;9;15;10;51;20;29;13;18;4;39;26;45;62;19;59;11;16;31;50;37;49;36;63;17;56;41;46;14;43;10;298
10;298;60;7;33;52;8;40;2;58;3;25;38;55;30;57;21;54;53;22;61;23;27;32;48;24;28;6;44;64;1;12;5;42;34;35;47;9;15;10;51;20;29;13;18;4;39;26;45;62;19;59;11;16;31;50;37;49;36;63;17;56;41;46;14;43
60;7;33;52;8;40;2;58;3;25;38;55;30;23;21;54;53;22;61;57;27;32;48;24;28;6;44;64;1;12;5;42;34;35;47;9;15;10;51;20;29;13;18;4;39;26;45;62;19;59;11;16;31;50;37;49;36;63;17;56;41;46;14;43;10;286
10;286;60;7;33;52;8;40;2;58;3;25;38;55;30;23;21;54;53;22;61;57;27;32;48;24;28;6;44;64;1;12;5;42;34;35;47;9;15;10;51;20;29;13;18;4;39;26;45;62;19;59;11;16;31;50;37;49;36;63;17;56;41;46;14;43
60;7;33;52;8;40;2;58;3;25;38;55;30;23;21;54;53;22;61;57;27;32;48;24;28;6;44;64;1;12;5;26;34;35;47;9;15;10;51;20;29;13;18;4;39;42;45;62;19;59;11;16;31;50;37;49;36;63;17;56;41;46;14;43;10;290
10;290;60;7;33;52;8;40;2;58;3;25;38;55;30;23;21;54;53;22;61;57;27;32;48;24;28;6;44;64;1;12;5;26;34;35;47;9;15;10;51;20;29;13;18;4;39;42;45;62;19;59;11;16;31;50;37;49;36;63;17;56;41;46;14;43
60;7;33;52;8;40;2;58;3;25;38;55;30;23;21;54;53;22;61;57;27;32;48;24;28;6;44;64;1;12;5;26;34;35;47;63;15;10;51;20;29;13;18;4;39;42;45;62;19;59;11;16;31;50;37;49;36;9;17;56;41;46;14;43;10;290
10;290;60;7;33;52;8;40;2;58;3;25;38;55;30;23;21;54;53;22;61;57;27;32;48;24;28;6;44;64;1;12;5;26;34;35;47;63;15;10;51;20;29;13;18;4;39;42;45;62;19;59;11;16;31;50;37;49;36;9;17;56;41;46;14;43
60;7;33;52;8;40;2;58;3;25;64;55;30;23;21;54;53;22;61;57;27;32;48;24;28;6;44;38;1;12;5;26;34;35;47;63;15;10;51;20;29;13;18;4;39;42;45;62;19;59;11;16;31;50;37;49;36;9;17;56;41;46;14;43;10;294
10;294;60;7;33;52;8;40;2;58;3;25;64;55;30;23;21;54;53;22;61;57;27;32;48;24;28;6;44;38;1;12;5;26;34;35;47;63;15;10;51;20;29;13;18;4;39;42;45;62;19;59;11;16;31;50;37;49;36;9;17;56;41;46;14;43
60;7;33;52;8;40;2;58;3;25;64;55;62;23;21;54;53;22;61;57;27;32;48;24;28;6;44;38;1;12;5;26;34;35;47;63;15;10;51;20;29;13;18;4;39;42;45;30;19;59;11;16;31;50;37;49;36;9;17;56;41;46;14;43;10;294
10;294;60;7;33;52;8;40;2;58;3;25;64;55;62;23;21;54;53;22;61;57;27;32;48;24;28;6;44;38;1;12;5;26;34;35;47;63;15;10;51;20;29;13;18;4;39;42;45;30;19;59;11;16;31;50;37;49;36;9;17;56;41;46;14;43
60;7;33;52;8;40;2;16;3;25;64;55;62;23;21;54;53;22;61;57;27;32;48;24;28;6;44;38;1;12;5;26;34;35;47;63;15;10;51;20;29;13;18;4;39;42;45;30;19;59;11;58;31;50;37;49;36;9;17;56;41;46;14;43;10;290
10;290;60;7;33;52;8;40;2;16;3;25;64;55;62;23;21;54;53;22;61;57;27;32;48;24;28;6;44;38;1;12;5;26;34;35;47;63;15;10;51;20;29;13;18;4;39;42;45;30;19;59;11;58;31;50;37;49;36;9;17;56;41;46;14;43
60;7;33;52;8;40;2;16;3;25;64;55;62;23;21;54;53;22;61;57;27;32;48;24;28;6;17;38;1;12;5;26;34;35;47;63;15;10;51;20;29;13;18;4;39;42;45;30;19;59;11;58;31;50;37;49;36;9;44;56;41;46;14;43;10;282
10;282;60;7;33;52;8;40;2;16;3;25;64;55;62;23;21;54;53;22;61;57;27;32;48;24;28;6;17;38;1;12;5;26;34;35;47;63;15;10;51;20;29;13;18;4;39;42;45;30;19;59;11;58;31;50;37;49;36;9;44;56;41;46;14;43
60;7;33;52;8;40;2;16;3;25;64;55;62;23;21;54;14;22;61;57;27;32;48;24;28;6;17;38;1;12;5;26;34;35;47;63;15;10;51;20;29;13;18;4;39;42;45;30;19;59;11;58;31;50;37;49;36;9;44;56;41;46;53;43;10;274
10;274;60;7;33;52;8;40;2;16;3;25;64;55;62;23;21;54;14;22;61;57;27;32;48;24;28;6;17;38;1;12;5;26;34;35;47;63;15;10;51;20;29;13;18;4;39;42;45;30;19;59;11;58;31;50;37;49;36;9;44;56;41;46;53;43
60;7;43;52;8;40;2;16;3;25;64;55;62;23;21;54;14;22;61;57;27;32;48;24;28;6;17;38;1;12;5;26;34;35;47;63;15;10;51;20;29;13;18;4;39;42;45;30;19;59;11;58;31;50;37;49;36;9;44;56;41;46;53;33;10;270
10;270;60;7;43;52;8;40;2;16;3;25;64;55;62;23;21;54;14;22;61;57;27;32;48;24;28;6;17;38;1;12;5;26;34;35;47;63;15;10;51;20;29;13;18;4;39;42;45;30;19;59;11;58;31;50;37;49;36;9;44;56;41;46;53;33
60;7;43;52;8;40;37;16;3;25;64;55;62;23;21;54;14;22;61;57;27;32;48;24;28;6;17;38;1;12;5;26;34;35;47;63;15;10;51;20;29;13;18;4;39;42;45;30;19;59;11;58;31;50;2;49;36;9;44;56;41;46;53;33;10;270
10;270;60;7;43;52;8;40;37;16;3;25;64;55;62;23;21;54;14;22;61;57;27;32;48;24;28;6;17;38;1;12;5;26;34;35;47;63;15;10;51;20;29;13;18;4;39;42;45;30;19;59;11;58;31;50;2;49;36;9;44;56;41;46;53;33
60;7;43;52;8;40;37;16;3;25;64;55;62;23;21;54;14;22;61;57;27;32;48;24;28;6;17;38;1;12;5;26;34;35;47;63;15;10;51;56;29;13;18;4;39;42;45;30;19;59;11;58;31;50;2;49;36;9;44;20;41;46;53;33;10;270
10;270;60;7;43;52;8;40;37;16;3;25;64;55;62;23;21;54;14;22;61;57;27;32;48;24;28;6;17;38;1;12;5;26;34;35;47;63;15;10;51;56;29;13;18;4;39;42;45;30;19;59;11;58;31;50;2;49;36;9;44;20;41;46;53;33
60;7;43;52;8;40;37;16;3;25;22;55;62;23;21;54;14;64;61;57;27;32;48;24;28;6;17;38;1;12;5;26;34;35;47;63;15;10;51;56;29;13;18;4;39;42;45;30;19;59;11;58;31;50;2;49;36;9;44;20;41;46;53;33;10;266
10;266;60;7;43;52;8;40;37;16;3;25;22;55;62;23;21;54;14;64;61;57;27;32;48;24;28;6;17;38;1;12;5;26;34;35;47;63;15;10;51;56;29;13;18;4;39;42;45;30;19;59;11;58;31;50;2;49;36;9;44;20;41;46;53;33
