"X1";"X304";"X30";"X64";"X40";"X45";"X57";"X49";"X51";"X1.1";"X21";"X53";"X12";"X8";"X43";"X14";"X46";"X58";"X47";"X54";"X59";"X20";"X4";"X5";"X39";"X42";"X27";"X61";"X63";"X52";"X36";"X17";"X56";"X16";"X7";"X15";"X25";"X23";"X55";"X24";"X34";"X11";"X2";"X22";"X6";"X41";"X18";"X3";"X9";"X38";"X37";"X13";"X48";"X50";"X29";"X33";"X35";"X26";"X31";"X19";"X10";"X62";"X60";"X28";"X44";"X32"
47;59;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;64;26;37;49;25;57;56;45;41;6;18;53;33;35;32;44;4;42;61;36;17;46;34;10;11;2;13;15;14;20;29;55;28;24;62;22;63;16;8;12;1;23;48;5;9;38;21;286
21;286;47;59;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;64;26;37;49;25;57;56;45;41;6;18;53;33;35;32;44;4;42;61;36;17;46;34;10;11;2;13;15;14;20;29;55;28;24;62;22;63;16;8;12;1;23;48;5;9;38
47;59;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;64;26;37;49;25;57;56;45;41;6;62;53;33;35;32;44;4;42;61;36;17;46;34;10;11;2;13;15;14;20;29;55;28;24;18;22;63;16;8;12;1;23;48;5;9;38;21;286
21;286;47;59;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;64;26;37;49;25;57;56;45;41;6;62;53;33;35;32;44;4;42;61;36;17;46;34;10;11;2;13;15;14;20;29;55;28;24;18;22;63;16;8;12;1;23;48;5;9;38
47;59;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;64;26;37;49;25;57;56;45;41;6;62;53;33;35;32;44;4;42;61;36;17;46;34;10;11;2;13;15;14;20;29;55;28;24;18;22;63;48;8;12;1;23;16;5;9;38;21;286
21;286;47;59;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;64;26;37;49;25;57;56;45;41;6;62;53;33;35;32;44;4;42;61;36;17;46;34;10;11;2;13;15;14;20;29;55;28;24;18;22;63;48;8;12;1;23;16;5;9;38
47;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;64;26;37;49;25;57;56;45;41;6;62;53;33;35;32;44;4;42;61;36;17;46;34;10;11;2;13;15;14;20;59;55;28;24;18;22;63;48;8;12;1;23;16;5;9;38;21;286
21;286;47;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;64;26;37;49;25;57;56;45;41;6;62;53;33;35;32;44;4;42;61;36;17;46;34;10;11;2;13;15;14;20;59;55;28;24;18;22;63;48;8;12;1;23;16;5;9;38
47;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;64;26;37;49;25;57;56;15;41;6;62;53;33;35;32;44;4;42;61;36;17;46;34;10;11;2;13;45;14;20;59;55;28;24;18;22;63;48;8;12;1;23;16;5;9;38;21;286
21;286;47;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;64;26;37;49;25;57;56;15;41;6;62;53;33;35;32;44;4;42;61;36;17;46;34;10;11;2;13;45;14;20;59;55;28;24;18;22;63;48;8;12;1;23;16;5;9;38
47;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;22;26;37;49;25;57;56;15;41;6;62;53;33;35;32;44;4;42;61;36;17;46;34;10;11;2;13;45;14;20;59;55;28;24;18;64;63;48;8;12;1;23;16;5;9;38;21;278
21;278;47;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;22;26;37;49;25;57;56;15;41;6;62;53;33;35;32;44;4;42;61;36;17;46;34;10;11;2;13;45;14;20;59;55;28;24;18;64;63;48;8;12;1;23;16;5;9;38
47;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;22;26;37;49;25;57;56;15;41;6;62;53;33;35;32;44;4;42;24;36;17;46;34;10;11;2;13;45;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;9;38;21;262
21;262;47;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;22;26;37;49;25;57;56;15;41;6;62;53;33;35;32;44;4;42;24;36;17;46;34;10;11;2;13;45;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;9;38
47;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;22;26;37;49;6;57;56;15;41;25;62;53;33;35;32;44;4;42;24;36;17;46;34;10;11;2;13;45;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;9;38;21;262
21;262;47;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;22;26;37;49;6;57;56;15;41;25;62;53;33;35;32;44;4;42;24;36;17;46;34;10;11;2;13;45;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;9;38
10;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;22;26;37;49;6;57;56;15;41;25;62;53;33;35;32;44;4;42;24;36;17;46;34;47;11;2;13;45;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;9;38;21;262
21;262;10;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;22;26;37;49;6;57;56;15;41;25;62;53;33;35;32;44;4;42;24;36;17;46;34;47;11;2;13;45;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;9;38
10;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;22;26;37;49;6;57;56;15;41;25;62;13;33;35;32;44;4;42;24;36;17;46;34;47;11;2;53;45;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;9;38;21;258
21;258;10;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;22;26;37;49;6;57;56;15;41;25;62;13;33;35;32;44;4;42;24;36;17;46;34;47;11;2;53;45;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;9;38
10;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;22;26;37;49;6;57;56;15;41;25;62;13;33;35;32;44;4;42;24;36;17;46;34;47;45;2;53;11;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;9;38;21;254
21;254;10;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;22;26;37;49;6;57;56;15;41;25;62;13;33;35;32;44;4;42;24;36;17;46;34;47;45;2;53;11;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;9;38
10;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;22;26;37;49;38;57;56;15;41;25;62;13;33;35;32;44;4;42;24;36;17;46;34;47;45;2;53;11;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;9;6;21;254
21;254;10;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;22;26;37;49;38;57;56;15;41;25;62;13;33;35;32;44;4;42;24;36;17;46;34;47;45;2;53;11;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;9;6
10;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;22;26;37;49;38;57;56;15;41;25;62;13;33;35;32;44;4;42;24;36;17;46;34;47;45;2;11;53;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;9;6;21;238
21;238;10;29;27;51;21;3;43;40;30;54;7;31;58;19;50;52;39;60;22;26;37;49;38;57;56;15;41;25;62;13;33;35;32;44;4;42;24;36;17;46;34;47;45;2;11;53;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;9;6
10;29;27;51;21;3;43;40;9;54;7;31;58;19;50;52;39;60;22;26;37;49;38;57;56;15;41;25;62;13;33;35;32;44;4;42;24;36;17;46;34;47;45;2;11;53;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;30;6;21;238
21;238;10;29;27;51;21;3;43;40;9;54;7;31;58;19;50;52;39;60;22;26;37;49;38;57;56;15;41;25;62;13;33;35;32;44;4;42;24;36;17;46;34;47;45;2;11;53;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;30;6
10;29;27;51;21;3;43;40;9;54;7;31;58;19;50;52;39;60;22;26;37;49;38;57;56;15;41;25;62;13;33;35;32;44;4;42;24;36;17;46;34;47;30;2;11;53;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;45;6;21;238
21;238;10;29;27;51;21;3;43;40;9;54;7;31;58;19;50;52;39;60;22;26;37;49;38;57;56;15;41;25;62;13;33;35;32;44;4;42;24;36;17;46;34;47;30;2;11;53;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;45;6
10;29;27;51;21;3;43;40;9;54;7;31;58;19;50;52;39;60;22;26;37;49;38;57;56;15;41;25;62;13;33;35;11;44;4;42;24;36;17;46;34;47;30;2;32;53;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;45;6;21;236
21;236;10;29;27;51;21;3;43;40;9;54;7;31;58;19;50;52;39;60;22;26;37;49;38;57;56;15;41;25;62;13;33;35;11;44;4;42;24;36;17;46;34;47;30;2;32;53;14;20;59;55;28;61;18;64;63;48;8;12;1;23;16;5;45;6
10;29;27;51;21;3;43;40;9;54;7;31;58;19;50;52;39;60;22;26;37;49;64;57;56;15;41;25;62;13;33;35;11;44;4;42;24;36;17;46;34;47;30;2;32;53;14;20;59;55;28;61;18;38;63;48;8;12;1;23;16;5;45;6;21;236
21;236;10;29;27;51;21;3;43;40;9;54;7;31;58;19;50;52;39;60;22;26;37;49;64;57;56;15;41;25;62;13;33;35;11;44;4;42;24;36;17;46;34;47;30;2;32;53;14;20;59;55;28;61;18;38;63;48;8;12;1;23;16;5;45;6
10;29;27;51;21;3;43;40;9;54;7;31;26;19;50;52;39;60;22;58;37;49;64;57;56;15;41;25;62;13;33;35;11;44;4;42;24;36;17;46;34;47;30;2;32;53;14;20;59;55;28;61;18;38;63;48;8;12;1;23;16;5;45;6;21;230
22;230;10;29;27;51;21;3;43;40;9;54;7;31;26;19;50;52;39;60;22;58;37;49;64;57;56;15;41;25;62;13;33;35;11;44;4;42;24;36;17;46;34;47;30;2;32;53;14;20;59;55;28;61;18;38;63;48;8;12;1;23;16;5;45;6
10;29;27;51;21;3;43;40;9;54;7;31;26;19;50;52;39;60;22;58;2;49;64;57;56;15;41;25;62;13;33;35;11;44;4;42;24;36;17;46;34;47;30;37;32;53;14;20;59;55;28;61;18;38;63;48;8;12;1;23;16;5;45;6;22;222
22;222;10;29;27;51;21;3;43;40;9;54;7;31;26;19;50;52;39;60;22;58;2;49;64;57;56;15;41;25;62;13;33;35;11;44;4;42;24;36;17;46;34;47;30;37;32;53;14;20;59;55;28;61;18;38;63;48;8;12;1;23;16;5;45;6
10;29;27;20;21;3;43;40;9;54;7;31;26;19;50;52;39;60;22;58;2;49;64;57;56;15;41;25;62;13;33;35;11;44;4;42;24;36;17;46;34;47;30;37;32;53;14;51;59;55;28;61;18;38;63;48;8;12;1;23;16;5;45;6;22;222
22;222;10;29;27;20;21;3;43;40;9;54;7;31;26;19;50;52;39;60;22;58;2;49;64;57;56;15;41;25;62;13;33;35;11;44;4;42;24;36;17;46;34;47;30;37;32;53;14;51;59;55;28;61;18;38;63;48;8;12;1;23;16;5;45;6
10;29;27;20;21;3;43;40;9;54;7;31;26;19;50;52;39;60;22;58;2;49;64;57;56;44;41;25;62;13;33;35;11;15;4;42;24;36;17;46;34;47;30;37;32;53;14;51;59;55;28;61;18;38;63;48;8;12;1;23;16;5;45;6;22;222
22;222;10;29;27;20;21;3;43;40;9;54;7;31;26;19;50;52;39;60;22;58;2;49;64;57;56;44;41;25;62;13;33;35;11;15;4;42;24;36;17;46;34;47;30;37;32;53;14;51;59;55;28;61;18;38;63;48;8;12;1;23;16;5;45;6
10;29;27;20;21;3;43;40;9;39;7;31;26;19;50;52;54;60;22;58;2;49;64;57;56;44;41;25;62;13;33;35;11;15;4;42;24;36;17;46;34;47;30;37;32;53;14;51;59;55;28;61;18;38;63;48;8;12;1;23;16;5;45;6;22;230
22;230;10;29;27;20;21;3;43;40;9;39;7;31;26;19;50;52;54;60;22;58;2;49;64;57;56;44;41;25;62;13;33;35;11;15;4;42;24;36;17;46;34;47;30;37;32;53;14;51;59;55;28;61;18;38;63;48;8;12;1;23;16;5;45;6
10;29;27;20;21;3;43;40;9;39;7;31;26;19;50;52;54;60;22;62;2;49;64;57;56;44;41;25;58;13;33;35;11;15;4;42;24;36;17;46;34;47;30;37;32;53;14;51;59;55;28;61;18;38;63;48;8;12;1;23;16;5;45;6;22;232
22;232;10;29;27;20;21;3;43;40;9;39;7;31;26;19;50;52;54;60;22;62;2;49;64;57;56;44;41;25;58;13;33;35;11;15;4;42;24;36;17;46;34;47;30;37;32;53;14;51;59;55;28;61;18;38;63;48;8;12;1;23;16;5;45;6
10;29;27;20;21;3;43;40;9;39;7;31;26;19;50;52;54;60;22;62;2;49;64;57;56;44;41;25;58;13;33;35;11;15;4;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;61;18;38;63;48;8;12;1;23;16;5;45;6;22;232
22;232;10;29;27;20;21;3;43;40;9;39;7;31;26;19;50;52;54;60;22;62;2;49;64;57;56;44;41;25;58;13;33;35;11;15;4;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;61;18;38;63;48;8;12;1;23;16;5;45;6
10;29;27;20;21;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;57;56;44;41;25;58;13;33;35;11;15;4;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;61;18;38;63;48;8;12;1;23;16;5;45;6;22;232
22;232;10;29;27;20;21;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;57;56;44;41;25;58;13;33;35;11;15;4;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;61;18;38;63;48;8;12;1;23;16;5;45;6
10;29;27;16;21;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;57;56;44;41;25;58;13;33;35;11;15;4;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;61;18;38;63;48;8;12;1;23;20;5;45;6;22;228
22;228;10;29;27;16;21;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;57;56;44;41;25;58;13;33;35;11;15;4;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;61;18;38;63;48;8;12;1;23;20;5;45;6
10;29;27;16;21;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;57;56;44;41;25;58;13;33;35;11;15;12;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;61;18;38;63;48;8;4;1;23;20;5;45;6;22;226
22;226;10;29;27;16;21;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;57;56;44;41;25;58;13;33;35;11;15;12;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;61;18;38;63;48;8;4;1;23;20;5;45;6
61;29;27;16;21;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;57;56;44;41;25;58;13;33;35;11;15;12;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;10;18;38;63;48;8;4;1;23;20;5;45;6;22;226
22;226;61;29;27;16;21;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;57;56;44;41;25;58;13;33;35;11;15;12;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;10;18;38;63;48;8;4;1;23;20;5;45;6
61;29;27;16;21;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;12;56;44;41;25;58;13;33;35;11;15;57;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;10;18;38;63;48;8;4;1;23;20;5;45;6;22;230
22;230;61;29;27;16;21;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;12;56;44;41;25;58;13;33;35;11;15;57;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;10;18;38;63;48;8;4;1;23;20;5;45;6
61;29;27;16;21;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;12;56;1;41;25;58;13;33;35;11;15;57;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;10;18;38;63;48;8;4;44;23;20;5;45;6;22;230
22;230;61;29;27;16;21;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;12;56;1;41;25;58;13;33;35;11;15;57;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;10;18;38;63;48;8;4;44;23;20;5;45;6
61;29;27;16;58;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;12;56;1;41;25;21;13;33;35;11;15;57;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;10;18;38;63;48;8;4;44;23;20;5;45;6;22;230
22;230;61;29;27;16;58;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;12;56;1;41;25;21;13;33;35;11;15;57;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;10;18;38;63;48;8;4;44;23;20;5;45;6
61;11;27;16;58;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;12;56;1;41;25;21;13;33;35;29;15;57;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;10;18;38;63;48;8;4;44;23;20;5;45;6;22;228
22;228;61;11;27;16;58;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;12;56;1;41;25;21;13;33;35;29;15;57;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;28;10;18;38;63;48;8;4;44;23;20;5;45;6
61;11;27;16;58;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;12;56;1;41;25;21;13;33;35;29;15;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;57;10;18;38;63;48;8;4;44;23;20;5;45;6;22;230
22;230;61;11;27;16;58;3;43;40;9;39;7;31;26;19;50;52;54;64;22;62;2;49;60;12;56;1;41;25;21;13;33;35;29;15;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;57;10;18;38;63;48;8;4;44;23;20;5;45;6
61;11;27;16;58;3;43;40;9;39;7;31;26;19;50;52;54;64;1;62;2;49;60;12;56;22;41;25;21;13;33;35;29;15;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;57;10;18;38;63;48;8;4;44;23;20;5;45;6;22;234
22;234;61;11;27;16;58;3;43;40;9;39;7;31;26;19;50;52;54;64;1;62;2;49;60;12;56;22;41;25;21;13;33;35;29;15;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;57;10;18;38;63;48;8;4;44;23;20;5;45;6
61;11;27;16;58;3;43;40;9;39;7;31;26;19;50;52;54;64;1;62;2;49;60;12;56;22;41;25;21;23;33;35;29;15;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;57;10;18;38;63;48;8;4;44;13;20;5;45;6;22;234
22;234;61;11;27;16;58;3;43;40;9;39;7;31;26;19;50;52;54;64;1;62;2;49;60;12;56;22;41;25;21;23;33;35;29;15;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;57;10;18;38;63;48;8;4;44;13;20;5;45;6
61;11;27;16;58;3;43;40;9;39;7;31;26;19;50;52;54;64;1;62;2;49;60;12;56;22;41;25;21;23;33;35;29;15;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;57;10;18;38;63;48;8;45;44;13;20;5;4;6;22;234
22;234;61;11;27;16;58;3;43;40;9;39;7;31;26;19;50;52;54;64;1;62;2;49;60;12;56;22;41;25;21;23;33;35;29;15;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;57;10;18;38;63;48;8;45;44;13;20;5;4;6
61;11;27;16;58;3;43;40;9;39;7;31;26;19;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;35;29;15;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;57;10;18;38;63;48;8;56;44;13;20;5;4;6;22;234
22;234;61;11;27;16;58;3;43;40;9;39;7;31;26;19;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;35;29;15;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;57;10;18;38;63;48;8;56;44;13;20;5;4;6
61;11;27;16;58;3;43;40;18;39;7;31;26;19;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;35;29;15;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;57;10;9;38;63;48;8;56;44;13;20;5;4;6;22;234
23;234;61;11;27;16;58;3;43;40;18;39;7;31;26;19;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;35;29;15;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;57;10;9;38;63;48;8;56;44;13;20;5;4;6
61;11;27;35;58;3;43;40;18;39;7;31;26;19;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;15;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;57;10;9;38;63;48;8;56;44;13;20;5;4;6;23;234
23;234;61;11;27;35;58;3;43;40;18;39;7;31;26;19;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;15;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;51;57;10;9;38;63;48;8;56;44;13;20;5;4;6
61;11;27;51;58;3;43;40;18;39;7;31;26;19;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;15;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;35;57;10;9;38;63;48;8;56;44;13;20;5;4;6;23;234
23;234;61;11;27;51;58;3;43;40;18;39;7;31;26;19;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;15;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;35;57;10;9;38;63;48;8;56;44;13;20;5;4;6
61;11;27;51;58;15;43;40;18;39;7;31;26;19;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;3;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;35;57;10;9;38;63;48;8;56;44;13;20;5;4;6;23;246
23;246;61;11;27;51;58;15;43;40;18;39;7;31;26;19;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;3;28;42;24;36;17;46;34;47;30;37;32;53;14;55;59;35;57;10;9;38;63;48;8;56;44;13;20;5;4;6
61;11;27;51;58;15;43;40;18;53;7;31;26;19;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;3;28;42;24;36;17;46;34;47;30;37;32;39;14;55;59;35;57;10;9;38;63;48;8;56;44;13;20;5;4;6;23;242
23;242;61;11;27;51;58;15;43;40;18;53;7;31;26;19;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;3;28;42;24;36;17;46;34;47;30;37;32;39;14;55;59;35;57;10;9;38;63;48;8;56;44;13;20;5;4;6
61;11;27;51;58;15;43;40;18;53;7;31;26;19;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;32;39;14;55;59;35;57;10;9;38;63;48;8;56;44;13;20;5;4;6;23;266
23;266;61;11;27;51;58;15;43;40;18;53;7;31;26;19;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;32;39;14;55;59;35;57;10;9;38;63;48;8;56;44;13;20;5;4;6
61;11;27;51;58;15;43;40;18;53;7;31;26;19;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;32;39;14;55;59;35;57;10;9;20;63;48;8;56;44;13;38;5;4;6;23;266
23;266;61;11;27;51;58;15;43;40;18;53;7;31;26;19;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;32;39;14;55;59;35;57;10;9;20;63;48;8;56;44;13;38;5;4;6
61;11;27;51;58;15;43;40;18;53;7;31;26;10;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;32;39;14;55;59;35;57;19;9;20;63;48;8;56;44;13;38;5;4;6;23;282
23;266;61;11;27;51;58;15;43;40;18;53;7;31;26;19;50;52;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;32;39;14;55;59;35;57;10;9;20;63;48;8;56;44;13;38;5;4;6
61;11;27;51;58;15;43;40;18;53;7;31;26;19;50;59;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;32;39;14;55;52;35;57;10;9;20;63;48;8;56;44;13;38;5;4;6;23;266
23;266;61;11;27;51;58;15;43;40;18;53;7;31;26;19;50;59;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;32;39;14;55;52;35;57;10;9;20;63;48;8;56;44;13;38;5;4;6
61;11;27;51;58;15;43;40;26;53;7;31;18;19;50;59;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;32;39;14;55;52;35;57;10;9;20;63;48;8;56;44;13;38;5;4;6;23;266
23;266;61;11;27;51;58;15;43;40;26;53;7;31;18;19;50;59;54;64;1;62;2;49;60;12;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;32;39;14;55;52;35;57;10;9;20;63;48;8;56;44;13;38;5;4;6
61;11;27;51;58;15;43;40;12;53;7;31;18;19;50;59;54;64;1;62;2;49;60;26;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;32;39;14;55;52;35;57;10;9;20;63;48;8;56;44;13;38;5;4;6;23;266
23;266;61;11;27;51;58;15;43;40;12;53;7;31;18;19;50;59;54;64;1;62;2;49;60;26;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;32;39;14;55;52;35;57;10;9;20;63;48;8;56;44;13;38;5;4;6
61;11;27;51;58;15;43;40;12;53;7;31;18;19;50;59;54;64;1;62;2;49;60;26;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;32;39;63;55;52;35;57;10;9;20;14;48;8;56;44;13;38;5;4;6;23;266
23;266;61;11;27;51;58;15;43;40;12;53;7;31;18;19;50;59;54;64;1;62;2;49;60;26;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;32;39;63;55;52;35;57;10;9;20;14;48;8;56;44;13;38;5;4;6
61;11;27;51;58;15;43;40;50;53;7;31;18;19;12;59;54;64;1;62;2;49;60;26;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;32;39;63;55;52;35;57;10;9;20;14;48;8;56;44;13;38;5;4;6;23;270
23;270;61;11;27;51;58;15;43;40;50;53;7;31;18;19;12;59;54;64;1;62;2;49;60;26;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;32;39;63;55;52;35;57;10;9;20;14;48;8;56;44;13;38;5;4;6
61;11;27;51;58;15;43;40;50;53;7;31;18;19;12;59;54;64;1;62;2;49;60;26;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;35;39;63;55;52;32;57;10;9;20;14;48;8;56;44;13;38;5;4;6;23;270
23;270;61;11;27;51;58;15;43;40;50;53;7;31;18;19;12;59;54;64;1;62;2;49;60;26;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;35;39;63;55;52;32;57;10;9;20;14;48;8;56;44;13;38;5;4;6
61;11;27;51;58;15;43;40;50;53;7;31;18;19;12;59;54;64;49;62;2;1;60;26;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;35;39;63;55;52;32;57;10;9;20;14;48;8;56;44;13;38;5;4;6;23;274
23;274;61;11;27;51;58;15;43;40;50;53;7;31;18;19;12;59;54;64;49;62;2;1;60;26;45;22;41;25;21;23;33;16;29;3;24;42;28;36;17;46;34;47;30;37;35;39;63;55;52;32;57;10;9;20;14;48;8;56;44;13;38;5;4;6
