"X1";"X280";"X39";"X21";"X42";"X46";"X43";"X28";"X9";"X6";"X3";"X22";"X1.1";"X49";"X52";"X53";"X4";"X2";"X51";"X18";"X32";"X33";"X31";"X14";"X54";"X34";"X48";"X61";"X38";"X58";"X37";"X44";"X63";"X29";"X7";"X24";"X26";"X59";"X27";"X55";"X15";"X62";"X23";"X47";"X10";"X17";"X30";"X35";"X36";"X25";"X56";"X19";"X41";"X64";"X50";"X11";"X20";"X8";"X60";"X16";"X5";"X40";"X13";"X57";"X12";"X45"
63;44;46;41;4;58;45;31;27;25;10;16;52;47;14;55;13;21;8;53;17;40;51;60;48;32;9;30;2;18;28;33;64;24;5;11;26;19;34;37;56;38;42;15;22;6;50;3;54;62;29;49;7;36;1;39;57;12;35;20;43;59;61;23;13;248
13;248;63;44;46;41;4;58;45;31;27;25;10;16;52;47;14;55;13;21;8;53;17;40;51;60;48;32;9;30;2;18;28;33;64;24;5;11;26;19;34;37;56;38;42;15;22;6;50;3;54;62;29;49;7;36;1;39;57;12;35;20;43;59;61;23
63;32;46;41;4;58;45;31;27;25;10;16;52;47;14;55;13;21;8;53;17;40;51;60;48;44;9;30;2;18;28;33;64;24;5;11;26;19;34;37;56;38;42;15;22;6;50;3;54;62;29;49;7;36;1;39;57;12;35;20;43;59;61;23;13;248
13;248;63;32;46;41;4;58;45;31;27;25;10;16;52;47;14;55;13;21;8;53;17;40;51;60;48;44;9;30;2;18;28;33;64;24;5;11;26;19;34;37;56;38;42;15;22;6;50;3;54;62;29;49;7;36;1;39;57;12;35;20;43;59;61;23
63;32;46;41;4;58;45;31;27;25;10;16;52;47;14;55;13;21;8;53;17;40;51;60;48;44;9;30;2;18;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;50;3;54;62;29;49;7;36;1;39;57;12;35;20;43;59;61;23;13;248
13;248;63;32;46;41;4;58;45;31;27;25;10;16;52;47;14;55;13;21;8;53;17;40;51;60;48;44;9;30;2;18;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;50;3;54;62;29;49;7;36;1;39;57;12;35;20;43;59;61;23
63;32;46;18;4;58;45;31;27;25;10;16;52;47;14;55;13;21;8;53;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;50;3;54;62;29;49;7;36;1;39;57;12;35;20;43;59;61;23;13;248
13;248;63;32;46;18;4;58;45;31;27;25;10;16;52;47;14;55;13;21;8;53;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;50;3;54;62;29;49;7;36;1;39;57;12;35;20;43;59;61;23
63;32;46;18;4;58;45;31;27;25;10;16;52;47;14;55;13;21;8;53;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;50;3;54;62;29;49;7;36;39;1;57;12;35;20;43;59;61;23;13;248
13;248;63;32;46;18;4;58;45;31;27;25;10;16;52;47;14;55;13;21;8;53;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;50;3;54;62;29;49;7;36;39;1;57;12;35;20;43;59;61;23
63;32;46;18;4;58;45;31;27;25;10;16;57;47;14;55;13;21;8;53;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;50;3;54;62;29;49;7;36;39;1;52;12;35;20;43;59;61;23;13;248
13;248;63;32;46;18;4;58;45;31;27;25;10;16;57;47;14;55;13;21;8;53;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;50;3;54;62;29;49;7;36;39;1;52;12;35;20;43;59;61;23
63;32;46;18;4;58;45;31;27;25;10;16;57;47;14;55;13;21;8;53;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;50;3;54;62;29;49;7;36;35;1;52;12;39;20;43;59;61;23;13;248
13;248;63;32;46;18;4;58;45;31;27;25;10;16;57;47;14;55;13;21;8;53;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;50;3;54;62;29;49;7;36;35;1;52;12;39;20;43;59;61;23
63;32;46;18;4;58;45;31;27;25;10;16;57;12;14;55;13;21;8;53;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;50;3;54;62;29;49;7;36;35;1;52;47;39;20;43;59;61;23;13;232
14;232;63;32;46;18;4;58;45;31;27;25;10;16;57;12;14;55;13;21;8;53;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;50;3;54;62;29;49;7;36;35;1;52;47;39;20;43;59;61;23
63;32;46;18;4;58;45;31;27;25;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;50;3;54;62;29;49;7;36;35;1;52;47;39;20;43;59;61;23;14;234
14;234;63;32;46;18;4;58;45;31;27;25;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;50;3;54;62;29;49;7;36;35;1;52;47;39;20;43;59;61;23
63;32;46;18;4;58;45;31;27;25;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;29;3;54;62;50;49;7;36;35;1;52;47;39;20;43;59;61;23;14;234
14;234;63;32;46;18;4;58;45;31;27;25;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;29;3;54;62;50;49;7;36;35;1;52;47;39;20;43;59;61;23
43;32;46;18;4;58;45;31;27;25;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;29;3;54;62;50;49;7;36;35;1;52;47;39;20;63;59;61;23;14;234
14;234;43;32;46;18;4;58;45;31;27;25;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;11;26;19;34;37;56;38;42;15;28;6;29;3;54;62;50;49;7;36;35;1;52;47;39;20;63;59;61;23
43;32;46;18;4;58;45;31;27;25;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;29;26;19;34;37;56;38;42;15;28;6;11;3;54;62;50;49;7;36;35;1;52;47;39;20;63;59;61;23;14;234
14;234;43;32;46;18;4;58;45;31;27;25;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;2;41;22;33;64;24;5;29;26;19;34;37;56;38;42;15;28;6;11;3;54;62;50;49;7;36;35;1;52;47;39;20;63;59;61;23
43;32;46;18;4;58;45;31;27;25;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;2;41;22;33;64;24;56;29;26;19;34;37;5;38;42;15;28;6;11;3;54;62;50;49;7;36;35;1;52;47;39;20;63;59;61;23;14;226
14;226;43;32;46;18;4;58;45;31;27;25;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;2;41;22;33;64;24;56;29;26;19;34;37;5;38;42;15;28;6;11;3;54;62;50;49;7;36;35;1;52;47;39;20;63;59;61;23
43;32;46;18;4;58;45;31;27;25;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;42;15;28;6;11;3;54;62;50;49;7;36;35;1;52;47;39;20;63;59;61;23;14;226
14;226;43;32;46;18;4;58;45;31;27;25;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;42;15;28;6;11;3;54;62;50;49;7;36;35;1;52;47;39;20;63;59;61;23
43;32;46;18;4;58;25;31;27;45;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;42;15;28;6;11;3;54;62;50;49;7;36;35;1;52;47;39;20;63;59;61;23;14;234
14;234;43;32;46;18;4;58;25;31;27;45;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;42;15;28;6;11;3;54;62;50;49;7;36;35;1;52;47;39;20;63;59;61;23
43;1;46;18;4;58;25;31;27;45;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;42;15;28;6;11;3;54;62;50;49;7;36;35;32;52;47;39;20;63;59;61;23;14;234
14;234;43;1;46;18;4;58;25;31;27;45;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;42;15;28;6;11;3;54;62;50;49;7;36;35;32;52;47;39;20;63;59;61;23
43;1;46;18;4;58;25;23;27;45;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;42;15;28;6;11;3;54;62;50;49;7;36;35;32;52;47;39;20;63;59;61;31;14;246
14;234;43;1;46;18;4;58;25;31;27;45;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;42;15;28;6;11;3;54;62;50;49;7;36;35;32;52;47;39;20;63;59;61;23
43;1;46;18;4;58;25;31;27;45;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;54;15;28;6;11;3;42;62;50;49;7;36;35;32;52;47;39;20;63;59;61;23;14;234
14;234;43;1;46;18;4;58;25;31;27;45;10;53;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;54;15;28;6;11;3;42;62;50;49;7;36;35;32;52;47;39;20;63;59;61;23
43;1;46;18;4;58;25;31;27;45;10;50;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;54;15;28;6;11;3;42;62;53;49;7;36;35;32;52;47;39;20;63;59;61;23;14;234
14;234;43;1;46;18;4;58;25;31;27;45;10;50;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;54;15;28;6;11;3;42;62;53;49;7;36;35;32;52;47;39;20;63;59;61;23
43;1;46;18;4;58;25;31;20;45;10;50;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;54;15;28;6;11;3;42;62;53;49;7;36;35;32;52;47;39;27;63;59;61;23;14;234
14;234;43;1;46;18;4;58;25;31;20;45;10;50;57;12;14;55;13;21;8;16;17;40;51;60;48;44;9;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;54;15;28;6;11;3;42;62;53;49;7;36;35;32;52;47;39;27;63;59;61;23
43;1;46;18;4;58;25;9;20;45;10;50;57;12;14;55;13;21;8;16;17;40;51;60;48;44;31;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;54;15;28;6;11;3;42;62;53;49;7;36;35;32;52;47;39;27;63;59;61;23;14;234
14;234;43;1;46;18;4;58;25;9;20;45;10;50;57;12;14;55;13;21;8;16;17;40;51;60;48;44;31;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;54;15;28;6;11;3;42;62;53;49;7;36;35;32;52;47;39;27;63;59;61;23
43;1;46;18;4;58;25;9;20;45;10;62;57;12;14;55;13;21;8;16;17;40;51;60;48;44;31;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;54;15;28;6;11;3;42;50;53;49;7;36;35;32;52;47;39;27;63;59;61;23;14;234
14;234;43;1;46;18;4;58;25;9;20;45;10;62;57;12;14;55;13;21;8;16;17;40;51;60;48;44;31;30;41;2;22;33;64;24;56;29;26;19;34;37;5;38;54;15;28;6;11;3;42;50;53;49;7;36;35;32;52;47;39;27;63;59;61;23
43;1;46;18;4;58;25;9;20;45;10;62;57;12;14;55;13;21;8;16;17;40;51;37;48;44;31;30;41;2;22;33;64;24;56;29;26;19;34;60;5;38;54;15;28;6;11;3;42;50;53;49;7;36;35;32;52;47;39;27;63;59;61;23;14;234
14;234;43;1;46;18;4;58;25;9;20;45;10;62;57;12;14;55;13;21;8;16;17;40;51;37;48;44;31;30;41;2;22;33;64;24;56;29;26;19;34;60;5;38;54;15;28;6;11;3;42;50;53;49;7;36;35;32;52;47;39;27;63;59;61;23
43;1;46;18;4;58;25;9;20;45;10;62;57;12;14;55;13;21;8;16;17;40;51;37;48;44;31;30;41;2;22;33;64;24;56;29;26;19;34;60;5;38;54;15;28;6;11;3;42;53;50;49;7;36;35;32;52;47;39;27;63;59;61;23;14;234
14;234;43;1;46;18;4;58;25;9;20;45;10;62;57;12;14;55;13;21;8;16;17;40;51;37;48;44;31;30;41;2;22;33;64;24;56;29;26;19;34;60;5;38;54;15;28;6;11;3;42;53;50;49;7;36;35;32;52;47;39;27;63;59;61;23
43;1;46;18;4;58;25;9;20;45;10;62;57;12;14;55;13;21;8;16;17;40;51;37;48;44;31;30;24;2;22;33;64;41;56;29;26;19;34;60;5;38;54;15;28;6;11;3;42;53;50;49;7;36;35;32;52;47;39;27;63;59;61;23;14;234
14;234;43;1;46;18;4;58;25;9;20;45;10;62;57;12;14;55;13;21;8;16;17;40;51;37;48;44;31;30;24;2;22;33;64;41;56;29;26;19;34;60;5;38;54;15;28;6;11;3;42;53;50;49;7;36;35;32;52;47;39;27;63;59;61;23
43;1;46;18;4;58;25;9;20;36;10;62;57;12;14;55;13;21;8;16;17;40;51;37;48;44;31;30;24;2;22;33;64;41;56;29;26;19;34;60;5;38;54;15;28;6;11;3;42;53;50;49;7;45;35;32;52;47;39;27;63;59;61;23;14;242
14;242;43;1;46;18;4;58;25;9;20;36;10;62;57;12;14;55;13;21;8;16;17;40;51;37;48;44;31;30;24;2;22;33;64;41;56;29;26;19;34;60;5;38;54;15;28;6;11;3;42;53;50;49;7;45;35;32;52;47;39;27;63;59;61;23
43;1;46;18;4;58;25;9;20;36;10;62;57;12;14;55;13;21;8;16;17;40;51;60;48;44;31;30;24;2;22;33;64;41;56;29;26;19;34;37;5;38;54;15;28;6;11;3;42;53;50;49;7;45;35;32;52;47;39;27;63;59;61;23;14;242
14;242;43;1;46;18;4;58;25;9;20;36;10;62;57;12;14;55;13;21;8;16;17;40;51;60;48;44;31;30;24;2;22;33;64;41;56;29;26;19;34;37;5;38;54;15;28;6;11;3;42;53;50;49;7;45;35;32;52;47;39;27;63;59;61;23
43;1;46;18;4;58;25;9;20;36;10;62;57;12;14;34;13;21;8;16;17;40;51;60;48;44;31;30;24;2;22;33;64;41;56;29;26;19;55;37;5;38;54;15;28;6;11;3;42;53;50;49;7;45;35;32;52;47;39;27;63;59;61;23;14;218
15;218;43;1;46;18;4;58;25;9;20;36;10;62;57;12;14;34;13;21;8;16;17;40;51;60;48;44;31;30;24;2;22;33;64;41;56;29;26;19;55;37;5;38;54;15;28;6;11;3;42;53;50;49;7;45;35;32;52;47;39;27;63;59;61;23
43;1;46;18;4;58;25;9;20;36;10;62;57;12;14;34;13;21;8;16;17;40;51;60;48;44;31;30;24;2;22;33;11;41;56;29;26;19;55;37;5;38;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;47;39;27;63;59;61;23;15;226
15;226;43;1;46;18;4;58;25;9;20;36;10;62;57;12;14;34;13;21;8;16;17;40;51;60;48;44;31;30;24;2;22;33;11;41;56;29;26;19;55;37;5;38;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;47;39;27;63;59;61;23
43;1;46;18;4;58;25;9;20;51;10;62;57;12;14;34;13;21;8;16;17;40;36;60;48;44;31;30;24;2;22;33;11;41;56;29;26;19;55;37;5;38;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;47;39;27;63;59;61;23;15;250
15;250;43;1;46;18;4;58;25;9;20;51;10;62;57;12;14;34;13;21;8;16;17;40;36;60;48;44;31;30;24;2;22;33;11;41;56;29;26;19;55;37;5;38;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;47;39;27;63;59;61;23
43;1;46;18;4;58;25;9;20;51;10;62;57;12;14;34;13;21;8;16;17;40;36;60;23;44;31;30;24;2;22;33;11;41;56;29;26;19;55;37;5;38;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;47;39;27;63;59;61;48;15;250
15;250;43;1;46;18;4;58;25;9;20;51;10;62;57;12;14;34;13;21;8;16;17;40;36;60;23;44;31;30;24;2;22;33;11;41;56;29;26;19;55;37;5;38;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;47;39;27;63;59;61;48
43;1;46;18;56;58;25;9;20;51;10;62;57;12;14;34;13;21;8;16;17;40;36;60;23;44;31;30;24;2;22;33;11;41;4;29;26;19;55;37;5;38;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;47;39;27;63;59;61;48;15;244
15;244;43;1;46;18;56;58;25;9;20;51;10;62;57;12;14;34;13;21;8;16;17;40;36;60;23;44;31;30;24;2;22;33;11;41;4;29;26;19;55;37;5;38;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;47;39;27;63;59;61;48
43;1;46;18;56;58;25;9;20;51;10;62;57;12;14;34;13;21;8;16;17;40;36;60;23;44;31;30;24;2;22;33;11;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;38;39;27;63;59;61;48;15;244
15;244;43;1;46;18;56;58;25;9;20;51;10;62;57;12;14;34;13;21;8;16;17;40;36;60;23;44;31;30;24;2;22;33;11;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;38;39;27;63;59;61;48
43;1;46;18;56;58;25;9;20;51;10;62;57;12;14;34;13;21;8;16;17;40;36;60;23;44;31;30;24;2;63;33;11;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;38;39;27;22;59;61;48;15;244
15;244;43;1;46;18;56;58;25;9;20;51;10;62;57;12;14;34;13;21;8;16;17;40;36;60;23;44;31;30;24;2;63;33;11;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;38;39;27;22;59;61;48
43;1;46;18;56;58;25;9;20;51;10;62;57;12;14;34;13;21;8;16;17;40;36;60;23;44;31;30;24;59;63;33;11;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;38;39;27;22;2;61;48;15;248
15;248;43;1;46;18;56;58;25;9;20;51;10;62;57;12;14;34;13;21;8;16;17;40;36;60;23;44;31;30;24;59;63;33;11;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;38;39;27;22;2;61;48
43;1;46;18;56;58;25;9;20;10;51;62;57;12;14;34;13;21;8;16;17;40;36;60;23;44;31;30;24;59;63;33;11;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;38;39;27;22;2;61;48;15;240
15;240;43;1;46;18;56;58;25;9;20;10;51;62;57;12;14;34;13;21;8;16;17;40;36;60;23;44;31;30;24;59;63;33;11;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;38;39;27;22;2;61;48
43;1;46;18;56;58;25;23;20;10;51;62;57;12;14;34;13;21;8;16;17;40;36;60;9;44;31;30;24;59;63;33;11;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;38;39;27;22;2;61;48;15;260
15;260;43;1;46;18;56;58;25;23;20;10;51;62;57;12;14;34;13;21;8;16;17;40;36;60;9;44;31;30;24;59;63;33;11;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;38;39;27;22;2;61;48
43;1;46;18;56;58;25;23;20;10;51;62;57;12;14;34;13;21;8;16;17;40;36;60;9;44;31;30;24;59;63;33;11;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;61;39;27;22;2;38;48;15;260
15;260;43;1;46;18;56;58;25;23;20;10;51;62;57;12;14;34;13;21;8;16;17;40;36;60;9;44;31;30;24;59;63;33;11;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;61;39;27;22;2;38;48
43;1;46;18;56;58;25;23;20;10;51;62;57;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;36;63;33;11;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;61;39;27;22;2;38;48;15;260
15;260;43;1;46;18;56;58;25;23;20;10;51;62;57;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;36;63;33;11;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;53;50;49;7;45;35;32;52;61;39;27;22;2;38;48
43;1;46;18;56;58;25;23;20;10;51;62;57;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;36;63;33;53;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;11;50;49;7;45;35;32;52;61;39;27;22;2;38;48;15;266
15;266;43;1;46;18;56;58;25;23;20;10;51;62;57;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;36;63;33;53;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;11;50;49;7;45;35;32;52;61;39;27;22;2;38;48
43;1;46;18;56;58;25;23;20;10;51;62;57;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;36;63;33;53;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;11;50;49;7;39;35;32;52;61;45;27;22;2;38;48;15;266
15;266;43;1;46;18;56;58;25;23;20;10;51;62;57;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;36;63;33;53;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;42;11;50;49;7;39;35;32;52;61;45;27;22;2;38;48
43;1;46;18;56;58;25;23;20;10;51;62;57;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;36;63;33;42;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;53;11;50;49;7;39;35;32;52;61;45;27;22;2;38;48;15;262
15;262;43;1;46;18;56;58;25;23;20;10;51;62;57;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;36;63;33;42;41;4;29;26;19;55;37;5;47;54;15;28;6;64;3;53;11;50;49;7;39;35;32;52;61;45;27;22;2;38;48
43;1;46;18;56;58;25;23;20;10;51;62;57;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;36;63;33;42;41;4;29;26;19;55;37;5;47;54;2;28;6;64;3;53;11;50;49;7;39;35;32;52;61;45;27;22;15;38;48;15;254
15;254;43;1;46;18;56;58;25;23;20;10;51;62;57;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;36;63;33;42;41;4;29;26;19;55;37;5;47;54;2;28;6;64;3;53;11;50;49;7;39;35;32;52;61;45;27;22;15;38;48
43;1;46;18;56;58;25;23;20;10;51;62;57;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;36;63;33;42;41;4;29;26;19;55;37;5;47;54;2;28;6;64;3;53;11;50;49;7;39;35;32;52;61;45;48;22;15;38;27;15;254
15;254;43;1;46;18;56;58;25;23;20;10;51;62;57;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;36;63;33;42;41;4;29;26;19;55;37;5;47;54;2;28;6;64;3;53;11;50;49;7;39;35;32;52;61;45;48;22;15;38;27
43;1;46;18;56;58;25;23;20;10;51;62;36;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;57;63;33;42;41;4;29;26;19;55;37;5;47;54;2;28;6;64;3;53;11;50;49;7;39;35;32;52;61;45;48;22;15;38;27;15;250
15;250;43;1;46;18;56;58;25;23;20;10;51;62;36;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;57;63;33;42;41;4;29;26;19;55;37;5;47;54;2;28;6;64;3;53;11;50;49;7;39;35;32;52;61;45;48;22;15;38;27
43;1;46;18;56;58;25;23;20;10;51;37;36;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;57;63;33;42;41;4;29;26;19;55;62;5;47;54;2;28;6;64;3;53;11;50;49;7;39;35;32;52;61;45;48;22;15;38;27;15;250
15;250;43;1;46;18;56;58;25;23;20;10;51;37;36;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;57;63;33;42;41;4;29;26;19;55;62;5;47;54;2;28;6;64;3;53;11;50;49;7;39;35;32;52;61;45;48;22;15;38;27
43;1;46;18;56;49;25;23;20;10;51;37;36;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;57;63;33;42;41;4;29;26;19;55;62;5;47;54;2;28;6;64;3;53;11;50;58;7;39;35;32;52;61;45;48;22;15;38;27;15;258
15;258;43;1;46;18;56;49;25;23;20;10;51;37;36;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;57;63;33;42;41;4;29;26;19;55;62;5;47;54;2;28;6;64;3;53;11;50;58;7;39;35;32;52;61;45;48;22;15;38;27
43;1;46;54;56;49;25;23;20;10;51;37;36;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;57;63;33;42;41;4;29;26;19;55;62;5;47;18;2;28;6;64;3;53;11;50;58;7;39;35;32;52;61;45;48;22;15;38;27;15;262
16;262;43;1;46;54;56;49;25;23;20;10;51;37;36;12;14;34;13;21;8;16;17;40;59;60;9;44;31;30;24;57;63;33;42;41;4;29;26;19;55;62;5;47;18;2;28;6;64;3;53;11;50;58;7;39;35;32;52;61;45;48;22;15;38;27
43;1;46;54;56;49;25;23;20;31;51;37;36;12;14;34;13;21;8;16;17;40;59;60;9;44;10;30;24;57;63;33;42;41;4;29;26;19;55;62;5;47;18;2;28;6;64;3;53;11;50;58;7;39;35;32;52;61;45;48;22;15;38;27;16;298
16;298;43;1;46;54;56;49;25;23;20;31;51;37;36;12;14;34;13;21;8;16;17;40;59;60;9;44;10;30;24;57;63;33;42;41;4;29;26;19;55;62;5;47;18;2;28;6;64;3;53;11;50;58;7;39;35;32;52;61;45;48;22;15;38;27
43;1;46;54;56;49;25;23;20;31;51;37;36;12;14;34;13;21;8;16;17;40;59;60;9;53;10;30;24;57;63;33;42;41;4;29;26;19;55;62;5;47;18;2;28;6;64;3;44;11;50;58;7;39;35;32;52;61;45;48;22;15;38;27;16;298
16;298;43;1;46;54;56;49;25;23;20;31;51;37;36;12;14;34;13;21;8;16;17;40;59;60;9;53;10;30;24;57;63;33;42;41;4;29;26;19;55;62;5;47;18;2;28;6;64;3;44;11;50;58;7;39;35;32;52;61;45;48;22;15;38;27
43;1;46;54;56;49;25;23;20;31;51;37;36;12;14;34;13;21;8;16;17;40;59;60;9;53;28;30;24;57;63;33;42;41;4;29;26;19;55;62;5;47;18;2;10;6;64;3;44;11;50;58;7;39;35;32;52;61;45;48;22;15;38;27;16;286
16;286;43;1;46;54;56;49;25;23;20;31;51;37;36;12;14;34;13;21;8;16;17;40;59;60;9;53;28;30;24;57;63;33;42;41;4;29;26;19;55;62;5;47;18;2;10;6;64;3;44;11;50;58;7;39;35;32;52;61;45;48;22;15;38;27
43;1;46;54;56;49;25;23;20;31;51;37;36;12;14;21;13;34;8;16;17;40;59;60;9;53;28;30;24;57;63;33;42;41;4;29;26;19;55;62;5;47;18;2;10;6;64;3;44;11;50;58;7;39;35;32;52;61;45;48;22;15;38;27;16;286
16;286;43;1;46;54;56;49;25;23;20;31;51;37;36;12;14;21;13;34;8;16;17;40;59;60;9;53;28;30;24;57;63;33;42;41;4;29;26;19;55;62;5;47;18;2;10;6;64;3;44;11;50;58;7;39;35;32;52;61;45;48;22;15;38;27
