"X1";"X280";"X53";"X62";"X20";"X58";"X27";"X12";"X48";"X33";"X21";"X59";"X36";"X15";"X25";"X46";"X57";"X47";"X28";"X52";"X18";"X24";"X56";"X29";"X37";"X54";"X32";"X22";"X26";"X40";"X2";"X8";"X16";"X11";"X44";"X19";"X51";"X45";"X3";"X17";"X49";"X42";"X50";"X13";"X60";"X55";"X30";"X63";"X14";"X4";"X9";"X35";"X7";"X1.1";"X6";"X31";"X10";"X38";"X39";"X64";"X43";"X23";"X34";"X5";"X41";"X61"
20;28;19;39;31;38;6;29;34;3;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;9;23;64;21;45;57;15;63;16;30;1;58;12;46;25;27;26;22;43;40;37;10;33;60;32;53;13;49;47;36;7;54;11;50;17;2;42;18;284
18;284;20;28;19;39;31;38;6;29;34;3;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;9;23;64;21;45;57;15;63;16;30;1;58;12;46;25;27;26;22;43;40;37;10;33;60;32;53;13;49;47;36;7;54;11;50;17;2;42
20;28;19;39;31;38;6;29;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;3;23;64;21;45;57;15;63;16;30;1;58;12;46;25;27;26;22;43;40;37;10;33;60;32;53;13;49;47;36;7;54;11;50;17;2;42;18;296
18;296;20;28;19;39;31;38;6;29;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;3;23;64;21;45;57;15;63;16;30;1;58;12;46;25;27;26;22;43;40;37;10;33;60;32;53;13;49;47;36;7;54;11;50;17;2;42
20;28;19;39;31;38;6;29;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;3;23;64;21;45;57;15;26;16;30;1;58;12;46;25;27;63;22;43;40;37;10;33;60;32;53;13;49;47;36;7;54;11;50;17;2;42;18;292
18;292;20;28;19;39;31;38;6;29;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;3;23;64;21;45;57;15;26;16;30;1;58;12;46;25;27;63;22;43;40;37;10;33;60;32;53;13;49;47;36;7;54;11;50;17;2;42
20;28;19;39;31;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;3;23;64;21;45;57;15;26;16;30;1;29;12;46;25;27;63;22;43;40;37;10;33;60;32;53;13;49;47;36;7;54;11;50;17;2;42;18;294
18;294;20;28;19;39;31;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;3;23;64;21;45;57;15;26;16;30;1;29;12;46;25;27;63;22;43;40;37;10;33;60;32;53;13;49;47;36;7;54;11;50;17;2;42
20;28;19;39;31;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;3;23;64;21;45;57;15;26;16;30;1;29;12;46;25;42;63;22;43;40;37;10;33;60;32;53;13;49;47;36;7;54;11;50;17;2;27;18;294
18;294;20;28;19;39;31;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;3;23;64;21;45;57;15;26;16;30;1;29;12;46;25;42;63;22;43;40;37;10;33;60;32;53;13;49;47;36;7;54;11;50;17;2;27
20;28;19;47;31;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;3;23;64;21;45;57;15;26;16;30;1;29;12;46;25;42;63;22;43;40;37;10;33;60;32;53;13;49;39;36;7;54;11;50;17;2;27;18;294
18;294;20;28;19;47;31;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;3;23;64;21;45;57;15;26;16;30;1;29;12;46;25;42;63;22;43;40;37;10;33;60;32;53;13;49;39;36;7;54;11;50;17;2;27
20;28;19;47;3;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;31;23;64;21;45;57;15;26;16;30;1;29;12;46;25;42;63;22;43;40;37;10;33;60;32;53;13;49;39;36;7;54;11;50;17;2;27;18;286
18;286;20;28;19;47;3;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;31;23;64;21;45;57;15;26;16;30;1;29;12;46;25;42;63;22;43;40;37;10;33;60;32;53;13;49;39;36;7;54;11;50;17;2;27
20;28;19;47;3;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;31;23;64;21;45;57;2;26;16;30;1;29;12;46;25;42;63;22;43;40;37;10;33;60;32;53;13;49;39;36;7;54;11;50;17;15;27;18;286
18;286;20;28;19;47;3;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;31;23;64;21;45;57;2;26;16;30;1;29;12;46;25;42;63;22;43;40;37;10;33;60;32;53;13;49;39;36;7;54;11;50;17;15;27
20;28;19;47;3;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;31;23;64;21;45;57;2;26;16;30;1;11;12;46;25;42;63;22;43;40;37;10;33;60;32;53;13;49;39;36;7;54;29;50;17;15;27;18;304
18;304;20;28;19;47;3;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;35;14;56;62;31;23;64;21;45;57;2;26;16;30;1;11;12;46;25;42;63;22;43;40;37;10;33;60;32;53;13;49;39;36;7;54;29;50;17;15;27
20;28;19;47;3;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;46;14;56;62;31;23;64;21;45;57;2;26;16;30;1;11;12;35;25;42;63;22;43;40;37;10;33;60;32;53;13;49;39;36;7;54;29;50;17;15;27;18;304
18;304;20;28;19;47;3;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;46;14;56;62;31;23;64;21;45;57;2;26;16;30;1;11;12;35;25;42;63;22;43;40;37;10;33;60;32;53;13;49;39;36;7;54;29;50;17;15;27
20;28;19;47;3;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;46;14;56;62;31;23;64;21;45;57;2;26;16;30;1;11;12;50;25;42;63;22;43;40;37;10;33;60;32;53;13;49;39;36;7;54;29;35;17;15;27;18;304
19;304;20;28;19;47;3;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;46;14;56;62;31;23;64;21;45;57;2;26;16;30;1;11;12;50;25;42;63;22;43;40;37;10;33;60;32;53;13;49;39;36;7;54;29;35;17;15;27
20;28;19;47;3;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;46;14;56;62;31;23;64;21;45;57;2;26;16;30;1;32;12;50;25;42;63;22;43;40;37;10;33;60;11;53;13;49;39;36;7;54;29;35;17;15;27;19;286
19;286;20;28;19;47;3;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;46;14;56;62;31;23;64;21;45;57;2;26;16;30;1;32;12;50;25;42;63;22;43;40;37;10;33;60;11;53;13;49;39;36;7;54;29;35;17;15;27
20;28;19;47;3;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;46;14;56;62;31;23;64;21;50;57;2;26;16;30;1;32;12;45;25;42;63;22;43;40;37;10;33;60;11;53;13;49;39;36;7;54;29;35;17;15;27;19;290
19;290;20;28;19;47;3;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;46;14;56;62;31;23;64;21;50;57;2;26;16;30;1;32;12;45;25;42;63;22;43;40;37;10;33;60;11;53;13;49;39;36;7;54;29;35;17;15;27
54;28;19;47;3;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;46;14;56;62;31;23;64;21;50;57;2;26;16;30;1;32;12;45;25;42;63;22;43;40;37;10;33;60;11;53;13;49;39;36;7;20;29;35;17;15;27;19;290
19;290;54;28;19;47;3;38;6;58;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;46;14;56;62;31;23;64;21;50;57;2;26;16;30;1;32;12;45;25;42;63;22;43;40;37;10;33;60;11;53;13;49;39;36;7;20;29;35;17;15;27
54;28;19;47;3;38;6;42;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;46;14;56;62;31;23;64;21;50;57;2;26;16;30;1;32;12;45;25;58;63;22;43;40;37;10;33;60;11;53;13;49;39;36;7;20;29;35;17;15;27;19;290
19;290;54;28;19;47;3;38;6;42;34;9;24;59;8;55;44;41;4;48;51;5;18;52;61;46;14;56;62;31;23;64;21;50;57;2;26;16;30;1;32;12;45;25;58;63;22;43;40;37;10;33;60;11;53;13;49;39;36;7;20;29;35;17;15;27
54;28;19;47;3;38;6;42;34;9;24;59;8;55;44;41;4;48;51;5;18;63;61;46;14;56;62;31;23;64;21;50;57;2;26;16;30;1;32;12;45;25;58;52;22;43;40;37;10;33;60;11;53;13;49;39;36;7;20;29;35;17;15;27;19;280
19;280;54;28;19;47;3;38;6;42;34;9;24;59;8;55;44;41;4;48;51;5;18;63;61;46;14;56;62;31;23;64;21;50;57;2;26;16;30;1;32;12;45;25;58;52;22;43;40;37;10;33;60;11;53;13;49;39;36;7;20;29;35;17;15;27
54;28;19;47;3;38;6;42;34;9;24;59;8;55;44;41;61;48;51;5;18;63;4;46;14;56;62;31;23;64;21;50;57;2;26;16;30;1;32;12;45;25;58;52;22;43;40;37;10;33;60;11;53;13;49;39;36;7;20;29;35;17;15;27;19;284
19;284;54;28;19;47;3;38;6;42;34;9;24;59;8;55;44;41;61;48;51;5;18;63;4;46;14;56;62;31;23;64;21;50;57;2;26;16;30;1;32;12;45;25;58;52;22;43;40;37;10;33;60;11;53;13;49;39;36;7;20;29;35;17;15;27
54;28;19;47;3;38;6;42;60;9;24;59;8;55;44;41;61;48;51;5;18;63;4;46;14;56;62;31;23;64;21;50;57;2;26;16;30;1;32;12;45;25;58;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;17;15;27;19;284
19;284;54;28;19;47;3;38;6;42;60;9;24;59;8;55;44;41;61;48;51;5;18;63;4;46;14;56;62;31;23;64;21;50;57;2;26;16;30;1;32;12;45;25;58;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;17;15;27
54;28;19;47;3;38;6;42;59;9;24;60;8;55;44;41;61;48;51;5;18;63;4;46;14;56;62;31;23;64;21;50;57;2;26;16;30;1;32;12;45;25;58;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;17;15;27;19;284
19;284;54;28;19;47;3;38;6;42;59;9;24;60;8;55;44;41;61;48;51;5;18;63;4;46;14;56;62;31;23;64;21;50;57;2;26;16;30;1;32;12;45;25;58;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;17;15;27
54;28;19;47;3;38;6;42;59;32;24;60;8;55;44;41;61;48;51;5;18;63;4;46;14;56;62;31;23;64;21;50;57;2;26;16;30;1;9;12;45;25;58;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;17;15;27;19;288
19;288;54;28;19;47;3;38;6;42;59;32;24;60;8;55;44;41;61;48;51;5;18;63;4;46;14;56;62;31;23;64;21;50;57;2;26;16;30;1;9;12;45;25;58;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;17;15;27
54;28;19;47;3;38;6;42;59;32;24;60;8;55;44;41;61;48;51;5;18;63;4;46;14;56;62;31;23;64;21;17;57;2;26;16;30;1;9;12;45;25;58;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;15;27;19;284
19;284;54;28;19;47;3;38;6;42;59;32;24;60;8;55;44;41;61;48;51;5;18;63;4;46;14;56;62;31;23;64;21;17;57;2;26;16;30;1;9;12;45;25;58;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;15;27
54;28;19;44;3;38;6;42;59;32;24;60;8;55;47;41;61;48;51;5;18;63;4;46;14;56;62;31;23;64;21;17;57;2;26;16;30;1;9;12;45;25;58;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;15;27;19;284
19;284;54;28;19;44;3;38;6;42;59;32;24;60;8;55;47;41;61;48;51;5;18;63;4;46;14;56;62;31;23;64;21;17;57;2;26;16;30;1;9;12;45;25;58;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;15;27
54;28;19;44;3;38;6;42;59;32;24;60;8;55;47;41;61;48;51;5;18;63;4;46;14;56;62;31;23;64;21;17;57;2;45;16;30;1;9;12;26;25;58;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;15;27;19;284
19;284;54;28;19;44;3;38;6;42;59;32;24;60;8;55;47;41;61;48;51;5;18;63;4;46;14;56;62;31;23;64;21;17;57;2;45;16;30;1;9;12;26;25;58;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;15;27
54;28;19;44;58;38;6;42;59;32;24;60;8;55;47;41;61;48;51;5;18;63;4;46;14;56;62;31;23;64;21;17;57;2;45;16;30;1;9;12;26;25;3;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;15;27;19;284
19;284;54;28;19;44;58;38;6;42;59;32;24;60;8;55;47;41;61;48;51;5;18;63;4;46;14;56;62;31;23;64;21;17;57;2;45;16;30;1;9;12;26;25;3;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;15;27
54;28;19;44;58;38;6;42;59;32;24;60;8;55;47;41;61;48;51;5;18;15;4;46;14;56;62;31;23;64;21;17;57;2;45;16;30;1;9;12;26;25;3;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27;19;288
19;288;54;28;19;44;58;38;6;42;59;32;24;60;8;55;47;41;61;48;51;5;18;15;4;46;14;56;62;31;23;64;21;17;57;2;45;16;30;1;9;12;26;25;3;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27
54;28;19;44;58;38;6;42;59;32;24;60;62;55;47;41;61;48;51;5;18;15;4;46;14;56;8;31;23;64;21;17;57;2;45;16;30;1;9;12;26;25;3;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27;19;284
19;284;54;28;19;44;58;38;6;42;59;32;24;60;62;55;47;41;61;48;51;5;18;15;4;46;14;56;8;31;23;64;21;17;57;2;45;16;30;1;9;12;26;25;3;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27
54;28;19;44;58;38;6;42;59;32;24;31;62;55;47;41;61;48;51;5;18;15;4;46;14;56;8;60;23;64;21;17;57;2;45;16;30;1;9;12;26;25;3;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27;19;284
19;284;54;28;19;44;58;38;6;42;59;32;24;31;62;55;47;41;61;48;51;5;18;15;4;46;14;56;8;60;23;64;21;17;57;2;45;16;30;1;9;12;26;25;3;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27
54;28;19;44;58;38;6;42;59;32;24;31;62;55;47;41;61;48;51;5;15;18;4;46;14;56;8;60;23;64;21;17;57;2;45;16;30;1;9;12;26;25;3;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27;19;286
19;286;54;28;19;44;58;38;6;42;59;32;24;31;62;55;47;41;61;48;51;5;15;18;4;46;14;56;8;60;23;64;21;17;57;2;45;16;30;1;9;12;26;25;3;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27
54;28;19;44;58;38;6;42;59;32;24;31;48;55;47;41;61;62;51;5;15;18;4;46;14;56;8;60;23;64;21;17;57;2;45;16;30;1;9;12;26;25;3;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27;19;286
19;286;54;28;19;44;58;38;6;42;59;32;24;31;48;55;47;41;61;62;51;5;15;18;4;46;14;56;8;60;23;64;21;17;57;2;45;16;30;1;9;12;26;25;3;52;22;43;40;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27
54;28;19;44;58;38;6;42;59;32;24;31;48;55;47;41;61;62;51;5;15;18;4;46;14;56;8;60;23;64;21;17;57;2;45;16;30;1;9;12;40;25;3;52;22;43;26;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27;19;286
19;286;54;28;19;44;58;38;6;42;59;32;24;31;48;55;47;41;61;62;51;5;15;18;4;46;14;56;8;60;23;64;21;17;57;2;45;16;30;1;9;12;40;25;3;52;22;43;26;37;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27
54;28;19;44;58;38;6;42;59;32;24;31;48;55;47;41;61;62;51;5;15;18;4;46;14;56;8;60;23;64;21;17;57;2;45;16;30;1;9;12;37;25;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27;19;286
20;286;54;28;19;44;58;38;6;42;59;32;24;31;48;55;47;41;61;62;51;5;15;18;4;46;14;56;8;60;23;64;21;17;57;2;45;16;30;1;9;12;37;25;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27
54;28;19;44;56;38;6;42;59;32;24;31;48;55;47;41;61;62;51;5;15;18;4;46;14;58;8;60;23;64;21;17;57;2;45;16;30;1;9;12;37;25;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27;20;286
20;286;54;28;19;44;56;38;6;42;59;32;24;31;48;55;47;41;61;62;51;5;15;18;4;46;14;58;8;60;23;64;21;17;57;2;45;16;30;1;9;12;37;25;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27
54;28;19;44;56;38;6;42;59;32;24;31;48;55;47;41;61;62;12;5;15;18;4;46;14;58;8;60;23;64;21;17;57;2;45;16;30;1;9;51;37;25;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27;20;290
20;290;54;28;19;44;56;38;6;42;59;32;24;31;48;55;47;41;61;62;12;5;15;18;4;46;14;58;8;60;23;64;21;17;57;2;45;16;30;1;9;51;37;25;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27
54;28;19;44;56;38;6;42;59;32;24;31;48;55;47;41;61;62;12;5;15;18;4;46;14;58;8;60;23;64;21;17;25;2;45;16;30;1;9;51;37;57;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27;20;292
20;292;54;28;19;44;56;38;6;42;59;32;24;31;48;55;47;41;61;62;12;5;15;18;4;46;14;58;8;60;23;64;21;17;25;2;45;16;30;1;9;51;37;57;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;7;20;29;35;50;63;27
54;28;19;44;56;38;6;42;59;32;24;31;48;55;47;41;61;62;12;5;15;18;4;46;14;58;8;60;23;64;21;17;25;2;45;16;30;1;9;51;37;50;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;7;20;29;35;57;63;27;20;292
20;292;54;28;19;44;56;38;6;42;59;32;24;31;48;55;47;41;61;62;12;5;15;18;4;46;14;58;8;60;23;64;21;17;25;2;45;16;30;1;9;51;37;50;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;7;20;29;35;57;63;27
54;28;19;44;56;38;6;42;59;32;24;31;48;55;47;41;61;62;12;5;15;18;4;46;14;58;8;60;23;64;21;17;7;2;45;16;30;1;9;51;37;50;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;25;20;29;35;57;63;27;20;292
20;292;54;28;19;44;56;38;6;42;59;32;24;31;48;55;47;41;61;62;12;5;15;18;4;46;14;58;8;60;23;64;21;17;7;2;45;16;30;1;9;51;37;50;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;25;20;29;35;57;63;27
54;28;19;44;56;38;6;42;59;32;24;31;48;55;47;41;61;62;12;5;15;18;4;46;14;58;8;60;23;64;21;17;9;2;45;16;30;1;7;51;37;50;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;25;20;29;35;57;63;27;20;272
20;272;54;28;19;44;56;38;6;42;59;32;24;31;48;55;47;41;61;62;12;5;15;18;4;46;14;58;8;60;23;64;21;17;9;2;45;16;30;1;7;51;37;50;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;25;20;29;35;57;63;27
54;28;19;44;56;38;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;4;32;14;58;8;60;23;64;21;17;9;2;45;16;30;1;7;51;37;50;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;25;20;29;35;57;63;27;20;264
20;264;54;28;19;44;56;38;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;4;32;14;58;8;60;23;64;21;17;9;2;45;16;30;1;7;51;37;50;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;25;20;29;35;57;63;27
51;28;19;44;56;38;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;4;32;14;58;8;60;23;64;21;17;9;2;45;16;30;1;7;54;37;50;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;25;20;29;35;57;63;27;20;264
20;264;51;28;19;44;56;38;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;4;32;14;58;8;60;23;64;21;17;9;2;45;16;30;1;7;54;37;50;3;52;22;43;26;40;10;33;34;11;53;13;49;39;36;25;20;29;35;57;63;27
51;28;19;44;56;38;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;32;14;58;8;60;23;64;21;17;9;2;45;16;30;1;7;54;37;50;3;52;4;43;26;40;10;33;34;11;53;13;49;39;36;25;20;29;35;57;63;27;20;264
20;264;51;28;19;44;56;38;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;32;14;58;8;60;23;64;21;17;9;2;45;16;30;1;7;54;37;50;3;52;4;43;26;40;10;33;34;11;53;13;49;39;36;25;20;29;35;57;63;27
51;28;19;44;56;52;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;32;14;58;8;60;23;64;21;17;9;2;45;16;30;1;7;54;37;50;3;38;4;43;26;40;10;33;34;11;53;13;49;39;36;25;20;29;35;57;63;27;20;264
20;264;51;28;19;44;56;52;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;32;14;58;8;60;23;64;21;17;9;2;45;16;30;1;7;54;37;50;3;38;4;43;26;40;10;33;34;11;53;13;49;39;36;25;20;29;35;57;63;27
51;28;19;37;56;52;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;32;14;58;8;60;23;64;21;17;9;2;45;16;30;1;7;54;44;50;3;38;4;43;26;40;10;33;34;11;53;13;49;39;36;25;20;29;35;57;63;27;20;256
20;256;51;28;19;37;56;52;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;32;14;58;8;60;23;64;21;17;9;2;45;16;30;1;7;54;44;50;3;38;4;43;26;40;10;33;34;11;53;13;49;39;36;25;20;29;35;57;63;27
51;28;19;37;56;52;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;20;14;58;8;60;23;64;21;17;9;2;45;16;30;1;7;54;44;50;3;38;4;43;26;40;10;33;34;11;53;13;49;39;36;25;32;29;35;57;63;27;20;256
20;256;51;28;19;37;56;52;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;20;14;58;8;60;23;64;21;17;9;2;45;16;30;1;7;54;44;50;3;38;4;43;26;40;10;33;34;11;53;13;49;39;36;25;32;29;35;57;63;27
51;28;19;37;56;52;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;20;14;58;8;60;23;64;21;17;9;16;45;2;30;1;7;54;44;50;3;38;4;43;26;40;10;33;34;11;53;13;49;39;36;25;32;29;35;57;63;27;20;256
20;256;51;28;19;37;56;52;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;20;14;58;8;60;23;64;21;17;9;16;45;2;30;1;7;54;44;50;3;38;4;43;26;40;10;33;34;11;53;13;49;39;36;25;32;29;35;57;63;27
51;28;19;8;56;52;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;20;14;58;37;60;23;64;21;17;9;16;45;2;30;1;7;54;44;50;3;38;4;43;26;40;10;33;34;11;53;13;49;39;36;25;32;29;35;57;63;27;20;264
20;264;51;28;19;8;56;52;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;20;14;58;37;60;23;64;21;17;9;16;45;2;30;1;7;54;44;50;3;38;4;43;26;40;10;33;34;11;53;13;49;39;36;25;32;29;35;57;63;27
51;28;19;8;56;52;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;20;14;58;37;60;23;64;21;17;9;16;45;2;30;36;7;54;44;50;3;38;4;43;26;40;10;33;34;11;53;13;49;39;1;25;32;29;35;57;63;27;20;264
20;264;51;28;19;8;56;52;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;20;14;58;37;60;23;64;21;17;9;16;45;2;30;36;7;54;44;50;3;38;4;43;26;40;10;33;34;11;53;13;49;39;1;25;32;29;35;57;63;27
51;28;19;8;56;52;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;20;14;58;37;60;23;64;21;17;9;16;45;2;30;36;7;54;44;50;4;38;3;43;26;40;10;33;34;11;53;13;49;39;1;25;32;29;35;57;63;27;20;264
20;264;51;28;19;8;56;52;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;20;14;58;37;60;23;64;21;17;9;16;45;2;30;36;7;54;44;50;4;38;3;43;26;40;10;33;34;11;53;13;49;39;1;25;32;29;35;57;63;27
51;28;19;8;56;52;6;42;59;46;24;31;64;55;47;41;61;62;12;5;15;18;22;20;14;58;37;60;23;48;21;17;9;16;45;2;30;36;7;54;44;50;4;38;3;43;26;40;10;33;34;11;53;13;49;39;1;25;32;29;35;57;63;27;20;268
20;264;51;28;19;8;56;52;6;42;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;20;14;58;37;60;23;64;21;17;9;16;45;2;30;36;7;54;44;50;4;38;3;43;26;40;10;33;34;11;53;13;49;39;1;25;32;29;35;57;63;27
51;28;19;8;56;52;6;11;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;20;14;58;37;60;23;64;21;17;9;16;45;2;30;36;7;54;44;50;4;38;3;43;26;40;10;33;34;42;53;13;49;39;1;25;32;29;35;57;63;27;20;272
20;272;51;28;19;8;56;52;6;11;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;20;14;58;37;60;23;64;21;17;9;16;45;2;30;36;7;54;44;50;4;38;3;43;26;40;10;33;34;42;53;13;49;39;1;25;32;29;35;57;63;27
51;28;19;16;56;52;6;11;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;20;14;58;37;60;23;64;21;17;9;8;45;2;30;36;7;54;44;50;4;38;3;43;26;40;10;33;34;42;53;13;49;39;1;25;32;29;35;57;63;27;20;272
20;272;51;28;19;16;56;52;6;11;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;20;14;58;37;60;23;64;21;17;9;8;45;2;30;36;7;54;44;50;4;38;3;43;26;40;10;33;34;42;53;13;49;39;1;25;32;29;35;57;63;27
51;28;19;16;56;52;6;11;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;20;14;58;37;13;23;64;21;17;9;8;45;2;30;36;7;54;44;50;4;38;3;43;26;40;10;33;34;42;53;60;49;39;1;25;32;29;35;57;63;27;20;276
21;276;51;28;19;16;56;52;6;11;59;46;24;31;48;55;47;41;61;62;12;5;15;18;22;20;14;58;37;13;23;64;21;17;9;8;45;2;30;36;7;54;44;50;4;38;3;43;26;40;10;33;34;42;53;60;49;39;1;25;32;29;35;57;63;27
51;28;19;16;56;52;6;11;59;22;24;31;48;55;47;41;61;62;12;5;15;18;46;20;14;58;37;13;23;64;21;17;9;8;45;2;30;36;7;54;44;50;4;38;3;43;26;40;10;33;34;42;53;60;49;39;1;25;32;29;35;57;63;27;21;284
21;284;51;28;19;16;56;52;6;11;59;22;24;31;48;55;47;41;61;62;12;5;15;18;46;20;14;58;37;13;23;64;21;17;9;8;45;2;30;36;7;54;44;50;4;38;3;43;26;40;10;33;34;42;53;60;49;39;1;25;32;29;35;57;63;27
