"X1";"X27752";"X28";"X23";"X13";"X29";"X16";"X8";"X31";"X21";"X15";"X26";"X4";"X3";"X7";"X22";"X19";"X9";"X1.1";"X10";"X12";"X14";"X5";"X18";"X30";"X32";"X20";"X27";"X6";"X11";"X17";"X2";"X25";"X24"
32;3;6;26;29;23;19;8;28;16;17;21;10;2;4;31;12;18;24;13;7;20;5;27;22;9;30;15;25;11;14;1;41;27416
41;27416;32;3;6;26;29;23;19;8;28;16;17;21;10;2;4;31;12;18;24;13;7;20;5;27;22;9;30;15;25;11;14;1
32;3;6;26;29;23;19;8;28;16;20;21;10;2;4;31;12;18;24;13;7;17;5;27;22;9;30;15;25;11;14;1;41;27596
41;27416;32;3;6;26;29;23;19;8;28;16;17;21;10;2;4;31;12;18;24;13;7;20;5;27;22;9;30;15;25;11;14;1
32;3;6;26;29;23;19;8;28;16;17;21;10;2;4;31;12;18;24;13;7;20;30;27;22;9;5;15;25;11;14;1;41;27430
41;27430;32;3;6;26;29;23;19;8;28;16;17;21;10;2;4;31;12;18;24;13;7;20;30;27;22;9;5;15;25;11;14;1
32;3;17;26;29;23;19;8;28;16;6;21;10;2;4;31;12;18;24;13;7;20;30;27;22;9;5;15;25;11;14;1;41;27488
41;27488;32;3;17;26;29;23;19;8;28;16;6;21;10;2;4;31;12;18;24;13;7;20;30;27;22;9;5;15;25;11;14;1
32;3;17;26;29;23;19;8;21;16;6;28;10;2;4;31;12;18;24;13;7;20;30;27;22;9;5;15;25;11;14;1;41;27808
41;27808;32;3;17;26;29;23;19;8;21;16;6;28;10;2;4;31;12;18;24;13;7;20;30;27;22;9;5;15;25;11;14;1
32;26;17;3;29;23;19;8;21;16;6;28;10;2;4;31;12;18;24;13;7;20;30;27;22;9;5;15;25;11;14;1;41;27556
41;27556;32;26;17;3;29;23;19;8;21;16;6;28;10;2;4;31;12;18;24;13;7;20;30;27;22;9;5;15;25;11;14;1
32;26;17;3;29;23;19;8;21;16;6;28;10;4;2;31;12;18;24;13;7;20;30;27;22;9;5;15;25;11;14;1;41;27716
41;27716;32;26;17;3;29;23;19;8;21;16;6;28;10;4;2;31;12;18;24;13;7;20;30;27;22;9;5;15;25;11;14;1
32;10;17;3;29;23;19;8;21;16;6;28;26;4;2;31;12;18;24;13;7;20;30;27;22;9;5;15;25;11;14;1;41;27946
41;27946;32;10;17;3;29;23;19;8;21;16;6;28;26;4;2;31;12;18;24;13;7;20;30;27;22;9;5;15;25;11;14;1
32;10;17;3;29;23;19;7;21;16;6;28;26;4;2;31;12;18;24;13;8;20;30;27;22;9;5;15;25;11;14;1;41;28126
41;28126;32;10;17;3;29;23;19;7;21;16;6;28;26;4;2;31;12;18;24;13;8;20;30;27;22;9;5;15;25;11;14;1
32;10;17;3;29;11;19;7;21;16;6;28;26;4;2;31;12;18;24;13;8;20;30;27;22;9;5;15;25;23;14;1;41;28164
41;28164;32;10;17;3;29;11;19;7;21;16;6;28;26;4;2;31;12;18;24;13;8;20;30;27;22;9;5;15;25;23;14;1
32;10;17;3;29;11;19;7;2;16;6;28;26;4;21;31;12;18;24;13;8;20;30;27;22;9;5;15;25;23;14;1;41;28912
41;28912;32;10;17;3;29;11;19;7;2;16;6;28;26;4;21;31;12;18;24;13;8;20;30;27;22;9;5;15;25;23;14;1
32;10;17;3;29;11;19;7;2;16;6;28;26;27;21;31;12;18;24;13;8;20;30;4;22;9;5;15;25;23;14;1;41;29072
41;29072;32;10;17;3;29;11;19;7;2;16;6;28;26;27;21;31;12;18;24;13;8;20;30;4;22;9;5;15;25;23;14;1
32;10;17;3;29;11;19;7;2;16;6;28;25;27;21;31;12;18;24;13;8;20;30;4;22;9;5;15;26;23;14;1;41;29452
41;29452;32;10;17;3;29;11;19;7;2;16;6;28;25;27;21;31;12;18;24;13;8;20;30;4;22;9;5;15;26;23;14;1
32;10;30;3;29;11;19;7;2;16;6;28;25;27;21;31;12;18;24;13;8;20;17;4;22;9;5;15;26;23;14;1;41;29212
41;29212;32;10;30;3;29;11;19;7;2;16;6;28;25;27;21;31;12;18;24;13;8;20;17;4;22;9;5;15;26;23;14;1
32;10;30;3;5;11;19;7;2;16;6;28;25;27;21;31;12;18;24;13;8;20;17;4;22;9;29;15;26;23;14;1;41;28678
41;28678;32;10;30;3;5;11;19;7;2;16;6;28;25;27;21;31;12;18;24;13;8;20;17;4;22;9;29;15;26;23;14;1
32;10;30;3;5;11;19;7;2;16;6;28;25;27;21;14;12;18;24;13;8;20;17;4;22;9;29;15;26;23;31;1;41;28178
41;28178;32;10;30;3;5;11;19;7;2;16;6;28;25;27;21;14;12;18;24;13;8;20;17;4;22;9;29;15;26;23;31;1
32;10;30;3;14;11;19;7;2;16;6;28;25;27;21;5;12;18;24;13;8;20;17;4;22;9;29;15;26;23;31;1;41;28318
41;28318;32;10;30;3;14;11;19;7;2;16;6;28;25;27;21;5;12;18;24;13;8;20;17;4;22;9;29;15;26;23;31;1
32;10;30;3;14;11;19;7;2;16;6;28;25;27;24;5;12;18;21;13;8;20;17;4;22;9;29;15;26;23;31;1;41;28298
41;28298;32;10;30;3;14;11;19;7;2;16;6;28;25;27;24;5;12;18;21;13;8;20;17;4;22;9;29;15;26;23;31;1
32;10;30;3;14;11;19;7;2;20;6;28;25;27;24;5;12;18;21;13;8;16;17;4;22;9;29;15;26;23;31;1;41;28166
42;28166;32;10;30;3;14;11;19;7;2;20;6;28;25;27;24;5;12;18;21;13;8;16;17;4;22;9;29;15;26;23;31;1
32;10;30;3;14;11;19;7;2;20;28;6;25;27;24;5;12;18;21;13;8;16;17;4;22;9;29;15;26;23;31;1;42;28230
42;28230;32;10;30;3;14;11;19;7;2;20;28;6;25;27;24;5;12;18;21;13;8;16;17;4;22;9;29;15;26;23;31;1
32;10;30;29;14;11;19;7;2;20;28;6;25;27;24;5;12;18;21;13;8;16;17;4;22;9;3;15;26;23;31;1;42;28728
42;28728;32;10;30;29;14;11;19;7;2;20;28;6;25;27;24;5;12;18;21;13;8;16;17;4;22;9;3;15;26;23;31;1
32;10;30;29;14;11;19;7;2;20;28;6;12;27;24;5;25;18;21;13;8;16;17;4;22;9;3;15;26;23;31;1;42;28448
42;28448;32;10;30;29;14;11;19;7;2;20;28;6;12;27;24;5;25;18;21;13;8;16;17;4;22;9;3;15;26;23;31;1
32;10;30;29;14;11;19;7;22;20;28;6;12;27;24;5;25;18;21;13;8;16;17;4;2;9;3;15;26;23;31;1;42;28090
42;28090;32;10;30;29;14;11;19;7;22;20;28;6;12;27;24;5;25;18;21;13;8;16;17;4;2;9;3;15;26;23;31;1
28;10;30;29;14;11;19;7;22;20;32;6;12;27;24;5;25;18;21;13;8;16;17;4;2;9;3;15;26;23;31;1;42;28090
42;28090;28;10;30;29;14;11;19;7;22;20;32;6;12;27;24;5;25;18;21;13;8;16;17;4;2;9;3;15;26;23;31;1
28;10;30;29;14;11;19;7;22;20;32;6;12;27;24;5;25;18;21;17;8;16;13;4;2;9;3;15;26;23;31;1;42;27972
42;27972;28;10;30;29;14;11;19;7;22;20;32;6;12;27;24;5;25;18;21;17;8;16;13;4;2;9;3;15;26;23;31;1
28;10;30;7;14;11;19;29;22;20;32;6;12;27;24;5;25;18;21;17;8;16;13;4;2;9;3;15;26;23;31;1;42;27846
42;27846;28;10;30;7;14;11;19;29;22;20;32;6;12;27;24;5;25;18;21;17;8;16;13;4;2;9;3;15;26;23;31;1
28;10;30;7;14;11;19;29;32;20;22;6;12;27;24;5;25;18;21;17;8;16;13;4;2;9;3;15;26;23;31;1;42;27606
42;27606;28;10;30;7;14;11;19;29;32;20;22;6;12;27;24;5;25;18;21;17;8;16;13;4;2;9;3;15;26;23;31;1
28;10;30;7;14;11;19;29;32;20;22;12;6;27;24;5;25;18;21;17;8;16;13;4;2;9;3;15;26;23;31;1;42;27486
42;27486;28;10;30;7;14;11;19;29;32;20;22;12;6;27;24;5;25;18;21;17;8;16;13;4;2;9;3;15;26;23;31;1
28;10;30;7;14;11;32;29;19;20;22;12;6;27;24;5;25;18;21;17;8;16;13;4;2;9;3;15;26;23;31;1;42;27726
42;27726;28;10;30;7;14;11;32;29;19;20;22;12;6;27;24;5;25;18;21;17;8;16;13;4;2;9;3;15;26;23;31;1
28;10;30;7;14;11;32;29;19;20;22;12;6;27;24;5;25;18;21;15;8;16;13;4;2;9;3;17;26;23;31;1;42;26778
42;26778;28;10;30;7;14;11;32;29;19;20;22;12;6;27;24;5;25;18;21;15;8;16;13;4;2;9;3;17;26;23;31;1
28;10;30;7;14;11;2;29;19;20;22;12;6;27;24;5;25;18;21;15;8;16;13;4;32;9;3;17;26;23;31;1;42;26672
42;26672;28;10;30;7;14;11;2;29;19;20;22;12;6;27;24;5;25;18;21;15;8;16;13;4;32;9;3;17;26;23;31;1
28;10;30;7;14;11;2;29;19;20;22;12;6;27;24;5;25;18;32;15;8;16;13;4;21;9;3;17;26;23;31;1;42;26392
42;26392;28;10;30;7;14;11;2;29;19;20;22;12;6;27;24;5;25;18;32;15;8;16;13;4;21;9;3;17;26;23;31;1
28;10;30;7;14;11;2;29;19;20;22;12;6;27;24;5;25;18;32;15;8;16;13;4;23;9;3;17;26;21;31;1;42;26312
42;26312;28;10;30;7;14;11;2;29;19;20;22;12;6;27;24;5;25;18;32;15;8;16;13;4;23;9;3;17;26;21;31;1
28;10;30;7;14;11;2;29;19;20;22;12;6;27;24;5;25;21;32;15;8;16;13;4;23;9;3;17;26;18;31;1;42;26312
42;26312;28;10;30;7;14;11;2;29;19;20;22;12;6;27;24;5;25;21;32;15;8;16;13;4;23;9;3;17;26;18;31;1
28;10;30;7;14;11;2;29;19;20;22;12;6;27;24;25;5;21;32;15;8;16;13;4;23;9;3;17;26;18;31;1;42;26312
42;26312;28;10;30;7;14;11;2;29;19;20;22;12;6;27;24;25;5;21;32;15;8;16;13;4;23;9;3;17;26;18;31;1
28;10;30;7;14;11;2;29;19;20;22;12;6;27;24;21;5;25;32;15;8;16;13;4;23;9;3;17;26;18;31;1;42;26372
42;26372;28;10;30;7;14;11;2;29;19;20;22;12;6;27;24;21;5;25;32;15;8;16;13;4;23;9;3;17;26;18;31;1
28;10;30;7;14;11;2;5;19;20;22;12;6;27;24;21;29;25;32;15;8;16;13;4;23;9;3;17;26;18;31;1;42;26324
42;26324;28;10;30;7;14;11;2;5;19;20;22;12;6;27;24;21;29;25;32;15;8;16;13;4;23;9;3;17;26;18;31;1
1;10;30;7;14;11;2;5;19;20;22;12;6;27;24;21;29;25;32;15;8;16;13;4;23;9;3;17;26;18;31;28;42;26064
42;26064;1;10;30;7;14;11;2;5;19;20;22;12;6;27;24;21;29;25;32;15;8;16;13;4;23;9;3;17;26;18;31;28
1;10;30;7;14;11;2;5;19;3;22;12;6;27;24;21;29;25;32;15;8;16;13;4;23;9;20;17;26;18;31;28;42;25774
43;25774;1;10;30;7;14;11;2;5;19;3;22;12;6;27;24;21;29;25;32;15;8;16;13;4;23;9;20;17;26;18;31;28
21;10;30;7;14;11;2;5;19;3;22;12;6;27;24;1;29;25;32;15;8;16;13;4;23;9;20;17;26;18;31;28;43;26118
43;26118;21;10;30;7;14;11;2;5;19;3;22;12;6;27;24;1;29;25;32;15;8;16;13;4;23;9;20;17;26;18;31;28
21;10;30;7;14;11;1;5;19;3;22;12;6;27;24;2;29;25;32;15;8;16;13;4;23;9;20;17;26;18;31;28;43;26338
43;26338;21;10;30;7;14;11;1;5;19;3;22;12;6;27;24;2;29;25;32;15;8;16;13;4;23;9;20;17;26;18;31;28
21;10;30;7;14;11;1;5;19;3;22;12;25;27;24;2;29;6;32;15;8;16;13;4;23;9;20;17;26;18;31;28;43;26624
43;26624;21;10;30;7;14;11;1;5;19;3;22;12;25;27;24;2;29;6;32;15;8;16;13;4;23;9;20;17;26;18;31;28
21;10;30;7;14;11;1;5;19;3;22;12;25;27;24;2;29;6;32;15;8;16;13;4;23;9;20;17;28;18;31;26;43;26384
43;26384;21;10;30;7;14;11;1;5;19;3;22;12;25;27;24;2;29;6;32;15;8;16;13;4;23;9;20;17;28;18;31;26
14;10;30;7;21;11;1;5;19;3;22;12;25;27;24;2;29;6;32;15;8;16;13;4;23;9;20;17;28;18;31;26;43;26502
43;26502;14;10;30;7;21;11;1;5;19;3;22;12;25;27;24;2;29;6;32;15;8;16;13;4;23;9;20;17;28;18;31;26
14;10;30;7;21;28;1;5;19;3;22;12;25;27;24;2;29;6;32;15;8;16;13;4;23;9;20;17;11;18;31;26;43;26718
43;26502;14;10;30;7;21;11;1;5;19;3;22;12;25;27;24;2;29;6;32;15;8;16;13;4;23;9;20;17;28;18;31;26
14;10;30;7;21;11;1;5;19;3;22;28;25;27;24;2;29;6;32;15;8;16;13;4;23;9;20;17;12;18;31;26;43;25996
43;25996;14;10;30;7;21;11;1;5;19;3;22;28;25;27;24;2;29;6;32;15;8;16;13;4;23;9;20;17;12;18;31;26
14;10;30;7;21;11;1;5;19;3;22;28;25;27;24;13;29;6;32;15;8;16;2;4;23;9;20;17;12;18;31;26;43;25756
43;25756;14;10;30;7;21;11;1;5;19;3;22;28;25;27;24;13;29;6;32;15;8;16;2;4;23;9;20;17;12;18;31;26
14;10;30;7;21;11;1;5;19;3;22;28;27;25;24;13;29;6;32;15;8;16;2;4;23;9;20;17;12;18;31;26;43;25796
43;25796;14;10;30;7;21;11;1;5;19;3;22;28;27;25;24;13;29;6;32;15;8;16;2;4;23;9;20;17;12;18;31;26
14;28;30;7;21;11;1;5;19;3;22;10;27;25;24;13;29;6;32;15;8;16;2;4;23;9;20;17;12;18;31;26;43;26542
43;25796;14;10;30;7;21;11;1;5;19;3;22;28;27;25;24;13;29;6;32;15;8;16;2;4;23;9;20;17;12;18;31;26
14;10;30;7;21;11;1;5;19;3;22;28;27;25;24;13;29;6;32;15;8;23;2;4;16;9;20;17;12;18;31;26;43;24974
43;24974;14;10;30;7;21;11;1;5;19;3;22;28;27;25;24;13;29;6;32;15;8;23;2;4;16;9;20;17;12;18;31;26
14;10;30;7;21;11;1;5;19;3;22;28;27;25;24;8;29;6;32;15;13;23;2;4;16;9;20;17;12;18;31;26;43;25514
43;24974;14;10;30;7;21;11;1;5;19;3;22;28;27;25;24;13;29;6;32;15;8;23;2;4;16;9;20;17;12;18;31;26
14;10;7;30;21;11;1;5;19;3;22;28;27;25;24;13;29;6;32;15;8;23;2;4;16;9;20;17;12;18;31;26;43;25226
43;25226;14;10;7;30;21;11;1;5;19;3;22;28;27;25;24;13;29;6;32;15;8;23;2;4;16;9;20;17;12;18;31;26
14;10;7;30;21;11;1;5;19;3;22;28;27;25;24;13;29;6;32;4;8;23;2;15;16;9;20;17;12;18;31;26;43;25226
43;25226;14;10;7;30;21;11;1;5;19;3;22;28;27;25;24;13;29;6;32;4;8;23;2;15;16;9;20;17;12;18;31;26
14;10;7;30;21;11;1;5;19;3;22;28;27;25;24;13;17;6;32;4;8;23;2;15;16;9;20;29;12;18;31;26;43;25706
43;25706;14;10;7;30;21;11;1;5;19;3;22;28;27;25;24;13;17;6;32;4;8;23;2;15;16;9;20;29;12;18;31;26
14;10;7;30;21;11;1;5;19;3;22;28;27;24;25;13;17;6;32;4;8;23;2;15;16;9;20;29;12;18;31;26;43;25226
43;25226;14;10;7;30;21;11;1;5;19;3;22;28;27;24;25;13;17;6;32;4;8;23;2;15;16;9;20;29;12;18;31;26
14;10;11;30;21;7;1;5;19;3;22;28;27;24;25;13;17;6;32;4;8;23;2;15;16;9;20;29;12;18;31;26;43;25226
43;25226;14;10;11;30;21;7;1;5;19;3;22;28;27;24;25;13;17;6;32;4;8;23;2;15;16;9;20;29;12;18;31;26
14;10;11;30;21;7;1;5;19;3;22;32;27;24;25;13;17;6;28;4;8;23;2;15;16;9;20;29;12;18;31;26;43;25506
43;25226;14;10;11;30;21;7;1;5;19;3;22;28;27;24;25;13;17;6;32;4;8;23;2;15;16;9;20;29;12;18;31;26
14;10;11;30;21;7;1;5;19;3;22;28;27;24;25;13;17;9;32;4;8;23;2;15;16;6;20;29;12;18;31;26;43;25226
43;25226;14;10;11;30;21;7;1;5;19;3;22;28;27;24;25;13;17;9;32;4;8;23;2;15;16;6;20;29;12;18;31;26
14;10;11;30;21;7;1;5;19;3;22;28;27;24;25;13;17;9;31;4;8;23;2;15;16;6;20;29;12;18;32;26;43;25266
44;25266;14;10;11;30;21;7;1;5;19;3;22;28;27;24;25;13;17;9;31;4;8;23;2;15;16;6;20;29;12;18;32;26
14;10;11;30;21;7;1;5;19;3;22;28;27;24;25;13;17;9;31;4;8;23;2;29;16;6;20;15;12;18;32;26;44;25766
44;25766;14;10;11;30;21;7;1;5;19;3;22;28;27;24;25;13;17;9;31;4;8;23;2;29;16;6;20;15;12;18;32;26
14;10;11;30;21;7;1;5;19;3;22;28;27;24;25;13;17;9;31;4;8;23;2;29;15;6;20;16;12;18;32;26;44;25806
44;25806;14;10;11;30;21;7;1;5;19;3;22;28;27;24;25;13;17;9;31;4;8;23;2;29;15;6;20;16;12;18;32;26
14;10;11;30;21;22;1;5;19;3;7;28;27;24;25;13;17;9;31;4;8;23;2;29;15;6;20;16;12;18;32;26;44;25884
44;25884;14;10;11;30;21;22;1;5;19;3;7;28;27;24;25;13;17;9;31;4;8;23;2;29;15;6;20;16;12;18;32;26
14;10;11;30;21;1;22;5;19;3;7;28;27;24;25;13;17;9;31;4;8;23;2;29;15;6;20;16;12;18;32;26;44;25896
44;25896;14;10;11;30;21;1;22;5;19;3;7;28;27;24;25;13;17;9;31;4;8;23;2;29;15;6;20;16;12;18;32;26
14;10;11;30;7;1;22;5;19;3;21;28;27;24;25;13;17;9;31;4;8;23;2;29;15;6;20;16;12;18;32;26;44;25842
44;25842;14;10;11;30;7;1;22;5;19;3;21;28;27;24;25;13;17;9;31;4;8;23;2;29;15;6;20;16;12;18;32;26
14;10;11;30;7;1;22;5;19;3;21;28;27;24;25;13;17;9;16;4;8;23;2;29;15;6;20;31;12;18;32;26;44;25418
44;25418;14;10;11;30;7;1;22;5;19;3;21;28;27;24;25;13;17;9;16;4;8;23;2;29;15;6;20;31;12;18;32;26
14;10;11;30;17;1;22;5;19;3;21;28;27;24;25;13;7;9;16;4;8;23;2;29;15;6;20;31;12;18;32;26;44;25444
44;25444;14;10;11;30;17;1;22;5;19;3;21;28;27;24;25;13;7;9;16;4;8;23;2;29;15;6;20;31;12;18;32;26
14;10;11;19;17;1;22;5;30;3;21;28;27;24;25;13;7;9;16;4;8;23;2;29;15;6;20;31;12;18;32;26;44;25444
44;25444;14;10;11;19;17;1;22;5;30;3;21;28;27;24;25;13;7;9;16;4;8;23;2;29;15;6;20;31;12;18;32;26
14;10;11;19;17;1;22;5;30;3;21;28;27;24;25;13;7;9;16;4;8;32;2;29;15;6;20;31;12;18;23;26;44;26304
44;26304;14;10;11;19;17;1;22;5;30;3;21;28;27;24;25;13;7;9;16;4;8;32;2;29;15;6;20;31;12;18;23;26
14;10;11;19;17;1;22;5;30;3;21;28;27;24;25;13;7;9;16;4;31;32;2;29;15;6;20;8;12;18;23;26;44;26794
44;26794;14;10;11;19;17;1;22;5;30;3;21;28;27;24;25;13;7;9;16;4;31;32;2;29;15;6;20;8;12;18;23;26
14;10;11;19;17;1;22;5;30;3;21;28;27;6;25;13;7;9;16;4;31;32;2;29;15;24;20;8;12;18;23;26;44;28214
44;28214;14;10;11;19;17;1;22;5;30;3;21;28;27;6;25;13;7;9;16;4;31;32;2;29;15;24;20;8;12;18;23;26
14;10;11;12;17;1;22;5;30;3;21;28;27;6;25;13;7;9;16;4;31;32;2;29;15;24;20;8;19;18;23;26;44;28266
44;28266;14;10;11;12;17;1;22;5;30;3;21;28;27;6;25;13;7;9;16;4;31;32;2;29;15;24;20;8;19;18;23;26
14;10;11;12;17;1;22;5;30;3;21;28;27;6;25;2;7;9;16;4;31;32;13;29;15;24;20;8;19;18;23;26;44;28386
44;28386;14;10;11;12;17;1;22;5;30;3;21;28;27;6;25;2;7;9;16;4;31;32;13;29;15;24;20;8;19;18;23;26
14;10;11;12;17;1;22;5;31;3;21;28;27;6;25;2;7;9;16;4;30;32;13;29;15;24;20;8;19;18;23;26;44;28306
44;28306;14;10;11;12;17;1;22;5;31;3;21;28;27;6;25;2;7;9;16;4;30;32;13;29;15;24;20;8;19;18;23;26
14;10;7;12;17;1;22;5;31;3;21;28;27;6;25;2;11;9;16;4;30;32;13;29;15;24;20;8;19;18;23;26;44;28326
44;28326;14;10;7;12;17;1;22;5;31;3;21;28;27;6;25;2;11;9;16;4;30;32;13;29;15;24;20;8;19;18;23;26
14;10;7;12;17;1;22;5;31;3;21;28;16;6;25;2;11;9;27;4;30;32;13;29;15;24;20;8;19;18;23;26;44;28834
44;28834;14;10;7;12;17;1;22;5;31;3;21;28;16;6;25;2;11;9;27;4;30;32;13;29;15;24;20;8;19;18;23;26
14;10;30;12;17;1;22;5;31;3;21;28;16;6;25;2;11;9;27;4;7;32;13;29;15;24;20;8;19;18;23;26;44;29150
44;29150;14;10;30;12;17;1;22;5;31;3;21;28;16;6;25;2;11;9;27;4;7;32;13;29;15;24;20;8;19;18;23;26
14;10;30;12;17;1;22;5;31;3;27;28;16;6;25;2;11;9;21;4;7;32;13;29;15;24;20;8;19;18;23;26;44;28510
44;28510;14;10;30;12;17;1;22;5;31;3;27;28;16;6;25;2;11;9;21;4;7;32;13;29;15;24;20;8;19;18;23;26
14;10;30;12;17;1;22;5;31;3;27;20;16;6;25;2;11;9;21;4;7;32;13;29;15;24;28;8;19;18;23;26;44;28910
44;28910;14;10;30;12;17;1;22;5;31;3;27;20;16;6;25;2;11;9;21;4;7;32;13;29;15;24;28;8;19;18;23;26
14;10;30;12;17;9;22;5;31;3;27;20;16;6;25;2;11;1;21;4;7;32;13;29;15;24;28;8;19;18;23;26;44;28750
45;28750;14;10;30;12;17;9;22;5;31;3;27;20;16;6;25;2;11;1;21;4;7;32;13;29;15;24;28;8;19;18;23;26
14;10;30;12;17;8;22;5;31;3;27;20;16;6;25;2;11;1;21;4;7;32;13;29;15;24;28;9;19;18;23;26;45;28830
45;28830;14;10;30;12;17;8;22;5;31;3;27;20;16;6;25;2;11;1;21;4;7;32;13;29;15;24;28;9;19;18;23;26
14;10;30;12;17;8;22;5;31;3;27;20;16;6;25;2;11;1;21;19;7;32;13;29;15;24;28;9;4;18;23;26;45;29028
45;29028;14;10;30;12;17;8;22;5;31;3;27;20;16;6;25;2;11;1;21;19;7;32;13;29;15;24;28;9;4;18;23;26
14;10;30;12;17;31;22;5;8;3;27;20;16;6;25;2;11;1;21;19;7;32;13;29;15;24;28;9;4;18;23;26;45;28620
45;28620;14;10;30;12;17;31;22;5;8;3;27;20;16;6;25;2;11;1;21;19;7;32;13;29;15;24;28;9;4;18;23;26
14;10;30;12;17;31;22;5;8;3;27;20;16;6;25;2;11;1;21;19;18;32;13;29;15;24;28;9;4;7;23;26;45;28850
45;28850;14;10;30;12;17;31;22;5;8;3;27;20;16;6;25;2;11;1;21;19;18;32;13;29;15;24;28;9;4;7;23;26
14;10;30;12;17;31;22;5;8;3;27;20;16;6;25;2;11;28;21;19;18;32;13;29;15;24;1;9;4;7;23;26;45;28700
45;28700;14;10;30;12;17;31;22;5;8;3;27;20;16;6;25;2;11;28;21;19;18;32;13;29;15;24;1;9;4;7;23;26
14;10;30;12;2;31;22;5;8;3;27;20;16;6;25;17;11;28;21;19;18;32;13;29;15;24;1;9;4;7;23;26;45;29386
45;29386;14;10;30;12;2;31;22;5;8;3;27;20;16;6;25;17;11;28;21;19;18;32;13;29;15;24;1;9;4;7;23;26
14;10;30;12;2;31;22;5;8;3;27;20;16;6;25;17;11;28;21;19;18;32;13;29;15;24;1;9;23;7;4;26;45;28572
45;28572;14;10;30;12;2;31;22;5;8;3;27;20;16;6;25;17;11;28;21;19;18;32;13;29;15;24;1;9;23;7;4;26
14;10;30;12;2;31;22;5;8;3;27;20;16;6;25;13;11;28;21;19;18;32;17;29;15;24;1;9;23;7;4;26;45;27286
45;27286;14;10;30;12;2;31;22;5;8;3;27;20;16;6;25;13;11;28;21;19;18;32;17;29;15;24;1;9;23;7;4;26
14;10;30;12;29;31;22;5;8;3;27;20;16;6;25;13;11;28;21;19;18;32;17;2;15;24;1;9;23;7;4;26;45;27056
45;27056;14;10;30;12;29;31;22;5;8;3;27;20;16;6;25;13;11;28;21;19;18;32;17;2;15;24;1;9;23;7;4;26
14;10;30;12;29;31;22;5;8;3;27;20;16;6;25;13;11;28;21;19;18;32;17;2;15;24;9;1;23;7;4;26;45;26976
45;26976;14;10;30;12;29;31;22;5;8;3;27;20;16;6;25;13;11;28;21;19;18;32;17;2;15;24;9;1;23;7;4;26
14;10;30;12;29;31;22;5;8;3;27;25;16;6;20;13;11;28;21;19;18;32;17;2;15;24;9;1;23;7;4;26;45;26716
45;26716;14;10;30;12;29;31;22;5;8;3;27;25;16;6;20;13;11;28;21;19;18;32;17;2;15;24;9;1;23;7;4;26
14;10;30;12;29;31;22;5;8;3;2;25;16;6;20;13;11;28;21;19;18;32;17;27;15;24;9;1;23;7;4;26;45;27224
45;27224;14;10;30;12;29;31;22;5;8;3;2;25;16;6;20;13;11;28;21;19;18;32;17;27;15;24;9;1;23;7;4;26
14;10;30;12;29;31;22;5;8;23;2;25;16;6;20;13;11;28;21;19;18;32;17;27;15;24;9;1;3;7;4;26;45;27880
45;27880;14;10;30;12;29;31;22;5;8;23;2;25;16;6;20;13;11;28;21;19;18;32;17;27;15;24;9;1;3;7;4;26
14;10;30;21;29;31;22;5;8;23;2;25;16;6;20;13;11;28;12;19;18;32;17;27;15;24;9;1;3;7;4;26;45;27322
45;27322;14;10;30;21;29;31;22;5;8;23;2;25;16;6;20;13;11;28;12;19;18;32;17;27;15;24;9;1;3;7;4;26
14;10;30;21;29;31;22;5;8;2;23;25;16;6;20;13;11;28;12;19;18;32;17;27;15;24;9;1;3;7;4;26;45;26544
45;26544;14;10;30;21;29;31;22;5;8;2;23;25;16;6;20;13;11;28;12;19;18;32;17;27;15;24;9;1;3;7;4;26
14;10;30;21;29;31;20;5;8;2;23;25;16;6;22;13;11;28;12;19;18;32;17;27;15;24;9;1;3;7;4;26;45;26904
45;26904;14;10;30;21;29;31;20;5;8;2;23;25;16;6;22;13;11;28;12;19;18;32;17;27;15;24;9;1;3;7;4;26
14;10;30;21;8;31;20;5;29;2;23;25;16;6;22;13;11;28;12;19;18;32;17;27;15;24;9;1;3;7;4;26;45;27548
45;26904;14;10;30;21;29;31;20;5;8;2;23;25;16;6;22;13;11;28;12;19;18;32;17;27;15;24;9;1;3;7;4;26
14;10;30;21;29;31;20;5;11;2;23;25;16;6;22;13;8;28;12;19;18;32;17;27;15;24;9;1;3;7;4;26;45;27464
45;27464;14;10;30;21;29;31;20;5;11;2;23;25;16;6;22;13;8;28;12;19;18;32;17;27;15;24;9;1;3;7;4;26
14;10;30;21;29;31;20;5;11;2;23;25;8;6;22;13;16;28;12;19;18;32;17;27;15;24;9;1;3;7;4;26;45;26704
45;26704;14;10;30;21;29;31;20;5;11;2;23;25;8;6;22;13;16;28;12;19;18;32;17;27;15;24;9;1;3;7;4;26
14;10;30;21;29;31;20;5;11;2;23;25;8;6;22;13;16;28;12;19;18;32;17;27;15;24;7;1;3;9;4;26;45;26864
46;26864;14;10;30;21;29;31;20;5;11;2;23;25;8;6;22;13;16;28;12;19;18;32;17;27;15;24;7;1;3;9;4;26
14;10;30;21;29;31;20;5;11;2;23;25;8;6;22;13;16;28;12;19;18;32;24;27;15;17;7;1;3;9;4;26;46;27304
46;27304;14;10;30;21;29;31;20;5;11;2;23;25;8;6;22;13;16;28;12;19;18;32;24;27;15;17;7;1;3;9;4;26
