"X1";"X306";"X61";"X59";"X7";"X24";"X21";"X20";"X54";"X63";"X9";"X19";"X38";"X27";"X44";"X15";"X50";"X51";"X28";"X5";"X12";"X48";"X4";"X39";"X42";"X29";"X31";"X32";"X11";"X2";"X1.1";"X13";"X43";"X25";"X14";"X57";"X47";"X46";"X17";"X36";"X53";"X26";"X30";"X33";"X58";"X41";"X60";"X55";"X10";"X22";"X23";"X40";"X56";"X49";"X6";"X62";"X37";"X18";"X35";"X3";"X45";"X8";"X64";"X34";"X16";"X52"
29;37;12;24;30;63;32;11;25;4;47;45;26;19;31;16;38;14;28;60;9;58;46;51;57;27;36;61;64;1;34;21;59;40;53;43;39;6;7;44;54;62;50;49;5;35;15;20;23;42;13;52;55;56;33;10;18;41;17;2;48;8;3;22;18;262
18;262;29;37;12;24;30;63;32;11;25;4;47;45;26;19;31;16;38;14;28;60;9;58;46;51;57;27;36;61;64;1;34;21;59;40;53;43;39;6;7;44;54;62;50;49;5;35;15;20;23;42;13;52;55;56;33;10;18;41;17;2;48;8;3;22
29;27;12;24;30;63;32;11;25;4;47;45;26;19;31;16;38;14;28;60;9;58;46;51;57;37;36;61;64;1;34;21;59;40;53;43;39;6;7;44;54;62;50;49;5;35;15;20;23;42;13;52;55;56;33;10;18;41;17;2;48;8;3;22;18;262
18;262;29;27;12;24;30;63;32;11;25;4;47;45;26;19;31;16;38;14;28;60;9;58;46;51;57;37;36;61;64;1;34;21;59;40;53;43;39;6;7;44;54;62;50;49;5;35;15;20;23;42;13;52;55;56;33;10;18;41;17;2;48;8;3;22
29;27;12;24;30;63;45;11;25;4;47;32;26;19;31;16;38;14;28;60;9;58;46;51;57;37;36;61;64;1;34;21;59;40;53;43;39;6;7;44;54;62;50;49;5;35;15;20;23;42;13;52;55;56;33;10;18;41;17;2;48;8;3;22;18;262
18;262;29;27;12;24;30;63;45;11;25;4;47;32;26;19;31;16;38;14;28;60;9;58;46;51;57;37;36;61;64;1;34;21;59;40;53;43;39;6;7;44;54;62;50;49;5;35;15;20;23;42;13;52;55;56;33;10;18;41;17;2;48;8;3;22
29;27;12;24;30;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;46;51;57;37;36;61;64;1;34;21;59;40;53;43;39;6;7;44;54;62;50;49;5;35;15;20;23;42;13;52;55;25;33;10;18;41;17;2;48;8;3;22;18;262
18;262;29;27;12;24;30;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;46;51;57;37;36;61;64;1;34;21;59;40;53;43;39;6;7;44;54;62;50;49;5;35;15;20;23;42;13;52;55;25;33;10;18;41;17;2;48;8;3;22
29;27;12;24;30;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;46;51;57;37;36;22;64;1;34;21;59;40;53;43;39;6;7;44;54;62;50;49;5;35;15;20;23;42;13;52;55;25;33;10;18;41;17;2;48;8;3;61;18;258
18;258;29;27;12;24;30;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;46;51;57;37;36;22;64;1;34;21;59;40;53;43;39;6;7;44;54;62;50;49;5;35;15;20;23;42;13;52;55;25;33;10;18;41;17;2;48;8;3;61
29;27;12;24;30;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;46;51;57;37;36;22;64;1;34;21;59;40;53;43;39;6;7;44;54;62;50;33;5;35;15;20;23;42;13;52;55;25;49;10;18;41;17;2;48;8;3;61;18;254
18;254;29;27;12;24;30;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;46;51;57;37;36;22;64;1;34;21;59;40;53;43;39;6;7;44;54;62;50;33;5;35;15;20;23;42;13;52;55;25;49;10;18;41;17;2;48;8;3;61
29;27;12;24;30;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;46;51;57;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;59;33;5;35;15;20;23;42;13;52;55;25;49;10;18;41;17;2;48;8;3;61;18;252
18;252;29;27;12;24;30;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;46;51;57;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;59;33;5;35;15;20;23;42;13;52;55;25;49;10;18;41;17;2;48;8;3;61
29;27;12;24;30;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;46;51;57;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;23;33;5;35;15;20;59;42;13;52;55;25;49;10;18;41;17;2;48;8;3;61;18;252
18;252;29;27;12;24;30;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;46;51;57;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;23;33;5;35;15;20;59;42;13;52;55;25;49;10;18;41;17;2;48;8;3;61
29;27;12;24;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;46;30;57;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;23;33;5;35;15;20;59;42;13;52;55;25;49;10;18;41;17;2;48;8;3;61;18;252
18;252;29;27;12;24;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;46;30;57;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;23;33;5;35;15;20;59;42;13;52;55;25;49;10;18;41;17;2;48;8;3;61
29;27;12;24;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;46;30;57;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;23;33;5;35;15;20;59;48;13;52;55;25;49;10;18;41;17;2;42;8;3;61;18;252
18;252;29;27;12;24;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;46;30;57;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;23;33;5;35;15;20;59;48;13;52;55;25;49;10;18;41;17;2;42;8;3;61
29;27;12;24;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;46;30;57;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;23;33;5;35;61;20;59;48;13;52;55;25;49;10;18;41;17;2;42;8;3;15;18;252
18;252;29;27;12;24;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;46;30;57;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;23;33;5;35;61;20;59;48;13;52;55;25;49;10;18;41;17;2;42;8;3;15
29;27;12;24;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;35;30;57;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;23;33;5;46;61;20;59;48;13;52;55;25;49;10;18;41;17;2;42;8;3;15;18;272
18;272;29;27;12;24;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;35;30;57;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;23;33;5;46;61;20;59;48;13;52;55;25;49;10;18;41;17;2;42;8;3;15
29;27;12;5;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;35;30;57;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;23;33;24;46;61;20;59;48;13;52;55;25;49;10;18;41;17;2;42;8;3;15;18;280
18;280;29;27;12;5;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;35;30;57;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;23;33;24;46;61;20;59;48;13;52;55;25;49;10;18;41;17;2;42;8;3;15
29;27;12;5;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;35;30;23;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;57;33;24;46;61;20;59;48;13;52;55;25;49;10;18;41;17;2;42;8;3;15;18;280
18;280;29;27;12;5;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;60;9;58;35;30;23;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;57;33;24;46;61;20;59;48;13;52;55;25;49;10;18;41;17;2;42;8;3;15
29;60;12;5;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;27;9;58;35;30;23;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;57;33;24;46;61;20;59;48;13;52;55;25;49;10;18;41;17;2;42;8;3;15;18;280
18;280;29;60;12;5;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;27;9;58;35;30;23;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;57;33;24;46;61;20;59;48;13;52;55;25;49;10;18;41;17;2;42;8;3;15
29;60;25;5;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;27;9;58;35;30;23;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;57;33;24;46;61;20;59;48;13;52;55;12;49;10;18;41;17;2;42;8;3;15;18;278
18;278;29;60;25;5;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;27;9;58;35;30;23;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;57;33;24;46;61;20;59;48;13;52;55;12;49;10;18;41;17;2;42;8;3;15
29;60;25;5;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;27;9;58;35;30;23;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;2;42;8;3;15;18;278
19;278;29;60;25;5;51;63;45;11;56;4;47;32;26;19;31;16;38;14;28;27;9;58;35;30;23;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;2;42;8;3;15
29;60;25;5;51;26;45;11;56;4;47;32;63;19;31;16;38;14;28;27;9;58;35;30;23;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;2;42;8;3;15;19;290
19;290;29;60;25;5;51;26;45;11;56;4;47;32;63;19;31;16;38;14;28;27;9;58;35;30;23;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;2;42;8;3;15
29;60;25;5;51;26;45;11;56;4;27;32;63;19;31;16;38;14;28;47;9;58;35;30;23;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;2;42;8;3;15;19;284
19;284;29;60;25;5;51;26;45;11;56;4;27;32;63;19;31;16;38;14;28;47;9;58;35;30;23;37;36;22;64;1;34;21;50;40;53;43;39;6;7;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;2;42;8;3;15
29;60;25;5;53;26;45;11;56;4;27;32;63;19;31;16;38;14;28;47;9;58;35;30;23;37;36;22;64;1;34;21;50;40;51;43;39;6;7;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;2;42;8;3;15;19;284
19;284;29;60;25;5;53;26;45;11;56;4;27;32;63;19;31;16;38;14;28;47;9;58;35;30;23;37;36;22;64;1;34;21;50;40;51;43;39;6;7;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;2;42;8;3;15
29;60;25;5;53;26;45;11;56;4;27;32;63;19;31;43;38;14;28;47;9;58;35;30;23;37;36;22;64;1;34;21;50;40;51;16;39;6;7;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;2;42;8;3;15;19;284
19;284;29;60;25;5;53;26;45;11;56;4;27;32;63;19;31;43;38;14;28;47;9;58;35;30;23;37;36;22;64;1;34;21;50;40;51;16;39;6;7;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;2;42;8;3;15
29;60;25;5;53;26;45;7;56;4;27;32;63;19;31;43;38;14;28;47;9;58;35;30;23;37;36;22;64;1;34;21;50;40;51;16;39;6;11;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;2;42;8;3;15;19;288
19;288;29;60;25;5;53;26;45;7;56;4;27;32;63;19;31;43;38;14;28;47;9;58;35;30;23;37;36;22;64;1;34;21;50;40;51;16;39;6;11;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;2;42;8;3;15
29;60;25;5;53;26;45;7;56;4;27;32;63;19;31;43;38;14;28;47;50;58;35;30;23;37;36;22;64;1;34;21;9;40;51;16;39;6;11;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;2;42;8;3;15;19;292
19;292;29;60;25;5;53;26;45;7;56;4;27;32;63;19;31;43;38;14;28;47;50;58;35;30;23;37;36;22;64;1;34;21;9;40;51;16;39;6;11;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;2;42;8;3;15
29;60;25;5;53;26;45;7;56;4;27;32;63;19;31;43;38;14;28;47;50;58;35;30;23;2;36;22;64;1;34;21;9;40;51;16;39;6;11;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;37;42;8;3;15;19;292
19;292;29;60;25;5;53;26;45;7;56;4;27;32;63;19;31;43;38;14;28;47;50;58;35;30;23;2;36;22;64;1;34;21;9;40;51;16;39;6;11;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;37;42;8;3;15
29;60;25;5;53;36;45;7;56;4;27;32;63;19;31;43;38;14;28;47;50;58;35;30;23;2;26;22;64;1;34;21;9;40;51;16;39;6;11;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;37;42;8;3;15;19;284
19;284;29;60;25;5;53;36;45;7;56;4;27;32;63;19;31;43;38;14;28;47;50;58;35;30;23;2;26;22;64;1;34;21;9;40;51;16;39;6;11;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;37;42;8;3;15
29;60;25;5;53;36;45;7;56;4;27;32;63;19;31;43;38;14;28;47;50;58;35;30;23;2;26;22;64;1;34;21;9;40;51;16;39;3;11;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;37;42;8;6;15;19;284
19;284;29;60;25;5;53;36;45;7;56;4;27;32;63;19;31;43;38;14;28;47;50;58;35;30;23;2;26;22;64;1;34;21;9;40;51;16;39;3;11;44;54;62;57;33;24;46;61;20;13;48;59;52;55;12;49;10;18;41;17;37;42;8;6;15
29;60;25;5;53;36;45;7;56;4;27;32;63;19;31;43;38;14;28;47;50;58;35;30;23;2;26;22;64;1;34;21;9;40;51;16;12;3;11;44;54;62;57;33;24;46;61;20;13;48;59;52;55;39;49;10;18;41;17;37;42;8;6;15;19;280
19;280;29;60;25;5;53;36;45;7;56;4;27;32;63;19;31;43;38;14;28;47;50;58;35;30;23;2;26;22;64;1;34;21;9;40;51;16;12;3;11;44;54;62;57;33;24;46;61;20;13;48;59;52;55;39;49;10;18;41;17;37;42;8;6;15
29;60;25;5;53;36;45;7;56;4;27;32;63;17;31;43;38;14;28;47;50;58;35;30;23;2;26;22;64;1;34;21;9;40;51;16;12;3;11;44;54;62;57;33;24;46;61;20;13;48;59;52;55;39;49;10;18;41;19;37;42;8;6;15;19;288
19;288;29;60;25;5;53;36;45;7;56;4;27;32;63;17;31;43;38;14;28;47;50;58;35;30;23;2;26;22;64;1;34;21;9;40;51;16;12;3;11;44;54;62;57;33;24;46;61;20;13;48;59;52;55;39;49;10;18;41;19;37;42;8;6;15
29;60;25;5;53;36;45;7;56;4;27;32;63;17;31;43;38;14;28;47;50;58;35;30;23;2;26;22;64;1;34;21;9;40;61;16;12;3;11;44;54;62;57;33;24;46;51;20;13;48;59;52;55;39;49;10;18;41;19;37;42;8;6;15;19;286
19;286;29;60;25;5;53;36;45;7;56;4;27;32;63;17;31;43;38;14;28;47;50;58;35;30;23;2;26;22;64;1;34;21;9;40;61;16;12;3;11;44;54;62;57;33;24;46;51;20;13;48;59;52;55;39;49;10;18;41;19;37;42;8;6;15
29;60;25;5;53;36;45;7;56;4;27;32;63;17;31;43;51;14;28;47;50;58;35;30;23;2;26;22;64;1;34;21;9;40;61;16;12;3;11;44;54;62;57;33;24;46;38;20;13;48;59;52;55;39;49;10;18;41;19;37;42;8;6;15;19;274
19;274;29;60;25;5;53;36;45;7;56;4;27;32;63;17;31;43;51;14;28;47;50;58;35;30;23;2;26;22;64;1;34;21;9;40;61;16;12;3;11;44;54;62;57;33;24;46;38;20;13;48;59;52;55;39;49;10;18;41;19;37;42;8;6;15
29;60;25;5;53;36;45;7;56;4;27;32;63;17;31;43;51;44;28;47;50;58;35;30;23;2;26;22;64;1;34;21;9;40;61;16;12;3;11;14;54;62;57;33;24;46;38;20;13;48;59;52;55;39;49;10;18;41;19;37;42;8;6;15;19;274
19;274;29;60;25;5;53;36;45;7;56;4;27;32;63;17;31;43;51;44;28;47;50;58;35;30;23;2;26;22;64;1;34;21;9;40;61;16;12;3;11;14;54;62;57;33;24;46;38;20;13;48;59;52;55;39;49;10;18;41;19;37;42;8;6;15
29;60;25;5;53;36;45;7;56;4;27;32;63;17;31;43;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;21;9;40;61;16;12;3;11;14;54;62;57;33;24;46;38;20;13;48;22;52;55;39;49;10;18;41;19;37;42;8;6;15;19;282
19;282;29;60;25;5;53;36;45;7;56;4;27;32;63;17;31;43;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;21;9;40;61;16;12;3;11;14;54;62;57;33;24;46;38;20;13;48;22;52;55;39;49;10;18;41;19;37;42;8;6;15
29;60;25;5;53;36;45;7;56;4;27;32;63;17;31;43;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;21;9;40;61;16;12;46;11;14;54;62;57;33;24;3;38;20;13;48;22;52;55;39;49;10;18;41;19;37;42;8;6;15;19;242
19;242;29;60;25;5;53;36;45;7;56;4;27;32;63;17;31;43;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;21;9;40;61;16;12;46;11;14;54;62;57;33;24;3;38;20;13;48;22;52;55;39;49;10;18;41;19;37;42;8;6;15
29;60;25;5;53;36;45;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;21;9;40;61;16;12;46;11;14;54;62;57;33;24;3;38;20;13;43;22;52;55;39;49;10;18;41;19;37;42;8;6;15;19;242
19;242;29;60;25;5;53;36;45;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;21;9;40;61;16;12;46;11;14;54;62;57;33;24;3;38;20;13;43;22;52;55;39;49;10;18;41;19;37;42;8;6;15
29;55;25;5;53;36;45;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;21;9;40;61;16;12;46;11;14;54;62;57;33;24;3;38;20;13;43;22;52;60;39;49;10;18;41;19;37;42;8;6;15;19;242
19;242;29;55;25;5;53;36;45;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;21;9;40;61;16;12;46;11;14;54;62;57;33;24;3;38;20;13;43;22;52;60;39;49;10;18;41;19;37;42;8;6;15
29;55;25;5;53;36;45;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;21;18;40;61;16;12;46;11;14;54;62;57;33;24;3;38;20;13;43;22;52;60;39;49;10;9;41;19;37;42;8;6;15;19;244
19;244;29;55;25;5;53;36;45;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;21;18;40;61;16;12;46;11;14;54;62;57;33;24;3;38;20;13;43;22;52;60;39;49;10;9;41;19;37;42;8;6;15
29;55;25;5;53;36;21;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;45;18;40;61;16;12;46;11;14;54;62;57;33;24;3;38;20;13;43;22;52;60;39;49;10;9;41;19;37;42;8;6;15;19;242
20;242;29;55;25;5;53;36;21;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;45;18;40;61;16;12;46;11;14;54;62;57;33;24;3;38;20;13;43;22;52;60;39;49;10;9;41;19;37;42;8;6;15
29;55;25;5;53;36;21;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;45;18;40;61;16;12;46;11;14;54;62;57;33;24;3;38;39;13;43;22;52;60;20;49;10;9;41;19;37;42;8;6;15;20;242
20;242;29;55;25;5;53;36;21;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;45;18;40;61;16;12;46;11;14;54;62;57;33;24;3;38;39;13;43;22;52;60;20;49;10;9;41;19;37;42;8;6;15
29;55;25;5;53;36;54;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;45;18;40;61;16;12;46;11;14;21;62;57;33;24;3;38;39;13;43;22;52;60;20;49;10;9;41;19;37;42;8;6;15;20;242
20;242;29;55;25;5;53;36;54;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;45;18;40;61;16;12;46;11;14;21;62;57;33;24;3;38;39;13;43;22;52;60;20;49;10;9;41;19;37;42;8;6;15
29;55;25;5;53;36;54;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;45;18;40;61;16;12;46;57;14;21;62;11;33;24;3;38;39;13;43;22;52;60;20;49;10;9;41;19;37;42;8;6;15;20;236
20;236;29;55;25;5;53;36;54;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;30;23;2;26;59;64;1;34;45;18;40;61;16;12;46;57;14;21;62;11;33;24;3;38;39;13;43;22;52;60;20;49;10;9;41;19;37;42;8;6;15
29;55;25;5;53;36;54;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;52;23;2;26;59;64;1;34;45;18;40;61;16;12;46;57;14;21;62;11;33;24;3;38;39;13;43;22;30;60;20;49;10;9;41;19;37;42;8;6;15;20;236
20;236;29;55;25;5;53;36;54;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;52;23;2;26;59;64;1;34;45;18;40;61;16;12;46;57;14;21;62;11;33;24;3;38;39;13;43;22;30;60;20;49;10;9;41;19;37;42;8;6;15
29;55;25;5;53;36;60;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;52;23;2;26;59;64;1;34;45;18;40;61;16;12;46;57;14;21;62;11;33;24;3;38;39;13;43;22;30;54;20;49;10;9;41;19;37;42;8;6;15;20;236
20;236;29;55;25;5;53;36;60;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;52;23;2;26;59;64;1;34;45;18;40;61;16;12;46;57;14;21;62;11;33;24;3;38;39;13;43;22;30;54;20;49;10;9;41;19;37;42;8;6;15
29;55;25;5;53;36;60;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;52;23;2;26;59;64;1;34;45;18;40;61;16;12;46;57;22;21;62;11;33;24;3;38;39;13;43;14;30;54;20;49;10;9;41;19;37;42;8;6;15;20;236
20;236;29;55;25;5;53;36;60;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;52;23;2;26;59;64;1;34;45;18;40;61;16;12;46;57;22;21;62;11;33;24;3;38;39;13;43;14;30;54;20;49;10;9;41;19;37;42;8;6;15
29;55;25;5;53;36;60;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;52;23;2;26;59;64;1;34;45;57;40;61;16;12;46;18;22;21;62;11;33;24;3;38;39;13;43;14;30;54;20;49;10;9;41;19;37;42;8;6;15;20;224
20;224;29;55;25;5;53;36;60;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;52;23;2;26;59;64;1;34;45;57;40;61;16;12;46;18;22;21;62;11;33;24;3;38;39;13;43;14;30;54;20;49;10;9;41;19;37;42;8;6;15
29;55;25;5;53;36;60;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;52;23;2;26;59;64;1;34;45;57;40;15;16;12;46;18;22;21;62;11;33;24;3;38;39;13;43;14;30;54;20;49;10;9;41;19;37;42;8;6;61;20;230
20;230;29;55;25;5;53;36;60;7;56;4;27;32;63;17;31;48;51;44;28;47;50;58;35;52;23;2;26;59;64;1;34;45;57;40;15;16;12;46;18;22;21;62;11;33;24;3;38;39;13;43;14;30;54;20;49;10;9;41;19;37;42;8;6;61
29;55;25;5;53;36;60;7;56;4;27;13;63;17;31;48;51;44;28;47;50;58;35;52;23;2;26;59;64;1;34;45;57;40;15;16;12;46;18;22;21;62;11;33;24;3;38;39;32;43;14;30;54;20;49;10;9;41;19;37;42;8;6;61;20;230
20;230;29;55;25;5;53;36;60;7;56;4;27;13;63;17;31;48;51;44;28;47;50;58;35;52;23;2;26;59;64;1;34;45;57;40;15;16;12;46;18;22;21;62;11;33;24;3;38;39;32;43;14;30;54;20;49;10;9;41;19;37;42;8;6;61
29;55;25;5;53;36;60;7;56;4;27;13;63;17;31;48;51;44;28;47;50;58;35;52;23;2;14;59;64;1;34;45;57;40;15;16;12;46;18;22;21;62;11;33;24;3;38;39;32;43;26;30;54;20;49;10;9;41;19;37;42;8;6;61;20;238
20;238;29;55;25;5;53;36;60;7;56;4;27;13;63;17;31;48;51;44;28;47;50;58;35;52;23;2;14;59;64;1;34;45;57;40;15;16;12;46;18;22;21;62;11;33;24;3;38;39;32;43;26;30;54;20;49;10;9;41;19;37;42;8;6;61
29;55;34;5;53;36;60;7;56;4;27;13;63;17;31;48;51;44;28;47;50;58;35;52;23;2;14;59;64;1;25;45;57;40;15;16;12;46;18;22;21;62;11;33;24;3;38;39;32;43;26;30;54;20;49;10;9;41;19;37;42;8;6;61;20;238
20;238;29;55;34;5;53;36;60;7;56;4;27;13;63;17;31;48;51;44;28;47;50;58;35;52;23;2;14;59;64;1;25;45;57;40;15;16;12;46;18;22;21;62;11;33;24;3;38;39;32;43;26;30;54;20;49;10;9;41;19;37;42;8;6;61
29;55;34;5;53;36;60;7;56;4;27;13;63;17;40;48;51;44;28;47;50;58;35;52;23;2;14;59;64;1;25;45;57;31;15;16;12;46;18;22;21;62;11;33;24;3;38;39;32;43;26;30;54;20;49;10;9;41;19;37;42;8;6;61;20;242
20;242;29;55;34;5;53;36;60;7;56;4;27;13;63;17;40;48;51;44;28;47;50;58;35;52;23;2;14;59;64;1;25;45;57;31;15;16;12;46;18;22;21;62;11;33;24;3;38;39;32;43;26;30;54;20;49;10;9;41;19;37;42;8;6;61
29;55;34;5;53;36;60;7;56;4;27;13;63;17;40;48;51;44;28;47;50;58;35;52;23;2;14;59;64;1;25;45;57;31;39;16;12;46;18;22;21;62;11;33;24;3;38;15;32;43;26;30;54;20;49;10;9;41;19;37;42;8;6;61;20;242
20;242;29;55;34;5;53;36;60;7;56;4;27;13;63;17;40;48;51;44;28;47;50;58;35;52;23;2;14;59;64;1;25;45;57;31;39;16;12;46;18;22;21;62;11;33;24;3;38;15;32;43;26;30;54;20;49;10;9;41;19;37;42;8;6;61
29;55;34;5;53;36;60;7;56;4;27;13;63;9;40;48;51;44;28;47;50;58;35;52;23;2;14;59;64;1;25;45;57;31;39;16;12;46;18;22;21;62;11;33;24;3;38;15;32;43;26;30;54;20;49;10;17;41;19;37;42;8;6;61;20;242
20;242;29;55;34;5;53;36;60;7;56;4;27;13;63;9;40;48;51;44;28;47;50;58;35;52;23;2;14;59;64;1;25;45;57;31;39;16;12;46;18;22;21;62;11;33;24;3;38;15;32;43;26;30;54;20;49;10;17;41;19;37;42;8;6;61
29;55;34;5;53;36;60;7;56;4;27;13;31;9;40;48;51;44;28;47;50;58;35;52;23;2;14;59;64;1;25;45;57;63;39;16;12;46;18;22;21;62;11;33;24;3;38;15;32;43;26;30;54;20;49;10;17;41;19;37;42;8;6;61;20;242
20;242;29;55;34;5;53;36;60;7;56;4;27;13;31;9;40;48;51;44;28;47;50;58;35;52;23;2;14;59;64;1;25;45;57;63;39;16;12;46;18;22;21;62;11;33;24;3;38;15;32;43;26;30;54;20;49;10;17;41;19;37;42;8;6;61
