"X1";"X258";"X13";"X57";"X15";"X18";"X8";"X38";"X62";"X24";"X50";"X54";"X12";"X11";"X33";"X3";"X61";"X32";"X22";"X59";"X16";"X34";"X21";"X9";"X55";"X31";"X63";"X30";"X42";"X46";"X51";"X26";"X48";"X52";"X60";"X43";"X56";"X14";"X7";"X28";"X36";"X20";"X37";"X47";"X41";"X23";"X39";"X10";"X25";"X64";"X49";"X1.1";"X2";"X6";"X35";"X19";"X27";"X45";"X17";"X44";"X5";"X58";"X4";"X53";"X29";"X40"
40;17;31;5;64;29;35;15;38;28;42;43;36;8;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;54;23;13;52;37;14;39;32;46;4;6;22;49;61;50;26;48;25;51;56;34;59;62;33;16;45;3;30;1;60;21;20;57;19;41;8;272
8;272;40;17;31;5;64;29;35;15;38;28;42;43;36;8;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;54;23;13;52;37;14;39;32;46;4;6;22;49;61;50;26;48;25;51;56;34;59;62;33;16;45;3;30;1;60;21;20;57;19;41
40;17;31;5;64;29;35;20;38;28;42;43;36;8;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;54;23;13;52;37;14;39;32;46;4;6;22;49;61;50;26;48;25;51;56;34;59;62;33;16;45;3;30;1;60;21;15;57;19;41;8;272
8;272;40;17;31;5;64;29;35;20;38;28;42;43;36;8;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;54;23;13;52;37;14;39;32;46;4;6;22;49;61;50;26;48;25;51;56;34;59;62;33;16;45;3;30;1;60;21;15;57;19;41
40;17;31;5;64;29;35;20;38;28;42;43;36;8;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;54;23;13;52;37;14;39;32;46;4;6;22;61;49;50;26;48;25;51;56;34;59;62;33;16;45;3;30;1;60;21;15;57;19;41;8;272
9;272;40;17;31;5;64;29;35;20;38;28;42;43;36;8;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;54;23;13;52;37;14;39;32;46;4;6;22;61;49;50;26;48;25;51;56;34;59;62;33;16;45;3;30;1;60;21;15;57;19;41
40;17;31;5;64;29;35;20;38;28;42;43;36;8;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;54;23;13;52;37;14;39;32;46;4;6;22;61;49;50;26;48;19;51;56;34;59;62;33;16;45;3;30;1;60;21;15;57;25;41;9;272
9;272;40;17;31;5;64;29;35;20;38;28;42;43;36;8;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;54;23;13;52;37;14;39;32;46;4;6;22;61;49;50;26;48;19;51;56;34;59;62;33;16;45;3;30;1;60;21;15;57;25;41
40;17;31;5;64;29;35;20;38;28;42;43;36;8;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;22;23;13;52;37;14;39;32;46;4;6;54;61;49;50;26;48;19;51;56;34;59;62;33;16;45;3;30;1;60;21;15;57;25;41;9;272
9;272;40;17;31;5;64;29;35;20;38;28;42;43;36;8;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;22;23;13;52;37;14;39;32;46;4;6;54;61;49;50;26;48;19;51;56;34;59;62;33;16;45;3;30;1;60;21;15;57;25;41
40;17;31;5;64;29;35;20;38;28;42;51;36;8;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;22;23;13;52;37;14;39;32;46;4;6;54;61;49;50;26;48;19;43;56;34;59;62;33;16;45;3;30;1;60;21;15;57;25;41;9;272
9;272;40;17;31;5;64;29;35;20;38;28;42;51;36;8;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;22;23;13;52;37;14;39;32;46;4;6;54;61;49;50;26;48;19;43;56;34;59;62;33;16;45;3;30;1;60;21;15;57;25;41
40;17;31;5;64;29;35;20;38;28;42;51;36;8;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;39;23;13;52;37;14;22;32;46;4;6;54;61;49;50;26;48;19;43;56;34;59;62;33;16;45;3;30;1;60;21;15;57;25;41;9;268
9;268;40;17;31;5;64;29;35;20;38;28;42;51;36;8;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;39;23;13;52;37;14;22;32;46;4;6;54;61;49;50;26;48;19;43;56;34;59;62;33;16;45;3;30;1;60;21;15;57;25;41
40;17;31;5;64;29;35;20;38;28;42;51;36;21;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;39;23;13;52;37;14;22;32;46;4;6;54;61;49;50;26;48;19;43;56;34;59;62;33;16;45;3;30;1;60;8;15;57;25;41;9;284
9;284;40;17;31;5;64;29;35;20;38;28;42;51;36;21;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;39;23;13;52;37;14;22;32;46;4;6;54;61;49;50;26;48;19;43;56;34;59;62;33;16;45;3;30;1;60;8;15;57;25;41
40;17;31;5;64;29;35;20;38;28;42;51;36;21;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;39;23;13;52;37;14;22;32;46;4;6;56;61;49;50;26;48;19;43;54;34;59;62;33;16;45;3;30;1;60;8;15;57;25;41;9;284
9;284;40;17;31;5;64;29;35;20;38;28;42;51;36;21;7;53;10;58;27;55;18;12;9;2;47;63;24;44;11;39;23;13;52;37;14;22;32;46;4;6;56;61;49;50;26;48;19;43;54;34;59;62;33;16;45;3;30;1;60;8;15;57;25;41
40;17;31;5;64;29;35;20;38;28;42;51;36;21;7;53;10;58;27;55;18;12;9;2;47;63;24;14;11;39;23;13;52;37;44;22;32;46;4;6;56;61;49;50;26;48;19;43;54;34;59;62;33;16;45;3;30;1;60;8;15;57;25;41;9;274
9;274;40;17;31;5;64;29;35;20;38;28;42;51;36;21;7;53;10;58;27;55;18;12;9;2;47;63;24;14;11;39;23;13;52;37;44;22;32;46;4;6;56;61;49;50;26;48;19;43;54;34;59;62;33;16;45;3;30;1;60;8;15;57;25;41
27;17;31;5;64;29;35;20;38;28;42;51;36;21;7;53;10;58;40;55;18;12;9;2;47;63;24;14;11;39;23;13;52;37;44;22;32;46;4;6;56;61;49;50;26;48;19;43;54;34;59;62;33;16;45;3;30;1;60;8;15;57;25;41;9;282
9;282;27;17;31;5;64;29;35;20;38;28;42;51;36;21;7;53;10;58;40;55;18;12;9;2;47;63;24;14;11;39;23;13;52;37;44;22;32;46;4;6;56;61;49;50;26;48;19;43;54;34;59;62;33;16;45;3;30;1;60;8;15;57;25;41
27;17;31;5;64;29;35;20;38;28;42;51;36;21;7;53;10;58;40;55;18;12;9;2;47;63;24;14;11;39;23;13;52;37;44;22;32;60;4;6;56;61;49;50;26;48;19;43;54;34;59;62;33;16;45;3;30;1;46;8;15;57;25;41;9;282
9;282;27;17;31;5;64;29;35;20;38;28;42;51;36;21;7;53;10;58;40;55;18;12;9;2;47;63;24;14;11;39;23;13;52;37;44;22;32;60;4;6;56;61;49;50;26;48;19;43;54;34;59;62;33;16;45;3;30;1;46;8;15;57;25;41
27;17;31;5;64;29;35;20;38;28;42;51;36;21;7;53;10;58;40;55;18;62;9;2;47;63;24;14;11;39;23;13;52;37;44;22;32;60;4;6;56;61;49;50;26;48;19;43;54;34;59;12;33;16;45;3;30;1;46;8;15;57;25;41;9;278
9;278;27;17;31;5;64;29;35;20;38;28;42;51;36;21;7;53;10;58;40;55;18;62;9;2;47;63;24;14;11;39;23;13;52;37;44;22;32;60;4;6;56;61;49;50;26;48;19;43;54;34;59;12;33;16;45;3;30;1;46;8;15;57;25;41
27;17;31;5;64;29;35;22;38;28;42;51;36;21;7;53;10;58;40;55;18;62;9;2;47;63;24;14;11;39;23;13;52;37;44;20;32;60;4;6;56;61;49;50;26;48;19;43;54;34;59;12;33;16;45;3;30;1;46;8;15;57;25;41;9;274
9;274;27;17;31;5;64;29;35;22;38;28;42;51;36;21;7;53;10;58;40;55;18;62;9;2;47;63;24;14;11;39;23;13;52;37;44;20;32;60;4;6;56;61;49;50;26;48;19;43;54;34;59;12;33;16;45;3;30;1;46;8;15;57;25;41
27;17;31;5;64;29;35;22;38;28;42;51;36;21;7;53;10;58;40;55;18;62;9;2;47;63;24;14;11;39;23;13;52;37;44;20;32;60;4;6;56;61;49;57;26;48;19;43;54;34;59;12;33;16;45;3;30;1;46;8;15;50;25;41;9;278
9;278;27;17;31;5;64;29;35;22;38;28;42;51;36;21;7;53;10;58;40;55;18;62;9;2;47;63;24;14;11;39;23;13;52;37;44;20;32;60;4;6;56;61;49;57;26;48;19;43;54;34;59;12;33;16;45;3;30;1;46;8;15;50;25;41
27;17;31;5;64;29;35;22;38;28;42;51;36;21;7;53;10;58;40;55;18;62;9;2;47;45;24;14;11;39;23;13;52;37;44;20;32;60;4;6;56;61;49;57;26;48;19;43;54;34;59;12;33;16;63;3;30;1;46;8;15;50;25;41;9;278
9;278;27;17;31;5;64;29;35;22;38;28;42;51;36;21;7;53;10;58;40;55;18;62;9;2;47;45;24;14;11;39;23;13;52;37;44;20;32;60;4;6;56;61;49;57;26;48;19;43;54;34;59;12;33;16;63;3;30;1;46;8;15;50;25;41
27;17;31;5;64;29;35;22;38;28;42;51;36;21;7;53;10;58;40;33;18;62;9;2;47;45;24;14;11;39;23;13;52;37;44;20;32;60;4;6;56;61;49;57;26;48;19;43;54;34;59;12;55;16;63;3;30;1;46;8;15;50;25;41;9;284
9;284;27;17;31;5;64;29;35;22;38;28;42;51;36;21;7;53;10;58;40;33;18;62;9;2;47;45;24;14;11;39;23;13;52;37;44;20;32;60;4;6;56;61;49;57;26;48;19;43;54;34;59;12;55;16;63;3;30;1;46;8;15;50;25;41
27;17;31;5;64;29;35;22;38;28;42;51;36;37;7;53;10;58;40;33;18;62;9;2;47;45;24;14;11;39;23;13;52;21;44;20;32;60;4;6;56;61;49;57;26;48;19;43;54;34;59;12;55;16;63;3;30;1;46;8;15;50;25;41;9;288
9;288;27;17;31;5;64;29;35;22;38;28;42;51;36;37;7;53;10;58;40;33;18;62;9;2;47;45;24;14;11;39;23;13;52;21;44;20;32;60;4;6;56;61;49;57;26;48;19;43;54;34;59;12;55;16;63;3;30;1;46;8;15;50;25;41
27;17;31;5;64;29;35;22;38;28;42;51;36;37;7;53;10;58;40;33;18;62;9;2;47;45;24;14;11;39;23;13;52;21;44;20;32;60;4;6;56;61;49;57;26;48;19;43;54;34;59;12;63;16;55;3;30;1;46;8;15;50;25;41;9;288
9;288;27;17;31;5;64;29;35;22;38;28;42;51;36;37;7;53;10;58;40;33;18;62;9;2;47;45;24;14;11;39;23;13;52;21;44;20;32;60;4;6;56;61;49;57;26;48;19;43;54;34;59;12;63;16;55;3;30;1;46;8;15;50;25;41
27;17;31;5;64;29;35;22;38;28;42;51;36;37;7;53;10;57;40;33;18;62;9;2;47;45;24;14;11;39;23;13;52;21;44;20;32;60;4;6;56;61;49;58;26;48;19;43;54;34;59;12;63;16;55;3;30;1;46;8;15;50;25;41;9;280
9;280;27;17;31;5;64;29;35;22;38;28;42;51;36;37;7;53;10;57;40;33;18;62;9;2;47;45;24;14;11;39;23;13;52;21;44;20;32;60;4;6;56;61;49;58;26;48;19;43;54;34;59;12;63;16;55;3;30;1;46;8;15;50;25;41
27;17;31;5;64;29;35;22;38;28;42;51;36;37;7;53;10;57;40;33;18;62;9;2;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;61;49;58;26;48;19;43;54;34;59;12;63;16;55;44;30;1;46;8;15;50;25;41;9;282
9;282;27;17;31;5;64;29;35;22;38;28;42;51;36;37;7;53;10;57;40;33;18;62;9;2;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;61;49;58;26;48;19;43;54;34;59;12;63;16;55;44;30;1;46;8;15;50;25;41
27;17;31;5;64;29;35;22;38;28;42;51;36;37;7;53;10;57;40;33;18;62;9;2;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;49;58;26;48;19;43;54;34;59;12;63;16;55;44;30;1;46;61;15;50;25;41;9;282
9;282;27;17;31;5;64;29;35;22;38;28;42;51;36;37;7;53;10;57;40;33;18;62;9;2;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;49;58;26;48;19;43;54;34;59;12;63;16;55;44;30;1;46;61;15;50;25;41
27;17;31;5;64;29;35;22;38;28;42;51;36;37;7;53;10;57;40;33;18;49;9;2;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;43;54;34;59;12;63;16;55;44;30;1;46;61;15;50;25;41;9;280
10;280;27;17;31;5;64;29;35;22;38;28;42;51;36;37;7;53;10;57;40;33;18;49;9;2;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;43;54;34;59;12;63;16;55;44;30;1;46;61;15;50;25;41
27;17;31;5;64;29;35;22;38;28;42;51;36;61;7;53;10;57;40;33;18;49;9;2;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;43;54;34;59;12;63;16;55;44;30;1;46;37;15;50;25;41;10;276
10;276;27;17;31;5;64;29;35;22;38;28;42;51;36;61;7;53;10;57;40;33;18;49;9;2;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;43;54;34;59;12;63;16;55;44;30;1;46;37;15;50;25;41
27;17;31;5;64;29;35;36;38;28;42;51;22;61;7;53;10;57;40;33;18;49;9;2;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;43;54;34;59;12;63;16;55;44;30;1;46;37;15;50;25;41;10;280
10;280;27;17;31;5;64;29;35;36;38;28;42;51;22;61;7;53;10;57;40;33;18;49;9;2;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;43;54;34;59;12;63;16;55;44;30;1;46;37;15;50;25;41
27;17;31;5;64;29;35;36;38;28;42;51;22;61;7;53;10;57;40;33;18;49;9;2;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;43;54;34;59;12;63;16;55;44;30;41;46;37;15;50;25;1;10;280
10;280;27;17;31;5;64;29;35;36;38;28;42;51;22;61;7;53;10;57;40;33;18;49;9;2;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;43;54;34;59;12;63;16;55;44;30;41;46;37;15;50;25;1
27;17;31;5;64;29;35;36;38;28;42;51;22;61;7;53;10;57;40;33;18;24;9;2;47;45;49;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;43;54;34;59;12;63;16;55;44;30;41;46;37;15;50;25;1;10;288
10;280;27;17;31;5;64;29;35;36;38;28;42;51;22;61;7;53;10;57;40;33;18;49;9;2;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;43;54;34;59;12;63;16;55;44;30;41;46;37;15;50;25;1
27;17;31;5;64;29;35;36;38;2;42;51;22;61;7;53;10;57;40;33;18;49;9;28;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;43;54;34;59;12;63;16;55;44;30;41;46;37;15;50;25;1;10;272
10;272;27;17;31;5;64;29;35;36;38;2;42;51;22;61;7;53;10;57;40;33;18;49;9;28;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;43;54;34;59;12;63;16;55;44;30;41;46;37;15;50;25;1
27;17;31;5;64;29;35;36;38;2;42;51;22;61;7;53;10;57;40;33;18;49;9;28;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;43;54;34;59;1;63;16;55;44;30;41;46;37;15;50;25;12;10;272
10;272;27;17;31;5;64;29;35;36;38;2;42;51;22;61;7;53;10;57;40;33;18;49;9;28;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;43;54;34;59;1;63;16;55;44;30;41;46;37;15;50;25;12
27;17;31;5;64;29;35;36;38;2;42;51;22;61;7;18;10;57;40;33;53;49;9;28;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;43;54;34;59;1;63;16;55;44;30;41;46;37;15;50;25;12;10;272
10;272;27;17;31;5;64;29;35;36;38;2;42;51;22;61;7;18;10;57;40;33;53;49;9;28;47;45;24;14;11;39;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;43;54;34;59;1;63;16;55;44;30;41;46;37;15;50;25;12
27;17;31;5;64;29;35;36;38;2;42;51;22;61;7;18;10;57;40;33;53;49;9;28;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;39;54;34;59;1;63;16;55;44;30;41;46;37;15;50;25;12;10;272
10;272;27;17;31;5;64;29;35;36;38;2;42;51;22;61;7;18;10;57;40;33;53;49;9;28;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;39;54;34;59;1;63;16;55;44;30;41;46;37;15;50;25;12
22;17;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;57;40;33;53;49;9;28;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;39;54;34;59;1;63;16;55;44;30;41;46;37;15;50;25;12;10;272
10;272;22;17;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;57;40;33;53;49;9;28;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;39;54;34;59;1;63;16;55;44;30;41;46;37;15;50;25;12
22;17;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;57;55;33;53;49;9;28;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;39;54;34;59;1;63;16;40;44;30;41;46;37;15;50;25;12;10;284
10;284;22;17;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;57;55;33;53;49;9;28;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;39;54;34;59;1;63;16;40;44;30;41;46;37;15;50;25;12
22;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;57;55;33;53;49;9;28;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;39;54;34;59;1;63;17;40;44;30;41;46;37;15;50;25;12;10;284
10;284;22;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;57;55;33;53;49;9;28;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;39;54;34;59;1;63;17;40;44;30;41;46;37;15;50;25;12
22;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;57;55;33;53;49;9;28;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;39;54;34;59;1;12;17;40;44;30;41;46;37;15;50;25;63;10;284
10;284;22;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;57;55;33;53;49;9;28;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;6;56;8;62;58;26;48;19;39;54;34;59;1;12;17;40;44;30;41;46;37;15;50;25;63
22;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;57;55;33;53;49;9;28;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;30;56;8;62;58;26;48;19;39;54;34;59;1;12;17;40;44;6;41;46;37;15;50;25;63;10;284
10;284;22;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;57;55;33;53;49;9;28;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;30;56;8;62;58;26;48;19;39;54;34;59;1;12;17;40;44;6;41;46;37;15;50;25;63
22;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;57;55;33;53;49;9;28;47;45;58;14;11;43;23;13;52;21;3;20;32;60;4;30;56;8;62;24;26;48;19;39;54;34;59;1;12;17;40;44;6;41;46;37;15;50;25;63;10;292
10;284;22;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;57;55;33;53;49;9;28;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;30;56;8;62;58;26;48;19;39;54;34;59;1;12;17;40;44;6;41;46;37;15;50;25;63
22;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;57;55;33;53;49;9;26;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;30;56;8;62;58;28;48;19;39;54;34;59;1;12;17;40;44;6;41;46;37;15;50;25;63;10;284
10;284;22;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;57;55;33;53;49;9;26;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;30;56;8;62;58;28;48;19;39;54;34;59;1;12;17;40;44;6;41;46;37;15;50;25;63
22;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;33;53;49;9;26;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;30;56;8;62;58;28;48;19;39;54;34;59;1;57;17;40;44;6;41;46;37;15;50;25;63;10;284
10;284;22;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;33;53;49;9;26;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;30;56;8;62;58;28;48;19;39;54;34;59;1;57;17;40;44;6;41;46;37;15;50;25;63
22;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;17;53;49;9;26;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;30;56;8;62;58;28;48;19;39;54;34;59;1;57;33;40;44;6;41;46;37;15;50;25;63;10;280
10;280;22;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;17;53;49;9;26;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;30;56;8;62;58;28;48;19;39;54;34;59;1;57;33;40;44;6;41;46;37;15;50;25;63
46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;17;53;49;9;26;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;30;56;8;62;58;28;48;19;39;54;34;59;1;57;33;40;44;6;41;22;37;15;50;25;63;10;280
10;280;46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;17;53;49;9;26;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;30;56;8;62;58;28;48;19;39;54;34;59;1;57;33;40;44;6;41;22;37;15;50;25;63
46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;17;53;49;9;26;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;30;56;8;62;58;28;48;19;39;54;34;59;1;50;33;40;44;6;41;22;37;15;57;25;63;10;280
10;280;46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;17;53;49;9;26;47;45;24;14;11;43;23;13;52;21;3;20;32;60;4;30;56;8;62;58;28;48;19;39;54;34;59;1;50;33;40;44;6;41;22;37;15;57;25;63
46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;17;53;49;43;26;47;45;24;14;11;9;23;13;52;21;3;20;32;60;4;30;56;8;62;58;28;48;19;39;54;34;59;1;50;33;40;44;6;41;22;37;15;57;25;63;10;276
11;276;46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;17;53;49;43;26;47;45;24;14;11;9;23;13;52;21;3;20;32;60;4;30;56;8;62;58;28;48;19;39;54;34;59;1;50;33;40;44;6;41;22;37;15;57;25;63
46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;17;53;49;43;22;47;45;24;14;11;9;23;13;52;21;3;20;32;60;4;30;56;8;62;58;28;48;19;39;54;34;59;1;50;33;40;44;6;41;26;37;15;57;25;63;11;276
11;276;46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;17;53;49;43;22;47;45;24;14;11;9;23;13;52;21;3;20;32;60;4;30;56;8;62;58;28;48;19;39;54;34;59;1;50;33;40;44;6;41;26;37;15;57;25;63
46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;17;53;49;43;22;47;45;24;14;11;9;23;13;52;21;3;20;32;60;4;30;56;8;62;58;28;48;37;39;54;34;59;1;50;33;40;44;6;41;26;19;15;57;25;63;11;276
11;276;46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;17;53;49;43;22;47;45;24;14;11;9;23;13;52;21;3;20;32;60;4;30;56;8;62;58;28;48;37;39;54;34;59;1;50;33;40;44;6;41;26;19;15;57;25;63
46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;17;53;49;43;22;47;62;24;14;11;9;23;13;52;21;3;20;32;60;4;30;56;8;45;58;28;48;37;39;54;34;59;1;50;33;40;44;6;41;26;19;15;57;25;63;11;276
11;276;46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;17;53;49;43;22;47;62;24;14;11;9;23;13;52;21;3;20;32;60;4;30;56;8;45;58;28;48;37;39;54;34;59;1;50;33;40;44;6;41;26;19;15;57;25;63
46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;17;53;49;43;22;52;62;24;14;11;9;23;13;47;21;3;20;32;60;4;30;56;8;45;58;28;48;37;39;54;34;59;1;50;33;40;44;6;41;26;19;15;57;25;63;11;276
11;276;46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;55;17;53;49;43;22;52;62;24;14;11;9;23;13;47;21;3;20;32;60;4;30;56;8;45;58;28;48;37;39;54;34;59;1;50;33;40;44;6;41;26;19;15;57;25;63
46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;6;17;53;49;43;22;52;62;24;14;11;9;23;13;47;21;3;20;32;60;4;30;56;8;45;58;28;48;37;39;54;34;59;1;50;33;40;44;55;41;26;19;15;57;25;63;11;260
11;260;46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;6;17;53;49;43;22;52;62;24;14;11;9;23;13;47;21;3;20;32;60;4;30;56;8;45;58;28;48;37;39;54;34;59;1;50;33;40;44;55;41;26;19;15;57;25;63
46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;6;17;53;62;43;22;52;49;24;14;11;9;23;13;47;21;3;20;32;60;4;30;56;8;45;58;28;48;37;39;54;34;59;1;50;33;40;44;55;41;26;19;15;57;25;63;11;258
11;258;46;16;31;5;64;29;35;36;38;2;42;51;27;61;7;18;10;12;6;17;53;62;43;22;52;49;24;14;11;9;23;13;47;21;3;20;32;60;4;30;56;8;45;58;28;48;37;39;54;34;59;1;50;33;40;44;55;41;26;19;15;57;25;63
46;16;31;5;64;29;35;36;38;2;42;25;27;61;7;18;10;12;6;17;53;62;43;22;52;49;24;14;11;9;23;13;47;21;3;20;32;60;4;30;56;8;45;58;28;48;37;39;54;34;59;1;50;33;40;44;55;41;26;19;15;57;51;63;11;258
11;258;46;16;31;5;64;29;35;36;38;2;42;25;27;61;7;18;10;12;6;17;53;62;43;22;52;49;24;14;11;9;23;13;47;21;3;20;32;60;4;30;56;8;45;58;28;48;37;39;54;34;59;1;50;33;40;44;55;41;26;19;15;57;51;63
46;16;31;5;64;29;35;36;38;2;42;25;27;61;7;18;10;12;6;17;53;62;43;22;52;49;24;14;11;9;41;13;47;21;3;20;32;60;4;30;56;8;45;58;28;48;37;39;54;34;59;1;50;33;40;44;55;23;26;19;15;57;51;63;11;258
11;258;46;16;31;5;64;29;35;36;38;2;42;25;27;61;7;18;10;12;6;17;53;62;43;22;52;49;24;14;11;9;41;13;47;21;3;20;32;60;4;30;56;8;45;58;28;48;37;39;54;34;59;1;50;33;40;44;55;23;26;19;15;57;51;63
46;16;31;5;64;29;35;36;38;2;42;25;27;61;7;18;10;12;6;17;53;62;43;22;52;49;24;14;11;9;41;13;47;21;3;20;32;60;4;30;56;8;45;58;28;48;37;39;54;19;59;1;50;33;40;44;55;23;26;34;15;57;51;63;11;258
11;258;46;16;31;5;64;29;35;36;38;2;42;25;27;61;7;18;10;12;6;17;53;62;43;22;52;49;24;14;11;9;41;13;47;21;3;20;32;60;4;30;56;8;45;58;28;48;37;39;54;19;59;1;50;33;40;44;55;23;26;34;15;57;51;63
