"X1";"X27374";"X8";"X18";"X22";"X6";"X30";"X32";"X13";"X17";"X26";"X21";"X10";"X9";"X23";"X7";"X11";"X20";"X4";"X5";"X29";"X25";"X31";"X28";"X3";"X16";"X12";"X24";"X15";"X2";"X27";"X19";"X14";"X1.1"
26;23;15;25;29;5;9;28;30;7;11;20;31;16;32;24;6;17;19;18;3;4;8;1;14;13;21;12;22;10;2;27;17;27398
17;27398;26;23;15;25;29;5;9;28;30;7;11;20;31;16;32;24;6;17;19;18;3;4;8;1;14;13;21;12;22;10;2;27
26;23;15;25;29;5;9;28;30;7;11;20;31;16;32;24;19;17;6;18;3;4;8;1;14;13;21;12;22;10;2;27;17;27406
17;27406;26;23;15;25;29;5;9;28;30;7;11;20;31;16;32;24;19;17;6;18;3;4;8;1;14;13;21;12;22;10;2;27
26;23;15;31;29;5;9;28;30;7;11;20;25;16;32;24;19;17;6;18;3;4;8;1;14;13;21;12;22;10;2;27;17;27706
17;27706;26;23;15;31;29;5;9;28;30;7;11;20;25;16;32;24;19;17;6;18;3;4;8;1;14;13;21;12;22;10;2;27
26;23;15;31;29;5;9;28;30;7;11;20;25;16;32;24;19;17;6;21;3;4;8;1;14;13;18;12;22;10;2;27;17;27386
17;27386;26;23;15;31;29;5;9;28;30;7;11;20;25;16;32;24;19;17;6;21;3;4;8;1;14;13;18;12;22;10;2;27
26;23;15;31;29;5;9;28;30;7;11;24;25;16;32;20;19;17;6;21;3;4;8;1;14;13;18;12;22;10;2;27;17;27586
17;27586;26;23;15;31;29;5;9;28;30;7;11;24;25;16;32;20;19;17;6;21;3;4;8;1;14;13;18;12;22;10;2;27
26;23;22;31;29;5;9;28;30;7;11;24;25;16;32;20;19;17;6;21;3;4;8;1;14;13;18;12;15;10;2;27;17;27158
17;27158;26;23;22;31;29;5;9;28;30;7;11;24;25;16;32;20;19;17;6;21;3;4;8;1;14;13;18;12;15;10;2;27
26;23;22;31;29;5;9;28;30;7;11;24;19;16;32;20;25;17;6;21;3;4;8;1;14;13;18;12;15;10;2;27;17;26838
17;26838;26;23;22;31;29;5;9;28;30;7;11;24;19;16;32;20;25;17;6;21;3;4;8;1;14;13;18;12;15;10;2;27
26;23;22;31;29;17;9;28;30;7;11;24;19;16;32;20;25;5;6;21;3;4;8;1;14;13;18;12;15;10;2;27;17;26382
17;26382;26;23;22;31;29;17;9;28;30;7;11;24;19;16;32;20;25;5;6;21;3;4;8;1;14;13;18;12;15;10;2;27
26;23;22;31;3;17;9;28;30;7;11;24;19;16;32;20;25;5;6;21;29;4;8;1;14;13;18;12;15;10;2;27;17;27038
17;27038;26;23;22;31;3;17;9;28;30;7;11;24;19;16;32;20;25;5;6;21;29;4;8;1;14;13;18;12;15;10;2;27
26;23;22;31;3;17;9;28;30;7;11;24;19;16;6;20;25;5;32;21;29;4;8;1;14;13;18;12;15;10;2;27;17;26908
18;26908;26;23;22;31;3;17;9;28;30;7;11;24;19;16;6;20;25;5;32;21;29;4;8;1;14;13;18;12;15;10;2;27
26;23;22;31;3;17;9;28;30;7;11;24;19;16;6;20;25;5;29;21;32;4;8;1;14;13;18;12;15;10;2;27;18;26928
18;26928;26;23;22;31;3;17;9;28;30;7;11;24;19;16;6;20;25;5;29;21;32;4;8;1;14;13;18;12;15;10;2;27
26;23;22;31;3;17;9;28;30;7;11;24;19;16;6;20;25;12;29;21;32;4;8;1;14;13;18;5;15;10;2;27;18;26808
18;26808;26;23;22;31;3;17;9;28;30;7;11;24;19;16;6;20;25;12;29;21;32;4;8;1;14;13;18;5;15;10;2;27
26;23;22;31;3;17;9;28;30;7;11;24;19;16;6;20;25;12;29;21;32;4;8;18;14;13;1;5;15;10;2;27;18;26596
18;26596;26;23;22;31;3;17;9;28;30;7;11;24;19;16;6;20;25;12;29;21;32;4;8;18;14;13;1;5;15;10;2;27
26;23;22;31;3;17;9;28;30;7;11;24;19;16;6;20;10;12;29;21;32;4;8;18;14;13;1;5;15;25;2;27;18;26784
18;26784;26;23;22;31;3;17;9;28;30;7;11;24;19;16;6;20;10;12;29;21;32;4;8;18;14;13;1;5;15;25;2;27
26;23;22;31;3;13;9;28;30;7;11;24;19;16;6;20;10;12;29;21;32;4;8;18;14;17;1;5;15;25;2;27;18;28018
18;28018;26;23;22;31;3;13;9;28;30;7;11;24;19;16;6;20;10;12;29;21;32;4;8;18;14;17;1;5;15;25;2;27
26;23;22;31;3;13;9;28;30;7;11;24;19;16;6;20;10;12;17;21;32;4;8;18;14;29;1;5;15;25;2;27;18;27538
18;27538;26;23;22;31;3;13;9;28;30;7;11;24;19;16;6;20;10;12;17;21;32;4;8;18;14;29;1;5;15;25;2;27
26;23;22;31;3;13;9;28;30;18;11;24;19;16;6;20;10;12;17;21;32;4;8;7;14;29;1;5;15;25;2;27;18;27568
18;27568;26;23;22;31;3;13;9;28;30;18;11;24;19;16;6;20;10;12;17;21;32;4;8;7;14;29;1;5;15;25;2;27
26;23;22;31;3;13;9;28;20;18;11;24;19;16;6;30;10;12;17;21;32;4;8;7;14;29;1;5;15;25;2;27;18;27068
18;27068;26;23;22;31;3;13;9;28;20;18;11;24;19;16;6;30;10;12;17;21;32;4;8;7;14;29;1;5;15;25;2;27
26;23;22;31;3;13;9;28;20;11;18;24;19;16;6;30;10;12;17;21;32;4;8;7;14;29;1;5;15;25;2;27;18;26614
18;26614;26;23;22;31;3;13;9;28;20;11;18;24;19;16;6;30;10;12;17;21;32;4;8;7;14;29;1;5;15;25;2;27
26;23;22;31;9;13;3;28;20;11;18;24;19;16;6;30;10;12;17;21;32;4;8;7;14;29;1;5;15;25;2;27;18;25694
18;25694;26;23;22;31;9;13;3;28;20;11;18;24;19;16;6;30;10;12;17;21;32;4;8;7;14;29;1;5;15;25;2;27
12;23;22;31;9;13;3;28;20;11;18;24;19;16;6;30;10;26;17;21;32;4;8;7;14;29;1;5;15;25;2;27;18;26568
18;26568;12;23;22;31;9;13;3;28;20;11;18;24;19;16;6;30;10;26;17;21;32;4;8;7;14;29;1;5;15;25;2;27
12;23;22;31;14;13;3;28;20;11;18;24;19;16;6;30;10;26;17;21;32;4;8;7;9;29;1;5;15;25;2;27;18;26408
18;26408;12;23;22;31;14;13;3;28;20;11;18;24;19;16;6;30;10;26;17;21;32;4;8;7;9;29;1;5;15;25;2;27
12;23;22;31;14;13;3;28;20;11;18;24;19;16;6;30;5;26;17;21;32;4;8;7;9;29;1;10;15;25;2;27;18;26968
18;26968;12;23;22;31;14;13;3;28;20;11;18;24;19;16;6;30;5;26;17;21;32;4;8;7;9;29;1;10;15;25;2;27
12;23;22;13;14;31;3;28;20;11;18;24;19;16;6;30;5;26;17;21;32;4;8;7;9;29;1;10;15;25;2;27;18;26812
18;26812;12;23;22;13;14;31;3;28;20;11;18;24;19;16;6;30;5;26;17;21;32;4;8;7;9;29;1;10;15;25;2;27
12;23;22;9;14;31;3;28;20;11;18;24;19;16;6;30;5;26;17;21;32;4;8;7;13;29;1;10;15;25;2;27;18;26512
18;26512;12;23;22;9;14;31;3;28;20;11;18;24;19;16;6;30;5;26;17;21;32;4;8;7;13;29;1;10;15;25;2;27
12;23;22;9;14;31;3;28;20;11;18;24;19;16;6;30;5;2;17;21;32;4;8;7;13;29;1;10;15;25;26;27;18;26470
18;26470;12;23;22;9;14;31;3;28;20;11;18;24;19;16;6;30;5;2;17;21;32;4;8;7;13;29;1;10;15;25;26;27
4;23;22;9;14;31;3;28;20;11;18;24;19;16;6;30;5;2;17;21;32;12;8;7;13;29;1;10;15;25;26;27;18;26550
18;26550;4;23;22;9;14;31;3;28;20;11;18;24;19;16;6;30;5;2;17;21;32;12;8;7;13;29;1;10;15;25;26;27
4;13;22;9;14;31;3;28;20;11;18;24;19;16;6;30;5;2;17;21;32;12;8;7;23;29;1;10;15;25;26;27;18;27064
18;27064;4;13;22;9;14;31;3;28;20;11;18;24;19;16;6;30;5;2;17;21;32;12;8;7;23;29;1;10;15;25;26;27
4;13;22;9;14;31;3;28;20;11;18;24;27;16;6;30;5;2;17;21;32;12;8;7;23;29;1;10;15;25;26;19;18;27024
18;27024;4;13;22;9;14;31;3;28;20;11;18;24;27;16;6;30;5;2;17;21;32;12;8;7;23;29;1;10;15;25;26;19
4;13;22;9;14;31;3;28;20;11;18;24;27;16;26;30;5;2;17;21;32;12;8;7;23;29;1;10;15;25;6;19;18;26954
19;26954;4;13;22;9;14;31;3;28;20;11;18;24;27;16;26;30;5;2;17;21;32;12;8;7;23;29;1;10;15;25;6;19
4;13;22;9;14;31;3;28;20;11;18;24;27;16;26;30;5;2;17;21;32;12;23;7;8;29;1;10;15;25;6;19;19;27152
19;27152;4;13;22;9;14;31;3;28;20;11;18;24;27;16;26;30;5;2;17;21;32;12;23;7;8;29;1;10;15;25;6;19
4;13;22;9;14;31;3;28;20;11;27;24;18;16;26;30;5;2;17;21;32;12;23;7;8;29;1;10;15;25;6;19;19;27112
19;27112;4;13;22;9;14;31;3;28;20;11;27;24;18;16;26;30;5;2;17;21;32;12;23;7;8;29;1;10;15;25;6;19
4;13;22;9;14;31;3;28;20;11;27;24;18;16;2;30;5;26;17;21;32;12;23;7;8;29;1;10;15;25;6;19;19;27644
19;27644;4;13;22;9;14;31;3;28;20;11;27;24;18;16;2;30;5;26;17;21;32;12;23;7;8;29;1;10;15;25;6;19
4;13;21;9;14;31;3;28;20;11;27;24;18;16;2;30;5;26;17;22;32;12;23;7;8;29;1;10;15;25;6;19;19;27544
19;27544;4;13;21;9;14;31;3;28;20;11;27;24;18;16;2;30;5;26;17;22;32;12;23;7;8;29;1;10;15;25;6;19
4;13;21;9;6;31;3;28;20;11;27;24;18;16;2;30;5;26;17;22;32;12;23;7;8;29;1;10;15;25;14;19;19;27344
19;27344;4;13;21;9;6;31;3;28;20;11;27;24;18;16;2;30;5;26;17;22;32;12;23;7;8;29;1;10;15;25;14;19
4;13;21;9;6;31;3;28;20;11;27;24;18;23;2;30;5;26;17;22;32;12;16;7;8;29;1;10;15;25;14;19;19;26526
19;26526;4;13;21;9;6;31;3;28;20;11;27;24;18;23;2;30;5;26;17;22;32;12;16;7;8;29;1;10;15;25;14;19
4;13;21;9;6;31;3;28;20;11;27;24;18;23;2;30;5;26;17;22;32;12;16;1;8;29;7;10;15;25;14;19;19;26846
19;26846;4;13;21;9;6;31;3;28;20;11;27;24;18;23;2;30;5;26;17;22;32;12;16;1;8;29;7;10;15;25;14;19
4;13;14;9;6;31;3;28;20;11;27;24;18;23;2;30;5;26;17;22;32;12;16;1;8;29;7;10;15;25;21;19;19;26620
19;26620;4;13;14;9;6;31;3;28;20;11;27;24;18;23;2;30;5;26;17;22;32;12;16;1;8;29;7;10;15;25;21;19
4;9;14;13;6;31;3;28;20;11;27;24;18;23;2;30;5;26;17;22;32;12;16;1;8;29;7;10;15;25;21;19;19;26620
19;26620;4;9;14;13;6;31;3;28;20;11;27;24;18;23;2;30;5;26;17;22;32;12;16;1;8;29;7;10;15;25;21;19
4;9;14;13;6;31;3;28;20;11;27;24;18;23;2;30;5;26;17;32;22;12;16;1;8;29;7;10;15;25;21;19;19;26900
19;26900;4;9;14;13;6;31;3;28;20;11;27;24;18;23;2;30;5;26;17;32;22;12;16;1;8;29;7;10;15;25;21;19
4;9;14;13;6;31;3;28;20;11;27;16;18;23;2;30;5;26;17;32;22;12;24;1;8;29;7;10;15;25;21;19;19;27474
19;27474;4;9;14;13;6;31;3;28;20;11;27;16;18;23;2;30;5;26;17;32;22;12;24;1;8;29;7;10;15;25;21;19
4;9;14;13;6;31;3;28;20;11;27;16;18;23;2;30;5;26;22;32;17;12;24;1;8;29;7;10;15;25;21;19;19;27914
19;27914;4;9;14;13;6;31;3;28;20;11;27;16;18;23;2;30;5;26;22;32;17;12;24;1;8;29;7;10;15;25;21;19
4;9;14;13;6;31;3;28;20;11;27;16;18;23;19;30;5;26;22;32;17;12;24;1;8;29;7;10;15;25;21;2;19;28588
19;28588;4;9;14;13;6;31;3;28;20;11;27;16;18;23;19;30;5;26;22;32;17;12;24;1;8;29;7;10;15;25;21;2
4;9;14;13;6;31;3;28;20;11;27;16;18;23;2;30;5;26;22;32;17;12;24;1;8;29;7;10;15;25;21;19;19;27914
19;27914;4;9;14;13;6;31;3;28;20;11;27;16;18;23;2;30;5;26;22;32;17;12;24;1;8;29;7;10;15;25;21;19
4;9;14;13;6;31;3;20;28;11;27;16;18;23;2;30;5;26;22;32;17;12;24;1;8;29;7;10;15;25;21;19;19;28314
19;28314;4;9;14;13;6;31;3;20;28;11;27;16;18;23;2;30;5;26;22;32;17;12;24;1;8;29;7;10;15;25;21;19
4;9;14;13;6;31;3;28;20;11;27;16;18;23;2;30;5;26;22;32;17;12;24;1;8;29;7;10;15;25;21;19;19;27914
19;27914;4;9;14;13;6;31;3;28;20;11;27;16;18;23;2;30;5;26;22;32;17;12;24;1;8;29;7;10;15;25;21;19
4;9;14;13;19;31;3;28;20;11;27;16;18;23;2;30;5;26;22;32;17;12;24;1;8;29;7;10;15;25;21;6;19;28584
19;28584;4;9;14;13;19;31;3;28;20;11;27;16;18;23;2;30;5;26;22;32;17;12;24;1;8;29;7;10;15;25;21;6
4;9;14;13;19;31;6;28;20;11;27;16;18;23;2;30;5;26;22;32;17;12;24;1;8;29;7;10;15;25;21;3;19;28544
19;28544;4;9;14;13;19;31;6;28;20;11;27;16;18;23;2;30;5;26;22;32;17;12;24;1;8;29;7;10;15;25;21;3
4;12;14;13;19;31;6;28;20;11;27;16;18;23;2;30;5;26;22;32;17;9;24;1;8;29;7;10;15;25;21;3;19;28904
19;28904;4;12;14;13;19;31;6;28;20;11;27;16;18;23;2;30;5;26;22;32;17;9;24;1;8;29;7;10;15;25;21;3
4;12;14;13;9;31;6;28;20;11;27;16;18;23;2;30;5;26;22;32;17;19;24;1;8;29;7;10;15;25;21;3;19;28384
20;28384;4;12;14;13;9;31;6;28;20;11;27;16;18;23;2;30;5;26;22;32;17;19;24;1;8;29;7;10;15;25;21;3
4;31;14;13;9;12;6;28;20;11;27;16;18;23;2;30;5;26;22;32;17;19;24;1;8;29;7;10;15;25;21;3;20;28504
20;28384;4;12;14;13;9;31;6;28;20;11;27;16;18;23;2;30;5;26;22;32;17;19;24;1;8;29;7;10;15;25;21;3
4;12;14;13;9;31;6;28;20;11;27;16;18;23;2;10;5;26;22;32;17;19;24;1;8;29;7;30;15;25;21;3;20;28132
20;28132;4;12;14;13;9;31;6;28;20;11;27;16;18;23;2;10;5;26;22;32;17;19;24;1;8;29;7;30;15;25;21;3
4;12;14;13;9;31;6;28;20;11;27;16;18;23;2;10;5;26;22;24;17;19;32;1;8;29;7;30;15;25;21;3;20;27932
20;27932;4;12;14;13;9;31;6;28;20;11;27;16;18;23;2;10;5;26;22;24;17;19;32;1;8;29;7;30;15;25;21;3
4;22;14;13;9;31;6;28;20;11;27;16;18;23;2;10;5;26;12;24;17;19;32;1;8;29;7;30;15;25;21;3;20;27622
20;27622;4;22;14;13;9;31;6;28;20;11;27;16;18;23;2;10;5;26;12;24;17;19;32;1;8;29;7;30;15;25;21;3
4;22;14;13;9;31;6;28;20;11;27;16;18;1;2;10;5;26;12;24;17;19;32;23;8;29;7;30;15;25;21;3;20;28062
20;28062;4;22;14;13;9;31;6;28;20;11;27;16;18;1;2;10;5;26;12;24;17;19;32;23;8;29;7;30;15;25;21;3
4;22;14;13;9;31;27;28;20;11;6;16;18;1;2;10;5;26;12;24;17;19;32;23;8;29;7;30;15;25;21;3;20;27504
20;27504;4;22;14;13;9;31;27;28;20;11;6;16;18;1;2;10;5;26;12;24;17;19;32;23;8;29;7;30;15;25;21;3
4;22;14;13;9;31;27;28;20;11;6;16;18;1;8;10;5;26;12;24;17;19;32;23;2;29;7;30;15;25;21;3;20;27764
20;27764;4;22;14;13;9;31;27;28;20;11;6;16;18;1;8;10;5;26;12;24;17;19;32;23;2;29;7;30;15;25;21;3
4;22;14;12;9;31;27;28;20;11;6;16;18;1;8;10;5;26;13;24;17;19;32;23;2;29;7;30;15;25;21;3;20;27284
20;27284;4;22;14;12;9;31;27;28;20;11;6;16;18;1;8;10;5;26;13;24;17;19;32;23;2;29;7;30;15;25;21;3
4;22;14;12;24;31;27;28;20;11;6;16;18;1;8;10;5;26;13;9;17;19;32;23;2;29;7;30;15;25;21;3;20;27834
20;27834;4;22;14;12;24;31;27;28;20;11;6;16;18;1;8;10;5;26;13;9;17;19;32;23;2;29;7;30;15;25;21;3
4;22;14;12;24;31;27;28;20;11;6;16;18;1;8;10;5;32;13;9;17;19;26;23;2;29;7;30;15;25;21;3;20;28594
20;28594;4;22;14;12;24;31;27;28;20;11;6;16;18;1;8;10;5;32;13;9;17;19;26;23;2;29;7;30;15;25;21;3
4;22;14;12;24;31;27;8;20;11;6;16;18;1;28;10;5;32;13;9;17;19;26;23;2;29;7;30;15;25;21;3;20;28080
20;28080;4;22;14;12;24;31;27;8;20;11;6;16;18;1;28;10;5;32;13;9;17;19;26;23;2;29;7;30;15;25;21;3
4;22;14;12;24;31;27;8;20;11;6;16;18;1;28;10;5;3;13;9;17;19;26;23;2;29;7;30;15;25;21;32;20;27026
20;27026;4;22;14;12;24;31;27;8;20;11;6;16;18;1;28;10;5;3;13;9;17;19;26;23;2;29;7;30;15;25;21;32
4;22;14;12;24;31;27;8;20;11;6;16;18;1;28;10;5;3;13;21;17;19;26;23;2;29;7;30;15;25;9;32;20;26894
20;26894;4;22;14;12;24;31;27;8;20;11;6;16;18;1;28;10;5;3;13;21;17;19;26;23;2;29;7;30;15;25;9;32
4;22;14;12;25;31;27;8;20;11;6;16;18;1;28;10;5;3;13;21;17;19;26;23;2;29;7;30;15;24;9;32;20;27134
20;27134;4;22;14;12;25;31;27;8;20;11;6;16;18;1;28;10;5;3;13;21;17;19;26;23;2;29;7;30;15;24;9;32
4;22;14;12;25;31;27;8;20;11;6;9;18;1;28;10;5;3;13;21;17;19;26;23;2;29;7;30;15;24;16;32;20;26894
20;26894;4;22;14;12;25;31;27;8;20;11;6;9;18;1;28;10;5;3;13;21;17;19;26;23;2;29;7;30;15;24;16;32
4;22;14;12;25;21;27;8;20;11;6;9;18;1;28;10;5;3;13;31;17;19;26;23;2;29;7;30;15;24;16;32;20;26334
20;26334;4;22;14;12;25;21;27;8;20;11;6;9;18;1;28;10;5;3;13;31;17;19;26;23;2;29;7;30;15;24;16;32
4;22;14;12;25;21;27;8;20;11;6;9;18;1;28;10;5;3;13;31;17;19;26;23;16;29;7;30;15;24;2;32;20;26414
20;26414;4;22;14;12;25;21;27;8;20;11;6;9;18;1;28;10;5;3;13;31;17;19;26;23;16;29;7;30;15;24;2;32
4;22;14;12;10;21;27;8;20;11;6;9;18;1;28;25;5;3;13;31;17;19;26;23;16;29;7;30;15;24;2;32;20;27020
20;27020;4;22;14;12;10;21;27;8;20;11;6;9;18;1;28;25;5;3;13;31;17;19;26;23;16;29;7;30;15;24;2;32
4;22;14;12;10;21;27;8;20;11;6;9;18;1;28;25;5;17;13;31;3;19;26;23;16;29;7;30;15;24;2;32;20;26616
20;26616;4;22;14;12;10;21;27;8;20;11;6;9;18;1;28;25;5;17;13;31;3;19;26;23;16;29;7;30;15;24;2;32
4;22;14;12;10;21;27;8;20;11;24;9;18;1;28;25;5;17;13;31;3;19;26;23;16;29;7;30;15;6;2;32;20;27268
21;27268;4;22;14;12;10;21;27;8;20;11;24;9;18;1;28;25;5;17;13;31;3;19;26;23;16;29;7;30;15;6;2;32
4;22;21;12;10;14;27;8;20;11;24;9;18;1;28;25;5;17;13;31;3;19;26;23;16;29;7;30;15;6;2;32;21;27268
21;27268;4;22;21;12;10;14;27;8;20;11;24;9;18;1;28;25;5;17;13;31;3;19;26;23;16;29;7;30;15;6;2;32
4;22;21;12;10;14;27;8;20;11;24;9;18;1;28;25;5;17;2;31;3;19;26;23;16;29;7;30;15;6;13;32;21;27348
21;27348;4;22;21;12;10;14;27;8;20;11;24;9;18;1;28;25;5;17;2;31;3;19;26;23;16;29;7;30;15;6;13;32
4;22;21;12;10;14;27;8;26;11;24;9;18;1;28;25;5;17;2;31;3;19;20;23;16;29;7;30;15;6;13;32;21;27468
21;27468;4;22;21;12;10;14;27;8;26;11;24;9;18;1;28;25;5;17;2;31;3;19;20;23;16;29;7;30;15;6;13;32
4;22;7;12;10;14;27;8;26;11;24;9;18;1;28;25;5;17;2;31;3;19;20;23;16;29;21;30;15;6;13;32;21;27102
21;27102;4;22;7;12;10;14;27;8;26;11;24;9;18;1;28;25;5;17;2;31;3;19;20;23;16;29;21;30;15;6;13;32
4;22;7;12;10;14;27;8;26;11;24;9;19;1;28;25;5;17;2;31;3;18;20;23;16;29;21;30;15;6;13;32;21;27322
21;27322;4;22;7;12;10;14;27;8;26;11;24;9;19;1;28;25;5;17;2;31;3;18;20;23;16;29;21;30;15;6;13;32
4;22;7;12;10;14;27;8;26;21;24;9;19;1;28;25;5;17;2;31;3;18;20;23;16;29;11;30;15;6;13;32;21;27592
21;27592;4;22;7;12;10;14;27;8;26;21;24;9;19;1;28;25;5;17;2;31;3;18;20;23;16;29;11;30;15;6;13;32
4;22;7;12;10;14;27;20;26;21;24;9;19;1;28;25;5;17;2;31;3;18;8;23;16;29;11;30;15;6;13;32;21;27266
21;27266;4;22;7;12;10;14;27;20;26;21;24;9;19;1;28;25;5;17;2;31;3;18;8;23;16;29;11;30;15;6;13;32
4;22;7;12;30;14;27;20;26;21;24;9;19;1;28;25;5;17;2;31;3;18;8;23;16;29;11;10;15;6;13;32;21;27572
21;27572;4;22;7;12;30;14;27;20;26;21;24;9;19;1;28;25;5;17;2;31;3;18;8;23;16;29;11;10;15;6;13;32
4;22;7;12;30;14;31;20;26;21;24;9;19;1;28;25;5;17;2;27;3;18;8;23;16;29;11;10;15;6;13;32;21;28032
21;28032;4;22;7;12;30;14;31;20;26;21;24;9;19;1;28;25;5;17;2;27;3;18;8;23;16;29;11;10;15;6;13;32
4;22;7;12;30;14;27;20;26;21;24;9;19;1;28;25;5;17;2;31;3;18;8;23;16;29;11;10;15;6;13;32;21;27572
21;27572;4;22;7;12;30;14;27;20;26;21;24;9;19;1;28;25;5;17;2;31;3;18;8;23;16;29;11;10;15;6;13;32
4;11;7;12;30;14;27;20;26;21;24;9;19;1;28;25;5;17;2;31;3;18;8;23;16;29;22;10;15;6;13;32;21;27482
21;27482;4;11;7;12;30;14;27;20;26;21;24;9;19;1;28;25;5;17;2;31;3;18;8;23;16;29;22;10;15;6;13;32
4;11;7;12;30;14;27;20;26;21;3;9;19;1;28;25;5;17;2;31;24;18;8;23;16;29;22;10;15;6;13;32;21;27328
21;27328;4;11;7;12;30;14;27;20;26;21;3;9;19;1;28;25;5;17;2;31;24;18;8;23;16;29;22;10;15;6;13;32
4;11;7;12;30;14;27;20;26;21;3;9;19;1;28;25;5;17;2;31;24;18;13;23;16;29;22;10;15;6;8;32;21;27508
21;27508;4;11;7;12;30;14;27;20;26;21;3;9;19;1;28;25;5;17;2;31;24;18;13;23;16;29;22;10;15;6;8;32
4;11;7;12;30;14;6;20;26;21;3;9;19;1;28;25;5;17;2;31;24;18;13;23;16;29;22;10;15;27;8;32;21;28134
21;28134;4;11;7;12;30;14;6;20;26;21;3;9;19;1;28;25;5;17;2;31;24;18;13;23;16;29;22;10;15;27;8;32
4;11;7;12;30;14;6;20;26;21;3;32;19;1;28;25;5;17;2;31;24;18;13;23;16;29;22;10;15;27;8;9;21;28478
21;28478;4;11;7;12;30;14;6;20;26;21;3;32;19;1;28;25;5;17;2;31;24;18;13;23;16;29;22;10;15;27;8;9
4;11;7;12;30;14;6;20;26;21;3;32;19;1;28;25;5;17;2;18;24;31;13;23;16;29;22;10;15;27;8;9;21;28558
21;28558;4;11;7;12;30;14;6;20;26;21;3;32;19;1;28;25;5;17;2;18;24;31;13;23;16;29;22;10;15;27;8;9
4;11;7;12;30;14;6;20;26;21;3;32;19;1;28;5;25;17;2;18;24;31;13;23;16;29;22;10;15;27;8;9;21;28558
21;28558;4;11;7;12;30;14;6;20;26;21;3;32;19;1;28;5;25;17;2;18;24;31;13;23;16;29;22;10;15;27;8;9
4;11;7;12;30;14;6;20;26;21;3;32;19;1;28;5;25;8;2;18;24;31;13;23;16;29;22;10;15;27;17;9;21;29136
21;29136;4;11;7;12;30;14;6;20;26;21;3;32;19;1;28;5;25;8;2;18;24;31;13;23;16;29;22;10;15;27;17;9
4;11;7;12;30;14;6;20;26;21;3;32;19;1;28;22;25;8;2;18;24;31;13;23;16;29;5;10;15;27;17;9;21;28524
21;28524;4;11;7;12;30;14;6;20;26;21;3;32;19;1;28;22;25;8;2;18;24;31;13;23;16;29;5;10;15;27;17;9
4;11;7;12;30;14;6;20;32;21;3;26;19;1;28;22;25;8;2;18;24;31;13;23;16;29;5;10;15;27;17;9;21;28864
22;28524;4;11;7;12;30;14;6;20;26;21;3;32;19;1;28;22;25;8;2;18;24;31;13;23;16;29;5;10;15;27;17;9
4;11;7;12;30;14;6;20;26;21;3;27;19;1;28;22;25;8;2;18;24;31;13;23;16;29;5;10;15;32;17;9;22;28044
22;28044;4;11;7;12;30;14;6;20;26;21;3;27;19;1;28;22;25;8;2;18;24;31;13;23;16;29;5;10;15;32;17;9
4;8;7;12;30;14;6;20;26;21;3;27;19;1;28;22;25;11;2;18;24;31;13;23;16;29;5;10;15;32;17;9;22;28164
22;28164;4;8;7;12;30;14;6;20;26;21;3;27;19;1;28;22;25;11;2;18;24;31;13;23;16;29;5;10;15;32;17;9
4;8;7;12;30;14;6;20;26;21;3;27;19;1;28;22;25;11;2;18;24;9;13;23;16;29;5;10;15;32;17;31;22;28206
22;28206;4;8;7;12;30;14;6;20;26;21;3;27;19;1;28;22;25;11;2;18;24;9;13;23;16;29;5;10;15;32;17;31
4;8;7;12;30;14;6;20;26;21;3;27;19;1;17;22;25;11;2;18;24;9;13;23;16;29;5;10;15;32;28;31;22;28746
22;28746;4;8;7;12;30;14;6;20;26;21;3;27;19;1;17;22;25;11;2;18;24;9;13;23;16;29;5;10;15;32;28;31
4;8;7;12;32;14;6;20;26;21;3;27;19;1;17;22;25;11;2;18;24;9;13;23;16;29;5;10;15;30;28;31;22;29026
22;29026;4;8;7;12;32;14;6;20;26;21;3;27;19;1;17;22;25;11;2;18;24;9;13;23;16;29;5;10;15;30;28;31
4;8;7;12;32;14;6;20;26;21;3;27;19;1;17;22;5;11;2;18;24;9;13;23;16;29;25;10;15;30;28;31;22;28786
22;28786;4;8;7;12;32;14;6;20;26;21;3;27;19;1;17;22;5;11;2;18;24;9;13;23;16;29;25;10;15;30;28;31
4;8;7;12;25;14;6;20;26;21;3;27;19;1;17;22;5;11;2;18;24;9;13;23;16;29;32;10;15;30;28;31;22;28146
22;28146;4;8;7;12;25;14;6;20;26;21;3;27;19;1;17;22;5;11;2;18;24;9;13;23;16;29;32;10;15;30;28;31
4;8;7;12;25;14;6;20;26;21;3;27;19;1;24;22;5;11;2;18;17;9;13;23;16;29;32;10;15;30;28;31;22;28146
22;28146;4;8;7;12;25;14;6;20;26;21;3;27;19;1;24;22;5;11;2;18;17;9;13;23;16;29;32;10;15;30;28;31
15;8;7;12;25;14;6;20;26;21;3;27;19;1;24;22;5;11;2;18;17;9;13;23;16;29;32;10;4;30;28;31;22;27746
22;27746;15;8;7;12;25;14;6;20;26;21;3;27;19;1;24;22;5;11;2;18;17;9;13;23;16;29;32;10;4;30;28;31
15;8;7;12;25;14;6;20;26;21;24;27;19;1;3;22;5;11;2;18;17;9;13;23;16;29;32;10;4;30;28;31;22;27796
22;27796;15;8;7;12;25;14;6;20;26;21;24;27;19;1;3;22;5;11;2;18;17;9;13;23;16;29;32;10;4;30;28;31
