"X1";"X300";"X62";"X27";"X30";"X14";"X41";"X3";"X25";"X23";"X24";"X33";"X32";"X59";"X50";"X13";"X55";"X36";"X46";"X53";"X60";"X63";"X64";"X12";"X49";"X38";"X31";"X37";"X4";"X28";"X26";"X8";"X35";"X15";"X47";"X54";"X51";"X5";"X45";"X7";"X16";"X19";"X9";"X56";"X44";"X20";"X1.1";"X29";"X18";"X22";"X61";"X17";"X43";"X6";"X2";"X52";"X40";"X11";"X39";"X57";"X10";"X34";"X21";"X58";"X48";"X42"
60;56;12;36;35;64;26;5;61;16;25;62;50;54;52;37;22;31;23;34;6;19;29;30;15;8;20;21;55;17;48;14;1;11;63;47;45;38;32;33;53;51;41;24;40;3;7;9;2;4;27;43;58;18;59;39;44;46;10;42;57;28;49;13;8;272
8;272;60;56;12;36;35;64;26;5;61;16;25;62;50;54;52;37;22;31;23;34;6;19;29;30;15;8;20;21;55;17;48;14;1;11;63;47;45;38;32;33;53;51;41;24;40;3;7;9;2;4;27;43;58;18;59;39;44;46;10;42;57;28;49;13
60;56;12;36;35;64;26;5;61;16;25;62;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;17;48;14;1;11;63;47;45;38;32;33;8;51;41;24;40;3;7;9;2;4;27;43;58;18;59;39;44;46;10;42;57;28;49;13;8;272
8;272;60;56;12;36;35;64;26;5;61;16;25;62;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;17;48;14;1;11;63;47;45;38;32;33;8;51;41;24;40;3;7;9;2;4;27;43;58;18;59;39;44;46;10;42;57;28;49;13
60;56;12;36;35;64;26;5;61;16;25;62;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;17;48;14;1;11;63;47;45;38;32;33;8;51;41;24;40;3;2;9;7;4;27;43;58;18;59;39;44;46;10;42;57;28;49;13;8;272
8;272;60;56;12;36;35;64;26;5;61;16;25;62;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;17;48;14;1;11;63;47;45;38;32;33;8;51;41;24;40;3;2;9;7;4;27;43;58;18;59;39;44;46;10;42;57;28;49;13
60;56;12;36;35;64;26;5;61;16;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;17;48;14;1;62;63;47;45;38;32;33;8;51;41;24;40;3;2;9;7;4;27;43;58;18;59;39;44;46;10;42;57;28;49;13;8;272
9;272;60;56;12;36;35;64;26;5;61;16;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;17;48;14;1;62;63;47;45;38;32;33;8;51;41;24;40;3;2;9;7;4;27;43;58;18;59;39;44;46;10;42;57;28;49;13
60;56;12;36;35;64;26;5;61;16;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;17;45;14;1;62;63;47;48;38;32;33;8;51;41;24;40;3;2;9;7;4;27;43;58;18;59;39;44;46;10;42;57;28;49;13;9;264
9;264;60;56;12;36;35;64;26;5;61;16;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;17;45;14;1;62;63;47;48;38;32;33;8;51;41;24;40;3;2;9;7;4;27;43;58;18;59;39;44;46;10;42;57;28;49;13
60;56;12;36;35;51;26;5;61;16;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;17;45;14;1;62;63;47;48;38;32;33;8;64;41;24;40;3;2;9;7;4;27;43;58;18;59;39;44;46;10;42;57;28;49;13;9;268
9;268;60;56;12;36;35;51;26;5;61;16;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;17;45;14;1;62;63;47;48;38;32;33;8;64;41;24;40;3;2;9;7;4;27;43;58;18;59;39;44;46;10;42;57;28;49;13
60;56;12;36;35;51;26;5;61;16;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;32;45;14;1;62;63;47;48;38;17;33;8;64;41;24;40;3;2;9;7;4;27;43;58;18;59;39;44;46;10;42;57;28;49;13;9;268
9;268;60;56;12;36;35;51;26;5;61;16;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;32;45;14;1;62;63;47;48;38;17;33;8;64;41;24;40;3;2;9;7;4;27;43;58;18;59;39;44;46;10;42;57;28;49;13
60;56;12;36;45;51;26;5;61;16;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;32;35;14;1;62;63;47;48;38;17;33;8;64;41;24;40;3;2;9;7;4;27;43;58;18;59;39;44;46;10;42;57;28;49;13;9;268
9;268;60;56;12;36;45;51;26;5;61;16;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;32;35;14;1;62;63;47;48;38;17;33;8;64;41;24;40;3;2;9;7;4;27;43;58;18;59;39;44;46;10;42;57;28;49;13
4;56;12;36;45;51;26;5;61;16;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;32;35;14;1;62;63;47;48;38;17;33;8;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;44;46;10;42;57;28;49;13;9;268
9;268;4;56;12;36;45;51;26;5;61;16;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;32;35;14;1;62;63;47;48;38;17;33;8;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;44;46;10;42;57;28;49;13
4;56;12;36;45;51;26;5;61;63;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;32;35;14;1;62;16;47;48;38;17;33;8;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;44;46;10;42;57;28;49;13;9;266
9;266;4;56;12;36;45;51;26;5;61;63;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;32;35;14;1;62;16;47;48;38;17;33;8;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;44;46;10;42;57;28;49;13
4;56;12;36;45;51;26;5;61;48;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;32;35;14;1;62;16;47;63;38;17;33;8;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;44;46;10;42;57;28;49;13;9;258
9;258;4;56;12;36;45;51;26;5;61;48;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;32;35;14;1;62;16;47;63;38;17;33;8;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;44;46;10;42;57;28;49;13
4;51;12;36;45;56;26;5;61;48;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;32;35;14;1;62;16;47;63;38;17;33;8;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;44;46;10;42;57;28;49;13;9;250
9;250;4;51;12;36;45;56;26;5;61;48;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;32;35;14;1;62;16;47;63;38;17;33;8;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;44;46;10;42;57;28;49;13
4;51;12;36;45;56;26;5;61;47;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;32;35;14;1;62;16;48;63;38;17;33;8;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;44;46;10;42;57;28;49;13;9;254
9;254;4;51;12;36;45;56;26;5;61;47;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;20;21;55;32;35;14;1;62;16;48;63;38;17;33;8;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;44;46;10;42;57;28;49;13
20;51;12;36;45;56;26;5;61;47;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;4;21;55;32;35;14;1;62;16;48;63;38;17;33;8;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;44;46;10;42;57;28;49;13;9;258
9;258;20;51;12;36;45;56;26;5;61;47;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;4;21;55;32;35;14;1;62;16;48;63;38;17;33;8;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;44;46;10;42;57;28;49;13
20;51;12;36;45;56;26;5;61;44;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;4;21;55;32;35;14;1;62;16;48;63;38;17;33;8;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;47;46;10;42;57;28;49;13;9;258
9;258;20;51;12;36;45;56;26;5;61;44;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;4;21;55;32;35;14;1;62;16;48;63;38;17;33;8;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;47;46;10;42;57;28;49;13
42;51;12;36;45;56;26;5;61;44;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;4;21;55;32;35;14;1;62;16;48;63;38;17;33;8;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;47;46;10;20;57;28;49;13;9;258
9;258;42;51;12;36;45;56;26;5;61;44;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;4;21;55;32;35;14;1;62;16;48;63;38;17;33;8;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;47;46;10;20;57;28;49;13
42;51;12;36;45;56;26;5;61;44;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;4;21;8;32;35;14;1;62;16;48;63;38;17;33;55;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;47;46;10;20;57;28;49;13;9;258
9;258;42;51;12;36;45;56;26;5;61;44;25;11;50;54;52;37;22;31;23;34;6;19;29;30;15;53;4;21;8;32;35;14;1;62;16;48;63;38;17;33;55;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;47;46;10;20;57;28;49;13
42;51;12;36;45;56;26;5;61;44;25;11;50;54;52;37;22;31;29;34;6;19;23;30;15;53;4;21;8;32;35;14;1;62;16;48;63;38;17;33;55;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;47;46;10;20;57;28;49;13;9;270
9;270;42;51;12;36;45;56;26;5;61;44;25;11;50;54;52;37;22;31;29;34;6;19;23;30;15;53;4;21;8;32;35;14;1;62;16;48;63;38;17;33;55;64;41;24;40;3;2;9;7;60;27;43;58;18;59;39;47;46;10;20;57;28;49;13
42;51;12;36;45;56;26;5;61;44;59;11;50;54;52;37;22;31;29;34;6;19;23;30;15;53;4;21;8;32;35;14;1;62;16;48;63;38;17;33;55;64;41;24;40;3;2;9;7;60;27;43;58;18;25;39;47;46;10;20;57;28;49;13;9;266
9;266;42;51;12;36;45;56;26;5;61;44;59;11;50;54;52;37;22;31;29;34;6;19;23;30;15;53;4;21;8;32;35;14;1;62;16;48;63;38;17;33;55;64;41;24;40;3;2;9;7;60;27;43;58;18;25;39;47;46;10;20;57;28;49;13
42;51;12;36;45;56;26;5;61;44;59;22;50;54;52;37;11;31;29;34;6;19;23;30;15;53;4;21;8;32;35;14;1;62;16;48;63;38;17;33;55;64;41;24;40;3;2;9;7;60;27;43;58;18;25;39;47;46;10;20;57;28;49;13;9;274
9;274;42;51;12;36;45;56;26;5;61;44;59;22;50;54;52;37;11;31;29;34;6;19;23;30;15;53;4;21;8;32;35;14;1;62;16;48;63;38;17;33;55;64;41;24;40;3;2;9;7;60;27;43;58;18;25;39;47;46;10;20;57;28;49;13
42;51;12;36;45;56;26;5;61;44;59;22;50;54;52;37;11;31;29;34;6;19;23;30;15;53;4;21;8;32;35;14;1;62;16;48;63;38;17;33;55;64;41;7;40;3;2;9;24;60;27;43;58;18;25;39;47;46;10;20;57;28;49;13;9;274
9;274;42;51;12;36;45;56;26;5;61;44;59;22;50;54;52;37;11;31;29;34;6;19;23;30;15;53;4;21;8;32;35;14;1;62;16;48;63;38;17;33;55;64;41;7;40;3;2;9;24;60;27;43;58;18;25;39;47;46;10;20;57;28;49;13
42;51;12;36;45;56;26;5;61;44;59;22;50;54;52;37;11;31;29;34;6;19;23;30;15;53;4;21;8;32;35;14;1;62;16;48;63;38;17;33;55;64;41;7;40;3;2;9;24;13;27;43;58;18;25;39;47;46;10;20;57;28;49;60;9;274
9;274;42;51;12;36;45;56;26;5;61;44;59;22;50;54;52;37;11;31;29;34;6;19;23;30;15;53;4;21;8;32;35;14;1;62;16;48;63;38;17;33;55;64;41;7;40;3;2;9;24;13;27;43;58;18;25;39;47;46;10;20;57;28;49;60
42;51;12;36;45;56;26;5;61;44;59;22;50;54;52;37;11;31;29;34;6;19;23;30;15;53;4;21;47;32;35;14;1;62;16;48;63;38;17;33;55;64;41;7;40;3;2;9;24;13;27;43;58;18;25;39;8;46;10;20;57;28;49;60;9;274
9;274;42;51;12;36;45;56;26;5;61;44;59;22;50;54;52;37;11;31;29;34;6;19;23;30;15;53;4;21;47;32;35;14;1;62;16;48;63;38;17;33;55;64;41;7;40;3;2;9;24;13;27;43;58;18;25;39;8;46;10;20;57;28;49;60
42;51;12;36;45;56;26;5;61;44;59;22;50;54;52;37;39;31;29;34;6;19;23;30;15;53;4;21;47;32;35;14;1;62;16;48;63;38;17;33;55;64;41;7;40;3;2;9;24;13;27;43;58;18;25;11;8;46;10;20;57;28;49;60;9;262
10;262;42;51;12;36;45;56;26;5;61;44;59;22;50;54;52;37;39;31;29;34;6;19;23;30;15;53;4;21;47;32;35;14;1;62;16;48;63;38;17;33;55;64;41;7;40;3;2;9;24;13;27;43;58;18;25;11;8;46;10;20;57;28;49;60
42;51;12;36;45;56;26;5;35;44;59;22;50;54;52;37;39;31;29;34;6;19;23;30;15;53;4;21;47;32;61;14;1;62;16;48;63;38;17;33;55;64;41;7;40;3;2;9;24;13;27;43;58;18;25;11;8;46;10;20;57;28;49;60;10;262
10;262;42;51;12;36;45;56;26;5;35;44;59;22;50;54;52;37;39;31;29;34;6;19;23;30;15;53;4;21;47;32;61;14;1;62;16;48;63;38;17;33;55;64;41;7;40;3;2;9;24;13;27;43;58;18;25;11;8;46;10;20;57;28;49;60
42;51;12;36;45;56;26;5;35;44;59;22;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;21;47;32;61;14;1;62;16;48;63;38;6;33;55;64;41;7;40;3;2;9;24;13;27;43;58;18;25;11;8;46;10;20;57;28;49;60;10;256
10;256;42;51;12;36;45;56;26;5;35;44;59;22;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;21;47;32;61;14;1;62;16;48;63;38;6;33;55;64;41;7;40;3;2;9;24;13;27;43;58;18;25;11;8;46;10;20;57;28;49;60
42;51;12;36;45;56;26;5;35;44;59;22;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;21;47;32;61;14;1;62;16;48;63;7;6;33;55;64;41;38;40;3;2;9;24;13;27;43;58;18;25;11;8;46;10;20;57;28;49;60;10;260
10;260;42;51;12;36;45;56;26;5;35;44;59;22;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;21;47;32;61;14;1;62;16;48;63;7;6;33;55;64;41;38;40;3;2;9;24;13;27;43;58;18;25;11;8;46;10;20;57;28;49;60
47;51;12;36;45;56;26;5;35;44;59;22;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;21;42;32;61;14;1;62;16;48;63;7;6;33;55;64;41;38;40;3;2;9;24;13;27;43;58;18;25;11;8;46;10;20;57;28;49;60;10;260
10;260;47;51;12;36;45;56;26;5;35;44;59;22;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;21;42;32;61;14;1;62;16;48;63;7;6;33;55;64;41;38;40;3;2;9;24;13;27;43;58;18;25;11;8;46;10;20;57;28;49;60
47;51;12;36;45;56;26;5;35;44;59;1;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;21;42;32;61;14;22;62;16;48;63;7;6;33;55;64;41;38;40;3;2;9;24;13;27;43;58;18;25;11;8;46;10;20;57;28;49;60;10;258
10;258;47;51;12;36;45;56;26;5;35;44;59;1;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;21;42;32;61;14;22;62;16;48;63;7;6;33;55;64;41;38;40;3;2;9;24;13;27;43;58;18;25;11;8;46;10;20;57;28;49;60
47;51;12;36;45;56;26;5;35;44;59;1;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;40;42;32;61;14;22;62;16;48;63;7;6;33;55;64;41;38;21;3;2;9;24;13;27;43;58;18;25;11;8;46;10;20;57;28;49;60;10;258
10;258;47;51;12;36;45;56;26;5;35;44;59;1;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;40;42;32;61;14;22;62;16;48;63;7;6;33;55;64;41;38;21;3;2;9;24;13;27;43;58;18;25;11;8;46;10;20;57;28;49;60
47;51;12;36;45;56;26;18;35;44;59;1;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;40;42;32;61;14;22;62;16;48;63;7;6;33;55;64;41;38;21;3;2;9;24;13;27;43;58;5;25;11;8;46;10;20;57;28;49;60;10;258
10;258;47;51;12;36;45;56;26;18;35;44;59;1;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;40;42;32;61;14;22;62;16;48;63;7;6;33;55;64;41;38;21;3;2;9;24;13;27;43;58;5;25;11;8;46;10;20;57;28;49;60
47;51;12;36;45;56;40;18;35;44;59;1;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;26;42;32;61;14;22;62;16;48;63;7;6;33;55;64;41;38;21;3;2;9;24;13;27;43;58;5;25;11;8;46;10;20;57;28;49;60;10;254
10;254;47;51;12;36;45;56;40;18;35;44;59;1;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;26;42;32;61;14;22;62;16;48;63;7;6;33;55;64;41;38;21;3;2;9;24;13;27;43;58;5;25;11;8;46;10;20;57;28;49;60
47;51;12;36;45;56;40;18;35;16;59;1;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;26;42;32;61;14;22;62;44;48;63;7;6;33;55;64;41;38;21;3;2;9;24;13;27;43;58;5;25;11;8;46;10;20;57;28;49;60;10;270
10;270;47;51;12;36;45;56;40;18;35;16;59;1;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;26;42;32;61;14;22;62;44;48;63;7;6;33;55;64;41;38;21;3;2;9;24;13;27;43;58;5;25;11;8;46;10;20;57;28;49;60
47;51;12;36;45;56;40;18;35;16;59;1;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;26;42;32;61;60;22;62;44;48;63;7;6;33;55;64;41;38;21;3;2;9;24;13;27;43;58;5;25;11;8;46;10;20;57;28;49;14;10;270
10;270;47;51;12;36;45;56;40;18;35;16;59;1;50;54;52;37;39;31;29;34;17;19;23;30;15;53;4;26;42;32;61;60;22;62;44;48;63;7;6;33;55;64;41;38;21;3;2;9;24;13;27;43;58;5;25;11;8;46;10;20;57;28;49;14
47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;39;31;29;34;17;19;23;30;15;53;4;26;42;32;61;60;22;62;44;48;63;7;6;33;55;64;41;38;21;3;2;9;24;13;27;43;58;5;25;11;8;46;10;20;57;28;49;14;10;270
10;270;47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;39;31;29;34;17;19;23;30;15;53;4;26;42;32;61;60;22;62;44;48;63;7;6;33;55;64;41;38;21;3;2;9;24;13;27;43;58;5;25;11;8;46;10;20;57;28;49;14
47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;39;31;29;34;17;19;23;30;15;53;4;26;42;32;61;60;22;62;44;48;63;7;6;33;55;9;41;38;21;3;2;64;24;13;27;43;58;5;25;11;8;46;10;20;57;28;49;14;10;270
10;270;47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;39;31;29;34;17;19;23;30;15;53;4;26;42;32;61;60;22;62;44;48;63;7;6;33;55;9;41;38;21;3;2;64;24;13;27;43;58;5;25;11;8;46;10;20;57;28;49;14
47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;39;31;29;34;17;19;23;30;15;53;4;26;42;32;61;60;22;62;44;48;63;7;6;33;55;9;3;38;21;41;2;64;24;13;27;43;58;5;25;11;8;46;10;20;57;28;49;14;10;274
10;274;47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;39;31;29;34;17;19;23;30;15;53;4;26;42;32;61;60;22;62;44;48;63;7;6;33;55;9;3;38;21;41;2;64;24;13;27;43;58;5;25;11;8;46;10;20;57;28;49;14
47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;39;31;29;34;32;19;23;30;15;53;4;26;42;17;61;60;22;62;44;48;63;7;6;33;55;9;3;38;21;41;2;64;24;13;27;43;58;5;25;11;8;46;10;20;57;28;49;14;10;278
10;278;47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;39;31;29;34;32;19;23;30;15;53;4;26;42;17;61;60;22;62;44;48;63;7;6;33;55;9;3;38;21;41;2;64;24;13;27;43;58;5;25;11;8;46;10;20;57;28;49;14
47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;8;31;29;34;32;19;23;30;15;53;4;26;42;17;61;60;22;62;44;48;63;7;6;33;55;9;3;38;21;41;2;64;24;13;27;43;58;5;25;11;39;46;10;20;57;28;49;14;10;282
10;282;47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;8;31;29;34;32;19;23;30;15;53;4;26;42;17;61;60;22;62;44;48;63;7;6;33;55;9;3;38;21;41;2;64;24;13;27;43;58;5;25;11;39;46;10;20;57;28;49;14
47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;8;31;29;5;32;19;23;30;15;53;4;26;42;17;61;60;22;62;44;48;63;7;6;33;55;9;3;38;21;41;2;64;24;13;27;43;58;34;25;11;39;46;10;20;57;28;49;14;10;284
10;284;47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;8;31;29;5;32;19;23;30;15;53;4;26;42;17;61;60;22;62;44;48;63;7;6;33;55;9;3;38;21;41;2;64;24;13;27;43;58;34;25;11;39;46;10;20;57;28;49;14
47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;8;31;29;5;38;19;23;30;15;53;4;26;42;17;61;60;22;62;44;48;63;7;6;33;55;9;3;32;21;41;2;64;24;13;27;43;58;34;25;11;39;46;10;20;57;28;49;14;10;276
10;276;47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;8;31;29;5;38;19;23;30;15;53;4;26;42;17;61;60;22;62;44;48;63;7;6;33;55;9;3;32;21;41;2;64;24;13;27;43;58;34;25;11;39;46;10;20;57;28;49;14
47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;8;31;29;5;38;19;23;30;15;53;4;26;42;17;39;60;22;62;44;48;63;7;6;33;55;9;3;32;21;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;57;28;49;14;10;276
10;276;47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;8;31;29;5;38;19;23;30;15;53;4;26;42;17;39;60;22;62;44;48;63;7;6;33;55;9;3;32;21;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;57;28;49;14
47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;8;31;29;5;38;19;23;30;15;42;4;26;53;17;39;60;22;62;44;48;63;7;6;33;55;9;3;32;21;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;57;28;49;14;10;276
10;276;47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;8;31;29;5;38;19;23;30;15;42;4;26;53;17;39;60;22;62;44;48;63;7;6;33;55;9;3;32;21;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;57;28;49;14
47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;8;31;29;5;38;19;23;30;15;42;4;26;53;17;28;60;22;62;44;48;63;7;6;33;55;9;3;32;21;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;57;39;49;14;10;276
11;276;47;51;12;54;45;56;40;18;35;16;59;1;50;36;52;37;8;31;29;5;38;19;23;30;15;42;4;26;53;17;28;60;22;62;44;48;63;7;6;33;55;9;3;32;21;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;57;39;49;14
47;51;12;54;45;56;18;40;35;16;59;1;50;36;52;37;8;31;29;5;38;19;23;30;15;42;4;26;53;17;28;60;22;62;44;48;63;7;6;33;55;9;3;32;21;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;57;39;49;14;11;260
11;260;47;51;12;54;45;56;18;40;35;16;59;1;50;36;52;37;8;31;29;5;38;19;23;30;15;42;4;26;53;17;28;60;22;62;44;48;63;7;6;33;55;9;3;32;21;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;57;39;49;14
47;51;12;54;45;56;18;40;35;16;59;1;50;36;52;37;8;31;9;5;38;19;23;30;15;42;4;26;53;17;28;60;22;62;44;48;63;7;6;33;55;29;3;32;21;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;57;39;49;14;11;264
11;264;47;51;12;54;45;56;18;40;35;16;59;1;50;36;52;37;8;31;9;5;38;19;23;30;15;42;4;26;53;17;28;60;22;62;44;48;63;7;6;33;55;29;3;32;21;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;57;39;49;14
47;51;12;54;45;56;18;40;35;16;3;1;50;36;52;37;8;31;9;5;38;19;23;30;15;42;4;26;53;17;28;60;22;62;44;48;63;7;6;33;55;29;59;32;21;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;57;39;49;14;11;264
11;264;47;51;12;54;45;56;18;40;35;16;3;1;50;36;52;37;8;31;9;5;38;19;23;30;15;42;4;26;53;17;28;60;22;62;44;48;63;7;6;33;55;29;59;32;21;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;57;39;49;14
47;51;12;54;45;56;18;40;35;16;3;1;50;36;52;39;8;31;9;5;38;19;23;30;15;42;4;26;53;17;28;60;22;62;44;48;63;7;6;33;55;29;59;32;21;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;57;37;49;14;11;264
11;264;47;51;12;54;45;56;18;40;35;16;3;1;50;36;52;39;8;31;9;5;38;19;23;30;15;42;4;26;53;17;28;60;22;62;44;48;63;7;6;33;55;29;59;32;21;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;57;37;49;14
47;51;12;54;45;56;18;40;35;16;3;1;50;36;52;39;8;31;9;5;38;19;23;30;15;42;4;26;53;17;28;57;22;62;44;48;63;7;6;33;55;29;59;32;21;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;60;37;49;14;11;264
11;264;47;51;12;54;45;56;18;40;35;16;3;1;50;36;52;39;8;31;9;5;38;19;23;30;15;42;4;26;53;17;28;57;22;62;44;48;63;7;6;33;55;29;59;32;21;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;60;37;49;14
47;51;12;21;45;56;18;40;35;16;3;1;50;36;52;39;8;31;9;5;38;19;23;30;15;42;4;26;53;17;28;57;22;62;44;48;63;7;6;33;55;29;59;32;54;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;60;37;49;14;11;260
11;260;47;51;12;21;45;56;18;40;35;16;3;1;50;36;52;39;8;31;9;5;38;19;23;30;15;42;4;26;53;17;28;57;22;62;44;48;63;7;6;33;55;29;59;32;54;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;60;37;49;14
47;51;12;21;45;56;18;40;35;16;3;1;50;36;52;39;8;31;9;22;38;19;23;30;15;42;4;26;53;17;28;57;5;62;44;48;63;7;6;33;55;29;59;32;54;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;60;37;49;14;11;260
11;260;47;51;12;21;45;56;18;40;35;16;3;1;50;36;52;39;8;31;9;22;38;19;23;30;15;42;4;26;53;17;28;57;5;62;44;48;63;7;6;33;55;29;59;32;54;41;2;64;24;13;27;43;58;34;25;11;61;46;10;20;60;37;49;14
47;51;12;21;45;56;18;40;58;16;3;1;50;36;52;39;8;31;9;22;38;19;23;30;15;42;4;26;53;17;28;57;5;62;44;48;63;7;6;33;55;29;59;32;54;41;2;64;24;13;27;43;35;34;25;11;61;46;10;20;60;37;49;14;11;260
11;260;47;51;12;21;45;56;18;40;58;16;3;1;50;36;52;39;8;31;9;22;38;19;23;30;15;42;4;26;53;17;28;57;5;62;44;48;63;7;6;33;55;29;59;32;54;41;2;64;24;13;27;43;35;34;25;11;61;46;10;20;60;37;49;14
