"X1";"X5819398";"X25";"X19";"X23";"X8";"X3";"X10";"X1.1";"X4";"X9";"X12";"X7";"X18";"X11";"X26";"X20";"X15";"X21";"X24";"X22";"X17";"X2";"X14";"X13";"X16";"X6";"X5"
16;5886458;9;13;1;25;7;3;26;23;8;18;15;24;16;5;14;4;19;10;22;21;11;20;6;17;2;12
9;13;1;25;7;3;26;23;8;18;15;24;16;5;14;22;19;10;4;21;11;20;6;17;2;12;16;5879727
16;5879727;9;13;1;25;7;3;26;23;8;18;15;24;16;5;14;22;19;10;4;21;11;20;6;17;2;12
24;13;1;25;7;3;26;23;8;18;15;9;16;5;14;22;19;10;4;21;11;20;6;17;2;12;16;5829390
16;5829390;24;13;1;25;7;3;26;23;8;18;15;9;16;5;14;22;19;10;4;21;11;20;6;17;2;12
24;13;1;25;7;3;26;23;8;18;15;9;16;5;14;22;10;19;4;21;11;20;6;17;2;12;16;5824955
16;5824955;24;13;1;25;7;3;26;23;8;18;15;9;16;5;14;22;10;19;4;21;11;20;6;17;2;12
24;13;1;2;7;3;26;23;8;18;15;9;16;5;14;22;10;19;4;21;11;20;6;17;25;12;16;5859401
16;5824955;24;13;1;25;7;3;26;23;8;18;15;9;16;5;14;22;10;19;4;21;11;20;6;17;2;12
24;13;1;25;7;3;26;23;21;18;15;9;16;5;14;22;10;19;4;8;11;20;6;17;2;12;16;5766342
16;5766342;24;13;1;25;7;3;26;23;21;18;15;9;16;5;14;22;10;19;4;8;11;20;6;17;2;12
24;13;1;25;7;3;26;23;21;18;9;15;16;5;14;22;10;19;4;8;11;20;6;17;2;12;16;5760499
16;5760499;24;13;1;25;7;3;26;23;21;18;9;15;16;5;14;22;10;19;4;8;11;20;6;17;2;12
24;13;1;12;7;3;26;23;21;18;9;15;16;5;14;22;10;19;4;8;11;20;6;17;2;25;16;5819759
17;5819759;24;13;1;12;7;3;26;23;21;18;9;15;16;5;14;22;10;19;4;8;11;20;6;17;2;25
24;13;1;12;7;3;26;23;21;18;9;15;16;5;14;22;11;19;4;8;10;20;6;17;2;25;17;5802500
17;5802500;24;13;1;12;7;3;26;23;21;18;9;15;16;5;14;22;11;19;4;8;10;20;6;17;2;25
24;13;2;12;7;3;26;23;21;18;9;15;16;5;14;22;11;19;4;8;10;20;6;17;1;25;17;5770815
17;5770815;24;13;2;12;7;3;26;23;21;18;9;15;16;5;14;22;11;19;4;8;10;20;6;17;1;25
24;13;2;12;7;3;26;23;17;18;9;15;16;5;14;22;11;19;4;8;10;20;6;21;1;25;17;5808536
17;5808536;24;13;2;12;7;3;26;23;17;18;9;15;16;5;14;22;11;19;4;8;10;20;6;21;1;25
16;13;2;12;7;3;26;23;17;18;9;15;24;5;14;22;11;19;4;8;10;20;6;21;1;25;17;5814168
17;5814168;16;13;2;12;7;3;26;23;17;18;9;15;24;5;14;22;11;19;4;8;10;20;6;21;1;25
16;13;2;12;7;3;26;23;17;18;9;5;24;15;14;22;11;19;4;8;10;20;6;21;1;25;17;5793965
17;5793965;16;13;2;12;7;3;26;23;17;18;9;5;24;15;14;22;11;19;4;8;10;20;6;21;1;25
16;13;1;12;7;3;26;23;17;18;9;5;24;15;14;22;11;19;4;8;10;20;6;21;2;25;17;5851543
17;5851543;16;13;1;12;7;3;26;23;17;18;9;5;24;15;14;22;11;19;4;8;10;20;6;21;2;25
16;13;1;12;7;3;26;23;17;18;9;5;24;15;14;22;11;19;6;8;10;20;4;21;2;25;17;5878658
17;5878658;16;13;1;12;7;3;26;23;17;18;9;5;24;15;14;22;11;19;6;8;10;20;4;21;2;25
16;13;1;12;7;17;26;23;3;18;9;5;24;15;14;22;11;19;6;8;10;20;4;21;2;25;17;5874459
17;5874459;16;13;1;12;7;17;26;23;3;18;9;5;24;15;14;22;11;19;6;8;10;20;4;21;2;25
16;13;1;12;7;17;26;23;3;18;9;20;24;15;14;22;11;19;6;8;10;5;4;21;2;25;17;6024691
17;6024691;16;13;1;12;7;17;26;23;3;18;9;20;24;15;14;22;11;19;6;8;10;5;4;21;2;25
16;13;1;12;7;17;26;23;3;18;9;20;24;15;14;11;22;19;6;8;10;5;4;21;2;25;17;6030307
17;6030307;16;13;1;12;7;17;26;23;3;18;9;20;24;15;14;11;22;19;6;8;10;5;4;21;2;25
16;2;1;12;7;17;26;23;3;18;9;20;24;15;14;11;22;19;6;8;10;5;4;21;13;25;17;6028223
17;6028223;16;2;1;12;7;17;26;23;3;18;9;20;24;15;14;11;22;19;6;8;10;5;4;21;13;25
16;2;1;11;7;17;26;23;3;18;9;20;24;15;14;12;22;19;6;8;10;5;4;21;13;25;17;5976941
17;5976941;16;2;1;11;7;17;26;23;3;18;9;20;24;15;14;12;22;19;6;8;10;5;4;21;13;25
16;2;1;11;7;17;26;23;3;18;9;20;24;15;14;12;22;10;6;8;19;5;4;21;13;25;17;6102031
17;6102031;16;2;1;11;7;17;26;23;3;18;9;20;24;15;14;12;22;10;6;8;19;5;4;21;13;25
16;2;25;11;7;17;26;23;3;18;9;20;24;15;14;12;22;10;6;8;19;5;4;21;13;1;17;6064801
17;6064801;16;2;25;11;7;17;26;23;3;18;9;20;24;15;14;12;22;10;6;8;19;5;4;21;13;1
16;2;25;11;7;17;26;23;3;20;9;18;24;15;14;12;22;10;6;8;19;5;4;21;13;1;17;6053551
17;6053551;16;2;25;11;7;17;26;23;3;20;9;18;24;15;14;12;22;10;6;8;19;5;4;21;13;1
16;2;25;11;7;17;26;23;3;20;9;18;24;15;14;12;22;5;6;8;19;10;4;21;13;1;17;5712409
17;5712409;16;2;25;11;7;17;26;23;3;20;9;18;24;15;14;12;22;5;6;8;19;10;4;21;13;1
16;2;25;11;7;17;26;23;3;20;9;18;24;12;14;15;22;5;6;8;19;10;4;21;13;1;17;5688178
17;5688178;16;2;25;11;7;17;26;23;3;20;9;18;24;12;14;15;22;5;6;8;19;10;4;21;13;1
21;2;25;11;7;17;26;23;3;20;9;18;24;12;14;15;22;5;6;8;19;10;4;16;13;1;17;5677309
17;5677309;21;2;25;11;7;17;26;23;3;20;9;18;24;12;14;15;22;5;6;8;19;10;4;16;13;1
21;2;25;11;7;17;26;10;3;20;9;18;24;12;14;15;22;5;6;8;19;23;4;16;13;1;17;5664172
17;5664172;21;2;25;11;7;17;26;10;3;20;9;18;24;12;14;15;22;5;6;8;19;23;4;16;13;1
21;15;25;11;7;17;26;10;3;20;9;18;24;12;14;2;22;5;6;8;19;23;4;16;13;1;17;5706967
18;5706967;21;15;25;11;7;17;26;10;3;20;9;18;24;12;14;2;22;5;6;8;19;23;4;16;13;1
21;15;25;11;7;17;26;10;3;20;9;18;24;12;14;2;22;5;4;8;19;23;6;16;13;1;18;5683232
18;5683232;21;15;25;11;7;17;26;10;3;20;9;18;24;12;14;2;22;5;4;8;19;23;6;16;13;1
21;15;25;11;7;17;26;10;9;20;3;18;24;12;14;2;22;5;4;8;19;23;6;16;13;1;18;5771428
18;5771428;21;15;25;11;7;17;26;10;9;20;3;18;24;12;14;2;22;5;4;8;19;23;6;16;13;1
21;15;25;11;7;17;26;20;9;10;3;18;24;12;14;2;22;5;4;8;19;23;6;16;13;1;18;5812088
18;5812088;21;15;25;11;7;17;26;20;9;10;3;18;24;12;14;2;22;5;4;8;19;23;6;16;13;1
21;15;25;13;7;17;26;20;9;10;3;18;24;12;14;2;22;5;4;8;19;23;6;16;11;1;18;5790146
18;5790146;21;15;25;13;7;17;26;20;9;10;3;18;24;12;14;2;22;5;4;8;19;23;6;16;11;1
21;15;25;13;7;17;26;8;9;10;3;18;24;12;14;2;22;5;4;20;19;23;6;16;11;1;18;5767764
18;5767764;21;15;25;13;7;17;26;8;9;10;3;18;24;12;14;2;22;5;4;20;19;23;6;16;11;1
21;15;25;13;7;17;26;8;9;10;3;18;24;2;14;12;22;5;4;20;19;23;6;16;11;1;18;5789127
18;5789127;21;15;25;13;7;17;26;8;9;10;3;18;24;2;14;12;22;5;4;20;19;23;6;16;11;1
21;15;25;13;7;17;26;8;9;10;3;18;24;2;14;12;16;5;4;20;19;23;6;22;11;1;18;5787382
18;5787382;21;15;25;13;7;17;26;8;9;10;3;18;24;2;14;12;16;5;4;20;19;23;6;22;11;1
21;15;25;13;7;17;26;8;9;10;3;18;22;2;14;12;16;5;4;20;19;23;6;24;11;1;18;5784959
18;5784959;21;15;25;13;7;17;26;8;9;10;3;18;22;2;14;12;16;5;4;20;19;23;6;24;11;1
21;15;25;13;7;17;5;8;9;10;3;18;22;2;14;12;16;26;4;20;19;23;6;24;11;1;18;5872846
18;5872846;21;15;25;13;7;17;5;8;9;10;3;18;22;2;14;12;16;26;4;20;19;23;6;24;11;1
21;23;25;13;7;17;5;8;9;10;3;18;22;2;14;12;16;26;4;20;19;15;6;24;11;1;18;5865680
18;5865680;21;23;25;13;7;17;5;8;9;10;3;18;22;2;14;12;16;26;4;20;19;15;6;24;11;1
21;23;25;13;7;17;5;8;9;4;3;18;22;2;14;12;16;26;10;20;19;15;6;24;11;1;18;5870137
18;5870137;21;23;25;13;7;17;5;8;9;4;3;18;22;2;14;12;16;26;10;20;19;15;6;24;11;1
21;23;25;13;7;17;5;8;9;4;3;18;22;2;14;12;16;26;10;20;19;15;6;1;11;24;18;5945578
18;5945578;21;23;25;13;7;17;5;8;9;4;3;18;22;2;14;12;16;26;10;20;19;15;6;1;11;24
21;23;25;22;7;17;5;8;9;4;3;18;13;2;14;12;16;26;10;20;19;15;6;1;11;24;18;5924566
18;5924566;21;23;25;22;7;17;5;8;9;4;3;18;13;2;14;12;16;26;10;20;19;15;6;1;11;24
21;23;25;22;7;17;5;8;9;4;3;18;13;2;14;12;16;24;10;20;19;15;6;1;11;26;18;5933979
18;5933979;21;23;25;22;7;17;5;8;9;4;3;18;13;2;14;12;16;24;10;20;19;15;6;1;11;26
21;25;23;22;7;17;5;8;9;4;3;18;13;2;14;12;16;24;10;20;19;15;6;1;11;26;18;5935624
18;5935624;21;25;23;22;7;17;5;8;9;4;3;18;13;2;14;12;16;24;10;20;19;15;6;1;11;26
21;25;4;22;7;17;5;8;9;23;3;18;13;2;14;12;16;24;10;20;19;15;6;1;11;26;18;5927845
18;5927845;21;25;4;22;7;17;5;8;9;23;3;18;13;2;14;12;16;24;10;20;19;15;6;1;11;26
21;25;4;22;7;17;5;8;9;23;3;18;13;2;14;12;16;1;10;20;19;15;6;24;11;26;18;5824828
18;5824828;21;25;4;22;7;17;5;8;9;23;3;18;13;2;14;12;16;1;10;20;19;15;6;24;11;26
21;25;4;22;7;17;5;8;2;23;3;18;13;9;14;12;16;1;10;20;19;15;6;24;11;26;18;5846269
18;5846269;21;25;4;22;7;17;5;8;2;23;3;18;13;9;14;12;16;1;10;20;19;15;6;24;11;26
21;25;4;22;7;17;5;8;2;23;12;18;13;9;14;3;16;1;10;20;19;15;6;24;11;26;18;5873126
18;5873126;21;25;4;22;7;17;5;8;2;23;12;18;13;9;14;3;16;1;10;20;19;15;6;24;11;26
21;13;4;22;7;17;5;8;2;23;12;18;25;9;14;3;16;1;10;20;19;15;6;24;11;26;18;5884520
19;5884520;21;13;4;22;7;17;5;8;2;23;12;18;25;9;14;3;16;1;10;20;19;15;6;24;11;26
21;13;4;22;7;17;5;8;2;23;12;3;25;9;14;18;16;1;10;20;19;15;6;24;11;26;19;5942399
19;5942399;21;13;4;22;7;17;5;8;2;23;12;3;25;9;14;18;16;1;10;20;19;15;6;24;11;26
21;13;4;7;22;17;5;8;2;23;12;3;25;9;14;18;16;1;10;20;19;15;6;24;11;26;19;5943219
19;5943219;21;13;4;7;22;17;5;8;2;23;12;3;25;9;14;18;16;1;10;20;19;15;6;24;11;26
21;13;4;7;22;17;5;8;2;23;12;3;25;9;14;18;16;1;10;20;19;15;24;6;11;26;19;5943219
19;5943219;21;13;4;7;22;17;5;8;2;23;12;3;25;9;14;18;16;1;10;20;19;15;24;6;11;26
21;13;4;7;22;17;5;8;2;23;12;3;25;24;14;18;16;1;10;20;19;15;9;6;11;26;19;6038120
19;6038120;21;13;4;7;22;17;5;8;2;23;12;3;25;24;14;18;16;1;10;20;19;15;9;6;11;26
21;13;4;7;22;17;5;8;2;23;12;3;25;24;14;18;16;19;10;20;1;15;9;6;11;26;19;6016830
19;6016830;21;13;4;7;22;17;5;8;2;23;12;3;25;24;14;18;16;19;10;20;1;15;9;6;11;26
21;13;4;7;22;17;5;8;2;23;12;3;25;24;14;18;16;10;19;20;1;15;9;6;11;26;19;6016170
19;6016170;21;13;4;7;22;17;5;8;2;23;12;3;25;24;14;18;16;10;19;20;1;15;9;6;11;26
21;13;4;7;22;17;5;8;2;23;12;3;26;24;14;18;16;10;19;20;1;15;9;6;11;25;19;6012649
19;6012649;21;13;4;7;22;17;5;8;2;23;12;3;26;24;14;18;16;10;19;20;1;15;9;6;11;25
21;13;4;7;22;17;5;8;2;23;6;3;26;24;14;18;16;10;19;20;1;15;9;12;11;25;19;6034596
19;6034596;21;13;4;7;22;17;5;8;2;23;6;3;26;24;14;18;16;10;19;20;1;15;9;12;11;25
22;13;4;7;21;17;5;8;2;23;6;3;26;24;14;18;16;10;19;20;1;15;9;12;11;25;19;6033245
19;6033245;22;13;4;7;21;17;5;8;2;23;6;3;26;24;14;18;16;10;19;20;1;15;9;12;11;25
22;13;7;4;21;17;5;8;2;23;6;3;26;24;14;18;16;10;19;20;1;15;9;12;11;25;19;6037722
19;6037722;22;13;7;4;21;17;5;8;2;23;6;3;26;24;14;18;16;10;19;20;1;15;9;12;11;25
22;13;7;4;21;17;16;8;2;23;6;3;26;24;14;18;5;10;19;20;1;15;9;12;11;25;19;5951331
19;5951331;22;13;7;4;21;17;16;8;2;23;6;3;26;24;14;18;5;10;19;20;1;15;9;12;11;25
22;13;7;4;21;17;16;8;25;23;6;3;26;24;14;18;5;10;19;20;1;15;9;12;11;2;19;5970080
19;5970080;22;13;7;4;21;17;16;8;25;23;6;3;26;24;14;18;5;10;19;20;1;15;9;12;11;2
22;13;7;2;21;17;16;8;25;23;6;3;26;24;14;18;5;10;19;20;1;15;9;12;11;4;19;5934516
19;5934516;22;13;7;2;21;17;16;8;25;23;6;3;26;24;14;18;5;10;19;20;1;15;9;12;11;4
22;13;7;2;21;5;16;8;25;23;6;3;26;24;14;18;17;10;19;20;1;15;9;12;11;4;19;6064993
19;6064993;22;13;7;2;21;5;16;8;25;23;6;3;26;24;14;18;17;10;19;20;1;15;9;12;11;4
22;13;7;2;21;5;16;8;25;23;6;3;26;9;14;18;17;10;19;20;1;15;24;12;11;4;19;6025759
19;6025759;22;13;7;2;21;5;16;8;25;23;6;3;26;9;14;18;17;10;19;20;1;15;24;12;11;4
22;13;7;2;17;5;16;8;25;23;6;3;26;9;14;18;21;10;19;20;1;15;24;12;11;4;19;5967642
19;5967642;22;13;7;2;17;5;16;8;25;23;6;3;26;9;14;18;21;10;19;20;1;15;24;12;11;4
22;13;7;2;10;5;16;8;25;23;6;3;26;9;14;18;21;17;19;20;1;15;24;12;11;4;19;5970183
19;5970183;22;13;7;2;10;5;16;8;25;23;6;3;26;9;14;18;21;17;19;20;1;15;24;12;11;4
9;13;7;2;10;5;16;8;25;23;6;3;26;22;14;18;21;17;19;20;1;15;24;12;11;4;19;6014137
19;6014137;9;13;7;2;10;5;16;8;25;23;6;3;26;22;14;18;21;17;19;20;1;15;24;12;11;4
9;13;7;2;6;5;16;8;25;23;10;3;26;22;14;18;21;17;19;20;1;15;24;12;11;4;19;6020942
19;6020942;9;13;7;2;6;5;16;8;25;23;10;3;26;22;14;18;21;17;19;20;1;15;24;12;11;4
9;13;21;2;6;5;16;8;25;23;10;3;26;22;14;18;7;17;19;20;1;15;24;12;11;4;19;6064026
20;6064026;9;13;21;2;6;5;16;8;25;23;10;3;26;22;14;18;7;17;19;20;1;15;24;12;11;4
6;13;21;2;9;5;16;8;25;23;10;3;26;22;14;18;7;17;19;20;1;15;24;12;11;4;20;6076441
20;6076441;6;13;21;2;9;5;16;8;25;23;10;3;26;22;14;18;7;17;19;20;1;15;24;12;11;4
6;13;21;2;9;5;16;8;25;23;10;3;26;22;14;20;7;17;19;18;1;15;24;12;11;4;20;5998265
20;5998265;6;13;21;2;9;5;16;8;25;23;10;3;26;22;14;20;7;17;19;18;1;15;24;12;11;4
6;13;21;2;9;5;16;19;25;23;10;3;26;22;14;20;7;17;8;18;1;15;24;12;11;4;20;6018344
20;6018344;6;13;21;2;9;5;16;19;25;23;10;3;26;22;14;20;7;17;8;18;1;15;24;12;11;4
6;13;21;2;23;5;16;19;25;9;10;3;26;22;14;20;7;17;8;18;1;15;24;12;11;4;20;6022416
20;6022416;6;13;21;2;23;5;16;19;25;9;10;3;26;22;14;20;7;17;8;18;1;15;24;12;11;4
6;13;21;2;23;5;16;19;25;9;10;3;26;22;14;17;7;20;8;18;1;15;24;12;11;4;20;5994900
20;5994900;6;13;21;2;23;5;16;19;25;9;10;3;26;22;14;17;7;20;8;18;1;15;24;12;11;4
6;13;21;2;23;5;16;19;25;9;10;3;26;22;14;17;7;20;12;18;1;15;24;8;11;4;20;6060286
20;6060286;6;13;21;2;23;5;16;19;25;9;10;3;26;22;14;17;7;20;12;18;1;15;24;8;11;4
6;13;21;2;23;5;16;22;25;9;10;3;26;19;14;17;7;20;12;18;1;15;24;8;11;4;20;5989394
20;5989394;6;13;21;2;23;5;16;22;25;9;10;3;26;19;14;17;7;20;12;18;1;15;24;8;11;4
6;13;21;2;23;5;16;18;25;9;10;3;26;19;14;17;7;20;12;22;1;15;24;8;11;4;20;6026118
20;6026118;6;13;21;2;23;5;16;18;25;9;10;3;26;19;14;17;7;20;12;22;1;15;24;8;11;4
6;13;21;2;23;5;16;18;25;9;10;3;26;19;14;17;7;20;12;22;24;15;1;8;11;4;20;6021987
20;6021987;6;13;21;2;23;5;16;18;25;9;10;3;26;19;14;17;7;20;12;22;24;15;1;8;11;4
6;13;21;2;23;5;16;18;25;9;10;3;26;19;14;17;7;20;12;22;24;15;1;11;8;4;20;5998327
20;5998327;6;13;21;2;23;5;16;18;25;9;10;3;26;19;14;17;7;20;12;22;24;15;1;11;8;4
6;13;15;2;23;5;16;18;25;9;10;3;26;19;14;17;7;20;12;22;24;21;1;11;8;4;20;6002373
20;6002373;6;13;15;2;23;5;16;18;25;9;10;3;26;19;14;17;7;20;12;22;24;21;1;11;8;4
6;13;15;2;23;5;16;18;25;9;10;3;26;19;14;8;7;20;12;22;24;21;1;11;17;4;20;5971279
20;5971279;6;13;15;2;23;5;16;18;25;9;10;3;26;19;14;8;7;20;12;22;24;21;1;11;17;4
6;20;15;2;23;5;16;18;25;9;10;3;26;19;14;8;7;13;12;22;24;21;1;11;17;4;20;5976882
20;5976882;6;20;15;2;23;5;16;18;25;9;10;3;26;19;14;8;7;13;12;22;24;21;1;11;17;4
6;20;15;2;23;5;16;18;25;9;10;3;26;17;14;8;7;13;12;22;24;21;1;11;19;4;20;6062631
20;6062631;6;20;15;2;23;5;16;18;25;9;10;3;26;17;14;8;7;13;12;22;24;21;1;11;19;4
6;20;15;2;23;5;16;18;4;9;10;3;26;17;14;8;7;13;12;22;24;21;1;11;19;25;20;6002716
20;6002716;6;20;15;2;23;5;16;18;4;9;10;3;26;17;14;8;7;13;12;22;24;21;1;11;19;25
6;20;15;2;23;5;16;18;4;9;10;3;26;17;14;8;19;13;12;22;24;21;1;11;7;25;20;5981958
20;5981958;6;20;15;2;23;5;16;18;4;9;10;3;26;17;14;8;19;13;12;22;24;21;1;11;7;25
18;20;15;2;23;5;16;6;4;9;10;3;26;17;14;8;19;13;12;22;24;21;1;11;7;25;20;5926817
20;5926817;18;20;15;2;23;5;16;6;4;9;10;3;26;17;14;8;19;13;12;22;24;21;1;11;7;25
18;21;15;2;23;5;16;6;4;9;10;3;26;17;14;8;19;13;12;22;24;20;1;11;7;25;20;5937093
20;5937093;18;21;15;2;23;5;16;6;4;9;10;3;26;17;14;8;19;13;12;22;24;20;1;11;7;25
18;21;15;2;23;5;20;6;4;9;10;3;26;17;14;8;19;13;12;22;24;16;1;11;7;25;20;5978044
20;5978044;18;21;15;2;23;5;20;6;4;9;10;3;26;17;14;8;19;13;12;22;24;16;1;11;7;25
18;19;15;2;23;5;20;6;4;9;10;3;26;17;14;8;21;13;12;22;24;16;1;11;7;25;20;5921164
21;5921164;18;19;15;2;23;5;20;6;4;9;10;3;26;17;14;8;21;13;12;22;24;16;1;11;7;25
18;19;15;2;23;5;20;6;4;9;16;3;26;17;14;8;21;13;12;22;24;10;1;11;7;25;21;5909659
21;5909659;18;19;15;2;23;5;20;6;4;9;16;3;26;17;14;8;21;13;12;22;24;10;1;11;7;25
18;19;15;2;23;5;20;6;4;9;16;3;26;17;14;8;21;13;12;22;24;10;1;11;25;7;21;5909659
21;5909659;18;19;15;2;23;5;20;6;4;9;16;3;26;17;14;8;21;13;12;22;24;10;1;11;25;7
18;19;15;2;23;5;20;6;4;9;16;3;26;8;14;17;21;13;12;22;24;10;1;11;25;7;21;5902454
21;5902454;18;19;15;2;23;5;20;6;4;9;16;3;26;8;14;17;21;13;12;22;24;10;1;11;25;7
18;19;15;2;23;5;20;6;4;9;16;3;26;8;14;7;21;13;12;22;24;10;1;11;25;17;21;5853989
21;5853989;18;19;15;2;23;5;20;6;4;9;16;3;26;8;14;7;21;13;12;22;24;10;1;11;25;17
18;11;15;2;23;5;20;6;4;9;16;3;26;8;14;7;21;13;12;22;24;10;1;19;25;17;21;5839490
21;5839490;18;11;15;2;23;5;20;6;4;9;16;3;26;8;14;7;21;13;12;22;24;10;1;19;25;17
18;11;15;2;20;5;23;6;4;9;16;3;26;8;14;7;21;13;12;22;24;10;1;19;25;17;21;5888789
21;5888789;18;11;15;2;20;5;23;6;4;9;16;3;26;8;14;7;21;13;12;22;24;10;1;19;25;17
18;11;15;2;20;5;23;6;4;9;16;3;26;22;14;7;21;13;12;8;24;10;1;19;25;17;21;5971917
21;5971917;18;11;15;2;20;5;23;6;4;9;16;3;26;22;14;7;21;13;12;8;24;10;1;19;25;17
13;11;15;2;20;5;23;6;4;9;16;3;26;22;14;7;21;18;12;8;24;10;1;19;25;17;21;5925581
21;5925581;13;11;15;2;20;5;23;6;4;9;16;3;26;22;14;7;21;18;12;8;24;10;1;19;25;17
13;11;15;20;2;5;23;6;4;9;16;3;26;22;14;7;21;18;12;8;24;10;1;19;25;17;21;5925701
21;5925701;13;11;15;20;2;5;23;6;4;9;16;3;26;22;14;7;21;18;12;8;24;10;1;19;25;17
13;11;15;20;2;5;23;10;4;9;16;3;26;22;14;7;21;18;12;8;24;6;1;19;25;17;21;5926793
21;5926793;13;11;15;20;2;5;23;10;4;9;16;3;26;22;14;7;21;18;12;8;24;6;1;19;25;17
13;11;15;20;2;5;23;9;4;10;16;3;26;22;14;7;21;18;12;8;24;6;1;19;25;17;21;5931793
21;5931793;13;11;15;20;2;5;23;9;4;10;16;3;26;22;14;7;21;18;12;8;24;6;1;19;25;17
13;11;15;20;2;5;23;9;4;10;16;1;26;22;14;7;21;18;12;8;24;6;3;19;25;17;21;5885081
21;5885081;13;11;15;20;2;5;23;9;4;10;16;1;26;22;14;7;21;18;12;8;24;6;3;19;25;17
13;20;15;11;2;5;23;9;4;10;16;1;26;22;14;7;21;18;12;8;24;6;3;19;25;17;21;5860339
21;5860339;13;20;15;11;2;5;23;9;4;10;16;1;26;22;14;7;21;18;12;8;24;6;3;19;25;17
13;20;15;11;2;5;23;9;4;8;16;1;26;22;14;7;21;18;12;10;24;6;3;19;25;17;21;5793462
21;5793462;13;20;15;11;2;5;23;9;4;8;16;1;26;22;14;7;21;18;12;10;24;6;3;19;25;17
13;20;15;11;2;5;23;9;4;8;16;1;26;22;14;7;21;18;12;25;24;6;3;19;10;17;21;5798969
21;5798969;13;20;15;11;2;5;23;9;4;8;16;1;26;22;14;7;21;18;12;25;24;6;3;19;10;17
13;3;15;11;2;5;23;9;4;8;16;1;26;22;14;7;21;18;12;25;24;6;20;19;10;17;21;5799613
21;5799613;13;3;15;11;2;5;23;9;4;8;16;1;26;22;14;7;21;18;12;25;24;6;20;19;10;17
13;3;15;11;20;5;23;9;4;8;16;1;26;22;14;7;21;18;12;25;24;6;2;19;10;17;21;5818289
21;5818289;13;3;15;11;20;5;23;9;4;8;16;1;26;22;14;7;21;18;12;25;24;6;2;19;10;17
13;3;15;11;20;5;23;9;4;8;16;1;26;22;2;7;21;18;12;25;24;6;14;19;10;17;21;5840966
21;5840966;13;3;15;11;20;5;23;9;4;8;16;1;26;22;2;7;21;18;12;25;24;6;14;19;10;17
13;3;15;12;20;5;23;9;4;8;16;1;26;22;2;7;21;18;11;25;24;6;14;19;10;17;21;5843685
21;5843685;13;3;15;12;20;5;23;9;4;8;16;1;26;22;2;7;21;18;11;25;24;6;14;19;10;17
13;3;15;12;20;5;23;9;4;8;16;1;26;22;2;7;21;18;11;25;24;14;6;19;10;17;21;5850308
22;5850308;13;3;15;12;20;5;23;9;4;8;16;1;26;22;2;7;21;18;11;25;24;14;6;19;10;17
13;3;15;12;25;5;23;9;4;8;16;1;26;22;2;7;21;18;11;20;24;14;6;19;10;17;22;5838707
22;5838707;13;3;15;12;25;5;23;9;4;8;16;1;26;22;2;7;21;18;11;20;24;14;6;19;10;17
13;3;15;12;25;5;23;9;4;8;16;1;26;22;2;7;21;18;11;20;24;14;10;19;6;17;22;5842352
22;5842352;13;3;15;12;25;5;23;9;4;8;16;1;26;22;2;7;21;18;11;20;24;14;10;19;6;17
13;3;15;12;25;5;23;9;4;8;16;1;26;22;2;7;17;18;11;20;24;14;10;19;6;21;22;5862398
22;5862398;13;3;15;12;25;5;23;9;4;8;16;1;26;22;2;7;17;18;11;20;24;14;10;19;6;21
13;3;10;12;25;5;23;9;4;8;16;1;26;22;2;7;17;18;11;20;24;14;15;19;6;21;22;5864098
22;5864098;13;3;10;12;25;5;23;9;4;8;16;1;26;22;2;7;17;18;11;20;24;14;15;19;6;21
13;3;19;12;25;5;23;9;4;8;16;1;26;22;2;7;17;18;11;20;24;14;15;10;6;21;22;5859529
22;5859529;13;3;19;12;25;5;23;9;4;8;16;1;26;22;2;7;17;18;11;20;24;14;15;10;6;21
13;3;19;12;9;5;23;25;4;8;16;1;26;22;2;7;17;18;11;20;24;14;15;10;6;21;22;5904116
22;5904116;13;3;19;12;9;5;23;25;4;8;16;1;26;22;2;7;17;18;11;20;24;14;15;10;6;21
13;3;19;12;9;5;23;25;4;8;16;1;26;22;11;7;17;18;2;20;24;14;15;10;6;21;22;5923630
22;5923630;13;3;19;12;9;5;23;25;4;8;16;1;26;22;11;7;17;18;2;20;24;14;15;10;6;21
13;3;19;12;9;5;23;25;4;8;16;1;26;22;11;15;17;18;2;20;24;14;7;10;6;21;22;5883088
22;5883088;13;3;19;12;9;5;23;25;4;8;16;1;26;22;11;15;17;18;2;20;24;14;7;10;6;21
13;23;19;12;9;5;3;25;4;8;16;1;26;22;11;15;17;18;2;20;24;14;7;10;6;21;22;5899210
22;5899210;13;23;19;12;9;5;3;25;4;8;16;1;26;22;11;15;17;18;2;20;24;14;7;10;6;21
13;23;19;12;9;5;3;25;4;8;16;1;26;22;21;15;17;18;2;20;24;14;7;10;6;11;22;5954218
22;5954218;13;23;19;12;9;5;3;25;4;8;16;1;26;22;21;15;17;18;2;20;24;14;7;10;6;11
13;23;19;12;9;5;3;25;4;8;16;1;26;22;21;15;17;2;18;20;24;14;7;10;6;11;22;5956018
22;5956018;13;23;19;12;9;5;3;25;4;8;16;1;26;22;21;15;17;2;18;20;24;14;7;10;6;11
13;23;16;12;9;5;3;25;4;8;19;1;26;22;21;15;17;2;18;20;24;14;7;10;6;11;22;5914634
22;5914634;13;23;16;12;9;5;3;25;4;8;19;1;26;22;21;15;17;2;18;20;24;14;7;10;6;11
