"X1";"X5835730";"X18";"X14";"X4";"X24";"X6";"X1.1";"X26";"X8";"X11";"X16";"X2";"X21";"X15";"X23";"X19";"X9";"X5";"X3";"X7";"X17";"X10";"X13";"X22";"X25";"X20";"X12"
67;5849929;2;6;18;1;15;11;13;26;17;3;4;9;20;24;25;5;22;16;21;14;23;8;7;19;10;12
2;6;18;1;15;12;13;26;17;3;4;9;20;24;25;5;22;16;21;14;23;8;7;19;10;11;67;5849089
67;5849089;2;6;18;1;15;12;13;26;17;3;4;9;20;24;25;5;22;16;21;14;23;8;7;19;10;11
2;6;18;1;15;12;13;26;17;3;4;9;11;24;25;5;22;16;21;14;23;8;7;19;10;20;67;5871347
67;5871347;2;6;18;1;15;12;13;26;17;3;4;9;11;24;25;5;22;16;21;14;23;8;7;19;10;20
2;6;18;1;15;12;13;26;17;3;4;9;11;24;25;5;22;16;21;23;14;8;7;19;10;20;67;5854443
67;5854443;2;6;18;1;15;12;13;26;17;3;4;9;11;24;25;5;22;16;21;23;14;8;7;19;10;20
2;6;18;1;15;12;13;26;17;3;4;9;11;24;25;5;22;16;23;21;14;8;7;19;10;20;67;5940251
67;5940251;2;6;18;1;15;12;13;26;17;3;4;9;11;24;25;5;22;16;23;21;14;8;7;19;10;20
2;6;18;1;15;12;13;26;17;3;4;9;11;24;25;5;22;16;23;21;14;7;8;19;10;20;67;5945064
67;5945064;2;6;18;1;15;12;13;26;17;3;4;9;11;24;25;5;22;16;23;21;14;7;8;19;10;20
2;6;18;1;15;12;13;26;17;3;9;4;11;24;25;5;22;16;23;21;14;7;8;19;10;20;67;5958711
67;5958711;2;6;18;1;15;12;13;26;17;3;9;4;11;24;25;5;22;16;23;21;14;7;8;19;10;20
2;6;18;1;7;12;13;26;17;3;9;4;11;24;25;5;22;16;23;21;14;15;8;19;10;20;67;5955429
67;5955429;2;6;18;1;7;12;13;26;17;3;9;4;11;24;25;5;22;16;23;21;14;15;8;19;10;20
2;6;18;1;7;12;13;26;10;3;9;4;11;24;25;5;22;16;23;21;14;15;8;19;17;20;67;5955286
67;5955286;2;6;18;1;7;12;13;26;10;3;9;4;11;24;25;5;22;16;23;21;14;15;8;19;17;20
2;6;18;1;3;12;13;26;10;7;9;4;11;24;25;5;22;16;23;21;14;15;8;19;17;20;67;6101105
68;6101105;2;6;18;1;3;12;13;26;10;7;9;4;11;24;25;5;22;16;23;21;14;15;8;19;17;20
2;6;18;22;3;12;13;26;10;7;9;4;11;24;25;5;1;16;23;21;14;15;8;19;17;20;68;6013244
68;6013244;2;6;18;22;3;12;13;26;10;7;9;4;11;24;25;5;1;16;23;21;14;15;8;19;17;20
2;6;18;22;3;12;13;26;10;7;9;4;11;24;25;5;1;16;23;21;17;15;8;19;14;20;68;6040216
68;6013244;2;6;18;22;3;12;13;26;10;7;9;4;11;24;25;5;1;16;23;21;14;15;8;19;17;20
2;6;18;22;3;12;15;26;10;7;9;4;11;24;25;5;1;16;23;21;14;13;8;19;17;20;68;5929720
68;5929720;2;6;18;22;3;12;15;26;10;7;9;4;11;24;25;5;1;16;23;21;14;13;8;19;17;20
2;6;18;22;3;12;15;26;10;7;17;4;11;24;25;5;1;16;23;21;14;13;8;19;9;20;68;6000510
68;5929720;2;6;18;22;3;12;15;26;10;7;9;4;11;24;25;5;1;16;23;21;14;13;8;19;17;20
17;6;18;22;3;12;15;26;10;7;9;4;11;24;25;5;1;16;23;21;14;13;8;19;2;20;68;5953844
68;5953844;17;6;18;22;3;12;15;26;10;7;9;4;11;24;25;5;1;16;23;21;14;13;8;19;2;20
17;6;18;22;3;12;15;26;10;1;9;4;11;24;25;5;7;16;23;21;14;13;8;19;2;20;68;5958190
68;5958190;17;6;18;22;3;12;15;26;10;1;9;4;11;24;25;5;7;16;23;21;14;13;8;19;2;20
17;6;18;15;3;12;22;26;10;1;9;4;11;24;25;5;7;16;23;21;14;13;8;19;2;20;68;6013251
68;5958190;17;6;18;22;3;12;15;26;10;1;9;4;11;24;25;5;7;16;23;21;14;13;8;19;2;20
17;6;18;22;14;12;15;26;10;1;9;4;11;24;25;5;7;16;23;21;3;13;8;19;2;20;68;5876954
68;5876954;17;6;18;22;14;12;15;26;10;1;9;4;11;24;25;5;7;16;23;21;3;13;8;19;2;20
17;6;18;22;14;12;15;26;10;1;9;4;11;24;25;5;7;2;23;21;3;13;8;19;16;20;68;5864759
68;5864759;17;6;18;22;14;12;15;26;10;1;9;4;11;24;25;5;7;2;23;21;3;13;8;19;16;20
17;6;18;22;4;12;15;26;10;1;9;14;11;24;25;5;7;2;23;21;3;13;8;19;16;20;68;5827302
68;5827302;17;6;18;22;4;12;15;26;10;1;9;14;11;24;25;5;7;2;23;21;3;13;8;19;16;20
17;6;18;22;4;12;15;26;10;1;9;14;11;24;5;25;7;2;23;21;3;13;8;19;16;20;68;5984391
68;5984391;17;6;18;22;4;12;15;26;10;1;9;14;11;24;5;25;7;2;23;21;3;13;8;19;16;20
17;6;18;22;4;21;15;26;10;1;9;14;11;24;5;25;7;2;23;12;3;13;8;19;16;20;68;5988901
68;5988901;17;6;18;22;4;21;15;26;10;1;9;14;11;24;5;25;7;2;23;12;3;13;8;19;16;20
17;6;8;22;4;21;15;26;10;1;9;14;11;24;5;25;7;2;23;12;3;13;18;19;16;20;68;6005575
68;6005575;17;6;8;22;4;21;15;26;10;1;9;14;11;24;5;25;7;2;23;12;3;13;18;19;16;20
17;6;9;22;4;21;15;26;10;1;8;14;11;24;5;25;7;2;23;12;3;13;18;19;16;20;68;6051989
68;6051989;17;6;9;22;4;21;15;26;10;1;8;14;11;24;5;25;7;2;23;12;3;13;18;19;16;20
17;2;9;22;4;21;15;26;10;1;8;14;11;24;5;25;7;6;23;12;3;13;18;19;16;20;68;6073321
68;6073321;17;2;9;22;4;21;15;26;10;1;8;14;11;24;5;25;7;6;23;12;3;13;18;19;16;20
17;2;9;22;4;21;15;26;10;1;8;14;11;24;5;16;7;6;23;12;3;13;18;19;25;20;68;6068052
68;6068052;17;2;9;22;4;21;15;26;10;1;8;14;11;24;5;16;7;6;23;12;3;13;18;19;25;20
17;2;9;22;4;21;15;26;10;1;8;14;11;24;5;16;7;6;23;12;3;13;18;20;25;19;68;6072626
68;6072626;17;2;9;22;4;21;15;26;10;1;8;14;11;24;5;16;7;6;23;12;3;13;18;20;25;19
15;2;9;22;4;21;17;26;10;1;8;14;11;24;5;16;7;6;23;12;3;13;18;20;25;19;68;6114551
68;6114551;15;2;9;22;4;21;17;26;10;1;8;14;11;24;5;16;7;6;23;12;3;13;18;20;25;19
15;2;9;22;4;21;17;26;12;1;8;14;11;24;5;16;7;6;23;10;3;13;18;20;25;19;68;6056117
68;6056117;15;2;9;22;4;21;17;26;12;1;8;14;11;24;5;16;7;6;23;10;3;13;18;20;25;19
15;8;9;22;4;21;17;26;12;1;2;14;11;24;5;16;7;6;23;10;3;13;18;20;25;19;68;6161847
69;6161847;15;8;9;22;4;21;17;26;12;1;2;14;11;24;5;16;7;6;23;10;3;13;18;20;25;19
15;8;10;22;4;21;17;26;12;1;2;14;11;24;5;16;7;6;23;9;3;13;18;20;25;19;69;6192930
69;6192930;15;8;10;22;4;21;17;26;12;1;2;14;11;24;5;16;7;6;23;9;3;13;18;20;25;19
15;8;10;22;4;21;17;26;12;13;2;14;11;24;5;16;7;6;23;9;3;1;18;20;25;19;69;6206343
69;6206343;15;8;10;22;4;21;17;26;12;13;2;14;11;24;5;16;7;6;23;9;3;1;18;20;25;19
15;8;10;22;4;21;17;1;12;13;2;14;11;24;5;16;7;6;23;9;3;26;18;20;25;19;69;6182645
69;6182645;15;8;10;22;4;21;17;1;12;13;2;14;11;24;5;16;7;6;23;9;3;26;18;20;25;19
15;8;10;22;4;21;17;1;12;13;3;14;11;24;5;16;7;6;23;9;2;26;18;20;25;19;69;6122828
69;6122828;15;8;10;22;4;21;17;1;12;13;3;14;11;24;5;16;7;6;23;9;2;26;18;20;25;19
15;8;10;22;4;13;17;1;12;21;3;14;11;24;5;16;7;6;23;9;2;26;18;20;25;19;69;6115960
69;6115960;15;8;10;22;4;13;17;1;12;21;3;14;11;24;5;16;7;6;23;9;2;26;18;20;25;19
15;10;8;22;4;13;17;1;12;21;3;14;11;24;5;16;7;6;23;9;2;26;18;20;25;19;69;6112111
69;6112111;15;10;8;22;4;13;17;1;12;21;3;14;11;24;5;16;7;6;23;9;2;26;18;20;25;19
15;10;8;22;14;13;17;1;12;21;3;4;11;24;5;16;7;6;23;9;2;26;18;20;25;19;69;6179146
69;6112111;15;10;8;22;4;13;17;1;12;21;3;14;11;24;5;16;7;6;23;9;2;26;18;20;25;19
15;10;8;22;4;13;17;1;12;21;3;14;11;24;5;16;7;6;23;9;18;26;2;20;25;19;69;6111312
69;6111312;15;10;8;22;4;13;17;1;12;21;3;14;11;24;5;16;7;6;23;9;18;26;2;20;25;19
15;19;8;22;4;13;17;1;12;21;3;14;11;24;5;16;7;6;23;9;18;26;2;20;25;10;69;6197754
69;6111312;15;10;8;22;4;13;17;1;12;21;3;14;11;24;5;16;7;6;23;9;18;26;2;20;25;19
15;10;8;22;4;13;17;1;12;21;3;14;11;24;5;16;7;6;20;9;18;26;2;23;25;19;69;6027328
69;6027328;15;10;8;22;4;13;17;1;12;21;3;14;11;24;5;16;7;6;20;9;18;26;2;23;25;19
15;10;8;22;4;13;21;1;12;17;3;14;11;24;5;16;7;6;20;9;18;26;2;23;25;19;69;6036904
69;6036904;15;10;8;22;4;13;21;1;12;17;3;14;11;24;5;16;7;6;20;9;18;26;2;23;25;19
15;10;8;22;4;13;21;1;12;17;3;14;11;24;5;16;7;6;25;9;18;26;2;23;20;19;69;6087024
69;6087024;15;10;8;22;4;13;21;1;12;17;3;14;11;24;5;16;7;6;25;9;18;26;2;23;20;19
15;10;8;22;4;13;21;1;16;17;3;14;11;24;5;12;7;6;25;9;18;26;2;23;20;19;69;6086939
69;6086939;15;10;8;22;4;13;21;1;16;17;3;14;11;24;5;12;7;6;25;9;18;26;2;23;20;19
15;10;8;22;4;13;21;1;6;17;3;14;11;24;5;12;7;16;25;9;18;26;2;23;20;19;69;6087840
69;6087840;15;10;8;22;4;13;21;1;6;17;3;14;11;24;5;12;7;16;25;9;18;26;2;23;20;19
15;10;8;22;4;13;20;1;6;17;3;14;11;24;5;12;7;16;25;9;18;26;2;23;21;19;69;6118320
69;6118320;15;10;8;22;4;13;20;1;6;17;3;14;11;24;5;12;7;16;25;9;18;26;2;23;21;19
15;4;8;22;10;13;20;1;6;17;3;14;11;24;5;12;7;16;25;9;18;26;2;23;21;19;69;6109863
69;6109863;15;4;8;22;10;13;20;1;6;17;3;14;11;24;5;12;7;16;25;9;18;26;2;23;21;19
15;4;8;22;2;13;20;1;6;17;3;14;11;24;5;12;7;16;25;9;18;26;10;23;21;19;69;6113782
69;6113782;15;4;8;22;2;13;20;1;6;17;3;14;11;24;5;12;7;16;25;9;18;26;10;23;21;19
15;4;8;22;21;13;20;1;6;17;3;14;11;24;5;12;7;16;25;9;18;26;10;23;2;19;69;6060251
69;6060251;15;4;8;22;21;13;20;1;6;17;3;14;11;24;5;12;7;16;25;9;18;26;10;23;2;19
15;4;8;13;21;22;20;1;6;17;3;14;11;24;5;12;7;16;25;9;18;26;10;23;2;19;69;6070692
69;6070692;15;4;8;13;21;22;20;1;6;17;3;14;11;24;5;12;7;16;25;9;18;26;10;23;2;19
15;4;8;20;21;22;13;1;6;17;3;14;11;24;5;12;7;16;25;9;18;26;10;23;2;19;69;6080332
70;6080332;15;4;8;20;21;22;13;1;6;17;3;14;11;24;5;12;7;16;25;9;18;26;10;23;2;19
15;4;8;20;21;22;19;1;6;17;3;14;11;24;5;12;7;16;25;9;18;26;10;23;2;13;70;6079144
70;6079144;15;4;8;20;21;22;19;1;6;17;3;14;11;24;5;12;7;16;25;9;18;26;10;23;2;13
15;4;8;20;21;3;19;1;6;17;22;14;11;24;5;12;7;16;25;9;18;26;10;23;2;13;70;6055808
70;6055808;15;4;8;20;21;3;19;1;6;17;22;14;11;24;5;12;7;16;25;9;18;26;10;23;2;13
15;4;8;20;21;3;19;1;6;17;2;14;11;24;5;12;7;16;25;9;18;26;10;23;22;13;70;6052806
70;6052806;15;4;8;20;21;3;19;1;6;17;2;14;11;24;5;12;7;16;25;9;18;26;10;23;22;13
15;4;8;20;21;3;10;1;6;17;2;14;11;24;5;12;7;16;25;9;18;26;19;23;22;13;70;6198375
70;6052806;15;4;8;20;21;3;19;1;6;17;2;14;11;24;5;12;7;16;25;9;18;26;10;23;22;13
18;4;8;20;21;3;19;1;6;17;2;14;11;24;5;12;7;16;25;9;15;26;10;23;22;13;70;6025971
70;6025971;18;4;8;20;21;3;19;1;6;17;2;14;11;24;5;12;7;16;25;9;15;26;10;23;22;13
18;4;8;20;21;3;19;1;6;17;2;14;11;24;5;12;7;26;25;9;15;16;10;23;22;13;70;6006186
70;6006186;18;4;8;20;21;3;19;1;6;17;2;14;11;24;5;12;7;26;25;9;15;16;10;23;22;13
18;4;8;20;21;3;19;1;6;17;2;14;25;24;5;12;7;26;11;9;15;16;10;23;22;13;70;5995433
70;5995433;18;4;8;20;21;3;19;1;6;17;2;14;25;24;5;12;7;26;11;9;15;16;10;23;22;13
18;4;8;20;21;3;19;2;6;17;1;14;25;24;5;12;7;26;11;9;15;16;10;23;22;13;70;5963387
70;5963387;18;4;8;20;21;3;19;2;6;17;1;14;25;24;5;12;7;26;11;9;15;16;10;23;22;13
18;4;8;20;21;3;19;2;6;17;1;14;25;24;5;12;7;16;11;9;15;26;10;23;22;13;70;5978330
70;5978330;18;4;8;20;21;3;19;2;6;17;1;14;25;24;5;12;7;16;11;9;15;26;10;23;22;13
18;4;8;20;21;3;19;2;6;17;1;14;24;25;5;12;7;16;11;9;15;26;10;23;22;13;70;5977916
70;5977916;18;4;8;20;21;3;19;2;6;17;1;14;24;25;5;12;7;16;11;9;15;26;10;23;22;13
18;4;8;20;21;3;19;24;6;17;1;14;2;25;5;12;7;16;11;9;15;26;10;23;22;13;70;6000075
70;6000075;18;4;8;20;21;3;19;24;6;17;1;14;2;25;5;12;7;16;11;9;15;26;10;23;22;13
18;4;8;20;21;3;19;12;6;17;1;14;2;25;5;24;7;16;11;9;15;26;10;23;22;13;70;5998791
70;5998791;18;4;8;20;21;3;19;12;6;17;1;14;2;25;5;24;7;16;11;9;15;26;10;23;22;13
18;4;8;20;21;3;19;12;6;10;1;14;2;25;5;24;7;16;11;9;15;26;17;23;22;13;70;5995692
70;5995692;18;4;8;20;21;3;19;12;6;10;1;14;2;25;5;24;7;16;11;9;15;26;17;23;22;13
18;4;8;20;21;3;19;12;6;10;1;14;2;15;5;24;7;16;11;9;25;26;17;23;22;13;70;5959495
70;5959495;18;4;8;20;21;3;19;12;6;10;1;14;2;15;5;24;7;16;11;9;25;26;17;23;22;13
18;4;8;20;21;3;19;12;6;10;23;14;2;15;5;24;7;16;11;9;25;26;17;1;22;13;70;6030972
70;6030972;18;4;8;20;21;3;19;12;6;10;23;14;2;15;5;24;7;16;11;9;25;26;17;1;22;13
18;4;8;20;2;3;19;12;6;10;23;14;21;15;5;24;7;16;11;9;25;26;17;1;22;13;70;6011402
70;6011402;18;4;8;20;2;3;19;12;6;10;23;14;21;15;5;24;7;16;11;9;25;26;17;1;22;13
18;4;8;20;2;3;19;12;6;10;23;14;24;15;5;21;7;16;11;9;25;26;17;1;22;13;70;6020554
70;6020554;18;4;8;20;2;3;19;12;6;10;23;14;24;15;5;21;7;16;11;9;25;26;17;1;22;13
18;4;8;7;2;3;19;12;6;10;23;14;24;15;5;21;20;16;11;9;25;26;17;1;22;13;70;6001651
70;6001651;18;4;8;7;2;3;19;12;6;10;23;14;24;15;5;21;20;16;11;9;25;26;17;1;22;13
18;4;8;7;2;3;19;12;6;10;23;14;24;15;5;21;20;26;11;9;25;16;17;1;22;13;70;6005696
70;6005696;18;4;8;7;2;3;19;12;6;10;23;14;24;15;5;21;20;26;11;9;25;16;17;1;22;13
18;4;8;7;2;3;19;12;6;10;23;14;24;15;5;21;20;26;11;9;25;22;17;1;16;13;70;6012238
71;6012238;18;4;8;7;2;3;19;12;6;10;23;14;24;15;5;21;20;26;11;9;25;22;17;1;16;13
18;11;8;7;2;3;19;12;6;10;23;14;24;15;5;21;20;26;4;9;25;22;17;1;16;13;71;5931363
71;5931363;18;11;8;7;2;3;19;12;6;10;23;14;24;15;5;21;20;26;4;9;25;22;17;1;16;13
18;11;8;7;2;3;19;12;6;10;23;14;20;15;5;21;24;26;4;9;25;22;17;1;16;13;71;5952204
71;5952204;18;11;8;7;2;3;19;12;6;10;23;14;20;15;5;21;24;26;4;9;25;22;17;1;16;13
18;11;8;7;2;3;19;12;6;10;23;14;20;15;1;21;24;26;4;9;25;22;17;5;16;13;71;6031632
71;5952204;18;11;8;7;2;3;19;12;6;10;23;14;20;15;5;21;24;26;4;9;25;22;17;1;16;13
18;11;8;7;2;3;19;12;20;10;23;14;6;15;5;21;24;26;4;9;25;22;17;1;16;13;71;5930005
71;5930005;18;11;8;7;2;3;19;12;20;10;23;14;6;15;5;21;24;26;4;9;25;22;17;1;16;13
18;11;8;7;2;3;19;12;20;10;16;14;6;15;5;21;24;26;4;9;25;22;17;1;23;13;71;5911718
71;5911718;18;11;8;7;2;3;19;12;20;10;16;14;6;15;5;21;24;26;4;9;25;22;17;1;23;13
18;11;8;7;10;3;19;12;20;2;16;14;6;15;5;21;24;26;4;9;25;22;17;1;23;13;71;5871394
71;5871394;18;11;8;7;10;3;19;12;20;2;16;14;6;15;5;21;24;26;4;9;25;22;17;1;23;13
18;11;8;7;10;3;19;12;20;2;16;14;6;15;5;21;24;22;4;9;25;26;17;1;23;13;71;5868638
71;5868638;18;11;8;7;10;3;19;12;20;2;16;14;6;15;5;21;24;22;4;9;25;26;17;1;23;13
18;11;9;7;10;3;19;12;20;2;16;14;6;15;5;21;24;22;4;8;25;26;17;1;23;13;71;5853433
71;5853433;18;11;9;7;10;3;19;12;20;2;16;14;6;15;5;21;24;22;4;8;25;26;17;1;23;13
18;11;9;19;10;3;7;12;20;2;16;14;6;15;5;21;24;22;4;8;25;26;17;1;23;13;71;5824047
71;5824047;18;11;9;19;10;3;7;12;20;2;16;14;6;15;5;21;24;22;4;8;25;26;17;1;23;13
18;11;9;23;10;3;7;12;20;2;16;14;6;15;5;21;24;22;4;8;25;26;17;1;19;13;71;5841245
71;5824047;18;11;9;19;10;3;7;12;20;2;16;14;6;15;5;21;24;22;4;8;25;26;17;1;23;13
18;11;9;19;10;3;7;12;20;5;16;14;6;15;2;21;24;22;4;8;25;26;17;1;23;13;71;5770712
71;5770712;18;11;9;19;10;3;7;12;20;5;16;14;6;15;2;21;24;22;4;8;25;26;17;1;23;13
18;1;9;19;10;3;7;12;20;5;16;14;6;15;2;21;24;22;4;8;25;26;17;11;23;13;71;5769164
71;5769164;18;1;9;19;10;3;7;12;20;5;16;14;6;15;2;21;24;22;4;8;25;26;17;11;23;13
18;1;9;19;10;3;7;12;20;5;16;14;6;15;2;26;24;22;4;8;25;21;17;11;23;13;71;5796375
71;5796375;18;1;9;19;10;3;7;12;20;5;16;14;6;15;2;26;24;22;4;8;25;21;17;11;23;13
18;1;9;19;10;3;7;12;20;5;16;14;6;15;2;26;24;22;4;11;25;21;17;8;23;13;71;5788063
71;5788063;18;1;9;19;10;3;7;12;20;5;16;14;6;15;2;26;24;22;4;11;25;21;17;8;23;13
18;1;3;19;10;9;7;12;20;5;16;14;6;15;2;26;24;22;4;11;25;21;17;8;23;13;71;5986740
71;5788063;18;1;9;19;10;3;7;12;20;5;16;14;6;15;2;26;24;22;4;11;25;21;17;8;23;13
18;1;9;19;10;3;7;12;20;5;16;14;6;11;2;26;24;22;4;15;25;21;17;8;23;13;71;5813012
71;5813012;18;1;9;19;10;3;7;12;20;5;16;14;6;11;2;26;24;22;4;15;25;21;17;8;23;13
18;1;9;19;10;3;7;12;20;5;16;14;6;11;26;2;24;22;4;15;25;21;17;8;23;13;71;5821097
71;5821097;18;1;9;19;10;3;7;12;20;5;16;14;6;11;26;2;24;22;4;15;25;21;17;8;23;13
18;1;9;19;10;3;7;12;20;26;16;14;6;11;5;2;24;22;4;15;25;21;17;8;23;13;71;5862487
71;5862487;18;1;9;19;10;3;7;12;20;26;16;14;6;11;5;2;24;22;4;15;25;21;17;8;23;13
18;1;9;19;10;3;7;12;20;26;16;14;4;11;5;2;24;22;6;15;25;21;17;8;23;13;71;5914986
71;5914986;18;1;9;19;10;3;7;12;20;26;16;14;4;11;5;2;24;22;6;15;25;21;17;8;23;13
18;1;6;19;10;3;7;12;20;26;16;14;4;11;5;2;24;22;9;15;25;21;17;8;23;13;71;5870136
72;5870136;18;1;6;19;10;3;7;12;20;26;16;14;4;11;5;2;24;22;9;15;25;21;17;8;23;13
18;1;6;19;10;3;7;12;20;26;16;14;4;11;5;2;24;15;9;22;25;21;17;8;23;13;72;5834996
72;5834996;18;1;6;19;10;3;7;12;20;26;16;14;4;11;5;2;24;15;9;22;25;21;17;8;23;13
18;1;6;19;10;3;13;12;20;26;16;14;4;11;5;2;24;15;9;22;25;21;17;8;23;7;72;5836254
72;5836254;18;1;6;19;10;3;13;12;20;26;16;14;4;11;5;2;24;15;9;22;25;21;17;8;23;7
18;1;6;19;10;3;13;12;20;26;16;14;4;11;5;2;24;15;9;22;25;21;17;8;7;23;72;5836254
72;5836254;18;1;6;19;10;3;13;12;20;26;16;14;4;11;5;2;24;15;9;22;25;21;17;8;7;23
18;1;6;19;10;3;13;12;20;26;16;14;25;11;5;2;24;15;9;22;4;21;17;8;7;23;72;5892314
72;5836254;18;1;6;19;10;3;13;12;20;26;16;14;4;11;5;2;24;15;9;22;25;21;17;8;7;23
18;1;6;19;10;3;13;12;20;26;8;14;4;11;5;2;24;15;9;22;25;21;17;16;7;23;72;5828795
72;5828795;18;1;6;19;10;3;13;12;20;26;8;14;4;11;5;2;24;15;9;22;25;21;17;16;7;23
18;1;6;19;10;3;13;12;20;26;8;14;4;11;5;2;24;15;16;22;25;21;17;9;7;23;72;5940143
72;5940143;18;1;6;19;10;3;13;12;20;26;8;14;4;11;5;2;24;15;16;22;25;21;17;9;7;23
18;1;6;19;23;3;13;12;20;26;8;14;4;11;5;2;24;15;16;22;25;21;17;9;7;10;72;5966584
72;5966584;18;1;6;19;23;3;13;12;20;26;8;14;4;11;5;2;24;15;16;22;25;21;17;9;7;10
18;1;6;13;23;3;19;12;20;26;8;14;4;11;5;2;24;15;16;22;25;21;17;9;7;10;72;5956490
72;5956490;18;1;6;13;23;3;19;12;20;26;8;14;4;11;5;2;24;15;16;22;25;21;17;9;7;10
18;1;14;13;23;3;19;12;20;26;8;6;4;11;5;2;24;15;16;22;25;21;17;9;7;10;72;6109555
72;5956490;18;1;6;13;23;3;19;12;20;26;8;14;4;11;5;2;24;15;16;22;25;21;17;9;7;10
18;1;6;13;23;4;19;12;20;26;8;14;3;11;5;2;24;15;16;22;25;21;17;9;7;10;72;5874476
72;5874476;18;1;6;13;23;4;19;12;20;26;8;14;3;11;5;2;24;15;16;22;25;21;17;9;7;10
23;1;6;13;18;4;19;12;20;26;8;14;3;11;5;2;24;15;16;22;25;21;17;9;7;10;72;5881667
72;5881667;23;1;6;13;18;4;19;12;20;26;8;14;3;11;5;2;24;15;16;22;25;21;17;9;7;10
23;1;6;13;18;4;19;12;20;26;8;15;3;11;5;2;24;14;16;22;25;21;17;9;7;10;72;5877363
72;5877363;23;1;6;13;18;4;19;12;20;26;8;15;3;11;5;2;24;14;16;22;25;21;17;9;7;10
23;1;6;13;18;4;19;12;20;26;8;15;3;11;5;2;24;14;16;22;10;21;17;9;7;25;72;5886266
72;5886266;23;1;6;13;18;4;19;12;20;26;8;15;3;11;5;2;24;14;16;22;10;21;17;9;7;25
23;1;6;13;16;4;19;12;20;26;8;15;3;11;5;2;24;14;18;22;10;21;17;9;7;25;72;5773733
72;5773733;23;1;6;13;16;4;19;12;20;26;8;15;3;11;5;2;24;14;18;22;10;21;17;9;7;25
23;1;6;13;16;25;19;12;20;26;8;15;3;11;5;2;24;14;18;22;10;21;17;9;7;4;72;5787579
72;5787579;23;1;6;13;16;25;19;12;20;26;8;15;3;11;5;2;24;14;18;22;10;21;17;9;7;4
23;1;6;13;16;25;19;15;20;26;8;12;3;11;5;2;24;14;18;22;10;21;17;9;7;4;72;5851663
72;5851663;23;1;6;13;16;25;19;15;20;26;8;12;3;11;5;2;24;14;18;22;10;21;17;9;7;4
23;1;6;13;16;25;19;15;10;26;8;12;3;11;5;2;24;14;18;22;20;21;17;9;7;4;72;5928296
72;5851663;23;1;6;13;16;25;19;15;20;26;8;12;3;11;5;2;24;14;18;22;10;21;17;9;7;4
23;1;6;13;16;25;19;15;20;26;8;9;3;11;5;2;24;14;18;22;10;21;17;12;7;4;72;5777222
72;5777222;23;1;6;13;16;25;19;15;20;26;8;9;3;11;5;2;24;14;18;22;10;21;17;12;7;4
23;1;6;13;16;25;19;15;20;26;8;9;3;11;2;5;24;14;18;22;10;21;17;12;7;4;72;5837491
72;5837491;23;1;6;13;16;25;19;15;20;26;8;9;3;11;2;5;24;14;18;22;10;21;17;12;7;4
23;1;6;20;16;25;19;15;13;26;8;9;3;11;2;5;24;14;18;22;10;21;17;12;7;4;72;5808832
73;5808832;23;1;6;20;16;25;19;15;13;26;8;9;3;11;2;5;24;14;18;22;10;21;17;12;7;4
23;1;6;20;16;25;19;15;12;26;8;9;3;11;2;5;24;14;18;22;10;21;17;13;7;4;73;5796952
73;5796952;23;1;6;20;16;25;19;15;12;26;8;9;3;11;2;5;24;14;18;22;10;21;17;13;7;4
23;1;6;20;16;25;19;15;12;13;8;9;3;11;2;5;24;14;18;22;10;21;17;26;7;4;73;5797821
73;5797821;23;1;6;20;16;25;19;15;12;13;8;9;3;11;2;5;24;14;18;22;10;21;17;26;7;4
23;1;6;20;4;25;19;15;12;13;8;9;3;11;2;5;24;14;18;22;10;21;17;26;7;16;73;5739288
73;5739288;23;1;6;20;4;25;19;15;12;13;8;9;3;11;2;5;24;14;18;22;10;21;17;26;7;16
20;1;6;23;4;25;19;15;12;13;8;9;3;11;2;5;24;14;18;22;10;21;17;26;7;16;73;5737905
73;5737905;20;1;6;23;4;25;19;15;12;13;8;9;3;11;2;5;24;14;18;22;10;21;17;26;7;16
20;1;6;23;4;25;19;15;12;13;8;9;3;7;2;5;24;14;18;22;10;21;17;26;11;16;73;5688901
73;5688901;20;1;6;23;4;25;19;15;12;13;8;9;3;7;2;5;24;14;18;22;10;21;17;26;11;16
20;1;6;23;10;25;19;15;12;13;8;9;3;7;2;5;24;14;18;22;4;21;17;26;11;16;73;5714580
73;5714580;20;1;6;23;10;25;19;15;12;13;8;9;3;7;2;5;24;14;18;22;4;21;17;26;11;16
20;1;6;23;10;25;19;15;12;13;8;7;3;9;2;5;24;14;18;22;4;21;17;26;11;16;73;5718969
73;5718969;20;1;6;23;10;25;19;15;12;13;8;7;3;9;2;5;24;14;18;22;4;21;17;26;11;16
20;1;6;23;10;25;19;15;12;21;8;7;3;9;2;5;24;14;18;22;4;13;17;26;11;16;73;5677188
73;5677188;20;1;6;23;10;25;19;15;12;21;8;7;3;9;2;5;24;14;18;22;4;13;17;26;11;16
20;1;6;23;10;25;19;15;12;21;8;14;3;9;2;5;24;7;18;22;4;13;17;26;11;16;73;5725698
73;5725698;20;1;6;23;10;25;19;15;12;21;8;14;3;9;2;5;24;7;18;22;4;13;17;26;11;16
20;1;6;23;10;25;19;15;12;21;8;14;3;9;2;5;24;7;11;22;4;13;17;26;18;16;73;5845557
73;5725698;20;1;6;23;10;25;19;15;12;21;8;14;3;9;2;5;24;7;18;22;4;13;17;26;11;16
