"X1";"X6106686";"X3";"X9";"X23";"X1.1";"X6";"X22";"X5";"X4";"X2";"X13";"X19";"X10";"X15";"X26";"X11";"X17";"X18";"X21";"X16";"X12";"X20";"X14";"X24";"X8";"X25";"X7"
15;10;22;20;4;9;2;16;1;19;17;12;7;8;21;24;6;5;18;11;25;3;26;14;13;23;45;5776645
45;5776645;15;10;22;20;4;9;2;16;1;19;17;12;7;8;21;24;6;5;18;11;25;3;26;14;13;23
15;10;22;20;4;9;2;16;1;19;17;12;7;8;14;24;6;5;18;11;25;3;26;21;13;23;45;5732861
45;5732861;15;10;22;20;4;9;2;16;1;19;17;12;7;8;14;24;6;5;18;11;25;3;26;21;13;23
19;10;22;20;4;9;2;16;1;15;17;12;7;8;14;24;6;5;18;11;25;3;26;21;13;23;45;5720461
45;5720461;19;10;22;20;4;9;2;16;1;15;17;12;7;8;14;24;6;5;18;11;25;3;26;21;13;23
19;14;22;20;4;9;2;16;1;15;17;12;7;8;10;24;6;5;18;11;25;3;26;21;13;23;45;5720598
46;5720598;19;14;22;20;4;9;2;16;1;15;17;12;7;8;10;24;6;5;18;11;25;3;26;21;13;23
19;14;22;20;4;1;2;16;9;15;17;12;7;8;10;24;6;5;18;11;25;3;26;21;13;23;46;5708079
46;5708079;19;14;22;20;4;1;2;16;9;15;17;12;7;8;10;24;6;5;18;11;25;3;26;21;13;23
19;14;22;20;4;1;2;24;9;15;17;12;7;8;10;16;6;5;18;11;25;3;26;21;13;23;46;5706979
46;5706979;19;14;22;20;4;1;2;24;9;15;17;12;7;8;10;16;6;5;18;11;25;3;26;21;13;23
19;3;22;20;4;1;2;24;9;15;17;12;7;8;10;16;6;5;18;11;25;14;26;21;13;23;46;5725018
46;5725018;19;3;22;20;4;1;2;24;9;15;17;12;7;8;10;16;6;5;18;11;25;14;26;21;13;23
19;3;22;9;4;1;2;24;20;15;17;12;7;8;10;16;6;5;18;11;25;14;26;21;13;23;46;5750392
46;5750392;19;3;22;9;4;1;2;24;20;15;17;12;7;8;10;16;6;5;18;11;25;14;26;21;13;23
19;3;22;9;4;1;2;24;20;15;17;12;7;8;10;16;6;18;5;11;25;14;26;21;13;23;46;5787392
46;5787392;19;3;22;9;4;1;2;24;20;15;17;12;7;8;10;16;6;18;5;11;25;14;26;21;13;23
19;3;22;9;13;1;2;24;20;15;17;12;7;8;10;16;6;18;5;11;25;14;26;21;4;23;46;5763992
46;5763992;19;3;22;9;13;1;2;24;20;15;17;12;7;8;10;16;6;18;5;11;25;14;26;21;4;23
19;3;11;9;13;1;2;24;20;15;17;12;7;8;10;16;6;18;5;22;25;14;26;21;4;23;46;5762156
46;5762156;19;3;11;9;13;1;2;24;20;15;17;12;7;8;10;16;6;18;5;22;25;14;26;21;4;23
19;3;11;9;13;1;2;24;20;15;17;12;7;8;4;16;6;18;5;22;25;14;26;21;10;23;46;5773073
46;5773073;19;3;11;9;13;1;2;24;20;15;17;12;7;8;4;16;6;18;5;22;25;14;26;21;10;23
19;3;11;9;13;1;2;24;26;15;17;12;7;8;4;16;6;18;5;22;25;14;20;21;10;23;46;5827465
46;5827465;19;3;11;9;13;1;2;24;26;15;17;12;7;8;4;16;6;18;5;22;25;14;20;21;10;23
19;5;11;9;13;1;2;24;26;15;17;12;7;8;4;16;6;18;3;22;25;14;20;21;10;23;46;6150929
46;6150929;19;5;11;9;13;1;2;24;26;15;17;12;7;8;4;16;6;18;3;22;25;14;20;21;10;23
19;5;11;9;13;1;2;24;26;15;17;12;7;8;4;16;6;25;3;22;18;14;20;21;10;23;46;6404887
46;6404887;19;5;11;9;13;1;2;24;26;15;17;12;7;8;4;16;6;25;3;22;18;14;20;21;10;23
19;5;11;9;24;1;2;13;26;15;17;12;7;8;4;16;6;25;3;22;18;14;20;21;10;23;46;6374893
46;6374893;19;5;11;9;24;1;2;13;26;15;17;12;7;8;4;16;6;25;3;22;18;14;20;21;10;23
19;5;11;9;26;1;2;13;24;15;17;12;7;8;4;16;6;25;3;22;18;14;20;21;10;23;46;6410173
46;6410173;19;5;11;9;26;1;2;13;24;15;17;12;7;8;4;16;6;25;3;22;18;14;20;21;10;23
19;5;11;9;26;20;2;13;24;15;17;12;7;8;4;16;6;25;3;22;18;14;1;21;10;23;46;6318004
46;6318004;19;5;11;9;26;20;2;13;24;15;17;12;7;8;4;16;6;25;3;22;18;14;1;21;10;23
19;5;11;9;26;20;2;13;24;15;17;12;7;25;4;16;6;8;3;22;18;14;1;21;10;23;46;6271796
46;6271796;19;5;11;9;26;20;2;13;24;15;17;12;7;25;4;16;6;8;3;22;18;14;1;21;10;23
19;5;25;9;26;20;2;13;24;15;17;12;7;11;4;16;6;8;3;22;18;14;1;21;10;23;46;6261701
46;6261701;19;5;25;9;26;20;2;13;24;15;17;12;7;11;4;16;6;8;3;22;18;14;1;21;10;23
19;5;25;11;26;20;2;13;24;15;17;12;7;9;4;16;6;8;3;22;18;14;1;21;10;23;46;6204706
46;6204706;19;5;25;11;26;20;2;13;24;15;17;12;7;9;4;16;6;8;3;22;18;14;1;21;10;23
19;8;25;11;26;20;2;13;24;15;17;12;7;9;4;16;6;5;3;22;18;14;1;21;10;23;46;5811691
46;5811691;19;8;25;11;26;20;2;13;24;15;17;12;7;9;4;16;6;5;3;22;18;14;1;21;10;23
19;8;25;11;26;20;17;13;24;15;2;12;7;9;4;16;6;5;3;22;18;14;1;21;10;23;46;5816285
46;5816285;19;8;25;11;26;20;17;13;24;15;2;12;7;9;4;16;6;5;3;22;18;14;1;21;10;23
19;2;25;11;26;20;17;13;24;15;8;12;7;9;4;16;6;5;3;22;18;14;1;21;10;23;46;5810080
47;5810080;19;2;25;11;26;20;17;13;24;15;8;12;7;9;4;16;6;5;3;22;18;14;1;21;10;23
19;2;25;11;26;20;17;13;24;15;8;12;7;9;4;10;6;5;3;22;18;14;1;21;16;23;47;5812346
47;5812346;19;2;25;11;26;20;17;13;24;15;8;12;7;9;4;10;6;5;3;22;18;14;1;21;16;23
19;2;25;11;26;20;17;13;24;15;8;12;7;4;9;10;6;5;3;22;18;14;1;21;16;23;47;5830692
47;5830692;19;2;25;11;26;20;17;13;24;15;8;12;7;4;9;10;6;5;3;22;18;14;1;21;16;23
19;2;25;11;26;20;17;5;24;15;8;12;7;4;9;10;6;13;3;22;18;14;1;21;16;23;47;5870389
47;5870389;19;2;25;11;26;20;17;5;24;15;8;12;7;4;9;10;6;13;3;22;18;14;1;21;16;23
7;2;25;11;26;20;17;5;24;15;8;12;19;4;9;10;6;13;3;22;18;14;1;21;16;23;47;5846159
47;5846159;7;2;25;11;26;20;17;5;24;15;8;12;19;4;9;10;6;13;3;22;18;14;1;21;16;23
7;2;25;11;26;20;17;5;24;15;8;12;19;4;3;10;6;13;9;22;18;14;1;21;16;23;47;5792287
47;5792287;7;2;25;11;26;20;17;5;24;15;8;12;19;4;3;10;6;13;9;22;18;14;1;21;16;23
7;2;25;11;26;20;17;5;24;15;8;23;19;4;3;10;6;13;9;22;18;14;1;21;16;12;47;5823161
47;5823161;7;2;25;11;26;20;17;5;24;15;8;23;19;4;3;10;6;13;9;22;18;14;1;21;16;12
7;2;25;11;26;20;17;5;24;15;8;23;19;4;3;10;6;13;16;22;18;14;1;21;9;12;47;5926365
47;5926365;7;2;25;11;26;20;17;5;24;15;8;23;19;4;3;10;6;13;16;22;18;14;1;21;9;12
7;2;25;11;26;20;17;5;24;13;8;23;19;4;3;10;6;15;16;22;18;14;1;21;9;12;47;5919167
47;5919167;7;2;25;11;26;20;17;5;24;13;8;23;19;4;3;10;6;15;16;22;18;14;1;21;9;12
7;2;25;11;26;20;17;5;24;13;22;23;19;4;3;10;6;15;16;8;18;14;1;21;9;12;47;5990707
47;5990707;7;2;25;11;26;20;17;5;24;13;22;23;19;4;3;10;6;15;16;8;18;14;1;21;9;12
7;2;25;11;26;20;17;5;24;13;22;23;19;4;3;10;6;15;18;8;16;14;1;21;9;12;47;5951766
47;5951766;7;2;25;11;26;20;17;5;24;13;22;23;19;4;3;10;6;15;18;8;16;14;1;21;9;12
4;2;25;11;26;20;17;5;24;13;22;23;19;7;3;10;6;15;18;8;16;14;1;21;9;12;47;5955952
47;5955952;4;2;25;11;26;20;17;5;24;13;22;23;19;7;3;10;6;15;18;8;16;14;1;21;9;12
4;2;25;11;26;20;17;5;24;13;22;23;19;21;3;10;6;15;18;8;16;14;1;7;9;12;47;5944189
47;5944189;4;2;25;11;26;20;17;5;24;13;22;23;19;21;3;10;6;15;18;8;16;14;1;7;9;12
4;2;25;18;26;20;17;5;24;13;22;23;19;21;3;10;6;15;11;8;16;14;1;7;9;12;47;5990635
47;5990635;4;2;25;18;26;20;17;5;24;13;22;23;19;21;3;10;6;15;11;8;16;14;1;7;9;12
4;2;25;12;26;20;17;5;24;13;22;23;19;21;3;10;6;15;11;8;16;14;1;7;9;18;47;6049402
47;6049402;4;2;25;12;26;20;17;5;24;13;22;23;19;21;3;10;6;15;11;8;16;14;1;7;9;18
4;2;25;12;26;20;17;5;24;13;22;1;19;21;3;10;6;15;11;8;16;14;23;7;9;18;47;5967962
47;5967962;4;2;25;12;26;20;17;5;24;13;22;1;19;21;3;10;6;15;11;8;16;14;23;7;9;18
4;2;25;19;26;20;17;5;24;13;22;1;12;21;3;10;6;15;11;8;16;14;23;7;9;18;47;5978013
47;5978013;4;2;25;19;26;20;17;5;24;13;22;1;12;21;3;10;6;15;11;8;16;14;23;7;9;18
4;2;25;19;26;20;17;5;9;13;22;1;12;21;3;10;6;15;11;8;16;14;23;7;24;18;47;5930511
47;5930511;4;2;25;19;26;20;17;5;9;13;22;1;12;21;3;10;6;15;11;8;16;14;23;7;24;18
4;2;25;19;26;20;17;5;9;13;22;1;12;21;3;10;6;15;16;8;11;14;23;7;24;18;47;5935798
47;5935798;4;2;25;19;26;20;17;5;9;13;22;1;12;21;3;10;6;15;16;8;11;14;23;7;24;18
4;2;26;19;25;20;17;5;9;13;22;1;12;21;3;10;6;15;16;8;11;14;23;7;24;18;47;5937621
47;5937621;4;2;26;19;25;20;17;5;9;13;22;1;12;21;3;10;6;15;16;8;11;14;23;7;24;18
4;2;26;19;25;20;17;5;12;13;22;1;9;21;3;10;6;15;16;8;11;14;23;7;24;18;47;5956899
48;5956899;4;2;26;19;25;20;17;5;12;13;22;1;9;21;3;10;6;15;16;8;11;14;23;7;24;18
2;4;26;19;25;20;17;5;12;13;22;1;9;21;3;10;6;15;16;8;11;14;23;7;24;18;48;5965087
48;5965087;2;4;26;19;25;20;17;5;12;13;22;1;9;21;3;10;6;15;16;8;11;14;23;7;24;18
23;4;26;19;25;20;17;5;12;13;22;1;9;21;3;10;6;15;16;8;11;14;2;7;24;18;48;5970959
48;5970959;23;4;26;19;25;20;17;5;12;13;22;1;9;21;3;10;6;15;16;8;11;14;2;7;24;18
23;4;26;3;25;20;17;5;12;13;22;1;9;21;19;10;6;15;16;8;11;14;2;7;24;18;48;5955199
48;5955199;23;4;26;3;25;20;17;5;12;13;22;1;9;21;19;10;6;15;16;8;11;14;2;7;24;18
23;4;26;3;25;20;17;5;12;13;22;1;9;10;19;21;6;15;16;8;11;14;2;7;24;18;48;5943904
48;5943904;23;4;26;3;25;20;17;5;12;13;22;1;9;10;19;21;6;15;16;8;11;14;2;7;24;18
23;4;26;3;25;20;17;5;12;13;22;1;9;18;19;21;6;15;16;8;11;14;2;7;24;10;48;5808696
48;5808696;23;4;26;3;25;20;17;5;12;13;22;1;9;18;19;21;6;15;16;8;11;14;2;7;24;10
23;14;26;3;25;20;17;5;12;13;22;1;9;18;19;21;6;15;16;8;11;4;2;7;24;10;48;5801384
48;5801384;23;14;26;3;25;20;17;5;12;13;22;1;9;18;19;21;6;15;16;8;11;4;2;7;24;10
23;14;26;3;25;20;17;13;12;5;22;1;9;18;19;21;6;15;16;8;11;4;2;7;24;10;48;5802764
48;5802764;23;14;26;3;25;20;17;13;12;5;22;1;9;18;19;21;6;15;16;8;11;4;2;7;24;10
23;14;26;3;25;20;17;13;12;9;22;1;5;18;19;21;6;15;16;8;11;4;2;7;24;10;48;5832938
48;5832938;23;14;26;3;25;20;17;13;12;9;22;1;5;18;19;21;6;15;16;8;11;4;2;7;24;10
23;14;26;3;25;20;1;13;12;9;22;17;5;18;19;21;6;15;16;8;11;4;2;7;24;10;48;5845745
48;5845745;23;14;26;3;25;20;1;13;12;9;22;17;5;18;19;21;6;15;16;8;11;4;2;7;24;10
23;14;8;3;25;20;1;13;12;9;22;17;5;18;19;21;6;15;16;26;11;4;2;7;24;10;48;5839262
48;5839262;23;14;8;3;25;20;1;13;12;9;22;17;5;18;19;21;6;15;16;26;11;4;2;7;24;10
23;14;8;3;25;20;1;13;15;9;22;17;5;18;19;21;6;12;16;26;11;4;2;7;24;10;48;5826384
48;5826384;23;14;8;3;25;20;1;13;15;9;22;17;5;18;19;21;6;12;16;26;11;4;2;7;24;10
23;14;8;3;25;13;1;20;15;9;22;17;5;18;19;21;6;12;16;26;11;4;2;7;24;10;48;5827864
48;5827864;23;14;8;3;25;13;1;20;15;9;22;17;5;18;19;21;6;12;16;26;11;4;2;7;24;10
23;14;8;3;25;13;1;20;15;9;22;17;5;18;19;21;6;12;16;26;11;10;2;7;24;4;48;5793385
48;5793385;23;14;8;3;25;13;1;20;15;9;22;17;5;18;19;21;6;12;16;26;11;10;2;7;24;4
23;14;8;3;25;13;1;20;15;9;22;17;5;19;18;21;6;12;16;26;11;10;2;7;24;4;48;5835708
48;5835708;23;14;8;3;25;13;1;20;15;9;22;17;5;19;18;21;6;12;16;26;11;10;2;7;24;4
23;14;8;3;25;11;1;20;15;9;22;17;5;19;18;21;6;12;16;26;13;10;2;7;24;4;48;5817434
48;5817434;23;14;8;3;25;11;1;20;15;9;22;17;5;19;18;21;6;12;16;26;13;10;2;7;24;4
23;14;8;3;25;11;1;20;15;9;26;17;5;19;18;21;6;12;16;22;13;10;2;7;24;4;48;5810599
48;5810599;23;14;8;3;25;11;1;20;15;9;26;17;5;19;18;21;6;12;16;22;13;10;2;7;24;4
23;26;8;3;25;11;1;20;15;9;14;17;5;19;18;21;6;12;16;22;13;10;2;7;24;4;48;5746283
48;5746283;23;26;8;3;25;11;1;20;15;9;14;17;5;19;18;21;6;12;16;22;13;10;2;7;24;4
4;26;8;3;25;11;1;20;15;9;14;17;5;19;18;21;6;12;16;22;13;10;2;7;24;23;48;5745112
48;5745112;4;26;8;3;25;11;1;20;15;9;14;17;5;19;18;21;6;12;16;22;13;10;2;7;24;23
9;26;8;3;25;11;1;20;15;4;14;17;5;19;18;21;6;12;16;22;13;10;2;7;24;23;48;5833730
48;5833730;9;26;8;3;25;11;1;20;15;4;14;17;5;19;18;21;6;12;16;22;13;10;2;7;24;23
9;26;8;3;25;11;1;20;15;4;14;17;5;10;18;21;6;12;16;22;13;19;2;7;24;23;48;5911454
49;5911454;9;26;8;3;25;11;1;20;15;4;14;17;5;10;18;21;6;12;16;22;13;19;2;7;24;23
9;26;8;3;25;11;1;20;15;4;14;17;13;10;18;21;6;12;16;22;5;19;2;7;24;23;49;6090306
49;6090306;9;26;8;3;25;11;1;20;15;4;14;17;13;10;18;21;6;12;16;22;5;19;2;7;24;23
9;26;8;3;25;11;1;20;15;4;14;17;13;10;18;7;6;12;16;22;5;19;2;21;24;23;49;6035076
49;6035076;9;26;8;3;25;11;1;20;15;4;14;17;13;10;18;7;6;12;16;22;5;19;2;21;24;23
9;26;8;3;25;11;1;20;12;4;14;17;13;10;18;7;6;15;16;22;5;19;2;21;24;23;49;6041164
49;6041164;9;26;8;3;25;11;1;20;12;4;14;17;13;10;18;7;6;15;16;22;5;19;2;21;24;23
9;26;14;3;25;11;1;20;12;4;8;17;13;10;18;7;6;15;16;22;5;19;2;21;24;23;49;6069651
49;6069651;9;26;14;3;25;11;1;20;12;4;8;17;13;10;18;7;6;15;16;22;5;19;2;21;24;23
9;26;24;3;25;11;1;20;12;4;8;17;13;10;18;7;6;15;16;22;5;19;2;21;14;23;49;6016465
49;6016465;9;26;24;3;25;11;1;20;12;4;8;17;13;10;18;7;6;15;16;22;5;19;2;21;14;23
9;26;24;3;6;11;1;20;12;4;8;17;13;10;18;7;25;15;16;22;5;19;2;21;14;23;49;6033704
49;6033704;9;26;24;3;6;11;1;20;12;4;8;17;13;10;18;7;25;15;16;22;5;19;2;21;14;23
9;26;24;3;6;25;1;20;12;4;8;17;13;10;18;7;11;15;16;22;5;19;2;21;14;23;49;6030330
49;6030330;9;26;24;3;6;25;1;20;12;4;8;17;13;10;18;7;11;15;16;22;5;19;2;21;14;23
9;26;24;3;6;25;1;20;12;4;8;17;15;10;18;7;11;13;16;22;5;19;2;21;14;23;49;6009466
49;6009466;9;26;24;3;6;25;1;20;12;4;8;17;15;10;18;7;11;13;16;22;5;19;2;21;14;23
9;26;24;3;6;25;1;20;12;4;8;17;15;10;18;7;16;13;11;22;5;19;2;21;14;23;49;6007263
49;6007263;9;26;24;3;6;25;1;20;12;4;8;17;15;10;18;7;16;13;11;22;5;19;2;21;14;23
9;26;13;3;6;25;1;20;12;4;8;17;15;10;18;7;16;24;11;22;5;19;2;21;14;23;49;6045534
49;6045534;9;26;13;3;6;25;1;20;12;4;8;17;15;10;18;7;16;24;11;22;5;19;2;21;14;23
9;16;13;3;6;25;1;20;12;4;8;17;15;10;18;7;26;24;11;22;5;19;2;21;14;23;49;6034308
49;6034308;9;16;13;3;6;25;1;20;12;4;8;17;15;10;18;7;26;24;11;22;5;19;2;21;14;23
25;16;13;3;6;9;1;20;12;4;8;17;15;10;18;7;26;24;11;22;5;19;2;21;14;23;49;6049954
49;6049954;25;16;13;3;6;9;1;20;12;4;8;17;15;10;18;7;26;24;11;22;5;19;2;21;14;23
25;16;13;3;6;9;1;20;12;4;8;10;15;17;18;7;26;24;11;22;5;19;2;21;14;23;49;6049700
49;6049700;25;16;13;3;6;9;1;20;12;4;8;10;15;17;18;7;26;24;11;22;5;19;2;21;14;23
25;16;13;3;6;9;1;20;12;14;8;10;15;17;18;7;26;24;11;22;5;19;2;21;4;23;49;6015694
49;6015694;25;16;13;3;6;9;1;20;12;14;8;10;15;17;18;7;26;24;11;22;5;19;2;21;4;23
25;16;13;3;2;9;1;20;12;14;8;10;15;17;18;7;26;24;11;22;5;19;6;21;4;23;49;6009915
49;6009915;25;16;13;3;2;9;1;20;12;14;8;10;15;17;18;7;26;24;11;22;5;19;6;21;4;23
25;16;13;3;2;9;1;20;12;14;8;10;15;17;18;21;26;24;11;22;5;19;6;7;4;23;49;6034934
49;6034934;25;16;13;3;2;9;1;20;12;14;8;10;15;17;18;21;26;24;11;22;5;19;6;7;4;23
25;16;13;22;2;9;1;20;12;14;8;10;15;17;18;21;26;24;11;3;5;19;6;7;4;23;49;6085502
49;6085502;25;16;13;22;2;9;1;20;12;14;8;10;15;17;18;21;26;24;11;3;5;19;6;7;4;23
25;16;13;22;2;9;1;20;12;14;8;10;15;17;18;21;3;24;11;26;5;19;6;7;4;23;49;6045113
49;6045113;25;16;13;22;2;9;1;20;12;14;8;10;15;17;18;21;3;24;11;26;5;19;6;7;4;23
25;16;13;22;2;9;1;20;12;14;8;10;15;17;18;21;3;24;11;7;5;19;6;26;4;23;49;6044910
49;6044910;25;16;13;22;2;9;1;20;12;14;8;10;15;17;18;21;3;24;11;7;5;19;6;26;4;23
25;16;13;22;2;9;1;20;12;14;8;10;15;21;18;17;3;24;11;7;5;19;6;26;4;23;49;6027415
50;6027415;25;16;13;22;2;9;1;20;12;14;8;10;15;21;18;17;3;24;11;7;5;19;6;26;4;23
25;16;13;21;2;9;1;20;12;14;8;10;15;22;18;17;3;24;11;7;5;19;6;26;4;23;50;6057456
50;6027415;25;16;13;22;2;9;1;20;12;14;8;10;15;21;18;17;3;24;11;7;5;19;6;26;4;23
25;16;13;22;3;9;1;20;12;14;8;10;15;21;18;17;2;24;11;7;5;19;6;26;4;23;50;5996884
50;5996884;25;16;13;22;3;9;1;20;12;14;8;10;15;21;18;17;2;24;11;7;5;19;6;26;4;23
25;16;9;22;3;13;1;20;12;14;8;10;15;21;18;17;2;24;11;7;5;19;6;26;4;23;50;6021304
50;6021304;25;16;9;22;3;13;1;20;12;14;8;10;15;21;18;17;2;24;11;7;5;19;6;26;4;23
25;4;9;22;3;13;1;20;12;14;8;10;15;21;18;17;2;24;11;7;5;19;6;26;16;23;50;6083482
50;6083482;25;4;9;22;3;13;1;20;12;14;8;10;15;21;18;17;2;24;11;7;5;19;6;26;16;23
25;4;9;22;3;13;1;20;2;14;8;10;15;21;18;17;12;24;11;7;5;19;6;26;16;23;50;6081899
50;6081899;25;4;9;22;3;13;1;20;2;14;8;10;15;21;18;17;12;24;11;7;5;19;6;26;16;23
25;4;20;22;3;13;1;9;2;14;8;10;15;21;18;17;12;24;11;7;5;19;6;26;16;23;50;6074950
50;6074950;25;4;20;22;3;13;1;9;2;14;8;10;15;21;18;17;12;24;11;7;5;19;6;26;16;23
25;4;20;22;3;13;1;9;2;14;26;10;15;21;18;17;12;24;11;7;5;19;6;8;16;23;50;6173287
50;6173287;25;4;20;22;3;13;1;9;2;14;26;10;15;21;18;17;12;24;11;7;5;19;6;8;16;23
25;4;20;22;3;13;1;9;2;14;26;10;15;21;18;17;23;24;11;7;5;19;6;8;16;12;50;6197609
50;6197609;25;4;20;22;3;13;1;9;2;14;26;10;15;21;18;17;23;24;11;7;5;19;6;8;16;12
25;4;17;22;3;13;1;9;2;14;26;10;15;21;18;20;23;24;11;7;5;19;6;8;16;12;50;6111818
50;6111818;25;4;17;22;3;13;1;9;2;14;26;10;15;21;18;20;23;24;11;7;5;19;6;8;16;12
25;4;17;22;3;13;1;2;9;14;26;10;15;21;18;20;23;24;11;7;5;19;6;8;16;12;50;6114698
50;6114698;25;4;17;22;3;13;1;2;9;14;26;10;15;21;18;20;23;24;11;7;5;19;6;8;16;12
17;4;25;22;3;13;1;2;9;14;26;10;15;21;18;20;23;24;11;7;5;19;6;8;16;12;50;6115166
50;6115166;17;4;25;22;3;13;1;2;9;14;26;10;15;21;18;20;23;24;11;7;5;19;6;8;16;12
17;4;25;22;3;13;1;2;23;14;26;10;15;21;18;20;9;24;11;7;5;19;6;8;16;12;50;6100644
50;6100644;17;4;25;22;3;13;1;2;23;14;26;10;15;21;18;20;9;24;11;7;5;19;6;8;16;12
17;4;26;22;3;13;1;2;23;14;25;10;15;21;18;20;9;24;11;7;5;19;6;8;16;12;50;6104760
50;6104760;17;4;26;22;3;13;1;2;23;14;25;10;15;21;18;20;9;24;11;7;5;19;6;8;16;12
17;4;26;11;3;13;1;2;23;14;25;10;15;21;18;20;9;24;22;7;5;19;6;8;16;12;50;6106191
50;6106191;17;4;26;11;3;13;1;2;23;14;25;10;15;21;18;20;9;24;22;7;5;19;6;8;16;12
11;4;26;17;3;13;1;2;23;14;25;10;15;21;18;20;9;24;22;7;5;19;6;8;16;12;50;6103462
50;6103462;11;4;26;17;3;13;1;2;23;14;25;10;15;21;18;20;9;24;22;7;5;19;6;8;16;12
11;4;26;17;3;13;22;2;23;14;25;10;15;21;18;20;9;24;1;7;5;19;6;8;16;12;50;6055683
50;6055683;11;4;26;17;3;13;22;2;23;14;25;10;15;21;18;20;9;24;1;7;5;19;6;8;16;12
11;4;26;17;3;13;22;2;23;14;25;10;15;21;18;6;9;24;1;7;5;19;20;8;16;12;50;6128528
50;6128528;11;4;26;17;3;13;22;2;23;14;25;10;15;21;18;6;9;24;1;7;5;19;20;8;16;12
11;4;26;17;19;13;22;2;23;14;25;10;15;21;18;6;9;24;1;7;5;3;20;8;16;12;50;6104707
50;6104707;11;4;26;17;19;13;22;2;23;14;25;10;15;21;18;6;9;24;1;7;5;3;20;8;16;12
11;4;26;17;19;13;22;2;23;14;25;10;15;21;18;6;9;24;5;7;1;3;20;8;16;12;50;5903957
50;5903957;11;4;26;17;19;13;22;2;23;14;25;10;15;21;18;6;9;24;5;7;1;3;20;8;16;12
11;15;26;17;19;13;22;2;23;14;25;10;4;21;18;6;9;24;5;7;1;3;20;8;16;12;50;5905877
51;5905877;11;15;26;17;19;13;22;2;23;14;25;10;4;21;18;6;9;24;5;7;1;3;20;8;16;12
11;15;26;17;2;13;22;19;23;14;25;10;4;21;18;6;9;24;5;7;1;3;20;8;16;12;51;5843922
51;5843922;11;15;26;17;2;13;22;19;23;14;25;10;4;21;18;6;9;24;5;7;1;3;20;8;16;12
11;15;21;17;2;13;22;19;23;14;25;10;4;26;18;6;9;24;5;7;1;3;20;8;16;12;51;5871850
51;5871850;11;15;21;17;2;13;22;19;23;14;25;10;4;26;18;6;9;24;5;7;1;3;20;8;16;12
11;15;21;17;2;13;22;19;23;14;25;10;4;26;18;3;9;24;5;7;1;6;20;8;16;12;51;5845364
51;5845364;11;15;21;17;2;13;22;19;23;14;25;10;4;26;18;3;9;24;5;7;1;6;20;8;16;12
11;15;21;17;2;13;22;19;23;14;25;10;4;26;18;3;9;24;5;7;1;6;16;8;20;12;51;5871444
51;5845364;11;15;21;17;2;13;22;19;23;14;25;10;4;26;18;3;9;24;5;7;1;6;20;8;16;12
11;15;21;17;2;13;22;19;23;14;25;1;4;26;18;3;9;24;5;7;10;6;20;8;16;12;51;5784155
51;5784155;11;15;21;17;2;13;22;19;23;14;25;1;4;26;18;3;9;24;5;7;10;6;20;8;16;12
11;15;18;17;2;13;22;19;23;14;25;1;4;26;21;3;9;24;5;7;10;6;20;8;16;12;51;5790038
51;5790038;11;15;18;17;2;13;22;19;23;14;25;1;4;26;21;3;9;24;5;7;10;6;20;8;16;12
11;15;18;17;2;13;22;19;23;14;25;1;4;26;21;20;9;24;5;7;10;6;3;8;16;12;51;5821088
51;5821088;11;15;18;17;2;13;22;19;23;14;25;1;4;26;21;20;9;24;5;7;10;6;3;8;16;12
11;15;18;17;2;13;22;19;23;14;7;1;4;26;21;20;9;24;5;25;10;6;3;8;16;12;51;5805021
51;5805021;11;15;18;17;2;13;22;19;23;14;7;1;4;26;21;20;9;24;5;25;10;6;3;8;16;12
11;15;18;17;2;13;22;19;23;14;25;1;4;26;21;20;9;24;5;7;10;6;3;8;16;12;51;5821088
51;5821088;11;15;18;17;2;13;22;19;23;14;25;1;4;26;21;20;9;24;5;7;10;6;3;8;16;12
11;15;18;17;14;13;22;19;23;2;25;1;4;26;21;20;9;24;5;7;10;6;3;8;16;12;51;5799179
51;5799179;11;15;18;17;14;13;22;19;23;2;25;1;4;26;21;20;9;24;5;7;10;6;3;8;16;12
11;15;5;17;14;13;22;19;23;2;25;1;4;26;21;20;9;24;18;7;10;6;3;8;16;12;51;5894650
51;5894650;11;15;5;17;14;13;22;19;23;2;25;1;4;26;21;20;9;24;18;7;10;6;3;8;16;12
11;15;5;17;14;13;22;19;23;2;25;1;4;26;21;20;9;24;18;7;10;6;12;8;16;3;51;5906795
51;5906795;11;15;5;17;14;13;22;19;23;2;25;1;4;26;21;20;9;24;18;7;10;6;12;8;16;3
11;15;5;17;14;13;22;19;23;2;25;1;4;26;21;20;9;24;18;3;10;6;12;8;16;7;51;5901716
51;5901716;11;15;5;17;14;13;22;19;23;2;25;1;4;26;21;20;9;24;18;3;10;6;12;8;16;7
11;15;5;17;14;13;22;19;23;2;25;1;4;26;21;20;9;24;18;3;10;16;12;8;6;7;51;5880707
51;5880707;11;15;5;17;14;13;22;19;23;2;25;1;4;26;21;20;9;24;18;3;10;16;12;8;6;7
11;15;5;23;14;13;22;19;17;2;25;1;4;26;21;20;9;24;18;3;10;16;12;8;6;7;51;5895063
51;5895063;11;15;5;23;14;13;22;19;17;2;25;1;4;26;21;20;9;24;18;3;10;16;12;8;6;7
11;15;5;23;14;13;22;19;17;2;25;1;4;26;21;20;9;7;18;3;10;16;12;8;6;24;51;5877693
