"X1";"X29438";"X32";"X6";"X27";"X16";"X31";"X24";"X12";"X18";"X3";"X20";"X9";"X5";"X14";"X8";"X23";"X29";"X17";"X2";"X21";"X19";"X26";"X28";"X13";"X25";"X15";"X1.1";"X22";"X10";"X4";"X7";"X11";"X30"
19;14;21;27;5;31;2;17;20;1;25;32;10;18;11;13;8;15;24;26;29;9;4;16;30;6;23;3;12;22;7;28;19;27122
19;27122;19;14;21;27;5;31;2;17;20;1;25;32;10;18;11;13;8;15;24;26;29;9;4;16;30;6;23;3;12;22;7;28
19;14;21;27;5;31;2;17;20;1;25;12;10;18;11;13;8;15;24;26;29;9;4;16;30;6;23;3;32;22;7;28;19;26868
19;26868;19;14;21;27;5;31;2;17;20;1;25;12;10;18;11;13;8;15;24;26;29;9;4;16;30;6;23;3;32;22;7;28
19;14;21;27;22;31;2;17;20;1;25;12;10;18;11;13;8;15;24;26;29;9;4;16;30;6;23;3;32;5;7;28;19;26826
19;26826;19;14;21;27;22;31;2;17;20;1;25;12;10;18;11;13;8;15;24;26;29;9;4;16;30;6;23;3;32;5;7;28
19;14;21;27;22;31;2;17;20;1;25;12;10;18;11;13;8;15;24;26;29;32;4;16;30;6;23;3;9;5;7;28;19;27454
19;27454;19;14;21;27;22;31;2;17;20;1;25;12;10;18;11;13;8;15;24;26;29;32;4;16;30;6;23;3;9;5;7;28
19;14;21;27;22;31;2;17;20;1;30;12;10;18;11;13;8;15;24;26;29;32;4;16;25;6;23;3;9;5;7;28;19;27454
20;27454;19;14;21;27;22;31;2;17;20;1;30;12;10;18;11;13;8;15;24;26;29;32;4;16;25;6;23;3;9;5;7;28
19;14;21;25;22;31;2;17;20;1;30;12;10;18;11;13;8;15;24;26;29;32;4;16;27;6;23;3;9;5;7;28;20;27654
20;27454;19;14;21;27;22;31;2;17;20;1;30;12;10;18;11;13;8;15;24;26;29;32;4;16;25;6;23;3;9;5;7;28
19;14;21;27;22;31;2;17;20;1;30;12;10;25;11;13;8;15;24;26;29;32;4;16;18;6;23;3;9;5;7;28;20;27334
20;27334;19;14;21;27;22;31;2;17;20;1;30;12;10;25;11;13;8;15;24;26;29;32;4;16;18;6;23;3;9;5;7;28
19;14;21;27;22;31;2;17;20;11;30;12;10;25;1;13;8;15;24;26;29;32;4;16;18;6;23;3;9;5;7;28;20;28054
20;28054;19;14;21;27;22;31;2;17;20;11;30;12;10;25;1;13;8;15;24;26;29;32;4;16;18;6;23;3;9;5;7;28
19;14;21;27;22;31;2;30;20;11;17;12;10;25;1;13;8;15;24;26;29;32;4;16;18;6;23;3;9;5;7;28;20;28334
20;28334;19;14;21;27;22;31;2;30;20;11;17;12;10;25;1;13;8;15;24;26;29;32;4;16;18;6;23;3;9;5;7;28
19;14;21;27;22;31;2;30;20;11;17;12;10;32;1;13;8;15;24;26;29;25;4;16;18;6;23;3;9;5;7;28;20;28054
20;28054;19;14;21;27;22;31;2;30;20;11;17;12;10;32;1;13;8;15;24;26;29;25;4;16;18;6;23;3;9;5;7;28
19;14;30;27;22;31;2;21;20;11;17;12;10;32;1;13;8;15;24;26;29;25;4;16;18;6;23;3;9;5;7;28;20;28074
20;28074;19;14;30;27;22;31;2;21;20;11;17;12;10;32;1;13;8;15;24;26;29;25;4;16;18;6;23;3;9;5;7;28
19;14;30;27;22;31;2;21;13;11;17;12;10;32;1;20;8;15;24;26;29;25;4;16;18;6;23;3;9;5;7;28;20;28260
20;28260;19;14;30;27;22;31;2;21;13;11;17;12;10;32;1;20;8;15;24;26;29;25;4;16;18;6;23;3;9;5;7;28
19;14;30;27;22;31;2;21;13;11;17;12;10;32;1;20;8;15;24;26;29;25;4;16;18;3;23;6;9;5;7;28;20;28420
20;28420;19;14;30;27;22;31;2;21;13;11;17;12;10;32;1;20;8;15;24;26;29;25;4;16;18;3;23;6;9;5;7;28
19;14;30;27;22;31;2;21;13;11;17;12;10;18;1;20;8;15;24;26;29;25;4;16;32;3;23;6;9;5;7;28;20;28300
20;28300;19;14;30;27;22;31;2;21;13;11;17;12;10;18;1;20;8;15;24;26;29;25;4;16;32;3;23;6;9;5;7;28
19;14;30;26;22;31;2;21;13;11;17;12;10;18;1;20;8;15;24;27;29;25;4;16;32;3;23;6;9;5;7;28;20;28560
20;28560;19;14;30;26;22;31;2;21;13;11;17;12;10;18;1;20;8;15;24;27;29;25;4;16;32;3;23;6;9;5;7;28
19;14;30;26;22;31;2;21;13;11;17;12;10;18;1;20;8;15;24;27;29;9;4;16;32;3;23;6;25;5;7;28;20;28652
20;28652;19;14;30;26;22;31;2;21;13;11;17;12;10;18;1;20;8;15;24;27;29;9;4;16;32;3;23;6;25;5;7;28
19;14;30;26;22;31;2;21;13;23;17;12;10;18;1;20;8;15;24;27;29;9;4;16;32;3;11;6;25;5;7;28;20;28662
20;28662;19;14;30;26;22;31;2;21;13;23;17;12;10;18;1;20;8;15;24;27;29;9;4;16;32;3;11;6;25;5;7;28
19;14;30;26;22;31;2;21;13;23;17;12;10;18;1;20;8;15;24;27;4;9;29;16;32;3;11;6;25;5;7;28;20;28662
20;28662;19;14;30;26;22;31;2;21;13;23;17;12;10;18;1;20;8;15;24;27;4;9;29;16;32;3;11;6;25;5;7;28
19;14;30;26;22;31;2;21;13;23;10;12;17;18;1;20;8;15;24;27;4;9;29;16;32;3;11;6;25;5;7;28;20;28790
20;28790;19;14;30;26;22;31;2;21;13;23;10;12;17;18;1;20;8;15;24;27;4;9;29;16;32;3;11;6;25;5;7;28
19;14;30;26;22;31;2;20;13;23;10;12;17;18;1;21;8;15;24;27;4;9;29;16;32;3;11;6;25;5;7;28;20;28110
20;28110;19;14;30;26;22;31;2;20;13;23;10;12;17;18;1;21;8;15;24;27;4;9;29;16;32;3;11;6;25;5;7;28
19;14;30;26;22;7;2;20;13;23;10;12;17;18;1;21;8;15;24;27;4;9;29;16;32;3;11;6;25;5;31;28;20;27612
20;27612;19;14;30;26;22;7;2;20;13;23;10;12;17;18;1;21;8;15;24;27;4;9;29;16;32;3;11;6;25;5;31;28
19;14;30;26;22;11;2;20;13;23;10;12;17;18;1;21;8;15;24;27;4;9;29;16;32;3;7;6;25;5;31;28;20;27672
20;27672;19;14;30;26;22;11;2;20;13;23;10;12;17;18;1;21;8;15;24;27;4;9;29;16;32;3;7;6;25;5;31;28
19;14;30;26;22;11;2;20;13;23;10;12;17;18;1;21;8;15;24;27;4;9;29;16;32;5;7;6;25;3;31;28;20;27712
20;27712;19;14;30;26;22;11;2;20;13;23;10;12;17;18;1;21;8;15;24;27;4;9;29;16;32;5;7;6;25;3;31;28
19;14;30;26;22;11;2;20;13;23;10;12;17;18;1;21;8;15;28;27;4;9;29;16;32;5;7;6;25;3;31;24;20;27672
20;27672;19;14;30;26;22;11;2;20;13;23;10;12;17;18;1;21;8;15;28;27;4;9;29;16;32;5;7;6;25;3;31;24
19;14;30;26;22;11;2;20;13;23;10;12;17;32;1;21;8;15;28;27;4;9;29;16;18;5;7;6;25;3;31;24;20;28112
21;28112;19;14;30;26;22;11;2;20;13;23;10;12;17;32;1;21;8;15;28;27;4;9;29;16;18;5;7;6;25;3;31;24
19;14;30;26;22;11;2;20;13;12;10;23;17;32;1;21;8;15;28;27;4;9;29;16;18;5;7;6;25;3;31;24;21;27606
21;27606;19;14;30;26;22;11;2;20;13;12;10;23;17;32;1;21;8;15;28;27;4;9;29;16;18;5;7;6;25;3;31;24
19;14;30;26;22;11;2;20;13;12;10;23;17;32;1;25;8;15;28;27;4;9;29;16;18;5;7;6;21;3;31;24;21;27826
21;27826;19;14;30;26;22;11;2;20;13;12;10;23;17;32;1;25;8;15;28;27;4;9;29;16;18;5;7;6;21;3;31;24
19;14;30;26;22;11;2;20;13;12;10;23;17;29;1;25;8;15;28;27;4;9;32;16;18;5;7;6;21;3;31;24;21;27606
21;27606;19;14;30;26;22;11;2;20;13;12;10;23;17;29;1;25;8;15;28;27;4;9;32;16;18;5;7;6;21;3;31;24
19;14;30;26;22;11;2;20;9;12;10;23;17;29;1;25;8;15;28;27;4;13;32;16;18;5;7;6;21;3;31;24;21;27526
21;27526;19;14;30;26;22;11;2;20;9;12;10;23;17;29;1;25;8;15;28;27;4;13;32;16;18;5;7;6;21;3;31;24
19;14;30;26;22;11;2;20;9;12;10;23;17;27;1;25;8;15;28;29;4;13;32;16;18;5;7;6;21;3;31;24;21;28046
21;28046;19;14;30;26;22;11;2;20;9;12;10;23;17;27;1;25;8;15;28;29;4;13;32;16;18;5;7;6;21;3;31;24
19;14;30;26;22;11;2;20;9;12;10;23;17;27;1;25;8;15;31;29;4;13;32;16;18;5;7;6;21;3;28;24;21;28046
21;28046;19;14;30;26;22;11;2;20;9;12;10;23;17;27;1;25;8;15;31;29;4;13;32;16;18;5;7;6;21;3;28;24
19;14;30;26;22;11;2;20;9;12;10;23;17;27;1;25;8;15;31;29;4;13;32;16;7;5;18;6;21;3;28;24;21;27862
21;27862;19;14;30;26;22;11;2;20;9;12;10;23;17;27;1;25;8;15;31;29;4;13;32;16;7;5;18;6;21;3;28;24
19;14;30;26;22;11;2;20;9;12;10;23;17;27;29;25;8;15;31;1;4;13;32;16;7;5;18;6;21;3;28;24;21;27536
21;27536;19;14;30;26;22;11;2;20;9;12;10;23;17;27;29;25;8;15;31;1;4;13;32;16;7;5;18;6;21;3;28;24
19;14;30;5;22;11;2;20;9;12;10;23;17;27;29;25;8;15;31;1;4;13;32;16;7;26;18;6;21;3;28;24;21;27274
21;27274;19;14;30;5;22;11;2;20;9;12;10;23;17;27;29;25;8;15;31;1;4;13;32;16;7;26;18;6;21;3;28;24
19;14;30;5;22;11;2;20;9;12;10;23;17;27;29;25;15;8;31;1;4;13;32;16;7;26;18;6;21;3;28;24;21;27134
21;27134;19;14;30;5;22;11;2;20;9;12;10;23;17;27;29;25;15;8;31;1;4;13;32;16;7;26;18;6;21;3;28;24
19;14;30;5;22;11;2;20;9;12;10;23;17;27;29;25;15;8;31;1;4;13;32;18;7;26;16;6;21;3;28;24;21;26378
21;26378;19;14;30;5;22;11;2;20;9;12;10;23;17;27;29;25;15;8;31;1;4;13;32;18;7;26;16;6;21;3;28;24
19;14;30;5;22;11;2;20;9;12;10;23;17;18;29;25;15;8;31;1;4;13;32;27;7;26;16;6;21;3;28;24;21;26298
21;26298;19;14;30;5;22;11;2;20;9;12;10;23;17;18;29;25;15;8;31;1;4;13;32;27;7;26;16;6;21;3;28;24
19;14;30;5;22;11;2;20;9;12;10;23;17;18;29;25;15;8;31;1;13;4;32;27;7;26;16;6;21;3;28;24;21;26618
21;26618;19;14;30;5;22;11;2;20;9;12;10;23;17;18;29;25;15;8;31;1;13;4;32;27;7;26;16;6;21;3;28;24
19;28;30;5;22;11;2;20;9;12;10;23;17;18;29;25;15;8;31;1;13;4;32;27;7;26;16;6;21;3;14;24;21;26820
21;26820;19;28;30;5;22;11;2;20;9;12;10;23;17;18;29;25;15;8;31;1;13;4;32;27;7;26;16;6;21;3;14;24
19;9;30;5;22;11;2;20;28;12;10;23;17;18;29;25;15;8;31;1;13;4;32;27;7;26;16;6;21;3;14;24;21;26912
21;26912;19;9;30;5;22;11;2;20;28;12;10;23;17;18;29;25;15;8;31;1;13;4;32;27;7;26;16;6;21;3;14;24
6;9;30;5;22;11;2;20;28;12;10;23;17;18;29;25;15;8;31;1;13;4;32;27;7;26;16;19;21;3;14;24;21;26340
21;26340;6;9;30;5;22;11;2;20;28;12;10;23;17;18;29;25;15;8;31;1;13;4;32;27;7;26;16;19;21;3;14;24
6;9;30;5;22;11;2;20;28;12;10;23;17;18;29;25;15;8;31;1;13;4;32;27;7;26;16;3;21;19;14;24;21;26248
21;26248;6;9;30;5;22;11;2;20;28;12;10;23;17;18;29;25;15;8;31;1;13;4;32;27;7;26;16;3;21;19;14;24
6;9;30;5;22;11;2;20;28;12;10;23;15;18;29;25;17;8;31;1;13;4;32;27;7;26;16;3;21;19;14;24;21;26608
21;26608;6;9;30;5;22;11;2;20;28;12;10;23;15;18;29;25;17;8;31;1;13;4;32;27;7;26;16;3;21;19;14;24
6;9;30;5;22;11;2;20;28;12;10;23;15;18;29;7;17;8;31;1;13;4;32;27;25;26;16;3;21;19;14;24;21;26120
21;26120;6;9;30;5;22;11;2;20;28;12;10;23;15;18;29;7;17;8;31;1;13;4;32;27;25;26;16;3;21;19;14;24
6;9;30;5;22;11;2;20;28;14;10;23;15;18;29;7;17;8;31;1;13;4;32;27;25;26;16;3;21;19;12;24;21;26220
22;26220;6;9;30;5;22;11;2;20;28;14;10;23;15;18;29;7;17;8;31;1;13;4;32;27;25;26;16;3;21;19;12;24
6;9;30;5;29;11;2;20;28;14;10;23;15;18;22;7;17;8;31;1;13;4;32;27;25;26;16;3;21;19;12;24;22;26700
22;26700;6;9;30;5;29;11;2;20;28;14;10;23;15;18;22;7;17;8;31;1;13;4;32;27;25;26;16;3;21;19;12;24
6;9;30;5;29;11;2;20;28;14;10;23;13;18;22;7;17;8;31;1;15;4;32;27;25;26;16;3;21;19;12;24;22;27260
22;27260;6;9;30;5;29;11;2;20;28;14;10;23;13;18;22;7;17;8;31;1;15;4;32;27;25;26;16;3;21;19;12;24
6;9;30;5;29;2;11;20;28;14;10;23;13;18;22;7;17;8;31;1;15;4;32;27;25;26;16;3;21;19;12;24;22;26980
22;26980;6;9;30;5;29;2;11;20;28;14;10;23;13;18;22;7;17;8;31;1;15;4;32;27;25;26;16;3;21;19;12;24
6;7;30;5;29;2;11;20;28;14;10;23;13;18;22;9;17;8;31;1;15;4;32;27;25;26;16;3;21;19;12;24;22;26880
22;26880;6;7;30;5;29;2;11;20;28;14;10;23;13;18;22;9;17;8;31;1;15;4;32;27;25;26;16;3;21;19;12;24
6;7;30;5;29;2;11;20;28;14;10;23;13;18;22;9;17;8;31;1;32;4;15;27;25;26;16;3;21;19;12;24;22;27196
22;27196;6;7;30;5;29;2;11;20;28;14;10;23;13;18;22;9;17;8;31;1;32;4;15;27;25;26;16;3;21;19;12;24
6;7;30;22;29;2;11;20;28;14;10;23;13;18;5;9;17;8;31;1;32;4;15;27;25;26;16;3;21;19;12;24;22;27300
22;27300;6;7;30;22;29;2;11;20;28;14;10;23;13;18;5;9;17;8;31;1;32;4;15;27;25;26;16;3;21;19;12;24
6;7;30;22;29;2;11;20;28;14;10;23;13;18;5;9;17;8;21;1;32;4;15;27;25;26;16;3;31;19;12;24;22;26740
22;26740;6;7;30;22;29;2;11;20;28;14;10;23;13;18;5;9;17;8;21;1;32;4;15;27;25;26;16;3;31;19;12;24
6;7;30;22;29;2;11;20;28;14;10;23;5;18;13;9;17;8;21;1;32;4;15;27;25;26;16;3;31;19;12;24;22;26500
22;26500;6;7;30;22;29;2;11;20;28;14;10;23;5;18;13;9;17;8;21;1;32;4;15;27;25;26;16;3;31;19;12;24
6;7;30;22;2;29;11;20;28;14;10;23;5;18;13;9;17;8;21;1;32;4;15;27;25;26;16;3;31;19;12;24;22;26116
22;26116;6;7;30;22;2;29;11;20;28;14;10;23;5;18;13;9;17;8;21;1;32;4;15;27;25;26;16;3;31;19;12;24
6;7;30;22;2;29;11;20;28;14;10;23;9;18;13;5;17;8;21;1;32;4;15;27;25;26;16;3;31;19;12;24;22;26036
22;26036;6;7;30;22;2;29;11;20;28;14;10;23;9;18;13;5;17;8;21;1;32;4;15;27;25;26;16;3;31;19;12;24
6;7;30;22;2;29;11;20;28;14;10;23;9;18;13;5;17;25;21;1;32;4;15;27;8;26;16;3;31;19;12;24;22;26254
22;26254;6;7;30;22;2;29;11;20;28;14;10;23;9;18;13;5;17;25;21;1;32;4;15;27;8;26;16;3;31;19;12;24
6;7;30;22;2;29;11;20;28;14;10;23;9;18;13;5;17;25;24;1;32;4;15;27;8;26;16;3;31;19;12;21;22;26214
22;26214;6;7;30;22;2;29;11;20;28;14;10;23;9;18;13;5;17;25;24;1;32;4;15;27;8;26;16;3;31;19;12;21
6;7;30;22;2;29;8;20;28;14;10;23;9;18;13;5;17;25;24;1;32;4;15;27;11;26;16;3;31;19;12;21;22;26094
22;26094;6;7;30;22;2;29;8;20;28;14;10;23;9;18;13;5;17;25;24;1;32;4;15;27;11;26;16;3;31;19;12;21
6;7;30;22;2;29;8;20;28;14;10;23;9;18;13;5;17;21;24;1;32;4;15;27;11;26;16;3;31;19;12;25;22;26114
22;26114;6;7;30;22;2;29;8;20;28;14;10;23;9;18;13;5;17;21;24;1;32;4;15;27;11;26;16;3;31;19;12;25
6;7;30;22;2;9;8;20;28;14;10;23;29;18;13;5;17;21;24;1;32;4;15;27;11;26;16;3;31;19;12;25;22;26380
22;26380;6;7;30;22;2;9;8;20;28;14;10;23;29;18;13;5;17;21;24;1;32;4;15;27;11;26;16;3;31;19;12;25
6;15;30;22;2;9;8;20;28;14;10;23;29;18;13;5;17;21;24;1;32;4;7;27;11;26;16;3;31;19;12;25;22;27220
22;27220;6;15;30;22;2;9;8;20;28;14;10;23;29;18;13;5;17;21;24;1;32;4;7;27;11;26;16;3;31;19;12;25
6;11;30;22;2;9;8;20;28;14;10;23;29;18;13;5;17;21;24;1;32;4;7;27;15;26;16;3;31;19;12;25;22;26840
22;26840;6;11;30;22;2;9;8;20;28;14;10;23;29;18;13;5;17;21;24;1;32;4;7;27;15;26;16;3;31;19;12;25
6;11;30;22;2;9;8;20;28;15;10;23;29;18;13;5;17;21;24;1;32;4;7;27;14;26;16;3;31;19;12;25;22;26580
22;26580;6;11;30;22;2;9;8;20;28;15;10;23;29;18;13;5;17;21;24;1;32;4;7;27;14;26;16;3;31;19;12;25
6;11;30;22;2;9;8;20;28;15;10;23;29;18;13;5;17;21;19;1;32;4;7;27;14;26;16;3;31;24;12;25;22;26580
22;26580;6;11;30;22;2;9;8;20;28;15;10;23;29;18;13;5;17;21;19;1;32;4;7;27;14;26;16;3;31;24;12;25
6;11;30;22;2;9;8;20;28;15;10;23;29;18;13;5;17;24;19;1;32;4;7;27;14;26;16;3;31;21;12;25;22;26640
23;26640;6;11;30;22;2;9;8;20;28;15;10;23;29;18;13;5;17;24;19;1;32;4;7;27;14;26;16;3;31;21;12;25
6;11;30;22;2;9;8;20;28;15;10;23;29;18;13;5;17;24;19;3;32;4;7;27;14;26;16;1;31;21;12;25;23;26160
23;26160;6;11;30;22;2;9;8;20;28;15;10;23;29;18;13;5;17;24;19;3;32;4;7;27;14;26;16;1;31;21;12;25
6;11;30;22;2;9;8;12;28;15;10;23;29;18;13;5;17;24;19;3;32;4;7;27;14;26;16;1;31;21;20;25;23;25940
23;25940;6;11;30;22;2;9;8;12;28;15;10;23;29;18;13;5;17;24;19;3;32;4;7;27;14;26;16;1;31;21;20;25
6;11;30;22;2;9;8;12;28;15;10;23;29;18;13;26;17;24;19;3;32;4;7;27;14;5;16;1;31;21;20;25;23;25872
23;25872;6;11;30;22;2;9;8;12;28;15;10;23;29;18;13;26;17;24;19;3;32;4;7;27;14;5;16;1;31;21;20;25
6;11;30;22;2;9;8;12;28;15;10;23;29;18;13;19;17;24;26;3;32;4;7;27;14;5;16;1;31;21;20;25;23;26632
23;26632;6;11;30;22;2;9;8;12;28;15;10;23;29;18;13;19;17;24;26;3;32;4;7;27;14;5;16;1;31;21;20;25
6;11;30;22;2;9;8;12;29;15;10;23;28;18;13;19;17;24;26;3;32;4;7;27;14;5;16;1;31;21;20;25;23;26632
23;26632;6;11;30;22;2;9;8;12;29;15;10;23;28;18;13;19;17;24;26;3;32;4;7;27;14;5;16;1;31;21;20;25
6;14;30;22;2;9;8;12;29;15;10;23;28;18;13;19;17;24;26;3;32;4;7;27;11;5;16;1;31;21;20;25;23;26912
23;26632;6;11;30;22;2;9;8;12;29;15;10;23;28;18;13;19;17;24;26;3;32;4;7;27;14;5;16;1;31;21;20;25
6;11;30;22;2;9;8;23;29;15;10;12;28;18;13;19;17;24;26;3;32;4;7;27;14;5;16;1;31;21;20;25;23;26404
23;26404;6;11;30;22;2;9;8;23;29;15;10;12;28;18;13;19;17;24;26;3;32;4;7;27;14;5;16;1;31;21;20;25
6;11;30;22;2;9;19;23;29;15;10;12;28;18;13;8;17;24;26;3;32;4;7;27;14;5;16;1;31;21;20;25;23;26306
23;26306;6;11;30;22;2;9;19;23;29;15;10;12;28;18;13;8;17;24;26;3;32;4;7;27;14;5;16;1;31;21;20;25
6;11;30;22;2;9;31;23;29;15;10;12;28;18;13;8;17;24;26;3;32;4;7;27;14;5;16;1;19;21;20;25;23;26306
23;26306;6;11;30;22;2;9;31;23;29;15;10;12;28;18;13;8;17;24;26;3;32;4;7;27;14;5;16;1;19;21;20;25
6;11;30;22;13;9;31;23;29;15;10;12;28;18;2;8;17;24;26;3;32;4;7;27;14;5;16;1;19;21;20;25;23;26506
23;26506;6;11;30;22;13;9;31;23;29;15;10;12;28;18;2;8;17;24;26;3;32;4;7;27;14;5;16;1;19;21;20;25
6;11;30;22;13;9;31;23;29;15;27;12;28;18;2;8;17;24;26;3;32;4;7;10;14;5;16;1;19;21;20;25;23;26610
23;26610;6;11;30;22;13;9;31;23;29;15;27;12;28;18;2;8;17;24;26;3;32;4;7;10;14;5;16;1;19;21;20;25
6;11;30;22;13;9;31;5;29;15;27;12;28;18;2;8;17;24;26;3;32;4;7;10;14;23;16;1;19;21;20;25;23;26814
23;26814;6;11;30;22;13;9;31;5;29;15;27;12;28;18;2;8;17;24;26;3;32;4;7;10;14;23;16;1;19;21;20;25
6;11;30;22;13;9;31;5;29;15;27;12;28;2;18;8;17;24;26;3;32;4;7;10;14;23;16;1;19;21;20;25;23;27320
23;27320;6;11;30;22;13;9;31;5;29;15;27;12;28;2;18;8;17;24;26;3;32;4;7;10;14;23;16;1;19;21;20;25
6;11;30;22;13;9;31;5;29;15;27;12;28;2;18;8;17;24;26;3;32;16;7;10;14;23;4;1;19;21;20;25;23;26980
23;26980;6;11;30;22;13;9;31;5;29;15;27;12;28;2;18;8;17;24;26;3;32;16;7;10;14;23;4;1;19;21;20;25
6;11;30;22;13;9;31;5;29;15;27;12;4;2;18;8;17;24;26;3;32;16;7;10;14;23;28;1;19;21;20;25;23;26864
23;26864;6;11;30;22;13;9;31;5;29;15;27;12;4;2;18;8;17;24;26;3;32;16;7;10;14;23;28;1;19;21;20;25
25;11;30;22;13;9;31;5;29;15;27;12;4;2;18;8;17;24;26;3;32;16;7;10;14;23;28;1;19;21;20;6;23;27024
23;27024;25;11;30;22;13;9;31;5;29;15;27;12;4;2;18;8;17;24;26;3;32;16;7;10;14;23;28;1;19;21;20;6
25;11;30;22;13;9;31;5;29;15;27;12;4;2;18;8;17;24;26;3;32;16;7;28;14;23;10;1;19;21;20;6;23;27556
23;27556;25;11;30;22;13;9;31;5;29;15;27;12;4;2;18;8;17;24;26;3;32;16;7;28;14;23;10;1;19;21;20;6
25;11;30;22;13;9;31;5;29;15;27;12;4;2;18;8;17;14;26;3;32;16;7;28;24;23;10;1;19;21;20;6;23;26970
23;26970;25;11;30;22;13;9;31;5;29;15;27;12;4;2;18;8;17;14;26;3;32;16;7;28;24;23;10;1;19;21;20;6
25;11;30;22;13;9;31;5;29;15;27;1;4;2;18;8;17;14;26;3;32;16;7;28;24;23;10;12;19;21;20;6;23;27050
23;27050;25;11;30;22;13;9;31;5;29;15;27;1;4;2;18;8;17;14;26;3;32;16;7;28;24;23;10;12;19;21;20;6
25;11;30;22;13;9;31;5;29;15;27;1;4;19;18;8;17;14;26;3;32;16;7;28;24;23;10;12;2;21;20;6;23;27644
24;27644;25;11;30;22;13;9;31;5;29;15;27;1;4;19;18;8;17;14;26;3;32;16;7;28;24;23;10;12;2;21;20;6
25;3;30;22;13;9;31;5;29;15;27;1;4;19;18;8;17;14;26;11;32;16;7;28;24;23;10;12;2;21;20;6;24;27764
24;27764;25;3;30;22;13;9;31;5;29;15;27;1;4;19;18;8;17;14;26;11;32;16;7;28;24;23;10;12;2;21;20;6
25;3;30;22;13;9;29;5;31;15;27;1;4;19;18;8;17;14;26;11;32;16;7;28;24;23;10;12;2;21;20;6;24;28124
24;28124;25;3;30;22;13;9;29;5;31;15;27;1;4;19;18;8;17;14;26;11;32;16;7;28;24;23;10;12;2;21;20;6
25;3;30;22;13;9;29;5;31;15;27;1;4;19;18;8;17;14;26;11;10;16;7;28;24;23;32;12;2;21;20;6;24;27538
24;27538;25;3;30;22;13;9;29;5;31;15;27;1;4;19;18;8;17;14;26;11;10;16;7;28;24;23;32;12;2;21;20;6
25;3;27;22;13;9;29;5;31;15;30;1;4;19;18;8;17;14;26;11;10;16;7;28;24;23;32;12;2;21;20;6;24;27378
24;27378;25;3;27;22;13;9;29;5;31;15;30;1;4;19;18;8;17;14;26;11;10;16;7;28;24;23;32;12;2;21;20;6
25;3;27;4;13;9;29;5;31;15;30;1;22;19;18;8;17;14;26;11;10;16;7;28;24;23;32;12;2;21;20;6;24;27712
24;27712;25;3;27;4;13;9;29;5;31;15;30;1;22;19;18;8;17;14;26;11;10;16;7;28;24;23;32;12;2;21;20;6
25;3;27;4;13;9;29;5;31;15;30;1;22;19;18;8;17;11;26;14;10;16;7;28;24;23;32;12;2;21;20;6;24;27272
24;27272;25;3;27;4;13;9;29;5;31;15;30;1;22;19;18;8;17;11;26;14;10;16;7;28;24;23;32;12;2;21;20;6
25;3;27;4;13;9;29;5;31;15;30;1;22;23;18;8;17;11;26;14;10;16;7;28;24;19;32;12;2;21;20;6;24;27432
24;27432;25;3;27;4;13;9;29;5;31;15;30;1;22;23;18;8;17;11;26;14;10;16;7;28;24;19;32;12;2;21;20;6
11;3;27;4;13;9;29;5;31;15;30;1;22;23;18;8;17;25;26;14;10;16;7;28;24;19;32;12;2;21;20;6;24;27010
24;27010;11;3;27;4;13;9;29;5;31;15;30;1;22;23;18;8;17;25;26;14;10;16;7;28;24;19;32;12;2;21;20;6
11;3;27;4;13;9;29;7;31;15;30;1;22;23;18;8;17;25;26;14;10;16;5;28;24;19;32;12;2;21;20;6;24;27170
24;27170;11;3;27;4;13;9;29;7;31;15;30;1;22;23;18;8;17;25;26;14;10;16;5;28;24;19;32;12;2;21;20;6
11;19;27;4;13;9;29;7;31;15;30;1;22;23;18;8;17;25;26;14;10;16;5;28;24;3;32;12;2;21;20;6;24;28044
24;28044;11;19;27;4;13;9;29;7;31;15;30;1;22;23;18;8;17;25;26;14;10;16;5;28;24;3;32;12;2;21;20;6
11;19;27;1;13;9;29;7;31;15;30;4;22;23;18;8;17;25;26;14;10;16;5;28;24;3;32;12;2;21;20;6;24;27904
24;27904;11;19;27;1;13;9;29;7;31;15;30;4;22;23;18;8;17;25;26;14;10;16;5;28;24;3;32;12;2;21;20;6
11;19;27;1;13;9;29;7;31;15;30;4;22;23;18;21;17;25;26;14;10;16;5;28;24;3;32;12;2;8;20;6;24;26736
24;26736;11;19;27;1;13;9;29;7;31;15;30;4;22;23;18;21;17;25;26;14;10;16;5;28;24;3;32;12;2;8;20;6
11;19;27;1;13;9;29;7;31;15;30;4;22;18;23;21;17;25;26;14;10;16;5;28;24;3;32;12;2;8;20;6;24;26736
24;26736;11;19;27;1;13;9;29;7;31;15;30;4;22;18;23;21;17;25;26;14;10;16;5;28;24;3;32;12;2;8;20;6
11;19;27;1;13;9;29;7;30;15;31;4;22;18;23;21;17;25;26;14;10;16;5;28;24;3;32;12;2;8;20;6;24;26676
24;26676;11;19;27;1;13;9;29;7;30;15;31;4;22;18;23;21;17;25;26;14;10;16;5;28;24;3;32;12;2;8;20;6
11;19;27;1;13;9;29;7;30;15;31;4;26;18;23;21;17;25;22;14;10;16;5;28;24;3;32;12;2;8;20;6;24;26516
24;26516;11;19;27;1;13;9;29;7;30;15;31;4;26;18;23;21;17;25;22;14;10;16;5;28;24;3;32;12;2;8;20;6
