"X1";"X26600";"X9";"X14";"X25";"X7";"X23";"X26";"X22";"X12";"X3";"X13";"X5";"X16";"X2";"X6";"X27";"X28";"X32";"X21";"X10";"X20";"X8";"X24";"X31";"X29";"X17";"X18";"X19";"X1.1";"X4";"X11";"X15";"X30"
2;30;17;6;12;11;27;24;18;1;19;7;20;8;25;9;22;15;32;4;3;21;23;13;16;14;31;10;28;5;26;29;32;25392
32;25392;2;30;17;6;12;11;27;24;18;1;19;7;20;8;25;9;22;15;32;4;3;21;23;13;16;14;31;10;28;5;26;29
2;30;17;6;12;11;18;24;27;1;19;7;20;8;25;9;22;15;32;4;3;21;23;13;16;14;31;10;28;5;26;29;32;25352
32;25352;2;30;17;6;12;11;18;24;27;1;19;7;20;8;25;9;22;15;32;4;3;21;23;13;16;14;31;10;28;5;26;29
2;30;17;6;12;11;18;24;27;1;19;7;20;8;25;9;22;15;32;4;3;21;23;13;16;14;31;28;10;5;26;29;32;25150
32;25150;2;30;17;6;12;11;18;24;27;1;19;7;20;8;25;9;22;15;32;4;3;21;23;13;16;14;31;28;10;5;26;29
2;30;17;6;12;11;18;24;27;28;19;7;20;8;25;9;22;15;32;4;3;21;23;13;16;14;31;1;10;5;26;29;32;25456
32;25456;2;30;17;6;12;11;18;24;27;28;19;7;20;8;25;9;22;15;32;4;3;21;23;13;16;14;31;1;10;5;26;29
2;30;17;6;12;22;18;24;27;28;19;7;20;8;25;9;11;15;32;4;3;21;23;13;16;14;31;1;10;5;26;29;32;25790
33;25790;2;30;17;6;12;22;18;24;27;28;19;7;20;8;25;9;11;15;32;4;3;21;23;13;16;14;31;1;10;5;26;29
2;30;17;4;12;22;18;24;27;28;19;7;20;8;25;9;11;15;32;6;3;21;23;13;16;14;31;1;10;5;26;29;33;26570
33;25790;2;30;17;6;12;22;18;24;27;28;19;7;20;8;25;9;11;15;32;4;3;21;23;13;16;14;31;1;10;5;26;29
2;30;17;25;12;22;18;24;27;28;19;7;20;8;6;9;11;15;32;4;3;21;23;13;16;14;31;1;10;5;26;29;33;26282
33;26282;2;30;17;25;12;22;18;24;27;28;19;7;20;8;6;9;11;15;32;4;3;21;23;13;16;14;31;1;10;5;26;29
2;30;17;25;12;22;18;24;27;28;19;7;20;8;6;31;11;15;32;4;3;21;23;13;16;14;9;1;10;5;26;29;33;25878
33;25878;2;30;17;25;12;22;18;24;27;28;19;7;20;8;6;31;11;15;32;4;3;21;23;13;16;14;9;1;10;5;26;29
2;30;32;25;12;22;18;24;27;28;19;7;20;8;6;31;11;15;17;4;3;21;23;13;16;14;9;1;10;5;26;29;33;25878
33;25878;2;30;32;25;12;22;18;24;27;28;19;7;20;8;6;31;11;15;17;4;3;21;23;13;16;14;9;1;10;5;26;29
15;30;32;25;12;22;18;24;27;28;19;7;20;8;6;31;11;2;17;4;3;21;23;13;16;14;9;1;10;5;26;29;33;25998
33;25998;15;30;32;25;12;22;18;24;27;28;19;7;20;8;6;31;11;2;17;4;3;21;23;13;16;14;9;1;10;5;26;29
15;30;32;25;12;22;18;24;27;28;19;7;20;3;6;31;11;2;17;4;8;21;23;13;16;14;9;1;10;5;26;29;33;25918
33;25918;15;30;32;25;12;22;18;24;27;28;19;7;20;3;6;31;11;2;17;4;8;21;23;13;16;14;9;1;10;5;26;29
15;30;32;25;12;22;18;24;27;28;19;7;20;3;6;31;11;2;17;4;8;21;23;13;16;1;9;14;10;5;26;29;33;26798
33;26798;15;30;32;25;12;22;18;24;27;28;19;7;20;3;6;31;11;2;17;4;8;21;23;13;16;1;9;14;10;5;26;29
15;30;23;25;12;22;18;24;27;28;19;7;20;3;6;31;11;2;17;4;8;21;32;13;16;1;9;14;10;5;26;29;33;26318
33;26318;15;30;23;25;12;22;18;24;27;28;19;7;20;3;6;31;11;2;17;4;8;21;32;13;16;1;9;14;10;5;26;29
1;30;23;25;12;22;18;24;27;28;19;7;20;3;6;31;11;2;17;4;8;21;32;13;16;15;9;14;10;5;26;29;33;26678
33;26678;1;30;23;25;12;22;18;24;27;28;19;7;20;3;6;31;11;2;17;4;8;21;32;13;16;15;9;14;10;5;26;29
1;15;23;25;12;22;18;24;27;28;19;7;20;3;6;31;11;2;17;4;8;21;32;13;16;30;9;14;10;5;26;29;33;27320
33;27320;1;15;23;25;12;22;18;24;27;28;19;7;20;3;6;31;11;2;17;4;8;21;32;13;16;30;9;14;10;5;26;29
1;15;23;25;16;22;18;24;27;28;19;7;20;3;6;31;11;2;17;4;8;21;32;13;12;30;9;14;10;5;26;29;33;27700
33;27700;1;15;23;25;16;22;18;24;27;28;19;7;20;3;6;31;11;2;17;4;8;21;32;13;12;30;9;14;10;5;26;29
1;15;7;25;16;22;18;24;27;28;19;23;20;3;6;31;11;2;17;4;8;21;32;13;12;30;9;14;10;5;26;29;33;27194
33;27194;1;15;7;25;16;22;18;24;27;28;19;23;20;3;6;31;11;2;17;4;8;21;32;13;12;30;9;14;10;5;26;29
1;15;7;25;16;22;18;24;27;28;19;23;20;3;6;31;21;2;17;4;8;11;32;13;12;30;9;14;10;5;26;29;33;27000
33;27000;1;15;7;25;16;22;18;24;27;28;19;23;20;3;6;31;21;2;17;4;8;11;32;13;12;30;9;14;10;5;26;29
1;15;7;25;16;22;18;24;27;28;19;23;20;3;6;31;21;2;14;4;8;11;32;13;12;30;9;17;10;5;26;29;33;26552
33;26552;1;15;7;25;16;22;18;24;27;28;19;23;20;3;6;31;21;2;14;4;8;11;32;13;12;30;9;17;10;5;26;29
1;15;7;25;16;22;19;24;27;28;18;23;20;3;6;31;21;2;14;4;8;11;32;13;12;30;9;17;10;5;26;29;33;26212
33;26212;1;15;7;25;16;22;19;24;27;28;18;23;20;3;6;31;21;2;14;4;8;11;32;13;12;30;9;17;10;5;26;29
1;15;7;25;16;22;19;24;27;28;18;23;20;3;6;31;21;2;14;4;26;11;32;13;12;30;9;17;10;5;8;29;33;26106
33;26106;1;15;7;25;16;22;19;24;27;28;18;23;20;3;6;31;21;2;14;4;26;11;32;13;12;30;9;17;10;5;8;29
1;15;7;25;16;22;19;24;27;28;18;23;20;3;6;31;21;2;4;14;26;11;32;13;12;30;9;17;10;5;8;29;33;26266
33;26266;1;15;7;25;16;22;19;24;27;28;18;23;20;3;6;31;21;2;4;14;26;11;32;13;12;30;9;17;10;5;8;29
1;15;7;25;16;22;19;24;27;28;18;23;20;11;6;31;21;2;4;14;26;3;32;13;12;30;9;17;10;5;8;29;33;26626
33;26626;1;15;7;25;16;22;19;24;27;28;18;23;20;11;6;31;21;2;4;14;26;3;32;13;12;30;9;17;10;5;8;29
1;15;7;25;16;22;19;24;27;28;18;23;20;5;6;31;21;2;4;14;26;3;32;13;12;30;9;17;10;11;8;29;33;26626
33;26626;1;15;7;25;16;22;19;24;27;28;18;23;20;5;6;31;21;2;4;14;26;3;32;13;12;30;9;17;10;11;8;29
1;2;7;25;16;22;19;24;27;28;18;23;20;5;6;31;21;15;4;14;26;3;32;13;12;30;9;17;10;11;8;29;33;26506
34;26506;1;2;7;25;16;22;19;24;27;28;18;23;20;5;6;31;21;15;4;14;26;3;32;13;12;30;9;17;10;11;8;29
1;2;7;25;16;22;19;24;27;28;18;23;21;5;6;31;20;15;4;14;26;3;32;13;12;30;9;17;10;11;8;29;34;26386
34;26386;1;2;7;25;16;22;19;24;27;28;18;23;21;5;6;31;20;15;4;14;26;3;32;13;12;30;9;17;10;11;8;29
1;2;7;25;16;22;19;24;27;28;18;23;21;5;6;31;20;3;4;14;26;15;32;13;12;30;9;17;10;11;8;29;34;27026
34;27026;1;2;7;25;16;22;19;24;27;28;18;23;21;5;6;31;20;3;4;14;26;15;32;13;12;30;9;17;10;11;8;29
1;2;7;25;16;22;19;24;27;28;18;23;21;5;6;31;20;3;4;14;26;15;32;13;12;30;9;17;10;8;11;29;34;27186
34;27186;1;2;7;25;16;22;19;24;27;28;18;23;21;5;6;31;20;3;4;14;26;15;32;13;12;30;9;17;10;8;11;29
22;2;7;25;16;1;19;24;27;28;18;23;21;5;6;31;20;3;4;14;26;15;32;13;12;30;9;17;10;8;11;29;34;26600
34;26600;22;2;7;25;16;1;19;24;27;28;18;23;21;5;6;31;20;3;4;14;26;15;32;13;12;30;9;17;10;8;11;29
22;2;7;25;16;1;19;24;27;28;18;23;21;5;6;13;20;3;4;14;26;15;32;31;12;30;9;17;10;8;11;29;34;27828
34;27828;22;2;7;25;16;1;19;24;27;28;18;23;21;5;6;13;20;3;4;14;26;15;32;31;12;30;9;17;10;8;11;29
22;2;7;25;16;1;19;24;29;28;18;23;21;5;6;13;20;3;4;14;26;15;32;31;12;30;9;17;10;8;11;27;34;28088
34;28088;22;2;7;25;16;1;19;24;29;28;18;23;21;5;6;13;20;3;4;14;26;15;32;31;12;30;9;17;10;8;11;27
22;2;7;25;16;1;19;24;29;28;18;23;21;5;6;12;20;3;4;14;26;15;32;31;13;30;9;17;10;8;11;27;34;27608
34;27608;22;2;7;25;16;1;19;24;29;28;18;23;21;5;6;12;20;3;4;14;26;15;32;31;13;30;9;17;10;8;11;27
22;2;7;25;16;1;19;24;29;28;23;18;21;5;6;12;20;3;4;14;26;15;32;31;13;30;9;17;10;8;11;27;34;27688
34;27688;22;2;7;25;16;1;19;24;29;28;23;18;21;5;6;12;20;3;4;14;26;15;32;31;13;30;9;17;10;8;11;27
22;29;7;25;16;1;19;24;2;28;23;18;21;5;6;12;20;3;4;14;26;15;32;31;13;30;9;17;10;8;11;27;34;27792
34;27792;22;29;7;25;16;1;19;24;2;28;23;18;21;5;6;12;20;3;4;14;26;15;32;31;13;30;9;17;10;8;11;27
22;29;7;25;16;1;19;24;2;28;23;18;21;5;6;13;20;3;4;14;26;15;32;31;12;30;9;17;10;8;11;27;34;28272
34;27792;22;29;7;25;16;1;19;24;2;28;23;18;21;5;6;12;20;3;4;14;26;15;32;31;13;30;9;17;10;8;11;27
22;29;7;25;16;1;19;24;2;11;23;18;21;5;6;12;20;3;4;14;26;15;32;31;13;30;9;17;10;8;28;27;34;27974
34;27974;22;29;7;25;16;1;19;24;2;11;23;18;21;5;6;12;20;3;4;14;26;15;32;31;13;30;9;17;10;8;28;27
22;29;7;25;16;1;19;27;2;11;23;18;21;5;6;12;20;3;4;14;26;15;32;31;13;30;9;17;10;8;28;24;34;27774
34;27774;22;29;7;25;16;1;19;27;2;11;23;18;21;5;6;12;20;3;4;14;26;15;32;31;13;30;9;17;10;8;28;24
22;29;7;25;16;1;19;27;2;11;23;18;21;5;6;12;20;3;4;14;30;15;32;31;13;26;9;17;10;8;28;24;34;27514
34;27514;22;29;7;25;16;1;19;27;2;11;23;18;21;5;6;12;20;3;4;14;30;15;32;31;13;26;9;17;10;8;28;24
22;29;7;25;16;1;19;27;2;11;23;8;21;5;6;12;20;3;4;14;30;15;32;31;13;26;9;17;10;18;28;24;34;27406
34;27406;22;29;7;25;16;1;19;27;2;11;23;8;21;5;6;12;20;3;4;14;30;15;32;31;13;26;9;17;10;18;28;24
22;29;7;1;16;25;19;27;2;11;23;8;21;5;6;12;20;3;4;14;30;15;32;31;13;26;9;17;10;18;28;24;34;27510
34;27510;22;29;7;1;16;25;19;27;2;11;23;8;21;5;6;12;20;3;4;14;30;15;32;31;13;26;9;17;10;18;28;24
22;29;17;1;16;25;19;27;2;11;23;8;21;5;6;12;20;3;4;14;30;15;32;31;13;26;9;7;10;18;28;24;34;27900
34;27900;22;29;17;1;16;25;19;27;2;11;23;8;21;5;6;12;20;3;4;14;30;15;32;31;13;26;9;7;10;18;28;24
22;29;17;1;16;25;19;2;27;11;23;8;21;5;6;12;20;3;4;14;30;15;32;31;13;26;9;7;10;18;28;24;34;27878
34;27878;22;29;17;1;16;25;19;2;27;11;23;8;21;5;6;12;20;3;4;14;30;15;32;31;13;26;9;7;10;18;28;24
22;9;17;1;16;25;19;2;27;11;23;8;21;5;6;12;20;3;4;14;30;15;32;31;13;26;29;7;10;18;28;24;34;27940
34;27940;22;9;17;1;16;25;19;2;27;11;23;8;21;5;6;12;20;3;4;14;30;15;32;31;13;26;29;7;10;18;28;24
22;9;19;1;16;25;17;2;27;11;23;8;21;5;6;12;20;3;4;14;30;15;32;31;13;26;29;7;10;18;28;24;34;27900
34;27900;22;9;19;1;16;25;17;2;27;11;23;8;21;5;6;12;20;3;4;14;30;15;32;31;13;26;29;7;10;18;28;24
22;9;26;1;16;25;17;2;27;11;23;8;21;5;6;12;20;3;4;14;30;15;32;31;13;19;29;7;10;18;28;24;34;27800
35;27800;22;9;26;1;16;25;17;2;27;11;23;8;21;5;6;12;20;3;4;14;30;15;32;31;13;19;29;7;10;18;28;24
22;9;21;1;16;25;17;2;27;11;23;8;26;5;6;12;20;3;4;14;30;15;32;31;13;19;29;7;10;18;28;24;35;28040
35;28040;22;9;21;1;16;25;17;2;27;11;23;8;26;5;6;12;20;3;4;14;30;15;32;31;13;19;29;7;10;18;28;24
22;9;21;1;16;25;17;2;12;11;23;8;26;5;6;27;20;3;4;14;30;15;32;31;13;19;29;7;10;18;28;24;35;27918
35;27918;22;9;21;1;16;25;17;2;12;11;23;8;26;5;6;27;20;3;4;14;30;15;32;31;13;19;29;7;10;18;28;24
22;9;21;1;16;25;17;26;12;11;23;8;2;5;6;27;20;3;4;14;30;15;32;31;13;19;29;7;10;18;28;24;35;27774
35;27774;22;9;21;1;16;25;17;26;12;11;23;8;2;5;6;27;20;3;4;14;30;15;32;31;13;19;29;7;10;18;28;24
22;9;21;1;16;25;17;26;12;23;11;8;2;5;6;27;20;3;4;14;30;15;32;31;13;19;29;7;10;18;28;24;35;28104
35;28104;22;9;21;1;16;25;17;26;12;23;11;8;2;5;6;27;20;3;4;14;30;15;32;31;13;19;29;7;10;18;28;24
22;7;21;1;16;25;17;26;12;23;11;8;2;5;6;27;20;3;4;14;30;15;32;31;13;19;29;9;10;18;28;24;35;28084
35;28084;22;7;21;1;16;25;17;26;12;23;11;8;2;5;6;27;20;3;4;14;30;15;32;31;13;19;29;9;10;18;28;24
22;7;21;1;16;25;17;26;12;23;11;8;2;5;6;27;20;3;4;14;30;15;32;18;13;19;29;9;10;31;28;24;35;28244
35;28244;22;7;21;1;16;25;17;26;12;23;11;8;2;5;6;27;20;3;4;14;30;15;32;18;13;19;29;9;10;31;28;24
22;7;21;1;16;25;17;26;12;23;11;8;2;5;6;13;20;3;4;14;30;15;32;18;27;19;29;9;10;31;28;24;35;28648
35;28648;22;7;21;1;16;25;17;26;12;23;11;8;2;5;6;13;20;3;4;14;30;15;32;18;27;19;29;9;10;31;28;24
22;7;21;1;16;25;17;26;12;23;11;8;2;5;10;13;20;3;4;14;30;15;32;18;27;19;29;9;6;31;28;24;35;28808
35;28808;22;7;21;1;16;25;17;26;12;23;11;8;2;5;10;13;20;3;4;14;30;15;32;18;27;19;29;9;6;31;28;24
22;7;21;1;16;25;5;26;12;23;11;8;2;17;10;13;20;3;4;14;30;15;32;18;27;19;29;9;6;31;28;24;35;27918
35;27918;22;7;21;1;16;25;5;26;12;23;11;8;2;17;10;13;20;3;4;14;30;15;32;18;27;19;29;9;6;31;28;24
22;7;21;1;16;25;5;26;12;23;11;29;2;17;10;13;20;3;4;14;30;15;32;18;27;19;8;9;6;31;28;24;35;27666
35;27666;22;7;21;1;16;25;5;26;12;23;11;29;2;17;10;13;20;3;4;14;30;15;32;18;27;19;8;9;6;31;28;24
22;7;21;1;16;25;5;26;12;23;11;29;2;17;10;13;20;30;4;14;3;15;32;18;27;19;8;9;6;31;28;24;35;27822
35;27822;22;7;21;1;16;25;5;26;12;23;11;29;2;17;10;13;20;30;4;14;3;15;32;18;27;19;8;9;6;31;28;24
22;7;21;1;16;11;5;26;12;23;25;29;2;17;10;13;20;30;4;14;3;15;32;18;27;19;8;9;6;31;28;24;35;27852
35;27852;22;7;21;1;16;11;5;26;12;23;25;29;2;17;10;13;20;30;4;14;3;15;32;18;27;19;8;9;6;31;28;24
22;7;21;1;16;11;5;26;12;23;25;29;2;17;27;13;20;30;4;14;3;15;32;18;10;19;8;9;6;31;28;24;35;28574
35;28574;22;7;21;1;16;11;5;26;12;23;25;29;2;17;27;13;20;30;4;14;3;15;32;18;10;19;8;9;6;31;28;24
22;7;21;1;16;11;5;10;12;23;25;29;2;17;27;13;20;30;4;14;3;15;32;18;26;19;8;9;6;31;28;24;35;27746
35;27746;22;7;21;1;16;11;5;10;12;23;25;29;2;17;27;13;20;30;4;14;3;15;32;18;26;19;8;9;6;31;28;24
22;7;21;1;16;4;5;10;12;23;25;29;2;17;27;13;20;30;11;14;3;15;32;18;26;19;8;9;6;31;28;24;35;28366
35;28366;22;7;21;1;16;4;5;10;12;23;25;29;2;17;27;13;20;30;11;14;3;15;32;18;26;19;8;9;6;31;28;24
22;7;21;1;16;24;5;10;12;23;25;29;2;17;27;13;20;30;11;14;3;15;32;18;26;19;8;9;6;31;28;4;35;27876
35;27876;22;7;21;1;16;24;5;10;12;23;25;29;2;17;27;13;20;30;11;14;3;15;32;18;26;19;8;9;6;31;28;4
22;7;21;1;16;24;5;10;12;23;25;29;26;17;27;13;20;30;11;14;3;15;32;18;2;19;8;9;6;31;28;4;35;27708
35;27708;22;7;21;1;16;24;5;10;12;23;25;29;26;17;27;13;20;30;11;14;3;15;32;18;2;19;8;9;6;31;28;4
22;7;21;1;16;24;15;10;12;23;25;29;26;17;27;13;20;30;11;14;3;5;32;18;2;19;8;9;6;31;28;4;35;27468
35;27468;22;7;21;1;16;24;15;10;12;23;25;29;26;17;27;13;20;30;11;14;3;5;32;18;2;19;8;9;6;31;28;4
22;7;21;1;16;24;15;10;12;23;25;29;26;17;27;13;20;30;11;14;3;4;32;18;2;19;8;9;6;31;28;5;35;27988
35;27988;22;7;21;1;16;24;15;10;12;23;25;29;26;17;27;13;20;30;11;14;3;4;32;18;2;19;8;9;6;31;28;5
22;7;21;1;16;17;15;10;12;23;25;29;26;24;27;13;20;30;11;14;3;4;32;18;2;19;8;9;6;31;28;5;35;27948
36;27948;22;7;21;1;16;17;15;10;12;23;25;29;26;24;27;13;20;30;11;14;3;4;32;18;2;19;8;9;6;31;28;5
22;7;21;1;16;17;15;10;12;23;25;29;26;24;27;13;20;30;11;14;3;4;32;18;9;19;8;2;6;31;28;5;36;28308
36;27948;22;7;21;1;16;17;15;10;12;23;25;29;26;24;27;13;20;30;11;14;3;4;32;18;2;19;8;9;6;31;28;5
22;7;21;1;31;17;15;10;12;23;25;29;26;24;27;13;20;30;11;14;3;4;32;18;2;19;8;9;6;16;28;5;36;27666
36;27666;22;7;21;1;31;17;15;10;12;23;25;29;26;24;27;13;20;30;11;14;3;4;32;18;2;19;8;9;6;16;28;5
22;7;21;1;31;17;15;10;12;23;25;29;26;24;27;13;20;30;11;5;3;4;32;18;2;19;8;9;6;16;28;14;36;27586
36;27586;22;7;21;1;31;17;15;10;12;23;25;29;26;24;27;13;20;30;11;5;3;4;32;18;2;19;8;9;6;16;28;14
22;7;21;1;31;17;15;10;12;23;25;29;14;24;27;13;20;30;11;5;3;4;32;18;2;19;8;9;6;16;28;26;36;27642
36;27642;22;7;21;1;31;17;15;10;12;23;25;29;14;24;27;13;20;30;11;5;3;4;32;18;2;19;8;9;6;16;28;26
22;7;21;1;31;17;15;10;12;23;25;29;14;24;27;13;20;30;11;5;3;4;32;18;26;19;8;9;6;16;28;2;36;27434
36;27434;22;7;21;1;31;17;15;10;12;23;25;29;14;24;27;13;20;30;11;5;3;4;32;18;26;19;8;9;6;16;28;2
22;7;21;1;31;17;15;32;12;23;25;29;14;24;27;13;20;30;11;5;3;4;10;18;26;19;8;9;6;16;28;2;36;27312
36;27312;22;7;21;1;31;17;15;32;12;23;25;29;14;24;27;13;20;30;11;5;3;4;10;18;26;19;8;9;6;16;28;2
22;7;21;1;31;17;15;32;12;24;25;29;14;23;27;13;20;30;11;5;3;4;10;18;26;19;8;9;6;16;28;2;36;27252
36;27252;22;7;21;1;31;17;15;32;12;24;25;29;14;23;27;13;20;30;11;5;3;4;10;18;26;19;8;9;6;16;28;2
22;7;21;1;31;17;15;32;12;24;25;29;14;23;27;13;20;30;11;5;3;19;10;18;26;4;8;9;6;16;28;2;36;27846
36;27252;22;7;21;1;31;17;15;32;12;24;25;29;14;23;27;13;20;30;11;5;3;4;10;18;26;19;8;9;6;16;28;2
22;7;26;1;31;17;15;32;12;24;25;29;14;23;27;13;20;30;11;5;3;4;10;18;21;19;8;9;6;16;28;2;36;27412
36;27412;22;7;26;1;31;17;15;32;12;24;25;29;14;23;27;13;20;30;11;5;3;4;10;18;21;19;8;9;6;16;28;2
22;7;26;1;31;17;15;32;12;24;25;29;14;23;27;13;4;30;11;5;3;20;10;18;21;19;8;9;6;16;28;2;36;27366
36;27366;22;7;26;1;31;17;15;32;12;24;25;29;14;23;27;13;4;30;11;5;3;20;10;18;21;19;8;9;6;16;28;2
22;7;26;1;31;17;15;32;12;24;25;29;14;23;27;13;4;30;11;5;3;20;10;18;21;28;8;9;6;16;19;2;36;27446
36;27446;22;7;26;1;31;17;15;32;12;24;25;29;14;23;27;13;4;30;11;5;3;20;10;18;21;28;8;9;6;16;19;2
22;7;26;1;31;17;15;32;12;24;25;29;14;23;27;13;4;20;11;5;3;30;10;18;21;28;8;9;6;16;19;2;36;26486
36;26486;22;7;26;1;31;17;15;32;12;24;25;29;14;23;27;13;4;20;11;5;3;30;10;18;21;28;8;9;6;16;19;2
22;7;26;1;31;17;15;24;12;32;25;29;14;23;27;13;4;20;11;5;3;30;10;18;21;28;8;9;6;16;19;2;36;26326
36;26326;22;7;26;1;31;17;15;24;12;32;25;29;14;23;27;13;4;20;11;5;3;30;10;18;21;28;8;9;6;16;19;2
22;7;26;1;31;17;15;24;12;32;9;29;14;23;27;13;4;20;11;5;3;30;10;18;21;28;8;25;6;16;19;2;36;26142
36;26142;22;7;26;1;31;17;15;24;12;32;9;29;14;23;27;13;4;20;11;5;3;30;10;18;21;28;8;25;6;16;19;2
22;7;26;1;31;17;15;24;12;32;9;29;14;23;27;30;4;20;11;5;3;13;10;18;21;28;8;25;6;16;19;2;36;26100
36;26100;22;7;26;1;31;17;15;24;12;32;9;29;14;23;27;30;4;20;11;5;3;13;10;18;21;28;8;25;6;16;19;2
22;6;26;1;31;17;15;24;12;32;9;29;14;23;27;30;4;20;11;5;3;13;10;18;21;28;8;25;7;16;19;2;36;26140
36;26140;22;6;26;1;31;17;15;24;12;32;9;29;14;23;27;30;4;20;11;5;3;13;10;18;21;28;8;25;7;16;19;2
22;24;26;1;31;17;15;6;12;32;9;29;14;23;27;30;4;20;11;5;3;13;10;18;21;28;8;25;7;16;19;2;36;26018
36;26018;22;24;26;1;31;17;15;6;12;32;9;29;14;23;27;30;4;20;11;5;3;13;10;18;21;28;8;25;7;16;19;2
22;24;26;1;31;17;15;6;12;32;9;29;14;23;27;30;4;20;11;5;3;13;10;18;28;21;8;25;7;16;19;2;36;26258
36;26258;22;24;26;1;31;17;15;6;12;32;9;29;14;23;27;30;4;20;11;5;3;13;10;18;28;21;8;25;7;16;19;2
22;24;26;1;31;17;15;6;12;32;9;29;14;23;27;30;4;3;11;5;20;13;10;18;28;21;8;25;7;16;19;2;36;27314
36;27314;22;24;26;1;31;17;15;6;12;32;9;29;14;23;27;30;4;3;11;5;20;13;10;18;28;21;8;25;7;16;19;2
22;24;26;1;31;17;15;6;12;32;9;29;14;23;27;30;4;3;11;5;13;20;10;18;28;21;8;25;7;16;19;2;36;26658
37;26658;22;24;26;1;31;17;15;6;12;32;9;29;14;23;27;30;4;3;11;5;13;20;10;18;28;21;8;25;7;16;19;2
22;24;26;1;31;17;15;6;12;32;19;29;14;23;27;30;4;3;11;5;13;20;10;18;28;21;8;25;7;16;9;2;37;26570
37;26570;22;24;26;1;31;17;15;6;12;32;19;29;14;23;27;30;4;3;11;5;13;20;10;18;28;21;8;25;7;16;9;2
22;24;1;26;31;17;15;6;12;32;19;29;14;23;27;30;4;3;11;5;13;20;10;18;28;21;8;25;7;16;9;2;37;26394
37;26394;22;24;1;26;31;17;15;6;12;32;19;29;14;23;27;30;4;3;11;5;13;20;10;18;28;21;8;25;7;16;9;2
22;24;1;26;31;17;15;6;12;32;19;29;14;23;27;30;4;3;11;5;13;20;28;18;10;21;8;25;7;16;9;2;37;26532
37;26532;22;24;1;26;31;17;15;6;12;32;19;29;14;23;27;30;4;3;11;5;13;20;28;18;10;21;8;25;7;16;9;2
22;24;26;1;31;17;15;6;12;32;19;29;14;23;27;30;4;3;11;5;13;20;28;18;10;21;8;25;7;16;9;2;37;26708
37;26708;22;24;26;1;31;17;15;6;12;32;19;29;14;23;27;30;4;3;11;5;13;20;28;18;10;21;8;25;7;16;9;2
22;24;26;1;31;17;15;6;12;32;9;29;14;23;27;30;4;3;11;5;13;20;28;18;10;21;8;25;7;16;19;2;37;26796
37;26796;22;24;26;1;31;17;15;6;12;32;9;29;14;23;27;30;4;3;11;5;13;20;28;18;10;21;8;25;7;16;19;2
22;24;26;1;31;17;15;6;12;32;9;20;14;23;27;30;4;3;11;5;13;29;28;18;10;21;8;25;7;16;19;2;37;26996
37;26996;22;24;26;1;31;17;15;6;12;32;9;20;14;23;27;30;4;3;11;5;13;29;28;18;10;21;8;25;7;16;19;2
22;24;26;1;31;17;15;6;12;32;9;20;14;23;27;30;4;3;11;5;13;8;28;18;10;21;29;25;7;16;19;2;37;27402
37;27402;22;24;26;1;31;17;15;6;12;32;9;20;14;23;27;30;4;3;11;5;13;8;28;18;10;21;29;25;7;16;19;2
22;24;26;1;31;17;15;6;12;32;27;20;14;23;9;30;4;3;11;5;13;8;28;18;10;21;29;25;7;16;19;2;37;27060
37;27060;22;24;26;1;31;17;15;6;12;32;27;20;14;23;9;30;4;3;11;5;13;8;28;18;10;21;29;25;7;16;19;2
22;29;26;1;31;17;15;6;12;32;27;20;14;23;9;30;4;3;11;5;13;8;28;18;10;21;24;25;7;16;19;2;37;26880
37;26880;22;29;26;1;31;17;15;6;12;32;27;20;14;23;9;30;4;3;11;5;13;8;28;18;10;21;24;25;7;16;19;2
22;29;26;1;31;17;15;6;12;32;27;20;14;23;9;30;4;3;11;28;13;8;5;18;10;21;24;25;7;16;19;2;37;27310
37;27310;22;29;26;1;31;17;15;6;12;32;27;20;14;23;9;30;4;3;11;28;13;8;5;18;10;21;24;25;7;16;19;2
22;29;26;1;31;17;15;6;12;32;27;20;14;23;9;30;5;3;11;28;13;8;4;18;10;21;24;25;7;16;19;2;37;26430
37;26430;22;29;26;1;31;17;15;6;12;32;27;20;14;23;9;30;5;3;11;28;13;8;4;18;10;21;24;25;7;16;19;2
22;29;26;1;31;17;15;6;12;21;27;20;14;23;9;30;5;3;11;28;13;8;4;18;10;32;24;25;7;16;19;2;37;27250
37;26430;22;29;26;1;31;17;15;6;12;32;27;20;14;23;9;30;5;3;11;28;13;8;4;18;10;21;24;25;7;16;19;2
22;29;26;1;31;17;15;6;12;32;11;20;14;23;9;30;5;3;27;28;13;8;4;18;10;21;24;25;7;16;19;2;37;26706
37;26706;22;29;26;1;31;17;15;6;12;32;11;20;14;23;9;30;5;3;27;28;13;8;4;18;10;21;24;25;7;16;19;2
22;29;26;1;31;17;15;6;12;32;11;24;14;23;9;30;5;3;27;28;13;8;4;18;10;21;20;25;7;16;19;2;37;26346
37;26346;22;29;26;1;31;17;15;6;12;32;11;24;14;23;9;30;5;3;27;28;13;8;4;18;10;21;20;25;7;16;19;2
22;29;26;1;31;17;13;6;12;32;11;24;14;23;9;30;5;3;27;28;15;8;4;18;10;21;20;25;7;16;19;2;37;26426
37;26426;22;29;26;1;31;17;13;6;12;32;11;24;14;23;9;30;5;3;27;28;15;8;4;18;10;21;20;25;7;16;19;2
