"X1";"X272";"X51";"X35";"X12";"X5";"X54";"X24";"X4";"X26";"X11";"X9";"X62";"X7";"X27";"X63";"X49";"X23";"X17";"X1.1";"X40";"X46";"X57";"X39";"X25";"X56";"X42";"X10";"X47";"X44";"X2";"X28";"X41";"X36";"X53";"X20";"X38";"X18";"X19";"X64";"X22";"X21";"X48";"X29";"X61";"X55";"X30";"X58";"X3";"X32";"X50";"X8";"X15";"X34";"X37";"X33";"X52";"X16";"X45";"X59";"X13";"X6";"X43";"X31";"X60";"X14"
20;29;9;2;5;55;50;57;25;19;53;12;42;60;44;23;51;62;15;63;56;28;1;43;17;6;31;11;7;47;30;10;36;35;24;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;45;38;18;4;33;58;46;32;54;16;41;8;3;52;20;274
20;274;20;29;9;2;5;55;50;57;25;19;53;12;42;60;44;23;51;62;15;63;56;28;1;43;17;6;31;11;7;47;30;10;36;35;24;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;45;38;18;4;33;58;46;32;54;16;41;8;3;52
20;29;9;2;5;55;50;57;25;19;53;12;42;60;44;23;51;62;15;63;56;28;1;43;17;6;31;47;7;11;30;10;36;35;24;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;45;38;18;4;33;58;46;32;54;16;41;8;3;52;20;274
20;274;20;29;9;2;5;55;50;57;25;19;53;12;42;60;44;23;51;62;15;63;56;28;1;43;17;6;31;47;7;11;30;10;36;35;24;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;45;38;18;4;33;58;46;32;54;16;41;8;3;52
20;29;9;2;5;55;50;57;25;23;53;12;42;60;44;19;51;62;15;63;56;28;1;43;17;6;31;47;7;11;30;10;36;35;24;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;45;38;18;4;33;58;46;32;54;16;41;8;3;52;20;270
20;270;20;29;9;2;5;55;50;57;25;23;53;12;42;60;44;19;51;62;15;63;56;28;1;43;17;6;31;47;7;11;30;10;36;35;24;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;45;38;18;4;33;58;46;32;54;16;41;8;3;52
20;29;9;2;5;55;50;57;25;23;53;12;42;60;44;19;51;62;15;63;56;28;1;43;17;6;31;47;7;11;30;10;36;35;24;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;45;38;18;4;33;58;46;32;54;16;52;8;3;41;20;270
20;270;20;29;9;2;5;55;50;57;25;23;53;12;42;60;44;19;51;62;15;63;56;28;1;43;17;6;31;47;7;11;30;10;36;35;24;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;45;38;18;4;33;58;46;32;54;16;52;8;3;41
20;29;9;2;5;55;50;57;25;23;53;12;42;60;44;19;51;62;15;63;56;28;1;43;17;6;31;47;7;11;30;10;36;35;24;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;18;38;45;4;33;58;46;32;54;16;52;8;3;41;20;270
20;270;20;29;9;2;5;55;50;57;25;23;53;12;42;60;44;19;51;62;15;63;56;28;1;43;17;6;31;47;7;11;30;10;36;35;24;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;18;38;45;4;33;58;46;32;54;16;52;8;3;41
20;29;9;2;5;55;50;57;25;23;53;12;42;28;44;19;51;62;15;63;56;60;1;43;17;6;31;47;7;11;30;10;36;35;24;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;18;38;45;4;33;58;46;32;54;16;52;8;3;41;20;276
20;276;20;29;9;2;5;55;50;57;25;23;53;12;42;28;44;19;51;62;15;63;56;60;1;43;17;6;31;47;7;11;30;10;36;35;24;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;18;38;45;4;33;58;46;32;54;16;52;8;3;41
20;29;9;2;5;55;50;57;25;23;53;12;42;28;44;19;51;62;15;63;3;60;1;43;17;6;31;47;7;11;30;10;36;35;24;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;18;38;45;4;33;58;46;32;54;16;52;8;56;41;20;276
20;276;20;29;9;2;5;55;50;57;25;23;53;12;42;28;44;19;51;62;15;63;3;60;1;43;17;6;31;47;7;11;30;10;36;35;24;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;18;38;45;4;33;58;46;32;54;16;52;8;56;41
20;29;9;2;5;55;50;57;25;23;53;12;42;28;44;19;51;62;15;63;3;60;1;43;17;54;31;47;7;11;30;10;36;35;24;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;18;38;45;4;33;58;46;32;6;16;52;8;56;41;20;276
20;276;20;29;9;2;5;55;50;57;25;23;53;12;42;28;44;19;51;62;15;63;3;60;1;43;17;54;31;47;7;11;30;10;36;35;24;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;18;38;45;4;33;58;46;32;6;16;52;8;56;41
20;29;9;2;5;55;50;57;25;23;53;12;42;28;44;19;51;62;15;63;3;60;1;43;17;54;31;47;7;24;30;10;36;35;11;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;18;38;45;4;33;58;46;32;6;16;52;8;56;41;20;288
20;288;20;29;9;2;5;55;50;57;25;23;53;12;42;28;44;19;51;62;15;63;3;60;1;43;17;54;31;47;7;24;30;10;36;35;11;49;13;27;40;26;14;22;59;21;61;48;34;37;64;39;18;38;45;4;33;58;46;32;6;16;52;8;56;41
20;29;9;2;5;55;50;57;25;23;53;12;42;28;44;19;51;62;15;63;3;60;1;43;17;54;31;47;7;24;30;10;36;35;11;49;13;27;40;26;6;22;59;21;61;48;34;37;64;39;18;38;45;4;33;58;46;32;14;16;52;8;56;41;20;288
20;288;20;29;9;2;5;55;50;57;25;23;53;12;42;28;44;19;51;62;15;63;3;60;1;43;17;54;31;47;7;24;30;10;36;35;11;49;13;27;40;26;6;22;59;21;61;48;34;37;64;39;18;38;45;4;33;58;46;32;14;16;52;8;56;41
20;29;9;2;48;55;50;57;25;23;53;12;42;28;44;19;51;62;15;63;3;60;1;43;17;54;31;47;7;24;30;10;36;35;11;49;13;27;40;26;6;22;59;21;61;5;34;37;64;39;18;38;45;4;33;58;46;32;14;16;52;8;56;41;20;280
20;280;20;29;9;2;48;55;50;57;25;23;53;12;42;28;44;19;51;62;15;63;3;60;1;43;17;54;31;47;7;24;30;10;36;35;11;49;13;27;40;26;6;22;59;21;61;5;34;37;64;39;18;38;45;4;33;58;46;32;14;16;52;8;56;41
20;29;9;2;48;55;50;57;25;23;53;12;42;28;44;19;51;62;15;34;3;60;1;43;17;54;31;47;7;24;30;10;36;35;11;49;13;27;40;26;6;22;59;21;61;5;63;37;64;39;18;38;45;4;33;58;46;32;14;16;52;8;56;41;20;286
20;286;20;29;9;2;48;55;50;57;25;23;53;12;42;28;44;19;51;62;15;34;3;60;1;43;17;54;31;47;7;24;30;10;36;35;11;49;13;27;40;26;6;22;59;21;61;5;63;37;64;39;18;38;45;4;33;58;46;32;14;16;52;8;56;41
20;29;9;2;48;55;50;57;45;23;53;12;42;28;44;19;51;62;15;34;3;60;1;43;17;54;31;47;7;24;30;10;36;35;11;49;13;27;40;26;6;22;59;21;61;5;63;37;64;39;18;38;25;4;33;58;46;32;14;16;52;8;56;41;20;286
20;286;20;29;9;2;48;55;50;57;45;23;53;12;42;28;44;19;51;62;15;34;3;60;1;43;17;54;31;47;7;24;30;10;36;35;11;49;13;27;40;26;6;22;59;21;61;5;63;37;64;39;18;38;25;4;33;58;46;32;14;16;52;8;56;41
20;29;9;2;36;55;50;57;45;23;53;12;42;28;44;19;51;62;15;34;3;60;1;43;17;54;31;47;7;24;30;10;48;35;11;49;13;27;40;26;6;22;59;21;61;5;63;37;64;39;18;38;25;4;33;58;46;32;14;16;52;8;56;41;20;286
21;286;20;29;9;2;36;55;50;57;45;23;53;12;42;28;44;19;51;62;15;34;3;60;1;43;17;54;31;47;7;24;30;10;48;35;11;49;13;27;40;26;6;22;59;21;61;5;63;37;64;39;18;38;25;4;33;58;46;32;14;16;52;8;56;41
20;29;9;2;36;55;50;57;45;23;53;12;42;28;44;19;51;62;15;34;3;60;1;43;17;54;31;47;7;24;30;10;48;35;11;49;13;27;40;26;6;22;59;21;61;5;63;56;64;39;18;38;25;4;33;58;46;32;14;16;52;8;37;41;21;286
21;286;20;29;9;2;36;55;50;57;45;23;53;12;42;28;44;19;51;62;15;34;3;60;1;43;17;54;31;47;7;24;30;10;48;35;11;49;13;27;40;26;6;22;59;21;61;5;63;56;64;39;18;38;25;4;33;58;46;32;14;16;52;8;37;41
20;29;9;2;36;55;50;57;45;23;53;12;42;28;44;19;51;62;15;34;3;60;1;22;17;54;31;47;7;24;30;10;48;35;11;49;13;27;40;26;6;43;59;21;61;5;63;56;64;39;18;38;25;4;33;58;46;32;14;16;52;8;37;41;21;286
21;286;20;29;9;2;36;55;50;57;45;23;53;12;42;28;44;19;51;62;15;34;3;60;1;22;17;54;31;47;7;24;30;10;48;35;11;49;13;27;40;26;6;43;59;21;61;5;63;56;64;39;18;38;25;4;33;58;46;32;14;16;52;8;37;41
20;29;9;2;36;55;50;57;45;23;53;12;42;28;44;19;51;62;15;34;3;60;1;22;17;54;39;47;7;24;30;10;48;35;11;49;13;27;40;26;6;43;59;21;61;5;63;56;64;31;18;38;25;4;33;58;46;32;14;16;52;8;37;41;21;262
21;262;20;29;9;2;36;55;50;57;45;23;53;12;42;28;44;19;51;62;15;34;3;60;1;22;17;54;39;47;7;24;30;10;48;35;11;49;13;27;40;26;6;43;59;21;61;5;63;56;64;31;18;38;25;4;33;58;46;32;14;16;52;8;37;41
20;29;9;2;36;55;50;57;45;23;53;12;42;28;44;19;30;62;15;34;3;60;1;22;17;54;39;47;7;24;51;10;48;35;11;49;13;27;40;26;6;43;59;21;61;5;63;56;64;31;18;38;25;4;33;58;46;32;14;16;52;8;37;41;21;262
21;262;20;29;9;2;36;55;50;57;45;23;53;12;42;28;44;19;30;62;15;34;3;60;1;22;17;54;39;47;7;24;51;10;48;35;11;49;13;27;40;26;6;43;59;21;61;5;63;56;64;31;18;38;25;4;33;58;46;32;14;16;52;8;37;41
20;29;9;2;36;55;50;57;45;23;53;12;42;28;44;19;30;62;15;34;3;60;1;22;17;54;39;47;7;24;51;10;48;35;11;49;13;27;40;26;6;43;59;21;61;5;63;56;64;4;18;38;25;31;33;58;46;32;14;16;52;8;37;41;21;262
21;262;20;29;9;2;36;55;50;57;45;23;53;12;42;28;44;19;30;62;15;34;3;60;1;22;17;54;39;47;7;24;51;10;48;35;11;49;13;27;40;26;6;43;59;21;61;5;63;56;64;4;18;38;25;31;33;58;46;32;14;16;52;8;37;41
20;29;9;2;36;55;50;57;45;23;53;12;42;28;44;19;30;62;15;34;3;60;1;22;17;54;39;47;10;24;51;7;48;35;11;49;13;27;40;26;6;43;59;21;61;5;63;56;64;4;18;38;25;31;33;58;46;32;14;16;52;8;37;41;21;258
21;258;20;29;9;2;36;55;50;57;45;23;53;12;42;28;44;19;30;62;15;34;3;60;1;22;17;54;39;47;10;24;51;7;48;35;11;49;13;27;40;26;6;43;59;21;61;5;63;56;64;4;18;38;25;31;33;58;46;32;14;16;52;8;37;41
20;57;9;2;36;55;50;29;45;23;53;12;42;28;44;19;30;62;15;34;3;60;1;22;17;54;39;47;10;24;51;7;48;35;11;49;13;27;40;26;6;43;59;21;61;5;63;56;64;4;18;38;25;31;33;58;46;32;14;16;52;8;37;41;21;238
21;238;20;57;9;2;36;55;50;29;45;23;53;12;42;28;44;19;30;62;15;34;3;60;1;22;17;54;39;47;10;24;51;7;48;35;11;49;13;27;40;26;6;43;59;21;61;5;63;56;64;4;18;38;25;31;33;58;46;32;14;16;52;8;37;41
20;57;38;2;36;55;50;29;45;23;53;12;42;28;44;19;30;62;15;34;3;60;1;22;17;54;39;47;10;24;51;7;48;35;11;49;13;27;40;26;6;43;59;21;61;5;63;56;64;4;18;9;25;31;33;58;46;32;14;16;52;8;37;41;21;234
21;234;20;57;38;2;36;55;50;29;45;23;53;12;42;28;44;19;30;62;15;34;3;60;1;22;17;54;39;47;10;24;51;7;48;35;11;49;13;27;40;26;6;43;59;21;61;5;63;56;64;4;18;9;25;31;33;58;46;32;14;16;52;8;37;41
20;57;38;2;36;55;50;29;45;23;53;12;42;28;44;19;30;62;63;34;3;60;1;22;17;54;39;47;10;24;51;7;48;35;11;49;13;27;40;26;6;43;59;21;61;5;15;56;64;4;18;9;25;31;33;58;46;32;14;16;52;8;37;41;21;234
21;234;20;57;38;2;36;55;50;29;45;23;53;12;42;28;44;19;30;62;63;34;3;60;1;22;17;54;39;47;10;24;51;7;48;35;11;49;13;27;40;26;6;43;59;21;61;5;15;56;64;4;18;9;25;31;33;58;46;32;14;16;52;8;37;41
20;57;38;2;36;55;50;29;45;23;53;12;42;28;44;19;30;26;63;34;3;60;1;22;17;54;39;47;10;24;51;7;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;18;9;25;31;33;58;46;32;14;16;52;8;37;41;21;234
21;234;20;57;38;2;36;55;50;29;45;23;53;12;42;28;44;19;30;26;63;34;3;60;1;22;17;54;39;47;10;24;51;7;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;18;9;25;31;33;58;46;32;14;16;52;8;37;41
20;57;38;2;36;55;50;29;45;23;53;12;42;28;44;19;30;26;63;34;3;60;1;22;17;54;39;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;46;32;14;16;52;8;37;41;21;242
21;242;20;57;38;2;36;55;50;29;45;23;53;12;42;28;44;19;30;26;63;34;3;60;1;22;17;54;39;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;46;32;14;16;52;8;37;41
20;57;38;2;36;55;50;29;45;23;42;12;53;28;44;19;30;26;63;34;3;60;1;22;17;54;39;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;46;32;14;16;52;8;37;41;21;266
21;242;20;57;38;2;36;55;50;29;45;23;53;12;42;28;44;19;30;26;63;34;3;60;1;22;17;54;39;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;46;32;14;16;52;8;37;41
20;57;38;2;36;55;50;29;45;23;53;22;42;28;44;19;30;26;63;34;3;60;1;12;17;54;39;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;46;32;14;16;52;8;37;41;21;242
21;242;20;57;38;2;36;55;50;29;45;23;53;22;42;28;44;19;30;26;63;34;3;60;1;12;17;54;39;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;46;32;14;16;52;8;37;41
20;57;38;2;36;55;50;29;45;23;53;22;42;28;44;19;30;26;63;46;3;60;1;12;17;54;39;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;32;14;16;52;8;37;41;21;246
21;246;20;57;38;2;36;55;50;29;45;23;53;22;42;28;44;19;30;26;63;46;3;60;1;12;17;54;39;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;32;14;16;52;8;37;41
20;57;38;16;36;55;50;29;45;23;53;22;42;28;44;19;30;26;63;46;3;60;1;12;17;54;39;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;32;14;2;52;8;37;41;21;242
21;242;20;57;38;16;36;55;50;29;45;23;53;22;42;28;44;19;30;26;63;46;3;60;1;12;17;54;39;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;32;14;2;52;8;37;41
20;57;38;16;36;55;50;29;45;23;53;22;42;28;44;19;30;26;63;46;3;60;1;12;17;54;41;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;32;14;2;52;8;37;39;21;258
21;258;20;57;38;16;36;55;50;29;45;23;53;22;42;28;44;19;30;26;63;46;3;60;1;12;17;54;41;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;32;14;2;52;8;37;39
20;57;38;16;36;55;23;29;45;50;53;22;42;28;44;19;30;26;63;46;3;60;1;12;17;54;41;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;32;14;2;52;8;37;39;21;278
21;278;20;57;38;16;36;55;23;29;45;50;53;22;42;28;44;19;30;26;63;46;3;60;1;12;17;54;41;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;32;14;2;52;8;37;39
20;57;50;16;36;55;23;29;45;38;53;22;42;28;44;19;30;26;63;46;3;60;1;12;17;54;41;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;32;14;2;52;8;37;39;21;266
21;266;20;57;50;16;36;55;23;29;45;38;53;22;42;28;44;19;30;26;63;46;3;60;1;12;17;54;41;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;32;14;2;52;8;37;39
20;57;50;16;36;55;23;29;45;38;53;22;42;39;44;19;30;26;63;46;3;60;1;12;17;54;41;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;32;14;2;52;8;37;28;21;254
21;254;20;57;50;16;36;55;23;29;45;38;53;22;42;39;44;19;30;26;63;46;3;60;1;12;17;54;41;47;10;24;51;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;32;14;2;52;8;37;28
20;57;50;16;36;55;23;29;45;38;53;22;42;39;44;19;30;26;63;46;3;60;1;12;51;54;41;47;10;24;17;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;32;14;2;52;8;37;28;21;254
22;254;20;57;50;16;36;55;23;29;45;38;53;22;42;39;44;19;30;26;63;46;3;60;1;12;51;54;41;47;10;24;17;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;32;14;2;52;8;37;28
20;57;50;16;36;55;2;29;45;38;53;22;42;39;44;19;30;26;63;46;3;60;1;12;51;54;41;47;10;24;17;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;32;14;23;52;8;37;28;22;254
22;254;20;57;50;16;36;55;2;29;45;38;53;22;42;39;44;19;30;26;63;46;3;60;1;12;51;54;41;47;10;24;17;18;48;35;11;49;13;27;40;62;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;32;14;23;52;8;37;28
20;57;50;16;36;55;2;29;45;38;53;22;42;39;44;19;30;26;63;46;3;60;1;12;51;54;41;47;10;24;17;18;48;35;11;49;13;27;40;32;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;62;14;23;52;8;37;28;22;254
22;254;20;57;50;16;36;55;2;29;45;38;53;22;42;39;44;19;30;26;63;46;3;60;1;12;51;54;41;47;10;24;17;18;48;35;11;49;13;27;40;32;6;43;59;21;61;5;15;56;64;4;7;9;25;31;33;58;34;62;14;23;52;8;37;28
20;57;50;16;36;55;2;29;45;38;53;22;42;31;44;19;30;26;63;46;3;60;1;12;51;54;41;47;10;24;17;18;48;35;11;49;13;27;40;32;6;43;59;21;61;5;15;56;64;4;7;9;25;39;33;58;34;62;14;23;52;8;37;28;22;250
22;250;20;57;50;16;36;55;2;29;45;38;53;22;42;31;44;19;30;26;63;46;3;60;1;12;51;54;41;47;10;24;17;18;48;35;11;49;13;27;40;32;6;43;59;21;61;5;15;56;64;4;7;9;25;39;33;58;34;62;14;23;52;8;37;28
20;57;50;16;36;55;2;29;45;38;53;4;42;31;44;19;30;26;63;46;3;60;1;12;51;54;41;47;10;24;17;18;48;35;11;49;13;27;40;32;6;43;59;21;61;5;15;56;64;22;7;9;25;39;33;58;34;62;14;23;52;8;37;28;22;250
22;250;20;57;50;16;36;55;2;29;45;38;53;4;42;31;44;19;30;26;63;46;3;60;1;12;51;54;41;47;10;24;17;18;48;35;11;49;13;27;40;32;6;43;59;21;61;5;15;56;64;22;7;9;25;39;33;58;34;62;14;23;52;8;37;28
20;57;50;16;36;55;2;29;45;38;53;4;42;31;44;19;30;26;63;46;3;60;1;12;51;54;41;47;10;24;17;18;48;35;11;49;13;27;43;32;6;40;59;21;61;5;15;56;64;22;7;9;25;39;33;58;34;62;14;23;52;8;37;28;22;232
22;232;20;57;50;16;36;55;2;29;45;38;53;4;42;31;44;19;30;26;63;46;3;60;1;12;51;54;41;47;10;24;17;18;48;35;11;49;13;27;43;32;6;40;59;21;61;5;15;56;64;22;7;9;25;39;33;58;34;62;14;23;52;8;37;28
20;57;50;16;36;55;2;29;45;38;53;4;42;31;44;19;33;26;63;46;3;60;1;12;51;54;41;47;10;24;17;18;48;35;11;49;13;27;43;32;6;40;59;21;61;5;15;56;64;22;7;9;25;39;30;58;34;62;14;23;52;8;37;28;22;240
22;240;20;57;50;16;36;55;2;29;45;38;53;4;42;31;44;19;33;26;63;46;3;60;1;12;51;54;41;47;10;24;17;18;48;35;11;49;13;27;43;32;6;40;59;21;61;5;15;56;64;22;7;9;25;39;30;58;34;62;14;23;52;8;37;28
20;57;50;16;36;55;2;29;45;38;53;4;42;31;44;19;41;26;63;46;3;60;1;12;51;54;33;47;10;24;17;18;48;35;11;49;13;27;43;32;6;40;59;21;61;5;15;56;64;22;7;9;25;39;30;58;34;62;14;23;52;8;37;28;22;248
22;248;20;57;50;16;36;55;2;29;45;38;53;4;42;31;44;19;41;26;63;46;3;60;1;12;51;54;33;47;10;24;17;18;48;35;11;49;13;27;43;32;6;40;59;21;61;5;15;56;64;22;7;9;25;39;30;58;34;62;14;23;52;8;37;28
20;57;50;16;36;55;2;29;45;38;53;4;42;31;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;48;35;11;49;13;26;43;32;6;40;59;21;61;5;15;56;64;22;7;9;25;39;30;58;34;62;14;23;52;8;37;28;22;248
22;248;20;57;50;16;36;55;2;29;45;38;53;4;42;31;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;48;35;11;49;13;26;43;32;6;40;59;21;61;5;15;56;64;22;7;9;25;39;30;58;34;62;14;23;52;8;37;28
20;57;50;16;36;55;43;29;45;38;53;4;42;31;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;48;35;11;49;13;26;2;32;6;40;59;21;61;5;15;56;64;22;7;9;25;39;30;58;34;62;14;23;52;8;37;28;22;248
22;248;20;57;50;16;36;55;43;29;45;38;53;4;42;31;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;48;35;11;49;13;26;2;32;6;40;59;21;61;5;15;56;64;22;7;9;25;39;30;58;34;62;14;23;52;8;37;28
20;57;50;16;36;55;43;29;45;38;53;4;42;31;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;48;35;11;49;13;26;2;32;6;40;59;21;61;5;15;56;64;22;7;9;25;28;30;58;34;62;14;23;52;8;37;39;22;248
22;248;20;57;50;16;36;55;43;29;45;38;53;4;42;31;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;48;35;11;49;13;26;2;32;6;40;59;21;61;5;15;56;64;22;7;9;25;28;30;58;34;62;14;23;52;8;37;39
20;57;50;16;36;55;43;29;45;38;53;4;42;31;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;48;35;11;49;13;26;2;59;6;40;32;21;61;5;15;56;64;22;7;9;25;28;30;58;34;62;14;23;52;8;37;39;22;248
22;248;20;57;50;16;36;55;43;29;45;38;53;4;42;31;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;48;35;11;49;13;26;2;59;6;40;32;21;61;5;15;56;64;22;7;9;25;28;30;58;34;62;14;23;52;8;37;39
20;57;50;16;36;55;43;29;45;38;53;4;42;25;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;48;35;11;49;13;26;2;59;6;40;32;21;61;5;15;56;64;22;7;9;31;28;30;58;34;62;14;23;52;8;37;39;22;252
22;252;20;57;50;16;36;55;43;29;45;38;53;4;42;25;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;48;35;11;49;13;26;2;59;6;40;32;21;61;5;15;56;64;22;7;9;31;28;30;58;34;62;14;23;52;8;37;39
20;57;50;16;36;55;43;29;45;38;53;4;42;14;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;48;35;11;49;13;26;2;59;6;40;32;21;61;5;15;56;64;22;7;9;31;28;30;58;34;62;25;23;52;8;37;39;22;252
22;252;20;57;50;16;36;55;43;29;45;38;53;4;42;14;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;48;35;11;49;13;26;2;59;6;40;32;21;61;5;15;56;64;22;7;9;31;28;30;58;34;62;25;23;52;8;37;39
20;57;50;16;36;55;43;29;45;38;53;4;42;14;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;48;35;11;49;13;64;2;59;6;40;32;21;61;5;15;56;26;22;7;9;31;28;30;58;34;62;25;23;52;8;37;39;22;252
22;252;20;57;50;16;36;55;43;29;45;38;53;4;42;14;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;48;35;11;49;13;64;2;59;6;40;32;21;61;5;15;56;26;22;7;9;31;28;30;58;34;62;25;23;52;8;37;39
20;57;50;16;36;55;43;29;45;38;53;4;42;14;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;5;35;11;49;13;64;2;59;6;40;32;21;61;48;15;56;26;22;7;9;31;28;30;58;34;62;25;23;52;8;37;39;22;260
22;260;20;57;50;16;36;55;43;29;45;38;53;4;42;14;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;5;35;11;49;13;64;2;59;6;40;32;21;61;48;15;56;26;22;7;9;31;28;30;58;34;62;25;23;52;8;37;39
20;57;50;16;36;55;43;29;45;38;53;4;42;14;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;5;35;11;49;13;64;2;59;6;40;32;21;61;48;15;56;22;26;7;9;31;28;30;58;34;62;25;23;52;8;37;39;22;260
22;260;20;57;50;16;36;55;43;29;45;38;53;4;42;14;44;19;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;18;5;35;11;49;13;64;2;59;6;40;32;21;61;48;15;56;22;26;7;9;31;28;30;58;34;62;25;23;52;8;37;39
20;57;50;16;36;55;43;29;45;38;53;4;42;14;44;18;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;19;5;35;11;49;13;64;2;59;6;40;32;21;61;48;15;56;22;26;7;9;31;28;30;58;34;62;25;23;52;8;37;39;22;256
22;256;20;57;50;16;36;55;43;29;45;38;53;4;42;14;44;18;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;19;5;35;11;49;13;64;2;59;6;40;32;21;61;48;15;56;22;26;7;9;31;28;30;58;34;62;25;23;52;8;37;39
20;57;50;16;36;55;43;29;45;38;53;4;42;14;44;18;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;19;5;35;11;49;13;64;2;59;6;40;32;21;61;48;15;56;39;26;7;9;31;28;30;58;34;62;25;23;52;8;37;22;22;256
22;256;20;57;50;16;36;55;43;29;45;38;53;4;42;14;44;18;41;27;63;46;3;60;1;12;51;54;33;47;10;24;17;19;5;35;11;49;13;64;2;59;6;40;32;21;61;48;15;56;39;26;7;9;31;28;30;58;34;62;25;23;52;8;37;22
