"X1";"X234";"X7";"X1.1";"X27";"X45";"X39";"X46";"X25";"X58";"X19";"X42";"X14";"X22";"X54";"X34";"X33";"X15";"X55";"X20";"X62";"X36";"X64";"X4";"X56";"X12";"X40";"X13";"X41";"X47";"X44";"X43";"X10";"X5";"X6";"X18";"X35";"X57";"X30";"X53";"X26";"X23";"X37";"X59";"X63";"X8";"X28";"X2";"X48";"X60";"X52";"X24";"X29";"X51";"X38";"X61";"X49";"X16";"X11";"X50";"X17";"X21";"X32";"X9";"X31";"X3"
8;250;22;60;27;8;15;39;44;63;17;23;52;29;9;35;3;33;20;50;34;47;62;28;55;64;12;53;46;10;4;45;14;56;42;21;11;54;16;25;5;57;41;1;49;51;7;2;6;40;38;36;31;19;58;30;32;24;18;61;26;43;13;59;48;37
22;60;27;8;15;39;44;63;17;23;52;29;9;35;3;33;20;50;34;47;62;28;55;64;12;53;46;10;4;45;14;56;42;21;11;54;16;25;5;57;41;1;49;51;7;2;6;58;38;36;31;19;40;30;32;24;18;61;26;43;13;59;48;37;8;250
8;250;22;60;27;8;15;39;44;63;17;23;52;29;9;35;3;33;20;50;34;47;62;28;55;64;12;53;46;10;4;45;14;56;42;21;11;54;16;25;5;57;41;1;49;51;7;2;6;58;38;36;31;19;40;30;32;24;18;61;26;43;13;59;48;37
22;60;27;8;15;39;44;63;17;23;52;29;9;35;3;33;20;50;34;47;62;28;55;64;12;53;46;10;4;45;14;56;42;21;11;54;51;25;5;57;41;1;49;16;7;2;6;58;38;36;31;19;40;30;32;24;18;61;26;43;13;59;48;37;8;250
8;250;22;60;27;8;15;39;44;63;17;23;52;29;9;35;3;33;20;50;34;47;62;28;55;64;12;53;46;10;4;45;14;56;42;21;11;54;51;25;5;57;41;1;49;16;7;2;6;58;38;36;31;19;40;30;32;24;18;61;26;43;13;59;48;37
22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;34;47;62;28;55;64;12;53;46;10;4;45;14;56;42;21;11;54;51;25;5;57;41;1;49;16;7;2;6;58;38;36;31;19;40;30;32;24;18;61;26;43;13;59;48;37;8;250
8;250;22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;34;47;62;28;55;64;12;53;46;10;4;45;14;56;42;21;11;54;51;25;5;57;41;1;49;16;7;2;6;58;38;36;31;19;40;30;32;24;18;61;26;43;13;59;48;37
22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;34;47;62;28;55;64;12;53;46;10;4;45;14;56;42;21;11;54;51;25;5;24;41;1;49;16;7;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;13;59;48;37;8;250
8;250;22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;34;47;62;28;55;64;12;53;46;10;4;45;14;56;42;21;11;54;51;25;5;24;41;1;49;16;7;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;13;59;48;37
22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;34;47;62;28;55;64;12;53;46;10;4;45;14;56;42;21;11;54;51;25;5;59;41;1;49;16;7;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;13;24;48;37;8;250
8;250;22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;34;47;62;28;55;64;12;53;46;10;4;45;14;56;42;21;11;54;51;25;5;59;41;1;49;16;7;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;13;24;48;37
22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;55;64;12;53;46;10;4;45;14;56;34;21;11;54;51;25;5;59;41;1;49;16;7;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;13;24;48;37;8;264
8;264;22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;55;64;12;53;46;10;4;45;14;56;34;21;11;54;51;25;5;59;41;1;49;16;7;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;13;24;48;37
22;51;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;55;64;12;53;46;10;4;45;14;56;34;21;11;54;60;25;5;59;41;1;49;16;7;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;13;24;48;37;8;272
8;264;22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;55;64;12;53;46;10;4;45;14;56;34;21;11;54;51;25;5;59;41;1;49;16;7;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;13;24;48;37
22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;55;64;12;53;46;10;4;13;14;56;34;21;11;54;51;25;5;59;41;1;49;16;7;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;45;24;48;37;8;260
8;260;22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;55;64;12;53;46;10;4;13;14;56;34;21;11;54;51;25;5;59;41;1;49;16;7;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;45;24;48;37
22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;55;64;12;53;46;10;4;13;14;56;34;21;1;54;51;25;5;59;41;11;49;16;7;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;45;24;48;37;8;256
8;256;22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;55;64;12;53;46;10;4;13;14;56;34;21;1;54;51;25;5;59;41;11;49;16;7;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;45;24;48;37
22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;55;64;12;53;46;10;4;13;14;56;34;21;1;54;51;25;5;59;41;11;49;16;24;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;45;7;48;37;8;256
8;256;22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;55;64;12;53;46;10;4;13;14;56;34;21;1;54;51;25;5;59;41;11;49;16;24;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;45;7;48;37
22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;55;64;12;48;46;10;4;13;14;56;34;21;1;54;51;25;5;59;41;11;49;16;24;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;45;7;53;37;8;256
8;256;22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;55;64;12;48;46;10;4;13;14;56;34;21;1;54;51;25;5;59;41;11;49;16;24;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;45;7;53;37
22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;55;64;12;11;46;10;4;13;14;56;34;21;1;54;51;25;5;59;41;48;49;16;24;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;45;7;53;37;8;256
8;256;22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;55;64;12;11;46;10;4;13;14;56;34;21;1;54;51;25;5;59;41;48;49;16;24;2;6;58;38;36;31;19;40;30;32;57;18;61;26;43;45;7;53;37
22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;55;64;12;11;46;10;4;13;14;56;34;21;1;54;51;25;5;59;40;48;49;16;24;2;6;58;38;36;31;19;41;30;32;57;18;61;26;43;45;7;53;37;8;256
8;256;22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;55;64;12;11;46;10;4;13;14;56;34;21;1;54;51;25;5;59;40;48;49;16;24;2;6;58;38;36;31;19;41;30;32;57;18;61;26;43;45;7;53;37
22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;38;64;12;11;46;10;4;13;14;56;34;21;1;54;51;25;5;59;40;48;49;16;24;2;6;58;55;36;31;19;41;30;32;57;18;61;26;43;45;7;53;37;8;256
8;256;22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;62;28;38;64;12;11;46;10;4;13;14;56;34;21;1;54;51;25;5;59;40;48;49;16;24;2;6;58;55;36;31;19;41;30;32;57;18;61;26;43;45;7;53;37
22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;13;28;38;64;12;11;46;10;4;62;14;56;34;21;1;54;51;25;5;59;40;48;49;16;24;2;6;58;55;36;31;19;41;30;32;57;18;61;26;43;45;7;53;37;8;260
8;260;22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;13;28;38;64;12;11;46;10;4;62;14;56;34;21;1;54;51;25;5;59;40;48;49;16;24;2;6;58;55;36;31;19;41;30;32;57;18;61;26;43;45;7;53;37
22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;13;28;38;64;12;11;46;10;4;62;14;56;34;21;41;54;51;25;5;59;40;48;49;16;24;2;6;58;55;36;31;19;1;30;32;57;18;61;26;43;45;7;53;37;8;260
8;260;22;60;27;8;15;39;44;63;17;23;52;50;9;35;3;33;20;29;42;47;13;28;38;64;12;11;46;10;4;62;14;56;34;21;41;54;51;25;5;59;40;48;49;16;24;2;6;58;55;36;31;19;1;30;32;57;18;61;26;43;45;7;53;37
22;60;27;8;15;39;24;63;17;23;52;50;9;35;3;33;20;29;42;47;13;28;38;64;12;11;46;10;4;62;14;56;34;21;41;54;51;25;5;59;40;48;49;16;44;2;6;58;55;36;31;19;1;30;32;57;18;61;26;43;45;7;53;37;8;260
8;260;22;60;27;8;15;39;24;63;17;23;52;50;9;35;3;33;20;29;42;47;13;28;38;64;12;11;46;10;4;62;14;56;34;21;41;54;51;25;5;59;40;48;49;16;44;2;6;58;55;36;31;19;1;30;32;57;18;61;26;43;45;7;53;37
22;60;27;8;15;39;24;63;17;23;52;50;9;35;3;33;20;29;42;47;37;28;38;64;12;11;46;10;4;62;14;56;34;21;41;54;51;25;5;59;40;48;49;16;44;2;6;58;55;36;31;19;1;30;32;57;18;61;26;43;45;7;53;13;8;260
9;260;22;60;27;8;15;39;24;63;17;23;52;50;9;35;3;33;20;29;42;47;37;28;38;64;12;11;46;10;4;62;14;56;34;21;41;54;51;25;5;59;40;48;49;16;44;2;6;58;55;36;31;19;1;30;32;57;18;61;26;43;45;7;53;13
22;60;5;8;15;39;24;63;17;23;52;50;9;35;3;33;20;29;42;47;37;28;38;64;12;11;46;10;4;62;14;56;34;21;41;54;51;25;27;59;40;48;49;16;44;2;6;58;55;36;31;19;1;30;32;57;18;61;26;43;45;7;53;13;9;272
9;260;22;60;27;8;15;39;24;63;17;23;52;50;9;35;3;33;20;29;42;47;37;28;38;64;12;11;46;10;4;62;14;56;34;21;41;54;51;25;5;59;40;48;49;16;44;2;6;58;55;36;31;19;1;30;32;57;18;61;26;43;45;7;53;13
22;60;27;8;15;39;24;63;17;23;52;50;9;35;3;33;20;29;42;47;37;28;38;64;1;11;46;10;4;62;14;56;34;21;41;54;51;25;5;59;40;48;49;16;44;2;6;58;55;36;31;19;12;30;32;57;18;61;26;43;45;7;53;13;9;260
9;260;22;60;27;8;15;39;24;63;17;23;52;50;9;35;3;33;20;29;42;47;37;28;38;64;1;11;46;10;4;62;14;56;34;21;41;54;51;25;5;59;40;48;49;16;44;2;6;58;55;36;31;19;12;30;32;57;18;61;26;43;45;7;53;13
22;60;27;8;15;39;24;63;17;23;52;50;9;35;3;33;20;29;42;47;37;28;38;64;1;11;46;10;4;62;14;43;34;21;41;54;51;25;5;59;40;48;49;16;44;2;6;58;55;36;31;19;12;30;32;57;18;61;26;56;45;7;53;13;9;256
9;256;22;60;27;8;15;39;24;63;17;23;52;50;9;35;3;33;20;29;42;47;37;28;38;64;1;11;46;10;4;62;14;43;34;21;41;54;51;25;5;59;40;48;49;16;44;2;6;58;55;36;31;19;12;30;32;57;18;61;26;56;45;7;53;13
61;60;27;8;15;39;24;63;17;23;52;50;9;35;3;33;20;29;42;47;37;28;38;64;1;11;46;10;4;62;14;43;34;21;41;54;51;25;5;59;40;48;49;16;44;2;6;58;55;36;31;19;12;30;32;57;18;22;26;56;45;7;53;13;9;256
9;256;61;60;27;8;15;39;24;63;17;23;52;50;9;35;3;33;20;29;42;47;37;28;38;64;1;11;46;10;4;62;14;43;34;21;41;54;51;25;5;59;40;48;49;16;44;2;6;58;55;36;31;19;12;30;32;57;18;22;26;56;45;7;53;13
61;60;27;8;15;39;24;63;17;23;52;50;9;35;3;33;20;25;42;47;37;28;38;64;1;11;46;10;4;62;14;43;34;21;41;54;51;29;5;59;40;48;49;16;44;2;6;58;55;36;31;19;12;30;32;57;18;22;26;56;45;7;53;13;9;256
9;256;61;60;27;8;15;39;24;63;17;23;52;50;9;35;3;33;20;25;42;47;37;28;38;64;1;11;46;10;4;62;14;43;34;21;41;54;51;29;5;59;40;48;49;16;44;2;6;58;55;36;31;19;12;30;32;57;18;22;26;56;45;7;53;13
61;60;27;8;15;39;24;63;17;23;52;50;9;35;3;33;20;25;42;47;37;28;38;64;1;11;46;10;4;2;14;43;34;21;41;54;51;29;5;59;40;48;49;16;44;62;6;58;55;36;31;19;12;30;32;57;18;22;26;56;45;7;53;13;9;260
9;260;61;60;27;8;15;39;24;63;17;23;52;50;9;35;3;33;20;25;42;47;37;28;38;64;1;11;46;10;4;2;14;43;34;21;41;54;51;29;5;59;40;48;49;16;44;62;6;58;55;36;31;19;12;30;32;57;18;22;26;56;45;7;53;13
61;60;51;8;15;39;24;63;17;23;52;50;9;35;3;33;20;25;42;47;37;28;38;64;1;11;46;10;4;2;14;43;34;21;41;54;27;29;5;59;40;48;49;16;44;62;6;58;55;36;31;19;12;30;32;57;18;22;26;56;45;7;53;13;9;268
9;268;61;60;51;8;15;39;24;63;17;23;52;50;9;35;3;33;20;25;42;47;37;28;38;64;1;11;46;10;4;2;14;43;34;21;41;54;27;29;5;59;40;48;49;16;44;62;6;58;55;36;31;19;12;30;32;57;18;22;26;56;45;7;53;13
61;60;51;8;19;39;24;63;17;23;52;50;9;35;3;33;20;25;42;47;37;28;38;64;1;11;46;10;4;2;14;43;34;21;41;54;27;29;5;59;40;48;49;16;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;45;7;53;13;9;268
9;268;61;60;51;8;19;39;24;63;17;23;52;50;9;35;3;33;20;25;42;47;37;28;38;64;1;11;46;10;4;2;14;43;34;21;41;54;27;29;5;59;40;48;49;16;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;45;7;53;13
61;60;51;63;19;39;24;8;17;23;52;50;9;35;3;33;20;25;42;47;37;28;38;64;1;11;46;10;4;2;14;43;34;21;41;54;27;29;5;59;40;48;49;16;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;45;7;53;13;9;260
9;260;61;60;51;63;19;39;24;8;17;23;52;50;9;35;3;33;20;25;42;47;37;28;38;64;1;11;46;10;4;2;14;43;34;21;41;54;27;29;5;59;40;48;49;16;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;45;7;53;13
61;60;51;63;19;39;24;8;17;23;52;50;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;14;43;34;21;41;54;27;37;5;59;40;48;49;16;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;45;7;53;13;9;260
9;260;61;60;51;63;19;39;24;8;17;23;52;50;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;14;43;34;21;41;54;27;37;5;59;40;48;49;16;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;45;7;53;13
61;60;51;63;19;39;24;8;17;23;52;50;9;29;3;33;20;25;42;47;35;28;38;64;1;11;46;10;4;2;14;43;34;21;41;54;27;37;5;59;40;48;49;16;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;45;7;53;13;9;276
9;260;61;60;51;63;19;39;24;8;17;23;52;50;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;14;43;34;21;41;54;27;37;5;59;40;48;49;16;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;45;7;53;13
61;60;51;63;19;39;24;8;17;23;40;50;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;14;43;34;21;41;54;27;37;5;59;52;48;49;16;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;45;7;53;13;9;256
9;256;61;60;51;63;19;39;24;8;17;23;40;50;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;14;43;34;21;41;54;27;37;5;59;52;48;49;16;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;45;7;53;13
61;60;51;63;19;5;24;8;17;23;40;50;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;14;43;34;21;41;54;27;37;39;59;52;48;49;16;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;45;7;53;13;9;264
9;264;61;60;51;63;19;5;24;8;17;23;40;50;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;14;43;34;21;41;54;27;37;39;59;52;48;49;16;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;45;7;53;13
61;60;51;63;19;5;24;8;17;23;40;50;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;14;43;34;21;41;13;27;37;39;59;52;48;49;16;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;45;7;53;54;9;264
9;264;61;60;51;63;19;5;24;8;17;23;40;50;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;14;43;34;21;41;13;27;37;39;59;52;48;49;16;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;45;7;53;54
61;60;51;63;19;5;24;8;17;23;40;50;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;14;43;34;21;41;16;27;37;39;59;52;48;49;13;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;45;7;53;54;9;272
9;264;61;60;51;63;19;5;24;8;17;23;40;50;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;14;43;34;21;41;13;27;37;39;59;52;48;49;16;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;45;7;53;54
61;60;51;63;19;5;24;8;17;23;40;50;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;45;43;34;21;41;13;27;37;39;59;52;48;49;16;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;14;7;53;54;9;264
9;264;61;60;51;63;19;5;24;8;17;23;40;50;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;45;43;34;21;41;13;27;37;39;59;52;48;49;16;44;62;6;58;55;36;31;15;12;30;32;57;18;22;26;56;14;7;53;54
61;60;51;63;19;5;24;30;17;23;40;50;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;45;43;34;21;41;13;27;37;39;59;52;48;49;16;44;62;6;58;55;36;31;15;12;8;32;57;18;22;26;56;14;7;53;54;9;280
9;280;61;60;51;63;19;5;24;30;17;23;40;50;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;45;43;34;21;41;13;27;37;39;59;52;48;49;16;44;62;6;58;55;36;31;15;12;8;32;57;18;22;26;56;14;7;53;54
61;60;51;63;19;5;24;30;17;23;40;50;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;45;43;34;21;41;13;27;37;39;59;18;48;49;16;44;62;6;58;55;36;31;15;12;8;32;57;52;22;26;56;14;7;53;54;9;280
9;280;61;60;51;63;19;5;24;30;17;23;40;50;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;45;43;34;21;41;13;27;37;39;59;18;48;49;16;44;62;6;58;55;36;31;15;12;8;32;57;52;22;26;56;14;7;53;54
61;60;51;63;19;5;24;30;17;23;40;49;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;45;43;34;21;41;13;27;37;39;59;18;48;50;16;44;62;6;58;55;36;31;15;12;8;32;57;52;22;26;56;14;7;53;54;9;280
9;280;61;60;51;63;19;5;24;30;17;23;40;49;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;45;43;34;21;41;13;27;37;39;59;18;48;50;16;44;62;6;58;55;36;31;15;12;8;32;57;52;22;26;56;14;7;53;54
61;60;51;63;19;5;24;30;17;31;40;49;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;45;43;34;21;41;13;27;37;39;59;18;48;50;16;44;62;6;58;55;36;23;15;12;8;32;57;52;22;26;56;14;7;53;54;9;276
10;276;61;60;51;63;19;5;24;30;17;31;40;49;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;45;43;34;21;41;13;27;37;39;59;18;48;50;16;44;62;6;58;55;36;23;15;12;8;32;57;52;22;26;56;14;7;53;54
61;60;51;63;19;5;24;30;17;31;40;49;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;45;43;34;21;41;13;27;37;39;7;18;48;50;16;44;62;6;58;55;36;23;15;12;8;32;57;52;22;26;56;14;59;53;54;10;276
10;276;61;60;51;63;19;5;24;30;17;31;40;49;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;45;43;34;21;41;13;27;37;39;7;18;48;50;16;44;62;6;58;55;36;23;15;12;8;32;57;52;22;26;56;14;59;53;54
61;60;51;63;19;5;24;30;17;31;40;49;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;45;43;34;21;41;13;27;37;39;7;18;48;50;16;23;62;6;58;55;36;44;15;12;8;32;57;52;22;26;56;14;59;53;54;10;276
10;276;61;60;51;63;19;5;24;30;17;31;40;49;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;45;43;34;21;41;13;27;37;39;7;18;48;50;16;23;62;6;58;55;36;44;15;12;8;32;57;52;22;26;56;14;59;53;54
61;60;51;63;19;5;24;30;17;31;40;49;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;37;43;34;21;41;13;27;45;39;7;18;48;50;16;23;62;6;58;55;36;44;15;12;8;32;57;52;22;26;56;14;59;53;54;10;276
10;276;61;60;51;63;19;5;24;30;17;31;40;49;9;35;3;33;20;25;42;47;29;28;38;64;1;11;46;10;4;2;37;43;34;21;41;13;27;45;39;7;18;48;50;16;23;62;6;58;55;36;44;15;12;8;32;57;52;22;26;56;14;59;53;54
61;60;51;63;19;5;24;30;17;31;40;49;9;35;3;33;20;25;42;2;29;28;38;64;1;11;46;10;4;47;37;43;34;21;41;13;27;45;39;7;18;48;50;16;23;62;6;58;55;36;44;15;12;8;32;57;52;22;26;56;14;59;53;54;10;298
10;298;61;60;51;63;19;5;24;30;17;31;40;49;9;35;3;33;20;25;42;2;29;28;38;64;1;11;46;10;4;47;37;43;34;21;41;13;27;45;39;7;18;48;50;16;23;62;6;58;55;36;44;15;12;8;32;57;52;22;26;56;14;59;53;54
61;60;51;63;19;2;24;30;17;31;40;49;9;35;3;33;20;25;42;5;29;28;38;64;1;11;46;10;4;47;37;43;34;21;41;13;27;45;39;7;18;48;50;16;23;62;6;58;55;36;44;15;12;8;32;57;52;22;26;56;14;59;53;54;10;286
10;286;61;60;51;63;19;2;24;30;17;31;40;49;9;35;3;33;20;25;42;5;29;28;38;64;1;11;46;10;4;47;37;43;34;21;41;13;27;45;39;7;18;48;50;16;23;62;6;58;55;36;44;15;12;8;32;57;52;22;26;56;14;59;53;54
61;60;51;63;19;2;24;30;17;31;40;49;9;35;3;33;20;25;42;5;29;28;38;55;1;11;46;10;4;47;37;43;34;21;41;13;27;45;39;7;18;48;50;16;23;62;6;58;64;36;44;15;12;8;32;57;52;22;26;56;14;59;53;54;10;286
10;286;61;60;51;63;19;2;24;30;17;31;40;49;9;35;3;33;20;25;42;5;29;28;38;55;1;11;46;10;4;47;37;43;34;21;41;13;27;45;39;7;18;48;50;16;23;62;6;58;64;36;44;15;12;8;32;57;52;22;26;56;14;59;53;54
61;60;51;63;19;2;24;30;17;31;40;49;9;35;3;33;20;25;42;5;29;28;38;55;1;11;46;10;4;47;37;43;34;21;41;13;27;45;39;7;18;15;50;16;23;62;6;58;64;36;44;48;12;8;32;57;52;22;26;56;14;59;53;54;10;286
10;286;61;60;51;63;19;2;24;30;17;31;40;49;9;35;3;33;20;25;42;5;29;28;38;55;1;11;46;10;4;47;37;43;34;21;41;13;27;45;39;7;18;15;50;16;23;62;6;58;64;36;44;48;12;8;32;57;52;22;26;56;14;59;53;54
61;60;51;63;19;2;24;30;17;31;40;49;9;35;3;33;20;25;42;5;29;28;38;55;1;11;46;10;4;47;37;43;34;21;41;13;27;45;39;7;18;15;50;16;23;62;6;58;64;36;44;48;12;8;32;54;52;22;26;56;14;59;53;57;10;286
10;286;61;60;51;63;19;2;24;30;17;31;40;49;9;35;3;33;20;25;42;5;29;28;38;55;1;11;46;10;4;47;37;43;34;21;41;13;27;45;39;7;18;15;50;16;23;62;6;58;64;36;44;48;12;8;32;54;52;22;26;56;14;59;53;57
61;60;51;63;19;2;24;30;17;31;40;49;9;35;3;33;20;25;42;5;29;28;38;55;1;11;46;10;4;47;37;43;34;21;41;13;27;56;39;7;18;15;50;16;23;62;6;58;64;36;44;48;12;8;32;54;52;22;26;45;14;59;53;57;10;286
10;286;61;60;51;63;19;2;24;30;17;31;40;49;9;35;3;33;20;25;42;5;29;28;38;55;1;11;46;10;4;47;37;43;34;21;41;13;27;56;39;7;18;15;50;16;23;62;6;58;64;36;44;48;12;8;32;54;52;22;26;45;14;59;53;57
61;60;51;63;19;2;24;30;17;31;40;49;9;35;3;33;20;25;42;5;29;28;38;55;1;11;46;10;4;47;37;45;34;21;41;13;27;56;39;7;18;15;50;16;23;62;6;58;64;36;44;48;12;8;32;54;52;22;26;43;14;59;53;57;10;286
10;286;61;60;51;63;19;2;24;30;17;31;40;49;9;35;3;33;20;25;42;5;29;28;38;55;1;11;46;10;4;47;37;45;34;21;41;13;27;56;39;7;18;15;50;16;23;62;6;58;64;36;44;48;12;8;32;54;52;22;26;43;14;59;53;57
61;60;51;63;19;2;24;30;17;31;40;49;62;35;3;33;20;25;42;5;29;28;38;55;1;11;46;10;4;47;37;45;34;21;41;13;27;56;39;7;18;15;50;16;23;9;6;58;64;36;44;48;12;8;32;54;52;22;26;43;14;59;53;57;10;274
10;274;61;60;51;63;19;2;24;30;17;31;40;49;62;35;3;33;20;25;42;5;29;28;38;55;1;11;46;10;4;47;37;45;34;21;41;13;27;56;39;7;18;15;50;16;23;9;6;58;64;36;44;48;12;8;32;54;52;22;26;43;14;59;53;57
61;5;51;63;19;2;24;30;17;31;40;49;62;35;3;33;20;25;42;60;29;28;38;55;1;11;46;10;4;47;37;45;34;21;41;13;27;56;39;7;18;15;50;16;23;9;6;58;64;36;44;48;12;8;32;54;52;22;26;43;14;59;53;57;10;270
10;270;61;5;51;63;19;2;24;30;17;31;40;49;62;35;3;33;20;25;42;60;29;28;38;55;1;11;46;10;4;47;37;45;34;21;41;13;27;56;39;7;18;15;50;16;23;9;6;58;64;36;44;48;12;8;32;54;52;22;26;43;14;59;53;57
61;5;51;63;19;2;24;30;17;31;40;49;62;35;3;25;20;33;42;60;29;28;38;55;1;11;46;10;4;47;37;45;34;21;41;13;27;56;39;7;18;15;50;16;23;9;6;58;64;36;44;48;12;8;32;54;52;22;26;43;14;59;53;57;10;270
10;270;61;5;51;63;19;2;24;30;17;31;40;49;62;35;3;25;20;33;42;60;29;28;38;55;1;11;46;10;4;47;37;45;34;21;41;13;27;56;39;7;18;15;50;16;23;9;6;58;64;36;44;48;12;8;32;54;52;22;26;43;14;59;53;57
61;5;51;63;19;2;24;30;17;31;40;49;62;35;3;25;20;33;42;60;29;28;38;55;1;11;46;10;4;21;37;45;34;47;41;13;27;56;39;7;18;15;50;16;23;9;6;58;64;36;44;48;12;8;32;54;52;22;26;43;14;59;53;57;10;270
