"X1";"X270";"X24";"X48";"X43";"X34";"X52";"X47";"X17";"X16";"X5";"X60";"X20";"X13";"X57";"X7";"X19";"X3";"X35";"X58";"X22";"X53";"X38";"X8";"X64";"X54";"X50";"X6";"X23";"X46";"X36";"X40";"X44";"X33";"X27";"X15";"X25";"X49";"X37";"X30";"X1.1";"X28";"X31";"X26";"X29";"X12";"X55";"X21";"X39";"X51";"X14";"X11";"X2";"X9";"X42";"X32";"X59";"X18";"X62";"X45";"X56";"X4";"X41";"X63";"X10";"X61"
9;262;8;49;44;59;27;22;5;54;11;33;35;57;36;4;17;7;1;14;2;18;64;15;25;51;32;52;12;21;19;48;61;16;20;28;42;6;56;62;29;23;39;3;43;10;47;58;31;60;24;38;30;26;34;45;41;53;63;37;50;55;40;46;13;9
8;49;44;59;27;22;5;54;11;33;35;57;36;4;17;7;1;14;2;18;64;15;25;51;24;52;12;21;19;48;61;16;20;28;42;6;56;62;29;23;39;3;43;10;47;58;31;60;32;38;30;26;34;45;41;53;63;37;50;55;40;46;13;9;9;262
9;262;8;49;44;59;27;22;5;54;11;33;35;57;36;4;17;7;1;14;2;18;64;15;25;51;24;52;12;21;19;48;61;16;20;28;42;6;56;62;29;23;39;3;43;10;47;58;31;60;32;38;30;26;34;45;41;53;63;37;50;55;40;46;13;9
8;49;44;59;27;22;5;54;11;33;35;57;36;4;17;7;1;50;2;18;64;15;25;51;24;52;12;21;19;48;61;16;20;28;42;6;56;62;29;23;39;3;43;10;47;58;31;60;32;38;30;26;34;45;41;53;63;37;14;55;40;46;13;9;9;262
9;262;8;49;44;59;27;22;5;54;11;33;35;57;36;4;17;7;1;50;2;18;64;15;25;51;24;52;12;21;19;48;61;16;20;28;42;6;56;62;29;23;39;3;43;10;47;58;31;60;32;38;30;26;34;45;41;53;63;37;14;55;40;46;13;9
8;49;44;59;27;22;5;54;11;33;35;57;36;4;17;7;1;14;2;18;64;15;25;51;24;52;12;21;19;48;61;16;20;28;42;6;56;62;29;23;39;3;43;10;47;58;31;60;32;38;30;26;34;45;41;53;63;37;50;55;40;46;13;9;9;262
9;262;8;49;44;59;27;22;5;54;11;33;35;57;36;4;17;7;1;14;2;18;64;15;25;51;24;52;12;21;19;48;61;16;20;28;42;6;56;62;29;23;39;3;43;10;47;58;31;60;32;38;30;26;34;45;41;53;63;37;50;55;40;46;13;9
8;49;44;59;27;22;5;54;11;33;35;57;36;4;17;7;1;14;2;18;64;15;10;51;24;52;12;21;19;48;61;16;20;28;42;6;56;62;29;23;39;3;43;25;47;58;31;60;32;38;30;26;34;45;41;53;63;37;50;55;40;46;13;9;9;266
10;266;8;49;44;59;27;22;5;54;11;33;35;57;36;4;17;7;1;14;2;18;64;15;10;51;24;52;12;21;19;48;61;16;20;28;42;6;56;62;29;23;39;3;43;25;47;58;31;60;32;38;30;26;34;45;41;53;63;37;50;55;40;46;13;9
8;49;44;59;27;22;5;54;11;33;28;57;36;4;17;7;1;14;2;18;64;15;10;51;24;52;12;21;19;48;61;16;20;35;42;6;56;62;29;23;39;3;43;25;47;58;31;60;32;38;30;26;34;45;41;53;63;37;50;55;40;46;13;9;10;266
10;266;8;49;44;59;27;22;5;54;11;33;28;57;36;4;17;7;1;14;2;18;64;15;10;51;24;52;12;21;19;48;61;16;20;35;42;6;56;62;29;23;39;3;43;25;47;58;31;60;32;38;30;26;34;45;41;53;63;37;50;55;40;46;13;9
8;49;44;59;27;22;5;54;11;33;28;57;36;4;17;7;1;14;2;18;64;15;10;51;24;52;12;21;19;48;61;16;20;31;42;6;56;62;29;23;39;3;43;25;47;58;35;60;32;38;30;26;34;45;41;53;63;37;50;55;40;46;13;9;10;266
10;266;8;49;44;59;27;22;5;54;11;33;28;57;36;4;17;7;1;14;2;18;64;15;10;51;24;52;12;21;19;48;61;16;20;31;42;6;56;62;29;23;39;3;43;25;47;58;35;60;32;38;30;26;34;45;41;53;63;37;50;55;40;46;13;9
8;49;44;59;27;22;5;54;11;33;28;57;36;30;17;7;1;14;2;18;64;15;10;51;24;52;12;21;19;48;61;16;20;31;42;6;56;62;29;23;39;3;43;25;47;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;46;13;9;10;262
10;262;8;49;44;59;27;22;5;54;11;33;28;57;36;30;17;7;1;14;2;18;64;15;10;51;24;52;12;21;19;48;61;16;20;31;42;6;56;62;29;23;39;3;43;25;47;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;46;13;9
8;49;44;59;27;22;5;54;11;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;24;52;12;21;19;48;61;16;20;31;42;6;56;62;29;23;39;3;43;30;47;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;46;13;9;10;258
10;258;8;49;44;59;27;22;5;54;11;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;24;52;12;21;19;48;61;16;20;31;42;6;56;62;29;23;39;3;43;30;47;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;46;13;9
8;49;44;59;27;22;5;54;19;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;24;52;12;21;11;48;61;16;20;31;42;6;56;62;29;23;39;3;43;30;47;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;46;13;9;10;258
10;258;8;49;44;59;27;22;5;54;19;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;24;52;12;21;11;48;61;16;20;31;42;6;56;62;29;23;39;3;43;30;47;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;46;13;9
8;49;44;59;27;22;56;54;19;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;24;52;12;21;11;48;61;16;20;31;42;6;5;62;29;23;39;3;43;30;47;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;46;13;9;10;246
10;246;8;49;44;59;27;22;56;54;19;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;24;52;12;21;11;48;61;16;20;31;42;6;5;62;29;23;39;3;43;30;47;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;46;13;9
8;5;44;59;27;22;56;54;19;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;24;52;12;21;11;48;61;16;20;31;42;6;49;62;29;23;39;3;43;30;47;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;46;13;9;10;238
10;238;8;5;44;59;27;22;56;54;19;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;24;52;12;21;11;48;61;16;20;31;42;6;49;62;29;23;39;3;43;30;47;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;46;13;9
8;5;44;59;27;22;56;54;19;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;24;52;12;21;29;48;61;16;20;31;42;6;49;62;11;23;39;3;43;30;47;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;46;13;9;10;220
10;220;8;5;44;59;27;22;56;54;19;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;24;52;12;21;29;48;61;16;20;31;42;6;49;62;11;23;39;3;43;30;47;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;46;13;9
8;46;44;59;27;22;56;54;19;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;24;52;12;21;29;48;61;16;20;31;42;6;49;62;11;23;39;3;43;30;47;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;5;13;9;10;220
10;220;8;46;44;59;27;22;56;54;19;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;24;52;12;21;29;48;61;16;20;31;42;6;49;62;11;23;39;3;43;30;47;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;5;13;9
8;46;44;24;27;22;56;54;19;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;59;52;12;21;29;48;61;16;20;31;42;6;49;62;11;23;39;3;43;30;47;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;5;13;9;10;220
10;220;8;46;44;24;27;22;56;54;19;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;59;52;12;21;29;48;61;16;20;31;42;6;49;62;11;23;39;3;43;30;47;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;5;13;9
8;46;44;24;27;22;56;54;19;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;59;52;12;21;29;48;61;16;20;31;42;6;47;62;11;23;39;3;43;30;49;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;5;13;9;10;256
10;256;8;46;44;24;27;22;56;54;19;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;59;52;12;21;29;48;61;16;20;31;42;6;47;62;11;23;39;3;43;30;49;58;35;60;32;38;4;26;34;45;41;53;63;37;50;55;40;5;13;9
8;46;44;24;27;22;56;54;19;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;59;52;50;21;29;48;61;16;20;31;42;6;47;62;11;23;39;3;43;30;49;58;35;60;32;38;4;26;34;45;41;53;63;37;12;55;40;5;13;9;10;276
10;276;8;46;44;24;27;22;56;54;19;33;28;57;36;25;17;7;1;14;2;18;64;15;10;51;59;52;50;21;29;48;61;16;20;31;42;6;47;62;11;23;39;3;43;30;49;58;35;60;32;38;4;26;34;45;41;53;63;37;12;55;40;5;13;9
8;46;44;28;27;22;56;54;19;33;24;57;36;25;17;7;1;14;2;18;64;15;10;51;59;52;50;21;29;48;61;16;20;31;42;6;47;62;11;23;39;3;43;30;49;58;35;60;32;38;4;26;34;45;41;53;63;37;12;55;40;5;13;9;10;276
10;276;8;46;44;28;27;22;56;54;19;33;24;57;36;25;17;7;1;14;2;18;64;15;10;51;59;52;50;21;29;48;61;16;20;31;42;6;47;62;11;23;39;3;43;30;49;58;35;60;32;38;4;26;34;45;41;53;63;37;12;55;40;5;13;9
8;46;44;28;27;22;56;54;19;33;24;57;36;25;17;7;1;14;2;18;64;15;10;51;59;52;50;21;29;48;61;16;20;9;42;6;47;62;11;23;39;3;43;30;49;58;35;60;32;38;4;26;34;45;41;53;63;37;12;55;40;5;13;31;10;276
10;276;8;46;44;28;27;22;56;54;19;33;24;57;36;25;17;7;1;14;2;18;64;15;10;51;59;52;50;21;29;48;61;16;20;9;42;6;47;62;11;23;39;3;43;30;49;58;35;60;32;38;4;26;34;45;41;53;63;37;12;55;40;5;13;31
8;46;44;28;27;22;56;54;19;33;24;57;36;25;17;7;1;14;2;18;64;15;10;51;59;52;50;21;29;48;61;16;20;9;42;6;3;62;11;23;39;47;43;30;49;58;35;60;32;38;4;26;34;45;41;53;63;37;12;55;40;5;13;31;10;256
10;256;8;46;44;28;27;22;56;54;19;33;24;57;36;25;17;7;1;14;2;18;64;15;10;51;59;52;50;21;29;48;61;16;20;9;42;6;3;62;11;23;39;47;43;30;49;58;35;60;32;38;4;26;34;45;41;53;63;37;12;55;40;5;13;31
8;46;44;28;27;22;56;54;19;33;24;57;36;15;17;7;1;14;2;18;64;25;10;51;59;52;50;21;29;48;61;16;20;9;42;6;3;62;11;23;39;47;43;30;49;58;35;60;32;38;4;26;34;45;41;53;63;37;12;55;40;5;13;31;10;282
10;282;8;46;44;28;27;22;56;54;19;33;24;57;36;15;17;7;1;14;2;18;64;25;10;51;59;52;50;21;29;48;61;16;20;9;42;6;3;62;11;23;39;47;43;30;49;58;35;60;32;38;4;26;34;45;41;53;63;37;12;55;40;5;13;31
8;46;44;28;27;22;56;54;19;33;24;57;36;15;17;7;1;14;2;18;64;25;10;51;59;52;50;21;29;48;61;16;20;9;42;6;3;62;11;23;39;26;43;30;49;58;35;60;32;38;4;47;34;45;41;53;63;37;12;55;40;5;13;31;10;282
10;282;8;46;44;28;27;22;56;54;19;33;24;57;36;15;17;7;1;14;2;18;64;25;10;51;59;52;50;21;29;48;61;16;20;9;42;6;3;62;11;23;39;26;43;30;49;58;35;60;32;38;4;47;34;45;41;53;63;37;12;55;40;5;13;31
8;46;44;28;27;22;56;54;19;33;24;57;36;15;17;7;1;14;34;18;64;25;10;51;59;52;50;21;29;48;61;16;20;9;42;6;3;62;11;23;39;26;43;30;49;58;35;60;32;38;4;47;2;45;41;53;63;37;12;55;40;5;13;31;10;290
10;290;8;46;44;28;27;22;56;54;19;33;24;57;36;15;17;7;1;14;34;18;64;25;10;51;59;52;50;21;29;48;61;16;20;9;42;6;3;62;11;23;39;26;43;30;49;58;35;60;32;38;4;47;2;45;41;53;63;37;12;55;40;5;13;31
8;46;44;28;27;22;56;54;49;33;24;57;36;15;17;7;1;14;34;18;64;25;10;51;59;52;50;21;29;48;61;16;20;9;42;6;3;62;11;23;39;26;43;30;19;58;35;60;32;38;4;47;2;45;41;53;63;37;12;55;40;5;13;31;10;290
10;290;8;46;44;28;27;22;56;54;49;33;24;57;36;15;17;7;1;14;34;18;64;25;10;51;59;52;50;21;29;48;61;16;20;9;42;6;3;62;11;23;39;26;43;30;19;58;35;60;32;38;4;47;2;45;41;53;63;37;12;55;40;5;13;31
8;46;44;28;27;22;56;54;49;33;24;57;36;29;17;7;1;14;34;18;64;25;10;51;59;52;50;21;15;48;61;16;20;9;42;6;3;62;11;23;39;26;43;30;19;58;35;60;32;38;4;47;2;45;41;53;63;37;12;55;40;5;13;31;10;266
11;266;8;46;44;28;27;22;56;54;49;33;24;57;36;29;17;7;1;14;34;18;64;25;10;51;59;52;50;21;15;48;61;16;20;9;42;6;3;62;11;23;39;26;43;30;19;58;35;60;32;38;4;47;2;45;41;53;63;37;12;55;40;5;13;31
8;46;44;3;27;22;56;54;49;33;24;57;36;29;17;7;1;14;34;18;64;25;10;51;59;52;50;21;15;48;61;16;20;9;42;6;28;62;11;23;39;26;43;30;19;58;35;60;32;38;4;47;2;45;41;53;63;37;12;55;40;5;13;31;11;258
11;258;8;46;44;3;27;22;56;54;49;33;24;57;36;29;17;7;1;14;34;18;64;25;10;51;59;52;50;21;15;48;61;16;20;9;42;6;28;62;11;23;39;26;43;30;19;58;35;60;32;38;4;47;2;45;41;53;63;37;12;55;40;5;13;31
8;46;44;3;27;22;56;54;49;33;24;57;36;29;17;7;1;14;34;18;64;25;10;51;15;52;50;21;59;48;61;16;20;9;42;6;28;62;11;23;39;26;43;30;19;58;35;60;32;38;4;47;2;45;41;53;63;37;12;55;40;5;13;31;11;258
11;258;8;46;44;3;27;22;56;54;49;33;24;57;36;29;17;7;1;14;34;18;64;25;10;51;15;52;50;21;59;48;61;16;20;9;42;6;28;62;11;23;39;26;43;30;19;58;35;60;32;38;4;47;2;45;41;53;63;37;12;55;40;5;13;31
8;46;44;3;27;22;56;54;49;33;24;57;36;29;17;7;1;14;34;18;64;25;10;51;15;52;50;21;59;48;61;16;20;9;42;6;28;62;11;23;39;26;53;30;19;58;35;60;32;38;4;47;2;45;41;43;63;37;12;55;40;5;13;31;11;258
11;258;8;46;44;3;27;22;56;54;49;33;24;57;36;29;17;7;1;14;34;18;64;25;10;51;15;52;50;21;59;48;61;16;20;9;42;6;28;62;11;23;39;26;53;30;19;58;35;60;32;38;4;47;2;45;41;43;63;37;12;55;40;5;13;31
8;46;44;3;27;22;56;54;49;33;24;57;36;29;17;7;1;14;34;18;64;25;10;51;15;52;50;21;59;48;61;16;20;9;42;6;28;62;11;23;39;32;53;30;19;58;35;60;26;38;4;47;2;45;41;43;63;37;12;55;40;5;13;31;11;258
11;258;8;46;44;3;27;22;56;54;49;33;24;57;36;29;17;7;1;14;34;18;64;25;10;51;15;52;50;21;59;48;61;16;20;9;42;6;28;62;11;23;39;32;53;30;19;58;35;60;26;38;4;47;2;45;41;43;63;37;12;55;40;5;13;31
8;46;44;3;27;22;56;54;49;33;24;57;36;29;17;7;1;14;34;18;64;25;10;51;15;52;50;21;59;23;61;16;20;9;42;6;28;62;11;48;39;32;53;30;19;58;35;60;26;38;4;47;2;45;41;43;63;37;12;55;40;5;13;31;11;258
11;258;8;46;44;3;27;22;56;54;49;33;24;57;36;29;17;7;1;14;34;18;64;25;10;51;15;52;50;21;59;23;61;16;20;9;42;6;28;62;11;48;39;32;53;30;19;58;35;60;26;38;4;47;2;45;41;43;63;37;12;55;40;5;13;31
8;46;44;3;27;22;56;54;49;33;24;57;2;29;17;7;1;14;34;18;64;25;10;51;15;52;50;21;59;23;61;16;20;9;42;6;28;62;11;48;39;32;53;30;19;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31;11;258
11;258;8;46;44;3;27;22;56;54;49;33;24;57;2;29;17;7;1;14;34;18;64;25;10;51;15;52;50;21;59;23;61;16;20;9;42;6;28;62;11;48;39;32;53;30;19;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31
8;46;44;3;27;22;56;54;49;33;24;57;2;29;17;7;1;14;34;18;64;25;10;51;15;52;50;6;59;23;61;16;20;9;42;21;28;62;11;48;39;32;53;30;19;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31;11;258
11;258;8;46;44;3;27;22;56;54;49;33;24;57;2;29;17;7;1;14;34;18;64;25;10;51;15;52;50;6;59;23;61;16;20;9;42;21;28;62;11;48;39;32;53;30;19;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31
8;46;44;3;27;22;16;54;49;33;24;57;2;29;17;7;1;14;34;18;64;25;10;51;15;52;50;6;59;23;61;56;20;9;42;21;28;62;11;48;39;32;53;30;19;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31;11;260
11;260;8;46;44;3;27;22;16;54;49;33;24;57;2;29;17;7;1;14;34;18;64;25;10;51;15;52;50;6;59;23;61;56;20;9;42;21;28;62;11;48;39;32;53;30;19;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31
8;46;44;3;27;22;16;54;49;33;24;57;2;29;10;7;1;14;34;18;64;25;17;51;15;52;50;6;59;23;61;56;20;9;42;21;28;62;11;48;39;32;53;30;19;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31;11;266
11;266;8;46;44;3;27;22;16;54;49;33;24;57;2;29;10;7;1;14;34;18;64;25;17;51;15;52;50;6;59;23;61;56;20;9;42;21;28;62;11;48;39;32;53;30;19;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31
8;46;44;3;27;22;16;54;49;33;24;57;2;29;10;7;1;14;34;18;64;25;17;51;15;52;50;6;59;23;61;56;20;39;42;21;28;62;11;48;9;32;53;30;19;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31;11;266
11;266;8;46;44;3;27;22;16;54;49;33;24;57;2;29;10;7;1;14;34;18;64;25;17;51;15;52;50;6;59;23;61;56;20;39;42;21;28;62;11;48;9;32;53;30;19;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31
8;46;44;3;27;22;16;54;49;33;24;57;2;29;10;7;1;14;34;18;64;25;17;51;15;52;50;6;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;20;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31;11;268
11;268;8;46;44;3;27;22;16;54;49;33;24;57;2;29;10;7;1;14;34;18;64;25;17;51;15;52;50;6;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;20;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31
8;46;44;3;27;22;16;10;49;33;24;57;2;29;54;7;1;14;34;18;64;25;17;51;15;52;50;6;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;20;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31;11;268
11;268;8;46;44;3;27;22;16;10;49;33;24;57;2;29;54;7;1;14;34;18;64;25;17;51;15;52;50;6;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;20;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31
8;46;44;3;27;22;16;10;49;33;24;57;2;29;54;7;1;34;14;18;64;25;17;51;15;52;50;6;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;20;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31;11;260
11;260;8;46;44;3;27;22;16;10;49;33;24;57;2;29;54;7;1;34;14;18;64;25;17;51;15;52;50;6;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;20;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31
8;46;44;3;27;22;16;10;49;33;24;57;2;6;54;7;1;34;14;18;64;25;17;51;15;52;50;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;20;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31;11;256
11;256;8;46;44;3;27;22;16;10;49;33;24;57;2;6;54;7;1;34;14;18;64;25;17;51;15;52;50;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;20;58;35;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31
8;46;44;3;27;22;16;10;49;33;24;57;2;6;54;7;1;34;14;18;64;25;17;51;15;52;50;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;35;58;20;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31;11;256
11;256;8;46;44;3;27;22;16;10;49;33;24;57;2;6;54;7;1;34;14;18;64;25;17;51;15;52;50;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;35;58;20;60;26;38;4;47;36;45;41;43;63;37;12;55;40;5;13;31
8;46;44;3;27;22;16;10;49;33;24;57;2;6;54;7;1;34;14;18;64;25;17;51;43;52;50;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;35;58;20;60;26;38;4;47;36;45;41;15;63;37;12;55;40;5;13;31;11;256
11;256;8;46;44;3;27;22;16;10;49;33;24;57;2;6;54;7;1;34;14;18;64;25;17;51;43;52;50;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;35;58;20;60;26;38;4;47;36;45;41;15;63;37;12;55;40;5;13;31
8;46;44;3;27;22;16;10;49;37;24;57;2;6;54;7;1;34;14;18;64;25;17;51;43;52;50;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;35;58;20;60;26;38;4;47;36;45;41;15;63;33;12;55;40;5;13;31;11;256
11;256;8;46;44;3;27;22;16;10;49;37;24;57;2;6;54;7;1;34;14;18;64;25;17;51;43;52;50;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;35;58;20;60;26;38;4;47;36;45;41;15;63;33;12;55;40;5;13;31
8;46;44;3;27;22;16;10;49;37;24;57;2;6;54;7;1;34;14;18;64;25;17;51;43;4;50;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;35;58;20;60;26;38;52;47;36;45;41;15;63;33;12;55;40;5;13;31;11;256
11;256;8;46;44;3;27;22;16;10;49;37;24;57;2;6;54;7;1;34;14;18;64;25;17;51;43;4;50;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;35;58;20;60;26;38;52;47;36;45;41;15;63;33;12;55;40;5;13;31
8;46;44;3;27;22;16;10;49;37;24;57;2;6;54;7;1;34;14;18;64;25;17;51;43;4;15;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;35;58;20;60;26;38;52;47;36;45;41;50;63;33;12;55;40;5;13;31;11;240
11;240;8;46;44;3;27;22;16;10;49;37;24;57;2;6;54;7;1;34;14;18;64;25;17;51;43;4;15;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;35;58;20;60;26;38;52;47;36;45;41;50;63;33;12;55;40;5;13;31
8;46;44;3;27;22;16;10;49;37;24;57;2;6;54;7;1;34;14;18;64;25;17;51;43;4;15;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;35;58;20;60;26;38;52;47;36;45;41;12;63;33;50;55;40;5;13;31;11;240
12;240;8;46;44;3;27;22;16;10;49;37;24;57;2;6;54;7;1;34;14;18;64;25;17;51;43;4;15;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;35;58;20;60;26;38;52;47;36;45;41;12;63;33;50;55;40;5;13;31
8;46;44;3;27;22;16;10;49;37;24;57;2;6;54;43;1;34;14;18;64;25;17;51;7;4;15;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;35;58;20;60;26;38;52;47;36;45;41;12;63;33;50;55;40;5;13;31;12;240
12;240;8;46;44;3;27;22;16;10;49;37;24;57;2;6;54;43;1;34;14;18;64;25;17;51;7;4;15;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;35;58;20;60;26;38;52;47;36;45;41;12;63;33;50;55;40;5;13;31
20;46;44;3;27;22;16;10;49;37;24;57;2;6;54;43;1;34;14;18;64;25;17;51;7;4;15;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;35;58;8;60;26;38;52;47;36;45;41;12;63;33;50;55;40;5;13;31;12;240
12;240;20;46;44;3;27;22;16;10;49;37;24;57;2;6;54;43;1;34;14;18;64;25;17;51;7;4;15;29;59;23;61;56;19;39;42;21;28;62;11;48;9;32;53;30;35;58;8;60;26;38;52;47;36;45;41;12;63;33;50;55;40;5;13;31
20;46;44;3;27;22;16;10;49;37;24;57;2;6;54;43;1;34;14;18;64;25;17;51;7;4;15;29;59;23;61;56;19;39;42;21;28;62;9;48;11;32;53;30;35;58;8;60;26;38;52;47;36;45;41;12;63;33;50;55;40;5;13;31;12;246
12;246;20;46;44;3;27;22;16;10;49;37;24;57;2;6;54;43;1;34;14;18;64;25;17;51;7;4;15;29;59;23;61;56;19;39;42;21;28;62;9;48;11;32;53;30;35;58;8;60;26;38;52;47;36;45;41;12;63;33;50;55;40;5;13;31
20;46;44;3;27;22;16;10;49;37;24;57;2;6;54;43;1;34;14;18;64;25;17;51;7;4;15;29;59;23;61;56;38;39;42;21;28;62;9;48;11;32;53;30;35;58;8;60;26;19;52;47;36;45;41;12;63;33;50;55;40;5;13;31;12;240
12;240;20;46;44;3;27;22;16;10;49;37;24;57;2;6;54;43;1;34;14;18;64;25;17;51;7;4;15;29;59;23;61;56;38;39;42;21;28;62;9;48;11;32;53;30;35;58;8;60;26;19;52;47;36;45;41;12;63;33;50;55;40;5;13;31
20;46;44;3;27;22;16;10;49;37;24;57;2;6;54;43;1;34;14;18;64;25;17;51;7;4;15;29;59;23;32;56;38;39;42;21;28;62;9;48;11;61;53;30;35;58;8;60;26;19;52;47;36;45;41;12;63;33;50;55;40;5;13;31;12;240
12;240;20;46;44;3;27;22;16;10;49;37;24;57;2;6;54;43;1;34;14;18;64;25;17;51;7;4;15;29;59;23;32;56;38;39;42;21;28;62;9;48;11;61;53;30;35;58;8;60;26;19;52;47;36;45;41;12;63;33;50;55;40;5;13;31
20;46;44;3;27;22;16;10;49;37;24;57;2;6;54;43;1;34;14;18;64;25;17;51;7;4;15;29;59;23;45;56;38;39;42;21;28;62;9;48;11;61;53;30;35;58;8;60;26;19;52;47;36;32;41;12;63;33;50;55;40;5;13;31;12;240
12;240;20;46;44;3;27;22;16;10;49;37;24;57;2;6;54;43;1;34;14;18;64;25;17;51;7;4;15;29;59;23;45;56;38;39;42;21;28;62;9;48;11;61;53;30;35;58;8;60;26;19;52;47;36;32;41;12;63;33;50;55;40;5;13;31
20;46;44;3;27;22;16;10;49;37;24;57;2;6;54;43;1;34;14;18;64;25;17;51;7;4;15;29;59;23;45;56;38;39;42;21;28;62;9;48;11;61;53;36;35;58;8;60;26;19;52;47;30;32;41;12;63;33;50;55;40;5;13;31;12;260
12;260;20;46;44;3;27;22;16;10;49;37;24;57;2;6;54;43;1;34;14;18;64;25;17;51;7;4;15;29;59;23;45;56;38;39;42;21;28;62;9;48;11;61;53;36;35;58;8;60;26;19;52;47;30;32;41;12;63;33;50;55;40;5;13;31
20;46;44;3;27;22;16;10;49;37;24;57;2;6;54;43;1;34;14;18;64;25;17;51;7;4;15;29;59;23;45;56;38;39;42;21;28;62;9;48;11;61;53;36;35;58;8;60;26;19;52;32;30;47;41;12;63;33;50;55;40;5;13;31;12;260
