"X1";"X270";"X24";"X61";"X1.1";"X43";"X44";"X37";"X35";"X59";"X27";"X64";"X63";"X60";"X17";"X23";"X25";"X32";"X22";"X46";"X12";"X56";"X28";"X14";"X3";"X16";"X54";"X2";"X11";"X45";"X8";"X47";"X58";"X42";"X49";"X53";"X29";"X10";"X40";"X57";"X15";"X52";"X50";"X7";"X20";"X18";"X19";"X31";"X36";"X5";"X21";"X38";"X30";"X33";"X51";"X62";"X9";"X41";"X6";"X39";"X13";"X55";"X26";"X34";"X4";"X48"
36;38;8;7;44;62;51;15;31;39;37;49;10;29;60;13;43;16;26;25;55;24;17;11;18;54;14;41;64;12;63;42;52;27;22;3;6;35;56;28;2;53;47;58;33;30;23;45;9;4;21;19;32;5;50;40;48;34;20;59;46;1;61;57;10;286
10;286;36;38;8;7;44;62;51;15;31;39;37;49;10;29;60;13;43;16;26;25;55;24;17;11;18;54;14;41;64;12;63;42;52;27;22;3;6;35;56;28;2;53;47;58;33;30;23;45;9;4;21;19;32;5;50;40;48;34;20;59;46;1;61;57
36;38;8;7;44;62;51;15;31;39;37;49;10;29;60;13;43;16;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;3;6;35;52;28;2;53;47;58;33;30;23;45;9;4;21;19;32;5;50;40;48;34;20;59;46;1;61;57;10;290
10;290;36;38;8;7;44;62;51;15;31;39;37;49;10;29;60;13;43;16;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;3;6;35;52;28;2;53;47;58;33;30;23;45;9;4;21;19;32;5;50;40;48;34;20;59;46;1;61;57
36;38;8;7;44;62;51;15;31;39;37;49;10;29;60;13;43;16;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;3;6;35;52;28;2;53;47;58;33;30;5;45;9;4;21;19;32;23;50;40;48;34;20;59;46;1;61;57;10;290
10;290;36;38;8;7;44;62;51;15;31;39;37;49;10;29;60;13;43;16;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;3;6;35;52;28;2;53;47;58;33;30;5;45;9;4;21;19;32;23;50;40;48;34;20;59;46;1;61;57
36;38;8;7;44;62;51;15;31;39;37;49;10;29;60;30;43;16;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;3;6;35;52;28;2;53;47;58;33;13;5;45;9;4;21;19;32;23;50;40;48;34;20;59;46;1;61;57;10;290
10;290;36;38;8;7;44;62;51;15;31;39;37;49;10;29;60;30;43;16;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;3;6;35;52;28;2;53;47;58;33;13;5;45;9;4;21;19;32;23;50;40;48;34;20;59;46;1;61;57
36;38;8;7;44;62;51;15;31;39;37;49;3;29;60;30;43;16;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;10;6;35;52;28;2;53;47;58;33;13;5;45;9;4;21;19;32;23;50;40;48;34;20;59;46;1;61;57;10;290
10;290;36;38;8;7;44;62;51;15;31;39;37;49;3;29;60;30;43;16;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;10;6;35;52;28;2;53;47;58;33;13;5;45;9;4;21;19;32;23;50;40;48;34;20;59;46;1;61;57
36;38;8;7;44;62;51;15;31;39;37;49;3;29;60;30;43;46;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;10;6;35;52;28;2;53;47;58;33;13;5;45;9;4;21;19;32;23;50;40;48;34;20;59;16;1;61;57;10;290
10;290;36;38;8;7;44;62;51;15;31;39;37;49;3;29;60;30;43;46;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;10;6;35;52;28;2;53;47;58;33;13;5;45;9;4;21;19;32;23;50;40;48;34;20;59;16;1;61;57
36;38;8;7;44;62;51;15;31;39;37;49;3;29;60;30;43;46;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;10;6;35;52;28;45;53;47;58;33;13;5;2;9;4;21;19;32;23;50;40;48;34;20;59;16;1;61;57;10;290
10;290;36;38;8;7;44;62;51;15;31;39;37;49;3;29;60;30;43;46;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;10;6;35;52;28;45;53;47;58;33;13;5;2;9;4;21;19;32;23;50;40;48;34;20;59;16;1;61;57
36;38;8;7;44;62;51;15;31;39;37;32;3;29;60;30;43;46;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;10;6;35;52;28;45;53;47;58;33;13;5;2;9;4;21;19;49;23;50;40;48;34;20;59;16;1;61;57;10;290
11;290;36;38;8;7;44;62;51;15;31;39;37;32;3;29;60;30;43;46;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;10;6;35;52;28;45;53;47;58;33;13;5;2;9;4;21;19;49;23;50;40;48;34;20;59;16;1;61;57
36;38;49;7;44;62;51;15;31;39;37;32;3;29;60;30;43;46;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;10;6;35;52;28;45;53;47;58;33;13;5;2;9;4;21;19;8;23;50;40;48;34;20;59;16;1;61;57;11;296
11;296;36;38;49;7;44;62;51;15;31;39;37;32;3;29;60;30;43;46;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;10;6;35;52;28;45;53;47;58;33;13;5;2;9;4;21;19;8;23;50;40;48;34;20;59;16;1;61;57
36;38;49;7;44;62;51;15;31;39;37;32;3;29;60;30;43;46;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;20;6;35;52;28;45;53;47;58;33;13;5;2;9;4;21;19;8;23;50;40;48;34;10;59;16;1;61;57;11;296
11;296;36;38;49;7;44;62;51;15;31;39;37;32;3;29;60;30;43;46;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;20;6;35;52;28;45;53;47;58;33;13;5;2;9;4;21;19;8;23;50;40;48;34;10;59;16;1;61;57
36;38;49;7;44;62;51;15;31;39;37;32;3;29;4;30;43;46;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;20;6;35;52;28;45;53;47;58;33;13;5;2;9;60;21;19;8;23;50;40;48;34;10;59;16;1;61;57;11;302
11;302;36;38;49;7;44;62;51;15;31;39;37;32;3;29;4;30;43;46;26;25;55;24;17;11;18;54;14;41;64;12;63;42;56;27;22;20;6;35;52;28;45;53;47;58;33;13;5;2;9;60;21;19;8;23;50;40;48;34;10;59;16;1;61;57
36;38;49;7;44;62;55;15;31;39;37;32;3;29;4;30;43;46;26;25;51;24;17;11;18;54;14;41;64;12;63;42;56;27;22;20;6;35;52;28;45;53;47;58;33;13;5;2;9;60;21;19;8;23;50;40;48;34;10;59;16;1;61;57;11;302
11;302;36;38;49;7;44;62;55;15;31;39;37;32;3;29;4;30;43;46;26;25;51;24;17;11;18;54;14;41;64;12;63;42;56;27;22;20;6;35;52;28;45;53;47;58;33;13;5;2;9;60;21;19;8;23;50;40;48;34;10;59;16;1;61;57
36;38;49;7;44;62;55;15;31;39;37;32;3;29;24;30;43;46;26;25;51;4;17;11;18;54;14;41;64;12;63;42;56;27;22;20;6;35;52;28;45;53;47;58;33;13;5;2;9;60;21;19;8;23;50;40;48;34;10;59;16;1;61;57;11;298
11;298;36;38;49;7;44;62;55;15;31;39;37;32;3;29;24;30;43;46;26;25;51;4;17;11;18;54;14;41;64;12;63;42;56;27;22;20;6;35;52;28;45;53;47;58;33;13;5;2;9;60;21;19;8;23;50;40;48;34;10;59;16;1;61;57
36;38;49;7;44;62;55;15;31;39;37;32;3;29;24;30;43;46;26;25;51;4;17;11;18;54;14;41;64;12;63;42;56;27;22;20;6;35;52;28;58;53;47;45;33;13;5;2;9;60;21;19;8;23;50;40;48;34;10;59;16;1;61;57;11;278
11;278;36;38;49;7;44;62;55;15;31;39;37;32;3;29;24;30;43;46;26;25;51;4;17;11;18;54;14;41;64;12;63;42;56;27;22;20;6;35;52;28;58;53;47;45;33;13;5;2;9;60;21;19;8;23;50;40;48;34;10;59;16;1;61;57
36;38;49;7;44;62;55;60;31;39;37;32;3;29;24;30;43;46;26;25;51;4;17;11;18;54;14;41;64;12;63;42;56;27;22;20;6;35;52;28;58;53;47;45;33;13;5;2;9;15;21;19;8;23;50;40;48;34;10;59;16;1;61;57;11;298
11;298;36;38;49;7;44;62;55;60;31;39;37;32;3;29;24;30;43;46;26;25;51;4;17;11;18;54;14;41;64;12;63;42;56;27;22;20;6;35;52;28;58;53;47;45;33;13;5;2;9;15;21;19;8;23;50;40;48;34;10;59;16;1;61;57
36;38;49;7;57;62;55;60;31;39;37;32;3;29;24;30;43;46;26;25;51;4;17;11;18;54;14;41;64;12;63;42;56;27;22;20;6;35;52;28;58;53;47;45;33;13;5;2;9;15;21;19;8;23;50;40;48;34;10;59;16;1;61;44;11;298
11;298;36;38;49;7;57;62;55;60;31;39;37;32;3;29;24;30;43;46;26;25;51;4;17;11;18;54;14;41;64;12;63;42;56;27;22;20;6;35;52;28;58;53;47;45;33;13;5;2;9;15;21;19;8;23;50;40;48;34;10;59;16;1;61;44
36;38;49;7;57;62;55;60;31;39;37;32;3;29;24;30;43;46;26;25;51;6;17;11;18;54;14;41;64;12;63;42;56;27;22;20;4;35;52;28;58;53;47;45;33;13;5;2;9;15;21;19;8;23;50;40;48;34;10;59;16;1;61;44;11;306
11;306;36;38;49;7;57;62;55;60;31;39;37;32;3;29;24;30;43;46;26;25;51;6;17;11;18;54;14;41;64;12;63;42;56;27;22;20;4;35;52;28;58;53;47;45;33;13;5;2;9;15;21;19;8;23;50;40;48;34;10;59;16;1;61;44
36;38;49;7;57;62;55;60;31;39;37;32;3;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;64;12;63;42;56;27;22;20;4;35;52;28;58;53;47;45;33;13;5;2;9;15;29;19;8;23;50;40;48;34;10;59;16;1;61;44;11;306
11;306;36;38;49;7;57;62;55;60;31;39;37;32;3;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;64;12;63;42;56;27;22;20;4;35;52;28;58;53;47;45;33;13;5;2;9;15;29;19;8;23;50;40;48;34;10;59;16;1;61;44
36;38;49;7;57;62;55;60;31;39;37;32;3;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;64;12;63;42;56;27;22;20;4;35;52;28;58;53;47;45;33;13;48;2;9;15;29;19;8;23;50;40;5;34;10;59;16;1;61;44;11;306
11;306;36;38;49;7;57;62;55;60;31;39;37;32;3;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;64;12;63;42;56;27;22;20;4;35;52;28;58;53;47;45;33;13;48;2;9;15;29;19;8;23;50;40;5;34;10;59;16;1;61;44
36;38;49;7;57;62;55;60;64;39;37;32;3;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;22;20;4;35;52;28;58;53;47;45;33;13;48;2;9;15;29;19;8;23;50;40;5;34;10;59;16;1;61;44;11;306
11;306;36;38;49;7;57;62;55;60;64;39;37;32;3;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;22;20;4;35;52;28;58;53;47;45;33;13;48;2;9;15;29;19;8;23;50;40;5;34;10;59;16;1;61;44
36;38;49;7;57;62;55;60;64;39;3;32;37;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;22;20;4;35;52;28;58;53;47;45;33;13;48;2;9;15;29;19;8;23;50;40;5;34;10;59;16;1;61;44;11;310
11;310;36;38;49;7;57;62;55;60;64;39;3;32;37;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;22;20;4;35;52;28;58;53;47;45;33;13;48;2;9;15;29;19;8;23;50;40;5;34;10;59;16;1;61;44
36;38;49;7;57;62;55;60;64;39;3;22;37;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;53;47;45;33;13;48;2;9;15;29;19;8;23;50;40;5;34;10;59;16;1;61;44;11;310
11;310;36;38;49;7;57;62;55;60;64;39;3;22;37;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;53;47;45;33;13;48;2;9;15;29;19;8;23;50;40;5;34;10;59;16;1;61;44
36;38;49;7;57;62;55;60;64;39;3;22;29;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;53;47;45;33;13;48;2;9;15;37;19;8;23;50;40;5;34;10;59;16;1;61;44;11;310
11;310;36;38;49;7;57;62;55;60;64;39;3;22;29;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;53;47;45;33;13;48;2;9;15;37;19;8;23;50;40;5;34;10;59;16;1;61;44
36;38;49;7;57;62;55;60;64;39;3;22;29;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;47;45;33;13;48;2;9;15;37;19;8;23;50;40;5;34;10;53;16;1;61;44;11;310
11;310;36;38;49;7;57;62;55;60;64;39;3;22;29;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;47;45;33;13;48;2;9;15;37;19;8;23;50;40;5;34;10;53;16;1;61;44
36;64;49;7;57;62;55;60;38;39;3;22;29;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;47;45;33;13;48;2;9;15;37;19;8;23;50;40;5;34;10;53;16;1;61;44;11;310
11;310;36;64;49;7;57;62;55;60;38;39;3;22;29;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;47;45;33;13;48;2;9;15;37;19;8;23;50;40;5;34;10;53;16;1;61;44
36;64;45;7;57;62;55;60;38;39;3;22;29;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;47;49;33;13;48;2;9;15;37;19;8;23;50;40;5;34;10;53;16;1;61;44;11;308
11;308;36;64;45;7;57;62;55;60;38;39;3;22;29;21;24;30;43;46;26;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;47;49;33;13;48;2;9;15;37;19;8;23;50;40;5;34;10;53;16;1;61;44
36;64;45;7;57;62;55;60;38;39;3;22;29;21;24;30;43;46;10;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;47;49;33;13;48;2;9;15;37;19;8;23;50;40;5;34;26;53;16;1;61;44;11;308
11;308;36;64;45;7;57;62;55;60;38;39;3;22;29;21;24;30;43;46;10;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;47;49;33;13;48;2;9;15;37;19;8;23;50;40;5;34;26;53;16;1;61;44
36;64;45;7;57;62;55;60;38;39;3;22;29;49;24;30;43;46;10;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;47;21;33;13;48;2;9;15;37;19;8;23;50;40;5;34;26;53;16;1;61;44;11;316
12;316;36;64;45;7;57;62;55;60;38;39;3;22;29;49;24;30;43;46;10;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;47;21;33;13;48;2;9;15;37;19;8;23;50;40;5;34;26;53;16;1;61;44
36;64;45;7;57;62;55;60;38;39;3;22;29;49;24;30;43;26;10;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;47;21;33;13;48;2;9;15;37;19;8;23;50;40;5;34;46;53;16;1;61;44;12;316
12;316;36;64;45;7;57;62;55;60;38;39;3;22;29;49;24;30;43;26;10;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;47;21;33;13;48;2;9;15;37;19;8;23;50;40;5;34;46;53;16;1;61;44
36;64;50;7;57;62;55;60;38;39;3;22;29;49;24;30;43;26;10;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;47;21;33;13;48;2;9;15;37;19;8;23;45;40;5;34;46;53;16;1;61;44;12;316
12;316;36;64;50;7;57;62;55;60;38;39;3;22;29;49;24;30;43;26;10;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;47;21;33;13;48;2;9;15;37;19;8;23;45;40;5;34;46;53;16;1;61;44
36;64;50;39;57;62;55;60;38;7;3;22;29;49;24;30;43;26;10;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;47;21;33;13;48;2;9;15;37;19;8;23;45;40;5;34;46;53;16;1;61;44;12;312
12;312;36;64;50;39;57;62;55;60;38;7;3;22;29;49;24;30;43;26;10;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;47;21;33;13;48;2;9;15;37;19;8;23;45;40;5;34;46;53;16;1;61;44
36;64;50;47;57;62;55;60;38;7;3;22;29;49;24;30;43;26;10;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;39;21;33;13;48;2;9;15;37;19;8;23;45;40;5;34;46;53;16;1;61;44;12;312
12;312;36;64;50;47;57;62;55;60;38;7;3;22;29;49;24;30;43;26;10;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;39;21;33;13;48;2;9;15;37;19;8;23;45;40;5;34;46;53;16;1;61;44
36;64;50;23;57;62;55;60;38;7;3;22;29;49;24;30;43;26;10;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;39;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;44;12;308
12;308;36;64;50;23;57;62;55;60;38;7;3;22;29;49;24;30;43;26;10;25;51;6;17;11;18;54;14;41;31;12;63;42;56;27;32;20;4;35;52;28;58;59;39;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;44
36;64;50;23;57;62;55;60;38;7;3;22;29;49;24;30;43;26;10;25;51;6;17;11;18;54;4;41;31;12;63;42;56;27;32;20;14;35;52;28;58;59;39;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;44;12;292
12;292;36;64;50;23;57;62;55;60;38;7;3;22;29;49;24;30;43;26;10;25;51;6;17;11;18;54;4;41;31;12;63;42;56;27;32;20;14;35;52;28;58;59;39;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;44
36;64;50;23;57;62;55;60;38;39;3;22;29;49;24;30;43;26;10;25;51;6;17;11;18;54;4;41;31;12;63;42;56;27;32;20;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;44;12;300
12;300;36;64;50;23;57;62;55;60;38;39;3;22;29;49;24;30;43;26;10;25;51;6;17;11;18;54;4;41;31;12;63;42;56;27;32;20;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;44
36;64;50;23;57;62;55;60;38;39;3;22;29;49;24;30;43;26;10;25;51;6;17;11;18;54;4;41;31;12;63;42;56;27;32;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;20;12;300
12;300;36;64;50;23;57;62;55;60;38;39;3;22;29;49;24;30;43;26;10;25;51;6;17;11;18;54;4;41;31;12;63;42;56;27;32;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;20
36;64;50;23;57;62;55;60;38;39;3;22;29;49;24;30;43;26;10;25;18;6;17;11;51;54;4;41;31;12;63;42;56;27;32;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;20;12;300
12;300;36;64;50;23;57;62;55;60;38;39;3;22;29;49;24;30;43;26;10;25;18;6;17;11;51;54;4;41;31;12;63;42;56;27;32;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;20
36;64;50;23;57;63;55;60;38;39;3;22;29;49;24;30;43;26;10;25;18;6;17;11;51;54;4;41;31;12;62;42;56;27;32;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;20;12;296
12;296;36;64;50;23;57;63;55;60;38;39;3;22;29;49;24;30;43;26;10;25;18;6;17;11;51;54;4;41;31;12;62;42;56;27;32;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;20
36;64;50;23;57;63;55;60;38;39;3;22;29;49;24;30;43;26;10;25;18;6;17;11;51;54;4;32;31;12;62;42;56;27;41;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;20;12;306
12;306;36;64;50;23;57;63;55;60;38;39;3;22;29;49;24;30;43;26;10;25;18;6;17;11;51;54;4;32;31;12;62;42;56;27;41;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;20
36;64;50;23;57;63;55;60;38;39;3;22;29;4;24;30;43;26;10;25;18;6;17;11;51;54;49;32;31;12;62;42;56;27;41;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;20;12;286
12;286;36;64;50;23;57;63;55;60;38;39;3;22;29;4;24;30;43;26;10;25;18;6;17;11;51;54;49;32;31;12;62;42;56;27;41;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;20
36;64;50;23;57;63;55;60;38;39;3;22;29;4;24;30;43;32;10;25;18;6;17;11;51;54;49;26;31;12;62;42;56;27;41;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;20;12;282
12;282;36;64;50;23;57;63;55;60;38;39;3;22;29;4;24;30;43;32;10;25;18;6;17;11;51;54;49;26;31;12;62;42;56;27;41;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;53;16;1;61;20
36;64;50;23;57;63;55;60;38;39;3;22;29;4;24;30;43;32;10;25;18;6;17;11;53;54;49;26;31;12;62;42;56;27;41;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;51;16;1;61;20;12;282
12;282;36;64;50;23;57;63;55;60;38;39;3;22;29;4;24;30;43;32;10;25;18;6;17;11;53;54;49;26;31;12;62;42;56;27;41;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;51;16;1;61;20
36;64;50;23;57;63;55;60;38;39;3;22;29;4;24;30;43;32;10;25;18;6;49;11;53;54;17;26;31;12;62;42;56;27;41;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;51;16;1;61;20;12;286
12;286;36;64;50;23;57;63;55;60;38;39;3;22;29;4;24;30;43;32;10;25;18;6;49;11;53;54;17;26;31;12;62;42;56;27;41;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;51;16;1;61;20
36;64;50;23;57;63;55;60;38;39;3;22;29;4;24;30;20;32;10;25;18;6;49;11;53;54;17;26;31;12;62;42;56;27;41;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;51;16;1;61;43;12;282
12;282;36;64;50;23;57;63;55;60;38;39;3;22;29;4;24;30;20;32;10;25;18;6;49;11;53;54;17;26;31;12;62;42;56;27;41;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;34;46;51;16;1;61;43
36;64;50;23;57;63;55;60;38;39;3;22;29;4;24;30;20;34;10;25;18;6;49;11;53;54;17;26;31;12;62;42;56;27;41;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;32;46;51;16;1;61;43;12;282
12;282;36;64;50;23;57;63;55;60;38;39;3;22;29;4;24;30;20;34;10;25;18;6;49;11;53;54;17;26;31;12;62;42;56;27;41;44;14;35;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;32;46;51;16;1;61;43
36;64;50;23;35;63;55;60;38;39;3;22;29;4;24;30;20;34;10;25;18;6;49;11;53;54;17;26;31;12;62;42;56;27;41;44;14;57;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;32;46;51;16;1;61;43;12;282
12;282;36;64;50;23;35;63;55;60;38;39;3;22;29;4;24;30;20;34;10;25;18;6;49;11;53;54;17;26;31;12;62;42;56;27;41;44;14;57;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;32;46;51;16;1;61;43
36;64;50;23;35;63;55;60;38;39;3;32;29;4;24;30;20;34;10;25;18;6;49;11;53;54;17;26;31;12;62;42;56;27;41;44;14;57;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;22;46;51;16;1;61;43;12;282
12;282;36;64;50;23;35;63;55;60;38;39;3;32;29;4;24;30;20;34;10;25;18;6;49;11;53;54;17;26;31;12;62;42;56;27;41;44;14;57;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;47;45;40;5;22;46;51;16;1;61;43
36;64;50;23;35;63;55;60;38;39;3;32;29;4;24;30;20;34;10;25;18;6;49;11;47;54;17;26;31;12;62;42;56;27;41;44;14;57;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;53;45;40;5;22;46;51;16;1;61;43;12;282
13;282;36;64;50;23;35;63;55;60;38;39;3;32;29;4;24;30;20;34;10;25;18;6;49;11;47;54;17;26;31;12;62;42;56;27;41;44;14;57;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;53;45;40;5;22;46;51;16;1;61;43
36;64;50;23;35;63;55;60;38;39;3;32;29;4;24;30;20;34;10;25;18;6;49;11;47;54;17;26;31;12;46;42;56;27;41;44;14;57;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;53;45;40;5;22;62;51;16;1;61;43;13;282
13;282;36;64;50;23;35;63;55;60;38;39;3;32;29;4;24;30;20;34;10;25;18;6;49;11;47;54;17;26;31;12;46;42;56;27;41;44;14;57;52;28;58;59;7;21;33;13;48;2;9;15;37;19;8;53;45;40;5;22;62;51;16;1;61;43
36;64;50;23;35;63;55;60;38;39;3;32;29;4;24;30;20;34;10;25;18;6;49;11;47;7;17;26;31;12;46;42;56;27;41;44;14;57;52;28;58;59;54;21;33;13;48;2;9;15;37;19;8;53;45;40;5;22;62;51;16;1;61;43;13;282
13;282;36;64;50;23;35;63;55;60;38;39;3;32;29;4;24;30;20;34;10;25;18;6;49;11;47;7;17;26;31;12;46;42;56;27;41;44;14;57;52;28;58;59;54;21;33;13;48;2;9;15;37;19;8;53;45;40;5;22;62;51;16;1;61;43
36;64;50;23;35;63;55;60;38;39;3;32;61;4;24;30;20;34;10;25;18;6;49;11;47;7;17;26;31;12;46;42;56;27;41;44;14;57;52;28;58;59;54;21;33;13;48;2;9;15;37;19;8;53;45;40;5;22;62;51;16;1;29;43;13;282
13;282;36;64;50;23;35;63;55;60;38;39;3;32;61;4;24;30;20;34;10;25;18;6;49;11;47;7;17;26;31;12;46;42;56;27;41;44;14;57;52;28;58;59;54;21;33;13;48;2;9;15;37;19;8;53;45;40;5;22;62;51;16;1;29;43
36;64;50;23;3;63;55;60;38;39;35;32;61;4;24;30;20;34;10;25;18;6;49;11;47;7;17;26;31;12;46;42;56;27;41;44;14;57;52;28;58;59;54;21;33;13;48;2;9;15;37;19;8;53;45;40;5;22;62;51;16;1;29;43;13;290
13;290;36;64;50;23;3;63;55;60;38;39;35;32;61;4;24;30;20;34;10;25;18;6;49;11;47;7;17;26;31;12;46;42;56;27;41;44;14;57;52;28;58;59;54;21;33;13;48;2;9;15;37;19;8;53;45;40;5;22;62;51;16;1;29;43
