"X1";"X290";"X38";"X36";"X49";"X48";"X44";"X54";"X58";"X34";"X46";"X4";"X2";"X45";"X23";"X43";"X5";"X19";"X61";"X64";"X8";"X55";"X11";"X10";"X21";"X39";"X18";"X1.1";"X24";"X15";"X30";"X27";"X22";"X7";"X63";"X60";"X62";"X9";"X32";"X28";"X37";"X51";"X14";"X59";"X16";"X13";"X12";"X52";"X31";"X33";"X47";"X53";"X40";"X25";"X50";"X20";"X57";"X17";"X29";"X35";"X3";"X56";"X42";"X6";"X41";"X26"
30;25;32;38;40;5;59;39;7;12;3;6;34;15;52;18;16;42;51;45;11;57;49;50;43;33;4;35;61;44;47;14;2;8;62;24;28;1;53;56;64;26;41;31;63;10;29;37;22;20;27;19;36;60;13;58;55;17;23;46;48;54;9;21;19;290
19;290;30;25;32;38;40;5;59;39;7;12;3;6;34;15;52;18;16;42;51;45;11;57;49;50;43;33;4;35;61;44;47;14;2;8;62;24;28;1;53;56;64;26;41;31;63;10;29;37;22;20;27;19;36;60;13;58;55;17;23;46;48;54;9;21
30;25;32;38;40;5;59;39;7;12;3;6;34;15;52;18;16;42;51;45;11;57;49;50;43;33;13;35;61;44;47;14;2;8;62;24;28;1;53;56;64;26;41;31;63;10;29;37;22;20;27;19;36;60;4;58;55;17;23;46;48;54;9;21;19;270
19;270;30;25;32;38;40;5;59;39;7;12;3;6;34;15;52;18;16;42;51;45;11;57;49;50;43;33;13;35;61;44;47;14;2;8;62;24;28;1;53;56;64;26;41;31;63;10;29;37;22;20;27;19;36;60;4;58;55;17;23;46;48;54;9;21
30;25;32;38;40;63;59;39;7;12;3;6;34;15;52;18;16;42;51;45;11;57;49;50;43;33;13;35;61;44;47;14;2;8;62;24;28;1;53;56;64;26;41;31;5;10;29;37;22;20;27;19;36;60;4;58;55;17;23;46;48;54;9;21;19;262
19;262;30;25;32;38;40;63;59;39;7;12;3;6;34;15;52;18;16;42;51;45;11;57;49;50;43;33;13;35;61;44;47;14;2;8;62;24;28;1;53;56;64;26;41;31;5;10;29;37;22;20;27;19;36;60;4;58;55;17;23;46;48;54;9;21
30;25;32;38;40;63;59;39;7;12;3;6;34;15;52;18;16;42;51;45;11;57;49;50;43;33;13;35;61;36;47;14;2;8;62;24;28;1;53;56;64;26;41;31;5;10;29;37;22;20;27;19;44;60;4;58;55;17;23;46;48;54;9;21;19;262
19;262;30;25;32;38;40;63;59;39;7;12;3;6;34;15;52;18;16;42;51;45;11;57;49;50;43;33;13;35;61;36;47;14;2;8;62;24;28;1;53;56;64;26;41;31;5;10;29;37;22;20;27;19;44;60;4;58;55;17;23;46;48;54;9;21
30;25;32;38;40;63;59;39;7;12;3;6;34;15;52;18;16;42;51;45;11;57;49;50;43;33;13;35;61;36;47;14;2;8;62;24;28;26;53;56;64;1;41;31;5;10;29;37;22;20;27;19;44;60;4;58;55;17;23;46;48;54;9;21;19;262
19;262;30;25;32;38;40;63;59;39;7;12;3;6;34;15;52;18;16;42;51;45;11;57;49;50;43;33;13;35;61;36;47;14;2;8;62;24;28;26;53;56;64;1;41;31;5;10;29;37;22;20;27;19;44;60;4;58;55;17;23;46;48;54;9;21
30;25;32;38;40;63;59;39;7;12;3;6;34;15;52;18;16;42;51;45;11;57;49;50;43;33;13;35;55;36;47;14;2;8;62;24;28;26;53;56;64;1;41;31;5;10;29;37;22;20;27;19;44;60;4;58;61;17;23;46;48;54;9;21;19;262
19;262;30;25;32;38;40;63;59;39;7;12;3;6;34;15;52;18;16;42;51;45;11;57;49;50;43;33;13;35;55;36;47;14;2;8;62;24;28;26;53;56;64;1;41;31;5;10;29;37;22;20;27;19;44;60;4;58;61;17;23;46;48;54;9;21
30;25;32;38;53;63;59;39;7;12;3;6;34;15;52;18;16;42;51;45;11;57;49;50;43;33;13;35;55;36;47;14;2;8;62;24;28;26;40;56;64;1;41;31;5;10;29;37;22;20;27;19;44;60;4;58;61;17;23;46;48;54;9;21;19;268
19;268;30;25;32;38;53;63;59;39;7;12;3;6;34;15;52;18;16;42;51;45;11;57;49;50;43;33;13;35;55;36;47;14;2;8;62;24;28;26;40;56;64;1;41;31;5;10;29;37;22;20;27;19;44;60;4;58;61;17;23;46;48;54;9;21
30;25;32;38;53;63;59;39;7;12;3;6;34;15;52;56;16;42;51;45;11;57;49;50;43;33;13;35;55;36;47;14;2;8;62;24;28;26;40;18;64;1;41;31;5;10;29;37;22;20;27;19;44;60;4;58;61;17;23;46;48;54;9;21;19;268
19;268;30;25;32;38;53;63;59;39;7;12;3;6;34;15;52;56;16;42;51;45;11;57;49;50;43;33;13;35;55;36;47;14;2;8;62;24;28;26;40;18;64;1;41;31;5;10;29;37;22;20;27;19;44;60;4;58;61;17;23;46;48;54;9;21
30;25;32;38;53;63;59;39;7;12;3;6;34;15;52;56;16;42;51;45;11;57;49;50;43;33;13;35;55;36;47;14;2;8;62;24;28;26;40;18;64;1;41;31;5;10;29;37;22;20;27;19;44;60;54;58;61;17;23;46;48;4;9;21;19;268
19;268;30;25;32;38;53;63;59;39;7;12;3;6;34;15;52;56;16;42;51;45;11;57;49;50;43;33;13;35;55;36;47;14;2;8;62;24;28;26;40;18;64;1;41;31;5;10;29;37;22;20;27;19;44;60;54;58;61;17;23;46;48;4;9;21
30;25;32;38;53;63;59;39;7;12;3;6;34;15;52;56;16;42;51;45;11;57;49;50;43;33;13;35;55;36;47;14;44;8;62;24;28;26;40;18;64;1;41;31;5;10;29;37;22;20;27;19;2;60;54;58;61;17;23;46;48;4;9;21;19;266
19;266;30;25;32;38;53;63;59;39;7;12;3;6;34;15;52;56;16;42;51;45;11;57;49;50;43;33;13;35;55;36;47;14;44;8;62;24;28;26;40;18;64;1;41;31;5;10;29;37;22;20;27;19;2;60;54;58;61;17;23;46;48;4;9;21
30;25;32;38;53;63;59;39;7;12;3;6;34;15;52;56;31;42;51;45;11;57;49;50;43;33;13;35;55;36;47;14;44;8;62;24;28;26;40;18;64;1;41;16;5;10;29;37;22;20;27;19;2;60;54;58;61;17;23;46;48;4;9;21;19;266
19;266;30;25;32;38;53;63;59;39;7;12;3;6;34;15;52;56;31;42;51;45;11;57;49;50;43;33;13;35;55;36;47;14;44;8;62;24;28;26;40;18;64;1;41;16;5;10;29;37;22;20;27;19;2;60;54;58;61;17;23;46;48;4;9;21
30;25;32;38;53;63;59;39;7;12;3;6;34;15;52;56;31;42;51;45;11;57;49;50;43;33;13;35;55;36;47;14;44;8;62;24;28;26;40;18;64;1;41;16;5;9;29;37;22;20;27;19;2;60;54;58;61;17;23;46;48;4;10;21;19;262
19;262;30;25;32;38;53;63;59;39;7;12;3;6;34;15;52;56;31;42;51;45;11;57;49;50;43;33;13;35;55;36;47;14;44;8;62;24;28;26;40;18;64;1;41;16;5;9;29;37;22;20;27;19;2;60;54;58;61;17;23;46;48;4;10;21
30;25;32;38;53;63;59;39;7;12;3;6;34;15;52;56;31;42;51;45;11;23;49;50;43;33;13;35;55;36;47;14;44;8;62;24;28;26;40;18;64;1;41;16;5;9;29;37;22;20;27;19;2;60;54;58;61;17;57;46;48;4;10;21;19;258
19;258;30;25;32;38;53;63;59;39;7;12;3;6;34;15;52;56;31;42;51;45;11;23;49;50;43;33;13;35;55;36;47;14;44;8;62;24;28;26;40;18;64;1;41;16;5;9;29;37;22;20;27;19;2;60;54;58;61;17;57;46;48;4;10;21
30;25;32;38;53;63;59;39;7;12;3;6;34;51;52;56;31;42;15;45;11;23;49;50;43;33;13;35;55;36;47;14;44;8;62;24;28;26;40;18;64;1;41;16;5;9;29;37;22;20;27;19;2;60;54;58;61;17;57;46;48;4;10;21;19;250
19;250;30;25;32;38;53;63;59;39;7;12;3;6;34;51;52;56;31;42;15;45;11;23;49;50;43;33;13;35;55;36;47;14;44;8;62;24;28;26;40;18;64;1;41;16;5;9;29;37;22;20;27;19;2;60;54;58;61;17;57;46;48;4;10;21
44;25;32;38;53;63;59;39;7;12;3;6;34;51;52;56;31;42;15;45;11;23;49;50;43;33;13;35;55;36;47;14;30;8;62;24;28;26;40;18;64;1;41;16;5;9;29;37;22;20;27;19;2;60;54;58;61;17;57;46;48;4;10;21;19;246
19;246;44;25;32;38;53;63;59;39;7;12;3;6;34;51;52;56;31;42;15;45;11;23;49;50;43;33;13;35;55;36;47;14;30;8;62;24;28;26;40;18;64;1;41;16;5;9;29;37;22;20;27;19;2;60;54;58;61;17;57;46;48;4;10;21
44;25;32;38;53;63;59;39;7;12;3;6;34;51;52;56;31;42;15;45;11;23;49;50;43;33;29;35;55;36;47;14;30;8;62;24;28;26;40;18;64;1;41;16;5;9;13;37;22;20;27;19;2;60;54;58;61;17;57;46;48;4;10;21;19;254
19;254;44;25;32;38;53;63;59;39;7;12;3;6;34;51;52;56;31;42;15;45;11;23;49;50;43;33;29;35;55;36;47;14;30;8;62;24;28;26;40;18;64;1;41;16;5;9;13;37;22;20;27;19;2;60;54;58;61;17;57;46;48;4;10;21
44;25;32;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;23;49;50;43;33;29;35;55;36;47;14;30;8;62;24;28;26;40;18;64;1;41;16;5;9;13;37;22;20;34;19;2;60;54;58;61;17;57;46;48;4;10;21;19;254
19;254;44;25;32;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;23;49;50;43;33;29;35;55;36;47;14;30;8;62;24;28;26;40;18;64;1;41;16;5;9;13;37;22;20;34;19;2;60;54;58;61;17;57;46;48;4;10;21
44;25;32;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;23;49;14;43;33;29;35;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;16;5;9;13;37;22;20;34;19;2;60;54;58;61;17;57;46;48;4;10;21;19;250
19;250;44;25;32;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;23;49;14;43;33;29;35;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;16;5;9;13;37;22;20;34;19;2;60;54;58;61;17;57;46;48;4;10;21
44;25;32;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;35;49;14;43;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;16;5;9;13;37;22;20;34;19;2;60;54;58;61;17;57;46;48;4;10;21;19;256
19;256;44;25;32;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;35;49;14;43;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;16;5;9;13;37;22;20;34;19;2;60;54;58;61;17;57;46;48;4;10;21
44;25;32;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;35;49;14;43;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;58;5;9;13;37;22;20;34;19;2;60;54;16;61;17;57;46;48;4;10;21;19;272
20;272;44;25;32;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;35;49;14;43;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;58;5;9;13;37;22;20;34;19;2;60;54;16;61;17;57;46;48;4;10;21
44;25;32;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;35;49;14;10;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;58;5;9;13;37;22;20;34;19;2;60;54;16;61;17;57;46;48;4;43;21;20;272
20;272;44;25;32;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;35;49;14;10;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;58;5;9;13;37;22;20;34;19;2;60;54;16;61;17;57;46;48;4;43;21
44;25;32;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;35;49;60;10;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;58;5;9;13;37;22;20;34;19;2;14;54;16;61;17;57;46;48;4;43;21;20;272
20;272;44;25;32;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;35;49;60;10;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;58;5;9;13;37;22;20;34;19;2;14;54;16;61;17;57;46;48;4;43;21
58;25;32;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;35;49;60;10;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;44;5;9;13;37;22;20;34;19;2;14;54;16;61;17;57;46;48;4;43;21;20;256
20;256;58;25;32;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;35;49;60;10;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;44;5;9;13;37;22;20;34;19;2;14;54;16;61;17;57;46;48;4;43;21
58;32;25;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;35;49;60;10;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;44;5;9;13;37;22;20;34;19;2;14;54;16;61;17;57;46;48;4;43;21;20;258
20;258;58;32;25;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;35;49;60;10;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;44;5;9;13;37;22;20;34;19;2;14;54;16;61;17;57;46;48;4;43;21
49;32;25;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;35;58;60;10;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;44;5;9;13;37;22;20;34;19;2;14;54;16;61;17;57;46;48;4;43;21;20;258
20;258;49;32;25;38;53;63;59;39;7;12;3;6;27;51;52;56;31;42;15;45;11;35;58;60;10;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;44;5;9;13;37;22;20;34;19;2;14;54;16;61;17;57;46;48;4;43;21
49;32;25;38;53;63;59;39;7;12;3;6;27;51;52;14;31;42;15;45;11;35;58;60;10;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;44;5;9;13;37;22;20;34;19;2;56;54;16;61;17;57;46;48;4;43;21;20;258
20;258;49;32;25;38;53;63;59;39;7;12;3;6;27;51;52;14;31;42;15;45;11;35;58;60;10;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;44;5;9;13;37;22;20;34;19;2;56;54;16;61;17;57;46;48;4;43;21
49;32;25;38;53;63;59;39;7;12;3;6;27;51;42;14;31;52;15;45;11;35;58;60;10;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;44;5;9;13;37;22;20;34;19;2;56;54;16;61;17;57;46;48;4;43;21;20;268
20;268;49;32;25;38;53;63;59;39;7;12;3;6;27;51;42;14;31;52;15;45;11;35;58;60;10;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;44;5;9;13;37;22;20;34;19;2;56;54;16;61;17;57;46;48;4;43;21
49;32;25;38;53;63;59;39;7;12;3;6;27;51;42;14;31;52;15;58;11;35;45;60;10;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;44;5;9;13;37;22;20;34;19;2;56;54;16;61;17;57;46;48;4;43;21;20;270
20;270;49;32;25;38;53;63;59;39;7;12;3;6;27;51;42;14;31;52;15;58;11;35;45;60;10;33;29;23;55;36;47;50;30;8;62;24;28;26;40;18;64;1;41;44;5;9;13;37;22;20;34;19;2;56;54;16;61;17;57;46;48;4;43;21
49;32;25;38;53;63;59;39;7;12;3;6;27;51;42;14;31;52;15;58;11;35;45;60;10;33;29;23;55;36;47;50;30;8;62;24;28;40;26;18;64;1;41;44;5;9;13;37;22;20;34;19;2;56;54;16;61;17;57;46;48;4;43;21;20;252
20;252;49;32;25;38;53;63;59;39;7;12;3;6;27;51;42;14;31;52;15;58;11;35;45;60;10;33;29;23;55;36;47;50;30;8;62;24;28;40;26;18;64;1;41;44;5;9;13;37;22;20;34;19;2;56;54;16;61;17;57;46;48;4;43;21
49;32;25;38;53;63;59;39;7;8;3;6;27;51;42;14;31;52;15;58;11;35;45;60;10;33;29;23;55;36;47;50;30;12;62;24;28;40;26;18;64;1;41;44;5;9;13;37;22;20;34;19;2;56;54;16;61;17;57;46;48;4;43;21;20;264
20;264;49;32;25;38;53;63;59;39;7;8;3;6;27;51;42;14;31;52;15;58;11;35;45;60;10;33;29;23;55;36;47;50;30;12;62;24;28;40;26;18;64;1;41;44;5;9;13;37;22;20;34;19;2;56;54;16;61;17;57;46;48;4;43;21
49;32;25;38;2;63;59;39;7;8;3;6;27;51;42;14;31;52;15;58;11;35;45;60;10;33;29;23;55;36;47;50;30;12;62;24;28;40;26;18;64;1;41;44;5;9;13;37;22;20;34;19;53;56;54;16;61;17;57;46;48;4;43;21;20;264
20;264;49;32;25;38;2;63;59;39;7;8;3;6;27;51;42;14;31;52;15;58;11;35;45;60;10;33;29;23;55;36;47;50;30;12;62;24;28;40;26;18;64;1;41;44;5;9;13;37;22;20;34;19;53;56;54;16;61;17;57;46;48;4;43;21
49;32;25;38;2;63;59;39;7;8;3;6;27;51;42;14;31;52;15;58;11;35;45;60;10;33;29;23;55;36;47;50;30;12;62;46;28;40;26;18;64;1;41;44;5;9;13;37;22;20;34;19;53;56;54;16;61;17;57;24;48;4;43;21;20;264
20;264;49;32;25;38;2;63;59;39;7;8;3;6;27;51;42;14;31;52;15;58;11;35;45;60;10;33;29;23;55;36;47;50;30;12;62;46;28;40;26;18;64;1;41;44;5;9;13;37;22;20;34;19;53;56;54;16;61;17;57;24;48;4;43;21
49;32;25;38;2;63;59;39;7;8;3;6;27;51;42;14;31;52;15;58;11;35;45;60;10;33;29;23;55;36;47;41;30;12;62;46;28;40;26;18;64;1;50;44;5;9;13;37;22;20;34;19;53;56;54;16;61;17;57;24;48;4;43;21;20;266
20;266;49;32;25;38;2;63;59;39;7;8;3;6;27;51;42;14;31;52;15;58;11;35;45;60;10;33;29;23;55;36;47;41;30;12;62;46;28;40;26;18;64;1;50;44;5;9;13;37;22;20;34;19;53;56;54;16;61;17;57;24;48;4;43;21
49;32;25;38;2;63;59;39;7;8;3;6;27;51;42;14;31;52;15;58;11;35;45;60;10;33;29;23;55;36;47;41;34;12;62;46;28;40;26;18;64;1;50;44;5;9;13;37;22;20;30;19;53;56;54;16;61;17;57;24;48;4;43;21;20;270
20;270;49;32;25;38;2;63;59;39;7;8;3;6;27;51;42;14;31;52;15;58;11;35;45;60;10;33;29;23;55;36;47;41;34;12;62;46;28;40;26;18;64;1;50;44;5;9;13;37;22;20;30;19;53;56;54;16;61;17;57;24;48;4;43;21
49;32;25;38;2;63;59;39;7;8;3;6;27;51;42;14;31;52;15;58;11;44;45;60;10;33;29;23;55;36;47;41;34;12;62;46;28;40;26;18;64;1;50;35;5;9;13;37;22;20;30;19;53;56;54;16;61;17;57;24;48;4;43;21;20;270
20;270;49;32;25;38;2;63;59;39;7;8;3;6;27;51;42;14;31;52;15;58;11;44;45;60;10;33;29;23;55;36;47;41;34;12;62;46;28;40;26;18;64;1;50;35;5;9;13;37;22;20;30;19;53;56;54;16;61;17;57;24;48;4;43;21
49;32;25;38;2;63;59;39;7;61;3;6;27;51;42;14;31;52;15;58;11;44;45;60;10;33;29;23;55;36;47;41;34;12;62;46;28;40;26;18;64;1;50;35;5;9;13;37;22;20;30;19;53;56;54;16;8;17;57;24;48;4;43;21;20;266
20;266;49;32;25;38;2;63;59;39;7;61;3;6;27;51;42;14;31;52;15;58;11;44;45;60;10;33;29;23;55;36;47;41;34;12;62;46;28;40;26;18;64;1;50;35;5;9;13;37;22;20;30;19;53;56;54;16;8;17;57;24;48;4;43;21
49;32;25;21;2;63;59;39;7;61;3;6;27;51;42;14;31;52;15;58;11;44;45;60;10;33;29;23;55;36;47;41;34;12;62;46;28;40;26;18;64;1;50;35;5;9;13;37;22;20;30;19;53;56;54;16;8;17;57;24;48;4;43;38;20;266
20;266;49;32;25;21;2;63;59;39;7;61;3;6;27;51;42;14;31;52;15;58;11;44;45;60;10;33;29;23;55;36;47;41;34;12;62;46;28;40;26;18;64;1;50;35;5;9;13;37;22;20;30;19;53;56;54;16;8;17;57;24;48;4;43;38
49;32;25;21;2;63;59;39;7;61;3;6;27;51;42;14;38;52;15;58;11;44;45;60;10;33;29;23;55;36;47;41;34;12;62;46;28;40;26;18;64;1;50;35;5;9;13;37;22;20;30;19;53;56;54;16;8;17;57;24;48;4;43;31;20;282
20;282;49;32;25;21;2;63;59;39;7;61;3;6;27;51;42;14;38;52;15;58;11;44;45;60;10;33;29;23;55;36;47;41;34;12;62;46;28;40;26;18;64;1;50;35;5;9;13;37;22;20;30;19;53;56;54;16;8;17;57;24;48;4;43;31
49;32;25;21;2;63;59;39;7;61;3;6;27;51;42;14;38;52;15;58;11;44;45;60;10;33;29;17;55;36;47;41;34;12;62;46;28;40;26;18;64;1;50;35;5;9;13;37;22;20;30;19;53;56;54;16;8;23;57;24;48;4;43;31;20;278
20;278;49;32;25;21;2;63;59;39;7;61;3;6;27;51;42;14;38;52;15;58;11;44;45;60;10;33;29;17;55;36;47;41;34;12;62;46;28;40;26;18;64;1;50;35;5;9;13;37;22;20;30;19;53;56;54;16;8;23;57;24;48;4;43;31
49;32;25;21;2;63;59;39;7;61;3;6;27;51;42;14;38;52;15;58;11;44;45;60;10;33;29;17;55;36;47;41;26;12;62;46;28;40;34;18;64;1;50;35;5;9;13;37;22;20;30;19;53;56;54;16;8;23;57;24;48;4;43;31;20;294
21;294;49;32;25;21;2;63;59;39;7;61;3;6;27;51;42;14;38;52;15;58;11;44;45;60;10;33;29;17;55;36;47;41;26;12;62;46;28;40;34;18;64;1;50;35;5;9;13;37;22;20;30;19;53;56;54;16;8;23;57;24;48;4;43;31
49;32;25;21;2;63;59;39;7;61;3;6;27;51;42;14;38;52;15;58;11;44;45;60;10;33;29;17;55;36;47;41;26;12;62;46;28;40;34;18;64;1;50;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;57;24;48;4;43;31;21;294
21;294;49;32;25;21;2;63;59;39;7;61;3;6;27;51;42;14;38;52;15;58;11;44;45;60;10;33;29;17;55;36;47;41;26;12;62;46;28;40;34;18;64;1;50;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;57;24;48;4;43;31
49;32;25;21;2;63;59;39;7;61;3;6;27;51;42;14;38;52;15;58;11;44;45;62;10;33;29;17;55;36;47;41;26;12;60;46;28;40;34;18;64;1;50;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;57;24;48;4;43;31;21;294
21;294;49;32;25;21;2;63;59;39;7;61;3;6;27;51;42;14;38;52;15;58;11;44;45;62;10;33;29;17;55;36;47;41;26;12;60;46;28;40;34;18;64;1;50;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;57;24;48;4;43;31
49;32;25;21;2;63;59;39;7;61;3;6;27;51;38;14;42;52;15;58;11;44;45;62;10;33;29;17;55;36;47;41;26;12;60;46;28;40;34;18;64;1;50;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;57;24;48;4;43;31;21;294
21;294;49;32;25;21;2;63;59;39;7;61;3;6;27;51;38;14;42;52;15;58;11;44;45;62;10;33;29;17;55;36;47;41;26;12;60;46;28;40;34;18;64;1;50;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;57;24;48;4;43;31
49;32;25;21;11;63;59;39;7;61;3;6;27;51;38;14;42;52;15;58;2;44;45;62;10;33;29;17;55;36;47;41;26;12;60;46;28;40;34;18;64;1;50;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;57;24;48;4;43;31;21;294
21;294;49;32;25;21;11;63;59;39;7;61;3;6;27;51;38;14;42;52;15;58;2;44;45;62;10;33;29;17;55;36;47;41;26;12;60;46;28;40;34;18;64;1;50;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;57;24;48;4;43;31
49;32;25;21;11;63;59;39;7;61;3;6;27;51;38;14;42;52;15;58;2;44;45;62;10;33;29;17;55;36;47;41;26;12;60;46;28;40;34;18;64;1;50;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;43;24;48;4;57;31;21;294
21;294;49;32;25;21;11;63;59;39;7;61;3;6;27;51;38;14;42;52;15;58;2;44;45;62;10;33;29;17;55;36;47;41;26;12;60;46;28;40;34;18;64;1;50;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;43;24;48;4;57;31
49;32;25;21;11;63;59;39;7;61;3;6;27;51;38;14;42;52;15;58;2;44;45;62;10;33;29;17;55;36;47;41;26;12;60;46;28;40;34;18;64;1;4;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;43;24;48;50;57;31;21;294
21;294;49;32;25;21;11;63;59;39;7;61;3;6;27;51;38;14;42;52;15;58;2;44;45;62;10;33;29;17;55;36;47;41;26;12;60;46;28;40;34;18;64;1;4;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;43;24;48;50;57;31
24;32;25;21;11;63;59;39;7;61;3;6;27;51;38;14;42;52;15;58;2;44;45;62;10;33;29;17;55;36;47;41;26;12;60;46;28;40;34;18;64;1;4;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;43;49;48;50;57;31;21;294
21;294;24;32;25;21;11;63;59;39;7;61;3;6;27;51;38;14;42;52;15;58;2;44;45;62;10;33;29;17;55;36;47;41;26;12;60;46;28;40;34;18;64;1;4;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;43;49;48;50;57;31
24;32;25;21;12;63;59;39;7;61;3;6;27;51;38;14;42;52;15;58;2;44;45;62;10;33;29;17;55;36;47;41;26;11;60;46;28;40;34;18;64;1;4;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;43;49;48;50;57;31;21;294
21;294;24;32;25;21;12;63;59;39;7;61;3;6;27;51;38;14;42;52;15;58;2;44;45;62;10;33;29;17;55;36;47;41;26;11;60;46;28;40;34;18;64;1;4;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;43;49;48;50;57;31
24;32;25;21;12;63;59;39;7;61;3;6;27;51;38;14;42;52;15;58;2;44;46;62;10;33;29;17;55;36;47;41;26;11;60;45;28;40;34;18;64;1;4;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;43;49;48;50;57;31;21;294
21;294;24;32;25;21;12;63;59;39;7;61;3;6;27;51;38;14;42;52;15;58;2;44;46;62;10;33;29;17;55;36;47;41;26;11;60;45;28;40;34;18;64;1;4;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;43;49;48;50;57;31
24;32;25;21;12;63;59;39;7;61;3;6;27;51;38;14;42;52;15;58;2;44;62;46;10;33;29;17;55;36;47;41;26;11;60;45;28;40;34;18;64;1;4;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;43;49;48;50;57;31;21;294
21;294;24;32;25;21;12;63;59;39;7;61;3;6;27;51;38;14;42;52;15;58;2;44;62;46;10;33;29;17;55;36;47;41;26;11;60;45;28;40;34;18;64;1;4;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;43;49;48;50;57;31
24;32;25;21;12;63;59;39;7;61;3;6;27;51;38;14;42;52;57;58;2;44;62;46;10;33;29;17;55;36;47;41;26;11;60;45;28;40;34;18;64;1;4;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;43;49;48;50;15;31;21;290
21;290;24;32;25;21;12;63;59;39;7;61;3;6;27;51;38;14;42;52;57;58;2;44;62;46;10;33;29;17;55;36;47;41;26;11;60;45;28;40;34;18;64;1;4;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;43;49;48;50;15;31
24;32;25;21;12;63;59;39;7;61;3;6;27;51;38;14;42;52;57;58;2;44;62;46;10;26;29;17;55;36;47;41;33;11;60;45;28;40;34;18;64;1;4;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;43;49;48;50;15;31;21;294
21;294;24;32;25;21;12;63;59;39;7;61;3;6;27;51;38;14;42;52;57;58;2;44;62;46;10;26;29;17;55;36;47;41;33;11;60;45;28;40;34;18;64;1;4;35;5;9;53;37;22;20;30;19;13;56;54;16;8;23;43;49;48;50;15;31
