"X1";"X282";"X12";"X49";"X4";"X3";"X16";"X50";"X29";"X2";"X36";"X9";"X26";"X27";"X19";"X53";"X57";"X63";"X45";"X46";"X31";"X34";"X56";"X6";"X42";"X41";"X10";"X35";"X15";"X23";"X47";"X28";"X5";"X62";"X32";"X30";"X37";"X18";"X61";"X44";"X25";"X59";"X54";"X64";"X48";"X43";"X33";"X40";"X11";"X21";"X51";"X17";"X22";"X20";"X8";"X52";"X1.1";"X14";"X7";"X55";"X58";"X39";"X24";"X60";"X38";"X13"
37;286;40;15;12;58;56;57;64;21;24;17;61;14;11;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;1;19;38;55;6;53;34;41;29;3;22;35;18;8;50;44;39;43;54;10;33;45;7;9;62;16;20;13;60;27;63;48;46;49;4
40;15;12;58;56;57;64;21;24;17;39;14;11;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;1;19;38;55;6;53;34;41;29;3;22;35;18;8;50;44;61;43;54;10;33;45;7;9;62;16;20;13;60;27;63;48;46;49;4;37;286
37;286;40;15;12;58;56;57;64;21;24;17;39;14;11;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;1;19;38;55;6;53;34;41;29;3;22;35;18;8;50;44;61;43;54;10;33;45;7;9;62;16;20;13;60;27;63;48;46;49;4
40;15;12;58;56;57;64;21;24;17;39;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;1;19;38;55;6;53;34;41;29;3;22;35;18;8;50;44;61;43;54;10;33;45;7;11;62;16;20;13;60;27;63;48;46;49;4;37;286
37;286;40;15;12;58;56;57;64;21;24;17;39;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;1;19;38;55;6;53;34;41;29;3;22;35;18;8;50;44;61;43;54;10;33;45;7;11;62;16;20;13;60;27;63;48;46;49;4
40;15;12;58;56;57;64;21;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;1;19;38;55;6;53;34;41;39;3;22;35;18;8;50;44;61;43;54;10;33;45;7;11;62;16;20;13;60;27;63;48;46;49;4;37;266
37;266;40;15;12;58;56;57;64;21;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;1;19;38;55;6;53;34;41;39;3;22;35;18;8;50;44;61;43;54;10;33;45;7;11;62;16;20;13;60;27;63;48;46;49;4
40;15;12;58;56;57;64;21;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;1;19;38;55;16;53;34;41;39;3;22;35;18;8;50;44;61;43;54;10;33;45;7;11;62;6;20;13;60;27;63;48;46;49;4;37;266
37;266;40;15;12;58;56;57;64;21;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;1;19;38;55;16;53;34;41;39;3;22;35;18;8;50;44;61;43;54;10;33;45;7;11;62;6;20;13;60;27;63;48;46;49;4
40;15;12;58;56;57;64;21;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;1;19;38;55;16;53;34;41;39;3;22;35;8;18;50;44;61;43;54;10;33;45;7;11;62;6;20;13;60;27;63;48;46;49;4;37;266
37;266;40;15;12;58;56;57;64;21;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;1;19;38;55;16;53;34;41;39;3;22;35;8;18;50;44;61;43;54;10;33;45;7;11;62;6;20;13;60;27;63;48;46;49;4
40;15;12;58;56;57;64;53;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;1;19;38;55;16;21;34;41;39;3;22;35;8;18;50;44;61;43;54;10;33;45;7;11;62;6;20;13;60;27;63;48;46;49;4;37;268
37;268;40;15;12;58;56;57;64;53;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;1;19;38;55;16;21;34;41;39;3;22;35;8;18;50;44;61;43;54;10;33;45;7;11;62;6;20;13;60;27;63;48;46;49;4
40;15;12;58;56;57;64;53;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;39;19;38;55;16;21;34;41;1;3;22;35;8;18;50;44;61;43;54;10;33;45;7;11;62;6;20;13;60;27;63;48;46;49;4;37;276
38;276;40;15;12;58;56;57;64;53;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;39;19;38;55;16;21;34;41;1;3;22;35;8;18;50;44;61;43;54;10;33;45;7;11;62;6;20;13;60;27;63;48;46;49;4
40;15;12;58;56;57;64;53;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;39;19;61;55;16;21;34;41;1;3;22;35;8;18;50;44;38;43;54;10;33;45;7;11;62;6;20;13;60;27;63;48;46;49;4;38;290
38;276;40;15;12;58;56;57;64;53;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;39;19;38;55;16;21;34;41;1;3;22;35;8;18;50;44;61;43;54;10;33;45;7;11;62;6;20;13;60;27;63;48;46;49;4
40;15;12;58;56;57;64;53;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;6;19;38;55;16;21;34;41;1;3;22;35;8;18;50;44;61;43;54;10;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4;38;272
38;272;40;15;12;58;56;57;64;53;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;6;19;38;55;16;21;34;41;1;3;22;35;8;18;50;44;61;43;54;10;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4
40;15;12;58;56;57;64;53;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;6;19;38;55;16;21;34;41;1;3;22;35;8;18;50;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4;38;272
38;272;40;15;12;58;56;57;64;53;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;6;19;38;55;16;21;34;41;1;3;22;35;8;18;50;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4
40;15;12;58;56;57;64;53;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;6;19;38;55;16;21;34;41;1;7;22;35;8;18;50;10;61;43;54;44;33;45;3;11;62;39;20;13;60;27;63;48;46;49;4;38;278
38;272;40;15;12;58;56;57;64;53;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;6;19;38;55;16;21;34;41;1;3;22;35;8;18;50;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4
40;15;12;58;56;50;64;53;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;6;19;38;55;16;21;34;41;1;3;22;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4;38;272
38;272;40;15;12;58;56;50;64;53;24;17;29;14;9;28;31;5;36;59;32;23;42;47;2;26;51;37;52;25;30;6;19;38;55;16;21;34;41;1;3;22;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4
40;15;12;58;56;50;64;53;24;17;29;14;9;30;31;5;36;59;32;23;42;47;2;26;51;37;52;25;28;6;19;38;55;16;21;34;41;1;3;22;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4;38;264
38;264;40;15;12;58;56;50;64;53;24;17;29;14;9;30;31;5;36;59;32;23;42;47;2;26;51;37;52;25;28;6;19;38;55;16;21;34;41;1;3;22;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4
40;15;12;58;56;50;64;53;24;17;29;14;9;30;31;5;36;59;32;23;22;47;2;26;51;37;52;25;28;6;19;38;55;16;21;34;41;1;3;42;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4;38;264
38;264;40;15;12;58;56;50;64;53;24;17;29;14;9;30;31;5;36;59;32;23;22;47;2;26;51;37;52;25;28;6;19;38;55;16;21;34;41;1;3;42;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4
40;15;12;58;56;50;64;53;24;17;29;14;9;30;31;5;36;59;32;23;22;47;2;26;51;37;52;25;28;6;19;38;1;16;21;34;41;55;3;42;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4;38;264
38;264;40;15;12;58;56;50;64;53;24;17;29;14;9;30;31;5;36;59;32;23;22;47;2;26;51;37;52;25;28;6;19;38;1;16;21;34;41;55;3;42;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4
40;15;12;58;56;50;64;53;24;17;29;14;9;30;31;5;36;59;32;23;22;47;2;26;51;37;52;25;28;6;19;38;1;16;34;21;41;55;3;42;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4;38;264
38;264;40;15;12;58;56;50;64;53;24;17;29;14;9;30;31;5;36;59;32;23;22;47;2;26;51;37;52;25;28;6;19;38;1;16;34;21;41;55;3;42;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4
40;15;12;58;31;50;64;53;24;17;29;14;9;30;56;5;36;59;32;23;22;47;2;26;51;37;52;25;28;6;19;38;1;16;34;21;41;55;3;42;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4;38;270
38;270;40;15;12;58;31;50;64;53;24;17;29;14;9;30;56;5;36;59;32;23;22;47;2;26;51;37;52;25;28;6;19;38;1;16;34;21;41;55;3;42;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4
40;15;12;55;31;50;64;53;24;17;29;14;9;30;56;5;36;59;32;23;22;47;2;26;51;37;52;25;28;6;19;38;1;16;34;21;41;58;3;42;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4;38;262
38;262;40;15;12;55;31;50;64;53;24;17;29;14;9;30;56;5;36;59;32;23;22;47;2;26;51;37;52;25;28;6;19;38;1;16;34;21;41;58;3;42;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4
40;15;12;55;31;50;64;53;24;17;27;14;9;30;56;5;36;59;32;23;22;47;2;26;51;37;52;25;28;6;19;38;1;16;34;21;41;58;3;42;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;13;60;29;63;48;46;49;4;38;270
38;262;40;15;12;55;31;50;64;53;24;17;29;14;9;30;56;5;36;59;32;23;22;47;2;26;51;37;52;25;28;6;19;38;1;16;34;21;41;58;3;42;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;13;60;27;63;48;46;49;4
40;15;12;55;31;50;64;53;24;17;29;14;9;30;56;5;36;59;32;23;22;47;2;26;51;37;52;25;28;6;19;38;1;16;34;21;41;58;3;42;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;63;60;27;13;48;46;49;4;38;262
38;262;40;15;12;55;31;50;64;53;24;17;29;14;9;30;56;5;36;59;32;23;22;47;2;26;51;37;52;25;28;6;19;38;1;16;34;21;41;58;3;42;35;8;18;57;10;61;43;54;44;33;45;7;11;62;39;20;63;60;27;13;48;46;49;4
40;15;12;55;18;50;64;53;24;17;29;14;9;30;56;5;36;59;32;23;22;47;2;26;51;37;52;25;28;6;19;38;1;16;34;21;41;58;3;42;35;8;31;57;10;61;43;54;44;33;45;7;11;62;39;20;63;60;27;13;48;46;49;4;38;262
38;262;40;15;12;55;18;50;64;53;24;17;29;14;9;30;56;5;36;59;32;23;22;47;2;26;51;37;52;25;28;6;19;38;1;16;34;21;41;58;3;42;35;8;31;57;10;61;43;54;44;33;45;7;11;62;39;20;63;60;27;13;48;46;49;4
40;15;12;55;18;50;64;53;24;17;29;14;9;30;56;5;36;59;32;23;22;39;2;26;51;37;52;25;28;6;19;38;1;16;34;21;41;58;3;42;35;8;31;57;10;61;43;54;44;33;45;7;11;62;47;20;63;60;27;13;48;46;49;4;38;264
38;264;40;15;12;55;18;50;64;53;24;17;29;14;9;30;56;5;36;59;32;23;22;39;2;26;51;37;52;25;28;6;19;38;1;16;34;21;41;58;3;42;35;8;31;57;10;61;43;54;44;33;45;7;11;62;47;20;63;60;27;13;48;46;49;4
40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;59;32;23;22;39;2;26;51;37;52;25;28;6;19;38;1;16;34;21;41;58;3;42;35;8;31;57;10;30;43;54;44;33;45;7;11;62;47;20;63;60;27;13;48;46;49;4;38;260
38;260;40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;59;32;23;22;39;2;26;51;37;52;25;28;6;19;38;1;16;34;21;41;58;3;42;35;8;31;57;10;30;43;54;44;33;45;7;11;62;47;20;63;60;27;13;48;46;49;4
40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;59;52;23;22;39;2;26;51;37;32;25;28;6;19;38;1;16;34;21;41;58;3;42;35;8;31;57;10;30;43;54;44;33;45;7;11;62;47;20;63;60;27;13;48;46;49;4;38;256
38;256;40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;59;52;23;22;39;2;26;51;37;32;25;28;6;19;38;1;16;34;21;41;58;3;42;35;8;31;57;10;30;43;54;44;33;45;7;11;62;47;20;63;60;27;13;48;46;49;4
40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;59;52;23;22;39;2;26;51;37;32;25;28;6;19;38;1;16;34;21;41;63;3;42;35;8;31;57;10;30;43;54;44;33;45;7;11;62;47;20;58;60;27;13;48;46;49;4;38;256
38;256;40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;59;52;23;22;39;2;26;51;37;32;25;28;6;19;38;1;16;34;21;41;63;3;42;35;8;31;57;10;30;43;54;44;33;45;7;11;62;47;20;58;60;27;13;48;46;49;4
40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;59;52;23;22;39;2;26;51;37;32;25;28;6;19;38;1;35;34;21;41;63;3;42;16;8;31;57;10;30;43;54;44;33;45;7;11;62;47;20;58;60;27;13;48;46;49;4;38;256
38;256;40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;59;52;23;22;39;2;26;51;37;32;25;28;6;19;38;1;35;34;21;41;63;3;42;16;8;31;57;10;30;43;54;44;33;45;7;11;62;47;20;58;60;27;13;48;46;49;4
40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;59;52;23;22;39;2;26;51;37;32;25;28;6;19;38;1;35;34;21;41;63;3;42;16;8;31;57;10;30;43;54;44;46;45;7;11;62;47;20;58;60;27;13;48;33;49;4;38;256
39;256;40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;59;52;23;22;39;2;26;51;37;32;25;28;6;19;38;1;35;34;21;41;63;3;42;16;8;31;57;10;30;43;54;44;46;45;7;11;62;47;20;58;60;27;13;48;33;49;4
40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;59;52;23;22;39;2;26;51;37;1;25;28;6;19;38;32;35;34;21;41;63;3;42;16;8;31;57;10;30;43;54;44;46;45;7;11;62;47;20;58;60;27;13;48;33;49;4;39;246
39;246;40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;59;52;23;22;39;2;26;51;37;1;25;28;6;19;38;32;35;34;21;41;63;3;42;16;8;31;57;10;30;43;54;44;46;45;7;11;62;47;20;58;60;27;13;48;33;49;4
40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;31;52;23;22;39;2;26;51;37;1;25;28;6;19;38;32;35;34;21;41;63;3;42;16;8;59;57;10;30;43;54;44;46;45;7;11;62;47;20;58;60;27;13;48;33;49;4;39;246
39;246;40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;31;52;23;22;39;2;26;51;37;1;25;28;6;19;38;32;35;34;21;41;63;3;42;16;8;59;57;10;30;43;54;44;46;45;7;11;62;47;20;58;60;27;13;48;33;49;4
40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;31;52;23;22;39;2;26;51;37;1;25;28;6;19;38;32;35;34;21;41;46;3;42;16;8;59;57;10;30;43;54;44;63;45;7;11;62;47;20;58;60;27;13;48;33;49;4;39;246
39;246;40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;31;52;23;22;39;2;26;51;37;1;25;28;6;19;38;32;35;34;21;41;46;3;42;16;8;59;57;10;30;43;54;44;63;45;7;11;62;47;20;58;60;27;13;48;33;49;4
40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;31;52;32;22;39;2;26;51;37;1;25;28;6;19;38;23;35;34;21;41;46;3;42;16;8;59;57;10;30;43;54;44;63;45;7;11;62;47;20;58;60;27;13;48;33;49;4;39;258
39;258;40;15;12;55;18;50;64;53;24;17;29;14;9;61;56;5;36;31;52;32;22;39;2;26;51;37;1;25;28;6;19;38;23;35;34;21;41;46;3;42;16;8;59;57;10;30;43;54;44;63;45;7;11;62;47;20;58;60;27;13;48;33;49;4
40;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;36;31;52;32;22;39;2;26;51;37;1;25;28;6;19;38;23;35;34;17;41;46;3;42;16;8;59;57;10;30;43;54;44;63;45;7;11;62;47;20;58;60;27;13;48;33;49;4;39;254
39;254;40;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;36;31;52;32;22;39;2;26;51;37;1;25;28;6;19;38;23;35;34;17;41;46;3;42;16;8;59;57;10;30;43;54;44;63;45;7;11;62;47;20;58;60;27;13;48;33;49;4
32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;36;31;52;40;22;39;2;26;51;37;1;25;28;6;19;38;23;35;34;17;41;46;3;42;16;8;59;57;10;30;43;54;44;63;45;7;11;62;47;20;58;60;27;13;48;33;49;4;39;252
39;252;32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;36;31;52;40;22;39;2;26;51;37;1;25;28;6;19;38;23;35;34;17;41;46;3;42;16;8;59;57;10;30;43;54;44;63;45;7;11;62;47;20;58;60;27;13;48;33;49;4
32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;36;31;52;40;22;39;2;26;51;37;1;25;28;6;19;38;23;35;34;17;62;46;3;42;16;8;59;57;10;30;43;54;44;63;45;7;11;41;47;20;58;60;27;13;48;33;49;4;39;232
39;232;32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;36;31;52;40;22;39;2;26;51;37;1;25;28;6;19;38;23;35;34;17;62;46;3;42;16;8;59;57;10;30;43;54;44;63;45;7;11;41;47;20;58;60;27;13;48;33;49;4
32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;36;31;52;40;22;39;2;26;51;37;10;25;28;6;19;38;23;35;34;17;62;46;3;42;16;8;59;57;1;30;43;54;44;63;45;7;11;41;47;20;58;60;27;13;48;33;49;4;39;244
39;244;32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;36;31;52;40;22;39;2;26;51;37;10;25;28;6;19;38;23;35;34;17;62;46;3;42;16;8;59;57;1;30;43;54;44;63;45;7;11;41;47;20;58;60;27;13;48;33;49;4
32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;36;31;52;40;22;8;2;26;51;37;10;25;28;6;19;38;23;35;34;17;62;46;3;42;16;39;59;57;1;30;43;54;44;63;45;7;11;41;47;20;58;60;27;13;48;33;49;4;39;248
39;248;32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;36;31;52;40;22;8;2;26;51;37;10;25;28;6;19;38;23;35;34;17;62;46;3;42;16;39;59;57;1;30;43;54;44;63;45;7;11;41;47;20;58;60;27;13;48;33;49;4
32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;37;31;52;40;22;8;2;26;51;36;10;25;28;6;19;38;23;35;34;17;62;46;3;42;16;39;59;57;1;30;43;54;44;63;45;7;11;41;47;20;58;60;27;13;48;33;49;4;39;228
39;228;32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;37;31;52;40;22;8;2;26;51;36;10;25;28;6;19;38;23;35;34;17;62;46;3;42;16;39;59;57;1;30;43;54;44;63;45;7;11;41;47;20;58;60;27;13;48;33;49;4
32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;37;31;52;40;22;8;2;26;51;36;10;25;28;6;19;38;23;35;34;17;62;46;3;42;16;39;59;57;1;30;43;54;44;63;49;7;11;41;47;20;58;60;27;13;48;33;45;4;39;228
39;228;32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;37;31;52;40;22;8;2;26;51;36;10;25;28;6;19;38;23;35;34;17;62;46;3;42;16;39;59;57;1;30;43;54;44;63;49;7;11;41;47;20;58;60;27;13;48;33;45;4
32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;37;31;52;40;22;8;2;26;51;36;10;25;28;6;19;38;23;35;34;17;54;46;3;42;16;39;59;57;1;30;43;62;44;63;49;7;11;41;47;20;58;60;27;13;48;33;45;4;39;224
39;224;32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;37;31;52;40;22;8;2;26;51;36;10;25;28;6;19;38;23;35;34;17;54;46;3;42;16;39;59;57;1;30;43;62;44;63;49;7;11;41;47;20;58;60;27;13;48;33;45;4
32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;37;31;52;40;22;8;2;26;51;36;10;25;28;6;19;38;23;35;34;17;54;46;3;49;16;39;59;57;1;30;43;62;44;63;42;7;11;41;47;20;58;60;27;13;48;33;45;4;39;224
39;224;32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;37;31;52;40;22;8;2;26;51;36;10;25;28;6;19;38;23;35;34;17;54;46;3;49;16;39;59;57;1;30;43;62;44;63;42;7;11;41;47;20;58;60;27;13;48;33;45;4
32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;37;31;52;40;22;8;2;26;51;36;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;57;1;30;43;62;44;63;42;7;11;41;47;20;58;60;27;13;48;33;45;4;39;224
39;224;32;15;12;55;18;50;64;53;24;21;29;14;9;61;56;5;37;31;52;40;22;8;2;26;51;36;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;57;1;30;43;62;44;63;42;7;11;41;47;20;58;60;27;13;48;33;45;4
32;15;12;55;18;50;64;53;24;21;29;14;36;61;56;5;37;31;52;40;22;8;2;26;51;9;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;57;1;30;43;62;44;63;42;7;11;41;47;20;58;60;27;13;48;33;45;4;39;224
39;224;32;15;12;55;18;50;64;53;24;21;29;14;36;61;56;5;37;31;52;40;22;8;2;26;51;9;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;57;1;30;43;62;44;63;42;7;11;41;47;20;58;60;27;13;48;33;45;4
32;15;41;55;18;50;64;53;24;21;29;14;36;61;56;5;37;31;52;40;22;8;2;26;51;9;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;57;1;30;43;62;44;63;42;7;11;12;47;20;58;60;27;13;48;33;45;4;39;226
39;226;32;15;41;55;18;50;64;53;24;21;29;14;36;61;56;5;37;31;52;40;22;8;2;26;51;9;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;57;1;30;43;62;44;63;42;7;11;12;47;20;58;60;27;13;48;33;45;4
32;15;41;55;18;50;64;53;24;21;29;14;36;61;56;5;37;31;52;40;22;8;2;26;51;45;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;57;1;30;43;62;44;63;42;7;11;12;47;20;58;60;27;13;48;33;9;4;39;226
39;226;32;15;41;55;18;50;64;53;24;21;29;14;36;61;56;5;37;31;52;40;22;8;2;26;51;45;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;57;1;30;43;62;44;63;42;7;11;12;47;20;58;60;27;13;48;33;9;4
32;15;41;55;18;50;64;53;24;21;29;14;36;61;56;5;37;1;52;40;22;8;2;26;51;45;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;57;31;30;43;62;44;63;42;7;11;12;47;20;58;60;27;13;48;33;9;4;39;226
39;226;32;15;41;55;18;50;64;53;24;21;29;14;36;61;56;5;37;1;52;40;22;8;2;26;51;45;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;57;31;30;43;62;44;63;42;7;11;12;47;20;58;60;27;13;48;33;9;4
63;15;41;55;18;50;64;53;24;21;29;14;36;61;56;5;37;1;52;40;22;8;2;26;51;45;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;57;31;30;43;62;44;32;42;7;11;12;47;20;58;60;27;13;48;33;9;4;39;226
39;226;63;15;41;55;18;50;64;53;24;21;29;14;36;61;56;5;37;1;52;40;22;8;2;26;51;45;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;57;31;30;43;62;44;32;42;7;11;12;47;20;58;60;27;13;48;33;9;4
63;15;41;55;18;50;64;53;24;21;29;14;36;61;56;5;37;1;52;40;22;8;2;26;51;45;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;9;31;30;43;62;44;32;42;7;11;12;47;20;58;60;27;13;48;33;57;4;39;250
40;250;63;15;41;55;18;50;64;53;24;21;29;14;36;61;56;5;37;1;52;40;22;8;2;26;51;45;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;9;31;30;43;62;44;32;42;7;11;12;47;20;58;60;27;13;48;33;57;4
63;15;41;55;18;50;64;53;24;21;29;14;36;61;56;5;37;1;52;40;22;8;51;26;2;45;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;9;31;30;43;62;44;32;42;7;11;12;47;20;58;60;27;13;48;33;57;4;40;250
40;250;63;15;41;55;18;50;64;53;24;21;29;14;36;61;56;5;37;1;52;40;22;8;51;26;2;45;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;9;31;30;43;62;44;32;42;7;11;12;47;20;58;60;27;13;48;33;57;4
63;15;41;7;18;50;64;53;24;21;29;14;36;61;56;5;37;1;52;40;22;8;51;26;2;45;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;9;31;30;43;62;44;32;42;55;11;12;47;20;58;60;27;13;48;33;57;4;40;250
40;250;63;15;41;7;18;50;64;53;24;21;29;14;36;61;56;5;37;1;52;40;22;8;51;26;2;45;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;9;31;30;43;62;44;32;42;55;11;12;47;20;58;60;27;13;48;33;57;4
63;15;24;7;18;50;64;53;41;21;29;14;36;61;56;5;37;1;52;40;22;8;51;26;2;45;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;9;31;30;43;62;44;32;42;55;11;12;47;20;58;60;27;13;48;33;57;4;40;246
40;246;63;15;24;7;18;50;64;53;41;21;29;14;36;61;56;5;37;1;52;40;22;8;51;26;2;45;10;25;28;6;19;38;23;35;34;39;54;46;3;49;16;17;59;9;31;30;43;62;44;32;42;55;11;12;47;20;58;60;27;13;48;33;57;4
63;15;24;7;18;50;64;53;41;21;29;14;36;61;56;5;37;1;52;40;22;8;51;26;2;45;10;25;28;6;19;38;23;35;34;39;54;9;3;49;16;17;59;46;31;30;43;62;44;32;42;55;11;12;47;20;58;60;27;13;48;33;57;4;40;226
40;226;63;15;24;7;18;50;64;53;41;21;29;14;36;61;56;5;37;1;52;40;22;8;51;26;2;45;10;25;28;6;19;38;23;35;34;39;54;9;3;49;16;17;59;46;31;30;43;62;44;32;42;55;11;12;47;20;58;60;27;13;48;33;57;4
63;15;24;7;18;50;64;53;41;21;29;14;36;61;56;5;37;1;52;40;22;8;51;26;2;45;10;25;28;6;19;38;23;35;34;39;54;9;3;49;16;17;59;48;31;30;43;62;44;32;42;55;11;12;47;20;58;60;27;13;46;33;57;4;40;238
