"X1";"X274";"X45";"X33";"X37";"X19";"X38";"X32";"X42";"X5";"X48";"X9";"X7";"X1.1";"X34";"X41";"X54";"X20";"X4";"X24";"X27";"X3";"X43";"X11";"X26";"X63";"X62";"X56";"X10";"X23";"X31";"X35";"X61";"X47";"X22";"X12";"X36";"X30";"X49";"X53";"X18";"X55";"X59";"X17";"X14";"X29";"X57";"X16";"X6";"X21";"X28";"X50";"X39";"X51";"X15";"X46";"X64";"X60";"X40";"X25";"X13";"X58";"X2";"X44";"X8";"X52"
14;302;63;64;37;46;10;19;12;18;62;40;29;51;6;32;42;61;34;14;27;26;15;44;58;22;7;31;3;4;47;23;41;28;38;11;5;55;8;43;53;13;48;17;50;24;21;45;16;59;20;30;54;25;36;35;57;60;9;56;2;33;49;39;1;52
63;64;37;46;10;19;12;18;28;40;29;51;6;32;42;61;34;14;27;26;15;44;58;22;7;31;3;4;47;23;41;62;38;11;5;55;8;43;53;13;48;17;50;24;21;45;16;59;20;30;54;25;36;35;57;60;9;56;2;33;49;39;1;52;14;308
14;308;63;64;37;46;10;19;12;18;28;40;29;51;6;32;42;61;34;14;27;26;15;44;58;22;7;31;3;4;47;23;41;62;38;11;5;55;8;43;53;13;48;17;50;24;21;45;16;59;20;30;54;25;36;35;57;60;9;56;2;33;49;39;1;52
63;64;37;46;10;19;12;18;28;40;29;51;6;32;42;61;34;14;27;26;15;44;58;22;7;31;3;4;47;23;41;62;38;11;5;55;8;43;53;13;48;17;50;24;21;45;16;59;20;30;54;9;36;35;57;60;25;56;2;33;49;39;1;52;14;308
14;308;63;64;37;46;10;19;12;18;28;40;29;51;6;32;42;61;34;14;27;26;15;44;58;22;7;31;3;4;47;23;41;62;38;11;5;55;8;43;53;13;48;17;50;24;21;45;16;59;20;30;54;9;36;35;57;60;25;56;2;33;49;39;1;52
63;64;37;46;10;19;12;18;28;40;29;51;6;32;42;61;34;14;27;26;15;44;58;22;7;31;3;4;47;23;41;62;38;11;5;55;8;43;53;13;48;17;50;24;36;45;16;59;20;30;54;9;21;35;57;60;25;56;2;33;49;39;1;52;14;308
15;308;63;64;37;46;10;19;12;18;28;40;29;51;6;32;42;61;34;14;27;26;15;44;58;22;7;31;3;4;47;23;41;62;38;11;5;55;8;43;53;13;48;17;50;24;36;45;16;59;20;30;54;9;21;35;57;60;25;56;2;33;49;39;1;52
63;64;37;46;10;19;12;18;28;40;29;51;6;42;32;61;34;14;27;26;15;44;58;22;7;31;3;4;47;23;41;62;38;11;5;55;8;43;53;13;48;17;50;24;36;45;16;59;20;30;54;9;21;35;57;60;25;56;2;33;49;39;1;52;15;304
15;304;63;64;37;46;10;19;12;18;28;40;29;51;6;42;32;61;34;14;27;26;15;44;58;22;7;31;3;4;47;23;41;62;38;11;5;55;8;43;53;13;48;17;50;24;36;45;16;59;20;30;54;9;21;35;57;60;25;56;2;33;49;39;1;52
63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;61;34;14;27;26;15;44;58;22;7;31;3;4;47;23;41;62;38;11;29;55;8;43;53;13;48;17;50;24;36;45;16;59;20;30;54;9;21;35;57;60;25;56;2;33;49;39;1;52;15;304
15;304;63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;61;34;14;27;26;15;44;58;22;7;31;3;4;47;23;41;62;38;11;29;55;8;43;53;13;48;17;50;24;36;45;16;59;20;30;54;9;21;35;57;60;25;56;2;33;49;39;1;52
63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;61;34;14;27;26;11;44;58;22;7;31;3;4;47;23;41;62;38;15;29;55;8;43;53;13;48;17;50;24;36;45;16;59;20;30;54;9;21;35;57;60;25;56;2;33;49;39;1;52;15;304
15;304;63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;61;34;14;27;26;11;44;58;22;7;31;3;4;47;23;41;62;38;15;29;55;8;43;53;13;48;17;50;24;36;45;16;59;20;30;54;9;21;35;57;60;25;56;2;33;49;39;1;52
63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;61;34;14;17;26;11;44;58;22;7;31;3;4;47;23;41;62;38;15;29;55;8;43;53;13;48;27;50;24;36;45;16;59;20;30;54;9;21;35;57;60;25;56;2;33;49;39;1;52;15;296
15;296;63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;61;34;14;17;26;11;44;58;22;7;31;3;4;47;23;41;62;38;15;29;55;8;43;53;13;48;27;50;24;36;45;16;59;20;30;54;9;21;35;57;60;25;56;2;33;49;39;1;52
63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;61;34;14;17;26;11;44;58;22;30;31;3;4;47;23;41;62;38;15;29;55;8;43;53;13;48;27;50;24;36;45;16;59;20;7;54;9;21;35;57;60;25;56;2;33;49;39;1;52;15;296
15;296;63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;61;34;14;17;26;11;44;58;22;30;31;3;4;47;23;41;62;38;15;29;55;8;43;53;13;48;27;50;24;36;45;16;59;20;7;54;9;21;35;57;60;25;56;2;33;49;39;1;52
63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;61;34;14;17;26;11;44;58;22;30;31;3;4;47;23;41;62;38;15;29;55;8;43;53;13;48;27;50;24;36;20;16;59;45;7;54;9;21;35;57;60;25;56;2;33;49;39;1;52;15;268
15;268;63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;61;34;14;17;26;11;44;58;22;30;31;3;4;47;23;41;62;38;15;29;55;8;43;53;13;48;27;50;24;36;20;16;59;45;7;54;9;21;35;57;60;25;56;2;33;49;39;1;52
63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;61;34;14;17;26;11;44;58;22;30;31;3;4;47;23;41;62;38;15;29;55;8;43;53;50;48;27;13;24;36;20;16;59;45;7;54;9;21;35;57;60;25;56;2;33;49;39;1;52;15;268
15;268;63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;61;34;14;17;26;11;44;58;22;30;31;3;4;47;23;41;62;38;15;29;55;8;43;53;50;48;27;13;24;36;20;16;59;45;7;54;9;21;35;57;60;25;56;2;33;49;39;1;52
63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;61;34;14;17;26;11;44;58;22;30;31;3;4;47;36;41;62;38;15;29;55;8;43;53;50;48;27;13;24;23;20;16;59;45;7;54;9;21;35;57;60;25;56;2;33;49;39;1;52;15;264
15;264;63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;61;34;14;17;26;11;44;58;22;30;31;3;4;47;36;41;62;38;15;29;55;8;43;53;50;48;27;13;24;23;20;16;59;45;7;54;9;21;35;57;60;25;56;2;33;49;39;1;52
63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;41;34;14;17;26;11;44;58;22;30;31;3;4;47;36;61;62;38;15;29;55;8;43;53;50;48;27;13;24;23;20;16;59;45;7;54;9;21;35;57;60;25;56;2;33;49;39;1;52;15;264
15;264;63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;41;34;14;17;26;11;44;58;22;30;31;3;4;47;36;61;62;38;15;29;55;8;43;53;50;48;27;13;24;23;20;16;59;45;7;54;9;21;35;57;60;25;56;2;33;49;39;1;52
63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;41;34;14;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;43;53;50;48;27;13;24;23;20;16;59;45;7;54;9;21;35;57;60;25;56;2;33;49;30;1;52;15;264
15;264;63;64;37;46;10;19;12;18;28;40;5;51;6;42;32;41;34;14;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;43;53;50;48;27;13;24;23;20;16;59;45;7;54;9;21;35;57;60;25;56;2;33;49;30;1;52
27;64;37;46;10;19;12;18;28;40;5;51;6;42;32;41;34;14;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;43;53;50;48;63;13;24;23;20;16;59;45;7;54;9;21;35;57;60;25;56;2;33;49;30;1;52;15;264
15;264;27;64;37;46;10;19;12;18;28;40;5;51;6;42;32;41;34;14;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;43;53;50;48;63;13;24;23;20;16;59;45;7;54;9;21;35;57;60;25;56;2;33;49;30;1;52
27;64;37;46;10;19;12;18;28;40;5;51;6;42;32;41;34;9;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;43;53;50;48;63;13;24;23;20;16;59;45;7;54;14;21;35;57;60;25;56;2;33;49;30;1;52;15;264
15;264;27;64;37;46;10;19;12;18;28;40;5;51;6;42;32;41;34;9;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;43;53;50;48;63;13;24;23;20;16;59;45;7;54;14;21;35;57;60;25;56;2;33;49;30;1;52
27;64;37;46;10;19;12;18;28;40;5;51;6;42;32;41;34;9;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;43;53;50;48;63;13;24;23;20;1;59;45;7;54;14;21;35;57;60;25;56;2;33;49;30;16;52;15;264
15;264;27;64;37;46;10;19;12;18;28;40;5;51;6;42;32;41;34;9;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;43;53;50;48;63;13;24;23;20;1;59;45;7;54;14;21;35;57;60;25;56;2;33;49;30;16;52
27;40;37;46;10;19;12;18;28;64;5;51;6;42;32;41;34;9;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;43;53;50;48;63;13;24;23;20;1;59;45;7;54;14;21;35;57;60;25;56;2;33;49;30;16;52;15;268
15;268;27;40;37;46;10;19;12;18;28;64;5;51;6;42;32;41;34;9;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;43;53;50;48;63;13;24;23;20;1;59;45;7;54;14;21;35;57;60;25;56;2;33;49;30;16;52
27;40;37;46;10;19;12;18;28;64;5;51;6;42;32;41;34;9;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;43;53;50;48;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;25;57;2;33;49;30;16;52;15;268
15;268;27;40;37;46;10;19;12;18;28;64;5;51;6;42;32;41;34;9;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;43;53;50;48;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;25;57;2;33;49;30;16;52
27;40;37;46;10;19;12;18;28;64;5;51;6;42;32;41;34;9;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;43;53;50;48;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;25;52;2;33;49;30;16;57;15;268
15;268;27;40;37;46;10;19;12;18;28;64;5;51;6;42;32;41;34;9;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;43;53;50;48;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;25;52;2;33;49;30;16;57
27;40;37;46;10;19;12;18;28;64;5;51;6;43;32;41;34;9;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;42;53;50;48;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;25;52;2;33;49;30;16;57;15;272
15;272;27;40;37;46;10;19;12;18;28;64;5;51;6;43;32;41;34;9;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;42;53;50;48;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;25;52;2;33;49;30;16;57
27;40;37;25;10;19;12;18;28;64;5;51;6;43;32;41;34;9;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;42;53;50;48;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;46;52;2;33;49;30;16;57;15;272
15;272;27;40;37;25;10;19;12;18;28;64;5;51;6;43;32;41;34;9;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;42;53;50;48;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;46;52;2;33;49;30;16;57
27;40;37;25;10;19;28;18;12;64;5;51;6;43;32;41;34;9;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;42;53;50;48;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;46;52;2;33;49;30;16;57;15;272
15;272;27;40;37;25;10;19;28;18;12;64;5;51;6;43;32;41;34;9;17;26;11;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;42;53;50;48;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;46;52;2;33;49;30;16;57
27;40;37;25;10;19;28;11;12;64;5;51;6;43;32;41;34;9;17;26;18;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;42;53;50;48;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;46;52;2;33;49;30;16;57;15;280
16;280;27;40;37;25;10;19;28;11;12;64;5;51;6;43;32;41;34;9;17;26;18;44;58;22;39;31;3;4;47;36;61;62;38;15;29;55;8;42;53;50;48;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;46;52;2;33;49;30;16;57
27;40;37;25;10;19;28;11;12;64;5;51;6;43;32;41;34;9;17;26;18;44;58;50;39;31;3;4;47;36;61;62;38;15;29;55;8;42;53;22;48;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;46;52;2;33;49;30;16;57;16;280
16;280;27;40;37;25;10;19;28;11;12;64;5;51;6;43;32;41;34;9;17;26;18;44;58;50;39;31;3;4;47;36;61;62;38;15;29;55;8;42;53;22;48;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;46;52;2;33;49;30;16;57
27;40;37;25;10;19;28;11;12;64;5;48;6;43;32;41;34;9;17;26;18;44;58;50;39;31;3;4;47;36;61;62;38;15;29;55;8;42;53;22;51;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;46;52;2;33;49;30;16;57;16;280
16;280;27;40;37;25;10;19;28;11;12;64;5;48;6;43;32;41;34;9;17;26;18;44;58;50;39;31;3;4;47;36;61;62;38;15;29;55;8;42;53;22;51;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;46;52;2;33;49;30;16;57
27;40;37;25;47;19;28;11;12;64;5;48;6;43;32;41;34;9;17;26;18;44;58;50;39;31;3;4;10;36;61;62;38;15;29;55;8;42;53;22;51;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;46;52;2;33;49;30;16;57;16;280
16;280;27;40;37;25;47;19;28;11;12;64;5;48;6;43;32;41;34;9;17;26;18;44;58;50;39;31;3;4;10;36;61;62;38;15;29;55;8;42;53;22;51;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;46;52;2;33;49;30;16;57
27;40;37;25;47;19;28;11;12;64;5;48;6;43;32;41;34;9;17;29;18;44;58;50;39;31;3;4;10;36;61;62;38;15;26;55;8;42;53;22;51;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;46;52;2;33;49;30;16;57;16;280
16;280;27;40;37;25;47;19;28;11;12;64;5;48;6;43;32;41;34;9;17;29;18;44;58;50;39;31;3;4;10;36;61;62;38;15;26;55;8;42;53;22;51;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;46;52;2;33;49;30;16;57
27;40;37;25;47;19;28;11;12;64;5;48;6;43;32;41;34;9;17;29;18;44;58;50;39;31;3;4;10;36;61;62;38;15;26;55;8;42;53;22;51;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;57;16;280
16;280;27;40;37;25;47;19;28;11;12;64;5;48;6;43;32;41;34;9;17;29;18;44;58;50;39;31;3;4;10;36;61;62;38;15;26;55;8;42;53;22;51;63;13;24;23;20;1;59;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;57
27;40;37;25;47;19;28;11;12;64;5;48;6;43;32;41;34;9;17;29;18;44;58;50;39;31;3;4;10;36;61;24;38;15;26;55;8;42;53;22;51;63;13;62;23;20;1;59;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;57;16;294
16;294;27;40;37;25;47;19;28;11;12;64;5;48;6;43;32;41;34;9;17;29;18;44;58;50;39;31;3;4;10;36;61;24;38;15;26;55;8;42;53;22;51;63;13;62;23;20;1;59;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;57
27;40;37;19;47;25;28;11;12;64;5;48;6;43;32;41;34;9;17;29;18;44;58;50;39;31;3;4;10;36;61;24;38;15;26;55;8;42;53;22;51;63;13;62;23;20;1;59;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;57;16;302
16;302;27;40;37;19;47;25;28;11;12;64;5;48;6;43;32;41;34;9;17;29;18;44;58;50;39;31;3;4;10;36;61;24;38;15;26;55;8;42;53;22;51;63;13;62;23;20;1;59;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;57
27;40;37;59;47;25;28;11;12;64;5;48;6;43;32;41;34;9;17;29;18;44;58;50;39;31;3;4;10;36;61;24;38;15;26;55;8;42;53;22;51;63;13;62;23;20;1;19;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;57;16;298
16;298;27;40;37;59;47;25;28;11;12;64;5;48;6;43;32;41;34;9;17;29;18;44;58;50;39;31;3;4;10;36;61;24;38;15;26;55;8;42;53;22;51;63;13;62;23;20;1;19;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;57
27;40;37;59;47;25;28;11;12;64;5;48;6;43;32;41;34;9;17;29;18;44;58;50;39;31;3;4;10;36;19;24;38;15;26;55;8;42;53;22;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;57;16;298
16;298;27;40;37;59;47;25;28;11;12;64;5;48;6;43;32;41;34;9;17;29;18;44;58;50;39;31;3;4;10;36;19;24;38;15;26;55;8;42;53;22;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;57
27;40;37;18;47;25;28;11;12;64;5;48;6;43;32;41;34;9;17;29;59;44;58;50;39;31;3;4;10;36;19;24;38;15;26;55;8;42;53;22;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;57;16;302
16;302;27;40;37;18;47;25;28;11;12;64;5;48;6;43;32;41;34;9;17;29;59;44;58;50;39;31;3;4;10;36;19;24;38;15;26;55;8;42;53;22;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;57
27;40;37;18;47;25;28;11;12;64;5;48;6;43;32;41;34;9;17;29;59;44;58;50;39;31;3;4;57;36;19;24;38;15;26;55;8;42;53;22;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;10;16;302
16;302;27;40;37;18;47;25;28;11;12;64;5;48;6;43;32;41;34;9;17;29;59;44;58;50;39;31;3;4;57;36;19;24;38;15;26;55;8;42;53;22;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;10
27;40;37;18;47;25;28;11;12;64;5;48;6;43;32;41;34;9;17;29;59;44;58;50;39;31;22;4;57;36;19;24;38;15;26;55;8;42;53;3;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;10;16;286
16;286;27;40;37;18;47;25;28;11;12;64;5;48;6;43;32;41;34;9;17;29;59;44;58;50;39;31;22;4;57;36;19;24;38;15;26;55;8;42;53;3;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;10
27;40;15;18;47;25;28;11;12;64;5;48;6;43;32;41;34;9;17;29;59;44;58;50;39;31;22;4;57;36;19;24;38;37;26;55;8;42;53;3;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;10;16;288
16;288;27;40;15;18;47;25;28;11;12;64;5;48;6;43;32;41;34;9;17;29;59;44;58;50;39;31;22;4;57;36;19;24;38;37;26;55;8;42;53;3;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;2;16;10
27;40;15;18;47;25;28;11;12;64;5;48;2;43;32;41;34;9;17;29;59;44;58;50;39;31;22;4;57;36;19;24;38;37;26;55;8;42;53;3;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;6;16;10;16;288
16;288;27;40;15;18;47;25;28;11;12;64;5;48;2;43;32;41;34;9;17;29;59;44;58;50;39;31;22;4;57;36;19;24;38;37;26;55;8;42;53;3;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;6;16;10
27;40;15;18;47;25;28;11;12;64;5;48;2;43;32;41;34;59;17;29;9;44;58;50;39;31;22;4;57;36;19;24;38;37;26;55;8;42;53;3;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;6;16;10;16;288
16;288;27;40;15;18;47;25;28;11;12;64;5;48;2;43;32;41;34;59;17;29;9;44;58;50;39;31;22;4;57;36;19;24;38;37;26;55;8;42;53;3;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;6;16;10
27;40;15;18;47;25;28;4;12;64;5;48;2;43;32;41;34;59;17;29;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;42;53;3;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;6;16;10;16;292
16;292;27;40;15;18;47;25;28;4;12;64;5;48;2;43;32;41;34;59;17;29;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;42;53;3;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;6;16;10
27;40;15;10;47;25;28;4;12;64;5;48;2;43;32;41;34;59;17;29;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;42;53;3;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18;16;292
16;292;27;40;15;10;47;25;28;4;12;64;5;48;2;43;32;41;34;59;17;29;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;42;53;3;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18
27;40;15;10;47;41;28;4;12;64;5;48;2;43;32;25;34;59;17;29;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;42;53;3;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18;16;296
16;296;27;40;15;10;47;41;28;4;12;64;5;48;2;43;32;25;34;59;17;29;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;42;53;3;51;63;13;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18
27;40;15;10;47;41;28;4;12;64;5;48;2;43;13;25;34;59;17;29;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;42;53;3;51;63;32;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18;16;294
16;294;27;40;15;10;47;41;28;4;12;64;5;48;2;43;13;25;34;59;17;29;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;42;53;3;51;63;32;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18
27;42;15;10;47;41;28;4;12;64;5;48;2;43;13;25;34;59;17;29;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;40;53;3;51;63;32;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18;16;294
17;294;27;42;15;10;47;41;28;4;12;64;5;48;2;43;13;25;34;59;17;29;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;40;53;3;51;63;32;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18
27;42;15;10;47;41;28;4;12;64;5;48;29;43;13;25;34;59;17;2;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;40;53;3;51;63;32;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18;17;294
17;294;27;42;15;10;47;41;28;4;12;64;5;48;29;43;13;25;34;59;17;2;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;40;53;3;51;63;32;62;23;20;1;61;45;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18
27;45;15;10;47;41;28;4;12;64;5;48;29;43;13;25;34;59;17;2;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;40;53;3;51;63;32;62;23;20;1;61;42;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18;17;294
17;294;27;45;15;10;47;41;28;4;12;64;5;48;29;43;13;25;34;59;17;2;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;40;53;3;51;63;32;62;23;20;1;61;42;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18
27;45;15;10;47;41;28;4;13;64;5;48;29;43;12;25;34;59;17;2;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;40;53;3;51;63;32;62;23;20;1;61;42;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18;17;284
17;284;27;45;15;10;47;41;28;4;13;64;5;48;29;43;12;25;34;59;17;2;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;40;53;3;51;63;32;62;23;20;1;61;42;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18
27;45;15;10;47;41;28;1;13;64;5;48;29;43;12;25;34;59;17;2;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;40;53;3;51;63;32;62;23;20;4;61;42;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18;17;288
17;288;27;45;15;10;47;41;28;1;13;64;5;48;29;43;12;25;34;59;17;2;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;40;53;3;51;63;32;62;23;20;4;61;42;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18
27;45;15;10;47;41;28;1;13;64;5;48;29;43;12;42;34;59;17;2;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;40;53;3;51;63;32;62;23;20;4;61;25;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18;17;288
17;288;27;45;15;10;47;41;28;1;13;64;5;48;29;43;12;42;34;59;17;2;9;44;58;50;39;31;22;11;57;36;19;24;38;37;26;55;8;40;53;3;51;63;32;62;23;20;4;61;25;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18
27;45;15;10;47;41;28;1;13;64;5;48;29;43;12;19;34;59;17;2;9;44;58;50;39;31;22;11;57;36;42;24;38;37;26;55;8;40;53;3;51;63;32;62;23;20;4;61;25;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18;17;288
17;288;27;45;15;10;47;41;28;1;13;64;5;48;29;43;12;19;34;59;17;2;9;44;58;50;39;31;22;11;57;36;42;24;38;37;26;55;8;40;53;3;51;63;32;62;23;20;4;61;25;7;54;14;21;35;56;60;46;52;30;33;49;6;16;18
27;45;15;10;47;41;28;1;13;64;5;48;29;43;12;19;34;59;17;21;9;44;58;50;39;31;22;11;57;36;42;24;38;37;26;55;8;40;53;3;51;63;32;62;23;20;4;61;25;7;54;14;2;35;56;60;46;52;30;33;49;6;16;18;17;290
17;290;27;45;15;10;47;41;28;1;13;64;5;48;29;43;12;19;34;59;17;21;9;44;58;50;39;31;22;11;57;36;42;24;38;37;26;55;8;40;53;3;51;63;32;62;23;20;4;61;25;7;54;14;2;35;56;60;46;52;30;33;49;6;16;18
27;45;15;10;47;41;28;1;13;64;5;48;29;43;12;19;34;59;17;21;9;44;58;50;39;31;22;37;57;36;42;24;38;11;26;55;8;40;53;3;51;63;32;62;23;20;4;61;25;7;54;14;2;35;56;60;46;52;30;33;49;6;16;18;17;290
17;290;27;45;15;10;47;41;28;1;13;64;5;48;29;43;12;19;34;59;17;21;9;44;58;50;39;31;22;37;57;36;42;24;38;11;26;55;8;40;53;3;51;63;32;62;23;20;4;61;25;7;54;14;2;35;56;60;46;52;30;33;49;6;16;18
27;45;15;10;47;41;28;1;13;64;19;48;29;43;12;5;34;59;17;21;9;44;58;50;39;31;22;37;57;36;42;24;38;11;26;55;8;40;53;3;51;63;32;62;23;20;4;61;25;7;54;14;2;35;56;60;46;52;30;33;49;6;16;18;17;286
