"X1";"X310";"X48";"X37";"X60";"X61";"X18";"X3";"X19";"X44";"X11";"X39";"X25";"X59";"X29";"X34";"X17";"X56";"X8";"X57";"X15";"X10";"X6";"X63";"X27";"X16";"X45";"X58";"X54";"X33";"X23";"X22";"X1.1";"X4";"X35";"X42";"X30";"X26";"X28";"X31";"X41";"X20";"X53";"X55";"X5";"X14";"X38";"X47";"X50";"X52";"X43";"X24";"X13";"X2";"X12";"X64";"X49";"X32";"X62";"X46";"X51";"X9";"X21";"X40";"X36";"X7"
20;300;61;40;7;1;53;42;58;47;6;24;46;57;60;31;37;18;51;54;25;10;11;50;35;29;48;2;23;55;22;17;13;19;39;4;14;43;36;62;63;12;41;38;59;44;56;5;28;49;32;8;21;33;26;45;64;27;9;3;30;34;20;16;52;15
61;40;24;1;53;42;58;47;6;7;46;57;60;31;37;18;51;54;25;10;11;50;35;29;48;2;23;55;22;17;13;19;39;4;14;43;36;62;63;12;41;38;59;44;56;5;28;49;32;8;21;33;26;45;64;27;9;3;30;34;20;16;52;15;20;284
20;284;61;40;24;1;53;42;58;47;6;7;46;57;60;31;37;18;51;54;25;10;11;50;35;29;48;2;23;55;22;17;13;19;39;4;14;43;36;62;63;12;41;38;59;44;56;5;28;49;32;8;21;33;26;45;64;27;9;3;30;34;20;16;52;15
61;40;24;6;53;42;58;47;1;7;46;57;60;31;37;18;51;54;25;10;11;50;35;29;48;2;23;55;22;17;13;19;39;4;14;43;36;62;63;12;41;38;59;44;56;5;28;49;32;8;21;33;26;45;64;27;9;3;30;34;20;16;52;15;20;284
20;284;61;40;24;6;53;42;58;47;1;7;46;57;60;31;37;18;51;54;25;10;11;50;35;29;48;2;23;55;22;17;13;19;39;4;14;43;36;62;63;12;41;38;59;44;56;5;28;49;32;8;21;33;26;45;64;27;9;3;30;34;20;16;52;15
61;40;24;6;53;42;58;47;1;7;46;57;60;31;37;18;51;54;25;10;11;50;35;29;48;2;23;55;22;17;13;19;39;4;14;43;36;62;63;12;41;38;59;44;56;5;28;49;32;8;21;33;26;45;64;27;9;3;30;34;52;16;20;15;20;284
20;284;61;40;24;6;53;42;58;47;1;7;46;57;60;31;37;18;51;54;25;10;11;50;35;29;48;2;23;55;22;17;13;19;39;4;14;43;36;62;63;12;41;38;59;44;56;5;28;49;32;8;21;33;26;45;64;27;9;3;30;34;52;16;20;15
63;40;24;6;53;42;58;47;1;7;46;57;60;31;37;18;51;54;25;10;11;50;35;29;48;2;23;55;22;17;13;19;39;4;14;43;36;62;61;12;41;38;59;44;56;5;28;49;32;8;21;33;26;45;64;27;9;3;30;34;52;16;20;15;20;290
20;290;63;40;24;6;53;42;58;47;1;7;46;57;60;31;37;18;51;54;25;10;11;50;35;29;48;2;23;55;22;17;13;19;39;4;14;43;36;62;61;12;41;38;59;44;56;5;28;49;32;8;21;33;26;45;64;27;9;3;30;34;52;16;20;15
63;40;24;6;53;42;58;47;1;7;46;57;60;31;37;18;51;54;25;10;11;50;35;29;48;2;23;55;22;17;13;19;39;4;14;43;36;62;61;12;41;38;59;44;56;5;28;49;32;64;21;33;26;45;8;27;9;3;30;34;52;16;20;15;20;290
20;290;63;40;24;6;53;42;58;47;1;7;46;57;60;31;37;18;51;54;25;10;11;50;35;29;48;2;23;55;22;17;13;19;39;4;14;43;36;62;61;12;41;38;59;44;56;5;28;49;32;64;21;33;26;45;8;27;9;3;30;34;52;16;20;15
63;22;24;6;53;42;58;47;1;7;46;57;60;31;37;18;51;54;25;10;11;50;35;29;48;2;23;55;40;17;13;19;39;4;14;43;36;62;61;12;41;38;59;44;56;5;28;49;32;64;21;33;26;45;8;27;9;3;30;34;52;16;20;15;20;290
20;290;63;22;24;6;53;42;58;47;1;7;46;57;60;31;37;18;51;54;25;10;11;50;35;29;48;2;23;55;40;17;13;19;39;4;14;43;36;62;61;12;41;38;59;44;56;5;28;49;32;64;21;33;26;45;8;27;9;3;30;34;52;16;20;15
63;22;24;6;53;42;58;47;29;7;46;57;60;31;37;18;51;54;25;10;11;50;35;1;48;2;23;55;40;17;13;19;39;4;14;43;36;62;61;12;41;38;59;44;56;5;28;49;32;64;21;33;26;45;8;27;9;3;30;34;52;16;20;15;20;290
20;290;63;22;24;6;53;42;58;47;29;7;46;57;60;31;37;18;51;54;25;10;11;50;35;1;48;2;23;55;40;17;13;19;39;4;14;43;36;62;61;12;41;38;59;44;56;5;28;49;32;64;21;33;26;45;8;27;9;3;30;34;52;16;20;15
63;22;24;6;53;42;58;47;29;7;46;57;60;31;37;45;51;54;25;10;11;50;35;1;48;2;23;55;40;17;13;19;39;4;14;43;36;62;61;12;41;38;59;44;56;5;28;49;32;64;21;33;26;18;8;27;9;3;30;34;52;16;20;15;20;290
20;290;63;22;24;6;53;42;58;47;29;7;46;57;60;31;37;45;51;54;25;10;11;50;35;1;48;2;23;55;40;17;13;19;39;4;14;43;36;62;61;12;41;38;59;44;56;5;28;49;32;64;21;33;26;18;8;27;9;3;30;34;52;16;20;15
63;22;24;6;53;42;58;47;29;7;46;57;60;31;37;45;51;54;25;10;11;50;35;1;48;2;23;55;40;17;13;19;39;4;14;43;36;62;61;12;41;38;59;44;56;5;20;49;32;64;21;33;26;18;8;27;9;3;30;34;52;16;28;15;20;290
20;290;63;22;24;6;53;42;58;47;29;7;46;57;60;31;37;45;51;54;25;10;11;50;35;1;48;2;23;55;40;17;13;19;39;4;14;43;36;62;61;12;41;38;59;44;56;5;20;49;32;64;21;33;26;18;8;27;9;3;30;34;52;16;28;15
63;22;24;6;53;42;58;47;29;7;46;57;60;31;37;45;51;54;25;10;11;50;35;1;48;2;23;55;40;17;44;19;39;4;14;43;36;62;61;12;41;38;59;13;56;5;20;49;32;64;21;33;26;18;8;27;9;3;30;34;52;16;28;15;20;282
20;282;63;22;24;6;53;42;58;47;29;7;46;57;60;31;37;45;51;54;25;10;11;50;35;1;48;2;23;55;40;17;44;19;39;4;14;43;36;62;61;12;41;38;59;13;56;5;20;49;32;64;21;33;26;18;8;27;9;3;30;34;52;16;28;15
63;22;24;6;53;42;58;47;29;7;46;57;34;31;37;45;51;54;25;10;11;50;35;1;48;2;23;55;40;17;44;19;39;4;14;43;36;62;61;12;41;38;59;13;56;5;20;49;32;64;21;33;26;18;8;27;9;3;30;60;52;16;28;15;20;282
20;282;63;22;24;6;53;42;58;47;29;7;46;57;34;31;37;45;51;54;25;10;11;50;35;1;48;2;23;55;40;17;44;19;39;4;14;43;36;62;61;12;41;38;59;13;56;5;20;49;32;64;21;33;26;18;8;27;9;3;30;60;52;16;28;15
63;22;24;6;53;42;58;47;29;7;31;57;34;46;37;45;51;54;25;10;11;50;35;1;48;2;23;55;40;17;44;19;39;4;14;43;36;62;61;12;41;38;59;13;56;5;20;49;32;64;21;33;26;18;8;27;9;3;30;60;52;16;28;15;20;274
20;274;63;22;24;6;53;42;58;47;29;7;31;57;34;46;37;45;51;54;25;10;11;50;35;1;48;2;23;55;40;17;44;19;39;4;14;43;36;62;61;12;41;38;59;13;56;5;20;49;32;64;21;33;26;18;8;27;9;3;30;60;52;16;28;15
63;22;24;6;53;42;58;47;29;7;31;57;34;46;37;45;51;54;25;10;11;50;35;1;48;2;23;55;21;17;44;19;39;4;14;43;36;62;61;12;41;38;59;13;56;5;20;49;32;64;40;33;26;18;8;27;9;3;30;60;52;16;28;15;20;274
20;274;63;22;24;6;53;42;58;47;29;7;31;57;34;46;37;45;51;54;25;10;11;50;35;1;48;2;23;55;21;17;44;19;39;4;14;43;36;62;61;12;41;38;59;13;56;5;20;49;32;64;40;33;26;18;8;27;9;3;30;60;52;16;28;15
63;22;24;6;53;43;58;47;29;7;31;57;34;46;37;45;51;54;25;10;11;50;35;1;48;2;23;55;21;17;44;19;39;4;14;42;36;62;61;12;41;38;59;13;56;5;20;49;32;64;40;33;26;18;8;27;9;3;30;60;52;16;28;15;20;262
20;262;63;22;24;6;53;43;58;47;29;7;31;57;34;46;37;45;51;54;25;10;11;50;35;1;48;2;23;55;21;17;44;19;39;4;14;42;36;62;61;12;41;38;59;13;56;5;20;49;32;64;40;33;26;18;8;27;9;3;30;60;52;16;28;15
63;22;24;6;53;43;58;47;29;7;31;57;34;46;37;45;51;54;25;10;11;50;35;1;48;2;23;55;21;16;44;19;39;4;14;42;36;62;61;12;41;38;59;13;56;5;20;49;32;64;40;33;26;18;8;27;9;3;30;60;52;17;28;15;20;262
20;262;63;22;24;6;53;43;58;47;29;7;31;57;34;46;37;45;51;54;25;10;11;50;35;1;48;2;23;55;21;16;44;19;39;4;14;42;36;62;61;12;41;38;59;13;56;5;20;49;32;64;40;33;26;18;8;27;9;3;30;60;52;17;28;15
63;22;24;6;53;43;58;47;29;7;31;57;34;46;37;45;51;54;25;10;11;50;35;1;48;2;23;55;21;16;44;19;59;4;14;42;36;62;61;12;41;38;39;13;56;5;20;49;32;64;40;33;26;18;8;27;9;3;30;60;52;17;28;15;20;264
20;264;63;22;24;6;53;43;58;47;29;7;31;57;34;46;37;45;51;54;25;10;11;50;35;1;48;2;23;55;21;16;44;19;59;4;14;42;36;62;61;12;41;38;39;13;56;5;20;49;32;64;40;33;26;18;8;27;9;3;30;60;52;17;28;15
63;22;24;6;53;46;58;47;29;7;31;57;34;43;37;45;51;54;25;10;11;50;35;1;48;2;23;55;21;16;44;19;59;4;14;42;36;62;61;12;41;38;39;13;56;5;20;49;32;64;40;33;26;18;8;27;9;3;30;60;52;17;28;15;20;268
21;268;63;22;24;6;53;46;58;47;29;7;31;57;34;43;37;45;51;54;25;10;11;50;35;1;48;2;23;55;21;16;44;19;59;4;14;42;36;62;61;12;41;38;39;13;56;5;20;49;32;64;40;33;26;18;8;27;9;3;30;60;52;17;28;15
63;55;24;6;53;46;58;47;29;7;31;57;34;43;37;45;51;54;25;10;11;50;35;1;48;2;23;22;21;16;44;19;59;4;14;42;36;62;61;12;41;38;39;13;56;5;20;49;32;64;40;33;26;18;8;27;9;3;30;60;52;17;28;15;21;268
21;268;63;55;24;6;53;46;58;47;29;7;31;57;34;43;37;45;51;54;25;10;11;50;35;1;48;2;23;22;21;16;44;19;59;4;14;42;36;62;61;12;41;38;39;13;56;5;20;49;32;64;40;33;26;18;8;27;9;3;30;60;52;17;28;15
63;55;24;6;53;46;58;47;29;8;31;57;34;43;37;45;51;54;25;10;11;50;35;1;48;2;23;22;21;16;44;19;59;4;14;42;36;62;61;12;41;38;39;13;56;5;20;49;32;64;40;33;26;18;7;27;9;3;30;60;52;17;28;15;21;276
21;276;63;55;24;6;53;46;58;47;29;8;31;57;34;43;37;45;51;54;25;10;11;50;35;1;48;2;23;22;21;16;44;19;59;4;14;42;36;62;61;12;41;38;39;13;56;5;20;49;32;64;40;33;26;18;7;27;9;3;30;60;52;17;28;15
63;55;24;6;53;46;58;47;29;8;31;57;34;43;37;45;51;54;25;10;11;27;35;1;48;2;23;22;21;16;44;19;59;4;14;42;36;62;61;12;41;38;39;13;56;5;20;49;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15;21;272
21;272;63;55;24;6;53;46;58;47;29;8;31;57;34;43;37;45;51;54;25;10;11;27;35;1;48;2;23;22;21;16;44;19;59;4;14;42;36;62;61;12;41;38;39;13;56;5;20;49;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15
63;55;24;6;53;46;58;47;29;8;31;57;34;43;37;54;51;45;25;10;11;27;35;1;48;2;23;22;21;16;44;19;59;4;14;42;36;62;61;12;41;38;39;13;56;5;20;49;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15;21;272
21;272;63;55;24;6;53;46;58;47;29;8;31;57;34;43;37;54;51;45;25;10;11;27;35;1;48;2;23;22;21;16;44;19;59;4;14;42;36;62;61;12;41;38;39;13;56;5;20;49;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15
63;55;24;6;53;46;58;47;29;8;31;57;34;43;37;54;51;45;25;10;11;27;35;1;48;2;23;22;38;16;44;19;59;4;14;42;36;62;61;12;41;21;39;13;56;5;20;49;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15;21;272
21;272;63;55;24;6;53;46;58;47;29;8;31;57;34;43;37;54;51;45;25;10;11;27;35;1;48;2;23;22;38;16;44;19;59;4;14;42;36;62;61;12;41;21;39;13;56;5;20;49;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15
63;55;24;6;53;46;58;47;29;8;31;57;59;43;37;54;51;45;25;10;11;27;35;1;48;2;23;22;38;16;44;19;34;4;14;42;36;62;61;12;41;21;39;13;56;5;20;49;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15;21;268
21;268;63;55;24;6;53;46;58;47;29;8;31;57;59;43;37;54;51;45;25;10;11;27;35;1;48;2;23;22;38;16;44;19;34;4;14;42;36;62;61;12;41;21;39;13;56;5;20;49;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15
63;55;24;6;53;46;58;47;29;8;31;57;59;43;21;54;51;45;25;10;11;27;35;1;48;2;23;22;38;16;44;19;34;4;14;42;36;62;61;12;41;37;39;13;56;5;20;49;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15;21;280
21;280;63;55;24;6;53;46;58;47;29;8;31;57;59;43;21;54;51;45;25;10;11;27;35;1;48;2;23;22;38;16;44;19;34;4;14;42;36;62;61;12;41;37;39;13;56;5;20;49;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15
63;55;24;6;53;46;58;47;29;8;31;57;59;43;21;54;51;45;25;10;11;27;35;1;48;2;23;22;38;49;44;19;34;4;14;42;36;62;61;12;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15;21;284
21;284;63;55;24;6;53;46;58;47;29;8;31;57;59;43;21;54;51;45;25;10;11;27;35;1;48;2;23;22;38;49;44;19;34;4;14;42;36;62;61;12;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15
63;55;24;6;53;46;58;47;29;8;31;57;59;43;21;51;54;45;25;10;11;27;35;1;48;2;23;22;38;49;44;19;34;4;14;42;36;62;61;12;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15;21;284
21;284;63;55;24;6;53;46;58;47;29;8;31;57;59;43;21;51;54;45;25;10;11;27;35;1;48;2;23;22;38;49;44;19;34;4;14;42;36;62;61;12;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15
63;55;24;6;53;46;58;47;29;8;31;57;59;43;21;51;54;45;25;10;11;27;35;1;48;2;23;19;38;49;44;22;34;4;14;42;36;62;61;12;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15;21;282
21;282;63;55;24;6;53;46;58;47;29;8;31;57;59;43;21;51;54;45;25;10;11;27;35;1;48;2;23;19;38;49;44;22;34;4;14;42;36;62;61;12;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15
63;55;4;6;53;46;58;47;29;8;31;57;59;43;21;51;54;45;25;10;11;27;35;1;48;2;23;19;38;49;44;22;34;24;14;42;36;62;61;12;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15;21;282
21;282;63;55;4;6;53;46;58;47;29;8;31;57;59;43;21;51;54;45;25;10;11;27;35;1;48;2;23;19;38;49;44;22;34;24;14;42;36;62;61;12;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15
63;55;4;6;53;46;58;47;29;8;31;57;59;1;21;51;54;45;25;10;11;27;35;43;48;2;23;19;38;49;44;22;34;24;14;42;36;62;61;12;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15;21;270
21;270;63;55;4;6;53;46;58;47;29;8;31;57;59;1;21;51;54;45;25;10;11;27;35;43;48;2;23;19;38;49;44;22;34;24;14;42;36;62;61;12;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15
63;55;4;6;53;46;58;47;29;8;31;57;59;1;21;51;54;45;25;10;11;27;35;43;48;2;23;19;38;49;44;24;34;22;14;42;36;62;61;12;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15;21;268
21;268;63;55;4;6;53;46;58;47;29;8;31;57;59;1;21;51;54;45;25;10;11;27;35;43;48;2;23;19;38;49;44;24;34;22;14;42;36;62;61;12;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;15
63;55;4;6;53;46;58;47;29;8;31;15;59;1;21;51;54;45;25;10;11;27;35;43;48;2;23;19;38;49;44;24;34;22;14;42;36;62;61;12;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;57;21;268
21;268;63;55;4;6;53;46;58;47;29;8;31;15;59;1;21;51;54;45;25;10;11;27;35;43;48;2;23;19;38;49;44;24;34;22;14;42;36;62;61;12;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;57
63;55;4;6;53;46;58;47;29;8;31;15;59;1;21;51;54;45;25;10;11;27;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;61;12;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;57;21;268
21;268;63;55;4;6;53;46;58;47;29;8;31;15;59;1;21;51;54;45;25;10;11;27;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;61;12;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;60;52;17;28;57
63;55;4;6;53;46;58;47;29;8;31;15;59;1;21;51;54;45;25;10;11;27;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;61;60;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;12;52;17;28;57;21;268
21;268;63;55;4;6;53;46;58;47;29;8;31;15;59;1;21;51;54;45;25;10;11;27;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;61;60;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;12;52;17;28;57
63;55;4;6;53;46;58;47;29;8;31;15;59;1;21;51;54;45;25;10;11;61;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;12;52;17;28;57;21;264
21;264;63;55;4;6;53;46;58;47;29;8;31;15;59;1;21;51;54;45;25;10;11;61;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;3;30;12;52;17;28;57
63;55;4;6;53;46;58;47;29;8;31;15;59;1;21;51;54;45;25;10;11;61;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;52;30;12;3;17;28;57;21;264
21;264;63;55;4;6;53;46;58;47;29;8;31;15;59;1;21;51;54;45;25;10;11;61;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;50;9;52;30;12;3;17;28;57
63;55;4;6;50;46;58;47;29;8;31;15;59;1;21;51;54;45;25;10;11;61;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;53;9;52;30;12;3;17;28;57;21;264
21;264;63;55;4;6;50;46;58;47;29;8;31;15;59;1;21;51;54;45;25;10;11;61;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;53;9;52;30;12;3;17;28;57
63;55;57;6;50;46;58;47;29;8;31;15;59;1;21;51;54;45;25;10;11;61;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;53;9;52;30;12;3;17;28;4;21;258
22;258;63;55;57;6;50;46;58;47;29;8;31;15;59;1;21;51;54;45;25;10;11;61;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;37;39;13;56;5;20;16;32;64;40;33;26;18;7;53;9;52;30;12;3;17;28;4
63;55;57;6;50;46;58;47;29;8;31;15;59;1;21;51;54;45;25;10;11;61;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;37;39;13;56;5;20;16;52;64;40;33;26;18;7;53;9;32;30;12;3;17;28;4;22;258
22;258;63;55;57;6;50;46;58;47;29;8;31;15;59;1;21;51;54;45;25;10;11;61;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;37;39;13;56;5;20;16;52;64;40;33;26;18;7;53;9;32;30;12;3;17;28;4
63;55;57;6;50;46;58;47;29;8;31;15;59;1;21;51;54;45;16;10;11;61;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;37;39;13;56;5;20;25;52;64;40;33;26;18;7;53;9;32;30;12;3;17;28;4;22;246
22;246;63;55;57;6;50;46;58;47;29;8;31;15;59;1;21;51;54;45;16;10;11;61;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;37;39;13;56;5;20;25;52;64;40;33;26;18;7;53;9;32;30;12;3;17;28;4
21;55;57;6;50;46;58;47;29;8;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;37;39;13;56;5;20;25;52;64;40;33;26;18;7;53;9;32;30;12;3;17;28;4;22;256
22;256;21;55;57;6;50;46;58;47;29;8;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;37;39;13;56;5;20;25;52;64;40;33;26;18;7;53;9;32;30;12;3;17;28;4
21;55;57;6;50;46;58;47;29;8;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;4;39;13;56;5;20;25;52;64;40;33;26;18;7;53;9;32;30;12;3;17;28;37;22;256
22;256;21;55;57;6;50;46;58;47;29;8;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;2;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;4;39;13;56;5;20;25;52;64;40;33;26;18;7;53;9;32;30;12;3;17;28;37
21;55;2;6;50;46;58;47;29;8;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;57;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;4;39;13;56;5;20;25;52;64;40;33;26;18;7;53;9;32;30;12;3;17;28;37;22;260
22;260;21;55;2;6;50;46;58;47;29;8;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;57;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;4;39;13;56;5;20;25;52;64;40;33;26;18;7;53;9;32;30;12;3;17;28;37
8;55;2;6;50;46;58;47;29;21;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;57;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;4;39;13;56;5;20;25;52;64;40;33;26;18;7;53;9;32;30;12;3;17;28;37;22;268
22;268;8;55;2;6;50;46;58;47;29;21;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;57;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;4;39;13;56;5;20;25;52;64;40;33;26;18;7;53;9;32;30;12;3;17;28;37
8;55;2;6;50;46;12;47;29;21;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;57;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;4;39;13;56;5;20;25;52;64;40;33;26;18;7;53;9;32;30;58;3;17;28;37;22;268
22;268;8;55;2;6;50;46;12;47;29;21;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;57;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;4;39;13;56;5;20;25;52;64;40;33;26;18;7;53;9;32;30;58;3;17;28;37
8;55;2;6;50;46;57;47;29;21;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;12;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;4;39;13;56;5;20;25;52;64;40;33;26;18;7;53;9;32;30;58;3;17;28;37;22;268
22;268;8;55;2;6;50;46;57;47;29;21;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;12;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;4;39;13;56;5;20;25;52;64;40;33;26;18;7;53;9;32;30;58;3;17;28;37
8;55;2;6;20;46;57;47;29;21;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;12;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;4;39;13;56;5;50;25;52;64;40;33;26;18;7;53;9;32;30;58;3;17;28;37;22;268
22;268;8;55;2;6;20;46;57;47;29;21;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;12;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;4;39;13;56;5;50;25;52;64;40;33;26;18;7;53;9;32;30;58;3;17;28;37
8;55;2;30;20;46;57;47;29;21;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;12;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;4;39;13;56;5;50;25;52;64;40;33;26;18;7;53;9;32;6;58;3;17;28;37;22;268
22;268;8;55;2;30;20;46;57;47;29;21;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;12;23;19;44;49;38;24;34;22;14;42;36;62;27;60;41;4;39;13;56;5;50;25;52;64;40;33;26;18;7;53;9;32;6;58;3;17;28;37
8;55;2;30;20;46;57;47;29;21;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;12;23;19;44;49;38;24;34;22;14;42;37;62;27;60;41;4;39;13;56;5;50;25;52;64;40;33;26;18;7;53;9;32;6;58;3;17;28;36;22;240
22;240;8;55;2;30;20;46;57;47;29;21;31;15;59;1;63;51;54;45;16;10;11;61;35;43;48;12;23;19;44;49;38;24;34;22;14;42;37;62;27;60;41;4;39;13;56;5;50;25;52;64;40;33;26;18;7;53;9;32;6;58;3;17;28;36
8;55;2;30;20;46;57;47;29;21;31;15;59;1;63;51;54;58;16;10;11;61;35;43;48;12;23;19;44;49;38;24;34;22;14;42;37;62;27;60;41;4;39;13;56;5;50;25;52;64;40;33;26;18;7;53;9;32;6;45;3;17;28;36;22;240
22;240;8;55;2;30;20;46;57;47;29;21;31;15;59;1;63;51;54;58;16;10;11;61;35;43;48;12;23;19;44;49;38;24;34;22;14;42;37;62;27;60;41;4;39;13;56;5;50;25;52;64;40;33;26;18;7;53;9;32;6;45;3;17;28;36
8;55;2;30;20;6;57;47;29;21;31;15;59;1;63;51;54;58;16;10;11;61;35;43;48;12;23;19;44;49;38;24;34;22;14;42;37;62;27;60;41;4;39;13;56;5;50;25;52;64;40;33;26;18;7;53;9;32;46;45;3;17;28;36;22;236
22;236;8;55;2;30;20;6;57;47;29;21;31;15;59;1;63;51;54;58;16;10;11;61;35;43;48;12;23;19;44;49;38;24;34;22;14;42;37;62;27;60;41;4;39;13;56;5;50;25;52;64;40;33;26;18;7;53;9;32;46;45;3;17;28;36
8;55;2;30;20;6;47;57;29;21;31;15;59;1;63;51;54;58;16;10;11;61;35;43;48;12;23;19;44;49;38;24;34;22;14;42;37;62;27;60;41;4;39;13;56;5;50;25;52;64;40;33;26;18;7;53;9;32;46;45;3;17;28;36;22;248
22;248;8;55;2;30;20;6;47;57;29;21;31;15;59;1;63;51;54;58;16;10;11;61;35;43;48;12;23;19;44;49;38;24;34;22;14;42;37;62;27;60;41;4;39;13;56;5;50;25;52;64;40;33;26;18;7;53;9;32;46;45;3;17;28;36
8;55;2;30;20;41;47;57;29;21;31;15;59;1;63;51;54;58;16;10;11;61;35;43;48;12;23;19;44;49;38;24;34;22;14;42;37;62;27;60;6;4;39;13;56;5;50;25;52;64;40;33;26;18;7;53;9;32;46;45;3;17;28;36;22;252
