"X1";"X5645929";"X17";"X6";"X16";"X10";"X19";"X26";"X3";"X14";"X13";"X15";"X9";"X5";"X11";"X24";"X8";"X1.1";"X2";"X18";"X20";"X25";"X21";"X23";"X12";"X7";"X4";"X22"
17;5937816;13;4;19;11;22;10;26;2;17;14;20;25;16;1;18;7;3;12;9;21;23;6;24;15;8;5
13;21;19;11;22;10;26;2;17;14;20;25;16;1;18;7;3;12;9;4;23;6;24;15;8;5;17;5920205
17;5920205;13;21;19;11;22;10;26;2;17;14;20;25;16;1;18;7;3;12;9;4;23;6;24;15;8;5
13;21;15;11;22;10;26;2;17;14;20;25;16;1;18;7;3;12;9;4;23;6;24;19;8;5;17;5912052
17;5912052;13;21;15;11;22;10;26;2;17;14;20;25;16;1;18;7;3;12;9;4;23;6;24;19;8;5
7;21;15;11;22;10;26;2;17;14;20;25;16;1;18;13;3;12;9;4;23;6;24;19;8;5;17;5874650
17;5874650;7;21;15;11;22;10;26;2;17;14;20;25;16;1;18;13;3;12;9;4;23;6;24;19;8;5
7;21;15;11;22;10;26;18;17;14;20;25;16;1;2;13;3;12;9;4;23;6;24;19;8;5;17;5879764
17;5879764;7;21;15;11;22;10;26;18;17;14;20;25;16;1;2;13;3;12;9;4;23;6;24;19;8;5
7;21;15;11;22;10;26;18;17;14;20;4;16;1;2;13;3;12;9;25;23;6;24;19;8;5;17;5875529
17;5875529;7;21;15;11;22;10;26;18;17;14;20;4;16;1;2;13;3;12;9;25;23;6;24;19;8;5
7;21;15;11;22;10;26;18;17;14;20;4;16;1;2;13;25;12;9;3;23;6;24;19;8;5;17;5850830
18;5850830;7;21;15;11;22;10;26;18;17;14;20;4;16;1;2;13;25;12;9;3;23;6;24;19;8;5
7;21;15;4;22;10;26;18;17;14;20;11;16;1;2;13;25;12;9;3;23;6;24;19;8;5;18;5852764
18;5852764;7;21;15;4;22;10;26;18;17;14;20;11;16;1;2;13;25;12;9;3;23;6;24;19;8;5
7;21;15;4;22;6;26;18;17;14;20;11;16;1;2;13;25;12;9;3;23;10;24;19;8;5;18;5850561
18;5850561;7;21;15;4;22;6;26;18;17;14;20;11;16;1;2;13;25;12;9;3;23;10;24;19;8;5
7;21;15;4;22;6;26;18;17;14;20;12;16;1;2;13;25;11;9;3;23;10;24;19;8;5;18;5848102
18;5848102;7;21;15;4;22;6;26;18;17;14;20;12;16;1;2;13;25;11;9;3;23;10;24;19;8;5
7;21;15;4;22;3;26;18;17;14;20;12;16;1;2;13;25;11;9;6;23;10;24;19;8;5;18;5931714
18;5931714;7;21;15;4;22;3;26;18;17;14;20;12;16;1;2;13;25;11;9;6;23;10;24;19;8;5
7;21;15;4;22;3;26;18;17;14;20;12;16;1;2;11;25;13;9;6;23;10;24;19;8;5;18;5928822
18;5928822;7;21;15;4;22;3;26;18;17;14;20;12;16;1;2;11;25;13;9;6;23;10;24;19;8;5
7;21;15;4;22;3;26;18;17;5;20;12;16;1;2;11;25;13;9;6;23;10;24;19;8;14;18;5934892
18;5934892;7;21;15;4;22;3;26;18;17;5;20;12;16;1;2;11;25;13;9;6;23;10;24;19;8;14
7;21;15;4;22;3;26;18;17;5;20;12;16;1;6;11;25;13;9;2;23;10;24;19;8;14;18;5931727
18;5931727;7;21;15;4;22;3;26;18;17;5;20;12;16;1;6;11;25;13;9;2;23;10;24;19;8;14
24;21;15;4;22;3;26;18;17;5;20;12;16;1;6;11;25;13;9;2;23;10;7;19;8;14;18;5933745
18;5933745;24;21;15;4;22;3;26;18;17;5;20;12;16;1;6;11;25;13;9;2;23;10;7;19;8;14
24;20;15;4;22;3;26;18;17;5;21;12;16;1;6;11;25;13;9;2;23;10;7;19;8;14;18;5951505
18;5951505;24;20;15;4;22;3;26;18;17;5;21;12;16;1;6;11;25;13;9;2;23;10;7;19;8;14
24;20;15;4;22;3;26;18;17;5;21;12;16;1;6;11;25;13;19;2;23;10;7;9;8;14;18;5937775
18;5937775;24;20;15;4;22;3;26;18;17;5;21;12;16;1;6;11;25;13;19;2;23;10;7;9;8;14
24;20;15;4;22;3;26;18;17;5;21;23;16;1;6;11;25;13;19;2;12;10;7;9;8;14;18;5981207
18;5981207;24;20;15;4;22;3;26;18;17;5;21;23;16;1;6;11;25;13;19;2;12;10;7;9;8;14
24;20;19;4;22;3;26;18;17;5;21;23;16;1;6;11;25;13;15;2;12;10;7;9;8;14;18;6025964
18;6025964;24;20;19;4;22;3;26;18;17;5;21;23;16;1;6;11;25;13;15;2;12;10;7;9;8;14
14;20;19;4;22;3;26;18;17;5;21;23;16;1;6;11;25;13;15;2;12;10;7;9;8;24;18;6024451
18;6024451;14;20;19;4;22;3;26;18;17;5;21;23;16;1;6;11;25;13;15;2;12;10;7;9;8;24
14;20;19;4;22;7;26;18;17;5;21;23;16;1;6;11;25;13;15;2;12;10;3;9;8;24;18;5947747
18;5947747;14;20;19;4;22;7;26;18;17;5;21;23;16;1;6;11;25;13;15;2;12;10;3;9;8;24
14;20;19;4;22;7;26;18;17;5;21;12;16;1;6;11;25;13;15;2;23;10;3;9;8;24;18;5912115
18;5912115;14;20;19;4;22;7;26;18;17;5;21;12;16;1;6;11;25;13;15;2;23;10;3;9;8;24
14;20;19;9;22;7;26;18;17;5;21;12;16;1;6;11;25;13;15;2;23;10;3;4;8;24;18;5913029
18;5913029;14;20;19;9;22;7;26;18;17;5;21;12;16;1;6;11;25;13;15;2;23;10;3;4;8;24
14;20;26;9;22;7;19;18;17;5;21;12;16;1;6;11;25;13;15;2;23;10;3;4;8;24;18;5863229
18;5863229;14;20;26;9;22;7;19;18;17;5;21;12;16;1;6;11;25;13;15;2;23;10;3;4;8;24
14;20;26;9;22;7;19;18;17;5;21;12;16;1;23;11;25;13;15;2;6;10;3;4;8;24;18;5873492
18;5873492;14;20;26;9;22;7;19;18;17;5;21;12;16;1;23;11;25;13;15;2;6;10;3;4;8;24
14;20;26;9;22;7;19;18;17;5;3;12;16;1;23;11;25;13;15;2;6;10;21;4;8;24;18;5875133
18;5875133;14;20;26;9;22;7;19;18;17;5;3;12;16;1;23;11;25;13;15;2;6;10;21;4;8;24
14;20;26;9;22;7;19;18;17;5;16;12;3;1;23;11;25;13;15;2;6;10;21;4;8;24;18;5874573
19;5874573;14;20;26;9;22;7;19;18;17;5;16;12;3;1;23;11;25;13;15;2;6;10;21;4;8;24
14;20;26;9;22;7;15;18;17;5;16;12;3;1;23;11;25;13;19;2;6;10;21;4;8;24;19;5862104
19;5862104;14;20;26;9;22;7;15;18;17;5;16;12;3;1;23;11;25;13;19;2;6;10;21;4;8;24
14;20;26;9;22;7;15;23;17;5;16;12;3;1;18;11;25;13;19;2;6;10;21;4;8;24;19;5831262
19;5831262;14;20;26;9;22;7;15;23;17;5;16;12;3;1;18;11;25;13;19;2;6;10;21;4;8;24
14;20;26;9;22;7;15;23;17;5;16;12;3;1;18;11;6;13;19;2;25;10;21;4;8;24;19;5805265
19;5805265;14;20;26;9;22;7;15;23;17;5;16;12;3;1;18;11;6;13;19;2;25;10;21;4;8;24
14;2;26;9;22;7;15;23;17;5;16;12;3;1;18;11;6;13;19;20;25;10;21;4;8;24;19;5831251
19;5831251;14;2;26;9;22;7;15;23;17;5;16;12;3;1;18;11;6;13;19;20;25;10;21;4;8;24
14;2;26;25;22;7;15;23;17;5;16;12;3;1;18;11;6;13;19;20;9;10;21;4;8;24;19;5840025
19;5840025;14;2;26;25;22;7;15;23;17;5;16;12;3;1;18;11;6;13;19;20;9;10;21;4;8;24
14;2;13;25;22;7;15;23;17;5;16;12;3;1;18;11;6;26;19;20;9;10;21;4;8;24;19;5846367
19;5846367;14;2;13;25;22;7;15;23;17;5;16;12;3;1;18;11;6;26;19;20;9;10;21;4;8;24
25;2;13;14;22;7;15;23;17;5;16;12;3;1;18;11;6;26;19;20;9;10;21;4;8;24;19;5896963
19;5896963;25;2;13;14;22;7;15;23;17;5;16;12;3;1;18;11;6;26;19;20;9;10;21;4;8;24
25;2;13;14;22;7;15;23;17;5;16;12;3;1;18;11;6;26;19;9;20;10;21;4;8;24;19;5892436
19;5892436;25;2;13;14;22;7;15;23;17;5;16;12;3;1;18;11;6;26;19;9;20;10;21;4;8;24
25;2;13;8;22;7;15;23;17;5;16;12;3;1;18;11;6;26;19;9;20;10;21;4;14;24;19;5947753
19;5947753;25;2;13;8;22;7;15;23;17;5;16;12;3;1;18;11;6;26;19;9;20;10;21;4;14;24
25;2;13;8;22;7;15;23;17;1;16;12;3;5;18;11;6;26;19;9;20;10;21;4;14;24;19;5959267
19;5959267;25;2;13;8;22;7;15;23;17;1;16;12;3;5;18;11;6;26;19;9;20;10;21;4;14;24
25;2;13;8;22;7;15;23;17;1;16;12;3;5;18;11;6;19;26;9;20;10;21;4;14;24;19;5959347
19;5959347;25;2;13;8;22;7;15;23;17;1;16;12;3;5;18;11;6;19;26;9;20;10;21;4;14;24
25;2;13;8;22;7;15;24;17;1;16;12;3;5;18;11;6;19;26;9;20;10;21;4;14;23;19;5964025
19;5964025;25;2;13;8;22;7;15;24;17;1;16;12;3;5;18;11;6;19;26;9;20;10;21;4;14;23
2;25;13;8;22;7;15;24;17;1;16;12;3;5;18;11;6;19;26;9;20;10;21;4;14;23;19;5963771
19;5963771;2;25;13;8;22;7;15;24;17;1;16;12;3;5;18;11;6;19;26;9;20;10;21;4;14;23
2;25;13;8;22;7;15;24;17;1;16;12;4;5;18;11;6;19;26;9;20;10;21;3;14;23;19;5997609
19;5997609;2;25;13;8;22;7;15;24;17;1;16;12;4;5;18;11;6;19;26;9;20;10;21;3;14;23
4;25;13;8;22;7;15;24;17;1;16;12;2;5;18;11;6;19;26;9;20;10;21;3;14;23;19;6015817
19;6015817;4;25;13;8;22;7;15;24;17;1;16;12;2;5;18;11;6;19;26;9;20;10;21;3;14;23
4;25;13;8;22;7;15;24;1;17;16;12;2;5;18;11;6;19;26;9;20;10;21;3;14;23;19;6016117
19;6016117;4;25;13;8;22;7;15;24;1;17;16;12;2;5;18;11;6;19;26;9;20;10;21;3;14;23
4;25;13;8;22;7;15;23;1;17;16;12;2;5;18;11;6;19;26;9;20;10;21;3;14;24;19;6011439
19;6011439;4;25;13;8;22;7;15;23;1;17;16;12;2;5;18;11;6;19;26;9;20;10;21;3;14;24
4;25;13;8;7;22;15;23;1;17;16;12;2;5;18;11;6;19;26;9;20;10;21;3;14;24;19;6003388
19;6003388;4;25;13;8;7;22;15;23;1;17;16;12;2;5;18;11;6;19;26;9;20;10;21;3;14;24
20;25;13;8;7;22;15;23;1;17;16;12;2;5;18;11;6;19;26;9;4;10;21;3;14;24;19;5992007
19;5992007;20;25;13;8;7;22;15;23;1;17;16;12;2;5;18;11;6;19;26;9;4;10;21;3;14;24
20;25;17;8;7;22;15;23;1;13;16;12;2;5;18;11;6;19;26;9;4;10;21;3;14;24;19;5973258
20;5973258;20;25;17;8;7;22;15;23;1;13;16;12;2;5;18;11;6;19;26;9;4;10;21;3;14;24
20;25;17;9;7;22;15;23;1;13;16;12;2;5;18;11;6;19;26;8;4;10;21;3;14;24;20;5910610
20;5910610;20;25;17;9;7;22;15;23;1;13;16;12;2;5;18;11;6;19;26;8;4;10;21;3;14;24
20;25;13;9;7;22;15;23;1;17;16;12;2;5;18;11;6;19;26;8;4;10;21;3;14;24;20;5925327
20;5925327;20;25;13;9;7;22;15;23;1;17;16;12;2;5;18;11;6;19;26;8;4;10;21;3;14;24
20;25;13;9;7;22;15;16;1;17;23;12;2;5;18;11;6;19;26;8;4;10;21;3;14;24;20;5928891
20;5928891;20;25;13;9;7;22;15;16;1;17;23;12;2;5;18;11;6;19;26;8;4;10;21;3;14;24
20;25;13;9;7;22;15;16;1;17;23;18;2;5;12;11;6;19;26;8;4;10;21;3;14;24;20;5865990
20;5865990;20;25;13;9;7;22;15;16;1;17;23;18;2;5;12;11;6;19;26;8;4;10;21;3;14;24
20;25;13;9;7;22;15;16;1;17;23;18;2;5;24;11;6;19;26;8;4;10;21;3;14;12;20;5848256
20;5848256;20;25;13;9;7;22;15;16;1;17;23;18;2;5;24;11;6;19;26;8;4;10;21;3;14;12
20;25;13;9;7;22;15;12;1;17;23;18;2;5;24;11;6;19;26;8;4;10;21;3;14;16;20;5843324
20;5843324;20;25;13;9;7;22;15;12;1;17;23;18;2;5;24;11;6;19;26;8;4;10;21;3;14;16
20;25;13;9;7;10;15;12;1;17;23;18;2;5;24;11;6;19;26;8;4;22;21;3;14;16;20;5839596
20;5839596;20;25;13;9;7;10;15;12;1;17;23;18;2;5;24;11;6;19;26;8;4;22;21;3;14;16
20;25;13;9;7;10;15;12;11;17;23;18;2;5;24;1;6;19;26;8;4;22;21;3;14;16;20;5842630
20;5842630;20;25;13;9;7;10;15;12;11;17;23;18;2;5;24;1;6;19;26;8;4;22;21;3;14;16
20;25;13;9;7;10;15;12;11;17;23;18;2;5;24;16;6;19;26;8;4;22;21;3;14;1;20;5840847
20;5840847;20;25;13;9;7;10;15;12;11;17;23;18;2;5;24;16;6;19;26;8;4;22;21;3;14;1
20;18;13;9;7;10;15;12;11;17;23;25;2;5;24;16;6;19;26;8;4;22;21;3;14;1;20;5931362
20;5931362;20;18;13;9;7;10;15;12;11;17;23;25;2;5;24;16;6;19;26;8;4;22;21;3;14;1
20;18;13;9;7;10;15;12;11;17;23;25;2;5;26;16;6;19;24;8;4;22;21;3;14;1;20;5955246
20;5955246;20;18;13;9;7;10;15;12;11;17;23;25;2;5;26;16;6;19;24;8;4;22;21;3;14;1
20;18;13;9;7;10;15;12;5;17;23;25;2;11;26;16;6;19;24;8;4;22;21;3;14;1;20;5927187
20;5927187;20;18;13;9;7;10;15;12;5;17;23;25;2;11;26;16;6;19;24;8;4;22;21;3;14;1
20;18;13;9;7;10;15;12;5;17;23;25;2;11;26;16;6;19;24;8;22;4;21;3;14;1;20;5921372
20;5921372;20;18;13;9;7;10;15;12;5;17;23;25;2;11;26;16;6;19;24;8;22;4;21;3;14;1
20;18;13;9;7;10;15;12;5;17;26;25;2;11;23;16;6;19;24;8;22;4;21;3;14;1;20;5922807
20;5922807;20;18;13;9;7;10;15;12;5;17;26;25;2;11;23;16;6;19;24;8;22;4;21;3;14;1
20;18;13;9;7;10;15;12;5;17;26;25;2;11;23;16;6;19;24;8;22;4;3;21;14;1;20;5922807
20;5922807;20;18;13;9;7;10;15;12;5;17;26;25;2;11;23;16;6;19;24;8;22;4;3;21;14;1
20;18;13;9;7;10;15;12;2;17;26;25;5;11;23;16;6;19;24;8;22;4;3;21;14;1;20;5952047
20;5952047;20;18;13;9;7;10;15;12;2;17;26;25;5;11;23;16;6;19;24;8;22;4;3;21;14;1
22;18;13;9;7;10;15;12;2;17;26;25;5;11;23;16;6;19;24;8;20;4;3;21;14;1;20;5971314
20;5971314;22;18;13;9;7;10;15;12;2;17;26;25;5;11;23;16;6;19;24;8;20;4;3;21;14;1
22;18;13;9;7;10;15;12;26;17;2;25;5;11;23;16;6;19;24;8;20;4;3;21;14;1;20;5956362
20;5956362;22;18;13;9;7;10;15;12;26;17;2;25;5;11;23;16;6;19;24;8;20;4;3;21;14;1
22;18;13;9;7;10;15;12;14;17;2;25;5;11;23;16;6;19;24;8;20;4;3;21;26;1;20;5942961
20;5942961;22;18;13;9;7;10;15;12;14;17;2;25;5;11;23;16;6;19;24;8;20;4;3;21;26;1
22;18;13;9;7;10;15;12;14;17;2;25;5;3;23;16;6;19;24;8;20;4;11;21;26;1;20;5938283
21;5938283;22;18;13;9;7;10;15;12;14;17;2;25;5;3;23;16;6;19;24;8;20;4;11;21;26;1
22;18;13;9;7;10;15;12;1;17;2;25;5;3;23;16;6;19;24;8;20;4;11;21;26;14;21;5948881
21;5948881;22;18;13;9;7;10;15;12;1;17;2;25;5;3;23;16;6;19;24;8;20;4;11;21;26;14
22;18;13;9;7;10;15;12;1;17;2;25;5;3;23;16;6;19;24;8;20;4;11;26;21;14;21;5962296
21;5962296;22;18;13;9;7;10;15;12;1;17;2;25;5;3;23;16;6;19;24;8;20;4;11;26;21;14
22;18;13;9;7;10;15;12;1;17;2;25;5;3;23;16;11;19;24;8;20;4;6;26;21;14;21;5956388
21;5956388;22;18;13;9;7;10;15;12;1;17;2;25;5;3;23;16;11;19;24;8;20;4;6;26;21;14
22;7;13;9;18;10;15;12;1;17;2;25;5;3;23;16;11;19;24;8;20;4;6;26;21;14;21;5951184
21;5951184;22;7;13;9;18;10;15;12;1;17;2;25;5;3;23;16;11;19;24;8;20;4;6;26;21;14
22;7;13;9;18;11;15;12;1;17;2;25;5;3;23;16;10;19;24;8;20;4;6;26;21;14;21;5958248
21;5958248;22;7;13;9;18;11;15;12;1;17;2;25;5;3;23;16;10;19;24;8;20;4;6;26;21;14
22;7;13;9;18;11;15;25;1;17;2;12;5;3;23;16;10;19;24;8;20;4;6;26;21;14;21;5949058
21;5949058;22;7;13;9;18;11;15;25;1;17;2;12;5;3;23;16;10;19;24;8;20;4;6;26;21;14
22;7;13;9;18;11;15;25;1;17;2;12;5;3;23;16;10;19;24;8;20;4;6;26;14;21;21;5949058
21;5949058;22;7;13;9;18;11;15;25;1;17;2;12;5;3;23;16;10;19;24;8;20;4;6;26;14;21
22;4;13;9;18;11;15;25;1;17;2;12;5;3;23;16;10;19;24;8;20;7;6;26;14;21;21;5936063
21;5936063;22;4;13;9;18;11;15;25;1;17;2;12;5;3;23;16;10;19;24;8;20;7;6;26;14;21
22;4;13;9;18;11;1;25;15;17;2;12;5;3;23;16;10;19;24;8;20;7;6;26;14;21;21;5956748
21;5956748;22;4;13;9;18;11;1;25;15;17;2;12;5;3;23;16;10;19;24;8;20;7;6;26;14;21
25;4;13;9;18;11;1;22;15;17;2;12;5;3;23;16;10;19;24;8;20;7;6;26;14;21;21;5962511
21;5962511;25;4;13;9;18;11;1;22;15;17;2;12;5;3;23;16;10;19;24;8;20;7;6;26;14;21
25;4;13;9;18;11;1;22;15;17;7;12;5;3;23;16;10;19;24;8;20;2;6;26;14;21;21;5943233
21;5943233;25;4;13;9;18;11;1;22;15;17;7;12;5;3;23;16;10;19;24;8;20;2;6;26;14;21
25;4;13;9;18;11;1;22;15;17;7;16;5;3;23;12;10;19;24;8;20;2;6;26;14;21;21;5950831
21;5950831;25;4;13;9;18;11;1;22;15;17;7;16;5;3;23;12;10;19;24;8;20;2;6;26;14;21
25;4;13;9;18;11;1;22;15;24;7;16;5;3;23;12;10;19;17;8;20;2;6;26;14;21;21;5950979
21;5950979;25;4;13;9;18;11;1;22;15;24;7;16;5;3;23;12;10;19;17;8;20;2;6;26;14;21
25;4;13;9;18;11;1;22;15;24;7;16;5;3;23;12;10;19;14;8;20;2;6;26;17;21;21;5881706
21;5881706;25;4;13;9;18;11;1;22;15;24;7;16;5;3;23;12;10;19;14;8;20;2;6;26;17;21
25;4;13;9;18;11;23;22;15;24;7;16;5;3;1;12;10;19;14;8;20;2;6;26;17;21;21;5901042
21;5901042;25;4;13;9;18;11;23;22;15;24;7;16;5;3;1;12;10;19;14;8;20;2;6;26;17;21
4;25;13;9;18;11;23;22;15;24;7;16;5;3;1;12;10;19;14;8;20;2;6;26;17;21;21;5900904
21;5900904;4;25;13;9;18;11;23;22;15;24;7;16;5;3;1;12;10;19;14;8;20;2;6;26;17;21
4;25;13;9;18;11;23;22;15;24;7;16;5;3;8;12;10;19;14;1;20;2;6;26;17;21;21;5901302
21;5901302;4;25;13;9;18;11;23;22;15;24;7;16;5;3;8;12;10;19;14;1;20;2;6;26;17;21
4;25;13;9;18;11;23;22;15;24;7;16;10;3;8;12;5;19;14;1;20;2;6;26;17;21;21;5802013
21;5802013;4;25;13;9;18;11;23;22;15;24;7;16;10;3;8;12;5;19;14;1;20;2;6;26;17;21
4;25;13;26;18;11;23;22;15;24;7;16;10;3;8;12;5;19;14;1;20;2;6;9;17;21;21;5823944
21;5823944;4;25;13;26;18;11;23;22;15;24;7;16;10;3;8;12;5;19;14;1;20;2;6;9;17;21
4;25;13;26;18;11;20;22;15;24;7;16;10;3;8;12;5;19;14;1;23;2;6;9;17;21;21;5834855
22;5834855;4;25;13;26;18;11;20;22;15;24;7;16;10;3;8;12;5;19;14;1;23;2;6;9;17;21
4;9;13;26;18;11;20;22;15;24;7;16;10;3;8;12;5;19;14;1;23;2;6;25;17;21;22;5792860
22;5792860;4;9;13;26;18;11;20;22;15;24;7;16;10;3;8;12;5;19;14;1;23;2;6;25;17;21
4;9;13;26;18;17;20;22;15;24;7;16;10;3;8;12;5;19;14;1;23;2;6;25;11;21;22;5794930
22;5794930;4;9;13;26;18;17;20;22;15;24;7;16;10;3;8;12;5;19;14;1;23;2;6;25;11;21
4;26;13;9;18;17;20;22;15;24;7;16;10;3;8;12;5;19;14;1;23;2;6;25;11;21;22;5809214
22;5809214;4;26;13;9;18;17;20;22;15;24;7;16;10;3;8;12;5;19;14;1;23;2;6;25;11;21
12;26;13;9;18;17;20;22;15;24;7;16;10;3;8;4;5;19;14;1;23;2;6;25;11;21;22;5854435
22;5854435;12;26;13;9;18;17;20;22;15;24;7;16;10;3;8;4;5;19;14;1;23;2;6;25;11;21
12;26;13;9;18;17;20;22;15;24;7;16;10;3;8;4;23;19;14;1;5;2;6;25;11;21;22;6065003
22;6065003;12;26;13;9;18;17;20;22;15;24;7;16;10;3;8;4;23;19;14;1;5;2;6;25;11;21
12;26;13;9;18;17;20;22;15;24;16;7;10;3;8;4;23;19;14;1;5;2;6;25;11;21;22;6064972
22;6064972;12;26;13;9;18;17;20;22;15;24;16;7;10;3;8;4;23;19;14;1;5;2;6;25;11;21
12;26;13;9;21;17;20;22;15;24;16;7;10;3;8;4;23;19;14;1;5;2;6;25;11;18;22;6001011
22;6001011;12;26;13;9;21;17;20;22;15;24;16;7;10;3;8;4;23;19;14;1;5;2;6;25;11;18
12;26;13;9;21;4;20;22;15;24;16;7;10;3;8;17;23;19;14;1;5;2;6;25;11;18;22;6010428
22;6010428;12;26;13;9;21;4;20;22;15;24;16;7;10;3;8;17;23;19;14;1;5;2;6;25;11;18
12;26;13;9;21;4;20;22;15;24;16;19;10;3;8;17;23;7;14;1;5;2;6;25;11;18;22;5994885
22;5994885;12;26;13;9;21;4;20;22;15;24;16;19;10;3;8;17;23;7;14;1;5;2;6;25;11;18
12;26;13;9;21;4;20;22;15;24;16;19;10;3;8;17;23;7;14;1;5;2;6;18;11;25;22;6149779
22;6149779;12;26;13;9;21;4;20;22;15;24;16;19;10;3;8;17;23;7;14;1;5;2;6;18;11;25
12;26;13;9;21;4;20;22;15;24;16;19;5;3;8;17;23;7;14;1;10;2;6;18;11;25;22;5970198
22;5970198;12;26;13;9;21;4;20;22;15;24;16;19;5;3;8;17;23;7;14;1;10;2;6;18;11;25
12;26;13;9;21;4;20;22;15;24;16;19;5;14;8;17;23;7;3;1;10;2;6;18;11;25;22;5940347
22;5940347;12;26;13;9;21;4;20;22;15;24;16;19;5;14;8;17;23;7;3;1;10;2;6;18;11;25
12;26;13;9;21;4;20;22;15;24;1;19;5;14;8;17;23;7;3;16;10;2;6;18;11;25;22;5872963
22;5872963;12;26;13;9;21;4;20;22;15;24;1;19;5;14;8;17;23;7;3;16;10;2;6;18;11;25
2;26;13;9;21;4;20;22;15;24;1;19;5;14;8;17;23;7;3;16;10;12;6;18;11;25;22;5869910
22;5869910;2;26;13;9;21;4;20;22;15;24;1;19;5;14;8;17;23;7;3;16;10;12;6;18;11;25
2;6;13;9;21;4;20;22;15;24;1;19;5;14;8;17;23;7;3;16;10;12;26;18;11;25;22;5872884
22;5872884;2;6;13;9;21;4;20;22;15;24;1;19;5;14;8;17;23;7;3;16;10;12;26;18;11;25
2;6;1;9;21;4;20;22;15;24;13;19;5;14;8;17;23;7;3;16;10;12;26;18;11;25;22;5896800
22;5896800;2;6;1;9;21;4;20;22;15;24;13;19;5;14;8;17;23;7;3;16;10;12;26;18;11;25
2;6;7;9;21;4;20;22;15;24;13;19;5;14;8;17;23;1;3;16;10;12;26;18;11;25;22;5867247
22;5867247;2;6;7;9;21;4;20;22;15;24;13;19;5;14;8;17;23;1;3;16;10;12;26;18;11;25
9;6;7;2;21;4;20;22;15;24;13;19;5;14;8;17;23;1;3;16;10;12;26;18;11;25;22;5820596
22;5820596;9;6;7;2;21;4;20;22;15;24;13;19;5;14;8;17;23;1;3;16;10;12;26;18;11;25
9;6;17;2;21;4;20;22;15;24;13;19;5;14;8;7;23;1;3;16;10;12;26;18;11;25;22;5748126
22;5748126;9;6;17;2;21;4;20;22;15;24;13;19;5;14;8;7;23;1;3;16;10;12;26;18;11;25
9;6;17;2;21;4;20;16;15;24;13;19;5;14;8;7;23;1;3;22;10;12;26;18;11;25;22;5731266
23;5731266;9;6;17;2;21;4;20;16;15;24;13;19;5;14;8;7;23;1;3;22;10;12;26;18;11;25
9;6;17;2;21;4;20;16;15;24;13;19;5;12;8;7;23;1;3;22;10;14;26;18;11;25;23;5879510
23;5879510;9;6;17;2;21;4;20;16;15;24;13;19;5;12;8;7;23;1;3;22;10;14;26;18;11;25
9;6;17;2;21;4;20;16;15;24;13;19;5;12;8;7;23;1;3;22;11;14;26;18;10;25;23;5883077
23;5883077;9;6;17;2;21;4;20;16;15;24;13;19;5;12;8;7;23;1;3;22;11;14;26;18;10;25
9;6;17;2;21;4;20;16;15;24;13;19;5;12;8;7;1;23;3;22;11;14;26;18;10;25;23;5900825
23;5900825;9;6;17;2;21;4;20;16;15;24;13;19;5;12;8;7;1;23;3;22;11;14;26;18;10;25
9;6;17;2;21;4;20;16;15;24;13;19;5;12;8;7;1;23;3;14;11;22;26;18;10;25;23;5925800
23;5925800;9;6;17;2;21;4;20;16;15;24;13;19;5;12;8;7;1;23;3;14;11;22;26;18;10;25
9;21;17;2;6;4;20;16;15;24;13;19;5;12;8;7;1;23;3;14;11;22;26;18;10;25;23;5919943
23;5919943;9;21;17;2;6;4;20;16;15;24;13;19;5;12;8;7;1;23;3;14;11;22;26;18;10;25
9;21;1;2;6;4;20;16;15;24;13;19;5;12;8;7;17;23;3;14;11;22;26;18;10;25;23;5994102
23;5994102;9;21;1;2;6;4;20;16;15;24;13;19;5;12;8;7;17;23;3;14;11;22;26;18;10;25
9;21;1;2;6;4;20;16;15;24;13;19;5;12;18;7;17;23;3;14;11;22;26;8;10;25;23;5947419
23;5947419;9;21;1;2;6;4;20;16;15;24;13;19;5;12;18;7;17;23;3;14;11;22;26;8;10;25
9;21;1;6;2;4;20;16;15;24;13;19;5;12;18;7;17;23;3;14;11;22;26;8;10;25;23;5946899
23;5946899;9;21;1;6;2;4;20;16;15;24;13;19;5;12;18;7;17;23;3;14;11;22;26;8;10;25
9;21;1;6;2;4;20;16;15;24;13;19;5;12;18;7;17;23;25;14;11;22;26;8;10;3;23;5946951
23;5946951;9;21;1;6;2;4;20;16;15;24;13;19;5;12;18;7;17;23;25;14;11;22;26;8;10;3
12;21;1;6;2;4;20;16;15;24;13;19;5;9;18;7;17;23;25;14;11;22;26;8;10;3;23;5868805
23;5868805;12;21;1;6;2;4;20;16;15;24;13;19;5;9;18;7;17;23;25;14;11;22;26;8;10;3
12;21;1;26;2;4;20;16;15;24;13;19;5;9;18;7;17;23;25;14;11;22;6;8;10;3;23;5873024
23;5873024;12;21;1;26;2;4;20;16;15;24;13;19;5;9;18;7;17;23;25;14;11;22;6;8;10;3
12;21;1;26;2;4;20;16;15;24;13;19;5;9;18;7;17;23;25;14;11;10;6;8;22;3;23;5875400
23;5875400;12;21;1;26;2;4;20;16;15;24;13;19;5;9;18;7;17;23;25;14;11;10;6;8;22;3
12;21;1;26;2;4;20;16;15;24;13;19;5;9;14;7;17;23;25;18;11;10;6;8;22;3;23;5854911
23;5854911;12;21;1;26;2;4;20;16;15;24;13;19;5;9;14;7;17;23;25;18;11;10;6;8;22;3
