"X1";"X288";"X2";"X57";"X11";"X54";"X62";"X40";"X19";"X46";"X36";"X34";"X41";"X7";"X3";"X15";"X27";"X31";"X28";"X35";"X24";"X39";"X23";"X38";"X17";"X51";"X1.1";"X48";"X52";"X42";"X47";"X14";"X16";"X25";"X21";"X63";"X20";"X32";"X49";"X55";"X6";"X8";"X5";"X61";"X18";"X60";"X22";"X43";"X64";"X9";"X59";"X30";"X10";"X12";"X44";"X37";"X13";"X58";"X26";"X45";"X53";"X29";"X4";"X50";"X56";"X33"
8;300;48;44;55;59;40;47;26;6;61;60;12;49;35;51;18;20;53;31;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;43;54;58;11;27;13;16;19;56;41;32;25;2;29;1;8;42;23;22;37;62;14;24;4;7;34;39;64;63;50;46
22;44;55;59;40;47;26;6;61;60;12;49;35;51;18;20;53;31;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;43;54;58;11;27;13;16;19;56;41;32;25;2;29;1;8;42;23;48;37;62;14;24;4;7;34;39;64;63;50;46;8;300
8;300;22;44;55;59;40;47;26;6;61;60;12;49;35;51;18;20;53;31;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;43;54;58;11;27;13;16;19;56;41;32;25;2;29;1;8;42;23;48;37;62;14;24;4;7;34;39;64;63;50;46
22;44;55;8;40;47;26;6;61;60;12;49;35;51;18;20;53;31;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;43;54;58;11;27;13;16;19;56;41;32;25;2;29;1;59;42;23;48;37;62;14;24;4;7;34;39;64;63;50;46;8;300
8;300;22;44;55;8;40;47;26;6;61;60;12;49;35;51;18;20;53;31;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;43;54;58;11;27;13;16;19;56;41;32;25;2;29;1;59;42;23;48;37;62;14;24;4;7;34;39;64;63;50;46
22;44;55;8;34;47;26;6;61;60;12;49;35;51;18;20;53;31;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;43;54;58;11;27;13;16;19;56;41;32;25;2;29;1;59;42;23;48;37;62;14;24;4;7;40;39;64;63;50;46;8;300
8;300;22;44;55;8;34;47;26;6;61;60;12;49;35;51;18;20;53;31;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;43;54;58;11;27;13;16;19;56;41;32;25;2;29;1;59;42;23;48;37;62;14;24;4;7;40;39;64;63;50;46
22;44;55;8;34;47;31;6;61;60;12;49;35;51;18;20;53;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;43;54;58;11;27;13;16;19;56;41;32;25;2;29;1;59;42;23;48;37;62;14;24;4;7;40;39;64;63;50;46;8;300
8;300;22;44;55;8;34;47;31;6;61;60;12;49;35;51;18;20;53;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;43;54;58;11;27;13;16;19;56;41;32;25;2;29;1;59;42;23;48;37;62;14;24;4;7;40;39;64;63;50;46
22;44;55;8;34;47;31;6;61;60;12;49;35;51;18;20;53;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;24;54;58;11;27;13;16;19;56;41;32;25;2;29;1;59;42;23;48;37;62;14;43;4;7;40;39;64;63;50;46;8;300
8;300;22;44;55;8;34;47;31;6;61;60;12;49;35;51;18;20;53;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;24;54;58;11;27;13;16;19;56;41;32;25;2;29;1;59;42;23;48;37;62;14;43;4;7;40;39;64;63;50;46
22;44;55;8;34;47;31;6;53;60;12;49;35;51;18;20;61;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;24;54;58;11;27;13;16;19;56;41;32;25;2;29;1;59;42;23;48;37;62;14;43;4;7;40;39;64;63;50;46;8;300
8;300;22;44;55;8;34;47;31;6;53;60;12;49;35;51;18;20;61;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;24;54;58;11;27;13;16;19;56;41;32;25;2;29;1;59;42;23;48;37;62;14;43;4;7;40;39;64;63;50;46
58;44;55;8;34;47;31;6;53;60;12;49;35;51;18;20;61;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;24;54;22;11;27;13;16;19;56;41;32;25;2;29;1;59;42;23;48;37;62;14;43;4;7;40;39;64;63;50;46;8;300
8;300;58;44;55;8;34;47;31;6;53;60;12;49;35;51;18;20;61;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;24;54;22;11;27;13;16;19;56;41;32;25;2;29;1;59;42;23;48;37;62;14;43;4;7;40;39;64;63;50;46
58;44;55;8;34;47;31;6;53;60;48;49;35;51;18;20;61;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;24;54;22;11;27;13;16;19;56;41;32;25;2;29;1;59;42;23;12;37;62;14;43;4;7;40;39;64;63;50;46;8;304
8;304;58;44;55;8;34;47;31;6;53;60;48;49;35;51;18;20;61;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;24;54;22;11;27;13;16;19;56;41;32;25;2;29;1;59;42;23;12;37;62;14;43;4;7;40;39;64;63;50;46
58;44;55;8;34;47;31;24;53;60;48;49;35;51;18;20;61;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;6;54;22;11;27;13;16;19;56;41;32;25;2;29;1;59;42;23;12;37;62;14;43;4;7;40;39;64;63;50;46;8;296
8;296;58;44;55;8;34;47;31;24;53;60;48;49;35;51;18;20;61;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;6;54;22;11;27;13;16;19;56;41;32;25;2;29;1;59;42;23;12;37;62;14;43;4;7;40;39;64;63;50;46
56;44;55;8;34;47;31;24;53;60;48;49;35;51;18;20;61;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;6;54;22;11;27;13;16;19;58;41;32;25;2;29;1;59;42;23;12;37;62;14;43;4;7;40;39;64;63;50;46;8;296
8;296;56;44;55;8;34;47;31;24;53;60;48;49;35;51;18;20;61;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;6;54;22;11;27;13;16;19;58;41;32;25;2;29;1;59;42;23;12;37;62;14;43;4;7;40;39;64;63;50;46
56;44;55;8;34;47;31;24;16;60;48;49;35;51;18;20;61;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;6;54;22;11;27;13;53;19;58;41;32;25;2;29;1;59;42;23;12;37;62;14;43;4;7;40;39;64;63;50;46;8;296
8;296;56;44;55;8;34;47;31;24;16;60;48;49;35;51;18;20;61;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;6;54;22;11;27;13;53;19;58;41;32;25;2;29;1;59;42;23;12;37;62;14;43;4;7;40;39;64;63;50;46
56;11;55;8;34;47;31;24;16;60;48;49;35;51;18;20;61;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;6;54;22;44;27;13;53;19;58;41;32;25;2;29;1;59;42;23;12;37;62;14;43;4;7;40;39;64;63;50;46;8;292
8;292;56;11;55;8;34;47;31;24;16;60;48;49;35;51;18;20;61;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;6;54;22;44;27;13;53;19;58;41;32;25;2;29;1;59;42;23;12;37;62;14;43;4;7;40;39;64;63;50;46
56;11;55;8;34;47;31;24;16;60;48;49;35;51;18;20;61;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;6;54;22;44;27;13;53;19;58;41;32;7;2;29;1;59;42;23;12;37;62;14;43;4;25;40;39;64;63;50;46;8;292
8;292;56;11;55;8;34;47;31;24;16;60;48;49;35;51;18;20;61;26;21;38;57;30;17;15;45;28;10;9;36;3;5;52;33;6;54;22;44;27;13;53;19;58;41;32;7;2;29;1;59;42;23;12;37;62;14;43;4;25;40;39;64;63;50;46
56;11;55;8;34;47;31;24;16;60;48;49;35;51;18;20;61;26;5;38;57;30;17;15;45;28;10;9;36;3;21;52;33;6;54;22;44;27;13;53;19;58;41;32;7;2;29;1;59;42;23;12;37;62;14;43;4;25;40;39;64;63;50;46;8;296
8;296;56;11;55;8;34;47;31;24;16;60;48;49;35;51;18;20;61;26;5;38;57;30;17;15;45;28;10;9;36;3;21;52;33;6;54;22;44;27;13;53;19;58;41;32;7;2;29;1;59;42;23;12;37;62;14;43;4;25;40;39;64;63;50;46
56;11;55;8;34;47;31;24;16;60;48;49;35;51;61;20;18;26;5;38;57;30;17;15;45;28;10;9;36;3;21;52;33;6;54;22;44;27;13;53;19;58;41;32;7;2;29;1;59;42;23;12;37;62;14;43;4;25;40;39;64;63;50;46;8;296
8;296;56;11;55;8;34;47;31;24;16;60;48;49;35;51;61;20;18;26;5;38;57;30;17;15;45;28;10;9;36;3;21;52;33;6;54;22;44;27;13;53;19;58;41;32;7;2;29;1;59;42;23;12;37;62;14;43;4;25;40;39;64;63;50;46
3;11;55;8;34;47;31;24;16;60;48;49;35;51;61;20;18;26;5;38;57;30;17;15;45;28;10;9;36;56;21;52;33;6;54;22;44;27;13;53;19;58;41;32;7;2;29;1;59;42;23;12;37;62;14;43;4;25;40;39;64;63;50;46;8;300
8;300;3;11;55;8;34;47;31;24;16;60;48;49;35;51;61;20;18;26;5;38;57;30;17;15;45;28;10;9;36;56;21;52;33;6;54;22;44;27;13;53;19;58;41;32;7;2;29;1;59;42;23;12;37;62;14;43;4;25;40;39;64;63;50;46
3;11;55;8;34;47;31;24;16;60;48;49;35;51;61;20;18;26;5;38;57;30;17;15;45;28;10;9;58;56;21;52;33;6;54;22;44;27;13;53;19;36;41;32;7;2;29;1;59;42;23;12;37;62;14;43;4;25;40;39;64;63;50;46;8;300
8;300;3;11;55;8;34;47;31;24;16;60;48;49;35;51;61;20;18;26;5;38;57;30;17;15;45;28;10;9;58;56;21;52;33;6;54;22;44;27;13;53;19;36;41;32;7;2;29;1;59;42;23;12;37;62;14;43;4;25;40;39;64;63;50;46
3;11;55;8;34;47;31;42;16;60;48;49;35;51;61;20;18;26;5;38;57;30;17;15;45;28;10;9;58;56;21;52;33;6;54;22;44;27;13;53;19;36;41;32;7;2;29;1;59;24;23;12;37;62;14;43;4;25;40;39;64;63;50;46;8;296
8;296;3;11;55;8;34;47;31;42;16;60;48;49;35;51;61;20;18;26;5;38;57;30;17;15;45;28;10;9;58;56;21;52;33;6;54;22;44;27;13;53;19;36;41;32;7;2;29;1;59;24;23;12;37;62;14;43;4;25;40;39;64;63;50;46
3;11;55;8;34;47;31;42;16;60;48;49;35;51;61;20;18;26;5;38;57;30;17;15;45;28;10;9;58;56;21;54;33;6;52;22;44;27;13;53;19;36;41;32;7;2;29;1;59;24;23;12;37;62;14;43;4;25;40;39;64;63;50;46;8;296
9;296;3;11;55;8;34;47;31;42;16;60;48;49;35;51;61;20;18;26;5;38;57;30;17;15;45;28;10;9;58;56;21;54;33;6;52;22;44;27;13;53;19;36;41;32;7;2;29;1;59;24;23;12;37;62;14;43;4;25;40;39;64;63;50;46
3;11;55;8;34;12;31;42;16;60;48;49;35;51;61;20;18;26;5;38;57;30;17;15;45;28;10;9;58;56;21;54;33;6;52;22;44;27;13;53;19;36;41;32;7;2;29;1;59;24;23;47;37;62;14;43;4;25;40;39;64;63;50;46;9;288
9;288;3;11;55;8;34;12;31;42;16;60;48;49;35;51;61;20;18;26;5;38;57;30;17;15;45;28;10;9;58;56;21;54;33;6;52;22;44;27;13;53;19;36;41;32;7;2;29;1;59;24;23;47;37;62;14;43;4;25;40;39;64;63;50;46
3;11;55;8;34;12;31;42;16;60;48;49;35;1;61;20;18;26;5;38;57;30;17;15;45;28;10;9;58;56;21;54;33;6;52;22;44;27;13;53;19;36;41;32;7;2;29;51;59;24;23;47;37;62;14;43;4;25;40;39;64;63;50;46;9;284
9;284;3;11;55;8;34;12;31;42;16;60;48;49;35;1;61;20;18;26;5;38;57;30;17;15;45;28;10;9;58;56;21;54;33;6;52;22;44;27;13;53;19;36;41;32;7;2;29;51;59;24;23;47;37;62;14;43;4;25;40;39;64;63;50;46
3;11;55;8;61;12;31;42;16;60;48;49;35;1;34;20;18;26;5;38;57;30;17;15;45;28;10;9;58;56;21;54;33;6;52;22;44;27;13;53;19;36;41;32;7;2;29;51;59;24;23;47;37;62;14;43;4;25;40;39;64;63;50;46;9;256
9;256;3;11;55;8;61;12;31;42;16;60;48;49;35;1;34;20;18;26;5;38;57;30;17;15;45;28;10;9;58;56;21;54;33;6;52;22;44;27;13;53;19;36;41;32;7;2;29;51;59;24;23;47;37;62;14;43;4;25;40;39;64;63;50;46
3;11;55;8;61;12;31;42;16;60;48;49;35;1;34;20;18;26;5;38;57;30;17;15;45;28;10;9;58;62;21;54;33;6;52;22;44;27;13;53;19;36;41;32;7;2;29;51;59;24;23;47;37;56;14;43;4;25;40;39;64;63;50;46;9;256
9;256;3;11;55;8;61;12;31;42;16;60;48;49;35;1;34;20;18;26;5;38;57;30;17;15;45;28;10;9;58;62;21;54;33;6;52;22;44;27;13;53;19;36;41;32;7;2;29;51;59;24;23;47;37;56;14;43;4;25;40;39;64;63;50;46
3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;20;18;26;5;38;57;30;17;15;45;28;10;9;58;62;21;54;33;6;52;22;44;27;13;53;19;36;41;32;7;2;29;51;59;24;23;47;37;56;14;43;4;25;40;39;64;63;50;46;9;256
9;256;3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;20;18;26;5;38;57;30;17;15;45;28;10;9;58;62;21;54;33;6;52;22;44;27;13;53;19;36;41;32;7;2;29;51;59;24;23;47;37;56;14;43;4;25;40;39;64;63;50;46
3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;20;18;26;5;38;57;30;17;32;45;28;10;9;58;62;21;54;33;6;52;22;44;27;13;53;19;36;41;15;7;2;29;51;59;24;23;47;37;56;14;43;4;25;40;39;64;63;50;46;9;252
9;252;3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;20;18;26;5;38;57;30;17;32;45;28;10;9;58;62;21;54;33;6;52;22;44;27;13;53;19;36;41;15;7;2;29;51;59;24;23;47;37;56;14;43;4;25;40;39;64;63;50;46
3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;20;18;26;5;38;57;30;17;32;45;28;64;9;58;62;21;54;33;6;52;22;44;27;13;53;19;36;41;15;7;2;29;51;59;24;23;47;37;56;14;43;4;25;40;39;10;63;50;46;9;264
9;264;3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;20;18;26;5;38;57;30;17;32;45;28;64;9;58;62;21;54;33;6;52;22;44;27;13;53;19;36;41;15;7;2;29;51;59;24;23;47;37;56;14;43;4;25;40;39;10;63;50;46
3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;20;18;26;5;38;57;25;17;32;45;28;64;9;58;62;21;54;33;6;52;22;44;27;13;53;19;36;41;15;7;2;29;51;59;24;23;47;37;56;14;43;4;30;40;39;10;63;50;46;9;260
9;260;3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;20;18;26;5;38;57;25;17;32;45;28;64;9;58;62;21;54;33;6;52;22;44;27;13;53;19;36;41;15;7;2;29;51;59;24;23;47;37;56;14;43;4;30;40;39;10;63;50;46
3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;10;18;26;5;38;57;25;17;32;45;28;64;9;58;62;21;54;33;6;52;22;44;27;13;53;19;36;41;15;7;2;29;51;59;24;23;47;37;56;14;43;4;30;40;39;20;63;50;46;9;260
9;260;3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;10;18;26;5;38;57;25;17;32;45;28;64;9;58;62;21;54;33;6;52;22;44;27;13;53;19;36;41;15;7;2;29;51;59;24;23;47;37;56;14;43;4;30;40;39;20;63;50;46
3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;10;18;26;5;38;57;25;17;32;45;28;64;9;58;62;21;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;24;19;47;37;56;14;43;4;30;40;39;20;63;50;46;9;260
9;260;3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;10;18;26;5;38;57;25;17;32;45;28;64;9;58;62;21;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;24;19;47;37;56;14;43;4;30;40;39;20;63;50;46
3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;10;18;26;5;38;57;25;17;32;45;28;64;62;58;9;21;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;24;19;47;37;56;14;43;4;30;40;39;20;63;50;46;9;256
9;256;3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;10;18;26;5;38;57;25;17;32;45;28;64;62;58;9;21;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;24;19;47;37;56;14;43;4;30;40;39;20;63;50;46
3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;10;18;26;5;38;57;25;17;32;45;28;64;62;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;24;19;47;37;56;14;43;21;30;40;39;20;63;50;46;9;256
9;256;3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;10;18;26;5;38;57;25;17;32;45;28;64;62;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;24;19;47;37;56;14;43;21;30;40;39;20;63;50;46
3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;10;18;26;62;38;57;25;17;32;45;28;64;5;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;24;19;47;37;56;14;43;21;30;40;39;20;63;50;46;9;260
9;260;3;11;55;8;61;12;31;42;16;60;35;49;48;1;34;10;18;26;62;38;57;25;17;32;45;28;64;5;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;24;19;47;37;56;14;43;21;30;40;39;20;63;50;46
3;11;24;8;61;12;31;42;16;60;35;49;48;1;34;10;18;26;62;38;57;25;17;32;45;28;64;5;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;55;19;47;37;56;14;43;21;30;40;39;20;63;50;46;9;260
9;260;3;11;24;8;61;12;31;42;16;60;35;49;48;1;34;10;18;26;62;38;57;25;17;32;45;28;64;5;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;55;19;47;37;56;14;43;21;30;40;39;20;63;50;46
3;11;24;8;61;12;31;42;16;60;35;49;48;1;34;10;18;26;62;38;57;25;55;32;45;28;64;5;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;20;63;50;46;9;260
9;260;3;11;24;8;61;12;31;42;16;60;35;49;48;1;34;10;18;26;62;38;57;25;55;32;45;28;64;5;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;20;63;50;46
26;11;24;8;61;12;31;42;16;60;35;49;48;1;34;10;18;3;62;38;57;25;55;32;45;28;64;5;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;20;63;50;46;9;260
9;260;26;11;24;8;61;12;31;42;16;60;35;49;48;1;34;10;18;3;62;38;57;25;55;32;45;28;64;5;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;20;63;50;46
26;11;24;8;61;12;31;42;16;60;35;49;48;1;34;10;18;3;62;38;57;25;55;32;45;28;20;5;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;64;63;50;46;9;268
9;268;26;11;24;8;61;12;31;42;16;60;35;49;48;1;34;10;18;3;62;38;57;25;55;32;45;28;20;5;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;64;63;50;46
26;11;24;8;61;12;31;42;16;60;35;49;48;34;1;10;18;3;62;38;57;25;55;32;45;28;20;5;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;64;63;50;46;9;272
9;272;26;11;24;8;61;12;31;42;16;60;35;49;48;34;1;10;18;3;62;38;57;25;55;32;45;28;20;5;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;7;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;64;63;50;46
26;11;7;8;61;12;31;42;16;60;35;49;48;34;1;10;18;3;62;38;57;25;55;32;45;28;20;5;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;24;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;64;63;50;46;9;268
9;268;26;11;7;8;61;12;31;42;16;60;35;49;48;34;1;10;18;3;62;38;57;25;55;32;45;28;20;5;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;24;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;64;63;50;46
26;11;7;8;61;12;31;42;16;60;35;49;48;5;1;10;18;3;62;38;57;25;55;32;45;28;20;34;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;24;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;64;63;50;46;9;284
10;284;26;11;7;8;61;12;31;42;16;60;35;49;48;5;1;10;18;3;62;38;57;25;55;32;45;28;20;34;58;9;4;54;33;6;52;22;44;27;13;53;23;36;41;15;24;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;64;63;50;46
26;11;7;8;61;12;31;42;16;60;35;49;36;5;1;10;18;3;62;38;57;25;55;32;45;28;20;34;58;9;4;54;33;6;52;22;44;27;13;53;23;48;41;15;24;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;64;63;50;46;10;284
10;284;26;11;7;8;61;12;31;42;16;60;35;49;36;5;1;10;18;3;62;38;57;25;55;32;45;28;20;34;58;9;4;54;33;6;52;22;44;27;13;53;23;48;41;15;24;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;64;63;50;46
26;11;7;8;61;12;31;42;16;60;35;49;36;5;1;10;18;3;62;38;57;25;55;32;45;28;20;34;64;9;4;54;33;6;52;22;44;27;13;53;23;48;41;15;24;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;58;63;50;46;10;284
10;284;26;11;7;8;61;12;31;42;16;60;35;49;36;5;1;10;18;3;62;38;57;25;55;32;45;28;20;34;64;9;4;54;33;6;52;22;44;27;13;53;23;48;41;15;24;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;58;63;50;46
26;11;7;8;61;12;31;42;16;60;35;49;10;5;1;36;18;3;62;38;57;25;55;32;45;28;20;34;64;9;4;54;33;6;52;22;44;27;13;53;23;48;41;15;24;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;58;63;50;46;10;284
10;284;26;11;7;8;61;12;31;42;16;60;35;49;10;5;1;36;18;3;62;38;57;25;55;32;45;28;20;34;64;9;4;54;33;6;52;22;44;27;13;53;23;48;41;15;24;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;58;63;50;46
18;11;7;8;61;12;31;42;16;60;35;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;34;64;9;4;54;33;6;52;22;44;27;13;53;23;48;41;15;24;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;58;63;50;46;10;280
10;280;18;11;7;8;61;12;31;42;16;60;35;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;34;64;9;4;54;33;6;52;22;44;27;13;53;23;48;41;15;24;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;58;63;50;46
18;11;7;8;61;12;31;42;16;60;35;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;34;64;46;4;54;33;6;52;22;44;27;13;53;23;48;41;15;24;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;58;63;50;9;10;280
10;280;18;11;7;8;61;12;31;42;16;60;35;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;34;64;46;4;54;33;6;52;22;44;27;13;53;23;48;41;15;24;2;29;51;59;17;19;47;37;56;14;43;21;30;40;39;58;63;50;9
18;11;7;8;61;12;31;42;16;60;17;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;34;64;46;4;54;33;6;52;22;44;27;13;53;23;48;41;15;24;2;29;51;59;35;19;47;37;56;14;43;21;30;40;39;58;63;50;9;10;280
10;280;18;11;7;8;61;12;31;42;16;60;17;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;34;64;46;4;54;33;6;52;22;44;27;13;53;23;48;41;15;24;2;29;51;59;35;19;47;37;56;14;43;21;30;40;39;58;63;50;9
18;11;7;8;2;12;31;42;16;60;17;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;34;64;46;4;54;33;6;52;22;44;27;13;53;23;48;41;15;24;61;29;51;59;35;19;47;37;56;14;43;21;30;40;39;58;63;50;9;10;292
10;292;18;11;7;8;2;12;31;42;16;60;17;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;34;64;46;4;54;33;6;52;22;44;27;13;53;23;48;41;15;24;61;29;51;59;35;19;47;37;56;14;43;21;30;40;39;58;63;50;9
18;11;7;8;2;12;31;42;16;60;52;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;34;64;46;4;54;33;6;17;22;44;27;13;53;23;48;41;15;24;61;29;51;59;35;19;47;37;56;14;43;21;30;40;39;58;63;50;9;10;290
10;290;18;11;7;8;2;12;31;42;16;60;52;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;34;64;46;4;54;33;6;17;22;44;27;13;53;23;48;41;15;24;61;29;51;59;35;19;47;37;56;14;43;21;30;40;39;58;63;50;9
18;11;7;8;2;12;31;42;16;60;52;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;34;64;37;4;54;33;6;17;22;44;27;13;53;23;48;41;15;24;61;29;51;59;35;19;47;46;56;14;43;21;30;40;39;58;63;50;9;10;286
10;286;18;11;7;8;2;12;31;42;16;60;52;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;34;64;37;4;54;33;6;17;22;44;27;13;53;23;48;41;15;24;61;29;51;59;35;19;47;46;56;14;43;21;30;40;39;58;63;50;9
18;11;7;8;2;12;31;42;16;9;52;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;34;64;37;4;54;33;6;17;22;44;27;13;53;23;48;41;15;24;61;29;51;59;35;19;47;46;56;14;43;21;30;40;39;58;63;50;60;10;282
10;282;18;11;7;8;2;12;31;42;16;9;52;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;34;64;37;4;54;33;6;17;22;44;27;13;53;23;48;41;15;24;61;29;51;59;35;19;47;46;56;14;43;21;30;40;39;58;63;50;60
18;11;7;8;2;12;31;42;16;9;52;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;34;64;37;4;54;33;6;17;22;44;27;48;53;23;13;41;15;24;61;29;51;59;35;19;47;46;56;14;43;21;30;40;39;58;63;50;60;10;276
10;276;18;11;7;8;2;12;31;42;16;9;52;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;34;64;37;4;54;33;6;17;22;44;27;48;53;23;13;41;15;24;61;29;51;59;35;19;47;46;56;14;43;21;30;40;39;58;63;50;60
18;11;7;8;2;12;31;42;16;9;52;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;51;64;37;4;54;33;6;17;22;44;27;48;53;23;13;41;15;24;61;29;34;59;35;19;47;46;56;14;43;21;30;40;39;58;63;50;60;10;280
10;280;18;11;7;8;2;12;31;42;16;9;52;49;10;5;1;36;26;3;62;38;57;25;55;32;45;28;20;51;64;37;4;54;33;6;17;22;44;27;48;53;23;13;41;15;24;61;29;34;59;35;19;47;46;56;14;43;21;30;40;39;58;63;50;60
18;11;7;8;2;12;31;42;16;9;52;49;10;5;1;36;26;3;62;38;63;25;55;32;45;28;20;51;64;37;4;54;33;6;17;22;44;27;48;53;23;13;41;15;24;61;29;34;59;35;19;47;46;56;14;43;21;30;40;39;58;57;50;60;10;280
