"X1";"X264";"X56";"X43";"X30";"X4";"X14";"X19";"X58";"X7";"X52";"X9";"X17";"X2";"X13";"X5";"X23";"X26";"X42";"X18";"X20";"X6";"X35";"X45";"X46";"X3";"X10";"X62";"X33";"X64";"X61";"X38";"X48";"X21";"X34";"X32";"X39";"X53";"X51";"X50";"X60";"X41";"X8";"X47";"X15";"X31";"X16";"X40";"X55";"X59";"X49";"X24";"X25";"X63";"X37";"X44";"X22";"X12";"X54";"X27";"X1.1";"X11";"X28";"X36";"X29";"X57"
48;17;32;8;33;15;46;45;24;5;6;50;20;41;3;4;29;16;52;64;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;27;56;1;44;54;9;25;62;30;19;37;47;34;51;61;21;39;7;26;43;57;36;38;49;14;63;22;13;284
13;284;48;17;32;8;33;15;46;45;24;5;6;50;20;41;3;4;29;16;52;64;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;27;56;1;44;54;9;25;62;30;19;37;47;34;51;61;21;39;7;26;43;57;36;38;49;14;63;22
4;17;32;8;33;15;46;45;24;5;6;50;20;41;3;48;29;16;52;64;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;27;56;1;44;54;9;25;62;30;19;37;47;34;51;61;21;39;7;26;43;57;36;38;49;14;63;22;13;284
13;284;4;17;32;8;33;15;46;45;24;5;6;50;20;41;3;48;29;16;52;64;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;27;56;1;44;54;9;25;62;30;19;37;47;34;51;61;21;39;7;26;43;57;36;38;49;14;63;22
4;17;32;8;33;15;46;45;24;5;6;50;20;41;3;62;29;16;52;64;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;27;56;1;44;54;9;25;48;30;19;37;47;34;51;61;21;39;7;26;43;57;36;38;49;14;63;22;13;284
13;284;4;17;32;8;33;15;46;45;24;5;6;50;20;41;3;62;29;16;52;64;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;27;56;1;44;54;9;25;48;30;19;37;47;34;51;61;21;39;7;26;43;57;36;38;49;14;63;22
4;17;32;8;33;15;46;45;24;5;6;50;20;41;3;62;29;16;52;64;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;48;56;1;44;54;9;25;27;30;19;37;47;34;51;61;21;39;7;26;43;57;36;38;49;14;63;22;13;284
13;284;4;17;32;8;33;15;46;45;24;5;6;50;20;41;3;62;29;16;52;64;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;48;56;1;44;54;9;25;27;30;19;37;47;34;51;61;21;39;7;26;43;57;36;38;49;14;63;22
4;17;32;8;33;15;46;45;24;5;6;50;20;41;3;62;29;16;52;64;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;48;56;1;44;54;9;25;27;30;19;63;47;34;51;61;21;39;7;26;43;57;36;38;49;14;37;22;13;284
13;284;4;17;32;8;33;15;46;45;24;5;6;50;20;41;3;62;29;16;52;64;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;48;56;1;44;54;9;25;27;30;19;63;47;34;51;61;21;39;7;26;43;57;36;38;49;14;37;22
4;17;32;8;33;15;46;45;48;5;6;50;20;41;3;62;29;16;52;64;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;24;56;1;44;54;9;25;27;30;19;63;47;34;51;61;21;39;7;26;43;57;36;38;49;14;37;22;13;284
13;284;4;17;32;8;33;15;46;45;48;5;6;50;20;41;3;62;29;16;52;64;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;24;56;1;44;54;9;25;27;30;19;63;47;34;51;61;21;39;7;26;43;57;36;38;49;14;37;22
4;17;32;8;33;15;46;45;48;5;6;50;20;41;3;62;29;16;52;51;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;24;56;1;44;54;9;25;27;30;19;63;47;34;64;61;21;39;7;26;43;57;36;38;49;14;37;22;13;282
13;282;4;17;32;8;33;15;46;45;48;5;6;50;20;41;3;62;29;16;52;51;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;24;56;1;44;54;9;25;27;30;19;63;47;34;64;61;21;39;7;26;43;57;36;38;49;14;37;22
39;17;32;8;33;15;46;45;48;5;6;50;20;41;3;62;29;16;52;51;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;24;56;1;44;54;9;25;27;30;19;63;47;34;64;61;21;4;7;26;43;57;36;38;49;14;37;22;13;282
13;282;39;17;32;8;33;15;46;45;48;5;6;50;20;41;3;62;29;16;52;51;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;24;56;1;44;54;9;25;27;30;19;63;47;34;64;61;21;4;7;26;43;57;36;38;49;14;37;22
39;17;32;8;33;15;46;45;48;5;6;50;20;41;3;62;29;16;52;51;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;24;56;1;44;54;9;25;27;30;19;63;47;34;64;61;21;37;7;26;43;57;36;38;49;14;4;22;13;282
13;282;39;17;32;8;33;15;46;45;48;5;6;50;20;41;3;62;29;16;52;51;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;24;56;1;44;54;9;25;27;30;19;63;47;34;64;61;21;37;7;26;43;57;36;38;49;14;4;22
39;17;32;8;33;15;46;45;48;5;6;50;20;41;3;62;29;16;52;51;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;24;56;26;44;54;9;25;27;30;19;63;47;34;64;61;21;37;7;1;43;57;36;38;49;14;4;22;13;282
13;282;39;17;32;8;33;15;46;45;48;5;6;50;20;41;3;62;29;16;52;51;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;24;56;26;44;54;9;25;27;30;19;63;47;34;64;61;21;37;7;1;43;57;36;38;49;14;4;22
39;17;32;8;33;15;43;45;48;5;6;50;20;41;3;62;29;16;52;51;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;24;56;26;44;54;9;25;27;30;19;63;47;34;64;61;21;37;7;1;46;57;36;38;49;14;4;22;13;282
13;282;39;17;32;8;33;15;43;45;48;5;6;50;20;41;3;62;29;16;52;51;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;24;56;26;44;54;9;25;27;30;19;63;47;34;64;61;21;37;7;1;46;57;36;38;49;14;4;22
39;17;32;8;33;15;51;45;48;5;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;24;56;26;44;54;9;25;27;30;19;63;47;34;64;61;21;37;7;1;46;57;36;38;49;14;4;22;13;286
13;286;39;17;32;8;33;15;51;45;48;5;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;24;56;26;44;54;9;25;27;30;19;63;47;34;64;61;21;37;7;1;46;57;36;38;49;14;4;22
39;17;32;8;33;15;51;45;48;5;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;24;56;26;4;54;9;25;27;30;19;63;47;34;64;61;21;37;7;1;46;57;36;38;49;14;44;22;13;286
13;286;39;17;32;8;33;15;51;45;48;5;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;18;55;60;53;23;11;35;12;42;2;58;24;56;26;4;54;9;25;27;30;19;63;47;34;64;61;21;37;7;1;46;57;36;38;49;14;44;22
39;17;32;8;33;15;51;45;48;5;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;55;60;53;23;11;35;12;42;2;58;24;56;26;4;54;9;25;27;30;19;63;47;34;64;61;21;37;7;1;46;18;36;38;49;14;44;22;13;286
13;286;39;17;32;8;33;15;51;45;48;5;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;55;60;53;23;11;35;12;42;2;58;24;56;26;4;54;9;25;27;30;19;63;47;34;64;61;21;37;7;1;46;18;36;38;49;14;44;22
39;17;32;8;33;15;51;45;48;5;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;55;60;53;23;11;35;12;19;2;58;24;56;26;4;54;9;25;27;30;42;63;47;34;64;61;21;37;7;1;46;18;36;38;49;14;44;22;13;284
13;284;39;17;32;8;33;15;51;45;48;5;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;55;60;53;23;11;35;12;19;2;58;24;56;26;4;54;9;25;27;30;42;63;47;34;64;61;21;37;7;1;46;18;36;38;49;14;44;22
39;17;32;8;33;15;51;45;48;5;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;44;60;53;23;11;35;12;19;2;58;24;56;26;4;54;9;25;27;30;42;63;47;34;64;61;21;37;7;1;46;18;36;38;49;14;55;22;13;288
13;288;39;17;32;8;33;15;51;45;48;5;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;44;60;53;23;11;35;12;19;2;58;24;56;26;4;54;9;25;27;30;42;63;47;34;64;61;21;37;7;1;46;18;36;38;49;14;55;22
39;17;32;8;33;15;51;45;48;5;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;44;60;53;23;11;35;56;19;2;58;24;12;26;4;54;9;25;27;30;42;63;47;34;64;61;21;37;7;1;46;18;36;38;49;14;55;22;13;288
13;288;39;17;32;8;33;15;51;45;48;5;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;44;60;53;23;11;35;56;19;2;58;24;12;26;4;54;9;25;27;30;42;63;47;34;64;61;21;37;7;1;46;18;36;38;49;14;55;22
39;17;32;8;33;15;51;45;48;58;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;44;60;53;23;11;35;56;19;2;5;24;12;26;4;54;9;25;27;30;42;63;47;34;64;61;21;37;7;1;46;18;36;38;49;14;55;22;13;292
13;292;39;17;32;8;33;15;51;45;48;58;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;44;60;53;23;11;35;56;19;2;5;24;12;26;4;54;9;25;27;30;42;63;47;34;64;61;21;37;7;1;46;18;36;38;49;14;55;22
39;17;32;8;33;15;51;45;48;58;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;44;60;53;23;61;35;56;19;2;5;24;12;26;4;54;9;25;27;30;42;63;47;34;64;11;21;37;7;1;46;18;36;38;49;14;55;22;13;296
13;296;39;17;32;8;33;15;51;45;48;58;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;44;60;53;23;61;35;56;19;2;5;24;12;26;4;54;9;25;27;30;42;63;47;34;64;11;21;37;7;1;46;18;36;38;49;14;55;22
39;17;32;8;33;15;51;45;48;58;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;44;60;53;23;61;35;56;19;2;5;24;12;26;4;54;21;25;27;30;42;63;47;34;64;11;9;37;7;1;46;18;36;38;49;14;55;22;13;296
14;296;39;17;32;8;33;15;51;45;48;58;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;44;60;53;23;61;35;56;19;2;5;24;12;26;4;54;21;25;27;30;42;63;47;34;64;11;9;37;7;1;46;18;36;38;49;14;55;22
39;17;32;8;33;15;51;45;48;58;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;44;60;53;23;61;35;56;19;2;5;24;12;26;4;54;21;25;27;30;42;63;22;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47;14;296
14;296;39;17;32;8;33;15;51;45;48;58;6;50;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;44;60;53;23;61;35;56;19;2;5;24;12;26;4;54;21;25;27;30;42;63;22;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47
39;17;32;8;33;15;51;45;48;58;6;35;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;44;60;53;23;61;50;56;19;2;5;24;12;26;4;54;21;25;27;30;42;63;22;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47;14;298
14;298;39;17;32;8;33;15;51;45;48;58;6;35;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;44;60;53;23;61;50;56;19;2;5;24;12;26;4;54;21;25;27;30;42;63;22;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47
39;17;32;8;33;15;51;45;48;58;6;35;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;44;60;53;23;61;50;56;2;19;5;24;12;26;4;54;21;25;27;30;42;63;22;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47;14;296
14;296;39;17;32;8;33;15;51;45;48;58;6;35;20;41;3;62;29;16;52;43;40;28;10;31;13;59;57;44;60;53;23;61;50;56;2;19;5;24;12;26;4;54;21;25;27;30;42;63;22;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47
39;17;32;8;33;15;51;45;48;58;6;35;20;41;3;62;29;16;52;43;40;28;10;31;24;59;57;44;60;53;23;61;50;56;2;19;5;13;12;26;4;54;21;25;27;30;42;63;22;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47;14;296
14;296;39;17;32;8;33;15;51;45;48;58;6;35;20;41;3;62;29;16;52;43;40;28;10;31;24;59;57;44;60;53;23;61;50;56;2;19;5;13;12;26;4;54;21;25;27;30;42;63;22;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47
39;17;32;22;33;15;51;45;48;58;6;35;20;41;3;62;29;16;52;43;40;28;10;31;24;59;57;44;60;53;23;61;50;56;2;19;5;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47;14;296
14;296;39;17;32;22;33;15;51;45;48;58;6;35;20;41;3;62;29;16;52;43;40;28;10;31;24;59;57;44;60;53;23;61;50;56;2;19;5;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47
39;17;32;22;33;15;51;45;48;58;6;35;56;41;3;62;29;16;52;43;40;28;10;31;24;59;57;44;60;53;23;61;50;20;2;19;5;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47;14;296
14;296;39;17;32;22;33;15;51;45;48;58;6;35;56;41;3;62;29;16;52;43;40;28;10;31;24;59;57;44;60;53;23;61;50;20;2;19;5;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47
39;17;32;22;33;15;51;45;48;58;57;35;56;41;3;62;29;16;52;43;40;28;10;31;24;59;6;44;60;53;23;61;50;20;2;19;5;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47;14;284
14;284;39;17;32;22;33;15;51;45;48;58;57;35;56;41;3;62;29;16;52;43;40;28;10;31;24;59;6;44;60;53;23;61;50;20;2;19;5;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47
39;17;32;22;33;15;51;45;48;58;57;35;56;41;3;62;29;16;52;43;40;28;31;10;24;59;6;44;60;53;23;61;50;20;2;19;5;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47;14;284
14;284;39;17;32;22;33;15;51;45;48;58;57;35;56;41;3;62;29;16;52;43;40;28;31;10;24;59;6;44;60;53;23;61;50;20;2;19;5;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47
58;17;32;22;33;15;51;45;48;39;57;35;56;41;3;62;29;16;52;43;40;28;31;10;24;59;6;44;60;53;23;61;50;20;2;19;5;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47;14;288
14;288;58;17;32;22;33;15;51;45;48;39;57;35;56;41;3;62;29;16;52;43;40;28;31;10;24;59;6;44;60;53;23;61;50;20;2;19;5;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47
58;17;32;22;33;15;51;45;59;39;57;35;56;41;3;62;29;16;52;43;40;28;31;10;24;48;6;44;60;53;23;61;50;20;2;19;5;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47;14;288
14;288;58;17;32;22;33;15;51;45;59;39;57;35;56;41;3;62;29;16;52;43;40;28;31;10;24;48;6;44;60;53;23;61;50;20;2;19;5;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47
58;17;32;22;33;15;51;45;59;39;57;35;56;5;3;62;29;16;52;43;40;28;31;10;24;48;6;44;60;53;23;61;50;20;2;19;41;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47;14;288
14;288;58;17;32;22;33;15;51;45;59;39;57;35;56;5;3;62;29;16;52;43;40;28;31;10;24;48;6;44;60;53;23;61;50;20;2;19;41;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;7;1;46;18;36;38;49;14;55;47
58;17;32;22;33;15;51;45;59;39;57;35;56;5;3;62;29;16;52;43;40;28;31;10;24;48;6;44;60;53;23;61;50;20;2;19;41;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;47;1;46;18;36;38;49;14;55;7;14;288
14;288;58;17;32;22;33;15;51;45;59;39;57;35;56;5;3;62;29;16;52;43;40;28;31;10;24;48;6;44;60;53;23;61;50;20;2;19;41;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;47;1;46;18;36;38;49;14;55;7
58;17;32;22;33;15;51;45;59;39;57;35;56;5;3;29;62;16;52;43;40;28;31;10;24;48;6;44;60;53;23;61;50;20;2;19;41;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;47;1;46;18;36;38;49;14;55;7;14;300
14;300;58;17;32;22;33;15;51;45;59;39;57;35;56;5;3;29;62;16;52;43;40;28;31;10;24;48;6;44;60;53;23;61;50;20;2;19;41;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;47;1;46;18;36;38;49;14;55;7
58;17;32;22;33;15;51;45;59;39;57;35;56;5;3;29;62;16;52;43;40;28;31;10;24;48;6;44;60;2;23;61;50;20;53;19;41;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;47;1;46;18;36;38;49;14;55;7;14;296
14;296;58;17;32;22;33;15;51;45;59;39;57;35;56;5;3;29;62;16;52;43;40;28;31;10;24;48;6;44;60;2;23;61;50;20;53;19;41;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;47;1;46;18;36;38;49;14;55;7
58;17;32;22;33;15;51;45;59;49;57;35;56;5;3;29;62;16;52;43;40;28;31;10;24;48;6;44;60;2;23;61;50;20;53;19;41;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;47;1;46;18;36;38;39;14;55;7;14;288
14;288;58;17;32;22;33;15;51;45;59;49;57;35;56;5;3;29;62;16;52;43;40;28;31;10;24;48;6;44;60;2;23;61;50;20;53;19;41;13;12;26;4;54;21;25;27;30;42;63;8;34;64;11;9;37;47;1;46;18;36;38;39;14;55;7
58;17;32;34;33;15;51;45;59;49;57;35;56;5;3;29;62;16;52;43;40;28;31;10;24;48;6;44;60;2;23;61;50;20;53;19;41;13;12;26;4;54;21;25;27;30;42;63;8;22;64;11;9;37;47;1;46;18;36;38;39;14;55;7;14;280
14;280;58;17;32;34;33;15;51;45;59;49;57;35;56;5;3;29;62;16;52;43;40;28;31;10;24;48;6;44;60;2;23;61;50;20;53;19;41;13;12;26;4;54;21;25;27;30;42;63;8;22;64;11;9;37;47;1;46;18;36;38;39;14;55;7
58;17;32;34;33;15;51;45;59;49;57;35;56;5;3;29;62;16;52;43;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;19;41;13;12;26;4;54;21;25;27;30;42;63;8;22;64;11;9;37;47;1;46;18;2;38;39;14;55;7;14;276
14;276;58;17;32;34;33;15;51;45;59;49;57;35;56;5;3;29;62;16;52;43;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;19;41;13;12;26;4;54;21;25;27;30;42;63;8;22;64;11;9;37;47;1;46;18;2;38;39;14;55;7
58;17;32;34;33;15;51;45;59;49;57;35;56;5;3;29;62;16;52;43;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;19;41;13;12;26;4;54;21;25;27;30;42;63;8;22;7;11;9;37;47;1;46;18;2;38;39;14;55;64;14;276
14;276;58;17;32;34;33;15;51;45;59;49;57;35;56;5;3;29;62;16;52;43;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;19;41;13;12;26;4;54;21;25;27;30;42;63;8;22;7;11;9;37;47;1;46;18;2;38;39;14;55;64
58;17;32;34;33;15;51;45;57;49;59;35;56;5;3;29;62;16;52;43;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;19;41;13;12;26;4;54;21;25;27;30;42;63;8;22;7;11;9;37;47;1;46;18;2;38;39;14;55;64;14;284
14;284;58;17;32;34;33;15;51;45;57;49;59;35;56;5;3;29;62;16;52;43;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;19;41;13;12;26;4;54;21;25;27;30;42;63;8;22;7;11;9;37;47;1;46;18;2;38;39;14;55;64
58;17;32;34;33;15;51;45;57;49;59;35;56;5;3;29;38;16;52;43;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;19;41;13;12;26;4;54;21;25;27;30;42;63;8;22;7;11;9;37;47;1;46;18;2;62;39;14;55;64;14;288
15;288;58;17;32;34;33;15;51;45;57;49;59;35;56;5;3;29;38;16;52;43;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;19;41;13;12;26;4;54;21;25;27;30;42;63;8;22;7;11;9;37;47;1;46;18;2;62;39;14;55;64
58;17;32;34;33;15;51;45;57;49;59;35;56;5;3;29;38;16;52;43;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;19;41;21;12;26;4;54;13;25;27;30;42;63;8;22;7;11;9;37;47;1;46;18;2;62;39;14;55;64;15;288
15;288;58;17;32;34;33;15;51;45;57;49;59;35;56;5;3;29;38;16;52;43;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;19;41;21;12;26;4;54;13;25;27;30;42;63;8;22;7;11;9;37;47;1;46;18;2;62;39;14;55;64
58;17;32;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;43;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;19;41;21;12;26;4;54;13;25;27;30;42;63;8;22;7;38;9;37;47;1;46;18;2;62;39;14;55;64;15;272
15;272;58;17;32;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;43;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;19;41;21;12;26;4;54;13;25;27;30;42;63;8;22;7;38;9;37;47;1;46;18;2;62;39;14;55;64
58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;43;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;19;41;21;12;26;4;54;13;25;32;30;42;63;8;22;7;38;9;37;47;1;46;18;2;62;39;14;55;64;15;272
15;272;58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;43;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;19;41;21;12;26;4;54;13;25;32;30;42;63;8;22;7;38;9;37;47;1;46;18;2;62;39;14;55;64
58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;43;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;19;41;21;12;26;4;54;13;55;32;30;42;63;8;22;7;38;9;37;47;1;46;18;2;62;39;14;25;64;15;280
15;280;58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;43;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;19;41;21;12;26;4;54;13;55;32;30;42;63;8;22;7;38;9;37;47;1;46;18;2;62;39;14;25;64
58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;19;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;43;41;21;12;26;4;54;13;55;32;30;42;63;8;22;7;38;9;37;47;1;46;18;2;62;39;14;25;64;15;278
15;278;58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;19;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;43;41;21;12;26;4;54;13;55;32;30;42;63;8;22;7;38;9;37;47;1;46;18;2;62;39;14;25;64
58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;19;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;43;41;21;12;26;4;54;13;55;39;30;42;63;8;22;7;38;9;37;47;1;46;18;2;62;32;14;25;64;15;278
15;278;58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;19;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;43;41;21;12;26;4;54;13;55;39;30;42;63;8;22;7;38;9;37;47;1;46;18;2;62;32;14;25;64
58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;19;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;43;41;21;12;26;4;54;13;55;39;47;42;63;8;22;7;38;9;37;30;1;46;18;2;62;32;14;25;64;15;250
15;250;58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;19;40;28;31;10;24;48;6;44;60;36;23;61;50;20;53;43;41;21;12;26;4;54;13;55;39;47;42;63;8;22;7;38;9;37;30;1;46;18;2;62;32;14;25;64
58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;19;40;28;31;10;24;48;6;44;43;36;23;61;50;20;53;60;41;21;12;26;4;54;13;55;39;47;42;63;8;22;7;38;9;37;30;1;46;18;2;62;32;14;25;64;15;250
15;250;58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;19;40;28;31;10;24;48;6;44;43;36;23;61;50;20;53;60;41;21;12;26;4;54;13;55;39;47;42;63;8;22;7;38;9;37;30;1;46;18;2;62;32;14;25;64
58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;19;40;28;31;10;24;48;6;44;43;36;23;61;50;20;53;60;41;21;12;26;4;54;13;55;39;47;14;63;8;22;7;38;9;37;30;1;46;18;2;62;32;42;25;64;15;250
15;250;58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;19;40;28;31;10;24;48;6;44;43;36;23;61;50;20;53;60;41;21;12;26;4;54;13;55;39;47;14;63;8;22;7;38;9;37;30;1;46;18;2;62;32;42;25;64
58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;19;40;28;31;10;2;48;6;44;43;36;23;61;50;20;53;60;41;21;12;26;4;54;13;55;39;47;14;63;8;22;7;38;9;37;30;1;46;18;24;62;32;42;25;64;15;250
15;250;58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;19;40;28;31;10;2;48;6;44;43;36;23;61;50;20;53;60;41;21;12;26;4;54;13;55;39;47;14;63;8;22;7;38;9;37;30;1;46;18;24;62;32;42;25;64
58;17;27;34;33;15;51;45;57;26;59;35;56;5;3;29;11;16;52;19;40;28;31;10;2;48;6;44;43;36;23;61;50;20;53;60;41;21;12;49;4;54;13;55;39;47;14;63;8;22;7;38;9;37;30;1;46;18;24;62;32;42;25;64;15;270
15;250;58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;19;40;28;31;10;2;48;6;44;43;36;23;61;50;20;53;60;41;21;12;26;4;54;13;55;39;47;14;63;8;22;7;38;9;37;30;1;46;18;24;62;32;42;25;64
58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;19;40;28;31;10;2;48;6;44;43;36;23;61;25;20;53;60;41;21;12;26;4;54;13;55;39;47;14;63;8;22;7;38;9;37;30;1;46;18;24;62;32;42;50;64;15;252
15;250;58;17;27;34;33;15;51;45;57;49;59;35;56;5;3;29;11;16;52;19;40;28;31;10;2;48;6;44;43;36;23;61;50;20;53;60;41;21;12;26;4;54;13;55;39;47;14;63;8;22;7;38;9;37;30;1;46;18;24;62;32;42;25;64
