"X1";"X27344";"X3";"X11";"X20";"X22";"X1.1";"X26";"X12";"X5";"X14";"X4";"X29";"X25";"X7";"X27";"X28";"X19";"X13";"X31";"X30";"X18";"X8";"X9";"X16";"X6";"X32";"X21";"X23";"X10";"X17";"X24";"X2";"X15"
14;28522;15;4;9;10;31;11;27;3;21;5;14;25;16;23;32;24;13;22;28;7;2;19;8;17;26;18;6;20;29;12;30;1
15;4;9;10;31;2;27;3;21;5;14;25;16;23;32;24;13;22;28;7;11;19;8;17;26;18;6;20;29;12;30;1;14;28362
14;28362;15;4;9;10;31;2;27;3;21;5;14;25;16;23;32;24;13;22;28;7;11;19;8;17;26;18;6;20;29;12;30;1
15;4;9;10;31;2;27;3;21;5;14;25;16;23;32;24;13;22;28;7;11;18;8;17;26;19;6;20;29;12;30;1;14;28382
14;28382;15;4;9;10;31;2;27;3;21;5;14;25;16;23;32;24;13;22;28;7;11;18;8;17;26;19;6;20;29;12;30;1
15;4;9;10;31;2;29;3;21;5;14;25;16;23;32;24;13;22;28;7;11;18;8;17;26;19;6;20;27;12;30;1;14;28582
15;28582;15;4;9;10;31;2;29;3;21;5;14;25;16;23;32;24;13;22;28;7;11;18;8;17;26;19;6;20;27;12;30;1
15;4;9;10;31;20;29;3;21;5;14;25;16;23;32;24;13;22;28;7;11;18;8;17;26;19;6;2;27;12;30;1;15;28804
15;28804;15;4;9;10;31;20;29;3;21;5;14;25;16;23;32;24;13;22;28;7;11;18;8;17;26;19;6;2;27;12;30;1
15;5;9;10;31;20;29;3;21;4;14;25;16;23;32;24;13;22;28;7;11;18;8;17;26;19;6;2;27;12;30;1;15;28684
15;28684;15;5;9;10;31;20;29;3;21;4;14;25;16;23;32;24;13;22;28;7;11;18;8;17;26;19;6;2;27;12;30;1
15;5;9;10;31;20;29;3;21;4;14;25;13;23;32;24;16;22;28;7;11;18;8;17;26;19;6;2;27;12;30;1;15;28364
15;28364;15;5;9;10;31;20;29;3;21;4;14;25;13;23;32;24;16;22;28;7;11;18;8;17;26;19;6;2;27;12;30;1
15;5;9;10;31;20;29;3;21;4;14;25;13;23;32;24;16;22;28;7;11;18;8;17;26;19;6;2;27;12;1;30;15;28364
15;28364;15;5;9;10;31;20;29;3;21;4;14;25;13;23;32;24;16;22;28;7;11;18;8;17;26;19;6;2;27;12;1;30
15;5;9;22;31;20;29;3;21;4;14;25;13;23;32;24;16;10;28;7;11;18;8;17;26;19;6;2;27;12;1;30;15;28736
15;28736;15;5;9;22;31;20;29;3;21;4;14;25;13;23;32;24;16;10;28;7;11;18;8;17;26;19;6;2;27;12;1;30
8;5;9;22;31;20;29;3;21;4;14;25;13;23;32;24;16;10;28;7;11;18;15;17;26;19;6;2;27;12;1;30;15;28556
15;28556;8;5;9;22;31;20;29;3;21;4;14;25;13;23;32;24;16;10;28;7;11;18;15;17;26;19;6;2;27;12;1;30
8;5;9;22;31;20;29;3;21;4;14;25;13;10;32;24;16;23;28;7;11;18;15;17;26;19;6;2;27;12;1;30;15;28218
15;28218;8;5;9;22;31;20;29;3;21;4;14;25;13;10;32;24;16;23;28;7;11;18;15;17;26;19;6;2;27;12;1;30
8;5;9;22;31;20;29;3;21;4;14;25;13;10;19;24;16;23;28;7;11;18;15;17;26;32;6;2;27;12;1;30;15;27738
15;27738;8;5;9;22;31;20;29;3;21;4;14;25;13;10;19;24;16;23;28;7;11;18;15;17;26;32;6;2;27;12;1;30
8;5;9;22;31;20;30;3;21;4;14;25;13;10;19;24;16;23;28;7;11;18;15;17;26;32;6;2;27;12;1;29;15;27358
15;27358;8;5;9;22;31;20;30;3;21;4;14;25;13;10;19;24;16;23;28;7;11;18;15;17;26;32;6;2;27;12;1;29
28;5;9;22;31;20;30;3;21;4;14;25;13;10;19;24;16;23;8;7;11;18;15;17;26;32;6;2;27;12;1;29;15;27214
15;27214;28;5;9;22;31;20;30;3;21;4;14;25;13;10;19;24;16;23;8;7;11;18;15;17;26;32;6;2;27;12;1;29
28;5;9;22;31;20;30;3;21;4;2;25;13;10;19;24;16;23;8;7;11;18;15;17;26;32;6;14;27;12;1;29;15;27974
15;27974;28;5;9;22;31;20;30;3;21;4;2;25;13;10;19;24;16;23;8;7;11;18;15;17;26;32;6;14;27;12;1;29
28;5;9;22;31;20;30;3;21;4;2;25;13;10;19;24;16;23;8;7;11;18;15;17;26;32;6;14;12;27;1;29;15;27716
15;27716;28;5;9;22;31;20;30;3;21;4;2;25;13;10;19;24;16;23;8;7;11;18;15;17;26;32;6;14;12;27;1;29
28;5;9;22;31;20;30;7;21;4;2;25;13;10;19;24;16;23;8;3;11;18;15;17;26;32;6;14;12;27;1;29;15;27716
15;27716;28;5;9;22;31;20;30;7;21;4;2;25;13;10;19;24;16;23;8;3;11;18;15;17;26;32;6;14;12;27;1;29
28;5;9;22;31;20;30;7;21;4;2;25;13;10;19;24;3;23;8;16;11;18;15;17;26;32;6;14;12;27;1;29;15;27236
15;27236;28;5;9;22;31;20;30;7;21;4;2;25;13;10;19;24;3;23;8;16;11;18;15;17;26;32;6;14;12;27;1;29
28;5;9;22;31;20;30;7;21;4;2;25;13;10;12;24;3;23;8;16;11;18;15;17;26;32;6;14;19;27;1;29;15;28132
15;28132;28;5;9;22;31;20;30;7;21;4;2;25;13;10;12;24;3;23;8;16;11;18;15;17;26;32;6;14;19;27;1;29
28;5;9;22;31;20;30;7;27;4;2;25;13;10;12;24;3;23;8;16;11;18;15;17;26;32;6;14;19;21;1;29;15;28032
15;28032;28;5;9;22;31;20;30;7;27;4;2;25;13;10;12;24;3;23;8;16;11;18;15;17;26;32;6;14;19;21;1;29
28;5;9;22;31;20;30;7;27;4;2;25;13;10;12;24;15;23;8;16;11;18;3;17;26;32;6;14;19;21;1;29;15;27732
15;27732;28;5;9;22;31;20;30;7;27;4;2;25;13;10;12;24;15;23;8;16;11;18;3;17;26;32;6;14;19;21;1;29
28;5;9;22;31;16;30;7;27;4;2;25;13;10;12;24;15;23;8;20;11;18;3;17;26;32;6;14;19;21;1;29;15;27746
15;27746;28;5;9;22;31;16;30;7;27;4;2;25;13;10;12;24;15;23;8;20;11;18;3;17;26;32;6;14;19;21;1;29
28;5;9;22;31;16;30;7;23;4;2;25;13;10;12;24;15;27;8;20;11;18;3;17;26;32;6;14;19;21;1;29;15;27826
15;27826;28;5;9;22;31;16;30;7;23;4;2;25;13;10;12;24;15;27;8;20;11;18;3;17;26;32;6;14;19;21;1;29
28;5;9;22;31;16;30;7;23;4;26;25;13;10;12;24;15;27;8;20;11;18;3;17;2;32;6;14;19;21;1;29;15;27158
16;27158;28;5;9;22;31;16;30;7;23;4;26;25;13;10;12;24;15;27;8;20;11;18;3;17;2;32;6;14;19;21;1;29
28;5;9;22;31;16;30;7;23;4;26;18;13;10;12;24;15;27;8;20;11;25;3;17;2;32;6;14;19;21;1;29;16;27138
16;27138;28;5;9;22;31;16;30;7;23;4;26;18;13;10;12;24;15;27;8;20;11;25;3;17;2;32;6;14;19;21;1;29
28;11;9;22;31;16;30;7;23;4;26;18;13;10;12;24;15;27;8;20;5;25;3;17;2;32;6;14;19;21;1;29;16;26538
16;26538;28;11;9;22;31;16;30;7;23;4;26;18;13;10;12;24;15;27;8;20;5;25;3;17;2;32;6;14;19;21;1;29
28;11;9;22;31;16;30;7;15;4;26;18;13;10;12;24;23;27;8;20;5;25;3;17;2;32;6;14;19;21;1;29;16;26544
16;26544;28;11;9;22;31;16;30;7;15;4;26;18;13;10;12;24;23;27;8;20;5;25;3;17;2;32;6;14;19;21;1;29
28;11;9;22;31;16;30;7;15;4;26;18;13;10;12;29;23;27;8;20;5;25;3;17;2;32;6;14;19;21;1;24;16;26664
16;26664;28;11;9;22;31;16;30;7;15;4;26;18;13;10;12;29;23;27;8;20;5;25;3;17;2;32;6;14;19;21;1;24
28;11;9;22;31;16;30;7;15;4;26;18;13;10;12;29;23;27;8;20;5;25;19;17;2;32;6;14;3;21;1;24;16;26756
16;26756;28;11;9;22;31;16;30;7;15;4;26;18;13;10;12;29;23;27;8;20;5;25;19;17;2;32;6;14;3;21;1;24
28;11;9;27;31;16;30;7;15;4;26;18;13;10;12;29;23;22;8;20;5;25;19;17;2;32;6;14;3;21;1;24;16;26196
16;26196;28;11;9;27;31;16;30;7;15;4;26;18;13;10;12;29;23;22;8;20;5;25;19;17;2;32;6;14;3;21;1;24
28;11;9;31;27;16;30;7;15;4;26;18;13;10;12;29;23;22;8;20;5;25;19;17;2;32;6;14;3;21;1;24;16;26196
16;26196;28;11;9;31;27;16;30;7;15;4;26;18;13;10;12;29;23;22;8;20;5;25;19;17;2;32;6;14;3;21;1;24
28;11;9;31;27;16;30;7;15;4;26;18;13;10;12;29;23;22;8;20;5;25;3;17;2;32;6;14;19;21;1;24;16;26104
16;26104;28;11;9;31;27;16;30;7;15;4;26;18;13;10;12;29;23;22;8;20;5;25;3;17;2;32;6;14;19;21;1;24
28;11;9;14;27;16;30;7;15;4;26;18;13;10;12;29;23;22;8;20;5;25;3;17;2;32;6;31;19;21;1;24;16;27170
16;27170;28;11;9;14;27;16;30;7;15;4;26;18;13;10;12;29;23;22;8;20;5;25;3;17;2;32;6;31;19;21;1;24
28;29;9;14;27;16;30;7;15;4;26;18;13;10;12;11;23;22;8;20;5;25;3;17;2;32;6;31;19;21;1;24;16;26948
16;26948;28;29;9;14;27;16;30;7;15;4;26;18;13;10;12;11;23;22;8;20;5;25;3;17;2;32;6;31;19;21;1;24
28;29;9;14;27;16;30;7;15;4;26;18;13;10;12;11;23;22;8;25;5;20;3;17;2;32;6;31;19;21;1;24;16;26888
16;26888;28;29;9;14;27;16;30;7;15;4;26;18;13;10;12;11;23;22;8;25;5;20;3;17;2;32;6;31;19;21;1;24
28;4;9;14;27;16;30;7;15;29;26;18;13;10;12;11;23;22;8;25;5;20;3;17;2;32;6;31;19;21;1;24;16;26808
16;26808;28;4;9;14;27;16;30;7;15;29;26;18;13;10;12;11;23;22;8;25;5;20;3;17;2;32;6;31;19;21;1;24
28;4;9;14;27;16;30;7;15;29;26;18;13;10;12;11;23;22;19;25;5;20;3;17;2;32;6;31;8;21;1;24;16;27082
16;27082;28;4;9;14;27;16;30;7;15;29;26;18;13;10;12;11;23;22;19;25;5;20;3;17;2;32;6;31;8;21;1;24
28;4;9;14;27;16;30;7;15;29;26;18;13;10;12;11;23;22;19;8;5;20;3;17;2;32;6;31;25;21;1;24;16;26800
16;26800;28;4;9;14;27;16;30;7;15;29;26;18;13;10;12;11;23;22;19;8;5;20;3;17;2;32;6;31;25;21;1;24
28;4;9;20;27;16;30;7;15;29;26;18;13;10;12;11;23;22;19;8;5;14;3;17;2;32;6;31;25;21;1;24;16;26468
16;26468;28;4;9;20;27;16;30;7;15;29;26;18;13;10;12;11;23;22;19;8;5;14;3;17;2;32;6;31;25;21;1;24
28;4;8;20;27;16;30;7;15;29;26;18;13;10;12;11;23;22;19;9;5;14;3;17;2;32;6;31;25;21;1;24;16;25868
16;25868;28;4;8;20;27;16;30;7;15;29;26;18;13;10;12;11;23;22;19;9;5;14;3;17;2;32;6;31;25;21;1;24
28;4;8;20;27;16;30;7;15;29;26;18;13;10;12;11;23;22;24;9;5;14;3;17;2;32;6;31;25;21;1;19;16;25868
16;25868;28;4;8;20;27;16;30;7;15;29;26;18;13;10;12;11;23;22;24;9;5;14;3;17;2;32;6;31;25;21;1;19
28;4;8;20;27;16;30;7;15;29;26;18;13;10;12;11;23;22;24;9;5;14;3;17;2;32;19;31;25;21;1;6;16;25844
16;25844;28;4;8;20;27;16;30;7;15;29;26;18;13;10;12;11;23;22;24;9;5;14;3;17;2;32;19;31;25;21;1;6
28;6;8;20;27;16;30;7;15;29;26;18;13;10;12;11;23;22;24;9;5;14;3;17;2;32;19;31;25;21;1;4;16;25344
16;25344;28;6;8;20;27;16;30;7;15;29;26;18;13;10;12;11;23;22;24;9;5;14;3;17;2;32;19;31;25;21;1;4
28;6;8;20;31;16;30;7;15;29;26;18;13;10;12;11;23;22;24;9;5;14;3;17;2;32;19;27;25;21;1;4;16;25804
17;25804;28;6;8;20;31;16;30;7;15;29;26;18;13;10;12;11;23;22;24;9;5;14;3;17;2;32;19;27;25;21;1;4
28;6;16;20;31;8;30;7;15;29;26;18;13;10;12;11;23;22;24;9;5;14;3;17;2;32;19;27;25;21;1;4;17;25804
17;25804;28;6;16;20;31;8;30;7;15;29;26;18;13;10;12;11;23;22;24;9;5;14;3;17;2;32;19;27;25;21;1;4
28;6;16;20;31;8;7;30;15;29;26;18;13;10;12;11;23;22;24;9;5;14;3;17;2;32;19;27;25;21;1;4;17;26074
17;26074;28;6;16;20;31;8;7;30;15;29;26;18;13;10;12;11;23;22;24;9;5;14;3;17;2;32;19;27;25;21;1;4
28;6;16;20;31;8;7;30;15;29;26;18;13;10;12;11;23;25;24;9;5;14;3;17;2;32;19;27;22;21;1;4;17;26274
17;26274;28;6;16;20;31;8;7;30;15;29;26;18;13;10;12;11;23;25;24;9;5;14;3;17;2;32;19;27;22;21;1;4
28;6;16;20;31;8;7;30;15;13;26;18;29;10;12;11;23;25;24;9;5;14;3;17;2;32;19;27;22;21;1;4;17;26504
17;26504;28;6;16;20;31;8;7;30;15;13;26;18;29;10;12;11;23;25;24;9;5;14;3;17;2;32;19;27;22;21;1;4
28;6;16;20;31;8;7;26;15;13;30;18;29;10;12;11;23;25;24;9;5;14;3;17;2;32;19;27;22;21;1;4;17;26344
17;26344;28;6;16;20;31;8;7;26;15;13;30;18;29;10;12;11;23;25;24;9;5;14;3;17;2;32;19;27;22;21;1;4
28;6;16;1;31;8;7;26;15;13;30;18;29;10;12;11;23;25;24;9;5;14;3;17;2;32;19;27;22;21;20;4;17;26642
17;26642;28;6;16;1;31;8;7;26;15;13;30;18;29;10;12;11;23;25;24;9;5;14;3;17;2;32;19;27;22;21;20;4
28;6;16;1;31;8;7;26;15;13;30;18;29;10;12;11;23;25;24;9;20;14;3;17;2;32;19;27;22;21;5;4;17;27100
17;27100;28;6;16;1;31;8;7;26;15;13;30;18;29;10;12;11;23;25;24;9;20;14;3;17;2;32;19;27;22;21;5;4
28;6;16;1;31;8;7;26;18;13;30;15;29;10;12;11;23;25;24;9;20;14;3;17;2;32;19;27;22;21;5;4;17;27066
17;27066;28;6;16;1;31;8;7;26;18;13;30;15;29;10;12;11;23;25;24;9;20;14;3;17;2;32;19;27;22;21;5;4
28;6;16;1;31;8;7;26;18;13;30;15;29;10;12;11;23;25;24;9;20;14;3;17;2;32;19;22;27;21;5;4;17;27306
17;27306;28;6;16;1;31;8;7;26;18;13;30;15;29;10;12;11;23;25;24;9;20;14;3;17;2;32;19;22;27;21;5;4
28;6;16;1;31;8;7;26;18;24;30;15;29;10;12;11;23;25;13;9;20;14;3;17;2;32;19;22;27;21;5;4;17;27224
17;27224;28;6;16;1;31;8;7;26;18;24;30;15;29;10;12;11;23;25;13;9;20;14;3;17;2;32;19;22;27;21;5;4
28;6;16;1;31;8;7;26;24;18;30;15;29;10;12;11;23;25;13;9;20;14;3;17;2;32;19;22;27;21;5;4;17;26944
17;26944;28;6;16;1;31;8;7;26;24;18;30;15;29;10;12;11;23;25;13;9;20;14;3;17;2;32;19;22;27;21;5;4
28;6;16;1;31;22;7;26;24;18;30;15;29;10;12;11;23;25;13;9;20;14;3;17;2;32;19;8;27;21;5;4;17;27690
17;27690;28;6;16;1;31;22;7;26;24;18;30;15;29;10;12;11;23;25;13;9;20;14;3;17;2;32;19;8;27;21;5;4
28;6;16;1;31;22;7;26;24;18;30;32;29;10;12;11;23;25;13;9;20;14;3;17;2;15;19;8;27;21;5;4;17;27214
17;27214;28;6;16;1;31;22;7;26;24;18;30;32;29;10;12;11;23;25;13;9;20;14;3;17;2;15;19;8;27;21;5;4
28;6;16;1;31;11;7;26;24;18;30;32;29;10;12;22;23;25;13;9;20;14;3;17;2;15;19;8;27;21;5;4;17;26536
17;26536;28;6;16;1;31;11;7;26;24;18;30;32;29;10;12;22;23;25;13;9;20;14;3;17;2;15;19;8;27;21;5;4
28;6;16;1;31;11;7;26;24;18;30;32;29;10;12;22;23;25;13;9;20;14;3;5;2;15;19;8;27;21;17;4;17;26416
17;26416;28;6;16;1;31;11;7;26;24;18;30;32;29;10;12;22;23;25;13;9;20;14;3;5;2;15;19;8;27;21;17;4
28;6;16;1;31;11;7;26;30;18;24;32;29;10;12;22;23;25;13;9;20;14;3;5;2;15;19;8;27;21;17;4;17;26496
17;26496;28;6;16;1;31;11;7;26;30;18;24;32;29;10;12;22;23;25;13;9;20;14;3;5;2;15;19;8;27;21;17;4
28;6;16;1;31;11;23;26;30;18;24;32;29;10;12;22;7;25;13;9;20;14;3;5;2;15;19;8;27;21;17;4;17;25990
17;25990;28;6;16;1;31;11;23;26;30;18;24;32;29;10;12;22;7;25;13;9;20;14;3;5;2;15;19;8;27;21;17;4
28;6;16;1;9;11;23;26;30;18;24;32;29;10;12;22;7;25;13;31;20;14;3;5;2;15;19;8;27;21;17;4;17;25560
17;25560;28;6;16;1;9;11;23;26;30;18;24;32;29;10;12;22;7;25;13;31;20;14;3;5;2;15;19;8;27;21;17;4
28;6;16;1;9;11;23;24;30;18;26;32;29;10;12;22;7;25;13;31;20;14;3;5;2;15;19;8;27;21;17;4;17;25280
17;25280;28;6;16;1;9;11;23;24;30;18;26;32;29;10;12;22;7;25;13;31;20;14;3;5;2;15;19;8;27;21;17;4
28;6;16;1;9;11;23;24;30;13;26;32;29;10;12;22;7;25;18;31;20;14;3;5;2;15;19;8;27;21;17;4;17;25370
18;25370;28;6;16;1;9;11;23;24;30;13;26;32;29;10;12;22;7;25;18;31;20;14;3;5;2;15;19;8;27;21;17;4
28;6;16;1;9;11;23;24;30;13;26;32;14;10;12;22;7;25;18;31;20;29;3;5;2;15;19;8;27;21;17;4;18;25628
18;25628;28;6;16;1;9;11;23;24;30;13;26;32;14;10;12;22;7;25;18;31;20;29;3;5;2;15;19;8;27;21;17;4
28;6;16;1;9;11;23;24;30;13;26;32;27;10;12;22;7;25;18;31;20;29;3;5;2;15;19;8;14;21;17;4;18;25214
18;25214;28;6;16;1;9;11;23;24;30;13;26;32;27;10;12;22;7;25;18;31;20;29;3;5;2;15;19;8;14;21;17;4
28;6;16;1;9;11;23;24;30;13;26;32;27;10;12;22;7;25;2;31;20;29;3;5;18;15;19;8;14;21;17;4;18;25306
18;25306;28;6;16;1;9;11;23;24;30;13;26;32;27;10;12;22;7;25;2;31;20;29;3;5;18;15;19;8;14;21;17;4
28;6;16;1;9;11;23;24;30;13;26;32;27;10;12;22;7;25;2;31;20;29;3;5;18;15;19;8;14;21;4;17;18;25306
18;25306;28;6;16;1;9;11;23;24;30;13;26;32;27;10;12;22;7;25;2;31;20;29;3;5;18;15;19;8;14;21;4;17
28;6;16;1;9;11;23;24;30;13;26;32;27;10;12;22;19;25;2;31;20;29;3;5;18;15;7;8;14;21;4;17;18;25854
18;25854;28;6;16;1;9;11;23;24;30;13;26;32;27;10;12;22;19;25;2;31;20;29;3;5;18;15;7;8;14;21;4;17
28;6;16;1;9;11;23;22;30;13;26;32;27;10;12;24;19;25;2;31;20;29;3;5;18;15;7;8;14;21;4;17;18;26174
18;26174;28;6;16;1;9;11;23;22;30;13;26;32;27;10;12;24;19;25;2;31;20;29;3;5;18;15;7;8;14;21;4;17
28;6;16;1;9;11;20;22;30;13;26;32;27;10;12;24;19;25;2;31;23;29;3;5;18;15;7;8;14;21;4;17;18;26814
18;26814;28;6;16;1;9;11;20;22;30;13;26;32;27;10;12;24;19;25;2;31;23;29;3;5;18;15;7;8;14;21;4;17
28;6;16;1;9;11;20;22;30;13;26;32;27;10;12;24;19;25;2;31;23;29;3;5;18;15;7;8;21;14;4;17;18;26268
18;26268;28;6;16;1;9;11;20;22;30;13;26;32;27;10;12;24;19;25;2;31;23;29;3;5;18;15;7;8;21;14;4;17
28;30;16;1;9;11;20;22;6;13;26;32;27;10;12;24;19;25;2;31;23;29;3;5;18;15;7;8;21;14;4;17;18;26992
18;26992;28;30;16;1;9;11;20;22;6;13;26;32;27;10;12;24;19;25;2;31;23;29;3;5;18;15;7;8;21;14;4;17
28;30;16;1;9;11;20;22;6;13;26;32;27;10;12;24;19;25;2;31;14;29;3;5;18;15;7;8;21;23;4;17;18;28010
18;28010;28;30;16;1;9;11;20;22;6;13;26;32;27;10;12;24;19;25;2;31;14;29;3;5;18;15;7;8;21;23;4;17
28;30;16;1;9;11;20;22;6;29;26;32;27;10;12;24;19;25;2;31;14;13;3;5;18;15;7;8;21;23;4;17;18;28102
18;28102;28;30;16;1;9;11;20;22;6;29;26;32;27;10;12;24;19;25;2;31;14;13;3;5;18;15;7;8;21;23;4;17
28;30;16;1;9;11;20;22;6;29;26;32;27;10;12;24;19;25;2;31;14;13;3;5;18;15;4;8;21;23;7;17;18;28262
18;28262;28;30;16;1;9;11;20;22;6;29;26;32;27;10;12;24;19;25;2;31;14;13;3;5;18;15;4;8;21;23;7;17
28;30;16;1;9;11;20;22;6;29;26;32;27;10;12;24;19;25;2;31;14;8;3;5;18;15;4;13;21;23;7;17;18;27882
18;27882;28;30;16;1;9;11;20;22;6;29;26;32;27;10;12;24;19;25;2;31;14;8;3;5;18;15;4;13;21;23;7;17
28;30;16;1;9;11;20;22;6;29;26;32;27;10;12;24;19;25;2;31;14;8;3;5;18;15;4;13;17;23;7;21;18;27982
18;27982;28;30;16;1;9;11;20;22;6;29;26;32;27;10;12;24;19;25;2;31;14;8;3;5;18;15;4;13;17;23;7;21
28;30;16;1;9;11;17;22;6;29;26;32;27;10;12;24;19;25;2;31;14;8;3;5;18;15;4;13;20;23;7;21;18;27782
18;27782;28;30;16;1;9;11;17;22;6;29;26;32;27;10;12;24;19;25;2;31;14;8;3;5;18;15;4;13;20;23;7;21
28;30;16;1;9;11;17;22;6;29;26;32;27;10;12;24;19;25;2;31;14;8;3;5;23;15;4;13;20;18;7;21;18;27782
18;27782;28;30;16;1;9;11;17;22;6;29;26;32;27;10;12;24;19;25;2;31;14;8;3;5;23;15;4;13;20;18;7;21
28;7;16;1;9;11;17;22;6;29;26;32;27;10;12;24;19;25;2;31;14;8;3;5;23;15;4;13;20;18;30;21;18;27236
18;27236;28;7;16;1;9;11;17;22;6;29;26;32;27;10;12;24;19;25;2;31;14;8;3;5;23;15;4;13;20;18;30;21
28;7;16;23;9;11;17;22;6;29;26;32;27;10;12;24;19;25;2;31;14;8;3;5;1;15;4;13;20;18;30;21;18;26050
18;26050;28;7;16;23;9;11;17;22;6;29;26;32;27;10;12;24;19;25;2;31;14;8;3;5;1;15;4;13;20;18;30;21
28;7;16;23;9;11;17;22;6;29;1;32;27;10;12;24;19;25;2;31;14;8;3;5;26;15;4;13;20;18;30;21;18;27362
18;27362;28;7;16;23;9;11;17;22;6;29;1;32;27;10;12;24;19;25;2;31;14;8;3;5;26;15;4;13;20;18;30;21
28;7;16;23;9;11;17;22;6;29;1;32;27;10;12;24;19;25;2;3;14;8;31;5;26;15;4;13;20;18;30;21;18;27068
19;27068;28;7;16;23;9;11;17;22;6;29;1;32;27;10;12;24;19;25;2;3;14;8;31;5;26;15;4;13;20;18;30;21
28;7;16;23;9;11;17;22;6;29;1;32;27;30;12;24;19;25;2;3;14;8;31;5;26;15;4;13;20;18;10;21;19;27004
19;27004;28;7;16;23;9;11;17;22;6;29;1;32;27;30;12;24;19;25;2;3;14;8;31;5;26;15;4;13;20;18;10;21
28;7;16;23;9;11;17;22;6;29;1;32;27;30;3;24;19;25;2;12;14;8;31;5;26;15;4;13;20;18;10;21;19;27224
19;27224;28;7;16;23;9;11;17;22;6;29;1;32;27;30;3;24;19;25;2;12;14;8;31;5;26;15;4;13;20;18;10;21
28;7;16;23;9;11;17;22;6;29;31;32;27;30;3;24;19;25;2;12;14;8;1;5;26;15;4;13;20;18;10;21;19;26494
19;26494;28;7;16;23;9;11;17;22;6;29;31;32;27;30;3;24;19;25;2;12;14;8;1;5;26;15;4;13;20;18;10;21
28;7;16;23;9;11;17;22;6;29;31;32;27;30;3;24;19;25;2;12;14;1;8;5;26;15;4;13;20;18;10;21;19;26614
19;26614;28;7;16;23;9;11;17;22;6;29;31;32;27;30;3;24;19;25;2;12;14;1;8;5;26;15;4;13;20;18;10;21
28;7;16;23;9;11;17;22;6;24;31;32;27;30;3;29;19;25;2;12;14;1;8;5;26;15;4;13;20;18;10;21;19;27674
19;27674;28;7;16;23;9;11;17;22;6;24;31;32;27;30;3;29;19;25;2;12;14;1;8;5;26;15;4;13;20;18;10;21
28;7;16;23;9;11;17;22;19;24;31;32;27;30;3;29;6;25;2;12;14;1;8;5;26;15;4;13;20;18;10;21;19;27176
19;27176;28;7;16;23;9;11;17;22;19;24;31;32;27;30;3;29;6;25;2;12;14;1;8;5;26;15;4;13;20;18;10;21
28;17;16;23;9;11;7;22;19;24;31;32;27;30;3;29;6;25;2;12;14;1;8;5;26;15;4;13;20;18;10;21;19;27908
19;27908;28;17;16;23;9;11;7;22;19;24;31;32;27;30;3;29;6;25;2;12;14;1;8;5;26;15;4;13;20;18;10;21
28;17;16;23;9;11;7;22;19;24;31;32;27;30;3;29;6;25;2;12;14;1;8;5;26;15;4;13;18;20;10;21;19;27788
19;27788;28;17;16;23;9;11;7;22;19;24;31;32;27;30;3;29;6;25;2;12;14;1;8;5;26;15;4;13;18;20;10;21
28;17;16;23;9;11;21;22;19;24;31;32;27;30;3;29;6;25;2;12;14;1;8;5;26;15;4;13;18;20;10;7;19;27618
19;27618;28;17;16;23;9;11;21;22;19;24;31;32;27;30;3;29;6;25;2;12;14;1;8;5;26;15;4;13;18;20;10;7
28;17;16;23;9;11;21;22;19;24;31;32;27;30;3;15;6;25;2;12;14;1;8;5;26;29;4;13;18;20;10;7;19;27526
19;27526;28;17;16;23;9;11;21;22;19;24;31;32;27;30;3;15;6;25;2;12;14;1;8;5;26;29;4;13;18;20;10;7
28;17;16;23;9;11;21;12;19;24;31;32;27;30;3;15;6;25;2;22;14;1;8;5;26;29;4;13;18;20;10;7;19;27238
19;27238;28;17;16;23;9;11;21;12;19;24;31;32;27;30;3;15;6;25;2;22;14;1;8;5;26;29;4;13;18;20;10;7
28;17;30;23;9;11;21;12;19;24;31;32;27;16;3;15;6;25;2;22;14;1;8;5;26;29;4;13;18;20;10;7;19;27716
19;27716;28;17;30;23;9;11;21;12;19;24;31;32;27;16;3;15;6;25;2;22;14;1;8;5;26;29;4;13;18;20;10;7
28;17;30;23;9;11;21;8;19;24;31;32;27;16;3;15;6;25;2;22;14;1;12;5;26;29;4;13;18;20;10;7;19;27616
19;27616;28;17;30;23;9;11;21;8;19;24;31;32;27;16;3;15;6;25;2;22;14;1;12;5;26;29;4;13;18;20;10;7
28;17;30;23;9;11;21;8;19;24;31;32;27;16;13;15;6;25;2;22;14;1;12;5;26;29;4;3;18;20;10;7;19;27116
19;27116;28;17;30;23;9;11;21;8;19;24;31;32;27;16;13;15;6;25;2;22;14;1;12;5;26;29;4;3;18;20;10;7
28;17;30;23;9;11;21;8;19;24;31;32;27;16;13;15;6;25;2;7;14;1;12;5;26;29;4;3;18;20;10;22;19;27576
19;27576;28;17;30;23;9;11;21;8;19;24;31;32;27;16;13;15;6;25;2;7;14;1;12;5;26;29;4;3;18;20;10;22
28;26;30;23;9;11;21;8;19;24;31;32;27;16;13;15;6;25;2;7;14;1;12;5;17;29;4;3;18;20;10;22;19;26676
19;26676;28;26;30;23;9;11;21;8;19;24;31;32;27;16;13;15;6;25;2;7;14;1;12;5;17;29;4;3;18;20;10;22
10;26;30;23;9;11;21;8;19;24;31;32;27;16;13;15;6;25;2;7;14;1;12;5;17;29;4;3;18;20;28;22;19;26156
