"X1";"X27304";"X15";"X1.1";"X5";"X19";"X17";"X20";"X6";"X21";"X25";"X14";"X16";"X31";"X26";"X3";"X24";"X22";"X10";"X18";"X23";"X30";"X2";"X8";"X32";"X7";"X27";"X28";"X4";"X12";"X29";"X13";"X11";"X9"
42;28406;27;20;28;11;25;29;19;9;26;32;17;13;21;31;23;5;8;22;10;2;24;15;18;12;7;1;14;6;4;16;30;3
27;20;28;11;8;29;19;9;26;32;17;13;21;31;23;5;25;22;10;2;24;15;18;12;7;1;14;6;4;16;30;3;42;27432
42;27432;27;20;28;11;8;29;19;9;26;32;17;13;21;31;23;5;25;22;10;2;24;15;18;12;7;1;14;6;4;16;30;3
27;20;28;11;8;29;26;9;19;32;17;13;21;31;23;5;25;22;10;2;24;15;18;12;7;1;14;6;4;16;30;3;42;27552
42;27552;27;20;28;11;8;29;26;9;19;32;17;13;21;31;23;5;25;22;10;2;24;15;18;12;7;1;14;6;4;16;30;3
27;20;28;11;32;29;26;9;19;8;17;13;21;31;23;5;25;22;10;2;24;15;18;12;7;1;14;6;4;16;30;3;42;27596
42;27596;27;20;28;11;32;29;26;9;19;8;17;13;21;31;23;5;25;22;10;2;24;15;18;12;7;1;14;6;4;16;30;3
27;20;28;11;32;29;26;9;19;8;17;13;6;31;23;5;25;22;10;2;24;15;18;12;7;1;14;21;4;16;30;3;42;28280
42;28280;27;20;28;11;32;29;26;9;19;8;17;13;6;31;23;5;25;22;10;2;24;15;18;12;7;1;14;21;4;16;30;3
27;20;25;11;32;29;26;9;19;8;17;13;6;31;23;5;28;22;10;2;24;15;18;12;7;1;14;21;4;16;30;3;42;28500
42;28500;27;20;25;11;32;29;26;9;19;8;17;13;6;31;23;5;28;22;10;2;24;15;18;12;7;1;14;21;4;16;30;3
27;20;25;11;32;8;26;9;19;29;17;13;6;31;23;5;28;22;10;2;24;15;18;12;7;1;14;21;4;16;30;3;42;27916
42;27916;27;20;25;11;32;8;26;9;19;29;17;13;6;31;23;5;28;22;10;2;24;15;18;12;7;1;14;21;4;16;30;3
27;20;25;11;32;8;26;9;19;29;17;13;6;31;23;5;28;18;10;2;24;15;22;12;7;1;14;21;4;16;30;3;42;27996
42;27996;27;20;25;11;32;8;26;9;19;29;17;13;6;31;23;5;28;18;10;2;24;15;22;12;7;1;14;21;4;16;30;3
27;20;25;11;32;8;15;9;19;29;17;13;6;31;23;5;28;18;10;2;24;26;22;12;7;1;14;21;4;16;30;3;42;28184
42;28184;27;20;25;11;32;8;15;9;19;29;17;13;6;31;23;5;28;18;10;2;24;26;22;12;7;1;14;21;4;16;30;3
9;20;25;11;32;8;15;27;19;29;17;13;6;31;23;5;28;18;10;2;24;26;22;12;7;1;14;21;4;16;30;3;42;28340
42;28340;9;20;25;11;32;8;15;27;19;29;17;13;6;31;23;5;28;18;10;2;24;26;22;12;7;1;14;21;4;16;30;3
9;20;25;11;32;8;21;27;19;29;17;13;6;31;23;5;28;18;10;2;24;26;22;12;7;1;14;15;4;16;30;3;42;27834
42;27834;9;20;25;11;32;8;21;27;19;29;17;13;6;31;23;5;28;18;10;2;24;26;22;12;7;1;14;15;4;16;30;3
9;20;25;11;18;8;21;27;19;29;17;13;6;31;23;5;28;32;10;2;24;26;22;12;7;1;14;15;4;16;30;3;42;27034
42;27034;9;20;25;11;18;8;21;27;19;29;17;13;6;31;23;5;28;32;10;2;24;26;22;12;7;1;14;15;4;16;30;3
9;20;25;11;18;8;22;27;19;29;17;13;6;31;23;5;28;32;10;2;24;26;21;12;7;1;14;15;4;16;30;3;42;26754
42;26754;9;20;25;11;18;8;22;27;19;29;17;13;6;31;23;5;28;32;10;2;24;26;21;12;7;1;14;15;4;16;30;3
9;20;25;11;18;8;22;27;19;29;17;13;6;31;23;5;28;32;10;2;14;26;21;12;7;1;24;15;4;16;30;3;42;27068
43;27068;9;20;25;11;18;8;22;27;19;29;17;13;6;31;23;5;28;32;10;2;14;26;21;12;7;1;24;15;4;16;30;3
9;20;25;11;18;8;22;27;19;29;17;13;6;31;23;5;28;32;10;2;14;26;24;12;7;1;21;15;4;16;30;3;43;27328
43;27328;9;20;25;11;18;8;22;27;19;29;17;13;6;31;23;5;28;32;10;2;14;26;24;12;7;1;21;15;4;16;30;3
9;20;5;11;18;8;22;27;19;29;17;13;6;31;23;25;28;32;10;2;14;26;24;12;7;1;21;15;4;16;30;3;43;26842
43;26842;9;20;5;11;18;8;22;27;19;29;17;13;6;31;23;25;28;32;10;2;14;26;24;12;7;1;21;15;4;16;30;3
9;20;5;11;18;8;22;27;19;29;17;13;6;31;23;25;30;32;10;2;14;26;24;12;7;1;21;15;4;16;28;3;43;26882
43;26882;9;20;5;11;18;8;22;27;19;29;17;13;6;31;23;25;30;32;10;2;14;26;24;12;7;1;21;15;4;16;28;3
9;20;5;26;18;8;22;27;19;29;17;13;6;31;23;25;30;32;10;2;14;11;24;12;7;1;21;15;4;16;28;3;43;26722
43;26722;9;20;5;26;18;8;22;27;19;29;17;13;6;31;23;25;30;32;10;2;14;11;24;12;7;1;21;15;4;16;28;3
9;20;5;26;18;8;22;27;19;29;17;13;6;31;23;25;28;32;10;2;14;11;24;12;7;1;21;15;4;16;30;3;43;26762
43;26762;9;20;5;26;18;8;22;27;19;29;17;13;6;31;23;25;28;32;10;2;14;11;24;12;7;1;21;15;4;16;30;3
9;20;5;26;18;8;10;27;19;29;17;13;6;31;23;25;28;32;22;2;14;11;24;12;7;1;21;15;4;16;30;3;43;27392
43;27392;9;20;5;26;18;8;10;27;19;29;17;13;6;31;23;25;28;32;22;2;14;11;24;12;7;1;21;15;4;16;30;3
9;19;5;26;18;8;10;27;20;29;17;13;6;31;23;25;28;32;22;2;14;11;24;12;7;1;21;15;4;16;30;3;43;27232
43;27232;9;19;5;26;18;8;10;27;20;29;17;13;6;31;23;25;28;32;22;2;14;11;24;12;7;1;21;15;4;16;30;3
17;19;5;26;18;8;10;27;20;29;9;13;6;31;23;25;28;32;22;2;14;11;24;12;7;1;21;15;4;16;30;3;43;26664
43;26664;17;19;5;26;18;8;10;27;20;29;9;13;6;31;23;25;28;32;22;2;14;11;24;12;7;1;21;15;4;16;30;3
17;19;5;26;18;8;10;27;20;29;9;13;6;31;23;25;28;32;14;2;22;11;24;12;7;1;21;15;4;16;30;3;43;26454
43;26454;17;19;5;26;18;8;10;27;20;29;9;13;6;31;23;25;28;32;14;2;22;11;24;12;7;1;21;15;4;16;30;3
17;19;5;26;18;8;10;27;20;29;9;13;6;31;23;25;28;32;14;2;22;11;24;12;7;1;21;15;4;16;3;30;43;26454
43;26454;17;19;5;26;18;8;10;27;20;29;9;13;6;31;23;25;28;32;14;2;22;11;24;12;7;1;21;15;4;16;3;30
17;19;5;26;18;8;28;27;20;29;9;13;6;31;23;25;10;32;14;2;22;11;24;12;7;1;21;15;4;16;3;30;43;26240
43;26240;17;19;5;26;18;8;28;27;20;29;9;13;6;31;23;25;10;32;14;2;22;11;24;12;7;1;21;15;4;16;3;30
17;19;5;26;18;8;28;27;20;29;9;31;6;13;23;25;10;32;14;2;22;11;24;12;7;1;21;15;4;16;3;30;43;26148
43;26148;17;19;5;26;18;8;28;27;20;29;9;31;6;13;23;25;10;32;14;2;22;11;24;12;7;1;21;15;4;16;3;30
17;19;5;26;18;8;28;27;20;29;9;31;6;13;23;25;10;32;14;2;22;11;4;12;7;1;21;15;24;16;3;30;43;26608
43;26608;17;19;5;26;18;8;28;27;20;29;9;31;6;13;23;25;10;32;14;2;22;11;4;12;7;1;21;15;24;16;3;30
17;19;5;26;18;8;28;27;20;29;22;31;6;13;23;25;10;32;14;2;9;11;4;12;7;1;21;15;24;16;3;30;43;26906
43;26906;17;19;5;26;18;8;28;27;20;29;22;31;6;13;23;25;10;32;14;2;9;11;4;12;7;1;21;15;24;16;3;30
17;19;5;12;18;8;28;27;20;29;22;31;6;13;23;25;10;32;14;2;9;11;4;26;7;1;21;15;24;16;3;30;43;27592
43;26906;17;19;5;26;18;8;28;27;20;29;22;31;6;13;23;25;10;32;14;2;9;11;4;12;7;1;21;15;24;16;3;30
17;19;5;26;20;8;28;27;18;29;22;31;6;13;23;25;10;32;14;2;9;11;4;12;7;1;21;15;24;16;3;30;43;27066
43;27066;17;19;5;26;20;8;28;27;18;29;22;31;6;13;23;25;10;32;14;2;9;11;4;12;7;1;21;15;24;16;3;30
17;19;5;26;20;8;28;27;18;30;22;31;6;13;23;25;10;32;14;2;9;11;4;12;7;1;21;15;24;16;3;29;43;26886
43;26886;17;19;5;26;20;8;28;27;18;30;22;31;6;13;23;25;10;32;14;2;9;11;4;12;7;1;21;15;24;16;3;29
17;19;5;26;20;8;28;27;18;30;22;31;6;13;23;25;10;32;14;7;9;11;4;12;2;1;21;15;24;16;3;29;43;26606
43;26606;17;19;5;26;20;8;28;27;18;30;22;31;6;13;23;25;10;32;14;7;9;11;4;12;2;1;21;15;24;16;3;29
17;19;5;26;20;8;28;27;18;30;22;31;6;13;23;25;24;32;14;7;9;11;4;12;2;1;21;15;10;16;3;29;43;25336
43;25336;17;19;5;26;20;8;28;27;18;30;22;31;6;13;23;25;24;32;14;7;9;11;4;12;2;1;21;15;10;16;3;29
17;19;5;26;20;8;28;27;18;30;22;31;6;13;21;25;24;32;14;7;9;11;4;12;2;1;23;15;10;16;3;29;43;25376
44;25376;17;19;5;26;20;8;28;27;18;30;22;31;6;13;21;25;24;32;14;7;9;11;4;12;2;1;23;15;10;16;3;29
17;19;5;26;25;8;28;27;18;30;22;31;6;13;21;20;24;32;14;7;9;11;4;12;2;1;23;15;10;16;3;29;44;25396
44;25396;17;19;5;26;25;8;28;27;18;30;22;31;6;13;21;20;24;32;14;7;9;11;4;12;2;1;23;15;10;16;3;29
17;19;5;26;25;8;28;27;18;30;22;31;6;13;21;20;24;32;14;3;9;11;4;12;2;1;23;15;10;16;7;29;44;25676
44;25676;17;19;5;26;25;8;28;27;18;30;22;31;6;13;21;20;24;32;14;3;9;11;4;12;2;1;23;15;10;16;7;29
17;19;5;26;25;8;28;27;18;30;22;31;13;6;21;20;24;32;14;3;9;11;4;12;2;1;23;15;10;16;7;29;44;26636
44;26636;17;19;5;26;25;8;28;27;18;30;22;31;13;6;21;20;24;32;14;3;9;11;4;12;2;1;23;15;10;16;7;29
17;19;5;26;25;8;28;27;18;30;22;31;6;13;21;20;24;32;14;3;9;11;4;12;2;1;23;15;10;16;7;29;44;25676
44;25676;17;19;5;26;25;8;28;27;18;30;22;31;6;13;21;20;24;32;14;3;9;11;4;12;2;1;23;15;10;16;7;29
17;19;5;26;25;8;28;27;18;30;22;20;6;13;21;31;24;32;14;3;9;11;4;12;2;1;23;15;10;16;7;29;44;25676
44;25676;17;19;5;26;25;8;28;27;18;30;22;20;6;13;21;31;24;32;14;3;9;11;4;12;2;1;23;15;10;16;7;29
27;19;5;26;25;8;28;17;18;30;22;20;6;13;21;31;24;32;14;3;9;11;4;12;2;1;23;15;10;16;7;29;44;25996
44;25996;27;19;5;26;25;8;28;17;18;30;22;20;6;13;21;31;24;32;14;3;9;11;4;12;2;1;23;15;10;16;7;29
27;19;5;26;25;8;28;17;18;30;24;20;6;13;21;31;22;32;14;3;9;11;4;12;2;1;23;15;10;16;7;29;44;25716
44;25716;27;19;5;26;25;8;28;17;18;30;24;20;6;13;21;31;22;32;14;3;9;11;4;12;2;1;23;15;10;16;7;29
27;19;5;26;25;8;28;17;18;30;24;23;6;13;21;31;22;32;14;3;9;11;4;12;2;1;20;15;10;16;7;29;44;25276
44;25276;27;19;5;26;25;8;28;17;18;30;24;23;6;13;21;31;22;32;14;3;9;11;4;12;2;1;20;15;10;16;7;29
27;19;5;26;25;8;28;17;18;30;24;31;6;13;21;23;22;32;14;3;9;11;4;12;2;1;20;15;10;16;7;29;44;24956
44;24956;27;19;5;26;25;8;28;17;18;30;24;31;6;13;21;23;22;32;14;3;9;11;4;12;2;1;20;15;10;16;7;29
27;19;5;26;25;8;28;17;18;31;24;30;6;13;21;23;22;32;14;3;9;11;4;12;2;1;20;15;10;16;7;29;44;24816
44;24816;27;19;5;26;25;8;28;17;18;31;24;30;6;13;21;23;22;32;14;3;9;11;4;12;2;1;20;15;10;16;7;29
27;19;5;12;25;8;28;17;18;31;24;30;6;13;21;23;22;32;14;3;9;11;4;26;2;1;20;15;10;16;7;29;44;25586
44;25586;27;19;5;12;25;8;28;17;18;31;24;30;6;13;21;23;22;32;14;3;9;11;4;26;2;1;20;15;10;16;7;29
27;19;5;12;25;8;1;17;18;31;24;30;6;13;21;23;22;32;14;3;9;11;4;26;2;28;20;15;10;16;7;29;44;25060
44;25060;27;19;5;12;25;8;1;17;18;31;24;30;6;13;21;23;22;32;14;3;9;11;4;26;2;28;20;15;10;16;7;29
27;11;5;12;25;8;1;17;18;31;24;30;6;13;21;23;22;32;14;3;9;19;4;26;2;28;20;15;10;16;7;29;44;25364
44;25364;27;11;5;12;25;8;1;17;18;31;24;30;6;13;21;23;22;32;14;3;9;19;4;26;2;28;20;15;10;16;7;29
27;11;5;12;25;8;1;17;18;31;24;30;26;13;21;23;22;32;14;3;9;19;4;6;2;28;20;15;10;16;7;29;44;25184
44;25184;27;11;5;12;25;8;1;17;18;31;24;30;26;13;21;23;22;32;14;3;9;19;4;6;2;28;20;15;10;16;7;29
27;11;22;12;25;8;1;17;18;31;24;30;26;13;21;23;5;32;14;3;9;19;4;6;2;28;20;15;10;16;7;29;44;25710
44;25710;27;11;22;12;25;8;1;17;18;31;24;30;26;13;21;23;5;32;14;3;9;19;4;6;2;28;20;15;10;16;7;29
27;11;22;12;25;8;1;17;24;31;18;30;26;13;21;23;5;32;14;3;9;19;4;6;2;28;20;15;10;16;7;29;44;26050
44;26050;27;11;22;12;25;8;1;17;24;31;18;30;26;13;21;23;5;32;14;3;9;19;4;6;2;28;20;15;10;16;7;29
27;11;22;13;25;8;1;17;24;31;18;30;26;12;21;23;5;32;14;3;9;19;4;6;2;28;20;15;10;16;7;29;44;25930
44;25930;27;11;22;13;25;8;1;17;24;31;18;30;26;12;21;23;5;32;14;3;9;19;4;6;2;28;20;15;10;16;7;29
27;11;22;13;25;8;32;17;24;31;18;30;26;12;21;23;5;1;14;3;9;19;4;6;2;28;20;15;10;16;7;29;44;26562
44;26562;27;11;22;13;25;8;32;17;24;31;18;30;26;12;21;23;5;1;14;3;9;19;4;6;2;28;20;15;10;16;7;29
27;11;22;13;25;8;32;17;14;31;18;30;26;12;21;23;5;1;24;3;9;19;4;6;2;28;20;15;10;16;7;29;44;27200
44;27200;27;11;22;13;25;8;32;17;14;31;18;30;26;12;21;23;5;1;24;3;9;19;4;6;2;28;20;15;10;16;7;29
27;11;22;13;25;8;30;17;14;31;18;32;26;12;21;23;5;1;24;3;9;19;4;6;2;28;20;15;10;16;7;29;44;26520
45;26520;27;11;22;13;25;8;30;17;14;31;18;32;26;12;21;23;5;1;24;3;9;19;4;6;2;28;20;15;10;16;7;29
27;11;22;13;23;8;30;17;14;31;18;32;26;12;21;25;5;1;24;3;9;19;4;6;2;28;20;15;10;16;7;29;45;26220
45;26220;27;11;22;13;23;8;30;17;14;31;18;32;26;12;21;25;5;1;24;3;9;19;4;6;2;28;20;15;10;16;7;29
27;11;22;13;6;8;30;17;14;31;18;32;26;12;21;25;5;1;24;3;9;19;4;23;2;28;20;15;10;16;7;29;45;26930
45;26930;27;11;22;13;6;8;30;17;14;31;18;32;26;12;21;25;5;1;24;3;9;19;4;23;2;28;20;15;10;16;7;29
27;11;22;13;6;8;30;17;5;31;18;32;26;12;21;25;14;1;24;3;9;19;4;23;2;28;20;15;10;16;7;29;45;27510
45;27510;27;11;22;13;6;8;30;17;5;31;18;32;26;12;21;25;14;1;24;3;9;19;4;23;2;28;20;15;10;16;7;29
27;11;22;13;29;8;30;17;5;31;18;32;26;12;21;25;14;1;24;3;9;19;4;23;2;28;20;15;10;16;7;6;45;27716
45;27716;27;11;22;13;29;8;30;17;5;31;18;32;26;12;21;25;14;1;24;3;9;19;4;23;2;28;20;15;10;16;7;6
26;11;22;13;29;8;30;17;5;31;18;32;27;12;21;25;14;1;24;3;9;19;4;23;2;28;20;15;10;16;7;6;45;27636
45;27636;26;11;22;13;29;8;30;17;5;31;18;32;27;12;21;25;14;1;24;3;9;19;4;23;2;28;20;15;10;16;7;6
26;11;22;9;29;8;30;17;5;31;18;32;27;12;21;25;14;1;24;3;13;19;4;23;2;28;20;15;10;16;7;6;45;27476
45;27476;26;11;22;9;29;8;30;17;5;31;18;32;27;12;21;25;14;1;24;3;13;19;4;23;2;28;20;15;10;16;7;6
5;11;22;9;29;8;30;17;26;31;18;32;27;12;21;25;14;1;24;3;13;19;4;23;2;28;20;15;10;16;7;6;45;27482
45;27482;5;11;22;9;29;8;30;17;26;31;18;32;27;12;21;25;14;1;24;3;13;19;4;23;2;28;20;15;10;16;7;6
5;11;22;9;29;8;30;17;26;31;18;32;27;12;21;25;14;28;24;3;13;19;4;23;2;1;20;15;10;16;7;6;45;26796
45;26796;5;11;22;9;29;8;30;17;26;31;18;32;27;12;21;25;14;28;24;3;13;19;4;23;2;1;20;15;10;16;7;6
5;11;22;24;29;8;30;17;26;31;18;32;27;12;21;25;14;28;9;3;13;19;4;23;2;1;20;15;10;16;7;6;45;27034
45;27034;5;11;22;24;29;8;30;17;26;31;18;32;27;12;21;25;14;28;9;3;13;19;4;23;2;1;20;15;10;16;7;6
26;11;22;24;29;8;30;17;5;31;18;32;27;12;21;25;14;28;9;3;13;19;4;23;2;1;20;15;10;16;7;6;45;27360
45;27360;26;11;22;24;29;8;30;17;5;31;18;32;27;12;21;25;14;28;9;3;13;19;4;23;2;1;20;15;10;16;7;6
26;11;22;24;29;8;30;17;5;31;18;32;27;12;21;25;14;28;9;3;13;19;4;7;2;1;20;15;10;16;23;6;45;27176
45;27176;26;11;22;24;29;8;30;17;5;31;18;32;27;12;21;25;14;28;9;3;13;19;4;7;2;1;20;15;10;16;23;6
26;11;22;24;27;8;30;17;5;31;18;32;29;12;21;25;14;28;9;3;13;19;4;7;2;1;20;15;10;16;23;6;45;26996
45;26996;26;11;22;24;27;8;30;17;5;31;18;32;29;12;21;25;14;28;9;3;13;19;4;7;2;1;20;15;10;16;23;6
26;11;22;24;27;5;30;17;8;31;18;32;29;12;21;25;14;28;9;3;13;19;4;7;2;1;20;15;10;16;23;6;45;27156
45;27156;26;11;22;24;27;5;30;17;8;31;18;32;29;12;21;25;14;28;9;3;13;19;4;7;2;1;20;15;10;16;23;6
26;11;22;24;27;5;30;17;8;18;31;32;29;12;21;25;14;28;9;3;13;19;4;7;2;1;20;15;10;16;23;6;45;27076
45;27076;26;11;22;24;27;5;30;17;8;18;31;32;29;12;21;25;14;28;9;3;13;19;4;7;2;1;20;15;10;16;23;6
26;11;22;21;27;5;30;17;8;18;31;32;29;12;24;25;14;28;9;3;13;19;4;7;2;1;20;15;10;16;23;6;45;26876
45;26876;26;11;22;21;27;5;30;17;8;18;31;32;29;12;24;25;14;28;9;3;13;19;4;7;2;1;20;15;10;16;23;6
26;11;22;21;27;5;30;17;8;18;31;32;29;23;24;25;14;28;9;3;13;19;4;7;2;1;20;15;10;16;12;6;45;26600
45;26600;26;11;22;21;27;5;30;17;8;18;31;32;29;23;24;25;14;28;9;3;13;19;4;7;2;1;20;15;10;16;12;6
26;11;22;21;27;5;30;17;8;18;31;32;29;23;24;25;14;28;9;3;13;19;4;7;20;1;2;15;10;16;12;6;45;27208
45;27208;26;11;22;21;27;5;30;17;8;18;31;32;29;23;24;25;14;28;9;3;13;19;4;7;20;1;2;15;10;16;12;6
13;11;22;21;27;5;30;17;8;18;31;32;29;23;24;25;14;28;9;3;26;19;4;7;20;1;2;15;10;16;12;6;45;27454
45;27208;26;11;22;21;27;5;30;17;8;18;31;32;29;23;24;25;14;28;9;3;13;19;4;7;20;1;2;15;10;16;12;6
26;11;22;21;27;5;30;17;8;18;31;32;29;23;24;14;25;28;9;3;13;19;4;7;20;1;2;15;10;16;12;6;45;27208
45;27208;26;11;22;21;27;5;30;17;8;18;31;32;29;23;24;14;25;28;9;3;13;19;4;7;20;1;2;15;10;16;12;6
4;11;22;21;27;5;30;17;8;18;31;32;29;23;24;14;25;28;9;3;13;19;26;7;20;1;2;15;10;16;12;6;45;27586
46;27208;26;11;22;21;27;5;30;17;8;18;31;32;29;23;24;14;25;28;9;3;13;19;4;7;20;1;2;15;10;16;12;6
26;11;22;21;27;5;30;17;8;18;31;32;29;23;24;14;25;28;9;3;13;4;19;7;20;1;2;15;10;16;12;6;46;27932
46;27932;26;11;22;21;27;5;30;17;8;18;31;32;29;23;24;14;25;28;9;3;13;4;19;7;20;1;2;15;10;16;12;6
26;11;22;21;27;5;30;17;8;18;31;32;29;23;24;14;25;10;9;3;13;4;19;7;20;1;2;15;28;16;12;6;46;28088
46;28088;26;11;22;21;27;5;30;17;8;18;31;32;29;23;24;14;25;10;9;3;13;4;19;7;20;1;2;15;28;16;12;6
26;11;22;21;27;5;30;17;8;18;31;32;29;23;24;3;25;10;9;14;13;4;19;7;20;1;2;15;28;16;12;6;46;28248
46;28088;26;11;22;21;27;5;30;17;8;18;31;32;29;23;24;14;25;10;9;3;13;4;19;7;20;1;2;15;28;16;12;6
26;11;22;21;27;5;30;17;8;18;31;32;29;23;24;9;25;10;14;3;13;4;19;7;20;1;2;15;28;16;12;6;46;27728
46;27728;26;11;22;21;27;5;30;17;8;18;31;32;29;23;24;9;25;10;14;3;13;4;19;7;20;1;2;15;28;16;12;6
26;11;22;21;1;5;30;17;8;18;31;32;29;23;24;9;25;10;14;3;13;4;19;7;20;27;2;15;28;16;12;6;46;27162
46;27162;26;11;22;21;1;5;30;17;8;18;31;32;29;23;24;9;25;10;14;3;13;4;19;7;20;27;2;15;28;16;12;6
26;11;22;21;1;5;30;25;8;18;31;32;29;23;24;9;17;10;14;3;13;4;19;7;20;27;2;15;28;16;12;6;46;27602
46;27602;26;11;22;21;1;5;30;25;8;18;31;32;29;23;24;9;17;10;14;3;13;4;19;7;20;27;2;15;28;16;12;6
9;11;22;21;1;5;30;25;8;18;31;32;29;23;24;26;17;10;14;3;13;4;19;7;20;27;2;15;28;16;12;6;46;27526
46;27526;9;11;22;21;1;5;30;25;8;18;31;32;29;23;24;26;17;10;14;3;13;4;19;7;20;27;2;15;28;16;12;6
9;11;22;21;1;5;30;32;8;18;31;25;29;23;24;26;17;10;14;3;13;4;19;7;20;27;2;15;28;16;12;6;46;27726
46;27726;9;11;22;21;1;5;30;32;8;18;31;25;29;23;24;26;17;10;14;3;13;4;19;7;20;27;2;15;28;16;12;6
9;11;22;21;1;5;30;28;8;18;31;25;29;23;24;26;17;10;14;3;13;4;19;7;20;27;2;15;32;16;12;6;46;27546
46;27546;9;11;22;21;1;5;30;28;8;18;31;25;29;23;24;26;17;10;14;3;13;4;19;7;20;27;2;15;32;16;12;6
9;11;1;21;22;5;30;28;8;18;31;25;29;23;24;26;17;10;14;3;13;4;19;7;20;27;2;15;32;16;12;6;46;27122
46;27122;9;11;1;21;22;5;30;28;8;18;31;25;29;23;24;26;17;10;14;3;13;4;19;7;20;27;2;15;32;16;12;6
9;11;1;21;29;5;30;28;8;18;31;25;22;23;24;26;17;10;14;3;13;4;19;7;20;27;2;15;32;16;12;6;46;27302
46;27302;9;11;1;21;29;5;30;28;8;18;31;25;22;23;24;26;17;10;14;3;13;4;19;7;20;27;2;15;32;16;12;6
9;11;1;21;29;5;30;28;14;18;31;25;22;23;24;26;17;10;8;3;13;4;19;7;20;27;2;15;32;16;12;6;46;26902
46;26902;9;11;1;21;29;5;30;28;14;18;31;25;22;23;24;26;17;10;8;3;13;4;19;7;20;27;2;15;32;16;12;6
9;11;1;21;29;5;30;28;14;18;31;25;22;23;24;26;17;10;8;3;13;4;19;7;20;27;2;15;6;16;12;32;46;26048
46;26048;9;11;1;21;29;5;30;28;14;18;31;25;22;23;24;26;17;10;8;3;13;4;19;7;20;27;2;15;6;16;12;32
9;11;1;21;29;5;31;28;14;18;30;25;22;23;24;26;17;10;8;3;13;4;19;7;20;27;2;15;6;16;12;32;46;25988
46;25988;9;11;1;21;29;5;31;28;14;18;30;25;22;23;24;26;17;10;8;3;13;4;19;7;20;27;2;15;6;16;12;32
6;11;1;21;29;5;31;28;14;18;30;25;22;23;24;26;17;10;8;3;13;4;19;7;20;27;2;15;9;16;12;32;46;26308
46;26308;6;11;1;21;29;5;31;28;14;18;30;25;22;23;24;26;17;10;8;3;13;4;19;7;20;27;2;15;9;16;12;32
6;11;1;21;29;5;31;28;13;18;30;25;22;23;24;26;17;10;8;3;14;4;19;7;20;27;2;15;9;16;12;32;46;26468
46;26308;6;11;1;21;29;5;31;28;14;18;30;25;22;23;24;26;17;10;8;3;13;4;19;7;20;27;2;15;9;16;12;32
6;9;1;21;29;5;31;28;14;18;30;25;22;23;24;26;17;10;8;3;13;4;19;7;20;27;2;15;11;16;12;32;46;26028
46;26028;6;9;1;21;29;5;31;28;14;18;30;25;22;23;24;26;17;10;8;3;13;4;19;7;20;27;2;15;11;16;12;32
6;9;1;21;29;5;31;28;20;18;30;25;22;23;24;26;17;10;8;3;13;4;19;7;14;27;2;15;11;16;12;32;46;25846
46;25846;6;9;1;21;29;5;31;28;20;18;30;25;22;23;24;26;17;10;8;3;13;4;19;7;14;27;2;15;11;16;12;32
12;9;1;21;29;5;31;28;20;18;30;25;22;23;24;26;17;10;8;3;13;4;19;7;14;27;2;15;11;16;6;32;46;26406
46;25846;6;9;1;21;29;5;31;28;20;18;30;25;22;23;24;26;17;10;8;3;13;4;19;7;14;27;2;15;11;16;12;32
6;9;1;21;29;5;31;28;20;18;2;25;22;23;24;26;17;10;8;3;13;4;19;7;14;27;30;15;11;16;12;32;46;26330
47;26330;6;9;1;21;29;5;31;28;20;18;2;25;22;23;24;26;17;10;8;3;13;4;19;7;14;27;30;15;11;16;12;32
6;9;1;21;29;32;31;28;20;18;2;25;22;23;24;26;17;10;8;3;13;4;19;7;14;27;30;15;11;16;12;5;47;27532
47;26330;6;9;1;21;29;5;31;28;20;18;2;25;22;23;24;26;17;10;8;3;13;4;19;7;14;27;30;15;11;16;12;32
6;9;1;21;29;5;31;28;20;3;2;25;22;23;24;26;17;10;8;18;13;4;19;7;14;27;30;15;11;16;12;32;47;25932
47;25932;6;9;1;21;29;5;31;28;20;3;2;25;22;23;24;26;17;10;8;18;13;4;19;7;14;27;30;15;11;16;12;32
6;9;1;21;29;5;31;28;20;3;2;25;22;23;24;26;17;10;8;18;13;4;19;7;14;27;30;15;12;16;11;32;47;26192
47;25932;6;9;1;21;29;5;31;28;20;3;2;25;22;23;24;26;17;10;8;18;13;4;19;7;14;27;30;15;11;16;12;32
6;9;3;21;29;5;31;28;20;1;2;25;22;23;24;26;17;10;8;18;13;4;19;7;14;27;30;15;11;16;12;32;47;26532
47;26532;6;9;3;21;29;5;31;28;20;1;2;25;22;23;24;26;17;10;8;18;13;4;19;7;14;27;30;15;11;16;12;32
6;9;3;21;29;5;31;28;20;1;2;25;22;23;24;26;17;10;8;18;13;4;19;7;16;27;30;15;11;14;12;32;47;26612
47;26612;6;9;3;21;29;5;31;28;20;1;2;25;22;23;24;26;17;10;8;18;13;4;19;7;16;27;30;15;11;14;12;32
6;9;3;21;29;5;31;28;20;1;2;25;22;23;24;26;17;10;30;18;13;4;19;7;16;27;8;15;11;14;12;32;47;26680
47;26680;6;9;3;21;29;5;31;28;20;1;2;25;22;23;24;26;17;10;30;18;13;4;19;7;16;27;8;15;11;14;12;32
6;9;3;21;29;5;31;28;20;22;2;25;1;23;24;26;17;10;30;18;13;4;19;7;16;27;8;15;11;14;12;32;47;27570
