"X1";"X298";"X17";"X56";"X9";"X40";"X53";"X20";"X41";"X60";"X6";"X3";"X22";"X54";"X44";"X38";"X16";"X28";"X26";"X62";"X1.1";"X43";"X4";"X45";"X15";"X51";"X32";"X36";"X34";"X27";"X42";"X24";"X13";"X46";"X30";"X49";"X2";"X63";"X11";"X57";"X23";"X5";"X55";"X19";"X14";"X64";"X21";"X50";"X59";"X39";"X12";"X25";"X35";"X48";"X18";"X58";"X33";"X29";"X8";"X7";"X52";"X10";"X31";"X47";"X37";"X61"
9;3;49;5;42;37;54;6;33;45;2;25;58;64;50;61;30;23;46;47;55;41;19;38;40;18;36;31;59;43;29;28;39;60;44;22;51;15;7;53;34;20;12;35;62;27;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26;12;288
12;288;9;3;49;5;42;37;54;6;33;45;2;25;58;64;50;61;30;23;46;47;55;41;19;38;40;18;36;31;59;43;29;28;39;60;44;22;51;15;7;53;34;20;12;35;62;27;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26
9;51;49;5;42;37;54;6;33;45;2;25;58;64;50;61;30;23;46;47;55;41;19;38;40;18;36;31;59;43;29;28;39;60;44;22;3;15;7;53;34;20;12;35;62;27;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26;12;288
12;288;9;51;49;5;42;37;54;6;33;45;2;25;58;64;50;61;30;23;46;47;55;41;19;38;40;18;36;31;59;43;29;28;39;60;44;22;3;15;7;53;34;20;12;35;62;27;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26
9;51;49;5;42;37;54;6;33;45;2;25;58;64;50;61;30;23;46;47;55;41;19;38;40;18;36;31;59;43;29;28;39;60;44;22;3;15;7;53;34;20;12;35;27;62;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26;12;268
12;268;9;51;49;5;42;37;54;6;33;45;2;25;58;64;50;61;30;23;46;47;55;41;19;38;40;18;36;31;59;43;29;28;39;60;44;22;3;15;7;53;34;20;12;35;27;62;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26
9;51;49;5;42;37;54;21;33;45;2;25;58;64;50;61;30;23;46;47;55;41;19;38;40;18;36;31;59;43;29;28;39;60;44;22;3;15;7;53;34;20;12;35;27;62;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;6;13;26;12;276
12;268;9;51;49;5;42;37;54;6;33;45;2;25;58;64;50;61;30;23;46;47;55;41;19;38;40;18;36;31;59;43;29;28;39;60;44;22;3;15;7;53;34;20;12;35;27;62;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26
9;51;49;5;42;37;25;6;33;45;2;54;58;64;50;61;30;23;46;47;55;41;19;38;40;18;36;31;59;43;29;28;39;60;44;22;3;15;7;53;34;20;12;35;27;62;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26;12;268
12;268;9;51;49;5;42;37;25;6;33;45;2;54;58;64;50;61;30;23;46;47;55;41;19;38;40;18;36;31;59;43;29;28;39;60;44;22;3;15;7;53;34;20;12;35;27;62;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26
9;51;49;5;42;37;25;6;33;45;2;54;58;64;50;61;30;23;46;47;55;41;19;38;40;18;36;31;59;43;29;28;39;53;44;22;3;15;7;60;34;20;12;35;27;62;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26;12;268
13;268;9;51;49;5;42;37;25;6;33;45;2;54;58;64;50;61;30;23;46;47;55;41;19;38;40;18;36;31;59;43;29;28;39;53;44;22;3;15;7;60;34;20;12;35;27;62;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26
9;51;49;5;42;37;59;6;33;45;2;54;58;64;50;61;30;23;46;47;55;41;19;38;40;18;36;31;25;43;29;28;39;53;44;22;3;15;7;60;34;20;12;35;27;62;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26;13;268
13;268;9;51;49;5;42;37;59;6;33;45;2;54;58;64;50;61;30;23;46;47;55;41;19;38;40;18;36;31;25;43;29;28;39;53;44;22;3;15;7;60;34;20;12;35;27;62;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26
9;51;49;5;42;37;59;6;33;45;2;54;58;64;50;61;30;23;46;47;55;41;19;38;18;40;36;31;25;43;29;28;39;53;44;22;3;15;7;60;34;20;12;35;27;62;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26;13;268
13;268;9;51;49;5;42;37;59;6;33;45;2;54;58;64;50;61;30;23;46;47;55;41;19;38;18;40;36;31;25;43;29;28;39;53;44;22;3;15;7;60;34;20;12;35;27;62;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26
45;51;49;5;42;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;55;41;19;38;18;40;36;31;25;43;29;28;39;53;44;22;3;15;7;60;34;20;12;35;27;62;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26;13;280
13;280;45;51;49;5;42;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;55;41;19;38;18;40;36;31;25;43;29;28;39;53;44;22;3;15;7;60;34;20;12;35;27;62;10;14;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26
45;51;49;5;42;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;14;41;19;38;18;40;36;31;25;43;29;28;39;53;44;22;3;15;7;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26;13;280
13;280;45;51;49;5;42;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;14;41;19;38;18;40;36;31;25;43;29;28;39;53;44;22;3;15;7;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26
45;51;49;5;42;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;14;41;40;38;18;19;36;31;25;43;29;28;39;53;44;22;3;15;7;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26;13;280
13;280;45;51;49;5;42;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;14;41;40;38;18;19;36;31;25;43;29;28;39;53;44;22;3;15;7;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26
45;51;49;5;42;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;14;7;40;38;18;19;36;31;25;43;29;28;39;53;44;22;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26;13;280
13;280;45;51;49;5;42;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;14;7;40;38;18;19;36;31;25;43;29;28;39;53;44;22;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;16;1;24;32;52;63;21;13;26
45;51;49;5;21;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;14;7;40;38;18;19;36;31;25;43;29;28;39;53;44;22;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;16;1;24;32;52;63;42;13;26;13;280
13;280;45;51;49;5;21;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;14;7;40;38;18;19;36;31;25;43;29;28;39;53;44;22;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;16;1;24;32;52;63;42;13;26
45;51;49;5;21;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;14;7;40;38;18;19;36;31;25;43;16;28;39;53;44;22;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;29;1;24;32;52;63;42;13;26;13;280
13;280;45;51;49;5;21;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;14;7;40;38;18;19;36;31;25;43;16;28;39;53;44;22;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;29;1;24;32;52;63;42;13;26
45;51;49;5;21;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;63;7;40;38;18;19;36;31;25;43;16;28;39;53;44;22;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;29;1;24;32;52;14;42;13;26;13;280
13;280;45;51;49;5;21;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;63;7;40;38;18;19;36;31;25;43;16;28;39;53;44;22;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;29;1;24;32;52;14;42;13;26
45;51;49;5;21;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;22;7;40;38;18;19;36;31;25;43;16;28;39;53;44;63;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;29;1;24;32;52;14;42;13;26;13;280
13;280;45;51;49;5;21;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;22;7;40;38;18;19;36;31;25;43;16;28;39;53;44;63;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;29;1;24;32;52;14;42;13;26
45;18;49;5;21;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;22;7;40;38;51;19;36;31;25;43;16;28;39;53;44;63;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;29;1;24;32;52;14;42;13;26;13;280
13;280;45;18;49;5;21;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;22;7;40;38;51;19;36;31;25;43;16;28;39;53;44;63;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;29;1;24;32;52;14;42;13;26
45;18;49;5;21;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;53;7;40;38;51;19;36;31;25;43;16;28;39;22;44;63;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;29;1;24;32;52;14;42;13;26;13;280
13;280;45;18;49;5;21;37;59;6;33;9;2;54;58;64;50;61;30;23;46;47;53;7;40;38;51;19;36;31;25;43;16;28;39;22;44;63;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;29;1;24;32;52;14;42;13;26
45;18;49;5;21;37;59;6;33;9;2;54;58;64;50;61;39;23;46;47;53;7;40;38;51;19;36;31;25;43;16;28;30;22;44;63;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;29;1;24;32;52;14;42;13;26;13;278
13;278;45;18;49;5;21;37;59;6;33;9;2;54;58;64;50;61;39;23;46;47;53;7;40;38;51;19;36;31;25;43;16;28;30;22;44;63;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;48;29;1;24;32;52;14;42;13;26
45;18;49;5;21;37;59;6;33;9;2;54;58;64;50;61;39;23;46;47;53;7;40;38;51;19;36;31;25;43;16;28;30;22;48;63;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;44;29;1;24;32;52;14;42;13;26;13;276
13;276;45;18;49;5;21;37;59;6;33;9;2;54;58;64;50;61;39;23;46;47;53;7;40;38;51;19;36;31;25;43;16;28;30;22;48;63;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;44;29;1;24;32;52;14;42;13;26
53;18;49;5;21;37;59;6;33;9;2;54;58;64;50;61;39;23;46;47;45;7;40;38;51;19;36;31;25;43;16;28;30;22;48;63;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;44;29;1;24;32;52;14;42;13;26;13;276
13;276;53;18;49;5;21;37;59;6;33;9;2;54;58;64;50;61;39;23;46;47;45;7;40;38;51;19;36;31;25;43;16;28;30;22;48;63;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;44;29;1;24;32;52;14;42;13;26
53;18;49;5;21;37;59;6;33;9;2;54;58;64;16;61;39;23;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;48;63;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;44;29;1;24;32;52;14;42;13;26;13;270
13;270;53;18;49;5;21;37;59;6;33;9;2;54;58;64;16;61;39;23;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;48;63;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;44;29;1;24;32;52;14;42;13;26
53;18;49;5;21;37;59;6;33;9;2;54;58;64;16;61;39;23;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;48;63;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;52;29;1;24;32;44;14;42;13;26;13;270
13;270;53;18;49;5;21;37;59;6;33;9;2;54;58;64;16;61;39;23;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;48;63;3;15;41;60;34;20;12;35;27;62;10;55;4;57;8;56;17;11;52;29;1;24;32;44;14;42;13;26
53;18;49;5;21;37;59;6;33;9;2;54;58;64;16;61;39;23;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;48;63;3;15;41;60;34;20;12;35;56;62;10;55;4;57;8;27;17;11;52;29;1;24;32;44;14;42;13;26;13;270
13;270;53;18;49;5;21;37;59;6;33;9;2;54;58;64;16;61;39;23;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;48;63;3;15;41;60;34;20;12;35;56;62;10;55;4;57;8;27;17;11;52;29;1;24;32;44;14;42;13;26
53;18;49;5;21;37;59;6;33;9;2;54;58;64;16;61;39;23;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;48;63;3;15;41;60;20;34;12;35;56;62;10;55;4;57;8;27;17;11;52;29;1;24;32;44;14;42;13;26;13;270
13;270;53;18;49;5;21;37;59;6;33;9;2;54;58;64;16;61;39;23;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;48;63;3;15;41;60;20;34;12;35;56;62;10;55;4;57;8;27;17;11;52;29;1;24;32;44;14;42;13;26
53;18;49;5;21;37;59;6;23;9;2;54;58;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;48;63;3;15;41;60;20;34;12;35;56;62;10;55;4;57;8;27;17;11;52;29;1;24;32;44;14;42;13;26;13;270
14;270;53;18;49;5;21;37;59;6;23;9;2;54;58;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;48;63;3;15;41;60;20;34;12;35;56;62;10;55;4;57;8;27;17;11;52;29;1;24;32;44;14;42;13;26
53;18;49;5;54;37;59;6;23;9;2;21;58;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;48;63;3;15;41;60;20;34;12;35;56;62;10;55;4;57;8;27;17;11;52;29;1;24;32;44;14;42;13;26;14;270
14;270;53;18;49;5;54;37;59;6;23;9;2;21;58;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;48;63;3;15;41;60;20;34;12;35;56;62;10;55;4;57;8;27;17;11;52;29;1;24;32;44;14;42;13;26
53;18;49;5;54;37;59;6;23;9;2;21;58;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;48;63;3;15;41;60;35;34;12;20;56;62;10;55;4;57;8;27;17;11;52;29;1;24;32;44;14;42;13;26;14;278
14;278;53;18;49;5;54;37;59;6;23;9;2;21;58;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;48;63;3;15;41;60;35;34;12;20;56;62;10;55;4;57;8;27;17;11;52;29;1;24;32;44;14;42;13;26
53;18;49;5;54;37;59;6;23;9;2;21;58;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;10;63;3;15;41;60;35;34;12;20;56;62;48;55;4;57;8;27;17;11;52;29;1;24;32;44;14;42;13;26;14;276
14;276;53;18;49;5;54;37;59;6;23;9;2;21;58;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;10;63;3;15;41;60;35;34;12;20;56;62;48;55;4;57;8;27;17;11;52;29;1;24;32;44;14;42;13;26
53;18;49;5;54;37;59;6;23;9;2;56;58;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;10;63;3;15;41;60;35;34;12;20;21;62;48;55;4;57;8;27;17;11;52;29;1;24;32;44;14;42;13;26;14;276
14;276;53;18;49;5;54;37;59;6;23;9;2;56;58;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;10;63;3;15;41;60;35;34;12;20;21;62;48;55;4;57;8;27;17;11;52;29;1;24;32;44;14;42;13;26
53;18;49;5;54;37;59;6;23;9;2;56;58;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;10;63;3;15;41;57;35;34;12;20;21;62;48;55;4;60;8;27;17;11;52;29;1;24;32;44;14;42;13;26;14;276
14;276;53;18;49;5;54;37;59;6;23;9;2;56;58;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;10;63;3;15;41;57;35;34;12;20;21;62;48;55;4;60;8;27;17;11;52;29;1;24;32;44;14;42;13;26
53;18;49;5;15;37;59;6;23;9;2;56;58;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;10;63;3;54;41;57;35;34;12;20;21;62;48;55;4;60;8;27;17;11;52;29;1;24;32;44;14;42;13;26;14;276
14;276;53;18;49;5;15;37;59;6;23;9;2;56;58;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;10;63;3;54;41;57;35;34;12;20;21;62;48;55;4;60;8;27;17;11;52;29;1;24;32;44;14;42;13;26
53;18;49;5;15;37;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;58;63;3;54;41;57;35;34;12;20;21;62;48;55;4;60;8;27;17;11;52;29;1;24;32;44;14;42;13;26;14;276
14;276;53;18;49;5;15;37;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;58;63;3;54;41;57;35;34;12;20;21;62;48;55;4;60;8;27;17;11;52;29;1;24;32;44;14;42;13;26
53;29;49;5;15;37;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;58;63;3;54;41;57;35;34;12;20;21;62;48;55;4;60;8;27;17;11;52;18;1;24;32;44;14;42;13;26;14;276
14;276;53;29;49;5;15;37;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;58;63;3;54;41;57;35;34;12;20;21;62;48;55;4;60;8;27;17;11;52;18;1;24;32;44;14;42;13;26
53;29;49;5;15;37;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;58;63;3;54;41;57;35;34;12;20;21;11;48;55;4;60;8;27;17;62;52;18;1;24;32;44;14;42;13;26;14;268
14;268;53;29;49;5;15;37;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;58;63;3;54;41;57;35;34;12;20;21;11;48;55;4;60;8;27;17;62;52;18;1;24;32;44;14;42;13;26
53;29;49;5;15;8;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;58;63;3;54;41;57;35;34;12;20;21;11;48;55;4;60;37;27;17;62;52;18;1;24;32;44;14;42;13;26;14;252
14;252;53;29;49;5;15;8;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;38;51;19;36;31;25;43;50;28;30;22;58;63;3;54;41;57;35;34;12;20;21;11;48;55;4;60;37;27;17;62;52;18;1;24;32;44;14;42;13;26
53;29;49;5;15;8;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;38;42;19;36;31;25;43;50;28;30;22;58;63;3;54;41;57;35;34;12;20;21;11;48;55;4;60;37;27;17;62;52;18;1;24;32;44;14;51;13;26;14;252
14;252;53;29;49;5;15;8;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;38;42;19;36;31;25;43;50;28;30;22;58;63;3;54;41;57;35;34;12;20;21;11;48;55;4;60;37;27;17;62;52;18;1;24;32;44;14;51;13;26
53;29;49;5;15;8;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;38;42;19;36;31;25;43;50;28;30;22;58;63;3;54;41;57;35;34;12;20;21;11;48;55;4;44;37;27;17;62;52;18;1;24;32;60;14;51;13;26;14;252
14;252;53;29;49;5;15;8;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;38;42;19;36;31;25;43;50;28;30;22;58;63;3;54;41;57;35;34;12;20;21;11;48;55;4;44;37;27;17;62;52;18;1;24;32;60;14;51;13;26
53;29;49;5;15;8;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;3;42;19;36;31;25;43;50;28;30;22;58;63;38;54;41;57;35;34;12;20;21;11;48;55;4;44;37;27;17;62;52;18;1;24;32;60;14;51;13;26;14;252
14;252;53;29;49;5;15;8;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;3;42;19;36;31;25;43;50;28;30;22;58;63;38;54;41;57;35;34;12;20;21;11;48;55;4;44;37;27;17;62;52;18;1;24;32;60;14;51;13;26
53;29;49;5;15;8;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;3;42;19;36;31;25;43;50;28;30;22;52;63;38;54;41;57;35;34;12;20;21;11;48;55;4;44;37;27;17;62;58;18;1;24;32;60;14;51;13;26;14;256
14;256;53;29;49;5;15;8;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;3;42;19;36;31;25;43;50;28;30;22;52;63;38;54;41;57;35;34;12;20;21;11;48;55;4;44;37;27;17;62;58;18;1;24;32;60;14;51;13;26
53;29;49;5;15;8;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;3;42;19;36;32;25;43;50;28;30;22;52;63;38;54;41;57;35;34;12;20;21;11;48;55;4;44;37;27;17;62;58;18;1;24;31;60;14;51;13;26;14;256
14;256;53;29;49;5;15;8;59;6;23;9;2;56;10;64;16;61;39;33;46;47;45;7;40;3;42;19;36;32;25;43;50;28;30;22;52;63;38;54;41;57;35;34;12;20;21;11;48;55;4;44;37;27;17;62;58;18;1;24;31;60;14;51;13;26
53;29;49;5;23;8;59;6;15;9;2;56;10;64;16;61;39;33;46;47;45;7;40;3;42;19;36;32;25;43;50;28;30;22;52;63;38;54;41;57;35;34;12;20;21;11;48;55;4;44;37;27;17;62;58;18;1;24;31;60;14;51;13;26;14;256
14;256;53;29;49;5;23;8;59;6;15;9;2;56;10;64;16;61;39;33;46;47;45;7;40;3;42;19;36;32;25;43;50;28;30;22;52;63;38;54;41;57;35;34;12;20;21;11;48;55;4;44;37;27;17;62;58;18;1;24;31;60;14;51;13;26
53;29;49;32;23;8;59;6;15;9;2;56;10;64;16;61;39;33;46;47;45;7;40;3;42;19;36;5;25;43;50;28;30;22;52;63;38;54;41;57;35;34;12;20;21;11;48;55;4;44;37;27;17;62;58;18;1;24;31;60;14;51;13;26;14;268
14;268;53;29;49;32;23;8;59;6;15;9;2;56;10;64;16;61;39;33;46;47;45;7;40;3;42;19;36;5;25;43;50;28;30;22;52;63;38;54;41;57;35;34;12;20;21;11;48;55;4;44;37;27;17;62;58;18;1;24;31;60;14;51;13;26
53;29;49;32;23;8;59;6;15;9;2;56;51;64;16;61;39;33;46;47;45;7;40;3;42;19;36;5;25;43;50;28;30;22;52;63;38;54;41;57;35;34;12;20;21;11;48;55;4;44;37;27;17;62;58;18;1;24;31;60;14;10;13;26;14;268
14;268;53;29;49;32;23;8;59;6;15;9;2;56;51;64;16;61;39;33;46;47;45;7;40;3;42;19;36;5;25;43;50;28;30;22;52;63;38;54;41;57;35;34;12;20;21;11;48;55;4;44;37;27;17;62;58;18;1;24;31;60;14;10;13;26
53;29;49;26;23;8;59;6;15;9;2;56;51;64;16;61;39;33;46;47;45;7;40;3;42;19;36;5;25;43;50;28;30;22;52;63;38;54;41;57;35;34;12;20;21;11;48;55;4;44;37;27;17;62;58;18;1;24;31;60;14;10;13;32;14;268
14;268;53;29;49;26;23;8;59;6;15;9;2;56;51;64;16;61;39;33;46;47;45;7;40;3;42;19;36;5;25;43;50;28;30;22;52;63;38;54;41;57;35;34;12;20;21;11;48;55;4;44;37;27;17;62;58;18;1;24;31;60;14;10;13;32
53;29;49;26;23;8;59;6;15;9;2;56;51;64;16;61;55;33;46;47;45;7;40;3;42;19;36;5;25;43;50;28;30;22;52;63;38;54;41;57;35;34;12;20;21;11;48;39;4;44;37;27;17;62;58;18;1;24;31;60;14;10;13;32;14;280
15;280;53;29;49;26;23;8;59;6;15;9;2;56;51;64;16;61;55;33;46;47;45;7;40;3;42;19;36;5;25;43;50;28;30;22;52;63;38;54;41;57;35;34;12;20;21;11;48;39;4;44;37;27;17;62;58;18;1;24;31;60;14;10;13;32
53;29;49;26;60;8;59;6;15;9;2;56;51;64;16;61;55;33;46;47;45;7;40;3;42;19;36;5;25;43;50;28;30;22;52;63;38;54;41;57;35;34;12;20;21;11;48;39;4;44;37;27;17;62;58;18;1;24;31;23;14;10;13;32;15;280
15;280;53;29;49;26;60;8;59;6;15;9;2;56;51;64;16;61;55;33;46;47;45;7;40;3;42;19;36;5;25;43;50;28;30;22;52;63;38;54;41;57;35;34;12;20;21;11;48;39;4;44;37;27;17;62;58;18;1;24;31;23;14;10;13;32
53;29;49;26;60;8;59;6;15;9;2;56;51;64;16;61;55;33;46;47;45;7;40;3;42;19;36;5;25;43;50;28;30;22;52;63;38;54;41;62;35;34;12;20;21;11;48;39;4;44;37;27;17;57;58;18;1;24;31;23;14;10;13;32;15;280
15;280;53;29;49;26;60;8;59;6;15;9;2;56;51;64;16;61;55;33;46;47;45;7;40;3;42;19;36;5;25;43;50;28;30;22;52;63;38;54;41;62;35;34;12;20;21;11;48;39;4;44;37;27;17;57;58;18;1;24;31;23;14;10;13;32
53;29;49;26;60;8;59;6;15;9;2;56;51;64;16;61;55;33;46;47;45;7;40;3;42;19;36;24;25;43;50;28;30;22;52;63;38;54;41;62;35;34;12;20;21;11;48;39;4;44;37;27;17;57;58;18;1;5;31;23;14;10;13;32;15;276
15;276;53;29;49;26;60;8;59;6;15;9;2;56;51;64;16;61;55;33;46;47;45;7;40;3;42;19;36;24;25;43;50;28;30;22;52;63;38;54;41;62;35;34;12;20;21;11;48;39;4;44;37;27;17;57;58;18;1;5;31;23;14;10;13;32
53;29;49;26;60;8;59;6;15;9;2;56;51;64;16;61;55;33;46;47;45;7;40;3;42;19;36;23;25;43;50;28;30;22;52;63;38;54;41;62;35;34;12;20;21;11;48;39;4;44;37;27;17;57;58;18;1;5;31;24;14;10;13;32;15;276
15;276;53;29;49;26;60;8;59;6;15;9;2;56;51;64;16;61;55;33;46;47;45;7;40;3;42;19;36;23;25;43;50;28;30;22;52;63;38;54;41;62;35;34;12;20;21;11;48;39;4;44;37;27;17;57;58;18;1;5;31;24;14;10;13;32
53;29;49;26;60;8;59;6;15;9;2;56;51;64;16;61;55;33;46;47;45;7;40;3;23;19;36;42;25;43;50;28;30;22;52;63;38;54;41;62;35;34;12;20;21;11;48;39;4;44;37;27;17;57;58;18;1;5;31;24;14;10;13;32;15;272
15;272;53;29;49;26;60;8;59;6;15;9;2;56;51;64;16;61;55;33;46;47;45;7;40;3;23;19;36;42;25;43;50;28;30;22;52;63;38;54;41;62;35;34;12;20;21;11;48;39;4;44;37;27;17;57;58;18;1;5;31;24;14;10;13;32
53;29;49;26;60;8;59;6;15;9;2;56;51;64;16;61;55;33;46;47;45;7;13;3;23;19;36;42;25;43;50;28;30;22;52;63;38;54;41;62;35;34;12;20;21;11;48;39;4;44;37;27;17;57;58;18;1;5;31;24;14;10;40;32;15;272
15;272;53;29;49;26;60;8;59;6;15;9;2;56;51;64;16;61;55;33;46;47;45;7;13;3;23;19;36;42;25;43;50;28;30;22;52;63;38;54;41;62;35;34;12;20;21;11;48;39;4;44;37;27;17;57;58;18;1;5;31;24;14;10;40;32
