"X1";"X290";"X28";"X13";"X18";"X10";"X31";"X51";"X36";"X54";"X11";"X52";"X56";"X58";"X37";"X34";"X47";"X38";"X4";"X12";"X7";"X24";"X43";"X48";"X21";"X1.1";"X55";"X32";"X8";"X3";"X57";"X45";"X46";"X63";"X19";"X22";"X16";"X42";"X62";"X60";"X17";"X29";"X6";"X23";"X49";"X2";"X50";"X61";"X27";"X39";"X15";"X64";"X44";"X14";"X5";"X59";"X53";"X41";"X35";"X30";"X9";"X40";"X20";"X33";"X26";"X25"
13;264;49;18;62;44;55;25;39;37;22;23;41;30;52;27;11;51;34;1;15;36;29;17;54;58;42;38;45;48;33;43;8;28;61;46;5;47;32;53;4;56;26;6;16;3;24;9;60;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2
49;18;62;44;55;25;39;37;22;23;41;30;52;27;11;51;34;1;15;36;29;17;54;58;53;38;45;48;33;43;8;28;61;46;5;47;32;42;4;56;26;6;16;3;24;9;60;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2;13;264
13;264;49;18;62;44;55;25;39;37;22;23;41;30;52;27;11;51;34;1;15;36;29;17;54;58;53;38;45;48;33;43;8;28;61;46;5;47;32;42;4;56;26;6;16;3;24;9;60;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2
49;18;62;44;55;25;39;37;22;23;41;30;52;27;11;51;34;1;15;36;29;17;54;58;53;38;45;48;33;43;8;28;56;46;5;47;32;42;4;61;26;6;16;3;24;9;60;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2;13;266
14;266;49;18;62;44;55;25;39;37;22;23;41;30;52;27;11;51;34;1;15;36;29;17;54;58;53;38;45;48;33;43;8;28;56;46;5;47;32;42;4;61;26;6;16;3;24;9;60;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2
49;18;62;44;55;25;39;37;22;23;41;30;52;27;11;51;34;33;15;36;29;17;54;58;53;38;45;48;1;43;8;28;56;46;5;47;32;42;4;61;26;6;16;3;24;9;60;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2;14;266
14;266;49;18;62;44;55;25;39;37;22;23;41;30;52;27;11;51;34;33;15;36;29;17;54;58;53;38;45;48;1;43;8;28;56;46;5;47;32;42;4;61;26;6;16;3;24;9;60;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2
49;18;62;6;55;25;39;37;22;23;41;30;52;27;11;51;34;33;15;36;29;17;54;58;53;38;45;48;1;43;8;28;56;46;5;47;32;42;4;61;26;44;16;3;24;9;60;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2;14;266
14;266;49;18;62;6;55;25;39;37;22;23;41;30;52;27;11;51;34;33;15;36;29;17;54;58;53;38;45;48;1;43;8;28;56;46;5;47;32;42;4;61;26;44;16;3;24;9;60;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2
49;18;62;6;55;25;39;37;22;23;41;30;52;27;11;51;34;33;15;36;29;17;54;58;53;61;45;48;1;43;8;28;56;46;5;47;32;42;4;38;26;44;16;3;24;9;60;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2;14;266
14;266;49;18;62;6;55;25;39;37;22;23;41;30;52;27;11;51;34;33;15;36;29;17;54;58;53;61;45;48;1;43;8;28;56;46;5;47;32;42;4;38;26;44;16;3;24;9;60;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2
49;18;62;6;55;25;39;37;22;23;41;30;52;27;11;51;34;33;15;36;29;3;54;58;53;61;45;48;1;43;8;28;56;46;5;47;32;42;4;38;26;44;16;17;24;9;60;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2;14;270
14;270;49;18;62;6;55;25;39;37;22;23;41;30;52;27;11;51;34;33;15;36;29;3;54;58;53;61;45;48;1;43;8;28;56;46;5;47;32;42;4;38;26;44;16;17;24;9;60;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2
49;18;62;6;55;25;39;37;22;23;41;30;52;3;11;51;34;33;15;36;29;27;54;58;53;61;45;48;1;43;8;28;56;46;5;47;32;42;4;38;26;44;16;17;24;9;60;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2;14;270
14;270;49;18;62;6;55;25;39;37;22;23;41;30;52;3;11;51;34;33;15;36;29;27;54;58;53;61;45;48;1;43;8;28;56;46;5;47;32;42;4;38;26;44;16;17;24;9;60;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2
49;18;62;6;55;25;39;37;22;23;41;30;52;3;11;51;34;33;15;36;29;27;54;58;53;61;45;60;1;43;8;28;56;46;5;47;32;42;4;38;26;44;16;17;24;9;48;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2;14;266
14;266;49;18;62;6;55;25;39;37;22;23;41;30;52;3;11;51;34;33;15;36;29;27;54;58;53;61;45;60;1;43;8;28;56;46;5;47;32;42;4;38;26;44;16;17;24;9;48;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2
49;18;62;6;55;25;39;37;22;28;41;30;52;3;11;51;34;33;15;36;29;27;54;58;53;61;45;60;1;43;8;23;56;46;5;47;32;42;4;38;26;44;16;17;24;9;48;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2;14;272
14;272;49;18;62;6;55;25;39;37;22;28;41;30;52;3;11;51;34;33;15;36;29;27;54;58;53;61;45;60;1;43;8;23;56;46;5;47;32;42;4;38;26;44;16;17;24;9;48;31;10;7;63;57;21;14;12;64;50;59;19;13;40;35;20;2
49;18;62;6;55;25;39;37;22;28;41;30;52;3;11;51;34;33;15;36;29;27;54;58;53;61;45;60;1;43;8;23;56;46;5;47;32;42;4;38;26;44;16;7;24;9;48;31;10;17;63;57;21;14;12;64;50;59;19;13;40;35;20;2;14;272
14;272;49;18;62;6;55;25;39;37;22;28;41;30;52;3;11;51;34;33;15;36;29;27;54;58;53;61;45;60;1;43;8;23;56;46;5;47;32;42;4;38;26;44;16;7;24;9;48;31;10;17;63;57;21;14;12;64;50;59;19;13;40;35;20;2
49;18;62;6;55;25;39;37;22;28;41;30;52;3;11;51;34;33;15;36;29;2;54;58;53;61;45;60;1;43;8;23;56;46;5;47;32;42;4;38;26;44;16;7;24;9;48;31;10;17;63;57;21;14;12;64;50;59;19;13;40;35;20;27;14;272
14;272;49;18;62;6;55;25;39;37;22;28;41;30;52;3;11;51;34;33;15;36;29;2;54;58;53;61;45;60;1;43;8;23;56;46;5;47;32;42;4;38;26;44;16;7;24;9;48;31;10;17;63;57;21;14;12;64;50;59;19;13;40;35;20;27
49;18;62;6;55;25;39;37;22;9;41;30;52;3;11;51;34;33;15;36;29;2;54;58;53;61;45;60;1;43;8;23;56;46;5;47;32;42;4;38;26;44;16;7;24;28;48;31;10;17;63;57;21;14;12;64;50;59;19;13;40;35;20;27;14;272
14;272;49;18;62;6;55;25;39;37;22;9;41;30;52;3;11;51;34;33;15;36;29;2;54;58;53;61;45;60;1;43;8;23;56;46;5;47;32;42;4;38;26;44;16;7;24;28;48;31;10;17;63;57;21;14;12;64;50;59;19;13;40;35;20;27
49;18;62;6;34;25;39;37;22;9;41;30;52;3;11;51;55;33;15;36;29;2;54;58;53;61;45;60;1;43;8;23;56;46;5;47;32;42;4;38;26;44;16;7;24;28;48;31;10;17;63;57;21;14;12;64;50;59;19;13;40;35;20;27;14;268
14;268;49;18;62;6;34;25;39;37;22;9;41;30;52;3;11;51;55;33;15;36;29;2;54;58;53;61;45;60;1;43;8;23;56;46;5;47;32;42;4;38;26;44;16;7;24;28;48;31;10;17;63;57;21;14;12;64;50;59;19;13;40;35;20;27
49;18;62;6;34;25;39;37;22;9;41;30;52;3;11;51;55;33;15;36;24;2;54;58;53;61;45;60;1;43;8;23;56;46;5;47;32;42;4;38;26;44;16;7;29;28;48;31;10;17;63;57;21;14;12;64;50;59;19;13;40;35;20;27;14;268
14;268;49;18;62;6;34;25;39;37;22;9;41;30;52;3;11;51;55;33;15;36;24;2;54;58;53;61;45;60;1;43;8;23;56;46;5;47;32;42;4;38;26;44;16;7;29;28;48;31;10;17;63;57;21;14;12;64;50;59;19;13;40;35;20;27
49;18;62;6;34;25;39;37;22;9;41;30;52;3;11;51;55;33;15;36;24;2;54;58;53;61;45;60;1;43;8;23;56;46;5;47;32;42;4;38;26;44;16;7;29;28;48;17;10;31;63;57;21;14;12;64;50;59;19;13;40;35;20;27;14;268
14;268;49;18;62;6;34;25;39;37;22;9;41;30;52;3;11;51;55;33;15;36;24;2;54;58;53;61;45;60;1;43;8;23;56;46;5;47;32;42;4;38;26;44;16;7;29;28;48;17;10;31;63;57;21;14;12;64;50;59;19;13;40;35;20;27
49;18;62;6;34;25;39;37;22;9;41;30;52;3;11;51;55;33;15;36;24;2;54;58;31;61;45;60;1;43;8;23;56;46;5;47;32;42;4;38;26;44;16;7;29;28;48;17;10;53;63;57;21;14;12;64;50;59;19;13;40;35;20;27;14;268
14;268;49;18;62;6;34;25;39;37;22;9;41;30;52;3;11;51;55;33;15;36;24;2;54;58;31;61;45;60;1;43;8;23;56;46;5;47;32;42;4;38;26;44;16;7;29;28;48;17;10;53;63;57;21;14;12;64;50;59;19;13;40;35;20;27
49;18;62;6;34;25;39;37;22;9;41;30;52;3;11;51;55;33;15;36;24;2;54;58;31;61;45;60;1;43;8;23;56;12;5;47;32;42;4;38;26;44;16;7;29;28;48;17;10;53;63;57;21;14;46;64;50;59;19;13;40;35;20;27;14;268
14;268;49;18;62;6;34;25;39;37;22;9;41;30;52;3;11;51;55;33;15;36;24;2;54;58;31;61;45;60;1;43;8;23;56;12;5;47;32;42;4;38;26;44;16;7;29;28;48;17;10;53;63;57;21;14;46;64;50;59;19;13;40;35;20;27
49;18;62;6;34;25;39;37;22;9;41;30;52;3;11;51;55;33;31;36;24;2;54;58;15;61;45;60;1;43;8;23;56;12;5;47;32;42;4;38;26;44;16;7;29;28;48;17;10;53;63;57;21;14;46;64;50;59;19;13;40;35;20;27;14;272
14;272;49;18;62;6;34;25;39;37;22;9;41;30;52;3;11;51;55;33;31;36;24;2;54;58;15;61;45;60;1;43;8;23;56;12;5;47;32;42;4;38;26;44;16;7;29;28;48;17;10;53;63;57;21;14;46;64;50;59;19;13;40;35;20;27
49;18;62;6;34;25;39;37;22;9;41;30;28;3;11;51;55;33;31;36;24;2;54;58;15;61;45;60;1;43;8;23;56;12;5;47;32;42;4;38;26;44;16;7;29;52;48;17;10;53;63;57;21;14;46;64;50;59;19;13;40;35;20;27;14;284
14;284;49;18;62;6;34;25;39;37;22;9;41;30;28;3;11;51;55;33;31;36;24;2;54;58;15;61;45;60;1;43;8;23;56;12;5;47;32;42;4;38;26;44;16;7;29;52;48;17;10;53;63;57;21;14;46;64;50;59;19;13;40;35;20;27
49;18;62;6;34;25;39;5;22;9;41;30;28;3;11;51;55;33;31;36;24;2;54;58;15;61;45;60;1;43;8;23;56;12;37;47;32;42;4;38;26;44;16;7;29;52;48;17;10;53;63;57;21;14;46;64;50;59;19;13;40;35;20;27;14;274
14;274;49;18;62;6;34;25;39;5;22;9;41;30;28;3;11;51;55;33;31;36;24;2;54;58;15;61;45;60;1;43;8;23;56;12;37;47;32;42;4;38;26;44;16;7;29;52;48;17;10;53;63;57;21;14;46;64;50;59;19;13;40;35;20;27
49;18;62;6;34;25;39;5;22;9;10;30;28;3;11;51;55;33;31;36;24;2;54;58;15;61;45;60;1;43;8;23;56;12;37;47;32;42;4;38;26;44;16;7;29;52;48;17;41;53;63;57;21;14;46;64;50;59;19;13;40;35;20;27;14;274
14;274;49;18;62;6;34;25;39;5;22;9;10;30;28;3;11;51;55;33;31;36;24;2;54;58;15;61;45;60;1;43;8;23;56;12;37;47;32;42;4;38;26;44;16;7;29;52;48;17;41;53;63;57;21;14;46;64;50;59;19;13;40;35;20;27
49;18;62;6;34;25;39;5;22;9;10;30;51;3;11;28;55;33;31;36;24;2;54;58;15;61;45;60;1;43;8;23;56;12;37;47;32;42;4;38;26;44;16;7;29;52;48;17;41;53;63;57;21;14;46;64;50;59;19;13;40;35;20;27;14;274
15;274;49;18;62;6;34;25;39;5;22;9;10;30;51;3;11;28;55;33;31;36;24;2;54;58;15;61;45;60;1;43;8;23;56;12;37;47;32;42;4;38;26;44;16;7;29;52;48;17;41;53;63;57;21;14;46;64;50;59;19;13;40;35;20;27
49;18;62;6;34;25;39;5;22;9;10;30;51;3;11;28;55;33;31;36;24;2;54;58;15;61;45;41;1;43;8;23;56;12;37;47;32;42;4;38;26;44;16;7;29;52;48;17;60;53;63;57;21;14;46;64;50;59;19;13;40;35;20;27;15;274
15;274;49;18;62;6;34;25;39;5;22;9;10;30;51;3;11;28;55;33;31;36;24;2;54;58;15;61;45;41;1;43;8;23;56;12;37;47;32;42;4;38;26;44;16;7;29;52;48;17;60;53;63;57;21;14;46;64;50;59;19;13;40;35;20;27
49;18;62;6;34;25;39;5;22;9;10;30;51;3;11;28;55;33;31;36;24;2;54;58;15;61;45;41;1;43;8;23;56;12;37;47;32;42;4;38;26;44;16;7;29;52;20;17;60;53;63;57;21;14;46;64;50;59;19;13;40;35;48;27;15;274
15;274;49;18;62;6;34;25;39;5;22;9;10;30;51;3;11;28;55;33;31;36;24;2;54;58;15;61;45;41;1;43;8;23;56;12;37;47;32;42;4;38;26;44;16;7;29;52;20;17;60;53;63;57;21;14;46;64;50;59;19;13;40;35;48;27
49;18;62;6;34;25;39;5;22;9;10;30;51;3;11;28;55;33;31;36;24;2;54;58;15;61;45;41;1;43;8;23;56;12;37;47;32;42;4;38;26;44;16;7;29;52;20;17;60;53;63;57;21;35;46;64;50;59;19;13;40;14;48;27;15;274
15;274;49;18;62;6;34;25;39;5;22;9;10;30;51;3;11;28;55;33;31;36;24;2;54;58;15;61;45;41;1;43;8;23;56;12;37;47;32;42;4;38;26;44;16;7;29;52;20;17;60;53;63;57;21;35;46;64;50;59;19;13;40;14;48;27
49;18;62;6;34;25;39;5;22;9;10;30;51;3;11;28;55;33;31;36;24;2;54;58;15;61;45;41;1;43;8;23;56;12;37;47;32;42;4;17;26;44;16;7;29;52;20;38;60;53;63;57;21;35;46;64;50;59;19;13;40;14;48;27;15;274
15;274;49;18;62;6;34;25;39;5;22;9;10;30;51;3;11;28;55;33;31;36;24;2;54;58;15;61;45;41;1;43;8;23;56;12;37;47;32;42;4;17;26;44;16;7;29;52;20;38;60;53;63;57;21;35;46;64;50;59;19;13;40;14;48;27
49;18;62;6;34;25;39;5;22;9;10;30;51;3;11;28;55;26;31;36;24;2;54;58;15;61;45;41;1;43;8;23;56;12;37;47;32;42;4;17;33;44;16;7;29;52;20;38;60;53;63;57;21;35;46;64;50;59;19;13;40;14;48;27;15;274
15;274;49;18;62;6;34;25;39;5;22;9;10;30;51;3;11;28;55;26;31;36;24;2;54;58;15;61;45;41;1;43;8;23;56;12;37;47;32;42;4;17;33;44;16;7;29;52;20;38;60;53;63;57;21;35;46;64;50;59;19;13;40;14;48;27
49;18;62;6;34;25;39;5;22;9;10;30;51;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;8;23;56;12;37;47;32;42;4;17;33;44;16;7;29;52;20;38;60;53;36;57;21;35;46;64;50;59;19;13;40;14;48;27;15;274
15;274;49;18;62;6;34;25;39;5;22;9;10;30;51;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;8;23;56;12;37;47;32;42;4;17;33;44;16;7;29;52;20;38;60;53;36;57;21;35;46;64;50;59;19;13;40;14;48;27
49;18;62;12;34;25;39;5;22;9;10;30;51;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;8;23;56;6;37;47;32;42;4;17;33;44;16;7;29;52;20;38;60;53;36;57;21;35;46;64;50;59;19;13;40;14;48;27;15;270
15;270;49;18;62;12;34;25;39;5;22;9;10;30;51;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;8;23;56;6;37;47;32;42;4;17;33;44;16;7;29;52;20;38;60;53;36;57;21;35;46;64;50;59;19;13;40;14;48;27
49;18;62;12;34;25;39;5;22;9;10;30;14;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;8;23;56;6;37;47;32;42;4;17;33;44;16;7;29;52;20;38;60;53;36;57;21;35;46;64;50;59;19;13;40;51;48;27;15;270
15;270;49;18;62;12;34;25;39;5;22;9;10;30;14;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;8;23;56;6;37;47;32;42;4;17;33;44;16;7;29;52;20;38;60;53;36;57;21;35;46;64;50;59;19;13;40;51;48;27
49;18;62;12;34;25;39;5;22;9;10;47;14;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;8;23;56;6;37;30;32;42;4;17;33;44;16;7;29;52;20;38;60;53;36;57;21;35;46;64;50;59;19;13;40;51;48;27;15;270
15;270;49;18;62;12;34;25;39;5;22;9;10;47;14;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;8;23;56;6;37;30;32;42;4;17;33;44;16;7;29;52;20;38;60;53;36;57;21;35;46;64;50;59;19;13;40;51;48;27
49;18;62;12;34;25;39;5;22;9;10;47;14;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;8;23;56;6;37;30;32;42;4;17;33;44;16;7;29;52;20;38;21;53;36;57;60;35;46;64;50;59;19;13;40;51;48;27;15;270
15;270;49;18;62;12;34;25;39;5;22;9;10;47;14;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;8;23;56;6;37;30;32;42;4;17;33;44;16;7;29;52;20;38;21;53;36;57;60;35;46;64;50;59;19;13;40;51;48;27
62;18;49;12;34;25;39;5;22;9;10;47;14;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;8;23;56;6;37;30;32;42;4;17;33;44;16;7;29;52;20;38;21;53;36;57;60;35;46;64;50;59;19;13;40;51;48;27;15;268
15;268;62;18;49;12;34;25;39;5;22;9;10;47;14;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;8;23;56;6;37;30;32;42;4;17;33;44;16;7;29;52;20;38;21;53;36;57;60;35;46;64;50;59;19;13;40;51;48;27
62;18;49;12;34;25;39;5;22;9;10;47;14;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;8;23;56;6;37;30;32;42;4;17;33;44;16;7;57;52;20;38;21;53;36;29;60;35;46;64;50;59;19;13;40;51;48;27;15;268
15;268;62;18;49;12;34;25;39;5;22;9;10;47;14;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;8;23;56;6;37;30;32;42;4;17;33;44;16;7;57;52;20;38;21;53;36;29;60;35;46;64;50;59;19;13;40;51;48;27
62;18;49;12;34;25;39;5;22;9;10;47;14;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;8;23;56;6;37;30;32;42;4;17;44;33;16;7;57;52;20;38;21;53;36;29;60;35;46;64;50;59;19;13;40;51;48;27;15;268
15;268;62;18;49;12;34;25;39;5;22;9;10;47;14;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;8;23;56;6;37;30;32;42;4;17;44;33;16;7;57;52;20;38;21;53;36;29;60;35;46;64;50;59;19;13;40;51;48;27
62;18;49;12;8;25;39;5;22;9;10;47;14;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;34;23;56;6;37;30;32;42;4;17;44;33;16;7;57;52;20;38;21;53;36;29;60;35;46;64;50;59;19;13;40;51;48;27;15;268
15;268;62;18;49;12;8;25;39;5;22;9;10;47;14;3;11;28;55;26;31;63;24;2;54;58;15;61;45;41;1;43;34;23;56;6;37;30;32;42;4;17;44;33;16;7;57;52;20;38;21;53;36;29;60;35;46;64;50;59;19;13;40;51;48;27
62;18;49;12;8;25;39;5;22;9;10;47;14;3;11;28;55;21;31;63;24;2;54;58;15;61;45;41;1;43;34;23;56;6;37;30;32;42;4;17;44;33;16;7;57;52;20;38;26;53;36;29;60;35;46;64;50;59;19;13;40;51;48;27;15;268
15;268;62;18;49;12;8;25;39;5;22;9;10;47;14;3;11;28;55;21;31;63;24;2;54;58;15;61;45;41;1;43;34;23;56;6;37;30;32;42;4;17;44;33;16;7;57;52;20;38;26;53;36;29;60;35;46;64;50;59;19;13;40;51;48;27
62;18;49;12;8;25;39;5;22;9;10;47;14;3;11;28;55;21;31;63;43;2;54;58;15;61;45;41;1;24;34;23;56;6;37;30;32;42;4;17;44;33;16;7;57;52;20;38;26;53;36;29;60;35;46;64;50;59;19;13;40;51;48;27;15;280
15;280;62;18;49;12;8;25;39;5;22;9;10;47;14;3;11;28;55;21;31;63;43;2;54;58;15;61;45;41;1;24;34;23;56;6;37;30;32;42;4;17;44;33;16;7;57;52;20;38;26;53;36;29;60;35;46;64;50;59;19;13;40;51;48;27
62;18;49;12;8;25;39;5;22;9;10;47;14;3;11;28;55;21;31;63;43;2;54;58;15;61;45;41;1;24;34;23;56;6;37;30;32;42;4;17;44;33;16;36;57;52;20;38;26;53;7;29;60;35;46;64;50;59;19;13;40;51;48;27;15;296
15;296;62;18;49;12;8;25;39;5;22;9;10;47;14;3;11;28;55;21;31;63;43;2;54;58;15;61;45;41;1;24;34;23;56;6;37;30;32;42;4;17;44;33;16;36;57;52;20;38;26;53;7;29;60;35;46;64;50;59;19;13;40;51;48;27
62;18;49;12;8;25;39;5;22;9;10;47;14;3;11;28;55;21;31;63;43;2;54;58;60;61;45;41;1;24;34;23;56;6;37;30;32;42;4;17;44;33;16;36;57;52;20;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;48;27;15;296
15;296;62;18;49;12;8;25;39;5;22;9;10;47;14;3;11;28;55;21;31;63;43;2;54;58;60;61;45;41;1;24;34;23;56;6;37;30;32;42;4;17;44;33;16;36;57;52;20;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;48;27
62;18;49;12;8;25;39;5;22;9;10;47;14;3;11;28;42;21;31;63;43;2;54;58;60;61;45;41;1;24;34;23;56;6;37;30;32;55;4;17;44;33;16;36;57;52;20;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;48;27;15;288
15;288;62;18;49;12;8;25;39;5;22;9;10;47;14;3;11;28;42;21;31;63;43;2;54;58;60;61;45;41;1;24;34;23;56;6;37;30;32;55;4;17;44;33;16;36;57;52;20;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;48;27
62;18;49;12;8;25;39;5;22;9;10;47;30;3;11;28;42;21;31;63;43;2;54;58;60;61;45;41;1;24;34;23;56;6;37;14;32;55;4;17;44;33;16;36;57;52;20;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;48;27;15;288
16;288;62;18;49;12;8;25;39;5;22;9;10;47;30;3;11;28;42;21;31;63;43;2;54;58;60;61;45;41;1;24;34;23;56;6;37;14;32;55;4;17;44;33;16;36;57;52;20;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;48;27
62;18;49;12;8;25;39;5;22;9;10;47;30;54;11;28;42;21;31;63;43;2;3;58;60;61;45;41;1;24;34;23;56;6;37;14;32;55;4;17;44;33;16;36;57;52;20;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;48;27;16;320
16;288;62;18;49;12;8;25;39;5;22;9;10;47;30;3;11;28;42;21;31;63;43;2;54;58;60;61;45;41;1;24;34;23;56;6;37;14;32;55;4;17;44;33;16;36;57;52;20;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;48;27
62;18;49;12;8;25;39;5;22;9;10;47;30;3;11;28;42;21;31;63;43;2;54;58;60;61;45;41;1;24;34;23;56;6;37;14;32;55;4;17;44;33;16;36;57;52;48;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;20;27;16;288
16;288;62;18;49;12;8;25;39;5;22;9;10;47;30;3;11;28;42;21;31;63;43;2;54;58;60;61;45;41;1;24;34;23;56;6;37;14;32;55;4;17;44;33;16;36;57;52;48;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;20;27
62;18;49;12;8;25;39;5;22;9;10;47;30;3;11;28;42;21;31;63;43;2;54;58;60;61;45;41;1;24;34;14;56;6;37;23;32;55;4;17;44;33;16;36;57;52;48;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;20;27;16;284
16;284;62;18;49;12;8;25;39;5;22;9;10;47;30;3;11;28;42;21;31;63;43;2;54;58;60;61;45;41;1;24;34;14;56;6;37;23;32;55;4;17;44;33;16;36;57;52;48;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;20;27
62;36;49;12;8;25;39;5;22;9;10;47;30;3;11;28;42;21;31;63;43;2;54;58;60;61;45;41;1;24;34;14;56;6;37;23;32;55;4;17;44;33;16;18;57;52;48;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;20;27;16;276
16;276;62;36;49;12;8;25;39;5;22;9;10;47;30;3;11;28;42;21;31;63;43;2;54;58;60;61;45;41;1;24;34;14;56;6;37;23;32;55;4;17;44;33;16;18;57;52;48;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;20;27
62;36;49;12;8;25;39;5;22;9;10;47;30;3;11;28;42;21;31;63;43;2;54;37;60;61;45;41;1;24;34;14;56;6;58;23;32;55;4;17;44;33;16;18;57;52;48;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;20;27;16;276
16;276;62;36;49;12;8;25;39;5;22;9;10;47;30;3;11;28;42;21;31;63;43;2;54;37;60;61;45;41;1;24;34;14;56;6;58;23;32;55;4;17;44;33;16;18;57;52;48;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;20;27
62;36;49;12;8;25;39;5;22;45;10;47;30;3;11;28;42;21;31;63;43;2;54;37;60;61;9;41;1;24;34;14;56;6;58;23;32;55;4;17;44;33;16;18;57;52;48;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;20;27;16;288
16;288;62;36;49;12;8;25;39;5;22;45;10;47;30;3;11;28;42;21;31;63;43;2;54;37;60;61;9;41;1;24;34;14;56;6;58;23;32;55;4;17;44;33;16;18;57;52;48;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;20;27
62;36;49;12;8;25;39;5;22;45;10;47;30;3;11;28;42;21;31;63;43;61;54;37;60;2;9;41;1;24;34;14;56;6;58;23;32;55;4;17;44;33;16;18;57;52;48;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;20;27;16;294
16;294;62;36;49;12;8;25;39;5;22;45;10;47;30;3;11;28;42;21;31;63;43;61;54;37;60;2;9;41;1;24;34;14;56;6;58;23;32;55;4;17;44;33;16;18;57;52;48;38;26;53;7;29;15;35;46;64;50;59;19;13;40;51;20;27
40;36;49;12;8;25;39;5;22;45;10;47;30;3;11;28;42;21;31;63;43;61;54;37;60;2;9;41;1;24;34;14;56;6;58;23;32;55;4;17;44;33;16;18;57;52;48;38;26;53;7;29;15;35;46;64;50;59;19;13;62;51;20;27;16;294
16;294;40;36;49;12;8;25;39;5;22;45;10;47;30;3;11;28;42;21;31;63;43;61;54;37;60;2;9;41;1;24;34;14;56;6;58;23;32;55;4;17;44;33;16;18;57;52;48;38;26;53;7;29;15;35;46;64;50;59;19;13;62;51;20;27
40;36;49;12;8;25;39;5;22;45;10;47;62;3;11;28;42;21;31;63;43;61;54;37;60;2;9;41;1;24;34;14;56;6;58;23;32;55;4;17;44;33;16;18;57;52;48;38;26;53;7;29;15;35;46;64;50;59;19;13;30;51;20;27;16;294
16;294;40;36;49;12;8;25;39;5;22;45;10;47;62;3;11;28;42;21;31;63;43;61;54;37;60;2;9;41;1;24;34;14;56;6;58;23;32;55;4;17;44;33;16;18;57;52;48;38;26;53;7;29;15;35;46;64;50;59;19;13;30;51;20;27
40;36;49;12;8;25;39;5;22;45;2;47;62;3;11;28;42;21;31;63;43;61;54;37;60;10;9;41;1;24;34;14;56;6;58;23;32;55;4;17;44;33;16;18;57;52;48;38;26;53;7;29;15;35;46;64;50;59;19;13;30;51;20;27;16;298
