"X1";"X5869389";"X6";"X23";"X24";"X26";"X25";"X22";"X13";"X17";"X20";"X9";"X5";"X16";"X15";"X1.1";"X12";"X14";"X4";"X8";"X2";"X21";"X3";"X18";"X10";"X19";"X7";"X11"
45;5951622;4;8;1;7;3;14;2;17;11;5;22;20;26;18;6;10;21;15;24;25;16;12;13;19;23;9
4;8;1;7;3;14;2;17;12;5;22;20;26;18;6;10;21;15;24;25;16;11;13;19;23;9;45;5946646
45;5946646;4;8;1;7;3;14;2;17;12;5;22;20;26;18;6;10;21;15;24;25;16;11;13;19;23;9
4;8;1;7;3;14;2;17;12;5;22;20;26;18;6;10;13;15;24;25;16;11;21;19;23;9;45;5998917
45;5946646;4;8;1;7;3;14;2;17;12;5;22;20;26;18;6;10;21;15;24;25;16;11;13;19;23;9
4;8;1;9;3;14;2;17;12;5;22;20;26;18;6;10;21;15;24;25;16;11;13;19;23;7;45;5955215
45;5955215;4;8;1;9;3;14;2;17;12;5;22;20;26;18;6;10;21;15;24;25;16;11;13;19;23;7
4;8;1;9;3;14;2;17;12;5;22;20;26;18;6;21;10;15;24;25;16;11;13;19;23;7;45;5962287
45;5962287;4;8;1;9;3;14;2;17;12;5;22;20;26;18;6;21;10;15;24;25;16;11;13;19;23;7
4;8;1;9;3;14;2;17;12;5;22;10;26;18;6;21;20;15;24;25;16;11;13;19;23;7;45;5982712
45;5982712;4;8;1;9;3;14;2;17;12;5;22;10;26;18;6;21;20;15;24;25;16;11;13;19;23;7
4;8;1;9;3;14;25;17;12;5;22;10;26;18;6;21;20;15;24;2;16;11;13;19;23;7;45;5971918
45;5971918;4;8;1;9;3;14;25;17;12;5;22;10;26;18;6;21;20;15;24;2;16;11;13;19;23;7
4;8;1;9;3;14;25;17;12;5;22;10;26;18;6;21;20;7;24;2;16;11;13;19;23;15;45;5953425
46;5953425;4;8;1;9;3;14;25;17;12;5;22;10;26;18;6;21;20;7;24;2;16;11;13;19;23;15
4;8;1;9;3;14;25;17;12;5;22;10;26;18;6;21;20;7;24;2;16;13;11;19;23;15;46;5950645
46;5950645;4;8;1;9;3;14;25;17;12;5;22;10;26;18;6;21;20;7;24;2;16;13;11;19;23;15
4;8;1;9;3;11;25;17;12;5;22;10;26;18;6;21;20;7;24;2;16;13;14;19;23;15;46;5952403
46;5952403;4;8;1;9;3;11;25;17;12;5;22;10;26;18;6;21;20;7;24;2;16;13;14;19;23;15
4;8;9;1;3;11;25;17;12;5;22;10;26;18;6;21;20;7;24;2;16;13;14;19;23;15;46;5937039
46;5937039;4;8;9;1;3;11;25;17;12;5;22;10;26;18;6;21;20;7;24;2;16;13;14;19;23;15
4;8;19;1;3;11;25;17;12;5;22;10;26;18;6;21;20;7;24;2;16;13;14;9;23;15;46;5912874
46;5912874;4;8;19;1;3;11;25;17;12;5;22;10;26;18;6;21;20;7;24;2;16;13;14;9;23;15
4;8;21;1;3;11;25;17;12;5;22;10;26;18;6;19;20;7;24;2;16;13;14;9;23;15;46;5974510
46;5974510;4;8;21;1;3;11;25;17;12;5;22;10;26;18;6;19;20;7;24;2;16;13;14;9;23;15
4;10;21;1;3;11;25;17;12;5;22;8;26;18;6;19;20;7;24;2;16;13;14;9;23;15;46;5924759
46;5924759;4;10;21;1;3;11;25;17;12;5;22;8;26;18;6;19;20;7;24;2;16;13;14;9;23;15
4;10;21;1;3;11;25;17;12;5;6;8;26;18;22;19;20;7;24;2;16;13;14;9;23;15;46;5911958
46;5911958;4;10;21;1;3;11;25;17;12;5;6;8;26;18;22;19;20;7;24;2;16;13;14;9;23;15
4;10;21;1;3;11;25;17;12;9;6;8;26;18;22;19;20;7;24;2;16;13;14;5;23;15;46;6045739
46;6045739;4;10;21;1;3;11;25;17;12;9;6;8;26;18;22;19;20;7;24;2;16;13;14;5;23;15
4;10;2;1;3;11;25;17;12;9;6;8;26;18;22;19;20;7;24;21;16;13;14;5;23;15;46;6062565
46;6062565;4;10;2;1;3;11;25;17;12;9;6;8;26;18;22;19;20;7;24;21;16;13;14;5;23;15
4;10;2;1;3;11;25;17;12;9;6;8;26;18;22;19;20;21;24;7;16;13;14;5;23;15;46;6033024
46;6033024;4;10;2;1;3;11;25;17;12;9;6;8;26;18;22;19;20;21;24;7;16;13;14;5;23;15
10;4;2;1;3;11;25;17;12;9;6;8;26;18;22;19;20;21;24;7;16;13;14;5;23;15;46;6033032
46;6033032;10;4;2;1;3;11;25;17;12;9;6;8;26;18;22;19;20;21;24;7;16;13;14;5;23;15
10;4;22;1;3;11;25;17;12;9;6;8;26;18;2;19;20;21;24;7;16;13;14;5;23;15;46;6036116
46;6036116;10;4;22;1;3;11;25;17;12;9;6;8;26;18;2;19;20;21;24;7;16;13;14;5;23;15
10;25;22;1;3;11;4;17;12;9;6;8;26;18;2;19;20;21;24;7;16;13;14;5;23;15;46;5971434
46;5971434;10;25;22;1;3;11;4;17;12;9;6;8;26;18;2;19;20;21;24;7;16;13;14;5;23;15
10;25;14;1;3;11;4;17;12;9;6;8;26;18;2;19;20;21;24;7;16;13;22;5;23;15;46;5947262
46;5947262;10;25;14;1;3;11;4;17;12;9;6;8;26;18;2;19;20;21;24;7;16;13;22;5;23;15
10;25;14;1;3;11;4;18;12;9;6;8;26;17;2;19;20;21;24;7;16;13;22;5;23;15;46;5889235
46;5889235;10;25;14;1;3;11;4;18;12;9;6;8;26;17;2;19;20;21;24;7;16;13;22;5;23;15
10;25;3;1;14;11;4;18;12;9;6;8;26;17;2;19;20;21;24;7;16;13;22;5;23;15;46;5987227
46;5987227;10;25;3;1;14;11;4;18;12;9;6;8;26;17;2;19;20;21;24;7;16;13;22;5;23;15
10;25;3;1;14;11;4;18;12;9;21;8;26;17;2;19;20;6;24;7;16;13;22;5;23;15;46;6005282
46;6005282;10;25;3;1;14;11;4;18;12;9;21;8;26;17;2;19;20;6;24;7;16;13;22;5;23;15
10;25;3;1;14;11;4;18;12;9;21;8;26;20;2;19;17;6;24;7;16;13;22;5;23;15;46;6023910
46;6023910;10;25;3;1;14;11;4;18;12;9;21;8;26;20;2;19;17;6;24;7;16;13;22;5;23;15
10;25;3;1;14;11;4;18;8;9;21;12;26;20;2;19;17;6;24;7;16;13;22;5;23;15;46;6002120
46;6002120;10;25;3;1;14;11;4;18;8;9;21;12;26;20;2;19;17;6;24;7;16;13;22;5;23;15
10;25;19;1;14;11;4;18;8;9;21;12;26;20;2;3;17;6;24;7;16;13;22;5;23;15;46;6091154
47;6091154;10;25;19;1;14;11;4;18;8;9;21;12;26;20;2;3;17;6;24;7;16;13;22;5;23;15
10;25;19;1;14;4;11;18;8;9;21;12;26;20;2;3;17;6;24;7;16;13;22;5;23;15;47;6091154
47;6091154;10;25;19;1;14;4;11;18;8;9;21;12;26;20;2;3;17;6;24;7;16;13;22;5;23;15
10;25;19;1;14;4;11;18;8;5;21;12;26;20;2;3;17;6;24;7;16;13;22;9;23;15;47;5972800
47;5972800;10;25;19;1;14;4;11;18;8;5;21;12;26;20;2;3;17;6;24;7;16;13;22;9;23;15
10;25;19;1;14;4;11;18;5;8;21;12;26;20;2;3;17;6;24;7;16;13;22;9;23;15;47;5973660
47;5973660;10;25;19;1;14;4;11;18;5;8;21;12;26;20;2;3;17;6;24;7;16;13;22;9;23;15
10;25;19;1;14;4;6;18;5;8;21;12;26;20;2;3;17;11;24;7;16;13;22;9;23;15;47;5970765
47;5970765;10;25;19;1;14;4;6;18;5;8;21;12;26;20;2;3;17;11;24;7;16;13;22;9;23;15
10;25;19;1;14;4;6;18;5;8;21;12;26;20;2;23;17;11;24;7;16;13;22;9;3;15;47;5971609
47;5971609;10;25;19;1;14;4;6;18;5;8;21;12;26;20;2;23;17;11;24;7;16;13;22;9;3;15
10;25;19;1;14;4;6;18;5;8;21;12;26;20;2;23;15;11;24;7;16;13;22;9;3;17;47;5950656
47;5950656;10;25;19;1;14;4;6;18;5;8;21;12;26;20;2;23;15;11;24;7;16;13;22;9;3;17
10;25;19;1;24;4;6;18;5;8;21;12;26;20;2;23;15;11;14;7;16;13;22;9;3;17;47;5925573
47;5925573;10;25;19;1;24;4;6;18;5;8;21;12;26;20;2;23;15;11;14;7;16;13;22;9;3;17
10;25;19;1;24;4;6;18;5;8;21;3;26;20;2;23;15;11;14;7;16;13;22;9;12;17;47;5900377
47;5900377;10;25;19;1;24;4;6;18;5;8;21;3;26;20;2;23;15;11;14;7;16;13;22;9;12;17
10;25;19;1;24;4;6;18;5;8;21;3;26;20;22;23;15;11;14;7;16;13;2;9;12;17;47;5907543
47;5907543;10;25;19;1;24;4;6;18;5;8;21;3;26;20;22;23;15;11;14;7;16;13;2;9;12;17
10;25;19;1;15;4;6;18;5;8;21;3;26;20;22;23;24;11;14;7;16;13;2;9;12;17;47;5919054
47;5919054;10;25;19;1;15;4;6;18;5;8;21;3;26;20;22;23;24;11;14;7;16;13;2;9;12;17
10;25;19;1;15;4;6;18;14;8;21;3;26;20;22;23;24;11;5;7;16;13;2;9;12;17;47;5807116
47;5807116;10;25;19;1;15;4;6;18;14;8;21;3;26;20;22;23;24;11;5;7;16;13;2;9;12;17
10;25;19;22;15;4;6;18;14;8;21;3;26;20;1;23;24;11;5;7;16;13;2;9;12;17;47;5795957
47;5795957;10;25;19;22;15;4;6;18;14;8;21;3;26;20;1;23;24;11;5;7;16;13;2;9;12;17
10;25;19;22;15;4;6;18;14;8;17;3;26;20;1;23;24;11;5;7;16;13;2;9;12;21;47;5850376
47;5850376;10;25;19;22;15;4;6;18;14;8;17;3;26;20;1;23;24;11;5;7;16;13;2;9;12;21
10;25;20;22;15;4;6;18;14;8;17;3;26;19;1;23;24;11;5;7;16;13;2;9;12;21;47;5869088
47;5869088;10;25;20;22;15;4;6;18;14;8;17;3;26;19;1;23;24;11;5;7;16;13;2;9;12;21
10;25;20;22;15;4;6;18;14;8;17;3;16;19;1;23;24;11;5;7;26;13;2;9;12;21;47;5863692
47;5863692;10;25;20;22;15;4;6;18;14;8;17;3;16;19;1;23;24;11;5;7;26;13;2;9;12;21
17;25;20;22;15;4;6;18;14;8;10;3;16;19;1;23;24;11;5;7;26;13;2;9;12;21;47;5863258
47;5863258;17;25;20;22;15;4;6;18;14;8;10;3;16;19;1;23;24;11;5;7;26;13;2;9;12;21
17;25;12;22;15;4;6;18;14;8;10;3;16;19;1;23;24;11;5;7;26;13;2;9;20;21;47;5879239
47;5879239;17;25;12;22;15;4;6;18;14;8;10;3;16;19;1;23;24;11;5;7;26;13;2;9;20;21
17;25;12;22;15;4;9;18;14;8;10;3;16;19;1;23;24;11;5;7;26;13;2;6;20;21;47;5921178
47;5921178;17;25;12;22;15;4;9;18;14;8;10;3;16;19;1;23;24;11;5;7;26;13;2;6;20;21
17;25;12;22;15;4;9;18;14;8;10;3;16;19;1;24;23;11;5;7;26;13;2;6;20;21;47;5917941
47;5917941;17;25;12;22;15;4;9;18;14;8;10;3;16;19;1;24;23;11;5;7;26;13;2;6;20;21
17;25;12;22;15;4;9;18;7;8;10;3;16;19;1;24;23;11;5;14;26;13;2;6;20;21;47;5835122
48;5835122;17;25;12;22;15;4;9;18;7;8;10;3;16;19;1;24;23;11;5;14;26;13;2;6;20;21
17;25;12;22;15;4;9;18;7;8;10;3;23;19;1;24;16;11;5;14;26;13;2;6;20;21;48;5834561
48;5834561;17;25;12;22;15;4;9;18;7;8;10;3;23;19;1;24;16;11;5;14;26;13;2;6;20;21
17;25;12;22;15;4;9;18;7;8;10;3;26;19;1;24;16;11;5;14;23;13;2;6;20;21;48;5832923
48;5832923;17;25;12;22;15;4;9;18;7;8;10;3;26;19;1;24;16;11;5;14;23;13;2;6;20;21
17;25;12;22;15;4;9;18;7;8;10;3;26;19;1;24;2;11;5;14;23;13;16;6;20;21;48;5832603
48;5832603;17;25;12;22;15;4;9;18;7;8;10;3;26;19;1;24;2;11;5;14;23;13;16;6;20;21
17;25;12;22;15;4;9;18;7;8;10;20;26;19;1;24;2;11;5;14;23;13;16;6;3;21;48;5818411
48;5818411;17;25;12;22;15;4;9;18;7;8;10;20;26;19;1;24;2;11;5;14;23;13;16;6;3;21
17;25;12;22;15;4;9;6;7;8;10;20;26;19;1;24;2;11;5;14;23;13;16;18;3;21;48;5781503
48;5781503;17;25;12;22;15;4;9;6;7;8;10;20;26;19;1;24;2;11;5;14;23;13;16;18;3;21
17;9;12;22;15;4;25;6;7;8;10;20;26;19;1;24;2;11;5;14;23;13;16;18;3;21;48;5831613
48;5831613;17;9;12;22;15;4;25;6;7;8;10;20;26;19;1;24;2;11;5;14;23;13;16;18;3;21
17;9;12;22;18;4;25;6;7;8;10;20;26;19;1;24;2;11;5;14;23;13;16;15;3;21;48;5845495
48;5845495;17;9;12;22;18;4;25;6;7;8;10;20;26;19;1;24;2;11;5;14;23;13;16;15;3;21
17;14;12;22;18;4;25;6;7;8;10;20;26;19;1;24;2;11;5;9;23;13;16;15;3;21;48;5832566
48;5832566;17;14;12;22;18;4;25;6;7;8;10;20;26;19;1;24;2;11;5;9;23;13;16;15;3;21
17;14;12;22;18;4;25;6;7;8;5;20;26;19;1;24;2;11;10;9;23;13;16;15;3;21;48;5985169
48;5985169;17;14;12;22;18;4;25;6;7;8;5;20;26;19;1;24;2;11;10;9;23;13;16;15;3;21
5;14;12;22;18;4;25;6;7;8;17;20;26;19;1;24;2;11;10;9;23;13;16;15;3;21;48;6168069
48;6168069;5;14;12;22;18;4;25;6;7;8;17;20;26;19;1;24;2;11;10;9;23;13;16;15;3;21
5;14;12;17;18;4;25;6;7;8;22;20;26;19;1;24;2;11;10;9;23;13;16;15;3;21;48;6159322
48;6159322;5;14;12;17;18;4;25;6;7;8;22;20;26;19;1;24;2;11;10;9;23;13;16;15;3;21
5;14;12;3;18;4;25;6;7;8;22;20;26;19;1;24;2;11;10;9;23;13;16;15;17;21;48;6159824
48;6159824;5;14;12;3;18;4;25;6;7;8;22;20;26;19;1;24;2;11;10;9;23;13;16;15;17;21
5;14;12;3;11;4;25;6;7;8;22;20;26;19;1;24;2;18;10;9;23;13;16;15;17;21;48;6042504
48;6042504;5;14;12;3;11;4;25;6;7;8;22;20;26;19;1;24;2;18;10;9;23;13;16;15;17;21
5;14;12;3;11;4;25;6;7;9;22;20;26;19;1;24;2;18;10;8;23;13;16;15;17;21;48;5940429
48;5940429;5;14;12;3;11;4;25;6;7;9;22;20;26;19;1;24;2;18;10;8;23;13;16;15;17;21
5;14;3;12;11;4;25;6;7;9;22;20;26;19;1;24;2;18;10;8;23;13;16;15;17;21;48;5952876
48;5952876;5;14;3;12;11;4;25;6;7;9;22;20;26;19;1;24;2;18;10;8;23;13;16;15;17;21
5;14;3;12;25;4;11;6;7;9;22;20;26;19;1;24;2;18;10;8;23;13;16;15;17;21;48;5935830
48;5935830;5;14;3;12;25;4;11;6;7;9;22;20;26;19;1;24;2;18;10;8;23;13;16;15;17;21
5;14;3;12;25;4;11;6;7;9;22;20;26;19;1;24;2;18;10;8;23;21;16;15;17;13;48;5966637
48;5966637;5;14;3;12;25;4;11;6;7;9;22;20;26;19;1;24;2;18;10;8;23;21;16;15;17;13
5;14;3;12;25;4;11;18;7;9;22;20;26;19;1;24;2;6;10;8;23;21;16;15;17;13;48;5975572
48;5975572;5;14;3;12;25;4;11;18;7;9;22;20;26;19;1;24;2;6;10;8;23;21;16;15;17;13
5;14;3;12;25;4;11;18;7;9;22;2;26;19;1;24;20;6;10;8;23;21;16;15;17;13;48;5955878
48;5955878;5;14;3;12;25;4;11;18;7;9;22;2;26;19;1;24;20;6;10;8;23;21;16;15;17;13
5;14;3;12;25;4;2;18;7;9;22;11;26;19;1;24;20;6;10;8;23;21;16;15;17;13;48;5947839
49;5947839;5;14;3;12;25;4;2;18;7;9;22;11;26;19;1;24;20;6;10;8;23;21;16;15;17;13
5;14;3;12;26;4;2;18;7;9;22;11;25;19;1;24;20;6;10;8;23;21;16;15;17;13;49;5954859
49;5954859;5;14;3;12;26;4;2;18;7;9;22;11;25;19;1;24;20;6;10;8;23;21;16;15;17;13
5;14;3;12;26;4;2;11;7;9;22;18;25;19;1;24;20;6;10;8;23;21;16;15;17;13;49;5950700
49;5950700;5;14;3;12;26;4;2;11;7;9;22;18;25;19;1;24;20;6;10;8;23;21;16;15;17;13
5;14;3;9;26;4;2;11;7;12;22;18;25;19;1;24;20;6;10;8;23;21;16;15;17;13;49;6007238
49;6007238;5;14;3;9;26;4;2;11;7;12;22;18;25;19;1;24;20;6;10;8;23;21;16;15;17;13
5;14;3;9;26;4;2;25;7;12;22;18;11;19;1;24;20;6;10;8;23;21;16;15;17;13;49;6025363
49;6025363;5;14;3;9;26;4;2;25;7;12;22;18;11;19;1;24;20;6;10;8;23;21;16;15;17;13
5;14;3;9;26;4;2;25;7;15;22;18;11;19;1;24;20;6;10;8;23;21;16;12;17;13;49;6062200
49;6062200;5;14;3;9;26;4;2;25;7;15;22;18;11;19;1;24;20;6;10;8;23;21;16;12;17;13
5;14;3;9;26;4;2;25;7;15;22;18;11;19;1;24;20;6;10;21;23;8;16;12;17;13;49;6073810
49;6073810;5;14;3;9;26;4;2;25;7;15;22;18;11;19;1;24;20;6;10;21;23;8;16;12;17;13
5;14;3;9;26;2;4;25;7;15;22;18;11;19;1;24;20;6;10;21;23;8;16;12;17;13;49;6073810
49;6073810;5;14;3;9;26;2;4;25;7;15;22;18;11;19;1;24;20;6;10;21;23;8;16;12;17;13
5;14;3;9;26;2;4;25;7;15;22;19;11;18;1;24;20;6;10;21;23;8;16;12;17;13;49;6072841
49;6072841;5;14;3;9;26;2;4;25;7;15;22;19;11;18;1;24;20;6;10;21;23;8;16;12;17;13
5;14;20;9;26;2;4;25;7;15;22;19;11;18;1;24;3;6;10;21;23;8;16;12;17;13;49;6074033
49;6074033;5;14;20;9;26;2;4;25;7;15;22;19;11;18;1;24;3;6;10;21;23;8;16;12;17;13
14;5;20;9;26;2;4;25;7;15;22;19;11;18;1;24;3;6;10;21;23;8;16;12;17;13;49;6125285
49;6125285;14;5;20;9;26;2;4;25;7;15;22;19;11;18;1;24;3;6;10;21;23;8;16;12;17;13
14;5;20;9;26;2;4;25;7;15;22;19;11;18;1;24;3;6;10;17;23;8;16;12;21;13;49;6024111
49;6024111;14;5;20;9;26;2;4;25;7;15;22;19;11;18;1;24;3;6;10;17;23;8;16;12;21;13
14;5;20;9;26;2;4;25;7;15;22;13;11;18;1;24;3;6;10;17;23;8;16;12;21;19;49;6008199
49;6008199;14;5;20;9;26;2;4;25;7;15;22;13;11;18;1;24;3;6;10;17;23;8;16;12;21;19
14;5;20;9;26;2;1;25;7;15;22;13;11;18;4;24;3;6;10;17;23;8;16;12;21;19;49;6060263
49;6060263;14;5;20;9;26;2;1;25;7;15;22;13;11;18;4;24;3;6;10;17;23;8;16;12;21;19
14;5;20;9;12;2;1;25;7;15;22;13;11;18;4;24;3;6;10;17;23;8;16;26;21;19;49;6037599
49;6037599;14;5;20;9;12;2;1;25;7;15;22;13;11;18;4;24;3;6;10;17;23;8;16;26;21;19
14;5;20;9;12;2;1;25;4;15;22;13;11;18;7;24;3;6;10;17;23;8;16;26;21;19;49;6015528
49;6015528;14;5;20;9;12;2;1;25;4;15;22;13;11;18;7;24;3;6;10;17;23;8;16;26;21;19
14;5;20;9;12;2;1;25;4;15;22;13;11;18;7;24;3;10;6;17;23;8;16;26;21;19;49;6015728
49;6015728;14;5;20;9;12;2;1;25;4;15;22;13;11;18;7;24;3;10;6;17;23;8;16;26;21;19
14;5;20;9;25;2;1;12;4;15;22;13;11;18;7;24;3;10;6;17;23;8;16;26;21;19;49;5995498
49;5995498;14;5;20;9;25;2;1;12;4;15;22;13;11;18;7;24;3;10;6;17;23;8;16;26;21;19
14;5;20;9;25;2;1;12;4;15;22;13;11;18;7;24;8;10;6;17;23;3;16;26;21;19;49;5964174
49;5964174;14;5;20;9;25;2;1;12;4;15;22;13;11;18;7;24;8;10;6;17;23;3;16;26;21;19
14;25;20;9;5;2;1;12;4;15;22;13;11;18;7;24;8;10;6;17;23;3;16;26;21;19;49;5955214
49;5955214;14;25;20;9;5;2;1;12;4;15;22;13;11;18;7;24;8;10;6;17;23;3;16;26;21;19
14;25;20;9;5;2;1;12;4;15;22;13;19;18;7;24;8;10;6;17;23;3;16;26;21;11;49;5990839
50;5955214;14;25;20;9;5;2;1;12;4;15;22;13;11;18;7;24;8;10;6;17;23;3;16;26;21;19
14;25;20;7;5;2;1;12;4;15;22;13;11;18;9;24;8;10;6;17;23;3;16;26;21;19;50;5960279
50;5960279;14;25;20;7;5;2;1;12;4;15;22;13;11;18;9;24;8;10;6;17;23;3;16;26;21;19
9;25;20;7;5;2;1;12;4;15;22;13;11;18;14;24;8;10;6;17;23;3;16;26;21;19;50;5974449
50;5974449;9;25;20;7;5;2;1;12;4;15;22;13;11;18;14;24;8;10;6;17;23;3;16;26;21;19
9;25;20;7;5;2;1;12;4;15;22;13;11;18;14;24;8;10;19;17;23;3;16;26;21;6;50;5952293
50;5952293;9;25;20;7;5;2;1;12;4;15;22;13;11;18;14;24;8;10;19;17;23;3;16;26;21;6
9;25;20;7;14;2;1;12;4;15;22;13;11;18;5;24;8;10;19;17;23;3;16;26;21;6;50;5989521
50;5989521;9;25;20;7;14;2;1;12;4;15;22;13;11;18;5;24;8;10;19;17;23;3;16;26;21;6
9;25;20;7;14;2;17;12;4;15;22;13;11;18;5;24;8;10;19;1;23;3;16;26;21;6;50;5989775
50;5989775;9;25;20;7;14;2;17;12;4;15;22;13;11;18;5;24;8;10;19;1;23;3;16;26;21;6
8;25;20;7;14;2;17;12;4;15;22;13;11;18;5;24;9;10;19;1;23;3;16;26;21;6;50;5932328
50;5932328;8;25;20;7;14;2;17;12;4;15;22;13;11;18;5;24;9;10;19;1;23;3;16;26;21;6
8;25;20;7;14;24;17;12;4;15;22;13;11;18;5;2;9;10;19;1;23;3;16;26;21;6;50;5928071
50;5928071;8;25;20;7;14;24;17;12;4;15;22;13;11;18;5;2;9;10;19;1;23;3;16;26;21;6
8;25;20;7;14;24;17;12;4;15;22;13;11;5;18;2;9;10;19;1;23;3;16;26;21;6;50;5856936
50;5856936;8;25;20;7;14;24;17;12;4;15;22;13;11;5;18;2;9;10;19;1;23;3;16;26;21;6
8;25;1;7;14;24;17;12;4;15;22;13;11;5;18;2;9;10;19;20;23;3;16;26;21;6;50;5857750
50;5857750;8;25;1;7;14;24;17;12;4;15;22;13;11;5;18;2;9;10;19;20;23;3;16;26;21;6
8;25;1;7;14;24;17;12;4;15;22;9;11;5;18;2;13;10;19;20;23;3;16;26;21;6;50;5928906
50;5928906;8;25;1;7;14;24;17;12;4;15;22;9;11;5;18;2;13;10;19;20;23;3;16;26;21;6
8;25;1;7;14;24;17;12;4;15;22;9;5;11;18;2;13;10;19;20;23;3;16;26;21;6;50;5867726
50;5867726;8;25;1;7;14;24;17;12;4;15;22;9;5;11;18;2;13;10;19;20;23;3;16;26;21;6
8;25;1;7;14;16;17;12;4;15;22;9;5;11;18;2;13;10;19;20;23;3;24;26;21;6;50;5869232
50;5869232;8;25;1;7;14;16;17;12;4;15;22;9;5;11;18;2;13;10;19;20;23;3;24;26;21;6
8;25;1;7;14;16;17;12;4;15;22;9;5;11;18;2;13;10;19;20;23;24;3;26;21;6;50;5868354
50;5868354;8;25;1;7;14;16;17;12;4;15;22;9;5;11;18;2;13;10;19;20;23;24;3;26;21;6
8;25;1;7;14;16;17;12;4;15;22;9;5;11;26;2;13;10;19;20;23;24;3;18;21;6;50;5918251
50;5918251;8;25;1;7;14;16;17;12;4;15;22;9;5;11;26;2;13;10;19;20;23;24;3;18;21;6
8;25;1;7;13;16;17;12;4;15;22;9;5;11;26;2;14;10;19;20;23;24;3;18;21;6;50;5833083
50;5833083;8;25;1;7;13;16;17;12;4;15;22;9;5;11;26;2;14;10;19;20;23;24;3;18;21;6
8;25;1;7;13;16;17;12;4;15;22;9;5;11;26;2;14;10;19;21;23;24;3;18;20;6;50;5818713
50;5818713;8;25;1;7;13;16;17;12;4;15;22;9;5;11;26;2;14;10;19;21;23;24;3;18;20;6
8;25;1;7;13;16;17;12;4;15;22;9;5;11;26;20;14;10;19;21;23;24;3;18;2;6;50;5801876
50;5801876;8;25;1;7;13;16;17;12;4;15;22;9;5;11;26;20;14;10;19;21;23;24;3;18;2;6
8;25;1;7;13;16;17;12;14;15;22;9;5;11;26;20;4;10;19;21;23;24;3;18;2;6;50;5800262
50;5800262;8;25;1;7;13;16;17;12;14;15;22;9;5;11;26;20;4;10;19;21;23;24;3;18;2;6
8;25;1;7;13;16;17;12;14;15;22;9;5;11;10;20;4;26;19;21;23;24;3;18;2;6;50;5788783
50;5788783;8;25;1;7;13;16;17;12;14;15;22;9;5;11;10;20;4;26;19;21;23;24;3;18;2;6
8;25;1;7;13;16;3;12;14;15;22;9;5;11;10;20;4;26;19;21;23;24;17;18;2;6;50;5728853
51;5728853;8;25;1;7;13;16;3;12;14;15;22;9;5;11;10;20;4;26;19;21;23;24;17;18;2;6
8;25;7;1;13;16;3;12;14;15;22;9;5;11;10;20;4;26;19;21;23;24;17;18;2;6;51;5779322
51;5779322;8;25;7;1;13;16;3;12;14;15;22;9;5;11;10;20;4;26;19;21;23;24;17;18;2;6
8;25;7;1;13;23;3;12;14;15;22;9;5;11;10;20;4;26;19;21;16;24;17;18;2;6;51;5778311
51;5778311;8;25;7;1;13;23;3;12;14;15;22;9;5;11;10;20;4;26;19;21;16;24;17;18;2;6
8;25;7;1;13;23;3;12;14;15;22;9;5;11;19;20;4;26;10;21;16;24;17;18;2;6;51;5795822
51;5795822;8;25;7;1;13;23;3;12;14;15;22;9;5;11;19;20;4;26;10;21;16;24;17;18;2;6
8;25;7;1;13;23;3;12;14;6;22;9;5;11;19;20;4;26;10;21;16;24;17;18;2;15;51;5807569
51;5807569;8;25;7;1;13;23;3;12;14;6;22;9;5;11;19;20;4;26;10;21;16;24;17;18;2;15
2;25;7;1;13;23;3;12;14;6;22;9;5;11;19;20;4;26;10;21;16;24;17;18;8;15;51;5905819
51;5807569;8;25;7;1;13;23;3;12;14;6;22;9;5;11;19;20;4;26;10;21;16;24;17;18;2;15
8;25;7;1;13;23;3;12;14;6;22;9;5;11;19;20;4;26;16;21;10;24;17;18;2;15;51;5790276
51;5790276;8;25;7;1;13;23;3;12;14;6;22;9;5;11;19;20;4;26;16;21;10;24;17;18;2;15
8;25;7;4;13;23;3;12;14;6;22;9;5;11;19;20;1;26;16;21;10;24;17;18;2;15;51;5760043
51;5760043;8;25;7;4;13;23;3;12;14;6;22;9;5;11;19;20;1;26;16;21;10;24;17;18;2;15
8;25;7;4;13;23;3;12;14;6;22;15;5;11;19;20;1;26;16;21;10;24;17;18;2;9;51;5846515
51;5846515;8;25;7;4;13;23;3;12;14;6;22;15;5;11;19;20;1;26;16;21;10;24;17;18;2;9
8;25;7;4;20;23;3;12;14;6;22;15;5;11;19;13;1;26;16;21;10;24;17;18;2;9;51;5877876
51;5877876;8;25;7;4;20;23;3;12;14;6;22;15;5;11;19;13;1;26;16;21;10;24;17;18;2;9
16;25;7;4;20;23;3;12;14;6;22;15;5;11;19;13;1;26;8;21;10;24;17;18;2;9;51;5870014
51;5870014;16;25;7;4;20;23;3;12;14;6;22;15;5;11;19;13;1;26;8;21;10;24;17;18;2;9
16;25;7;4;20;12;3;23;14;6;22;15;5;11;19;13;1;26;8;21;10;24;17;18;2;9;51;5886591
51;5886591;16;25;7;4;20;12;3;23;14;6;22;15;5;11;19;13;1;26;8;21;10;24;17;18;2;9
25;16;7;4;20;12;3;23;14;6;22;15;5;11;19;13;1;26;8;21;10;24;17;18;2;9;51;5887868
51;5887868;25;16;7;4;20;12;3;23;14;6;22;15;5;11;19;13;1;26;8;21;10;24;17;18;2;9
