"X1";"X254";"X31";"X62";"X40";"X53";"X37";"X41";"X61";"X18";"X17";"X22";"X50";"X8";"X55";"X38";"X16";"X47";"X9";"X49";"X2";"X63";"X46";"X35";"X57";"X24";"X25";"X29";"X15";"X30";"X3";"X58";"X23";"X43";"X4";"X10";"X60";"X21";"X14";"X28";"X64";"X27";"X1.1";"X6";"X5";"X36";"X42";"X48";"X45";"X54";"X12";"X44";"X32";"X39";"X52";"X13";"X51";"X11";"X34";"X59";"X33";"X7";"X56";"X20";"X19";"X26"
10;282;26;3;20;14;18;44;47;23;5;40;45;1;17;10;6;25;19;28;57;15;7;38;35;12;37;64;62;11;39;59;13;22;24;58;56;30;48;41;46;53;51;2;31;4;54;61;21;16;32;55;33;63;34;9;60;52;50;8;42;36;29;27;49;43
26;3;20;14;18;44;47;23;5;40;45;1;17;10;6;25;19;28;57;15;7;38;35;12;37;64;62;11;39;59;13;22;24;58;56;30;48;41;46;53;51;2;31;4;54;43;21;16;32;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61;10;270
10;270;26;3;20;14;18;44;47;23;5;40;45;1;17;10;6;25;19;28;57;15;7;38;35;12;37;64;62;11;39;59;13;22;24;58;56;30;48;41;46;53;51;2;31;4;54;43;21;16;32;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61
26;3;20;14;18;44;47;23;5;40;45;4;17;10;6;25;19;28;57;15;7;38;35;12;37;64;62;11;39;59;13;22;24;58;56;30;48;41;46;53;51;2;31;1;54;43;21;16;32;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61;10;274
10;274;26;3;20;14;18;44;47;23;5;40;45;4;17;10;6;25;19;28;57;15;7;38;35;12;37;64;62;11;39;59;13;22;24;58;56;30;48;41;46;53;51;2;31;1;54;43;21;16;32;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61
26;3;20;14;18;44;47;23;5;40;45;4;17;10;6;25;19;28;57;15;7;38;35;12;37;32;62;11;39;59;13;22;24;58;56;30;48;41;46;53;51;2;31;1;54;43;21;16;64;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61;10;274
10;274;26;3;20;14;18;44;47;23;5;40;45;4;17;10;6;25;19;28;57;15;7;38;35;12;37;32;62;11;39;59;13;22;24;58;56;30;48;41;46;53;51;2;31;1;54;43;21;16;64;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61
26;3;20;14;18;44;47;23;5;40;45;4;17;10;6;25;19;28;1;15;7;38;35;12;37;32;62;11;39;59;13;22;24;58;56;30;48;41;46;53;51;2;31;57;54;43;21;16;64;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61;10;274
10;274;26;3;20;14;18;44;47;23;5;40;45;4;17;10;6;25;19;28;1;15;7;38;35;12;37;32;62;11;39;59;13;22;24;58;56;30;48;41;46;53;51;2;31;57;54;43;21;16;64;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61
26;3;20;14;32;44;47;23;5;40;45;4;17;10;6;25;19;28;1;15;7;38;35;12;37;18;62;11;39;59;13;22;24;58;56;30;48;41;46;53;51;2;31;57;54;43;21;16;64;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61;10;274
10;274;26;3;20;14;32;44;47;23;5;40;45;4;17;10;6;25;19;28;1;15;7;38;35;12;37;18;62;11;39;59;13;22;24;58;56;30;48;41;46;53;51;2;31;57;54;43;21;16;64;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61
26;3;20;14;31;44;47;23;5;40;45;4;17;10;6;25;19;28;1;15;7;38;35;12;37;18;62;11;39;59;13;22;24;58;56;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61;10;274
10;274;26;3;20;14;31;44;47;23;5;40;45;4;17;10;6;25;19;28;1;15;7;38;35;12;37;18;62;11;39;59;13;22;24;58;56;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61
26;3;20;14;31;44;47;23;5;40;45;4;17;10;6;25;19;28;1;15;7;38;35;12;37;18;62;39;11;59;13;22;24;58;56;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61;10;274
10;274;26;3;20;14;31;44;47;23;5;40;45;4;17;10;6;25;19;28;1;15;7;38;35;12;37;18;62;39;11;59;13;22;24;58;56;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61
26;3;20;14;31;44;47;23;35;40;45;4;17;10;6;25;19;28;1;15;7;38;5;12;37;18;62;39;11;59;13;22;24;58;56;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61;10;274
10;274;26;3;20;14;31;44;47;23;35;40;45;4;17;10;6;25;19;28;1;15;7;38;5;12;37;18;62;39;11;59;13;22;24;58;56;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61
26;3;20;14;31;44;47;23;35;40;45;4;17;10;6;25;28;19;1;15;7;38;5;12;37;18;62;39;11;59;13;22;24;58;56;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61;10;270
10;270;26;3;20;14;31;44;47;23;35;40;45;4;17;10;6;25;28;19;1;15;7;38;5;12;37;18;62;39;11;59;13;22;24;58;56;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;33;63;34;9;60;52;50;8;42;36;29;27;49;61
26;3;20;14;31;44;47;23;35;40;45;4;17;10;6;25;28;19;1;15;7;38;5;12;37;18;62;39;11;59;13;22;33;58;56;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;24;63;34;9;60;52;50;8;42;36;29;27;49;61;10;276
11;276;26;3;20;14;31;44;47;23;35;40;45;4;17;10;6;25;28;19;1;15;7;38;5;12;37;18;62;39;11;59;13;22;33;58;56;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;24;63;34;9;60;52;50;8;42;36;29;27;49;61
26;3;20;14;31;44;47;23;35;40;45;4;17;10;6;25;28;19;62;15;7;38;5;12;37;18;1;39;11;59;13;22;33;58;56;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;24;63;34;9;60;52;50;8;42;36;29;27;49;61;11;284
11;276;26;3;20;14;31;44;47;23;35;40;45;4;17;10;6;25;28;19;1;15;7;38;5;12;37;18;62;39;11;59;13;22;33;58;56;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;24;63;34;9;60;52;50;8;42;36;29;27;49;61
26;3;20;19;31;44;47;23;35;40;45;4;17;10;6;25;28;14;1;15;7;38;5;12;37;18;62;39;11;59;13;22;33;58;56;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;24;63;34;9;60;52;50;8;42;36;29;27;49;61;11;280
11;280;26;3;20;19;31;44;47;23;35;40;45;4;17;10;6;25;28;14;1;15;7;38;5;12;37;18;62;39;11;59;13;22;33;58;56;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;24;63;34;9;60;52;50;8;42;36;29;27;49;61
26;3;20;19;31;44;47;23;35;40;45;4;17;10;37;25;28;14;1;15;7;38;5;12;6;18;62;39;11;59;13;22;33;58;56;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;24;63;34;9;60;52;50;8;42;36;29;27;49;61;11;280
11;280;26;3;20;19;31;44;47;23;35;40;45;4;17;10;37;25;28;14;1;15;7;38;5;12;6;18;62;39;11;59;13;22;33;58;56;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;24;63;34;9;60;52;50;8;42;36;29;27;49;61
26;3;20;19;31;44;47;23;35;40;45;4;17;10;37;25;28;14;1;15;7;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;24;63;34;9;60;52;50;8;42;36;56;27;49;61;11;280
11;280;26;3;20;19;31;44;47;23;35;40;45;4;17;10;37;25;28;14;1;15;7;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;24;63;34;9;60;52;50;8;42;36;56;27;49;61
7;3;20;19;31;44;47;23;35;40;45;4;17;10;37;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;24;63;34;9;60;52;50;8;42;36;56;27;49;61;11;280
11;280;7;3;20;19;31;44;47;23;35;40;45;4;17;10;37;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;24;63;34;9;60;52;50;8;42;36;56;27;49;61
7;3;20;19;31;44;47;23;35;40;45;4;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;24;63;34;9;37;52;50;8;42;36;56;27;49;61;11;270
11;270;7;3;20;19;31;44;47;23;35;40;45;4;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;2;32;57;54;43;21;16;64;55;24;63;34;9;37;52;50;8;42;36;56;27;49;61
7;3;20;19;31;44;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;2;32;57;54;43;21;16;4;55;24;63;34;9;37;52;50;8;42;36;56;27;49;61;11;270
11;270;7;3;20;19;31;44;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;2;32;57;54;43;21;16;4;55;24;63;34;9;37;52;50;8;42;36;56;27;49;61
7;3;20;19;31;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;2;32;57;54;43;21;16;4;44;24;63;34;9;37;52;50;8;42;36;56;27;49;61;11;286
11;286;7;3;20;19;31;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;2;32;57;54;43;21;16;4;44;24;63;34;9;37;52;50;8;42;36;56;27;49;61
7;3;20;19;42;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;2;32;57;54;43;21;16;4;44;24;63;34;9;37;52;50;8;31;36;56;27;49;61;11;286
11;286;7;3;20;19;42;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;2;32;57;54;43;21;16;4;44;24;63;34;9;37;52;50;8;31;36;56;27;49;61
7;57;20;19;42;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;2;32;3;54;43;21;16;4;44;24;63;34;9;37;52;50;8;31;36;56;27;49;61;11;282
11;282;7;57;20;19;42;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;2;32;3;54;43;21;16;4;44;24;63;34;9;37;52;50;8;31;36;56;27;49;61
7;57;20;19;34;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;2;32;3;54;43;21;16;4;44;24;63;42;9;37;52;50;8;31;36;56;27;49;61;11;282
11;282;7;57;20;19;34;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;2;32;3;54;43;21;16;4;44;24;63;42;9;37;52;50;8;31;36;56;27;49;61
7;57;20;19;34;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;8;32;3;54;43;21;16;4;44;24;63;42;9;37;52;50;2;31;36;56;27;49;61;11;282
11;282;7;57;20;19;34;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;8;32;3;54;43;21;16;4;44;24;63;42;9;37;52;50;2;31;36;56;27;49;61
7;57;20;19;34;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;8;32;3;54;43;21;16;4;44;24;63;31;9;37;52;50;2;42;36;56;27;49;61;11;282
11;282;7;57;20;19;34;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;8;32;3;54;43;21;16;4;44;24;63;31;9;37;52;50;2;42;36;56;27;49;61
36;57;20;19;34;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;8;32;3;54;43;21;16;4;44;24;63;31;9;37;52;50;2;42;7;56;27;49;61;11;282
11;282;36;57;20;19;34;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;8;32;3;54;43;21;16;4;44;24;63;31;9;37;52;50;2;42;7;56;27;49;61
36;57;20;19;32;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;8;34;3;54;43;21;16;4;44;24;63;31;9;37;52;50;2;42;7;56;27;49;61;11;282
11;282;36;57;20;19;32;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;8;34;3;54;43;21;16;4;44;24;63;31;9;37;52;50;2;42;7;56;27;49;61
36;57;20;19;32;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;8;50;3;54;43;21;16;4;44;24;63;31;9;37;52;34;2;42;7;56;27;49;61;11;282
11;282;36;57;20;19;32;55;47;23;35;40;45;64;17;10;60;25;28;14;1;15;26;38;5;12;6;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;8;50;3;54;43;21;16;4;44;24;63;31;9;37;52;34;2;42;7;56;27;49;61
36;57;20;19;32;55;47;23;35;40;45;64;17;10;60;25;28;6;1;15;26;38;5;12;14;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;8;50;3;54;43;21;16;4;44;24;63;31;9;37;52;34;2;42;7;56;27;49;61;11;282
11;282;36;57;20;19;32;55;47;23;35;40;45;64;17;10;60;25;28;6;1;15;26;38;5;12;14;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;8;50;3;54;43;21;16;4;44;24;63;31;9;37;52;34;2;42;7;56;27;49;61
36;57;20;19;32;55;47;23;35;40;31;64;17;10;60;25;28;6;1;15;26;38;5;12;14;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;8;50;3;54;43;21;16;4;44;24;63;45;9;37;52;34;2;42;7;56;27;49;61;11;274
11;274;36;57;20;19;32;55;47;23;35;40;31;64;17;10;60;25;28;6;1;15;26;38;5;12;14;18;62;39;11;59;13;22;33;58;29;30;48;41;46;53;51;8;50;3;54;43;21;16;4;44;24;63;45;9;37;52;34;2;42;7;56;27;49;61
36;57;20;19;32;55;47;23;29;40;31;64;17;10;60;25;28;6;1;15;26;38;5;12;14;18;62;39;11;59;13;22;33;58;35;30;48;41;46;53;51;8;50;3;54;43;21;16;4;44;24;63;45;9;37;52;34;2;42;7;56;27;49;61;11;268
11;268;36;57;20;19;32;55;47;23;29;40;31;64;17;10;60;25;28;6;1;15;26;38;5;12;14;18;62;39;11;59;13;22;33;58;35;30;48;41;46;53;51;8;50;3;54;43;21;16;4;44;24;63;45;9;37;52;34;2;42;7;56;27;49;61
36;54;20;19;32;55;47;23;29;40;31;64;17;10;60;25;28;6;1;15;26;38;5;12;14;18;62;39;11;59;13;22;33;58;35;30;48;41;46;53;51;8;50;3;57;43;21;16;4;44;24;63;45;9;37;52;34;2;42;7;56;27;49;61;11;268
12;268;36;54;20;19;32;55;47;23;29;40;31;64;17;10;60;25;28;6;1;15;26;38;5;12;14;18;62;39;11;59;13;22;33;58;35;30;48;41;46;53;51;8;50;3;57;43;21;16;4;44;24;63;45;9;37;52;34;2;42;7;56;27;49;61
36;54;20;19;32;55;47;23;29;40;31;64;17;10;60;25;28;12;1;15;26;38;5;6;14;18;62;39;11;59;13;22;33;58;35;30;48;41;46;53;51;8;50;3;57;43;21;16;4;44;24;63;45;9;37;52;34;2;42;7;56;27;49;61;12;268
12;268;36;54;20;19;32;55;47;23;29;40;31;64;17;10;60;25;28;12;1;15;26;38;5;6;14;18;62;39;11;59;13;22;33;58;35;30;48;41;46;53;51;8;50;3;57;43;21;16;4;44;24;63;45;9;37;52;34;2;42;7;56;27;49;61
36;54;20;19;32;55;47;23;29;40;31;64;17;10;60;25;28;12;1;15;26;38;5;6;14;18;62;39;11;59;13;46;33;58;35;30;48;41;22;53;51;8;50;3;57;43;21;16;4;44;24;63;45;9;37;52;34;2;42;7;56;27;49;61;12;272
12;272;36;54;20;19;32;55;47;23;29;40;31;64;17;10;60;25;28;12;1;15;26;38;5;6;14;18;62;39;11;59;13;46;33;58;35;30;48;41;22;53;51;8;50;3;57;43;21;16;4;44;24;63;45;9;37;52;34;2;42;7;56;27;49;61
36;54;20;19;32;55;47;23;29;40;31;64;17;10;60;25;28;12;1;15;26;38;5;6;14;18;62;39;11;59;13;46;33;58;35;30;48;41;22;53;51;8;50;3;57;43;21;16;4;56;24;63;45;9;37;52;34;2;42;7;44;27;49;61;12;272
12;272;36;54;20;19;32;55;47;23;29;40;31;64;17;10;60;25;28;12;1;15;26;38;5;6;14;18;62;39;11;59;13;46;33;58;35;30;48;41;22;53;51;8;50;3;57;43;21;16;4;56;24;63;45;9;37;52;34;2;42;7;44;27;49;61
36;54;20;19;32;55;47;23;29;40;31;64;17;10;60;25;28;12;1;15;26;38;5;52;14;18;62;39;11;59;13;46;33;58;35;30;48;41;22;53;51;8;50;3;57;43;21;16;4;56;24;63;45;9;37;6;34;2;42;7;44;27;49;61;12;272
12;272;36;54;20;19;32;55;47;23;29;40;31;64;17;10;60;25;28;12;1;15;26;38;5;52;14;18;62;39;11;59;13;46;33;58;35;30;48;41;22;53;51;8;50;3;57;43;21;16;4;56;24;63;45;9;37;6;34;2;42;7;44;27;49;61
36;54;20;19;32;55;47;23;29;40;31;48;17;10;60;25;28;12;1;15;26;38;5;52;14;18;62;39;11;59;13;46;33;58;35;30;64;41;22;53;51;8;50;3;57;43;21;16;4;56;24;63;45;9;37;6;34;2;42;7;44;27;49;61;12;272
12;272;36;54;20;19;32;55;47;23;29;40;31;48;17;10;60;25;28;12;1;15;26;38;5;52;14;18;62;39;11;59;13;46;33;58;35;30;64;41;22;53;51;8;50;3;57;43;21;16;4;56;24;63;45;9;37;6;34;2;42;7;44;27;49;61
36;54;20;19;32;55;47;23;29;40;31;48;17;10;60;25;28;12;1;22;26;38;5;52;14;18;62;39;11;59;13;46;33;58;35;30;64;41;15;53;51;8;50;3;57;43;21;16;4;56;24;63;45;9;37;6;34;2;42;7;44;27;49;61;12;280
12;280;36;54;20;19;32;55;47;23;29;40;31;48;17;10;60;25;28;12;1;22;26;38;5;52;14;18;62;39;11;59;13;46;33;58;35;30;64;41;15;53;51;8;50;3;57;43;21;16;4;56;24;63;45;9;37;6;34;2;42;7;44;27;49;61
36;54;20;19;32;55;47;23;29;53;31;48;17;10;60;25;28;12;1;22;26;38;5;52;14;18;62;39;11;59;13;46;33;58;35;30;64;41;15;40;51;8;50;3;57;43;21;16;4;56;24;63;45;9;37;6;34;2;42;7;44;27;49;61;12;280
12;280;36;54;20;19;32;55;47;23;29;53;31;48;17;10;60;25;28;12;1;22;26;38;5;52;14;18;62;39;11;59;13;46;33;58;35;30;64;41;15;40;51;8;50;3;57;43;21;16;4;56;24;63;45;9;37;6;34;2;42;7;44;27;49;61
36;54;20;19;32;55;47;23;29;53;31;48;17;10;60;25;28;12;1;22;26;38;5;52;14;18;62;39;11;59;13;46;33;58;35;30;64;41;15;40;51;8;50;3;57;24;21;16;4;56;43;63;45;9;37;6;34;2;42;7;44;27;49;61;12;272
12;272;36;54;20;19;32;55;47;23;29;53;31;48;17;10;60;25;28;12;1;22;26;38;5;52;14;18;62;39;11;59;13;46;33;58;35;30;64;41;15;40;51;8;50;3;57;24;21;16;4;56;43;63;45;9;37;6;34;2;42;7;44;27;49;61
50;54;20;19;32;55;47;23;29;53;31;48;17;10;60;25;28;12;1;22;26;38;5;52;14;18;62;39;11;59;13;46;33;58;35;30;64;41;15;40;51;8;36;3;57;24;21;16;4;56;43;63;45;9;37;6;34;2;42;7;44;27;49;61;12;272
12;272;50;54;20;19;32;55;47;23;29;53;31;48;17;10;60;25;28;12;1;22;26;38;5;52;14;18;62;39;11;59;13;46;33;58;35;30;64;41;15;40;51;8;36;3;57;24;21;16;4;56;43;63;45;9;37;6;34;2;42;7;44;27;49;61
50;54;20;19;32;55;47;23;29;53;31;48;17;10;60;25;28;12;1;22;26;38;5;52;14;18;62;39;11;59;13;46;33;58;34;30;64;41;15;40;51;8;36;3;57;24;21;16;4;56;43;63;45;9;37;6;35;2;42;7;44;27;49;61;12;272
12;272;50;54;20;19;32;55;47;23;29;53;31;48;17;10;60;25;28;12;1;22;26;38;5;52;14;18;62;39;11;59;13;46;33;58;34;30;64;41;15;40;51;8;36;3;57;24;21;16;4;56;43;63;45;9;37;6;35;2;42;7;44;27;49;61
50;54;20;19;32;55;47;23;29;53;31;48;17;10;60;25;28;12;1;22;39;38;5;52;14;18;62;26;11;59;13;46;33;58;34;30;64;41;15;40;51;8;36;3;57;24;21;16;4;56;43;63;45;9;37;6;35;2;42;7;44;27;49;61;12;272
12;272;50;54;20;19;32;55;47;23;29;53;31;48;17;10;60;25;28;12;1;22;39;38;5;52;14;18;62;26;11;59;13;46;33;58;34;30;64;41;15;40;51;8;36;3;57;24;21;16;4;56;43;63;45;9;37;6;35;2;42;7;44;27;49;61
50;54;20;19;32;55;47;23;29;53;31;48;17;10;60;64;28;12;1;22;39;38;5;52;14;18;62;26;11;59;13;46;33;58;34;30;25;41;15;40;51;8;36;3;57;24;21;16;4;56;43;63;45;9;37;6;35;2;42;7;44;27;49;61;12;268
12;268;50;54;20;19;32;55;47;23;29;53;31;48;17;10;60;64;28;12;1;22;39;38;5;52;14;18;62;26;11;59;13;46;33;58;34;30;25;41;15;40;51;8;36;3;57;24;21;16;4;56;43;63;45;9;37;6;35;2;42;7;44;27;49;61
50;54;20;19;32;55;47;23;29;53;31;48;17;10;60;64;28;12;1;22;39;38;5;52;14;18;62;26;11;59;13;46;33;58;34;30;61;41;15;40;51;8;36;3;57;24;21;16;4;56;43;63;45;9;37;6;35;2;42;7;44;27;49;25;12;276
12;276;50;54;20;19;32;55;47;23;29;53;31;48;17;10;60;64;28;12;1;22;39;38;5;52;14;18;62;26;11;59;13;46;33;58;34;30;61;41;15;40;51;8;36;3;57;24;21;16;4;56;43;63;45;9;37;6;35;2;42;7;44;27;49;25
50;54;20;19;32;55;47;23;29;53;31;48;17;10;60;64;28;12;1;22;39;38;5;59;14;18;62;26;11;52;13;46;33;58;34;30;61;41;15;40;51;8;36;3;57;24;21;16;4;56;43;63;45;9;37;6;35;2;42;7;44;27;49;25;12;272
12;272;50;54;20;19;32;55;47;23;29;53;31;48;17;10;60;64;28;12;1;22;39;38;5;59;14;18;62;26;11;52;13;46;33;58;34;30;61;41;15;40;51;8;36;3;57;24;21;16;4;56;43;63;45;9;37;6;35;2;42;7;44;27;49;25
50;54;20;19;32;55;47;23;29;53;31;48;17;10;60;64;28;12;1;22;39;38;5;59;14;24;62;26;11;52;13;46;33;58;34;30;61;41;15;40;51;8;36;3;57;18;21;16;4;56;43;63;45;9;37;6;35;2;42;7;44;27;49;25;12;276
12;276;50;54;20;19;32;55;47;23;29;53;31;48;17;10;60;64;28;12;1;22;39;38;5;59;14;24;62;26;11;52;13;46;33;58;34;30;61;41;15;40;51;8;36;3;57;18;21;16;4;56;43;63;45;9;37;6;35;2;42;7;44;27;49;25
50;54;20;19;32;55;6;23;29;53;31;48;17;10;60;64;28;12;1;22;39;38;5;59;14;24;62;26;11;52;13;46;33;58;34;30;61;41;15;40;51;8;36;3;57;18;21;16;4;56;43;63;45;9;37;47;35;2;42;7;44;27;49;25;12;276
12;276;50;54;20;19;32;55;6;23;29;53;31;48;17;10;60;64;28;12;1;22;39;38;5;59;14;24;62;26;11;52;13;46;33;58;34;30;61;41;15;40;51;8;36;3;57;18;21;16;4;56;43;63;45;9;37;47;35;2;42;7;44;27;49;25
50;54;20;19;32;55;6;23;29;53;31;48;17;10;60;64;28;12;1;22;39;38;5;59;14;24;62;26;52;11;13;46;33;58;34;30;61;41;15;40;51;8;36;3;57;18;21;16;4;56;43;63;45;9;37;47;35;2;42;7;44;27;49;25;12;280
12;280;50;54;20;19;32;55;6;23;29;53;31;48;17;10;60;64;28;12;1;22;39;38;5;59;14;24;62;26;52;11;13;46;33;58;34;30;61;41;15;40;51;8;36;3;57;18;21;16;4;56;43;63;45;9;37;47;35;2;42;7;44;27;49;25
50;54;20;19;32;55;6;23;29;53;31;48;17;10;60;64;28;12;1;22;61;38;5;59;14;24;62;26;52;11;13;46;33;58;34;30;39;41;15;40;51;8;36;3;57;18;21;16;4;56;43;63;45;9;37;47;35;2;42;7;44;27;49;25;12;280
12;280;50;54;20;19;32;55;6;23;29;53;31;48;17;10;60;64;28;12;1;22;61;38;5;59;14;24;62;26;52;11;13;46;33;58;34;30;39;41;15;40;51;8;36;3;57;18;21;16;4;56;43;63;45;9;37;47;35;2;42;7;44;27;49;25
50;47;20;19;32;55;6;23;29;53;31;48;17;10;60;64;28;12;1;22;61;38;5;59;14;24;62;26;52;11;13;46;33;58;34;30;39;41;15;40;51;8;36;3;57;18;21;16;4;56;43;63;45;9;37;54;35;2;42;7;44;27;49;25;12;280
12;280;50;47;20;19;32;55;6;23;29;53;31;48;17;10;60;64;28;12;1;22;61;38;5;59;14;24;62;26;52;11;13;46;33;58;34;30;39;41;15;40;51;8;36;3;57;18;21;16;4;56;43;63;45;9;37;54;35;2;42;7;44;27;49;25
50;47;20;19;32;55;6;23;29;53;31;48;17;10;60;64;28;12;1;22;61;38;5;59;14;24;62;26;52;11;13;46;33;58;34;30;39;41;15;40;51;8;36;3;57;18;21;35;4;56;43;63;45;9;37;54;16;2;42;7;44;27;49;25;12;280
13;280;50;47;20;19;32;55;6;23;29;53;31;48;17;10;60;64;28;12;1;22;61;38;5;59;14;24;62;26;52;11;13;46;33;58;34;30;39;41;15;40;51;8;36;3;57;18;21;35;4;56;43;63;45;9;37;54;16;2;42;7;44;27;49;25
50;47;20;19;32;55;6;23;29;53;31;59;17;10;60;64;28;12;1;22;61;38;5;48;14;24;62;26;52;11;13;46;33;58;34;30;39;41;15;40;51;8;36;3;57;18;21;35;4;56;43;63;45;9;37;54;16;2;42;7;44;27;49;25;13;280
13;280;50;47;20;19;32;55;6;23;29;53;31;59;17;10;60;64;28;12;1;22;61;38;5;48;14;24;62;26;52;11;13;46;33;58;34;30;39;41;15;40;51;8;36;3;57;18;21;35;4;56;43;63;45;9;37;54;16;2;42;7;44;27;49;25
50;47;20;19;32;55;6;23;29;53;31;59;17;10;60;64;61;12;1;22;28;38;5;48;14;24;62;26;52;11;13;46;33;58;34;30;39;41;15;40;51;8;36;3;57;18;21;35;4;56;43;63;45;9;37;54;16;2;42;7;44;27;49;25;13;280
