"X1";"X264";"X6";"X64";"X54";"X1.1";"X50";"X45";"X38";"X52";"X51";"X4";"X19";"X18";"X59";"X2";"X31";"X56";"X63";"X57";"X12";"X17";"X49";"X33";"X30";"X24";"X14";"X27";"X21";"X15";"X53";"X55";"X43";"X29";"X61";"X39";"X13";"X48";"X32";"X58";"X26";"X34";"X62";"X25";"X7";"X36";"X41";"X47";"X9";"X40";"X42";"X11";"X23";"X60";"X5";"X16";"X44";"X28";"X10";"X46";"X35";"X37";"X3";"X8";"X22";"X20"
16;290;43;33;16;28;9;32;36;8;47;31;38;3;24;7;55;21;35;45;1;58;53;52;27;34;44;60;6;17;39;10;56;40;57;19;4;12;49;41;59;18;50;2;63;22;5;54;48;23;30;62;20;14;29;25;42;51;61;26;37;11;64;13;15;46
25;33;16;28;9;32;36;8;47;31;38;3;24;7;55;21;35;45;1;58;53;52;27;34;44;60;6;17;39;10;56;40;57;19;4;12;49;41;59;18;50;2;63;22;5;54;48;23;30;62;20;14;29;43;42;51;61;26;37;11;64;13;15;46;16;290
16;290;25;33;16;28;9;32;36;8;47;31;38;3;24;7;55;21;35;45;1;58;53;52;27;34;44;60;6;17;39;10;56;40;57;19;4;12;49;41;59;18;50;2;63;22;5;54;48;23;30;62;20;14;29;43;42;51;61;26;37;11;64;13;15;46
25;33;16;28;9;32;36;8;47;31;38;3;24;7;55;21;35;45;1;58;53;52;27;34;44;60;6;17;39;10;56;40;57;19;4;12;49;41;59;64;50;2;63;22;5;54;48;23;30;62;20;14;29;43;42;51;61;26;37;11;18;13;15;46;16;290
16;290;25;33;16;28;9;32;36;8;47;31;38;3;24;7;55;21;35;45;1;58;53;52;27;34;44;60;6;17;39;10;56;40;57;19;4;12;49;41;59;64;50;2;63;22;5;54;48;23;30;62;20;14;29;43;42;51;61;26;37;11;18;13;15;46
25;33;16;28;9;32;36;8;47;31;38;54;24;7;55;21;35;45;1;58;53;52;27;34;44;60;6;17;39;10;56;40;57;19;4;12;49;41;59;64;50;2;63;22;5;3;48;23;30;62;20;14;29;43;42;51;61;26;37;11;18;13;15;46;16;286
16;286;25;33;16;28;9;32;36;8;47;31;38;54;24;7;55;21;35;45;1;58;53;52;27;34;44;60;6;17;39;10;56;40;57;19;4;12;49;41;59;64;50;2;63;22;5;3;48;23;30;62;20;14;29;43;42;51;61;26;37;11;18;13;15;46
25;33;16;28;9;32;36;8;47;31;38;54;24;7;55;21;35;45;1;58;53;52;27;43;44;60;6;17;39;10;56;40;57;19;4;12;49;41;59;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;42;51;61;26;37;11;18;13;15;46;16;286
16;286;25;33;16;28;9;32;36;8;47;31;38;54;24;7;55;21;35;45;1;58;53;52;27;43;44;60;6;17;39;10;56;40;57;19;4;12;49;41;59;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;42;51;61;26;37;11;18;13;15;46
25;6;16;28;9;32;36;8;47;31;38;54;24;7;55;21;35;45;1;58;53;52;27;43;44;60;33;17;39;10;56;40;57;19;4;12;49;41;59;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;42;51;61;26;37;11;18;13;15;46;16;266
16;266;25;6;16;28;9;32;36;8;47;31;38;54;24;7;55;21;35;45;1;58;53;52;27;43;44;60;33;17;39;10;56;40;57;19;4;12;49;41;59;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;42;51;61;26;37;11;18;13;15;46
25;6;16;28;9;32;36;8;47;31;38;54;24;7;55;21;35;45;1;58;53;52;27;43;44;59;33;17;39;10;56;40;57;19;4;12;49;41;60;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;42;51;61;26;37;11;18;13;15;46;16;272
17;272;25;6;16;28;9;32;36;8;47;31;38;54;24;7;55;21;35;45;1;58;53;52;27;43;44;59;33;17;39;10;56;40;57;19;4;12;49;41;60;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;42;51;61;26;37;11;18;13;15;46
25;6;16;28;9;32;36;8;47;31;38;54;24;7;55;21;35;45;42;58;53;52;27;43;44;59;33;17;39;10;56;40;57;19;4;12;49;41;60;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;1;51;61;26;37;11;18;13;15;46;17;292
17;292;25;6;16;28;9;32;36;8;47;31;38;54;24;7;55;21;35;45;42;58;53;52;27;43;44;59;33;17;39;10;56;40;57;19;4;12;49;41;60;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;1;51;61;26;37;11;18;13;15;46
25;6;16;57;9;32;36;8;47;31;38;54;24;7;55;21;35;45;42;58;53;52;27;43;44;59;33;17;39;10;56;40;28;19;4;12;49;41;60;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;1;51;61;26;37;11;18;13;15;46;17;286
17;286;25;6;16;57;9;32;36;8;47;31;38;54;24;7;55;21;35;45;42;58;53;52;27;43;44;59;33;17;39;10;56;40;28;19;4;12;49;41;60;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;1;51;61;26;37;11;18;13;15;46
25;6;16;57;9;32;36;8;47;31;38;54;24;7;55;21;35;45;42;58;53;52;27;43;44;59;33;17;39;10;56;40;46;19;4;12;49;41;60;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;1;51;61;26;37;11;18;13;15;28;17;290
17;290;25;6;16;57;9;32;36;8;47;31;38;54;24;7;55;21;35;45;42;58;53;52;27;43;44;59;33;17;39;10;56;40;46;19;4;12;49;41;60;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;1;51;61;26;37;11;18;13;15;28
25;6;16;57;9;49;36;8;47;31;38;54;24;7;55;21;35;45;42;58;53;52;27;43;44;59;33;17;39;10;56;40;46;19;4;12;32;41;60;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;1;51;61;26;37;11;18;13;15;28;17;290
17;290;25;6;16;57;9;49;36;8;47;31;38;54;24;7;55;21;35;45;42;58;53;52;27;43;44;59;33;17;39;10;56;40;46;19;4;12;32;41;60;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;1;51;61;26;37;11;18;13;15;28
25;6;16;57;9;49;36;8;47;31;19;54;24;7;55;21;35;45;42;58;53;52;27;43;44;59;33;17;39;10;56;40;46;38;4;12;32;41;60;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;1;51;61;26;37;11;18;13;15;28;17;278
17;278;25;6;16;57;9;49;36;8;47;31;19;54;24;7;55;21;35;45;42;58;53;52;27;43;44;59;33;17;39;10;56;40;46;38;4;12;32;41;60;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;1;51;61;26;37;11;18;13;15;28
25;6;16;57;9;49;36;8;47;31;19;54;24;7;55;21;18;45;42;58;53;52;27;43;44;59;33;17;39;10;56;40;46;38;4;12;32;41;60;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;1;51;61;26;37;11;35;13;15;28;17;278
17;278;25;6;16;57;9;49;36;8;47;31;19;54;24;7;55;21;18;45;42;58;53;52;27;43;44;59;33;17;39;10;56;40;46;38;4;12;32;41;60;64;50;2;63;22;5;3;48;23;30;62;20;14;29;34;1;51;61;26;37;11;35;13;15;28
25;6;16;57;9;49;36;8;47;31;19;54;24;7;55;21;18;45;42;58;53;52;27;43;44;59;33;17;39;10;56;40;46;38;4;12;32;41;60;64;50;34;63;22;5;3;48;23;30;62;20;14;29;2;1;51;61;26;37;11;35;13;15;28;17;278
17;278;25;6;16;57;9;49;36;8;47;31;19;54;24;7;55;21;18;45;42;58;53;52;27;43;44;59;33;17;39;10;56;40;46;38;4;12;32;41;60;64;50;34;63;22;5;3;48;23;30;62;20;14;29;2;1;51;61;26;37;11;35;13;15;28
25;6;16;57;9;49;36;8;47;31;19;54;24;7;55;21;18;45;42;58;53;52;27;43;44;59;33;17;39;10;56;40;46;38;4;12;32;41;60;64;26;34;63;22;5;3;48;23;30;62;20;14;29;2;1;51;61;50;37;11;35;13;15;28;17;278
17;278;25;6;16;57;9;49;36;8;47;31;19;54;24;7;55;21;18;45;42;58;53;52;27;43;44;59;33;17;39;10;56;40;46;38;4;12;32;41;60;64;26;34;63;22;5;3;48;23;30;62;20;14;29;2;1;51;61;50;37;11;35;13;15;28
25;6;16;57;9;49;36;8;47;31;19;54;24;7;55;21;18;45;42;58;53;52;27;43;44;59;33;17;39;1;56;40;46;38;4;12;32;41;60;64;26;34;63;22;5;3;48;23;30;62;20;14;29;2;10;51;61;50;37;11;35;13;15;28;17;278
17;278;25;6;16;57;9;49;36;8;47;31;19;54;24;7;55;21;18;45;42;58;53;52;27;43;44;59;33;17;39;1;56;40;46;38;4;12;32;41;60;64;26;34;63;22;5;3;48;23;30;62;20;14;29;2;10;51;61;50;37;11;35;13;15;28
26;6;16;57;9;49;36;8;47;31;19;54;24;7;55;21;18;45;42;58;53;52;27;43;44;59;33;17;39;1;56;40;46;38;4;12;32;41;60;64;25;34;63;22;5;3;48;23;30;62;20;14;29;2;10;51;61;50;37;11;35;13;15;28;17;278
17;278;26;6;16;57;9;49;36;8;47;31;19;54;24;7;55;21;18;45;42;58;53;52;27;43;44;59;33;17;39;1;56;40;46;38;4;12;32;41;60;64;25;34;63;22;5;3;48;23;30;62;20;14;29;2;10;51;61;50;37;11;35;13;15;28
26;6;16;57;9;49;36;8;47;31;19;54;24;7;55;21;18;45;42;58;53;52;27;43;44;59;33;17;39;1;56;40;46;38;4;12;50;41;60;64;25;34;63;22;5;3;48;23;30;62;20;14;29;2;10;51;61;32;37;11;35;13;15;28;17;278
17;278;26;6;16;57;9;49;36;8;47;31;19;54;24;7;55;21;18;45;42;58;53;52;27;43;44;59;33;17;39;1;56;40;46;38;4;12;50;41;60;64;25;34;63;22;5;3;48;23;30;62;20;14;29;2;10;51;61;32;37;11;35;13;15;28
26;6;16;57;9;49;36;8;47;31;19;54;24;7;55;21;18;45;42;58;53;52;27;43;44;59;33;17;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;62;20;14;29;2;10;51;61;32;37;11;35;13;15;4;17;278
17;278;26;6;16;57;9;49;36;8;47;31;19;54;24;7;55;21;18;45;42;58;53;52;27;43;44;59;33;17;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;62;20;14;29;2;10;51;61;32;37;11;35;13;15;4
26;6;16;57;9;49;36;8;47;31;19;54;24;7;52;21;18;45;42;58;53;55;27;43;44;59;33;17;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;62;20;14;29;2;10;51;61;32;37;11;35;13;15;4;17;274
17;274;26;6;16;57;9;49;36;8;47;31;19;54;24;7;52;21;18;45;42;58;53;55;27;43;44;59;33;17;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;62;20;14;29;2;10;51;61;32;37;11;35;13;15;4
26;6;16;57;9;31;36;8;47;49;19;54;24;7;52;21;18;45;42;58;53;55;27;43;44;59;33;17;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;62;20;14;29;2;10;51;61;32;37;11;35;13;15;4;17;266
17;266;26;6;16;57;9;31;36;8;47;49;19;54;24;7;52;21;18;45;42;58;53;55;27;43;44;59;33;17;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;62;20;14;29;2;10;51;61;32;37;11;35;13;15;4
26;6;16;57;9;31;36;8;47;49;19;54;24;7;52;21;18;45;42;58;53;55;27;43;13;59;33;17;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;62;20;14;29;2;10;51;61;32;37;11;35;44;15;4;17;266
17;266;26;6;16;57;9;31;36;8;47;49;19;54;24;7;52;21;18;45;42;58;53;55;27;43;13;59;33;17;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;62;20;14;29;2;10;51;61;32;37;11;35;44;15;4
26;6;16;57;9;31;36;8;47;62;19;54;24;7;52;21;18;45;42;58;53;55;27;43;13;59;33;17;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;49;20;14;29;2;10;51;61;32;37;11;35;44;15;4;17;278
17;278;26;6;16;57;9;31;36;8;47;62;19;54;24;7;52;21;18;45;42;58;53;55;27;43;13;59;33;17;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;49;20;14;29;2;10;51;61;32;37;11;35;44;15;4
26;6;16;57;9;31;36;8;47;62;20;54;24;7;52;21;18;45;42;58;53;55;27;43;13;59;33;17;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;49;19;14;29;2;10;51;61;32;37;11;35;44;15;4;17;270
17;270;26;6;16;57;9;31;36;8;47;62;20;54;24;7;52;21;18;45;42;58;53;55;27;43;13;59;33;17;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;49;19;14;29;2;10;51;61;32;37;11;35;44;15;4
26;6;16;57;9;17;36;8;47;62;20;54;24;7;52;21;18;45;42;58;53;55;27;43;13;59;33;31;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;49;19;14;29;2;10;51;61;32;37;11;35;44;15;4;17;258
17;258;26;6;16;57;9;17;36;8;47;62;20;54;24;7;52;21;18;45;42;58;53;55;27;43;13;59;33;31;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;49;19;14;29;2;10;51;61;32;37;11;35;44;15;4
26;6;16;57;9;17;36;8;47;62;20;49;24;7;52;21;18;45;42;58;53;55;27;43;13;59;33;31;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;37;11;35;44;15;4;17;258
17;258;26;6;16;57;9;17;36;8;47;62;20;49;24;7;52;21;18;45;42;58;53;55;27;43;13;59;33;31;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;37;11;35;44;15;4
26;6;16;57;9;17;36;8;47;62;20;49;24;7;52;21;18;4;42;58;53;55;27;43;13;59;33;31;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;37;11;35;44;15;45;17;258
18;258;26;6;16;57;9;17;36;8;47;62;20;49;24;7;52;21;18;4;42;58;53;55;27;43;13;59;33;31;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;37;11;35;44;15;45
26;6;59;57;9;17;36;8;47;62;20;49;24;7;52;21;18;4;42;58;53;55;27;43;13;16;33;31;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;37;11;35;44;15;45;18;258
18;258;26;6;59;57;9;17;36;8;47;62;20;49;24;7;52;21;18;4;42;58;53;55;27;43;13;16;33;31;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;37;11;35;44;15;45
26;6;59;57;9;17;36;8;47;62;20;37;24;7;52;21;18;4;42;58;53;55;27;43;13;16;33;31;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;49;11;35;44;15;45;18;258
18;258;26;6;59;57;9;17;36;8;47;62;20;37;24;7;52;21;18;4;42;58;53;55;27;43;13;16;33;31;39;1;56;40;46;38;28;12;50;41;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;49;11;35;44;15;45
26;6;59;57;9;17;41;8;47;62;20;37;24;7;52;21;18;4;42;58;53;55;27;43;13;16;33;31;39;1;56;40;46;38;28;12;50;36;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;49;11;35;44;15;45;18;258
18;258;26;6;59;57;9;17;41;8;47;62;20;37;24;7;52;21;18;4;42;58;53;55;27;43;13;16;33;31;39;1;56;40;46;38;28;12;50;36;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;49;11;35;44;15;45
26;6;59;57;9;17;41;8;43;62;20;37;24;7;52;21;18;4;42;58;53;55;27;47;13;16;33;31;39;1;56;40;46;38;28;12;50;36;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;49;11;35;44;15;45;18;258
18;258;26;6;59;57;9;17;41;8;43;62;20;37;24;7;52;21;18;4;42;58;53;55;27;47;13;16;33;31;39;1;56;40;46;38;28;12;50;36;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;49;11;35;44;15;45
26;6;59;57;9;17;41;8;1;62;20;37;24;7;52;21;18;4;42;58;53;55;27;47;13;16;33;31;39;43;56;40;46;38;28;12;50;36;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;49;11;35;44;15;45;18;250
18;250;26;6;59;57;9;17;41;8;1;62;20;37;24;7;52;21;18;4;42;58;53;55;27;47;13;16;33;31;39;43;56;40;46;38;28;12;50;36;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;49;11;35;44;15;45
21;6;59;57;9;17;41;8;1;62;20;37;24;7;52;26;18;4;42;58;53;55;27;47;13;16;33;31;39;43;56;40;46;38;28;12;50;36;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;49;11;35;44;15;45;18;250
18;250;21;6;59;57;9;17;41;8;1;62;20;37;24;7;52;26;18;4;42;58;53;55;27;47;13;16;33;31;39;43;56;40;46;38;28;12;50;36;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;49;11;35;44;15;45
21;6;59;27;9;17;41;8;1;62;20;37;24;7;52;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;56;40;46;38;28;12;50;36;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;49;11;35;44;15;45;18;258
18;258;21;6;59;27;9;17;41;8;1;62;20;37;24;7;52;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;56;40;46;38;28;12;50;36;60;64;25;34;63;22;5;3;48;23;30;54;19;14;29;2;10;51;61;32;49;11;35;44;15;45
21;6;59;27;9;17;41;8;1;62;20;37;24;7;52;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;56;40;46;38;28;12;50;36;60;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;30;51;61;32;49;11;35;44;15;45;18;258
18;258;21;6;59;27;9;17;41;8;1;62;20;37;24;7;52;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;56;40;46;38;28;12;50;36;60;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;30;51;61;32;49;11;35;44;15;45
21;6;59;27;9;17;41;8;1;62;20;37;24;7;52;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;56;40;38;46;28;12;50;36;60;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;30;51;61;32;49;11;35;44;15;45;18;260
18;260;21;6;59;27;9;17;41;8;1;62;20;37;24;7;52;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;56;40;38;46;28;12;50;36;60;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;30;51;61;32;49;11;35;44;15;45
21;6;59;27;9;17;41;8;1;62;20;37;24;7;52;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;15;40;38;46;28;12;50;36;60;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;30;51;61;32;49;11;35;44;56;45;18;260
18;260;21;6;59;27;9;17;41;8;1;62;20;37;24;7;52;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;15;40;38;46;28;12;50;36;60;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;30;51;61;32;49;11;35;44;56;45
21;6;59;27;9;60;41;8;1;62;20;37;24;7;52;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;15;40;38;46;28;12;50;36;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;30;51;61;32;49;11;35;44;56;45;18;252
18;252;21;6;59;27;9;60;41;8;1;62;20;37;24;7;52;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;15;40;38;46;28;12;50;36;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;30;51;61;32;49;11;35;44;56;45
21;6;59;27;9;60;41;8;1;62;20;37;24;7;32;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;15;40;38;46;28;12;50;36;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;30;51;61;52;49;11;35;44;56;45;18;258
18;258;21;6;59;27;9;60;41;8;1;62;20;37;24;7;32;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;15;40;38;46;28;12;50;36;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;30;51;61;52;49;11;35;44;56;45
21;6;59;27;9;60;41;8;1;62;20;37;24;7;32;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;15;40;11;46;28;12;50;36;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;30;51;61;52;49;38;35;44;56;45;18;252
18;252;21;6;59;27;9;60;41;8;1;62;20;37;24;7;32;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;15;40;11;46;28;12;50;36;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;30;51;61;52;49;38;35;44;56;45
21;6;59;27;9;60;41;8;1;62;20;37;24;7;32;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;15;40;11;46;28;12;50;36;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;56;51;61;52;49;38;35;44;30;45;18;252
18;252;21;6;59;27;9;60;41;8;1;62;20;37;24;7;32;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;15;40;11;46;28;12;50;36;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;56;51;61;52;49;38;35;44;30;45
21;6;59;27;9;60;41;8;1;62;20;52;24;7;32;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;15;40;11;46;28;12;50;36;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;56;51;61;37;49;38;35;44;30;45;18;252
18;252;21;6;59;27;9;60;41;8;1;62;20;52;24;7;32;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;15;40;11;46;28;12;50;36;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;56;51;61;37;49;38;35;44;30;45
21;6;59;15;9;60;41;8;1;62;20;52;24;7;32;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;27;40;11;46;28;12;50;36;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;56;51;61;37;49;38;35;44;30;45;18;256
18;256;21;6;59;15;9;60;41;8;1;62;20;52;24;7;32;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;27;40;11;46;28;12;50;36;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;56;51;61;37;49;38;35;44;30;45
21;6;59;15;9;60;41;8;1;62;20;52;24;7;32;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;27;40;36;46;28;12;50;11;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;56;51;61;37;49;38;35;44;30;45;18;258
18;258;21;6;59;15;9;60;41;8;1;62;20;52;24;7;32;26;18;4;42;58;53;55;57;47;13;16;33;31;39;43;27;40;36;46;28;12;50;11;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;56;51;61;37;49;38;35;44;30;45
21;47;59;15;9;60;41;8;1;62;20;52;24;7;32;26;18;4;42;58;53;55;57;6;13;16;33;31;39;43;27;40;36;46;28;12;50;11;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;56;51;61;37;49;38;35;44;30;45;18;258
18;258;21;47;59;15;9;60;41;8;1;62;20;52;24;7;32;26;18;4;42;58;53;55;57;6;13;16;33;31;39;43;27;40;36;46;28;12;50;11;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;56;51;61;37;49;38;35;44;30;45
21;47;59;22;9;60;41;8;1;62;20;52;24;7;32;26;18;4;42;58;53;55;57;6;13;16;33;31;39;43;27;40;36;46;28;12;50;11;17;64;25;34;63;15;5;3;48;23;10;54;19;14;29;2;56;51;61;37;49;38;35;44;30;45;18;266
18;258;21;47;59;15;9;60;41;8;1;62;20;52;24;7;32;26;18;4;42;58;53;55;57;6;13;16;33;31;39;43;27;40;36;46;28;12;50;11;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;56;51;61;37;49;38;35;44;30;45
21;47;59;15;9;30;41;8;1;62;20;52;24;7;32;26;18;4;42;58;53;55;57;6;13;16;33;31;39;43;27;40;36;46;28;12;50;11;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;56;51;61;37;49;38;35;44;60;45;18;250
19;250;21;47;59;15;9;30;41;8;1;62;20;52;24;7;32;26;18;4;42;58;53;55;57;6;13;16;33;31;39;43;27;40;36;46;28;12;50;11;17;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;56;51;61;37;49;38;35;44;60;45
21;47;59;15;9;30;41;8;17;62;20;52;24;7;32;26;18;4;42;58;53;55;57;6;13;16;33;31;39;43;27;40;36;46;28;12;50;11;1;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;56;51;61;37;49;38;35;44;60;45;19;244
19;244;21;47;59;15;9;30;41;8;17;62;20;52;24;7;32;26;18;4;42;58;53;55;57;6;13;16;33;31;39;43;27;40;36;46;28;12;50;11;1;64;25;34;63;22;5;3;48;23;10;54;19;14;29;2;56;51;61;37;49;38;35;44;60;45
21;47;59;15;9;30;41;8;17;62;20;52;24;7;32;19;18;4;42;58;53;55;57;6;13;16;33;31;39;43;27;40;36;46;28;12;50;11;1;64;25;34;63;22;5;3;48;23;10;54;26;14;29;2;56;51;61;37;49;38;35;44;60;45;19;244
19;244;21;47;59;15;9;30;41;8;17;62;20;52;24;7;32;19;18;4;42;58;53;55;57;6;13;16;33;31;39;43;27;40;36;46;28;12;50;11;1;64;25;34;63;22;5;3;48;23;10;54;26;14;29;2;56;51;61;37;49;38;35;44;60;45
21;47;59;15;9;30;41;8;17;62;19;52;24;7;32;20;18;4;42;58;53;55;57;6;13;16;33;31;39;43;27;40;36;46;28;12;50;11;1;64;25;34;63;22;5;3;48;23;10;54;26;14;29;2;56;51;61;37;49;38;35;44;60;45;19;256
19;256;21;47;59;15;9;30;41;8;17;62;19;52;24;7;32;20;18;4;42;58;53;55;57;6;13;16;33;31;39;43;27;40;36;46;28;12;50;11;1;64;25;34;63;22;5;3;48;23;10;54;26;14;29;2;56;51;61;37;49;38;35;44;60;45
21;47;59;15;9;30;41;8;17;62;53;52;24;7;32;20;18;4;42;58;19;55;57;6;13;16;33;31;39;43;27;40;36;46;28;12;50;11;1;64;25;34;63;22;5;3;48;23;10;54;26;14;29;2;56;51;61;37;49;38;35;44;60;45;19;256
19;256;21;47;59;15;9;30;41;8;17;62;53;52;24;7;32;20;18;4;42;58;19;55;57;6;13;16;33;31;39;43;27;40;36;46;28;12;50;11;1;64;25;34;63;22;5;3;48;23;10;54;26;14;29;2;56;51;61;37;49;38;35;44;60;45
21;47;52;15;9;30;41;8;17;62;53;59;24;7;32;20;18;4;42;58;19;55;57;6;13;16;33;31;39;43;27;40;36;46;28;12;50;11;1;64;25;34;63;22;5;3;48;23;10;54;26;14;29;2;56;51;61;37;49;38;35;44;60;45;19;260
19;260;21;47;52;15;9;30;41;8;17;62;53;59;24;7;32;20;18;4;42;58;19;55;57;6;13;16;33;31;39;43;27;40;36;46;28;12;50;11;1;64;25;34;63;22;5;3;48;23;10;54;26;14;29;2;56;51;61;37;49;38;35;44;60;45
21;47;52;15;9;30;41;8;17;62;53;59;24;7;32;20;18;4;42;58;19;55;57;6;13;16;33;31;39;43;27;40;5;46;28;12;50;11;1;64;25;34;63;22;36;3;48;23;10;54;26;14;29;2;56;51;61;37;49;38;35;44;60;45;19;264
