"X1";"X6049645";"X14";"X5";"X22";"X12";"X6";"X24";"X18";"X3";"X13";"X21";"X15";"X20";"X8";"X17";"X10";"X19";"X7";"X25";"X23";"X9";"X16";"X11";"X26";"X4";"X2";"X1.1"
19;4;6;13;20;7;17;1;16;23;2;22;25;18;9;5;10;3;15;26;12;14;24;21;11;8;18;5934209
18;5934209;19;4;6;13;20;7;17;1;16;23;2;22;25;18;9;5;10;3;15;26;12;14;24;21;11;8
19;4;18;13;20;7;17;1;16;23;2;22;25;6;9;5;10;3;15;26;12;14;24;21;11;8;18;5940735
18;5940735;19;4;18;13;20;7;17;1;16;23;2;22;25;6;9;5;10;3;15;26;12;14;24;21;11;8
19;4;18;13;20;7;17;1;16;23;2;22;25;6;9;5;10;3;15;26;12;21;24;14;11;8;18;5946501
18;5946501;19;4;18;13;20;7;17;1;16;23;2;22;25;6;9;5;10;3;15;26;12;21;24;14;11;8
19;4;18;13;20;7;17;10;16;23;2;22;25;6;9;5;1;3;15;26;12;21;24;14;11;8;18;5932798
18;5932798;19;4;18;13;20;7;17;10;16;23;2;22;25;6;9;5;1;3;15;26;12;21;24;14;11;8
19;4;21;13;20;7;17;10;16;23;2;22;25;6;9;5;1;3;15;26;12;18;24;14;11;8;18;5928465
19;5928465;19;4;21;13;20;7;17;10;16;23;2;22;25;6;9;5;1;3;15;26;12;18;24;14;11;8
19;4;21;13;20;25;17;10;16;23;2;22;7;6;9;5;1;3;15;26;12;18;24;14;11;8;19;5894883
19;5894883;19;4;21;13;20;25;17;10;16;23;2;22;7;6;9;5;1;3;15;26;12;18;24;14;11;8
19;17;21;13;20;25;4;10;16;23;2;22;7;6;9;5;1;3;15;26;12;18;24;14;11;8;19;5913968
19;5913968;19;17;21;13;20;25;4;10;16;23;2;22;7;6;9;5;1;3;15;26;12;18;24;14;11;8
19;17;21;13;20;25;4;10;16;23;2;22;7;6;9;5;1;3;26;15;12;18;24;14;11;8;19;5981863
19;5981863;19;17;21;13;20;25;4;10;16;23;2;22;7;6;9;5;1;3;26;15;12;18;24;14;11;8
19;17;21;13;20;25;4;10;16;23;2;22;9;6;7;5;1;3;26;15;12;18;24;14;11;8;19;5948540
19;5948540;19;17;21;13;20;25;4;10;16;23;2;22;9;6;7;5;1;3;26;15;12;18;24;14;11;8
19;17;24;13;20;25;4;10;16;23;2;22;9;6;7;5;1;3;26;15;12;18;21;14;11;8;19;5953906
19;5953906;19;17;24;13;20;25;4;10;16;23;2;22;9;6;7;5;1;3;26;15;12;18;21;14;11;8
19;11;24;13;20;25;4;10;16;23;2;22;9;6;7;5;1;3;26;15;12;18;21;14;17;8;19;5964322
19;5964322;19;11;24;13;20;25;4;10;16;23;2;22;9;6;7;5;1;3;26;15;12;18;21;14;17;8
19;11;24;13;20;25;18;10;16;23;2;22;9;6;7;5;1;3;26;15;12;4;21;14;17;8;19;5992775
19;5992775;19;11;24;13;20;25;18;10;16;23;2;22;9;6;7;5;1;3;26;15;12;4;21;14;17;8
19;1;24;13;20;25;18;10;16;23;2;22;9;6;7;5;11;3;26;15;12;4;21;14;17;8;19;6086310
19;6086310;19;1;24;13;20;25;18;10;16;23;2;22;9;6;7;5;11;3;26;15;12;4;21;14;17;8
19;1;24;13;20;25;18;10;12;23;2;22;9;6;7;5;11;3;26;15;16;4;21;14;17;8;19;6046347
19;6046347;19;1;24;13;20;25;18;10;12;23;2;22;9;6;7;5;11;3;26;15;16;4;21;14;17;8
19;1;24;13;20;25;18;21;12;23;2;22;9;6;7;5;11;3;26;15;16;4;10;14;17;8;19;5984470
19;5984470;19;1;24;13;20;25;18;21;12;23;2;22;9;6;7;5;11;3;26;15;16;4;10;14;17;8
19;1;24;13;20;25;18;21;12;23;2;22;15;6;7;5;11;3;26;9;16;4;10;14;17;8;19;6034040
19;6034040;19;1;24;13;20;25;18;21;12;23;2;22;15;6;7;5;11;3;26;9;16;4;10;14;17;8
19;24;1;13;20;25;18;21;12;23;2;22;15;6;7;5;11;3;26;9;16;4;10;14;17;8;19;6040665
19;6040665;19;24;1;13;20;25;18;21;12;23;2;22;15;6;7;5;11;3;26;9;16;4;10;14;17;8
13;24;1;19;20;25;18;21;12;23;2;22;15;6;7;5;11;3;26;9;16;4;10;14;17;8;19;6034400
19;6034400;13;24;1;19;20;25;18;21;12;23;2;22;15;6;7;5;11;3;26;9;16;4;10;14;17;8
13;24;1;10;20;25;18;21;12;23;2;22;15;6;7;5;11;3;26;9;16;4;19;14;17;8;19;6073297
19;6073297;13;24;1;10;20;25;18;21;12;23;2;22;15;6;7;5;11;3;26;9;16;4;19;14;17;8
13;24;1;10;20;25;18;21;12;23;2;4;15;6;7;5;11;3;26;9;16;22;19;14;17;8;19;6035109
19;6035109;13;24;1;10;20;25;18;21;12;23;2;4;15;6;7;5;11;3;26;9;16;22;19;14;17;8
13;24;1;22;20;25;18;21;12;23;2;4;15;6;7;5;11;3;26;9;16;10;19;14;17;8;19;6030633
19;6030633;13;24;1;22;20;25;18;21;12;23;2;4;15;6;7;5;11;3;26;9;16;10;19;14;17;8
13;11;1;22;20;25;18;21;12;23;2;4;15;6;7;5;24;3;26;9;16;10;19;14;17;8;19;6031736
19;6031736;13;11;1;22;20;25;18;21;12;23;2;4;15;6;7;5;24;3;26;9;16;10;19;14;17;8
13;11;1;22;20;25;6;21;12;23;2;4;15;18;7;5;24;3;26;9;16;10;19;14;17;8;19;5967504
19;5967504;13;11;1;22;20;25;6;21;12;23;2;4;15;18;7;5;24;3;26;9;16;10;19;14;17;8
13;11;1;22;20;25;6;21;12;7;2;4;15;18;23;5;24;3;26;9;16;10;19;14;17;8;19;5964470
19;5964470;13;11;1;22;20;25;6;21;12;7;2;4;15;18;23;5;24;3;26;9;16;10;19;14;17;8
13;11;1;22;20;25;6;21;26;7;2;4;15;18;23;5;24;3;12;9;16;10;19;14;17;8;19;5949725
20;5949725;13;11;1;22;20;25;6;21;26;7;2;4;15;18;23;5;24;3;12;9;16;10;19;14;17;8
13;11;1;23;20;25;6;21;26;7;2;4;15;18;22;5;24;3;12;9;16;10;19;14;17;8;20;5949472
20;5949472;13;11;1;23;20;25;6;21;26;7;2;4;15;18;22;5;24;3;12;9;16;10;19;14;17;8
13;11;1;23;20;25;6;21;19;7;2;4;15;18;22;5;24;3;12;9;16;10;26;14;17;8;20;5870493
20;5870493;13;11;1;23;20;25;6;21;19;7;2;4;15;18;22;5;24;3;12;9;16;10;26;14;17;8
13;11;1;23;20;25;6;12;19;7;2;4;15;18;22;5;24;3;21;9;16;10;26;14;17;8;20;5873066
20;5873066;13;11;1;23;20;25;6;12;19;7;2;4;15;18;22;5;24;3;21;9;16;10;26;14;17;8
13;11;1;23;20;25;22;12;19;7;2;4;15;18;6;5;24;3;21;9;16;10;26;14;17;8;20;5882557
20;5882557;13;11;1;23;20;25;22;12;19;7;2;4;15;18;6;5;24;3;21;9;16;10;26;14;17;8
13;11;1;23;20;25;22;2;19;7;12;4;15;18;6;5;24;3;21;9;16;10;26;14;17;8;20;5901087
20;5901087;13;11;1;23;20;25;22;2;19;7;12;4;15;18;6;5;24;3;21;9;16;10;26;14;17;8
13;11;1;23;20;25;22;2;19;7;12;4;15;18;6;5;24;8;21;9;16;10;26;14;17;3;20;5859656
20;5859656;13;11;1;23;20;25;22;2;19;7;12;4;15;18;6;5;24;8;21;9;16;10;26;14;17;3
13;11;1;23;20;25;22;2;19;7;12;4;15;18;6;9;24;8;21;5;16;10;26;14;17;3;20;5974262
20;5974262;13;11;1;23;20;25;22;2;19;7;12;4;15;18;6;9;24;8;21;5;16;10;26;14;17;3
13;11;10;23;20;25;22;2;19;7;12;4;15;18;6;9;24;8;21;5;16;1;26;14;17;3;20;6000687
20;6000687;13;11;10;23;20;25;22;2;19;7;12;4;15;18;6;9;24;8;21;5;16;1;26;14;17;3
13;11;10;23;20;25;22;2;19;7;12;4;15;18;6;9;24;26;21;5;16;1;8;14;17;3;20;6061841
20;6061841;13;11;10;23;20;25;22;2;19;7;12;4;15;18;6;9;24;26;21;5;16;1;8;14;17;3
13;11;10;23;20;25;22;2;19;7;12;4;15;18;6;9;24;26;21;8;16;1;5;14;17;3;20;6084000
20;6084000;13;11;10;23;20;25;22;2;19;7;12;4;15;18;6;9;24;26;21;8;16;1;5;14;17;3
13;11;12;23;20;25;22;2;19;7;10;4;15;18;6;9;24;26;21;8;16;1;5;14;17;3;20;6135440
20;6135440;13;11;12;23;20;25;22;2;19;7;10;4;15;18;6;9;24;26;21;8;16;1;5;14;17;3
13;11;19;23;20;25;22;2;12;7;10;4;15;18;6;9;24;26;21;8;16;1;5;14;17;3;20;6128326
20;6128326;13;11;19;23;20;25;22;2;12;7;10;4;15;18;6;9;24;26;21;8;16;1;5;14;17;3
7;11;19;23;20;25;22;2;12;13;10;4;15;18;6;9;24;26;21;8;16;1;5;14;17;3;20;6164797
20;6164797;7;11;19;23;20;25;22;2;12;13;10;4;15;18;6;9;24;26;21;8;16;1;5;14;17;3
7;11;19;23;20;25;22;10;12;13;2;4;15;18;6;9;24;26;21;8;16;1;5;14;17;3;20;6184719
20;6184719;7;11;19;23;20;25;22;10;12;13;2;4;15;18;6;9;24;26;21;8;16;1;5;14;17;3
7;11;19;23;20;25;22;10;12;4;2;13;15;18;6;9;24;26;21;8;16;1;5;14;17;3;20;6143002
20;6143002;7;11;19;23;20;25;22;10;12;4;2;13;15;18;6;9;24;26;21;8;16;1;5;14;17;3
7;11;19;23;20;25;22;10;12;4;2;13;24;18;6;9;15;26;21;8;16;1;5;14;17;3;20;6134144
20;6134144;7;11;19;23;20;25;22;10;12;4;2;13;24;18;6;9;15;26;21;8;16;1;5;14;17;3
7;11;19;23;20;25;22;10;12;4;2;18;24;13;6;9;15;26;21;8;16;1;5;14;17;3;20;6087550
20;6087550;7;11;19;23;20;25;22;10;12;4;2;18;24;13;6;9;15;26;21;8;16;1;5;14;17;3
7;25;19;23;20;11;22;10;12;4;2;18;24;13;6;9;15;26;21;8;16;1;5;14;17;3;20;6078358
20;6078358;7;25;19;23;20;11;22;10;12;4;2;18;24;13;6;9;15;26;21;8;16;1;5;14;17;3
7;25;19;23;20;11;22;10;12;4;2;9;24;13;6;18;15;26;21;8;16;1;5;14;17;3;20;6104529
20;6104529;7;25;19;23;20;11;22;10;12;4;2;9;24;13;6;18;15;26;21;8;16;1;5;14;17;3
3;25;19;23;20;11;22;10;12;4;2;9;24;13;6;18;15;26;21;8;16;1;5;14;17;7;20;6158047
21;6158047;3;25;19;23;20;11;22;10;12;4;2;9;24;13;6;18;15;26;21;8;16;1;5;14;17;7
3;25;19;23;20;10;22;11;12;4;2;9;24;13;6;18;15;26;21;8;16;1;5;14;17;7;21;6151890
21;6151890;3;25;19;23;20;10;22;11;12;4;2;9;24;13;6;18;15;26;21;8;16;1;5;14;17;7
25;3;19;23;20;10;22;11;12;4;2;9;24;13;6;18;15;26;21;8;16;1;5;14;17;7;21;6114674
21;6114674;25;3;19;23;20;10;22;11;12;4;2;9;24;13;6;18;15;26;21;8;16;1;5;14;17;7
25;3;19;23;20;10;22;11;12;4;2;7;24;13;6;18;15;26;21;8;16;1;5;14;17;9;21;6091619
21;6091619;25;3;19;23;20;10;22;11;12;4;2;7;24;13;6;18;15;26;21;8;16;1;5;14;17;9
25;3;19;5;20;10;22;11;12;4;2;7;24;13;6;18;15;26;21;8;16;1;23;14;17;9;21;6115232
21;6115232;25;3;19;5;20;10;22;11;12;4;2;7;24;13;6;18;15;26;21;8;16;1;23;14;17;9
25;19;3;5;20;10;22;11;12;4;2;7;24;13;6;18;15;26;21;8;16;1;23;14;17;9;21;6115107
21;6115107;25;19;3;5;20;10;22;11;12;4;2;7;24;13;6;18;15;26;21;8;16;1;23;14;17;9
25;19;3;5;20;10;22;11;12;4;2;7;24;13;6;18;21;26;15;8;16;1;23;14;17;9;21;6100731
21;6100731;25;19;3;5;20;10;22;11;12;4;2;7;24;13;6;18;21;26;15;8;16;1;23;14;17;9
25;10;3;5;20;19;22;11;12;4;2;7;24;13;6;18;21;26;15;8;16;1;23;14;17;9;21;6077523
21;6077523;25;10;3;5;20;19;22;11;12;4;2;7;24;13;6;18;21;26;15;8;16;1;23;14;17;9
25;10;3;5;13;19;22;11;12;4;2;7;24;20;6;18;21;26;15;8;16;1;23;14;17;9;21;6052496
21;6052496;25;10;3;5;13;19;22;11;12;4;2;7;24;20;6;18;21;26;15;8;16;1;23;14;17;9
25;10;3;5;13;19;22;11;12;4;2;14;24;20;6;18;21;26;15;8;16;1;23;7;17;9;21;5919426
21;5919426;25;10;3;5;13;19;22;11;12;4;2;14;24;20;6;18;21;26;15;8;16;1;23;7;17;9
25;10;3;5;13;23;22;11;12;4;2;14;24;20;6;18;21;26;15;8;16;1;19;7;17;9;21;5985494
21;5985494;25;10;3;5;13;23;22;11;12;4;2;14;24;20;6;18;21;26;15;8;16;1;19;7;17;9
14;10;3;5;13;23;22;11;12;4;2;25;24;20;6;18;21;26;15;8;16;1;19;7;17;9;21;6071344
21;6071344;14;10;3;5;13;23;22;11;12;4;2;25;24;20;6;18;21;26;15;8;16;1;19;7;17;9
14;10;3;5;13;23;22;11;17;4;2;25;24;20;6;18;21;26;15;8;16;1;19;7;12;9;21;6071211
21;6071211;14;10;3;5;13;23;22;11;17;4;2;25;24;20;6;18;21;26;15;8;16;1;19;7;12;9
14;10;3;5;13;23;22;11;17;4;2;25;26;20;6;18;21;24;15;8;16;1;19;7;12;9;21;6072462
21;6072462;14;10;3;5;13;23;22;11;17;4;2;25;26;20;6;18;21;24;15;8;16;1;19;7;12;9
14;10;3;5;13;23;22;11;17;4;2;25;26;20;24;18;21;6;15;8;16;1;19;7;12;9;21;6057861
21;6057861;14;10;3;5;13;23;22;11;17;4;2;25;26;20;24;18;21;6;15;8;16;1;19;7;12;9
5;10;3;14;13;23;22;11;17;4;2;25;26;20;24;18;21;6;15;8;16;1;19;7;12;9;21;6034250
21;6034250;5;10;3;14;13;23;22;11;17;4;2;25;26;20;24;18;21;6;15;8;16;1;19;7;12;9
5;10;3;14;13;23;22;1;17;4;2;25;26;20;24;18;21;6;15;8;16;11;19;7;12;9;21;5991042
21;5991042;5;10;3;14;13;23;22;1;17;4;2;25;26;20;24;18;21;6;15;8;16;11;19;7;12;9
5;10;3;21;13;23;22;1;17;4;2;25;26;20;24;18;14;6;15;8;16;11;19;7;12;9;21;5951944
21;5951944;5;10;3;21;13;23;22;1;17;4;2;25;26;20;24;18;14;6;15;8;16;11;19;7;12;9
5;10;3;21;13;23;2;1;17;4;22;25;26;20;24;18;14;6;15;8;16;11;19;7;12;9;21;5952366
21;5952366;5;10;3;21;13;23;2;1;17;4;22;25;26;20;24;18;14;6;15;8;16;11;19;7;12;9
5;10;3;1;13;23;2;21;17;4;22;25;26;20;24;18;14;6;15;8;16;11;19;7;12;9;21;5951584
21;5951584;5;10;3;1;13;23;2;21;17;4;22;25;26;20;24;18;14;6;15;8;16;11;19;7;12;9
5;10;3;1;7;23;2;21;17;4;22;25;26;20;24;18;14;6;15;8;16;11;19;13;12;9;21;5959838
22;5959838;5;10;3;1;7;23;2;21;17;4;22;25;26;20;24;18;14;6;15;8;16;11;19;13;12;9
5;10;3;1;7;23;2;21;17;4;22;25;26;16;24;18;14;6;15;8;20;11;19;13;12;9;22;5998582
22;5998582;5;10;3;1;7;23;2;21;17;4;22;25;26;16;24;18;14;6;15;8;20;11;19;13;12;9
5;10;3;1;7;23;2;21;17;4;12;25;26;16;24;18;14;6;15;8;20;11;19;13;22;9;22;6002453
22;6002453;5;10;3;1;7;23;2;21;17;4;12;25;26;16;24;18;14;6;15;8;20;11;19;13;22;9
5;10;7;1;3;23;2;21;17;4;12;25;26;16;24;18;14;6;15;8;20;11;19;13;22;9;22;6018345
22;6018345;5;10;7;1;3;23;2;21;17;4;12;25;26;16;24;18;14;6;15;8;20;11;19;13;22;9
5;10;7;1;3;23;2;21;17;4;12;25;26;16;24;8;14;6;15;18;20;11;19;13;22;9;22;6090363
22;6018345;5;10;7;1;3;23;2;21;17;4;12;25;26;16;24;18;14;6;15;8;20;11;19;13;22;9
19;10;7;1;3;23;2;21;17;4;12;25;26;16;24;18;14;6;15;8;20;11;5;13;22;9;22;5982080
22;5982080;19;10;7;1;3;23;2;21;17;4;12;25;26;16;24;18;14;6;15;8;20;11;5;13;22;9
19;10;5;1;3;23;2;21;17;4;12;25;26;16;24;18;14;6;15;8;20;11;7;13;22;9;22;5946200
22;5946200;19;10;5;1;3;23;2;21;17;4;12;25;26;16;24;18;14;6;15;8;20;11;7;13;22;9
19;10;5;1;3;23;2;21;25;4;12;17;26;16;24;18;14;6;15;8;20;11;7;13;22;9;22;5945202
22;5945202;19;10;5;1;3;23;2;21;25;4;12;17;26;16;24;18;14;6;15;8;20;11;7;13;22;9
19;10;5;1;3;23;2;21;25;4;12;17;26;16;24;9;14;6;15;8;20;11;7;13;22;18;22;5937502
22;5937502;19;10;5;1;3;23;2;21;25;4;12;17;26;16;24;9;14;6;15;8;20;11;7;13;22;18
19;10;5;1;3;23;2;21;25;4;7;17;26;16;24;9;14;6;15;8;20;11;12;13;22;18;22;5971973
22;5971973;19;10;5;1;3;23;2;21;25;4;7;17;26;16;24;9;14;6;15;8;20;11;12;13;22;18
19;10;5;1;3;23;2;4;25;21;7;17;26;16;24;9;14;6;15;8;20;11;12;13;22;18;22;5964453
22;5964453;19;10;5;1;3;23;2;4;25;21;7;17;26;16;24;9;14;6;15;8;20;11;12;13;22;18
19;10;5;1;3;23;2;8;25;21;7;17;26;16;24;9;14;6;15;4;20;11;12;13;22;18;22;5868519
22;5868519;19;10;5;1;3;23;2;8;25;21;7;17;26;16;24;9;14;6;15;4;20;11;12;13;22;18
19;10;5;1;3;23;2;15;25;21;7;17;26;16;24;9;14;6;8;4;20;11;12;13;22;18;22;5885663
22;5885663;19;10;5;1;3;23;2;15;25;21;7;17;26;16;24;9;14;6;8;4;20;11;12;13;22;18
19;10;5;1;3;23;2;15;25;21;11;17;26;16;24;9;14;6;8;4;20;7;12;13;22;18;22;5925872
22;5925872;19;10;5;1;3;23;2;15;25;21;11;17;26;16;24;9;14;6;8;4;20;7;12;13;22;18
19;10;5;1;3;22;2;15;25;21;11;17;26;16;24;9;14;6;8;4;20;7;12;13;23;18;22;5922567
22;5922567;19;10;5;1;3;22;2;15;25;21;11;17;26;16;24;9;14;6;8;4;20;7;12;13;23;18
19;10;15;1;3;22;2;5;25;21;11;17;26;16;24;9;14;6;8;4;20;7;12;13;23;18;22;5931095
22;5931095;19;10;15;1;3;22;2;5;25;21;11;17;26;16;24;9;14;6;8;4;20;7;12;13;23;18
19;10;15;1;3;22;2;26;25;21;11;17;5;16;24;9;14;6;8;4;20;7;12;13;23;18;22;5789267
22;5789267;19;10;15;1;3;22;2;26;25;21;11;17;5;16;24;9;14;6;8;4;20;7;12;13;23;18
19;10;15;1;3;22;2;26;4;21;11;17;5;16;24;9;14;6;8;25;20;7;12;13;23;18;22;5814678
22;5814678;19;10;15;1;3;22;2;26;4;21;11;17;5;16;24;9;14;6;8;25;20;7;12;13;23;18
19;9;15;1;3;22;2;26;4;21;11;17;5;16;24;10;14;6;8;25;20;7;12;13;23;18;22;5895743
22;5895743;19;9;15;1;3;22;2;26;4;21;11;17;5;16;24;10;14;6;8;25;20;7;12;13;23;18
19;9;15;12;3;22;2;26;4;21;11;17;5;16;24;10;14;6;8;25;20;7;1;13;23;18;22;5884396
22;5884396;19;9;15;12;3;22;2;26;4;21;11;17;5;16;24;10;14;6;8;25;20;7;1;13;23;18
19;9;8;12;3;22;2;26;4;21;11;17;5;16;24;10;14;6;15;25;20;7;1;13;23;18;22;5964217
23;5964217;19;9;8;12;3;22;2;26;4;21;11;17;5;16;24;10;14;6;15;25;20;7;1;13;23;18
19;9;8;12;3;22;2;26;4;21;11;16;5;17;24;10;14;6;15;25;20;7;1;13;23;18;23;5962204
23;5962204;19;9;8;12;3;22;2;26;4;21;11;16;5;17;24;10;14;6;15;25;20;7;1;13;23;18
19;9;8;12;3;22;2;26;4;21;11;16;5;17;24;10;14;6;13;25;20;7;1;15;23;18;23;5960339
23;5960339;19;9;8;12;3;22;2;26;4;21;11;16;5;17;24;10;14;6;13;25;20;7;1;15;23;18
19;9;8;12;3;22;23;26;4;21;11;16;5;17;24;10;14;6;13;25;20;7;1;15;2;18;23;5955611
23;5955611;19;9;8;12;3;22;23;26;4;21;11;16;5;17;24;10;14;6;13;25;20;7;1;15;2;18
19;9;8;12;3;22;23;24;4;21;11;16;5;17;26;10;14;6;13;25;20;7;1;15;2;18;23;5955156
23;5955156;19;9;8;12;3;22;23;24;4;21;11;16;5;17;26;10;14;6;13;25;20;7;1;15;2;18
19;9;8;12;3;22;7;24;4;21;11;16;5;17;26;10;14;6;13;25;20;23;1;15;2;18;23;5948211
23;5948211;19;9;8;12;3;22;7;24;4;21;11;16;5;17;26;10;14;6;13;25;20;23;1;15;2;18
19;9;8;12;3;22;7;24;4;21;11;16;5;17;26;15;14;6;13;25;20;23;1;10;2;18;23;5939766
23;5939766;19;9;8;12;3;22;7;24;4;21;11;16;5;17;26;15;14;6;13;25;20;23;1;10;2;18
19;9;8;12;3;22;7;24;4;21;11;16;5;17;26;15;14;6;13;20;25;23;1;10;2;18;23;5941314
23;5941314;19;9;8;12;3;22;7;24;4;21;11;16;5;17;26;15;14;6;13;20;25;23;1;10;2;18
19;9;8;12;3;4;7;24;22;21;11;16;5;17;26;15;14;6;13;20;25;23;1;10;2;18;23;5947112
23;5947112;19;9;8;12;3;4;7;24;22;21;11;16;5;17;26;15;14;6;13;20;25;23;1;10;2;18
19;9;8;12;3;4;7;24;14;21;11;16;5;17;26;15;22;6;13;20;25;23;1;10;2;18;23;5968648
23;5968648;19;9;8;12;3;4;7;24;14;21;11;16;5;17;26;15;22;6;13;20;25;23;1;10;2;18
19;9;8;12;17;4;7;24;14;21;11;16;5;3;26;15;22;6;13;20;25;23;1;10;2;18;23;5932288
23;5932288;19;9;8;12;17;4;7;24;14;21;11;16;5;3;26;15;22;6;13;20;25;23;1;10;2;18
19;9;8;12;17;4;7;24;14;21;11;16;5;3;26;15;22;25;13;20;6;23;1;10;2;18;23;5950438
23;5950438;19;9;8;12;17;4;7;24;14;21;11;16;5;3;26;15;22;25;13;20;6;23;1;10;2;18
19;9;8;12;17;4;21;24;14;7;11;16;5;3;26;15;22;25;13;20;6;23;1;10;2;18;23;5957814
23;5957814;19;9;8;12;17;4;21;24;14;7;11;16;5;3;26;15;22;25;13;20;6;23;1;10;2;18
19;9;8;12;17;4;21;18;14;7;11;16;5;3;26;15;22;25;13;20;6;23;1;10;2;24;23;5929246
23;5929246;19;9;8;12;17;4;21;18;14;7;11;16;5;3;26;15;22;25;13;20;6;23;1;10;2;24
19;9;8;12;17;13;21;18;14;7;11;16;5;3;26;15;22;25;4;20;6;23;1;10;2;24;23;5940438
23;5940438;19;9;8;12;17;13;21;18;14;7;11;16;5;3;26;15;22;25;4;20;6;23;1;10;2;24
19;9;8;12;17;13;21;18;14;7;11;16;5;3;26;15;22;25;4;20;6;23;1;24;2;10;23;5940187
23;5940187;19;9;8;12;17;13;21;18;14;7;11;16;5;3;26;15;22;25;4;20;6;23;1;24;2;10
19;9;8;12;14;13;21;18;17;7;11;16;5;3;26;15;22;25;4;20;6;23;1;24;2;10;23;6033503
23;6033503;19;9;8;12;14;13;21;18;17;7;11;16;5;3;26;15;22;25;4;20;6;23;1;24;2;10
19;9;8;12;14;6;21;18;17;7;11;16;5;3;26;15;22;25;4;20;13;23;1;24;2;10;23;6067393
23;6067393;19;9;8;12;14;6;21;18;17;7;11;16;5;3;26;15;22;25;4;20;13;23;1;24;2;10
19;9;8;12;14;6;21;18;17;15;11;16;5;3;26;7;22;25;4;20;13;23;1;24;2;10;23;6067338
23;6067338;19;9;8;12;14;6;21;18;17;15;11;16;5;3;26;7;22;25;4;20;13;23;1;24;2;10
6;9;8;12;14;19;21;18;17;15;11;16;5;3;26;7;22;25;4;20;13;23;1;24;2;10;23;5982810
23;5982810;6;9;8;12;14;19;21;18;17;15;11;16;5;3;26;7;22;25;4;20;13;23;1;24;2;10
6;2;8;12;14;19;21;18;17;15;11;16;5;3;26;7;22;25;4;20;13;23;1;24;9;10;23;5931990
24;5931990;6;2;8;12;14;19;21;18;17;15;11;16;5;3;26;7;22;25;4;20;13;23;1;24;9;10
6;2;8;12;14;19;21;18;22;15;11;16;5;3;26;7;17;25;4;20;13;23;1;24;9;10;24;5932132
24;5932132;6;2;8;12;14;19;21;18;22;15;11;16;5;3;26;7;17;25;4;20;13;23;1;24;9;10
6;2;8;12;14;19;21;18;22;15;11;16;5;3;26;7;17;25;4;20;24;23;1;13;9;10;24;5926882
24;5926882;6;2;8;12;14;19;21;18;22;15;11;16;5;3;26;7;17;25;4;20;24;23;1;13;9;10
6;2;8;12;14;19;21;4;22;15;11;16;5;3;26;7;17;25;18;20;24;23;1;13;9;10;24;5915351
24;5915351;6;2;8;12;14;19;21;4;22;15;11;16;5;3;26;7;17;25;18;20;24;23;1;13;9;10
6;2;8;12;14;19;21;24;22;15;11;16;5;3;26;7;17;25;18;20;4;23;1;13;9;10;24;5930528
24;5930528;6;2;8;12;14;19;21;24;22;15;11;16;5;3;26;7;17;25;18;20;4;23;1;13;9;10
6;2;8;12;14;19;21;24;22;15;11;16;5;3;26;7;17;25;4;20;18;23;1;13;9;10;24;6059390
24;6059390;6;2;8;12;14;19;21;24;22;15;11;16;5;3;26;7;17;25;4;20;18;23;1;13;9;10
6;2;8;12;14;19;21;24;22;15;11;17;5;3;26;7;16;25;4;20;18;23;1;13;9;10;24;6055991
24;6055991;6;2;8;12;14;19;21;24;22;15;11;17;5;3;26;7;16;25;4;20;18;23;1;13;9;10
6;2;8;12;14;19;21;24;22;15;11;16;5;3;26;7;17;25;4;20;18;23;1;13;9;10;24;6059390
24;6059390;6;2;8;12;14;19;21;24;22;15;11;16;5;3;26;7;17;25;4;20;18;23;1;13;9;10
6;2;8;19;14;12;21;24;22;15;11;16;5;3;26;7;17;25;4;20;18;23;1;13;9;10;24;6082657
24;6082657;6;2;8;19;14;12;21;24;22;15;11;16;5;3;26;7;17;25;4;20;18;23;1;13;9;10
6;2;8;19;14;10;21;24;22;15;11;16;5;3;26;7;17;25;4;20;18;23;1;13;9;12;24;6067981
24;6067981;6;2;8;19;14;10;21;24;22;15;11;16;5;3;26;7;17;25;4;20;18;23;1;13;9;12
6;2;8;10;14;19;21;24;22;15;11;16;5;3;26;7;17;25;4;20;18;23;1;13;9;12;24;6036303
24;6036303;6;2;8;10;14;19;21;24;22;15;11;16;5;3;26;7;17;25;4;20;18;23;1;13;9;12
6;14;8;10;2;19;21;24;22;15;11;16;5;3;26;7;17;25;4;20;18;23;1;13;9;12;24;6016887
24;6016887;6;14;8;10;2;19;21;24;22;15;11;16;5;3;26;7;17;25;4;20;18;23;1;13;9;12
6;14;8;10;2;19;21;24;22;15;11;16;5;3;26;7;17;25;4;20;18;23;1;9;13;12;24;6081376
24;6081376;6;14;8;10;2;19;21;24;22;15;11;16;5;3;26;7;17;25;4;20;18;23;1;9;13;12
6;14;8;10;22;19;21;24;2;15;11;16;5;3;26;7;17;25;4;20;18;23;1;9;13;12;24;6056639
24;6056639;6;14;8;10;22;19;21;24;2;15;11;16;5;3;26;7;17;25;4;20;18;23;1;9;13;12
6;14;8;10;22;19;21;24;2;15;11;16;5;3;26;25;17;7;4;20;18;23;1;9;13;12;24;6051863
24;6051863;6;14;8;10;22;19;21;24;2;15;11;16;5;3;26;25;17;7;4;20;18;23;1;9;13;12
6;14;8;10;22;19;21;24;2;15;11;16;5;3;26;25;17;7;4;20;18;12;1;9;13;23;24;6094356
