"X1";"X302";"X14";"X18";"X37";"X53";"X30";"X50";"X9";"X24";"X29";"X58";"X49";"X5";"X57";"X7";"X12";"X62";"X8";"X41";"X43";"X13";"X34";"X44";"X35";"X48";"X32";"X39";"X21";"X4";"X20";"X52";"X40";"X11";"X19";"X2";"X38";"X61";"X42";"X6";"X60";"X51";"X17";"X59";"X31";"X26";"X45";"X1.1";"X3";"X47";"X15";"X27";"X22";"X56";"X63";"X46";"X33";"X23";"X28";"X36";"X64";"X55";"X16";"X54";"X10";"X25"
40;32;57;2;23;18;5;52;55;27;54;16;47;17;45;19;34;58;33;48;29;30;60;28;41;4;44;39;42;64;12;62;7;22;14;11;6;36;35;50;20;49;15;46;21;25;31;38;63;13;10;43;8;24;59;53;3;61;56;1;37;9;51;26;19;270
19;270;40;32;57;2;23;18;5;52;55;27;54;16;47;17;45;19;34;58;33;48;29;30;60;28;41;4;44;39;42;64;12;62;7;22;14;11;6;36;35;50;20;49;15;46;21;25;31;38;63;13;10;43;8;24;59;53;3;61;56;1;37;9;51;26
40;32;57;2;23;18;5;52;55;27;34;16;47;17;45;19;54;58;33;48;29;30;60;28;41;4;44;39;42;64;12;62;7;22;14;11;6;36;35;50;20;49;15;46;21;25;31;38;63;13;10;43;8;24;59;53;3;61;56;1;37;9;51;26;19;270
19;270;40;32;57;2;23;18;5;52;55;27;34;16;47;17;45;19;54;58;33;48;29;30;60;28;41;4;44;39;42;64;12;62;7;22;14;11;6;36;35;50;20;49;15;46;21;25;31;38;63;13;10;43;8;24;59;53;3;61;56;1;37;9;51;26
40;32;57;2;23;18;5;52;55;27;34;16;47;17;45;19;54;58;33;48;29;30;62;28;41;4;44;39;42;64;12;60;7;22;14;11;6;36;35;50;20;49;15;46;21;25;31;38;63;13;10;43;8;24;59;53;3;61;56;1;37;9;51;26;19;270
19;270;40;32;57;2;23;18;5;52;55;27;34;16;47;17;45;19;54;58;33;48;29;30;62;28;41;4;44;39;42;64;12;60;7;22;14;11;6;36;35;50;20;49;15;46;21;25;31;38;63;13;10;43;8;24;59;53;3;61;56;1;37;9;51;26
40;32;57;2;23;18;5;52;55;27;34;16;47;17;19;45;54;58;33;48;29;30;62;28;41;4;44;39;42;64;12;60;7;22;14;11;6;36;35;50;20;49;15;46;21;25;31;38;63;13;10;43;8;24;59;53;3;61;56;1;37;9;51;26;19;256
19;256;40;32;57;2;23;18;5;52;55;27;34;16;47;17;19;45;54;58;33;48;29;30;62;28;41;4;44;39;42;64;12;60;7;22;14;11;6;36;35;50;20;49;15;46;21;25;31;38;63;13;10;43;8;24;59;53;3;61;56;1;37;9;51;26
40;32;57;2;23;18;27;52;55;5;34;16;47;17;19;45;54;58;33;48;29;30;62;28;41;4;44;39;42;64;12;60;7;22;14;11;6;36;35;50;20;49;15;46;21;25;31;38;63;13;10;43;8;24;59;53;3;61;56;1;37;9;51;26;19;240
19;240;40;32;57;2;23;18;27;52;55;5;34;16;47;17;19;45;54;58;33;48;29;30;62;28;41;4;44;39;42;64;12;60;7;22;14;11;6;36;35;50;20;49;15;46;21;25;31;38;63;13;10;43;8;24;59;53;3;61;56;1;37;9;51;26
40;32;57;2;23;18;27;52;55;5;1;16;47;17;19;45;54;58;33;48;29;30;62;28;41;4;44;39;42;64;12;60;7;22;14;11;6;36;35;50;20;49;15;46;21;25;31;38;63;13;10;43;8;24;59;53;3;61;56;34;37;9;51;26;19;236
19;236;40;32;57;2;23;18;27;52;55;5;1;16;47;17;19;45;54;58;33;48;29;30;62;28;41;4;44;39;42;64;12;60;7;22;14;11;6;36;35;50;20;49;15;46;21;25;31;38;63;13;10;43;8;24;59;53;3;61;56;34;37;9;51;26
40;32;57;2;23;18;27;15;55;5;1;16;47;17;19;45;54;58;33;48;29;30;62;28;41;4;44;39;42;64;12;60;7;22;14;11;6;36;35;50;20;49;52;46;21;25;31;38;63;13;10;43;8;24;59;53;3;61;56;34;37;9;51;26;19;240
19;240;40;32;57;2;23;18;27;15;55;5;1;16;47;17;19;45;54;58;33;48;29;30;62;28;41;4;44;39;42;64;12;60;7;22;14;11;6;36;35;50;20;49;52;46;21;25;31;38;63;13;10;43;8;24;59;53;3;61;56;34;37;9;51;26
40;32;57;2;23;18;27;15;55;5;1;16;47;22;19;45;54;58;33;48;29;30;62;28;41;4;44;39;42;64;12;60;7;17;14;11;6;36;35;50;20;49;52;46;21;25;31;38;63;13;10;43;8;24;59;53;3;61;56;34;37;9;51;26;19;244
19;244;40;32;57;2;23;18;27;15;55;5;1;16;47;22;19;45;54;58;33;48;29;30;62;28;41;4;44;39;42;64;12;60;7;17;14;11;6;36;35;50;20;49;52;46;21;25;31;38;63;13;10;43;8;24;59;53;3;61;56;34;37;9;51;26
40;32;57;2;23;18;3;15;55;5;1;16;47;22;19;45;54;58;33;48;29;30;62;28;41;4;44;39;42;64;12;60;7;17;14;11;6;36;35;50;20;49;52;46;21;25;31;38;63;13;10;43;8;24;59;53;27;61;56;34;37;9;51;26;19;244
19;244;40;32;57;2;23;18;3;15;55;5;1;16;47;22;19;45;54;58;33;48;29;30;62;28;41;4;44;39;42;64;12;60;7;17;14;11;6;36;35;50;20;49;52;46;21;25;31;38;63;13;10;43;8;24;59;53;27;61;56;34;37;9;51;26
40;32;57;2;23;18;3;15;55;5;1;16;47;22;19;45;54;58;33;53;29;30;62;28;41;4;44;39;42;64;12;60;7;17;14;11;6;36;35;50;20;49;52;46;21;25;31;38;63;13;10;43;8;24;59;48;27;61;56;34;37;9;51;26;19;248
19;248;40;32;57;2;23;18;3;15;55;5;1;16;47;22;19;45;54;58;33;53;29;30;62;28;41;4;44;39;42;64;12;60;7;17;14;11;6;36;35;50;20;49;52;46;21;25;31;38;63;13;10;43;8;24;59;48;27;61;56;34;37;9;51;26
40;32;10;2;23;18;3;15;55;5;1;16;47;22;19;45;54;58;33;53;29;30;62;28;41;4;44;39;42;64;12;60;7;17;14;11;6;36;35;50;20;49;52;46;21;25;31;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26;19;250
19;250;40;32;10;2;23;18;3;15;55;5;1;16;47;22;19;45;54;58;33;53;29;30;62;28;41;4;44;39;42;64;12;60;7;17;14;11;6;36;35;50;20;49;52;46;21;25;31;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26
40;32;10;2;23;18;3;15;55;5;1;16;47;22;19;45;54;58;33;53;29;30;62;28;41;4;44;39;42;64;12;60;7;17;14;11;6;36;35;50;46;49;52;20;21;25;31;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26;19;238
20;238;40;32;10;2;23;18;3;15;55;5;1;16;47;22;19;45;54;58;33;53;29;30;62;28;41;4;44;39;42;64;12;60;7;17;14;11;6;36;35;50;46;49;52;20;21;25;31;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26
55;32;10;2;23;18;3;15;40;5;1;16;47;22;19;45;54;58;33;53;29;30;62;28;41;4;44;39;42;64;12;60;7;17;14;11;6;36;35;50;46;49;52;20;21;25;31;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26;20;238
20;238;55;32;10;2;23;18;3;15;40;5;1;16;47;22;19;45;54;58;33;53;29;30;62;28;41;4;44;39;42;64;12;60;7;17;14;11;6;36;35;50;46;49;52;20;21;25;31;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26
55;32;10;2;23;18;3;15;40;5;1;16;47;22;19;45;54;58;33;53;29;30;62;28;41;4;44;39;42;64;12;60;7;17;14;11;6;36;35;50;46;49;52;20;21;31;25;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26;20;246
20;246;55;32;10;2;23;18;3;15;40;5;1;16;47;22;19;45;54;58;33;53;29;30;62;28;41;4;44;39;42;64;12;60;7;17;14;11;6;36;35;50;46;49;52;20;21;31;25;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26
55;32;10;2;23;18;3;15;40;5;1;16;47;62;19;45;54;58;33;53;29;30;22;28;41;4;44;39;42;64;12;60;7;17;14;11;6;36;35;50;46;49;52;20;21;31;25;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26;20;274
20;274;55;32;10;2;23;18;3;15;40;5;1;16;47;62;19;45;54;58;33;53;29;30;22;28;41;4;44;39;42;64;12;60;7;17;14;11;6;36;35;50;46;49;52;20;21;31;25;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26
55;32;10;2;23;18;3;15;40;5;1;16;47;62;19;45;54;58;33;53;29;30;22;28;41;4;44;39;42;64;12;60;7;17;14;20;6;36;35;50;46;49;52;11;21;31;25;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26;20;278
20;278;55;32;10;2;23;18;3;15;40;5;1;16;47;62;19;45;54;58;33;53;29;30;22;28;41;4;44;39;42;64;12;60;7;17;14;20;6;36;35;50;46;49;52;11;21;31;25;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26
55;32;10;2;23;18;3;15;40;5;1;16;47;62;19;12;54;58;33;53;29;30;22;28;41;4;44;39;42;64;45;60;7;17;14;20;6;36;35;50;46;49;52;11;21;31;25;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26;20;278
20;278;55;32;10;2;23;18;3;15;40;5;1;16;47;62;19;12;54;58;33;53;29;30;22;28;41;4;44;39;42;64;45;60;7;17;14;20;6;36;35;50;46;49;52;11;21;31;25;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26
55;32;22;2;23;18;3;15;40;5;1;16;47;62;19;12;54;58;33;53;29;30;10;28;41;4;44;39;42;64;45;60;7;17;14;20;6;36;35;50;46;49;52;11;21;31;25;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26;20;276
20;276;55;32;22;2;23;18;3;15;40;5;1;16;47;62;19;12;54;58;33;53;29;30;10;28;41;4;44;39;42;64;45;60;7;17;14;20;6;36;35;50;46;49;52;11;21;31;25;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26
55;32;22;2;23;18;3;15;40;5;1;16;19;62;47;12;54;58;33;53;29;30;10;28;41;4;44;39;42;64;45;60;7;17;14;20;6;36;35;50;46;49;52;11;21;31;25;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26;20;276
20;276;55;32;22;2;23;18;3;15;40;5;1;16;19;62;47;12;54;58;33;53;29;30;10;28;41;4;44;39;42;64;45;60;7;17;14;20;6;36;35;50;46;49;52;11;21;31;25;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26
58;32;22;2;23;18;3;15;40;5;1;16;19;62;47;12;54;55;33;53;29;30;10;28;41;4;44;39;42;64;45;60;7;17;14;20;6;36;35;50;46;49;52;11;21;31;25;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26;20;276
20;276;58;32;22;2;23;18;3;15;40;5;1;16;19;62;47;12;54;55;33;53;29;30;10;28;41;4;44;39;42;64;45;60;7;17;14;20;6;36;35;50;46;49;52;11;21;31;25;38;63;13;57;43;8;24;59;48;27;61;56;34;37;9;51;26
58;32;22;2;48;18;3;15;40;5;1;16;19;62;47;12;54;55;33;53;29;30;10;28;41;4;44;39;42;64;45;60;7;17;14;20;6;36;35;50;46;49;52;11;21;31;25;38;63;13;57;43;8;24;59;23;27;61;56;34;37;9;51;26;20;276
20;276;58;32;22;2;48;18;3;15;40;5;1;16;19;62;47;12;54;55;33;53;29;30;10;28;41;4;44;39;42;64;45;60;7;17;14;20;6;36;35;50;46;49;52;11;21;31;25;38;63;13;57;43;8;24;59;23;27;61;56;34;37;9;51;26
58;32;22;2;48;18;3;15;40;5;1;16;19;62;47;12;54;55;27;53;29;30;10;28;41;4;44;39;42;64;45;60;7;17;14;20;6;36;35;50;46;49;52;11;21;31;25;38;63;13;57;43;8;24;59;23;33;61;56;34;37;9;51;26;20;276
20;276;58;32;22;2;48;18;3;15;40;5;1;16;19;62;47;12;54;55;27;53;29;30;10;28;41;4;44;39;42;64;45;60;7;17;14;20;6;36;35;50;46;49;52;11;21;31;25;38;63;13;57;43;8;24;59;23;33;61;56;34;37;9;51;26
58;32;22;2;48;18;3;15;40;5;1;16;19;62;47;12;54;55;27;53;29;30;10;28;41;4;44;39;42;64;45;60;7;17;14;20;6;36;35;50;46;49;52;11;21;31;25;37;63;13;57;43;8;24;59;23;33;61;56;34;38;9;51;26;20;276
20;276;58;32;22;2;48;18;3;15;40;5;1;16;19;62;47;12;54;55;27;53;29;30;10;28;41;4;44;39;42;64;45;60;7;17;14;20;6;36;35;50;46;49;52;11;21;31;25;37;63;13;57;43;8;24;59;23;33;61;56;34;38;9;51;26
58;32;22;2;48;18;3;15;40;5;1;16;19;62;47;12;54;55;27;53;29;30;10;28;41;4;44;39;42;64;45;60;7;17;14;20;6;36;50;35;46;49;52;11;21;31;25;37;63;13;57;43;8;24;59;23;33;61;56;34;38;9;51;26;20;282
20;282;58;32;22;2;48;18;3;15;40;5;1;16;19;62;47;12;54;55;27;53;29;30;10;28;41;4;44;39;42;64;45;60;7;17;14;20;6;36;50;35;46;49;52;11;21;31;25;37;63;13;57;43;8;24;59;23;33;61;56;34;38;9;51;26
58;32;22;2;48;18;3;15;40;5;1;16;19;62;47;12;54;55;27;53;29;30;10;28;57;4;44;39;42;64;45;60;7;17;14;20;6;36;50;35;46;49;52;11;21;31;25;37;63;13;41;43;8;24;59;23;33;61;56;34;38;9;51;26;20;282
20;282;58;32;22;2;48;18;3;15;40;5;1;16;19;62;47;12;54;55;27;53;29;30;10;28;57;4;44;39;42;64;45;60;7;17;14;20;6;36;50;35;46;49;52;11;21;31;25;37;63;13;41;43;8;24;59;23;33;61;56;34;38;9;51;26
58;32;22;30;48;18;3;15;40;5;1;16;19;62;47;12;54;55;27;53;29;2;10;28;57;4;44;39;42;64;45;60;7;17;14;20;6;36;50;35;46;49;52;11;21;31;25;37;63;13;41;43;8;24;59;23;33;61;56;34;38;9;51;26;20;288
20;288;58;32;22;30;48;18;3;15;40;5;1;16;19;62;47;12;54;55;27;53;29;2;10;28;57;4;44;39;42;64;45;60;7;17;14;20;6;36;50;35;46;49;52;11;21;31;25;37;63;13;41;43;8;24;59;23;33;61;56;34;38;9;51;26
58;32;22;30;48;18;3;15;40;5;1;16;19;62;47;12;54;55;27;59;29;2;10;28;57;4;44;39;42;64;45;60;7;17;14;20;6;36;50;35;46;49;52;11;21;31;25;37;63;13;41;43;8;24;53;23;33;61;56;34;38;9;51;26;20;290
20;290;58;32;22;30;48;18;3;15;40;5;1;16;19;62;47;12;54;55;27;59;29;2;10;28;57;4;44;39;42;64;45;60;7;17;14;20;6;36;50;35;46;49;52;11;21;31;25;37;63;13;41;43;8;24;53;23;33;61;56;34;38;9;51;26
58;32;22;30;48;18;3;15;40;5;1;16;19;62;47;12;54;55;27;59;29;2;10;28;57;4;44;39;42;64;45;60;7;17;25;20;6;36;50;35;46;49;52;11;21;31;14;37;63;13;41;43;8;24;53;23;33;61;56;34;38;9;51;26;20;292
20;292;58;32;22;30;48;18;3;15;40;5;1;16;19;62;47;12;54;55;27;59;29;2;10;28;57;4;44;39;42;64;45;60;7;17;25;20;6;36;50;35;46;49;52;11;21;31;14;37;63;13;41;43;8;24;53;23;33;61;56;34;38;9;51;26
58;32;22;55;48;18;3;15;40;5;1;16;19;62;47;12;54;30;27;59;29;2;10;28;57;4;44;39;42;64;45;60;7;17;25;20;6;36;50;35;46;49;52;11;21;31;14;37;63;13;41;43;8;24;53;23;33;61;56;34;38;9;51;26;20;288
20;288;58;32;22;55;48;18;3;15;40;5;1;16;19;62;47;12;54;30;27;59;29;2;10;28;57;4;44;39;42;64;45;60;7;17;25;20;6;36;50;35;46;49;52;11;21;31;14;37;63;13;41;43;8;24;53;23;33;61;56;34;38;9;51;26
58;32;22;55;48;18;3;15;40;5;1;16;19;62;47;12;54;30;27;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;20;6;36;50;29;46;49;52;11;21;31;14;37;63;13;41;43;8;24;53;23;33;61;56;34;38;9;51;26;20;288
20;288;58;32;22;55;48;18;3;15;40;5;1;16;19;62;47;12;54;30;27;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;20;6;36;50;29;46;49;52;11;21;31;14;37;63;13;41;43;8;24;53;23;33;61;56;34;38;9;51;26
58;32;22;55;48;18;3;15;40;5;1;16;19;23;47;12;54;30;27;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;20;6;36;50;29;46;49;52;11;21;31;14;37;63;13;41;43;8;24;53;62;33;61;56;34;38;9;51;26;20;268
20;268;58;32;22;55;48;18;3;15;40;5;1;16;19;23;47;12;54;30;27;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;20;6;36;50;29;46;49;52;11;21;31;14;37;63;13;41;43;8;24;53;62;33;61;56;34;38;9;51;26
58;32;22;55;48;18;3;15;40;5;1;63;19;23;47;12;54;30;27;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;20;6;36;50;29;46;49;52;11;21;31;14;37;16;13;41;43;8;24;53;62;33;61;56;34;38;9;51;26;20;268
21;268;58;32;22;55;48;18;3;15;40;5;1;63;19;23;47;12;54;30;27;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;20;6;36;50;29;46;49;52;11;21;31;14;37;16;13;41;43;8;24;53;62;33;61;56;34;38;9;51;26
58;32;22;55;48;18;3;15;40;37;1;63;19;23;47;12;54;30;27;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;20;6;36;50;29;46;49;52;11;21;31;14;5;16;13;41;43;8;24;53;62;33;61;56;34;38;9;51;26;21;276
21;276;58;32;22;55;48;18;3;15;40;37;1;63;19;23;47;12;54;30;27;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;20;6;36;50;29;46;49;52;11;21;31;14;5;16;13;41;43;8;24;53;62;33;61;56;34;38;9;51;26
58;32;22;55;63;18;3;15;40;37;1;48;19;23;47;12;54;30;27;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;20;6;36;50;29;46;49;52;11;21;31;14;5;16;13;41;43;8;24;53;62;33;61;56;34;38;9;51;26;21;276
21;276;58;32;22;55;63;18;3;15;40;37;1;48;19;23;47;12;54;30;27;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;20;6;36;50;29;46;49;52;11;21;31;14;5;16;13;41;43;8;24;53;62;33;61;56;34;38;9;51;26
58;32;22;55;63;18;3;15;40;37;1;48;19;23;47;12;54;30;20;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;27;6;36;50;29;46;49;52;11;21;31;14;5;16;13;41;43;8;24;53;62;33;61;56;34;38;9;51;26;21;280
21;280;58;32;22;55;63;18;3;15;40;37;1;48;19;23;47;12;54;30;20;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;27;6;36;50;29;46;49;52;11;21;31;14;5;16;13;41;43;8;24;53;62;33;61;56;34;38;9;51;26
58;32;54;55;63;18;3;15;40;37;1;48;19;23;47;12;22;30;20;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;27;6;36;50;29;46;49;52;11;21;31;14;5;16;13;41;43;8;24;53;62;33;61;56;34;38;9;51;26;21;266
21;266;58;32;54;55;63;18;3;15;40;37;1;48;19;23;47;12;22;30;20;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;27;6;36;50;29;46;49;52;11;21;31;14;5;16;13;41;43;8;24;53;62;33;61;56;34;38;9;51;26
58;32;41;55;63;18;3;15;40;37;1;48;19;23;47;12;22;30;20;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;27;6;36;50;29;46;49;52;11;21;31;14;5;16;13;54;43;8;24;53;62;33;61;56;34;38;9;51;26;21;270
21;270;58;32;41;55;63;18;3;15;40;37;1;48;19;23;47;12;22;30;20;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;27;6;36;50;29;46;49;52;11;21;31;14;5;16;13;54;43;8;24;53;62;33;61;56;34;38;9;51;26
58;32;41;55;63;18;3;15;40;37;1;48;19;23;47;12;22;31;20;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;27;6;36;50;29;46;49;52;11;21;30;14;5;16;13;54;43;8;24;53;62;33;61;56;34;38;9;51;26;21;274
21;274;58;32;41;55;63;18;3;15;40;37;1;48;19;23;47;12;22;31;20;59;35;2;10;28;57;4;44;39;42;64;45;60;7;17;25;27;6;36;50;29;46;49;52;11;21;30;14;5;16;13;54;43;8;24;53;62;33;61;56;34;38;9;51;26
58;32;41;55;63;18;3;15;40;37;1;48;19;23;47;12;22;31;20;59;35;44;10;28;57;4;2;39;42;64;45;60;7;17;25;27;6;36;50;29;46;49;52;11;21;30;14;5;16;13;54;43;8;24;53;62;33;61;56;34;38;9;51;26;21;276
21;276;58;32;41;55;63;18;3;15;40;37;1;48;19;23;47;12;22;31;20;59;35;44;10;28;57;4;2;39;42;64;45;60;7;17;25;27;6;36;50;29;46;49;52;11;21;30;14;5;16;13;54;43;8;24;53;62;33;61;56;34;38;9;51;26
58;32;41;55;63;18;3;15;40;37;1;48;19;23;47;33;22;31;20;59;35;44;10;28;57;4;2;39;42;64;45;60;7;17;25;27;6;36;50;29;46;49;52;11;21;30;14;5;16;13;54;43;8;24;53;62;12;61;56;34;38;9;51;26;21;276
21;276;58;32;41;55;63;18;3;15;40;37;1;48;19;23;47;33;22;31;20;59;35;44;10;28;57;4;2;39;42;64;45;60;7;17;25;27;6;36;50;29;46;49;52;11;21;30;14;5;16;13;54;43;8;24;53;62;12;61;56;34;38;9;51;26
58;32;41;55;63;18;3;13;40;37;1;48;19;23;47;33;22;31;20;59;35;44;10;28;57;4;2;39;42;64;45;60;7;17;25;27;6;36;50;29;46;49;52;11;21;30;14;5;16;15;54;43;8;24;53;62;12;61;56;34;38;9;51;26;21;272
21;272;58;32;41;55;63;18;3;13;40;37;1;48;19;23;47;33;22;31;20;59;35;44;10;28;57;4;2;39;42;64;45;60;7;17;25;27;6;36;50;29;46;49;52;11;21;30;14;5;16;15;54;43;8;24;53;62;12;61;56;34;38;9;51;26
58;32;41;55;63;18;3;13;40;37;1;48;19;23;47;33;6;31;20;59;35;44;10;28;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;52;11;21;30;14;5;16;15;54;43;8;24;53;62;12;61;56;34;38;9;51;26;21;272
21;272;58;32;41;55;63;18;3;13;40;37;1;48;19;23;47;33;6;31;20;59;35;44;10;28;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;52;11;21;30;14;5;16;15;54;43;8;24;53;62;12;61;56;34;38;9;51;26
58;32;41;55;63;18;3;13;40;37;1;48;19;23;47;33;6;31;20;59;35;44;10;28;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;52;11;21;30;14;43;16;15;54;5;8;24;53;62;12;61;56;34;38;9;51;26;21;272
21;272;58;32;41;55;63;18;3;13;40;37;1;48;19;23;47;33;6;31;20;59;35;44;10;28;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;52;11;21;30;14;43;16;15;54;5;8;24;53;62;12;61;56;34;38;9;51;26
58;32;41;55;63;18;3;56;40;37;1;48;19;23;47;33;6;31;20;59;35;44;10;28;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;52;11;21;30;14;43;16;15;54;5;8;24;53;62;12;61;13;34;38;9;51;26;21;280
21;280;58;32;41;55;63;18;3;56;40;37;1;48;19;23;47;33;6;31;20;59;35;44;10;28;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;52;11;21;30;14;43;16;15;54;5;8;24;53;62;12;61;13;34;38;9;51;26
58;32;41;55;63;18;3;56;40;37;1;48;19;23;47;33;6;31;20;59;35;44;10;52;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;28;11;21;30;14;43;16;15;54;5;8;24;53;62;12;61;13;34;38;9;51;26;21;280
21;280;58;32;41;55;63;18;3;56;40;37;1;48;19;23;47;33;6;31;20;59;35;44;10;52;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;28;11;21;30;14;43;16;15;54;5;8;24;53;62;12;61;13;34;38;9;51;26
58;32;41;54;63;18;3;56;40;37;1;48;19;23;47;33;6;31;20;59;35;44;10;52;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;28;11;21;30;14;43;16;15;55;5;8;24;53;62;12;61;13;34;38;9;51;26;21;284
21;284;58;32;41;54;63;18;3;56;40;37;1;48;19;23;47;33;6;31;20;59;35;44;10;52;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;28;11;21;30;14;43;16;15;55;5;8;24;53;62;12;61;13;34;38;9;51;26
58;32;41;54;63;18;3;56;40;37;1;48;38;23;47;33;6;31;20;59;35;44;10;52;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;28;11;21;30;14;43;16;15;55;5;8;24;53;62;12;61;13;34;19;9;51;26;21;284
21;284;58;32;41;54;63;18;3;56;40;37;1;48;38;23;47;33;6;31;20;59;35;44;10;52;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;28;11;21;30;14;43;16;15;55;5;8;24;53;62;12;61;13;34;19;9;51;26
58;32;41;54;63;18;3;56;40;37;1;19;38;23;47;33;6;31;20;59;35;44;10;52;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;28;11;21;30;14;43;16;15;55;5;8;24;53;62;12;61;13;34;48;9;51;26;21;284
21;284;58;32;41;54;63;18;3;56;40;37;1;19;38;23;47;33;6;31;20;59;35;44;10;52;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;28;11;21;30;14;43;16;15;55;5;8;24;53;62;12;61;13;34;48;9;51;26
58;32;41;54;63;18;3;56;40;37;1;19;38;23;47;33;6;31;20;59;35;44;10;52;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;28;11;21;30;34;43;16;15;55;5;8;24;53;62;12;61;13;14;48;9;51;26;21;284
21;284;58;32;41;54;63;18;3;56;40;37;1;19;38;23;47;33;6;31;20;59;35;44;10;52;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;28;11;21;30;34;43;16;15;55;5;8;24;53;62;12;61;13;14;48;9;51;26
58;32;41;30;63;18;3;56;40;37;1;19;38;23;47;33;6;31;20;59;35;44;10;52;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;28;11;21;54;34;43;16;15;55;5;8;24;53;62;12;61;13;14;48;9;51;26;21;284
21;284;58;32;41;30;63;18;3;56;40;37;1;19;38;23;47;33;6;31;20;59;35;44;10;52;57;4;2;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;28;11;21;54;34;43;16;15;55;5;8;24;53;62;12;61;13;14;48;9;51;26
58;32;41;30;63;18;3;56;40;37;1;19;38;23;47;33;6;31;20;59;35;44;10;52;57;4;16;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;28;11;21;54;34;43;2;15;55;5;8;24;53;62;12;61;13;14;48;9;51;26;21;300
21;300;58;32;41;30;63;18;3;56;40;37;1;19;38;23;47;33;6;31;20;59;35;44;10;52;57;4;16;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;28;11;21;54;34;43;2;15;55;5;8;24;53;62;12;61;13;14;48;9;51;26
58;32;41;30;63;18;3;56;40;37;1;19;38;23;47;33;6;31;20;59;35;44;10;52;57;4;16;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;28;11;21;54;24;43;2;15;55;5;8;34;53;62;12;61;13;14;48;9;51;26;21;300
22;300;58;32;41;30;63;18;3;56;40;37;1;19;38;23;47;33;6;31;20;59;35;44;10;52;57;4;16;39;42;64;45;60;7;17;25;27;22;36;50;29;46;49;28;11;21;54;24;43;2;15;55;5;8;34;53;62;12;61;13;14;48;9;51;26
