"X1";"X256";"X21";"X39";"X58";"X8";"X31";"X61";"X6";"X25";"X15";"X24";"X29";"X56";"X60";"X42";"X32";"X51";"X9";"X11";"X63";"X19";"X35";"X64";"X62";"X3";"X7";"X54";"X30";"X52";"X17";"X45";"X5";"X10";"X27";"X44";"X33";"X49";"X53";"X1.1";"X14";"X40";"X26";"X2";"X36";"X48";"X57";"X28";"X43";"X50";"X18";"X47";"X16";"X23";"X55";"X13";"X34";"X38";"X46";"X4";"X41";"X37";"X20";"X12";"X22";"X59"
16;59;24;53;42;31;62;50;14;52;33;43;36;26;7;49;25;38;45;44;12;35;63;15;51;39;17;1;20;30;47;57;3;23;21;40;28;18;55;2;60;5;11;48;58;41;29;37;64;27;54;61;10;34;4;56;22;19;13;46;9;8;6;32;16;308
16;308;16;59;24;53;42;31;62;50;14;52;33;43;36;26;7;49;25;38;45;44;12;35;63;15;51;39;17;1;20;30;47;57;3;23;21;40;28;18;55;2;60;5;11;48;58;41;29;37;64;27;54;61;10;34;4;56;22;19;13;46;9;8;6;32
16;59;24;53;42;31;62;50;14;52;33;43;36;26;7;49;25;38;45;44;12;35;63;15;51;39;17;1;20;30;47;57;3;23;21;40;28;18;55;2;4;5;11;48;58;41;29;37;64;27;54;61;10;34;60;56;22;19;13;46;9;8;6;32;16;308
17;308;16;59;24;53;42;31;62;50;14;52;33;43;36;26;7;49;25;38;45;44;12;35;63;15;51;39;17;1;20;30;47;57;3;23;21;40;28;18;55;2;4;5;11;48;58;41;29;37;64;27;54;61;10;34;60;56;22;19;13;46;9;8;6;32
16;27;24;53;42;31;62;50;14;52;33;43;36;26;7;49;25;38;45;44;12;35;63;15;51;39;17;1;20;30;47;57;3;23;21;40;28;18;55;2;4;5;11;48;58;41;29;37;64;59;54;61;10;34;60;56;22;19;13;46;9;8;6;32;17;308
17;308;16;27;24;53;42;31;62;50;14;52;33;43;36;26;7;49;25;38;45;44;12;35;63;15;51;39;17;1;20;30;47;57;3;23;21;40;28;18;55;2;4;5;11;48;58;41;29;37;64;59;54;61;10;34;60;56;22;19;13;46;9;8;6;32
16;27;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;45;44;12;35;63;15;51;39;17;1;20;30;47;57;3;23;21;40;43;18;55;2;4;5;11;48;58;41;29;37;64;59;54;61;10;34;60;56;22;19;13;46;9;8;6;32;17;300
17;300;16;27;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;45;44;12;35;63;15;51;39;17;1;20;30;47;57;3;23;21;40;43;18;55;2;4;5;11;48;58;41;29;37;64;59;54;61;10;34;60;56;22;19;13;46;9;8;6;32
16;27;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;45;44;12;35;63;15;51;39;17;1;20;30;47;57;3;23;21;40;43;18;55;2;64;5;11;48;58;41;29;37;4;59;54;61;10;34;60;56;22;19;13;46;9;8;6;32;17;300
17;300;16;27;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;45;44;12;35;63;15;51;39;17;1;20;30;47;57;3;23;21;40;43;18;55;2;64;5;11;48;58;41;29;37;4;59;54;61;10;34;60;56;22;19;13;46;9;8;6;32
16;27;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;45;44;12;35;63;15;51;39;17;1;20;30;47;57;3;23;21;40;43;18;55;2;64;5;11;48;58;41;29;37;4;59;54;60;10;34;61;56;22;19;13;46;9;8;6;32;17;300
17;300;16;27;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;45;44;12;35;63;15;51;39;17;1;20;30;47;57;3;23;21;40;43;18;55;2;64;5;11;48;58;41;29;37;4;59;54;60;10;34;61;56;22;19;13;46;9;8;6;32
16;27;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;45;44;12;35;63;15;51;39;17;1;20;48;47;57;3;23;21;40;43;18;55;2;64;5;11;30;58;41;29;37;4;59;54;60;10;34;61;56;22;19;13;46;9;8;6;32;17;304
17;304;16;27;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;45;44;12;35;63;15;51;39;17;1;20;48;47;57;3;23;21;40;43;18;55;2;64;5;11;30;58;41;29;37;4;59;54;60;10;34;61;56;22;19;13;46;9;8;6;32
16;27;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;45;44;12;35;63;40;51;39;17;1;20;48;47;57;3;23;21;15;43;18;55;2;64;5;11;30;58;41;29;37;4;59;54;60;10;34;61;56;22;19;13;46;9;8;6;32;17;304
17;304;16;27;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;45;44;12;35;63;40;51;39;17;1;20;48;47;57;3;23;21;15;43;18;55;2;64;5;11;30;58;41;29;37;4;59;54;60;10;34;61;56;22;19;13;46;9;8;6;32
16;27;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;40;44;12;35;63;45;51;39;17;1;20;48;47;57;3;23;21;15;43;18;55;2;64;5;11;30;58;41;29;37;4;59;54;60;10;34;61;56;22;19;13;46;9;8;6;32;17;316
17;316;16;27;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;40;44;12;35;63;45;51;39;17;1;20;48;47;57;3;23;21;15;43;18;55;2;64;5;11;30;58;41;29;37;4;59;54;60;10;34;61;56;22;19;13;46;9;8;6;32
16;27;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;40;44;12;35;63;45;51;39;17;56;20;48;47;57;3;23;21;15;43;18;55;2;64;5;11;30;58;41;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32;17;312
17;312;16;27;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;40;44;12;35;63;45;51;39;17;56;20;48;47;57;3;23;21;15;43;18;55;2;64;5;11;30;58;41;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32
16;27;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;40;44;12;35;63;45;51;39;17;56;47;48;20;57;3;23;21;15;43;18;55;2;64;5;11;30;58;41;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32;17;312
17;312;16;27;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;40;44;12;35;63;45;51;39;17;56;47;48;20;57;3;23;21;15;43;18;55;2;64;5;11;30;58;41;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32
16;41;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;40;44;12;35;63;45;51;39;17;56;47;48;20;57;3;23;21;15;43;18;55;2;64;5;11;30;58;27;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32;17;308
17;308;16;41;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;38;40;44;12;35;63;45;51;39;17;56;47;48;20;57;3;23;21;15;43;18;55;2;64;5;11;30;58;27;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32
16;41;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;18;40;44;12;35;63;45;51;39;17;56;47;48;20;57;3;23;21;15;43;38;55;2;64;5;11;30;58;27;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32;17;308
17;308;16;41;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;18;40;44;12;35;63;45;51;39;17;56;47;48;20;57;3;23;21;15;43;38;55;2;64;5;11;30;58;27;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32
16;41;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;18;40;44;12;35;63;45;51;39;17;56;64;48;20;57;3;23;21;15;43;38;55;2;47;5;11;30;58;27;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32;17;308
17;308;16;41;24;53;42;31;62;50;14;52;33;28;36;26;7;49;25;18;40;44;12;35;63;45;51;39;17;56;64;48;20;57;3;23;21;15;43;38;55;2;47;5;11;30;58;27;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32
16;41;24;53;42;31;62;50;14;52;27;28;36;26;7;49;25;18;40;44;12;35;63;45;51;39;17;56;64;48;20;57;3;23;21;15;43;38;55;2;47;5;11;30;58;33;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32;17;308
17;308;16;41;24;53;42;31;62;50;14;52;27;28;36;26;7;49;25;18;40;44;12;35;63;45;51;39;17;56;64;48;20;57;3;23;21;15;43;38;55;2;47;5;11;30;58;33;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32
16;41;24;53;42;31;43;50;14;52;27;28;36;26;7;49;25;18;40;44;12;35;63;45;51;39;17;56;64;48;20;57;3;23;21;15;62;38;55;2;47;5;11;30;58;33;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32;17;304
17;304;16;41;24;53;42;31;43;50;14;52;27;28;36;26;7;49;25;18;40;44;12;35;63;45;51;39;17;56;64;48;20;57;3;23;21;15;62;38;55;2;47;5;11;30;58;33;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32
16;41;24;53;42;31;43;50;14;52;27;25;36;26;7;49;28;18;40;44;12;35;63;45;51;39;17;56;64;48;20;57;3;23;21;15;62;38;55;2;47;5;11;30;58;33;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32;17;300
17;300;16;41;24;53;42;31;43;50;14;52;27;25;36;26;7;49;28;18;40;44;12;35;63;45;51;39;17;56;64;48;20;57;3;23;21;15;62;38;55;2;47;5;11;30;58;33;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32
16;41;24;53;42;31;43;50;44;52;27;25;36;26;7;49;28;18;40;14;12;35;63;45;51;39;17;56;64;48;20;57;3;23;21;15;62;38;55;2;47;5;11;30;58;33;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32;17;302
17;302;16;41;24;53;42;31;43;50;44;52;27;25;36;26;7;49;28;18;40;14;12;35;63;45;51;39;17;56;64;48;20;57;3;23;21;15;62;38;55;2;47;5;11;30;58;33;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32
16;41;24;53;42;31;43;50;44;52;27;25;36;26;7;49;28;18;40;14;12;35;63;45;51;39;57;56;64;48;20;17;3;23;21;15;62;38;55;2;47;5;11;30;58;33;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32;17;302
17;302;16;41;24;53;42;31;43;50;44;52;27;25;36;26;7;49;28;18;40;14;12;35;63;45;51;39;57;56;64;48;20;17;3;23;21;15;62;38;55;2;47;5;11;30;58;33;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32
16;41;24;53;42;31;43;50;44;52;27;25;36;26;7;49;28;18;40;14;12;35;63;45;51;39;57;56;64;48;20;17;3;58;21;15;62;38;55;2;47;5;11;30;23;33;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32;17;302
17;302;16;41;24;53;42;31;43;50;44;52;27;25;36;26;7;49;28;18;40;14;12;35;63;45;51;39;57;56;64;48;20;17;3;58;21;15;62;38;55;2;47;5;11;30;23;33;29;37;4;59;54;60;10;34;61;1;22;19;13;46;9;8;6;32
16;41;24;53;42;31;43;50;44;52;27;25;36;26;7;49;28;18;40;14;12;35;63;45;51;39;57;56;64;48;20;17;3;58;21;15;62;38;55;2;47;5;11;30;23;33;29;37;4;59;54;19;10;34;61;1;22;60;13;46;9;8;6;32;17;302
17;302;16;41;24;53;42;31;43;50;44;52;27;25;36;26;7;49;28;18;40;14;12;35;63;45;51;39;57;56;64;48;20;17;3;58;21;15;62;38;55;2;47;5;11;30;23;33;29;37;4;59;54;19;10;34;61;1;22;60;13;46;9;8;6;32
16;41;24;53;42;31;43;50;44;52;27;25;36;26;7;49;28;18;40;14;12;35;63;45;51;39;57;56;64;48;20;17;3;58;21;15;62;38;55;2;47;5;11;30;23;33;29;37;4;59;19;54;10;34;61;1;22;60;13;46;9;8;6;32;17;302
18;302;16;41;24;53;42;31;43;50;44;52;27;25;36;26;7;49;28;18;40;14;12;35;63;45;51;39;57;56;64;48;20;17;3;58;21;15;62;38;55;2;47;5;11;30;23;33;29;37;4;59;19;54;10;34;61;1;22;60;13;46;9;8;6;32
16;41;24;53;42;31;43;50;44;52;27;25;36;20;7;49;28;18;40;14;12;35;63;45;51;39;57;56;64;48;26;17;3;58;21;15;62;38;55;2;47;5;11;30;23;33;29;37;4;59;19;54;10;34;61;1;22;60;13;46;9;8;6;32;18;290
18;290;16;41;24;53;42;31;43;50;44;52;27;25;36;20;7;49;28;18;40;14;12;35;63;45;51;39;57;56;64;48;26;17;3;58;21;15;62;38;55;2;47;5;11;30;23;33;29;37;4;59;19;54;10;34;61;1;22;60;13;46;9;8;6;32
16;41;24;53;42;31;43;50;44;52;27;60;36;20;7;49;28;18;40;14;12;35;63;45;51;39;57;56;64;48;26;17;3;58;21;15;62;38;55;2;47;5;11;30;23;33;29;37;4;59;19;54;10;34;61;1;22;25;13;46;9;8;6;32;18;290
18;290;16;41;24;53;42;31;43;50;44;52;27;60;36;20;7;49;28;18;40;14;12;35;63;45;51;39;57;56;64;48;26;17;3;58;21;15;62;38;55;2;47;5;11;30;23;33;29;37;4;59;19;54;10;34;61;1;22;25;13;46;9;8;6;32
16;41;24;53;42;31;43;50;44;52;27;60;36;20;7;49;28;18;21;14;12;35;63;45;51;39;57;56;64;48;26;17;3;58;40;15;62;38;55;2;47;5;11;30;23;33;29;37;4;59;19;54;10;34;61;1;22;25;13;46;9;8;6;32;18;282
18;282;16;41;24;53;42;31;43;50;44;52;27;60;36;20;7;49;28;18;21;14;12;35;63;45;51;39;57;56;64;48;26;17;3;58;40;15;62;38;55;2;47;5;11;30;23;33;29;37;4;59;19;54;10;34;61;1;22;25;13;46;9;8;6;32
16;41;24;53;42;31;43;50;44;52;27;60;36;20;7;49;28;18;21;14;12;35;63;45;51;39;57;56;64;48;26;17;3;58;40;15;62;38;55;2;22;5;11;30;23;33;29;37;4;59;19;54;10;34;61;1;47;25;13;46;9;8;6;32;18;282
18;282;16;41;24;53;42;31;43;50;44;52;27;60;36;20;7;49;28;18;21;14;12;35;63;45;51;39;57;56;64;48;26;17;3;58;40;15;62;38;55;2;22;5;11;30;23;33;29;37;4;59;19;54;10;34;61;1;47;25;13;46;9;8;6;32
16;41;24;53;42;31;43;50;23;52;27;60;36;20;7;49;28;18;21;14;12;35;63;45;51;39;57;56;64;48;26;17;3;58;40;15;62;38;55;2;22;5;11;30;44;33;29;37;4;59;19;54;10;34;61;1;47;25;13;46;9;8;6;32;18;282
18;282;16;41;24;53;42;31;43;50;23;52;27;60;36;20;7;49;28;18;21;14;12;35;63;45;51;39;57;56;64;48;26;17;3;58;40;15;62;38;55;2;22;5;11;30;44;33;29;37;4;59;19;54;10;34;61;1;47;25;13;46;9;8;6;32
16;41;24;53;42;31;43;50;23;52;27;60;36;20;7;49;28;18;21;14;12;35;63;45;51;39;57;56;64;48;26;17;3;58;40;15;62;38;55;2;22;5;11;30;44;10;29;37;4;59;19;54;33;34;61;1;47;25;13;46;9;8;6;32;18;270
18;270;16;41;24;53;42;31;43;50;23;52;27;60;36;20;7;49;28;18;21;14;12;35;63;45;51;39;57;56;64;48;26;17;3;58;40;15;62;38;55;2;22;5;11;30;44;10;29;37;4;59;19;54;33;34;61;1;47;25;13;46;9;8;6;32
16;41;24;53;42;31;43;50;23;52;27;60;36;20;3;49;28;18;21;14;12;35;63;45;51;39;57;56;64;48;26;17;7;58;40;15;62;38;55;2;22;5;11;30;44;10;29;37;4;59;19;54;33;34;61;1;47;25;13;46;9;8;6;32;18;262
18;262;16;41;24;53;42;31;43;50;23;52;27;60;36;20;3;49;28;18;21;14;12;35;63;45;51;39;57;56;64;48;26;17;7;58;40;15;62;38;55;2;22;5;11;30;44;10;29;37;4;59;19;54;33;34;61;1;47;25;13;46;9;8;6;32
16;41;24;53;42;31;43;50;23;52;27;60;36;20;3;49;28;18;21;14;12;35;63;45;51;39;57;56;64;48;26;17;7;58;40;15;62;38;55;22;2;5;11;30;44;10;29;37;4;59;19;54;33;34;61;1;47;25;13;46;9;8;6;32;18;262
18;262;16;41;24;53;42;31;43;50;23;52;27;60;36;20;3;49;28;18;21;14;12;35;63;45;51;39;57;56;64;48;26;17;7;58;40;15;62;38;55;22;2;5;11;30;44;10;29;37;4;59;19;54;33;34;61;1;47;25;13;46;9;8;6;32
5;41;24;53;42;31;43;50;23;52;27;60;36;20;3;49;28;18;21;14;12;35;63;45;51;39;57;56;64;48;26;17;7;58;40;15;62;38;55;22;2;16;11;30;44;10;29;37;4;59;19;54;33;34;61;1;47;25;13;46;9;8;6;32;18;262
18;262;5;41;24;53;42;31;43;50;23;52;27;60;36;20;3;49;28;18;21;14;12;35;63;45;51;39;57;56;64;48;26;17;7;58;40;15;62;38;55;22;2;16;11;30;44;10;29;37;4;59;19;54;33;34;61;1;47;25;13;46;9;8;6;32
5;41;24;53;42;31;43;50;23;52;27;60;36;20;3;49;28;18;21;14;12;35;63;45;51;39;57;56;59;48;26;17;7;58;40;15;62;38;55;22;2;16;11;30;44;10;29;37;4;64;19;54;33;34;61;1;47;25;13;46;9;8;6;32;18;262
18;262;5;41;24;53;42;31;43;50;23;52;27;60;36;20;3;49;28;18;21;14;12;35;63;45;51;39;57;56;59;48;26;17;7;58;40;15;62;38;55;22;2;16;11;30;44;10;29;37;4;64;19;54;33;34;61;1;47;25;13;46;9;8;6;32
5;41;24;53;42;31;43;50;23;52;27;60;36;20;3;49;28;18;21;14;12;35;63;45;51;39;57;56;59;48;26;17;7;58;40;15;62;38;55;22;2;16;11;30;44;37;29;10;4;64;19;54;33;34;61;1;47;25;13;46;9;8;6;32;18;278
18;278;5;41;24;53;42;31;43;50;23;52;27;60;36;20;3;49;28;18;21;14;12;35;63;45;51;39;57;56;59;48;26;17;7;58;40;15;62;38;55;22;2;16;11;30;44;37;29;10;4;64;19;54;33;34;61;1;47;25;13;46;9;8;6;32
5;41;24;53;42;31;43;50;23;52;27;60;36;20;3;49;28;18;21;14;12;35;56;45;51;39;57;63;59;48;26;17;7;58;40;15;62;38;55;22;2;16;11;30;44;37;29;10;4;64;19;54;33;34;61;1;47;25;13;46;9;8;6;32;18;278
18;278;5;41;24;53;42;31;43;50;23;52;27;60;36;20;3;49;28;18;21;14;12;35;56;45;51;39;57;63;59;48;26;17;7;58;40;15;62;38;55;22;2;16;11;30;44;37;29;10;4;64;19;54;33;34;61;1;47;25;13;46;9;8;6;32
5;41;24;53;42;31;43;32;23;52;27;60;36;20;3;49;28;18;21;14;12;35;56;45;51;39;57;63;59;48;26;17;7;58;40;15;62;38;55;22;2;16;11;30;44;37;29;10;4;64;19;54;33;34;61;1;47;25;13;46;9;8;6;50;18;266
18;266;5;41;24;53;42;31;43;32;23;52;27;60;36;20;3;49;28;18;21;14;12;35;56;45;51;39;57;63;59;48;26;17;7;58;40;15;62;38;55;22;2;16;11;30;44;37;29;10;4;64;19;54;33;34;61;1;47;25;13;46;9;8;6;50
5;41;24;53;42;31;43;32;23;52;27;60;36;20;3;49;28;18;21;14;12;35;56;45;51;39;57;63;59;48;26;17;7;58;40;15;62;38;55;22;2;16;11;30;64;37;29;10;4;44;19;54;33;34;61;1;47;25;13;46;9;8;6;50;18;266
18;266;5;41;24;53;42;31;43;32;23;52;27;60;36;20;3;49;28;18;21;14;12;35;56;45;51;39;57;63;59;48;26;17;7;58;40;15;62;38;55;22;2;16;11;30;64;37;29;10;4;44;19;54;33;34;61;1;47;25;13;46;9;8;6;50
5;41;24;53;42;31;43;32;23;52;27;60;36;20;3;49;28;18;21;16;12;35;56;45;51;39;57;63;59;48;26;17;7;58;40;15;62;38;55;22;2;14;11;30;64;37;29;10;4;44;19;54;33;34;61;1;47;25;13;46;9;8;6;50;18;268
18;268;5;41;24;53;42;31;43;32;23;52;27;60;36;20;3;49;28;18;21;16;12;35;56;45;51;39;57;63;59;48;26;17;7;58;40;15;62;38;55;22;2;14;11;30;64;37;29;10;4;44;19;54;33;34;61;1;47;25;13;46;9;8;6;50
5;41;24;53;42;31;43;32;23;52;27;60;36;20;3;49;28;18;21;16;12;35;56;61;51;39;57;63;59;48;26;17;7;58;40;15;62;38;55;22;2;14;11;30;64;37;29;10;4;44;19;54;33;34;45;1;47;25;13;46;9;8;6;50;18;268
18;268;5;41;24;53;42;31;43;32;23;52;27;60;36;20;3;49;28;18;21;16;12;35;56;61;51;39;57;63;59;48;26;17;7;58;40;15;62;38;55;22;2;14;11;30;64;37;29;10;4;44;19;54;33;34;45;1;47;25;13;46;9;8;6;50
5;41;24;53;42;31;43;32;23;52;27;60;36;20;3;49;28;18;21;16;12;35;56;61;51;39;57;63;59;48;26;17;7;58;40;15;62;38;55;22;2;14;11;30;64;37;29;10;4;44;19;54;33;34;45;1;47;25;13;9;46;8;6;50;18;268
18;268;5;41;24;53;42;31;43;32;23;52;27;60;36;20;3;49;28;18;21;16;12;35;56;61;51;39;57;63;59;48;26;17;7;58;40;15;62;38;55;22;2;14;11;30;64;37;29;10;4;44;19;54;33;34;45;1;47;25;13;9;46;8;6;50
5;41;24;53;42;31;43;32;23;52;27;60;58;20;3;49;28;18;21;16;12;35;56;61;51;39;57;63;59;48;26;17;7;36;40;15;62;38;55;22;2;14;11;30;64;37;29;10;4;44;19;54;33;34;45;1;47;25;13;9;46;8;6;50;18;268
18;268;5;41;24;53;42;31;43;32;23;52;27;60;58;20;3;49;28;18;21;16;12;35;56;61;51;39;57;63;59;48;26;17;7;36;40;15;62;38;55;22;2;14;11;30;64;37;29;10;4;44;19;54;33;34;45;1;47;25;13;9;46;8;6;50
5;41;24;19;42;31;43;32;23;52;27;60;58;20;3;49;28;18;21;16;12;35;56;61;51;39;57;63;59;48;26;17;7;36;40;15;62;38;55;22;2;14;11;30;64;37;29;10;4;44;53;54;33;34;45;1;47;25;13;9;46;8;6;50;18;264
18;264;5;41;24;19;42;31;43;32;23;52;27;60;58;20;3;49;28;18;21;16;12;35;56;61;51;39;57;63;59;48;26;17;7;36;40;15;62;38;55;22;2;14;11;30;64;37;29;10;4;44;53;54;33;34;45;1;47;25;13;9;46;8;6;50
5;41;24;19;42;31;43;32;23;52;27;60;58;20;3;49;28;18;21;16;12;35;56;61;51;37;57;63;59;48;26;17;7;36;40;15;62;38;55;22;2;14;11;30;64;39;29;10;4;44;53;54;33;34;45;1;47;25;13;9;46;8;6;50;18;256
19;256;5;41;24;19;42;31;43;32;23;52;27;60;58;20;3;49;28;18;21;16;12;35;56;61;51;37;57;63;59;48;26;17;7;36;40;15;62;38;55;22;2;14;11;30;64;39;29;10;4;44;53;54;33;34;45;1;47;25;13;9;46;8;6;50
5;41;24;19;42;31;43;32;23;52;27;60;29;20;3;49;28;18;21;16;12;35;56;61;51;37;57;63;59;48;26;17;7;36;40;15;62;38;55;22;2;14;11;30;64;39;58;10;4;44;53;54;33;34;45;1;47;25;13;9;46;8;6;50;19;256
19;256;5;41;24;19;42;31;43;32;23;52;27;60;29;20;3;49;28;18;21;16;12;35;56;61;51;37;57;63;59;48;26;17;7;36;40;15;62;38;55;22;2;14;11;30;64;39;58;10;4;44;53;54;33;34;45;1;47;25;13;9;46;8;6;50
5;41;24;19;42;31;43;32;23;52;27;60;29;20;3;49;28;18;21;16;12;35;56;61;51;37;57;63;59;48;26;17;7;36;40;15;62;38;55;22;2;14;11;30;64;39;58;10;4;44;53;54;8;34;45;1;47;25;13;9;46;33;6;50;19;256
19;256;5;41;24;19;42;31;43;32;23;52;27;60;29;20;3;49;28;18;21;16;12;35;56;61;51;37;57;63;59;48;26;17;7;36;40;15;62;38;55;22;2;14;11;30;64;39;58;10;4;44;53;54;8;34;45;1;47;25;13;9;46;33;6;50
5;41;24;19;42;31;43;32;23;17;27;60;29;20;3;49;28;18;21;16;12;35;56;61;51;37;57;63;59;48;26;52;7;36;40;15;62;38;55;22;2;14;11;30;64;39;58;10;4;44;53;54;8;34;45;1;47;25;13;9;46;33;6;50;19;250
19;250;5;41;24;19;42;31;43;32;23;17;27;60;29;20;3;49;28;18;21;16;12;35;56;61;51;37;57;63;59;48;26;52;7;36;40;15;62;38;55;22;2;14;11;30;64;39;58;10;4;44;53;54;8;34;45;1;47;25;13;9;46;33;6;50
5;41;24;19;42;31;43;32;23;17;27;60;29;20;3;49;28;18;21;16;7;35;56;61;51;37;57;63;59;48;26;52;12;36;40;15;62;38;55;22;2;14;11;30;64;39;58;10;4;44;53;54;8;34;45;1;47;25;13;9;46;33;6;50;19;252
19;252;5;41;24;19;42;31;43;32;23;17;27;60;29;20;3;49;28;18;21;16;7;35;56;61;51;37;57;63;59;48;26;52;12;36;40;15;62;38;55;22;2;14;11;30;64;39;58;10;4;44;53;54;8;34;45;1;47;25;13;9;46;33;6;50
5;41;24;19;42;31;43;32;23;17;27;60;29;20;3;49;28;18;21;16;7;35;56;61;51;37;57;63;9;48;26;52;12;36;40;15;62;38;55;22;2;14;11;30;64;39;58;10;4;44;53;54;8;34;45;1;47;25;13;59;46;33;6;50;19;252
19;252;5;41;24;19;42;31;43;32;23;17;27;60;29;20;3;49;28;18;21;16;7;35;56;61;51;37;57;63;9;48;26;52;12;36;40;15;62;38;55;22;2;14;11;30;64;39;58;10;4;44;53;54;8;34;45;1;47;25;13;59;46;33;6;50
5;41;24;19;42;31;43;32;23;17;27;60;29;20;35;49;28;18;21;16;7;3;56;61;51;37;57;63;9;48;26;52;12;36;40;15;62;38;55;22;2;14;11;30;64;39;58;10;4;44;53;54;8;34;45;1;47;25;13;59;46;33;6;50;19;264
19;264;5;41;24;19;42;31;43;32;23;17;27;60;29;20;35;49;28;18;21;16;7;3;56;61;51;37;57;63;9;48;26;52;12;36;40;15;62;38;55;22;2;14;11;30;64;39;58;10;4;44;53;54;8;34;45;1;47;25;13;59;46;33;6;50
5;41;24;19;42;31;43;32;23;17;27;60;29;20;35;49;28;18;21;16;7;3;56;61;51;37;57;63;9;48;26;52;12;36;40;15;62;38;55;22;2;14;11;30;64;39;58;10;34;44;53;54;8;4;45;1;47;25;13;59;46;33;6;50;19;264
19;264;5;41;24;19;42;31;43;32;23;17;27;60;29;20;35;49;28;18;21;16;7;3;56;61;51;37;57;63;9;48;26;52;12;36;40;15;62;38;55;22;2;14;11;30;64;39;58;10;34;44;53;54;8;4;45;1;47;25;13;59;46;33;6;50
5;41;24;19;42;31;43;32;23;17;27;60;29;20;35;49;28;18;21;16;7;3;56;64;51;37;57;63;9;48;26;52;12;36;40;15;62;38;55;22;2;14;11;30;61;39;58;10;34;44;53;54;8;4;45;1;47;25;13;59;46;33;6;50;19;264
19;264;5;41;24;19;42;31;43;32;23;17;27;60;29;20;35;49;28;18;21;16;7;3;56;64;51;37;57;63;9;48;26;52;12;36;40;15;62;38;55;22;2;14;11;30;61;39;58;10;34;44;53;54;8;4;45;1;47;25;13;59;46;33;6;50
5;41;24;3;42;31;43;32;23;17;27;60;29;20;35;49;28;18;21;16;7;19;56;64;51;37;57;63;9;48;26;52;12;36;40;15;62;38;55;22;2;14;11;30;61;39;58;10;34;44;53;54;8;4;45;1;47;25;13;59;46;33;6;50;19;262
19;262;5;41;24;3;42;31;43;32;23;17;27;60;29;20;35;49;28;18;21;16;7;19;56;64;51;37;57;63;9;48;26;52;12;36;40;15;62;38;55;22;2;14;11;30;61;39;58;10;34;44;53;54;8;4;45;1;47;25;13;59;46;33;6;50
5;53;24;3;42;31;43;32;23;17;27;60;29;20;35;49;28;18;21;16;7;19;56;64;51;37;57;63;9;48;26;52;12;36;40;15;62;38;55;22;2;14;11;30;61;39;58;10;34;44;41;54;8;4;45;1;47;25;13;59;46;33;6;50;19;262
19;262;5;53;24;3;42;31;43;32;23;17;27;60;29;20;35;49;28;18;21;16;7;19;56;64;51;37;57;63;9;48;26;52;12;36;40;15;62;38;55;22;2;14;11;30;61;39;58;10;34;44;41;54;8;4;45;1;47;25;13;59;46;33;6;50
