"X1";"X258";"X24";"X25";"X21";"X10";"X26";"X64";"X34";"X6";"X16";"X11";"X55";"X18";"X13";"X50";"X32";"X12";"X30";"X19";"X40";"X57";"X35";"X61";"X45";"X43";"X3";"X15";"X56";"X60";"X58";"X37";"X5";"X59";"X41";"X28";"X49";"X2";"X38";"X22";"X48";"X33";"X29";"X53";"X54";"X14";"X4";"X42";"X46";"X20";"X1.1";"X39";"X23";"X47";"X51";"X52";"X63";"X8";"X44";"X9";"X62";"X7";"X36";"X31";"X17";"X27"
49;24;41;44;38;56;40;31;27;58;1;64;48;36;15;39;46;62;9;30;22;5;54;18;2;51;6;3;59;45;42;53;55;63;17;25;14;29;35;16;7;26;43;61;13;19;12;50;20;57;11;33;32;23;21;4;8;47;28;10;52;37;60;34;13;304
13;304;49;24;41;44;38;56;40;31;27;58;1;64;48;36;15;39;46;62;9;30;22;5;54;18;2;51;6;3;59;45;42;53;55;63;17;25;14;29;35;16;7;26;43;61;13;19;12;50;20;57;11;33;32;23;21;4;8;47;28;10;52;37;60;34
49;24;41;44;38;56;40;31;27;58;1;64;48;36;15;39;46;62;9;30;22;5;54;18;2;51;6;3;59;45;42;53;55;63;17;25;14;29;23;16;7;26;43;61;13;19;12;50;20;57;11;33;32;35;21;4;8;47;28;10;52;37;60;34;13;298
14;298;49;24;41;44;38;56;40;31;27;58;1;64;48;36;15;39;46;62;9;30;22;5;54;18;2;51;6;3;59;45;42;53;55;63;17;25;14;29;23;16;7;26;43;61;13;19;12;50;20;57;11;33;32;35;21;4;8;47;28;10;52;37;60;34
49;24;41;44;38;56;40;31;27;58;1;64;48;36;15;39;46;62;9;30;22;5;29;18;2;51;6;3;59;45;42;53;55;63;17;25;14;54;23;16;7;26;43;61;13;19;12;50;20;57;11;33;32;35;21;4;8;47;28;10;52;37;60;34;14;298
14;298;49;24;41;44;38;56;40;31;27;58;1;64;48;36;15;39;46;62;9;30;22;5;29;18;2;51;6;3;59;45;42;53;55;63;17;25;14;54;23;16;7;26;43;61;13;19;12;50;20;57;11;33;32;35;21;4;8;47;28;10;52;37;60;34
49;24;41;44;38;56;40;31;27;58;1;64;48;36;15;39;46;62;9;30;22;5;29;18;10;51;6;3;59;45;42;53;55;63;17;25;14;54;23;16;7;26;43;61;13;19;12;50;20;57;11;33;32;35;21;4;8;47;28;2;52;37;60;34;14;298
14;298;49;24;41;44;38;56;40;31;27;58;1;64;48;36;15;39;46;62;9;30;22;5;29;18;10;51;6;3;59;45;42;53;55;63;17;25;14;54;23;16;7;26;43;61;13;19;12;50;20;57;11;33;32;35;21;4;8;47;28;2;52;37;60;34
49;24;41;44;38;56;40;8;27;58;1;64;48;36;15;39;46;62;9;30;22;5;29;18;10;51;6;3;59;45;42;53;55;63;17;25;14;54;23;16;7;26;43;61;13;19;12;50;20;57;11;33;32;35;21;4;31;47;28;2;52;37;60;34;14;298
14;298;49;24;41;44;38;56;40;8;27;58;1;64;48;36;15;39;46;62;9;30;22;5;29;18;10;51;6;3;59;45;42;53;55;63;17;25;14;54;23;16;7;26;43;61;13;19;12;50;20;57;11;33;32;35;21;4;31;47;28;2;52;37;60;34
49;24;41;44;38;56;40;8;27;58;1;64;61;36;15;39;46;62;9;30;22;5;29;18;10;51;6;3;59;45;42;53;55;63;17;25;14;54;23;16;7;26;43;48;13;19;12;50;20;57;11;33;32;35;21;4;31;47;28;2;52;37;60;34;14;286
14;286;49;24;41;44;38;56;40;8;27;58;1;64;61;36;15;39;46;62;9;30;22;5;29;18;10;51;6;3;59;45;42;53;55;63;17;25;14;54;23;16;7;26;43;48;13;19;12;50;20;57;11;33;32;35;21;4;31;47;28;2;52;37;60;34
49;24;41;44;38;56;40;8;27;58;1;64;61;36;15;39;46;62;9;30;22;5;29;52;10;51;6;3;59;45;42;53;55;63;17;25;14;54;23;16;7;26;43;48;13;19;12;50;20;57;11;33;32;35;21;4;31;47;28;2;18;37;60;34;14;286
14;286;49;24;41;44;38;56;40;8;27;58;1;64;61;36;15;39;46;62;9;30;22;5;29;52;10;51;6;3;59;45;42;53;55;63;17;25;14;54;23;16;7;26;43;48;13;19;12;50;20;57;11;33;32;35;21;4;31;47;28;2;18;37;60;34
49;24;41;44;38;56;40;8;27;33;1;64;61;36;15;39;46;62;9;30;22;5;29;52;10;51;6;3;59;45;42;53;55;63;17;25;14;54;23;16;7;26;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;47;28;2;18;37;60;34;14;286
14;286;49;24;41;44;38;56;40;8;27;33;1;64;61;36;15;39;46;62;9;30;22;5;29;52;10;51;6;3;59;45;42;53;55;63;17;25;14;54;23;16;7;26;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;47;28;2;18;37;60;34
49;24;41;44;38;56;40;8;27;33;1;64;61;36;15;39;46;62;9;30;22;5;29;52;10;51;6;3;59;45;54;53;55;63;17;25;14;42;23;16;7;26;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;47;28;2;18;37;60;34;14;286
14;286;49;24;41;44;38;56;40;8;27;33;1;64;61;36;15;39;46;62;9;30;22;5;29;52;10;51;6;3;59;45;54;53;55;63;17;25;14;42;23;16;7;26;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;47;28;2;18;37;60;34
49;24;41;44;38;56;40;8;27;33;1;64;61;36;15;39;46;62;9;30;22;59;29;52;10;51;6;3;5;45;54;53;55;63;17;25;14;42;23;16;7;26;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;47;28;2;18;37;60;34;14;284
14;284;49;24;41;44;38;56;40;8;27;33;1;64;61;36;15;39;46;62;9;30;22;59;29;52;10;51;6;3;5;45;54;53;55;63;17;25;14;42;23;16;7;26;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;47;28;2;18;37;60;34
39;24;41;44;38;56;40;8;27;33;1;64;61;36;15;49;46;62;9;30;22;59;29;52;10;51;6;3;5;45;54;53;55;63;17;25;14;42;23;16;7;26;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;47;28;2;18;37;60;34;14;284
14;284;39;24;41;44;38;56;40;8;27;33;1;64;61;36;15;49;46;62;9;30;22;59;29;52;10;51;6;3;5;45;54;53;55;63;17;25;14;42;23;16;7;26;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;47;28;2;18;37;60;34
39;24;41;44;38;56;40;8;27;33;1;64;61;36;15;49;46;62;9;30;22;59;29;52;10;51;6;3;5;45;54;53;55;63;17;25;60;42;23;16;7;26;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;47;28;2;18;37;14;34;14;292
14;292;39;24;41;44;38;56;40;8;27;33;1;64;61;36;15;49;46;62;9;30;22;59;29;52;10;51;6;3;5;45;54;53;55;63;17;25;60;42;23;16;7;26;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;47;28;2;18;37;14;34
39;24;25;44;38;56;40;8;27;33;1;64;61;36;15;49;46;62;9;30;22;59;29;52;10;51;6;3;5;45;54;53;55;63;17;41;60;42;23;16;7;26;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;47;28;2;18;37;14;34;14;296
14;296;39;24;25;44;38;56;40;8;27;33;1;64;61;36;15;49;46;62;9;30;22;59;29;52;10;51;6;3;5;45;54;53;55;63;17;41;60;42;23;16;7;26;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;47;28;2;18;37;14;34
39;24;25;44;38;56;40;8;27;33;10;64;61;36;15;49;46;62;9;30;22;59;29;52;1;51;6;3;5;45;54;53;55;63;17;41;60;42;23;16;7;26;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;47;28;2;18;37;14;34;14;292
14;292;39;24;25;44;38;56;40;8;27;33;10;64;61;36;15;49;46;62;9;30;22;59;29;52;1;51;6;3;5;45;54;53;55;63;17;41;60;42;23;16;7;26;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;47;28;2;18;37;14;34
39;24;25;44;38;56;40;8;27;33;10;64;61;36;15;49;46;62;9;30;22;59;29;52;1;51;6;3;5;45;54;53;55;63;17;41;60;42;23;16;7;47;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;26;28;2;18;37;14;34;14;292
14;292;39;24;25;44;38;56;40;8;27;33;10;64;61;36;15;49;46;62;9;30;22;59;29;52;1;51;6;3;5;45;54;53;55;63;17;41;60;42;23;16;7;47;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;26;28;2;18;37;14;34
39;24;25;44;38;56;40;8;2;33;10;64;61;36;15;49;46;62;9;30;22;59;29;52;1;51;6;3;5;45;54;53;55;63;17;41;60;42;23;16;7;47;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;26;28;27;18;37;14;34;14;292
14;292;39;24;25;44;38;56;40;8;2;33;10;64;61;36;15;49;46;62;9;30;22;59;29;52;1;51;6;3;5;45;54;53;55;63;17;41;60;42;23;16;7;47;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;26;28;27;18;37;14;34
47;24;25;44;38;56;40;8;2;33;10;64;61;36;15;49;46;62;9;30;22;59;29;52;1;51;6;3;5;45;54;53;55;63;17;41;60;42;23;16;7;39;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;26;28;27;18;37;14;34;14;292
14;292;47;24;25;44;38;56;40;8;2;33;10;64;61;36;15;49;46;62;9;30;22;59;29;52;1;51;6;3;5;45;54;53;55;63;17;41;60;42;23;16;7;39;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;26;28;27;18;37;14;34
47;24;25;44;38;7;40;8;2;33;10;64;61;36;15;49;46;62;9;30;22;59;29;52;1;51;6;3;5;45;54;53;55;63;17;41;60;42;23;16;56;39;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;26;28;27;18;37;14;34;14;284
14;284;47;24;25;44;38;7;40;8;2;33;10;64;61;36;15;49;46;62;9;30;22;59;29;52;1;51;6;3;5;45;54;53;55;63;17;41;60;42;23;16;56;39;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;26;28;27;18;37;14;34
47;24;25;44;38;7;23;8;2;33;10;64;61;36;15;49;46;62;9;30;22;59;29;52;1;51;6;3;5;45;54;53;55;63;17;41;60;42;40;16;56;39;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;26;28;27;18;37;14;34;14;278
14;278;47;24;25;44;38;7;23;8;2;33;10;64;61;36;15;49;46;62;9;30;22;59;29;52;1;51;6;3;5;45;54;53;55;63;17;41;60;42;40;16;56;39;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;26;28;27;18;37;14;34
47;24;25;44;38;7;23;8;2;33;10;64;61;36;15;49;46;62;9;30;22;59;29;52;1;51;6;3;5;45;54;53;55;63;17;41;60;42;40;16;56;39;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;26;28;18;27;37;14;34;14;278
14;278;47;24;25;44;38;7;23;8;2;33;10;64;61;36;15;49;46;62;9;30;22;59;29;52;1;51;6;3;5;45;54;53;55;63;17;41;60;42;40;16;56;39;43;48;13;19;12;50;20;57;11;58;32;35;21;4;31;26;28;18;27;37;14;34
47;24;25;44;38;7;23;8;2;33;10;64;61;12;15;49;46;62;9;30;22;59;29;52;1;51;6;3;5;45;54;53;55;63;17;41;60;42;40;16;56;39;43;48;13;19;36;50;20;57;11;58;32;35;21;4;31;26;28;18;27;37;14;34;14;266
14;266;47;24;25;44;38;7;23;8;2;33;10;64;61;12;15;49;46;62;9;30;22;59;29;52;1;51;6;3;5;45;54;53;55;63;17;41;60;42;40;16;56;39;43;48;13;19;36;50;20;57;11;58;32;35;21;4;31;26;28;18;27;37;14;34
47;24;25;44;38;7;23;8;2;33;10;64;61;12;15;49;46;62;9;30;22;3;29;52;1;51;6;59;5;45;54;53;55;63;17;41;60;42;40;16;56;39;43;48;13;19;36;50;20;57;11;58;32;35;21;4;31;26;28;18;27;37;14;34;14;260
15;260;47;24;25;44;38;7;23;8;2;33;10;64;61;12;15;49;46;62;9;30;22;3;29;52;1;51;6;59;5;45;54;53;55;63;17;41;60;42;40;16;56;39;43;48;13;19;36;50;20;57;11;58;32;35;21;4;31;26;28;18;27;37;14;34
47;24;11;44;38;7;23;8;2;33;10;64;61;12;15;49;46;62;9;30;22;3;29;52;1;51;6;59;5;45;54;53;55;63;17;41;60;42;40;16;56;39;43;48;13;19;36;50;20;57;25;58;32;35;21;4;31;26;28;18;27;37;14;34;15;260
15;260;47;24;11;44;38;7;23;8;2;33;10;64;61;12;15;49;46;62;9;30;22;3;29;52;1;51;6;59;5;45;54;53;55;63;17;41;60;42;40;16;56;39;43;48;13;19;36;50;20;57;25;58;32;35;21;4;31;26;28;18;27;37;14;34
47;24;11;44;38;7;23;8;2;33;36;64;61;12;15;49;46;62;9;30;22;3;29;52;1;51;6;59;5;45;54;53;55;63;17;41;60;42;40;16;56;39;43;48;13;19;10;50;20;57;25;58;32;35;21;4;31;26;28;18;27;37;14;34;15;260
15;260;47;24;11;44;38;7;23;8;2;33;36;64;61;12;15;49;46;62;9;30;22;3;29;52;1;51;6;59;5;45;54;53;55;63;17;41;60;42;40;16;56;39;43;48;13;19;10;50;20;57;25;58;32;35;21;4;31;26;28;18;27;37;14;34
47;24;11;44;38;7;23;8;2;33;36;64;61;12;15;49;46;37;9;30;22;3;29;52;1;51;6;59;5;45;54;53;55;63;17;41;60;42;40;16;56;39;43;48;13;19;10;50;20;57;25;58;32;35;21;4;31;26;28;18;27;62;14;34;15;260
15;260;47;24;11;44;38;7;23;8;2;33;36;64;61;12;15;49;46;37;9;30;22;3;29;52;1;51;6;59;5;45;54;53;55;63;17;41;60;42;40;16;56;39;43;48;13;19;10;50;20;57;25;58;32;35;21;4;31;26;28;18;27;62;14;34
47;24;11;44;38;7;23;8;2;33;36;64;61;12;15;49;46;37;9;30;22;3;29;52;1;51;6;59;5;45;54;53;55;63;17;41;60;42;40;16;56;39;43;48;13;31;10;50;20;57;25;58;32;35;21;4;19;26;28;18;27;62;14;34;15;256
15;256;47;24;11;44;38;7;23;8;2;33;36;64;61;12;15;49;46;37;9;30;22;3;29;52;1;51;6;59;5;45;54;53;55;63;17;41;60;42;40;16;56;39;43;48;13;31;10;50;20;57;25;58;32;35;21;4;19;26;28;18;27;62;14;34
47;24;11;44;38;7;23;8;2;33;36;64;61;12;15;49;42;37;9;30;22;3;29;52;1;51;6;59;5;45;54;53;55;63;17;41;60;46;40;16;56;39;43;48;13;31;10;50;20;57;25;58;32;35;21;4;19;26;28;18;27;62;14;34;15;256
15;256;47;24;11;44;38;7;23;8;2;33;36;64;61;12;15;49;42;37;9;30;22;3;29;52;1;51;6;59;5;45;54;53;55;63;17;41;60;46;40;16;56;39;43;48;13;31;10;50;20;57;25;58;32;35;21;4;19;26;28;18;27;62;14;34
47;24;11;44;38;7;23;8;2;33;36;64;61;12;15;49;42;37;9;30;22;3;29;52;1;51;6;59;5;45;54;25;55;63;17;41;60;46;40;16;56;39;43;48;13;31;10;50;20;57;53;58;32;35;21;4;19;26;28;18;27;62;14;34;15;254
15;254;47;24;11;44;38;7;23;8;2;33;36;64;61;12;15;49;42;37;9;30;22;3;29;52;1;51;6;59;5;45;54;25;55;63;17;41;60;46;40;16;56;39;43;48;13;31;10;50;20;57;53;58;32;35;21;4;19;26;28;18;27;62;14;34
47;24;11;44;38;7;23;8;2;33;36;64;61;12;15;49;42;37;9;30;22;3;29;52;1;51;6;59;5;45;54;25;55;63;17;41;60;46;40;16;56;39;43;48;13;31;10;50;20;57;53;58;32;35;21;4;19;26;28;34;27;62;14;18;15;254
15;254;47;24;11;44;38;7;23;8;2;33;36;64;61;12;15;49;42;37;9;30;22;3;29;52;1;51;6;59;5;45;54;25;55;63;17;41;60;46;40;16;56;39;43;48;13;31;10;50;20;57;53;58;32;35;21;4;19;26;28;34;27;62;14;18
47;24;11;44;38;7;30;8;2;33;36;64;61;12;15;49;42;37;9;23;22;3;29;52;1;51;6;59;5;45;54;25;55;63;17;41;60;46;40;16;56;39;43;48;13;31;10;50;20;57;53;58;32;35;21;4;19;26;28;34;27;62;14;18;15;256
15;256;47;24;11;44;38;7;30;8;2;33;36;64;61;12;15;49;42;37;9;23;22;3;29;52;1;51;6;59;5;45;54;25;55;63;17;41;60;46;40;16;56;39;43;48;13;31;10;50;20;57;53;58;32;35;21;4;19;26;28;34;27;62;14;18
47;24;11;44;38;7;27;8;2;33;36;64;61;12;15;49;42;37;9;23;22;3;29;52;1;51;6;59;5;45;54;25;55;63;17;41;60;46;40;16;56;39;43;48;13;31;10;50;20;57;53;58;32;35;21;4;19;26;28;34;30;62;14;18;15;256
15;256;47;24;11;44;38;7;27;8;2;33;36;64;61;12;15;49;42;37;9;23;22;3;29;52;1;51;6;59;5;45;54;25;55;63;17;41;60;46;40;16;56;39;43;48;13;31;10;50;20;57;53;58;32;35;21;4;19;26;28;34;30;62;14;18
47;24;11;44;38;7;27;8;2;33;36;64;61;12;15;49;42;37;9;23;22;3;29;52;1;51;6;59;5;45;54;25;55;63;17;41;60;46;40;16;56;39;43;19;13;31;10;50;20;57;53;58;32;35;21;4;48;26;28;34;30;62;14;18;15;264
15;264;47;24;11;44;38;7;27;8;2;33;36;64;61;12;15;49;42;37;9;23;22;3;29;52;1;51;6;59;5;45;54;25;55;63;17;41;60;46;40;16;56;39;43;19;13;31;10;50;20;57;53;58;32;35;21;4;48;26;28;34;30;62;14;18
47;24;11;44;38;7;27;8;2;33;36;64;61;12;15;49;42;37;9;23;22;3;29;52;1;51;6;59;5;45;54;55;25;63;17;41;60;46;40;16;56;39;43;19;13;31;10;50;20;57;53;58;32;35;21;4;48;26;28;34;30;62;14;18;15;260
15;260;47;24;11;44;38;7;27;8;2;33;36;64;61;12;15;49;42;37;9;23;22;3;29;52;1;51;6;59;5;45;54;55;25;63;17;41;60;46;40;16;56;39;43;19;13;31;10;50;20;57;53;58;32;35;21;4;48;26;28;34;30;62;14;18
47;24;11;44;38;7;27;8;2;33;35;64;61;12;15;49;42;37;9;23;22;3;29;52;1;51;6;59;5;45;54;55;25;63;17;41;60;46;40;16;56;39;43;19;13;31;10;50;20;57;53;58;32;36;21;4;48;26;28;34;30;62;14;18;15;256
15;256;47;24;11;44;38;7;27;8;2;33;35;64;61;12;15;49;42;37;9;23;22;3;29;52;1;51;6;59;5;45;54;55;25;63;17;41;60;46;40;16;56;39;43;19;13;31;10;50;20;57;53;58;32;36;21;4;48;26;28;34;30;62;14;18
47;24;11;44;38;7;27;8;2;33;35;64;61;12;15;49;42;37;9;23;22;3;29;52;1;10;6;59;5;45;54;55;25;63;17;41;60;46;40;16;56;39;43;19;13;31;51;50;20;57;53;58;32;36;21;4;48;26;28;34;30;62;14;18;15;256
15;256;47;24;11;44;38;7;27;8;2;33;35;64;61;12;15;49;42;37;9;23;22;3;29;52;1;10;6;59;5;45;54;55;25;63;17;41;60;46;40;16;56;39;43;19;13;31;51;50;20;57;53;58;32;36;21;4;48;26;28;34;30;62;14;18
47;24;11;44;38;7;45;8;2;33;35;64;61;12;15;49;42;37;9;23;22;3;29;52;1;10;6;59;5;27;54;55;25;63;17;41;60;46;40;16;56;39;43;19;13;31;51;50;20;57;53;58;32;36;21;4;48;26;28;34;30;62;14;18;15;248
15;248;47;24;11;44;38;7;45;8;2;33;35;64;61;12;15;49;42;37;9;23;22;3;29;52;1;10;6;59;5;27;54;55;25;63;17;41;60;46;40;16;56;39;43;19;13;31;51;50;20;57;53;58;32;36;21;4;48;26;28;34;30;62;14;18
47;24;11;44;38;7;45;8;2;33;35;64;61;51;15;49;42;37;9;23;22;3;29;52;1;10;6;59;5;27;54;55;25;63;17;41;60;46;40;16;56;39;43;19;13;31;12;50;20;57;53;58;32;36;21;4;48;26;28;34;30;62;14;18;15;256
15;256;47;24;11;44;38;7;45;8;2;33;35;64;61;51;15;49;42;37;9;23;22;3;29;52;1;10;6;59;5;27;54;55;25;63;17;41;60;46;40;16;56;39;43;19;13;31;12;50;20;57;53;58;32;36;21;4;48;26;28;34;30;62;14;18
47;24;11;44;38;7;45;8;2;33;35;64;61;51;15;49;42;37;57;23;22;3;29;52;1;10;6;59;5;27;54;55;25;63;17;41;60;46;40;16;56;39;43;19;13;31;12;50;20;9;53;58;32;36;21;4;48;26;28;34;30;62;14;18;15;260
15;260;47;24;11;44;38;7;45;8;2;33;35;64;61;51;15;49;42;37;57;23;22;3;29;52;1;10;6;59;5;27;54;55;25;63;17;41;60;46;40;16;56;39;43;19;13;31;12;50;20;9;53;58;32;36;21;4;48;26;28;34;30;62;14;18
47;24;11;44;38;7;45;8;2;33;35;64;61;51;15;49;42;37;57;23;22;3;29;52;1;10;6;59;5;27;54;55;25;63;17;41;60;46;40;16;56;39;43;19;13;48;12;50;20;9;53;58;32;36;21;4;31;26;28;34;30;62;14;18;15;260
15;260;47;24;11;44;38;7;45;8;2;33;35;64;61;51;15;49;42;37;57;23;22;3;29;52;1;10;6;59;5;27;54;55;25;63;17;41;60;46;40;16;56;39;43;19;13;48;12;50;20;9;53;58;32;36;21;4;31;26;28;34;30;62;14;18
47;24;11;44;38;7;45;8;2;33;35;64;61;51;15;49;42;37;57;23;22;3;29;52;1;10;6;59;5;27;54;55;25;63;17;41;60;46;40;16;56;39;43;19;13;48;12;14;20;9;53;58;32;36;21;4;31;26;28;34;30;62;50;18;15;260
15;260;47;24;11;44;38;7;45;8;2;33;35;64;61;51;15;49;42;37;57;23;22;3;29;52;1;10;6;59;5;27;54;55;25;63;17;41;60;46;40;16;56;39;43;19;13;48;12;14;20;9;53;58;32;36;21;4;31;26;28;34;30;62;50;18
47;24;11;44;38;7;45;8;2;33;35;64;61;51;15;49;42;37;57;23;22;3;29;52;1;10;6;59;5;27;54;55;25;63;17;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;53;58;32;36;21;4;31;26;28;34;30;62;50;18;15;248
15;248;47;24;11;44;38;7;45;8;2;33;35;64;61;51;15;49;42;37;57;23;22;3;29;52;1;10;6;59;5;27;54;55;25;63;17;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;53;58;32;36;21;4;31;26;28;34;30;62;50;18
47;24;11;44;38;7;45;8;2;33;35;64;61;51;15;49;42;37;57;23;22;3;29;52;1;10;6;59;5;27;54;55;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;53;58;32;17;21;4;31;26;28;34;30;62;50;18;15;256
16;256;47;24;11;44;38;7;45;8;2;33;35;64;61;51;15;49;42;37;57;23;22;3;29;52;1;10;6;59;5;27;54;55;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;53;58;32;17;21;4;31;26;28;34;30;62;50;18
47;24;11;44;38;7;45;8;2;33;35;64;61;3;15;49;42;37;57;23;22;51;29;52;1;10;6;59;5;27;54;55;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;53;58;32;17;21;4;31;26;28;34;30;62;50;18;16;248
16;248;47;24;11;44;38;7;45;8;2;33;35;64;61;3;15;49;42;37;57;23;22;51;29;52;1;10;6;59;5;27;54;55;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;53;58;32;17;21;4;31;26;28;34;30;62;50;18
47;24;11;44;38;7;45;8;2;33;35;64;61;3;15;49;42;37;57;23;22;51;29;52;1;10;6;59;5;27;54;55;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;53;58;32;18;21;4;31;26;28;34;30;62;50;17;16;248
16;248;47;24;11;44;38;7;45;8;2;33;35;64;61;3;15;49;42;37;57;23;22;51;29;52;1;10;6;59;5;27;54;55;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;53;58;32;18;21;4;31;26;28;34;30;62;50;17
47;24;11;44;38;7;45;8;2;33;35;6;61;3;15;49;42;37;57;23;22;51;29;52;1;10;64;59;5;27;54;55;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;53;58;32;18;21;4;31;26;28;34;30;62;50;17;16;248
16;248;47;24;11;44;38;7;45;8;2;33;35;6;61;3;15;49;42;37;57;23;22;51;29;52;1;10;64;59;5;27;54;55;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;53;58;32;18;21;4;31;26;28;34;30;62;50;17
47;24;11;44;38;7;45;8;32;33;35;6;61;3;15;49;42;37;57;23;22;51;29;52;1;10;64;59;5;27;54;55;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;53;58;2;18;21;4;31;26;28;34;30;62;50;17;16;248
16;248;47;24;11;44;38;7;45;8;32;33;35;6;61;3;15;49;42;37;57;23;22;51;29;52;1;10;64;59;5;27;54;55;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;53;58;2;18;21;4;31;26;28;34;30;62;50;17
47;24;11;44;38;7;45;8;32;33;35;6;61;3;15;49;42;37;57;23;22;51;29;52;1;28;64;59;5;27;54;55;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;53;58;2;18;21;4;31;26;10;34;30;62;50;17;16;248
16;248;47;24;11;44;38;7;45;8;32;33;35;6;61;3;15;49;42;37;57;23;22;51;29;52;1;28;64;59;5;27;54;55;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;53;58;2;18;21;4;31;26;10;34;30;62;50;17
47;24;11;44;38;7;45;8;32;33;35;6;61;3;15;49;42;37;57;23;22;51;29;52;1;58;64;59;5;27;54;55;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;53;28;2;18;21;4;31;26;10;34;30;62;50;17;16;248
16;248;47;24;11;44;38;7;45;8;32;33;35;6;61;3;15;49;42;37;57;23;22;51;29;52;1;58;64;59;5;27;54;55;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;53;28;2;18;21;4;31;26;10;34;30;62;50;17
47;24;11;44;38;7;45;8;32;33;35;6;53;3;15;49;42;37;57;23;22;51;29;52;1;58;64;59;5;27;54;55;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;61;28;2;18;21;4;31;26;10;34;30;62;50;17;16;248
16;248;47;24;11;44;38;7;45;8;32;33;35;6;53;3;15;49;42;37;57;23;22;51;29;52;1;58;64;59;5;27;54;55;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;61;28;2;18;21;4;31;26;10;34;30;62;50;17
47;24;11;44;38;7;45;8;32;33;35;6;53;3;15;49;42;37;57;23;22;55;29;52;1;58;64;59;5;27;54;51;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;61;28;2;18;21;4;31;26;10;34;30;62;50;17;16;248
16;248;47;24;11;44;38;7;45;8;32;33;35;6;53;3;15;49;42;37;57;23;22;55;29;52;1;58;64;59;5;27;54;51;25;63;36;41;60;46;40;16;56;48;43;19;13;39;12;14;20;9;61;28;2;18;21;4;31;26;10;34;30;62;50;17
47;24;11;44;38;7;45;8;32;33;35;6;53;3;15;49;42;37;57;23;22;55;29;52;1;58;64;59;5;27;54;51;25;63;36;41;21;46;40;16;56;48;43;19;13;39;12;14;20;9;61;28;2;18;60;4;31;26;10;34;30;62;50;17;16;240
16;240;47;24;11;44;38;7;45;8;32;33;35;6;53;3;15;49;42;37;57;23;22;55;29;52;1;58;64;59;5;27;54;51;25;63;36;41;21;46;40;16;56;48;43;19;13;39;12;14;20;9;61;28;2;18;60;4;31;26;10;34;30;62;50;17
47;24;11;44;38;7;45;48;32;33;35;6;53;3;15;49;42;37;57;23;22;55;29;52;1;58;64;59;5;27;54;51;25;63;36;41;21;46;40;16;56;8;43;19;13;39;12;14;20;9;61;28;2;18;60;4;31;26;10;34;30;62;50;17;16;248
16;248;47;24;11;44;38;7;45;48;32;33;35;6;53;3;15;49;42;37;57;23;22;55;29;52;1;58;64;59;5;27;54;51;25;63;36;41;21;46;40;16;56;8;43;19;13;39;12;14;20;9;61;28;2;18;60;4;31;26;10;34;30;62;50;17
