"X1";"X27040";"X10";"X11";"X15";"X1.1";"X19";"X13";"X22";"X6";"X23";"X14";"X7";"X25";"X9";"X20";"X8";"X24";"X31";"X29";"X27";"X18";"X4";"X17";"X28";"X2";"X30";"X26";"X32";"X5";"X3";"X12";"X21";"X16"
13;9;5;10;26;6;23;28;20;17;11;25;12;24;3;19;14;15;29;8;22;31;1;2;32;16;27;18;7;30;4;21;20;25212
20;25212;13;9;5;10;26;6;23;28;20;17;11;25;12;24;3;19;14;15;29;8;22;31;1;2;32;16;27;18;7;30;4;21
13;9;5;10;26;6;23;28;20;17;11;25;12;24;3;19;4;15;29;8;22;31;1;2;32;16;27;18;7;30;14;21;20;25852
20;25852;13;9;5;10;26;6;23;28;20;17;11;25;12;24;3;19;4;15;29;8;22;31;1;2;32;16;27;18;7;30;14;21
13;9;5;10;26;6;23;1;20;17;11;25;12;24;3;19;4;15;29;8;22;31;28;2;32;16;27;18;7;30;14;21;20;26342
20;26342;13;9;5;10;26;6;23;1;20;17;11;25;12;24;3;19;4;15;29;8;22;31;28;2;32;16;27;18;7;30;14;21
13;9;5;10;19;6;23;1;20;17;11;25;12;24;3;26;4;15;29;8;22;31;28;2;32;16;27;18;7;30;14;21;20;26202
20;26202;13;9;5;10;19;6;23;1;20;17;11;25;12;24;3;26;4;15;29;8;22;31;28;2;32;16;27;18;7;30;14;21
13;9;5;10;19;6;23;1;20;17;11;25;12;24;3;26;4;15;29;8;22;18;28;2;32;16;27;31;7;30;14;21;20;26162
20;26162;13;9;5;10;19;6;23;1;20;17;11;25;12;24;3;26;4;15;29;8;22;18;28;2;32;16;27;31;7;30;14;21
13;9;5;10;19;6;23;25;20;17;11;1;12;24;3;26;4;15;29;8;22;18;28;2;32;16;27;31;7;30;14;21;20;26034
20;26034;13;9;5;10;19;6;23;25;20;17;11;1;12;24;3;26;4;15;29;8;22;18;28;2;32;16;27;31;7;30;14;21
13;9;5;10;19;6;7;25;20;17;11;1;12;24;3;26;4;15;29;8;22;18;28;2;32;16;27;31;23;30;14;21;20;25942
20;25942;13;9;5;10;19;6;7;25;20;17;11;1;12;24;3;26;4;15;29;8;22;18;28;2;32;16;27;31;23;30;14;21
13;9;5;25;19;6;7;10;20;17;11;1;12;24;3;26;4;15;29;8;22;18;28;2;32;16;27;31;23;30;14;21;20;26576
20;26576;13;9;5;25;19;6;7;10;20;17;11;1;12;24;3;26;4;15;29;8;22;18;28;2;32;16;27;31;23;30;14;21
13;9;5;25;19;6;7;10;20;17;11;1;12;24;3;26;4;15;29;8;22;18;28;2;32;30;27;31;23;16;14;21;20;26624
21;26624;13;9;5;25;19;6;7;10;20;17;11;1;12;24;3;26;4;15;29;8;22;18;28;2;32;30;27;31;23;16;14;21
13;9;5;25;19;6;7;10;20;17;11;1;12;24;3;26;4;15;29;8;22;18;28;2;32;30;14;31;23;16;27;21;21;26440
21;26440;13;9;5;25;19;6;7;10;20;17;11;1;12;24;3;26;4;15;29;8;22;18;28;2;32;30;14;31;23;16;27;21
13;9;5;25;19;6;7;10;20;29;11;1;12;24;3;26;4;15;17;8;22;18;28;2;32;30;14;31;23;16;27;21;21;26260
21;26260;13;9;5;25;19;6;7;10;20;29;11;1;12;24;3;26;4;15;17;8;22;18;28;2;32;30;14;31;23;16;27;21
32;9;5;25;19;6;7;10;20;29;11;1;12;24;3;26;4;15;17;8;22;18;28;2;13;30;14;31;23;16;27;21;21;26444
21;26444;32;9;5;25;19;6;7;10;20;29;11;1;12;24;3;26;4;15;17;8;22;18;28;2;13;30;14;31;23;16;27;21
32;9;5;25;19;21;7;10;20;29;11;1;12;24;3;26;4;15;17;8;22;18;28;2;13;30;14;31;23;16;27;6;21;26790
21;26790;32;9;5;25;19;21;7;10;20;29;11;1;12;24;3;26;4;15;17;8;22;18;28;2;13;30;14;31;23;16;27;6
32;9;5;25;19;21;7;10;20;29;11;1;12;24;3;26;4;2;17;8;22;18;28;15;13;30;14;31;23;16;27;6;21;26990
21;26990;32;9;5;25;19;21;7;10;20;29;11;1;12;24;3;26;4;2;17;8;22;18;28;15;13;30;14;31;23;16;27;6
32;9;5;25;19;21;7;10;20;29;11;1;12;24;3;26;4;2;17;8;22;18;28;15;13;30;14;31;16;23;27;6;21;27284
21;27284;32;9;5;25;19;21;7;10;20;29;11;1;12;24;3;26;4;2;17;8;22;18;28;15;13;30;14;31;16;23;27;6
32;9;5;25;19;21;7;10;20;29;11;1;12;24;3;26;4;2;17;8;22;13;28;15;18;30;14;31;16;23;27;6;21;27758
21;27758;32;9;5;25;19;21;7;10;20;29;11;1;12;24;3;26;4;2;17;8;22;13;28;15;18;30;14;31;16;23;27;6
32;9;5;25;19;21;7;10;20;29;11;1;12;24;3;26;4;2;17;22;8;13;28;15;18;30;14;31;16;23;27;6;21;27460
21;27460;32;9;5;25;19;21;7;10;20;29;11;1;12;24;3;26;4;2;17;22;8;13;28;15;18;30;14;31;16;23;27;6
32;9;5;25;11;21;7;10;20;29;19;1;12;24;3;26;4;2;17;22;8;13;28;15;18;30;14;31;16;23;27;6;21;27558
21;27558;32;9;5;25;11;21;7;10;20;29;19;1;12;24;3;26;4;2;17;22;8;13;28;15;18;30;14;31;16;23;27;6
32;9;5;25;11;21;7;10;20;29;19;1;12;24;3;26;4;2;17;22;8;13;28;6;18;30;14;31;16;23;27;15;21;27598
21;27598;32;9;5;25;11;21;7;10;20;29;19;1;12;24;3;26;4;2;17;22;8;13;28;6;18;30;14;31;16;23;27;15
32;29;5;25;11;21;7;10;20;9;19;1;12;24;3;26;4;2;17;22;8;13;28;6;18;30;14;31;16;23;27;15;21;28262
21;27598;32;9;5;25;11;21;7;10;20;29;19;1;12;24;3;26;4;2;17;22;8;13;28;6;18;30;14;31;16;23;27;15
32;9;5;25;11;21;7;10;14;29;19;1;12;24;3;26;4;2;17;22;8;13;28;6;18;30;20;31;16;23;27;15;21;27532
21;27532;32;9;5;25;11;21;7;10;14;29;19;1;12;24;3;26;4;2;17;22;8;13;28;6;18;30;20;31;16;23;27;15
32;9;5;25;17;21;7;10;14;29;19;1;12;24;3;26;4;2;11;22;8;13;28;6;18;30;20;31;16;23;27;15;21;27898
21;27898;32;9;5;25;17;21;7;10;14;29;19;1;12;24;3;26;4;2;11;22;8;13;28;6;18;30;20;31;16;23;27;15
32;9;23;25;17;21;7;10;14;29;19;1;12;24;3;26;4;2;11;22;8;13;28;6;18;30;20;31;16;5;27;15;21;27840
21;27840;32;9;23;25;17;21;7;10;14;29;19;1;12;24;3;26;4;2;11;22;8;13;28;6;18;30;20;31;16;5;27;15
32;9;23;25;17;21;7;10;14;29;19;1;12;24;3;26;4;2;11;22;8;13;28;6;18;30;5;31;16;20;27;15;21;27632
21;27632;32;9;23;25;17;21;7;10;14;29;19;1;12;24;3;26;4;2;11;22;8;13;28;6;18;30;5;31;16;20;27;15
32;9;23;25;17;21;7;10;14;29;19;1;12;24;3;26;4;2;11;22;8;13;15;6;18;30;5;31;16;20;27;28;21;27442
21;27442;32;9;23;25;17;21;7;10;14;29;19;1;12;24;3;26;4;2;11;22;8;13;15;6;18;30;5;31;16;20;27;28
32;9;23;30;17;21;7;10;14;29;19;1;12;24;3;26;4;2;11;22;8;13;15;6;18;25;5;31;16;20;27;28;21;27362
21;27362;32;9;23;30;17;21;7;10;14;29;19;1;12;24;3;26;4;2;11;22;8;13;15;6;18;25;5;31;16;20;27;28
32;9;23;30;17;21;7;10;14;29;19;1;12;24;3;26;4;2;11;22;18;13;15;6;8;25;5;31;16;20;27;28;21;28224
21;28224;32;9;23;30;17;21;7;10;14;29;19;1;12;24;3;26;4;2;11;22;18;13;15;6;8;25;5;31;16;20;27;28
32;9;10;30;17;21;7;23;14;29;19;1;12;24;3;26;4;2;11;22;18;13;15;6;8;25;5;31;16;20;27;28;21;28346
21;28346;32;9;10;30;17;21;7;23;14;29;19;1;12;24;3;26;4;2;11;22;18;13;15;6;8;25;5;31;16;20;27;28
32;9;10;31;17;21;7;23;14;29;19;1;12;24;3;26;4;2;11;22;18;13;15;6;8;25;5;30;16;20;27;28;21;28486
22;28486;32;9;10;31;17;21;7;23;14;29;19;1;12;24;3;26;4;2;11;22;18;13;15;6;8;25;5;30;16;20;27;28
32;9;10;31;17;21;7;23;14;29;19;1;12;24;3;26;22;2;11;4;18;13;15;6;8;25;5;30;16;20;27;28;22;27518
22;27518;32;9;10;31;17;21;7;23;14;29;19;1;12;24;3;26;22;2;11;4;18;13;15;6;8;25;5;30;16;20;27;28
32;9;10;31;17;21;7;23;14;29;19;1;12;5;3;26;22;2;11;4;18;13;15;6;8;25;24;30;16;20;27;28;22;27426
22;27426;32;9;10;31;17;21;7;23;14;29;19;1;12;5;3;26;22;2;11;4;18;13;15;6;8;25;24;30;16;20;27;28
32;19;10;31;17;21;7;23;14;29;9;1;12;5;3;26;22;2;11;4;18;13;15;6;8;25;24;30;16;20;27;28;22;26968
22;26968;32;19;10;31;17;21;7;23;14;29;9;1;12;5;3;26;22;2;11;4;18;13;15;6;8;25;24;30;16;20;27;28
32;19;10;31;17;27;7;23;14;29;9;1;12;5;3;26;22;2;11;4;18;13;15;6;8;25;24;30;16;20;21;28;22;26908
22;26908;32;19;10;31;17;27;7;23;14;29;9;1;12;5;3;26;22;2;11;4;18;13;15;6;8;25;24;30;16;20;21;28
32;19;10;31;17;27;7;23;14;29;16;1;12;5;3;26;22;2;11;4;18;13;15;6;8;25;24;30;9;20;21;28;22;27388
22;27388;32;19;10;31;17;27;7;23;14;29;16;1;12;5;3;26;22;2;11;4;18;13;15;6;8;25;24;30;9;20;21;28
32;19;10;31;17;27;7;23;14;29;16;1;12;5;3;26;22;2;11;4;24;13;15;6;8;25;18;30;9;20;21;28;22;26968
22;26968;32;19;10;31;17;27;7;23;14;29;16;1;12;5;3;26;22;2;11;4;24;13;15;6;8;25;18;30;9;20;21;28
32;19;10;31;17;27;7;23;14;29;16;1;12;5;3;26;6;2;11;4;24;13;15;22;8;25;18;30;9;20;21;28;22;27336
22;26968;32;19;10;31;17;27;7;23;14;29;16;1;12;5;3;26;22;2;11;4;24;13;15;6;8;25;18;30;9;20;21;28
32;19;10;31;17;21;7;23;14;29;16;1;12;5;3;26;22;2;11;4;24;13;15;6;8;25;18;30;9;20;27;28;22;27228
22;27228;32;19;10;31;17;21;7;23;14;29;16;1;12;5;3;26;22;2;11;4;24;13;15;6;8;25;18;30;9;20;27;28
32;19;10;31;17;20;7;23;14;29;16;1;12;5;3;26;22;2;11;4;24;13;15;6;8;25;18;30;9;21;27;28;22;27348
22;27348;32;19;10;31;17;20;7;23;14;29;16;1;12;5;3;26;22;2;11;4;24;13;15;6;8;25;18;30;9;21;27;28
3;19;10;31;17;20;7;23;14;29;16;1;12;5;32;26;22;2;11;4;24;13;15;6;8;25;18;30;9;21;27;28;22;26562
22;26562;3;19;10;31;17;20;7;23;14;29;16;1;12;5;32;26;22;2;11;4;24;13;15;6;8;25;18;30;9;21;27;28
3;19;10;31;17;20;7;23;14;29;16;1;8;5;32;26;22;2;11;4;24;13;15;6;12;25;18;30;9;21;27;28;22;26562
22;26562;3;19;10;31;17;20;7;23;14;29;16;1;8;5;32;26;22;2;11;4;24;13;15;6;12;25;18;30;9;21;27;28
3;19;10;31;17;20;7;23;14;29;16;1;15;5;32;26;22;2;11;4;24;13;8;6;12;25;18;30;9;21;27;28;22;26342
22;26342;3;19;10;31;17;20;7;23;14;29;16;1;15;5;32;26;22;2;11;4;24;13;8;6;12;25;18;30;9;21;27;28
3;19;10;31;17;20;7;23;14;29;16;1;15;5;12;26;22;2;11;4;24;13;8;6;32;25;18;30;9;21;27;28;22;27000
22;27000;3;19;10;31;17;20;7;23;14;29;16;1;15;5;12;26;22;2;11;4;24;13;8;6;32;25;18;30;9;21;27;28
3;24;10;31;17;20;7;23;14;29;16;1;15;5;12;26;22;2;11;4;19;13;8;6;32;25;18;30;9;21;27;28;22;27080
22;27080;3;24;10;31;17;20;7;23;14;29;16;1;15;5;12;26;22;2;11;4;19;13;8;6;32;25;18;30;9;21;27;28
3;24;10;31;17;20;7;23;14;29;9;1;15;5;12;26;22;2;11;4;19;13;8;6;32;25;18;30;16;21;27;28;22;26400
22;26400;3;24;10;31;17;20;7;23;14;29;9;1;15;5;12;26;22;2;11;4;19;13;8;6;32;25;18;30;16;21;27;28
3;24;10;31;17;20;7;23;14;29;9;1;15;5;12;26;22;2;11;4;19;13;8;28;32;25;18;30;16;21;27;6;22;26080
22;26080;3;24;10;31;17;20;7;23;14;29;9;1;15;5;12;26;22;2;11;4;19;13;8;28;32;25;18;30;16;21;27;6
3;24;10;31;23;20;7;17;14;29;9;1;15;5;12;26;22;2;11;4;19;13;8;28;32;25;18;30;16;21;27;6;22;25780
22;25780;3;24;10;31;23;20;7;17;14;29;9;1;15;5;12;26;22;2;11;4;19;13;8;28;32;25;18;30;16;21;27;6
3;24;10;31;23;20;15;17;14;29;9;1;7;5;12;26;22;2;11;4;19;13;8;28;32;25;18;30;16;21;27;6;22;25980
22;25980;3;24;10;31;23;20;15;17;14;29;9;1;7;5;12;26;22;2;11;4;19;13;8;28;32;25;18;30;16;21;27;6
3;24;10;31;23;20;15;17;14;29;9;1;7;5;12;26;22;2;11;13;19;4;8;28;32;25;18;30;16;21;27;6;22;26020
22;26020;3;24;10;31;23;20;15;17;14;29;9;1;7;5;12;26;22;2;11;13;19;4;8;28;32;25;18;30;16;21;27;6
3;24;7;31;23;20;15;17;14;29;9;1;10;5;12;26;22;2;11;13;19;4;8;28;32;25;18;30;16;21;27;6;22;25340
23;25340;3;24;7;31;23;20;15;17;14;29;9;1;10;5;12;26;22;2;11;13;19;4;8;28;32;25;18;30;16;21;27;6
3;24;7;31;23;20;15;17;14;29;9;1;10;5;12;26;22;2;11;8;19;4;13;28;32;25;18;30;16;21;27;6;23;25280
23;25280;3;24;7;31;23;20;15;17;14;29;9;1;10;5;12;26;22;2;11;8;19;4;13;28;32;25;18;30;16;21;27;6
3;24;7;31;23;20;2;17;14;29;9;1;10;5;12;26;22;15;11;8;19;4;13;28;32;25;18;30;16;21;27;6;23;25560
23;25560;3;24;7;31;23;20;2;17;14;29;9;1;10;5;12;26;22;15;11;8;19;4;13;28;32;25;18;30;16;21;27;6
24;3;7;31;23;20;2;17;14;29;9;1;10;5;12;26;22;15;11;8;19;4;13;28;32;25;18;30;16;21;27;6;23;25778
23;25778;24;3;7;31;23;20;2;17;14;29;9;1;10;5;12;26;22;15;11;8;19;4;13;28;32;25;18;30;16;21;27;6
24;3;7;31;23;20;2;17;14;29;9;1;10;5;12;26;22;15;18;8;19;4;13;28;32;25;11;30;16;21;27;6;23;25566
23;25566;24;3;7;31;23;20;2;17;14;29;9;1;10;5;12;26;22;15;18;8;19;4;13;28;32;25;11;30;16;21;27;6
24;3;7;31;23;20;2;17;14;8;9;1;10;5;12;26;22;15;18;29;19;4;13;28;32;25;11;30;16;21;27;6;23;26472
23;26472;24;3;7;31;23;20;2;17;14;8;9;1;10;5;12;26;22;15;18;29;19;4;13;28;32;25;11;30;16;21;27;6
24;3;7;31;23;20;2;17;14;27;9;1;10;5;12;26;22;15;18;29;19;4;13;28;32;25;11;30;16;21;8;6;23;26358
23;26358;24;3;7;31;23;20;2;17;14;27;9;1;10;5;12;26;22;15;18;29;19;4;13;28;32;25;11;30;16;21;8;6
24;3;7;31;23;20;2;17;14;27;9;1;4;5;12;26;22;15;18;29;19;10;13;28;32;25;11;30;16;21;8;6;23;27758
23;26358;24;3;7;31;23;20;2;17;14;27;9;1;10;5;12;26;22;15;18;29;19;4;13;28;32;25;11;30;16;21;8;6
24;3;7;31;23;20;2;17;14;27;9;1;10;5;8;26;22;15;18;29;19;4;13;28;32;25;11;30;16;21;12;6;23;26338
23;26338;24;3;7;31;23;20;2;17;14;27;9;1;10;5;8;26;22;15;18;29;19;4;13;28;32;25;11;30;16;21;12;6
24;3;7;31;23;20;2;17;14;27;9;1;10;5;8;11;22;15;18;29;19;4;13;28;32;25;26;30;16;21;12;6;23;26562
23;26562;24;3;7;31;23;20;2;17;14;27;9;1;10;5;8;11;22;15;18;29;19;4;13;28;32;25;26;30;16;21;12;6
24;3;7;31;20;23;2;17;14;27;9;1;10;5;8;11;22;15;18;29;19;4;13;28;32;25;26;30;16;21;12;6;23;26522
23;26522;24;3;7;31;20;23;2;17;14;27;9;1;10;5;8;11;22;15;18;29;19;4;13;28;32;25;26;30;16;21;12;6
24;3;7;31;20;23;2;17;21;27;9;1;10;5;8;11;22;15;18;29;19;4;13;28;32;25;26;30;16;14;12;6;23;26916
23;26916;24;3;7;31;20;23;2;17;21;27;9;1;10;5;8;11;22;15;18;29;19;4;13;28;32;25;26;30;16;14;12;6
24;23;7;31;20;3;2;17;21;27;9;1;10;5;8;11;22;15;18;29;19;4;13;28;32;25;26;30;16;14;12;6;23;26944
23;26944;24;23;7;31;20;3;2;17;21;27;9;1;10;5;8;11;22;15;18;29;19;4;13;28;32;25;26;30;16;14;12;6
24;8;7;31;20;3;2;17;21;27;9;1;10;5;23;11;22;15;18;29;19;4;13;28;32;25;26;30;16;14;12;6;23;27012
23;27012;24;8;7;31;20;3;2;17;21;27;9;1;10;5;23;11;22;15;18;29;19;4;13;28;32;25;26;30;16;14;12;6
24;8;7;31;20;3;2;17;21;27;9;1;10;5;23;11;22;15;18;29;26;4;13;28;32;25;19;30;16;14;12;6;23;27032
23;27032;24;8;7;31;20;3;2;17;21;27;9;1;10;5;23;11;22;15;18;29;26;4;13;28;32;25;19;30;16;14;12;6
24;8;7;31;20;3;2;17;21;27;9;1;10;15;23;11;22;5;18;29;26;4;13;28;32;25;19;30;16;14;12;6;23;27152
23;27152;24;8;7;31;20;3;2;17;21;27;9;1;10;15;23;11;22;5;18;29;26;4;13;28;32;25;19;30;16;14;12;6
24;8;7;15;20;3;2;17;21;27;9;1;10;31;23;11;22;5;18;29;26;4;13;28;32;25;19;30;16;14;12;6;23;27474
23;27474;24;8;7;15;20;3;2;17;21;27;9;1;10;31;23;11;22;5;18;29;26;4;13;28;32;25;19;30;16;14;12;6
24;8;7;26;20;3;2;17;21;27;9;1;10;31;23;11;22;5;18;29;15;4;13;28;32;25;19;30;16;14;12;6;23;26522
23;26522;24;8;7;26;20;3;2;17;21;27;9;1;10;31;23;11;22;5;18;29;15;4;13;28;32;25;19;30;16;14;12;6
24;8;7;26;20;29;2;17;21;27;9;1;10;31;23;11;22;5;18;3;15;4;13;28;32;25;19;30;16;14;12;6;23;26536
23;26536;24;8;7;26;20;29;2;17;21;27;9;1;10;31;23;11;22;5;18;3;15;4;13;28;32;25;19;30;16;14;12;6
24;8;7;5;20;29;2;17;21;27;9;1;10;31;23;11;22;26;18;3;15;4;13;28;32;25;19;30;16;14;12;6;23;25692
23;25692;24;8;7;5;20;29;2;17;21;27;9;1;10;31;23;11;22;26;18;3;15;4;13;28;32;25;19;30;16;14;12;6
24;8;7;5;20;29;2;17;21;27;9;1;10;31;23;11;22;26;18;3;15;4;13;28;14;25;19;30;16;32;12;6;23;25876
24;25876;24;8;7;5;20;29;2;17;21;27;9;1;10;31;23;11;22;26;18;3;15;4;13;28;14;25;19;30;16;32;12;6
24;8;7;5;20;29;2;17;21;27;9;23;10;31;1;11;22;26;18;3;15;4;13;28;14;25;19;30;16;32;12;6;24;26166
24;26166;24;8;7;5;20;29;2;17;21;27;9;23;10;31;1;11;22;26;18;3;15;4;13;28;14;25;19;30;16;32;12;6
24;8;12;5;20;29;2;17;21;27;9;23;10;31;1;11;22;26;18;3;15;4;13;28;14;25;19;30;16;32;7;6;24;26566
24;26566;24;8;12;5;20;29;2;17;21;27;9;23;10;31;1;11;22;26;18;3;15;4;13;28;14;25;19;30;16;32;7;6
24;3;12;5;20;29;2;17;21;27;9;23;10;31;1;11;22;26;18;8;15;4;13;28;14;25;19;30;16;32;7;6;24;26446
24;26446;24;3;12;5;20;29;2;17;21;27;9;23;10;31;1;11;22;26;18;8;15;4;13;28;14;25;19;30;16;32;7;6
8;3;12;5;20;29;2;17;21;27;9;23;10;31;1;11;22;26;18;24;15;4;13;28;14;25;19;30;16;32;7;6;24;26722
24;26722;8;3;12;5;20;29;2;17;21;27;9;23;10;31;1;11;22;26;18;24;15;4;13;28;14;25;19;30;16;32;7;6
8;3;12;5;19;29;2;17;21;27;9;23;10;31;1;11;22;26;18;24;15;4;13;28;14;25;20;30;16;32;7;6;24;26422
24;26422;8;3;12;5;19;29;2;17;21;27;9;23;10;31;1;11;22;26;18;24;15;4;13;28;14;25;20;30;16;32;7;6
8;3;12;5;19;29;2;17;21;27;9;18;10;31;1;11;22;26;23;24;15;4;13;28;14;25;20;30;16;32;7;6;24;26462
24;26462;8;3;12;5;19;29;2;17;21;27;9;18;10;31;1;11;22;26;23;24;15;4;13;28;14;25;20;30;16;32;7;6
8;3;12;5;19;29;2;15;21;27;9;18;10;31;1;11;22;26;23;24;17;4;13;28;14;25;20;30;16;32;7;6;24;27468
24;26462;8;3;12;5;19;29;2;17;21;27;9;18;10;31;1;11;22;26;23;24;15;4;13;28;14;25;20;30;16;32;7;6
8;3;12;5;19;29;2;17;21;27;9;10;18;31;1;11;22;26;23;24;15;4;13;28;14;25;20;30;16;32;7;6;24;26322
24;26322;8;3;12;5;19;29;2;17;21;27;9;10;18;31;1;11;22;26;23;24;15;4;13;28;14;25;20;30;16;32;7;6
8;3;12;5;19;29;2;14;21;27;9;10;18;31;1;11;22;26;23;24;15;4;13;28;17;25;20;30;16;32;7;6;24;25866
24;25866;8;3;12;5;19;29;2;14;21;27;9;10;18;31;1;11;22;26;23;24;15;4;13;28;17;25;20;30;16;32;7;6
8;3;9;5;19;29;2;14;21;27;12;10;18;31;1;11;22;26;23;24;15;4;13;28;17;25;20;30;16;32;7;6;24;25846
24;25846;8;3;9;5;19;29;2;14;21;27;12;10;18;31;1;11;22;26;23;24;15;4;13;28;17;25;20;30;16;32;7;6
8;3;9;5;19;29;2;14;21;27;12;10;18;31;1;11;23;26;22;24;15;4;13;28;17;25;20;30;16;32;7;6;24;26046
24;26046;8;3;9;5;19;29;2;14;21;27;12;10;18;31;1;11;23;26;22;24;15;4;13;28;17;25;20;30;16;32;7;6
8;3;9;5;19;29;2;14;15;27;12;10;18;31;1;11;23;26;22;24;21;4;13;28;17;25;20;30;16;32;7;6;24;26826
24;26826;8;3;9;5;19;29;2;14;15;27;12;10;18;31;1;11;23;26;22;24;21;4;13;28;17;25;20;30;16;32;7;6
8;3;15;5;19;29;2;14;9;27;12;10;18;31;1;11;23;26;22;24;21;4;13;28;17;25;20;30;16;32;7;6;24;27066
24;27066;8;3;15;5;19;29;2;14;9;27;12;10;18;31;1;11;23;26;22;24;21;4;13;28;17;25;20;30;16;32;7;6
8;3;15;5;19;29;2;14;9;27;12;10;18;31;1;11;23;26;22;24;21;4;13;28;17;25;20;7;16;32;30;6;24;27142
24;27142;8;3;15;5;19;29;2;14;9;27;12;10;18;31;1;11;23;26;22;24;21;4;13;28;17;25;20;7;16;32;30;6
8;3;15;5;19;29;2;26;9;27;12;10;18;31;1;11;23;14;22;24;21;4;13;28;17;25;20;7;16;32;30;6;24;27756
24;27756;8;3;15;5;19;29;2;26;9;27;12;10;18;31;1;11;23;14;22;24;21;4;13;28;17;25;20;7;16;32;30;6
8;3;15;5;19;29;2;26;9;27;12;10;18;31;1;11;23;17;22;24;21;4;13;28;14;25;20;7;16;32;30;6;24;27646
24;27646;8;3;15;5;19;29;2;26;9;27;12;10;18;31;1;11;23;17;22;24;21;4;13;28;14;25;20;7;16;32;30;6
8;3;15;5;19;29;2;26;9;27;17;10;18;31;1;11;23;12;22;24;21;4;13;28;14;25;20;7;16;32;30;6;24;27756
24;27756;8;3;15;5;19;29;2;26;9;27;17;10;18;31;1;11;23;12;22;24;21;4;13;28;14;25;20;7;16;32;30;6
8;3;15;5;19;29;2;26;9;27;17;10;7;31;1;11;23;12;22;24;21;4;13;28;14;25;20;18;16;32;30;6;24;27492
24;27492;8;3;15;5;19;29;2;26;9;27;17;10;7;31;1;11;23;12;22;24;21;4;13;28;14;25;20;18;16;32;30;6
8;3;15;6;19;29;2;26;9;27;17;10;7;31;1;11;23;12;22;24;21;4;13;28;14;25;20;18;16;32;30;5;24;27272
24;27272;8;3;15;6;19;29;2;26;9;27;17;10;7;31;1;11;23;12;22;24;21;4;13;28;14;25;20;18;16;32;30;5
8;3;15;6;19;29;2;11;9;27;17;10;7;31;1;26;23;12;22;24;21;4;13;28;14;25;20;18;16;32;30;5;24;27548
25;27548;8;3;15;6;19;29;2;11;9;27;17;10;7;31;1;26;23;12;22;24;21;4;13;28;14;25;20;18;16;32;30;5
8;3;15;6;19;29;2;11;9;27;17;10;7;31;1;26;23;12;22;24;21;4;13;28;14;16;20;18;25;32;30;5;25;26550
25;26550;8;3;15;6;19;29;2;11;9;27;17;10;7;31;1;26;23;12;22;24;21;4;13;28;14;16;20;18;25;32;30;5
8;3;15;6;19;29;2;11;9;27;17;10;7;31;1;26;18;12;22;24;21;4;13;28;14;16;20;23;25;32;30;5;25;26710
25;26710;8;3;15;6;19;29;2;11;9;27;17;10;7;31;1;26;18;12;22;24;21;4;13;28;14;16;20;23;25;32;30;5
8;3;15;6;19;29;2;11;9;27;17;10;7;31;1;26;18;12;22;24;21;25;13;28;14;16;20;23;4;32;30;5;25;27446
25;27446;8;3;15;6;19;29;2;11;9;27;17;10;7;31;1;26;18;12;22;24;21;25;13;28;14;16;20;23;4;32;30;5
8;3;15;6;19;29;2;11;9;27;21;10;7;31;1;26;18;12;22;24;17;25;13;28;14;16;20;23;4;32;30;5;25;27186
25;27186;8;3;15;6;19;29;2;11;9;27;21;10;7;31;1;26;18;12;22;24;17;25;13;28;14;16;20;23;4;32;30;5
8;3;15;6;19;29;2;11;9;27;21;10;7;31;1;26;18;30;22;24;17;25;13;28;14;16;20;23;4;32;12;5;25;26884
25;26884;8;3;15;6;19;29;2;11;9;27;21;10;7;31;1;26;18;30;22;24;17;25;13;28;14;16;20;23;4;32;12;5
8;3;31;6;19;29;2;11;9;27;21;10;7;15;1;26;18;30;22;24;17;25;13;28;14;16;20;23;4;32;12;5;25;26562
25;26562;8;3;31;6;19;29;2;11;9;27;21;10;7;15;1;26;18;30;22;24;17;25;13;28;14;16;20;23;4;32;12;5
8;3;31;6;19;29;2;11;9;27;21;10;7;15;1;17;18;30;22;24;26;25;13;28;14;16;20;23;4;32;12;5;25;27102
25;27102;8;3;31;6;19;29;2;11;9;27;21;10;7;15;1;17;18;30;22;24;26;25;13;28;14;16;20;23;4;32;12;5
8;3;31;6;19;29;2;11;9;27;15;10;7;21;1;17;18;30;22;24;26;25;13;28;14;16;20;23;4;32;12;5;25;27690
25;27690;8;3;31;6;19;29;2;11;9;27;15;10;7;21;1;17;18;30;22;24;26;25;13;28;14;16;20;23;4;32;12;5
8;3;31;6;19;29;2;11;9;27;15;10;7;21;1;17;18;30;22;24;4;25;13;28;14;16;20;23;26;32;12;5;25;27178
25;27178;8;3;31;6;19;29;2;11;9;27;15;10;7;21;1;17;18;30;22;24;4;25;13;28;14;16;20;23;26;32;12;5
8;3;31;6;19;29;2;11;9;27;15;10;7;21;12;17;18;30;22;24;4;25;13;28;14;16;20;23;26;32;1;5;25;27118
25;27118;8;3;31;6;19;29;2;11;9;27;15;10;7;21;12;17;18;30;22;24;4;25;13;28;14;16;20;23;26;32;1;5
8;3;31;6;19;29;2;11;9;27;15;10;7;21;12;17;18;30;22;24;4;25;5;28;14;16;20;23;26;32;1;13;25;26918
25;26918;8;3;31;6;19;29;2;11;9;27;15;10;7;21;12;17;18;30;22;24;4;25;5;28;14;16;20;23;26;32;1;13
