"X1";"X278";"X48";"X43";"X2";"X45";"X41";"X46";"X17";"X61";"X10";"X20";"X58";"X38";"X11";"X31";"X37";"X15";"X1.1";"X51";"X32";"X49";"X24";"X23";"X39";"X22";"X28";"X13";"X35";"X50";"X9";"X26";"X40";"X25";"X21";"X30";"X14";"X27";"X57";"X54";"X19";"X62";"X18";"X8";"X7";"X60";"X3";"X34";"X33";"X52";"X16";"X44";"X64";"X4";"X36";"X47";"X59";"X42";"X6";"X29";"X56";"X12";"X53";"X5";"X63";"X55"
5;50;62;21;31;26;35;37;42;11;59;39;18;57;2;29;30;15;52;64;28;63;22;19;16;60;56;10;14;33;1;12;32;9;13;25;47;51;7;49;17;58;46;20;41;36;8;34;24;55;6;3;23;4;45;27;38;61;48;40;43;53;54;44;11;290
11;290;5;50;62;21;31;26;35;37;42;11;59;39;18;57;2;29;30;15;52;64;28;63;22;19;16;60;56;10;14;33;1;12;32;9;13;25;47;51;7;49;17;58;46;20;41;36;8;34;24;55;6;3;23;4;45;27;38;61;48;40;43;53;54;44
5;50;62;21;31;26;35;37;42;11;59;39;18;57;2;29;30;15;52;64;28;63;22;43;16;60;56;10;14;33;1;12;32;9;13;25;47;51;7;49;17;58;46;20;41;36;8;34;24;55;6;3;23;4;45;27;38;61;48;40;19;53;54;44;11;290
11;290;5;50;62;21;31;26;35;37;42;11;59;39;18;57;2;29;30;15;52;64;28;63;22;43;16;60;56;10;14;33;1;12;32;9;13;25;47;51;7;49;17;58;46;20;41;36;8;34;24;55;6;3;23;4;45;27;38;61;48;40;19;53;54;44
5;50;62;21;31;26;35;37;42;11;59;39;18;57;2;29;30;15;52;64;28;63;22;43;16;60;56;10;14;33;1;12;32;9;13;25;47;51;7;49;17;58;46;20;41;36;44;34;24;55;6;3;23;4;45;27;38;61;48;40;19;53;54;8;11;290
11;290;5;50;62;21;31;26;35;37;42;11;59;39;18;57;2;29;30;15;52;64;28;63;22;43;16;60;56;10;14;33;1;12;32;9;13;25;47;51;7;49;17;58;46;20;41;36;44;34;24;55;6;3;23;4;45;27;38;61;48;40;19;53;54;8
62;50;5;21;31;26;35;37;42;11;59;39;18;57;2;29;30;15;52;64;28;63;22;43;16;60;56;10;14;33;1;12;32;9;13;25;47;51;7;49;17;58;46;20;41;36;44;34;24;55;6;3;23;4;45;27;38;61;48;40;19;53;54;8;11;286
11;286;62;50;5;21;31;26;35;37;42;11;59;39;18;57;2;29;30;15;52;64;28;63;22;43;16;60;56;10;14;33;1;12;32;9;13;25;47;51;7;49;17;58;46;20;41;36;44;34;24;55;6;3;23;4;45;27;38;61;48;40;19;53;54;8
62;50;5;21;31;26;35;37;42;11;59;39;18;57;2;29;30;15;52;64;28;63;22;43;16;60;56;10;14;8;1;12;32;9;13;25;47;51;7;49;17;58;46;20;41;36;44;34;24;55;6;3;23;4;45;27;38;61;48;40;19;53;54;33;11;286
11;286;62;50;5;21;31;26;35;37;42;11;59;39;18;57;2;29;30;15;52;64;28;63;22;43;16;60;56;10;14;8;1;12;32;9;13;25;47;51;7;49;17;58;46;20;41;36;44;34;24;55;6;3;23;4;45;27;38;61;48;40;19;53;54;33
62;50;5;21;31;26;35;37;42;11;59;39;18;57;2;29;30;15;52;64;28;63;22;23;16;60;56;10;14;8;1;12;32;9;13;25;47;51;7;49;17;58;46;20;41;36;44;34;24;55;6;3;43;4;45;27;38;61;48;40;19;53;54;33;11;286
11;286;62;50;5;21;31;26;35;37;42;11;59;39;18;57;2;29;30;15;52;64;28;63;22;23;16;60;56;10;14;8;1;12;32;9;13;25;47;51;7;49;17;58;46;20;41;36;44;34;24;55;6;3;43;4;45;27;38;61;48;40;19;53;54;33
62;50;5;21;31;26;35;37;42;11;59;39;18;57;2;29;30;15;52;64;28;63;22;23;16;60;56;10;14;8;1;12;32;9;13;33;47;51;7;49;17;58;46;20;41;36;44;34;24;55;6;3;43;4;45;27;38;61;48;40;19;53;54;25;11;286
11;286;62;50;5;21;31;26;35;37;42;11;59;39;18;57;2;29;30;15;52;64;28;63;22;23;16;60;56;10;14;8;1;12;32;9;13;33;47;51;7;49;17;58;46;20;41;36;44;34;24;55;6;3;43;4;45;27;38;61;48;40;19;53;54;25
62;50;5;21;31;26;35;37;42;11;59;39;18;57;2;29;30;15;52;64;28;63;22;23;16;60;56;10;14;8;1;12;38;9;13;33;47;51;7;49;17;58;46;20;41;36;44;34;24;55;6;3;43;4;45;27;32;61;48;40;19;53;54;25;11;286
11;286;62;50;5;21;31;26;35;37;42;11;59;39;18;57;2;29;30;15;52;64;28;63;22;23;16;60;56;10;14;8;1;12;38;9;13;33;47;51;7;49;17;58;46;20;41;36;44;34;24;55;6;3;43;4;45;27;32;61;48;40;19;53;54;25
62;50;5;21;31;26;35;37;42;11;59;39;18;63;2;29;30;15;52;64;28;57;22;23;16;60;56;10;14;8;1;12;38;9;13;33;47;51;7;49;17;58;46;20;41;36;44;34;24;55;6;3;43;4;45;27;32;61;48;40;19;53;54;25;11;294
12;294;62;50;5;21;31;26;35;37;42;11;59;39;18;63;2;29;30;15;52;64;28;57;22;23;16;60;56;10;14;8;1;12;38;9;13;33;47;51;7;49;17;58;46;20;41;36;44;34;24;55;6;3;43;4;45;27;32;61;48;40;19;53;54;25
62;50;5;21;31;26;35;37;42;11;59;39;18;63;2;29;30;15;52;64;28;57;22;23;16;60;56;10;14;8;1;12;38;9;55;33;47;51;7;49;17;58;46;20;41;36;44;34;24;13;6;3;43;4;45;27;32;61;48;40;19;53;54;25;12;294
12;294;62;50;5;21;31;26;35;37;42;11;59;39;18;63;2;29;30;15;52;64;28;57;22;23;16;60;56;10;14;8;1;12;38;9;55;33;47;51;7;49;17;58;46;20;41;36;44;34;24;13;6;3;43;4;45;27;32;61;48;40;19;53;54;25
62;50;5;21;31;26;35;37;42;11;59;39;18;63;2;29;30;15;52;64;28;16;22;23;57;60;56;10;14;8;1;12;38;9;55;33;47;51;7;49;17;58;46;20;41;36;44;34;24;13;6;3;43;4;45;27;32;61;48;40;19;53;54;25;12;296
12;296;62;50;5;21;31;26;35;37;42;11;59;39;18;63;2;29;30;15;52;64;28;16;22;23;57;60;56;10;14;8;1;12;38;9;55;33;47;51;7;49;17;58;46;20;41;36;44;34;24;13;6;3;43;4;45;27;32;61;48;40;19;53;54;25
62;50;5;21;31;26;35;37;42;11;59;39;18;63;2;29;30;15;52;64;28;16;22;23;57;60;56;10;14;8;1;12;38;9;55;33;47;4;7;49;17;58;46;20;41;36;44;34;24;13;6;3;43;51;45;27;32;61;48;40;19;53;54;25;12;296
12;296;62;50;5;21;31;26;35;37;42;11;59;39;18;63;2;29;30;15;52;64;28;16;22;23;57;60;56;10;14;8;1;12;38;9;55;33;47;4;7;49;17;58;46;20;41;36;44;34;24;13;6;3;43;51;45;27;32;61;48;40;19;53;54;25
62;50;5;21;31;26;35;37;42;11;59;39;18;63;2;14;30;15;52;64;28;16;22;23;57;60;56;10;29;8;1;12;38;9;55;33;47;4;7;49;17;58;46;20;41;36;44;34;24;13;6;3;43;51;45;27;32;61;48;40;19;53;54;25;12;296
12;296;62;50;5;21;31;26;35;37;42;11;59;39;18;63;2;14;30;15;52;64;28;16;22;23;57;60;56;10;29;8;1;12;38;9;55;33;47;4;7;49;17;58;46;20;41;36;44;34;24;13;6;3;43;51;45;27;32;61;48;40;19;53;54;25
62;50;40;21;31;26;35;37;42;11;59;39;18;63;2;14;30;15;52;64;28;16;22;23;57;60;56;10;29;8;1;12;38;9;55;33;47;4;7;49;17;58;46;20;41;36;44;34;24;13;6;3;43;51;45;27;32;61;48;5;19;53;54;25;12;294
12;294;62;50;40;21;31;26;35;37;42;11;59;39;18;63;2;14;30;15;52;64;28;16;22;23;57;60;56;10;29;8;1;12;38;9;55;33;47;4;7;49;17;58;46;20;41;36;44;34;24;13;6;3;43;51;45;27;32;61;48;5;19;53;54;25
62;51;40;21;31;26;35;37;42;11;59;39;18;63;2;14;30;15;52;64;28;16;22;23;57;60;56;10;29;8;1;12;38;9;55;33;47;4;7;49;17;58;46;20;41;36;44;34;24;13;6;3;43;50;45;27;32;61;48;5;19;53;54;25;12;294
12;294;62;51;40;21;31;26;35;37;42;11;59;39;18;63;2;14;30;15;52;64;28;16;22;23;57;60;56;10;29;8;1;12;38;9;55;33;47;4;7;49;17;58;46;20;41;36;44;34;24;13;6;3;43;50;45;27;32;61;48;5;19;53;54;25
62;51;40;21;31;26;35;37;42;11;59;39;18;7;2;14;30;15;52;64;28;16;22;23;57;60;56;10;29;8;1;12;38;9;55;33;47;4;63;49;17;58;46;20;41;36;44;34;24;13;6;3;43;50;45;27;32;61;48;5;19;53;54;25;12;280
12;280;62;51;40;21;31;26;35;37;42;11;59;39;18;7;2;14;30;15;52;64;28;16;22;23;57;60;56;10;29;8;1;12;38;9;55;33;47;4;63;49;17;58;46;20;41;36;44;34;24;13;6;3;43;50;45;27;32;61;48;5;19;53;54;25
62;51;40;21;31;26;35;37;42;11;59;39;12;7;2;14;30;15;52;64;28;16;22;23;57;60;56;10;29;8;1;18;38;9;55;33;47;4;63;49;17;58;46;20;41;36;44;34;24;13;6;3;43;50;45;27;32;61;48;5;19;53;54;25;12;282
12;282;62;51;40;21;31;26;35;37;42;11;59;39;12;7;2;14;30;15;52;64;28;16;22;23;57;60;56;10;29;8;1;18;38;9;55;33;47;4;63;49;17;58;46;20;41;36;44;34;24;13;6;3;43;50;45;27;32;61;48;5;19;53;54;25
62;51;40;21;52;26;35;37;42;11;59;39;12;7;2;14;30;15;31;64;28;16;22;23;57;60;56;10;29;8;1;18;38;9;55;33;47;4;63;49;17;58;46;20;41;36;44;34;24;13;6;3;43;50;45;27;32;61;48;5;19;53;54;25;12;282
12;282;62;51;40;21;52;26;35;37;42;11;59;39;12;7;2;14;30;15;31;64;28;16;22;23;57;60;56;10;29;8;1;18;38;9;55;33;47;4;63;49;17;58;46;20;41;36;44;34;24;13;6;3;43;50;45;27;32;61;48;5;19;53;54;25
62;51;40;21;52;26;35;37;42;11;59;39;12;7;2;14;30;15;31;64;28;16;22;23;57;60;56;10;29;8;1;18;38;9;55;33;47;4;63;49;17;58;50;20;41;36;44;34;24;13;6;3;43;46;45;27;32;61;48;5;19;53;54;25;12;282
12;282;62;51;40;21;52;26;35;37;42;11;59;39;12;7;2;14;30;15;31;64;28;16;22;23;57;60;56;10;29;8;1;18;38;9;55;33;47;4;63;49;17;58;50;20;41;36;44;34;24;13;6;3;43;46;45;27;32;61;48;5;19;53;54;25
62;51;40;21;52;26;35;37;42;11;59;39;12;7;2;14;30;15;31;64;28;16;22;23;57;60;56;10;29;8;1;18;38;9;55;33;47;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;43;46;45;27;32;61;48;5;19;53;54;25;12;282
12;282;62;51;40;21;52;26;35;37;42;11;59;39;12;7;2;14;30;15;31;64;28;16;22;23;57;60;56;10;29;8;1;18;38;9;55;33;47;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;43;46;45;27;32;61;48;5;19;53;54;25
62;51;40;21;52;26;35;37;42;11;59;39;54;7;2;14;30;15;31;64;28;16;22;23;57;60;56;10;29;8;1;18;38;9;55;33;47;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;43;46;45;27;32;61;48;5;19;53;12;25;12;282
12;282;62;51;40;21;52;26;35;37;42;11;59;39;54;7;2;14;30;15;31;64;28;16;22;23;57;60;56;10;29;8;1;18;38;9;55;33;47;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;43;46;45;27;32;61;48;5;19;53;12;25
62;51;40;21;52;26;35;37;42;11;59;39;54;7;2;14;30;15;31;12;28;16;22;23;57;60;56;10;29;8;1;18;38;9;55;33;47;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;43;46;45;27;32;61;48;5;19;53;64;25;12;284
12;284;62;51;40;21;52;26;35;37;42;11;59;39;54;7;2;14;30;15;31;12;28;16;22;23;57;60;56;10;29;8;1;18;38;9;55;33;47;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;43;46;45;27;32;61;48;5;19;53;64;25
62;51;40;21;52;26;35;37;42;11;59;39;54;7;2;14;30;15;31;9;28;16;22;23;57;60;56;10;29;8;1;18;38;12;55;33;47;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;43;46;45;27;32;61;48;5;19;53;64;25;12;284
12;284;62;51;40;21;52;26;35;37;42;11;59;39;54;7;2;14;30;15;31;9;28;16;22;23;57;60;56;10;29;8;1;18;38;12;55;33;47;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;43;46;45;27;32;61;48;5;19;53;64;25
62;51;40;21;52;26;10;37;42;11;59;39;54;7;2;14;30;15;31;9;28;16;22;23;57;60;56;35;29;8;1;18;38;12;55;33;47;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;43;46;45;27;32;61;48;5;19;53;64;25;12;288
12;288;62;51;40;21;52;26;10;37;42;11;59;39;54;7;2;14;30;15;31;9;28;16;22;23;57;60;56;35;29;8;1;18;38;12;55;33;47;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;43;46;45;27;32;61;48;5;19;53;64;25
62;51;40;21;1;26;10;37;42;11;59;39;54;7;2;14;30;15;31;9;28;16;22;23;57;60;56;35;29;8;52;18;38;12;55;33;47;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;43;46;45;27;32;61;48;5;19;53;64;25;12;288
12;288;62;51;40;21;1;26;10;37;42;11;59;39;54;7;2;14;30;15;31;9;28;16;22;23;57;60;56;35;29;8;52;18;38;12;55;33;47;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;43;46;45;27;32;61;48;5;19;53;64;25
62;51;40;21;1;26;10;37;42;11;59;39;54;7;2;14;30;15;31;9;28;16;22;23;57;60;56;35;29;47;52;18;38;12;55;33;8;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;43;46;45;27;32;61;48;5;19;53;64;25;12;280
12;280;62;51;40;21;1;26;10;37;42;11;59;39;54;7;2;14;30;15;31;9;28;16;22;23;57;60;56;35;29;47;52;18;38;12;55;33;8;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;43;46;45;27;32;61;48;5;19;53;64;25
62;51;40;21;1;26;10;37;42;43;59;39;54;7;2;14;30;15;31;9;28;16;22;23;57;60;56;35;29;47;52;18;38;12;55;33;8;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;64;25;12;292
12;292;62;51;40;21;1;26;10;37;42;43;59;39;54;7;2;14;30;15;31;9;28;16;22;23;57;60;56;35;29;47;52;18;38;12;55;33;8;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;64;25
62;51;40;33;1;26;10;37;42;43;59;39;54;7;2;14;30;15;31;9;28;16;22;23;57;60;56;35;29;47;52;18;38;12;55;21;8;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;64;25;12;284
12;284;62;51;40;33;1;26;10;37;42;43;59;39;54;7;2;14;30;15;31;9;28;16;22;23;57;60;56;35;29;47;52;18;38;12;55;21;8;4;63;49;17;3;50;20;41;36;44;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;64;25
62;51;40;33;1;26;10;37;42;43;59;39;54;7;2;14;30;15;31;9;49;16;22;23;57;60;56;35;29;47;52;18;38;12;55;21;8;4;63;28;17;3;50;20;41;36;44;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;64;25;12;284
13;284;62;51;40;33;1;26;10;37;42;43;59;39;54;7;2;14;30;15;31;9;49;16;22;23;57;60;56;35;29;47;52;18;38;12;55;21;8;4;63;28;17;3;50;20;41;36;44;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;64;25
62;51;40;33;1;26;10;37;42;43;59;39;54;7;2;14;30;15;31;9;49;16;22;23;57;60;56;35;29;47;52;18;38;12;55;21;8;4;63;28;17;3;50;20;41;36;64;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;44;25;13;284
13;284;62;51;40;33;1;26;10;37;42;43;59;39;54;7;2;14;30;15;31;9;49;16;22;23;57;60;56;35;29;47;52;18;38;12;55;21;8;4;63;28;17;3;50;20;41;36;64;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;44;25
64;51;40;33;1;26;10;37;42;43;59;39;54;7;2;14;30;15;31;9;49;16;22;23;57;60;56;35;29;47;52;18;38;12;55;21;8;4;63;28;17;3;50;20;41;36;62;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;44;25;13;284
13;284;64;51;40;33;1;26;10;37;42;43;59;39;54;7;2;14;30;15;31;9;49;16;22;23;57;60;56;35;29;47;52;18;38;12;55;21;8;4;63;28;17;3;50;20;41;36;62;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;44;25
64;51;40;33;1;26;10;37;42;43;59;39;54;7;2;14;30;15;31;9;49;16;22;23;35;60;56;57;29;47;52;18;38;12;55;21;8;4;63;28;17;3;50;20;41;36;62;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;44;25;13;284
13;284;64;51;40;33;1;26;10;37;42;43;59;39;54;7;2;14;30;15;31;9;49;16;22;23;35;60;56;57;29;47;52;18;38;12;55;21;8;4;63;28;17;3;50;20;41;36;62;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;44;25
64;51;40;33;1;29;10;37;42;43;59;39;54;7;2;14;30;15;31;9;49;16;22;23;35;60;56;57;26;47;52;18;38;12;55;21;8;4;63;28;17;3;50;20;41;36;62;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;44;25;13;284
13;284;64;51;40;33;1;29;10;37;42;43;59;39;54;7;2;14;30;15;31;9;49;16;22;23;35;60;56;57;26;47;52;18;38;12;55;21;8;4;63;28;17;3;50;20;41;36;62;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;44;25
64;28;40;33;1;29;10;37;42;43;59;39;54;7;2;14;30;15;31;9;49;16;22;23;35;60;56;57;26;47;52;18;38;12;55;21;8;4;63;51;17;3;50;20;41;36;62;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;44;25;13;284
13;284;64;28;40;33;1;29;10;37;42;43;59;39;54;7;2;14;30;15;31;9;49;16;22;23;35;60;56;57;26;47;52;18;38;12;55;21;8;4;63;51;17;3;50;20;41;36;62;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;44;25
64;28;40;33;1;29;10;37;42;43;59;39;54;7;2;14;30;15;31;9;49;16;56;23;35;60;22;57;26;47;52;18;38;12;55;21;8;4;63;51;17;3;50;20;41;36;62;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;44;25;13;292
13;292;64;28;40;33;1;29;10;37;42;43;59;39;54;7;2;14;30;15;31;9;49;16;56;23;35;60;22;57;26;47;52;18;38;12;55;21;8;4;63;51;17;3;50;20;41;36;62;34;24;13;6;58;11;46;45;27;32;61;48;5;19;53;44;25
64;28;40;33;1;29;10;37;42;43;59;39;54;7;2;14;30;15;31;9;49;16;56;23;35;60;11;57;26;47;52;18;38;12;55;21;8;4;63;51;17;3;50;20;41;36;62;34;24;13;6;58;22;46;45;27;32;61;48;5;19;53;44;25;13;280
13;280;64;28;40;33;1;29;10;37;42;43;59;39;54;7;2;14;30;15;31;9;49;16;56;23;35;60;11;57;26;47;52;18;38;12;55;21;8;4;63;51;17;3;50;20;41;36;62;34;24;13;6;58;22;46;45;27;32;61;48;5;19;53;44;25
49;28;40;33;1;29;10;37;42;43;59;39;54;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;55;21;8;4;63;51;17;3;50;20;41;36;62;34;24;13;6;58;22;46;45;27;32;61;48;5;19;53;44;25;13;280
13;280;49;28;40;33;1;29;10;37;42;43;59;39;54;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;55;21;8;4;63;51;17;3;50;20;41;36;62;34;24;13;6;58;22;46;45;27;32;61;48;5;19;53;44;25
28;49;40;33;1;29;10;37;42;43;59;39;54;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;55;21;8;4;63;51;17;3;50;20;41;36;62;34;24;13;6;58;22;46;45;27;32;61;48;5;19;53;44;25;13;280
13;280;28;49;40;33;1;29;10;37;42;43;59;39;54;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;55;21;8;4;63;51;17;3;50;20;41;36;62;34;24;13;6;58;22;46;45;27;32;61;48;5;19;53;44;25
28;49;40;33;1;29;10;37;42;43;59;39;54;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;55;21;8;4;63;51;61;3;50;20;41;36;62;34;24;13;6;58;22;46;45;27;32;17;48;5;19;53;44;25;13;280
13;280;28;49;40;33;1;29;10;37;42;43;59;39;54;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;55;21;8;4;63;51;61;3;50;20;41;36;62;34;24;13;6;58;22;46;45;27;32;17;48;5;19;53;44;25
34;49;40;33;1;29;10;37;42;43;59;39;54;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;55;21;8;4;63;51;61;3;50;20;41;36;62;28;24;13;6;58;22;46;45;27;32;17;48;5;19;53;44;25;13;280
13;280;34;49;40;33;1;29;10;37;42;43;59;39;54;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;55;21;8;4;63;51;61;3;50;20;41;36;62;28;24;13;6;58;22;46;45;27;32;17;48;5;19;53;44;25
34;49;40;33;1;29;10;37;42;43;55;39;54;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;59;21;8;4;63;51;61;3;50;20;41;36;62;28;24;13;6;58;22;46;45;27;32;17;48;5;19;53;44;25;13;276
13;276;34;49;40;33;1;29;10;37;42;43;55;39;54;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;59;21;8;4;63;51;61;3;50;20;41;36;62;28;24;13;6;58;22;46;45;27;32;17;48;5;19;53;44;25
34;49;40;33;1;29;10;37;42;43;55;39;54;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;59;21;8;4;63;51;61;3;50;20;41;36;62;22;24;13;6;58;28;46;45;27;32;17;48;5;19;53;44;25;13;276
13;276;34;49;40;33;1;29;10;37;42;43;55;39;54;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;59;21;8;4;63;51;61;3;50;20;41;36;62;22;24;13;6;58;28;46;45;27;32;17;48;5;19;53;44;25
34;49;40;33;1;29;10;37;42;43;55;39;8;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;59;21;54;4;63;51;61;3;50;20;41;36;62;22;24;13;6;58;28;46;45;27;32;17;48;5;19;53;44;25;13;284
13;284;34;49;40;33;1;29;10;37;42;43;55;39;8;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;59;21;54;4;63;51;61;3;50;20;41;36;62;22;24;13;6;58;28;46;45;27;32;17;48;5;19;53;44;25
34;49;40;33;1;29;10;37;8;43;55;39;42;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;59;21;54;4;63;51;61;3;50;20;41;36;62;22;24;13;6;58;28;46;45;27;32;17;48;5;19;53;44;25;13;284
13;284;34;49;40;33;1;29;10;37;8;43;55;39;42;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;59;21;54;4;63;51;61;3;50;20;41;36;62;22;24;13;6;58;28;46;45;27;32;17;48;5;19;53;44;25
34;49;40;33;1;29;10;37;8;43;55;39;42;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;59;21;54;4;63;51;61;3;50;20;41;36;62;22;24;13;6;58;28;46;45;27;32;53;48;5;19;17;44;25;13;284
13;284;34;49;40;33;1;29;10;37;8;43;55;39;42;7;2;14;30;15;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;59;21;54;4;63;51;61;3;50;20;41;36;62;22;24;13;6;58;28;46;45;27;32;53;48;5;19;17;44;25
34;49;40;33;1;29;10;37;8;43;55;39;42;7;2;14;30;17;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;59;21;54;4;63;51;61;3;50;20;41;36;62;22;24;13;6;58;28;46;45;27;32;53;48;5;19;15;44;25;13;284
13;284;34;49;40;33;1;29;10;37;8;43;55;39;42;7;2;14;30;17;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;59;21;54;4;63;51;61;3;50;20;41;36;62;22;24;13;6;58;28;46;45;27;32;53;48;5;19;15;44;25
34;49;40;33;1;29;10;37;8;43;55;39;42;7;2;14;30;17;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;59;21;54;4;63;51;61;3;50;20;41;36;62;22;24;25;6;58;28;46;45;27;32;53;48;5;19;15;44;13;13;284
13;284;34;49;40;33;1;29;10;37;8;43;55;39;42;7;2;14;30;17;31;9;64;16;56;23;35;60;11;57;26;47;52;18;38;12;59;21;54;4;63;51;61;3;50;20;41;36;62;22;24;25;6;58;28;46;45;27;32;53;48;5;19;15;44;13
34;49;40;33;1;29;10;37;8;43;55;39;42;7;2;14;30;17;31;9;64;16;56;59;35;60;11;57;26;47;52;18;38;12;23;21;54;4;63;51;61;3;50;20;41;36;62;22;24;25;6;58;28;46;45;27;32;53;48;5;19;15;44;13;13;282
13;282;34;49;40;33;1;29;10;37;8;43;55;39;42;7;2;14;30;17;31;9;64;16;56;59;35;60;11;57;26;47;52;18;38;12;23;21;54;4;63;51;61;3;50;20;41;36;62;22;24;25;6;58;28;46;45;27;32;53;48;5;19;15;44;13
34;49;40;33;1;29;10;37;8;43;55;39;42;7;2;14;30;17;31;9;64;4;56;59;35;60;11;57;26;47;52;18;38;12;23;21;54;16;63;51;61;3;50;20;41;36;62;22;24;25;6;58;28;46;45;27;32;53;48;5;19;15;44;13;13;282
14;282;34;49;40;33;1;29;10;37;8;43;55;39;42;7;2;14;30;17;31;9;64;4;56;59;35;60;11;57;26;47;52;18;38;12;23;21;54;16;63;51;61;3;50;20;41;36;62;22;24;25;6;58;28;46;45;27;32;53;48;5;19;15;44;13
34;49;40;33;1;29;10;37;8;51;55;39;42;7;2;14;30;17;31;9;64;4;56;59;35;60;11;57;26;47;52;18;38;12;23;21;54;16;63;43;61;3;50;20;41;36;62;22;24;25;6;58;28;46;45;27;32;53;48;5;19;15;44;13;14;274
14;274;34;49;40;33;1;29;10;37;8;51;55;39;42;7;2;14;30;17;31;9;64;4;56;59;35;60;11;57;26;47;52;18;38;12;23;21;54;16;63;43;61;3;50;20;41;36;62;22;24;25;6;58;28;46;45;27;32;53;48;5;19;15;44;13
34;49;40;33;1;29;10;37;8;51;55;39;42;7;2;14;30;17;31;9;18;4;56;59;35;60;11;57;26;47;52;64;38;12;23;21;54;16;63;43;61;3;50;20;41;36;62;22;24;25;6;58;28;46;45;27;32;53;48;5;19;15;44;13;14;274
14;274;34;49;40;33;1;29;10;37;8;51;55;39;42;7;2;14;30;17;31;9;18;4;56;59;35;60;11;57;26;47;52;64;38;12;23;21;54;16;63;43;61;3;50;20;41;36;62;22;24;25;6;58;28;46;45;27;32;53;48;5;19;15;44;13
34;49;40;33;1;29;10;37;8;51;55;62;42;7;2;14;30;17;31;9;18;4;56;59;35;60;11;57;26;47;52;64;38;12;23;21;54;16;63;43;61;3;50;20;41;36;39;22;24;25;6;58;28;46;45;27;32;53;48;5;19;15;44;13;14;274
14;274;34;49;40;33;1;29;10;37;8;51;55;62;42;7;2;14;30;17;31;9;18;4;56;59;35;60;11;57;26;47;52;64;38;12;23;21;54;16;63;43;61;3;50;20;41;36;39;22;24;25;6;58;28;46;45;27;32;53;48;5;19;15;44;13
