"X1";"X304";"X47";"X9";"X51";"X42";"X54";"X35";"X28";"X5";"X43";"X16";"X60";"X24";"X55";"X63";"X12";"X62";"X46";"X37";"X13";"X1.1";"X20";"X38";"X7";"X44";"X34";"X53";"X4";"X11";"X61";"X52";"X32";"X41";"X50";"X58";"X8";"X30";"X33";"X48";"X45";"X64";"X49";"X57";"X18";"X29";"X10";"X17";"X27";"X6";"X2";"X40";"X15";"X56";"X39";"X21";"X3";"X36";"X59";"X23";"X19";"X25";"X22";"X31";"X26";"X14"
12;252;7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;34;35;48;41;40;45;15;29;13;58;18;11;63;38;62;46;50;61;44;9;39;64;10;43;2;23;1;30;42;21;52;60;55;28;17;26;4;31;33;53;27;56;14;32;37;12;22
7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;34;35;48;41;40;45;15;29;13;58;18;11;63;38;62;46;50;61;44;9;39;64;10;43;23;2;1;30;42;21;52;60;55;28;17;26;4;31;33;53;27;56;14;32;37;12;22;12;252
12;252;7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;34;35;48;41;40;45;15;29;13;58;18;11;63;38;62;46;50;61;44;9;39;64;10;43;23;2;1;30;42;21;52;60;55;28;17;26;4;31;33;53;27;56;14;32;37;12;22
7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;34;35;48;41;40;45;15;29;13;58;18;11;63;38;62;46;50;61;44;9;39;64;10;43;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;53;27;56;14;32;37;12;22;12;252
12;252;7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;34;35;48;41;40;45;15;29;13;58;18;11;63;38;62;46;50;61;44;9;39;64;10;43;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;53;27;56;14;32;37;12;22
7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;34;35;48;41;40;45;15;29;13;58;18;11;63;38;62;46;50;61;43;9;39;64;10;44;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;53;27;56;14;32;37;12;22;12;252
12;252;7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;34;35;48;41;40;45;15;29;13;58;18;11;63;38;62;46;50;61;43;9;39;64;10;44;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;53;27;56;14;32;37;12;22
7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;34;35;48;41;40;45;15;29;13;58;18;11;63;38;62;46;50;61;43;9;39;64;10;44;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;53;32;56;14;27;37;12;22;12;252
12;252;7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;34;35;48;41;40;45;15;29;13;58;18;11;63;38;62;46;50;61;43;9;39;64;10;44;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;53;32;56;14;27;37;12;22
7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;34;35;48;41;40;45;15;29;13;58;18;11;63;38;62;39;50;61;43;9;46;64;10;44;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;53;32;56;14;27;37;12;22;12;254
12;254;7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;34;35;48;41;40;45;15;29;13;58;18;11;63;38;62;39;50;61;43;9;46;64;10;44;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;53;32;56;14;27;37;12;22
7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;34;35;48;41;40;56;15;29;13;58;18;11;63;38;62;39;50;61;43;9;46;64;10;44;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;53;32;45;14;27;37;12;22;12;254
12;254;7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;34;35;48;41;40;56;15;29;13;58;18;11;63;38;62;39;50;61;43;9;46;64;10;44;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;53;32;45;14;27;37;12;22
7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;34;35;48;41;40;56;15;29;13;58;18;12;63;38;62;39;50;61;43;9;46;64;10;44;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;53;32;45;14;27;37;11;22;12;254
12;254;7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;34;35;48;41;40;56;15;29;13;58;18;12;63;38;62;39;50;61;43;9;46;64;10;44;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;53;32;45;14;27;37;11;22
7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;44;35;48;41;40;56;15;29;13;58;18;12;63;38;62;39;50;61;43;9;46;64;10;34;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;53;32;45;14;27;37;11;22;12;254
12;254;7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;44;35;48;41;40;56;15;29;13;58;18;12;63;38;62;39;50;61;43;9;46;64;10;34;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;53;32;45;14;27;37;11;22
7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;44;35;48;41;40;56;53;29;13;58;18;12;63;38;62;39;50;61;43;9;46;64;10;34;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;15;32;45;14;27;37;11;22;12;254
12;254;7;54;36;47;24;25;59;6;19;16;8;57;51;49;20;5;3;44;35;48;41;40;56;53;29;13;58;18;12;63;38;62;39;50;61;43;9;46;64;10;34;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;15;32;45;14;27;37;11;22
7;54;36;47;46;25;59;6;19;16;8;57;51;49;20;5;3;44;35;48;41;40;56;53;29;13;58;18;12;63;38;62;39;50;61;43;9;24;64;10;34;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;15;32;45;14;27;37;11;22;12;254
12;254;7;54;36;47;46;25;59;6;19;16;8;57;51;49;20;5;3;44;35;48;41;40;56;53;29;13;58;18;12;63;38;62;39;50;61;43;9;24;64;10;34;23;2;1;30;42;21;52;17;55;28;60;26;4;31;33;15;32;45;14;27;37;11;22
7;54;36;47;46;25;59;6;19;16;8;57;51;49;20;5;3;44;35;48;41;40;56;53;29;13;58;18;12;63;38;62;39;50;61;43;9;26;64;10;34;23;2;1;30;42;21;52;17;55;28;60;24;4;31;33;15;32;45;14;27;37;11;22;12;254
12;254;7;54;36;47;46;25;59;6;19;16;8;57;51;49;20;5;3;44;35;48;41;40;56;53;29;13;58;18;12;63;38;62;39;50;61;43;9;26;64;10;34;23;2;1;30;42;21;52;17;55;28;60;24;4;31;33;15;32;45;14;27;37;11;22
7;23;36;47;46;25;59;6;19;16;8;57;51;49;20;5;3;44;35;48;41;40;56;53;29;13;58;18;12;63;38;62;39;50;61;43;9;26;64;10;34;54;2;1;30;42;21;52;17;55;28;60;24;4;31;33;15;32;45;14;27;37;11;22;12;254
12;254;7;23;36;47;46;25;59;6;19;16;8;57;51;49;20;5;3;44;35;48;41;40;56;53;29;13;58;18;12;63;38;62;39;50;61;43;9;26;64;10;34;54;2;1;30;42;21;52;17;55;28;60;24;4;31;33;15;32;45;14;27;37;11;22
7;23;36;47;46;25;59;6;19;16;8;57;51;49;20;5;3;44;35;48;41;40;56;33;29;13;58;18;12;63;38;62;39;50;61;43;9;26;64;10;34;54;2;1;30;42;21;52;17;55;28;60;24;4;31;53;15;32;45;14;27;37;11;22;12;254
13;254;7;23;36;47;46;25;59;6;19;16;8;57;51;49;20;5;3;44;35;48;41;40;56;33;29;13;58;18;12;63;38;62;39;50;61;43;9;26;64;10;34;54;2;1;30;42;21;52;17;55;28;60;24;4;31;53;15;32;45;14;27;37;11;22
7;23;36;47;46;25;59;6;19;16;8;57;51;49;20;30;3;44;35;48;41;40;56;33;29;13;58;18;12;63;38;62;39;50;61;43;9;26;64;10;34;54;2;1;5;42;21;52;17;55;28;60;24;4;31;53;15;32;45;14;27;37;11;22;13;254
13;254;7;23;36;47;46;25;59;6;19;16;8;57;51;49;20;30;3;44;35;48;41;40;56;33;29;13;58;18;12;63;38;62;39;50;61;43;9;26;64;10;34;54;2;1;5;42;21;52;17;55;28;60;24;4;31;53;15;32;45;14;27;37;11;22
7;38;36;47;46;25;59;6;19;16;8;57;51;49;20;30;3;44;35;48;41;40;56;33;29;13;58;18;12;63;23;62;39;50;61;43;9;26;64;10;34;54;2;1;5;42;21;52;17;55;28;60;24;4;31;53;15;32;45;14;27;37;11;22;13;254
13;254;7;38;36;47;46;25;59;6;19;16;8;57;51;49;20;30;3;44;35;48;41;40;56;33;29;13;58;18;12;63;23;62;39;50;61;43;9;26;64;10;34;54;2;1;5;42;21;52;17;55;28;60;24;4;31;53;15;32;45;14;27;37;11;22
7;38;36;47;46;25;59;6;19;16;8;57;51;49;20;30;3;44;35;48;41;40;56;33;29;13;58;18;12;63;23;62;39;50;61;43;9;26;64;10;34;54;2;1;5;42;21;52;17;55;28;45;24;4;31;53;15;32;60;14;27;37;11;22;13;254
13;254;7;38;36;47;46;25;59;6;19;16;8;57;51;49;20;30;3;44;35;48;41;40;56;33;29;13;58;18;12;63;23;62;39;50;61;43;9;26;64;10;34;54;2;1;5;42;21;52;17;55;28;45;24;4;31;53;15;32;60;14;27;37;11;22
7;38;36;47;46;25;59;6;19;16;8;57;51;49;20;30;3;44;35;48;41;40;56;33;29;13;58;18;12;63;23;62;39;50;61;43;9;26;64;10;34;54;2;1;5;42;21;52;17;55;28;31;24;4;45;53;15;32;60;14;27;37;11;22;13;254
13;254;7;38;36;47;46;25;59;6;19;16;8;57;51;49;20;30;3;44;35;48;41;40;56;33;29;13;58;18;12;63;23;62;39;50;61;43;9;26;64;10;34;54;2;1;5;42;21;52;17;55;28;31;24;4;45;53;15;32;60;14;27;37;11;22
7;38;36;47;46;25;59;6;19;16;8;57;51;49;20;30;3;44;35;48;41;40;56;33;29;13;58;18;12;63;23;62;39;50;61;43;9;53;64;10;34;54;2;1;5;42;21;52;17;55;28;31;24;4;45;26;15;32;60;14;27;37;11;22;13;254
13;254;7;38;36;47;46;25;59;6;19;16;8;57;51;49;20;30;3;44;35;48;41;40;56;33;29;13;58;18;12;63;23;62;39;50;61;43;9;53;64;10;34;54;2;1;5;42;21;52;17;55;28;31;24;4;45;26;15;32;60;14;27;37;11;22
7;38;36;47;46;25;59;6;19;16;8;57;51;49;20;30;3;44;35;48;41;40;56;33;29;13;58;18;12;63;23;62;39;50;61;43;9;53;31;10;34;54;2;1;5;42;21;52;17;55;28;64;24;4;45;26;15;32;60;14;27;37;11;22;13;266
13;266;7;38;36;47;46;25;59;6;19;16;8;57;51;49;20;30;3;44;35;48;41;40;56;33;29;13;58;18;12;63;23;62;39;50;61;43;9;53;31;10;34;54;2;1;5;42;21;52;17;55;28;64;24;4;45;26;15;32;60;14;27;37;11;22
7;38;36;47;46;64;59;6;19;16;8;57;51;49;20;30;3;44;35;48;41;40;56;33;29;13;58;18;12;63;23;62;39;50;61;43;9;53;31;10;34;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22;13;282
13;282;7;38;36;47;46;64;59;6;19;16;8;57;51;49;20;30;3;44;35;48;41;40;56;33;29;13;58;18;12;63;23;62;39;50;61;43;9;53;31;10;34;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22
7;38;36;47;46;64;59;6;19;16;8;57;51;49;20;30;3;44;35;48;41;40;56;33;34;13;58;18;12;63;23;62;39;50;61;43;9;53;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22;13;282
13;282;7;38;36;47;46;64;59;6;19;16;8;57;51;49;20;30;3;44;35;48;41;40;56;33;34;13;58;18;12;63;23;62;39;50;61;43;9;53;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22
7;38;36;47;46;64;59;6;19;16;8;56;51;49;20;30;3;44;35;48;41;40;57;33;34;13;58;18;12;63;23;62;39;50;61;43;9;53;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22;13;282
13;282;7;38;36;47;46;64;59;6;19;16;8;56;51;49;20;30;3;44;35;48;41;40;57;33;34;13;58;18;12;63;23;62;39;50;61;43;9;53;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22
7;38;36;47;46;64;59;6;19;16;8;56;51;49;40;30;3;44;35;48;41;20;57;33;34;13;58;18;12;63;23;62;39;50;61;43;9;53;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22;13;278
13;278;7;38;36;47;46;64;59;6;19;16;8;56;51;49;40;30;3;44;35;48;41;20;57;33;34;13;58;18;12;63;23;62;39;50;61;43;9;53;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22
7;38;53;47;46;64;59;6;19;16;8;56;51;49;40;30;3;44;35;48;41;20;57;33;34;13;58;18;12;63;23;62;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22;13;274
13;274;7;38;53;47;46;64;59;6;19;16;8;56;51;49;40;30;3;44;35;48;41;20;57;33;34;13;58;18;12;63;23;62;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22
7;38;53;47;46;64;59;6;19;16;8;56;51;44;40;30;3;49;35;48;41;20;57;33;34;13;58;18;12;63;23;62;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22;13;250
13;250;7;38;53;47;46;64;59;6;19;16;8;56;51;44;40;30;3;49;35;48;41;20;57;33;34;13;58;18;12;63;23;62;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22
7;30;53;47;46;64;59;6;19;16;8;56;51;44;40;38;3;49;35;48;41;20;57;33;34;13;58;18;12;63;23;62;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22;13;250
13;250;7;30;53;47;46;64;59;6;19;16;8;56;51;44;40;38;3;49;35;48;41;20;57;33;34;13;58;18;12;63;23;62;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22
7;30;53;47;46;64;59;6;19;16;8;56;12;44;40;38;3;49;35;48;41;20;57;33;34;13;58;18;51;63;23;62;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22;13;250
13;250;7;30;53;47;46;64;59;6;19;16;8;56;12;44;40;38;3;49;35;48;41;20;57;33;34;13;58;18;51;63;23;62;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22
7;30;53;47;46;64;59;6;19;16;8;56;12;44;40;38;3;49;35;62;41;20;57;33;34;13;58;18;51;63;23;48;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22;13;258
13;258;7;30;53;47;46;64;59;6;19;16;8;56;12;44;40;38;3;49;35;62;41;20;57;33;34;13;58;18;51;63;23;48;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;26;15;32;60;14;27;37;11;22
7;30;53;47;46;64;59;6;19;16;26;56;12;44;40;38;3;49;35;62;41;20;57;33;34;13;58;18;51;63;23;48;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;37;11;22;13;274
13;274;7;30;53;47;46;64;59;6;19;16;26;56;12;44;40;38;3;49;35;62;41;20;57;33;34;13;58;18;51;63;23;48;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;37;11;22
7;30;53;47;56;64;59;6;19;16;26;46;12;44;40;38;3;49;35;62;41;20;57;33;34;13;58;18;51;63;23;48;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;37;11;22;13;274
13;274;7;30;53;47;56;64;59;6;19;16;26;46;12;44;40;38;3;49;35;62;41;20;57;33;34;13;58;18;51;63;23;48;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;37;11;22
7;30;53;47;56;64;59;6;19;62;26;46;12;44;40;38;3;49;35;16;41;20;57;33;34;13;58;18;51;63;23;48;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;37;11;22;13;292
13;274;7;30;53;47;56;64;59;6;19;16;26;46;12;44;40;38;3;49;35;62;41;20;57;33;34;13;58;18;51;63;23;48;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;37;11;22
7;30;53;47;16;64;59;6;19;56;26;46;12;44;40;38;3;49;35;62;41;20;57;33;34;13;58;18;51;63;23;48;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;37;11;22;13;286
13;286;7;30;53;47;16;64;59;6;19;56;26;46;12;44;40;38;3;49;35;62;41;20;57;33;34;13;58;18;51;63;23;48;39;50;61;43;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;37;11;22
7;30;53;47;16;64;59;6;19;56;26;46;12;44;40;38;3;49;35;62;41;20;57;33;34;13;58;18;51;63;23;48;43;50;61;39;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;37;11;22;13;286
14;286;7;30;53;47;16;64;59;6;19;56;26;46;12;44;40;38;3;49;35;62;41;20;57;33;34;13;58;18;51;63;23;48;43;50;61;39;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;37;11;22
56;30;53;47;16;64;59;6;19;7;26;46;12;44;40;38;3;49;35;62;41;20;57;33;34;13;58;18;51;63;23;48;43;50;61;39;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;37;11;22;14;282
14;282;56;30;53;47;16;64;59;6;19;7;26;46;12;44;40;38;3;49;35;62;41;20;57;33;34;13;58;18;51;63;23;48;43;50;61;39;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;37;11;22
56;30;53;47;16;64;59;6;19;7;26;46;12;44;40;38;3;49;35;37;41;20;57;33;34;13;58;18;51;63;23;48;43;50;61;39;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22;14;280
14;280;56;30;53;47;16;64;59;6;19;7;26;46;12;44;40;38;3;49;35;37;41;20;57;33;34;13;58;18;51;63;23;48;43;50;61;39;9;36;31;10;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22
56;30;53;47;16;64;59;6;19;7;26;46;12;44;40;38;3;49;35;37;41;20;57;33;34;13;58;18;51;63;23;48;43;50;10;39;9;36;31;61;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22;14;280
14;280;56;30;53;47;16;64;59;6;19;7;26;46;12;44;40;38;3;49;35;37;41;20;57;33;34;13;58;18;51;63;23;48;43;50;10;39;9;36;31;61;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22
36;30;53;47;16;64;59;6;19;7;26;46;12;44;40;38;3;49;35;37;41;20;57;33;34;13;58;18;51;63;23;48;43;50;10;39;9;56;31;61;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22;14;280
14;280;36;30;53;47;16;64;59;6;19;7;26;46;12;44;40;38;3;49;35;37;41;20;57;33;34;13;58;18;51;63;23;48;43;50;10;39;9;56;31;61;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22
36;30;53;47;16;64;59;6;19;7;26;46;12;44;40;38;39;49;35;37;41;20;57;33;34;13;58;18;51;63;23;48;43;50;10;3;9;56;31;61;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22;14;284
14;284;36;30;53;47;16;64;59;6;19;7;26;46;12;44;40;38;39;49;35;37;41;20;57;33;34;13;58;18;51;63;23;48;43;50;10;3;9;56;31;61;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22
36;6;53;47;16;64;59;30;19;7;26;46;12;44;40;38;39;49;35;37;41;20;57;33;34;13;58;18;51;63;23;48;43;50;10;3;9;56;31;61;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22;14;296
14;296;36;6;53;47;16;64;59;30;19;7;26;46;12;44;40;38;39;49;35;37;41;20;57;33;34;13;58;18;51;63;23;48;43;50;10;3;9;56;31;61;29;54;2;1;5;42;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22
36;6;53;47;16;64;59;30;19;7;26;46;12;44;40;38;39;49;35;42;41;20;57;33;34;13;58;18;51;63;23;48;43;50;10;3;9;56;31;61;29;54;2;1;5;37;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22;14;298
14;298;36;6;53;47;16;64;59;30;19;7;26;46;12;44;40;38;39;49;35;42;41;20;57;33;34;13;58;18;51;63;23;48;43;50;10;3;9;56;31;61;29;54;2;1;5;37;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22
36;6;53;47;16;64;59;30;19;7;26;31;12;44;40;38;39;49;35;42;41;20;57;33;34;13;58;18;51;63;23;48;43;50;10;3;9;56;46;61;29;54;2;1;5;37;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22;14;286
14;286;36;6;53;47;16;64;59;30;19;7;26;31;12;44;40;38;39;49;35;42;41;20;57;33;34;13;58;18;51;63;23;48;43;50;10;3;9;56;46;61;29;54;2;1;5;37;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22
36;6;53;47;16;64;59;30;19;7;26;31;12;44;20;38;39;49;35;42;41;40;57;33;34;13;58;18;51;63;23;48;43;50;10;3;9;56;46;61;29;54;2;1;5;37;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22;14;294
14;294;36;6;53;47;16;64;59;30;19;7;26;31;12;44;20;38;39;49;35;42;41;40;57;33;34;13;58;18;51;63;23;48;43;50;10;3;9;56;46;61;29;54;2;1;5;37;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22
36;6;53;47;16;64;59;30;19;7;26;31;12;29;20;38;39;49;35;42;41;40;57;33;34;13;58;18;51;63;23;48;43;50;10;3;9;56;46;61;44;54;2;1;5;37;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22;14;298
14;298;36;6;53;47;16;64;59;30;19;7;26;31;12;29;20;38;39;49;35;42;41;40;57;33;34;13;58;18;51;63;23;48;43;50;10;3;9;56;46;61;44;54;2;1;5;37;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22
41;6;53;47;16;64;59;30;19;7;26;31;12;29;20;38;39;49;35;42;36;40;57;33;34;13;58;18;51;63;23;48;43;50;10;3;9;56;46;61;44;54;2;1;5;37;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22;14;298
14;298;41;6;53;47;16;64;59;30;19;7;26;31;12;29;20;38;39;49;35;42;36;40;57;33;34;13;58;18;51;63;23;48;43;50;10;3;9;56;46;61;44;54;2;1;5;37;21;52;17;55;28;25;24;4;45;8;15;32;60;14;27;62;11;22
41;6;53;47;16;64;59;30;19;7;26;31;12;29;20;38;39;49;35;42;36;40;57;33;34;13;58;18;51;63;23;48;43;50;10;27;9;56;46;61;44;54;2;1;5;37;21;52;17;55;28;25;24;4;45;8;15;32;60;14;3;62;11;22;14;298
14;298;41;6;53;47;16;64;59;30;19;7;26;31;12;29;20;38;39;49;35;42;36;40;57;33;34;13;58;18;51;63;23;48;43;50;10;27;9;56;46;61;44;54;2;1;5;37;21;52;17;55;28;25;24;4;45;8;15;32;60;14;3;62;11;22
41;6;53;47;16;64;59;30;19;7;26;31;12;29;20;38;39;49;35;42;36;40;57;33;54;13;58;18;51;63;23;48;43;50;10;27;9;56;46;61;44;34;2;1;5;37;21;52;17;55;28;25;24;4;45;8;15;32;60;14;3;62;11;22;14;298
14;298;41;6;53;47;16;64;59;30;19;7;26;31;12;29;20;38;39;49;35;42;36;40;57;33;54;13;58;18;51;63;23;48;43;50;10;27;9;56;46;61;44;34;2;1;5;37;21;52;17;55;28;25;24;4;45;8;15;32;60;14;3;62;11;22
41;6;53;47;16;64;59;30;19;7;26;31;12;29;20;38;39;49;35;42;37;40;57;33;54;13;58;18;51;63;23;48;43;50;10;27;9;56;46;61;44;34;2;1;5;36;21;52;17;55;28;25;24;4;45;8;15;32;60;14;3;62;11;22;14;302
14;302;41;6;53;47;16;64;59;30;19;7;26;31;12;29;20;38;39;49;35;42;37;40;57;33;54;13;58;18;51;63;23;48;43;50;10;27;9;56;46;61;44;34;2;1;5;36;21;52;17;55;28;25;24;4;45;8;15;32;60;14;3;62;11;22
41;6;53;47;16;64;59;30;19;7;26;31;55;29;20;38;39;49;35;42;37;40;57;33;54;13;58;18;51;63;23;48;43;50;10;27;9;56;46;61;44;34;2;1;5;36;21;52;17;12;28;25;24;4;45;8;15;32;60;14;3;62;11;22;14;302
14;302;41;6;53;47;16;64;59;30;19;7;26;31;55;29;20;38;39;49;35;42;37;40;57;33;54;13;58;18;51;63;23;48;43;50;10;27;9;56;46;61;44;34;2;1;5;36;21;52;17;12;28;25;24;4;45;8;15;32;60;14;3;62;11;22
41;6;53;47;16;64;59;30;19;7;26;31;55;29;22;38;39;49;35;42;37;40;57;33;54;13;58;18;51;63;23;48;43;50;10;27;9;56;46;61;44;34;2;1;5;36;21;52;17;12;28;25;24;4;45;8;15;32;60;14;3;62;11;20;14;298
14;298;41;6;53;47;16;64;59;30;19;7;26;31;55;29;22;38;39;49;35;42;37;40;57;33;54;13;58;18;51;63;23;48;43;50;10;27;9;56;46;61;44;34;2;1;5;36;21;52;17;12;28;25;24;4;45;8;15;32;60;14;3;62;11;20
41;6;53;47;16;64;59;30;19;11;26;31;55;29;22;38;39;49;35;42;37;40;57;33;54;13;58;18;51;63;23;48;43;50;10;27;9;56;46;61;44;34;2;1;5;36;21;52;17;12;28;25;24;4;45;8;15;32;60;14;3;62;7;20;14;294
14;294;41;6;53;47;16;64;59;30;19;11;26;31;55;29;22;38;39;49;35;42;37;40;57;33;54;13;58;18;51;63;23;48;43;50;10;27;9;56;46;61;44;34;2;1;5;36;21;52;17;12;28;25;24;4;45;8;15;32;60;14;3;62;7;20
41;6;53;47;16;64;35;30;19;11;26;31;55;29;22;38;39;49;59;42;37;40;57;33;54;13;58;18;51;63;23;48;43;50;10;27;9;56;46;61;44;34;2;1;5;36;21;52;17;12;28;25;24;4;45;8;15;32;60;14;3;62;7;20;14;290
14;290;41;6;53;47;16;64;35;30;19;11;26;31;55;29;22;38;39;49;59;42;37;40;57;33;54;13;58;18;51;63;23;48;43;50;10;27;9;56;46;61;44;34;2;1;5;36;21;52;17;12;28;25;24;4;45;8;15;32;60;14;3;62;7;20
41;6;53;47;16;64;35;30;19;11;26;31;55;29;22;38;51;49;59;42;37;40;57;33;54;13;58;18;39;63;23;48;43;50;10;27;9;56;46;61;44;34;2;1;5;36;21;52;17;12;28;25;24;4;45;8;15;32;60;14;3;62;7;20;14;282
