"X1";"X26024";"X11";"X6";"X32";"X26";"X25";"X20";"X2";"X13";"X4";"X21";"X27";"X31";"X9";"X5";"X29";"X3";"X7";"X14";"X15";"X24";"X18";"X8";"X1.1";"X23";"X10";"X30";"X28";"X12";"X19";"X17";"X22";"X16"
22;8;25;18;21;20;16;11;30;14;5;10;17;28;32;4;24;9;26;3;23;29;2;15;6;31;7;19;12;1;13;27;20;28900
20;28900;22;8;25;18;21;20;16;11;30;14;5;10;17;28;32;4;24;9;26;3;23;29;2;15;6;31;7;19;12;1;13;27
22;8;25;18;21;20;16;11;6;14;5;10;17;28;32;4;24;9;26;3;23;29;2;15;30;31;7;19;12;1;13;27;20;28386
20;28386;22;8;25;18;21;20;16;11;6;14;5;10;17;28;32;4;24;9;26;3;23;29;2;15;30;31;7;19;12;1;13;27
22;8;25;18;10;20;16;11;6;14;5;21;17;28;32;4;24;9;26;3;23;29;2;15;30;31;7;19;12;1;13;27;20;27820
20;27820;22;8;25;18;10;20;16;11;6;14;5;21;17;28;32;4;24;9;26;3;23;29;2;15;30;31;7;19;12;1;13;27
22;6;25;18;10;20;16;11;8;14;5;21;17;28;32;4;24;9;26;3;23;29;2;15;30;31;7;19;12;1;13;27;20;27780
20;27780;22;6;25;18;10;20;16;11;8;14;5;21;17;28;32;4;24;9;26;3;23;29;2;15;30;31;7;19;12;1;13;27
22;6;25;18;10;20;16;14;8;11;5;21;17;28;32;4;24;9;26;3;23;29;2;15;30;31;7;19;12;1;13;27;20;28020
20;28020;22;6;25;18;10;20;16;14;8;11;5;21;17;28;32;4;24;9;26;3;23;29;2;15;30;31;7;19;12;1;13;27
22;6;25;18;10;20;16;14;8;11;5;21;17;28;32;4;24;9;26;3;23;29;2;15;30;13;7;19;12;1;31;27;20;28296
20;28296;22;6;25;18;10;20;16;14;8;11;5;21;17;28;32;4;24;9;26;3;23;29;2;15;30;13;7;19;12;1;31;27
22;6;25;18;10;20;16;27;8;11;5;21;17;28;32;4;24;9;26;3;23;29;2;15;30;13;7;19;12;1;31;14;20;28120
20;28120;22;6;25;18;10;20;16;27;8;11;5;21;17;28;32;4;24;9;26;3;23;29;2;15;30;13;7;19;12;1;31;14
22;6;25;18;10;20;16;27;8;31;5;21;17;28;32;4;24;9;26;3;23;29;2;15;30;13;7;19;12;1;11;14;20;28094
20;28094;22;6;25;18;10;20;16;27;8;31;5;21;17;28;32;4;24;9;26;3;23;29;2;15;30;13;7;19;12;1;11;14
22;26;25;18;10;20;16;27;8;31;5;21;17;28;32;4;24;9;6;3;23;29;2;15;30;13;7;19;12;1;11;14;20;28016
20;28016;22;26;25;18;10;20;16;27;8;31;5;21;17;28;32;4;24;9;6;3;23;29;2;15;30;13;7;19;12;1;11;14
22;26;25;18;10;20;16;27;8;31;5;28;17;21;32;4;24;9;6;3;23;29;2;15;30;13;7;19;12;1;11;14;20;27936
21;27936;22;26;25;18;10;20;16;27;8;31;5;28;17;21;32;4;24;9;6;3;23;29;2;15;30;13;7;19;12;1;11;14
22;26;25;18;10;20;16;27;9;31;5;28;17;21;32;4;24;8;6;3;23;29;2;15;30;13;7;19;12;1;11;14;21;28456
21;28456;22;26;25;18;10;20;16;27;9;31;5;28;17;21;32;4;24;8;6;3;23;29;2;15;30;13;7;19;12;1;11;14
22;26;25;18;10;20;16;27;9;31;5;28;17;21;32;4;14;8;6;3;23;29;2;15;30;13;7;19;12;1;11;24;21;28812
21;28812;22;26;25;18;10;20;16;27;9;31;5;28;17;21;32;4;14;8;6;3;23;29;2;15;30;13;7;19;12;1;11;24
22;26;25;18;8;20;16;27;9;31;5;28;17;21;32;4;14;10;6;3;23;29;2;15;30;13;7;19;12;1;11;24;21;28892
21;28892;22;26;25;18;8;20;16;27;9;31;5;28;17;21;32;4;14;10;6;3;23;29;2;15;30;13;7;19;12;1;11;24
22;26;25;18;8;20;16;27;9;31;5;28;17;21;32;4;14;10;6;29;23;3;2;15;30;13;7;19;12;1;11;24;21;29050
21;29050;22;26;25;18;8;20;16;27;9;31;5;28;17;21;32;4;14;10;6;29;23;3;2;15;30;13;7;19;12;1;11;24
22;26;25;18;8;20;16;27;9;31;5;28;17;21;32;4;14;10;6;29;23;3;2;15;30;13;12;19;7;1;11;24;21;28650
21;28650;22;26;25;18;8;20;16;27;9;31;5;28;17;21;32;4;14;10;6;29;23;3;2;15;30;13;12;19;7;1;11;24
22;26;25;18;8;20;16;21;9;31;5;28;17;27;32;4;14;10;6;29;23;3;2;15;30;13;12;19;7;1;11;24;21;29330
21;29330;22;26;25;18;8;20;16;21;9;31;5;28;17;27;32;4;14;10;6;29;23;3;2;15;30;13;12;19;7;1;11;24
22;26;25;18;8;20;16;21;9;31;5;28;17;27;32;12;14;10;6;29;23;3;2;15;30;13;4;19;7;1;11;24;21;29090
21;29090;22;26;25;18;8;20;16;21;9;31;5;28;17;27;32;12;14;10;6;29;23;3;2;15;30;13;4;19;7;1;11;24
22;17;25;18;8;20;16;21;9;31;5;28;26;27;32;12;14;10;6;29;23;3;2;15;30;13;4;19;7;1;11;24;21;28950
21;28950;22;17;25;18;8;20;16;21;9;31;5;28;26;27;32;12;14;10;6;29;23;3;2;15;30;13;4;19;7;1;11;24
22;17;25;18;8;20;16;21;9;31;5;28;26;27;32;12;30;10;6;29;23;3;2;15;14;13;4;19;7;1;11;24;21;28398
21;28398;22;17;25;18;8;20;16;21;9;31;5;28;26;27;32;12;30;10;6;29;23;3;2;15;14;13;4;19;7;1;11;24
22;17;25;18;8;20;16;21;9;31;5;28;26;13;32;12;30;10;6;29;23;3;2;15;14;27;4;19;7;1;11;24;21;28146
21;28146;22;17;25;18;8;20;16;21;9;31;5;28;26;13;32;12;30;10;6;29;23;3;2;15;14;27;4;19;7;1;11;24
22;17;25;18;8;20;16;21;9;10;5;28;26;13;32;12;30;31;6;29;23;3;2;15;14;27;4;19;7;1;11;24;21;28502
21;28502;22;17;25;18;8;20;16;21;9;10;5;28;26;13;32;12;30;31;6;29;23;3;2;15;14;27;4;19;7;1;11;24
22;17;25;18;8;20;16;21;9;10;24;28;26;13;32;12;30;31;6;29;23;3;2;15;14;27;4;19;7;1;11;5;21;27458
21;27458;22;17;25;18;8;20;16;21;9;10;24;28;26;13;32;12;30;31;6;29;23;3;2;15;14;27;4;19;7;1;11;5
22;17;25;14;8;20;16;21;9;10;24;28;26;13;32;12;30;31;6;29;23;3;2;15;18;27;4;19;7;1;11;5;21;27812
21;27812;22;17;25;14;8;20;16;21;9;10;24;28;26;13;32;12;30;31;6;29;23;3;2;15;18;27;4;19;7;1;11;5
22;17;25;14;8;20;16;21;9;10;24;28;26;13;32;12;30;31;6;29;23;3;2;15;18;27;19;4;7;1;11;5;21;27760
21;27760;22;17;25;14;8;20;16;21;9;10;24;28;26;13;32;12;30;31;6;29;23;3;2;15;18;27;19;4;7;1;11;5
22;17;25;14;8;20;16;21;9;31;24;28;26;13;32;12;30;10;6;29;23;3;2;15;18;27;19;4;7;1;11;5;21;28244
21;28244;22;17;25;14;8;20;16;21;9;31;24;28;26;13;32;12;30;10;6;29;23;3;2;15;18;27;19;4;7;1;11;5
22;17;25;14;8;20;13;21;9;31;24;28;26;16;32;12;30;10;6;29;23;3;2;15;18;27;19;4;7;1;11;5;21;27904
21;27904;22;17;25;14;8;20;13;21;9;31;24;28;26;16;32;12;30;10;6;29;23;3;2;15;18;27;19;4;7;1;11;5
22;17;25;14;8;23;13;21;9;31;24;28;26;16;32;12;30;10;6;29;20;3;2;15;18;27;19;4;7;1;11;5;21;27824
21;27824;22;17;25;14;8;23;13;21;9;31;24;28;26;16;32;12;30;10;6;29;20;3;2;15;18;27;19;4;7;1;11;5
22;17;25;14;8;23;13;21;9;31;24;28;26;16;32;12;30;10;6;29;20;3;2;4;18;27;19;15;7;1;11;5;21;27224
21;27224;22;17;25;14;8;23;13;21;9;31;24;28;26;16;32;12;30;10;6;29;20;3;2;4;18;27;19;15;7;1;11;5
22;17;25;14;8;23;13;21;12;31;24;28;26;16;32;9;30;10;6;29;20;3;2;4;18;27;19;15;7;1;11;5;21;27324
21;27324;22;17;25;14;8;23;13;21;12;31;24;28;26;16;32;9;30;10;6;29;20;3;2;4;18;27;19;15;7;1;11;5
22;17;25;14;31;23;13;21;12;8;24;28;26;16;32;9;30;10;6;29;20;3;2;4;18;27;19;15;7;1;11;5;21;26392
22;26392;22;17;25;14;31;23;13;21;12;8;24;28;26;16;32;9;30;10;6;29;20;3;2;4;18;27;19;15;7;1;11;5
22;17;25;31;14;23;13;21;12;8;24;28;26;16;32;9;30;10;6;29;20;3;2;4;18;27;19;15;7;1;11;5;22;26312
22;26312;22;17;25;31;14;23;13;21;12;8;24;28;26;16;32;9;30;10;6;29;20;3;2;4;18;27;19;15;7;1;11;5
22;30;25;31;14;23;13;21;12;8;24;28;26;16;32;9;17;10;6;29;20;3;2;4;18;27;19;15;7;1;11;5;22;26552
22;26552;22;30;25;31;14;23;13;21;12;8;24;28;26;16;32;9;17;10;6;29;20;3;2;4;18;27;19;15;7;1;11;5
22;30;25;31;23;14;13;21;12;8;24;28;26;16;32;9;17;10;6;29;20;3;2;4;18;27;19;15;7;1;11;5;22;26844
22;26844;22;30;25;31;23;14;13;21;12;8;24;28;26;16;32;9;17;10;6;29;20;3;2;4;18;27;19;15;7;1;11;5
22;30;25;31;23;14;13;21;12;8;24;28;26;16;32;9;17;10;6;29;20;3;2;4;18;27;19;15;7;1;5;11;22;26844
22;26844;22;30;25;31;23;14;13;21;12;8;24;28;26;16;32;9;17;10;6;29;20;3;2;4;18;27;19;15;7;1;5;11
22;30;25;31;23;14;32;21;12;8;24;28;26;16;13;9;17;10;6;29;20;3;2;4;18;27;19;15;7;1;5;11;22;26000
22;26000;22;30;25;31;23;14;32;21;12;8;24;28;26;16;13;9;17;10;6;29;20;3;2;4;18;27;19;15;7;1;5;11
22;30;25;21;23;14;32;31;12;8;24;28;26;16;13;9;17;10;6;29;20;3;2;4;18;27;19;15;7;1;5;11;22;25960
22;25960;22;30;25;21;23;14;32;31;12;8;24;28;26;16;13;9;17;10;6;29;20;3;2;4;18;27;19;15;7;1;5;11
22;23;25;21;30;14;32;31;12;8;24;28;26;16;13;9;17;10;6;29;20;3;2;4;18;27;19;15;7;1;5;11;22;25960
22;25960;22;23;25;21;30;14;32;31;12;8;24;28;26;16;13;9;17;10;6;29;20;3;2;4;18;27;19;15;7;1;5;11
22;23;25;21;30;14;32;31;12;8;24;17;26;16;13;9;28;10;6;29;20;3;2;4;18;27;19;15;7;1;5;11;22;25440
22;25440;22;23;25;21;30;14;32;31;12;8;24;17;26;16;13;9;28;10;6;29;20;3;2;4;18;27;19;15;7;1;5;11
22;23;30;21;25;14;32;31;12;8;24;17;26;16;13;9;28;10;6;29;20;3;2;4;18;27;19;15;7;1;5;11;22;25640
22;25640;22;23;30;21;25;14;32;31;12;8;24;17;26;16;13;9;28;10;6;29;20;3;2;4;18;27;19;15;7;1;5;11
22;23;30;21;25;14;32;31;12;8;24;17;26;16;13;9;28;10;6;29;20;3;7;4;18;27;19;15;2;1;5;11;22;25640
22;25640;22;23;30;21;25;14;32;31;12;8;24;17;26;16;13;9;28;10;6;29;20;3;7;4;18;27;19;15;2;1;5;11
22;23;30;21;25;14;32;31;12;8;24;17;26;16;13;9;28;10;6;29;20;3;5;4;18;27;19;15;2;1;7;11;22;25680
22;25680;22;23;30;21;25;14;32;31;12;8;24;17;26;16;13;9;28;10;6;29;20;3;5;4;18;27;19;15;2;1;7;11
22;23;30;21;25;14;32;31;12;8;24;5;26;16;13;9;28;10;6;29;20;3;17;4;18;27;19;15;2;1;7;11;22;25754
22;25754;22;23;30;21;25;14;32;31;12;8;24;5;26;16;13;9;28;10;6;29;20;3;17;4;18;27;19;15;2;1;7;11
25;23;30;21;22;14;32;31;12;8;24;5;26;16;13;9;28;10;6;29;20;3;17;4;18;27;19;15;2;1;7;11;22;25834
22;25834;25;23;30;21;22;14;32;31;12;8;24;5;26;16;13;9;28;10;6;29;20;3;17;4;18;27;19;15;2;1;7;11
25;23;30;21;22;14;32;31;12;8;24;5;26;16;13;9;28;19;6;29;20;3;17;4;18;27;10;15;2;1;7;11;22;26008
22;26008;25;23;30;21;22;14;32;31;12;8;24;5;26;16;13;9;28;19;6;29;20;3;17;4;18;27;10;15;2;1;7;11
25;23;30;21;22;14;32;31;12;8;24;5;26;16;13;9;28;19;6;29;20;3;17;4;18;2;10;15;27;1;7;11;22;26710
22;26710;25;23;30;21;22;14;32;31;12;8;24;5;26;16;13;9;28;19;6;29;20;3;17;4;18;2;10;15;27;1;7;11
25;23;30;21;31;14;32;22;12;8;24;5;26;16;13;9;28;19;6;29;20;3;17;4;18;2;10;15;27;1;7;11;22;27010
22;27010;25;23;30;21;31;14;32;22;12;8;24;5;26;16;13;9;28;19;6;29;20;3;17;4;18;2;10;15;27;1;7;11
25;23;30;21;31;14;32;22;12;8;24;5;26;16;29;9;28;19;6;13;20;3;17;4;18;2;10;15;27;1;7;11;22;27792
22;27792;25;23;30;21;31;14;32;22;12;8;24;5;26;16;29;9;28;19;6;13;20;3;17;4;18;2;10;15;27;1;7;11
25;23;30;21;31;14;32;22;12;8;24;5;28;16;29;9;26;19;6;13;20;3;17;4;18;2;10;15;27;1;7;11;22;26832
22;26832;25;23;30;21;31;14;32;22;12;8;24;5;28;16;29;9;26;19;6;13;20;3;17;4;18;2;10;15;27;1;7;11
25;23;30;21;31;14;32;9;12;8;24;5;28;16;29;22;26;19;6;13;20;3;17;4;18;2;10;15;27;1;7;11;22;25960
22;25960;25;23;30;21;31;14;32;9;12;8;24;5;28;16;29;22;26;19;6;13;20;3;17;4;18;2;10;15;27;1;7;11
25;23;30;21;31;14;11;9;12;8;24;5;28;16;29;22;26;19;6;13;20;3;17;4;18;2;10;15;27;1;7;32;22;25786
23;25786;25;23;30;21;31;14;11;9;12;8;24;5;28;16;29;22;26;19;6;13;20;3;17;4;18;2;10;15;27;1;7;32
25;23;30;21;31;14;11;9;12;8;24;5;15;16;29;22;26;19;6;13;20;3;17;4;18;2;10;28;27;1;7;32;23;25802
23;25802;25;23;30;21;31;14;11;9;12;8;24;5;15;16;29;22;26;19;6;13;20;3;17;4;18;2;10;28;27;1;7;32
25;23;30;21;31;14;11;9;12;8;24;5;15;16;29;22;26;19;6;13;20;3;18;4;17;2;10;28;27;1;7;32;23;25782
23;25782;25;23;30;21;31;14;11;9;12;8;24;5;15;16;29;22;26;19;6;13;20;3;18;4;17;2;10;28;27;1;7;32
25;23;30;21;31;14;11;9;12;8;24;5;15;16;29;22;26;19;6;13;20;28;18;4;17;2;10;3;27;1;7;32;23;25112
23;25112;25;23;30;21;31;14;11;9;12;8;24;5;15;16;29;22;26;19;6;13;20;28;18;4;17;2;10;3;27;1;7;32
25;23;30;21;31;14;11;9;12;8;24;5;15;16;29;22;3;19;6;13;20;28;18;4;17;2;10;26;27;1;7;32;23;26608
23;26608;25;23;30;21;31;14;11;9;12;8;24;5;15;16;29;22;3;19;6;13;20;28;18;4;17;2;10;26;27;1;7;32
25;23;30;21;31;14;11;9;12;8;24;5;15;16;29;22;3;19;18;13;20;28;6;4;17;2;10;26;27;1;7;32;23;26618
23;26618;25;23;30;21;31;14;11;9;12;8;24;5;15;16;29;22;3;19;18;13;20;28;6;4;17;2;10;26;27;1;7;32
25;23;30;21;31;14;11;9;12;8;20;5;15;16;29;22;3;19;18;13;24;28;6;4;17;2;10;26;27;1;7;32;23;26678
23;26678;25;23;30;21;31;14;11;9;12;8;20;5;15;16;29;22;3;19;18;13;24;28;6;4;17;2;10;26;27;1;7;32
25;23;30;21;31;14;11;9;12;8;20;5;15;16;29;22;24;19;18;13;3;28;6;4;17;2;10;26;27;1;7;32;23;26344
23;26344;25;23;30;21;31;14;11;9;12;8;20;5;15;16;29;22;24;19;18;13;3;28;6;4;17;2;10;26;27;1;7;32
25;23;30;21;31;14;11;9;12;22;20;5;15;16;29;8;24;19;18;13;3;28;6;4;17;2;10;26;27;1;7;32;23;26958
23;26958;25;23;30;21;31;14;11;9;12;22;20;5;15;16;29;8;24;19;18;13;3;28;6;4;17;2;10;26;27;1;7;32
25;23;30;21;31;14;11;9;12;22;20;5;15;16;29;8;24;19;18;13;3;28;6;1;17;2;10;26;27;4;7;32;23;26878
23;26878;25;23;30;21;31;14;11;9;12;22;20;5;15;16;29;8;24;19;18;13;3;28;6;1;17;2;10;26;27;4;7;32
25;23;30;21;31;14;11;1;12;22;20;5;15;16;29;8;24;19;18;13;3;28;6;9;17;2;10;26;27;4;7;32;23;27078
23;27078;25;23;30;21;31;14;11;1;12;22;20;5;15;16;29;8;24;19;18;13;3;28;6;9;17;2;10;26;27;4;7;32
25;28;30;21;31;14;11;1;12;22;20;5;15;16;29;8;24;19;18;13;3;23;6;9;17;2;10;26;27;4;7;32;23;27198
23;27198;25;28;30;21;31;14;11;1;12;22;20;5;15;16;29;8;24;19;18;13;3;23;6;9;17;2;10;26;27;4;7;32
25;28;30;21;31;14;11;1;12;22;20;5;13;16;29;8;24;19;18;15;3;23;6;9;17;2;10;26;27;4;7;32;23;27798
23;27798;25;28;30;21;31;14;11;1;12;22;20;5;13;16;29;8;24;19;18;15;3;23;6;9;17;2;10;26;27;4;7;32
25;28;30;21;31;14;11;1;12;22;20;5;13;16;10;8;24;19;18;15;3;23;6;9;17;2;29;26;27;4;7;32;23;27748
23;27748;25;28;30;21;31;14;11;1;12;22;20;5;13;16;10;8;24;19;18;15;3;23;6;9;17;2;29;26;27;4;7;32
25;8;30;21;31;14;11;1;12;22;20;5;13;16;10;28;24;19;18;15;3;23;6;9;17;2;29;26;27;4;7;32;23;27406
23;27406;25;8;30;21;31;14;11;1;12;22;20;5;13;16;10;28;24;19;18;15;3;23;6;9;17;2;29;26;27;4;7;32
25;8;30;21;31;14;11;1;12;22;20;5;13;16;10;28;24;19;18;15;3;9;6;23;17;2;29;26;27;4;7;32;23;27172
23;27172;25;8;30;21;31;14;11;1;12;22;20;5;13;16;10;28;24;19;18;15;3;9;6;23;17;2;29;26;27;4;7;32
25;8;30;21;31;14;11;1;12;22;20;5;13;18;10;28;24;19;16;15;3;9;6;23;17;2;29;26;27;4;7;32;23;26928
23;26928;25;8;30;21;31;14;11;1;12;22;20;5;13;18;10;28;24;19;16;15;3;9;6;23;17;2;29;26;27;4;7;32
25;8;30;21;31;14;11;1;12;22;20;5;13;18;17;28;24;19;16;15;3;9;6;23;10;2;29;26;27;4;7;32;23;27370
23;27370;25;8;30;21;31;14;11;1;12;22;20;5;13;18;17;28;24;19;16;15;3;9;6;23;10;2;29;26;27;4;7;32
25;8;30;21;31;14;11;1;17;22;20;5;13;18;12;28;24;19;16;15;3;9;6;23;10;2;29;26;27;4;7;32;23;28138
23;28138;25;8;30;21;31;14;11;1;17;22;20;5;13;18;12;28;24;19;16;15;3;9;6;23;10;2;29;26;27;4;7;32
25;8;30;21;31;14;11;1;17;22;20;5;13;18;12;15;24;19;16;28;3;9;6;23;10;2;29;26;27;4;7;32;23;28522
23;28522;25;8;30;21;31;14;11;1;17;22;20;5;13;18;12;15;24;19;16;28;3;9;6;23;10;2;29;26;27;4;7;32
25;8;30;21;31;14;11;1;17;22;20;5;13;18;12;15;24;19;16;28;3;9;6;23;2;10;29;26;27;4;7;32;23;28282
24;28282;25;8;30;21;31;14;11;1;17;22;20;5;13;18;12;15;24;19;16;28;3;9;6;23;2;10;29;26;27;4;7;32
25;8;30;21;31;14;11;1;17;22;20;5;12;18;13;15;24;19;16;28;3;9;6;23;2;10;29;26;27;4;7;32;24;27522
24;27522;25;8;30;21;31;14;11;1;17;22;20;5;12;18;13;15;24;19;16;28;3;9;6;23;2;10;29;26;27;4;7;32
25;8;20;21;31;14;11;1;17;22;30;5;12;18;13;15;24;19;16;28;3;9;6;23;2;10;29;26;27;4;7;32;24;27782
24;27782;25;8;20;21;31;14;11;1;17;22;30;5;12;18;13;15;24;19;16;28;3;9;6;23;2;10;29;26;27;4;7;32
25;8;23;21;31;14;11;1;17;22;30;5;12;18;13;15;24;19;16;28;3;9;6;20;2;10;29;26;27;4;7;32;24;27142
24;27142;25;8;23;21;31;14;11;1;17;22;30;5;12;18;13;15;24;19;16;28;3;9;6;20;2;10;29;26;27;4;7;32
25;8;23;7;31;14;11;1;17;22;30;5;12;18;13;15;24;19;16;28;3;9;6;20;2;10;29;26;27;4;21;32;24;26368
24;26368;25;8;23;7;31;14;11;1;17;22;30;5;12;18;13;15;24;19;16;28;3;9;6;20;2;10;29;26;27;4;21;32
25;26;23;7;31;14;11;1;17;22;30;5;12;18;13;15;24;19;16;28;3;9;6;20;2;10;29;8;27;4;21;32;24;26058
24;26058;25;26;23;7;31;14;11;1;17;22;30;5;12;18;13;15;24;19;16;28;3;9;6;20;2;10;29;8;27;4;21;32
25;26;23;7;31;14;11;1;17;22;30;5;16;18;13;15;24;19;12;28;3;9;6;20;2;10;29;8;27;4;21;32;24;26418
24;26418;25;26;23;7;31;14;11;1;17;22;30;5;16;18;13;15;24;19;12;28;3;9;6;20;2;10;29;8;27;4;21;32
25;26;23;7;31;14;11;1;17;22;30;5;16;18;24;15;13;19;12;28;3;9;6;20;2;10;29;8;27;4;21;32;24;26108
24;26108;25;26;23;7;31;14;11;1;17;22;30;5;16;18;24;15;13;19;12;28;3;9;6;20;2;10;29;8;27;4;21;32
25;26;23;7;31;14;11;1;17;22;30;5;16;18;2;15;13;19;12;28;3;9;6;20;24;10;29;8;27;4;21;32;24;25874
24;25874;25;26;23;7;31;14;11;1;17;22;30;5;16;18;2;15;13;19;12;28;3;9;6;20;24;10;29;8;27;4;21;32
25;26;23;7;31;14;11;1;17;22;30;8;16;18;2;15;13;19;12;28;3;9;6;20;24;10;29;5;27;4;21;32;24;26354
24;26354;25;26;23;7;31;14;11;1;17;22;30;8;16;18;2;15;13;19;12;28;3;9;6;20;24;10;29;5;27;4;21;32
25;26;23;7;31;14;11;1;17;22;30;8;16;18;2;15;20;19;12;28;3;9;6;13;24;10;29;5;27;4;21;32;24;27666
24;27666;25;26;23;7;31;14;11;1;17;22;30;8;16;18;2;15;20;19;12;28;3;9;6;13;24;10;29;5;27;4;21;32
25;26;23;7;31;12;11;1;17;22;30;8;16;18;2;15;20;19;14;28;3;9;6;13;24;10;29;5;27;4;21;32;24;27686
24;27686;25;26;23;7;31;12;11;1;17;22;30;8;16;18;2;15;20;19;14;28;3;9;6;13;24;10;29;5;27;4;21;32
25;26;23;27;31;12;11;1;17;22;30;8;16;18;2;15;20;19;14;28;3;9;6;13;24;10;29;5;7;4;21;32;24;27302
24;27302;25;26;23;27;31;12;11;1;17;22;30;8;16;18;2;15;20;19;14;28;3;9;6;13;24;10;29;5;7;4;21;32
25;26;23;27;31;12;11;1;17;22;15;8;16;18;2;30;20;19;14;28;3;9;6;13;24;10;29;5;7;4;21;32;24;26762
24;26762;25;26;23;27;31;12;11;1;17;22;15;8;16;18;2;30;20;19;14;28;3;9;6;13;24;10;29;5;7;4;21;32
25;26;23;27;31;12;11;1;17;5;15;8;16;18;2;30;20;19;14;28;3;9;6;13;24;10;29;22;7;4;21;32;24;26748
24;26748;25;26;23;27;31;12;11;1;17;5;15;8;16;18;2;30;20;19;14;28;3;9;6;13;24;10;29;22;7;4;21;32
25;26;23;27;31;12;11;1;17;5;15;8;16;18;2;30;20;19;14;28;3;4;6;13;24;10;29;22;7;9;21;32;24;26648
24;26648;25;26;23;27;31;12;11;1;17;5;15;8;16;18;2;30;20;19;14;28;3;4;6;13;24;10;29;22;7;9;21;32
25;26;23;27;31;12;11;1;17;5;15;8;32;18;2;30;20;19;14;28;3;4;6;13;24;10;29;22;7;9;21;16;24;26372
24;26372;25;26;23;27;31;12;11;1;17;5;15;8;32;18;2;30;20;19;14;28;3;4;6;13;24;10;29;22;7;9;21;16
25;26;23;27;31;12;11;1;17;5;15;8;32;10;2;30;20;19;14;28;3;4;6;13;24;18;29;22;7;9;21;16;24;26604
24;26604;25;26;23;27;31;12;11;1;17;5;15;8;32;10;2;30;20;19;14;28;3;4;6;13;24;18;29;22;7;9;21;16
4;26;23;27;31;12;11;1;17;5;15;8;32;10;2;30;20;19;14;28;3;25;6;13;24;18;29;22;7;9;21;16;24;27038
24;27038;4;26;23;27;31;12;11;1;17;5;15;8;32;10;2;30;20;19;14;28;3;25;6;13;24;18;29;22;7;9;21;16
4;26;23;27;31;16;11;1;17;5;15;8;32;10;2;30;20;19;14;28;3;25;6;13;24;18;29;22;7;9;21;12;24;27378
24;27378;4;26;23;27;31;16;11;1;17;5;15;8;32;10;2;30;20;19;14;28;3;25;6;13;24;18;29;22;7;9;21;12
4;26;23;27;31;16;11;1;17;5;20;8;32;10;2;30;15;19;14;28;3;25;6;13;24;18;29;22;7;9;21;12;24;27694
25;27694;4;26;23;27;31;16;11;1;17;5;20;8;32;10;2;30;15;19;14;28;3;25;6;13;24;18;29;22;7;9;21;12
4;26;23;27;31;16;11;1;17;5;20;8;32;10;2;30;15;19;18;28;3;25;6;13;24;14;29;22;7;9;21;12;25;28022
25;28022;4;26;23;27;31;16;11;1;17;5;20;8;32;10;2;30;15;19;18;28;3;25;6;13;24;14;29;22;7;9;21;12
4;26;23;27;31;16;11;1;18;5;20;8;32;10;2;30;15;19;17;28;3;25;6;13;24;14;29;22;7;9;21;12;25;27722
25;27722;4;26;23;27;31;16;11;1;18;5;20;8;32;10;2;30;15;19;17;28;3;25;6;13;24;14;29;22;7;9;21;12
4;26;23;27;31;16;11;1;18;5;20;28;32;10;2;30;15;19;17;8;3;25;6;13;24;14;29;22;7;9;21;12;25;27354
25;27354;4;26;23;27;31;16;11;1;18;5;20;28;32;10;2;30;15;19;17;8;3;25;6;13;24;14;29;22;7;9;21;12
4;26;23;27;31;16;11;1;18;5;20;28;32;10;7;30;15;19;17;8;3;25;6;13;24;14;29;22;2;9;21;12;25;26954
25;26954;4;26;23;27;31;16;11;1;18;5;20;28;32;10;7;30;15;19;17;8;3;25;6;13;24;14;29;22;2;9;21;12
4;26;23;27;31;16;11;1;18;5;20;28;32;10;7;30;15;19;17;22;3;25;6;13;24;14;29;8;2;9;21;12;25;26794
25;26794;4;26;23;27;31;16;11;1;18;5;20;28;32;10;7;30;15;19;17;22;3;25;6;13;24;14;29;8;2;9;21;12
4;26;23;27;31;16;11;1;18;5;20;28;32;10;7;22;15;19;17;30;3;25;6;13;24;14;29;8;2;9;21;12;25;26994
25;26994;4;26;23;27;31;16;11;1;18;5;20;28;32;10;7;22;15;19;17;30;3;25;6;13;24;14;29;8;2;9;21;12
4;26;23;27;31;16;11;1;18;5;20;28;32;10;7;22;15;9;17;30;3;25;6;13;24;14;29;8;2;19;21;12;25;26652
25;26652;4;26;23;27;31;16;11;1;18;5;20;28;32;10;7;22;15;9;17;30;3;25;6;13;24;14;29;8;2;19;21;12
4;26;17;27;31;16;11;1;18;5;20;28;32;10;7;22;15;9;23;30;3;25;6;13;24;14;29;8;2;19;21;12;25;27792
25;27792;4;26;17;27;31;16;11;1;18;5;20;28;32;10;7;22;15;9;23;30;3;25;6;13;24;14;29;8;2;19;21;12
4;26;5;27;31;16;11;1;18;17;20;28;32;10;7;22;15;9;23;30;3;25;6;13;24;14;29;8;2;19;21;12;25;27880
25;27880;4;26;5;27;31;16;11;1;18;17;20;28;32;10;7;22;15;9;23;30;3;25;6;13;24;14;29;8;2;19;21;12
4;26;5;27;31;16;11;1;18;17;20;28;32;10;7;22;15;9;23;30;3;6;25;13;24;14;29;8;2;19;21;12;25;27932
25;27932;4;26;5;27;31;16;11;1;18;17;20;28;32;10;7;22;15;9;23;30;3;6;25;13;24;14;29;8;2;19;21;12
