"X1";"X256";"X30";"X35";"X6";"X51";"X48";"X39";"X57";"X27";"X49";"X24";"X13";"X64";"X20";"X12";"X19";"X41";"X14";"X55";"X7";"X33";"X63";"X29";"X17";"X5";"X28";"X25";"X42";"X43";"X23";"X59";"X36";"X9";"X8";"X44";"X61";"X56";"X11";"X53";"X16";"X54";"X45";"X62";"X32";"X4";"X52";"X37";"X22";"X38";"X46";"X2";"X1.1";"X58";"X60";"X26";"X40";"X10";"X50";"X34";"X47";"X15";"X3";"X21";"X31";"X18"
8;29;43;31;32;34;56;49;7;44;63;50;54;22;17;21;11;57;51;59;19;42;62;27;2;53;41;35;46;33;47;24;12;40;30;36;55;1;9;3;28;39;45;14;25;37;6;26;15;5;48;20;10;38;64;52;23;4;13;61;60;16;18;58;14;270
14;270;8;29;43;31;32;34;56;49;7;44;63;50;54;22;17;21;11;57;51;59;19;42;62;27;2;53;41;35;46;33;47;24;12;40;30;36;55;1;9;3;28;39;45;14;25;37;6;26;15;5;48;20;10;38;64;52;23;4;13;61;60;16;18;58
8;29;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;56;59;19;42;62;27;2;53;41;35;46;33;47;24;12;40;30;36;55;1;9;3;28;39;45;14;25;37;6;26;15;5;48;20;10;38;64;52;23;4;13;61;60;16;18;58;14;274
14;274;8;29;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;56;59;19;42;62;27;2;53;41;35;46;33;47;24;12;40;30;36;55;1;9;3;28;39;45;14;25;37;6;26;15;5;48;20;10;38;64;52;23;4;13;61;60;16;18;58
8;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;56;59;19;42;62;27;2;53;41;35;46;33;47;24;12;29;30;36;55;1;9;3;28;39;45;14;25;37;6;26;15;5;48;20;10;38;64;52;23;4;13;61;60;16;18;58;14;274
14;274;8;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;56;59;19;42;62;27;2;53;41;35;46;33;47;24;12;29;30;36;55;1;9;3;28;39;45;14;25;37;6;26;15;5;48;20;10;38;64;52;23;4;13;61;60;16;18;58
42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;56;59;19;8;62;27;2;53;41;35;46;33;47;24;12;29;30;36;55;1;9;3;28;39;45;14;25;37;6;26;15;5;48;20;10;38;64;52;23;4;13;61;60;16;18;58;14;270
14;270;42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;56;59;19;8;62;27;2;53;41;35;46;33;47;24;12;29;30;36;55;1;9;3;28;39;45;14;25;37;6;26;15;5;48;20;10;38;64;52;23;4;13;61;60;16;18;58
42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;56;59;19;8;62;27;2;53;41;35;46;33;47;24;12;29;30;36;55;1;9;3;28;39;45;14;25;6;37;26;15;5;48;20;10;38;64;52;23;4;13;61;60;16;18;58;14;274
14;274;42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;56;59;19;8;62;27;2;53;41;35;46;33;47;24;12;29;30;36;55;1;9;3;28;39;45;14;25;6;37;26;15;5;48;20;10;38;64;52;23;4;13;61;60;16;18;58
42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;56;59;19;8;62;27;2;53;41;35;46;33;47;24;36;29;30;12;55;1;9;3;28;39;45;14;25;6;37;26;15;5;48;20;10;38;64;52;23;4;13;61;60;16;18;58;14;278
14;278;42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;56;59;19;8;62;27;2;53;41;35;46;33;47;24;36;29;30;12;55;1;9;3;28;39;45;14;25;6;37;26;15;5;48;20;10;38;64;52;23;4;13;61;60;16;18;58
42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;52;59;19;8;62;27;2;53;41;35;46;33;47;24;36;29;30;12;55;1;9;3;28;39;45;14;25;6;37;26;15;5;48;20;10;38;64;56;23;4;13;61;60;16;18;58;14;278
14;278;42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;52;59;19;8;62;27;2;53;41;35;46;33;47;24;36;29;30;12;55;1;9;3;28;39;45;14;25;6;37;26;15;5;48;20;10;38;64;56;23;4;13;61;60;16;18;58
42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;52;59;19;8;62;27;2;53;41;35;20;33;47;24;36;29;30;12;55;1;9;3;28;39;45;14;25;6;37;26;15;5;48;46;10;38;64;56;23;4;13;61;60;16;18;58;14;278
15;278;42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;52;59;19;8;62;27;2;53;41;35;20;33;47;24;36;29;30;12;55;1;9;3;28;39;45;14;25;6;37;26;15;5;48;46;10;38;64;56;23;4;13;61;60;16;18;58
42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;52;59;19;8;62;27;2;53;41;35;20;33;47;15;36;29;30;12;55;1;9;3;28;39;45;14;25;6;37;26;24;5;48;46;10;38;64;56;23;4;13;61;60;16;18;58;15;276
15;276;42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;52;59;19;8;62;27;2;53;41;35;20;33;47;15;36;29;30;12;55;1;9;3;28;39;45;14;25;6;37;26;24;5;48;46;10;38;64;56;23;4;13;61;60;16;18;58
42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;52;59;19;8;62;27;2;53;41;35;20;33;47;15;36;38;30;12;55;1;9;3;28;39;45;14;25;6;37;26;24;5;48;46;10;29;64;56;23;4;13;61;60;16;18;58;15;276
15;276;42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;57;52;59;19;8;62;27;2;53;41;35;20;33;47;15;36;38;30;12;55;1;9;3;28;39;45;14;25;6;37;26;24;5;48;46;10;29;64;56;23;4;13;61;60;16;18;58
42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;33;52;59;19;8;62;27;2;53;41;35;20;57;47;15;36;38;30;12;55;1;9;3;28;39;45;14;25;6;37;26;24;5;48;46;10;29;64;56;23;4;13;61;60;16;18;58;15;280
15;280;42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;33;52;59;19;8;62;27;2;53;41;35;20;57;47;15;36;38;30;12;55;1;9;3;28;39;45;14;25;6;37;26;24;5;48;46;10;29;64;56;23;4;13;61;60;16;18;58
42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;33;52;59;19;36;62;27;2;53;41;35;20;57;47;15;8;38;30;12;55;1;9;3;28;39;45;14;25;6;37;26;24;5;48;46;10;29;64;56;23;4;13;61;60;16;18;58;15;280
15;280;42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;33;52;59;19;36;62;27;2;53;41;35;20;57;47;15;8;38;30;12;55;1;9;3;28;39;45;14;25;6;37;26;24;5;48;46;10;29;64;56;23;4;13;61;60;16;18;58
42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;33;52;59;30;36;62;27;2;53;41;35;20;57;47;15;8;38;19;12;55;1;9;3;28;39;45;14;25;6;37;26;24;5;48;46;10;29;64;56;23;4;13;61;60;16;18;58;15;280
15;280;42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;33;52;59;30;36;62;27;2;53;41;35;20;57;47;15;8;38;19;12;55;1;9;3;28;39;45;14;25;6;37;26;24;5;48;46;10;29;64;56;23;4;13;61;60;16;18;58
42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;33;52;24;30;36;62;27;2;53;41;35;20;57;47;15;8;38;19;12;55;1;9;3;28;39;45;14;25;6;37;26;59;5;48;46;10;29;64;56;23;4;13;61;60;16;18;58;15;292
15;292;42;40;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;33;52;24;30;36;62;27;2;53;41;35;20;57;47;15;8;38;19;12;55;1;9;3;28;39;45;14;25;6;37;26;59;5;48;46;10;29;64;56;23;4;13;61;60;16;18;58
42;27;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;33;52;24;30;36;62;40;2;53;41;35;20;57;47;15;8;38;19;12;55;1;9;3;28;39;45;14;25;6;37;26;59;5;48;46;10;29;64;56;23;4;13;61;60;16;18;58;15;292
15;292;42;27;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;33;52;24;30;36;62;40;2;53;41;35;20;57;47;15;8;38;19;12;55;1;9;3;28;39;45;14;25;6;37;26;59;5;48;46;10;29;64;56;23;4;13;61;60;16;18;58
42;27;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;33;52;24;30;36;62;40;2;53;41;35;20;57;47;15;8;38;19;12;55;1;9;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;61;60;16;18;58;15;292
15;292;42;27;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;33;52;24;30;36;62;40;2;53;41;35;20;57;47;15;8;38;19;12;55;1;9;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;61;60;16;18;58
42;27;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;33;52;24;30;36;62;40;2;53;41;35;20;57;47;15;8;38;19;12;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;61;60;16;18;9;15;298
15;298;42;27;43;31;32;34;51;49;7;44;63;50;54;22;17;21;11;33;52;24;30;36;62;40;2;53;41;35;20;57;47;15;8;38;19;12;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;61;60;16;18;9
42;27;43;31;32;34;51;49;7;44;63;50;12;22;17;21;11;33;52;24;30;36;62;40;2;53;41;35;20;57;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;61;60;16;18;9;15;298
15;298;42;27;43;31;32;34;51;49;7;44;63;50;12;22;17;21;11;33;52;24;30;36;62;40;2;53;41;35;20;57;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;61;60;16;18;9
42;27;43;31;32;34;51;49;7;44;63;50;12;22;17;21;11;33;52;24;40;36;62;30;2;53;41;35;20;57;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;61;60;16;18;9;15;298
15;298;42;27;43;31;32;34;51;49;7;44;63;50;12;22;17;21;11;33;52;24;40;36;62;30;2;53;41;35;20;57;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;61;60;16;18;9
42;27;43;31;32;34;51;49;7;44;63;50;12;9;17;21;11;33;52;24;40;36;62;30;2;53;41;35;20;57;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;61;60;16;18;22;15;298
15;298;42;27;43;31;32;34;51;49;7;44;63;50;12;9;17;21;11;33;52;24;40;36;62;30;2;53;41;35;20;57;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;61;60;16;18;22
42;27;43;31;32;34;51;49;7;44;63;50;12;9;17;21;11;33;52;24;40;36;62;30;2;60;41;35;20;57;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;61;53;16;18;22;15;298
15;298;42;27;43;31;32;34;51;49;7;44;63;50;12;9;17;21;11;33;52;24;40;36;62;30;2;60;41;35;20;57;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;61;53;16;18;22
42;27;43;31;32;34;51;49;7;44;63;50;12;9;17;21;11;33;52;24;40;36;62;30;2;60;18;35;20;57;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;61;53;16;41;22;15;290
15;290;42;27;43;31;32;34;51;49;7;44;63;50;12;9;17;21;11;33;52;24;40;36;62;30;2;60;18;35;20;57;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;61;53;16;41;22
42;27;43;31;32;34;51;49;7;44;63;50;12;9;17;21;11;33;52;24;40;36;62;30;2;60;18;61;20;57;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;35;53;16;41;22;15;286
15;286;42;27;43;31;32;34;51;49;7;44;63;50;12;9;17;21;11;33;52;24;40;36;62;30;2;60;18;61;20;57;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;35;53;16;41;22
42;27;43;31;32;34;51;49;57;44;63;50;12;9;17;21;11;33;52;24;40;36;62;30;2;60;18;61;20;7;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;35;53;16;41;22;15;294
15;294;42;27;43;31;32;34;51;49;57;44;63;50;12;9;17;21;11;33;52;24;40;36;62;30;2;60;18;61;20;7;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;56;5;4;13;35;53;16;41;22
42;27;43;31;32;34;51;49;57;44;63;50;12;9;17;21;11;33;52;24;40;36;62;30;2;60;18;61;20;7;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;16;5;4;13;35;53;56;41;22;15;294
15;294;42;27;43;31;32;34;51;49;57;44;63;50;12;9;17;21;11;33;52;24;40;36;62;30;2;60;18;61;20;7;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;29;64;16;5;4;13;35;53;56;41;22
42;27;43;31;32;34;51;49;57;29;63;50;12;9;17;21;11;33;52;24;40;36;62;30;2;60;18;61;20;7;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;44;64;16;5;4;13;35;53;56;41;22;15;282
15;282;42;27;43;31;32;34;51;49;57;29;63;50;12;9;17;21;11;33;52;24;40;36;62;30;2;60;18;61;20;7;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;44;64;16;5;4;13;35;53;56;41;22
42;27;43;31;32;34;51;49;57;29;63;50;12;9;17;21;11;33;52;24;40;36;62;30;2;22;18;61;20;7;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;44;64;16;5;4;13;35;53;56;41;60;15;282
15;282;42;27;43;31;32;34;51;49;57;29;63;50;12;9;17;21;11;33;52;24;40;36;62;30;2;22;18;61;20;7;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;44;64;16;5;4;13;35;53;56;41;60
42;27;43;31;32;34;51;49;57;29;63;50;12;56;17;21;11;33;52;24;40;36;62;30;2;22;18;61;20;7;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;44;64;16;5;4;13;35;53;9;41;60;15;282
16;282;42;27;43;31;32;34;51;49;57;29;63;50;12;56;17;21;11;33;52;24;40;36;62;30;2;22;18;61;20;7;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;59;23;48;46;10;44;64;16;5;4;13;35;53;9;41;60
42;27;43;31;32;34;51;49;57;29;63;50;12;56;17;21;11;33;52;24;40;36;62;30;2;22;18;61;20;7;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;53;23;48;46;10;44;64;16;5;4;13;35;59;9;41;60;16;282
16;282;42;27;43;31;32;34;51;49;57;29;63;50;12;56;17;21;11;33;52;24;40;36;62;30;2;22;18;61;20;7;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;53;23;48;46;10;44;64;16;5;4;13;35;59;9;41;60
42;27;43;31;32;34;51;49;48;29;63;50;12;56;17;21;11;33;52;24;40;36;62;30;2;22;18;61;20;7;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;53;23;57;46;10;44;64;16;5;4;13;35;59;9;41;60;16;282
16;282;42;27;43;31;32;34;51;49;48;29;63;50;12;56;17;21;11;33;52;24;40;36;62;30;2;22;18;61;20;7;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;53;23;57;46;10;44;64;16;5;4;13;35;59;9;41;60
42;27;43;31;32;34;51;49;9;29;63;50;12;56;17;21;11;33;52;24;40;36;62;30;2;22;18;61;20;7;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;53;23;57;46;10;44;64;16;5;4;13;35;59;48;41;60;16;282
16;282;42;27;43;31;32;34;51;49;9;29;63;50;12;56;17;21;11;33;52;24;40;36;62;30;2;22;18;61;20;7;47;15;8;38;19;54;55;1;58;3;28;39;45;14;25;6;37;26;53;23;57;46;10;44;64;16;5;4;13;35;59;48;41;60
42;27;43;31;32;34;51;49;9;29;63;50;12;56;17;21;11;33;52;24;40;36;62;30;2;22;18;61;20;7;47;15;8;38;19;6;55;1;58;3;28;39;45;14;25;54;37;26;53;23;57;46;10;44;64;16;5;4;13;35;59;48;41;60;16;270
16;270;42;27;43;31;32;34;51;49;9;29;63;50;12;56;17;21;11;33;52;24;40;36;62;30;2;22;18;61;20;7;47;15;8;38;19;6;55;1;58;3;28;39;45;14;25;54;37;26;53;23;57;46;10;44;64;16;5;4;13;35;59;48;41;60
42;27;43;31;32;34;51;49;9;29;63;50;12;56;17;21;11;33;52;24;40;36;62;30;2;22;18;61;20;7;47;15;8;38;19;6;55;1;58;3;28;39;45;46;25;54;37;26;53;23;57;14;10;44;64;16;5;4;13;35;59;48;41;60;16;262
16;262;42;27;43;31;32;34;51;49;9;29;63;50;12;56;17;21;11;33;52;24;40;36;62;30;2;22;18;61;20;7;47;15;8;38;19;6;55;1;58;3;28;39;45;46;25;54;37;26;53;23;57;14;10;44;64;16;5;4;13;35;59;48;41;60
42;27;43;31;32;34;51;2;9;29;63;50;12;56;17;21;11;33;52;24;40;36;62;30;49;22;18;61;20;7;47;15;8;38;19;6;55;1;58;3;28;39;45;46;25;54;37;26;53;23;57;14;10;44;64;16;5;4;13;35;59;48;41;60;16;278
16;278;42;27;43;31;32;34;51;2;9;29;63;50;12;56;17;21;11;33;52;24;40;36;62;30;49;22;18;61;20;7;47;15;8;38;19;6;55;1;58;3;28;39;45;46;25;54;37;26;53;23;57;14;10;44;64;16;5;4;13;35;59;48;41;60
42;27;43;31;32;34;51;2;9;29;63;50;12;56;17;21;11;33;15;24;40;36;62;30;49;22;18;61;20;7;47;52;8;38;19;6;55;1;58;3;28;39;45;46;25;54;37;26;53;23;57;14;10;44;64;16;5;4;13;35;59;48;41;60;16;288
16;288;42;27;43;31;32;34;51;2;9;29;63;50;12;56;17;21;11;33;15;24;40;36;62;30;49;22;18;61;20;7;47;52;8;38;19;6;55;1;58;3;28;39;45;46;25;54;37;26;53;23;57;14;10;44;64;16;5;4;13;35;59;48;41;60
42;27;43;31;32;34;51;2;9;29;63;50;12;56;17;21;11;33;15;24;40;36;62;30;49;22;18;41;20;7;47;52;8;38;19;6;55;1;58;3;28;39;45;46;25;54;37;26;53;23;57;14;10;44;64;16;5;4;13;35;59;48;61;60;16;288
16;288;42;27;43;31;32;34;51;2;9;29;63;50;12;56;17;21;11;33;15;24;40;36;62;30;49;22;18;41;20;7;47;52;8;38;19;6;55;1;58;3;28;39;45;46;25;54;37;26;53;23;57;14;10;44;64;16;5;4;13;35;59;48;61;60
42;27;43;31;32;34;51;2;57;29;63;50;12;56;17;21;11;33;15;24;40;36;62;30;49;22;18;41;20;7;47;52;8;38;19;6;55;1;58;3;28;39;45;46;25;54;37;26;53;23;9;14;10;44;64;16;5;4;13;35;59;48;61;60;16;288
16;288;42;27;43;31;32;34;51;2;57;29;63;50;12;56;17;21;11;33;15;24;40;36;62;30;49;22;18;41;20;7;47;52;8;38;19;6;55;1;58;3;28;39;45;46;25;54;37;26;53;23;9;14;10;44;64;16;5;4;13;35;59;48;61;60
42;27;43;31;32;34;51;2;57;29;63;50;12;56;17;21;11;33;15;24;40;49;62;30;36;22;18;41;20;7;47;52;8;38;19;6;55;1;58;3;28;39;45;46;25;54;37;26;53;23;9;14;10;44;64;16;5;4;13;35;59;48;61;60;16;290
16;290;42;27;43;31;32;34;51;2;57;29;63;50;12;56;17;21;11;33;15;24;40;49;62;30;36;22;18;41;20;7;47;52;8;38;19;6;55;1;58;3;28;39;45;46;25;54;37;26;53;23;9;14;10;44;64;16;5;4;13;35;59;48;61;60
42;27;43;31;32;34;51;2;57;29;63;50;12;56;17;21;11;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;38;19;6;55;1;58;3;28;39;45;46;25;54;37;26;53;23;9;14;10;44;64;16;5;4;13;30;59;48;61;60;16;290
16;290;42;27;43;31;32;34;51;2;57;29;63;50;12;56;17;21;11;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;38;19;6;55;1;58;3;28;39;45;46;25;54;37;26;53;23;9;14;10;44;64;16;5;4;13;30;59;48;61;60
42;27;43;31;32;34;51;2;57;29;63;50;12;56;17;21;11;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;38;19;6;55;1;58;3;28;39;45;4;25;54;37;26;53;23;9;14;10;44;64;16;5;46;13;30;59;48;61;60;16;290
16;290;42;27;43;31;32;34;51;2;57;29;63;50;12;56;17;21;11;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;38;19;6;55;1;58;3;28;39;45;4;25;54;37;26;53;23;9;14;10;44;64;16;5;46;13;30;59;48;61;60
42;27;43;31;51;34;32;2;57;29;63;50;12;56;17;21;11;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;38;19;6;55;1;58;3;28;39;45;4;25;54;37;26;53;23;9;14;10;44;64;16;5;46;13;30;59;48;61;60;16;290
16;290;42;27;43;31;51;34;32;2;57;29;63;50;12;56;17;21;11;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;38;19;6;55;1;58;3;28;39;45;4;25;54;37;26;53;23;9;14;10;44;64;16;5;46;13;30;59;48;61;60
42;27;43;31;51;34;32;2;57;29;63;50;16;56;17;21;11;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;38;19;6;55;1;58;3;28;39;45;4;25;54;37;26;53;23;9;14;10;44;64;12;5;46;13;30;59;48;61;60;16;290
16;290;42;27;43;31;51;34;32;2;57;29;63;50;16;56;17;21;11;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;38;19;6;55;1;58;3;28;39;45;4;25;54;37;26;53;23;9;14;10;44;64;12;5;46;13;30;59;48;61;60
42;27;43;31;51;34;32;2;57;29;63;50;16;56;17;21;11;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;25;19;6;55;1;58;3;28;39;45;4;38;54;37;26;53;23;9;14;10;44;64;12;5;46;13;30;59;48;61;60;16;290
16;290;42;27;43;31;51;34;32;2;57;29;63;50;16;56;17;21;11;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;25;19;6;55;1;58;3;28;39;45;4;38;54;37;26;53;23;9;14;10;44;64;12;5;46;13;30;59;48;61;60
42;27;43;31;51;34;32;2;57;29;63;50;16;56;17;21;11;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;25;19;6;55;45;58;3;28;39;1;4;38;54;37;26;53;23;9;14;10;44;64;12;5;46;13;30;59;48;61;60;16;290
16;290;42;27;43;31;51;34;32;2;57;29;63;50;16;56;17;21;11;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;25;19;6;55;45;58;3;28;39;1;4;38;54;37;26;53;23;9;14;10;44;64;12;5;46;13;30;59;48;61;60
42;27;43;31;51;34;32;2;57;29;63;50;16;11;17;21;56;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;25;19;6;55;45;58;3;28;39;1;4;38;54;37;26;53;23;9;14;10;44;64;12;5;46;13;30;59;48;61;60;16;290
16;290;42;27;43;31;51;34;32;2;57;29;63;50;16;11;17;21;56;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;25;19;6;55;45;58;3;28;39;1;4;38;54;37;26;53;23;9;14;10;44;64;12;5;46;13;30;59;48;61;60
60;27;43;31;51;34;32;2;57;29;63;50;16;11;17;21;56;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;25;19;6;55;45;58;3;28;39;1;4;38;54;37;26;53;23;9;14;10;44;64;12;5;46;13;30;59;48;61;42;16;290
16;290;60;27;43;31;51;34;32;2;57;29;63;50;16;11;17;21;56;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;25;19;6;55;45;58;3;28;39;1;4;38;54;37;26;53;23;9;14;10;44;64;12;5;46;13;30;59;48;61;42
60;27;43;31;51;34;32;2;57;29;63;50;23;11;17;21;56;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;25;19;6;55;45;58;3;28;39;1;4;38;54;37;26;53;16;9;14;10;44;64;12;5;46;13;30;59;48;61;42;16;290
16;290;60;27;43;31;51;34;32;2;57;29;63;50;23;11;17;21;56;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;25;19;6;55;45;58;3;28;39;1;4;38;54;37;26;53;16;9;14;10;44;64;12;5;46;13;30;59;48;61;42
60;27;53;31;51;34;32;2;57;29;63;50;23;11;17;21;56;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;25;19;6;55;45;58;3;28;39;1;4;38;54;37;26;43;16;9;14;10;44;64;12;5;46;13;30;59;48;61;42;16;290
17;290;60;27;53;31;51;34;32;2;57;29;63;50;23;11;17;21;56;33;15;24;40;49;62;35;36;22;18;41;20;7;47;52;8;25;19;6;55;45;58;3;28;39;1;4;38;54;37;26;43;16;9;14;10;44;64;12;5;46;13;30;59;48;61;42
60;27;53;31;51;34;32;2;57;29;63;50;23;11;17;21;56;33;15;24;40;49;62;35;36;22;18;59;20;7;47;52;8;25;19;6;55;45;58;3;28;39;1;4;38;54;37;26;43;16;9;14;10;44;64;12;5;46;13;30;41;48;61;42;17;286
17;286;60;27;53;31;51;34;32;2;57;29;63;50;23;11;17;21;56;33;15;24;40;49;62;35;36;22;18;59;20;7;47;52;8;25;19;6;55;45;58;3;28;39;1;4;38;54;37;26;43;16;9;14;10;44;64;12;5;46;13;30;41;48;61;42
60;27;53;31;51;34;32;2;57;29;63;50;23;9;17;21;56;33;15;24;40;49;62;35;36;22;18;59;20;7;47;52;8;25;19;6;55;45;58;3;28;39;1;4;38;54;37;26;43;16;11;14;10;44;64;12;5;46;13;30;41;48;61;42;17;282
17;282;60;27;53;31;51;34;32;2;57;29;63;50;23;9;17;21;56;33;15;24;40;49;62;35;36;22;18;59;20;7;47;52;8;25;19;6;55;45;58;3;28;39;1;4;38;54;37;26;43;16;11;14;10;44;64;12;5;46;13;30;41;48;61;42
60;27;53;31;51;34;32;2;57;29;63;50;23;9;17;21;56;33;15;24;40;49;62;35;36;38;18;59;20;7;47;52;8;25;19;6;55;45;58;3;28;39;1;4;22;54;37;26;43;16;11;14;10;44;64;12;5;46;13;30;41;48;61;42;17;282
17;282;60;27;53;31;51;34;32;2;57;29;63;50;23;9;17;21;56;33;15;24;40;49;62;35;36;38;18;59;20;7;47;52;8;25;19;6;55;45;58;3;28;39;1;4;22;54;37;26;43;16;11;14;10;44;64;12;5;46;13;30;41;48;61;42
60;27;53;31;51;34;32;2;57;29;63;1;23;9;17;21;56;33;15;24;40;49;62;35;36;38;18;59;20;7;47;52;8;25;19;6;55;45;58;3;28;39;50;4;22;54;37;26;43;16;11;14;10;44;64;12;5;46;13;30;41;48;61;42;17;282
17;282;60;27;53;31;51;34;32;2;57;29;63;1;23;9;17;21;56;33;15;24;40;49;62;35;36;38;18;59;20;7;47;52;8;25;19;6;55;45;58;3;28;39;50;4;22;54;37;26;43;16;11;14;10;44;64;12;5;46;13;30;41;48;61;42
