"X1";"X25944";"X20";"X6";"X27";"X19";"X3";"X13";"X18";"X28";"X4";"X31";"X30";"X24";"X26";"X29";"X2";"X5";"X23";"X32";"X8";"X1.1";"X15";"X17";"X9";"X14";"X21";"X11";"X16";"X22";"X10";"X12";"X25";"X7"
28;25;6;14;15;17;12;11;27;1;32;7;26;5;20;10;13;9;18;19;31;22;29;2;23;3;30;4;8;24;16;21;21;26934
21;26934;28;25;6;14;15;17;12;11;27;1;32;7;26;5;20;10;13;9;18;19;31;22;29;2;23;3;30;4;8;24;16;21
28;25;6;14;15;17;26;11;27;1;32;7;12;5;20;10;13;9;18;19;31;22;29;2;23;3;30;4;8;24;16;21;21;26412
21;26412;28;25;6;14;15;17;26;11;27;1;32;7;12;5;20;10;13;9;18;19;31;22;29;2;23;3;30;4;8;24;16;21
28;25;6;14;15;17;26;11;16;1;32;7;12;5;20;10;13;9;18;19;31;22;29;2;23;3;30;4;8;24;27;21;21;26858
21;26858;28;25;6;14;15;17;26;11;16;1;32;7;12;5;20;10;13;9;18;19;31;22;29;2;23;3;30;4;8;24;27;21
28;25;6;14;18;17;26;11;16;1;32;7;12;5;20;10;13;9;15;19;31;22;29;2;23;3;30;4;8;24;27;21;21;26588
21;26588;28;25;6;14;18;17;26;11;16;1;32;7;12;5;20;10;13;9;15;19;31;22;29;2;23;3;30;4;8;24;27;21
28;25;6;2;18;17;26;11;16;1;32;7;12;5;20;10;13;9;15;19;31;22;29;14;23;3;30;4;8;24;27;21;21;26568
21;26568;28;25;6;2;18;17;26;11;16;1;32;7;12;5;20;10;13;9;15;19;31;22;29;14;23;3;30;4;8;24;27;21
28;25;6;2;18;17;26;11;16;1;31;7;12;5;20;10;13;9;15;19;32;22;29;14;23;3;30;4;8;24;27;21;21;26348
21;26348;28;25;6;2;18;17;26;11;16;1;31;7;12;5;20;10;13;9;15;19;32;22;29;14;23;3;30;4;8;24;27;21
28;25;6;2;18;17;26;11;16;1;31;7;12;5;20;22;13;9;15;19;32;10;29;14;23;3;30;4;8;24;27;21;21;26850
21;26850;28;25;6;2;18;17;26;11;16;1;31;7;12;5;20;22;13;9;15;19;32;10;29;14;23;3;30;4;8;24;27;21
28;25;6;2;18;17;26;11;16;1;31;7;32;5;20;22;13;9;15;19;12;10;29;14;23;3;30;4;8;24;27;21;21;27164
22;27164;28;25;6;2;18;17;26;11;16;1;31;7;32;5;20;22;13;9;15;19;12;10;29;14;23;3;30;4;8;24;27;21
28;25;6;2;18;17;26;11;16;1;31;7;32;5;20;22;13;9;15;19;14;10;29;12;23;3;30;4;8;24;27;21;22;26944
22;26944;28;25;6;2;18;17;26;11;16;1;31;7;32;5;20;22;13;9;15;19;14;10;29;12;23;3;30;4;8;24;27;21
28;18;6;2;25;17;26;11;16;1;31;7;32;5;20;22;13;9;15;19;14;10;29;12;23;3;30;4;8;24;27;21;22;26944
22;26944;28;18;6;2;25;17;26;11;16;1;31;7;32;5;20;22;13;9;15;19;14;10;29;12;23;3;30;4;8;24;27;21
28;18;10;2;25;17;26;11;16;1;31;7;32;5;20;22;13;9;15;19;14;6;29;12;23;3;30;4;8;24;27;21;22;27104
22;26944;28;18;6;2;25;17;26;11;16;1;31;7;32;5;20;22;13;9;15;19;14;10;29;12;23;3;30;4;8;24;27;21
28;18;6;2;25;17;26;11;16;1;31;7;10;5;20;22;13;9;15;19;14;32;29;12;23;3;30;4;8;24;27;21;22;27002
22;27002;28;18;6;2;25;17;26;11;16;1;31;7;10;5;20;22;13;9;15;19;14;32;29;12;23;3;30;4;8;24;27;21
28;18;6;2;25;17;26;11;16;1;31;7;10;5;20;22;13;9;15;19;21;32;29;12;23;3;30;4;8;24;27;14;22;26832
22;26832;28;18;6;2;25;17;26;11;16;1;31;7;10;5;20;22;13;9;15;19;21;32;29;12;23;3;30;4;8;24;27;14
28;18;6;2;25;17;26;11;16;1;31;7;19;5;20;22;13;9;15;10;21;32;29;12;23;3;30;4;8;24;27;14;22;27216
22;27216;28;18;6;2;25;17;26;11;16;1;31;7;19;5;20;22;13;9;15;10;21;32;29;12;23;3;30;4;8;24;27;14
28;18;14;2;25;17;26;11;16;1;31;7;19;5;20;22;13;9;15;10;21;32;29;12;23;3;30;4;8;24;27;6;22;27616
22;27616;28;18;14;2;25;17;26;11;16;1;31;7;19;5;20;22;13;9;15;10;21;32;29;12;23;3;30;4;8;24;27;6
28;18;14;2;25;17;26;15;16;1;31;7;19;5;20;22;13;9;11;10;21;32;29;12;23;3;30;4;8;24;27;6;22;27896
22;27896;28;18;14;2;25;17;26;15;16;1;31;7;19;5;20;22;13;9;11;10;21;32;29;12;23;3;30;4;8;24;27;6
28;18;14;2;25;17;13;15;16;1;31;7;19;5;20;22;26;9;11;10;21;32;29;12;23;3;30;4;8;24;27;6;22;27638
22;27638;28;18;14;2;25;17;13;15;16;1;31;7;19;5;20;22;26;9;11;10;21;32;29;12;23;3;30;4;8;24;27;6
28;18;14;2;25;17;13;15;16;1;31;7;27;5;20;22;26;9;11;10;21;32;29;12;23;3;30;4;8;24;19;6;22;27038
22;27038;28;18;14;2;25;17;13;15;16;1;31;7;27;5;20;22;26;9;11;10;21;32;29;12;23;3;30;4;8;24;19;6
28;18;14;2;25;17;13;15;16;1;31;7;27;5;20;22;26;9;23;10;21;32;29;12;11;3;30;4;8;24;19;6;22;26722
22;26722;28;18;14;2;25;17;13;15;16;1;31;7;27;5;20;22;26;9;23;10;21;32;29;12;11;3;30;4;8;24;19;6
28;18;14;2;25;17;13;15;16;1;5;7;27;31;20;22;26;9;23;10;21;32;29;12;11;3;30;4;8;24;19;6;22;27114
22;27114;28;18;14;2;25;17;13;15;16;1;5;7;27;31;20;22;26;9;23;10;21;32;29;12;11;3;30;4;8;24;19;6
28;18;31;2;25;17;13;15;16;1;5;7;27;14;20;22;26;9;23;10;21;32;29;12;11;3;30;4;8;24;19;6;22;26868
22;26868;28;18;31;2;25;17;13;15;16;1;5;7;27;14;20;22;26;9;23;10;21;32;29;12;11;3;30;4;8;24;19;6
28;18;31;2;25;17;13;15;16;1;5;7;27;14;20;22;26;9;23;10;21;32;29;12;11;3;24;4;8;30;19;6;22;27188
22;27188;28;18;31;2;25;17;13;15;16;1;5;7;27;14;20;22;26;9;23;10;21;32;29;12;11;3;24;4;8;30;19;6
28;18;31;2;25;17;13;15;16;1;5;7;27;26;20;22;14;9;23;10;21;32;29;12;11;3;24;4;8;30;19;6;22;27756
22;27756;28;18;31;2;25;17;13;15;16;1;5;7;27;26;20;22;14;9;23;10;21;32;29;12;11;3;24;4;8;30;19;6
28;18;31;2;25;17;13;20;16;1;5;7;27;26;15;22;14;9;23;10;21;32;29;12;11;3;24;4;8;30;19;6;22;28774
22;28774;28;18;31;2;25;17;13;20;16;1;5;7;27;26;15;22;14;9;23;10;21;32;29;12;11;3;24;4;8;30;19;6
28;18;31;2;25;17;13;20;1;16;5;7;27;26;15;22;14;9;23;10;21;32;29;12;11;3;24;4;8;30;19;6;22;29174
22;29174;28;18;31;2;25;17;13;20;1;16;5;7;27;26;15;22;14;9;23;10;21;32;29;12;11;3;24;4;8;30;19;6
28;18;31;2;25;17;13;20;1;16;5;7;27;26;15;22;14;9;23;10;21;32;29;12;8;3;24;4;11;30;19;6;22;28974
22;28974;28;18;31;2;25;17;13;20;1;16;5;7;27;26;15;22;14;9;23;10;21;32;29;12;8;3;24;4;11;30;19;6
28;18;31;2;25;17;13;20;1;16;5;7;27;26;15;22;14;9;23;4;21;32;29;12;8;3;24;10;11;30;19;6;22;29214
22;29214;28;18;31;2;25;17;13;20;1;16;5;7;27;26;15;22;14;9;23;4;21;32;29;12;8;3;24;10;11;30;19;6
28;18;31;2;25;17;13;20;1;16;5;7;27;26;15;22;32;9;23;4;21;14;29;12;8;3;24;10;11;30;19;6;22;29224
23;29224;28;18;31;2;25;17;13;20;1;16;5;7;27;26;15;22;32;9;23;4;21;14;29;12;8;3;24;10;11;30;19;6
28;18;31;2;25;17;13;29;1;16;5;7;27;26;15;22;32;9;23;4;21;14;20;12;8;3;24;10;11;30;19;6;23;29184
23;29184;28;18;31;2;25;17;13;29;1;16;5;7;27;26;15;22;32;9;23;4;21;14;20;12;8;3;24;10;11;30;19;6
28;18;31;2;25;6;13;29;1;16;5;7;27;26;15;22;32;9;23;4;21;14;20;12;8;3;24;10;11;30;19;17;23;28510
23;28510;28;18;31;2;25;6;13;29;1;16;5;7;27;26;15;22;32;9;23;4;21;14;20;12;8;3;24;10;11;30;19;17
28;18;31;2;25;6;13;29;1;16;5;7;27;26;15;22;32;9;23;4;21;14;20;12;17;3;24;10;11;30;19;8;23;28958
23;28958;28;18;31;2;25;6;13;29;1;16;5;7;27;26;15;22;32;9;23;4;21;14;20;12;17;3;24;10;11;30;19;8
28;18;31;2;25;6;13;29;1;16;22;7;27;26;15;5;32;9;23;4;21;14;20;12;17;3;24;10;11;30;19;8;23;28970
23;28970;28;18;31;2;25;6;13;29;1;16;22;7;27;26;15;5;32;9;23;4;21;14;20;12;17;3;24;10;11;30;19;8
28;18;31;2;25;6;13;29;1;16;22;30;27;26;15;5;32;9;23;4;21;14;20;12;17;3;24;10;11;7;19;8;23;28166
23;28166;28;18;31;2;25;6;13;29;1;16;22;30;27;26;15;5;32;9;23;4;21;14;20;12;17;3;24;10;11;7;19;8
28;18;31;2;25;6;13;29;1;16;22;30;27;11;15;5;32;9;23;4;21;14;20;12;17;3;24;10;26;7;19;8;23;27984
23;27984;28;18;31;2;25;6;13;29;1;16;22;30;27;11;15;5;32;9;23;4;21;14;20;12;17;3;24;10;26;7;19;8
28;16;31;2;25;6;13;29;1;18;22;30;27;11;15;5;32;9;23;4;21;14;20;12;17;3;24;10;26;7;19;8;23;28248
23;28248;28;16;31;2;25;6;13;29;1;18;22;30;27;11;15;5;32;9;23;4;21;14;20;12;17;3;24;10;26;7;19;8
28;16;31;2;25;6;13;29;1;18;22;30;8;11;15;5;32;9;23;4;21;14;20;12;17;3;24;10;26;7;19;27;23;28308
23;28308;28;16;31;2;25;6;13;29;1;18;22;30;8;11;15;5;32;9;23;4;21;14;20;12;17;3;24;10;26;7;19;27
28;16;31;2;29;6;13;25;1;18;22;30;8;11;15;5;32;9;23;4;21;14;20;12;17;3;24;10;26;7;19;27;23;28408
23;28408;28;16;31;2;29;6;13;25;1;18;22;30;8;11;15;5;32;9;23;4;21;14;20;12;17;3;24;10;26;7;19;27
28;16;31;2;29;6;13;25;1;18;22;30;8;11;15;5;32;9;23;4;17;14;20;12;21;3;24;10;26;7;19;27;23;28668
23;28668;28;16;31;2;29;6;13;25;1;18;22;30;8;11;15;5;32;9;23;4;17;14;20;12;21;3;24;10;26;7;19;27
28;16;31;2;29;6;13;25;1;18;22;30;8;11;15;5;32;9;23;4;17;26;20;12;21;3;24;10;14;7;19;27;23;29000
23;29000;28;16;31;2;29;6;13;25;1;18;22;30;8;11;15;5;32;9;23;4;17;26;20;12;21;3;24;10;14;7;19;27
28;16;31;2;29;6;13;25;1;18;22;30;8;11;15;5;32;3;23;4;17;26;20;12;21;9;24;10;14;7;19;27;23;28840
23;28840;28;16;31;2;29;6;13;25;1;18;22;30;8;11;15;5;32;3;23;4;17;26;20;12;21;9;24;10;14;7;19;27
28;16;31;2;29;6;13;25;1;18;22;30;8;11;15;5;32;3;23;4;17;26;20;12;21;9;10;24;14;7;19;27;23;28708
23;28708;28;16;31;2;29;6;13;25;1;18;22;30;8;11;15;5;32;3;23;4;17;26;20;12;21;9;10;24;14;7;19;27
28;16;31;2;29;6;13;25;1;18;22;30;8;11;15;5;32;3;23;4;24;26;20;12;21;9;10;17;14;7;19;27;23;28828
23;28828;28;16;31;2;29;6;13;25;1;18;22;30;8;11;15;5;32;3;23;4;24;26;20;12;21;9;10;17;14;7;19;27
28;6;31;2;29;16;13;25;1;18;22;30;8;11;15;5;32;3;23;4;24;26;20;12;21;9;10;17;14;7;19;27;23;28708
23;28708;28;6;31;2;29;16;13;25;1;18;22;30;8;11;15;5;32;3;23;4;24;26;20;12;21;9;10;17;14;7;19;27
28;6;31;2;29;16;13;25;1;18;22;21;8;11;15;5;32;3;23;4;24;26;20;12;30;9;10;17;14;7;19;27;23;28828
23;28828;28;6;31;2;29;16;13;25;1;18;22;21;8;11;15;5;32;3;23;4;24;26;20;12;30;9;10;17;14;7;19;27
28;6;31;2;23;16;13;25;1;18;22;21;8;11;15;5;32;3;29;4;24;26;20;12;30;9;10;17;14;7;19;27;23;28468
23;28468;28;6;31;2;23;16;13;25;1;18;22;21;8;11;15;5;32;3;29;4;24;26;20;12;30;9;10;17;14;7;19;27
28;6;31;2;23;10;13;25;1;18;22;21;8;11;15;5;32;3;29;4;24;26;20;12;30;9;16;17;14;7;19;27;23;27968
23;27968;28;6;31;2;23;10;13;25;1;18;22;21;8;11;15;5;32;3;29;4;24;26;20;12;30;9;16;17;14;7;19;27
28;6;31;2;23;10;13;25;1;18;22;21;8;11;15;5;26;3;29;4;24;32;20;12;30;9;16;17;14;7;19;27;23;27348
23;27348;28;6;31;2;23;10;13;25;1;18;22;21;8;11;15;5;26;3;29;4;24;32;20;12;30;9;16;17;14;7;19;27
28;6;11;2;23;10;13;25;1;18;22;21;8;31;15;5;26;3;29;4;24;32;20;12;30;9;16;17;14;7;19;27;23;27370
24;27370;28;6;11;2;23;10;13;25;1;18;22;21;8;31;15;5;26;3;29;4;24;32;20;12;30;9;16;17;14;7;19;27
6;28;11;2;23;10;13;25;1;18;22;21;8;31;15;5;26;3;29;4;24;32;20;12;30;9;16;17;14;7;19;27;24;27116
24;27116;6;28;11;2;23;10;13;25;1;18;22;21;8;31;15;5;26;3;29;4;24;32;20;12;30;9;16;17;14;7;19;27
6;28;11;2;23;10;13;25;1;18;22;21;8;31;15;5;26;3;29;4;24;32;20;12;14;9;16;17;30;7;19;27;24;26610
24;26610;6;28;11;2;23;10;13;25;1;18;22;21;8;31;15;5;26;3;29;4;24;32;20;12;14;9;16;17;30;7;19;27
6;28;11;2;23;10;13;25;1;18;22;21;8;31;15;5;26;3;29;4;24;32;20;12;19;9;16;17;30;7;14;27;24;26978
24;26610;6;28;11;2;23;10;13;25;1;18;22;21;8;31;15;5;26;3;29;4;24;32;20;12;14;9;16;17;30;7;19;27
6;28;17;2;23;10;13;25;1;18;22;21;8;31;15;5;26;3;29;4;24;32;20;12;14;9;16;11;30;7;19;27;24;27136
24;27136;6;28;17;2;23;10;13;25;1;18;22;21;8;31;15;5;26;3;29;4;24;32;20;12;14;9;16;11;30;7;19;27
6;28;17;2;23;10;13;25;1;18;22;21;8;31;15;5;26;20;29;4;24;32;3;12;14;9;16;11;30;7;19;27;24;27820
24;27820;6;28;17;2;23;10;13;25;1;18;22;21;8;31;15;5;26;20;29;4;24;32;3;12;14;9;16;11;30;7;19;27
6;28;17;2;23;10;13;25;1;18;22;21;8;31;15;4;26;20;29;5;24;32;3;12;14;9;16;11;30;7;19;27;24;28020
24;28020;6;28;17;2;23;10;13;25;1;18;22;21;8;31;15;4;26;20;29;5;24;32;3;12;14;9;16;11;30;7;19;27
6;28;17;2;23;9;13;25;1;18;22;21;8;31;15;4;26;20;29;5;24;32;3;12;14;10;16;11;30;7;19;27;24;27680
24;27680;6;28;17;2;23;9;13;25;1;18;22;21;8;31;15;4;26;20;29;5;24;32;3;12;14;10;16;11;30;7;19;27
6;28;17;2;23;9;13;25;1;18;22;21;8;31;15;4;26;20;29;5;24;32;3;12;14;10;16;11;19;7;30;27;24;27360
24;27360;6;28;17;2;23;9;13;25;1;18;22;21;8;31;15;4;26;20;29;5;24;32;3;12;14;10;16;11;19;7;30;27
6;28;17;2;23;9;13;25;1;18;22;21;8;31;15;4;26;20;29;5;24;27;3;12;14;10;16;11;19;7;30;32;24;26600
24;26600;6;28;17;2;23;9;13;25;1;18;22;21;8;31;15;4;26;20;29;5;24;27;3;12;14;10;16;11;19;7;30;32
6;28;17;2;23;9;13;25;1;18;22;21;8;31;15;5;26;20;29;4;24;27;3;12;14;10;16;11;19;7;30;32;24;26160
24;26160;6;28;17;2;23;9;13;25;1;18;22;21;8;31;15;5;26;20;29;4;24;27;3;12;14;10;16;11;19;7;30;32
6;28;17;2;23;9;13;25;1;18;14;21;8;31;15;5;26;20;29;4;24;27;3;12;22;10;16;11;19;7;30;32;24;26760
24;26760;6;28;17;2;23;9;13;25;1;18;14;21;8;31;15;5;26;20;29;4;24;27;3;12;22;10;16;11;19;7;30;32
6;28;17;2;9;23;13;25;1;18;14;21;8;31;15;5;26;20;29;4;24;27;3;12;22;10;16;11;19;7;30;32;24;26428
24;26428;6;28;17;2;9;23;13;25;1;18;14;21;8;31;15;5;26;20;29;4;24;27;3;12;22;10;16;11;19;7;30;32
6;9;17;2;28;23;13;25;1;18;14;21;8;31;15;5;26;20;29;4;24;27;3;12;22;10;16;11;19;7;30;32;24;26428
24;26428;6;9;17;2;28;23;13;25;1;18;14;21;8;31;15;5;26;20;29;4;24;27;3;12;22;10;16;11;19;7;30;32
6;9;17;2;28;23;13;25;1;18;14;21;8;31;15;5;26;20;29;4;24;27;3;7;22;10;16;11;19;12;30;32;24;26068
24;26068;6;9;17;2;28;23;13;25;1;18;14;21;8;31;15;5;26;20;29;4;24;27;3;7;22;10;16;11;19;12;30;32
6;9;17;2;28;23;13;25;10;18;14;21;8;31;15;5;26;20;29;4;24;27;3;7;22;1;16;11;19;12;30;32;24;26688
24;26688;6;9;17;2;28;23;13;25;10;18;14;21;8;31;15;5;26;20;29;4;24;27;3;7;22;1;16;11;19;12;30;32
6;9;17;20;28;23;13;25;10;18;14;21;8;31;15;5;26;2;29;4;24;27;3;7;22;1;16;11;19;12;30;32;24;27496
24;27496;6;9;17;20;28;23;13;25;10;18;14;21;8;31;15;5;26;2;29;4;24;27;3;7;22;1;16;11;19;12;30;32
22;9;17;20;28;23;13;25;10;18;14;21;8;31;15;5;26;2;29;4;24;27;3;7;6;1;16;11;19;12;30;32;24;27220
24;27220;22;9;17;20;28;23;13;25;10;18;14;21;8;31;15;5;26;2;29;4;24;27;3;7;6;1;16;11;19;12;30;32
22;9;17;20;28;23;13;25;10;29;14;21;8;31;15;5;26;2;18;4;24;27;3;7;6;1;16;11;19;12;30;32;24;26900
24;26900;22;9;17;20;28;23;13;25;10;29;14;21;8;31;15;5;26;2;18;4;24;27;3;7;6;1;16;11;19;12;30;32
22;9;17;20;28;23;13;25;10;29;14;21;16;31;15;5;26;2;18;4;24;27;3;7;6;1;8;11;19;12;30;32;24;26660
24;26660;22;9;17;20;28;23;13;25;10;29;14;21;16;31;15;5;26;2;18;4;24;27;3;7;6;1;8;11;19;12;30;32
21;9;17;20;28;23;13;25;10;29;14;22;16;31;15;5;26;2;18;4;24;27;3;7;6;1;8;11;19;12;30;32;24;26620
25;26620;21;9;17;20;28;23;13;25;10;29;14;22;16;31;15;5;26;2;18;4;24;27;3;7;6;1;8;11;19;12;30;32
21;9;17;20;28;23;13;25;7;29;14;22;16;31;15;5;26;2;18;4;24;27;3;10;6;1;8;11;19;12;30;32;25;26980
25;26980;21;9;17;20;28;23;13;25;7;29;14;22;16;31;15;5;26;2;18;4;24;27;3;10;6;1;8;11;19;12;30;32
21;9;17;20;28;23;13;25;7;29;14;22;16;31;15;5;27;2;18;4;24;26;3;10;6;1;8;11;19;12;30;32;25;27160
25;27160;21;9;17;20;28;23;13;25;7;29;14;22;16;31;15;5;27;2;18;4;24;26;3;10;6;1;8;11;19;12;30;32
21;9;17;20;5;23;13;25;7;29;14;22;16;31;15;28;27;2;18;4;24;26;3;10;6;1;8;11;19;12;30;32;25;27022
25;27022;21;9;17;20;5;23;13;25;7;29;14;22;16;31;15;28;27;2;18;4;24;26;3;10;6;1;8;11;19;12;30;32
21;9;17;20;5;23;13;25;18;29;14;22;16;31;15;28;27;2;7;4;24;26;3;10;6;1;8;11;19;12;30;32;25;27480
25;27480;21;9;17;20;5;23;13;25;18;29;14;22;16;31;15;28;27;2;7;4;24;26;3;10;6;1;8;11;19;12;30;32
21;9;17;20;5;23;13;25;18;29;14;22;16;31;15;28;27;2;7;4;24;26;3;10;32;1;8;11;19;12;30;6;25;28408
25;28408;21;9;17;20;5;23;13;25;18;29;14;22;16;31;15;28;27;2;7;4;24;26;3;10;32;1;8;11;19;12;30;6
21;9;17;20;5;23;13;25;18;29;14;22;16;31;15;28;27;2;7;4;11;26;3;10;32;1;8;24;19;12;30;6;25;28454
25;28454;21;9;17;20;5;23;13;25;18;29;14;22;16;31;15;28;27;2;7;4;11;26;3;10;32;1;8;24;19;12;30;6
21;9;17;20;5;27;13;25;18;29;14;22;16;31;15;28;23;2;7;4;11;26;3;10;32;1;8;24;19;12;30;6;25;28554
25;28554;21;9;17;20;5;27;13;25;18;29;14;22;16;31;15;28;23;2;7;4;11;26;3;10;32;1;8;24;19;12;30;6
21;19;17;20;5;27;13;25;18;29;14;22;16;31;15;28;23;2;7;4;11;26;3;10;32;1;8;24;9;12;30;6;25;28486
25;28486;21;19;17;20;5;27;13;25;18;29;14;22;16;31;15;28;23;2;7;4;11;26;3;10;32;1;8;24;9;12;30;6
21;19;17;32;5;27;13;25;18;29;14;22;16;31;15;28;23;2;7;4;11;26;3;10;20;1;8;24;9;12;30;6;25;28186
25;28186;21;19;17;32;5;27;13;25;18;29;14;22;16;31;15;28;23;2;7;4;11;26;3;10;20;1;8;24;9;12;30;6
21;19;17;32;5;27;13;25;18;29;14;22;16;31;15;28;23;2;10;4;11;26;3;7;20;1;8;24;9;12;30;6;25;28146
25;28146;21;19;17;32;5;27;13;25;18;29;14;22;16;31;15;28;23;2;10;4;11;26;3;7;20;1;8;24;9;12;30;6
21;19;17;32;5;27;13;25;18;29;14;22;16;31;15;28;23;2;10;4;11;7;3;26;20;1;8;24;9;12;30;6;25;28376
25;28376;21;19;17;32;5;27;13;25;18;29;14;22;16;31;15;28;23;2;10;4;11;7;3;26;20;1;8;24;9;12;30;6
23;19;17;32;5;27;13;25;18;29;14;22;16;31;15;28;21;2;10;4;11;7;3;26;20;1;8;24;9;12;30;6;25;28416
25;28416;23;19;17;32;5;27;13;25;18;29;14;22;16;31;15;28;21;2;10;4;11;7;3;26;20;1;8;24;9;12;30;6
23;19;17;32;5;27;13;25;18;29;14;22;16;31;15;28;21;2;10;4;11;30;3;26;20;1;8;24;9;12;7;6;25;28274
25;28274;23;19;17;32;5;27;13;25;18;29;14;22;16;31;15;28;21;2;10;4;11;30;3;26;20;1;8;24;9;12;7;6
23;10;17;32;5;27;13;25;18;29;14;22;16;31;15;28;21;2;19;4;11;30;3;26;20;1;8;24;9;12;7;6;25;28004
25;28004;23;10;17;32;5;27;13;25;18;29;14;22;16;31;15;28;21;2;19;4;11;30;3;26;20;1;8;24;9;12;7;6
23;10;17;32;5;27;13;25;18;14;29;22;16;31;15;28;21;2;19;4;11;30;3;26;20;1;8;24;9;12;7;6;25;27914
25;27914;23;10;17;32;5;27;13;25;18;14;29;22;16;31;15;28;21;2;19;4;11;30;3;26;20;1;8;24;9;12;7;6
23;10;17;32;5;27;13;25;18;14;29;22;24;31;15;28;21;2;19;4;11;30;3;26;20;1;8;16;9;12;7;6;25;26754
25;26754;23;10;17;32;5;27;13;25;18;14;29;22;24;31;15;28;21;2;19;4;11;30;3;26;20;1;8;16;9;12;7;6
23;10;17;32;5;27;13;25;18;14;29;22;24;31;15;28;21;2;19;4;11;8;3;26;20;1;30;16;9;12;7;6;25;27580
25;27580;23;10;17;32;5;27;13;25;18;14;29;22;24;31;15;28;21;2;19;4;11;8;3;26;20;1;30;16;9;12;7;6
23;10;17;32;5;27;13;25;18;14;29;22;24;31;15;28;3;2;19;4;11;8;21;26;20;1;30;16;9;12;7;6;25;28502
25;28502;23;10;17;32;5;27;13;25;18;14;29;22;24;31;15;28;3;2;19;4;11;8;21;26;20;1;30;16;9;12;7;6
23;10;17;12;5;27;13;25;18;14;29;22;24;31;15;28;3;2;19;4;11;8;21;26;20;1;30;16;9;32;7;6;25;28064
25;28064;23;10;17;12;5;27;13;25;18;14;29;22;24;31;15;28;3;2;19;4;11;8;21;26;20;1;30;16;9;32;7;6
23;10;17;12;5;27;13;25;18;14;29;22;11;31;15;28;3;2;19;4;24;8;21;26;20;1;30;16;9;32;7;6;25;28610
26;28610;23;10;17;12;5;27;13;25;18;14;29;22;11;31;15;28;3;2;19;4;24;8;21;26;20;1;30;16;9;32;7;6
23;10;17;12;5;27;13;25;18;14;31;22;11;29;15;28;3;2;19;4;24;8;21;26;20;1;30;16;9;32;7;6;26;28250
26;28250;23;10;17;12;5;27;13;25;18;14;31;22;11;29;15;28;3;2;19;4;24;8;21;26;20;1;30;16;9;32;7;6
23;10;17;12;5;27;13;25;18;14;31;22;11;29;15;28;3;2;9;4;24;8;21;26;20;1;30;16;19;32;7;6;26;27756
26;27756;23;10;17;12;5;27;13;25;18;14;31;22;11;29;15;28;3;2;9;4;24;8;21;26;20;1;30;16;19;32;7;6
23;10;17;12;5;27;13;25;18;14;31;21;11;29;15;28;3;2;9;4;24;8;22;26;20;1;30;16;19;32;7;6;26;27776
26;27776;23;10;17;12;5;27;13;25;18;14;31;21;11;29;15;28;3;2;9;4;24;8;22;26;20;1;30;16;19;32;7;6
23;10;17;26;5;27;13;25;18;14;31;21;11;29;15;28;3;2;9;4;24;8;22;12;20;1;30;16;19;32;7;6;26;28134
26;28134;23;10;17;26;5;27;13;25;18;14;31;21;11;29;15;28;3;2;9;4;24;8;22;12;20;1;30;16;19;32;7;6
23;10;17;26;5;27;13;25;18;14;31;21;3;29;15;28;11;2;9;4;24;8;22;12;20;1;30;16;19;32;7;6;26;28134
26;28134;23;10;17;26;5;27;13;25;18;14;31;21;3;29;15;28;11;2;9;4;24;8;22;12;20;1;30;16;19;32;7;6
23;10;17;11;5;27;13;25;18;14;31;21;3;29;15;28;26;2;9;4;24;8;22;12;20;1;30;16;19;32;7;6;26;27580
26;27580;23;10;17;11;5;27;13;25;18;14;31;21;3;29;15;28;26;2;9;4;24;8;22;12;20;1;30;16;19;32;7;6
7;10;17;11;5;27;13;25;18;14;31;21;3;29;15;28;26;2;9;4;24;8;22;12;20;1;30;16;19;32;23;6;26;27856
26;27856;7;10;17;11;5;27;13;25;18;14;31;21;3;29;15;28;26;2;9;4;24;8;22;12;20;1;30;16;19;32;23;6
7;10;17;11;5;27;13;25;28;14;31;21;3;29;15;18;26;2;9;4;24;8;22;12;20;1;30;16;19;32;23;6;26;27616
26;27616;7;10;17;11;5;27;13;25;28;14;31;21;3;29;15;18;26;2;9;4;24;8;22;12;20;1;30;16;19;32;23;6
13;10;17;11;5;27;7;25;28;14;31;21;3;29;15;18;26;2;9;4;24;8;22;12;20;1;30;16;19;32;23;6;26;27376
26;27376;13;10;17;11;5;27;7;25;28;14;31;21;3;29;15;18;26;2;9;4;24;8;22;12;20;1;30;16;19;32;23;6
13;10;17;11;5;27;7;25;28;19;31;21;3;29;15;18;26;2;9;4;24;8;22;12;20;1;30;16;14;32;23;6;26;27972
26;27972;13;10;17;11;5;27;7;25;28;19;31;21;3;29;15;18;26;2;9;4;24;8;22;12;20;1;30;16;14;32;23;6
13;10;17;11;5;27;7;25;28;19;31;14;3;29;15;18;26;2;9;4;24;8;22;12;20;1;30;16;21;32;23;6;26;28062
26;28062;13;10;17;11;5;27;7;25;28;19;31;14;3;29;15;18;26;2;9;4;24;8;22;12;20;1;30;16;21;32;23;6
13;11;17;10;5;27;7;25;28;19;31;14;3;29;15;18;26;2;9;4;24;8;22;12;20;1;30;16;21;32;23;6;26;28142
26;28142;13;11;17;10;5;27;7;25;28;19;31;14;3;29;15;18;26;2;9;4;24;8;22;12;20;1;30;16;21;32;23;6
