"X1";"X5923696";"X17";"X22";"X20";"X14";"X9";"X1.1";"X24";"X5";"X23";"X13";"X19";"X6";"X25";"X10";"X8";"X11";"X4";"X26";"X18";"X2";"X15";"X7";"X12";"X3";"X21";"X16"
70;5685530;17;11;6;19;24;20;9;2;21;23;1;7;5;15;10;4;18;14;8;12;25;16;26;22;3;13
17;11;6;19;24;20;12;2;21;23;1;7;5;15;10;4;18;14;8;9;25;16;26;22;3;13;70;5614936
70;5614936;17;11;6;19;24;20;12;2;21;23;1;7;5;15;10;4;18;14;8;9;25;16;26;22;3;13
17;11;6;18;24;20;12;2;21;23;1;7;5;15;10;4;19;14;8;9;25;16;26;22;3;13;70;5685013
71;5614936;17;11;6;19;24;20;12;2;21;23;1;7;5;15;10;4;18;14;8;9;25;16;26;22;3;13
17;11;5;19;24;20;12;2;21;23;1;7;6;15;10;4;18;14;8;9;25;16;26;22;3;13;71;5692426
71;5614936;17;11;6;19;24;20;12;2;21;23;1;7;5;15;10;4;18;14;8;9;25;16;26;22;3;13
22;11;6;19;24;20;12;2;21;23;1;7;5;15;10;4;18;14;8;9;25;16;26;17;3;13;71;5609087
71;5609087;22;11;6;19;24;20;12;2;21;23;1;7;5;15;10;4;18;14;8;9;25;16;26;17;3;13
22;11;6;19;24;20;12;2;21;23;3;7;5;15;10;4;18;14;8;9;25;16;26;17;1;13;71;5759340
71;5609087;22;11;6;19;24;20;12;2;21;23;1;7;5;15;10;4;18;14;8;9;25;16;26;17;3;13
22;9;6;19;24;20;12;2;21;23;1;7;5;15;10;4;18;14;8;11;25;16;26;17;3;13;71;5595878
71;5595878;22;9;6;19;24;20;12;2;21;23;1;7;5;15;10;4;18;14;8;11;25;16;26;17;3;13
22;25;6;19;24;20;12;2;21;23;1;7;5;15;10;4;18;14;8;11;9;16;26;17;3;13;71;5618146
71;5618146;22;25;6;19;24;20;12;2;21;23;1;7;5;15;10;4;18;14;8;11;9;16;26;17;3;13
22;25;6;19;24;20;12;2;21;16;1;7;5;15;10;4;18;14;8;11;9;23;26;17;3;13;71;5626270
71;5626270;22;25;6;19;24;20;12;2;21;16;1;7;5;15;10;4;18;14;8;11;9;23;26;17;3;13
22;25;6;19;24;20;12;11;21;16;1;7;5;15;10;4;18;14;8;2;9;23;26;17;3;13;71;5639908
71;5639908;22;25;6;19;24;20;12;11;21;16;1;7;5;15;10;4;18;14;8;2;9;23;26;17;3;13
22;25;6;14;24;20;12;11;21;16;1;7;5;15;10;4;18;19;8;2;9;23;26;17;3;13;71;5724044
71;5724044;22;25;6;14;24;20;12;11;21;16;1;7;5;15;10;4;18;19;8;2;9;23;26;17;3;13
22;25;6;14;15;20;12;11;21;16;1;7;5;24;10;4;18;19;8;2;9;23;26;17;3;13;71;5739055
71;5739055;22;25;6;14;15;20;12;11;21;16;1;7;5;24;10;4;18;19;8;2;9;23;26;17;3;13
22;25;6;14;15;20;12;11;18;16;1;7;5;24;10;4;21;19;8;2;9;23;26;17;3;13;71;5753514
71;5753514;22;25;6;14;15;20;12;11;18;16;1;7;5;24;10;4;21;19;8;2;9;23;26;17;3;13
22;25;6;14;15;20;12;11;18;16;1;7;5;24;10;4;21;19;8;9;2;23;26;17;3;13;71;5749408
71;5749408;22;25;6;14;15;20;12;11;18;16;1;7;5;24;10;4;21;19;8;9;2;23;26;17;3;13
22;25;6;14;15;20;12;11;18;16;1;23;5;24;10;4;21;19;8;9;2;7;26;17;3;13;71;5807649
71;5749408;22;25;6;14;15;20;12;11;18;16;1;7;5;24;10;4;21;19;8;9;2;23;26;17;3;13
22;25;6;14;15;20;23;11;18;16;1;7;5;24;10;4;21;19;8;9;2;12;26;17;3;13;71;5788150
71;5749408;22;25;6;14;15;20;12;11;18;16;1;7;5;24;10;4;21;19;8;9;2;23;26;17;3;13
22;25;6;14;15;20;12;11;18;16;1;2;5;24;10;4;21;19;8;9;7;23;26;17;3;13;71;5780709
71;5780709;22;25;6;14;15;20;12;11;18;16;1;2;5;24;10;4;21;19;8;9;7;23;26;17;3;13
2;25;6;14;15;20;12;11;18;16;1;22;5;24;10;4;21;19;8;9;7;23;26;17;3;13;71;5792505
71;5792505;2;25;6;14;15;20;12;11;18;16;1;22;5;24;10;4;21;19;8;9;7;23;26;17;3;13
16;25;6;14;15;20;12;11;18;2;1;22;5;24;10;4;21;19;8;9;7;23;26;17;3;13;71;5780130
71;5780130;16;25;6;14;15;20;12;11;18;2;1;22;5;24;10;4;21;19;8;9;7;23;26;17;3;13
16;25;6;14;15;20;12;18;11;2;1;22;5;24;10;4;21;19;8;9;7;23;26;17;3;13;71;5785910
71;5785910;16;25;6;14;15;20;12;18;11;2;1;22;5;24;10;4;21;19;8;9;7;23;26;17;3;13
16;25;6;1;15;20;12;18;11;2;14;22;5;24;10;4;21;19;8;9;7;23;26;17;3;13;71;5713764
71;5713764;16;25;6;1;15;20;12;18;11;2;14;22;5;24;10;4;21;19;8;9;7;23;26;17;3;13
16;25;6;1;15;20;12;18;11;26;14;22;5;24;10;4;21;19;8;9;7;23;2;17;3;13;71;5725944
71;5725944;16;25;6;1;15;20;12;18;11;26;14;22;5;24;10;4;21;19;8;9;7;23;2;17;3;13
16;25;6;1;15;20;9;18;11;26;14;22;5;24;10;4;21;19;8;12;7;23;2;17;3;13;71;5762617
72;5762617;16;25;6;1;15;20;9;18;11;26;14;22;5;24;10;4;21;19;8;12;7;23;2;17;3;13
16;25;6;1;15;20;9;18;11;26;14;22;5;24;10;4;21;13;8;12;7;23;2;17;3;19;72;5822343
72;5822343;16;25;6;1;15;20;9;18;11;26;14;22;5;24;10;4;21;13;8;12;7;23;2;17;3;19
16;25;6;1;15;20;9;18;11;26;14;22;21;24;10;4;5;13;8;12;7;23;2;17;3;19;72;6018310
72;5822343;16;25;6;1;15;20;9;18;11;26;14;22;5;24;10;4;21;13;8;12;7;23;2;17;3;19
12;25;6;1;15;20;9;18;11;26;14;22;5;24;10;4;21;13;8;16;7;23;2;17;3;19;72;5809141
72;5809141;12;25;6;1;15;20;9;18;11;26;14;22;5;24;10;4;21;13;8;16;7;23;2;17;3;19
20;25;6;1;15;12;9;18;11;26;14;22;5;24;10;4;21;13;8;16;7;23;2;17;3;19;72;5732483
72;5732483;20;25;6;1;15;12;9;18;11;26;14;22;5;24;10;4;21;13;8;16;7;23;2;17;3;19
20;25;6;1;15;12;3;18;11;26;14;22;5;24;10;4;21;13;8;16;7;23;2;17;9;19;72;5759138
72;5732483;20;25;6;1;15;12;9;18;11;26;14;22;5;24;10;4;21;13;8;16;7;23;2;17;3;19
20;3;6;1;15;12;9;18;11;26;14;22;5;24;10;4;21;13;8;16;7;23;2;17;25;19;72;5685524
72;5685524;20;3;6;1;15;12;9;18;11;26;14;22;5;24;10;4;21;13;8;16;7;23;2;17;25;19
20;3;13;1;15;12;9;18;11;26;14;22;5;24;10;4;21;6;8;16;7;23;2;17;25;19;72;5696161
72;5696161;20;3;13;1;15;12;9;18;11;26;14;22;5;24;10;4;21;6;8;16;7;23;2;17;25;19
20;3;13;1;15;12;9;18;11;26;14;22;5;24;10;2;21;6;8;16;7;23;4;17;25;19;72;5713534
72;5713534;20;3;13;1;15;12;9;18;11;26;14;22;5;24;10;2;21;6;8;16;7;23;4;17;25;19
20;3;13;1;15;12;9;18;11;26;17;22;5;24;10;2;21;6;8;16;7;23;4;14;25;19;72;5872511
72;5872511;20;3;13;1;15;12;9;18;11;26;17;22;5;24;10;2;21;6;8;16;7;23;4;14;25;19
20;3;13;1;15;21;9;18;11;26;17;22;5;24;10;2;12;6;8;16;7;23;4;14;25;19;72;5883419
72;5883419;20;3;13;1;15;21;9;18;11;26;17;22;5;24;10;2;12;6;8;16;7;23;4;14;25;19
20;3;13;1;19;21;9;18;11;26;17;22;5;24;10;2;12;6;8;16;7;23;4;14;25;15;72;5865098
72;5865098;20;3;13;1;19;21;9;18;11;26;17;22;5;24;10;2;12;6;8;16;7;23;4;14;25;15
20;3;13;1;19;21;9;18;11;26;22;17;5;24;10;2;12;6;8;16;7;23;4;14;25;15;72;5865212
72;5865212;20;3;13;1;19;21;9;18;11;26;22;17;5;24;10;2;12;6;8;16;7;23;4;14;25;15
20;3;13;1;19;21;9;18;11;26;22;17;5;24;10;2;12;6;8;15;7;23;4;14;25;16;72;5886859
72;5886859;20;3;13;1;19;21;9;18;11;26;22;17;5;24;10;2;12;6;8;15;7;23;4;14;25;16
20;3;13;1;19;21;9;18;11;26;22;17;5;16;10;2;12;6;8;15;7;23;4;14;25;24;72;5880597
72;5880597;20;3;13;1;19;21;9;18;11;26;22;17;5;16;10;2;12;6;8;15;7;23;4;14;25;24
20;3;13;1;19;21;9;18;8;26;22;17;5;16;10;2;12;6;11;15;7;23;4;14;25;24;72;5879430
72;5879430;20;3;13;1;19;21;9;18;8;26;22;17;5;16;10;2;12;6;11;15;7;23;4;14;25;24
20;3;13;1;19;21;9;18;8;26;22;17;14;16;10;2;12;6;11;15;7;23;4;5;25;24;72;5937904
72;5937904;20;3;13;1;19;21;9;18;8;26;22;17;14;16;10;2;12;6;11;15;7;23;4;5;25;24
20;3;13;1;19;21;9;18;26;8;22;17;14;16;10;2;12;6;11;15;7;23;4;5;25;24;72;5937484
72;5937484;20;3;13;1;19;21;9;18;26;8;22;17;14;16;10;2;12;6;11;15;7;23;4;5;25;24
20;14;13;1;19;21;9;18;26;8;22;17;3;16;10;2;12;6;11;15;7;23;4;5;25;24;72;6014867
72;6014867;20;14;13;1;19;21;9;18;26;8;22;17;3;16;10;2;12;6;11;15;7;23;4;5;25;24
20;14;13;1;19;24;9;18;26;8;22;17;3;16;10;2;12;6;11;15;7;23;4;5;25;21;72;6024428
72;6024428;20;14;13;1;19;24;9;18;26;8;22;17;3;16;10;2;12;6;11;15;7;23;4;5;25;21
20;14;13;1;19;24;9;18;26;8;22;17;3;16;10;25;12;6;11;15;7;23;4;5;2;21;72;6029106
73;6029106;20;14;13;1;19;24;9;18;26;8;22;17;3;16;10;25;12;6;11;15;7;23;4;5;2;21
20;14;13;1;19;24;9;21;26;8;22;17;3;16;10;25;12;6;11;15;7;23;4;5;2;18;73;6049798
73;6049798;20;14;13;1;19;24;9;21;26;8;22;17;3;16;10;25;12;6;11;15;7;23;4;5;2;18
20;14;13;1;19;24;4;21;26;8;22;17;3;16;10;25;12;6;11;15;7;23;9;5;2;18;73;6139586
73;6139586;20;14;13;1;19;24;4;21;26;8;22;17;3;16;10;25;12;6;11;15;7;23;9;5;2;18
20;14;13;1;19;24;4;21;26;8;22;17;3;16;10;7;12;6;11;15;25;23;9;5;2;18;73;6043901
73;6043901;20;14;13;1;19;24;4;21;26;8;22;17;3;16;10;7;12;6;11;15;25;23;9;5;2;18
20;14;16;1;19;24;4;21;26;8;22;17;3;13;10;7;12;6;11;15;25;23;9;5;2;18;73;6047148
73;6047148;20;14;16;1;19;24;4;21;26;8;22;17;3;13;10;7;12;6;11;15;25;23;9;5;2;18
10;14;16;1;19;24;4;21;26;8;22;17;3;13;20;7;12;6;11;15;25;23;9;5;2;18;73;6057163
73;6057163;10;14;16;1;19;24;4;21;26;8;22;17;3;13;20;7;12;6;11;15;25;23;9;5;2;18
10;14;16;1;5;24;4;21;26;8;22;17;3;13;20;7;12;6;11;15;25;23;9;19;2;18;73;6079492
73;6079492;10;14;16;1;5;24;4;21;26;8;22;17;3;13;20;7;12;6;11;15;25;23;9;19;2;18
22;14;16;1;5;24;4;21;26;8;10;17;3;13;20;7;12;6;11;15;25;23;9;19;2;18;73;6087878
73;6087878;22;14;16;1;5;24;4;21;26;8;10;17;3;13;20;7;12;6;11;15;25;23;9;19;2;18
22;14;16;1;5;24;4;21;26;8;10;17;3;13;20;9;12;6;11;15;25;23;7;19;2;18;73;5995408
73;5995408;22;14;16;1;5;24;4;21;26;8;10;17;3;13;20;9;12;6;11;15;25;23;7;19;2;18
22;14;16;5;1;24;4;21;26;8;10;17;3;13;20;9;12;6;11;15;25;23;7;19;2;18;73;5997648
73;5997648;22;14;16;5;1;24;4;21;26;8;10;17;3;13;20;9;12;6;11;15;25;23;7;19;2;18
22;14;16;5;1;24;4;21;26;8;10;17;6;13;20;9;12;3;11;15;25;23;7;19;2;18;73;6042643
73;6042643;22;14;16;5;1;24;4;21;26;8;10;17;6;13;20;9;12;3;11;15;25;23;7;19;2;18
22;14;16;5;1;24;4;21;26;8;17;10;6;13;20;9;12;3;11;15;25;23;7;19;2;18;73;6042732
73;6042732;22;14;16;5;1;24;4;21;26;8;17;10;6;13;20;9;12;3;11;15;25;23;7;19;2;18
22;14;16;5;1;24;4;21;26;8;17;10;6;13;20;9;12;3;11;18;25;23;7;19;2;15;73;6124572
73;6042732;22;14;16;5;1;24;4;21;26;8;17;10;6;13;20;9;12;3;11;15;25;23;7;19;2;18
22;6;16;5;1;24;4;21;26;8;17;10;14;13;20;9;12;3;11;15;25;23;7;19;2;18;73;5961615
73;5961615;22;6;16;5;1;24;4;21;26;8;17;10;14;13;20;9;12;3;11;15;25;23;7;19;2;18
22;6;16;5;1;24;4;21;26;8;9;10;14;13;20;17;12;3;11;15;25;23;7;19;2;18;73;5976300
73;5976300;22;6;16;5;1;24;4;21;26;8;9;10;14;13;20;17;12;3;11;15;25;23;7;19;2;18
22;6;16;10;1;24;4;21;26;8;9;5;14;13;20;17;12;3;11;15;25;23;7;19;2;18;73;5759930
73;5759930;22;6;16;10;1;24;4;21;26;8;9;5;14;13;20;17;12;3;11;15;25;23;7;19;2;18
22;6;16;10;13;24;4;21;26;8;9;5;14;1;20;17;12;3;11;15;25;23;7;19;2;18;73;5738783
73;5738783;22;6;16;10;13;24;4;21;26;8;9;5;14;1;20;17;12;3;11;15;25;23;7;19;2;18
22;6;16;10;13;24;4;21;26;8;9;5;14;1;20;3;12;17;11;15;25;23;7;19;2;18;73;5738881
73;5738881;22;6;16;10;13;24;4;21;26;8;9;5;14;1;20;3;12;17;11;15;25;23;7;19;2;18
22;6;16;10;13;7;4;21;26;8;9;5;14;1;20;3;12;17;11;15;25;23;24;19;2;18;73;5704573
73;5704573;22;6;16;10;13;7;4;21;26;8;9;5;14;1;20;3;12;17;11;15;25;23;24;19;2;18
17;6;16;10;13;7;4;21;26;8;9;5;14;1;20;3;12;22;11;15;25;23;24;19;2;18;73;5682720
73;5682720;17;6;16;10;13;7;4;21;26;8;9;5;14;1;20;3;12;22;11;15;25;23;24;19;2;18
17;6;16;10;13;7;15;21;26;8;9;5;14;1;20;3;12;22;11;4;25;23;24;19;2;18;73;5742499
74;5682720;17;6;16;10;13;7;4;21;26;8;9;5;14;1;20;3;12;22;11;15;25;23;24;19;2;18
16;6;17;10;13;7;4;21;26;8;9;5;14;1;20;3;12;22;11;15;25;23;24;19;2;18;74;5688041
74;5688041;16;6;17;10;13;7;4;21;26;8;9;5;14;1;20;3;12;22;11;15;25;23;24;19;2;18
16;6;7;10;13;17;4;21;26;8;9;5;14;1;20;3;12;22;11;15;25;23;24;19;2;18;74;5706749
74;5688041;16;6;17;10;13;7;4;21;26;8;9;5;14;1;20;3;12;22;11;15;25;23;24;19;2;18
16;6;17;4;13;7;10;21;26;8;9;5;14;1;20;3;12;22;11;15;25;23;24;19;2;18;74;5705869
74;5705869;16;6;17;4;13;7;10;21;26;8;9;5;14;1;20;3;12;22;11;15;25;23;24;19;2;18
16;6;17;4;13;7;10;21;26;14;9;5;8;1;20;3;12;22;11;15;25;23;24;19;2;18;74;5666050
74;5666050;16;6;17;4;13;7;10;21;26;14;9;5;8;1;20;3;12;22;11;15;25;23;24;19;2;18
16;6;17;26;13;7;10;21;4;14;9;5;8;1;20;3;12;22;11;15;25;23;24;19;2;18;74;5673581
74;5673581;16;6;17;26;13;7;10;21;4;14;9;5;8;1;20;3;12;22;11;15;25;23;24;19;2;18
16;6;17;26;13;7;10;21;4;14;9;5;8;1;20;3;12;22;11;15;25;23;2;19;24;18;74;5683167
74;5683167;16;6;17;26;13;7;10;21;4;14;9;5;8;1;20;3;12;22;11;15;25;23;2;19;24;18
16;6;17;26;13;7;10;21;4;14;9;5;8;1;20;24;12;22;11;15;25;23;2;19;3;18;74;5685102
74;5685102;16;6;17;26;13;7;10;21;4;14;9;5;8;1;20;24;12;22;11;15;25;23;2;19;3;18
16;6;17;26;13;7;10;21;4;14;25;5;8;1;20;24;12;22;11;15;9;23;2;19;3;18;74;5819850
74;5685102;16;6;17;26;13;7;10;21;4;14;9;5;8;1;20;24;12;22;11;15;25;23;2;19;3;18
16;6;17;26;13;7;10;21;4;14;9;5;8;1;20;24;12;22;11;19;25;23;2;15;3;18;74;5698247
74;5685102;16;6;17;26;13;7;10;21;4;14;9;5;8;1;20;24;12;22;11;15;25;23;2;19;3;18
16;6;17;26;13;2;10;21;4;14;9;5;8;1;20;24;12;22;11;15;25;23;7;19;3;18;74;5681060
74;5681060;16;6;17;26;13;2;10;21;4;14;9;5;8;1;20;24;12;22;11;15;25;23;7;19;3;18
16;6;17;26;13;2;10;21;4;14;20;5;8;1;9;24;12;22;11;15;25;23;7;19;3;18;74;5689937
74;5689937;16;6;17;26;13;2;10;21;4;14;20;5;8;1;9;24;12;22;11;15;25;23;7;19;3;18
16;9;17;26;13;2;10;21;4;14;20;5;8;1;6;24;12;22;11;15;25;23;7;19;3;18;74;5720966
74;5720966;16;9;17;26;13;2;10;21;4;14;20;5;8;1;6;24;12;22;11;15;25;23;7;19;3;18
16;9;17;10;13;2;26;21;4;14;20;5;8;1;6;24;12;22;11;15;25;23;7;19;3;18;74;5723655
74;5723655;16;9;17;10;13;2;26;21;4;14;20;5;8;1;6;24;12;22;11;15;25;23;7;19;3;18
3;9;17;10;13;2;26;21;4;14;20;5;8;1;6;24;12;22;11;15;25;23;7;19;16;18;74;5751176
74;5751176;3;9;17;10;13;2;26;21;4;14;20;5;8;1;6;24;12;22;11;15;25;23;7;19;16;18
3;8;17;10;13;2;26;21;4;14;20;5;9;1;6;24;12;22;11;15;25;23;7;19;16;18;74;5732161
74;5732161;3;8;17;10;13;2;26;21;4;14;20;5;9;1;6;24;12;22;11;15;25;23;7;19;16;18
3;8;17;10;13;2;26;21;4;14;20;1;9;5;6;24;12;22;11;15;25;23;7;19;16;18;74;5751413
74;5751413;3;8;17;10;13;2;26;21;4;14;20;1;9;5;6;24;12;22;11;15;25;23;7;19;16;18
3;8;17;10;13;2;26;21;4;14;20;1;9;5;6;24;12;15;11;22;25;23;7;19;16;18;74;5737482
74;5737482;3;8;17;10;13;2;26;21;4;14;20;1;9;5;6;24;12;15;11;22;25;23;7;19;16;18
3;8;17;10;13;2;26;21;4;14;6;1;9;5;20;24;12;15;11;22;25;23;7;19;16;18;74;5814876
74;5737482;3;8;17;10;13;2;26;21;4;14;20;1;9;5;6;24;12;15;11;22;25;23;7;19;16;18
3;8;17;10;13;2;21;26;4;14;20;1;9;5;6;24;12;15;11;22;25;23;7;19;16;18;74;5749526
74;5749526;3;8;17;10;13;2;21;26;4;14;20;1;9;5;6;24;12;15;11;22;25;23;7;19;16;18
24;8;17;10;13;2;21;26;4;14;20;1;9;5;6;3;12;15;11;22;25;23;7;19;16;18;74;5680804
75;5680804;24;8;17;10;13;2;21;26;4;14;20;1;9;5;6;3;12;15;11;22;25;23;7;19;16;18
24;8;17;10;13;2;21;26;4;14;20;1;9;15;6;3;12;5;11;22;25;23;7;19;16;18;75;5748604
75;5680804;24;8;17;10;13;2;21;26;4;14;20;1;9;5;6;3;12;15;11;22;25;23;7;19;16;18
24;8;17;10;13;2;21;26;4;14;20;1;9;6;5;3;12;15;11;22;25;23;7;19;16;18;75;5774189
75;5774189;24;8;17;10;13;2;21;26;4;14;20;1;9;6;5;3;12;15;11;22;25;23;7;19;16;18
24;8;17;10;13;2;21;26;4;14;20;15;9;6;5;3;12;1;11;22;25;23;7;19;16;18;75;5771722
75;5771722;24;8;17;10;13;2;21;26;4;14;20;15;9;6;5;3;12;1;11;22;25;23;7;19;16;18
24;8;17;10;13;2;21;26;4;14;20;23;9;6;5;3;12;1;11;22;25;15;7;19;16;18;75;5793208
75;5793208;24;8;17;10;13;2;21;26;4;14;20;23;9;6;5;3;12;1;11;22;25;15;7;19;16;18
24;8;5;10;13;2;21;26;4;14;20;23;9;6;17;3;12;1;11;22;25;15;7;19;16;18;75;5833596
75;5833596;24;8;5;10;13;2;21;26;4;14;20;23;9;6;17;3;12;1;11;22;25;15;7;19;16;18
24;8;5;10;13;19;21;26;4;14;20;23;9;6;17;3;12;1;11;22;25;15;7;2;16;18;75;5823650
75;5823650;24;8;5;10;13;19;21;26;4;14;20;23;9;6;17;3;12;1;11;22;25;15;7;2;16;18
24;8;5;10;13;19;21;26;4;14;20;23;11;6;17;3;12;1;9;22;25;15;7;2;16;18;75;5821921
75;5821921;24;8;5;10;13;19;21;26;4;14;20;23;11;6;17;3;12;1;9;22;25;15;7;2;16;18
24;8;5;10;13;19;21;26;4;14;7;23;11;6;17;3;12;1;9;22;25;15;20;2;16;18;75;5851284
75;5851284;24;8;5;10;13;19;21;26;4;14;7;23;11;6;17;3;12;1;9;22;25;15;20;2;16;18
24;8;5;10;13;19;21;26;4;14;7;23;11;16;17;3;12;1;9;22;25;15;20;2;6;18;75;5852707
75;5852707;24;8;5;10;13;19;21;26;4;14;7;23;11;16;17;3;12;1;9;22;25;15;20;2;6;18
24;8;5;10;13;19;21;23;4;14;7;26;11;16;17;3;12;1;9;22;25;15;20;2;6;18;75;5844513
75;5844513;24;8;5;10;13;19;21;23;4;14;7;26;11;16;17;3;12;1;9;22;25;15;20;2;6;18
24;8;5;10;13;19;21;11;4;14;7;26;23;16;17;3;12;1;9;22;25;15;20;2;6;18;75;5855385
75;5855385;24;8;5;10;13;19;21;11;4;14;7;26;23;16;17;3;12;1;9;22;25;15;20;2;6;18
24;8;5;10;13;19;21;11;4;14;7;26;23;16;17;3;12;1;9;20;25;15;22;2;6;18;75;5855020
75;5855020;24;8;5;10;13;19;21;11;4;14;7;26;23;16;17;3;12;1;9;20;25;15;22;2;6;18
24;8;5;10;13;18;21;11;4;14;7;26;23;16;17;3;12;1;9;20;25;15;22;2;6;19;75;5856644
75;5856644;24;8;5;10;13;18;21;11;4;14;7;26;23;16;17;3;12;1;9;20;25;15;22;2;6;19
24;8;5;10;13;18;21;11;4;14;7;26;23;16;17;3;12;1;9;20;25;15;22;2;19;6;75;5856644
75;5856644;24;8;5;10;13;18;21;11;4;14;7;26;23;16;17;3;12;1;9;20;25;15;22;2;19;6
24;8;5;10;13;18;21;11;4;19;7;26;23;16;17;3;12;1;9;20;25;15;22;2;14;6;75;5882994
75;5882994;24;8;5;10;13;18;21;11;4;19;7;26;23;16;17;3;12;1;9;20;25;15;22;2;14;6
24;8;5;10;25;18;21;11;4;19;7;26;23;16;17;3;12;1;9;20;13;15;22;2;14;6;75;5889833
75;5889833;24;8;5;10;25;18;21;11;4;19;7;26;23;16;17;3;12;1;9;20;13;15;22;2;14;6
24;8;19;10;25;18;21;11;4;5;7;26;23;16;17;3;12;1;9;20;13;15;22;2;14;6;75;6023159
75;5889833;24;8;5;10;25;18;21;11;4;19;7;26;23;16;17;3;12;1;9;20;13;15;22;2;14;6
24;8;5;10;25;18;21;11;4;19;7;26;23;16;17;3;12;1;9;20;13;15;22;2;6;14;75;5889833
75;5889833;24;8;5;10;25;18;21;11;4;19;7;26;23;16;17;3;12;1;9;20;13;15;22;2;6;14
24;8;5;10;25;18;21;11;4;19;7;26;23;16;17;3;12;1;9;2;13;15;22;20;6;14;75;5889892
75;5889892;24;8;5;10;25;18;21;11;4;19;7;26;23;16;17;3;12;1;9;2;13;15;22;20;6;14
24;8;5;10;25;18;21;11;4;19;7;1;23;16;17;3;12;26;9;2;13;15;22;20;6;14;75;5871122
76;5871122;24;8;5;10;25;18;21;11;4;19;7;1;23;16;17;3;12;26;9;2;13;15;22;20;6;14
24;8;5;10;14;18;21;11;4;19;7;1;23;16;17;3;12;26;9;2;13;15;22;20;6;25;76;5866790
76;5866790;24;8;5;10;14;18;21;11;4;19;7;1;23;16;17;3;12;26;9;2;13;15;22;20;6;25
24;8;5;10;14;18;21;11;4;19;7;1;23;16;17;3;12;26;9;2;13;15;22;6;20;25;76;5875319
76;5875319;24;8;5;10;14;18;21;11;4;19;7;1;23;16;17;3;12;26;9;2;13;15;22;6;20;25
24;15;5;10;14;18;21;11;4;19;7;1;23;16;17;3;12;26;9;2;13;8;22;6;20;25;76;5889704
76;5889704;24;15;5;10;14;18;21;11;4;19;7;1;23;16;17;3;12;26;9;2;13;8;22;6;20;25
24;15;5;10;14;18;21;11;2;19;7;1;23;16;17;3;12;26;9;4;13;8;22;6;20;25;76;5909462
76;5889704;24;15;5;10;14;18;21;11;4;19;7;1;23;16;17;3;12;26;9;2;13;8;22;6;20;25
24;15;5;10;14;18;21;11;23;19;7;1;4;16;17;3;12;26;9;2;13;8;22;6;20;25;76;5897139
76;5897139;24;15;5;10;14;18;21;11;23;19;7;1;4;16;17;3;12;26;9;2;13;8;22;6;20;25
24;15;5;10;14;18;21;11;23;19;7;1;25;16;17;3;12;26;9;2;13;8;22;6;20;4;76;5883577
76;5883577;24;15;5;10;14;18;21;11;23;19;7;1;25;16;17;3;12;26;9;2;13;8;22;6;20;4
24;15;5;10;16;18;21;11;23;19;7;1;25;14;17;3;12;26;9;2;13;8;22;6;20;4;76;5796101
76;5796101;24;15;5;10;16;18;21;11;23;19;7;1;25;14;17;3;12;26;9;2;13;8;22;6;20;4
24;15;5;10;6;18;21;11;23;19;7;1;25;14;17;3;12;26;9;2;13;8;22;16;20;4;76;5794319
76;5794319;24;15;5;10;6;18;21;11;23;19;7;1;25;14;17;3;12;26;9;2;13;8;22;16;20;4
24;17;5;10;6;18;21;11;23;19;7;1;25;14;15;3;12;26;9;2;13;8;22;16;20;4;76;5800564
76;5800564;24;17;5;10;6;18;21;11;23;19;7;1;25;14;15;3;12;26;9;2;13;8;22;16;20;4
24;17;5;10;6;13;21;11;23;19;7;1;25;14;15;3;12;26;9;2;18;8;22;16;20;4;76;5882255
76;5800564;24;17;5;10;6;18;21;11;23;19;7;1;25;14;15;3;12;26;9;2;13;8;22;16;20;4
24;17;5;10;6;18;21;11;23;19;7;1;25;14;12;3;15;26;9;2;13;8;22;16;20;4;76;5810664
76;5800564;24;17;5;10;6;18;21;11;23;19;7;1;25;14;15;3;12;26;9;2;13;8;22;16;20;4
24;17;5;10;9;18;21;11;23;19;7;1;25;14;15;3;12;26;6;2;13;8;22;16;20;4;76;5831868
76;5831868;24;17;5;10;9;18;21;11;23;19;7;1;25;14;15;3;12;26;6;2;13;8;22;16;20;4
24;17;5;10;9;18;21;11;23;19;7;1;25;14;15;3;12;26;6;2;13;20;22;16;8;4;76;5904813
76;5831868;24;17;5;10;9;18;21;11;23;19;7;1;25;14;15;3;12;26;6;2;13;8;22;16;20;4
24;17;5;10;19;18;21;11;23;9;7;1;25;14;15;3;12;26;6;2;13;8;22;16;20;4;76;5824266
76;5824266;24;17;5;10;19;18;21;11;23;9;7;1;25;14;15;3;12;26;6;2;13;8;22;16;20;4
24;17;7;10;19;18;21;11;23;9;5;1;25;14;15;3;12;26;6;2;13;8;22;16;20;4;76;5735448
76;5735448;24;17;7;10;19;18;21;11;23;9;5;1;25;14;15;3;12;26;6;2;13;8;22;16;20;4
24;21;7;10;19;18;17;11;23;9;5;1;25;14;15;3;12;26;6;2;13;8;22;16;20;4;76;5735075
76;5735075;24;21;7;10;19;18;17;11;23;9;5;1;25;14;15;3;12;26;6;2;13;8;22;16;20;4
24;21;7;10;20;18;17;11;23;9;5;1;25;14;15;3;12;26;6;2;13;8;22;16;19;4;76;5708203
76;5708203;24;21;7;10;20;18;17;11;23;9;5;1;25;14;15;3;12;26;6;2;13;8;22;16;19;4
