"X1";"X27586";"X11";"X7";"X10";"X22";"X31";"X9";"X1.1";"X19";"X2";"X5";"X4";"X23";"X18";"X32";"X14";"X30";"X24";"X17";"X27";"X29";"X15";"X13";"X8";"X26";"X16";"X25";"X28";"X12";"X3";"X21";"X20";"X6"
21;28806;8;2;25;23;29;18;17;1;19;30;15;28;9;21;5;26;7;20;24;11;16;14;6;27;13;31;32;3;22;4;10;12
8;2;26;23;29;18;17;1;19;30;15;28;9;21;5;25;7;20;24;11;16;14;6;27;13;31;32;3;22;4;10;12;21;28666
21;28666;8;2;26;23;29;18;17;1;19;30;15;28;9;21;5;25;7;20;24;11;16;14;6;27;13;31;32;3;22;4;10;12
8;2;26;23;29;18;17;1;19;30;15;28;9;21;5;10;7;20;24;11;16;14;6;27;13;31;32;3;22;4;25;12;21;28306
21;28306;8;2;26;23;29;18;17;1;19;30;15;28;9;21;5;10;7;20;24;11;16;14;6;27;13;31;32;3;22;4;25;12
8;2;26;23;29;18;17;1;19;30;15;28;9;21;25;10;7;20;24;11;16;14;6;27;13;31;32;3;22;4;5;12;21;28096
21;28096;8;2;26;23;29;18;17;1;19;30;15;28;9;21;25;10;7;20;24;11;16;14;6;27;13;31;32;3;22;4;5;12
8;2;26;23;29;18;17;1;19;30;15;28;3;21;25;10;7;20;24;11;16;14;6;27;13;31;32;9;22;4;5;12;21;27656
22;27656;8;2;26;23;29;18;17;1;19;30;15;28;3;21;25;10;7;20;24;11;16;14;6;27;13;31;32;9;22;4;5;12
8;2;26;23;29;20;17;1;19;30;15;28;3;21;25;10;7;18;24;11;16;14;6;27;13;31;32;9;22;4;5;12;22;27856
22;27856;8;2;26;23;29;20;17;1;19;30;15;28;3;21;25;10;7;18;24;11;16;14;6;27;13;31;32;9;22;4;5;12
8;2;26;23;29;20;31;1;19;30;15;28;3;21;25;10;7;18;24;11;16;14;6;27;13;17;32;9;22;4;5;12;22;27036
22;27036;8;2;26;23;29;20;31;1;19;30;15;28;3;21;25;10;7;18;24;11;16;14;6;27;13;17;32;9;22;4;5;12
8;2;26;23;29;20;31;1;19;30;15;28;3;21;25;10;17;18;24;11;16;14;6;27;13;7;32;9;22;4;5;12;22;27580
22;27580;8;2;26;23;29;20;31;1;19;30;15;28;3;21;25;10;17;18;24;11;16;14;6;27;13;7;32;9;22;4;5;12
8;2;15;23;29;20;31;1;19;30;26;28;3;21;25;10;17;18;24;11;16;14;6;27;13;7;32;9;22;4;5;12;22;27866
22;27866;8;2;15;23;29;20;31;1;19;30;26;28;3;21;25;10;17;18;24;11;16;14;6;27;13;7;32;9;22;4;5;12
8;2;15;23;29;3;31;1;19;30;26;28;20;21;25;10;17;18;24;11;16;14;6;27;13;7;32;9;22;4;5;12;22;27236
22;27236;8;2;15;23;29;3;31;1;19;30;26;28;20;21;25;10;17;18;24;11;16;14;6;27;13;7;32;9;22;4;5;12
8;2;15;12;29;3;31;1;19;30;26;28;20;21;25;10;17;18;24;11;16;14;6;27;13;7;32;9;22;4;5;23;22;27406
22;27406;8;2;15;12;29;3;31;1;19;30;26;28;20;21;25;10;17;18;24;11;16;14;6;27;13;7;32;9;22;4;5;23
8;2;15;12;29;3;31;1;19;30;26;28;20;21;25;10;17;18;24;11;16;14;32;27;13;7;6;9;22;4;5;23;22;27344
22;27344;8;2;15;12;29;3;31;1;19;30;26;28;20;21;25;10;17;18;24;11;16;14;32;27;13;7;6;9;22;4;5;23
8;2;15;12;29;3;31;1;19;30;26;28;20;21;25;10;13;18;24;11;16;14;32;27;17;7;6;9;22;4;5;23;22;27096
22;27096;8;2;15;12;29;3;31;1;19;30;26;28;20;21;25;10;13;18;24;11;16;14;32;27;17;7;6;9;22;4;5;23
8;2;15;12;29;3;31;1;19;30;26;28;24;21;25;10;13;18;20;11;16;14;32;27;17;7;6;9;22;4;5;23;22;26616
22;26616;8;2;15;12;29;3;31;1;19;30;26;28;24;21;25;10;13;18;20;11;16;14;32;27;17;7;6;9;22;4;5;23
8;2;15;12;29;3;31;1;19;20;26;28;24;21;25;10;13;18;30;11;16;14;32;27;17;7;6;9;22;4;5;23;22;27116
22;27116;8;2;15;12;29;3;31;1;19;20;26;28;24;21;25;10;13;18;30;11;16;14;32;27;17;7;6;9;22;4;5;23
8;2;4;12;29;3;31;1;19;20;26;28;24;21;25;10;13;18;30;11;16;14;32;27;17;7;6;9;22;15;5;23;22;27876
22;27876;8;2;4;12;29;3;31;1;19;20;26;28;24;21;25;10;13;18;30;11;16;14;32;27;17;7;6;9;22;15;5;23
8;2;4;12;29;3;31;1;19;20;26;28;24;21;6;10;13;18;30;11;16;14;32;27;17;7;25;9;22;15;5;23;22;26910
22;26910;8;2;4;12;29;3;31;1;19;20;26;28;24;21;6;10;13;18;30;11;16;14;32;27;17;7;25;9;22;15;5;23
8;12;4;2;29;3;31;1;19;20;26;28;24;21;6;10;13;18;30;11;16;14;32;27;17;7;25;9;22;15;5;23;22;26910
22;26910;8;12;4;2;29;3;31;1;19;20;26;28;24;21;6;10;13;18;30;11;16;14;32;27;17;7;25;9;22;15;5;23
8;12;4;22;29;3;31;1;19;20;26;28;24;21;6;10;13;18;30;11;16;14;32;27;17;7;25;9;2;15;5;23;22;27630
22;27630;8;12;4;22;29;3;31;1;19;20;26;28;24;21;6;10;13;18;30;11;16;14;32;27;17;7;25;9;2;15;5;23
8;12;4;22;29;3;31;19;1;20;26;28;24;21;6;10;13;18;30;11;16;14;32;27;17;7;25;9;2;15;5;23;22;27980
22;27980;8;12;4;22;29;3;31;19;1;20;26;28;24;21;6;10;13;18;30;11;16;14;32;27;17;7;25;9;2;15;5;23
8;12;4;22;20;3;31;19;1;29;26;28;24;21;6;10;13;18;30;11;16;14;32;27;17;7;25;9;2;15;5;23;22;27300
22;27300;8;12;4;22;20;3;31;19;1;29;26;28;24;21;6;10;13;18;30;11;16;14;32;27;17;7;25;9;2;15;5;23
8;12;4;22;20;3;31;19;1;29;26;28;6;21;24;10;13;18;30;11;16;14;32;27;17;7;25;9;2;15;5;23;22;27062
22;27062;8;12;4;22;20;3;31;19;1;29;26;28;6;21;24;10;13;18;30;11;16;14;32;27;17;7;25;9;2;15;5;23
8;26;4;22;20;3;31;19;1;29;12;28;6;21;24;10;13;18;30;11;16;14;32;27;17;7;25;9;2;15;5;23;22;26940
22;26940;8;26;4;22;20;3;31;19;1;29;12;28;6;21;24;10;13;18;30;11;16;14;32;27;17;7;25;9;2;15;5;23
8;26;4;22;20;24;31;19;1;29;12;28;6;21;3;10;13;18;30;11;16;14;32;27;17;7;25;9;2;15;5;23;22;26988
22;26988;8;26;4;22;20;24;31;19;1;29;12;28;6;21;3;10;13;18;30;11;16;14;32;27;17;7;25;9;2;15;5;23
8;26;4;22;20;24;31;19;1;29;12;28;6;21;3;11;13;18;30;10;16;14;32;27;17;7;25;9;2;15;5;23;22;26948
23;26948;8;26;4;22;20;24;31;19;1;29;12;28;6;21;3;11;13;18;30;10;16;14;32;27;17;7;25;9;2;15;5;23
8;26;4;22;20;24;31;19;17;29;12;28;6;21;3;11;13;18;30;10;16;14;32;27;1;7;25;9;2;15;5;23;23;27362
23;27362;8;26;4;22;20;24;31;19;17;29;12;28;6;21;3;11;13;18;30;10;16;14;32;27;1;7;25;9;2;15;5;23
8;26;4;22;20;24;31;19;17;29;12;28;6;21;3;11;13;32;30;10;16;14;18;27;1;7;25;9;2;15;5;23;23;27682
23;27682;8;26;4;22;20;24;31;19;17;29;12;28;6;21;3;11;13;32;30;10;16;14;18;27;1;7;25;9;2;15;5;23
8;26;4;22;20;24;31;19;17;29;12;28;6;21;3;11;13;2;30;10;16;14;18;27;1;7;25;9;32;15;5;23;23;26846
23;26846;8;26;4;22;20;24;31;19;17;29;12;28;6;21;3;11;13;2;30;10;16;14;18;27;1;7;25;9;32;15;5;23
8;26;4;22;20;24;31;19;17;29;12;28;6;21;3;11;13;2;30;10;16;14;18;27;1;7;25;5;32;15;9;23;23;26806
23;26806;8;26;4;22;20;24;31;19;17;29;12;28;6;21;3;11;13;2;30;10;16;14;18;27;1;7;25;5;32;15;9;23
8;26;4;22;20;24;31;19;17;29;12;28;6;21;3;30;13;2;11;10;16;14;18;27;1;7;25;5;32;15;9;23;23;27670
23;27670;8;26;4;22;20;24;31;19;17;29;12;28;6;21;3;30;13;2;11;10;16;14;18;27;1;7;25;5;32;15;9;23
29;26;4;22;20;24;31;19;17;8;12;28;6;21;3;30;13;2;11;10;16;14;18;27;1;7;25;5;32;15;9;23;23;28048
23;28048;29;26;4;22;20;24;31;19;17;8;12;28;6;21;3;30;13;2;11;10;16;14;18;27;1;7;25;5;32;15;9;23
29;26;4;22;20;24;28;19;17;8;12;31;6;21;3;30;13;2;11;10;16;14;18;27;1;7;25;5;32;15;9;23;23;28048
23;28048;29;26;4;22;20;24;28;19;17;8;12;31;6;21;3;30;13;2;11;10;16;14;18;27;1;7;25;5;32;15;9;23
29;26;4;22;20;24;30;19;17;8;12;31;6;21;3;28;13;2;11;10;16;14;18;27;1;7;25;5;32;15;9;23;23;28028
23;28028;29;26;4;22;20;24;30;19;17;8;12;31;6;21;3;28;13;2;11;10;16;14;18;27;1;7;25;5;32;15;9;23
29;26;4;22;20;24;30;19;17;8;10;31;6;21;3;28;13;2;11;12;16;14;18;27;1;7;25;5;32;15;9;23;23;27788
23;27788;29;26;4;22;20;24;30;19;17;8;10;31;6;21;3;28;13;2;11;12;16;14;18;27;1;7;25;5;32;15;9;23
16;26;4;22;20;24;30;19;17;8;10;31;6;21;3;28;13;2;11;12;29;14;18;27;1;7;25;5;32;15;9;23;23;27710
23;27710;16;26;4;22;20;24;30;19;17;8;10;31;6;21;3;28;13;2;11;12;29;14;18;27;1;7;25;5;32;15;9;23
24;26;4;22;20;16;30;19;17;8;10;31;6;21;3;28;13;2;11;12;29;14;18;27;1;7;25;5;32;15;9;23;23;27296
23;27296;24;26;4;22;20;16;30;19;17;8;10;31;6;21;3;28;13;2;11;12;29;14;18;27;1;7;25;5;32;15;9;23
24;26;4;22;20;16;30;19;17;8;10;31;6;21;3;28;13;2;5;12;29;14;18;27;1;7;25;11;32;15;9;23;23;27376
23;27376;24;26;4;22;20;16;30;19;17;8;10;31;6;21;3;28;13;2;5;12;29;14;18;27;1;7;25;11;32;15;9;23
24;26;4;22;20;16;30;19;23;8;10;31;6;21;3;28;13;2;5;12;29;14;18;27;1;7;25;11;32;15;9;17;23;26756
23;26756;24;26;4;22;20;16;30;19;23;8;10;31;6;21;3;28;13;2;5;12;29;14;18;27;1;7;25;11;32;15;9;17
24;26;4;22;20;16;30;19;23;8;12;31;6;21;3;28;13;2;5;10;29;14;18;27;1;7;25;11;32;15;9;17;23;26996
23;26996;24;26;4;22;20;16;30;19;23;8;12;31;6;21;3;28;13;2;5;10;29;14;18;27;1;7;25;11;32;15;9;17
24;26;4;22;20;16;30;19;23;8;12;31;6;21;3;28;13;2;5;10;29;14;18;17;1;7;25;11;32;15;9;27;23;27316
23;27316;24;26;4;22;20;16;30;19;23;8;12;31;6;21;3;28;13;2;5;10;29;14;18;17;1;7;25;11;32;15;9;27
24;5;4;22;20;16;30;19;23;8;12;31;6;21;3;28;13;2;26;10;29;14;18;17;1;7;25;11;32;15;9;27;23;27750
23;27750;24;5;4;22;20;16;30;19;23;8;12;31;6;21;3;28;13;2;26;10;29;14;18;17;1;7;25;11;32;15;9;27
24;5;4;6;20;16;30;19;23;8;12;31;22;21;3;28;13;2;26;10;29;14;18;17;1;7;25;11;32;15;9;27;23;27152
23;27152;24;5;4;6;20;16;30;19;23;8;12;31;22;21;3;28;13;2;26;10;29;14;18;17;1;7;25;11;32;15;9;27
26;5;4;6;20;16;30;19;23;8;12;31;22;21;3;28;13;2;24;10;29;14;18;17;1;7;25;11;32;15;9;27;23;26912
23;26912;26;5;4;6;20;16;30;19;23;8;12;31;22;21;3;28;13;2;24;10;29;14;18;17;1;7;25;11;32;15;9;27
26;5;4;6;20;16;30;21;23;8;12;31;22;19;3;28;13;2;24;10;29;14;18;17;1;7;25;11;32;15;9;27;23;26512
23;26512;26;5;4;6;20;16;30;21;23;8;12;31;22;19;3;28;13;2;24;10;29;14;18;17;1;7;25;11;32;15;9;27
26;5;4;24;20;16;30;21;23;8;12;31;22;19;3;28;13;2;6;10;29;14;18;17;1;7;25;11;32;15;9;27;23;27286
24;27286;26;5;4;24;20;16;30;21;23;8;12;31;22;19;3;28;13;2;6;10;29;14;18;17;1;7;25;11;32;15;9;27
26;5;4;24;20;16;30;21;23;8;12;31;22;19;3;25;13;2;6;10;29;14;18;17;1;7;28;11;32;15;9;27;24;27566
24;27566;26;5;4;24;20;16;30;21;23;8;12;31;22;19;3;25;13;2;6;10;29;14;18;17;1;7;28;11;32;15;9;27
26;5;4;24;17;16;30;21;23;8;12;31;22;19;3;25;13;2;6;10;29;14;18;20;1;7;28;11;32;15;9;27;24;27026
24;27026;26;5;4;24;17;16;30;21;23;8;12;31;22;19;3;25;13;2;6;10;29;14;18;20;1;7;28;11;32;15;9;27
26;5;4;24;6;16;30;21;23;8;12;31;22;19;3;25;13;2;17;10;29;14;18;20;1;7;28;11;32;15;9;27;24;26024
24;26024;26;5;4;24;6;16;30;21;23;8;12;31;22;19;3;25;13;2;17;10;29;14;18;20;1;7;28;11;32;15;9;27
26;5;4;24;6;16;30;21;23;8;12;7;22;19;3;25;13;2;17;10;29;14;18;20;1;31;28;11;32;15;9;27;24;27304
24;27304;26;5;4;24;6;16;30;21;23;8;12;7;22;19;3;25;13;2;17;10;29;14;18;20;1;31;28;11;32;15;9;27
26;5;4;24;6;16;30;21;23;8;12;32;22;19;3;25;13;2;17;10;29;14;18;20;1;31;28;11;7;15;9;27;24;27870
24;27870;26;5;4;24;6;16;30;21;23;8;12;32;22;19;3;25;13;2;17;10;29;14;18;20;1;31;28;11;7;15;9;27
26;5;4;24;6;16;30;21;23;8;12;32;22;19;3;25;13;2;17;10;29;15;18;20;1;31;28;11;7;14;9;27;24;27930
24;27930;26;5;4;24;6;16;30;21;23;8;12;32;22;19;3;25;13;2;17;10;29;15;18;20;1;31;28;11;7;14;9;27
31;5;4;24;6;16;30;21;23;8;12;32;22;19;3;25;13;2;17;10;29;15;18;20;1;26;28;11;7;14;9;27;24;27650
24;27650;31;5;4;24;6;16;30;21;23;8;12;32;22;19;3;25;13;2;17;10;29;15;18;20;1;26;28;11;7;14;9;27
31;5;4;24;6;16;30;21;23;8;12;32;22;19;3;25;13;2;17;10;29;15;18;20;14;26;28;11;7;1;9;27;24;27810
24;27810;31;5;4;24;6;16;30;21;23;8;12;32;22;19;3;25;13;2;17;10;29;15;18;20;14;26;28;11;7;1;9;27
31;5;4;24;3;16;30;21;23;8;12;32;22;19;6;25;13;2;17;10;29;15;18;20;14;26;28;11;7;1;9;27;24;28290
24;27810;31;5;4;24;6;16;30;21;23;8;12;32;22;19;3;25;13;2;17;10;29;15;18;20;14;26;28;11;7;1;9;27
31;5;4;24;6;16;30;21;23;8;12;32;18;19;3;25;13;2;17;10;29;15;22;20;14;26;28;11;7;1;9;27;24;28030
24;28030;31;5;4;24;6;16;30;21;23;8;12;32;18;19;3;25;13;2;17;10;29;15;22;20;14;26;28;11;7;1;9;27
31;5;4;24;6;16;30;21;23;8;12;32;18;19;3;25;13;2;17;10;11;15;22;20;14;26;28;29;7;1;9;27;24;28056
24;28056;31;5;4;24;6;16;30;21;23;8;12;32;18;19;3;25;13;2;17;10;11;15;22;20;14;26;28;29;7;1;9;27
31;5;4;24;6;16;30;21;23;8;12;32;18;19;3;28;13;2;17;10;11;15;22;20;14;26;25;29;7;1;9;27;24;27896
24;27896;31;5;4;24;6;16;30;21;23;8;12;32;18;19;3;28;13;2;17;10;11;15;22;20;14;26;25;29;7;1;9;27
31;5;4;24;6;16;30;21;23;8;12;32;18;19;3;28;13;9;17;10;11;15;22;20;14;26;25;29;7;1;2;27;24;27596
24;27596;31;5;4;24;6;16;30;21;23;8;12;32;18;19;3;28;13;9;17;10;11;15;22;20;14;26;25;29;7;1;2;27
31;30;4;24;6;16;5;21;23;8;12;32;18;19;3;28;13;9;17;10;11;15;22;20;14;26;25;29;7;1;2;27;24;27300
24;27300;31;30;4;24;6;16;5;21;23;8;12;32;18;19;3;28;13;9;17;10;11;15;22;20;14;26;25;29;7;1;2;27
31;30;4;24;6;16;5;21;27;8;12;32;18;19;3;28;13;9;17;10;11;15;22;20;14;26;25;29;7;1;2;23;24;27240
24;27240;31;30;4;24;6;16;5;21;27;8;12;32;18;19;3;28;13;9;17;10;11;15;22;20;14;26;25;29;7;1;2;23
31;30;4;24;6;16;5;21;26;8;12;32;18;19;3;28;13;9;17;10;11;15;22;20;14;27;25;29;7;1;2;23;24;27100
24;27100;31;30;4;24;6;16;5;21;26;8;12;32;18;19;3;28;13;9;17;10;11;15;22;20;14;27;25;29;7;1;2;23
21;30;4;24;6;16;5;31;26;8;12;32;18;19;3;28;13;9;17;10;11;15;22;20;14;27;25;29;7;1;2;23;24;27700
24;27700;21;30;4;24;6;16;5;31;26;8;12;32;18;19;3;28;13;9;17;10;11;15;22;20;14;27;25;29;7;1;2;23
21;30;4;24;6;16;5;31;26;8;12;32;18;22;3;28;13;9;17;10;11;15;19;20;14;27;25;29;7;1;2;23;24;27620
24;27620;21;30;4;24;6;16;5;31;26;8;12;32;18;22;3;28;13;9;17;10;11;15;19;20;14;27;25;29;7;1;2;23
21;30;4;24;6;16;5;31;25;8;12;32;18;22;3;28;13;9;17;10;11;15;19;20;14;27;26;29;7;1;2;23;24;27720
24;27720;21;30;4;24;6;16;5;31;25;8;12;32;18;22;3;28;13;9;17;10;11;15;19;20;14;27;26;29;7;1;2;23
21;30;9;24;6;16;5;31;25;8;12;32;18;22;3;28;13;4;17;10;11;15;19;20;14;27;26;29;7;1;2;23;24;28200
25;28200;21;30;9;24;6;16;5;31;25;8;12;32;18;22;3;28;13;4;17;10;11;15;19;20;14;27;26;29;7;1;2;23
21;30;9;1;6;16;5;31;25;8;12;32;18;22;3;28;13;4;17;10;11;15;19;20;14;27;26;29;7;24;2;23;25;28002
25;28002;21;30;9;1;6;16;5;31;25;8;12;32;18;22;3;28;13;4;17;10;11;15;19;20;14;27;26;29;7;24;2;23
21;30;9;1;6;16;5;31;25;8;12;32;18;22;3;28;13;4;17;10;11;26;19;20;14;27;15;29;7;24;2;23;25;27768
25;27768;21;30;9;1;6;16;5;31;25;8;12;32;18;22;3;28;13;4;17;10;11;26;19;20;14;27;15;29;7;24;2;23
21;30;9;1;6;16;5;31;25;8;12;32;18;22;3;28;13;4;17;10;11;26;19;27;14;20;15;29;7;24;2;23;25;28008
25;28008;21;30;9;1;6;16;5;31;25;8;12;32;18;22;3;28;13;4;17;10;11;26;19;27;14;20;15;29;7;24;2;23
21;30;9;1;6;16;5;31;25;8;12;32;18;4;3;28;13;22;17;10;11;26;19;27;14;20;15;29;7;24;2;23;25;28282
25;28282;21;30;9;1;6;16;5;31;25;8;12;32;18;4;3;28;13;22;17;10;11;26;19;27;14;20;15;29;7;24;2;23
21;30;9;1;6;16;5;31;25;8;12;4;18;32;3;28;13;22;17;10;11;26;19;27;14;20;15;29;7;24;2;23;25;28514
25;28514;21;30;9;1;6;16;5;31;25;8;12;4;18;32;3;28;13;22;17;10;11;26;19;27;14;20;15;29;7;24;2;23
21;30;9;1;6;12;5;31;25;8;16;4;18;32;3;28;13;22;17;10;11;26;19;27;14;20;15;29;7;24;2;23;25;28534
25;28534;21;30;9;1;6;12;5;31;25;8;16;4;18;32;3;28;13;22;17;10;11;26;19;27;14;20;15;29;7;24;2;23
21;30;9;1;6;12;5;31;25;8;16;4;18;32;3;28;13;22;17;10;11;26;27;19;14;20;15;29;7;24;2;23;25;28614
25;28614;21;30;9;1;6;12;5;31;25;8;16;4;18;32;3;28;13;22;17;10;11;26;27;19;14;20;15;29;7;24;2;23
1;30;9;21;6;12;5;31;25;8;16;4;18;32;3;28;13;22;17;10;11;26;27;19;14;20;15;29;7;24;2;23;25;29076
25;29076;1;30;9;21;6;12;5;31;25;8;16;4;18;32;3;28;13;22;17;10;11;26;27;19;14;20;15;29;7;24;2;23
1;30;9;21;6;12;5;31;32;8;16;4;18;25;3;28;13;22;17;10;11;26;27;19;14;20;15;29;7;24;2;23;25;29636
25;29636;1;30;9;21;6;12;5;31;32;8;16;4;18;25;3;28;13;22;17;10;11;26;27;19;14;20;15;29;7;24;2;23
1;30;9;21;6;12;8;31;32;5;16;4;18;25;3;28;13;22;17;10;11;26;27;19;14;20;15;29;7;24;2;23;25;29396
25;29396;1;30;9;21;6;12;8;31;32;5;16;4;18;25;3;28;13;22;17;10;11;26;27;19;14;20;15;29;7;24;2;23
1;30;9;21;6;12;8;31;32;5;16;4;18;25;3;28;13;22;23;10;11;26;27;19;14;20;15;29;7;24;2;17;25;29276
25;29276;1;30;9;21;6;12;8;31;32;5;16;4;18;25;3;28;13;22;23;10;11;26;27;19;14;20;15;29;7;24;2;17
1;30;9;21;6;12;8;31;32;5;16;29;18;25;3;28;13;22;23;10;11;26;27;19;14;20;15;4;7;24;2;17;25;28612
25;28612;1;30;9;21;6;12;8;31;32;5;16;29;18;25;3;28;13;22;23;10;11;26;27;19;14;20;15;4;7;24;2;17
1;30;9;21;6;12;8;31;32;5;16;29;28;25;3;18;13;22;23;10;11;26;27;19;14;20;15;4;7;24;2;17;25;27972
25;27972;1;30;9;21;6;12;8;31;32;5;16;29;28;25;3;18;13;22;23;10;11;26;27;19;14;20;15;4;7;24;2;17
1;30;9;21;6;12;8;31;32;5;16;29;28;25;3;18;13;22;23;10;11;26;2;19;14;20;15;4;7;24;27;17;25;28042
25;28042;1;30;9;21;6;12;8;31;32;5;16;29;28;25;3;18;13;22;23;10;11;26;2;19;14;20;15;4;7;24;27;17
1;30;9;21;6;12;31;8;32;5;16;29;28;25;3;18;13;22;23;10;11;26;2;19;14;20;15;4;7;24;27;17;25;28188
25;28188;1;30;9;21;6;12;31;8;32;5;16;29;28;25;3;18;13;22;23;10;11;26;2;19;14;20;15;4;7;24;27;17
1;30;9;21;6;12;31;8;32;5;16;29;28;25;3;18;13;22;23;10;11;26;20;19;14;2;15;4;7;24;27;17;25;27674
25;27674;1;30;9;21;6;12;31;8;32;5;16;29;28;25;3;18;13;22;23;10;11;26;20;19;14;2;15;4;7;24;27;17
1;30;9;26;6;12;31;8;32;5;16;29;28;25;3;18;13;22;23;10;11;21;20;19;14;2;15;4;7;24;27;17;25;27554
25;27554;1;30;9;26;6;12;31;8;32;5;16;29;28;25;3;18;13;22;23;10;11;21;20;19;14;2;15;4;7;24;27;17
1;30;23;26;6;12;31;8;32;5;16;29;28;25;3;18;13;22;9;10;11;21;20;19;14;2;15;4;7;24;27;17;25;27884
25;27884;1;30;23;26;6;12;31;8;32;5;16;29;28;25;3;18;13;22;9;10;11;21;20;19;14;2;15;4;7;24;27;17
1;30;23;26;32;12;31;8;6;5;16;29;28;25;3;18;13;22;9;10;11;21;20;19;14;2;15;4;7;24;27;17;25;28720
25;28720;1;30;23;26;32;12;31;8;6;5;16;29;28;25;3;18;13;22;9;10;11;21;20;19;14;2;15;4;7;24;27;17
1;30;23;26;32;12;31;8;6;2;16;29;28;25;3;18;13;22;9;10;11;21;20;19;14;5;15;4;7;24;27;17;25;28560
26;28560;1;30;23;26;32;12;31;8;6;2;16;29;28;25;3;18;13;22;9;10;11;21;20;19;14;5;15;4;7;24;27;17
1;30;23;26;32;12;31;8;6;2;16;29;28;25;3;18;13;22;9;10;11;21;20;19;14;5;15;27;7;24;4;17;26;28692
26;28692;1;30;23;26;32;12;31;8;6;2;16;29;28;25;3;18;13;22;9;10;11;21;20;19;14;5;15;27;7;24;4;17
1;15;23;26;32;12;31;8;6;2;16;29;28;25;3;18;13;22;9;10;11;21;20;19;14;5;30;27;7;24;4;17;26;28362
26;28362;1;15;23;26;32;12;31;8;6;2;16;29;28;25;3;18;13;22;9;10;11;21;20;19;14;5;30;27;7;24;4;17
1;15;23;26;32;8;31;12;6;2;16;29;28;25;3;18;13;22;9;10;11;21;20;19;14;5;30;27;7;24;4;17;26;28102
26;28102;1;15;23;26;32;8;31;12;6;2;16;29;28;25;3;18;13;22;9;10;11;21;20;19;14;5;30;27;7;24;4;17
1;15;23;26;32;6;31;12;8;2;16;29;28;25;3;18;13;22;9;10;11;21;20;19;14;5;30;27;7;24;4;17;26;27822
26;27822;1;15;23;26;32;6;31;12;8;2;16;29;28;25;3;18;13;22;9;10;11;21;20;19;14;5;30;27;7;24;4;17
1;15;17;26;32;6;31;12;8;2;16;29;28;25;3;18;13;22;9;10;11;21;20;19;14;5;30;27;7;24;4;23;26;28082
26;28082;1;15;17;26;32;6;31;12;8;2;16;29;28;25;3;18;13;22;9;10;11;21;20;19;14;5;30;27;7;24;4;23
1;15;17;26;32;6;31;12;8;2;16;29;28;25;3;18;13;22;9;10;11;21;20;27;14;5;30;19;7;24;4;23;26;27882
26;27882;1;15;17;26;32;6;31;12;8;2;16;29;28;25;3;18;13;22;9;10;11;21;20;27;14;5;30;19;7;24;4;23
1;15;17;3;32;6;31;12;8;2;16;29;28;25;26;18;13;22;9;10;11;21;20;27;14;5;30;19;7;24;4;23;26;28138
26;28138;1;15;17;3;32;6;31;12;8;2;16;29;28;25;26;18;13;22;9;10;11;21;20;27;14;5;30;19;7;24;4;23
1;15;17;3;32;6;31;12;8;2;16;29;28;25;26;18;13;22;9;10;11;21;27;20;14;5;30;19;7;24;4;23;26;27998
26;27998;1;15;17;3;32;6;31;12;8;2;16;29;28;25;26;18;13;22;9;10;11;21;27;20;14;5;30;19;7;24;4;23
1;15;17;22;32;6;31;12;8;2;16;29;28;25;26;18;13;3;9;10;11;21;27;20;14;5;30;19;7;24;4;23;26;28130
26;28130;1;15;17;22;32;6;31;12;8;2;16;29;28;25;26;18;13;3;9;10;11;21;27;20;14;5;30;19;7;24;4;23
1;15;17;22;32;6;31;12;8;2;25;29;28;16;26;18;13;3;9;10;11;21;27;20;14;5;30;19;7;24;4;23;26;27110
26;27110;1;15;17;22;32;6;31;12;8;2;25;29;28;16;26;18;13;3;9;10;11;21;27;20;14;5;30;19;7;24;4;23
1;15;17;22;32;6;31;12;8;2;25;29;28;16;26;18;13;3;9;10;14;21;27;20;11;5;30;19;7;24;4;23;26;27270
26;27270;1;15;17;22;32;6;31;12;8;2;25;29;28;16;26;18;13;3;9;10;14;21;27;20;11;5;30;19;7;24;4;23
1;15;17;22;2;6;31;12;8;32;25;29;28;16;26;18;13;3;9;10;14;21;27;20;11;5;30;19;7;24;4;23;26;26222
26;26222;1;15;17;22;2;6;31;12;8;32;25;29;28;16;26;18;13;3;9;10;14;21;27;20;11;5;30;19;7;24;4;23
1;15;17;22;2;6;31;12;26;32;25;29;28;16;8;18;13;3;9;10;14;21;27;20;11;5;30;19;7;24;4;23;26;25998
26;25998;1;15;17;22;2;6;31;12;26;32;25;29;28;16;8;18;13;3;9;10;14;21;27;20;11;5;30;19;7;24;4;23
1;15;17;22;2;6;31;12;26;32;25;29;28;16;13;18;8;3;9;10;14;21;27;20;11;5;30;19;7;24;4;23;26;25978
26;25978;1;15;17;22;2;6;31;12;26;32;25;29;28;16;13;18;8;3;9;10;14;21;27;20;11;5;30;19;7;24;4;23
1;15;17;22;2;6;31;12;26;19;25;29;28;16;13;18;8;3;9;10;14;21;27;20;11;5;30;32;7;24;4;23;26;25818
26;25818;1;15;17;22;2;6;31;12;26;19;25;29;28;16;13;18;8;3;9;10;14;21;27;20;11;5;30;32;7;24;4;23
1;15;17;22;2;6;31;12;26;19;25;29;24;16;13;18;8;3;9;10;14;21;27;20;11;5;30;32;7;28;4;23;26;26298
