"X1";"X26418";"X14";"X2";"X25";"X18";"X27";"X31";"X3";"X12";"X4";"X30";"X9";"X23";"X11";"X21";"X20";"X13";"X29";"X26";"X6";"X16";"X8";"X32";"X22";"X5";"X28";"X24";"X17";"X7";"X10";"X1.1";"X19";"X15"
24;5;13;29;26;20;21;18;28;7;25;9;12;8;30;31;4;27;23;11;10;15;32;14;17;3;6;1;19;2;16;22;17;28738
17;28738;24;5;13;29;26;20;21;18;28;7;25;9;12;8;30;31;4;27;23;11;10;15;32;14;17;3;6;1;19;2;16;22
24;5;13;29;26;20;21;18;28;7;25;9;10;8;30;31;4;27;23;11;12;15;32;14;17;3;6;1;19;2;16;22;17;28858
17;28858;24;5;13;29;26;20;21;18;28;7;25;9;10;8;30;31;4;27;23;11;12;15;32;14;17;3;6;1;19;2;16;22
24;5;13;29;26;20;21;18;28;7;25;9;10;8;30;31;4;27;23;11;12;19;32;14;17;3;6;1;15;2;16;22;17;28026
17;28026;24;5;13;29;26;20;21;18;28;7;25;9;10;8;30;31;4;27;23;11;12;19;32;14;17;3;6;1;15;2;16;22
24;5;13;29;26;20;21;18;28;7;25;9;10;8;30;31;4;27;23;11;12;19;6;14;17;3;32;1;15;2;16;22;17;27440
17;27440;24;5;13;29;26;20;21;18;28;7;25;9;10;8;30;31;4;27;23;11;12;19;6;14;17;3;32;1;15;2;16;22
24;5;13;29;6;20;21;18;28;7;25;9;10;8;30;31;4;27;23;11;12;19;26;14;17;3;32;1;15;2;16;22;17;27792
17;27792;24;5;13;29;6;20;21;18;28;7;25;9;10;8;30;31;4;27;23;11;12;19;26;14;17;3;32;1;15;2;16;22
24;5;13;29;26;20;21;18;28;7;25;9;10;8;30;31;4;27;23;11;12;19;6;14;17;3;32;1;15;2;16;22;17;27440
17;27440;24;5;13;29;26;20;21;18;28;7;25;9;10;8;30;31;4;27;23;11;12;19;6;14;17;3;32;1;15;2;16;22
24;5;13;29;26;20;21;18;28;7;25;9;10;8;4;31;30;27;23;11;12;19;6;14;17;3;32;1;15;2;16;22;17;26210
17;26210;24;5;13;29;26;20;21;18;28;7;25;9;10;8;4;31;30;27;23;11;12;19;6;14;17;3;32;1;15;2;16;22
24;5;13;29;1;20;21;18;28;7;25;9;10;8;4;31;30;27;23;11;12;19;6;14;17;3;32;26;15;2;16;22;17;27080
17;27080;24;5;13;29;1;20;21;18;28;7;25;9;10;8;4;31;30;27;23;11;12;19;6;14;17;3;32;26;15;2;16;22
24;5;13;29;1;20;21;18;28;7;25;9;10;8;4;31;30;27;23;11;12;19;6;14;17;3;15;26;32;2;16;22;17;27962
17;27962;24;5;13;29;1;20;21;18;28;7;25;9;10;8;4;31;30;27;23;11;12;19;6;14;17;3;15;26;32;2;16;22
24;5;13;29;1;20;21;18;28;7;25;9;17;8;4;31;30;27;23;11;12;19;6;14;10;3;15;26;32;2;16;22;17;28226
17;28226;24;5;13;29;1;20;21;18;28;7;25;9;17;8;4;31;30;27;23;11;12;19;6;14;10;3;15;26;32;2;16;22
24;5;13;29;1;20;21;18;10;7;25;9;17;8;4;31;30;27;23;11;12;19;6;14;28;3;15;26;32;2;16;22;17;28768
18;28768;24;5;13;29;1;20;21;18;10;7;25;9;17;8;4;31;30;27;23;11;12;19;6;14;28;3;15;26;32;2;16;22
24;5;19;29;1;20;21;18;10;7;25;9;17;8;4;31;30;27;23;11;12;13;6;14;28;3;15;26;32;2;16;22;18;28820
18;28820;24;5;19;29;1;20;21;18;10;7;25;9;17;8;4;31;30;27;23;11;12;13;6;14;28;3;15;26;32;2;16;22
24;5;23;29;1;20;21;18;10;7;25;9;17;8;4;31;30;27;19;11;12;13;6;14;28;3;15;26;32;2;16;22;18;28600
18;28600;24;5;23;29;1;20;21;18;10;7;25;9;17;8;4;31;30;27;19;11;12;13;6;14;28;3;15;26;32;2;16;22
24;5;23;29;1;20;21;18;10;7;25;9;17;8;4;31;30;27;19;11;12;13;6;14;3;28;15;26;32;2;16;22;18;28684
18;28684;24;5;23;29;1;20;21;18;10;7;25;9;17;8;4;31;30;27;19;11;12;13;6;14;3;28;15;26;32;2;16;22
24;5;23;29;1;20;21;18;10;13;25;9;17;8;4;31;30;27;19;11;12;7;6;14;3;28;15;26;32;2;16;22;18;28204
18;28204;24;5;23;29;1;20;21;18;10;13;25;9;17;8;4;31;30;27;19;11;12;7;6;14;3;28;15;26;32;2;16;22
24;5;23;29;1;20;21;18;10;13;25;9;17;8;4;31;30;27;19;11;12;7;6;14;3;28;15;26;2;32;16;22;18;27202
18;27202;24;5;23;29;1;20;21;18;10;13;25;9;17;8;4;31;30;27;19;11;12;7;6;14;3;28;15;26;2;32;16;22
24;5;28;29;1;20;21;18;10;13;25;9;17;8;4;31;30;27;19;11;12;7;6;14;3;23;15;26;2;32;16;22;18;27202
18;27202;24;5;28;29;1;20;21;18;10;13;25;9;17;8;4;31;30;27;19;11;12;7;6;14;3;23;15;26;2;32;16;22
24;5;28;29;1;20;21;18;10;13;25;9;17;8;4;31;30;16;19;11;12;7;6;14;3;23;15;26;2;32;27;22;18;27344
18;27344;24;5;28;29;1;20;21;18;10;13;25;9;17;8;4;31;30;16;19;11;12;7;6;14;3;23;15;26;2;32;27;22
24;5;28;29;1;20;21;18;10;13;25;9;15;8;4;31;30;16;19;11;12;7;6;14;3;23;17;26;2;32;27;22;18;27500
18;27500;24;5;28;29;1;20;21;18;10;13;25;9;15;8;4;31;30;16;19;11;12;7;6;14;3;23;17;26;2;32;27;22
24;5;28;29;1;20;21;18;10;13;25;9;15;8;4;31;30;16;19;11;3;7;6;14;12;23;17;26;2;32;27;22;18;27040
18;27040;24;5;28;29;1;20;21;18;10;13;25;9;15;8;4;31;30;16;19;11;3;7;6;14;12;23;17;26;2;32;27;22
24;5;28;29;1;20;21;18;10;13;25;9;15;8;4;31;22;16;19;11;3;7;6;14;12;23;17;26;2;32;27;30;18;26680
18;26680;24;5;28;29;1;20;21;18;10;13;25;9;15;8;4;31;22;16;19;11;3;7;6;14;12;23;17;26;2;32;27;30
24;5;28;29;1;20;16;18;10;13;25;9;15;8;4;31;22;21;19;11;3;7;6;14;12;23;17;26;2;32;27;30;18;26716
18;26716;24;5;28;29;1;20;16;18;10;13;25;9;15;8;4;31;22;21;19;11;3;7;6;14;12;23;17;26;2;32;27;30
24;5;28;29;25;20;16;18;10;13;1;9;15;8;4;31;22;21;19;11;3;7;6;14;12;23;17;26;2;32;27;30;18;26950
18;26950;24;5;28;29;25;20;16;18;10;13;1;9;15;8;4;31;22;21;19;11;3;7;6;14;12;23;17;26;2;32;27;30
24;5;28;29;25;20;31;18;10;13;1;9;15;8;4;16;22;21;19;11;3;7;6;14;12;23;17;26;2;32;27;30;18;27708
18;27708;24;5;28;29;25;20;31;18;10;13;1;9;15;8;4;16;22;21;19;11;3;7;6;14;12;23;17;26;2;32;27;30
24;5;28;29;25;20;31;18;10;13;26;9;15;8;4;16;22;21;19;11;3;7;6;14;12;23;17;1;2;32;27;30;18;26384
18;26384;24;5;28;29;25;20;31;18;10;13;26;9;15;8;4;16;22;21;19;11;3;7;6;14;12;23;17;1;2;32;27;30
24;5;28;29;25;20;31;18;10;13;26;9;15;8;4;2;22;21;19;11;3;7;6;14;12;23;17;1;16;32;27;30;18;26284
18;26284;24;5;28;29;25;20;31;18;10;13;26;9;15;8;4;2;22;21;19;11;3;7;6;14;12;23;17;1;16;32;27;30
16;5;28;29;25;20;31;18;10;13;26;9;15;8;4;2;22;21;19;11;3;7;6;14;12;23;17;1;24;32;27;30;18;27386
18;27386;16;5;28;29;25;20;31;18;10;13;26;9;15;8;4;2;22;21;19;11;3;7;6;14;12;23;17;1;24;32;27;30
16;5;28;29;25;20;31;18;10;13;26;9;15;8;4;2;12;21;19;11;3;7;6;14;22;23;17;1;24;32;27;30;18;27718
18;27718;16;5;28;29;25;20;31;18;10;13;26;9;15;8;4;2;12;21;19;11;3;7;6;14;22;23;17;1;24;32;27;30
16;5;28;29;25;20;31;18;10;13;26;9;15;8;4;2;12;21;19;11;3;7;6;24;22;23;17;1;14;32;27;30;18;27360
18;27360;16;5;28;29;25;20;31;18;10;13;26;9;15;8;4;2;12;21;19;11;3;7;6;24;22;23;17;1;14;32;27;30
16;5;28;29;25;20;31;18;10;13;26;9;15;8;4;2;12;21;19;11;3;7;6;22;24;23;17;1;14;32;27;30;18;27280
18;27280;16;5;28;29;25;20;31;18;10;13;26;9;15;8;4;2;12;21;19;11;3;7;6;22;24;23;17;1;14;32;27;30
16;5;28;29;25;20;31;18;10;13;26;9;15;8;4;2;12;21;19;11;32;7;6;22;24;23;17;1;14;3;27;30;18;27110
19;27110;16;5;28;29;25;20;31;18;10;13;26;9;15;8;4;2;12;21;19;11;32;7;6;22;24;23;17;1;14;3;27;30
16;5;28;29;25;20;31;18;10;13;26;9;23;8;4;2;12;21;19;11;32;7;6;22;24;15;17;1;14;3;27;30;19;28418
19;28418;16;5;28;29;25;20;31;18;10;13;26;9;23;8;4;2;12;21;19;11;32;7;6;22;24;15;17;1;14;3;27;30
16;5;28;29;25;20;31;18;10;13;26;9;23;8;7;2;12;21;19;11;32;4;6;22;24;15;17;1;14;3;27;30;19;28618
19;28618;16;5;28;29;25;20;31;18;10;13;26;9;23;8;7;2;12;21;19;11;32;4;6;22;24;15;17;1;14;3;27;30
16;5;28;29;25;20;31;18;10;32;26;9;23;8;7;2;12;21;19;11;13;4;6;22;24;15;17;1;14;3;27;30;19;28962
19;28962;16;5;28;29;25;20;31;18;10;32;26;9;23;8;7;2;12;21;19;11;13;4;6;22;24;15;17;1;14;3;27;30
16;10;28;29;25;20;31;18;5;32;26;9;23;8;7;2;12;21;19;11;13;4;6;22;24;15;17;1;14;3;27;30;19;28722
19;28722;16;10;28;29;25;20;31;18;5;32;26;9;23;8;7;2;12;21;19;11;13;4;6;22;24;15;17;1;14;3;27;30
16;23;28;29;25;20;31;18;5;32;26;9;10;8;7;2;12;21;19;11;13;4;6;22;24;15;17;1;14;3;27;30;19;28032
19;28032;16;23;28;29;25;20;31;18;5;32;26;9;10;8;7;2;12;21;19;11;13;4;6;22;24;15;17;1;14;3;27;30
16;23;28;29;25;20;31;18;5;32;26;9;10;8;7;2;13;21;19;11;12;4;6;22;24;15;17;1;14;3;27;30;19;28232
19;28232;16;23;28;29;25;20;31;18;5;32;26;9;10;8;7;2;13;21;19;11;12;4;6;22;24;15;17;1;14;3;27;30
16;23;28;29;25;13;31;18;5;32;26;9;10;8;7;2;20;21;19;11;12;4;6;22;24;15;17;1;14;3;27;30;19;28206
19;28206;16;23;28;29;25;13;31;18;5;32;26;9;10;8;7;2;20;21;19;11;12;4;6;22;24;15;17;1;14;3;27;30
16;23;28;29;25;13;31;18;5;32;26;9;17;8;7;2;20;21;19;11;12;4;6;22;24;15;10;1;14;3;27;30;19;29382
19;29382;16;23;28;29;25;13;31;18;5;32;26;9;17;8;7;2;20;21;19;11;12;4;6;22;24;15;10;1;14;3;27;30
16;23;28;29;25;13;31;18;5;32;26;9;17;8;7;2;20;21;19;11;12;4;6;22;24;15;1;10;14;3;27;30;19;29262
19;29262;16;23;28;29;25;13;31;18;5;32;26;9;17;8;7;2;20;21;19;11;12;4;6;22;24;15;1;10;14;3;27;30
16;23;28;29;30;13;31;18;5;32;26;9;17;8;7;2;20;21;19;11;12;4;6;22;24;15;1;10;14;3;27;25;19;28982
19;28982;16;23;28;29;30;13;31;18;5;32;26;9;17;8;7;2;20;21;19;11;12;4;6;22;24;15;1;10;14;3;27;25
16;23;28;29;30;13;31;32;5;18;26;9;17;8;7;2;20;21;19;11;12;4;6;22;24;15;1;10;14;3;27;25;19;28842
19;28842;16;23;28;29;30;13;31;32;5;18;26;9;17;8;7;2;20;21;19;11;12;4;6;22;24;15;1;10;14;3;27;25
16;23;28;29;30;13;31;32;5;18;26;9;17;4;7;2;20;21;19;11;12;8;6;22;24;15;1;10;14;3;27;25;19;28502
19;28502;16;23;28;29;30;13;31;32;5;18;26;9;17;4;7;2;20;21;19;11;12;8;6;22;24;15;1;10;14;3;27;25
16;23;28;29;30;13;31;32;5;18;26;9;17;4;7;2;20;21;19;11;12;8;22;6;24;15;1;10;14;3;27;25;19;28732
19;28732;16;23;28;29;30;13;31;32;5;18;26;9;17;4;7;2;20;21;19;11;12;8;22;6;24;15;1;10;14;3;27;25
16;23;28;29;30;13;3;32;5;18;26;9;17;4;7;2;20;21;19;11;12;8;22;6;24;15;1;10;14;31;27;25;19;29190
19;29190;16;23;28;29;30;13;3;32;5;18;26;9;17;4;7;2;20;21;19;11;12;8;22;6;24;15;1;10;14;31;27;25
16;23;28;29;30;13;3;32;5;18;26;9;17;4;7;2;20;21;19;11;10;8;22;6;24;15;1;12;14;31;27;25;19;29230
19;29230;16;23;28;29;30;13;3;32;5;18;26;9;17;4;7;2;20;21;19;11;10;8;22;6;24;15;1;12;14;31;27;25
16;23;28;29;30;13;3;32;5;18;26;9;17;4;7;2;20;21;19;11;10;27;22;6;24;15;1;12;14;31;8;25;19;28732
19;28732;16;23;28;29;30;13;3;32;5;18;26;9;17;4;7;2;20;21;19;11;10;27;22;6;24;15;1;12;14;31;8;25
16;23;28;29;30;13;3;32;31;18;26;9;17;4;7;2;20;21;19;11;10;27;22;6;24;15;1;12;14;5;8;25;19;29178
19;29178;16;23;28;29;30;13;3;32;31;18;26;9;17;4;7;2;20;21;19;11;10;27;22;6;24;15;1;12;14;5;8;25
16;23;28;29;30;13;3;32;14;18;26;9;17;4;7;2;20;21;19;11;10;27;22;6;24;15;1;12;31;5;8;25;19;29418
19;29418;16;23;28;29;30;13;3;32;14;18;26;9;17;4;7;2;20;21;19;11;10;27;22;6;24;15;1;12;31;5;8;25
16;23;28;29;30;13;19;32;14;18;26;9;17;4;7;2;20;21;3;11;10;27;22;6;24;15;1;12;31;5;8;25;19;29004
19;29004;16;23;28;29;30;13;19;32;14;18;26;9;17;4;7;2;20;21;3;11;10;27;22;6;24;15;1;12;31;5;8;25
16;23;28;29;30;15;19;32;14;18;26;9;17;4;7;2;20;21;3;11;10;27;22;6;24;13;1;12;31;5;8;25;19;28924
20;28924;16;23;28;29;30;15;19;32;14;18;26;9;17;4;7;2;20;21;3;11;10;27;22;6;24;13;1;12;31;5;8;25
16;23;28;29;30;15;19;32;14;18;26;9;17;13;7;2;20;21;3;11;10;27;22;6;24;4;1;12;31;5;8;25;20;28884
20;28884;16;23;28;29;30;15;19;32;14;18;26;9;17;13;7;2;20;21;3;11;10;27;22;6;24;4;1;12;31;5;8;25
16;23;28;9;30;15;19;32;14;18;26;29;17;13;7;2;20;21;3;11;10;27;22;6;24;4;1;12;31;5;8;25;20;28078
20;28078;16;23;28;9;30;15;19;32;14;18;26;29;17;13;7;2;20;21;3;11;10;27;22;6;24;4;1;12;31;5;8;25
16;23;28;9;10;15;19;32;14;18;26;29;17;13;7;2;20;21;3;11;30;27;22;6;24;4;1;12;31;5;8;25;20;27298
20;27298;16;23;28;9;10;15;19;32;14;18;26;29;17;13;7;2;20;21;3;11;30;27;22;6;24;4;1;12;31;5;8;25
16;23;28;9;10;19;15;32;14;18;26;29;17;13;7;2;20;21;3;11;30;27;22;6;24;4;1;12;31;5;8;25;20;27186
20;27186;16;23;28;9;10;19;15;32;14;18;26;29;17;13;7;2;20;21;3;11;30;27;22;6;24;4;1;12;31;5;8;25
16;23;28;9;10;19;15;32;14;18;26;29;17;13;31;2;20;21;3;11;30;27;22;6;24;4;1;12;7;5;8;25;20;27398
20;27398;16;23;28;9;10;19;15;32;14;18;26;29;17;13;31;2;20;21;3;11;30;27;22;6;24;4;1;12;7;5;8;25
16;23;28;9;10;19;15;32;14;18;26;29;17;13;31;2;21;20;3;11;30;27;22;6;24;4;1;12;7;5;8;25;20;27358
20;27358;16;23;28;9;10;19;15;32;14;18;26;29;17;13;31;2;21;20;3;11;30;27;22;6;24;4;1;12;7;5;8;25
32;23;28;9;10;19;15;16;14;18;26;29;17;13;31;2;21;20;3;11;30;27;22;6;24;4;1;12;7;5;8;25;20;27174
20;27174;32;23;28;9;10;19;15;16;14;18;26;29;17;13;31;2;21;20;3;11;30;27;22;6;24;4;1;12;7;5;8;25
32;23;28;9;10;19;15;16;14;18;26;29;17;13;31;8;21;20;3;11;30;27;22;6;24;4;1;12;7;5;2;25;20;26974
20;26974;32;23;28;9;10;19;15;16;14;18;26;29;17;13;31;8;21;20;3;11;30;27;22;6;24;4;1;12;7;5;2;25
32;23;28;9;10;19;15;16;14;18;26;29;17;13;31;8;21;22;3;11;30;27;20;6;24;4;1;12;7;5;2;25;20;27294
20;27294;32;23;28;9;10;19;15;16;14;18;26;29;17;13;31;8;21;22;3;11;30;27;20;6;24;4;1;12;7;5;2;25
32;23;28;9;15;19;10;16;14;18;26;29;17;13;31;8;21;22;3;11;30;27;20;6;24;4;1;12;7;5;2;25;20;27014
20;27014;32;23;28;9;15;19;10;16;14;18;26;29;17;13;31;8;21;22;3;11;30;27;20;6;24;4;1;12;7;5;2;25
32;23;28;9;15;19;10;16;14;18;26;29;17;13;27;8;21;22;3;11;30;31;20;6;24;4;1;12;7;5;2;25;20;26854
20;26854;32;23;28;9;15;19;10;16;14;18;26;29;17;13;27;8;21;22;3;11;30;31;20;6;24;4;1;12;7;5;2;25
32;31;28;9;15;19;10;16;14;18;26;29;17;13;27;8;21;22;3;11;30;23;20;6;24;4;1;12;7;5;2;25;20;27094
20;27094;32;31;28;9;15;19;10;16;14;18;26;29;17;13;27;8;21;22;3;11;30;23;20;6;24;4;1;12;7;5;2;25
32;31;28;9;15;19;10;16;14;18;26;29;17;13;27;8;21;22;20;11;30;23;3;6;24;4;1;12;7;5;2;25;20;27196
20;27196;32;31;28;9;15;19;10;16;14;18;26;29;17;13;27;8;21;22;20;11;30;23;3;6;24;4;1;12;7;5;2;25
32;31;28;9;15;19;10;16;14;18;26;29;17;13;27;8;21;22;20;11;30;23;3;6;24;2;1;12;7;5;4;25;20;26956
20;26956;32;31;28;9;15;19;10;16;14;18;26;29;17;13;27;8;21;22;20;11;30;23;3;6;24;2;1;12;7;5;4;25
32;31;28;9;15;19;10;16;14;6;26;29;17;13;27;8;21;22;20;11;30;23;3;18;24;2;1;12;7;5;4;25;20;26694
20;26694;32;31;28;9;15;19;10;16;14;6;26;29;17;13;27;8;21;22;20;11;30;23;3;18;24;2;1;12;7;5;4;25
32;31;28;9;8;19;10;16;14;6;26;29;17;13;27;15;21;22;20;11;30;23;3;18;24;2;1;12;7;5;4;25;20;26714
20;26714;32;31;28;9;8;19;10;16;14;6;26;29;17;13;27;15;21;22;20;11;30;23;3;18;24;2;1;12;7;5;4;25
32;31;28;9;8;19;10;16;14;6;26;29;12;13;27;15;21;22;20;11;30;23;3;18;24;2;1;17;7;5;4;25;20;26330
20;26330;32;31;28;9;8;19;10;16;14;6;26;29;12;13;27;15;21;22;20;11;30;23;3;18;24;2;1;17;7;5;4;25
32;31;28;8;9;19;10;16;14;6;26;29;12;13;27;15;21;22;20;11;30;23;3;18;24;2;1;17;7;5;4;25;20;26370
20;26370;32;31;28;8;9;19;10;16;14;6;26;29;12;13;27;15;21;22;20;11;30;23;3;18;24;2;1;17;7;5;4;25
32;31;28;8;9;19;10;16;14;6;26;29;18;13;27;15;21;22;20;11;30;23;3;12;24;2;1;17;7;5;4;25;20;25902
20;25902;32;31;28;8;9;19;10;16;14;6;26;29;18;13;27;15;21;22;20;11;30;23;3;12;24;2;1;17;7;5;4;25
32;31;28;8;2;19;10;16;14;6;26;29;18;13;27;15;21;22;20;11;30;23;3;12;24;9;1;17;7;5;4;25;20;26002
21;26002;32;31;28;8;2;19;10;16;14;6;26;29;18;13;27;15;21;22;20;11;30;23;3;12;24;9;1;17;7;5;4;25
32;31;30;8;2;19;10;16;14;6;26;29;18;13;27;15;21;22;20;11;28;23;3;12;24;9;1;17;7;5;4;25;21;25882
21;25882;32;31;30;8;2;19;10;16;14;6;26;29;18;13;27;15;21;22;20;11;28;23;3;12;24;9;1;17;7;5;4;25
32;31;30;8;2;9;10;16;14;6;26;29;18;13;27;15;21;22;20;11;28;23;3;12;24;19;1;17;7;5;4;25;21;25956
21;25956;32;31;30;8;2;9;10;16;14;6;26;29;18;13;27;15;21;22;20;11;28;23;3;12;24;19;1;17;7;5;4;25
32;31;30;8;2;9;10;16;14;6;26;29;18;13;27;15;21;22;20;11;28;5;3;12;24;19;1;17;7;23;4;25;21;25990
21;25990;32;31;30;8;2;9;10;16;14;6;26;29;18;13;27;15;21;22;20;11;28;5;3;12;24;19;1;17;7;23;4;25
32;31;30;8;2;9;10;16;14;6;12;29;18;13;27;15;21;22;20;11;28;5;3;26;24;19;1;17;7;23;4;25;21;26998
21;25990;32;31;30;8;2;9;10;16;14;6;26;29;18;13;27;15;21;22;20;11;28;5;3;12;24;19;1;17;7;23;4;25
32;31;30;8;2;9;10;16;14;6;3;29;18;13;27;15;21;22;20;11;28;5;26;12;24;19;1;17;7;23;4;25;21;26692
21;26692;32;31;30;8;2;9;10;16;14;6;3;29;18;13;27;15;21;22;20;11;28;5;26;12;24;19;1;17;7;23;4;25
32;31;30;8;20;9;10;16;14;6;3;29;18;13;27;15;21;22;2;11;28;5;26;12;24;19;1;17;7;23;4;25;21;26886
21;26886;32;31;30;8;20;9;10;16;14;6;3;29;18;13;27;15;21;22;2;11;28;5;26;12;24;19;1;17;7;23;4;25
32;31;30;8;20;9;10;16;14;6;3;19;18;13;27;15;21;22;2;11;28;5;26;12;24;29;1;17;7;23;4;25;21;27206
21;27206;32;31;30;8;20;9;10;16;14;6;3;19;18;13;27;15;21;22;2;11;28;5;26;12;24;29;1;17;7;23;4;25
32;31;30;8;20;7;10;16;14;6;3;19;18;13;27;15;21;22;2;11;28;5;26;12;24;29;1;17;9;23;4;25;21;27006
21;27006;32;31;30;8;20;7;10;16;14;6;3;19;18;13;27;15;21;22;2;11;28;5;26;12;24;29;1;17;9;23;4;25
32;31;30;8;20;7;10;16;14;6;3;19;18;13;27;15;21;22;2;24;28;5;26;12;11;29;1;17;9;23;4;25;21;27534
21;27534;32;31;30;8;20;7;10;16;14;6;3;19;18;13;27;15;21;22;2;24;28;5;26;12;11;29;1;17;9;23;4;25
32;31;30;8;20;18;10;16;14;6;3;19;7;13;27;15;21;22;2;24;28;5;26;12;11;29;1;17;9;23;4;25;21;27180
21;27180;32;31;30;8;20;18;10;16;14;6;3;19;7;13;27;15;21;22;2;24;28;5;26;12;11;29;1;17;9;23;4;25
32;31;30;8;20;18;10;16;14;6;9;19;7;13;27;15;21;22;2;24;28;5;26;12;11;29;1;17;3;23;4;25;21;27300
21;27300;32;31;30;8;20;18;10;16;14;6;9;19;7;13;27;15;21;22;2;24;28;5;26;12;11;29;1;17;3;23;4;25
32;31;30;8;20;18;10;16;14;6;9;19;7;13;27;15;21;22;2;24;28;5;3;12;11;29;1;17;26;23;4;25;21;27364
21;27364;32;31;30;8;20;18;10;16;14;6;9;19;7;13;27;15;21;22;2;24;28;5;3;12;11;29;1;17;26;23;4;25
32;31;30;8;20;18;10;16;14;6;9;25;7;13;27;15;21;22;2;24;28;5;3;12;11;29;1;17;26;23;4;19;21;27364
21;27364;32;31;30;8;20;18;10;16;14;6;9;25;7;13;27;15;21;22;2;24;28;5;3;12;11;29;1;17;26;23;4;19
18;31;30;8;20;32;10;16;14;6;9;25;7;13;27;15;21;22;2;24;28;5;3;12;11;29;1;17;26;23;4;19;21;27504
21;27504;18;31;30;8;20;32;10;16;14;6;9;25;7;13;27;15;21;22;2;24;28;5;3;12;11;29;1;17;26;23;4;19
18;31;30;8;20;32;10;16;14;6;9;25;7;13;27;15;21;28;2;24;22;5;3;12;11;29;1;17;26;23;4;19;21;27824
21;27824;18;31;30;8;20;32;10;16;14;6;9;25;7;13;27;15;21;28;2;24;22;5;3;12;11;29;1;17;26;23;4;19
18;31;30;8;20;32;10;16;14;6;9;25;7;13;27;15;21;28;2;17;22;5;3;12;11;29;1;24;26;23;4;19;21;28304
21;28304;18;31;30;8;20;32;10;16;14;6;9;25;7;13;27;15;21;28;2;17;22;5;3;12;11;29;1;24;26;23;4;19
18;31;30;8;20;32;10;16;14;6;9;22;7;13;27;15;21;28;2;17;25;5;3;12;11;29;1;24;26;23;4;19;21;28264
21;28264;18;31;30;8;20;32;10;16;14;6;9;22;7;13;27;15;21;28;2;17;25;5;3;12;11;29;1;24;26;23;4;19
18;31;30;8;20;32;10;16;14;6;26;22;7;13;27;15;21;28;2;17;25;5;3;12;11;29;1;24;9;23;4;19;21;27550
21;27550;18;31;30;8;20;32;10;16;14;6;26;22;7;13;27;15;21;28;2;17;25;5;3;12;11;29;1;24;9;23;4;19
25;31;30;8;20;32;10;16;14;6;26;22;7;13;27;15;21;28;2;17;18;5;3;12;11;29;1;24;9;23;4;19;21;27370
21;27370;25;31;30;8;20;32;10;16;14;6;26;22;7;13;27;15;21;28;2;17;18;5;3;12;11;29;1;24;9;23;4;19
25;13;30;8;20;32;10;16;14;6;26;22;7;31;27;15;21;28;2;17;18;5;3;12;11;29;1;24;9;23;4;19;21;27692
22;27692;25;13;30;8;20;32;10;16;14;6;26;22;7;31;27;15;21;28;2;17;18;5;3;12;11;29;1;24;9;23;4;19
25;13;30;21;20;32;10;16;14;6;26;22;7;31;27;15;8;28;2;17;18;5;3;12;11;29;1;24;9;23;4;19;22;27082
22;27082;25;13;30;21;20;32;10;16;14;6;26;22;7;31;27;15;8;28;2;17;18;5;3;12;11;29;1;24;9;23;4;19
25;13;30;21;20;32;10;16;14;1;26;22;7;31;27;15;8;28;2;17;18;5;3;12;11;29;6;24;9;23;4;19;22;27202
22;27202;25;13;30;21;20;32;10;16;14;1;26;22;7;31;27;15;8;28;2;17;18;5;3;12;11;29;6;24;9;23;4;19
25;13;30;21;20;32;10;16;31;1;26;22;7;14;27;15;8;28;2;17;18;5;3;12;11;29;6;24;9;23;4;19;22;27756
22;27756;25;13;30;21;20;32;10;16;31;1;26;22;7;14;27;15;8;28;2;17;18;5;3;12;11;29;6;24;9;23;4;19
25;13;30;21;20;32;10;16;31;1;26;22;7;23;27;15;8;28;2;17;18;5;3;12;11;29;6;24;9;14;4;19;22;27448
22;27448;25;13;30;21;20;32;10;16;31;1;26;22;7;23;27;15;8;28;2;17;18;5;3;12;11;29;6;24;9;14;4;19
25;13;30;11;20;32;10;16;31;1;26;22;7;23;27;15;8;28;2;17;18;5;3;12;21;29;6;24;9;14;4;19;22;27154
22;27154;25;13;30;11;20;32;10;16;31;1;26;22;7;23;27;15;8;28;2;17;18;5;3;12;21;29;6;24;9;14;4;19
25;13;30;11;20;32;10;16;31;1;26;17;7;23;27;15;8;28;2;22;18;5;3;12;21;29;6;24;9;14;4;19;22;27154
22;27154;25;13;30;11;20;32;10;16;31;1;26;17;7;23;27;15;8;28;2;22;18;5;3;12;21;29;6;24;9;14;4;19
25;13;30;11;20;32;10;16;31;1;26;17;7;19;27;15;8;28;2;22;18;5;3;12;21;29;6;24;9;14;4;23;22;27394
22;27394;25;13;30;11;20;32;10;16;31;1;26;17;7;19;27;15;8;28;2;22;18;5;3;12;21;29;6;24;9;14;4;23
25;21;30;11;20;32;10;16;31;1;26;17;7;19;27;15;8;28;2;22;18;5;3;12;13;29;6;24;9;14;4;23;22;27240
22;27240;25;21;30;11;20;32;10;16;31;1;26;17;7;19;27;15;8;28;2;22;18;5;3;12;13;29;6;24;9;14;4;23
25;21;30;11;20;23;10;16;31;1;26;17;7;19;27;15;8;28;2;22;18;5;3;12;13;29;6;24;9;14;4;32;22;26580
22;26580;25;21;30;11;20;23;10;16;31;1;26;17;7;19;27;15;8;28;2;22;18;5;3;12;13;29;6;24;9;14;4;32
