"X1";"X260";"X54";"X31";"X27";"X63";"X61";"X14";"X26";"X5";"X30";"X19";"X33";"X10";"X34";"X13";"X41";"X64";"X11";"X49";"X12";"X37";"X1.1";"X18";"X62";"X8";"X23";"X16";"X40";"X32";"X58";"X51";"X4";"X50";"X48";"X36";"X24";"X28";"X42";"X46";"X3";"X21";"X25";"X45";"X17";"X53";"X22";"X29";"X56";"X57";"X55";"X15";"X52";"X47";"X2";"X39";"X35";"X7";"X38";"X43";"X59";"X60";"X20";"X9";"X44";"X6"
15;268;21;1;22;37;56;17;33;29;58;51;6;35;63;30;20;43;26;31;44;40;19;38;10;7;32;64;5;23;9;52;11;47;46;42;49;25;48;15;45;28;54;14;59;24;57;50;12;3;39;53;60;41;62;18;16;55;8;61;34;36;4;13;27;2
21;1;22;37;56;17;33;29;58;51;6;35;63;30;20;43;26;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;49;25;48;15;45;28;54;14;59;24;57;50;12;3;39;53;60;41;62;18;16;55;8;61;34;36;4;13;27;2;15;280
15;280;21;1;22;37;56;17;33;29;58;51;6;35;63;30;20;43;26;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;49;25;48;15;45;28;54;14;59;24;57;50;12;3;39;53;60;41;62;18;16;55;8;61;34;36;4;13;27;2
21;1;22;37;56;17;33;29;58;35;6;51;63;30;20;43;26;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;49;25;48;15;45;28;54;14;59;24;57;50;12;3;39;53;60;41;62;18;16;55;8;61;34;36;4;13;27;2;15;284
15;284;21;1;22;37;56;17;33;29;58;35;6;51;63;30;20;43;26;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;49;25;48;15;45;28;54;14;59;24;57;50;12;3;39;53;60;41;62;18;16;55;8;61;34;36;4;13;27;2
21;1;22;37;56;17;33;29;58;35;6;51;63;30;20;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;28;54;14;59;24;57;50;12;3;39;53;60;41;62;18;16;55;8;61;34;36;4;13;27;2;15;286
15;286;21;1;22;37;56;17;33;29;58;35;6;51;63;30;20;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;28;54;14;59;24;57;50;12;3;39;53;60;41;62;18;16;55;8;61;34;36;4;13;27;2
21;1;22;37;56;17;33;29;58;35;6;51;63;30;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;28;54;14;59;24;57;50;12;3;39;53;60;41;62;18;16;55;8;61;34;36;20;13;27;2;15;292
15;292;21;1;22;37;56;17;33;29;58;35;6;51;63;30;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;28;54;14;59;24;57;50;12;3;39;53;60;41;62;18;16;55;8;61;34;36;20;13;27;2
21;1;22;37;56;17;33;29;58;35;6;51;63;30;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;28;27;14;59;24;57;50;12;3;39;53;60;41;62;18;16;55;8;61;34;36;20;13;54;2;15;292
15;292;21;1;22;37;56;17;33;29;58;35;6;51;63;30;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;28;27;14;59;24;57;50;12;3;39;53;60;41;62;18;16;55;8;61;34;36;20;13;54;2
21;1;22;37;56;17;33;29;58;35;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;30;27;14;59;24;57;50;12;3;39;53;60;41;62;18;16;55;8;61;34;36;20;13;54;2;15;292
15;292;21;1;22;37;56;17;33;29;58;35;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;30;27;14;59;24;57;50;12;3;39;53;60;41;62;18;16;55;8;61;34;36;20;13;54;2
21;1;22;37;56;17;33;29;58;54;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;30;27;14;59;24;57;50;12;3;39;53;60;41;62;18;16;55;8;61;34;36;20;13;35;2;15;284
15;284;21;1;22;37;56;17;33;29;58;54;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;30;27;14;59;24;57;50;12;3;39;53;60;41;62;18;16;55;8;61;34;36;20;13;35;2
21;1;22;37;56;17;33;29;58;54;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;57;27;14;59;24;30;50;12;3;39;53;60;41;62;18;16;55;8;61;34;36;20;13;35;2;15;284
16;284;21;1;22;37;56;17;33;29;58;54;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;57;27;14;59;24;30;50;12;3;39;53;60;41;62;18;16;55;8;61;34;36;20;13;35;2
21;1;22;37;56;17;33;29;58;54;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;57;27;14;59;24;30;50;12;3;39;53;60;41;62;18;55;16;8;61;34;36;20;13;35;2;16;284
16;284;21;1;22;37;56;17;33;29;58;54;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;57;27;14;59;24;30;50;12;3;39;53;60;41;62;18;55;16;8;61;34;36;20;13;35;2
21;1;22;37;56;17;33;29;58;54;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;57;27;14;59;24;30;50;12;3;39;53;60;41;62;18;55;16;8;61;36;34;20;13;35;2;16;284
16;284;21;1;22;37;56;17;33;29;58;54;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;57;27;14;59;24;30;50;12;3;39;53;60;41;62;18;55;16;8;61;36;34;20;13;35;2
21;41;22;37;56;17;33;29;58;54;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;57;27;14;59;24;30;50;12;3;39;53;60;1;62;18;55;16;8;61;36;34;20;13;35;2;16;284
16;284;21;41;22;37;56;17;33;29;58;54;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;46;42;26;25;48;15;45;57;27;14;59;24;30;50;12;3;39;53;60;1;62;18;55;16;8;61;36;34;20;13;35;2
21;41;22;37;46;17;33;29;58;54;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;12;3;39;53;60;1;62;18;55;16;8;61;36;34;20;13;35;2;16;286
16;286;21;41;22;37;46;17;33;29;58;54;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;12;3;39;53;60;1;62;18;55;16;8;61;36;34;20;13;35;2
21;41;22;37;46;17;33;29;58;54;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;60;1;62;18;55;16;8;61;36;34;20;12;35;2;16;286
16;286;21;41;22;37;46;17;33;29;58;54;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;60;1;62;18;55;16;8;61;36;34;20;12;35;2
21;41;22;37;46;17;33;29;58;54;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;8;61;36;34;20;12;35;2;16;286
16;286;21;41;22;37;46;17;33;29;58;54;6;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;8;61;36;34;20;12;35;2
21;41;22;37;46;17;33;29;58;54;8;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;34;20;12;35;2;16;286
16;286;21;41;22;37;46;17;33;29;58;54;8;51;63;28;4;43;49;31;47;40;19;38;10;7;32;64;5;23;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;34;20;12;35;2
21;41;22;37;46;17;33;29;58;54;8;51;63;28;4;43;49;2;47;40;19;38;10;7;32;64;5;23;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;34;20;12;35;31;16;286
16;286;21;41;22;37;46;17;33;29;58;54;8;51;63;28;4;43;49;2;47;40;19;38;10;7;32;64;5;23;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;34;20;12;35;31
47;41;22;37;46;17;33;29;58;54;8;51;63;28;4;43;49;2;21;40;19;38;10;7;32;64;5;23;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;34;20;12;35;31;16;266
16;266;47;41;22;37;46;17;33;29;58;54;8;51;63;28;4;43;49;2;21;40;19;38;10;7;32;64;5;23;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;34;20;12;35;31
47;41;32;37;46;17;33;29;58;54;8;51;63;28;4;43;49;2;21;40;19;38;10;7;22;64;5;23;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;34;20;12;35;31;16;266
16;266;47;41;32;37;46;17;33;29;58;54;8;51;63;28;4;43;49;2;21;40;19;38;10;7;22;64;5;23;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;34;20;12;35;31
47;41;34;37;46;17;33;29;58;54;8;51;63;28;4;43;49;2;21;40;19;38;10;7;22;64;5;23;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;32;20;12;35;31;16;264
16;264;47;41;34;37;46;17;33;29;58;54;8;51;63;28;4;43;49;2;21;40;19;38;10;7;22;64;5;23;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;32;20;12;35;31
47;41;34;37;46;17;33;29;58;54;8;51;63;28;4;43;49;23;21;40;19;38;10;7;22;64;5;2;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;32;20;12;35;31;16;260
16;260;47;41;34;37;46;17;33;29;58;54;8;51;63;28;4;43;49;23;21;40;19;38;10;7;22;64;5;2;9;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;32;20;12;35;31
47;41;34;37;46;17;33;29;58;54;8;51;63;28;4;43;49;23;9;40;19;38;10;7;22;64;5;2;21;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;32;20;12;35;31;16;276
16;276;47;41;34;37;46;17;33;29;58;54;8;51;63;28;4;43;49;23;9;40;19;38;10;7;22;64;5;2;21;52;11;44;56;42;26;25;48;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;32;20;12;35;31
47;41;34;48;46;17;33;29;58;54;8;51;63;28;4;43;49;23;9;40;19;38;10;7;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;32;20;12;35;31;16;268
16;268;47;41;34;48;46;17;33;29;58;54;8;51;63;28;4;43;49;23;9;40;19;38;10;7;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;32;20;12;35;31
47;41;34;48;46;17;33;29;58;54;8;51;63;28;4;43;49;23;9;3;19;38;10;7;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;59;24;30;50;13;40;39;53;1;60;62;18;55;16;6;61;36;32;20;12;35;31;16;278
16;268;47;41;34;48;46;17;33;29;58;54;8;51;63;28;4;43;49;23;9;40;19;38;10;7;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;32;20;12;35;31
47;41;34;48;46;54;33;29;58;17;8;51;63;28;4;43;49;23;9;40;19;38;10;7;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;32;20;12;35;31;16;280
16;280;47;41;34;48;46;54;33;29;58;17;8;51;63;28;4;43;49;23;9;40;19;38;10;7;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;59;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;32;20;12;35;31
47;41;34;48;46;54;33;29;58;17;8;51;63;28;4;43;49;23;9;40;19;38;10;59;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;32;20;12;35;31;16;280
16;280;47;41;34;48;46;54;33;29;58;17;8;51;63;28;4;43;49;23;9;40;19;38;10;59;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;32;20;12;35;31
47;41;20;48;46;54;33;29;58;17;8;51;63;28;4;43;49;23;9;40;19;38;10;59;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;32;34;12;35;31;16;278
16;278;47;41;20;48;46;54;33;29;58;17;8;51;63;28;4;43;49;23;9;40;19;38;10;59;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;32;34;12;35;31
47;41;29;48;46;54;33;20;58;17;8;51;63;28;4;43;49;23;9;40;19;38;10;59;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;32;34;12;35;31;16;270
16;270;47;41;29;48;46;54;33;20;58;17;8;51;63;28;4;43;49;23;9;40;19;38;10;59;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;60;62;18;55;16;6;61;36;32;34;12;35;31
47;41;29;48;46;54;33;60;58;17;8;51;63;28;4;43;49;23;9;40;19;38;10;59;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;20;62;18;55;16;6;61;36;32;34;12;35;31;16;286
17;286;47;41;29;48;46;54;33;60;58;17;8;51;63;28;4;43;49;23;9;40;19;38;10;59;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;20;62;18;55;16;6;61;36;32;34;12;35;31
47;41;29;58;46;54;33;60;48;17;8;51;63;28;4;43;49;23;9;40;19;38;10;59;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;20;62;18;55;16;6;61;36;32;34;12;35;31;17;286
17;286;47;41;29;58;46;54;33;60;48;17;8;51;63;28;4;43;49;23;9;40;19;38;10;59;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;20;62;18;55;16;6;61;36;32;34;12;35;31
47;41;29;58;46;54;33;60;48;17;8;51;63;28;4;43;49;23;9;40;38;19;10;59;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;20;62;18;55;16;6;61;36;32;34;12;35;31;17;280
17;280;47;41;29;58;46;54;33;60;48;17;8;51;63;28;4;43;49;23;9;40;38;19;10;59;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;20;62;18;55;16;6;61;36;32;34;12;35;31
47;41;29;58;46;54;33;60;48;17;8;51;36;28;4;43;49;23;9;40;38;19;10;59;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;20;62;18;55;16;6;61;63;32;34;12;35;31;17;280
17;280;47;41;29;58;46;54;33;60;48;17;8;51;36;28;4;43;49;23;9;40;38;19;10;59;22;64;5;2;21;52;11;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;20;62;18;55;16;6;61;63;32;34;12;35;31
47;41;29;58;46;54;33;60;48;17;8;51;36;28;4;43;49;23;9;40;38;19;10;59;22;64;5;2;21;52;62;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;20;11;18;55;16;6;61;63;32;34;12;35;31;17;280
17;280;47;41;29;58;46;54;33;60;48;17;8;51;36;28;4;43;49;23;9;40;38;19;10;59;22;64;5;2;21;52;62;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;20;11;18;55;16;6;61;63;32;34;12;35;31
47;41;5;58;46;54;33;60;48;17;8;51;36;28;4;43;49;23;9;40;38;19;10;59;22;64;29;2;21;52;62;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;20;11;18;55;16;6;61;63;32;34;12;35;31;17;284
17;284;47;41;5;58;46;54;33;60;48;17;8;51;36;28;4;43;49;23;9;40;38;19;10;59;22;64;29;2;21;52;62;44;56;42;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;20;11;18;55;16;6;61;63;32;34;12;35;31
47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;43;49;23;9;40;38;19;10;59;22;64;29;2;21;52;62;44;56;60;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;20;11;18;55;16;6;61;63;32;34;12;35;31;17;284
17;284;47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;43;49;23;9;40;38;19;10;59;22;64;29;2;21;52;62;44;56;60;26;25;37;15;45;57;27;14;7;24;30;50;13;3;39;53;1;20;11;18;55;16;6;61;63;32;34;12;35;31
47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;43;49;23;9;40;38;19;10;59;22;64;29;2;21;52;62;44;56;60;26;25;37;15;45;57;27;14;12;24;30;50;13;3;39;53;1;20;11;18;55;16;6;61;63;32;34;7;35;31;17;284
17;284;47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;43;49;23;9;40;38;19;10;59;22;64;29;2;21;52;62;44;56;60;26;25;37;15;45;57;27;14;12;24;30;50;13;3;39;53;1;20;11;18;55;16;6;61;63;32;34;7;35;31
47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;43;49;23;9;40;38;19;10;59;22;64;29;2;21;52;62;44;56;60;26;7;37;15;45;57;27;14;12;24;30;50;13;3;39;53;1;20;11;18;55;16;6;61;63;32;34;25;35;31;17;284
17;284;47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;43;49;23;9;40;38;19;10;59;22;64;29;2;21;52;62;44;56;60;26;7;37;15;45;57;27;14;12;24;30;50;13;3;39;53;1;20;11;18;55;16;6;61;63;32;34;25;35;31
47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;23;9;40;38;19;10;59;22;64;29;2;21;52;62;44;56;60;26;7;37;15;45;57;27;14;12;24;30;50;13;3;39;53;1;20;11;18;43;16;6;61;63;32;34;25;35;31;17;284
17;284;47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;23;9;40;38;19;10;59;22;64;29;2;21;52;62;44;56;60;26;7;37;15;45;57;27;14;12;24;30;50;13;3;39;53;1;20;11;18;43;16;6;61;63;32;34;25;35;31
47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;23;9;40;38;19;10;59;22;64;35;2;21;52;62;44;56;60;26;7;37;15;45;57;27;14;12;24;30;50;13;3;39;53;1;20;11;18;43;16;6;61;63;32;34;25;29;31;17;284
17;284;47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;23;9;40;38;19;10;59;22;64;35;2;21;52;62;44;56;60;26;7;37;15;45;57;27;14;12;24;30;50;13;3;39;53;1;20;11;18;43;16;6;61;63;32;34;25;29;31
47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;23;9;40;38;19;10;59;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;30;50;13;3;39;15;1;20;11;18;43;16;6;61;63;32;34;25;29;31;17;284
17;284;47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;23;9;40;38;19;10;59;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;30;50;13;3;39;15;1;20;11;18;43;16;6;61;63;32;34;25;29;31
47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;20;9;40;38;19;10;59;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;30;50;13;3;39;15;1;23;11;18;43;16;6;61;63;32;34;25;29;31;17;284
17;284;47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;20;9;40;38;19;10;59;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;30;50;13;3;39;15;1;23;11;18;43;16;6;61;63;32;34;25;29;31
47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;20;9;40;38;19;10;59;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;30;13;50;3;39;15;1;23;11;18;43;16;6;61;63;32;34;25;29;31;17;296
17;296;47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;20;9;40;38;19;10;59;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;30;13;50;3;39;15;1;23;11;18;43;16;6;61;63;32;34;25;29;31
47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;25;9;40;38;19;10;59;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;30;13;50;3;39;15;1;23;11;18;43;16;6;61;63;32;34;20;29;31;17;296
17;296;47;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;25;9;40;38;19;10;59;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;30;13;50;3;39;15;1;23;11;18;43;16;6;61;63;32;34;20;29;31
63;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;25;9;40;38;19;10;59;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;30;13;50;3;39;15;1;23;11;18;43;16;6;61;47;32;34;20;29;31;17;296
17;296;63;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;25;9;40;38;19;10;59;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;30;13;50;3;39;15;1;23;11;18;43;16;6;61;47;32;34;20;29;31
63;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;25;9;40;38;19;10;30;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;59;13;50;3;39;15;1;23;11;18;43;16;6;61;47;32;34;20;29;31;17;296
17;296;63;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;25;9;40;38;19;10;30;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;59;13;50;3;39;15;1;23;11;18;43;16;6;61;47;32;34;20;29;31
63;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;25;9;40;38;19;10;30;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;59;61;50;3;39;15;1;23;11;18;43;16;6;13;47;32;34;20;29;31;17;300
17;300;63;41;5;58;46;54;33;42;48;17;8;51;36;28;4;55;49;25;9;40;38;19;10;30;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;59;61;50;3;39;15;1;23;11;18;43;16;6;13;47;32;34;20;29;31
63;41;5;58;46;54;33;8;48;17;42;51;36;28;4;55;49;25;9;40;38;19;10;30;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;59;61;50;3;39;15;1;23;11;18;43;16;6;13;47;32;34;20;29;31;17;300
17;300;63;41;5;58;46;54;33;8;48;17;42;51;36;28;4;55;49;25;9;40;38;19;10;30;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;59;61;50;3;39;15;1;23;11;18;43;16;6;13;47;32;34;20;29;31
63;41;5;58;46;54;55;8;48;17;42;51;36;28;4;33;49;25;9;40;38;19;10;30;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;59;61;50;3;39;15;1;23;11;18;43;16;6;13;47;32;34;20;29;31;17;300
17;300;63;41;5;58;46;54;55;8;48;17;42;51;36;28;4;33;49;25;9;40;38;19;10;30;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;59;61;50;3;39;15;1;23;11;18;43;16;6;13;47;32;34;20;29;31
63;41;5;58;46;23;55;8;48;17;42;51;36;28;4;33;49;25;9;40;38;19;10;30;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;59;61;50;3;39;15;1;54;11;18;43;16;6;13;47;32;34;20;29;31;17;300
18;300;63;41;5;58;46;23;55;8;48;17;42;51;36;28;4;33;49;25;9;40;38;19;10;30;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;59;61;50;3;39;15;1;54;11;18;43;16;6;13;47;32;34;20;29;31
63;41;5;58;46;23;55;8;48;17;42;51;36;28;4;33;49;25;9;40;38;19;10;30;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;59;61;50;3;39;15;1;18;11;54;43;16;6;13;47;32;34;20;29;31;18;300
18;300;63;41;5;58;46;23;55;8;48;17;42;51;36;28;4;33;49;25;9;40;38;19;10;30;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;59;61;50;3;39;15;1;18;11;54;43;16;6;13;47;32;34;20;29;31
63;41;5;58;46;23;55;8;48;17;42;51;36;28;4;33;49;25;9;40;38;19;10;30;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;59;61;6;3;39;15;1;18;11;54;43;16;50;13;47;32;34;20;29;31;18;300
18;300;63;41;5;58;46;23;55;8;48;17;42;51;36;28;4;33;49;25;9;40;38;19;10;30;22;64;35;2;21;52;62;44;56;60;26;7;37;53;45;57;27;14;12;24;59;61;6;3;39;15;1;18;11;54;43;16;50;13;47;32;34;20;29;31
63;41;5;58;46;23;55;8;48;17;42;51;36;28;4;33;49;25;9;40;38;19;10;30;22;64;35;2;21;52;62;44;56;60;26;7;43;53;45;57;27;14;12;24;59;61;6;3;39;15;1;18;11;54;37;16;50;13;47;32;34;20;29;31;18;300
18;300;63;41;5;58;46;23;55;8;48;17;42;51;36;28;4;33;49;25;9;40;38;19;10;30;22;64;35;2;21;52;62;44;56;60;26;7;43;53;45;57;27;14;12;24;59;61;6;3;39;15;1;18;11;54;37;16;50;13;47;32;34;20;29;31
63;41;5;58;8;23;55;46;48;17;42;51;36;28;4;33;49;25;9;40;38;19;10;30;22;64;35;2;21;52;62;44;56;60;26;7;43;53;45;57;27;14;12;24;59;61;6;3;39;15;1;18;11;54;37;16;50;13;47;32;34;20;29;31;18;304
