"X1";"X26142";"X2";"X20";"X26";"X28";"X4";"X31";"X7";"X15";"X19";"X24";"X8";"X13";"X11";"X5";"X17";"X16";"X22";"X10";"X21";"X12";"X3";"X27";"X18";"X29";"X25";"X30";"X32";"X14";"X1.1";"X6";"X9";"X23"
3;25;16;31;13;10;22;11;18;28;26;23;1;27;20;24;2;12;32;30;17;9;7;8;6;29;19;4;15;5;14;21;14;28182
14;28182;3;25;16;31;13;10;22;11;18;28;26;23;1;27;20;24;2;12;32;30;17;9;7;8;6;29;19;4;15;5;14;21
3;25;16;31;13;10;22;11;18;28;21;23;1;27;20;24;2;12;32;30;17;9;7;8;6;29;19;4;15;5;14;26;14;28222
14;28222;3;25;16;31;13;10;22;11;18;28;21;23;1;27;20;24;2;12;32;30;17;9;7;8;6;29;19;4;15;5;14;26
3;25;16;31;13;10;22;11;18;28;21;23;1;27;20;24;2;12;5;30;17;9;7;8;6;29;19;4;15;32;14;26;14;28146
14;28146;3;25;16;31;13;10;22;11;18;28;21;23;1;27;20;24;2;12;5;30;17;9;7;8;6;29;19;4;15;32;14;26
5;25;16;31;13;10;22;11;18;28;21;23;1;27;20;24;2;12;3;30;17;9;7;8;6;29;19;4;15;32;14;26;14;27626
14;27626;5;25;16;31;13;10;22;11;18;28;21;23;1;27;20;24;2;12;3;30;17;9;7;8;6;29;19;4;15;32;14;26
5;25;31;16;13;10;22;11;18;28;21;23;1;27;20;24;2;12;3;30;17;9;7;8;6;29;19;4;15;32;14;26;14;27810
14;27810;5;25;31;16;13;10;22;11;18;28;21;23;1;27;20;24;2;12;3;30;17;9;7;8;6;29;19;4;15;32;14;26
1;25;31;16;13;10;22;11;18;28;21;23;5;27;20;24;2;12;3;30;17;9;7;8;6;29;19;4;15;32;14;26;14;28090
14;28090;1;25;31;16;13;10;22;11;18;28;21;23;5;27;20;24;2;12;3;30;17;9;7;8;6;29;19;4;15;32;14;26
1;25;31;16;13;10;22;11;18;28;21;23;5;27;20;30;2;12;3;24;17;9;7;8;6;29;19;4;15;32;14;26;14;28010
14;28010;1;25;31;16;13;10;22;11;18;28;21;23;5;27;20;30;2;12;3;24;17;9;7;8;6;29;19;4;15;32;14;26
1;25;31;16;13;10;22;11;24;28;21;23;5;27;20;30;2;12;3;18;17;9;7;8;6;29;19;4;15;32;14;26;14;28390
14;28390;1;25;31;16;13;10;22;11;24;28;21;23;5;27;20;30;2;12;3;18;17;9;7;8;6;29;19;4;15;32;14;26
1;25;31;16;13;10;22;11;24;28;21;23;5;27;20;30;2;12;3;18;17;8;7;9;6;29;19;4;15;32;14;26;14;28350
15;28350;1;25;31;16;13;10;22;11;24;28;21;23;5;27;20;30;2;12;3;18;17;8;7;9;6;29;19;4;15;32;14;26
1;25;31;16;13;11;22;10;24;28;21;23;5;27;20;30;2;12;3;18;17;8;7;9;6;29;19;4;15;32;14;26;15;28210
15;28210;1;25;31;16;13;11;22;10;24;28;21;23;5;27;20;30;2;12;3;18;17;8;7;9;6;29;19;4;15;32;14;26
1;25;31;16;13;6;22;10;24;28;21;23;5;27;20;30;2;12;3;18;17;8;7;9;11;29;19;4;15;32;14;26;15;27930
15;27930;1;25;31;16;13;6;22;10;24;28;21;23;5;27;20;30;2;12;3;18;17;8;7;9;11;29;19;4;15;32;14;26
1;25;31;16;13;5;22;10;24;28;21;23;6;27;20;30;2;12;3;18;17;8;7;9;11;29;19;4;15;32;14;26;15;27590
15;27590;1;25;31;16;13;5;22;10;24;28;21;23;6;27;20;30;2;12;3;18;17;8;7;9;11;29;19;4;15;32;14;26
1;25;31;16;13;5;22;10;24;28;21;23;6;27;20;30;2;12;3;15;17;8;7;9;11;29;19;4;18;32;14;26;15;27448
15;27448;1;25;31;16;13;5;22;10;24;28;21;23;6;27;20;30;2;12;3;15;17;8;7;9;11;29;19;4;18;32;14;26
1;25;2;16;13;5;22;10;24;28;21;23;6;27;20;30;31;12;3;15;17;8;7;9;11;29;19;4;18;32;14;26;15;27746
15;27746;1;25;2;16;13;5;22;10;24;28;21;23;6;27;20;30;31;12;3;15;17;8;7;9;11;29;19;4;18;32;14;26
1;25;2;16;13;5;22;10;24;28;21;23;6;27;20;30;31;29;3;15;17;8;7;9;11;12;19;4;18;32;14;26;15;27692
15;27692;1;25;2;16;13;5;22;10;24;28;21;23;6;27;20;30;31;29;3;15;17;8;7;9;11;12;19;4;18;32;14;26
1;25;2;16;13;5;22;10;24;3;21;23;6;27;20;30;31;29;28;15;17;8;7;9;11;12;19;4;18;32;14;26;15;27442
15;27442;1;25;2;16;13;5;22;10;24;3;21;23;6;27;20;30;31;29;28;15;17;8;7;9;11;12;19;4;18;32;14;26
1;7;2;16;13;5;22;10;24;3;21;23;6;27;20;30;31;29;28;15;17;8;25;9;11;12;19;4;18;32;14;26;15;27286
15;27286;1;7;2;16;13;5;22;10;24;3;21;23;6;27;20;30;31;29;28;15;17;8;25;9;11;12;19;4;18;32;14;26
1;7;2;16;13;5;22;10;24;3;21;23;6;27;20;30;28;29;31;15;17;8;25;9;11;12;19;4;18;32;14;26;15;27406
15;27406;1;7;2;16;13;5;22;10;24;3;21;23;6;27;20;30;28;29;31;15;17;8;25;9;11;12;19;4;18;32;14;26
1;7;2;16;13;5;22;10;24;3;21;23;6;27;20;30;28;29;31;15;17;8;26;9;11;12;19;4;18;32;14;25;15;27266
15;27266;1;7;2;16;13;5;22;10;24;3;21;23;6;27;20;30;28;29;31;15;17;8;26;9;11;12;19;4;18;32;14;25
1;7;2;16;13;5;22;10;24;3;6;23;21;27;20;30;28;29;31;15;17;8;26;9;11;12;19;4;18;32;14;25;15;26626
15;26626;1;7;2;16;13;5;22;10;24;3;6;23;21;27;20;30;28;29;31;15;17;8;26;9;11;12;19;4;18;32;14;25
1;7;2;16;13;5;22;10;24;3;6;23;21;27;11;30;28;29;31;15;17;8;26;9;20;12;19;4;18;32;14;25;15;26128
15;26128;1;7;2;16;13;5;22;10;24;3;6;23;21;27;11;30;28;29;31;15;17;8;26;9;20;12;19;4;18;32;14;25
1;7;2;16;13;5;22;10;24;3;6;23;21;27;11;30;28;29;25;15;17;8;26;9;20;12;19;4;18;32;14;31;15;26088
15;26088;1;7;2;16;13;5;22;10;24;3;6;23;21;27;11;30;28;29;25;15;17;8;26;9;20;12;19;4;18;32;14;31
25;7;2;16;13;5;22;10;24;3;6;23;21;27;11;30;28;29;1;15;17;8;26;9;20;12;19;4;18;32;14;31;15;25828
15;25828;25;7;2;16;13;5;22;10;24;3;6;23;21;27;11;30;28;29;1;15;17;8;26;9;20;12;19;4;18;32;14;31
25;7;2;27;13;5;22;10;24;3;6;23;21;16;11;30;28;29;1;15;17;8;26;9;20;12;19;4;18;32;14;31;15;25706
15;25706;25;7;2;27;13;5;22;10;24;3;6;23;21;16;11;30;28;29;1;15;17;8;26;9;20;12;19;4;18;32;14;31
25;7;2;27;13;5;22;10;17;3;6;23;21;16;11;30;28;29;1;15;24;8;26;9;20;12;19;4;18;32;14;31;15;25946
15;25946;25;7;2;27;13;5;22;10;17;3;6;23;21;16;11;30;28;29;1;15;24;8;26;9;20;12;19;4;18;32;14;31
25;7;2;27;13;5;22;10;17;29;6;23;21;16;11;30;28;3;1;15;24;8;26;9;20;12;19;4;18;32;14;31;15;25958
15;25958;25;7;2;27;13;5;22;10;17;29;6;23;21;16;11;30;28;3;1;15;24;8;26;9;20;12;19;4;18;32;14;31
25;7;2;27;13;5;22;10;17;29;6;23;21;16;11;30;28;3;1;15;24;8;26;9;20;12;19;4;18;14;32;31;15;25934
15;25934;25;7;2;27;13;5;22;10;17;29;6;23;21;16;11;30;28;3;1;15;24;8;26;9;20;12;19;4;18;14;32;31
25;7;2;27;8;5;22;10;17;29;6;23;21;16;11;30;28;3;1;15;24;13;26;9;20;12;19;4;18;14;32;31;15;25774
15;25774;25;7;2;27;8;5;22;10;17;29;6;23;21;16;11;30;28;3;1;15;24;13;26;9;20;12;19;4;18;14;32;31
25;7;2;27;8;12;22;10;17;29;6;23;21;16;11;30;28;3;1;15;24;13;26;9;20;5;19;4;18;14;32;31;15;26174
16;26174;25;7;2;27;8;12;22;10;17;29;6;23;21;16;11;30;28;3;1;15;24;13;26;9;20;5;19;4;18;14;32;31
25;7;2;27;8;12;22;10;17;29;6;23;21;16;11;30;26;3;1;15;24;13;28;9;20;5;19;4;18;14;32;31;16;25574
16;25574;25;7;2;27;8;12;22;10;17;29;6;23;21;16;11;30;26;3;1;15;24;13;28;9;20;5;19;4;18;14;32;31
25;7;2;27;8;12;22;10;17;29;6;23;21;16;11;30;26;3;1;15;24;13;20;9;28;5;19;4;18;14;32;31;16;25574
16;25574;25;7;2;27;8;12;22;10;17;29;6;23;21;16;11;30;26;3;1;15;24;13;20;9;28;5;19;4;18;14;32;31
25;7;2;27;8;12;22;18;17;29;6;23;21;16;11;30;26;3;1;15;24;13;20;9;28;5;19;4;10;14;32;31;16;25640
16;25640;25;7;2;27;8;12;22;18;17;29;6;23;21;16;11;30;26;3;1;15;24;13;20;9;28;5;19;4;10;14;32;31
25;7;2;27;8;4;22;18;17;29;6;23;21;16;11;30;26;3;1;15;24;13;20;9;28;5;19;12;10;14;32;31;16;25920
16;25920;25;7;2;27;8;4;22;18;17;29;6;23;21;16;11;30;26;3;1;15;24;13;20;9;28;5;19;12;10;14;32;31
25;7;2;27;8;4;22;18;17;29;6;23;21;16;11;12;26;3;1;15;24;13;20;9;28;5;19;30;10;14;32;31;16;25364
16;25364;25;7;2;27;8;4;22;18;17;29;6;23;21;16;11;12;26;3;1;15;24;13;20;9;28;5;19;30;10;14;32;31
25;7;32;27;8;4;22;18;17;29;6;23;21;16;11;12;26;3;1;15;24;13;20;9;28;5;19;30;10;14;2;31;16;25970
16;25970;25;7;32;27;8;4;22;18;17;29;6;23;21;16;11;12;26;3;1;15;24;13;20;9;28;5;19;30;10;14;2;31
25;7;32;27;8;4;22;18;17;29;6;23;21;16;11;1;26;3;12;15;24;13;20;9;28;5;19;30;10;14;2;31;16;25970
16;25970;25;7;32;27;8;4;22;18;17;29;6;23;21;16;11;1;26;3;12;15;24;13;20;9;28;5;19;30;10;14;2;31
25;7;32;27;8;21;22;18;17;29;6;23;4;16;11;1;26;3;12;15;24;13;20;9;28;5;19;30;10;14;2;31;16;26516
16;26516;25;7;32;27;8;21;22;18;17;29;6;23;4;16;11;1;26;3;12;15;24;13;20;9;28;5;19;30;10;14;2;31
25;7;32;27;8;21;5;18;17;29;6;23;4;16;11;1;26;3;12;15;24;13;20;9;28;22;19;30;10;14;2;31;16;26750
16;26750;25;7;32;27;8;21;5;18;17;29;6;23;4;16;11;1;26;3;12;15;24;13;20;9;28;22;19;30;10;14;2;31
25;7;32;27;8;21;5;18;17;29;6;23;4;16;11;1;26;3;19;15;24;13;20;9;28;22;12;30;10;14;2;31;16;26938
16;26938;25;7;32;27;8;21;5;18;17;29;6;23;4;16;11;1;26;3;19;15;24;13;20;9;28;22;12;30;10;14;2;31
25;7;32;27;8;3;5;18;17;29;6;23;4;16;11;1;26;21;19;15;24;13;20;9;28;22;12;30;10;14;2;31;16;27242
16;27242;25;7;32;27;8;3;5;18;17;29;6;23;4;16;11;1;26;21;19;15;24;13;20;9;28;22;12;30;10;14;2;31
25;7;31;27;8;3;5;18;17;29;6;23;4;16;11;1;26;21;19;15;24;13;20;9;28;22;12;30;10;14;2;32;16;26742
16;26742;25;7;31;27;8;3;5;18;17;29;6;23;4;16;11;1;26;21;19;15;24;13;20;9;28;22;12;30;10;14;2;32
25;7;31;27;8;3;5;18;17;29;1;23;4;16;11;6;26;21;19;15;24;13;20;9;28;22;12;30;10;14;2;32;16;26702
16;26702;25;7;31;27;8;3;5;18;17;29;1;23;4;16;11;6;26;21;19;15;24;13;20;9;28;22;12;30;10;14;2;32
9;7;31;27;8;3;5;18;17;29;1;23;4;16;11;6;26;21;19;15;24;13;20;25;28;22;12;30;10;14;2;32;16;26886
16;26886;9;7;31;27;8;3;5;18;17;29;1;23;4;16;11;6;26;21;19;15;24;13;20;25;28;22;12;30;10;14;2;32
9;7;31;27;8;3;5;18;17;29;1;23;4;16;11;6;26;21;32;15;24;13;20;25;28;22;12;30;10;14;2;19;16;26886
16;26886;9;7;31;27;8;3;5;18;17;29;1;23;4;16;11;6;26;21;32;15;24;13;20;25;28;22;12;30;10;14;2;19
9;7;31;27;8;3;5;18;2;29;1;23;4;16;11;6;26;21;32;15;24;13;20;25;28;22;12;30;10;14;17;19;16;26228
16;26228;9;7;31;27;8;3;5;18;2;29;1;23;4;16;11;6;26;21;32;15;24;13;20;25;28;22;12;30;10;14;17;19
9;7;31;27;8;3;5;18;2;17;1;23;4;16;11;6;26;21;32;15;24;13;20;25;28;22;12;30;10;14;29;19;16;26408
16;26408;9;7;31;27;8;3;5;18;2;17;1;23;4;16;11;6;26;21;32;15;24;13;20;25;28;22;12;30;10;14;29;19
9;7;31;27;8;3;5;18;2;17;23;1;4;16;11;6;26;21;32;15;24;13;20;25;28;22;12;30;10;14;29;19;16;26364
16;26364;9;7;31;27;8;3;5;18;2;17;23;1;4;16;11;6;26;21;32;15;24;13;20;25;28;22;12;30;10;14;29;19
9;7;31;27;8;3;5;18;28;17;23;1;4;16;11;6;26;21;32;15;24;13;20;25;2;22;12;30;10;14;29;19;16;27422
16;27422;9;7;31;27;8;3;5;18;28;17;23;1;4;16;11;6;26;21;32;15;24;13;20;25;2;22;12;30;10;14;29;19
9;7;31;27;8;3;5;18;28;17;23;1;11;16;4;6;26;21;32;15;24;13;20;25;2;22;12;30;10;14;29;19;16;27282
17;27282;9;7;31;27;8;3;5;18;28;17;23;1;11;16;4;6;26;21;32;15;24;13;20;25;2;22;12;30;10;14;29;19
9;7;31;27;8;3;5;11;28;17;23;1;18;16;4;6;26;21;32;15;24;13;20;25;2;22;12;30;10;14;29;19;17;26958
17;26958;9;7;31;27;8;3;5;11;28;17;23;1;18;16;4;6;26;21;32;15;24;13;20;25;2;22;12;30;10;14;29;19
9;7;31;27;8;3;5;11;28;17;23;1;18;26;4;6;16;21;32;15;24;13;20;25;2;22;12;30;10;14;29;19;17;26702
17;26702;9;7;31;27;8;3;5;11;28;17;23;1;18;26;4;6;16;21;32;15;24;13;20;25;2;22;12;30;10;14;29;19
9;29;31;27;8;3;5;11;28;17;23;1;18;26;4;6;16;21;32;15;24;13;20;25;2;22;12;30;10;14;7;19;17;28300
17;28300;9;29;31;27;8;3;5;11;28;17;23;1;18;26;4;6;16;21;32;15;24;13;20;25;2;22;12;30;10;14;7;19
9;29;31;27;8;3;5;11;28;21;23;1;18;26;4;6;16;17;32;15;24;13;20;25;2;22;12;30;10;14;7;19;17;28460
17;28460;9;29;31;27;8;3;5;11;28;21;23;1;18;26;4;6;16;17;32;15;24;13;20;25;2;22;12;30;10;14;7;19
9;29;31;27;8;3;5;11;28;21;23;1;18;26;2;6;16;17;32;15;24;13;20;25;4;22;12;30;10;14;7;19;17;28500
17;28500;9;29;31;27;8;3;5;11;28;21;23;1;18;26;2;6;16;17;32;15;24;13;20;25;4;22;12;30;10;14;7;19
9;29;31;19;8;3;5;11;28;21;23;1;18;26;2;6;16;17;32;15;24;13;20;25;4;22;12;30;10;14;7;27;17;28780
17;28780;9;29;31;19;8;3;5;11;28;21;23;1;18;26;2;6;16;17;32;15;24;13;20;25;4;22;12;30;10;14;7;27
9;29;31;19;8;3;5;11;28;2;23;1;18;26;21;6;16;17;32;15;24;13;20;25;4;22;12;30;10;14;7;27;17;28796
17;28796;9;29;31;19;8;3;5;11;28;2;23;1;18;26;21;6;16;17;32;15;24;13;20;25;4;22;12;30;10;14;7;27
9;29;31;11;8;3;5;19;28;2;23;1;18;26;21;6;16;17;32;15;24;13;20;25;4;22;12;30;10;14;7;27;17;29354
17;29354;9;29;31;11;8;3;5;19;28;2;23;1;18;26;21;6;16;17;32;15;24;13;20;25;4;22;12;30;10;14;7;27
10;29;31;11;8;3;5;19;28;2;23;1;18;26;21;6;16;17;32;15;24;13;20;25;4;22;12;30;9;14;7;27;17;29134
17;29134;10;29;31;11;8;3;5;19;28;2;23;1;18;26;21;6;16;17;32;15;24;13;20;25;4;22;12;30;9;14;7;27
10;29;31;11;8;3;5;19;28;2;23;12;18;26;21;6;16;17;32;15;24;13;20;25;4;22;1;30;9;14;7;27;17;28494
17;28494;10;29;31;11;8;3;5;19;28;2;23;12;18;26;21;6;16;17;32;15;24;13;20;25;4;22;1;30;9;14;7;27
10;29;31;11;25;3;5;19;28;2;23;12;18;26;21;6;16;17;32;15;24;13;20;8;4;22;1;30;9;14;7;27;17;28476
17;28476;10;29;31;11;25;3;5;19;28;2;23;12;18;26;21;6;16;17;32;15;24;13;20;8;4;22;1;30;9;14;7;27
28;29;31;11;25;3;5;19;10;2;23;12;18;26;21;6;16;17;32;15;24;13;20;8;4;22;1;30;9;14;7;27;17;28166
17;28166;28;29;31;11;25;3;5;19;10;2;23;12;18;26;21;6;16;17;32;15;24;13;20;8;4;22;1;30;9;14;7;27
28;29;31;11;25;3;5;21;10;2;23;12;18;26;19;6;16;17;32;15;24;13;20;8;4;22;1;30;9;14;7;27;17;28026
17;28026;28;29;31;11;25;3;5;21;10;2;23;12;18;26;19;6;16;17;32;15;24;13;20;8;4;22;1;30;9;14;7;27
28;29;18;11;25;3;5;21;10;2;23;12;31;26;19;6;16;17;32;15;24;13;20;8;4;22;1;30;9;14;7;27;17;27946
17;27946;28;29;18;11;25;3;5;21;10;2;23;12;31;26;19;6;16;17;32;15;24;13;20;8;4;22;1;30;9;14;7;27
28;29;18;11;25;3;5;2;10;21;23;12;31;26;19;6;16;17;32;15;24;13;20;8;4;22;1;30;9;14;7;27;17;27680
17;27680;28;29;18;11;25;3;5;2;10;21;23;12;31;26;19;6;16;17;32;15;24;13;20;8;4;22;1;30;9;14;7;27
28;29;18;11;25;3;5;2;10;21;23;12;31;4;19;6;16;17;32;15;24;13;20;8;26;22;1;30;9;14;7;27;17;28236
17;28236;28;29;18;11;25;3;5;2;10;21;23;12;31;4;19;6;16;17;32;15;24;13;20;8;26;22;1;30;9;14;7;27
28;29;18;11;25;3;5;2;10;21;23;12;31;14;19;6;16;17;32;15;24;13;20;8;26;22;1;30;9;4;7;27;17;27996
17;27996;28;29;18;11;25;3;5;2;10;21;23;12;31;14;19;6;16;17;32;15;24;13;20;8;26;22;1;30;9;4;7;27
28;29;18;11;25;3;5;2;10;21;23;12;31;14;19;6;16;17;32;15;24;13;20;8;26;7;1;30;9;4;22;27;17;28404
17;28404;28;29;18;11;25;3;5;2;10;21;23;12;31;14;19;6;16;17;32;15;24;13;20;8;26;7;1;30;9;4;22;27
28;29;18;11;25;3;12;2;10;21;23;5;31;14;19;6;16;17;32;15;24;13;20;8;26;7;1;30;9;4;22;27;17;28404
17;28404;28;29;18;11;25;3;12;2;10;21;23;5;31;14;19;6;16;17;32;15;24;13;20;8;26;7;1;30;9;4;22;27
28;29;27;11;25;3;12;2;10;21;23;5;31;14;19;6;16;17;32;15;24;13;20;8;26;7;1;30;9;4;22;18;17;27824
18;27824;28;29;27;11;25;3;12;2;10;21;23;5;31;14;19;6;16;17;32;15;24;13;20;8;26;7;1;30;9;4;22;18
28;29;27;11;25;3;12;2;10;21;23;5;26;14;19;6;16;17;32;15;24;13;20;8;31;7;1;30;9;4;22;18;18;27704
18;27704;28;29;27;11;25;3;12;2;10;21;23;5;26;14;19;6;16;17;32;15;24;13;20;8;31;7;1;30;9;4;22;18
28;29;27;11;25;3;12;2;10;21;23;5;26;14;19;6;16;17;32;15;24;13;20;8;30;7;1;31;9;4;22;18;18;27904
18;27704;28;29;27;11;25;3;12;2;10;21;23;5;26;14;19;6;16;17;32;15;24;13;20;8;31;7;1;30;9;4;22;18
28;29;27;13;25;3;12;2;10;21;23;5;26;14;19;6;16;17;32;15;24;11;20;8;31;7;1;30;9;4;22;18;18;28344
18;28344;28;29;27;13;25;3;12;2;10;21;23;5;26;14;19;6;16;17;32;15;24;11;20;8;31;7;1;30;9;4;22;18
28;29;27;13;25;3;12;2;10;21;23;22;26;14;19;6;16;17;32;15;24;11;20;8;31;7;1;30;9;4;5;18;18;27800
18;27800;28;29;27;13;25;3;12;2;10;21;23;22;26;14;19;6;16;17;32;15;24;11;20;8;31;7;1;30;9;4;5;18
28;29;27;13;18;3;12;2;10;21;23;22;26;14;19;6;16;17;32;15;24;11;20;8;31;7;1;30;9;4;5;25;18;27740
18;27740;28;29;27;13;18;3;12;2;10;21;23;22;26;14;19;6;16;17;32;15;24;11;20;8;31;7;1;30;9;4;5;25
28;29;27;13;18;3;12;2;10;21;30;22;26;14;19;6;16;17;32;15;24;11;20;8;31;7;1;23;9;4;5;25;18;27900
18;27900;28;29;27;13;18;3;12;2;10;21;30;22;26;14;19;6;16;17;32;15;24;11;20;8;31;7;1;23;9;4;5;25
28;29;27;13;18;3;12;2;10;20;30;22;26;14;19;6;16;17;32;15;24;11;21;8;31;7;1;23;9;4;5;25;18;27340
18;27340;28;29;27;13;18;3;12;2;10;20;30;22;26;14;19;6;16;17;32;15;24;11;21;8;31;7;1;23;9;4;5;25
28;29;27;13;20;3;12;2;10;18;30;22;26;14;19;6;16;17;32;15;24;11;21;8;31;7;1;23;9;4;5;25;18;27580
18;27580;28;29;27;13;20;3;12;2;10;18;30;22;26;14;19;6;16;17;32;15;24;11;21;8;31;7;1;23;9;4;5;25
28;29;27;13;20;3;12;2;10;18;30;6;26;14;19;22;16;17;32;15;24;11;21;8;31;7;1;23;9;4;5;25;18;27764
18;27764;28;29;27;13;20;3;12;2;10;18;30;6;26;14;19;22;16;17;32;15;24;11;21;8;31;7;1;23;9;4;5;25
28;19;27;13;20;3;12;2;10;18;30;6;26;14;29;22;16;17;32;15;24;11;21;8;31;7;1;23;9;4;5;25;18;27404
18;27404;28;19;27;13;20;3;12;2;10;18;30;6;26;14;29;22;16;17;32;15;24;11;21;8;31;7;1;23;9;4;5;25
28;19;27;25;20;3;12;2;10;18;30;6;26;14;29;22;16;17;32;15;24;11;21;8;31;7;1;23;9;4;5;13;18;27058
18;27058;28;19;27;25;20;3;12;2;10;18;30;6;26;14;29;22;16;17;32;15;24;11;21;8;31;7;1;23;9;4;5;13
28;19;27;25;20;3;12;2;10;18;30;6;26;14;29;22;23;17;32;15;24;11;21;8;31;7;1;16;9;4;5;13;18;25954
18;25954;28;19;27;25;20;3;12;2;10;18;30;6;26;14;29;22;23;17;32;15;24;11;21;8;31;7;1;16;9;4;5;13
28;19;27;25;15;3;12;2;10;18;30;6;26;14;29;22;23;17;32;20;24;11;21;8;31;7;1;16;9;4;5;13;18;26288
18;26288;28;19;27;25;15;3;12;2;10;18;30;6;26;14;29;22;23;17;32;20;24;11;21;8;31;7;1;16;9;4;5;13
28;19;27;25;24;3;12;2;10;18;30;6;26;14;29;22;23;17;32;20;15;11;21;8;31;7;1;16;9;4;5;13;18;25588
18;25588;28;19;27;25;24;3;12;2;10;18;30;6;26;14;29;22;23;17;32;20;15;11;21;8;31;7;1;16;9;4;5;13
28;19;27;25;24;3;12;2;10;18;30;6;26;14;29;13;23;17;32;20;15;11;21;8;31;7;1;16;9;4;5;22;18;27512
18;27512;28;19;27;25;24;3;12;2;10;18;30;6;26;14;29;13;23;17;32;20;15;11;21;8;31;7;1;16;9;4;5;22
28;19;27;25;24;3;12;6;10;18;30;2;26;14;29;13;23;17;32;20;15;11;21;8;31;7;1;16;9;4;5;22;18;27592
18;27592;28;19;27;25;24;3;12;6;10;18;30;2;26;14;29;13;23;17;32;20;15;11;21;8;31;7;1;16;9;4;5;22
28;19;27;25;24;3;12;6;10;18;30;2;26;14;29;13;5;17;32;20;15;11;21;8;31;7;1;16;9;4;23;22;18;28268
18;28268;28;19;27;25;24;3;12;6;10;18;30;2;26;14;29;13;5;17;32;20;15;11;21;8;31;7;1;16;9;4;23;22
28;19;27;25;24;3;12;6;10;18;30;2;26;14;29;13;5;17;32;22;15;11;21;8;31;7;1;16;9;4;23;20;18;27708
18;27708;28;19;27;25;24;3;12;6;10;18;30;2;26;14;29;13;5;17;32;22;15;11;21;8;31;7;1;16;9;4;23;20
28;19;27;25;24;3;12;6;10;18;30;15;26;14;29;13;5;17;32;22;2;11;21;8;31;7;1;16;9;4;23;20;18;27708
18;27708;28;19;27;25;24;3;12;6;10;18;30;15;26;14;29;13;5;17;32;22;2;11;21;8;31;7;1;16;9;4;23;20
28;20;27;25;24;3;12;6;10;18;30;15;26;14;29;13;5;17;32;22;2;11;21;8;31;7;1;16;9;4;23;19;18;28088
19;28088;28;20;27;25;24;3;12;6;10;18;30;15;26;14;29;13;5;17;32;22;2;11;21;8;31;7;1;16;9;4;23;19
28;20;27;25;24;3;12;6;10;18;2;15;26;14;29;13;5;17;32;22;30;11;21;8;31;7;1;16;9;4;23;19;19;28302
19;28302;28;20;27;25;24;3;12;6;10;18;2;15;26;14;29;13;5;17;32;22;30;11;21;8;31;7;1;16;9;4;23;19
28;20;27;25;15;3;12;6;10;18;2;24;26;14;29;13;5;17;32;22;30;11;21;8;31;7;1;16;9;4;23;19;19;28172
19;28172;28;20;27;25;15;3;12;6;10;18;2;24;26;14;29;13;5;17;32;22;30;11;21;8;31;7;1;16;9;4;23;19
28;20;27;19;15;3;12;6;10;18;2;24;26;14;29;13;5;17;32;22;30;11;21;8;31;7;1;16;9;4;23;25;19;28332
19;28332;28;20;27;19;15;3;12;6;10;18;2;24;26;14;29;13;5;17;32;22;30;11;21;8;31;7;1;16;9;4;23;25
28;20;27;19;15;3;12;6;10;18;2;24;26;14;29;13;5;17;32;22;30;11;21;23;31;7;1;16;9;4;8;25;19;28172
19;28172;28;20;27;19;15;3;12;6;10;18;2;24;26;14;29;13;5;17;32;22;30;11;21;23;31;7;1;16;9;4;8;25
28;20;27;26;15;3;12;6;10;18;2;24;19;14;29;13;5;17;32;22;30;11;21;23;31;7;1;16;9;4;8;25;19;28592
19;28592;28;20;27;26;15;3;12;6;10;18;2;24;19;14;29;13;5;17;32;22;30;11;21;23;31;7;1;16;9;4;8;25
28;20;27;26;30;3;12;6;10;18;2;24;19;14;29;13;5;17;32;22;15;11;21;23;31;7;1;16;9;4;8;25;19;28632
19;28632;28;20;27;26;30;3;12;6;10;18;2;24;19;14;29;13;5;17;32;22;15;11;21;23;31;7;1;16;9;4;8;25
28;20;27;26;30;3;23;6;10;18;2;24;19;14;29;13;5;17;32;22;15;11;21;12;31;7;1;16;9;4;8;25;19;27998
19;27998;28;20;27;26;30;3;23;6;10;18;2;24;19;14;29;13;5;17;32;22;15;11;21;12;31;7;1;16;9;4;8;25
28;20;27;26;30;11;23;6;10;18;2;24;19;14;29;13;5;17;32;22;15;3;21;12;31;7;1;16;9;4;8;25;19;27798
19;27798;28;20;27;26;30;11;23;6;10;18;2;24;19;14;29;13;5;17;32;22;15;3;21;12;31;7;1;16;9;4;8;25
28;20;27;26;30;13;23;6;10;18;2;24;19;14;29;11;5;17;32;22;15;3;21;12;31;7;1;16;9;4;8;25;19;27538
19;27538;28;20;27;26;30;13;23;6;10;18;2;24;19;14;29;11;5;17;32;22;15;3;21;12;31;7;1;16;9;4;8;25
28;20;27;26;30;13;23;21;10;18;2;24;19;14;29;11;5;17;32;22;15;3;6;12;31;7;1;16;9;4;8;25;19;27436
19;27436;28;20;27;26;30;13;23;21;10;18;2;24;19;14;29;11;5;17;32;22;15;3;6;12;31;7;1;16;9;4;8;25
28;20;27;26;30;13;23;21;10;18;2;24;19;14;29;11;5;17;32;22;15;3;6;12;31;7;1;16;25;4;8;9;19;27758
19;27758;28;20;27;26;30;13;23;21;10;18;2;24;19;14;29;11;5;17;32;22;15;3;6;12;31;7;1;16;25;4;8;9
