"X1";"X270";"X33";"X41";"X9";"X38";"X58";"X50";"X22";"X27";"X29";"X54";"X2";"X15";"X11";"X37";"X48";"X30";"X23";"X14";"X6";"X7";"X61";"X49";"X8";"X17";"X28";"X3";"X36";"X55";"X62";"X57";"X24";"X47";"X64";"X25";"X51";"X19";"X52";"X45";"X44";"X63";"X42";"X39";"X21";"X1.1";"X16";"X31";"X13";"X56";"X59";"X60";"X10";"X4";"X5";"X20";"X32";"X18";"X35";"X53";"X26";"X46";"X34";"X43";"X40";"X12"
36;260;2;16;10;58;29;39;57;38;11;28;40;44;63;17;19;61;8;4;34;64;15;48;30;6;25;37;43;46;20;18;3;26;47;42;55;1;32;27;59;13;36;54;22;9;23;7;49;51;53;35;21;5;14;31;12;41;45;33;62;52;56;60;50;24
2;16;10;58;13;39;57;38;11;28;40;44;63;17;19;61;8;4;34;64;15;48;30;6;25;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;22;9;23;7;49;51;53;35;21;5;14;31;12;41;45;33;62;52;56;60;50;24;36;260
36;260;2;16;10;58;13;39;57;38;11;28;40;44;63;17;19;61;8;4;34;64;15;48;30;6;25;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;22;9;23;7;49;51;53;35;21;5;14;31;12;41;45;33;62;52;56;60;50;24
2;16;10;58;13;25;57;38;11;28;40;44;63;17;19;61;8;4;34;64;15;48;30;6;39;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;22;9;23;7;49;51;53;35;21;5;14;31;12;41;45;33;62;52;56;60;50;24;36;268
36;268;2;16;10;58;13;25;57;38;11;28;40;44;63;17;19;61;8;4;34;64;15;48;30;6;39;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;22;9;23;7;49;51;53;35;21;5;14;31;12;41;45;33;62;52;56;60;50;24
2;16;10;58;13;25;57;38;11;28;40;44;63;17;19;61;8;4;34;64;15;48;30;6;39;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;22;9;23;7;49;51;53;35;21;5;14;12;31;41;45;33;62;52;56;60;50;24;36;268
36;268;2;16;10;58;13;25;57;38;11;28;40;44;63;17;19;61;8;4;34;64;15;48;30;6;39;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;22;9;23;7;49;51;53;35;21;5;14;12;31;41;45;33;62;52;56;60;50;24
2;16;10;58;13;25;57;38;11;34;40;44;63;17;19;61;8;4;28;64;15;48;30;6;39;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;22;9;23;7;49;51;53;35;21;5;14;12;31;41;45;33;62;52;56;60;50;24;36;272
36;272;2;16;10;58;13;25;57;38;11;34;40;44;63;17;19;61;8;4;28;64;15;48;30;6;39;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;22;9;23;7;49;51;53;35;21;5;14;12;31;41;45;33;62;52;56;60;50;24
2;16;10;58;13;25;57;38;11;34;40;44;63;17;19;61;8;4;28;64;15;48;30;6;39;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;22;9;51;7;49;23;53;35;21;5;14;12;31;41;45;33;62;52;56;60;50;24;36;272
36;272;2;16;10;58;13;25;57;38;11;34;40;44;63;17;19;61;8;4;28;64;15;48;30;6;39;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;22;9;51;7;49;23;53;35;21;5;14;12;31;41;45;33;62;52;56;60;50;24
2;16;10;58;13;25;57;38;11;34;40;44;63;17;19;61;8;4;28;64;15;7;30;6;39;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;22;9;51;48;49;23;53;35;21;5;14;12;31;41;45;33;62;52;56;60;50;24;36;274
36;274;2;16;10;58;13;25;57;38;11;34;40;44;63;17;19;61;8;4;28;64;15;7;30;6;39;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;22;9;51;48;49;23;53;35;21;5;14;12;31;41;45;33;62;52;56;60;50;24
2;16;10;58;13;25;57;38;11;34;40;44;63;17;19;61;8;4;28;64;15;7;30;6;39;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;22;9;51;35;49;23;53;48;21;5;14;12;31;41;45;33;62;52;56;60;50;24;36;270
36;270;2;16;10;58;13;25;57;38;11;34;40;44;63;17;19;61;8;4;28;64;15;7;30;6;39;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;22;9;51;35;49;23;53;48;21;5;14;12;31;41;45;33;62;52;56;60;50;24
2;16;10;58;13;25;57;22;11;34;40;44;63;17;19;61;8;4;28;64;15;7;30;6;39;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;38;9;51;35;49;23;53;48;21;5;14;12;31;41;45;33;62;52;56;60;50;24;36;262
36;262;2;16;10;58;13;25;57;22;11;34;40;44;63;17;19;61;8;4;28;64;15;7;30;6;39;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;38;9;51;35;49;23;53;48;21;5;14;12;31;41;45;33;62;52;56;60;50;24
14;16;10;58;13;25;57;22;11;34;40;44;63;17;19;61;8;4;28;64;15;7;30;6;39;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;38;9;51;35;49;23;53;48;21;5;2;12;31;41;45;33;62;52;56;60;50;24;36;262
37;262;14;16;10;58;13;25;57;22;11;34;40;44;63;17;19;61;8;4;28;64;15;7;30;6;39;37;43;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;38;9;51;35;49;23;53;48;21;5;2;12;31;41;45;33;62;52;56;60;50;24
14;16;10;58;13;25;57;22;11;34;40;44;63;17;19;61;8;43;28;64;15;7;30;6;39;37;4;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;38;9;51;35;49;23;53;48;21;5;2;12;31;41;45;33;62;52;56;60;50;24;37;282
37;282;14;16;10;58;13;25;57;22;11;34;40;44;63;17;19;61;8;43;28;64;15;7;30;6;39;37;4;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;38;9;51;35;49;23;53;48;21;5;2;12;31;41;45;33;62;52;56;60;50;24
14;16;10;58;13;25;56;22;11;34;40;44;63;17;19;61;8;43;28;64;15;7;30;6;39;37;4;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;38;9;51;35;49;23;53;48;21;5;2;12;31;41;45;33;62;52;57;60;50;24;37;282
37;282;14;16;10;58;13;25;56;22;11;34;40;44;63;17;19;61;8;43;28;64;15;7;30;6;39;37;4;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;38;9;51;35;49;23;53;48;21;5;2;12;31;41;45;33;62;52;57;60;50;24
14;16;10;58;38;25;56;22;11;34;40;44;63;17;19;61;8;43;28;64;15;7;30;6;39;37;4;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;13;9;51;35;49;23;53;48;21;5;2;12;31;41;45;33;62;52;57;60;50;24;37;282
37;282;14;16;10;58;38;25;56;22;11;34;40;44;63;17;19;61;8;43;28;64;15;7;30;6;39;37;4;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;13;9;51;35;49;23;53;48;21;5;2;12;31;41;45;33;62;52;57;60;50;24
14;16;10;58;38;25;56;22;11;34;40;44;63;17;19;61;8;43;28;64;15;7;30;6;39;37;4;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;13;9;51;35;49;23;53;48;21;5;2;12;31;41;45;62;33;52;57;60;50;24;37;282
37;282;14;16;10;58;38;25;56;22;11;34;40;44;63;17;19;61;8;43;28;64;15;7;30;6;39;37;4;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;13;9;51;35;49;23;53;48;21;5;2;12;31;41;45;62;33;52;57;60;50;24
14;16;10;58;38;25;56;22;11;34;40;44;63;17;19;61;8;43;28;64;15;7;30;6;39;37;4;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;31;9;51;35;49;23;53;48;21;5;2;12;13;41;45;62;33;52;57;60;50;24;37;282
37;282;14;16;10;58;38;25;56;22;11;34;40;44;63;17;19;61;8;43;28;64;15;7;30;6;39;37;4;46;20;18;3;26;47;42;55;1;32;27;59;29;36;54;31;9;51;35;49;23;53;48;21;5;2;12;13;41;45;62;33;52;57;60;50;24
14;16;10;59;38;25;56;22;11;34;40;44;63;17;19;61;8;43;28;64;15;7;30;6;39;37;4;46;20;18;3;26;47;42;55;1;32;27;58;29;36;54;31;9;51;35;49;23;53;48;21;5;2;12;13;41;45;62;33;52;57;60;50;24;37;286
37;286;14;16;10;59;38;25;56;22;11;34;40;44;63;17;19;61;8;43;28;64;15;7;30;6;39;37;4;46;20;18;3;26;47;42;55;1;32;27;58;29;36;54;31;9;51;35;49;23;53;48;21;5;2;12;13;41;45;62;33;52;57;60;50;24
14;16;10;59;38;25;56;22;11;34;40;44;63;17;19;61;8;43;28;64;48;7;30;6;39;37;4;46;20;18;3;26;47;42;55;1;32;27;58;29;36;54;31;9;51;35;49;23;53;15;21;5;2;12;13;41;45;62;33;52;57;60;50;24;37;286
37;286;14;16;10;59;38;25;56;22;11;34;40;44;63;17;19;61;8;43;28;64;48;7;30;6;39;37;4;46;20;18;3;26;47;42;55;1;32;27;58;29;36;54;31;9;51;35;49;23;53;15;21;5;2;12;13;41;45;62;33;52;57;60;50;24
14;16;10;59;38;25;56;22;11;34;40;44;63;17;19;61;8;43;28;64;48;7;12;6;39;37;4;46;20;18;3;26;47;42;55;1;32;27;58;29;36;54;31;9;51;35;49;23;53;15;21;5;2;30;13;41;45;62;33;52;57;60;50;24;37;286
37;286;14;16;10;59;38;25;56;22;11;34;40;44;63;17;19;61;8;43;28;64;48;7;12;6;39;37;4;46;20;18;3;26;47;42;55;1;32;27;58;29;36;54;31;9;51;35;49;23;53;15;21;5;2;30;13;41;45;62;33;52;57;60;50;24
14;16;10;59;38;25;56;22;11;34;40;44;63;17;19;61;8;43;28;64;48;7;12;6;39;37;4;46;20;18;3;26;47;42;29;1;32;27;58;55;36;54;31;9;51;35;49;23;53;15;21;5;2;30;13;41;45;62;33;52;57;60;50;24;37;288
37;288;14;16;10;59;38;25;56;22;11;34;40;44;63;17;19;61;8;43;28;64;48;7;12;6;39;37;4;46;20;18;3;26;47;42;29;1;32;27;58;55;36;54;31;9;51;35;49;23;53;15;21;5;2;30;13;41;45;62;33;52;57;60;50;24
14;16;10;59;38;25;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;7;12;6;39;37;4;46;20;18;3;26;47;42;29;1;32;27;58;55;36;54;31;9;51;35;49;23;53;15;21;5;2;30;13;41;45;62;33;52;57;60;50;24;37;284
37;284;14;16;10;59;38;25;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;7;12;6;39;37;4;46;20;18;3;26;47;42;29;1;32;27;58;55;36;54;31;9;51;35;49;23;53;15;21;5;2;30;13;41;45;62;33;52;57;60;50;24
14;16;10;5;38;25;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;7;12;6;39;37;4;46;20;18;3;26;47;42;29;1;32;27;58;55;36;54;31;9;51;35;49;23;53;15;21;59;2;30;13;41;45;62;33;52;57;60;50;24;37;288
37;284;14;16;10;59;38;25;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;7;12;6;39;37;4;46;20;18;3;26;47;42;29;1;32;27;58;55;36;54;31;9;51;35;49;23;53;15;21;5;2;30;13;41;45;62;33;52;57;60;50;24
14;16;10;59;38;62;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;7;12;6;39;37;4;46;20;18;3;26;47;42;29;1;32;27;58;55;36;54;31;9;51;35;49;23;53;15;21;5;2;30;13;41;45;25;33;52;57;60;50;24;37;300
37;300;14;16;10;59;38;62;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;7;12;6;39;37;4;46;20;18;3;26;47;42;29;1;32;27;58;55;36;54;31;9;51;35;49;23;53;15;21;5;2;30;13;41;45;25;33;52;57;60;50;24
14;16;10;59;38;62;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;7;12;6;39;37;25;46;20;18;3;26;47;42;29;1;32;27;58;55;36;54;31;9;51;35;49;23;53;15;21;5;2;30;13;41;45;4;33;52;57;60;50;24;37;288
37;288;14;16;10;59;38;62;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;7;12;6;39;37;25;46;20;18;3;26;47;42;29;1;32;27;58;55;36;54;31;9;51;35;49;23;53;15;21;5;2;30;13;41;45;4;33;52;57;60;50;24
14;16;10;59;38;62;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;7;12;6;39;37;25;46;20;18;3;26;47;42;29;58;32;27;1;55;36;54;31;9;51;35;49;23;53;15;21;5;2;30;13;41;45;4;33;52;57;60;50;24;37;288
37;288;14;16;10;59;38;62;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;7;12;6;39;37;25;46;20;18;3;26;47;42;29;58;32;27;1;55;36;54;31;9;51;35;49;23;53;15;21;5;2;30;13;41;45;4;33;52;57;60;50;24
14;16;10;59;38;62;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;7;12;6;39;37;25;46;20;18;3;26;47;42;29;58;32;27;1;15;36;54;31;9;51;35;49;23;53;55;21;5;2;30;13;41;45;4;33;52;57;60;50;24;37;288
37;288;14;16;10;59;38;62;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;7;12;6;39;37;25;46;20;18;3;26;47;42;29;58;32;27;1;15;36;54;31;9;51;35;49;23;53;55;21;5;2;30;13;41;45;4;33;52;57;60;50;24
14;16;10;59;38;62;56;22;8;34;40;44;63;17;19;61;11;43;15;64;48;7;12;6;39;37;25;46;20;18;3;26;47;42;29;58;32;27;1;28;36;54;31;9;51;35;49;23;53;55;21;5;2;30;13;41;45;4;33;52;57;60;50;24;37;292
37;288;14;16;10;59;38;62;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;7;12;6;39;37;25;46;20;18;3;26;47;42;29;58;32;27;1;15;36;54;31;9;51;35;49;23;53;55;21;5;2;30;13;41;45;4;33;52;57;60;50;24
14;16;10;59;38;62;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;26;12;6;39;37;25;46;20;18;3;7;47;42;29;58;32;27;1;15;36;54;31;9;51;35;49;23;53;55;21;5;2;30;13;41;45;4;33;52;57;60;50;24;37;288
37;288;14;16;10;59;38;62;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;26;12;6;39;37;25;46;20;18;3;7;47;42;29;58;32;27;1;15;36;54;31;9;51;35;49;23;53;55;21;5;2;30;13;41;45;4;33;52;57;60;50;24
14;16;10;59;38;62;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;26;12;6;39;37;25;46;20;18;3;7;47;42;1;58;32;27;29;15;36;54;31;9;51;35;49;23;53;55;21;5;2;30;13;41;45;4;33;52;57;60;50;24;37;284
37;284;14;16;10;59;38;62;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;26;12;6;39;37;25;46;20;18;3;7;47;42;1;58;32;27;29;15;36;54;31;9;51;35;49;23;53;55;21;5;2;30;13;41;45;4;33;52;57;60;50;24
14;16;10;59;38;62;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;26;12;6;39;37;25;46;20;18;3;7;47;42;1;58;30;27;29;15;36;54;31;9;51;35;49;23;53;55;21;5;2;32;13;41;45;4;33;52;57;60;50;24;37;284
37;284;14;16;10;59;38;62;56;22;8;34;40;44;63;17;19;61;11;43;28;64;48;26;12;6;39;37;25;46;20;18;3;7;47;42;1;58;30;27;29;15;36;54;31;9;51;35;49;23;53;55;21;5;2;32;13;41;45;4;33;52;57;60;50;24
14;16;10;59;38;62;56;22;8;34;40;44;63;15;19;61;11;43;28;64;48;26;12;6;39;37;25;46;20;18;3;7;47;42;1;58;30;27;29;17;36;54;31;9;51;35;49;23;53;55;21;5;2;32;13;41;45;4;33;52;57;60;50;24;37;296
38;296;14;16;10;59;38;62;56;22;8;34;40;44;63;15;19;61;11;43;28;64;48;26;12;6;39;37;25;46;20;18;3;7;47;42;1;58;30;27;29;17;36;54;31;9;51;35;49;23;53;55;21;5;2;32;13;41;45;4;33;52;57;60;50;24
14;16;10;59;38;62;56;22;8;34;40;44;63;15;19;61;11;43;28;64;48;26;4;6;39;37;25;46;20;18;3;7;47;42;1;58;30;27;29;17;36;54;31;9;51;35;49;23;53;55;21;5;2;32;13;41;45;12;33;52;57;60;50;24;38;296
38;296;14;16;10;59;38;62;56;22;8;34;40;44;63;15;19;61;11;43;28;64;48;26;4;6;39;37;25;46;20;18;3;7;47;42;1;58;30;27;29;17;36;54;31;9;51;35;49;23;53;55;21;5;2;32;13;41;45;12;33;52;57;60;50;24
14;16;10;59;38;62;56;22;8;34;40;44;63;15;19;61;11;43;28;64;48;26;4;6;39;37;25;46;20;18;3;7;47;42;1;36;30;27;29;17;58;54;31;9;51;35;49;23;53;55;21;5;2;32;13;41;45;12;33;52;57;60;50;24;38;296
38;296;14;16;10;59;38;62;56;22;8;34;40;44;63;15;19;61;11;43;28;64;48;26;4;6;39;37;25;46;20;18;3;7;47;42;1;36;30;27;29;17;58;54;31;9;51;35;49;23;53;55;21;5;2;32;13;41;45;12;33;52;57;60;50;24
14;16;10;59;38;62;56;22;8;34;40;44;63;15;19;61;11;43;28;64;48;26;4;6;39;37;25;46;20;18;3;7;47;42;45;36;30;27;29;17;58;54;31;9;51;35;49;23;53;55;21;5;2;32;13;41;1;12;33;52;57;60;50;24;38;290
38;290;14;16;10;59;38;62;56;22;8;34;40;44;63;15;19;61;11;43;28;64;48;26;4;6;39;37;25;46;20;18;3;7;47;42;45;36;30;27;29;17;58;54;31;9;51;35;49;23;53;55;21;5;2;32;13;41;1;12;33;52;57;60;50;24
14;16;10;59;38;62;15;22;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;6;39;37;25;46;20;18;3;7;47;42;45;36;30;27;29;17;58;54;31;9;51;35;49;23;53;55;21;5;2;32;13;41;1;12;33;52;57;60;50;24;38;290
38;290;14;16;10;59;38;62;15;22;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;6;39;37;25;46;20;18;3;7;47;42;45;36;30;27;29;17;58;54;31;9;51;35;49;23;53;55;21;5;2;32;13;41;1;12;33;52;57;60;50;24
14;16;10;59;38;62;15;22;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;39;6;37;25;46;20;18;3;7;47;42;45;36;30;27;29;17;58;54;31;9;51;35;49;23;53;55;21;5;2;32;13;41;1;12;33;52;57;60;50;24;38;290
38;290;14;16;10;59;38;62;15;22;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;39;6;37;25;46;20;18;3;7;47;42;45;36;30;27;29;17;58;54;31;9;51;35;49;23;53;55;21;5;2;32;13;41;1;12;33;52;57;60;50;24
14;16;10;59;38;62;15;22;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;39;31;37;25;46;20;18;3;7;47;42;45;36;30;27;29;17;58;54;6;9;51;35;49;23;53;55;21;5;2;32;13;41;1;12;33;52;57;60;50;24;38;290
38;290;14;16;10;59;38;62;15;22;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;39;31;37;25;46;20;18;3;7;47;42;45;36;30;27;29;17;58;54;6;9;51;35;49;23;53;55;21;5;2;32;13;41;1;12;33;52;57;60;50;24
14;16;10;59;38;62;15;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;39;31;37;25;46;20;18;3;7;47;42;45;36;30;27;29;17;58;54;6;9;51;35;49;23;53;55;21;5;2;32;13;41;1;12;33;22;57;60;50;24;38;282
38;282;14;16;10;59;38;62;15;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;39;31;37;25;46;20;18;3;7;47;42;45;36;30;27;29;17;58;54;6;9;51;35;49;23;53;55;21;5;2;32;13;41;1;12;33;22;57;60;50;24
14;16;10;59;38;62;15;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;39;31;37;25;46;20;33;3;7;47;42;45;36;30;27;29;17;58;54;6;9;51;35;49;23;53;55;21;5;2;32;13;41;1;12;18;22;57;60;50;24;38;282
38;282;14;16;10;59;38;62;15;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;39;31;37;25;46;20;33;3;7;47;42;45;36;30;27;29;17;58;54;6;9;51;35;49;23;53;55;21;5;2;32;13;41;1;12;18;22;57;60;50;24
14;16;10;59;38;62;39;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;15;31;37;25;46;20;33;3;7;47;42;45;36;30;27;29;17;58;54;6;9;51;35;49;23;53;55;21;5;2;32;13;41;1;12;18;22;57;60;50;24;38;282
38;282;14;16;10;59;38;62;39;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;15;31;37;25;46;20;33;3;7;47;42;45;36;30;27;29;17;58;54;6;9;51;35;49;23;53;55;21;5;2;32;13;41;1;12;18;22;57;60;50;24
14;16;10;59;38;62;39;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;15;31;37;25;46;20;33;3;7;47;42;45;36;30;27;29;17;58;54;6;9;51;35;13;23;53;55;21;5;2;32;49;41;1;12;18;22;57;60;50;24;38;282
38;282;14;16;10;59;38;62;39;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;15;31;37;25;46;20;33;3;7;47;42;45;36;30;27;29;17;58;54;6;9;51;35;13;23;53;55;21;5;2;32;49;41;1;12;18;22;57;60;50;24
14;16;10;59;38;20;39;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;15;31;37;25;46;62;33;3;7;47;42;45;36;30;27;29;17;58;54;6;9;51;35;13;23;53;55;21;5;2;32;49;41;1;12;18;22;57;60;50;24;38;262
38;262;14;16;10;59;38;20;39;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;15;31;37;25;46;62;33;3;7;47;42;45;36;30;27;29;17;58;54;6;9;51;35;13;23;53;55;21;5;2;32;49;41;1;12;18;22;57;60;50;24
14;16;10;59;38;20;39;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;54;6;9;51;35;13;23;53;55;21;5;2;32;49;41;42;12;18;22;57;60;50;24;38;262
38;262;14;16;10;59;38;20;39;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;4;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;54;6;9;51;35;13;23;53;55;21;5;2;32;49;41;42;12;18;22;57;60;50;24
14;16;10;59;38;20;39;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;51;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;54;6;9;4;35;13;23;53;55;21;5;2;32;49;41;42;12;18;22;57;60;50;24;38;262
38;262;14;16;10;59;38;20;39;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;51;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;54;6;9;4;35;13;23;53;55;21;5;2;32;49;41;42;12;18;22;57;60;50;24
14;16;10;59;38;20;39;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;51;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;54;6;9;4;35;13;23;53;55;21;5;2;32;49;41;42;50;18;22;57;60;12;24;38;262
38;262;14;16;10;59;38;20;39;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;51;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;54;6;9;4;35;13;23;53;55;21;5;2;32;49;41;42;50;18;22;57;60;12;24
14;16;10;59;38;22;39;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;51;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;54;6;9;4;35;13;23;53;55;21;5;2;32;49;41;42;50;18;20;57;60;12;24;38;278
38;278;14;16;10;59;38;22;39;52;8;34;40;44;63;56;19;61;11;43;28;64;48;26;51;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;54;6;9;4;35;13;23;53;55;21;5;2;32;49;41;42;50;18;20;57;60;12;24
14;16;10;59;38;22;39;52;8;34;40;44;63;56;19;61;20;43;28;64;48;26;51;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;54;6;9;4;35;13;23;53;55;21;5;2;32;49;41;42;50;18;11;57;60;12;24;38;258
38;258;14;16;10;59;38;22;39;52;8;34;40;44;63;56;19;61;20;43;28;64;48;26;51;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;54;6;9;4;35;13;23;53;55;21;5;2;32;49;41;42;50;18;11;57;60;12;24
14;16;10;59;38;22;39;52;8;6;40;44;63;56;19;61;20;43;28;64;48;26;51;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;54;34;9;4;35;13;23;53;55;21;5;2;32;49;41;42;50;18;11;57;60;12;24;38;262
38;262;14;16;10;59;38;22;39;52;8;6;40;44;63;56;19;61;20;43;28;64;48;26;51;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;54;34;9;4;35;13;23;53;55;21;5;2;32;49;41;42;50;18;11;57;60;12;24
14;16;10;59;38;22;39;52;8;6;40;44;63;42;19;61;20;43;28;64;48;26;51;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;54;34;9;4;35;13;23;53;55;21;5;2;32;49;41;56;50;18;11;57;60;12;24;38;274
38;274;14;16;10;59;38;22;39;52;8;6;40;44;63;42;19;61;20;43;28;64;48;26;51;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;54;34;9;4;35;13;23;53;55;21;5;2;32;49;41;56;50;18;11;57;60;12;24
14;16;10;59;38;22;39;52;8;6;40;44;63;42;19;61;20;43;28;64;48;26;51;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;54;34;13;4;35;9;23;53;55;21;5;2;32;49;41;56;50;18;11;57;60;12;24;38;278
38;278;14;16;10;59;38;22;39;52;8;6;40;44;63;42;19;61;20;43;28;64;48;26;51;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;54;34;13;4;35;9;23;53;55;21;5;2;32;49;41;56;50;18;11;57;60;12;24
14;16;10;54;38;22;39;52;8;6;40;44;63;42;19;61;20;43;28;64;48;26;51;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;59;34;13;4;35;9;23;53;55;21;5;2;32;49;41;56;50;18;11;57;60;12;24;38;270
39;270;14;16;10;54;38;22;39;52;8;6;40;44;63;42;19;61;20;43;28;64;48;26;51;15;31;37;25;46;62;33;3;7;47;1;45;36;30;27;29;17;58;59;34;13;4;35;9;23;53;55;21;5;2;32;49;41;56;50;18;11;57;60;12;24
14;16;10;54;38;22;39;52;8;6;40;44;63;42;19;61;20;43;28;64;48;26;51;15;31;37;25;46;62;36;3;7;47;1;45;33;30;27;29;17;58;59;34;13;4;35;9;23;53;55;21;5;2;32;49;41;56;50;18;11;57;60;12;24;39;270
39;270;14;16;10;54;38;22;39;52;8;6;40;44;63;42;19;61;20;43;28;64;48;26;51;15;31;37;25;46;62;36;3;7;47;1;45;33;30;27;29;17;58;59;34;13;4;35;9;23;53;55;21;5;2;32;49;41;56;50;18;11;57;60;12;24
14;16;10;54;38;22;39;52;8;6;40;44;63;42;19;61;20;43;28;64;48;26;51;15;31;37;25;46;62;36;3;7;47;1;45;33;30;27;29;17;58;59;34;13;4;35;9;23;56;55;21;5;2;32;49;41;53;50;18;11;57;60;12;24;39;270
39;270;14;16;10;54;38;22;39;52;8;6;40;44;63;42;19;61;20;43;28;64;48;26;51;15;31;37;25;46;62;36;3;7;47;1;45;33;30;27;29;17;58;59;34;13;4;35;9;23;56;55;21;5;2;32;49;41;53;50;18;11;57;60;12;24
14;16;10;54;38;22;39;52;8;6;40;44;63;42;19;61;20;43;28;64;48;26;51;15;31;37;25;46;1;36;3;7;47;62;45;33;30;27;29;17;58;59;34;13;4;35;9;23;56;55;21;5;2;32;49;41;53;50;18;11;57;60;12;24;39;270
