"X1";"X290";"X17";"X56";"X22";"X16";"X49";"X48";"X57";"X6";"X43";"X19";"X63";"X64";"X54";"X41";"X9";"X11";"X52";"X12";"X55";"X53";"X60";"X46";"X62";"X36";"X47";"X21";"X4";"X14";"X51";"X27";"X32";"X29";"X44";"X38";"X13";"X33";"X18";"X34";"X20";"X31";"X2";"X1.1";"X5";"X39";"X7";"X24";"X8";"X25";"X10";"X40";"X59";"X50";"X23";"X45";"X35";"X15";"X28";"X30";"X58";"X37";"X26";"X61";"X42";"X3"
20;278;59;6;44;51;25;11;40;49;9;21;41;53;48;32;23;27;54;20;16;39;47;62;35;14;30;58;22;46;29;57;18;64;36;19;7;42;26;15;50;4;31;63;37;12;1;5;55;13;61;33;28;43;34;56;2;3;60;45;10;24;38;8;52;17
59;6;44;51;25;11;40;49;9;21;41;53;48;32;23;27;54;20;16;29;47;62;35;14;30;58;22;46;39;57;18;64;36;19;7;42;26;15;50;4;31;63;37;12;1;5;55;13;61;33;28;43;34;56;2;3;60;45;10;24;38;8;52;17;20;274
20;274;59;6;44;51;25;11;40;49;9;21;41;53;48;32;23;27;54;20;16;29;47;62;35;14;30;58;22;46;39;57;18;64;36;19;7;42;26;15;50;4;31;63;37;12;1;5;55;13;61;33;28;43;34;56;2;3;60;45;10;24;38;8;52;17
59;6;44;51;25;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;46;39;57;18;64;36;19;7;42;26;15;50;4;31;63;37;12;1;5;55;13;61;33;28;43;34;56;2;3;60;45;10;24;38;8;52;17;20;270
20;270;59;6;44;51;25;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;46;39;57;18;64;36;19;7;42;26;15;50;4;31;63;37;12;1;5;55;13;61;33;28;43;34;56;2;3;60;45;10;24;38;8;52;17
59;6;44;51;25;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;28;39;57;18;64;36;19;7;42;26;15;50;4;31;63;37;12;1;5;55;13;61;33;46;43;34;56;2;3;60;45;10;24;38;8;52;17;20;270
20;270;59;6;44;51;25;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;28;39;57;18;64;36;19;7;42;26;15;50;4;31;63;37;12;1;5;55;13;61;33;46;43;34;56;2;3;60;45;10;24;38;8;52;17
18;6;44;51;25;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;28;39;57;59;64;36;19;7;42;26;15;50;4;31;63;37;12;1;5;55;13;61;33;46;43;34;56;2;3;60;45;10;24;38;8;52;17;20;270
20;270;18;6;44;51;25;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;28;39;57;59;64;36;19;7;42;26;15;50;4;31;63;37;12;1;5;55;13;61;33;46;43;34;56;2;3;60;45;10;24;38;8;52;17
18;6;44;51;25;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;28;39;57;59;64;36;19;7;42;26;15;50;10;31;63;37;12;1;5;55;13;61;33;46;43;34;56;2;3;60;45;4;24;38;8;52;17;20;270
20;270;18;6;44;51;25;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;28;39;57;59;64;36;19;7;42;26;15;50;10;31;63;37;12;1;5;55;13;61;33;46;43;34;56;2;3;60;45;4;24;38;8;52;17
18;6;44;51;25;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;28;39;57;59;64;36;19;7;42;26;43;50;10;31;63;37;12;1;5;55;13;61;33;46;15;34;56;2;3;60;45;4;24;38;8;52;17;20;270
20;270;18;6;44;51;25;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;28;39;57;59;64;36;19;7;42;26;43;50;10;31;63;37;12;1;5;55;13;61;33;46;15;34;56;2;3;60;45;4;24;38;8;52;17
18;6;44;51;25;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;28;39;57;59;55;36;19;7;42;26;43;50;10;31;63;37;12;1;5;64;13;61;33;46;15;34;56;2;3;60;45;4;24;38;8;52;17;20;274
20;274;18;6;44;51;25;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;28;39;57;59;55;36;19;7;42;26;43;50;10;31;63;37;12;1;5;64;13;61;33;46;15;34;56;2;3;60;45;4;24;38;8;52;17
18;6;44;51;56;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;28;39;57;59;55;36;19;7;42;26;43;50;10;31;63;37;12;1;5;64;13;61;33;46;15;34;25;2;3;60;45;4;24;38;8;52;17;20;274
20;274;18;6;44;51;56;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;28;39;57;59;55;36;19;7;42;26;43;50;10;31;63;37;12;1;5;64;13;61;33;46;15;34;25;2;3;60;45;4;24;38;8;52;17
18;6;44;51;56;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;28;39;57;59;55;36;19;7;42;26;43;50;10;31;63;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;24;38;8;52;17;20;274
21;274;18;6;44;51;56;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;28;39;57;59;55;36;19;7;42;26;43;50;10;31;63;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;24;38;8;52;17
18;6;44;51;56;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;28;39;24;59;55;36;19;7;42;26;43;50;10;31;63;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;38;8;52;17;21;274
21;274;18;6;44;51;56;11;40;49;9;21;41;53;48;32;23;27;54;20;14;29;47;62;35;16;30;58;22;28;39;24;59;55;36;19;7;42;26;43;50;10;31;63;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;38;8;52;17
18;6;44;51;56;11;40;49;9;21;41;53;48;32;23;27;54;20;30;29;47;62;35;16;14;58;22;28;39;24;59;55;36;19;7;42;26;43;50;10;31;63;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;38;8;52;17;21;270
21;270;18;6;44;51;56;11;40;49;9;21;41;53;48;32;23;27;54;20;30;29;47;62;35;16;14;58;22;28;39;24;59;55;36;19;7;42;26;43;50;10;31;63;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;38;8;52;17
26;6;44;51;56;11;40;49;9;21;41;53;48;32;23;27;54;20;30;29;47;62;35;16;14;58;22;28;39;24;59;55;36;19;7;42;18;43;50;10;31;63;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;38;8;52;17;21;270
21;270;26;6;44;51;56;11;40;49;9;21;41;53;48;32;23;27;54;20;30;29;47;62;35;16;14;58;22;28;39;24;59;55;36;19;7;42;18;43;50;10;31;63;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;38;8;52;17
26;6;44;51;56;11;40;49;9;21;41;53;48;32;23;27;54;20;30;47;29;62;35;16;14;58;22;28;39;24;59;55;36;19;7;42;18;43;50;10;31;63;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;38;8;52;17;21;280
21;280;26;6;44;51;56;11;40;49;9;21;41;53;48;32;23;27;54;20;30;47;29;62;35;16;14;58;22;28;39;24;59;55;36;19;7;42;18;43;50;10;31;63;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;38;8;52;17
26;6;44;51;56;11;40;49;9;21;41;53;48;32;23;27;54;20;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;19;7;42;18;43;14;10;31;63;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;38;8;52;17;21;280
21;280;26;6;44;51;56;11;40;49;9;21;41;53;48;32;23;27;54;20;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;19;7;42;18;43;14;10;31;63;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;38;8;52;17
26;6;44;51;56;11;40;49;9;21;41;53;48;32;23;27;54;20;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;19;7;42;18;43;14;63;31;10;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;38;8;52;17;21;280
21;280;26;6;44;51;56;11;40;49;9;21;41;53;48;32;23;27;54;20;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;19;7;42;18;43;14;63;31;10;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;38;8;52;17
26;6;44;51;56;11;19;49;9;21;41;53;48;32;23;27;54;20;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;40;7;42;18;43;14;63;31;10;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;38;8;52;17;21;280
21;280;26;6;44;51;56;11;19;49;9;21;41;53;48;32;23;27;54;20;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;40;7;42;18;43;14;63;31;10;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;38;8;52;17
26;6;44;51;56;11;19;49;9;21;41;53;48;32;23;27;54;20;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;63;8;52;17;21;280
21;280;26;6;44;51;56;11;19;49;9;21;41;53;48;32;23;27;54;20;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;63;8;52;17
26;6;44;51;56;11;19;49;9;21;41;53;48;8;23;27;54;20;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;63;32;52;17;21;284
21;284;26;6;44;51;56;11;19;49;9;21;41;53;48;8;23;27;54;20;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;12;1;5;64;13;61;33;37;15;34;25;2;3;60;45;4;57;63;32;52;17
26;6;44;51;56;11;19;49;61;21;41;53;48;8;23;27;54;20;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;12;1;5;64;13;9;33;37;15;34;25;2;3;60;45;4;57;63;32;52;17;21;284
21;284;26;6;44;51;56;11;19;49;61;21;41;53;48;8;23;27;54;20;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;12;1;5;64;13;9;33;37;15;34;25;2;3;60;45;4;57;63;32;52;17
26;6;44;51;56;11;19;49;61;21;20;53;48;8;23;27;54;41;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;12;1;5;64;13;9;33;37;15;34;25;2;3;60;45;4;57;63;32;52;17;21;264
21;264;26;6;44;51;56;11;19;49;61;21;20;53;48;8;23;27;54;41;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;12;1;5;64;13;9;33;37;15;34;25;2;3;60;45;4;57;63;32;52;17
26;6;44;51;56;11;19;49;61;21;20;53;48;8;23;27;54;41;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;17;1;5;64;13;9;33;37;15;34;25;2;3;60;45;4;57;63;32;52;12;21;240
21;240;26;6;44;51;56;11;19;49;61;21;20;53;48;8;23;27;54;41;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;17;1;5;64;13;9;33;37;15;34;25;2;3;60;45;4;57;63;32;52;12
26;6;44;51;56;11;19;49;61;21;20;53;48;54;23;27;8;41;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;17;1;5;64;13;9;33;37;15;34;25;2;3;60;45;4;57;63;32;52;12;21;236
21;236;26;6;44;51;56;11;19;49;61;21;20;53;48;54;23;27;8;41;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;17;1;5;64;13;9;33;37;15;34;25;2;3;60;45;4;57;63;32;52;12
26;6;44;51;56;11;19;49;61;21;20;53;48;54;23;27;8;33;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;17;1;5;64;13;9;41;37;15;34;25;2;3;60;45;4;57;63;32;52;12;21;236
21;236;26;6;44;51;56;11;19;49;61;21;20;53;48;54;23;27;8;33;30;47;29;62;35;16;50;58;22;28;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;17;1;5;64;13;9;41;37;15;34;25;2;3;60;45;4;57;63;32;52;12
26;6;44;51;56;11;19;49;61;21;20;53;48;54;23;27;8;33;30;47;29;62;35;16;50;58;22;17;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;28;1;5;64;13;9;41;37;15;34;25;2;3;60;45;4;57;63;32;52;12;21;252
21;252;26;6;44;51;56;11;19;49;61;21;20;53;48;54;23;27;8;33;30;47;29;62;35;16;50;58;22;17;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;28;1;5;64;13;9;41;37;15;34;25;2;3;60;45;4;57;63;32;52;12
26;6;44;51;56;11;19;49;61;21;20;53;48;54;3;27;8;33;30;47;29;62;35;16;50;58;22;17;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;28;1;5;64;13;9;41;37;15;34;25;2;23;60;45;4;57;63;32;52;12;21;264
21;252;26;6;44;51;56;11;19;49;61;21;20;53;48;54;23;27;8;33;30;47;29;62;35;16;50;58;22;17;39;24;59;55;36;40;7;42;18;43;14;38;31;10;46;28;1;5;64;13;9;41;37;15;34;25;2;3;60;45;4;57;63;32;52;12
26;6;44;51;56;11;19;49;61;21;20;53;48;54;23;27;8;33;30;47;29;62;35;16;50;58;22;17;39;24;59;4;36;40;7;42;18;43;14;38;31;10;46;28;1;5;64;13;9;41;37;15;34;25;2;3;60;45;55;57;63;32;52;12;21;252
21;252;26;6;44;51;56;11;19;49;61;21;20;53;48;54;23;27;8;33;30;47;29;62;35;16;50;58;22;17;39;24;59;4;36;40;7;42;18;43;14;38;31;10;46;28;1;5;64;13;9;41;37;15;34;25;2;3;60;45;55;57;63;32;52;12
26;6;44;51;56;11;19;49;61;21;20;53;48;54;23;27;8;33;30;47;29;62;35;16;50;58;22;17;39;24;59;4;36;40;7;42;18;43;14;38;31;10;46;28;1;5;64;13;9;41;37;15;34;25;2;3;60;45;55;12;63;32;52;57;21;252
21;252;26;6;44;51;56;11;19;49;61;21;20;53;48;54;23;27;8;33;30;47;29;62;35;16;50;58;22;17;39;24;59;4;36;40;7;42;18;43;14;38;31;10;46;28;1;5;64;13;9;41;37;15;34;25;2;3;60;45;55;12;63;32;52;57
26;6;44;46;56;11;19;49;61;21;20;53;48;54;23;27;8;33;30;47;29;62;35;16;50;58;22;17;39;24;59;4;36;40;7;42;18;43;14;38;31;10;51;28;1;5;64;13;9;41;37;15;34;25;2;3;60;45;55;12;63;32;52;57;21;252
21;252;26;6;44;46;56;11;19;49;61;21;20;53;48;54;23;27;8;33;30;47;29;62;35;16;50;58;22;17;39;24;59;4;36;40;7;42;18;43;14;38;31;10;51;28;1;5;64;13;9;41;37;15;34;25;2;3;60;45;55;12;63;32;52;57
26;6;44;19;56;11;46;49;61;21;20;53;48;54;23;27;8;33;30;47;29;62;35;16;50;58;22;17;39;24;59;4;36;40;7;42;18;43;14;38;31;10;51;28;1;5;64;13;9;41;37;15;34;25;2;3;60;45;55;12;63;32;52;57;21;252
22;252;26;6;44;19;56;11;46;49;61;21;20;53;48;54;23;27;8;33;30;47;29;62;35;16;50;58;22;17;39;24;59;4;36;40;7;42;18;43;14;38;31;10;51;28;1;5;64;13;9;41;37;15;34;25;2;3;60;45;55;12;63;32;52;57
26;6;44;43;56;11;46;49;61;21;20;53;48;54;23;27;8;33;30;47;29;62;35;16;50;58;22;17;39;24;59;4;36;40;7;42;18;19;14;38;31;10;51;28;1;5;64;13;9;41;37;15;34;25;2;3;60;45;55;12;63;32;52;57;22;252
22;252;26;6;44;43;56;11;46;49;61;21;20;53;48;54;23;27;8;33;30;47;29;62;35;16;50;58;22;17;39;24;59;4;36;40;7;42;18;19;14;38;31;10;51;28;1;5;64;13;9;41;37;15;34;25;2;3;60;45;55;12;63;32;52;57
26;6;44;43;56;11;46;49;61;21;20;53;48;54;23;27;8;33;30;47;29;62;35;16;50;58;22;17;39;24;59;4;36;40;7;42;18;19;14;38;31;10;51;28;1;5;64;13;63;41;37;15;34;25;2;3;60;45;55;12;9;32;52;57;22;252
22;252;26;6;44;43;56;11;46;49;61;21;20;53;48;54;23;27;8;33;30;47;29;62;35;16;50;58;22;17;39;24;59;4;36;40;7;42;18;19;14;38;31;10;51;28;1;5;64;13;63;41;37;15;34;25;2;3;60;45;55;12;9;32;52;57
26;6;44;43;56;11;46;49;61;21;20;53;48;54;23;27;8;10;30;47;29;62;35;16;50;58;22;17;39;24;59;4;36;40;7;42;18;19;14;38;31;33;51;28;1;5;64;13;63;41;37;15;34;25;2;3;60;45;55;12;9;32;52;57;22;252
22;252;26;6;44;43;56;11;46;49;61;21;20;53;48;54;23;27;8;10;30;47;29;62;35;16;50;58;22;17;39;24;59;4;36;40;7;42;18;19;14;38;31;33;51;28;1;5;64;13;63;41;37;15;34;25;2;3;60;45;55;12;9;32;52;57
26;6;44;50;56;11;46;49;61;21;20;53;48;54;23;27;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;19;14;38;31;33;51;28;1;5;64;13;63;41;37;15;34;25;2;3;60;45;55;12;9;32;52;57;22;256
22;256;26;6;44;50;56;11;46;49;61;21;20;53;48;54;23;27;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;19;14;38;31;33;51;28;1;5;64;13;63;41;37;15;34;25;2;3;60;45;55;12;9;32;52;57
26;6;44;50;56;11;46;49;61;21;20;53;48;54;23;27;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;28;1;5;64;13;63;41;37;15;34;25;2;3;60;45;55;12;9;32;19;57;22;256
22;256;26;6;44;50;56;11;46;49;61;21;20;53;48;54;23;27;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;28;1;5;64;13;63;41;37;15;34;25;2;3;60;45;55;12;9;32;19;57
26;6;44;50;56;11;28;49;61;21;20;53;48;54;23;27;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;46;1;5;64;13;63;41;37;15;34;25;2;3;60;45;55;12;9;32;19;57;22;268
22;268;26;6;44;50;56;11;28;49;61;21;20;53;48;54;23;27;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;46;1;5;64;13;63;41;37;15;34;25;2;3;60;45;55;12;9;32;19;57
26;6;44;50;19;11;28;49;61;21;20;53;48;54;23;27;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;46;1;5;64;13;63;41;37;15;34;25;2;3;60;45;55;12;9;32;56;57;22;268
22;268;26;6;44;50;19;11;28;49;61;21;20;53;48;54;23;27;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;46;1;5;64;13;63;41;37;15;34;25;2;3;60;45;55;12;9;32;56;57
26;6;44;50;19;11;28;49;61;21;20;53;48;27;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;46;1;5;64;13;63;41;37;15;34;25;2;3;60;45;55;12;9;32;56;57;22;276
22;276;26;6;44;50;19;11;28;49;61;21;20;53;48;27;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;46;1;5;64;13;63;41;37;15;34;25;2;3;60;45;55;12;9;32;56;57
26;6;44;50;19;11;28;49;61;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;46;1;5;64;13;63;41;37;15;34;25;2;3;27;45;55;12;9;32;56;57;22;288
22;288;26;6;44;50;19;11;28;49;61;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;46;1;5;64;13;63;41;37;15;34;25;2;3;27;45;55;12;9;32;56;57
26;6;44;25;19;11;28;49;61;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;46;1;5;64;13;63;41;37;15;34;50;2;3;27;45;55;12;9;32;56;57;22;284
22;284;26;6;44;25;19;11;28;49;61;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;46;1;5;64;13;63;41;37;15;34;50;2;3;27;45;55;12;9;32;56;57
41;6;44;25;19;11;28;49;61;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;46;1;5;64;13;63;26;37;15;34;50;2;3;27;45;55;12;9;32;56;57;22;284
22;284;41;6;44;25;19;11;28;49;61;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;46;1;5;64;13;63;26;37;15;34;50;2;3;27;45;55;12;9;32;56;57
41;6;44;25;56;11;28;49;61;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;46;1;5;64;13;63;26;37;15;34;50;2;3;27;45;55;12;9;32;19;57;22;284
22;284;41;6;44;25;56;11;28;49;61;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;46;1;5;64;13;63;26;37;15;34;50;2;3;27;45;55;12;9;32;19;57
41;6;44;25;56;11;28;49;15;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;46;1;5;64;13;63;26;37;61;34;50;2;3;27;45;55;12;9;32;19;57;22;284
22;284;41;6;44;25;56;11;28;49;15;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;46;1;5;64;13;63;26;37;61;34;50;2;3;27;45;55;12;9;32;19;57
41;6;44;25;56;11;28;49;46;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;15;1;5;64;13;63;26;37;61;34;50;2;3;27;45;55;12;9;32;19;57;22;272
22;272;41;6;44;25;56;11;28;49;46;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;15;1;5;64;13;63;26;37;61;34;50;2;3;27;45;55;12;9;32;19;57
41;6;44;25;56;11;2;49;46;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;15;1;5;64;13;63;26;37;61;34;50;28;3;27;45;55;12;9;32;19;57;22;272
22;272;41;6;44;25;56;11;2;49;46;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;33;51;15;1;5;64;13;63;26;37;61;34;50;28;3;27;45;55;12;9;32;19;57
41;6;44;25;56;11;2;49;46;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;57;51;15;1;5;64;13;63;26;37;61;34;50;28;3;27;45;55;12;9;32;19;33;22;272
22;272;41;6;44;25;56;11;2;49;46;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;39;24;59;4;36;40;7;42;18;52;14;38;31;57;51;15;1;5;64;13;63;26;37;61;34;50;28;3;27;45;55;12;9;32;19;33
41;6;44;25;56;11;39;49;46;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;2;24;59;4;36;40;7;42;18;52;14;38;31;57;51;15;1;5;64;13;63;26;37;61;34;50;28;3;27;45;55;12;9;32;19;33;22;272
22;272;41;6;44;25;56;11;39;49;46;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;2;24;59;4;36;40;7;42;18;52;14;38;31;57;51;15;1;5;64;13;63;26;37;61;34;50;28;3;27;45;55;12;9;32;19;33
41;6;44;25;56;11;39;31;46;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;2;24;59;4;36;40;7;42;18;52;14;38;49;57;51;15;1;5;64;13;63;26;37;61;34;50;28;3;27;45;55;12;9;32;19;33;22;252
22;252;41;6;44;25;56;11;39;31;46;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;2;24;59;4;36;40;7;42;18;52;14;38;49;57;51;15;1;5;64;13;63;26;37;61;34;50;28;3;27;45;55;12;9;32;19;33
41;6;44;25;56;11;39;31;46;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;2;24;59;4;36;40;7;42;18;52;14;38;49;57;51;15;1;5;64;13;63;26;37;61;3;50;28;34;27;45;55;12;9;32;19;33;22;252
22;252;41;6;44;25;56;11;39;31;46;21;20;53;48;60;23;54;8;10;30;47;29;62;35;16;43;58;22;17;2;24;59;4;36;40;7;42;18;52;14;38;49;57;51;15;1;5;64;13;63;26;37;61;3;50;28;34;27;45;55;12;9;32;19;33
41;6;44;25;56;11;39;31;46;21;20;53;48;60;61;54;8;10;30;47;29;62;35;16;43;58;22;17;2;24;59;4;36;40;7;42;18;52;14;38;49;57;51;15;1;5;64;13;63;26;37;23;3;50;28;34;27;45;55;12;9;32;19;33;22;270
23;270;41;6;44;25;56;11;39;31;46;21;20;53;48;60;61;54;8;10;30;47;29;62;35;16;43;58;22;17;2;24;59;4;36;40;7;42;18;52;14;38;49;57;51;15;1;5;64;13;63;26;37;23;3;50;28;34;27;45;55;12;9;32;19;33
41;6;44;25;56;11;39;31;50;21;20;53;48;60;61;54;8;10;30;47;29;62;35;16;43;58;22;17;2;24;59;4;36;40;7;42;18;52;14;38;49;57;51;15;1;5;64;13;63;26;37;23;3;46;28;34;27;45;55;12;9;32;19;33;23;270
23;270;41;6;44;25;56;11;39;31;50;21;20;53;48;60;61;54;8;10;30;47;29;62;35;16;43;58;22;17;2;24;59;4;36;40;7;42;18;52;14;38;49;57;51;15;1;5;64;13;63;26;37;23;3;46;28;34;27;45;55;12;9;32;19;33
7;6;44;25;56;11;39;31;50;21;20;53;48;60;61;54;8;10;30;47;29;62;35;16;43;58;22;17;2;24;59;4;36;40;41;42;18;52;14;38;49;57;51;15;1;5;64;13;63;26;37;23;3;46;28;34;27;45;55;12;9;32;19;33;23;270
23;270;7;6;44;25;56;11;39;31;50;21;20;53;48;60;61;54;8;10;30;47;29;62;35;16;43;58;22;17;2;24;59;4;36;40;41;42;18;52;14;38;49;57;51;15;1;5;64;13;63;26;37;23;3;46;28;34;27;45;55;12;9;32;19;33
7;6;44;25;56;11;39;31;50;21;20;53;48;60;61;54;8;40;30;47;29;62;35;16;43;58;22;17;2;24;59;4;36;10;41;42;18;52;14;38;49;57;51;15;1;5;64;13;63;26;37;23;3;46;28;34;27;45;55;12;9;32;19;33;23;270
