"X1";"X5834049";"X2";"X12";"X14";"X4";"X23";"X19";"X11";"X21";"X18";"X17";"X10";"X20";"X15";"X9";"X7";"X26";"X3";"X25";"X1.1";"X24";"X8";"X22";"X13";"X16";"X5";"X6"
19;6213357;26;23;4;18;21;6;8;19;9;7;25;11;24;3;2;10;16;17;12;14;20;5;1;15;13;22
26;21;4;18;23;6;8;19;9;7;25;11;24;3;2;10;16;17;12;14;20;5;1;15;13;22;19;6206380
19;6206380;26;21;4;18;23;6;8;19;9;7;25;11;24;3;2;10;16;17;12;14;20;5;1;15;13;22
26;21;24;18;23;6;8;19;9;7;25;11;4;3;2;10;16;17;12;14;20;5;1;15;13;22;19;6142373
19;6142373;26;21;24;18;23;6;8;19;9;7;25;11;4;3;2;10;16;17;12;14;20;5;1;15;13;22
5;21;24;18;23;6;8;19;9;7;25;11;4;3;2;10;16;17;12;14;20;26;1;15;13;22;19;6148951
19;6148951;5;21;24;18;23;6;8;19;9;7;25;11;4;3;2;10;16;17;12;14;20;26;1;15;13;22
5;21;24;18;23;6;8;19;9;1;25;11;4;3;2;10;16;17;12;14;20;26;7;15;13;22;19;6121174
19;6121174;5;21;24;18;23;6;8;19;9;1;25;11;4;3;2;10;16;17;12;14;20;26;7;15;13;22
5;21;24;18;15;6;8;19;9;1;25;11;4;3;2;10;16;17;12;14;20;26;7;23;13;22;19;6101032
19;6101032;5;21;24;18;15;6;8;19;9;1;25;11;4;3;2;10;16;17;12;14;20;26;7;23;13;22
5;21;24;18;15;6;8;26;9;1;25;11;4;3;2;10;16;17;12;14;20;19;7;23;13;22;19;6159182
19;6159182;5;21;24;18;15;6;8;26;9;1;25;11;4;3;2;10;16;17;12;14;20;19;7;23;13;22
5;21;24;18;15;6;8;26;9;1;25;11;4;16;2;10;3;17;12;14;20;19;7;23;13;22;19;6202757
19;6202757;5;21;24;18;15;6;8;26;9;1;25;11;4;16;2;10;3;17;12;14;20;19;7;23;13;22
5;21;24;18;15;6;8;26;9;1;14;11;4;16;2;10;3;17;12;25;20;19;7;23;13;22;19;6069566
19;6069566;5;21;24;18;15;6;8;26;9;1;14;11;4;16;2;10;3;17;12;25;20;19;7;23;13;22
5;20;24;18;15;6;8;26;9;1;14;11;4;16;2;10;3;17;12;25;21;19;7;23;13;22;19;6053701
19;6053701;5;20;24;18;15;6;8;26;9;1;14;11;4;16;2;10;3;17;12;25;21;19;7;23;13;22
10;20;24;18;15;6;8;26;9;1;14;11;4;16;2;5;3;17;12;25;21;19;7;23;13;22;19;5819662
19;5819662;10;20;24;18;15;6;8;26;9;1;14;11;4;16;2;5;3;17;12;25;21;19;7;23;13;22
10;20;24;18;15;6;8;26;9;1;14;11;4;16;2;5;3;17;22;25;21;19;7;23;13;12;19;5858917
19;5858917;10;20;24;18;15;6;8;26;9;1;14;11;4;16;2;5;3;17;22;25;21;19;7;23;13;12
10;20;24;21;15;6;8;26;9;1;14;11;4;16;2;5;3;17;22;25;18;19;7;23;13;12;19;5871224
19;5871224;10;20;24;21;15;6;8;26;9;1;14;11;4;16;2;5;3;17;22;25;18;19;7;23;13;12
10;20;24;21;15;6;14;26;9;1;8;11;4;16;2;5;3;17;22;25;18;19;7;23;13;12;19;5901133
19;5901133;10;20;24;21;15;6;14;26;9;1;8;11;4;16;2;5;3;17;22;25;18;19;7;23;13;12
10;20;24;21;6;15;14;26;9;1;8;11;4;16;2;5;3;17;22;25;18;19;7;23;13;12;19;5902639
19;5902639;10;20;24;21;6;15;14;26;9;1;8;11;4;16;2;5;3;17;22;25;18;19;7;23;13;12
10;20;24;21;6;15;17;26;9;1;8;11;4;16;2;5;3;14;22;25;18;19;7;23;13;12;19;5776831
19;5776831;10;20;24;21;6;15;17;26;9;1;8;11;4;16;2;5;3;14;22;25;18;19;7;23;13;12
10;20;24;21;17;15;6;26;9;1;8;11;4;16;2;5;3;14;22;25;18;19;7;23;13;12;19;5782145
20;5782145;10;20;24;21;17;15;6;26;9;1;8;11;4;16;2;5;3;14;22;25;18;19;7;23;13;12
10;20;24;21;17;15;6;26;9;1;8;11;4;13;2;5;3;14;22;25;18;19;7;23;16;12;20;5745274
20;5745274;10;20;24;21;17;15;6;26;9;1;8;11;4;13;2;5;3;14;22;25;18;19;7;23;16;12
10;20;24;21;17;15;6;26;9;1;8;19;4;13;2;5;3;14;22;25;18;11;7;23;16;12;20;5727395
20;5727395;10;20;24;21;17;15;6;26;9;1;8;19;4;13;2;5;3;14;22;25;18;11;7;23;16;12
10;20;24;21;17;15;2;26;9;1;8;19;4;13;6;5;3;14;22;25;18;11;7;23;16;12;20;5756998
20;5756998;10;20;24;21;17;15;2;26;9;1;8;19;4;13;6;5;3;14;22;25;18;11;7;23;16;12
23;20;24;21;17;15;2;26;9;1;8;19;4;13;6;5;3;14;22;25;18;11;7;10;16;12;20;5754234
20;5754234;23;20;24;21;17;15;2;26;9;1;8;19;4;13;6;5;3;14;22;25;18;11;7;10;16;12
23;20;24;9;17;15;2;26;21;1;8;19;4;13;6;5;3;14;22;25;18;11;7;10;16;12;20;5750962
20;5750962;23;20;24;9;17;15;2;26;21;1;8;19;4;13;6;5;3;14;22;25;18;11;7;10;16;12
23;20;24;9;17;15;10;26;21;1;8;19;4;13;6;5;3;14;22;25;18;11;7;2;16;12;20;5727554
20;5727554;23;20;24;9;17;15;10;26;21;1;8;19;4;13;6;5;3;14;22;25;18;11;7;2;16;12
23;20;18;9;17;15;10;26;21;1;8;19;4;13;6;5;3;14;22;25;24;11;7;2;16;12;20;5706546
20;5706546;23;20;18;9;17;15;10;26;21;1;8;19;4;13;6;5;3;14;22;25;24;11;7;2;16;12
23;20;18;9;17;15;10;26;21;1;8;19;4;24;6;5;3;14;22;25;13;11;7;2;16;12;20;5716808
20;5716808;23;20;18;9;17;15;10;26;21;1;8;19;4;24;6;5;3;14;22;25;13;11;7;2;16;12
23;20;18;9;17;15;10;26;21;19;8;1;4;24;6;5;3;14;22;25;13;11;7;2;16;12;20;5739093
20;5739093;23;20;18;9;17;15;10;26;21;19;8;1;4;24;6;5;3;14;22;25;13;11;7;2;16;12
23;20;18;9;17;15;10;26;21;19;8;1;4;24;6;5;3;16;22;25;13;11;7;2;14;12;20;5883086
20;5883086;23;20;18;9;17;15;10;26;21;19;8;1;4;24;6;5;3;16;22;25;13;11;7;2;14;12
23;20;18;9;17;15;10;26;21;19;8;1;4;24;6;5;3;16;2;25;13;11;7;22;14;12;20;5876835
20;5876835;23;20;18;9;17;15;10;26;21;19;8;1;4;24;6;5;3;16;2;25;13;11;7;22;14;12
23;20;18;9;17;15;10;26;21;19;8;1;4;13;6;5;3;16;2;25;24;11;7;22;14;12;20;5856130
20;5856130;23;20;18;9;17;15;10;26;21;19;8;1;4;13;6;5;3;16;2;25;24;11;7;22;14;12
23;20;18;9;17;15;10;26;21;19;8;1;4;13;6;5;3;25;2;16;24;11;7;22;14;12;20;5863000
20;5863000;23;20;18;9;17;15;10;26;21;19;8;1;4;13;6;5;3;25;2;16;24;11;7;22;14;12
23;18;20;9;17;15;10;26;21;19;8;1;4;13;6;5;3;25;2;16;24;11;7;22;14;12;20;5857342
20;5857342;23;18;20;9;17;15;10;26;21;19;8;1;4;13;6;5;3;25;2;16;24;11;7;22;14;12
23;18;20;9;17;15;10;7;21;19;8;1;4;13;6;5;3;25;2;16;24;11;26;22;14;12;20;5874142
20;5874142;23;18;20;9;17;15;10;7;21;19;8;1;4;13;6;5;3;25;2;16;24;11;26;22;14;12
23;15;20;9;17;18;10;7;21;19;8;1;4;13;6;5;3;25;2;16;24;11;26;22;14;12;20;5900748
20;5900748;23;15;20;9;17;18;10;7;21;19;8;1;4;13;6;5;3;25;2;16;24;11;26;22;14;12
23;15;20;9;17;18;14;7;21;19;8;1;4;13;6;5;3;25;2;16;24;11;26;22;10;12;20;5860802
20;5860802;23;15;20;9;17;18;14;7;21;19;8;1;4;13;6;5;3;25;2;16;24;11;26;22;10;12
24;15;20;9;17;18;14;7;21;19;8;1;4;13;6;5;3;25;2;16;23;11;26;22;10;12;20;5870349
20;5870349;24;15;20;9;17;18;14;7;21;19;8;1;4;13;6;5;3;25;2;16;23;11;26;22;10;12
24;15;20;8;17;18;14;7;21;19;9;1;4;13;6;5;3;25;2;16;23;11;26;22;10;12;20;5824010
20;5824010;24;15;20;8;17;18;14;7;21;19;9;1;4;13;6;5;3;25;2;16;23;11;26;22;10;12
24;2;20;8;17;18;14;7;21;19;9;1;4;13;6;5;3;25;15;16;23;11;26;22;10;12;20;5799670
21;5799670;24;2;20;8;17;18;14;7;21;19;9;1;4;13;6;5;3;25;15;16;23;11;26;22;10;12
24;2;20;21;17;18;14;7;8;19;9;1;4;13;6;5;3;25;15;16;23;11;26;22;10;12;21;5872876
21;5872876;24;2;20;21;17;18;14;7;8;19;9;1;4;13;6;5;3;25;15;16;23;11;26;22;10;12
24;2;20;21;17;18;14;7;8;19;9;1;4;13;12;5;3;25;15;16;23;11;26;22;10;6;21;5856962
21;5856962;24;2;20;21;17;18;14;7;8;19;9;1;4;13;12;5;3;25;15;16;23;11;26;22;10;6
24;2;20;21;17;18;14;7;8;19;9;1;11;13;12;5;3;25;15;16;23;4;26;22;10;6;21;5854270
21;5854270;24;2;20;21;17;18;14;7;8;19;9;1;11;13;12;5;3;25;15;16;23;4;26;22;10;6
24;2;20;21;17;18;14;7;8;19;11;1;9;13;12;5;3;25;15;16;23;4;26;22;10;6;21;5879491
21;5879491;24;2;20;21;17;18;14;7;8;19;11;1;9;13;12;5;3;25;15;16;23;4;26;22;10;6
24;2;20;21;17;18;14;7;8;19;4;1;9;13;12;5;3;25;15;16;23;11;26;22;10;6;21;5867805
21;5867805;24;2;20;21;17;18;14;7;8;19;4;1;9;13;12;5;3;25;15;16;23;11;26;22;10;6
24;2;20;21;17;18;14;7;8;19;4;1;25;13;12;5;3;9;15;16;23;11;26;22;10;6;21;5913539
21;5913539;24;2;20;21;17;18;14;7;8;19;4;1;25;13;12;5;3;9;15;16;23;11;26;22;10;6
24;2;20;21;17;18;14;7;8;19;4;1;3;13;12;5;25;9;15;16;23;11;26;22;10;6;21;5873336
21;5873336;24;2;20;21;17;18;14;7;8;19;4;1;3;13;12;5;25;9;15;16;23;11;26;22;10;6
24;2;20;17;21;18;14;7;8;19;4;1;3;13;12;5;25;9;15;16;23;11;26;22;10;6;21;5867936
21;5867936;24;2;20;17;21;18;14;7;8;19;4;1;3;13;12;5;25;9;15;16;23;11;26;22;10;6
24;2;20;17;21;18;14;7;8;23;4;1;3;13;12;5;25;9;15;16;19;11;26;22;10;6;21;5876278
21;5876278;24;2;20;17;21;18;14;7;8;23;4;1;3;13;12;5;25;9;15;16;19;11;26;22;10;6
24;2;20;1;21;18;14;7;8;23;4;17;3;13;12;5;25;9;15;16;19;11;26;22;10;6;21;5920322
21;5920322;24;2;20;1;21;18;14;7;8;23;4;17;3;13;12;5;25;9;15;16;19;11;26;22;10;6
24;2;20;1;21;18;14;7;8;23;4;17;10;13;12;5;25;9;15;16;19;11;26;22;3;6;21;5987312
21;5987312;24;2;20;1;21;18;14;7;8;23;4;17;10;13;12;5;25;9;15;16;19;11;26;22;3;6
24;2;20;1;21;18;4;7;8;23;14;17;10;13;12;5;25;9;15;16;19;11;26;22;3;6;21;5931325
21;5931325;24;2;20;1;21;18;4;7;8;23;14;17;10;13;12;5;25;9;15;16;19;11;26;22;3;6
24;2;8;1;21;18;4;7;20;23;14;17;10;13;12;5;25;9;15;16;19;11;26;22;3;6;21;5870735
21;5870735;24;2;8;1;21;18;4;7;20;23;14;17;10;13;12;5;25;9;15;16;19;11;26;22;3;6
24;2;8;1;21;18;4;7;20;10;14;17;23;13;12;5;25;9;15;16;19;11;26;22;3;6;21;5864146
21;5864146;24;2;8;1;21;18;4;7;20;10;14;17;23;13;12;5;25;9;15;16;19;11;26;22;3;6
24;2;8;1;21;18;4;7;20;10;14;17;23;5;12;13;25;9;15;16;19;11;26;22;3;6;21;5692039
21;5692039;24;2;8;1;21;18;4;7;20;10;14;17;23;5;12;13;25;9;15;16;19;11;26;22;3;6
24;2;8;1;21;18;4;7;9;10;14;17;23;5;12;13;25;20;15;16;19;11;26;22;3;6;21;5705527
21;5705527;24;2;8;1;21;18;4;7;9;10;14;17;23;5;12;13;25;20;15;16;19;11;26;22;3;6
24;2;8;1;6;18;4;7;9;10;14;17;23;5;12;13;25;20;15;16;19;11;26;22;3;21;21;5690263
21;5690263;24;2;8;1;6;18;4;7;9;10;14;17;23;5;12;13;25;20;15;16;19;11;26;22;3;21
3;2;8;1;6;18;4;7;9;10;14;17;23;5;12;13;25;20;15;16;19;11;26;22;24;21;21;5725733
21;5725733;3;2;8;1;6;18;4;7;9;10;14;17;23;5;12;13;25;20;15;16;19;11;26;22;24;21
3;2;8;1;6;18;4;7;9;10;14;17;23;5;12;13;25;20;15;16;19;11;26;24;22;21;21;5719853
21;5719853;3;2;8;1;6;18;4;7;9;10;14;17;23;5;12;13;25;20;15;16;19;11;26;24;22;21
3;2;8;1;6;18;4;7;19;10;14;17;23;5;12;13;25;20;15;16;9;11;26;24;22;21;21;5737428
22;5737428;3;2;8;1;6;18;4;7;19;10;14;17;23;5;12;13;25;20;15;16;9;11;26;24;22;21
3;17;8;1;6;18;4;7;19;10;14;2;23;5;12;13;25;20;15;16;9;11;26;24;22;21;22;5724407
22;5724407;3;17;8;1;6;18;4;7;19;10;14;2;23;5;12;13;25;20;15;16;9;11;26;24;22;21
3;17;8;1;6;18;4;7;19;2;14;10;23;5;12;13;25;20;15;16;9;11;26;24;22;21;22;5730083
22;5730083;3;17;8;1;6;18;4;7;19;2;14;10;23;5;12;13;25;20;15;16;9;11;26;24;22;21
3;17;8;1;6;18;4;7;19;2;14;10;23;5;12;13;21;20;15;16;9;11;26;24;22;25;22;5704727
22;5704727;3;17;8;1;6;18;4;7;19;2;14;10;23;5;12;13;21;20;15;16;9;11;26;24;22;25
3;17;8;1;6;18;4;7;19;2;14;10;23;12;5;13;21;20;15;16;9;11;26;24;22;25;22;5771217
22;5771217;3;17;8;1;6;18;4;7;19;2;14;10;23;12;5;13;21;20;15;16;9;11;26;24;22;25
3;23;8;1;6;18;4;7;19;2;14;10;17;12;5;13;21;20;15;16;9;11;26;24;22;25;22;5780047
22;5780047;3;23;8;1;6;18;4;7;19;2;14;10;17;12;5;13;21;20;15;16;9;11;26;24;22;25
3;23;8;1;6;18;4;7;19;2;14;10;17;12;5;13;21;22;15;16;9;11;26;24;20;25;22;5845782
22;5845782;3;23;8;1;6;18;4;7;19;2;14;10;17;12;5;13;21;22;15;16;9;11;26;24;20;25
3;23;8;1;6;18;4;7;21;2;14;10;17;12;5;13;19;22;15;16;9;11;26;24;20;25;22;5831429
22;5831429;3;23;8;1;6;18;4;7;21;2;14;10;17;12;5;13;19;22;15;16;9;11;26;24;20;25
25;23;8;1;6;18;4;7;21;2;14;10;17;12;5;13;19;22;15;16;9;11;26;24;20;3;22;5799734
22;5799734;25;23;8;1;6;18;4;7;21;2;14;10;17;12;5;13;19;22;15;16;9;11;26;24;20;3
25;23;8;1;6;19;4;7;21;2;14;10;17;12;5;13;18;22;15;16;9;11;26;24;20;3;22;5815860
22;5815860;25;23;8;1;6;19;4;7;21;2;14;10;17;12;5;13;18;22;15;16;9;11;26;24;20;3
25;23;8;1;6;19;4;7;21;2;14;10;17;12;5;13;18;22;15;16;24;11;26;9;20;3;22;5817681
22;5817681;25;23;8;1;6;19;4;7;21;2;14;10;17;12;5;13;18;22;15;16;24;11;26;9;20;3
25;23;8;1;6;19;4;14;21;2;7;10;17;12;5;13;18;22;15;16;24;11;26;9;20;3;22;5872949
22;5872949;25;23;8;1;6;19;4;14;21;2;7;10;17;12;5;13;18;22;15;16;24;11;26;9;20;3
25;23;8;5;6;19;4;14;21;2;7;10;17;12;1;13;18;22;15;16;24;11;26;9;20;3;22;5944928
22;5872949;25;23;8;1;6;19;4;14;21;2;7;10;17;12;5;13;18;22;15;16;24;11;26;9;20;3
25;13;8;1;6;19;4;14;21;2;7;10;17;12;5;23;18;22;15;16;24;11;26;9;20;3;22;5881874
22;5881874;25;13;8;1;6;19;4;14;21;2;7;10;17;12;5;23;18;22;15;16;24;11;26;9;20;3
25;13;8;1;6;19;4;15;21;2;7;10;17;12;5;23;18;22;14;16;24;11;26;9;20;3;22;5904470
22;5904470;25;13;8;1;6;19;4;15;21;2;7;10;17;12;5;23;18;22;14;16;24;11;26;9;20;3
25;13;8;1;2;19;4;15;21;6;7;10;17;12;5;23;18;22;14;16;24;11;26;9;20;3;22;5936132
22;5936132;25;13;8;1;2;19;4;15;21;6;7;10;17;12;5;23;18;22;14;16;24;11;26;9;20;3
25;13;8;1;2;19;4;15;21;6;7;10;17;12;5;9;18;22;14;16;24;11;26;23;20;3;22;5936091
22;5936091;25;13;8;1;2;19;4;15;21;6;7;10;17;12;5;9;18;22;14;16;24;11;26;23;20;3
25;13;8;1;2;7;4;15;21;6;19;10;17;12;5;9;18;22;14;16;24;11;26;23;20;3;22;5823196
22;5823196;25;13;8;1;2;7;4;15;21;6;19;10;17;12;5;9;18;22;14;16;24;11;26;23;20;3
25;13;8;1;2;7;4;15;21;6;19;10;17;12;5;9;18;22;14;16;24;11;3;23;20;26;22;5885256
22;5885256;25;13;8;1;2;7;4;15;21;6;19;10;17;12;5;9;18;22;14;16;24;11;3;23;20;26
25;9;8;1;2;7;4;15;21;6;19;10;17;12;5;13;18;22;14;16;24;11;3;23;20;26;22;5899851
22;5899851;25;9;8;1;2;7;4;15;21;6;19;10;17;12;5;13;18;22;14;16;24;11;3;23;20;26
25;9;8;1;2;7;4;15;21;6;16;10;17;12;5;13;18;22;14;19;24;11;3;23;20;26;22;5960105
23;5960105;25;9;8;1;2;7;4;15;21;6;16;10;17;12;5;13;18;22;14;19;24;11;3;23;20;26
25;9;8;1;2;7;4;15;16;6;21;10;17;12;5;13;18;22;14;19;24;11;3;23;20;26;23;5905945
23;5905945;25;9;8;1;2;7;4;15;16;6;21;10;17;12;5;13;18;22;14;19;24;11;3;23;20;26
25;9;8;1;2;7;4;15;16;6;14;10;17;12;5;13;18;22;21;19;24;11;3;23;20;26;23;5894099
23;5894099;25;9;8;1;2;7;4;15;16;6;14;10;17;12;5;13;18;22;21;19;24;11;3;23;20;26
25;9;8;1;10;7;4;15;16;6;14;2;17;12;5;13;18;22;21;19;24;11;3;23;20;26;23;5875933
23;5875933;25;9;8;1;10;7;4;15;16;6;14;2;17;12;5;13;18;22;21;19;24;11;3;23;20;26
4;9;8;1;10;7;25;15;16;6;14;2;17;12;5;13;18;22;21;19;24;11;3;23;20;26;23;5950366
23;5950366;4;9;8;1;10;7;25;15;16;6;14;2;17;12;5;13;18;22;21;19;24;11;3;23;20;26
4;9;10;1;8;7;25;15;16;6;14;2;17;12;5;13;18;22;21;19;24;11;3;23;20;26;23;6017163
23;6017163;4;9;10;1;8;7;25;15;16;6;14;2;17;12;5;13;18;22;21;19;24;11;3;23;20;26
4;9;10;1;5;7;25;15;16;6;14;2;17;12;8;13;18;22;21;19;24;11;3;23;20;26;23;5961674
23;5961674;4;9;10;1;5;7;25;15;16;6;14;2;17;12;8;13;18;22;21;19;24;11;3;23;20;26
4;9;10;1;5;20;25;15;16;6;14;2;17;12;8;13;18;22;21;19;24;11;3;23;7;26;23;5961334
23;5961334;4;9;10;1;5;20;25;15;16;6;14;2;17;12;8;13;18;22;21;19;24;11;3;23;7;26
11;9;10;1;5;20;25;15;16;6;14;2;17;12;8;13;18;22;21;19;24;4;3;23;7;26;23;5969059
23;5969059;11;9;10;1;5;20;25;15;16;6;14;2;17;12;8;13;18;22;21;19;24;4;3;23;7;26
11;9;10;1;5;20;25;23;16;6;14;2;17;12;8;13;18;22;21;19;24;4;3;15;7;26;23;5948526
23;5948526;11;9;10;1;5;20;25;23;16;6;14;2;17;12;8;13;18;22;21;19;24;4;3;15;7;26
11;9;10;1;5;20;25;23;13;6;14;2;17;12;8;16;18;22;21;19;24;4;3;15;7;26;23;5954477
23;5954477;11;9;10;1;5;20;25;23;13;6;14;2;17;12;8;16;18;22;21;19;24;4;3;15;7;26
11;9;10;1;5;20;25;23;14;6;13;2;17;12;8;16;18;22;21;19;24;4;3;15;7;26;23;5957752
23;5957752;11;9;10;1;5;20;25;23;14;6;13;2;17;12;8;16;18;22;21;19;24;4;3;15;7;26
16;9;10;1;5;20;25;23;14;6;13;2;17;12;8;11;18;22;21;19;24;4;3;15;7;26;23;5957898
23;5957898;16;9;10;1;5;20;25;23;14;6;13;2;17;12;8;11;18;22;21;19;24;4;3;15;7;26
16;9;10;1;6;20;25;23;14;5;13;2;17;12;8;11;18;22;21;19;24;4;3;15;7;26;23;5943228
23;5943228;16;9;10;1;6;20;25;23;14;5;13;2;17;12;8;11;18;22;21;19;24;4;3;15;7;26
16;4;10;1;6;20;25;23;14;5;13;2;17;12;8;11;18;22;21;19;24;9;3;15;7;26;23;5965730
23;5965730;16;4;10;1;6;20;25;23;14;5;13;2;17;12;8;11;18;22;21;19;24;9;3;15;7;26
16;4;10;1;6;20;25;23;14;5;13;2;17;12;8;11;18;22;3;19;24;9;21;15;7;26;23;5914556
23;5914556;16;4;10;1;6;20;25;23;14;5;13;2;17;12;8;11;18;22;3;19;24;9;21;15;7;26
16;4;10;26;6;20;25;23;14;5;13;2;17;12;8;11;18;22;3;19;24;9;21;15;7;1;23;5903160
23;5903160;16;4;10;26;6;20;25;23;14;5;13;2;17;12;8;11;18;22;3;19;24;9;21;15;7;1
16;4;10;26;6;20;25;23;14;5;13;2;17;8;12;11;18;22;3;19;24;9;21;15;7;1;23;5909839
23;5909839;16;4;10;26;6;20;25;23;14;5;13;2;17;8;12;11;18;22;3;19;24;9;21;15;7;1
16;4;10;26;6;20;25;23;14;5;13;2;17;8;12;11;18;22;3;19;9;24;21;15;7;1;23;5927475
23;5927475;16;4;10;26;6;20;25;23;14;5;13;2;17;8;12;11;18;22;3;19;9;24;21;15;7;1
16;4;10;26;6;20;25;23;14;3;13;2;17;8;12;11;18;22;5;19;9;24;21;15;7;1;23;5855128
23;5855128;16;4;10;26;6;20;25;23;14;3;13;2;17;8;12;11;18;22;5;19;9;24;21;15;7;1
16;4;10;2;6;20;25;23;14;3;13;26;17;8;12;11;18;22;5;19;9;24;21;15;7;1;23;5853971
24;5853971;16;4;10;2;6;20;25;23;14;3;13;26;17;8;12;11;18;22;5;19;9;24;21;15;7;1
16;4;10;2;6;20;25;23;14;3;13;26;17;8;12;11;18;22;5;19;9;15;21;24;7;1;24;5848153
24;5848153;16;4;10;2;6;20;25;23;14;3;13;26;17;8;12;11;18;22;5;19;9;15;21;24;7;1
16;4;10;2;6;20;25;23;14;3;13;26;17;8;12;15;18;22;5;19;9;11;21;24;7;1;24;5841657
24;5841657;16;4;10;2;6;20;25;23;14;3;13;26;17;8;12;15;18;22;5;19;9;11;21;24;7;1
16;22;10;2;6;20;25;23;14;3;13;26;17;8;12;15;18;4;5;19;9;11;21;24;7;1;24;5804662
24;5804662;16;22;10;2;6;20;25;23;14;3;13;26;17;8;12;15;18;4;5;19;9;11;21;24;7;1
16;22;24;2;6;20;25;23;14;3;13;26;17;8;12;15;18;4;5;19;9;11;21;10;7;1;24;5804742
24;5804742;16;22;24;2;6;20;25;23;14;3;13;26;17;8;12;15;18;4;5;19;9;11;21;10;7;1
16;22;24;2;6;20;17;23;14;3;13;26;25;8;12;15;18;4;5;19;9;11;21;10;7;1;24;5803948
24;5803948;16;22;24;2;6;20;17;23;14;3;13;26;25;8;12;15;18;4;5;19;9;11;21;10;7;1
16;22;24;2;6;20;17;23;14;3;13;26;25;8;12;15;18;4;21;19;9;11;5;10;7;1;24;5973126
24;5973126;16;22;24;2;6;20;17;23;14;3;13;26;25;8;12;15;18;4;21;19;9;11;5;10;7;1
16;22;24;2;6;20;11;23;14;3;13;26;25;8;12;15;18;4;21;19;9;17;5;10;7;1;24;5987565
24;5987565;16;22;24;2;6;20;11;23;14;3;13;26;25;8;12;15;18;4;21;19;9;17;5;10;7;1
16;22;24;2;6;20;11;23;14;9;13;26;25;8;12;15;18;4;21;19;3;17;5;10;7;1;24;5926283
24;5926283;16;22;24;2;6;20;11;23;14;9;13;26;25;8;12;15;18;4;21;19;3;17;5;10;7;1
16;22;18;2;6;20;11;23;14;9;13;26;25;8;12;15;24;4;21;19;3;17;5;10;7;1;24;5976348
24;5976348;16;22;18;2;6;20;11;23;14;9;13;26;25;8;12;15;24;4;21;19;3;17;5;10;7;1
16;22;18;2;6;20;11;12;14;9;13;26;25;8;23;15;24;4;21;19;3;17;5;10;7;1;24;5988550
24;5988550;16;22;18;2;6;20;11;12;14;9;13;26;25;8;23;15;24;4;21;19;3;17;5;10;7;1
16;22;18;2;6;20;11;12;14;9;13;26;4;8;23;15;24;25;21;19;3;17;5;10;7;1;24;6022541
24;6022541;16;22;18;2;6;20;11;12;14;9;13;26;4;8;23;15;24;25;21;19;3;17;5;10;7;1
16;22;18;2;6;20;11;12;14;9;13;26;4;8;3;15;24;25;21;19;23;17;5;10;7;1;24;6056171
24;6056171;16;22;18;2;6;20;11;12;14;9;13;26;4;8;3;15;24;25;21;19;23;17;5;10;7;1
16;22;18;2;9;20;11;12;14;6;13;26;4;8;3;15;24;25;21;19;23;17;5;10;7;1;24;6208858
24;6208858;16;22;18;2;9;20;11;12;14;6;13;26;4;8;3;15;24;25;21;19;23;17;5;10;7;1
21;22;18;2;9;20;11;12;14;6;13;26;4;8;3;15;24;25;16;19;23;17;5;10;7;1;24;6217927
24;6217927;21;22;18;2;9;20;11;12;14;6;13;26;4;8;3;15;24;25;16;19;23;17;5;10;7;1
21;22;18;2;19;20;11;12;14;6;13;26;4;8;3;15;24;25;16;9;23;17;5;10;7;1;24;6202767
24;6202767;21;22;18;2;19;20;11;12;14;6;13;26;4;8;3;15;24;25;16;9;23;17;5;10;7;1
21;22;18;2;19;20;11;12;14;6;13;7;4;8;3;15;24;25;16;9;23;17;5;10;26;1;24;6206665
24;6206665;21;22;18;2;19;20;11;12;14;6;13;7;4;8;3;15;24;25;16;9;23;17;5;10;26;1
16;22;18;2;19;20;11;12;14;6;13;7;4;8;3;15;24;25;21;9;23;17;5;10;26;1;24;6208181
24;6208181;16;22;18;2;19;20;11;12;14;6;13;7;4;8;3;15;24;25;21;9;23;17;5;10;26;1
16;22;18;2;19;20;11;12;14;6;13;7;4;8;25;15;24;3;21;9;23;17;5;10;26;1;24;6132671
24;6132671;16;22;18;2;19;20;11;12;14;6;13;7;4;8;25;15;24;3;21;9;23;17;5;10;26;1
16;22;18;2;19;20;11;12;14;6;13;7;4;8;25;15;24;3;21;26;23;17;5;10;9;1;24;6057322
24;6057322;16;22;18;2;19;20;11;12;14;6;13;7;4;8;25;15;24;3;21;26;23;17;5;10;9;1
16;22;18;2;19;20;11;12;14;6;13;7;4;8;25;15;24;3;17;26;23;21;5;10;9;1;24;6090538
25;6090538;16;22;18;2;19;20;11;12;14;6;13;7;4;8;25;15;24;3;17;26;23;21;5;10;9;1
16;22;18;2;19;20;14;12;11;6;13;7;4;8;25;15;24;3;17;26;23;21;5;10;9;1;25;6154683
25;6154683;16;22;18;2;19;20;14;12;11;6;13;7;4;8;25;15;24;3;17;26;23;21;5;10;9;1
16;22;18;2;19;20;14;12;11;6;9;7;4;8;25;15;24;3;17;26;23;21;5;10;13;1;25;6059091
25;6059091;16;22;18;2;19;20;14;12;11;6;9;7;4;8;25;15;24;3;17;26;23;21;5;10;13;1
16;22;18;2;3;20;14;12;11;6;9;7;4;8;25;15;24;19;17;26;23;21;5;10;13;1;25;6001701
25;6001701;16;22;18;2;3;20;14;12;11;6;9;7;4;8;25;15;24;19;17;26;23;21;5;10;13;1
